geo,time,en_co2_etot_zs
aus,1967,38.5683
aus,1968,38.09341
aus,1969,37.93887
aus,1970,38.59352
aus,1971,37.75809
aus,1972,39.95688
aus,1973,38.49861
aus,1974,44.54877
aus,1975,45.43327
aus,1976,46.09633
aus,1977,47.65454
aus,1978,46.52781
aus,1979,46.52447
aus,1980,48.85847
aus,1981,50.41231
aus,1982,51.86953
aus,1983,52.10625
aus,1984,51.77833
aus,1985,52.73677
aus,1986,52.35645
aus,1987,53.3342
aus,1988,53.75161
aus,1989,54.83072
aus,1990,55.00327
aus,1991,55.66706
aus,1992,55.73956
aus,1993,55.45725
aus,1994,55.25205
aus,1995,55.41265
aus,1996,56.09789
aus,1997,56.13908
aus,1998,58.80482
aus,1999,59.05857
aus,2000,58.8527
aus,2001,59.91848
aus,2002,62.69734
aus,2003,60.8655
aus,2004,61.32006
aus,2005,62.10206
aus,2006,62.51491
aus,2007,62.68422
aus,2008,62.05924
aus,2009,63.31751
aus,2010,62.92293
aus,2011,61.55137
aus,2012,60.90315
aus,2013,59.37826
aus,2014,58.35786
aut,1960,17.72443
aut,1961,20.84829
aut,1962,20.18568
aut,1963,19.55519
aut,1964,19.66561
aut,1965,17.02938
aut,1966,17.5486
aut,1967,17.49603
aut,1968,17.07438
aut,1969,18.02095
aut,1970,20.4477
aut,1971,24.36214
aut,1972,24.10714
aut,1973,23.10409
aut,1974,21.88967
aut,1975,22.57478
aut,1976,26.02892
aut,1977,22.64224
aut,1978,22.90774
aut,1979,22.64758
aut,1980,21.60471
aut,1981,24.98545
aut,1982,23.20675
aut,1983,23.83073
aut,1984,25.11774
aut,1985,24.90502
aut,1986,25.00484
aut,1987,25.7732
aut,1988,24.99503
aut,1989,26.57801
aut,1990,35.35892
aut,1991,34.30935
aut,1992,31.48048
aut,1993,31.6129
aut,1994,34.04482
aut,1995,34.72059
aut,1996,33.5492
aut,1997,34.74644
aut,1998,33.01125
aut,1999,32.49309
aut,2000,31.67933
aut,2001,32.35205
aut,2002,32.53886
aut,2003,33.21438
aut,2004,33.53164
aut,2005,34.24547
aut,2006,34.01503
aut,2007,34.44157
aut,2008,34.19503
aut,2009,31.81533
aut,2010,35.32838
aut,2011,36.44804
aut,2012,34.99218
aut,2013,33.53573
aut,2014,32.57651
aze,1990,40.77053
aze,1991,43.17832
aze,1992,54.21971
aze,1993,59.86613
aze,1994,50.76646
aze,1995,47.68232
aze,1996,54.69327
aze,1997,54.37928
aze,1998,60.49524
aze,1999,61.76242
aze,2000,59.74359
aze,2001,58.61401
aze,2002,54.80204
aze,2003,58.51905
aze,2004,57.22628
aze,2005,56.77353
aze,2006,57.7067
aze,2007,54.43987
aze,2008,48.47222
aze,2009,47.1044
aze,2010,42.49894
aze,2011,44.06203
aze,2012,48.39045
aze,2013,46.6893
aze,2014,46.18383
bel,1960,32.38552
bel,1961,31.42108
bel,1962,30.25042
bel,1963,29.25144
bel,1964,31.43793
bel,1965,29.19962
bel,1966,30.15391
bel,1967,29.48655
bel,1968,27.68724
bel,1969,26.88989
bel,1970,25.00414
bel,1971,27.26425
bel,1972,28.09788
bel,1973,29.1084
bel,1974,32.32979
bel,1975,28.5974
bel,1976,30.99767
bel,1977,31.2961
bel,1978,30.91446
bel,1979,31.80615
bel,1980,33.80876
bel,1981,34.63444
bel,1982,33.50819
bel,1983,32.27227
bel,1984,30.77376
bel,1985,26.79544
bel,1986,25.13829
bel,1987,26.29812
bel,1988,27.61433
bel,1989,28.40713
bel,1990,29.79765
bel,1991,28.99387
bel,1992,28.72457
bel,1993,29.1515
bel,1994,29.88834
bel,1995,29.71423
bel,1996,28.31093
bel,1997,27.64778
bel,1998,28.4436
bel,1999,26.51031
bel,2000,27.38043
bel,2001,25.53637
bel,2002,27.40465
bel,2003,27.19665
bel,2004,26.9494
bel,2005,27.99217
bel,2006,28.32037
bel,2007,29.3864
bel,2008,26.7155
bel,2009,26.15767
bel,2010,27.50831
bel,2011,27.8573
bel,2012,27.65819
bel,2013,25.40685
bel,2014,25.84707
ben,1971,0
ben,1972,0
ben,1973,4.87805
ben,1974,2.38095
ben,1975,2.17391
ben,1976,3.57143
ben,1977,3.0303
ben,1978,2.63158
ben,1979,2.63158
ben,1980,5.12821
ben,1981,3.33333
ben,1982,5.55556
ben,1983,16.66667
ben,1984,10.52632
ben,1985,6.38298
ben,1986,7.31707
ben,1987,8.33333
ben,1988,5.55556
ben,1989,7.14286
ben,1990,11.53846
ben,1991,15
ben,1992,14.28571
ben,1993,14.28571
ben,1994,13.63636
ben,1995,13.63636
ben,1996,3.2967
ben,1997,4.31034
ben,1998,4.13223
ben,1999,3.73134
ben,2000,4.22535
ben,2001,3.46821
ben,2002,3.46535
ben,2003,2.63158
ben,2004,2.46914
ben,2005,2.98507
ben,2006,3.39506
ben,2007,3.95778
ben,2008,4.17755
ben,2009,2.14797
ben,2010,2.41758
ben,2011,2.35043
ben,2012,2.44898
ben,2013,2.29446
ben,2014,2.26481
bgd,1971,27.77778
bgd,1972,27.77778
bgd,1973,34.0176
bgd,1974,28.02057
bgd,1975,23.12925
bgd,1976,22.86325
bgd,1977,25.20833
bgd,1978,27.36031
bgd,1979,27.36842
bgd,1980,26.59574
bgd,1981,26.21664
bgd,1982,28.92442
bgd,1983,30.48212
bgd,1984,33.17684
bgd,1985,39.09091
bgd,1986,40.61033
bgd,1987,39.3617
bgd,1988,43.2377
bgd,1989,40.03813
bgd,1990,38.96673
bgd,1991,42.7907
bgd,1992,44.29302
bgd,1993,46.27702
bgd,1994,45.28582
bgd,1995,40.7767
bgd,1996,40.31194
bgd,1997,38.26041
bgd,1998,41.17027
bgd,1999,44.73818
bgd,2000,43.0277
bgd,2001,43.1562
bgd,2002,43.40618
bgd,2003,41.70565
bgd,2004,45.87958
bgd,2005,46.22848
bgd,2006,48.3376
bgd,2007,48.47185
bgd,2008,48.37289
bgd,2009,48.60323
bgd,2010,48.64594
bgd,2011,47.44745
bgd,2012,49.26702
bgd,2013,52.11409
bgd,2014,52.80231
bgr,1971,34.75877
bgr,1972,36.03522
bgr,1973,35.19339
bgr,1974,37.11295
bgr,1975,37.64321
bgr,1976,38.07377
bgr,1977,42.03528
bgr,1978,47.55156
bgr,1979,47.11889
bgr,1980,45.67901
bgr,1981,46.16998
bgr,1982,47.20745
bgr,1983,46.32226
bgr,1984,46.10831
bgr,1985,47.74413
bgr,1986,50.9316
bgr,1987,51.60831
bgr,1988,51.75523
bgr,1989,51.62267
bgr,1990,64.74454
bgr,1991,67.9032
bgr,1992,69.41416
bgr,1993,69.71198
bgr,1994,66.98023
bgr,1995,67.21653
bgr,1996,67.22452
bgr,1997,58.20663
bgr,1998,59.22073
bgr,1999,62.33736
bgr,2000,62.8822
bgr,2001,65.46747
bgr,2002,62.88538
bgr,2003,63.38541
bgr,2004,62.9476
bgr,2005,62.12903
bgr,2006,61.2382
bgr,2007,63.79682
bgr,2008,66.41253
bgr,2009,69.0566
bgr,2010,70.04505
bgr,2011,72.4243
bgr,2012,69.74128
bgr,2013,68.91205
bgr,2014,69.04818
bhr,1971,77.50865
bhr,1972,75.75758
bhr,1973,61.12412
bhr,1974,52.87129
bhr,1975,51.24283
bhr,1976,52.46479
bhr,1977,55.39683
bhr,1978,56.43713
bhr,1979,58.82353
bhr,1980,62.01657
bhr,1981,60.05155
bhr,1982,57.12531
bhr,1983,58.51064
bhr,1984,89.1455
bhr,1985,89.34066
bhr,1986,90.37871
bhr,1987,89.91684
bhr,1988,89.92095
bhr,1989,89.57115
bhr,1990,89.04494
bhr,1991,88.5214
bhr,1992,89.32677
bhr,1993,89.66847
bhr,1994,89.60843
bhr,1995,89.29368
bhr,1996,89.35415
bhr,1997,88.56346
bhr,1998,88.32685
bhr,1999,88.95387
bhr,2000,88.69949
bhr,2001,88.31804
bhr,2002,87.66725
bhr,2003,87.31844
bhr,2004,85.9955
bhr,2005,85.89494
bhr,2006,86.57718
bhr,2007,85.78303
bhr,2008,85.53434
bhr,2009,85.36984
bhr,2010,84.02506
bhr,2011,84.47399
bhr,2012,85.28172
bhr,2013,81.22348
bhr,2014,80.4648
bih,1990,44.75
bih,1991,40.61481
bih,1992,43.3145
bih,1993,44.8018
bih,1994,22.14984
bih,1995,24.08537
bih,1996,50.84746
bih,1997,69.35867
bih,1998,74.46009
bih,1999,75.02402
bih,2000,65.08746
bih,2001,65.03704
bih,2002,67.29958
bih,2003,71.34021
bih,2004,67.74194
bih,2005,66.77175
bih,2006,68.28849
bih,2007,67.75244
bih,2008,67.04545
bih,2009,69.56952
bih,2010,67.74036
bih,2011,70.8547
bih,2012,70.02309
bih,2013,70.99024
bih,2014,70.72155
blr,1990,62.31216
blr,1991,61.04355
blr,1992,62.96211
blr,1993,61.3935
blr,1994,66.05218
blr,1995,64.43625
blr,1996,62.89569
blr,1997,65.20021
blr,1998,63.90123
blr,1999,64.90385
blr,2000,65.8223
blr,2001,67.44597
blr,2002,66.83734
blr,2003,66.18649
blr,2004,67.40727
blr,2005,65.53354
blr,2006,64.1971
blr,2007,62.50897
blr,2008,61.25941
blr,2009,61.58111
blr,2010,62.1283
blr,2011,58.61584
blr,2012,57.26895
blr,2013,56.12981
blr,2014,57.16524
bol,1971,17.88991
bol,1972,17.08333
bol,1973,17.78656
bol,1974,16.78832
bol,1975,15.83851
bol,1976,15.29745
bol,1977,16.8
bol,1978,16.95332
bol,1979,20.14742
bol,1980,23.51544
bol,1981,27.15232
bol,1982,28.13142
bol,1983,21.25506
bol,1984,25.05447
bol,1985,24.82599
bol,1986,27.95181
bol,1987,29.1954
bol,1988,26.99531
bol,1989,27.9661
bol,1990,29.32039
bol,1991,27.853
bol,1992,30.68392
bol,1993,27.88632
bol,1994,29.5082
bol,1995,31.05951
bol,1996,26.89335
bol,1997,26.96456
bol,1998,28.81844
bol,1999,24.00612
bol,2000,26.05634
bol,2001,24.08223
bol,2002,24.8951
bol,2003,27.10997
bol,2004,24.76526
bol,2005,27.01213
bol,2006,25.73455
bol,2007,26.13531
bol,2008,25.63884
bol,2009,26.6129
bol,2010,27.22628
bol,2011,26.8998
bol,2012,25.22415
bol,2013,24.60083
bol,2014,24.64481
bra,1971,14.48828
bra,1972,12.33568
bra,1973,12.00357
bra,1974,11.38846
bra,1975,11.17543
bra,1976,10.59769
bra,1977,11.03397
bra,1978,12.26963
bra,1979,11.78517
bra,1980,12.08038
bra,1981,13.44
bra,1982,13.05934
bra,1983,13.75287
bra,1984,15.49296
bra,1985,15.20681
bra,1986,17.93624
bra,1987,16.9501
bra,1988,16.27843
bra,1989,15.26168
bra,1990,15.19674
bra,1991,14.65188
bra,1992,15.21128
bra,1993,14.82997
bra,1994,14.18726
bra,1995,13.78886
bra,1996,13.7345
bra,1997,14.46933
bra,1998,14.34326
bra,1999,16.21728
bra,2000,17.11539
bra,2001,18.29223
bra,2002,16.74269
bra,2003,17.1409
bra,2004,17.97463
bra,2005,18.6248
bra,2006,18.50142
bra,2007,17.42507
bra,2008,19.67289
bra,2009,17.68605
bra,2010,18.65436
bra,2011,16.16315
bra,2012,19.3634
bra,2013,23.48171
bra,2014,26.30982
brn,1971,57.5
brn,1972,61.53846
brn,1973,77.94118
brn,1974,84.21053
brn,1975,86.52482
brn,1976,87.56757
brn,1977,88.94472
brn,1978,87.70053
brn,1979,85.71429
brn,1980,81.43939
brn,1981,83.39768
brn,1982,81.18081
brn,1983,80.06873
brn,1984,81.56997
brn,1985,79.66102
brn,1986,79.93197
brn,1987,79.59866
brn,1988,78.59425
brn,1989,77.49196
brn,1990,77.91411
brn,1991,77.21893
brn,1992,75.69832
brn,1993,76.42487
brn,1994,76.3285
brn,1995,77.11111
brn,1996,76.00849
brn,1997,76.03143
brn,1998,75.17401
brn,1999,75.179
brn,2000,77.14932
brn,2001,76.33411
brn,2002,75.45872
brn,2003,78.66667
brn,2004,76.82927
brn,2005,76.97095
brn,2006,58.39112
brn,2007,54.97076
brn,2008,54.43213
brn,2009,68.90983
brn,2010,75.21866
brn,2011,73.60913
brn,2012,71.44907
brn,2013,72.40876
brn,2014,72.08955
bwa,1981,45.65217
bwa,1982,47.91667
bwa,1983,45.39007
bwa,1984,40
bwa,1985,40.66667
bwa,1986,43.93064
bwa,1987,43.57542
bwa,1988,49.76744
bwa,1989,49.36709
bwa,1990,54.09253
bwa,1991,51.64835
bwa,1992,50
bwa,1993,50.46154
bwa,1994,53.57143
bwa,1995,54.85893
bwa,1996,45.20548
bwa,1997,45.60261
bwa,1998,35.86957
bwa,1999,43.00518
bwa,2000,41.19107
bwa,2001,32.04134
bwa,2002,32.5062
bwa,2003,35.29412
bwa,2004,40.55416
bwa,2005,39.25234
bwa,2006,31.29584
bwa,2007,25
bwa,2008,23.918
bwa,2009,33.12102
bwa,2010,17.43119
bwa,2011,27.86458
bwa,2012,42.12679
bwa,2013,44.27481
bwa,2014,54.50581
can,1960,13.13212
can,1961,14.12896
can,1962,15.99452
can,1963,17.26029
can,1964,17.98889
can,1965,19.22107
can,1966,19.73614
can,1967,20.54561
can,1968,22.04945
can,1969,22.19959
can,1970,22.21452
can,1971,23.3985
can,1972,22.91312
can,1973,22.86924
can,1974,21.49977
can,1975,23.21566
can,1976,23.28982
can,1977,24.68121
can,1978,25.06203
can,1979,24.48828
can,1980,25.34287
can,1981,25.58544
can,1982,28.06608
can,1983,29.75433
can,1984,31.02714
can,1985,30.57312
can,1986,29.92636
can,1987,31.60509
can,1988,32.90593
can,1989,33.45998
can,1990,32.90189
can,1991,33.58596
can,1992,34.22666
can,1993,32.46692
can,1994,32.38139
can,1995,32.81727
can,1996,32.10535
can,1997,33.69702
can,1998,36.22988
can,1999,35.81984
can,2000,36.61972
can,2001,38.19741
can,2002,37.64168
can,2003,38.0504
can,2004,36.48615
can,2005,37.72894
can,2006,37.66313
can,2007,38.74407
can,2008,39.63342
can,2009,39.54874
can,2010,39.87069
can,2011,38.82015
can,2012,39.30752
can,2013,39.35088
can,2014,38.72927
che,1960,2.84598
che,1961,2.71003
che,1962,2.71558
che,1963,2.27531
che,1964,2.17649
che,1965,2.31447
che,1966,2.64414
che,1967,2.96401
che,1968,3.46518
che,1969,3.46786
che,1970,4.45104
che,1971,5.16577
che,1972,5.68961
che,1973,5.23621
che,1974,5.09223
che,1975,5.38922
che,1976,5.26316
che,1977,4.79733
che,1978,4.6384
che,1979,4.86542
che,1980,3.21019
che,1981,3.08776
che,1982,3.26367
che,1983,2.94419
che,1984,2.90607
che,1985,2.82567
che,1986,2.97648
che,1987,3.04924
che,1988,2.73457
che,1989,2.5849
che,1990,6.05986
che,1991,6.86162
che,1992,7.15432
che,1993,6.68912
che,1994,7.30864
che,1995,6.82421
che,1996,6.89084
che,1997,7.55588
che,1998,8.46623
che,1999,7.91987
che,2000,7.74917
che,2001,7.83952
che,2002,8.34329
che,2003,8.10748
che,2004,8.92775
che,2005,9.08884
che,2006,9.38362
che,2007,9.00554
che,2008,8.97674
che,2009,8.58513
che,2010,8.67749
che,2011,9.13043
che,2012,8.71175
che,2013,8.76053
che,2014,9.30048
chl,1971,30.00476
chl,1972,27.22868
chl,1973,26.55
chl,1974,26.29442
chl,1975,27.23553
chl,1976,28.17216
chl,1977,27.58436
chl,1978,27.50258
chl,1979,30.50436
chl,1980,29.81308
chl,1981,29.12165
chl,1982,27.47552
chl,1983,27.30142
chl,1984,28.55022
chl,1985,27.16616
chl,1986,24.77745
chl,1987,24.34146
chl,1988,27.5
chl,1989,32.4
chl,1990,36.05165
chl,1991,29.51168
chl,1992,24.28082
chl,1993,23.12661
chl,1994,27.0962
chl,1995,27.19914
chl,1996,32.42424
chl,1997,31.88992
chl,1998,37.18051
chl,1999,40.23185
chl,2000,34.04649
chl,2001,31.37591
chl,2002,33.22084
chl,2003,35.34979
chl,2004,39.1337
chl,2005,38.25799
chl,2006,37.47754
chl,2007,41.80146
chl,2008,43.3619
chl,2009,42.00031
chl,2010,40.03499
chl,2011,43.12085
chl,2012,47.86325
chl,2013,46.88453
chl,2014,43.01543
chn,1971,17.37185
chn,1972,17.68767
chn,1973,18.46923
chn,1974,17.99025
chn,1975,18.57494
chn,1976,18.53729
chn,1977,18.46844
chn,1978,21.80306
chn,1979,23.30139
chn,1980,26.20472
chn,1981,25.93818
chn,1982,25.59272
chn,1983,25.38183
chn,1984,25.3013
chn,1985,27.55445
chn,1986,28.19341
chn,1987,29.19408
chn,1988,30.38521
chn,1989,33.13414
chn,1990,34.94032
chn,1991,36.31621
chn,1992,38.46956
chn,1993,40.12912
chn,1994,41.87602
chn,1995,41.06745
chn,1996,46.31714
chn,1997,45.69119
chn,1998,46.98919
chn,1999,49.40447
chn,2000,51.03849
chn,2001,51.22552
chn,2002,52.62402
chn,2003,53.75831
chn,2004,50.29465
chn,2005,50.22517
chn,2006,51.57791
chn,2007,51.33484
chn,2008,50.16206
chn,2009,50.36599
chn,2010,51.56824
chn,2011,52.3909
chn,2012,52.5268
chn,2013,53.15646
chn,2014,52.25301
civ,1971,22.5
civ,1972,20.75472
civ,1973,29.15129
civ,1974,24.91103
civ,1975,22.69737
civ,1976,27.58621
civ,1977,33.72434
civ,1978,36.68342
civ,1979,31.23288
civ,1980,19.46903
civ,1981,13.71237
civ,1982,16.89189
civ,1983,32.8877
civ,1984,44.91018
civ,1985,32.78689
civ,1986,33.11688
civ,1987,32.78689
civ,1988,29.41176
civ,1989,23.20819
civ,1990,22.22222
civ,1991,22.58065
civ,1992,24.90975
civ,1993,30.74324
civ,1994,34.30421
civ,1995,31.28834
civ,1996,38.50129
civ,1997,44.56067
civ,1998,51.13872
civ,1999,37.36921
civ,2000,37.44076
civ,2001,39.29712
civ,2002,41.37931
civ,2003,42.3301
civ,2004,42.98893
civ,2005,53.87263
civ,2006,41.56306
civ,2007,44.14414
civ,2008,44.65409
civ,2009,42.56757
civ,2010,46.8599
civ,2011,47.78157
civ,2012,46.19289
civ,2013,41.78241
civ,2014,42.03209
cmr,1971,4.10959
cmr,1972,5.19481
cmr,1973,5
cmr,1974,5
cmr,1975,3.92157
cmr,1976,5.37634
cmr,1977,4.51128
cmr,1978,4.1958
cmr,1979,3.8961
cmr,1980,4.19162
cmr,1981,4.57143
cmr,1982,4.78723
cmr,1983,3.43137
cmr,1984,2.80374
cmr,1985,1.68067
cmr,1986,1.73913
cmr,1987,2.19298
cmr,1988,1.60643
cmr,1989,1.47059
cmr,1990,1.51515
cmr,1991,1.64609
cmr,1992,1.32159
cmr,1993,1.23967
cmr,1994,1.17647
cmr,1995,1.21951
cmr,1996,1.22951
cmr,1997,1.16732
cmr,1998,1.86567
cmr,1999,1.66667
cmr,2000,1.43369
cmr,2001,2.21402
cmr,2002,3.10345
cmr,2003,4.02685
cmr,2004,3.98671
cmr,2005,5.46075
cmr,2006,19.2926
cmr,2007,32.28155
cmr,2008,33.02108
cmr,2009,32.43243
cmr,2010,32.47525
cmr,2011,30.37475
cmr,2012,31.08614
cmr,2013,33.84615
cmr,2014,32.61589
cod,1971,2.71318
cod,1972,2.65152
cod,1973,2.67176
cod,1974,2.97398
cod,1975,2.67176
cod,1976,5.57621
cod,1977,4.64286
cod,1978,4.54545
cod,1979,5
cod,1980,5.04732
cod,1981,4.71976
cod,1982,5.32319
cod,1983,4.46927
cod,1984,4.61095
cod,1985,4.92308
cod,1986,5
cod,1987,4.81928
cod,1988,4.31034
cod,1989,1.51515
cod,1990,3.34448
cod,1991,4.29448
cod,1992,3.5461
cod,1993,4.37956
cod,1994,3.30579
cod,1995,3.50877
cod,1996,3.47826
cod,1997,3.47826
cod,1998,3.14961
cod,1999,3.2
cod,2000,0
cod,2001,1.40845
cod,2002,1.2987
cod,2003,1.06383
cod,2004,0.9901
cod,2005,0.78125
cod,2006,2.15827
cod,2007,3.8961
cod,2008,3.48837
cod,2009,3.44828
cod,2010,3.20856
cod,2011,2.5641
cod,2012,0
cod,2013,0
cod,2014,0
cog,1971,7.01754
cog,1972,6.55738
cog,1973,10
cog,1974,10
cog,1975,9.83607
cog,1976,9.45946
cog,1977,12.5
cog,1978,11.76471
cog,1979,12.30769
cog,1980,11.5942
cog,1981,11.11111
cog,1982,3.75
cog,1983,0
cog,1984,0
cog,1985,0
cog,1986,0
cog,1987,0
cog,1988,0
cog,1989,0
cog,1990,0
cog,1991,0
cog,1992,1.63934
cog,1993,0
cog,1994,0
cog,1995,0
cog,1996,0
cog,1997,0
cog,1998,0
cog,1999,5.40541
cog,2000,0
cog,2001,0
cog,2002,0
cog,2003,4
cog,2004,5.12821
cog,2005,4.7619
cog,2006,4.90196
cog,2007,3.63636
cog,2008,3.64964
cog,2009,8.9172
cog,2010,11.47541
cog,2011,14.35407
cog,2012,18.83408
cog,2013,16.92913
cog,2014,17.42424
col,1971,23.24709
col,1972,22.32796
col,1973,23.23796
col,1974,21.42162
col,1975,19.3708
col,1976,20.01999
col,1977,20.5029
col,1978,24.44714
col,1979,25.74168
col,1980,25.8908
col,1981,27.65531
col,1982,28.20513
col,1983,29.12206
col,1984,29.05531
col,1985,29.44008
col,1986,29.38247
col,1987,27.59916
col,1988,27.80873
col,1989,26.41089
col,1990,26.84578
col,1991,26.89394
col,1992,27.15875
col,1993,26.72166
col,1994,23.59594
col,1995,25.52801
col,1996,22.00147
col,1997,24.72845
col,1998,27.67105
col,1999,24.05307
col,2000,25.38305
col,2001,25.55373
col,2002,25.57608
col,2003,26.33102
col,2004,23.87916
col,2005,24.21131
col,2006,23.05685
col,2007,22.95471
col,2008,19.92089
col,2009,30.00169
col,2010,28.76599
col,2011,20.69124
col,2012,23.20196
col,2013,26.598
col,2014,26.91034
cri,1971,14.17323
cri,1972,16.90141
cri,1973,17.17791
cri,1974,17.08861
cri,1975,16.66667
cri,1976,13.88889
cri,1977,21.05263
cri,1978,19.67213
cri,1979,17.69547
cri,1980,6.94444
cri,1981,6.43564
cri,1982,12.5
cri,1983,8.67052
cri,1984,7.6087
cri,1985,6.66667
cri,1986,8.73786
cri,1987,10.45455
cri,1988,10.82251
cri,1989,7.22433
cri,1990,7.30769
cri,1991,9.42029
cri,1992,17.35751
cri,1993,13.38583
cri,1994,20.22472
cri,1995,19.36937
cri,1996,12.47002
cri,1997,7.09046
cri,1998,8.13187
cri,1999,2.85088
cri,2000,1.33333
cri,2001,3.86965
cri,2002,3.78486
cri,2003,4.32331
cri,2004,2.44821
cri,2005,5.33088
cri,2006,9.38023
cri,2007,10.94453
cri,2008,10.17964
cri,2009,6.91824
cri,2010,9.22844
cri,2011,9.91124
cri,2012,8.62573
cri,2013,11.92146
cri,2014,10.73919
cub,1971,21.76838
cub,1972,23.826
cub,1973,26.12903
cub,1974,24.58599
cub,1975,27.25393
cub,1976,28.61122
cub,1977,28.65987
cub,1978,29.09091
cub,1979,30.25606
cub,1980,31.72572
cub,1981,31.11623
cub,1982,33.36611
cub,1983,30.31033
cub,1984,29.10771
cub,1985,32.88778
cub,1986,34.99237
cub,1987,35.21249
cub,1988,35.49712
cub,1989,35.4796
cub,1990,37.68328
cub,1991,41.65725
cub,1992,42.76967
cub,1993,46.96893
cub,1994,49.38505
cub,1995,49.06417
cub,1996,47.37705
cub,1997,41.34142
cub,1998,41.38196
cub,1999,38.41577
cub,2000,39.97805
cub,2001,36.43235
cub,2002,50.95087
cub,2003,54.89796
cub,2004,54.78943
cub,2005,52.21557
