geo,time,ny_adj_aedu_cd
arm,2008,339528924.14588
arm,2009,252310803.06134
arm,2010,277391346.52738
arm,2011,305311195.94275
arm,2012,326853743.076
arm,2013,301002327.012
arm,2014,254766307.929
arm,2015,296117168.75913
arm,2016,263833083.20981
arm,2017,273378571.12699
arm,2018,290368400.40988
arm,2019,318405005.18276
asm,1973,8891096.004
asm,1974,9055745.93
asm,1975,7961999.993
asm,1976,8056085.665
asm,1977,9314481.528
asm,1978,9961320.523
asm,1979,12419308.704
asm,1980,14959621.848
asm,1981,16382667.637
asm,1982,17770431.299
asm,1983,19522776.94
asm,1984,20957583.438
asm,1985,22310064.973
atg,1977,3014573.3943
atg,1978,2624380.2444
atg,1979,3754799.2615
atg,1980,3776699.7743
atg,1981,4666935.5008
atg,1982,4820078.367
atg,1983,4709746.418
atg,1984,4991348.3112
atg,1985,6332269.9285
atg,1986,6762429.83344
atg,1987,8619252.4754
atg,1988,13579436.6703
atg,1989,14531817.15681
atg,1990,15301468.9191
atg,1991,16608030.64303
atg,1992,17350942.62347
atg,1993,18925713.49647
atg,1994,20796472.32897
atg,1995,20336548.3692
atg,1996,22445821.7663
atg,1997,24328348.95883
atg,1998,25287604.02787
atg,1999,25253663.7032
atg,2000,26817505.81545
atg,2001,26838989.33218
atg,2002,26975423.74522
atg,2003,27089232.85714
atg,2004,27426346.14826
atg,2005,29021299.94271
atg,2006,30899435.99443
atg,2007,32816392.08851
atg,2008,31770968.28239
atg,2009,26493959.9925
atg,2010,25222042.5075
atg,2011,24807868.335
atg,2012,26107240.8375
atg,2013,25712732.4975
atg,2014,26752015.845
atg,2015,28180767.87
atg,2016,30138367.41
atg,2017,31257630.45
atg,2018,34366514.9175
atg,2019,35599692.645
aus,1970,2031765056.65801
aus,1971,2223505213.16958
aus,1972,2576679533.21548
aus,1973,3175923371.01383
aus,1974,4408588141.03563
aus,1975,4849945563.55883
aus,1976,5225506791.696
aus,1977,5449711836.97
aus,1978,5961237000
aus,1979,6651800000
aus,1980,7408500000
aus,1981,8800800000
aus,1982,9502250000
aus,1983,8782500000
aus,1984,9735288000
aus,1985,8884750000
aus,1986,8771000000
aus,1987,8742000000
aus,1988,10626000000
aus,1989,13095000000
aus,1990,13200000000
aus,1991,13728000000
aus,1992,14040000000
aus,1993,15756000000
aus,1994,16380000000
aus,1995,17354932902.4515
aus,1996,20072000000
aus,1997,20443479000
aus,1998,18320872400
aus,1999,18003519200
aus,2000,19464900000
aus,2001,17825920000
aus,2002,18654720000
aus,2003,22070160000
aus,2004,29071700000
aus,2005,32732000000
aus,2006,34344300000
aus,2007,37979000000
aus,2008,46460000000
aus,2009,42960000000
aus,2010,55880000000
aus,2011,64990000000
aus,2012,75750000000
aus,2013,76279794773.9351
aus,2014,69447476008.7368
aus,2015,66291406462.244
aus,2016,59260499716.2484
aus,2017,64784783588.1021
aus,2018,69806859835.24181
aus,2019,67798029336.3859
aut,1970,494196280.512
aut,1971,610415417.998
aut,1972,775330046.435
aut,1973,1036766782.625
aut,1974,1273197270.312
aut,1975,1609307545.24
aut,1976,1809479424.732
aut,1977,2117673553.393
aut,1978,2672097052.044
aut,1979,3185085598.558
aut,1980,3532329671.337
aut,1981,3405770575.44
aut,1982,3493625849.819
aut,1983,3470486961.84
aut,1984,3268307390.16
aut,1985,3405964418.08
aut,1986,5044716000
aut,1987,6201950000
aut,1988,6417936000
aut,1989,6279529000
aut,1990,7692120000
aut,1991,8335872000
aut,1992,9191367000
aut,1993,8972629000
aut,1994,10178966194.65
aut,1995,12245661000
aut,1996,11618733000
aut,1997,11209344972.588
aut,1998,12318235575.2322
aut,1999,12439959000
aut,2000,10460223949.5034
aut,2001,10646753300
aut,2002,11349436500
aut,2003,13756702600
aut,2004,15445186000
aut,2005,16049024500
aut,2006,17074898100
aut,2007,19453830000
aut,2008,21997868100
aut,2009,22199944500
aut,2010,21339234000
aut,2011,23358996000
aut,2012,21352611900
aut,2013,22771139779.281
aut,2014,22878873319.0164
aut,2015,19690451127.1129
aut,2016,20339305640.5779
aut,2017,20859208758.4383
aut,2018,22758276140.2323
aut,2019,22573567487.1001
aze,1993,165078932.67982
aze,1994,137636463.85472
aze,1995,91345142.1
aze,1996,104431020.474
aze,1997,119544828.05815
aze,1998,149024337.58375
aze,1999,191430917.2098
aze,2000,199461431.7004
aze,2001,196531460.9808
aze,2002,192503822.1316
aze,2003,234407205.7446
aze,2004,292059642.39
aze,2005,387441420.2348
aze,2006,517954306.939
aze,2007,797168023.1835
aze,2008,1155037173.2095
aze,2009,1394416334.448
aze,2010,1433639397.294
aze,2011,1563951718.3744
aze,2012,1416304372.92058
aze,2013,1732254824.25795
aze,2014,1904229748.71986
aze,2015,1532380564.01827
aze,2016,1077984877.14653
aze,2017,997849387.68694
aze,2018,1141284052.14791
aze,2019,1175361053.58603
bdi,1970,5230516.4926
bdi,1971,5419109.08897
bdi,1972,6355985.1417
bdi,1973,7103581.3368
bdi,1974,7734279.3657
bdi,1975,9071514.9206
bdi,1976,10054453.3327
bdi,1977,13140268.63174
bdi,1978,15489904.4456
bdi,1979,19308416.6675
bdi,1980,22548725.75726
bdi,1981,28984400.001
bdi,1982,26840126.00075
bdi,1983,28656236.65638
bdi,1984,22404720.5757
bdi,1985,26026894.53
bdi,1986,33070263.632
bdi,1987,33091534.47
bdi,1988,33902973.76
bdi,1989,35935669.00363
bdi,1990,36867988.08
bdi,1991,39309220.836
bdi,1992,38497668.588
bdi,1993,37729419.68402
bdi,1994,41114474.541
bdi,1995,46436858.6383
bdi,1996,34205019.692
bdi,1997,38226074.49267
bdi,1998,33947921.79263
bdi,1999,25895113.18225
bdi,2000,26676299.88688
bdi,2001,24032464.98684
bdi,2002,22565512.37118
bdi,2003,21485250.10524
bdi,2004,25172844.74567
bdi,2005,39578868
bdi,2006,49950713.3295
bdi,2007,58062872.695
bdi,2008,74750419.443
bdi,2009,96339248.0778
bdi,2010,128556512.5068
bdi,2011,128000261.2147
bdi,2012,132394445.454
bdi,2013,126977586.85886
bdi,2014,139687047.8598
bdi,2015,160583021.87903
bdi,2016,153133069.01942
bdi,2017,163934237.45559
bdi,2018,157492855.37003
bdi,2019,156276918.10907
bel,1970,1110681895.94
bel,1971,1268830706.346
bel,1972,1583632961.232
bel,1973,2318406905.424
bel,1974,2818262713.92804
bel,1975,3520709776.232
bel,1976,3813207946.697
bel,1977,4597055002.815
bel,1978,5509998000
bel,1979,6184199000
bel,1980,6725594000
bel,1981,5767905000
bel,1982,4956389094.096
bel,1983,4515955528.188
bel,1984,4076996150.528
bel,1985,4404976684.554
bel,1986,5892985000
bel,1987,6907452000
bel,1988,7013515000
bel,1989,7075177000
bel,1990,8857140000
bel,1991,9115011000
bel,1992,12293490362.819
bel,1993,12108274000
bel,1994,13296799000
bel,1995,8536150000
bel,1996,8570850000
bel,1997,7862766102.437
bel,1998,8043497001.387
bel,1999,10284106590.5794
bel,2000,11505049293.393
bel,2001,13503463788.1605
bel,2002,14933267594.0189
bel,2003,17997177669.1728
bel,2004,20999354800
bel,2005,21861728000
bel,2006,23296039200
bel,2007,26847612100
bel,2008,31401422500
bel,2009,30643562500
bel,2010,29788374000
bel,2011,32037098400
bel,2012,31043727257.971
bel,2013,32653685973.1284
bel,2014,33537769692.2491
bel,2015,28313309368.4436
bel,2016,29022020533.4981
bel,2017,30581204312.9173
bel,2018,33096874970.04869
bel,2019,32536316610.97969
ben,1970,10264960.9909
ben,1971,11286990.9752
ben,1972,14288116.1815
ben,1973,19670665.3923
ben,1974,20050371.522
ben,1975,24996097.4851
ben,1976,25841105.0428
ben,1977,26994590.658
ben,1978,35307445.9054
ben,1979,39180130.04535
ben,1980,46271578.85845
ben,1981,42495827.06268
ben,1982,41633268.24978
ben,1983,35702946.9713
ben,1984,33706230.75129
ben,1985,33801218.38802
ben,1986,43227739.12164
ben,1987,50609207.8655
ben,1988,52642870.10118
ben,1989,48310263.00729
ben,1990,63385822.71399
ben,1991,64526341.8908
ben,1992,53943595.16738
ben,1993,73736334.94906
ben,1994,51570392.94939
ben,1995,53134289.725
ben,1996,62810653.03257
ben,1997,60732048.52447
ben,1998,66404650.70472
ben,1999,92325412.1916
ben,2000,94122606.0353
ben,2001,98872761.5335
ben,2002,109882114.214
ben,2003,149436681.6456
ben,2004,204534446.9472
ben,2005,237011718.448
ben,2006,243518226.09
ben,2007,261946479.6959
ben,2008,380715459.5916
ben,2009,415663427.749
ben,2010,454178646.5495
ben,2011,509864964.08625
ben,2012,527152116.0612
ben,2013,583850084.5086
ben,2014,601659882.278
ben,2015,331316926.72158
ben,2016,343714272.81463
ben,2017,368443909.40878
ben,2018,413747658.75579
ben,2019,417891228.58793
bfa,1970,7960570.29257
bfa,1971,8368705.78789
bfa,1972,10025149.28941
bfa,1973,10118034.0195
bfa,1974,11233195.0365
bfa,1975,14846417.648
bfa,1976,18420020.54304
bfa,1977,17776593.712
bfa,1978,23431740.72
bfa,1979,31306892.49
bfa,1980,32718881.479
bfa,1981,28256562.992
bfa,1982,27907015.008
bfa,1983,27033293.427
bfa,1984,23278883.264
bfa,1985,26295488.667
bfa,1986,38587165.987
bfa,1987,42717300.97461
bfa,1988,36441167.938
bfa,1989,57281146.538
bfa,1990,84073783.2075
bfa,1991,84939894.94763
bfa,1992,60658759.77139
bfa,1993,62999317.87201
bfa,1994,54549787.553
bfa,1995,51146585.83835
bfa,1996,33714858.255
bfa,1997,56245959.362
bfa,1998,66668033.89893
bfa,1999,89247957.28202
bfa,2000,86211274.12964
bfa,2001,101373192.79147
bfa,2002,124134763.49416
bfa,2003,174781869.29637
bfa,2004,216245121.54377
bfa,2005,259714556.4678
bfa,2006,275516707.024
bfa,2007,201194096.74623
bfa,2008,267450040.49235
bfa,2009,283298739.66866
bfa,2010,316783607.5367
bfa,2011,478776255.6395
bfa,2012,443214555.1638
bfa,2013,563778525.6612
bfa,2014,574846323.3993
bfa,2015,486733714.5237
bfa,2016,528480500.2033
bfa,2017,585183172.9369
bfa,2018,662731473.4472
bfa,2019,660570964.2328
bgd,1973,43986993.01617
bgd,1974,112705737.111
bgd,1975,155519354.032
bgd,1976,50526484.745
bgd,1977,57653133.396
bgd,1978,85368133.63537
bgd,1979,108750033.651
bgd,1980,127098590.99
bgd,1981,144135312.118
bgd,1982,131930089.823
bgd,1983,144983838.384
bgd,1984,175076280
bgd,1985,203898115.386
bgd,1986,244223833.337
bgd,1987,273536290.324
bgd,1988,299027236.277
bgd,1989,353022820.524
bgd,1990,386808665.88
bgd,1991,347804032.125
bgd,1992,389743630.404
bgd,1993,442899831.803
bgd,1994,465568427.22068
bgd,1995,522684712.01861
bgd,1996,621844438.95987
bgd,1997,644973536.298
bgd,1998,767526505.94464
bgd,1999,697506613.98
bgd,2000,705302389.184
bgd,2001,723187157.147
bgd,2002,711350557.2
bgd,2003,1051413056.988
bgd,2004,1005296599.2904
bgd,2005,1120444300.00515
bgd,2006,1221510706.22
bgd,2007,1516485097.0138
bgd,2008,1687498334.0613
bgd,2009,1758587700
bgd,2010,2215728206.39665
bgd,2011,2729344724.3659
bgd,2012,2885540694.77813
bgd,2013,2929471781.08275
bgd,2014,2988265920.63841
bgd,2015,2977441139.1436
bgd,2016,2917716330.85265
bgd,2017,2944353045.31681
bgd,2018,2908509754.65517
bgd,2019,2850870891.67307
bgr,1980,663860461.528
bgr,1981,747546857.132
bgr,1982,690751199.988
bgr,1983,593442000
bgr,1984,649584333.321
bgr,1985,649517999.986
bgr,1986,804712941.16
bgr,1987,1083687000.006
bgr,1988,841127764.688
bgr,1989,854066666.68
bgr,1990,835820000.004
bgr,1991,471963870.96
bgr,1992,519219432.996
bgr,1993,499940362.342
bgr,1994,380198597.8
bgr,1995,630750696.414
bgr,1996,368842792.011
bgr,1997,332751952.57443
bgr,1998,442416051.48
bgr,1999,417169491.8265
bgr,2000,414379167.4386
bgr,2001,470297978.1692
bgr,2002,534208450.5747
bgr,2003,818722654.2075
bgr,2004,587487497.76
bgr,2005,1141201227.8673
bgr,2006,1277445060.4083
bgr,2007,1481723964.72
bgr,2008,2073872027.52
bgr,2009,2125075932.7402
bgr,2010,1963234459.603
bgr,2011,2050969267.4085
bgr,2012,1903206218.4135
bgr,2013,2099854046.20112
bgr,2014,2198663835.77252
bgr,2015,1930469256.17844
bgr,2016,2070116877.84066
bgr,2017,2306057839.82862
bgr,2018,2571034064.03062
bgr,2019,2703103497.34159
bhr,1980,141183680.31015
bhr,1981,169600474.16103
bhr,1982,179130505.45001
bhr,1983,184649271.83971
bhr,1984,186995730.71177
bhr,1985,161748357.58602
bhr,1986,130877348.42868
bhr,1987,137804243.09
bhr,1988,150478723.416
bhr,1989,157643617.005
bhr,1990,200309840.415
bhr,1991,168260638.315
bhr,1992,176980053.197
bhr,1993,185236170.223
bhr,1994,207675010.374
bhr,1995,208460642.544
bhr,1996,212682666.21
bhr,1997,226184158.764
bhr,1998,262621898.72562
bhr,1999,264649167.98036
bhr,2000,351219359.0224
bhr,2001,327101252.0778
bhr,2002,325162233.90061
bhr,2003,358903904.3403
bhr,2004,402135541.19419
bhr,2005,467297742.11354
bhr,2006,509167314.1845
bhr,2007,542212239.899
bhr,2008,634553007.6672
bhr,2009,543752900.73173
bhr,2010,638356055.72565
bhr,2011,705970305.86367
bhr,2012,865489653.75
bhr,2013,912098876.0799
bhr,2014,924073781.4906
bhr,2015,853058884.4718
bhr,2016,885789295.2171
bhr,2017,974387960.094
bhr,2018,1035274292.547
bhr,2019,1056720837.7641
bhs,1970,16812139.8192
bhs,1971,17905489.8
bhs,1972,18451303.2
bhs,1973,20949990.6
bhs,1974,21851758.5
bhs,1975,27053027.1
bhs,1976,18694500
bhs,1977,20770200
bhs,1978,23251800
bhs,1979,33619157.7412
bhs,1980,40615859.2
bhs,1981,43637205.6
bhs,1982,50125261.6
bhs,1983,55896158
bhs,1984,66545472
bhs,1985,76795344.8116
bhs,1986,83077914.4
bhs,1987,92896931.9292
bhs,1988,98405120
bhs,1989,109983772.8
bhs,1990,113573980.8
bhs,1991,112465928.96
bhs,1992,116080598.4
bhs,1993,113671841.6
bhs,1994,119724418.4
bhs,1995,148904071.426
bhs,1996,169582446.9136
bhs,1997,237030874.56
bhs,1998,254519676.32
bhs,1999,289858976.92
bhs,2000,304403572.12
bhs,2001,311409679.08
bhs,2002,333575032.3044
bhs,2003,334374950.52
bhs,2004,341904233.32
bhs,2005,370294013.5668
bhs,2006,381613433
bhs,2007,398393799.44
bhs,2008,401459210.96
bhs,2009,377485943.84
bhs,2010,379274100.56
bhs,2011,379046649.48
bhs,2012,406944886.08
bhs,2013,404027912.28
bhs,2014,409391066.8292
bhs,2015,433736183.8624
bhs,2016,440656066.5344
bhs,2017,465258839.9976
bhs,2018,473307179.2032
bhs,2019,503003426.1796
blr,1990,779400000
blr,1991,774000000
blr,1992,868888888.887
blr,1993,830330578.536
blr,1994,816414904.305
blr,1995,723060101.764
blr,1996,677374769.252
blr,1997,756401457.99589
blr,1998,814866360.40625
blr,1999,652411928.48722
blr,2000,684798361.26932
blr,2001,665509046.83782
blr,2002,787558557.47602
blr,2003,967514177.60587
blr,2004,1256689435.5636
blr,2005,1682920824.2316
blr,2006,2104399523.4014
blr,2007,2186867962.81
blr,2008,2794014780.53267
blr,2009,2202840812.04
blr,2010,2777329865.574
blr,2011,2722948163.0054
blr,2012,3061515786.1191
blr,2013,3552779964.7928
blr,2014,3581036151.1344
blr,2015,2573943573.50034
blr,2016,2266976957.65653
blr,2017,2476338808.25552
blr,2018,2722886943.99066
blr,2019,2879276695.75554
blz,1970,2162874.25158
blz,1971,2382036.29686
blz,1972,2640260.25312
blz,1973,3104867.7943
blz,1974,3864615.78368
blz,1975,4425226.96663
blz,1976,3702436.61291
blz,1977,4686592.65525
blz,1978,5416454.6975
blz,1979,6127495.0825
blz,1980,8197384.77122
blz,1981,8122166.41465
blz,1982,7415997.589
blz,1983,7804847.13033
blz,1984,8644659.56409
blz,1985,9326212.1642
blz,1986,8931795.69602
blz,1987,11685240.83678
blz,1988,13338735.1214
blz,1989,15273956.27967
blz,1990,18328571.33419
blz,1991,19154113
blz,1992,21138142.2
blz,1993,23817563
blz,1994,28872849.2
blz,1995,32268731.4
blz,1996,30134022.45
blz,1997,30286699.2
blz,1998,33925940.65544
blz,1999,35617501.32739
blz,2000,39892526.08
blz,2001,40145155.05
blz,2002,43350105.3675
blz,2003,45595129.65
blz,2004,47664898.35
blz,2005,52626236.96429
blz,2006,60287634.00714
blz,2007,64374588
blz,2008,71339818.25
blz,2009,76578331.77143
blz,2010,80161634.25
blz,2011,91361200
blz,2012,91806715
blz,2013,93306780
blz,2014,97447500
blz,2015,104070735
blz,2016,106348770
blz,2017,109358460
blz,2018,107965440
blz,2019,109991939.04
bmu,1970,5952000
bmu,1971,6747000
bmu,1972,7524000
bmu,1973,8616000
bmu,1974,9326800
bmu,1975,10292800
bmu,1976,11319000
bmu,1977,12860100
bmu,1978,13435500
bmu,1979,14003600
bmu,1980,17497580.2092
bmu,1981,21856232.9919
bmu,1982,23416830.30345
bmu,1983,27269002.26764
bmu,1984,31303909.4186
bmu,1985,29980800
bmu,1986,36498753.01754
bmu,1987,39445897.67206
bmu,1988,42566224.30997
bmu,1989,43705466.1626
bmu,1990,41844401.664
bmu,1991,47818100
bmu,1992,52138900
bmu,1993,59385160.47663
bmu,1994,60911837.37172
bmu,1995,66249166.61215
bmu,2007,150104638.60776
bmu,2008,145497691.46514
bmu,2009,129839434.6751
bmu,2010,142394700
bmu,2011,129687363.69028
bmu,2012,126986380.11431
bmu,2013,122391437.02469
bmu,2014,114013934.51783
bmu,2015,111375013.83736
bmu,2016,114639396.15437
bmu,2017,120124289.99017
bmu,2018,120511403.65631
bmu,2019,122591293.44185
bol,1976,102618392.304
bol,1977,120092778.716
bol,1978,106589050.01455
bol,1979,148366515.78
bol,1980,183344122.529
bol,1981,159806151.057
bol,1982,155303714.34
bol,1983,148013561.06824
bol,1984,168310499.56689
bol,1985,146367965.13829
bol,1986,106750448.04054
bol,1987,118335121.49925
bol,1988,121318830.5
bol,1989,93594449.487
bol,1990,162973041.8559
bol,1991,179813456.64677
bol,1992,192159753.25307
bol,1993,195073620.6605
bol,1994,272540978.669
bol,1995,325430935.55
bol,1996,337872009.003
bol,1997,371547161.8395
bol,1998,408431886.478
bol,1999,395546016.5466
bol,2000,393091525.2342
bol,2001,431412530.9952
bol,2002,476678604.8704
bol,2003,492506837.6346
bol,2004,499968415.5184
bol,2005,512755400.78489
bol,2006,577051405.7904
bol,2007,731320003.89328
bol,2008,1026373447.8984
bol,2009,1228297766.2538
bol,2010,1352646270.1388
bol,2011,1505011678.0185
bol,2012,1542140161.30917
bol,2013,1744968206.12035
bol,2014,1902932281.3088
bol,2015,1937884511.1296
bol,2016,2025869999.2
bol,2017,2213058943.9712
bol,2018,2390169165.2192
bol,2019,2436882482.896
bra,1970,1501928756.85683
bra,1971,1752280062.55029
bra,1972,2090295462.25533
bra,1973,2351424238.05
bra,1974,3754986834.994
bra,1975,4391735795.923
bra,1976,4360382000
bra,1977,5197590000
bra,1978,6274592000
bra,1979,7006240000
bra,1980,7955500000
bra,1981,10106360000
bra,1982,11490847000
bra,1983,5934826000
bra,1984,5520060000
bra,1985,7176176000
bra,1986,10503134000
bra,1987,11965049560.705
bra,1988,13321434000
bra,1989,20406613216.038
bra,1990,20838969177.528
bra,1991,27312010720.65
bra,1992,18214587796.158
bra,1993,19794824079.459
bra,1994,24891536774.88
bra,1995,32587937000
bra,1996,34973731628.82
bra,1997,36136061305.74
bra,1998,39117867233.281
bra,1999,21643809900
bra,2000,24697984800
bra,2001,20674222000
bra,2002,18213169100
bra,2003,20569906100
bra,2004,25332177000
bra,2005,38011078400
bra,2006,51728168000
bra,2007,66319385000
bra,2008,85358784000
bra,2009,88027020000
bra,2010,115380496000
bra,2011,139938453000
bra,2012,133163872000
bra,2013,135377432765.12199
bra,2014,136501978304.29601
bra,2015,108035579036.759
bra,2016,109562528770.73801
bra,2017,127192043816.289
bra,2018,115122858796.537
bra,2019,112534091497.423
brb,1986,89388851.50346
brb,1987,98246468.7419
brb,1988,104514036.85877
brb,1989,116446972.04952
brb,1990,125381122.39181
brb,1991,108969074.72
brb,1992,130260498.1686
brb,1993,136674329.03567
brb,1994,142228339.71309
brb,1995,145781026.057
brb,1996,154911228.52343
brb,1997,164629068.13036
brb,1998,133389016.37566
brb,1999,114355665.4821
brb,2000,128949225
brb,2001,154312760
brb,2002,161028945
brb,2003,175921460
brb,2004,187679460
brb,2005,202269750
brb,2006,213107153.1
brb,2007,233730134.3
brb,2008,227860207.09
brb,2009,239425107.6
brb,2010,255363310.23
brb,2011,243358198.56
brb,2012,239186456.74
brb,2013,259343668.65585
brb,2014,278115691.74543
brb,2015,251051350.51805
brb,2016,229096162.54669
brb,2017,207692869.96929
brb,2018,212142253.95184
brb,2019,219742322.56251
brn,1989,125389655.118
brn,1990,126739862.064
brn,1991,125856679.802
brn,1992,146424186.615
brn,1993,168333952.232
brn,1994,118844672.90102
brn,1995,137647796.26986
brn,1996,148742813.00067
brn,1997,151119223.14658
brn,1998,202557361.4
brn,1999,218960000
brn,2000,218441980.3384
brn,2001,194861941.41736
brn,2002,193881659.80344
brn,2003,207015005.49345
brn,2004,235855103.1214
brn,2005,270215270.7408
brn,2006,306726598.27348
brn,2007,309352667.77373
brn,2008,339807530.10288
brn,2009,236287656.93974
brn,2010,276219948.6669
brn,2011,424837557.64073
brn,2012,498860670.11229
brn,2013,538598852.60915
brn,2014,570014890.68731
brn,2015,497533111.54204
brn,2016,488232254.17217
brn,2017,512674430.88865
brn,2018,544702386.24207
brn,2019,551857369.69411
btn,1980,2616325.30543
btn,1981,2735985.01353
btn,1982,2728628.25344
btn,1983,2858935.58959
btn,1984,3207915.28202
btn,1985,3267603.25465
btn,1986,3928937.60194
btn,1987,5266452.79093
btn,1988,6115532.85787
btn,1989,6240630.24123
btn,1990,6674792.29461
btn,1991,5423261.26457
btn,1992,5281565.53525
btn,1993,5012825.43151
btn,1994,5949005.63141
btn,1995,6310376.06244
btn,1996,6676510.04384
btn,1997,7942021.93847
btn,1998,10390279.55871
btn,1999,13290187.91564
btn,2000,18697002.912
btn,2001,17848725.14547
btn,2002,20170395.5018
btn,2003,23590195.69584
btn,2004,27080200
btn,2005,33755000
btn,2006,34230300
btn,2007,40940000
btn,2008,37961000
btn,2009,47436000
btn,2010,44530000
btn,2011,55942000
btn,2012,70276934.68436
btn,2013,84765833.57989
btn,2014,108245001.93534
btn,2015,130771313.44613
btn,2016,138505100.80047
btn,2017,157488033.39748
btn,2018,156784961.81982
btn,2019,161706462.86349
bwa,1970,4012765.9384
bwa,1971,4564578.438
bwa,1972,5453259.6525
bwa,1973,7087961.8214
bwa,1974,7735331.125
bwa,1975,10300000.0002
bwa,1976,12276333.9468
bwa,1977,16709323.0398
