geo,time,ny_adj_svnx_gn_zs
cze,1996,10.55503
cze,1997,6.71601
cze,1998,8.05099
cze,1999,6.20577
cze,2000,6.49416
cze,2001,7.12873
cze,2002,6.5203
cze,2003,5.55205
cze,2004,7.04567
cze,2005,8.6504
cze,2006,9.13846
cze,2007,10.79503
cze,2008,9.63094
cze,2009,4.89418
cze,2010,3.85399
cze,2011,3.76244
cze,2012,5.22292
cze,2013,5.00924
cze,2014,6.43758
cze,2015,10.56167
cze,2016,9.77645
cze,2017,9.47561
cze,2018,9.20476
cze,2019,8.54097
deu,1991,10.98973
deu,1992,10.64874
deu,1993,9.22808
deu,1994,9.51185
deu,1995,10.38192
deu,1996,9.61512
deu,1997,9.83532
deu,1998,10.1329
deu,1999,9.41586
deu,2000,9.05964
deu,2001,8.826
deu,2002,8.8303
deu,2003,8.02969
deu,2004,10.59548
deu,2005,10.30148
deu,2006,12.65766
deu,2007,14.70959
deu,2008,13.23496
deu,2009,9.78564
deu,2010,11.57373
deu,2011,13.65215
deu,2012,12.50227
deu,2013,12.04119
deu,2014,13.27742
deu,2015,13.90887
deu,2016,14.06974
deu,2017,14.17892
deu,2018,14.06657
deu,2019,13.37006
dji,2013,15.3347
dji,2014,21.31139
dji,2015,25.54695
dji,2016,21.31016
dji,2017,16.86248
dji,2018,21.16195
dnk,1975,12.08252
dnk,1976,13.01843
dnk,1977,12.37988
dnk,1978,13.1115
dnk,1979,11.22911
dnk,1980,8.14515
dnk,1981,5.67978
dnk,1982,5.92544
dnk,1983,7.53625
dnk,1984,9.4892
dnk,1985,9.55398
dnk,1986,11.07716
dnk,1987,12.05624
dnk,1988,11.88222
dnk,1989,11.18483
dnk,1990,12.82784
dnk,1991,10.2113
dnk,1992,12.48268
dnk,1993,12.20243
dnk,1994,11.89969
dnk,1995,12.96354
dnk,1996,13.41491
dnk,1997,14.28724
dnk,1998,14.07841
dnk,1999,14.33727
dnk,2000,14.70406
dnk,2001,15.50841
dnk,2002,14.54408
dnk,2003,14.12181
dnk,2004,14.72535
dnk,2005,15.22942
dnk,2006,16.11796
dnk,2007,15.02371
dnk,2008,13.54751
dnk,2009,10.8851
dnk,2010,13.15683
dnk,2011,14.22961
dnk,2012,12.72991
dnk,2013,16.18749
dnk,2014,17.48757
dnk,2015,18.13205
dnk,2016,19.176
dnk,2017,19.16683
dnk,2018,19.22751
dnk,2019,21.1904
dom,1971,6.25843
dom,1972,16.13293
dom,1973,15.72454
dom,1974,11.62351
dom,1975,18.9195
dom,1976,14.58963
dom,1977,12.42182
dom,1978,13.73892
dom,1979,16.59283
dom,1980,5.01781
dom,1981,6.95442
dom,1982,3.46204
dom,1983,1.3344
dom,1984,-6.75151
dom,1985,9.28946
dom,1986,12.63558
dom,1987,11.76809
dom,1988,15.94501
dom,1989,13.42656
dom,1990,11.48771
dom,1991,9.1233
dom,1992,7.7874
dom,1993,11.63195
dom,1994,14.36998
dom,1995,13.21393
dom,1996,15.68172
dom,1997,18.97415
dom,1998,25.19379
dom,1999,23.83412
dom,2000,21.6668
dom,2001,22.83112
dom,2002,22.25321
dom,2003,19.60494
dom,2004,20.84259
dom,2005,18.85634
dom,2006,18.96417
dom,2007,18.07543
dom,2008,17.19151
dom,2009,15.25037
dom,2010,15.44523
dom,2011,14.06308
dom,2012,14.49955
dom,2013,15.0942
dom,2014,16.40404
dom,2015,18.63536
dom,2016,18.55228
dom,2017,18.56514
dom,2018,19.52028
dom,2019,20.18181
dza,1977,10.41306
dza,1978,15.64211
dza,1979,4.96153
dza,1980,12.81165
dza,1981,17.581
dza,1982,19.13472
dza,1983,21.03346
dza,1984,15.35363
dza,1985,13.87519
dza,1986,10.1103
dza,1987,8.33034
dza,1988,4.87998
dza,1989,3.66193
dza,1990,8.53605
dza,1991,19.06393
dza,2005,26.22734
dza,2006,27.80895
dza,2007,31.35453
dza,2008,31.30609
dza,2009,26.28859
dza,2010,28.85423
dza,2011,25.36668
dza,2012,24.93954
dza,2013,24.07038
dza,2014,23.12557
dza,2015,19.36354
dza,2016,22.77843
dza,2017,22.19022
dza,2018,21.81636
dza,2019,20.73906
ecu,1976,12.25309
ecu,1977,14.8796
ecu,1978,13.80649
ecu,1979,9.5421
ecu,1980,10.75345
ecu,1981,14.61547
ecu,1982,7.09875
ecu,1983,5.93087
ecu,1984,3.66742
ecu,1985,7.2859
ecu,1986,10.63697
ecu,1987,9.89656
ecu,1988,6.49342
ecu,1989,3.75174
ecu,1990,6.07308
ecu,1991,10.18965
ecu,1992,11.78453
ecu,1993,1.81978
ecu,1994,3.38386
ecu,1995,0.04411
ecu,1996,0.9749
ecu,1997,4.39145
ecu,1998,3.54
ecu,1999,4.40537
ecu,2000,2.27997
ecu,2001,1.0815
ecu,2002,1.56663
ecu,2003,1.84219
ecu,2004,-0.77527
ecu,2005,0.73335
ecu,2006,3.41654
ecu,2007,5.26023
ecu,2008,7.71292
ecu,2009,10.45083
ecu,2010,8.47167
ecu,2011,9.6133
ecu,2012,10.97007
ecu,2013,11.36059
ecu,2014,10.97726
ecu,2015,9.60086
ecu,2016,10.46341
ecu,2017,9.50965
ecu,2018,6.7078
ecu,2019,5.91319
egy,1977,11.35388
egy,1978,12.6648
egy,1979,-2.12463
egy,1980,-7.30995
egy,1981,-4.19058
egy,1982,2.58548
egy,1983,10.01829
egy,1984,8.3521
egy,1985,4.81336
egy,1986,11.51393
egy,1987,11.95134
egy,1988,13.70329
egy,1989,10.6056
egy,1990,12.88987
egy,1991,19.43044
egy,1992,20.6952
egy,1993,18.5307
egy,1994,12.75658
egy,1995,10.36136
egy,1996,6.81118
egy,1997,8.11302
egy,1998,11.43212
egy,1999,9.45698
egy,2000,6.88794
egy,2001,10.3702
egy,2002,8.80897
egy,2003,7.15219
egy,2004,7.09695
egy,2005,5.80714
egy,2006,6.94038
egy,2007,8.69778
egy,2008,7.42436
egy,2009,5.1528
egy,2010,6.92339
egy,2011,4.0633
egy,2012,2.29431
egy,2013,3.73437
egy,2014,2.8594
egy,2015,3.67259
egy,2016,3.30846
egy,2017,0.77741
egy,2018,3.3896
egy,2019,5.71478
eri,1994,43.64586
eri,1995,7.29675
eri,1996,5.90026
eri,1997,21.05448
eri,1998,-4.55376
eri,1999,7.02533
eri,2000,4.44515
esp,1975,15.25857
esp,1976,11.91689
esp,1977,12.53701
esp,1978,13.40917
esp,1979,12.16352
esp,1980,9.79719
esp,1981,6.8283
esp,1982,6.56384
esp,1983,5.62647
esp,1984,7.08906
esp,1985,7.98378
esp,1986,10.22533
esp,1987,11.22244
esp,1988,12.60051
esp,1989,12.41987
esp,1990,12.47165
esp,1991,12.11207
esp,1992,10.49549
esp,1993,10.11574
esp,1994,9.74471
esp,1995,12.46907
esp,1996,12.26312
esp,1997,13.30098
esp,1998,13.78081
esp,1999,13.02135
esp,2000,12.67036
esp,2001,12.47197
esp,2002,13.20753
esp,2003,13.79016
esp,2004,12.76208
esp,2005,11.89345
esp,2006,11.47229
esp,2007,10.86536
esp,2008,9.38601
esp,2009,8.54537
esp,2010,7.48263
esp,2011,6.30344
esp,2012,6.01667
esp,2013,6.88665
esp,2014,7.16223
esp,2015,8.68435
esp,2016,9.72302
esp,2017,10.14677
esp,2018,10.42993
esp,2019,10.79741
est,2000,11.44778
est,2001,11.19578
est,2002,11.00535
est,2003,11.19284
est,2004,11.24392
est,2005,13.8647
est,2006,14.60462
est,2007,14.49747
est,2008,11.7722
est,2009,8.75752
est,2010,8.44979
est,2011,12.59841
est,2012,12.97629
est,2013,12.28896
est,2014,14.19175
est,2015,12.2799
est,2016,12.53659
est,2017,14.77005
est,2018,15.26496
est,2019,15.76433
eth,2011,10.34262
eth,2012,9.51106
eth,2013,6.57643
eth,2014,11.77307
eth,2015,10.33042
eth,2016,13.28741
eth,2017,14.36664
eth,2018,20.82264
fin,1975,17.95135
fin,1976,16.13633
fin,1977,14.26398
fin,1978,14.57799
fin,1979,16.13116
fin,1980,16.4831
fin,1981,15.39256
fin,1982,14.24206
fin,1983,13.74505
fin,1984,14.41157
fin,1985,13.58304
fin,1986,13.52088
fin,1987,12.88588
fin,1988,15.09149
fin,1989,14.42405
fin,1990,11.89855
fin,1991,4.10915
fin,1992,1.87669
fin,1993,3.41582
fin,1994,6.83922
fin,1995,12.06231
fin,1996,11.50936
fin,1997,15.41474
fin,1998,16.76293
fin,1999,17.24789
fin,2000,19.03096
fin,2001,19.52464
fin,2002,18.40537
fin,2003,15.65398
fin,2004,17.08051
fin,2005,15.91927
fin,2006,15.72623
fin,2007,17.21913
fin,2008,15.20092
fin,2009,9.68633
fin,2010,10.27155
fin,2011,9.63757
fin,2012,8.34503
fin,2013,7.32993
fin,2014,7.56867
fin,2015,7.62695
fin,2016,8.06024
fin,2017,9.69733
fin,2018,10.05707
fin,2019,10.3837
fji,1980,22.77402
fji,1981,17.09899
fji,1982,14.05067
fji,1983,10.70939
fji,1984,13.37362
fji,1985,14.1365
fji,1986,19.05854
fji,1987,10.77814
fji,1988,10.95319
fji,1989,2.30786
fji,1990,-1.32436
fji,1991,0.08672
fji,1992,3.54524
fji,1993,8.21859
fji,1994,9.76
fji,1995,11.40991
fji,1996,18.63293
fji,1997,16.59372
fji,1998,20.2849
fji,1999,25.53859
fji,2000,24.70613
fji,2001,25.37683
fji,2002,32.03015
fji,2003,32.23907
fji,2004,35.22074
fji,2005,9.41035
fji,2006,1.83427
fji,2007,8.87699
fji,2008,4.93525
fji,2009,9.37926
fji,2010,9.63811
fji,2011,7.37489
fji,2012,7.2507
fji,2013,10.10356
fji,2014,13.14449
fji,2015,12.53553
fji,2016,10.10889
fji,2017,9.27939
fji,2018,9.5265
fra,1975,14.65587
fra,1976,14.17268
fra,1977,13.83989
fra,1978,13.77207
fra,1979,13.6469
fra,1980,12.35328
fra,1981,10.01529
fra,1982,8.82104
fra,1983,8.42553
fra,1984,8.30326
fra,1985,8.35536
fra,1986,9.7638
fra,1987,9.52763
fra,1988,10.94448
fra,1989,11.48607
fra,1990,11.67882
fra,1991,11.12793
fra,1992,10.54514
fra,1993,9.9002
fra,1994,10.39789
fra,1995,11.41947
fra,1996,11.27717
fra,1997,12.30372
fra,1998,13.29527
fra,1999,13.73421
fra,2000,12.74126
fra,2001,12.58876
fra,2002,11.34193
fra,2003,11.01976
fra,2004,11.13689
fra,2005,10.65786
fra,2006,11.13793
fra,2007,11.52489
fra,2008,10.65598
fra,2009,7.7734
fra,2010,7.95069
fra,2011,8.74833
fra,2012,7.9576
fra,2013,7.80678
fra,2014,7.96901
fra,2015,8.81419
fra,2016,8.46453
fra,2017,9.07595
fra,2018,9.19095
fra,2019,9.20042
gab,1978,-3.42672
gab,1979,-25.20204
gab,1980,13.85886
gab,1981,30.95322
gab,1982,34.10954
gab,1983,22.20214
gab,1984,15.42042
gab,1985,6.69708
gab,1986,-11.4021
gab,1987,-22.69343
gab,1988,-0.24143
gab,1989,-14.39006
gab,1990,-18.25039
gab,1991,-2.67447
gab,1992,-16.43363
gab,1993,-24.5503
gab,1994,-6.20918
gab,1995,-3.59622
gab,1996,-4.35355
gab,1997,4.88922
gab,1998,2.20718
gab,1999,2.70024
gab,2000,0.21432
gab,2001,5.1967
gab,2002,8.35213
gab,2003,9.5835
gab,2004,3.51787
gab,2005,9.82051
gab,2007,4.69314
gab,2008,5.07282
gab,2009,6.70318
gab,2010,8.53385
gab,2011,8.11102
gab,2012,8.41314
gab,2013,8.5309
gab,2014,14.33085
gab,2015,19.75437
gbr,1970,14.02044
gbr,1971,12.67626
gbr,1972,11.27394
gbr,1973,11.9514
gbr,1974,8.20505
gbr,1975,7.89469
gbr,1976,8.74652
gbr,1977,9.25922
gbr,1978,9.28462
gbr,1979,7.43331
gbr,1980,5.57801
gbr,1981,4.05418
gbr,1982,4.23997
gbr,1983,4.52343
gbr,1984,4.44283
gbr,1985,3.8699
gbr,1986,4.12705
gbr,1987,4.31478
gbr,1988,4.96504
gbr,1989,4.38943
gbr,1990,2.94029
gbr,1991,2.47643
gbr,1992,2.00946
gbr,1993,2.74729
gbr,1994,5.21765
gbr,1995,4.60493
gbr,1996,5.05273
gbr,1997,7.21058
gbr,1998,7.55891
gbr,1999,5.48027
gbr,2000,5.41386
gbr,2001,5.00992
gbr,2002,5.36197
gbr,2003,5.61492
gbr,2004,4.84865
gbr,2005,5.72846
gbr,2006,5.02768
gbr,2007,5.03734
gbr,2008,2.51871
gbr,2009,0.19548
gbr,2010,2.60464
gbr,2011,2.98343
gbr,2012,1.61976
gbr,2013,1.08764
gbr,2014,2.73299
gbr,2015,3.0202
gbr,2016,2.32357
gbr,2017,3.68353
gbr,2018,2.96575
geo,1998,4.25888
geo,1999,6.54241
geo,2000,-2.54789
geo,2001,5.85099
geo,2002,6.2832
geo,2003,2.98613
geo,2004,8.34222
geo,2005,6.81645
geo,2006,-0.88316
geo,2007,-1.36469
geo,2008,-8.75016
geo,2009,-12.23189
geo,2010,-3.0581
geo,2011,-3.70803
geo,2012,0.84707
geo,2013,1.9971
geo,2014,1.94621
geo,2015,-0.7761
geo,2016,2.04075
geo,2017,4.11261
geo,2018,6.45119
geo,2019,8.17177
gha,1975,8.27421
gha,1976,3.32273
gha,1977,6.87315
gha,1978,-0.07442
gha,1979,1.04883
gha,1980,-2.40715
gha,1981,-3.05677
gha,1982,-1.47036
gha,1983,-3.86275
gha,1984,-3.40668
gha,1985,-2.20467
gha,1986,-1.69208
gha,1987,-1.24972
gha,1988,1.00078
gha,1989,2.64279
gha,1990,1.2444
gha,1991,1.97091
gha,1992,-2.88476
gha,1993,1.70077
gha,1994,6.74625
gha,1995,7.19027
gha,1996,6.53235
gha,1997,-1.16437
gha,1998,6.84587
gha,1999,-1.0628
gha,2000,3.30292
gha,2001,10.45591
gha,2002,8.3927
gha,2003,13.07359
gha,2004,15.66561
gha,2005,11.33317
gha,2006,8.01867
gha,2007,-2.64263
gha,2008,-4.09884
gha,2009,2.18617
gha,2010,-5.51044
gha,2011,-7.46627
gha,2012,-5.38179
gha,2013,7.18655
gha,2014,4.86437
gha,2015,7.41156
gha,2016,6.82585
gha,2017,10.17076
gha,2018,7.85193
gha,2019,13.53286
gin,1986,8.26147
gin,1987,9.21077
gin,1988,8.06749
gin,1989,12.1844
gin,1990,16.28915
gin,1991,16.46747
gin,1992,18.26865
gin,1993,21.97345
gin,1994,19.94971
gin,1995,15.09119
gin,1996,10.6002
gin,1997,14.86277
gin,1998,9.95431
gin,1999,8.9487
gin,2000,9.10218
gin,2001,7.79853
gin,2002,4.25539
gin,2003,9.84517
gin,2004,4.78342
gin,2005,-0.81202
gin,2006,-8.49338
gin,2007,-13.70524
gin,2008,-6.77209
gin,2009,-16.66691
gin,2010,-6.15818
gin,2011,-9.45915
gin,2012,-7.64154
gin,2013,-20.82431
gin,2014,-17.4922
gin,2015,-19.94485
gin,2016,-15.1831
gin,2017,-2.77568
gin,2018,-12.26043
gin,2019,-6.36092
gmb,1980,6.29458
gmb,1981,14.22452
gmb,1982,12.59822
gmb,1983,-0.23521
gmb,1984,3.27639
gmb,1985,12.47632
gmb,1986,17.05205
gmb,1987,27.83031
gmb,1988,19.35841
gmb,1989,7.4601
gmb,1990,12.9973
gmb,1991,-0.6636
gmb,1992,-0.39084
gmb,1993,-11.4844
gmb,1994,-13.60116
gmb,1995,-3.58052
gmb,1996,-16.96032
gmb,1997,-6.46467
gmb,2003,-7.7143
gmb,2004,-8.86969
gmb,2005,-11.17833
gmb,2006,-3.68707
gmb,2007,-6.40128
gmb,2008,-16.42202
gmb,2009,-12.34655
gmb,2010,-18.38748
gmb,2011,-14.64009
gmb,2012,-6.55067
gmb,2013,-16.16933
gmb,2014,-9.69856
gmb,2015,-4.91094
gmb,2016,-1.10547
gmb,2017,-4.45312
gmb,2018,-2.71827
gnb,1982,-19.13999
gnb,1983,-14.61109
gnb,1984,-8.24803
gnb,1985,-17.8477
gnb,1986,9.51549
gnb,1987,9.10614
gnb,1988,11.33883
gnb,1989,3.10624
gnb,1990,11.41827
gnb,1991,0.17866
gnb,1992,1.82291
gnb,1993,2.63411
gnb,1994,3.14444
gnb,1995,5.46031
gnb,1996,2.29554
gnb,1997,11.12058
gnb,2001,-3.09565
gnb,2002,1.73095
gnb,2003,2.21986
gnb,2004,3.66891
gnb,2005,-1.83384
gnb,2006,-0.86668
gnb,2007,3.84313
gnb,2008,4.2236
gnb,2009,-0.85873
gnb,2010,-8.65738
gnb,2011,5.51558
gnb,2012,-3.54662
gnb,2013,-5.0419
gnb,2014,6.03846
gnb,2015,4.93693
gnb,2016,2.96928
gnb,2017,3.80898
gnb,2018,3.97116
grc,2006,3.19723
grc,2007,0.39247
grc,2008,-2.85332
grc,2009,-7.89426
grc,2010,-10.29373
grc,2011,-13.05962
grc,2012,-8.96901
grc,2013,-6.80107
grc,2014,-5.99423
grc,2015,-5.6248
grc,2016,-5.94605
grc,2017,-5.10171
grc,2018,-4.89867
grc,2019,-3.23623
gtm,1977,12.71979
gtm,1978,10.34335
gtm,1979,8.41796
gtm,1980,6.2698
gtm,1981,3.46284
gtm,1982,1.18776
gtm,1983,1.18071
gtm,1984,0.65722
gtm,1985,2.24878
gtm,1986,3.29425
gtm,1987,1.00375
gtm,1988,1.86003
gtm,1989,2.84822
gtm,1990,2.58728
gtm,1991,5.13828
gtm,1992,4.31328
gtm,1993,4.31797
gtm,1994,3.56902
gtm,1995,3.87572
gtm,1996,2.55884
gtm,1997,2.46683
gtm,1998,4.20926
gtm,1999,3.53666
gtm,2000,3.72572
gtm,2001,2.42858
gtm,2002,6.04413
gtm,2003,6.17609
gtm,2004,7.24261
gtm,2005,5.07791
gtm,2006,5.02558
gtm,2007,4.64537
gtm,2008,1.3745
gtm,2009,2.30335
gtm,2010,0.27059
gtm,2011,0.09856
gtm,2012,1.14052
gtm,2013,-0.65027
gtm,2014,-0.61023
gtm,2015,2.51332
gtm,2016,2.31628
gtm,2017,2.16643
gtm,2018,3.10576
gtm,2019,5.81534
guy,1980,9.90889
guy,1981,-6.98912
guy,1982,-14.22571
guy,1983,-19.18904
guy,1984,-1.71471
guy,1985,1.74739
guy,1992,15.99382
guy,1993,20.57479
guy,1994,1.48503
guy,1995,10.59158
guy,1996,16.49958
guy,1997,11.23973
guy,1998,12.90473
guy,1999,9.92108
guy,2000,6.39711
guy,2001,5.48907
guy,2002,4.28354
guy,2003,6.74905
guy,2004,12.18855
guy,2005,14.07268
hnd,1974,11.7041
hnd,1975,7.01422
hnd,1976,9.75803
hnd,1977,13.46722
hnd,1978,10.88718
hnd,1979,9.76369
hnd,1980,4.35691
hnd,1981,2.01825
hnd,1982,-1.1535
hnd,1983,-1.30246
hnd,1984,0.46032
hnd,1985,3.58521
hnd,1986,3.04834
hnd,1987,6.92166
hnd,1988,9.81354
hnd,1989,5.37749
hnd,1990,9.9416
hnd,1991,10.49499
hnd,1992,9.27524
hnd,1993,17.69886
hnd,1994,21.32406
hnd,1995,19.51442
hnd,1996,17.68823
hnd,1997,21.07469
hnd,1998,21.33804
hnd,1999,24.00762
hnd,2000,18.20981
hnd,2001,16.67528
hnd,2002,16.75549
hnd,2003,17.16424
hnd,2004,18.48638
hnd,2005,22.09114
hnd,2006,23.4116
hnd,2007,22.11128
hnd,2008,19.23555
hnd,2009,14.93869
hnd,2010,15.19845
hnd,2011,17.73945
hnd,2012,15.53306
hnd,2013,11.66964
hnd,2014,13.89352
hnd,2015,19.56932
hnd,2016,19.7438
hnd,2017,23.27757
hnd,2018,20.1913
hnd,2019,22.28754
hrv,1995,-1.66448
hrv,1996,4.02984
hrv,1997,2.88813
hrv,1998,4.55211
hrv,1999,2.24143
hrv,2000,4.34712
hrv,2001,2.87774
hrv,2002,3.19639
hrv,2003,4.13147
hrv,2004,5.57892
hrv,2005,7.25824
hrv,2006,8.26611
hrv,2007,8.31406
hrv,2008,7.50628
hrv,2009,4.55242
hrv,2010,4.71633
hrv,2011,4.34841
hrv,2012,3.2747
hrv,2013,5.37778
hrv,2014,6.39253
hrv,2015,11.14264
hrv,2016,10.63064
hrv,2017,12.73081
hrv,2018,12.91035
hrv,2019,13.24307
hti,1988,6.44297
hti,1989,8.15318
hti,1990,1.06981
hti,1991,9.36268
hti,1992,9.28292
hti,1993,-6.10742
hti,1994,-1.76499
hti,1995,24.02693
hti,1996,24.54591
hti,1997,21.02723
hti,1998,23.66332
hti,1999,25.20132
hti,2000,7.86247
hti,2001,6.09908
hti,2002,6.35462
hti,2003,12.91091
hti,2004,6.96753
hti,2005,7.5928
hti,2006,7.26924
hti,2007,6.46523
hti,2008,6.68792
hti,2009,5.55668
hti,2010,18.64974
hti,2011,14.38284
hti,2012,9.91136
hti,2013,7.06257
hti,2014,5.2935
hti,2015,8.77163
hti,2016,5.95208
hti,2017,5.26458
hti,2018,7.00515
hti,2019,10.62218
hun,1993,-4.80803
hun,1994,-0.07447
hun,1995,2.60902
hun,1996,2.64725
hun,1997,4.51219
hun,1998,4.77741
hun,1999,1.33989
hun,2000,2.12478
hun,2001,3.83227
hun,2002,4.59069
hun,2003,3.18921
hun,2004,4.52611
hun,2005,4.48734
hun,2006,5.76121
hun,2007,4.38067
hun,2008,5.09289
hun,2009,5.12691
hun,2010,5.97545
hun,2011,6.04806
hun,2012,5.274
hun,2013,9.43028
hun,2014,10.98563
hun,2015,12.39777
hun,2016,12.47458
hun,2017,11.88214
hun,2018,14.48555
hun,2019,15.26226
idn,1981,1.60032
idn,1982,3.30153
idn,1983,11.01914
idn,1984,9.72605
idn,1985,10.66843
idn,1986,11.42139
idn,1987,12.38606
idn,1988,13.32271
idn,1989,14.56095
idn,1990,8.85288
idn,1991,11.94412
idn,1992,12.93389
idn,1993,19.61867
idn,1994,20.9728
idn,1995,19.2578
idn,1996,18.31068
idn,1997,19.57447
idn,1998,10.62156
idn,1999,1.90198
idn,2000,13.60552
idn,2001,1.56926
idn,2002,-1.0027
idn,2003,-2.70718
idn,2004,-3.8322
idn,2005,-1.13649
idn,2006,1.62154
idn,2007,1.21121
idn,2008,4.13396
idn,2009,7.86219
idn,2010,11.45922
idn,2011,11.52294
idn,2012,11.32975
idn,2013,11.23264
idn,2014,11.10148
idn,2015,11.79867
idn,2016,13.69112
idn,2017,14.7201
idn,2018,15.33351
idn,2019,14.76238
ind,1975,5.17803
ind,1976,8.28482
ind,1977,7.3581
ind,1978,7.10399
ind,1979,7.20927
ind,1980,6.58619
ind,1981,6.77278
ind,1982,6.66426
ind,1983,6.7669
ind,1984,6.25521
ind,1985,6.62068
ind,1986,6.29735
ind,1987,7.14668
ind,1988,8.32325
ind,1989,10.09208
ind,1990,11.1328
ind,1991,10.42031
ind,1992,11.79608
ind,1993,12.56069
ind,1994,14.83855
ind,1995,15.6757
ind,1996,15.48039
ind,1997,15.79475
ind,1998,15.28999
ind,1999,15.29107
ind,2000,14.72638
ind,2001,14.52672
ind,2002,16.27484
ind,2003,18.83946
ind,2004,21.10775
ind,2005,21.92459
ind,2006,23.82118
ind,2007,24.44239
ind,2008,21.95149
ind,2009,22.84522
ind,2010,23.96105
ind,2011,22.35974
ind,2012,22.55649
ind,2013,21.75791
ind,2014,20.90314
ind,2015,20.53682
ind,2016,19.30107
ind,2017,19.88616
ind,2018,19.09268
ind,2019,16.16834
irl,2005,19.85537
irl,2006,18.54448
irl,2007,15.61328
irl,2008,10.67337
irl,2009,7.11303
irl,2010,8.76595
irl,2011,8.26701
irl,2012,8.01533
irl,2013,12.39482
irl,2014,15.84264
irl,2015,15.54764
irl,2016,16.44693
irl,2017,15.45016
irl,2018,15.45047
irl,2019,17.81867
irn,1978,-2.75148
irn,1979,8.69579
irn,1980,9.02118
irn,1981,6.05709
irn,1982,8.42589
irn,1983,6.90512
irn,1984,5.09783
irn,1985,2.73623
irn,1986,-0.2639
irn,1987,1.26101
irn,1988,-5.60168
irn,1989,1.3352
irn,1990,0.77733
irn,1993,5.3007
irn,1994,6.28561
irn,1995,9.49505
irn,1996,11.4712
irn,1997,9.10631
irn,1998,6.24845
irn,1999,9.73599
irn,2000,6.42635
irq,2005,13.57047
irq,2006,17.92485
irq,2007,19.34195
irq,2008,30.83293
irq,2009,9.90938
irq,2010,17.15399
irq,2011,23.42109
irq,2012,21.49195
irq,2013,8.95796
irq,2014,8.28925
irq,2015,0.3414
irq,2016,-5.78346
irq,2017,-1.51054
irq,2018,-2.64578
irq,2019,-9.17316
isl,2011,-4.55031
isl,2012,-1.85541
isl,2013,8.49835
isl,2014,9.62673
isl,2015,12.83038
isl,2016,15.74561
isl,2017,14.48106
isl,2018,11.77652
isl,2019,17.23663
isr,1970,10.56819
isr,1971,19.15791
isr,1972,23.56632
isr,1973,19.24444
isr,1974,11.2769
isr,1975,9.16842
isr,1976,13.96489
isr,1977,13.51607
isr,1978,10.97508
isr,1979,13.89065
isr,1980,8.92743
isr,1981,5.45607
isr,1982,6.11316
isr,1983,8.63878
isr,1984,7.38658
isr,1985,14.26457
isr,1986,12.32567
isr,1987,5.4676
isr,1988,6.38616
isr,1989,8.74321
isr,1990,10.7825
isr,1991,15.00045
isr,1992,16.22906
isr,1993,14.42676
isr,1994,13.79372
isr,1995,15.3063
isr,1996,15.53923
isr,1997,16.14244
isr,1998,15.43361
isr,1999,14.95025
isr,2000,14.02446
isr,2001,12.93798
isr,2002,10.63061
isr,2003,10.63625
isr,2004,11.25407
isr,2005,13.03498
isr,2006,14.61783
isr,2007,13.9476
isr,2008,11.65297
isr,2009,12.24008
isr,2010,13.39088
isr,2011,13.78749
isr,2012,12.73488
isr,2013,14.62721
isr,2014,16.24456
isr,2015,16.84656
isr,2016,16.40554
isr,2017,16.2921
isr,2018,15.81888
isr,2019,16.47457
ita,1970,18.32903
ita,1971,16.43244
ita,1972,15.6092
ita,1973,15.80597
ita,1974,16.28679
ita,1975,13.13829
ita,1976,15.16443
ita,1977,15.02772
ita,1978,15.75963
ita,1979,16.4681
ita,1980,14.15257
ita,1981,11.04428
ita,1982,10.68961
ita,1983,11.48059
ita,1984,11.82196
ita,1985,11.27408
ita,1986,11.3763
ita,1987,11.57988
ita,1988,11.72736
ita,1989,10.27089
ita,1990,9.53591
ita,1991,8.57635
ita,1992,8.41412
ita,1993,9.26008
ita,1994,9.19586
ita,1995,11.34726
ita,1996,11.8873
ita,1997,11.86035
ita,1998,10.67711
ita,1999,9.99958
ita,2000,9.12731
ita,2001,9.81773
ita,2002,9.34423
ita,2003,8.77862
ita,2004,8.91789
ita,2005,7.89294
ita,2006,8.24615
ita,2007,8.20765
ita,2008,6.16513
ita,2009,3.95168
ita,2010,3.19866
ita,2011,3.23002
ita,2012,2.45468
ita,2013,2.93571
ita,2014,3.87354
ita,2015,3.55569
ita,2016,5.38833
ita,2017,6.21267
ita,2018,6.64868
ita,2019,6.58767
jam,1976,-2.88938
jam,1977,0.76811
jam,1978,4.6967
jam,1979,1.86098
jam,1980,-1.32726
jam,1981,-1.8032
jam,1982,-1.26487
jam,1983,0.27668
jam,1984,-0.2184
jam,1985,0.25722
jam,1986,5.27967
jam,1987,7.15785
jam,1988,17.06258
jam,1989,13.97568
jam,1990,11.97983
jam,1991,11.09125
jam,1992,17.89129
jam,1993,27.53508
jam,1994,20.3938
jam,1995,17.34357
jam,1996,16.94386
jam,1997,16.86834
jam,1998,15.58602
jam,1999,14.5042
jam,2000,12.42543
jam,2001,12.87678
jam,2002,11.66804
jam,2003,12.57408
jam,2004,15.25394
jam,2005,9.94804
jam,2006,11.83345
jam,2007,9.99372
jam,2008,1.94338
jam,2009,9.2474
jam,2010,10.00422
jam,2011,5.30265
jam,2012,7.83166
jam,2013,8.40081
jam,2014,10.62218
jam,2015,14.19351
jam,2016,17.1037
jam,2017,17.51357
jam,2018,18.48958
jam,2019,18.73547
jor,1976,29.04761
jor,1977,33.12572
