geo,time,se_enr_prim_fm_zs
chn,2007,0.98819
chn,2008,0.98455
chn,2009,0.98351
chn,2010,0.98268
chn,2011,0.98486
chn,2012,0.9889
chn,2013,0.99761
chn,2014,1.00072
chn,2015,1.00246
chn,2016,1.00509
chn,2017,1.00948
chn,2018,1.01135
chn,2019,1.01172
chn,2020,1.00977
civ,1970,0.57265
civ,1971,0.57464
civ,1972,0.58232
civ,1973,0.59306
civ,1974,0.59321
civ,1975,0.59454
civ,1976,0.60504
civ,1977,0.60788
civ,1978,0.62227
civ,1979,0.63246
civ,1980,0.64681
civ,1981,0.66452
civ,1982,0.67624
civ,1983,0.68525
civ,1984,0.6955
civ,1985,0.69959
civ,1986,0.70511
civ,1987,0.70589
civ,1988,0.70689
civ,1989,0.71027
civ,1990,0.71271
civ,1991,0.708
civ,1992,0.71588
civ,1993,0.71571
civ,1994,0.72209
civ,1995,0.73166
civ,1996,0.73322
civ,1997,0.73693
civ,1998,0.75157
civ,1999,0.74281
civ,2000,0.74666
civ,2001,0.76157
civ,2002,0.73499
civ,2003,0.7925
civ,2006,0.78668
civ,2007,0.78803
civ,2008,0.78668
civ,2009,0.80625
civ,2011,0.82792
civ,2012,0.84137
civ,2013,0.85789
civ,2014,0.86716
civ,2015,0.88031
civ,2016,0.89618
civ,2017,0.91179
civ,2018,0.92644
civ,2019,0.94057
civ,2020,0.9436
cmr,1971,0.74411
cmr,1972,0.76845
cmr,1973,0.77802
cmr,1974,0.78872
cmr,1975,0.79505
cmr,1976,0.80761
cmr,1977,0.81666
cmr,1978,0.82075
cmr,1979,0.83195
cmr,1980,0.83711
cmr,1981,0.83835
cmr,1982,0.84158
cmr,1983,0.84132
cmr,1984,0.84321
cmr,1985,0.84123
cmr,1986,0.84532
cmr,1987,0.8515
cmr,1988,0.85463
cmr,1989,0.85603
cmr,1990,0.85896
cmr,1991,0.86192
cmr,1992,0.92119
cmr,1994,0.90091
cmr,1995,0.90166
cmr,1996,0.85937
cmr,1997,0.87141
cmr,1998,0.83242
cmr,1999,0.82424
cmr,2000,0.85418
cmr,2001,0.86886
cmr,2002,0.861
cmr,2003,0.85297
cmr,2004,0.8563
cmr,2005,0.83792
cmr,2006,0.83807
cmr,2007,0.85976
cmr,2008,0.85952
cmr,2009,0.86585
cmr,2010,0.86391
cmr,2011,0.86947
cmr,2012,0.87633
cmr,2014,0.89088
cmr,2015,0.89826
cmr,2016,0.90038
cmr,2017,0.90056
cmr,2018,0.90162
cmr,2019,0.90121
cod,1971,0.58117
cod,1972,0.60846
cod,1973,0.62158
cod,1974,0.64911
cod,1975,0.64815
cod,1976,0.658
cod,1977,0.67454
cod,1978,0.67932
cod,1979,0.69066
cod,1980,0.7025
cod,1981,0.71477
cod,1982,0.72357
cod,1983,0.73688
cod,1984,0.75079
cod,1985,0.65006
cod,1986,0.65026
cod,1987,0.78517
cod,1988,0.73853
cod,1990,0.70803
cod,1991,0.74803
cod,1992,0.75966
cod,1993,0.77828
cod,1994,0.74735
cod,1995,0.68847
cod,1998,0.74501
cod,1999,0.90826
cod,2002,0.78877
cod,2007,0.8173
cod,2008,0.84101
cod,2009,0.85816
cod,2010,0.87039
cod,2011,0.87043
cod,2012,0.88215
cod,2013,0.90629
cod,2014,0.90907
cod,2015,0.99266
cod,2018,0.93854
cog,1971,0.78797
cog,1972,0.81339
cog,1973,0.82852
cog,1974,0.8316
cog,1975,0.85865
cog,1976,0.87551
cog,1977,0.88863
cog,1978,0.91575
cog,1979,0.92383
cog,1980,0.92867
cog,1981,0.93992
cog,1982,0.94477
cog,1983,0.95473
cog,1984,0.94536
cog,1985,0.95442
cog,1986,0.95336
cog,1987,0.90692
cog,1988,0.95415
cog,1989,0.93255
cog,1990,0.9325
cog,1991,0.91164
cog,1992,0.9343
cog,1993,0.93029
cog,1994,0.93058
cog,1995,0.85098
cog,1996,0.93626
cog,1997,0.89668
cog,1998,0.89699
cog,1999,0.96288
cog,2000,0.92547
cog,2001,0.94299
cog,2002,0.94491
cog,2003,0.94011
cog,2004,0.93835
cog,2005,0.93027
cog,2006,0.90513
cog,2007,0.93245
cog,2008,0.93217
cog,2009,0.93216
cog,2010,0.94572
cog,2011,0.94428
cog,2012,1.07474
cog,2018,0.97234
col,1970,1.02805
col,1971,1.03117
col,1972,1.03418
col,1973,1.03669
col,1974,1.04294
col,1975,1.0397
col,1976,1.03844
col,1977,1.03577
col,1978,1.03657
col,1979,1.03335
col,1980,1.02409
col,1981,1.02298
col,1982,1.01548
col,1983,1.01538
col,1984,1.00739
col,1985,1.02746
col,1986,1.02943
col,1987,1.01359
col,1988,1.01466
col,1989,1.01523
col,1990,1.14656
col,1991,1.01731
col,1992,1.05559
col,1993,1.02304
col,1994,0.99529
col,1995,0.99456
col,1996,0.99785
col,1998,0.97519
col,1999,1.00233
col,2000,0.99876
col,2001,0.99201
col,2002,0.99189
col,2004,0.98889
col,2005,0.98212
col,2006,0.98683
col,2007,0.99305
col,2008,0.99573
col,2009,0.99714
col,2010,0.98337
col,2011,0.96707
col,2012,0.96788
col,2013,0.97471
col,2014,0.9682
col,2015,0.96946
col,2016,0.97279
col,2017,0.96862
col,2018,0.97025
col,2019,0.96731
com,1971,0.46802
com,1972,0.53394
com,1973,0.52993
com,1974,0.46147
com,1975,0.5486
com,1981,0.72201
com,1984,0.75612
com,1985,0.8998
com,1986,0.76137
com,1987,0.79976
com,1988,0.80353
com,1989,0.80966
com,1990,0.70516
com,1991,0.73036
com,1992,0.84958
com,1993,0.87836
com,1994,0.82821
com,1998,0.86023
com,1999,0.85606
com,2000,0.85729
com,2002,0.82301
com,2003,0.82341
com,2004,0.88702
com,2007,0.89915
com,2008,0.92172
com,2011,0.84609
com,2013,0.94202
com,2014,0.93166
com,2017,0.95721
com,2018,0.99835
cpv,1974,0.90395
cpv,1975,0.89943
cpv,1977,0.93178
cpv,1978,0.95837
cpv,1979,0.97736
cpv,1980,0.97461
cpv,1981,0.96418
cpv,1982,0.95572
cpv,1983,0.94044
cpv,1984,0.96504
cpv,1985,0.96542
cpv,1986,0.97915
cpv,1987,0.976
cpv,1988,0.98651
cpv,1989,0.98645
cpv,1990,0.97519
cpv,1991,0.99737
cpv,1994,0.97607
cpv,1998,0.97457
cpv,1999,0.96807
cpv,2000,0.97913
cpv,2001,0.9791
cpv,2002,0.97582
cpv,2003,0.96317
cpv,2004,0.95984
cpv,2005,0.95742
cpv,2006,0.95887
cpv,2007,0.94433
cpv,2008,0.93803
cpv,2009,0.92771
cpv,2010,0.9293
cpv,2011,0.92575
cpv,2012,0.9214
cpv,2013,0.92664
cpv,2014,0.92505
cpv,2015,0.93139
cpv,2016,0.9322
cpv,2017,0.93291
cpv,2018,0.93421
cpv,2019,0.94224
cri,1970,0.98783
cri,1971,0.9881
cri,1972,0.99098
cri,1973,0.98636
cri,1974,0.98216
cri,1975,0.98395
cri,1976,0.97901
cri,1977,0.97733
cri,1978,0.96976
cri,1979,0.97049
cri,1980,0.96845
cri,1981,0.96567
cri,1982,0.96918
cri,1983,0.96712
cri,1984,0.96699
cri,1985,0.97245
cri,1986,0.97434
cri,1987,0.97653
cri,1988,0.98064
cri,1989,0.97938
cri,1990,0.98316
cri,1991,0.98636
cri,1992,0.98553
cri,1993,0.98595
cri,1994,0.98572
cri,1995,0.98675
cri,1996,0.98925
cri,1997,0.98264
cri,1998,0.98324
cri,1999,0.97395
cri,2000,0.96851
cri,2001,0.98311
cri,2002,0.96894
cri,2004,0.97651
cri,2005,0.97452
cri,2006,0.97869
cri,2007,0.98034
cri,2008,0.98205
cri,2009,0.98018
cri,2010,0.9806
cri,2011,0.98253
cri,2012,0.98492
cri,2013,0.98748
cri,2014,0.99129
cri,2015,0.99426
cri,2016,1.00577
cri,2017,1.01129
cri,2018,1.00888
cri,2019,1.00741
cri,2020,1.01699
cub,1971,0.97292
cub,1972,0.96377
cub,1973,0.95707
cub,1974,0.95316
cub,1975,0.94439
cub,1976,0.93794
cub,1977,0.93045
cub,1978,0.91986
cub,1979,0.92336
cub,1980,0.92415
cub,1981,0.93881
cub,1982,0.94657
cub,1983,0.94747
cub,1984,0.95336
cub,1985,0.93949
cub,1986,0.94017
cub,1987,0.93713
cub,1988,0.93586
cub,1989,0.94553
cub,1990,0.95921
cub,1991,0.97096
cub,1992,0.98533
cub,1993,0.98764
cub,1994,0.99046
cub,1995,0.99155
cub,1996,0.96658
cub,1997,0.96597
cub,1998,0.96123
cub,1999,0.96393
cub,2000,0.96068
cub,2001,0.96118
cub,2002,0.96524
cub,2003,0.96789
cub,2004,0.96664
cub,2005,0.97093
cub,2006,0.97403
cub,2007,0.97185
cub,2008,0.97443
cub,2009,0.97579
cub,2010,0.97654
cub,2011,0.97835
cub,2012,0.98132
cub,2013,0.98448
cub,2014,0.9506
cub,2015,0.94312
cub,2016,0.95083
cub,2017,0.94929
cub,2018,0.95668
cub,2019,0.96602
cub,2020,0.97132
cym,1972,1.22181
cym,1973,1.09404
cym,1974,1.12075
cym,1975,1.1064
cym,1976,1.03134
cym,1977,1.08472
cym,1978,1.06557
cym,1979,1.08865
cym,1980,1.05898
cym,1981,1.00686
cym,1999,0.91574
cym,2000,1.02737
cym,2001,0.98198
cym,2002,0.99194
cym,2004,0.95912
cym,2005,0.95521
cym,2006,0.94214
cym,2007,0.95036
cym,2008,0.93787
cym,2011,1.04012
cym,2012,1.03064
cym,2013,1.0195
cym,2018,0.96686
cym,2020,0.9794
cyp,1971,0.99874
cyp,1972,0.99205
cyp,1973,0.9907
cyp,1974,0.98108
cyp,1975,0.98694
cyp,1976,0.99304
cyp,1977,0.99928
cyp,1978,1.00456
cyp,1979,1.00772
cyp,1980,1.01375
cyp,1981,1.00534
cyp,1982,1.01039
cyp,1983,0.99827
cyp,1984,0.99002
cyp,1985,0.99142
cyp,1986,0.99032
cyp,1987,0.98866
cyp,1988,0.98422
cyp,1989,0.98603
cyp,1990,0.99831
cyp,1991,0.99847
cyp,1992,0.99452
cyp,1993,1
cyp,1994,0.99937
cyp,1995,0.99663
cyp,1996,0.99448
cyp,1997,1.00079
cyp,1999,0.99566
cyp,2000,1.00177
cyp,2001,1.00237
cyp,2002,1.00157
cyp,2003,1.00358
cyp,2004,0.99508
cyp,2005,0.99871
cyp,2006,0.99701
cyp,2007,0.99251
cyp,2008,0.98863
cyp,2009,0.98884
cyp,2010,1.00018
cyp,2011,0.99221
cyp,2012,0.9977
cyp,2013,1.00227
cyp,2014,1.00852
cyp,2015,0.99981
cyp,2016,1.00354
cyp,2017,1.00108
cyp,2018,0.99115
cyp,2019,0.99312
cze,1971,1.00825
cze,1972,1.00719
cze,1973,1.00682
cze,1974,1.00703
cze,1975,1.00756
cze,1976,1.00815
cze,1977,1.00806
cze,1978,1.0082
cze,1979,1.00847
cze,1981,1.00907
cze,1982,1.00916
cze,1983,1.0093
cze,1984,0.9699
cze,1985,0.97008
cze,1986,0.97013
cze,1987,0.97036
cze,1988,0.97034
cze,1989,1.00484
cze,1990,1.0035
cze,1991,1.00604
cze,1992,1.16702
cze,1993,1.01096
cze,1994,1.00281
cze,1995,0.99897
cze,1996,0.99215
cze,1997,0.99962
cze,1998,0.99812
cze,1999,0.99318
cze,2000,0.99563
cze,2001,0.99097
cze,2002,0.9873
cze,2003,0.98419
cze,2004,0.9862
cze,2005,0.98581
cze,2006,0.99207
cze,2007,0.99252
cze,2008,0.99279
cze,2009,0.99551
cze,2010,0.996
cze,2011,0.99449
cze,2012,0.99908
cze,2013,1.00067
cze,2014,1.00017
cze,2015,1.00358
cze,2016,1.00552
cze,2017,1.0056
cze,2018,1.00602
cze,2019,1.00462
deu,1992,1.0094
deu,1993,0.99215
deu,1994,0.99171
deu,1995,0.99141
deu,1996,0.98954
deu,1997,0.98876
deu,1998,0.98755
deu,1999,0.98847
deu,2000,0.98965
deu,2001,0.99044
deu,2002,0.99048
deu,2003,0.99265
deu,2004,0.99356
deu,2005,0.996
deu,2006,0.99547
deu,2007,0.99469
deu,2008,0.99296
deu,2009,0.99381
deu,2010,0.99432
deu,2011,0.99332
deu,2012,0.99737
deu,2013,0.99459
deu,2014,0.99653
deu,2015,0.99873
deu,2016,1.00026
deu,2017,1.00257
deu,2018,1.00722
deu,2019,1.00839
dji,1971,0.43237
dji,1972,0.47748
dji,1973,0.49788
dji,1974,0.54626
dji,1975,0.58851
dji,1976,0.55544
dji,1982,0.72695
dji,1983,0.7354
dji,1984,0.74329
dji,1985,0.73455
dji,1986,0.71522
dji,1987,0.71225
dji,1988,0.72156
dji,1989,0.73278
dji,1990,0.73531
dji,1991,0.72186
dji,1992,0.73062
dji,1993,0.78289
dji,1994,0.77674
dji,1995,0.77895
dji,1996,0.75353
dji,1997,0.74961
dji,1998,0.75668
dji,1999,0.718
dji,2000,0.74021
dji,2001,0.7531
dji,2002,0.76739
dji,2004,0.78849
dji,2005,0.81724
dji,2006,0.81882
dji,2007,0.8889
dji,2008,0.94791
dji,2009,0.99388
dji,2011,1.07869
dji,2012,1.07973
dji,2013,1.06331
dji,2014,1.05233
dji,2015,1.07193
dji,2016,1.0673
dji,2017,1.06238
dji,2018,1.02351
dji,2019,0.9957
dji,2020,0.95842
dji,2021,0.91747
dma,1971,0.95125
dma,1972,0.95773
dma,1973,0.95497
dma,1974,0.95962
dma,1975,0.95435
dma,1976,0.96406
dma,1977,1.00659
dma,1978,1.00521
dma,1979,1.00811
dma,1980,1.02098
dma,1981,1.09054
dma,1982,0.98382
dma,1984,0.97836
dma,1986,0.97179
dma,1987,0.95421
dma,1988,0.93893
dma,1990,0.93649
dma,1991,0.9788
dma,1992,1.00952
dma,1993,1.07781
dma,1994,1.11769
dma,1995,1.14624
dma,1999,1.03422
dma,2000,1.019
dma,2001,1.01149
dma,2002,0.99914
dma,2003,1.00507
dma,2004,0.99904
dma,2005,1.00132
dma,2006,0.98943
dma,2007,0.97087
dma,2008,0.97342
dma,2009,0.97375
dma,2010,0.98288
dma,2011,0.99417
dma,2012,0.97949
dma,2013,0.98399
dma,2014,1.00503
dma,2015,0.98417
dma,2016,0.97337
dma,2019,0.96776
dma,2020,0.93287
dnk,1971,1.02046
dnk,1972,1.01899
dnk,1973,1.01666
dnk,1974,1.01572
dnk,1975,1.02928
dnk,1976,0.99235
dnk,1977,1.02862
dnk,1978,1.02751
dnk,1979,1.03315
dnk,1980,1.00325
dnk,1981,1.00243
dnk,1982,1.00214
dnk,1983,1.00313
dnk,1984,0.99927
dnk,1985,1.00494
dnk,1986,0.99891
dnk,1987,1.00253
dnk,1988,1.00347
dnk,1989,1.00299
dnk,1990,1.00313
dnk,1991,1.00124
dnk,1992,0.99811
dnk,1993,0.99742
dnk,1994,0.99782
dnk,1995,1.00338
dnk,1996,0.9962
dnk,1998,1.00311
dnk,1999,1.00347
dnk,2000,1.00286
dnk,2001,1.0031
dnk,2002,1.00271
dnk,2004,0.99869
dnk,2005,0.99888
dnk,2006,1.00049
dnk,2007,1.00071
dnk,2008,1.00563
dnk,2009,1.00367
dnk,2010,1.00204
dnk,2011,0.99409
dnk,2012,0.99111
dnk,2013,0.98968
dnk,2014,0.9886
dnk,2015,0.98671
dnk,2016,0.98831
dnk,2017,0.99359
dnk,2018,0.99889
dnk,2019,0.99837
dom,1971,1.00817
dom,1972,0.95927
dom,1973,1.01154
dom,1983,1.09392
dom,1985,1.02717
dom,1986,1.03306
dom,1998,0.97309
dom,1999,0.97742
dom,2000,0.96854
dom,2002,1.00736
dom,2003,1.00754
dom,2004,0.94834
dom,2005,0.94992
dom,2006,0.94997
dom,2007,0.93569
dom,2008,0.93271
dom,2009,0.86353
dom,2010,0.88124
dom,2011,0.90545
dom,2012,0.90383
dom,2013,0.90808
dom,2014,0.9066
dom,2015,0.91242
dom,2016,0.92314
dom,2017,0.93251
dom,2018,0.94176
dom,2019,0.95223
dom,2020,0.95654
dza,1971,0.62717
dza,1972,0.65592
dza,1973,0.67047
dza,1974,0.67699
dza,1975,0.68557
dza,1976,0.69677
dza,1977,0.71378
dza,1978,0.72146
dza,1979,0.73566
dza,1980,0.74511
dza,1981,0.75377
dza,1982,0.75897
dza,1983,0.76799
dza,1984,0.77494
dza,1985,0.787
dza,1986,0.80448
dza,1987,0.81908
dza,1988,0.82773
dza,1989,0.83652
dza,1990,0.84105
dza,1991,0.84636
dza,1992,0.85611
dza,1993,0.86409
dza,1994,0.87503
dza,1995,0.88299
dza,1996,0.89235
dza,1997,0.89921
dza,1998,0.90671
dza,1999,0.91265
dza,2000,0.91668
dza,2001,0.9183
dza,2002,0.92461
dza,2003,0.92375
dza,2004,0.92588
dza,2005,0.92509
dza,2006,0.92651
dza,2007,0.93389
dza,2008,0.93659
dza,2009,0.9359
dza,2010,0.93749
dza,2011,0.9384
dza,2012,0.94445
dza,2013,0.94841
dza,2014,0.95096
dza,2015,0.9523
dza,2016,0.94972
dza,2017,0.95093
dza,2018,0.95499
dza,2019,0.95809
dza,2020,0.9692
ecu,1971,0.96633
ecu,1972,0.96635
ecu,1973,0.96582
ecu,1974,0.97235
ecu,1975,0.97526
ecu,1976,0.97256
ecu,1977,0.97665
ecu,1978,0.97582
ecu,1979,0.96837
ecu,1980,0.96511
ecu,1981,0.97168
ecu,1983,0.98046
ecu,1984,0.9911
ecu,1985,0.98538
ecu,1986,0.98432
ecu,1987,0.98589
ecu,1988,0.9882
ecu,1993,0.9929
ecu,1994,0.99812
ecu,1995,0.99824
ecu,1996,0.99711
ecu,1997,0.99651
ecu,1998,1.00054
ecu,1999,1.00269
ecu,2000,0.99877
ecu,2001,1.00364
ecu,2002,1.00239
ecu,2003,1.00216
ecu,2004,1.00115
ecu,2005,1.00037
ecu,2006,0.99934
ecu,2007,1.00244
ecu,2008,1.01891
ecu,2009,1.0068
ecu,2010,1.00241
ecu,2011,1.00428
ecu,2012,1.00785
ecu,2013,1.00463
ecu,2014,1.00327
ecu,2015,1.00462
ecu,2016,1.00888
ecu,2017,1.01194
ecu,2018,1.01642
ecu,2019,1.02144
ecu,2020,1.02112
egy,1971,0.65692
egy,1972,0.65534
egy,1973,0.65407
egy,1974,0.65708
egy,1975,0.65771
egy,1976,0.66633
egy,1977,0.67433
egy,1978,0.68519
egy,1979,0.69659
egy,1980,0.70519
egy,1981,0.71799
egy,1982,0.72997
egy,1983,0.7465
egy,1984,0.76809
egy,1985,0.78846
egy,1986,0.80613
egy,1987,0.81903
egy,1988,0.78912
egy,1989,0.83553
egy,1990,0.85005
egy,1991,0.84122
egy,1992,0.86178
egy,1993,0.86868
egy,1994,0.85471
egy,1995,0.88816
egy,1996,0.76296
egy,1997,0.87843
egy,1999,0.92325
egy,2000,0.93109
egy,2001,0.9406
egy,2002,0.94831
egy,2003,0.95733
egy,2004,0.96778
egy,2005,0.94735
egy,2006,0.95045
egy,2007,0.9581
egy,2009,0.96744
egy,2010,0.97102
egy,2011,0.95477
egy,2012,0.98676
egy,2013,0.99144
egy,2014,0.99713
egy,2016,1.00067
egy,2017,1.00268
egy,2018,1.00392
egy,2019,1.00809
eri,1989,0.90419
eri,1990,0.94113
eri,1991,0.95803
eri,1992,0.86059
eri,1993,0.81595
eri,1994,0.80843
eri,1995,0.81008
eri,1996,0.82042
eri,1997,0.82892
eri,1999,0.8335
eri,2000,0.82514
eri,2001,0.82763
eri,2002,0.80529
eri,2003,0.81099
eri,2004,0.80488
eri,2005,0.81283
eri,2006,0.81806
eri,2007,0.84398
eri,2008,0.83676
eri,2009,0.84431
eri,2010,0.85265
eri,2011,0.84012
eri,2012,0.84254
eri,2013,1.04512
eri,2014,0.85368
eri,2015,0.86172
eri,2017,0.85945
eri,2018,0.85746
esp,1971,1.03412
esp,1972,1.03698
esp,1973,1.01348
esp,1974,1.0051
esp,1975,1.00799
esp,1976,1.00626
esp,1977,1.00211
esp,1978,0.99657
esp,1979,0.99849
esp,1980,1.00325
esp,1981,1.00181
esp,1982,0.99367
esp,1983,0.99093
esp,1984,0.98793
esp,1985,0.98892
esp,1986,0.9889
esp,1987,1.00066
esp,1988,0.98577
esp,1989,0.98561
esp,1990,0.98396
esp,1991,0.99237
esp,1992,0.98604
esp,1993,0.98181
esp,1994,0.98117
esp,1995,0.98461
esp,1996,0.98186
esp,1997,0.98873
esp,1998,0.99014
esp,1999,0.9907
esp,2000,0.99301
esp,2001,0.9925
esp,2002,0.99121
esp,2003,0.98959
esp,2004,0.99001
esp,2005,0.98672
esp,2006,0.98581
esp,2007,0.98875
esp,2008,0.99066
esp,2009,0.99158
esp,2010,0.99253
esp,2011,0.99241
esp,2012,0.99375
esp,2013,1.01124
esp,2014,1.01324
esp,2015,1.01552
esp,2016,1.01657
esp,2017,1.01662
esp,2018,1.01366
esp,2019,1.01299
est,1981,0.9811
est,1982,0.98859
est,1983,0.98705
est,1984,0.97677
est,1985,0.98381
est,1986,0.97674
est,1987,0.99654
est,1988,0.98261
est,1989,0.97484
est,1990,0.97051
est,1991,0.97165
est,1992,0.97437
est,1993,0.97719
est,1994,0.97679
est,1995,0.97198
est,1996,0.97669
est,1997,0.9838
est,1998,0.98302
est,1999,0.98473
est,2000,0.99018
est,2001,0.98467
est,2002,0.98281
est,2003,0.97585
est,2004,0.97689
est,2005,0.97426
est,2006,0.9757
est,2007,0.9845
est,2008,0.98198
est,2009,0.98208
est,2010,0.98516
est,2011,0.99728
est,2012,0.99748
est,2013,0.99434
est,2014,0.99398
est,2015,1.00007
est,2016,1.00148
est,2017,1.00048
est,2018,1.0026
est,2019,1.00778
eth,1971,0.45841
eth,1972,0.46613
eth,1973,0.46722
eth,1974,0.47028
eth,1975,0.47358
eth,1976,0.47739
eth,1977,0.48
eth,1978,0.49246
eth,1979,0.48102
eth,1980,0.53147
eth,1981,0.5534
eth,1982,0.57495
eth,1983,0.60418
eth,1984,0.62156
eth,1985,0.65386
eth,1986,0.65728
eth,1987,0.63681
eth,1988,0.62025
eth,1989,0.64322
eth,1990,0.65671
eth,1991,0.66555
eth,1992,0.72762
eth,1993,0.69941
eth,1994,0.62986
eth,1995,0.59918
eth,1996,0.57506
eth,1997,0.56531
eth,1998,0.58963
eth,1999,0.61367
eth,2000,0.656
eth,2001,0.69416
eth,2002,0.71718
eth,2003,0.73384
eth,2004,0.78253
eth,2005,0.83556
eth,2006,0.87204
eth,2007,0.88934
eth,2008,0.90427
eth,2009,0.92723
eth,2010,0.92439
eth,2011,0.92113
eth,2012,0.92815
eth,2014,0.91799
eth,2015,0.90851
eth,2020,0.90693
fin,1972,0.93078
fin,1973,0.92206
fin,1974,0.93122
fin,1975,0.95841
fin,1976,0.97779
fin,1977,0.98775
fin,1978,0.9924
fin,1979,0.99549
fin,1980,0.99274
fin,1981,0.99194
fin,1982,1.00379
fin,1983,0.99282
fin,1984,0.99466
fin,1985,0.99784
fin,1986,0.99928
fin,1987,1.00616
fin,1988,1.00133
fin,1989,0.99684
fin,1990,0.99509
fin,1991,0.99404
fin,1992,0.99687
fin,1993,0.99742
fin,1994,0.99785
fin,1995,0.99736
fin,1996,1.00219
fin,1997,1.00149
fin,1998,0.99748
fin,1999,0.99668
fin,2000,0.9942
fin,2001,0.99492
fin,2002,0.99352
fin,2003,0.99131
fin,2004,0.99103
fin,2005,0.99234
fin,2006,0.99617
fin,2007,0.99537
fin,2008,0.9918
fin,2009,0.99344
fin,2010,0.99344
fin,2011,0.99205
fin,2012,0.9916
fin,2013,0.9924
fin,2014,0.9958
fin,2015,0.99416
fin,2016,0.99556
fin,2017,0.99487
fin,2018,0.9947
fin,2019,0.99454
fji,1970,0.96039
fji,1971,0.96519
fji,1972,0.97511
fji,1973,0.95769
fji,1974,0.98442
fji,1975,0.99017
fji,1976,0.98654
fji,1977,0.98949
fji,1978,0.98404
fji,1979,0.98562
fji,1980,0.98375
fji,1981,0.98236
fji,1983,0.98507
fji,1984,0.98806
fji,1985,0.98762
fji,1986,0.99158
fji,1987,0.99273
fji,1991,0.99779
fji,1992,0.99053
fji,1994,0.99157
fji,1995,1.00188
fji,1996,0.98392
fji,1997,0.98194
fji,1998,0.98976
fji,1999,0.99025
fji,2000,0.98164
fji,2001,0.99245
fji,2002,1.00523
fji,2003,0.99675
fji,2004,0.98578
fji,2006,0.99168
fji,2007,0.98335
fji,2008,0.99601
fji,2009,0.98502
fji,2011,0.99689
fji,2012,1.00161
fji,2013,0.99976
fji,2015,0.97788
fji,2016,0.97785
fji,2019,0.9628
fra,1971,0.99329
fra,1972,0.99597
fra,1973,1.0782
fra,1974,0.99675
fra,1975,0.99596
fra,1976,1.08244
fra,1977,0.98782
fra,1978,0.99432
fra,1979,0.98544
fra,1980,0.98969
fra,1981,0.98958
fra,1982,0.98364
fra,1983,0.98648
fra,1985,0.98402
fra,1986,0.97923
fra,1987,0.98422
fra,1988,0.98668
fra,1989,0.98645
fra,1990,0.98194
fra,1991,0.98508
fra,1992,0.98388
fra,1993,0.98486
fra,1994,0.9802
fra,1995,0.98193
fra,1996,0.98426
fra,1997,0.98902
fra,1998,0.98903
fra,1999,0.98896
fra,2000,0.99074
fra,2001,0.99166
fra,2002,0.99233
fra,2003,0.99258
fra,2004,0.99538
fra,2005,0.9903
fra,2006,0.98875
fra,2007,0.99205
fra,2008,0.98925
fra,2009,0.99039
fra,2010,0.98803
fra,2011,0.99554
fra,2012,0.99941
fra,2013,0.99729
fra,2014,0.9952
fra,2015,0.99378
fra,2016,0.99451
fra,2017,0.99407
fra,2018,0.99405
fra,2019,0.99493
fsm,1971,0.97562
fsm,1972,0.97587
fsm,1973,1.01488
fsm,1974,1.03157
fsm,1975,1.04154
fsm,1976,1.03783
fsm,1977,0.98976
fsm,1978,1.02449
fsm,1979,1.01138
fsm,2004,0.98122
fsm,2005,0.97354
fsm,2007,1.01275
fsm,2014,0.97012
fsm,2015,0.97595
fsm,2016,0.96101
fsm,2019,0.95877
fsm,2020,0.99585
gab,1971,0.90338
gab,1972,0.91047
gab,1973,0.93001
gab,1974,0.93703
gab,1975,0.94324
gab,1976,0.9529
gab,1977,0.95578
gab,1978,0.95572
gab,1979,0.96272
gab,1980,0.97334
gab,1981,0.97096
gab,1982,0.97592
gab,1983,0.97822
gab,1984,0.98143
gab,1985,0.9851
gab,1986,0.98082
gab,1987,0.99884
gab,1988,0.98996
gab,1989,0.99918
gab,1992,0.99837
gab,1994,0.99792
gab,1995,0.99725
gab,1996,1.00177
gab,1997,0.99902
gab,1999,1.0046
gab,2001,1.00112
gab,2002,0.99537
gab,2003,0.99442
gab,2011,0.96861
gbr,1971,0.99929
gbr,1972,0.99749
gbr,1973,0.998
gbr,1974,0.99949
gbr,1975,1.00204
gbr,1976,1.00453
gbr,1977,1.00457
gbr,1978,1.00464
gbr,1979,1.00438
gbr,1980,1.00462
gbr,1981,1.00452
gbr,1982,1.00419
gbr,1983,1.00297
gbr,1984,0.99912
gbr,1985,1.00377
gbr,1986,1.00407
gbr,1987,1.00399
gbr,1988,1.0032
gbr,1989,1.00461
gbr,1990,1.00432
gbr,1991,1.00676
gbr,1992,1.00153
gbr,1998,0.9989
gbr,1999,1.00073
gbr,2000,1.00075
gbr,2001,1.00124
gbr,2002,1.00141
gbr,2003,1.00178
gbr,2004,1.00069
gbr,2005,0.99901
gbr,2006,1.00474
gbr,2007,1.00401
gbr,2008,0.99661
gbr,2009,0.99704
gbr,2010,0.99458
gbr,2011,0.9987
gbr,2012,0.99955
gbr,2013,0.99763
gbr,2014,0.99803
gbr,2015,0.99868
gbr,2016,0.99828
gbr,2017,0.99713
gbr,2018,0.99711
gbr,2019,0.99763
geo,1981,0.98835
geo,1986,0.99943
geo,1991,1.0075
geo,1992,1.0074
geo,1993,1.00585
geo,1994,0.93639
geo,1995,0.98702
geo,1996,1.01347
geo,1997,0.99781
geo,1998,1.01917
geo,1999,1.02703
geo,2000,1.03469
