geo,time,sh_dth_1519
afg,1990,5344
afg,1991,5377
afg,1992,5484
afg,1993,5600
afg,1994,5621
afg,1995,5548
afg,1996,5307
afg,1997,5020
afg,1998,4717
afg,1999,4457
afg,2000,4271
afg,2001,4166
afg,2002,4107
afg,2003,4072
afg,2004,4055
afg,2005,4077
afg,2006,4106
afg,2007,4230
afg,2008,4487
afg,2009,4922
afg,2010,5555
afg,2011,6416
afg,2012,7467
afg,2013,8675
afg,2014,9889
afg,2015,10922
afg,2016,11583
afg,2017,11908
afg,2018,12044
afg,2019,12081
afg,2020,12079
ago,1990,6996
ago,1991,7252
ago,1992,7478
ago,1993,7685
ago,1994,7904
ago,1995,8146
ago,1996,8369
ago,1997,8600
ago,1998,8827
ago,1999,9047
ago,2000,9237
ago,2001,9371
ago,2002,9481
ago,2003,9556
ago,2004,9575
ago,2005,9558
ago,2006,9458
ago,2007,9346
ago,2008,9211
ago,2009,9066
ago,2010,8928
ago,2011,8770
ago,2012,8619
ago,2013,8503
ago,2014,8433
ago,2015,8413
ago,2016,8439
ago,2017,8501
ago,2018,8577
ago,2019,8670
ago,2020,8794
alb,1990,209
alb,1991,216
alb,1992,220
alb,1993,222
alb,1994,223
alb,1995,226
alb,1996,224
alb,1997,268
alb,1998,216
alb,1999,207
alb,2000,196
alb,2001,185
alb,2002,176
alb,2003,169
alb,2004,166
alb,2005,164
alb,2006,160
alb,2007,156
alb,2008,153
alb,2009,150
alb,2010,148
alb,2011,144
alb,2012,137
alb,2013,128
alb,2014,116
alb,2015,104
alb,2016,94
alb,2017,85
alb,2018,78
alb,2019,71
alb,2020,64
and,1990,3
and,1991,3
and,1992,3
and,1993,3
and,1994,3
and,1995,2
and,1996,2
and,1997,2
and,1998,2
and,1999,2
and,2000,2
and,2001,2
and,2002,2
and,2003,2
and,2004,2
and,2005,2
and,2006,2
and,2007,2
and,2008,1
and,2009,1
and,2010,1
and,2011,1
and,2012,1
and,2013,1
and,2014,1
and,2015,1
and,2016,1
and,2017,1
and,2018,1
and,2019,1
and,2020,1
are,1990,89
are,1991,95
are,1992,96
are,1993,96
are,1994,94
are,1995,93
are,1996,105
are,1997,114
are,1998,117
are,1999,116
are,2000,115
are,2001,133
are,2002,143
are,2003,146
are,2004,145
are,2005,143
are,2006,179
are,2007,201
are,2008,204
are,2009,189
are,2010,166
are,2011,175
are,2012,180
are,2013,179
are,2014,172
are,2015,159
are,2016,179
are,2017,189
are,2018,192
are,2019,189
are,2020,181
arg,1990,2060
arg,1991,2105
arg,1992,2182
arg,1993,2273
arg,1994,2355
arg,1995,2423
arg,1996,2476
arg,1997,2515
arg,1998,2541
arg,1999,2559
arg,2000,2566
arg,2001,2541
arg,2002,2495
arg,2003,2443
arg,2004,2402
arg,2005,2390
arg,2006,2430
arg,2007,2517
arg,2008,2617
arg,2009,2706
arg,2010,2777
arg,2011,2828
arg,2012,2844
arg,2013,2812
arg,2014,2740
arg,2015,2651
arg,2016,2560
arg,2017,2471
arg,2018,2376
arg,2019,2273
arg,2020,2172
arm,1990,134
arm,1991,143
arm,1992,187
arm,1993,234
arm,1994,244
arm,1995,222
arm,1996,193
arm,1997,165
arm,1998,142
arm,1999,125
arm,2000,115
arm,2001,108
arm,2002,106
arm,2003,108
arm,2004,111
arm,2005,114
arm,2006,115
arm,2007,115
arm,2008,115
arm,2009,116
arm,2010,114
arm,2011,104
arm,2012,92
arm,2013,87
arm,2014,92
arm,2015,101
arm,2016,106
arm,2017,104
arm,2018,92
arm,2019,73
arm,2020,58
atg,1990,8
atg,1991,7
atg,1992,7
atg,1993,7
atg,1994,7
atg,1995,6
atg,1996,6
atg,1997,6
atg,1998,6
atg,1999,6
atg,2000,6
atg,2001,6
atg,2002,5
atg,2003,5
atg,2004,5
atg,2005,5
atg,2006,5
atg,2007,5
atg,2008,5
atg,2009,5
atg,2010,5
atg,2011,5
atg,2012,5
atg,2013,5
atg,2014,5
atg,2015,5
atg,2016,4
atg,2017,4
atg,2018,4
atg,2019,4
atg,2020,4
aus,1990,904
aus,1991,836
aus,1992,777
aus,1993,734
aus,1994,713
aus,1995,715
aus,1996,724
aus,1997,739
aus,1998,746
aus,1999,729
aus,2000,687
aus,2001,646
aus,2002,609
aus,2003,580
aus,2004,560
aus,2005,548
aus,2006,550
aus,2007,545
aus,2008,533
aus,2009,518
aus,2010,503
aus,2011,495
aus,2012,484
aus,2013,469
aus,2014,455
aus,2015,445
aus,2016,443
aus,2017,448
aus,2018,458
aus,2019,472
aus,2020,488
aut,1990,365
aut,1991,356
aut,1992,346
aut,1993,334
aut,1994,321
aut,1995,306
aut,1996,290
aut,1997,280
aut,1998,274
aut,1999,269
aut,2000,264
aut,2001,264
aut,2002,261
aut,2003,256
aut,2004,250
aut,2005,243
aut,2006,235
aut,2007,227
aut,2008,218
aut,2009,207
aut,2010,193
aut,2011,180
aut,2012,166
aut,2013,152
aut,2014,141
aut,2015,132
aut,2016,127
aut,2017,124
aut,2018,123
aut,2019,121
aut,2020,119
aze,1990,403
aze,1991,607
aze,1992,1190
aze,1993,1690
aze,1994,1336
aze,1995,850
aze,1996,647
aze,1997,605
aze,1998,594
aze,1999,556
aze,2000,513
aze,2001,486
aze,2002,478
aze,2003,486
aze,2004,505
aze,2005,523
aze,2006,527
aze,2007,519
aze,2008,541
aze,2009,493
aze,2010,478
aze,2011,459
aze,2012,468
aze,2013,423
aze,2014,411
aze,2015,396
aze,2016,369
aze,2017,345
aze,2018,338
aze,2019,356
aze,2020,675
bdi,1990,3222
bdi,1991,3459
bdi,1992,3755
bdi,1993,7239
bdi,1994,4395
bdi,1995,4613
bdi,1996,4636
bdi,1997,4571
bdi,1998,4423
bdi,1999,4232
bdi,2000,4026
bdi,2001,3810
bdi,2002,3613
bdi,2003,3425
bdi,2004,3222
bdi,2005,2992
bdi,2006,2755
bdi,2007,2533
bdi,2008,2345
bdi,2009,2205
bdi,2010,2112
bdi,2011,2048
bdi,2012,2010
bdi,2013,1986
bdi,2014,1981
bdi,2015,1990
bdi,2016,2000
bdi,2017,2010
bdi,2018,2032
bdi,2019,2048
bdi,2020,2066
bel,1990,411
bel,1991,396
bel,1992,381
bel,1993,367
bel,1994,354
bel,1995,341
bel,1996,330
bel,1997,323
bel,1998,318
bel,1999,313
bel,2000,306
bel,2001,298
bel,2002,287
bel,2003,272
bel,2004,258
bel,2005,245
bel,2006,236
bel,2007,229
bel,2008,222
bel,2009,215
bel,2010,206
bel,2011,197
bel,2012,187
bel,2013,176
bel,2014,166
bel,2015,157
bel,2016,150
bel,2017,143
bel,2018,138
bel,2019,133
bel,2020,129
ben,1990,1523
ben,1991,1516
ben,1992,1512
ben,1993,1519
ben,1994,1525
ben,1995,1529
ben,1996,1532
ben,1997,1534
ben,1998,1538
ben,1999,1542
ben,2000,1553
ben,2001,1563
ben,2002,1576
ben,2003,1593
ben,2004,1615
ben,2005,1642
ben,2006,1674
ben,2007,1720
ben,2008,1779
ben,2009,1853
ben,2010,1943
ben,2011,2043
ben,2012,2158
ben,2013,2283
ben,2014,2419
ben,2015,2549
ben,2016,2680
ben,2017,2790
ben,2018,2865
ben,2019,2909
ben,2020,2927
bfa,1990,3475
bfa,1991,3542
bfa,1992,3630
bfa,1993,3719
bfa,1994,3801
bfa,1995,3872
bfa,1996,3892
bfa,1997,3897
bfa,1998,3878
bfa,1999,3836
bfa,2000,3783
bfa,2001,3709
bfa,2002,3648
bfa,2003,3606
bfa,2004,3581
bfa,2005,3565
bfa,2006,3544
bfa,2007,3526
bfa,2008,3510
bfa,2009,3504
bfa,2010,3501
bfa,2011,3488
bfa,2012,3467
bfa,2013,3467
bfa,2014,3470
bfa,2015,3472
bfa,2016,3469
bfa,2017,3471
bfa,2018,3469
bfa,2019,3468
