geo,time,sh_dyn_1519
mus,2014,2.8
mus,2015,2.9
mus,2016,2.9
mus,2017,3
mus,2018,3
mus,2019,3.1
mus,2020,3.1
mwi,1990,19.4
mwi,1991,19.8
mwi,1992,20.3
mwi,1993,20.8
mwi,1994,21.5
mwi,1995,22.1
mwi,1996,22.7
mwi,1997,22.9
mwi,1998,23
mwi,1999,22.6
mwi,2000,21.9
mwi,2001,20.9
mwi,2002,19.9
mwi,2003,18.8
mwi,2004,17.7
mwi,2005,16.6
mwi,2006,15.7
mwi,2007,14.8
mwi,2008,14
mwi,2009,13.3
mwi,2010,12.6
mwi,2011,12
mwi,2012,11.3
mwi,2013,10.7
mwi,2014,10.1
mwi,2015,9.5
mwi,2016,9
mwi,2017,8.6
mwi,2018,8.2
mwi,2019,7.8
mwi,2020,7.5
mys,1990,4.4
mys,1991,4.4
mys,1992,4.4
mys,1993,4.5
mys,1994,4.6
mys,1995,4.7
mys,1996,4.8
mys,1997,4.7
mys,1998,4.5
mys,1999,4.3
mys,2000,4.1
mys,2001,4
mys,2002,3.9
mys,2003,3.8
mys,2004,3.7
mys,2005,3.5
mys,2006,3.4
mys,2007,3.3
mys,2008,3.3
mys,2009,3.4
mys,2010,3.4
mys,2011,3.5
mys,2012,3.5
mys,2013,3.5
mys,2014,3.4
mys,2015,3.4
mys,2016,3.4
mys,2017,3.3
mys,2018,3.1
mys,2019,3
mys,2020,2.9
nam,1990,11.7
nam,1991,11.6
nam,1992,11.6
nam,1993,11.6
nam,1994,11.7
nam,1995,11.8
nam,1996,11.9
nam,1997,12
nam,1998,12.1
nam,1999,12.3
nam,2000,12.3
nam,2001,12.4
nam,2002,12.3
nam,2003,12.2
nam,2004,12
nam,2005,11.8
nam,2006,11.4
nam,2007,11.1
nam,2008,10.8
nam,2009,10.5
nam,2010,10.2
nam,2011,9.9
nam,2012,9.6
nam,2013,9.4
nam,2014,9.1
nam,2015,8.8
nam,2016,8.5
nam,2017,8.2
nam,2018,8
nam,2019,7.8
nam,2020,7.5
ner,1990,20.1
ner,1991,19.5
ner,1992,19
ner,1993,18.5
ner,1994,18.2
ner,1995,17.8
ner,1996,17.6
ner,1997,17.3
ner,1998,17.1
ner,1999,17
ner,2000,16.8
ner,2001,16.6
ner,2002,16.3
ner,2003,16
ner,2004,15.7
ner,2005,15.4
ner,2006,15
ner,2007,14.7
ner,2008,14.4
ner,2009,14
ner,2010,13.7
ner,2011,13.4
ner,2012,13
ner,2013,12.7
ner,2014,12.3
ner,2015,11.9
ner,2016,11.6
ner,2017,11.3
ner,2018,10.9
ner,2019,10.6
ner,2020,10.3
nga,1990,17.9
nga,1991,17.3
nga,1992,16.8
nga,1993,16.3
nga,1994,15.7
nga,1995,15.2
nga,1996,14.7
nga,1997,14.3
nga,1998,13.8
nga,1999,13.4
nga,2000,13
nga,2001,12.7
nga,2002,12.4
nga,2003,12.1
nga,2004,11.9
nga,2005,11.6
nga,2006,11.4
nga,2007,11.1
nga,2008,10.9
nga,2009,10.6
nga,2010,10.4
nga,2011,10.2
nga,2012,10.1
nga,2013,9.9
nga,2014,9.8
nga,2015,9.6
nga,2016,9.4
nga,2017,9.2
nga,2018,9
nga,2019,8.8
nga,2020,8.5
nic,1990,8.9
nic,1991,8.1
nic,1992,7.9
nic,1993,7.7
nic,1994,7.5
nic,1995,7.3
nic,1996,7.1
nic,1997,6.9
nic,1998,8.3
nic,1999,6.5
nic,2000,6.3
nic,2001,6.1
nic,2002,5.9
nic,2003,5.8
nic,2004,5.6
nic,2005,5.5
nic,2006,5.4
nic,2007,5.2
nic,2008,5.1
nic,2009,5
nic,2010,4.9
nic,2011,4.8
nic,2012,4.7
nic,2013,4.6
nic,2014,4.5
nic,2015,4.4
nic,2016,4.3
nic,2017,4.2
nic,2018,4.1
nic,2019,4.1
nic,2020,4
nld,1990,2
nld,1991,2
nld,1992,2
nld,1993,1.9
nld,1994,1.9
nld,1995,1.9
nld,1996,1.9
nld,1997,1.9
nld,1998,1.9
nld,1999,1.8
nld,2000,1.8
nld,2001,1.7
nld,2002,1.7
nld,2003,1.6
nld,2004,1.5
nld,2005,1.4
nld,2006,1.3
nld,2007,1.2
nld,2008,1.2
nld,2009,1.1
nld,2010,1.1
nld,2011,1.1
nld,2012,1
nld,2013,1
nld,2014,1
nld,2015,1
nld,2016,1
nld,2017,1
nld,2018,1
nld,2019,1
nld,2020,1
nor,1990,2.8
nor,1991,2.7
nor,1992,2.6
nor,1993,2.5
nor,1994,2.4
nor,1995,2.3
nor,1996,2.3
nor,1997,2.4
nor,1998,2.5
nor,1999,2.5
nor,2000,2.6
nor,2001,2.5
nor,2002,2.4
nor,2003,2.3
nor,2004,2.1
nor,2005,2
nor,2006,1.9
nor,2007,1.9
nor,2008,1.8
nor,2009,1.8
nor,2010,1.7
nor,2011,1.6
nor,2012,1.5
nor,2013,1.3
nor,2014,1.2
nor,2015,1.2
nor,2016,1.2
nor,2017,1.2
nor,2018,1.2
nor,2019,1.2
nor,2020,1.3
npl,1990,10.4
npl,1991,10
npl,1992,9.7
npl,1993,9.3
npl,1994,8.9
npl,1995,8.5
npl,1996,8.2
npl,1997,7.8
npl,1998,7.6
npl,1999,7.3
npl,2000,7
npl,2001,6.8
npl,2002,7.3
npl,2003,6.4
npl,2004,6.6
npl,2005,6.1
npl,2006,5.9
npl,2007,5.8
npl,2008,5.7
npl,2009,5.6
npl,2010,5.5
npl,2011,5.4
npl,2012,5.3
npl,2013,5.3
npl,2014,5.1
npl,2015,6.2
npl,2016,4.9
npl,2017,4.8
npl,2018,4.7
npl,2019,4.5
npl,2020,4.4
nru,1990,8.3
nru,1991,8.1
nru,1992,7.9
nru,1993,7.7
nru,1994,7.5
nru,1995,7.3
nru,1996,7.1
nru,1997,6.9
nru,1998,6.8
nru,1999,6.6
nru,2000,6.5
nru,2001,6.4
nru,2002,6.3
nru,2003,6.2
nru,2004,6.2
nru,2005,6.1
nru,2006,6.1
nru,2007,6.1
nru,2008,6.1
nru,2009,6.1
nru,2010,6
nru,2011,6
nru,2012,5.9
nru,2013,5.8
nru,2014,5.7
nru,2015,5.7
nru,2016,5.6
nru,2017,5.5
nru,2018,5.4
nru,2019,5.3
nru,2020,5.2
nzl,1990,5
nzl,1991,4.7
nzl,1992,4.5
nzl,1993,4.4
nzl,1994,4.3
nzl,1995,4.3
nzl,1996,4.2
nzl,1997,4
nzl,1998,3.9
nzl,1999,3.7
nzl,2000,3.6
nzl,2001,3.5
nzl,2002,3.4
nzl,2003,3.3
nzl,2004,3.3
nzl,2005,3.2
nzl,2006,3.2
nzl,2007,3.1
nzl,2008,3
nzl,2009,2.9
nzl,2010,2.8
nzl,2011,2.7
nzl,2012,2.6
nzl,2013,2.5
nzl,2014,2.3
nzl,2015,2.2
nzl,2016,2.1
nzl,2017,1.9
nzl,2018,1.9
nzl,2019,1.8
nzl,2020,1.7
omn,1990,4.7
omn,1991,4.5
omn,1992,4.3
omn,1993,4.2
omn,1994,4
omn,1995,3.8
omn,1996,3.7
omn,1997,3.6
omn,1998,3.5
omn,1999,3.4
omn,2000,3.3
omn,2001,3.2
omn,2002,3.1
omn,2003,3
omn,2004,3
omn,2005,2.9
omn,2006,2.9
omn,2007,2.9
omn,2008,2.9
omn,2009,2.9
omn,2010,2.8
omn,2011,2.8
omn,2012,2.8
omn,2013,2.8
omn,2014,2.8
omn,2015,2.8
omn,2016,2.8
omn,2017,2.8
omn,2018,2.8
omn,2019,2.8
omn,2020,2.8
pak,1990,10.4
pak,1991,10
pak,1992,9.7
pak,1993,9.2
pak,1994,8.8
pak,1995,8.4
pak,1996,8
pak,1997,7.7
pak,1998,7.3
pak,1999,7
pak,2000,6.6
pak,2001,6.3
pak,2002,6.1
pak,2003,6
pak,2004,6
pak,2005,7.9
pak,2006,6.5
pak,2007,6.8
pak,2008,7
pak,2009,7
pak,2010,6.9
pak,2011,6.8
pak,2012,6.7
pak,2013,6.5
pak,2014,6.3
pak,2015,6.1
pak,2016,6
pak,2017,5.8
pak,2018,5.6
pak,2019,5.5
pak,2020,5.3
pan,1990,4.6
pan,1991,4.7
pan,1992,4.8
pan,1993,4.9
pan,1994,4.9
pan,1995,4.9
pan,1996,4.7
pan,1997,4.6
pan,1998,4.4
pan,1999,4.3
pan,2000,4.1
pan,2001,4.1
pan,2002,4
pan,2003,4
pan,2004,4.1
pan,2005,4.2
pan,2006,4.4
pan,2007,4.8
pan,2008,5.1
pan,2009,5.4
pan,2010,5.5
pan,2011,5.4
pan,2012,5.3
pan,2013,5.1
pan,2014,4.8
pan,2015,4.5
pan,2016,4.2
pan,2017,4
pan,2018,3.8
pan,2019,3.7
pan,2020,3.6
per,1990,9.1
per,1991,8.8
per,1992,8.4
per,1993,8
per,1994,7.6
per,1995,7.2
per,1996,6.8
per,1997,6.4
per,1998,6
per,1999,5.6
per,2000,5.3
per,2001,5
per,2002,4.8
per,2003,4.5
per,2004,4.3
per,2005,4.1
per,2006,3.9
per,2007,3.7
per,2008,3.5
per,2009,3.4
per,2010,3.2
per,2011,3.1
per,2012,2.9
per,2013,2.8
per,2014,2.7
per,2015,2.7
per,2016,2.6
per,2017,2.5
per,2018,2.4
per,2019,2.4
per,2020,2.3
phl,1990,5.4
phl,1991,5.1
phl,1992,4.9
phl,1993,4.7
phl,1994,4.5
phl,1995,4.4
phl,1996,4.3
phl,1997,4.2
phl,1998,4.2
phl,1999,4.1
phl,2000,4.1
phl,2001,4
phl,2002,4
phl,2003,4
phl,2004,4
phl,2005,4
phl,2006,4
phl,2007,4.1
phl,2008,4.1
phl,2009,4.1
phl,2010,4.1
phl,2011,4
phl,2012,3.9
phl,2013,3.8
phl,2014,3.8
phl,2015,3.8
phl,2016,3.8
phl,2017,3.8
phl,2018,3.8
phl,2019,3.8
phl,2020,3.8
plw,1990,6.3
plw,1991,6.3
plw,1992,6.4
plw,1993,6.5
plw,1994,6.6
plw,1995,6.7
plw,1996,6.8
plw,1997,6.9
plw,1998,7
plw,1999,7.2
plw,2000,7.3
plw,2001,7.4
plw,2002,7.6
plw,2003,7.7
plw,2004,7.8
plw,2005,7.9
plw,2006,7.9
plw,2007,8
plw,2008,8
plw,2009,8.1
plw,2010,8.1
plw,2011,8.1
plw,2012,8.1
plw,2013,8.1
plw,2014,8
plw,2015,8
plw,2016,8
plw,2017,8
plw,2018,8
plw,2019,7.9
plw,2020,7.8
png,1990,9.5
png,1991,9.4
png,1992,9.3
png,1993,9.2
png,1994,9.1
png,1995,9
png,1996,8.9
png,1997,8.8
png,1998,10
png,1999,8.7
png,2000,8.6
png,2001,8.5
png,2002,8.4
png,2003,8.4
png,2004,8.3
png,2005,8.2
png,2006,8.1
png,2007,8
png,2008,7.9
png,2009,7.8
png,2010,7.7
png,2011,7.6
png,2012,7.5
png,2013,7.4
png,2014,7.3
png,2015,7.2
png,2016,7.1
png,2017,6.9
png,2018,6.8
png,2019,6.7
png,2020,6.6
pol,1990,3.5
pol,1991,3.4
pol,1992,3.4
pol,1993,3.3
pol,1994,3.2
pol,1995,3.1
pol,1996,3
pol,1997,3
pol,1998,2.9
pol,1999,2.8
pol,2000,2.7
pol,2001,2.6
pol,2002,2.5
pol,2003,2.4
pol,2004,2.4
pol,2005,2.3
pol,2006,2.4
pol,2007,2.4
pol,2008,2.4
pol,2009,2.4
pol,2010,2.4
pol,2011,2.3
pol,2012,2.2
pol,2013,2.1
pol,2014,2
pol,2015,2
pol,2016,1.9
pol,2017,1.8
pol,2018,1.8
pol,2019,1.8
pol,2020,1.7
prk,1990,6.6
prk,1991,7
prk,1992,7.4
prk,1993,7.9
prk,1994,8.4
prk,1995,8.7
prk,1996,8.9
prk,1997,8.9
prk,1998,8.7
prk,1999,8.3
prk,2000,7.8
prk,2001,7.2
prk,2002,6.7
prk,2003,6.2
prk,2004,5.8
prk,2005,5.6
prk,2006,5.6
prk,2007,5.6
prk,2008,5.5
prk,2009,5.4
prk,2010,5.3
prk,2011,5.1
prk,2012,4.9
prk,2013,4.7
prk,2014,4.6
prk,2015,4.4
prk,2016,4.3
prk,2017,4.2
prk,2018,4.1
prk,2019,4
prk,2020,3.9
prt,1990,4.7
prt,1991,4.7
prt,1992,4.6
prt,1993,4.4
prt,1994,4.2
prt,1995,4
prt,1996,3.9
prt,1997,3.7
prt,1998,3.6
prt,1999,3.3
prt,2000,3.1
prt,2001,2.9
prt,2002,2.7
prt,2003,2.5
prt,2004,2.3
prt,2005,2.2
prt,2006,2
prt,2007,1.9
prt,2008,1.7
prt,2009,1.6
prt,2010,1.5
prt,2011,1.4
prt,2012,1.3
prt,2013,1.2
prt,2014,1.1
prt,2015,1.1
prt,2016,1.1
prt,2017,1.1
prt,2018,1.1
prt,2019,1.1
prt,2020,1.1
pry,1990,6.8
pry,1991,6.7
pry,1992,6.6
pry,1993,6.5
pry,1994,6.4
pry,1995,6.3
pry,1996,6.2
pry,1997,6.1
pry,1998,6
pry,1999,5.9
pry,2000,5.9
pry,2001,5.8
pry,2002,5.7
pry,2003,5.7
pry,2004,5.6
pry,2005,5.5
pry,2006,5.4
pry,2007,5.4
pry,2008,5.3
pry,2009,5.2
pry,2010,5.1
pry,2011,5.1
pry,2012,5
pry,2013,4.9
pry,2014,4.8
pry,2015,4.7
pry,2016,4.7
pry,2017,4.6
pry,2018,4.5
pry,2019,4.4
pry,2020,4.3
pse,1990,5.3
pse,1991,4.9
pse,1992,4.8
pse,1993,4.7
pse,1994,4.6
pse,1995,4.8
pse,1996,4.5
pse,1997,4.4
pse,1998,4.3
pse,1999,4.3
pse,2000,4.2
pse,2001,4.2
pse,2002,4.1
pse,2003,4.1
pse,2004,4
pse,2005,4
pse,2006,3.9
pse,2007,3.8
pse,2008,3.8
pse,2009,3.7
pse,2010,3.7
pse,2011,3.7
pse,2012,3.6
pse,2013,3.6
pse,2014,5.2
pse,2015,3.5
pse,2016,3.4
pse,2017,3.4
pse,2018,3.7
pse,2019,3.3
pse,2020,3.3
qat,1990,3.7
qat,1991,3.6
qat,1992,3.6
qat,1993,3.5
qat,1994,3.4
qat,1995,3.4
qat,1996,3.4
qat,1997,3.3
qat,1998,3.4
qat,1999,3.4
qat,2000,3.5
qat,2001,3.7
qat,2002,3.8
qat,2003,4
qat,2004,4.1
qat,2005,4.1
qat,2006,4.1
qat,2007,4
qat,2008,3.8
qat,2009,3.6
qat,2010,3.4
qat,2011,3.1
qat,2012,2.9
qat,2013,2.7
qat,2014,2.5
qat,2015,2.3
qat,2016,2.2
qat,2017,2
qat,2018,1.9
qat,2019,1.7
qat,2020,1.6
rou,1990,3.6
rou,1991,3.4
rou,1992,3.3
rou,1993,3.3
rou,1994,3.3
rou,1995,3.3
rou,1996,3.3
rou,1997,3.3
rou,1998,3.3
rou,1999,3.1
rou,2000,2.9
rou,2001,2.7
rou,2002,2.7
rou,2003,2.8
rou,2004,3
rou,2005,3.1
rou,2006,3.3
rou,2007,3.4
rou,2008,3.4
rou,2009,3.2
rou,2010,2.8
rou,2011,2.5
rou,2012,2.3
rou,2013,2.2
rou,2014,2.2
rou,2015,2.2
rou,2016,2.2
rou,2017,2.2
rou,2018,2.1
rou,2019,2
rou,2020,1.9
rus,1990,5.6
rus,1991,5.9
rus,1992,6.4
rus,1993,7.1
rus,1994,7.5
rus,1995,8
rus,1996,7
rus,1997,6.9
rus,1998,7
rus,1999,7.1
rus,2000,7.1
rus,2001,7
rus,2002,6.6
rus,2003,6.2
rus,2004,5.9
rus,2005,5.8
rus,2006,5.6
rus,2007,5.3
rus,2008,5
rus,2009,4.7
rus,2010,4.4
rus,2011,4.2
rus,2012,4.1
rus,2013,3.9
rus,2014,3.8
rus,2015,3.5
rus,2016,3.3
rus,2017,3.1
rus,2018,2.9
rus,2019,2.8
rus,2020,2.9
rwa,1990,33.3
rwa,1991,35.1
rwa,1992,37.3
rwa,1993,39.6
rwa,1994,384.7
rwa,1995,43
rwa,1996,42.6
rwa,1997,39.9
rwa,1998,35.3
rwa,1999,29.9
rwa,2000,24.8
rwa,2001,20.6
rwa,2002,17.3
rwa,2003,14.8
rwa,2004,12.9
rwa,2005,11.4
rwa,2006,10.2
rwa,2007,9.2
rwa,2008,8.5
rwa,2009,7.9
rwa,2010,7.6
rwa,2011,7.3
rwa,2012,7.1
rwa,2013,6.8
rwa,2014,6.5
rwa,2015,6.1
rwa,2016,5.6
rwa,2017,5.1
rwa,2018,4.7
rwa,2019,4.2
rwa,2020,3.9
sau,1990,7.5
sau,1991,7.4
sau,1992,7.3
sau,1993,7.1
sau,1994,7
sau,1995,6.9
sau,1996,6.7
sau,1997,6.6
sau,1998,6.5
sau,1999,6.4
sau,2000,6.3
sau,2001,6.2
sau,2002,6.1
sau,2003,6.1
sau,2004,6
sau,2005,6
sau,2006,5.9
sau,2007,5.8
sau,2008,5.7
sau,2009,5.7
sau,2010,5.6
sau,2011,5.5
sau,2012,5.3
sau,2013,5.2
sau,2014,5.1
sau,2015,5
sau,2016,4.9
sau,2017,4.8
sau,2018,4.7
sau,2019,4.6
sau,2020,4.5
sdn,1990,18.9
sdn,1991,18.7
sdn,1992,18.5
sdn,1993,18.2
sdn,1994,18
sdn,1995,17.7
sdn,1996,17.4
sdn,1997,17.1
sdn,1998,16.8
sdn,1999,16.4
sdn,2000,16.1
sdn,2001,15.7
sdn,2002,15.3
sdn,2003,15
sdn,2004,14.6
sdn,2005,14.3
sdn,2006,14
sdn,2007,13.7
sdn,2008,14.8
sdn,2009,13.1
sdn,2010,12.9
sdn,2011,12.6
sdn,2012,12.4
sdn,2013,12.2
sdn,2014,11.9
sdn,2015,11.7
sdn,2016,11.4
sdn,2017,11.2
sdn,2018,11
sdn,2019,10.8
sdn,2020,10.5
sen,1990,12.3
sen,1991,12.2
sen,1992,12.1
sen,1993,12
sen,1994,11.9
sen,1995,11.8
sen,1996,11.7
sen,1997,11.7
sen,1998,11.6
sen,1999,11.5
sen,2000,11.4
sen,2001,11.3
sen,2002,11.2
sen,2003,11
sen,2004,10.8
sen,2005,10.6
sen,2006,10.4
sen,2007,10.1
sen,2008,9.8
sen,2009,9.5
sen,2010,9.2
sen,2011,9
sen,2012,8.7
sen,2013,8.4
sen,2014,8.2
sen,2015,8
sen,2016,7.7
sen,2017,7.5
sen,2018,7.3
sen,2019,7.1
sen,2020,6.9
sgp,1990,2.4
sgp,1991,2.2
sgp,1992,2
sgp,1993,1.9
sgp,1994,1.8
sgp,1995,1.8
sgp,1996,1.7
sgp,1997,1.7
sgp,1998,1.6
sgp,1999,1.6
sgp,2000,1.6
sgp,2001,1.6
sgp,2002,1.5
sgp,2003,1.5
sgp,2004,1.4
sgp,2005,1.3
sgp,2006,1.3
sgp,2007,1.2
sgp,2008,1.1
sgp,2009,1.1
sgp,2010,1.1
sgp,2011,1
sgp,2012,1
sgp,2013,1
sgp,2014,1
sgp,2015,1
sgp,2016,1
sgp,2017,0.9
sgp,2018,0.9
sgp,2019,0.9
sgp,2020,0.9
slb,1990,6.1
slb,1991,6
slb,1992,5.9
slb,1993,5.8
slb,1994,5.8
slb,1995,5.7
slb,1996,5.6
slb,1997,5.6
slb,1998,5.5
slb,1999,5.5
slb,2000,5.4
slb,2001,5.4
slb,2002,5.4
slb,2003,5.3
slb,2004,5.3
slb,2005,5.3
slb,2006,5.2
slb,2007,5.2
slb,2008,5.1
slb,2009,5.1
slb,2010,5
slb,2011,4.9
slb,2012,4.8
slb,2013,4.8
slb,2014,4.7
slb,2015,4.6
slb,2016,4.5
slb,2017,4.4
slb,2018,4.4
slb,2019,4.3
slb,2020,4.2
sle,1990,27.4
sle,1991,26.9
sle,1992,26.4
sle,1993,25.9
sle,1994,25.2
sle,1995,27
sle,1996,24
sle,1997,23.1
sle,1998,22.3
sle,1999,21.9
sle,2000,21.9
sle,2001,22.1
sle,2002,22.5
sle,2003,23
sle,2004,23.4
sle,2005,23.7
sle,2006,23.8
sle,2007,23.7
sle,2008,23.4
sle,2009,23
sle,2010,22.6
sle,2011,22.3
sle,2012,22.1
sle,2013,22
sle,2014,21.8
sle,2015,21.4
sle,2016,20.8
sle,2017,20
sle,2018,19.2
sle,2019,18.5
sle,2020,18
slv,1990,10.3
slv,1991,7.8
slv,1992,7.4
slv,1993,7.4
slv,1994,7.7
slv,1995,8.2
slv,1996,8.3
slv,1997,8.2
slv,1998,7.8
slv,1999,7.4
slv,2000,7
slv,2001,6.6
slv,2002,6.5
slv,2003,6.6
slv,2004,6.9
slv,2005,7.2
slv,2006,7.4
slv,2007,7.5
slv,2008,7.5
slv,2009,7.4
slv,2010,7.2
slv,2011,6.9
slv,2012,6.7
slv,2013,6.9
slv,2014,7.5
slv,2015,8.2
slv,2016,8.2
slv,2017,7.6
slv,2018,6.5
slv,2019,5.4
slv,2020,4.5
smr,1990,3.8
smr,1991,3.5
smr,1992,3.3
smr,1993,3.1
smr,1994,2.9
smr,1995,2.7
smr,1996,2.6
smr,1997,2.4
smr,1998,2.3
smr,1999,2.2
smr,2000,2
smr,2001,1.9
smr,2002,1.8
smr,2003,1.8
smr,2004,1.7
smr,2005,1.6
smr,2006,1.5
smr,2007,1.5
smr,2008,1.4
smr,2009,1.3
smr,2010,1.3
smr,2011,1.2
smr,2012,1.2
smr,2013,1.2
smr,2014,1.1
smr,2015,1.1
smr,2016,1
smr,2017,1
smr,2018,1
smr,2019,1
smr,2020,0.9
som,1990,23.5
som,1991,23.2
som,1992,23
som,1993,22.9
som,1994,22.8
som,1995,22.8
som,1996,22.8
som,1997,22.8
som,1998,22.8
som,1999,22.8
som,2000,22.8
som,2001,22.8
som,2002,22.8
som,2003,22.8
som,2004,22.8
som,2005,22.8
som,2006,22.8
som,2007,22.6
som,2008,22.3
som,2009,21.8
som,2010,21.4
som,2011,21
som,2012,20.5
som,2013,20
som,2014,20.9
som,2015,19.2
som,2016,18.8
som,2017,18.4
som,2018,17.9
som,2019,17.6
som,2020,17.2
srb,1990,3
srb,1991,3.4
srb,1992,3.4
srb,1993,3
srb,1994,2.6
srb,1995,2.4
srb,1996,2.4
srb,1997,2.6
srb,1998,2.9
srb,1999,3
srb,2000,2.8
srb,2001,2.5
srb,2002,2.3
srb,2003,2.2
srb,2004,2.1
srb,2005,2.2
srb,2006,2.2
srb,2007,2.2
srb,2008,2
srb,2009,1.9
srb,2010,1.8
srb,2011,1.7
srb,2012,1.6
srb,2013,1.6
srb,2014,1.6
srb,2015,1.5
srb,2016,1.5
srb,2017,1.5
srb,2018,1.5
srb,2019,1.6
srb,2020,1.6
ssd,1990,29.6
ssd,1991,29.3
ssd,1992,28.8
ssd,1993,28.4
ssd,1994,27.8
ssd,1995,27.2
ssd,1996,26.6
ssd,1997,26
ssd,1998,25.3
ssd,1999,24.5
ssd,2000,23.7
ssd,2001,22.9
ssd,2002,22
ssd,2003,21.2
ssd,2004,20.5
ssd,2005,19.7
ssd,2006,19
ssd,2007,18.3
ssd,2008,17.7
ssd,2009,17.1
ssd,2010,16.5
ssd,2011,15.9
ssd,2012,15.6
ssd,2013,15.4
ssd,2014,15.4
ssd,2015,15.3
ssd,2016,15.3
ssd,2017,15.3
ssd,2018,15.3
ssd,2019,15.3
ssd,2020,15.3
stp,1990,10.2
stp,1991,9.8
stp,1992,9.5
stp,1993,9.3
stp,1994,8.9
stp,1995,8.7
stp,1996,8.4
stp,1997,8.2
stp,1998,8
stp,1999,7.8
stp,2000,7.7
stp,2001,7.5
stp,2002,7.4
stp,2003,7.3
stp,2004,7.2
stp,2005,7.2
stp,2006,7.1
stp,2007,7.1
stp,2008,7.1
stp,2009,7.2
stp,2010,7.2
stp,2011,7.3
stp,2012,7.4
stp,2013,7.3
stp,2014,7.2
stp,2015,7.1
stp,2016,6.9
stp,2017,6.6
stp,2018,6.5
stp,2019,6.2
stp,2020,6
sur,1990,5.8
sur,1991,6
sur,1992,6
sur,1993,6
sur,1994,5.8
sur,1995,5.5
sur,1996,5.2
sur,1997,5
sur,1998,4.8
sur,1999,4.6
sur,2000,4.5
sur,2001,4.5
sur,2002,4.4
sur,2003,4.4
sur,2004,4.4
sur,2005,4.5
sur,2006,4.6
sur,2007,4.6
sur,2008,4.7
sur,2009,4.7
sur,2010,4.7
sur,2011,4.6
sur,2012,4.5
sur,2013,4.5
sur,2014,4.5
sur,2015,4.5
sur,2016,4.5
sur,2017,4.6
sur,2018,4.7
sur,2019,4.8
sur,2020,4.9
svk,1990,2.9
svk,1991,2.8
svk,1992,2.8
svk,1993,2.7
svk,1994,2.7
svk,1995,2.6
svk,1996,2.6
svk,1997,2.5
svk,1998,2.4
svk,1999,2.4
svk,2000,2.3
svk,2001,2.3
svk,2002,2.2
svk,2003,2.2
svk,2004,2.1
svk,2005,2.1
svk,2006,2
svk,2007,2
svk,2008,2
svk,2009,2
svk,2010,1.9
svk,2011,1.9
svk,2012,1.9
svk,2013,1.9
svk,2014,1.8
svk,2015,1.8
svk,2016,1.8
svk,2017,1.8
svk,2018,1.8
svk,2019,1.8
svk,2020,1.8
svn,1990,3.3
svn,1991,3.3
svn,1992,3.3
svn,1993,3.3
svn,1994,3.3
svn,1995,3.3
svn,1996,3.2
svn,1997,3.1
svn,1998,3
svn,1999,2.9
svn,2000,2.8
svn,2001,2.7
svn,2002,2.6
svn,2003,2.5
svn,2004,2.4
svn,2005,2.3
svn,2006,2.2
svn,2007,2.1
svn,2008,2
svn,2009,1.8
svn,2010,1.7
svn,2011,1.6
svn,2012,1.6
svn,2013,1.5
svn,2014,1.4
svn,2015,1.4
svn,2016,1.3
svn,2017,1.3
svn,2018,1.2
svn,2019,1.2
svn,2020,1.1
swe,1990,2.3
swe,1991,2.1
swe,1992,1.9
swe,1993,1.8
swe,1994,1.7
swe,1995,1.7
swe,1996,1.6
swe,1997,1.6
swe,1998,1.6
swe,1999,1.6
swe,2000,1.6
swe,2001,1.7
swe,2002,1.7
swe,2003,1.7
swe,2004,1.6
swe,2005,1.6
swe,2006,1.5
swe,2007,1.5
swe,2008,1.4
swe,2009,1.4
swe,2010,1.3
swe,2011,1.3
swe,2012,1.2
swe,2013,1.2
swe,2014,1.2
swe,2015,1.2
swe,2016,1.2
swe,2017,1.2
swe,2018,1.2
swe,2019,1.2
swe,2020,1.2
swz,1990,11.6
swz,1991,11.2
swz,1992,10.9
swz,1993,10.6
swz,1994,10.3
swz,1995,10.1
swz,1996,9.9
swz,1997,9.7
swz,1998,9.6
swz,1999,9.5
swz,2000,9.4
swz,2001,9.3
swz,2002,9.3
swz,2003,9.3
swz,2004,9.3
swz,2005,9.3
swz,2006,9.4
swz,2007,9.4
swz,2008,9.4
swz,2009,9.5
swz,2010,9.5
swz,2011,9.6
swz,2012,9.6
swz,2013,9.6
swz,2014,9.5
swz,2015,9.4
swz,2016,9.3
swz,2017,9.1
swz,2018,9
swz,2019,8.8
swz,2020,8.6
syc,1990,2.9
syc,1991,3
syc,1992,3
syc,1993,3.1
syc,1994,3.2
syc,1995,3.3
syc,1996,3.4
syc,1997,3.5
syc,1998,3.5
syc,1999,3.6
syc,2000,3.6
syc,2001,3.6
syc,2002,3.6
syc,2003,3.6
syc,2004,3.6
syc,2005,3.6
syc,2006,3.6
syc,2007,3.6
syc,2008,3.6
syc,2009,3.7
syc,2010,3.8
syc,2011,4
syc,2012,4.2
syc,2013,4.4
syc,2014,4.7
syc,2015,5
syc,2016,5.4
syc,2017,5.7
syc,2018,5.8
syc,2019,5.8
syc,2020,5.7
syr,1990,8.5
syr,1991,8
syr,1992,7.6
syr,1993,7.2
syr,1994,6.7
syr,1995,6.2
syr,1996,5.7
syr,1997,5.2
syr,1998,4.6
syr,1999,4.1
syr,2000,3.6
syr,2001,3.2
syr,2002,2.9
syr,2003,2.7
syr,2004,2.6
syr,2005,2.7
syr,2006,2.8
syr,2007,2.8
syr,2008,2.9
