geo,time,ic_tax_othr_cp_zs
lbr,2012,2.4
lbr,2013,4.5
lbr,2014,4.5
lbr,2015,7
lbr,2016,4.8
lbr,2017,4.8
lbr,2018,4.8
lbr,2019,4.8
lby,2012,0.2
lby,2013,0.2
lby,2014,0.2
lby,2015,0.2
lby,2016,0.2
lby,2017,0.2
lby,2018,0.2
lby,2019,0.2
lca,2005,2.9
lca,2006,2.9
lca,2007,2.9
lca,2008,2.9
lca,2009,2.9
lca,2010,2.9
lca,2011,2.9
lca,2012,3.1
lca,2013,3.3
lca,2014,3.3
lca,2015,3.3
lca,2016,3.3
lca,2017,3.3
lca,2018,3.3
lca,2019,3.3
lie,2018,0
lie,2019,0
lka,2005,17.3
lka,2006,17.3
lka,2007,17.3
lka,2008,17.3
lka,2009,17.3
lka,2010,57.1
lka,2011,70.3
lka,2012,37.4
lka,2013,37.1
lka,2014,37.1
lka,2015,37.1
lka,2016,37.1
lka,2017,37.1
lka,2018,37.1
lka,2019,37.1
lso,2005,3
lso,2006,3
lso,2007,3
lso,2008,3.4
lso,2009,3.4
lso,2010,3.4
lso,2011,3.2
lso,2012,2.9
lso,2013,2.8
lso,2014,2.8
lso,2015,2.8
lso,2016,2.8
lso,2017,2.8
lso,2018,2.8
lso,2019,2.8
ltu,2005,10.3
ltu,2006,6
ltu,2007,2.1
ltu,2008,1.9
ltu,2009,1.9
ltu,2010,2.2
ltu,2011,2.2
ltu,2012,2
ltu,2013,1.7
ltu,2014,1.3
ltu,2015,1.5
ltu,2016,1.5
ltu,2017,1.6
ltu,2018,1.5
ltu,2019,1.5
lux,2006,0.5
lux,2007,0.5
lux,2008,0.5
lux,2009,0.5
lux,2010,0.5
lux,2011,0.5
lux,2012,0.5
lux,2013,0.4
lux,2014,0.4
lux,2015,0.4
lux,2016,0.4
lux,2017,0.8
lux,2018,0.8
lux,2019,0.8
lva,2005,2.3
lva,2006,2.3
lva,2007,2.3
lva,2008,2.7
lva,2009,3.8
lva,2010,3.8
lva,2011,3.7
lva,2012,3.7
lva,2013,2.9
lva,2014,2.9
lva,2015,3
lva,2016,3
lva,2017,3
lva,2018,3
lva,2019,3.1
mar,2005,1.5
mar,2006,1.5
mar,2007,1.5
mar,2008,1.5
mar,2009,1.8
mar,2010,1.8
mar,2011,1.8
mar,2012,1.8
mar,2013,1.1
mar,2014,1.4
mar,2015,1.4
mar,2016,1.4
mar,2017,1.4
mar,2018,1.4
mar,2019,1.4
mda,2005,0.2
mda,2006,0.2
mda,2007,0.2
mda,2008,0.2
mda,2009,0.2
mda,2010,0.2
mda,2011,0.2
mda,2012,0.2
mda,2013,0.2
mda,2014,0.2
mda,2015,0.2
mda,2016,0.3
mda,2017,0.3
mda,2018,0.3
mda,2019,0.3
mdg,2005,3.1
mdg,2006,2.7
mdg,2007,2.7
mdg,2008,2.7
mdg,2009,2.1
mdg,2010,2.1
mdg,2011,2.1
mdg,2012,1.5
mdg,2013,1.5
mdg,2014,1.5
mdg,2015,1.5
mdg,2016,1.5
mdg,2017,1.5
mdg,2018,1.5
mdg,2019,1.5
mdv,2005,9.3
mdv,2006,9.3
mdv,2007,9.3
mdv,2008,9.3
mdv,2009,9.3
mdv,2010,9.3
mdv,2011,9.3
mdv,2012,9.3
mdv,2013,9.2
mdv,2014,9.2
mdv,2015,9.2
mdv,2016,9.2
mdv,2017,9.2
mdv,2018,9.2
mdv,2019,9.2
mex,2013,0.9
mex,2014,0.9
mex,2015,0.9
mex,2016,0.9
mex,2017,0.9
mex,2018,0.9
mex,2019,0.9
mhl,2005,52.9
mhl,2006,52.9
mhl,2007,52.9
mhl,2008,52.9
mhl,2009,52.9
mhl,2010,52.9
mhl,2011,52.9
mhl,2012,52.9
mhl,2013,53
mhl,2014,53
mhl,2015,53
mhl,2016,53
mhl,2017,53
mhl,2018,53
mhl,2019,53
mkd,2005,2
mkd,2006,2
mkd,2007,2
mkd,2008,2
mkd,2009,2
mkd,2010,2
mkd,2011,2
mkd,2012,2
mkd,2013,1.9
mkd,2014,1.9
mkd,2015,1.9
mkd,2016,1.9
mkd,2017,1.9
mkd,2018,1.9
mkd,2019,1.9
mli,2005,5.6
mli,2006,5.6
mli,2007,5.6
mli,2008,5.6
mli,2009,5.6
mli,2010,5.6
mli,2011,5.6
mli,2012,5.6
mli,2013,3.9
mli,2014,3.9
mli,2015,3.9
mli,2016,3.9
mli,2017,3.9
mli,2018,3.9
mli,2019,3.9
mlt,2011,0.5
mlt,2012,0.5
mlt,2013,0.5
mlt,2014,0.5
mlt,2015,0.5
mlt,2016,0.5
mlt,2017,0.5
mlt,2018,0.5
mlt,2019,0.5
mmr,2012,6
mmr,2013,6
mmr,2014,6
mmr,2015,6
mmr,2016,4.8
mmr,2017,4.2
mmr,2018,4.2
mmr,2019,4.2
mne,2006,4.2
mne,2007,4.2
mne,2008,4.2
mne,2009,3.8
mne,2010,3.7
mne,2011,3.7
mne,2012,0.7
mne,2013,0.7
mne,2014,0.7
mne,2015,0.7
mne,2016,0.7
mne,2017,0.5
mne,2018,0.5
mne,2019,0.5
mng,2005,2.2
mng,2006,2.2
mng,2007,2.2
mng,2008,2.2
mng,2009,2
mng,2010,0.8
mng,2011,2
mng,2012,2
mng,2013,1.8
mng,2014,2
mng,2015,2
mng,2016,2
mng,2017,2
mng,2018,2
mng,2019,2
moz,2005,2.1
moz,2006,2.1
moz,2007,2.1
moz,2008,2.1
moz,2009,2.1
moz,2010,2.1
moz,2011,2.1
moz,2012,2.1
moz,2013,0.8
moz,2014,0.8
moz,2015,0.8
moz,2016,0.8
moz,2017,0.8
moz,2018,0.8
moz,2019,0.8
mrt,2005,77.1
mrt,2006,77.1
mrt,2007,77.1
mrt,2008,68.3
mrt,2009,68.3
mrt,2010,50.6
mrt,2011,50.6
mrt,2012,50.6
mrt,2013,48
mrt,2014,56.7
mrt,2015,56.7
mrt,2016,56.7
mrt,2017,56.7
mrt,2018,56.7
mrt,2019,56.7
mus,2005,7.3
mus,2006,7.3
mus,2007,7.3
mus,2008,7.3
mus,2009,7.3
mus,2010,7.3
mus,2011,7.3
mus,2012,7.3
mus,2013,6.7
mus,2014,6.7
mus,2015,3.7
mus,2016,3.7
mus,2017,3.7
mus,2018,3.7
mus,2019,3.7
mwi,2005,1.8
mwi,2006,1.8
mwi,2007,1.8
mwi,2008,1.8
mwi,2009,1.8
mwi,2010,1.8
mwi,2011,4.6
mwi,2012,4.6
mwi,2013,2.6
mwi,2014,2.6
mwi,2015,1.7
mwi,2016,1.7
mwi,2017,1.7
mwi,2018,1.7
mwi,2019,1.7
mys,2005,1.4
mys,2006,1.4
mys,2007,1.4
mys,2008,1.4
mys,2009,1.4
mys,2010,1.4
mys,2011,1.4
mys,2012,1.4
mys,2013,1.1
mys,2014,1.1
mys,2015,1
mys,2016,1
mys,2017,1
mys,2018,1
mys,2019,2.5
nam,2005,5.9
nam,2006,5.9
nam,2007,6
nam,2008,3.8
nam,2009,3.1
nam,2010,3.1
nam,2011,3.1
nam,2012,3.1
nam,2013,2.2
nam,2014,2.2
nam,2015,2.2
nam,2016,2.2
nam,2017,2.2
nam,2018,2.2
nam,2019,2.2
ner,2005,7.8
ner,2006,7.8
ner,2007,8
ner,2008,7.8
ner,2009,6.8
ner,2010,6.8
ner,2011,6.8
ner,2012,6.8
ner,2013,5.2
ner,2014,4.7
ner,2015,4.7
ner,2016,4.7
ner,2017,3.4
ner,2018,3.4
ner,2019,3.4
nga,2013,0.4
nga,2014,0.4
nga,2015,0.4
nga,2016,0.4
nga,2017,0.3
nga,2018,0.3
nga,2019,0.3
nic,2005,20.6
nic,2006,20.6
nic,2007,20.6
nic,2008,20.6
nic,2009,20.6
nic,2010,19.1
nic,2011,20.6
nic,2012,20.6
nic,2013,20.6
nic,2014,20.6
nic,2015,20.6
nic,2016,19.6
nic,2017,19.6
nic,2018,19.6
nic,2019,19.6
nld,2005,0.2
nld,2006,0.2
nld,2007,0.2
nld,2008,0.2
nld,2009,0.2
nld,2010,0.2
nld,2011,0.2
nld,2012,0.3
nld,2013,0.3
nld,2014,0.4
nld,2015,0.4
nld,2016,0.4
nld,2017,0.4
nld,2018,0.4
nld,2019,0.3
nor,2005,0
nor,2006,0
nor,2007,0
nor,2008,0
nor,2009,0
nor,2010,0
nor,2011,0
nor,2012,0
nor,2013,0
nor,2014,0
nor,2015,0
nor,2016,0
nor,2017,0
nor,2018,0.2
nor,2019,0.3
npl,2005,1.3
npl,2006,1.3
npl,2007,2.7
npl,2008,2.7
npl,2009,2.9
npl,2010,2.8
npl,2011,3
npl,2012,3
npl,2013,1
npl,2014,1
npl,2015,1.1
npl,2016,1.1
npl,2017,1.1
npl,2018,1.1
npl,2019,0.7
nzl,2005,1.1
nzl,2006,1.1
nzl,2007,1.1
nzl,2008,1.3
nzl,2009,1.4
nzl,2010,1.5
nzl,2011,1.7
nzl,2012,1.7
nzl,2013,1.4
nzl,2014,1.4
nzl,2015,1.6
nzl,2016,1.8
nzl,2017,1.8
nzl,2018,1.8
nzl,2019,1.9
omn,2005,0.1
omn,2006,0.1
omn,2007,0.1
omn,2008,0.1
omn,2009,0.1
omn,2010,0.1
omn,2011,0.1
omn,2012,0.1
omn,2013,0
omn,2014,0
omn,2015,0
omn,2016,0
omn,2017,0
omn,2018,0
omn,2019,0
pak,2013,1.1
pak,2014,1.1
pak,2015,1.1
pak,2016,1.1
pak,2017,1.1
pak,2018,1.1
pak,2019,1.1
pan,2005,10.8
pan,2006,10.8
pan,2007,10.8
pan,2008,9.5
pan,2009,9.5
pan,2010,9.5
pan,2011,9.4
pan,2012,9.4
pan,2013,4.8
pan,2014,4.8
pan,2015,4.8
pan,2016,4.8
pan,2017,4.8
pan,2018,4.8
pan,2019,4.8
per,2005,2.3
per,2006,2.2
per,2007,2.2
per,2008,2.2
per,2009,2.1
per,2010,3.2
per,2011,3.1
per,2012,2.8
per,2013,3.2
per,2014,3.2
per,2015,3.2
per,2016,3.2
per,2017,3.2
per,2018,3.2
per,2019,3.2
phl,2005,17.6
phl,2006,17.6
phl,2007,17.6
phl,2008,14.2
phl,2009,14.2
phl,2010,14.2
phl,2011,14.2
phl,2012,14.2
phl,2013,14
phl,2014,14
phl,2015,14
phl,2016,14
phl,2017,14
phl,2018,14
phl,2019,14
plw,2005,0
plw,2006,0
plw,2007,0
plw,2008,0
plw,2009,0
plw,2010,0
plw,2011,0
plw,2012,0
plw,2013,0
plw,2014,0.1
plw,2015,0.1
plw,2016,0.1
plw,2017,0.1
plw,2018,0.1
plw,2019,0.1
png,2005,8.3
png,2006,8.3
png,2007,8.3
png,2008,8.3
png,2009,8.3
png,2010,8.3
png,2011,8.3
png,2012,8.3
png,2013,4.4
png,2014,4.4
png,2015,4.4
png,2016,4.4
png,2017,4.4
png,2018,4.4
png,2019,4.4
pol,2005,1.3
pol,2006,1.3
pol,2007,1.3
pol,2008,1.3
pol,2009,1.3
pol,2010,1.4
pol,2011,1.4
pol,2012,1.5
pol,2013,0.9
pol,2014,1
pol,2015,1
pol,2016,1
pol,2017,1
pol,2018,1
pol,2019,1
pri,2005,15.2
pri,2006,15.2
pri,2007,15.2
pri,2008,20.1
pri,2009,20.1
pri,2010,20.3
pri,2011,20.5
pri,2012,20.4
pri,2013,20.2
pri,2014,20.2
pri,2015,26.4
pri,2016,20.2
pri,2017,20.2
pri,2018,20.2
pri,2019,20.2
prt,2005,1.7
prt,2006,1.7
prt,2007,1.2
prt,2008,1.3
prt,2009,1.1
prt,2010,0.7
prt,2011,0.7
prt,2012,0.7
prt,2013,0.5
prt,2014,0.5
prt,2015,0.5
prt,2016,0.5
prt,2017,0.5
prt,2018,0.5
prt,2019,0.5
pry,2005,6.7
pry,2006,6.7
pry,2007,6.7
pry,2008,6.7
pry,2009,6.7
pry,2010,6.7
pry,2011,6.7
pry,2012,6.7
pry,2013,6.7
pry,2014,6.7
pry,2015,6.7
pry,2016,6.7
pry,2017,6.7
pry,2018,6.7
pry,2019,6.7
pse,2005,0.5
pse,2006,0.5
pse,2007,0.3
pse,2008,0.3
pse,2009,0.3
pse,2010,0.3
pse,2011,0.3
pse,2012,0.3
pse,2013,0.3
pse,2014,0.3
pse,2015,0.3
pse,2016,0.3
pse,2017,0.3
pse,2018,0.3
pse,2019,0.3
qat,2007,0
qat,2008,0
qat,2009,0
qat,2010,0
qat,2011,0
qat,2012,0
qat,2013,0
qat,2014,0
qat,2015,0
qat,2016,0
qat,2017,0
qat,2018,0
qat,2019,0
rou,2005,1
rou,2006,1
rou,2007,1
rou,2008,1
rou,2009,1.1
rou,2010,1.1
rou,2011,1.1
rou,2012,1.2
rou,2013,1
rou,2014,1
rou,2015,1
rou,2016,1.9
rou,2017,1.9
rou,2018,1.9
rou,2019,1
rus,2013,5
rus,2014,5.1
rus,2015,2.5
rus,2016,2.5
rus,2017,2.5
rus,2018,2.5
rus,2019,2.2
rwa,2005,7.5
rwa,2006,7.5
rwa,2007,7.5
rwa,2008,7.5
rwa,2009,3.9
rwa,2010,3.9
rwa,2011,3.9
rwa,2012,3.6
rwa,2013,1.5
rwa,2014,1.5
rwa,2015,1.5
rwa,2016,1.5
rwa,2017,1.5
rwa,2018,1.5
rwa,2019,1.5
sau,2005,0
sau,2006,0
sau,2007,0
sau,2008,0
sau,2009,0
sau,2010,0
sau,2011,0
sau,2012,0
sau,2013,0
sau,2014,0
sau,2015,0
sau,2016,0
sau,2017,0
sau,2018,0
sau,2019,0
sdn,2005,3.1
sdn,2006,3.1
sdn,2007,3.1
sdn,2008,3.1
sdn,2009,3.1
sdn,2010,3.1
sdn,2011,3.1
sdn,2012,3.1
sdn,2013,14.7
sdn,2014,14.7
sdn,2015,14.7
sdn,2016,14.7
sdn,2017,14.7
sdn,2018,14.7
sdn,2019,14.7
sen,2005,6.5
sen,2006,6.5
sen,2007,6.5
sen,2008,6.5
sen,2009,6.5
sen,2010,6.5
sen,2011,6.5
sen,2012,6.5
sen,2013,5.5
sen,2014,5.3
sen,2015,5.3
sen,2016,5.3
sen,2017,5.3
sen,2018,5.3
sen,2019,5
sgp,2005,1.8
sgp,2006,1.8
sgp,2007,1.8
sgp,2008,1.8
sgp,2009,1.6
sgp,2010,1.6
sgp,2011,1.6
sgp,2012,1.6
sgp,2013,1.6
sgp,2014,1.1
sgp,2015,1.1
sgp,2016,1.1
sgp,2017,1.1
sgp,2018,1.1
sgp,2019,1.1
slb,2005,3
slb,2006,3
slb,2007,3
slb,2008,3
slb,2009,3
slb,2010,3.1
slb,2011,3.1
slb,2012,1.8
slb,2013,0.3
slb,2014,0.3
slb,2015,0.3
slb,2016,0.3
slb,2017,0.3
slb,2018,0.3
slb,2019,0.3
sle,2005,260.7
sle,2006,260.7
sle,2007,223.9
sle,2008,223.9
sle,2009,223.9
sle,2010,223.9
sle,2011,2.9
sle,2012,2.9
sle,2013,1
sle,2014,1
sle,2015,1
sle,2016,1
sle,2017,1
sle,2018,1
sle,2019,1
slv,2005,0.4
slv,2006,0.4
slv,2007,0.4
slv,2008,0.4
slv,2009,0.5
slv,2010,0.5
slv,2011,0.5
slv,2012,0.5
slv,2013,1.4
slv,2014,1.4
slv,2015,1.4
slv,2016,1.4
slv,2017,1.4
slv,2018,1.4
slv,2019,1.4
smr,2012,0.3
smr,2013,0.3
smr,2014,0.3
smr,2015,0.3
smr,2016,0.3
smr,2017,0.3
smr,2018,0.3
smr,2019,0.3
srb,2005,4
srb,2006,4
srb,2007,4
srb,2008,2.2
srb,2009,2.3
srb,2010,2.3
srb,2011,2.3
srb,2012,2.3
srb,2013,2.3
srb,2014,2.3
srb,2015,3.5
srb,2016,3.5
srb,2017,3.5
srb,2018,3.4
srb,2019,3.4
ssd,2012,2.5
ssd,2013,3
ssd,2014,3
ssd,2015,3
ssd,2016,3
ssd,2017,3
ssd,2018,3
ssd,2019,3
stp,2005,12
stp,2006,12.4
stp,2007,12.4
stp,2008,12.4
stp,2009,12.4
stp,2010,12.4
stp,2011,11.4
stp,2012,11.4
stp,2013,11.4
stp,2014,10.7
stp,2015,10.7
stp,2016,10.8
stp,2017,10.8
stp,2018,10.8
stp,2019,10.8
sur,2005,0
sur,2006,0
sur,2007,0
sur,2008,0
sur,2009,0
sur,2010,0
sur,2011,0
sur,2012,0
sur,2013,0
sur,2014,0
sur,2015,0
sur,2016,0
sur,2017,0
sur,2018,0
sur,2019,0
svk,2005,2.2
svk,2006,0.4
svk,2007,0.4
svk,2008,0.4
svk,2009,0.4
svk,2010,1.2
svk,2011,0.4
svk,2012,1.7
svk,2013,1.3
svk,2014,1.3
svk,2015,1.3
svk,2016,0.9
svk,2017,0.9
svk,2018,0.9
svk,2019,0.9
svn,2005,1.8
svn,2006,1.8
svn,2007,1.8
svn,2008,0.2
svn,2009,0.2
svn,2010,0.2
svn,2011,0.2
svn,2012,0.2
svn,2013,0.2
svn,2014,0.2
svn,2015,0.2
svn,2016,0.2
svn,2017,0.2
svn,2018,0.2
svn,2019,0.2
swe,2005,0.6
swe,2006,0.6
swe,2007,0.6
swe,2008,0.6
swe,2009,0.6
swe,2010,0.6
swe,2011,0.6
swe,2012,0.6
swe,2013,0.6
swe,2014,0.6
swe,2015,0.6
swe,2016,0.6
swe,2017,0.6
swe,2018,0.6
swe,2019,0.6
swz,2005,4.5
swz,2006,4.5
swz,2007,4.5
swz,2008,4.5
swz,2009,4.5
swz,2010,4.7
swz,2011,4.2
swz,2012,4.7
swz,2013,4.1
swz,2014,4.1
swz,2015,4.1
swz,2016,4.1
swz,2017,4.1
swz,2018,4.1
swz,2019,4.1
syc,2005,0.5
syc,2006,0.5
syc,2007,0.5
syc,2008,0.5
syc,2009,0.7
syc,2010,0.6
syc,2011,0.6
syc,2012,0.6
syc,2013,0.3
syc,2014,9.1
syc,2015,9.1
syc,2016,9.1
syc,2017,9.1
syc,2018,9.1
syc,2019,9.1
syr,2005,0.6
syr,2006,0.6
syr,2007,0.6
syr,2008,0.6
syr,2009,0.6
syr,2010,0.6
syr,2011,0.6
syr,2012,0.6
syr,2013,0.6
syr,2014,0.4
syr,2015,0.4
syr,2016,0.4
syr,2017,0.4
syr,2018,0.4
syr,2019,0.4
tcd,2005,18.8
tcd,2006,18.8
tcd,2007,18.8
tcd,2008,16.1
tcd,2009,16.1
tcd,2010,16.1
tcd,2011,16.1
tcd,2012,16
tcd,2013,12.7
tcd,2014,3.8
tcd,2015,3.8
tcd,2016,3.8
tcd,2017,3.8
tcd,2018,3.8
tcd,2019,3.8
tgo,2005,13.2
tgo,2006,13.2
tgo,2007,13.3
tgo,2008,13.3
tgo,2009,12.9
tgo,2010,12.9
tgo,2011,12.9
tgo,2012,12.9
tgo,2013,12.3
tgo,2014,14.9
tgo,2015,14.7
tgo,2016,14.7
tgo,2017,14.7
tgo,2018,14.7
tgo,2019,14.7
tha,2005,1.7
tha,2006,1.7
tha,2007,1.7
tha,2008,1.9
tha,2009,0.7
tha,2010,0.7
tha,2011,0.7
tha,2012,1.9
tha,2013,1.9
tha,2014,1.9
tha,2015,1.9
tha,2016,1.9
tha,2017,0.7
tha,2018,1.9
tha,2019,1.9
tjk,2005,34
tjk,2006,34
tjk,2007,34.1
tjk,2008,37.6
tjk,2009,37.7
tjk,2010,37.8
tjk,2011,56
tjk,2012,56
tjk,2013,52.4
tjk,2014,35.6
tjk,2015,35.6
tjk,2016,19.9
tjk,2017,20.2
tjk,2018,21.1
tjk,2019,21.1
tls,2005,18.1
tls,2006,18.1
tls,2007,18.1
tls,2008,0.4
tls,2009,0
tls,2010,0
tls,2011,0
tls,2012,0
tls,2013,0
tls,2014,0
tls,2015,0
tls,2016,0
tls,2017,0
tls,2018,0
tls,2019,0
ton,2005,1.1
ton,2006,1.1
ton,2007,1.1
ton,2008,1.1
ton,2009,1.1
ton,2010,1.1
ton,2011,1.1
ton,2012,1.1
ton,2013,0.7
ton,2014,0.6
ton,2015,0.7
ton,2016,0.7
ton,2017,0.7
ton,2018,0.7
ton,2019,0.7
tto,2005,5.8
tto,2006,5.8
tto,2007,5.8
tto,2008,5.8
tto,2009,5.8
tto,2010,5.8
tto,2011,1.8
tto,2012,1.8
tto,2013,1.8
tto,2014,1.8
tto,2015,1.8
tto,2016,1.8
tto,2017,5.3
tto,2018,5.3
tto,2019,5.3
tun,2005,21.8
tun,2006,21.8
tun,2007,21.8
tun,2008,21.8
tun,2009,21.8
tun,2010,21.8
tun,2011,21.8
tun,2012,21.8
tun,2013,21.8
tun,2014,21.8
tun,2015,21.8
tun,2016,21.8
tun,2017,21.8
tun,2018,21.8
tun,2019,21.8
tur,2005,2.2
tur,2006,2.2
tur,2007,2.3
tur,2008,2.3
tur,2009,2.4
tur,2010,2.4
tur,2011,2.6
tur,2012,2.6
tur,2013,2.2
tur,2014,2.4
tur,2015,2.4
tur,2016,2.4
tur,2017,2.4
tur,2018,2.5
tur,2019,2.5
tza,2005,5.5
tza,2006,5.5
tza,2007,5.5
tza,2008,6.3
tza,2009,6.1
tza,2010,6.1
tza,2011,6.4
tza,2012,6.4
tza,2013,5.6
tza,2014,6.2
tza,2015,6.2
tza,2016,5.6
tza,2017,5.6
tza,2018,5.7
tza,2019,5.4
uga,2005,2.3
uga,2006,2.3
uga,2007,4.5
uga,2008,0.5
uga,2009,0.1
uga,2010,0.2
uga,2011,0.2
uga,2012,0.2
uga,2013,0.1
uga,2014,0.1
uga,2015,0.1
uga,2016,0.1
uga,2017,0.1
uga,2018,0.1
uga,2019,0.1
ukr,2005,0.7
ukr,2006,0.7
ukr,2007,0.7
ukr,2008,1.7
ukr,2009,1.7
ukr,2010,1.8
ukr,2011,1.6
ukr,2012,0.7
ukr,2013,0.1
ukr,2014,0.1
ukr,2015,0.1
ukr,2016,0.5
ukr,2017,1.1
ukr,2018,1.1
ukr,2019,1.1
ury,2005,46.7
ury,2006,46.7
ury,2007,46.7
ury,2008,3.3
ury,2009,2.7
ury,2010,2.7
ury,2011,2.7
ury,2012,2.7
ury,2013,2.6
ury,2014,2.6
ury,2015,2.6
ury,2016,2.6
ury,2017,2.6
ury,2018,2.6
ury,2019,2.6
usa,2013,5.9
usa,2014,6
usa,2015,6
usa,2016,6.1
usa,2017,6.1
usa,2018,6.1
usa,2019,6.1
uzb,2005,59.5
uzb,2006,77.2
uzb,2007,60
uzb,2008,60.7
uzb,2009,66
uzb,2010,67
uzb,2011,68.2
uzb,2012,69.4
uzb,2013,63.5
uzb,2014,1.9
uzb,2015,1.5
uzb,2016,1.7
uzb,2017,1.9
uzb,2018,2.2
uzb,2019,2.5
vct,2005,3.4
vct,2006,3.4
vct,2007,3.4
vct,2008,3.4
vct,2009,3.4
vct,2010,3.4
vct,2011,3.4
vct,2012,3.4
vct,2013,3.3
vct,2014,3.3
vct,2015,3.3
vct,2016,3.3
vct,2017,3.3
vct,2018,3.3
vct,2019,3.3
ven,2005,18.1
ven,2006,18.1
ven,2007,23.5
ven,2008,26.9
ven,2009,33.3
ven,2010,23.2
ven,2011,37.2
ven,2012,37.1
ven,2013,37.1
ven,2014,37.1
ven,2015,37.1
ven,2016,37.1
ven,2017,42.6
ven,2018,42.6
ven,2019,45.7
vnm,2005,0.2
vnm,2006,0.2
vnm,2007,0.2
vnm,2008,0.2
vnm,2009,0.3
vnm,2010,0.3
vnm,2011,0.2
vnm,2012,0.3
vnm,2013,0.2
vnm,2014,0.2
vnm,2015,0.2
vnm,2016,0.1
vnm,2017,0.1
vnm,2018,0.1
vnm,2019,0.1
vut,2005,3.9
vut,2006,3.9
vut,2007,3.9
vut,2008,3.9
vut,2009,3.9
vut,2010,3.9
vut,2011,3.9
vut,2012,3.9
vut,2013,4
vut,2014,4
vut,2015,4
vut,2016,4
vut,2017,4
vut,2018,4
vut,2019,4
wsm,2005,0
wsm,2006,0
wsm,2007,0
wsm,2008,0
wsm,2009,0
wsm,2010,0
wsm,2011,0
wsm,2012,0
wsm,2013,0
wsm,2014,0
wsm,2015,0
wsm,2016,0
wsm,2017,0
wsm,2018,0
wsm,2019,0
yem,2005,150.5
yem,2006,3.2
yem,2007,3.2
yem,2008,3.2
yem,2009,3.2
yem,2010,3.2
yem,2011,3.4
yem,2012,2.2
yem,2013,1.6
yem,2014,1.6
yem,2015,1.6
yem,2016,1.6
yem,2017,1.6
yem,2018,1.6
yem,2019,1.6
zaf,2005,8.2
zaf,2006,8.4
zaf,2007,7.8
zaf,2008,6.6
zaf,2009,2.7
zaf,2010,3
zaf,2011,3.7
zaf,2012,4.1
zaf,2013,3.2
zaf,2014,3.2
zaf,2015,3.1
zaf,2016,3.2
zaf,2017,3.2
zaf,2018,3.3
zaf,2019,3.4
zmb,2005,2.7
zmb,2006,2.7
zmb,2007,2.3
zmb,2008,2.3
zmb,2009,2.3
zmb,2010,2.3
zmb,2011,2.3
zmb,2012,3.6
zmb,2013,3.1
zmb,2014,3.1
zmb,2015,6.2
zmb,2016,6.2
zmb,2017,3.1
zmb,2018,3.1
zmb,2019,3.1
zwe,2005,9.1
zwe,2006,9.1
zwe,2007,36.8
zwe,2008,56.8
zwe,2009,8.5
zwe,2010,8.5
zwe,2011,8.5
zwe,2012,8.5
zwe,2013,9.4
zwe,2014,8.3
zwe,2015,8.3
zwe,2016,8.3
zwe,2017,8.3
zwe,2018,8.3
zwe,2019,8.3
