geo,time,bn_gsr_mrch_cd
che,1987,-6016664524.4575
che,1988,-5194423563.17912
che,1989,-4350558116.66183
che,1990,-6430393060.78622
che,1991,-3883636632.24448
che,1992,293019315.16088
che,1993,2088893010.36579
che,1994,3993717592.95309
che,1995,4136625917.94147
che,1996,2719243690.58503
che,1997,3714424980.14728
che,1998,1655017067.51359
che,1999,1750575170.42611
che,2000,1489695383.24964
che,2001,1276007134.73781
che,2002,6739649989.82926
che,2003,7819829378.62718
che,2004,20424407623.5692
che,2005,11821955585.745
che,2006,16234123135.6604
che,2007,26172324521.6861
che,2008,31585902557.8786
che,2009,18298723017.2434
che,2010,42657476027.38129
che,2011,39227142651.7116
che,2012,47292889810.34689
che,2013,60341205915.7463
che,2014,64917243127.0207
che,2015,63528933242.7077
che,2016,61669447520.7994
che,2017,64516947759.3602
che,2018,72484306612.6167
che,2019,71216365607.6629
che,2020,62091277296.3015
chl,1975,70000000
chl,1976,643000000
chl,1977,35000000
chl,1978,-426000000
chl,1979,-355000000
chl,1980,-764000000
chl,1981,-2677000000
chl,1982,63000000
chl,1983,986000000
chl,1984,362000000
chl,1985,883700000
chl,1986,1092100000
chl,1987,1308700000
chl,1988,2209800000
chl,1989,1483200000
chl,1990,1283500000
chl,1991,1485100000
chl,1992,722000000
chl,1993,-989800000
chl,1994,732000000
chl,1995,1381000000
chl,1996,-997349196.45
chl,1997,-1352262336.61
chl,1998,-1965893789.68
chl,1999,2480158433.72
chl,2000,2181077166.01
chl,2001,1915250806.64001
chl,2002,2435596068.35597
chl,2003,3783010736.19102
chl,2004,10161232087.6399
chl,2005,11300419677.7272
chl,2006,22897166104.7815
chl,2007,24083102890.7981
chl,2008,6054693481.44524
chl,2009,15320813003.1635
chl,2010,15892503124.2239
chl,2011,10772312579.0077
chl,2012,2608357193.14467
chl,2013,2015435352.80011
chl,2014,6465848390.3804
chl,2015,3426124445.20139
chl,2016,4863598762.9933
chl,2017,7350927834.09633
chl,2018,4210864648.27784
chl,2019,2952607837.95555
chl,2020,18368868004.813
chn,1982,4249000000
chn,1983,1990000000
chn,1984,14000000
chn,1985,-13123000000
chn,1986,-9140000000
chn,1987,-1661000000
chn,1988,-5315000000
chn,1989,-5620000000
chn,1990,9165000000
chn,1991,8743000000
chn,1992,5183000000
chn,1993,-10654000000
chn,1994,7290000000
chn,1995,18050110000
chn,1996,19535000000
chn,1997,13552000000
chn,1998,8662000000
chn,1999,-3342000000
chn,2000,-13565524000
chn,2001,-22568000000
chn,2002,-18020418974.554
chn,2003,33689172314.978
chn,2004,44895552672.967
chn,2005,130128746434.245
chn,2006,215686120289.52496
chn,2007,302846264377.35303
chn,2008,344467617306.54303
chn,2009,235476707260.086
chn,2010,238086469487.91199
chn,2011,228700752633.92401
chn,2012,311569753155.17999
chn,2013,358981297739.86902
chn,2014,435041621802.11298
chn,2015,576191072365.71301
chn,2016,488882999359.09894
chn,2017,475941413133.88
chn,2018,380073518632
chn,2019,392993328222.90698
chn,2020,515000211119.54999
civ,2005,2493187577.70666
civ,2006,3155408007.27522
civ,2007,2614477656.76937
civ,2008,3382826559.42073
civ,2009,4273884037.7171
civ,2010,3625123239.79394
civ,2011,5976343536.61362
civ,2012,3066533815.86356
civ,2013,2994983236.03402
civ,2014,3878084413.25094
civ,2015,3169812031.4054
civ,2016,3067507603.36059
civ,2017,3374301119.1908
civ,2018,2202675811.06152
civ,2019,3151326457.31979
civ,2020,2982160383.84854
cmr,1977,89873120.19391
cmr,1978,144334829.00126
cmr,1979,83348359.12669
cmr,1980,37201895.77535
cmr,1981,41769180.1721
cmr,1982,140319910.59597
cmr,1983,141471542.73417
cmr,1984,524216742.60745
cmr,1985,490425470.79812
cmr,1986,442470077.54486
cmr,1987,253879259.78229
cmr,1988,620450243.86084
cmr,1989,717034636.30003
cmr,1990,695315767.50098
cmr,1991,850245040.12608
cmr,1992,892660820.35782
cmr,1993,502396892.45376
cmr,1994,401887811.37105
cmr,1995,626887682.62662
cmr,1996,761603262.82186
cmr,1997,582213177.69309
cmr,1998,375718846.10833
cmr,1999,414178128.5607
cmr,2000,502219084.45876
cmr,2001,90074013.89584
cmr,2002,164318619.92269
cmr,2003,269911527.34216
cmr,2004,236058642.42155
cmr,2005,381807125.80518
cmr,2006,681071109.54098
cmr,2007,735737969.15311
cmr,2008,485706232.90546
cmr,2009,-208633578.80464
cmr,2010,-312938147.87656
cmr,2011,-580330604.85382
cmr,2012,-274087283.7338
cmr,2013,-197337392.87248
cmr,2014,-449411049.86945
cmr,2015,-372117129.53364
cmr,2016,-237187808.18025
cmr,2017,-226754997.76163
cmr,2018,-533026892.16296
cmr,2019,-736827765.06177
cmr,2020,-679366093.87932
cod,2005,-287600000
cod,2006,-186900000
cod,2007,890700000
cod,2008,144000000
cod,2009,-578000000
cod,2010,435400000
cod,2011,556300000
cod,2012,66131256.06657
cod,2013,804526919.37822
cod,2014,-385097173.9188
cod,2015,-289835894.46654
cod,2016,-263265266.74125
cod,2017,208152922.61333
cod,2018,994156826.41932
cod,2019,399631950.43944
cod,2020,1923441762.62333
cog,1978,26132713.74333
cog,1979,132713340.46844
cog,1980,365402132.01635
cog,1981,269107603.53168
cog,1982,444681130.68394
cog,1983,416660066.73378
cog,1984,650785357.59873
cog,1985,514691882.46536
cog,1986,160231169.69841
cog,1987,456776369.9134
cog,1988,320471951.71539
cog,1989,628510293.68784
cog,1990,875985476.4618
cog,1991,613242691.32749
cog,1992,740483836.08487
cog,1993,619078976.85326
cog,1994,346178628.35798
cog,1995,632431123.92869
cog,1996,1067691144.98984
cog,1997,1012660639.73309
cog,1998,809361070.82682
cog,1999,1037435277.76676
cog,2000,2036508872.65747
cog,2001,1373929186.92036
cog,2002,1597661185.98533
cog,2003,1805401640.31163
cog,2004,2464201084.47301
cog,2005,3439828593.68698
cog,2006,4062230210.43731
cog,2007,2051022594.74979
cog,2008,4807446927.58041
cog,2009,2128418422.29954
cog,2010,4561188792.54282
cog,2011,6739251675.49118
cog,2012,5883563847.57727
cog,2013,4638739426.55083
cog,2014,3464203479.4362
cog,2015,-1108948425.32019
cog,2016,-715359452.29223
col,1968,-10000000.00058
col,1969,23999999.99942
col,1970,-14000000.00103
col,1971,-148345679.9971
col,1972,128999400
col,1973,279840370.00318
col,1974,-16854800.00215
col,1975,268242100
col,1976,547877719.99949
col,1977,690305759.99805
col,1978,603240000
col,1979,463216000
col,1980,-297110710.00024
col,1981,-1572367360
col,1982,-2243789480.00031
col,1983,-1494000000
col,1984,246000000
col,1985,-23000000
col,1986,1922000000
col,1987,1868000000
col,1988,827000000
col,1989,1474000000
col,1990,1971000000
col,1991,2959000000
col,1992,1234100000
col,1993,-1657200000
col,1994,-2222771377.69726
col,1995,-2535577465.1448
col,1996,-2068231472.55539
col,1997,-2578100548.61148
col,1998,-2418093033.19148
col,1999,1800049007.21231
col,2000,2702195628.92664
col,2001,630741235.10129
col,2002,342589385.24118
col,2003,602819355.03508
col,2004,1356442845.83472
col,2005,1614296442.73739
col,2006,356227892.28737
col,2007,-560519605.49881
col,2008,964580573.57818
col,2009,2549259679.01613
col,2010,2356082726.1809
col,2011,6136645906.33327
col,2012,4955574179.64304
col,2013,3179224324.22304
col,2014,-4640595462.4342
col,2015,-13478638990.2286
col,2016,-9175715828.45894
col,2017,-4284562802.34673
col,2018,-6393954919.21472
col,2019,-9862769301.38887
col,2020,-8869788062.21141
col,2021,-13984268088.0927
com,1980,-11184328.83606
com,1981,-8467991.01506
com,1982,-5520331.26869
com,1983,-9331795.01036
com,1984,-25600009.48868
com,1985,-12531742.37804
com,1986,-8174922.69371
com,1987,-32552055.64043
com,1988,-22810469.0348
com,1989,-17601572.09264
com,1990,-27293514.61945
com,1991,-29244480.20592
com,1992,-36843161.03078
com,1993,-27955908.20747
com,1994,-34157157.23567
com,1995,-42181650.31373
com,2003,-34932614.66435
com,2004,-57468514.45863
com,2005,-78208337.5459
com,2006,-87509745.22451
com,2007,-111536231.84855
com,2008,-166743972.12142
com,2009,-151284339.50967
com,2010,-154915373.82034
com,2011,-173909533.2977
com,2012,-198323081.06436
com,2014,-214777732.1585
com,2015,-168347810.35138
com,2016,-153372569.96058
com,2017,-171193391.46376
com,2018,-203634216.66422
com,2019,-199922419.99181
com,2020,-217152485.73229
cpv,1977,-43837115.86641
cpv,1978,-55674880.10973
cpv,1979,-67122592.36682
cpv,1980,-70850178.07722
cpv,1981,-79643218.97154
cpv,1982,-92736161.94107
cpv,1983,-101287795.12574
cpv,1984,-75540261.25804
cpv,1985,-80614052.63857
cpv,1986,-81930336.609
cpv,1987,-72105153.00314
cpv,1988,-86952926.07625
cpv,1989,-89865507.08158
cpv,1990,-101733604.95778
cpv,1991,-115361605.78831
cpv,1992,-156875758.84177
cpv,1993,-144484789.62282
cpv,1994,-182983972.5651
cpv,1995,-219130248.0916
cpv,1996,-186818694.74813
cpv,1997,-173431617.35771
cpv,1998,-188700862.1873
cpv,1999,-213501743.18358
cpv,2000,-191734023.07033
cpv,2001,-191933232.13942
cpv,2002,-236836185.09418
cpv,2003,-305120261.40416
cpv,2004,-379205967.99808
cpv,2005,-350114685.21886
cpv,2006,-458799822.05637
cpv,2007,-661840057.7121
cpv,2008,-713011258.80988
cpv,2009,-670568847.68257
cpv,2010,-682916925.89253
cpv,2011,-843622400.98949
cpv,2012,-650381756.54967
cpv,2013,-616299963.6475
cpv,2014,-601731937.4135
cpv,2015,-470616413.81787
cpv,2016,-532003691.11617
cpv,2017,-659809561.40866
cpv,2018,-685908494.27557
cpv,2019,-665533081.56097
cpv,2020,-665238779.0304
cri,1977,-97300000
cri,1978,-185500000
cri,1979,-315100000
cri,1980,-374300000
cri,1981,-88000000
cri,1982,64100000
cri,1983,-41800000
cri,1984,4600000
cri,1985,-61900000
cri,1986,39600000
cri,1987,-138500000
cri,1988,-97900000
cri,1989,-238600000
cri,1990,-442500000
cri,1991,-199500000
cri,1992,-471800000
cri,1993,-760800000
cri,1994,-605800000
cri,1995,-476700000
cri,1996,-509770000
cri,1997,-772660000
cri,1998,-1142700000
cri,1999,-1395111552.59421
cri,2000,-1001068045.63451
cri,2001,-1045688560.27197
cri,2002,-1350055394.03269
cri,2003,-1448498487.86587
cri,2004,-1422036935.28236
cri,2005,-2046085269.70734
cri,2006,-2532540000.56236
cri,2007,-3455241306.59436
cri,2008,-5145159853.57654
cri,2009,-2581921425.90774
cri,2010,-3547874027.59832
cri,2011,-5027329795.56119
cri,2012,-5347973288.13831
cri,2013,-5558816831.23388
cri,2014,-5328762129.83854
cri,2015,-4607090132.15609
cri,2016,-4426065625.45779
cri,2017,-4367046880.89389
cri,2018,-4619866055.28838
cri,2019,-3952823944.44691
cri,2020,-1778989291.85641
cym,2016,-283802254.23486
cym,2017,-622288574.69465
cym,2018,-818684775.11381
cym,2019,-927797223.85465
cyp,1976,-143728670.3713
cyp,1977,-246495175.9572
cyp,1978,-344566704.75489
cyp,1979,-455079115.21804
cyp,1980,-551477325.66603
cyp,1981,-491183890.98163
cyp,1982,-536195966.87179
cyp,1983,-598130675.1201
cyp,1984,-651783168.17387
cyp,1985,-646965148.18836
cyp,1986,-645574573.43266
cyp,1987,-799007960.80621
cyp,1988,-1068300894.39394
cyp,1989,-1370129116.35568
cyp,1990,-1552785822.12456
cyp,1991,-1601753553.02269
cyp,1992,-2315211388.90624
cyp,1993,-1506819892.97122
cyp,1994,-1735505118.94773
cyp,1995,-2085450803.29089
cyp,1996,-2183305678.34252
cyp,1997,-2071425420.90119
cyp,1998,-2425720243.31874
cyp,1999,-2309246147.53445
cyp,2000,-2605681627.36048
cyp,2001,-2577294070.0165
cyp,2002,-2701518584.3565
cyp,2003,-2881033101.69119
cyp,2004,-3643444203.64659
cyp,2005,-3740466140.14154
cyp,2006,-4319230208.73623
cyp,2007,-5959878739.78663
cyp,2008,-8436619085.32039
cyp,2009,-5622343850.51838
cyp,2010,-6193952692.45292
cyp,2011,-5933514839.98625
cyp,2012,-4860002719.24351
cyp,2013,-4243769702.68216
cyp,2014,-4367553336.79755
cyp,2015,-3586349876.23318
cyp,2016,-4612790528.21956
cyp,2017,-5632608329.48331
cyp,2018,-5302596429.57023
cyp,2019,-5180315066.94422
cyp,2020,-4769478620.51141
cze,1993,-1252716595.65684
cze,1994,-2568284270.28568
cze,1995,-5024861915.47995
cze,1996,-6274738106.48956
cze,1997,-5772262047.49747
cze,1998,-4006307621.01757
cze,1999,-4451585918.67204
cze,2000,-5899474565.24304
cze,2001,-5941257080.82999
cze,2002,-5388769210.05767
cze,2003,-6014034733.28883
cze,2004,-2610684034.83365
cze,2005,860613749.02776
cze,2006,1036679827.89222
cze,2007,435520174.09103
cze,2008,-69619926.17515
cze,2009,3365667521.01652
cze,2010,2098995826.99304
cze,2011,4276540115.86578
cze,2012,6338764866.05179
cze,2013,8526688816.3971
cze,2014,10720948284.3566
cze,2015,7630892277.90977
cze,2016,10608518671.2475
cze,2017,10900437549.2221
cze,2018,9379174232.98833
cze,2019,10481750351.7342
cze,2020,12266246973.5033
cze,2021,3454210978.99001
deu,1971,4790856397.39953
deu,1972,6261345944.10363
deu,1973,12809670196.5936
deu,1974,19626181873.4557
deu,1975,14912535988.9513
deu,1976,16242129657.2373
deu,1977,19227240725.8827
deu,1978,24863255932.7163
deu,1979,16515089758.1003
deu,1980,9719209283.51719
deu,1981,17232260580.0728
deu,1982,26186535113.9254
deu,1983,21425883965.1337
deu,1984,22792126647.16949
deu,1985,29901372195.664
deu,1986,56952949073.8011
deu,1987,69869401193.1288
deu,1988,78646645299.80019
deu,1989,76952148276.5938
deu,1990,71929019945.8459
deu,1991,21628741488.3796
deu,1992,30682674095.2667
deu,1993,42810537764.12849
deu,1994,53309048969.7803
deu,1995,69334478191.0834
deu,1996,76382263425.88979
deu,1997,75497327978.18518
deu,1998,79814569861.25459
deu,1999,72239811973.69969
deu,2000,59359061174.3914
deu,2001,90625152439.95369
deu,2002,134232745910.02901
deu,2003,147003919602.12299
deu,2004,189629803286.47198
deu,2005,195440968144.33701
deu,2006,202361356854.70096
deu,2007,276455098541.78302
deu,2008,273317525153.44601
deu,2009,197429649537.69296
deu,2010,213267597573.01599
deu,2011,226801915043.07297
deu,2012,256215564157.45999
deu,2013,270629120402.28296
deu,2014,291485567739.164
deu,2015,275591821307.30298
deu,2016,279767661496.88501
deu,2017,288052510530.60901
deu,2018,263292437554.94601
deu,2019,241286387774.67599
deu,2020,218002234829.539
deu,2021,228236548603.03
dji,1991,-158394337.19144
dji,1992,-172815818.05189
dji,1993,-153127655.14486
dji,1994,-145795938.57788
dji,1995,-147962255.44533
dji,1996,-143151343.96048
dji,1997,-144828129.48385
dji,1998,-167532255.61414
dji,1999,-166249345.88484
dji,2000,-174908986.55758
dji,2001,-164032387.84387
dji,2002,-161438434.39999
dji,2003,-200983564.12579
dji,2004,-223378216.41787
dji,2005,-237816577.66949
dji,2006,-280546474.5303
dji,2007,-415161967.35332
dji,2008,-505320136.61863
dji,2009,-373343611.61596
dji,2010,-288755971.43838
dji,2011,-417879710.33249
dji,2012,-446435705.40341
dji,2013,-866346689.47395
dji,2014,113222410.40732
dji,2015,135166918.93474
dji,2016,-594606152.3399
dji,2017,-413648358.94464
dji,2018,-80817686.14851
dji,2019,-141958462.98412
dji,2020,-126608560.60904
dma,1976,-6172861.14846
dma,1977,-7907407.40741
dma,1978,-10007407.40741
dma,1979,-26018518.51852
dma,1980,-38259259.25926
dma,1981,-25477777.77778
dma,1982,-18077777.77778
dma,1983,-15014814.81481
dma,1984,-25122222.22222
dma,1985,-23600000
dma,1986,-4581481.48148
dma,1987,-9570370.37037
dma,1988,-20207407.40741
dma,1989,-48118518.51852
dma,1990,-47877777.77778
dma,1991,-40825925.92593
dma,1992,-37481481.48148
dma,1993,-33674074.07407
dma,1994,-36774074.07407
dma,1995,-53014814.81481
dma,1996,-64296296.2963
dma,1997,-64948148.14815
dma,1998,-53166666.66667
dma,1999,-65566666.66667
dma,2000,-75648148.14815
dma,2001,-71331111.11111
dma,2002,-58750666.66667
dma,2003,-71581111.11111
dma,2004,-84843820.18519
dma,2005,-103022852.96296
dma,2006,-102608902.96296
dma,2007,-133326003.7037
dma,2008,-173491901.11111
dma,2009,-161409846.66667
dma,2010,-159678246.66667
dma,2011,-162766969.25926
dma,2012,-144721258.51852
dma,2013,-137602364.44444
dma,2014,-164130254.87407
dma,2015,-160480196.29259
dma,2016,-162561430.50741
dma,2017,-161253134.74074
dma,2018,-272947446.3037
dma,2019,-259758361.59319
dma,2020,-172156988.67256
dnk,1975,-1304097567.86658
dnk,1976,-2877829877.07236
dnk,1977,-2714869279.96946
dnk,1978,-2356088158.63914
dnk,1979,-3025659259.74117
dnk,1980,-2103581762.72708
dnk,1981,-927332644.86755
dnk,1982,-794268390.90684
dnk,1983,251744359.76107
dnk,1984,-195099749.45551
dnk,1985,-763979700.29859
dnk,1986,-1049633472.09402
dnk,1987,794922269.94619
dnk,1988,1882882683.2377
dnk,1989,2424571080.73658
dnk,1990,4874814869.99278
dnk,1991,4747887892.36414
dnk,1992,7057702437.99176
dnk,1993,7719024400.86219
dnk,1994,7441280660.0552
dnk,1995,6527696652.46153
dnk,1996,7532134258.69054
dnk,1997,5368625431.30723
dnk,1998,3886364988.30856
dnk,1999,6658239752.24305
dnk,2000,6641091065.81867
dnk,2001,7417912527.76004
dnk,2002,7662256434.98642
dnk,2003,9697339029.04863
dnk,2004,9526626746.82281
dnk,2005,9117962750.1237
dnk,2006,5460638693.46056
dnk,2007,2728817259.14107
dnk,2008,4800867627.01922
dnk,2009,12990287001.8265
dnk,2010,15924479830.4637
dnk,2011,16787147946.4393
dnk,2012,14132405596.9863
dnk,2013,15272340617.166
dnk,2014,15892494840.0954
dnk,2015,14375236791.1055
dnk,2016,17011347970.7311
dnk,2017,15009657155.991
dnk,2018,12829124195.635
dnk,2019,18440123544.1055
dnk,2020,18682870853.6439
dnk,2021,14678917932.3308
dom,1968,-33300000
dom,1969,-33800000
dom,1970,-64000000
dom,1971,-69000000
dom,1972,9900000
dom,1973,20200000
dom,1974,-36200000
dom,1975,121100000
dom,1976,-47200000
dom,1977,-68800000
dom,1978,-186900000
dom,1979,-268900000
dom,1980,-557800000
dom,1981,-263700000
dom,1982,-489600000
dom,1983,-493800000
dom,1984,-389000000
dom,1985,-547400000
dom,1986,-629600000
dom,1987,-880200000
dom,1988,-718300000
dom,1989,-1039400000
dom,1990,-1058300000
dom,1991,-1070500000
dom,1992,-1611800000
dom,1993,-2193300000
dom,1994,-2255300000
dom,1995,-2292100000
dom,1996,-2635200000
dom,1997,-3174700000
dom,1998,-4016300000
dom,1999,-4401600000
dom,2000,-5449900000
dom,2001,-5158200000
dom,2002,-5389600000
dom,2003,-4031900000
dom,2004,-4117400000
dom,2005,-5971200000
dom,2006,-7627400000
dom,2007,-8462200000
dom,2008,-11170600000
dom,2009,-8256800000
dom,2010,-8393900000
dom,2011,-8940000000
dom,2012,-8737800000
dom,2013,-7376800000
dom,2014,-7374200000
dom,2015,-7464700000
dom,2016,-7559000000
dom,2017,-7599700000
dom,2018,-9559200000
dom,2019,-9075100000
dom,2020,-6749200000
dza,1977,-188822192.48099
dza,1978,-953125394.22404
dza,1979,1679094794.46334
dza,1980,4055557728.19335
dza,1981,4028909224.19607
dza,1982,3620493483.38476
dza,1983,3226277982.63162
dza,1984,3557428449.89235
dza,1985,4223119455.82561
dza,1986,185440509.81963
dza,1987,2412912027.96025
dza,1988,945599431.93025
dza,1989,1161586678.15957
dza,1990,4186990243.75268
dza,1991,5477869579.04495
dza,2005,26516999999.9988
dza,2006,34220000000.0016
dza,2007,34081918031.5377
dza,2008,40082572964.2803
dza,2009,7789876282.06141
dza,2010,18301308526.0974
dza,2011,25978556382.497
dza,2012,19930067045.5444
dza,2013,9945201742.96609
dza,2014,576139212.2714
dza,2015,-17812024818.5781
dza,2016,-19999945988.00669
dza,2017,-14241146081.1526
dza,2018,-7160573448.09523
dza,2019,-9007461227.5069
dza,2020,-13001709769.2603
ecu,1976,259300000
ecu,1977,40300000
ecu,1978,-174800000
ecu,1979,53700000
ecu,1980,278200000
ecu,1981,174000000
ecu,1982,140000000
ecu,1983,927000000
ecu,1984,1054000000
ecu,1985,1294000000
ecu,1986,557000000
ecu,1987,-33000000
ecu,1988,622000000
ecu,1989,662000000
ecu,1990,1009000000
ecu,1991,643000000
ecu,1992,1018000000
ecu,1993,223640000
ecu,1994,158930000
ecu,1995,-62260000
ecu,1996,926330000
ecu,1997,500420000
ecu,1998,-1130780000
ecu,1999,1586580000
ecu,2000,1398302175.14
ecu,2001,-356750919.0672
ecu,2002,-902500594.71
ecu,2003,79420232
ecu,2004,288762885.60667
ecu,2005,758340708.99265
ecu,2006,1768406148.35522
ecu,2007,1823025049.62618
ecu,2008,1548664669.99341
ecu,2009,143580376.67391
ecu,2010,-1503981688.25548
ecu,2011,-302614168.66658
ecu,2012,49949414.05464
ecu,2013,-528554047.45507
ecu,2014,-63492992.80674
ecu,2015,-1649793990.92745
ecu,2016,1567324362.356
ecu,2017,254466325.90876
ecu,2018,-201590123.83357
ecu,2019,1025131952.46488
ecu,2020,3382160773.15478
egy,1977,-2064374342.42949
egy,1978,-2803695334.33944
egy,1979,-3578285719.39755
egy,1980,-2960285718.51469
egy,1981,-3919142862.74163
egy,1982,-3714714291.02103
egy,1983,-4557857149.36837
egy,1984,-6216285717.98585
egy,1985,-5214857142.85714
egy,1986,-4537714285.71428
egy,1987,-4979714285.71428
egy,1988,-6608142857.14281
egy,1989,-5721727272.72727
egy,1990,-6378500000
egy,1991,-5667000000
egy,1992,-5231000000
egy,1993,-6378000000
egy,1994,-5953000000
egy,1995,-7597000000
egy,1996,-8390000000
egy,1997,-8631500000
egy,1998,-10214000000
egy,1999,-9928300000
egy,2000,-8321000000
egy,2001,-6934700000
egy,2002,-5761725000
egy,2003,-4201262500
egy,2004,-6575675000
egy,2005,-7745000000
egy,2006,-8437900000
egy,2007,-14899700000
egy,2008,-19758900000
egy,2009,-16817600000
egy,2010,-20120300000
egy,2011,-19398100000
egy,2012,-25515900000
egy,2013,-22384400000
egy,2014,-31177700000
egy,2015,-31389000000
egy,2016,-31047800000
egy,2017,-29064700000
egy,2018,-29589580500
egy,2019,-29285480500
egy,2020,-29233930500
eri,1992,-334105427.55211
eri,1993,-306729564.17015
eri,1994,-410538038.81926
eri,1995,-367156395.5898
eri,1996,-454422617.90401
eri,1997,-465046512.61278
eri,1998,-479370349.55066
eri,1999,-489146271.2617
eri,2000,-434455047.25086
esp,1975,-7385832024.71885
esp,1976,-7284206101.20454
esp,1977,-6135435175.20285
esp,1978,-4064189574.06651
esp,1979,-5683628963.30131
esp,1980,-11725161630.6614
esp,1981,-10112718052.6131
esp,1982,-9253770945.99948
esp,1983,-7555715831.13933
esp,1984,-4020282508.0248
esp,1985,-3876232109.30152
esp,1986,-6402329750.44873
esp,1987,-12686087256.5314
esp,1988,-17704845378.0464
esp,1989,-24013802167.6868
esp,1990,-29157695194.5326
esp,1991,-30334526351.44889
esp,1992,-30399673229.2051
esp,1993,-15001296432.8997
esp,1994,-14848734243.3431
esp,1995,-18616745578.7252
esp,1996,-15671653795.4999
esp,1997,-13859521197.5601
esp,1998,-21389565995.3175
esp,1999,-33068261966.5934
esp,2000,-38098898305.2252
esp,2001,-35973991314.5292
esp,2002,-36848283488.6479
esp,2003,-48341056374.1582
esp,2004,-70292746695.599
esp,2005,-88479422268.4046
esp,2006,-108709843707.095
esp,2007,-129229788194.54201
esp,2008,-130172736895.349
esp,2009,-58671178612.1211
esp,2010,-63465986981.241
esp,2011,-59910984885.0175
esp,2012,-35973192060.4405
esp,2013,-16830544309.9814
esp,2014,-28262559441.1931
esp,2015,-22938972889.2095
esp,2016,-15734297750.5449
esp,2017,-25021624575.83829
esp,2018,-34516832100.5953
esp,2019,-29947504473.3496
esp,2020,-10272990128.6892
est,1992,-90384275.29715
est,1993,-152029739.52616
est,1994,-396513347.56359
est,1995,-699754987.60169
est,1996,-1071447679.69739
est,1997,-1198090290.14101
est,1998,-1226562925.9616
est,1999,-944315524.13335
est,2000,-916314505.96854
est,2001,-1026159104.45204
est,2002,-1294916853.84746
est,2003,-1783034860.29221
est,2004,-2185435620.15152
est,2005,-1920064210.79825
est,2006,-3002365134.81602
est,2007,-3490957892.33251
est,2008,-3092333260.19107
est,2009,-1003876199.55648
est,2010,-534995085.86234
est,2011,-496349781.58678
est,2012,-1633281248.49539
est,2013,-1227436205.78048
est,2014,-1321117308.06792
est,2015,-973431700.57736
est,2016,-901923902.06377
est,2017,-1030343910.72991
est,2018,-1430918293.9673
est,2019,-1037675053.53426
est,2020,-167279645.2641
est,2021,-1568998647.97222
eth,1977,-83671497.62496
eth,1978,-130289855.13541
eth,1979,-92512077.33938
eth,1980,-230289855.18371
eth,1981,-255652174.03655
eth,1982,-272415459.0688
eth,1983,-337342995.33205
eth,1984,-381545893.79257
eth,1985,-507681159.42029
eth,1986,-455410628.01932
eth,1987,-577439613.52657
eth,1988,-556038647.343
eth,1989,-374057971.01449
eth,1990,-620096618.35749
eth,1991,-303188405.7971
eth,1992,-822863188.4058
eth,1993,-507140000
eth,1994,-553684431.71447
eth,1995,-669765712.73785
eth,1996,-585322041.39693
eth,1997,-413356955.64513
eth,1998,-799447351.5513
eth,1999,-919806054.03628
eth,2000,-645314899.35476
eth,2001,-1117482834.07333
eth,2002,-904060850.28146
eth,2003,-1398645850.84942
eth,2004,-2090182494.75664
eth,2005,-2783508632.22149
eth,2006,-3050022984.1333
eth,2007,-3804850469.9976
eth,2008,-5487749241.91479
eth,2009,-5124371293.038
eth,2010,-4885032108.4047
eth,2011,-5299492881.99966
eth,2012,-7289316453.33077
eth,2013,-7776326921.40434
eth,2014,-10349841945.1309
eth,2015,-12056904316.1233
eth,2016,-11917264575.2381
eth,2017,-11205951331.4867
eth,2018,-11020751506.1032
eth,2019,-10310360727.9259
eth,2020,-8509208859.23342
fin,1975,-1715110890.13231
fin,1976,-665621692.51023
fin,1977,441840689.34308
fin,1978,1095125459.49507
fin,1979,365550198.15457
fin,1980,-657663626.26654
fin,1981,377053637.18222
fin,1982,214791334.00314
fin,1983,161926043.66101
fin,1984,1491249280.08274
fin,1985,877686455.04236
fin,1986,1620356687.68675
fin,1987,1362363071.24727
fin,1988,1122085434.95225
fin,1989,-227422249.98792
fin,1990,684406083.92179
fin,1991,2521125928.89309
fin,1992,4173741991.843
fin,1993,6449241742.74343
fin,1994,7827443446.45344
fin,1995,12447395175.8191
fin,1996,11384955207.9073
fin,1997,11597026175.3358
fin,1998,12932597547.4528
fin,1999,12209671524.1026
fin,2000,13721252051.4471
fin,2001,12698495118.9324
fin,2002,16658116705.4256
fin,2003,16587966639.7075
fin,2004,18225753513.3842
fin,2005,14772451936.4072
fin,2006,16512150488.343
fin,2007,21683815551.2771
fin,2008,19115291007.2672
fin,2009,13478421050.546
fin,2010,9840964416.88311
fin,2011,3342890064.97565
fin,2012,3149268285.10547
fin,2013,3118846250.79736
fin,2014,1843030649.20737
fin,2015,2107805337.04006
fin,2016,48692356.41521
fin,2017,1688678820.52109
fin,2018,332732124.89927
fin,2019,2578748313.87987
fin,2020,3508523321.40885
fin,2021,3443257448.41269
fji,1979,-142460020.039
fji,1980,-118574804.1096
fji,1981,-230334515.76307
fji,1982,-154024564.87759
fji,1983,-180753515.10254
fji,1984,-132570147.77187
fji,1985,-146417051.70123
fji,1986,-103366167.96365
fji,1987,3456985.32121
fji,1988,-16290763.32364
fji,1989,-111842696.62921
fji,1990,-226077463.71878
fji,1991,-186776862.30459
fji,1992,-189023108.92338
fji,1993,-281882894.71551
fji,1994,-229488602.40758
fji,1995,-241763451.05475
fji,1996,-167747452.43355
