geo,time,se_sec_prog_zs
grc,2006,97.15436
grc,2010,98.51927
grc,2011,98.41422
grc,2012,99.03985
grc,2013,98.88882
grc,2014,99.56539
grc,2015,97.13093
grc,2016,98.93394
grd,2008,87.67007
grd,2013,97.51025
grd,2016,87.526
grd,2017,97.70955
gtm,1970,61.61498
gtm,1974,65.34278
gtm,1975,67.81239
gtm,1978,85.82221
gtm,1979,82.85973
gtm,1999,95.83134
gtm,2000,94.4274
gtm,2001,95.94675
gtm,2004,92.75099
gtm,2005,92.75072
gtm,2006,93.27881
gtm,2007,92.87041
gtm,2008,98.74651
gtm,2009,95.97794
gtm,2010,89.82081
gtm,2011,85.6142
gtm,2012,92.45543
gtm,2013,85.23767
gtm,2014,84.28493
gtm,2015,89.46872
gtm,2016,89.67384
gtm,2017,90.16632
guy,1971,95.94871
guy,1972,91.05839
guy,1973,93.04739
guy,1977,96.72037
guy,1979,94.88592
guy,1980,98.8865
guy,1981,100
guy,1982,100
guy,1983,100
guy,1991,95.54939
guy,1992,93.23713
guy,1995,98.21799
guy,1996,97.5863
guy,1999,69.00006
guy,2007,93.62972
guy,2008,93.90416
guy,2009,95.20744
hkg,1979,89.07729
hkg,1980,89.30212
hkg,1981,90.45054
hkg,1982,91.49042
hkg,1983,91.35985
hkg,1984,91.09534
hkg,1990,98.43076
hkg,1991,98.72892
hkg,1992,98.86352
hkg,1993,99.18158
hkg,1994,99.28307
hkg,1995,99.24045
hkg,2001,99.03403
hkg,2002,99.86439
hkg,2003,99.78889
hkg,2004,99.8867
hkg,2005,99.94512
hkg,2006,99.83983
hkg,2007,99.97307
hkg,2008,99.85646
hkg,2010,99.79166
hkg,2011,99.95428
hkg,2012,99.96111
hkg,2013,99.74758
hkg,2014,99.79976
hkg,2015,99.63259
hkg,2016,99.56228
hkg,2017,99.93234
hnd,2005,71.38616
hnd,2011,68.44843
hnd,2012,58.85105
hnd,2013,72.07424
hnd,2015,70.95757
hrv,1993,100
hrv,1994,99.58529
hrv,1995,99.79158
hrv,1996,99.9078
hrv,1998,99.73824
hrv,1999,99.86115
hrv,2000,99.73879
hrv,2001,99.9222
hrv,2002,99.89469
hrv,2005,99.96225
hrv,2006,99.58112
hrv,2007,99.42889
hrv,2008,99.39454
hrv,2009,99.69721
hrv,2010,99.4899
hrv,2011,99.79657
hrv,2015,99.09972
hrv,2016,98.58482
hti,1978,62.68864
hti,1979,62.17076
hti,1981,53.0027
hti,1982,74.88158
hti,1984,79.34559
hti,1985,66.93718
hti,1986,73.35864
hun,1971,99.16539
hun,1972,99.1243
hun,1973,98.9915
hun,1974,99.16519
hun,1975,99.43063
hun,1976,99.55351
hun,1977,99.63771
hun,1978,99.75716
hun,1979,99.44631
hun,1980,99.85332
hun,1981,99.83169
hun,1982,99.89097
hun,1983,99.73831
hun,1984,99.79287
hun,1985,99.69746
hun,1986,99.78252
hun,1987,99.5426
hun,1988,99.87266
hun,1989,99.76211
hun,1990,100
hun,1991,99.96292
hun,1992,100
hun,1996,99.4268
hun,1997,99.40123
hun,1998,99.24903
hun,1999,99.36692
hun,2000,99.99236
hun,2001,99.46997
hun,2002,99.86648
hun,2003,99.8428
hun,2004,99.65753
hun,2005,99.61424
hun,2006,99.62193
hun,2007,99.84458
hun,2008,99.65788
hun,2009,99.82177
hun,2010,99.68042
hun,2012,99.32605
hun,2013,99.61025
hun,2014,99.64058
hun,2015,99.84498
hun,2016,99.50456
idn,1983,60.54447
idn,1984,58.3915
idn,1985,56.80932
idn,1987,56.25882
idn,1994,68.35987
idn,2001,78.36208
idn,2002,81.75657
idn,2003,83.72618
idn,2004,78.58976
idn,2005,88.62299
idn,2006,98.94295
idn,2007,91.5475
idn,2008,92.05493
idn,2009,89.84454
idn,2011,96.43843
idn,2012,91.65313
idn,2016,91.4969
ind,1986,86.83952
ind,1987,89.83292
ind,1999,92.58841
ind,2000,90.54919
ind,2001,93.10618
ind,2002,90.65739
ind,2010,91.99107
ind,2013,91.17107
ind,2014,90.31791
ind,2015,90.84067
ind,2016,90.34762
ind,2017,91.25519
irn,1983,86.01314
irn,1984,86.53229
irn,1985,86.76316
irn,1986,83.10997
irn,1987,84.78703
irn,1988,86.44414
irn,1989,86.34443
irn,1990,87.75238
irn,1992,90.6795
irn,1993,91.71548
irn,2000,92.31886
irn,2001,92.57058
irn,2002,97.15344
irn,2003,99.09905
irn,2004,90.968
irn,2005,89.00199
irn,2006,96.12427
irn,2007,97.77892
irn,2008,99.37072
irn,2009,96.42986
irn,2010,97.32675
irn,2011,97.0223
irn,2016,95.73712
irq,1971,75.73831
irq,1972,69.89795
irq,1973,76.28981
irq,1974,85.80794
irq,1975,97.81659
irq,1976,78.90214
irq,1977,86.5834
irq,1979,83.0115
irq,1982,67.12119
irq,1984,83.62666
irq,1985,78.04834
irq,1986,73.07652
irq,1987,70.85989
irq,1988,71.43307
irq,1999,77.2827
isl,1997,99.04191
isl,1998,99.93001
isl,1999,99.75175
isl,2000,99.87945
isl,2001,99.78468
isl,2002,99.58055
isl,2003,99.6545
isl,2004,99.44654
isl,2005,99.83109
isl,2006,99.76859
isl,2007,99.83475
isl,2008,99.77532
isl,2009,99.92897
isl,2010,99.7507
isl,2011,99.67424
isr,2001,99.89628
isr,2002,99.89298
isr,2003,99.9743
isr,2004,99.59924
isr,2005,99.81465
isr,2006,99.82875
isr,2007,99.98141
isr,2008,99.9866
isr,2009,99.98584
isr,2010,99.91657
isr,2011,99.8852
isr,2012,99.70636
isr,2013,99.99091
isr,2014,99.73494
isr,2015,99.69284
isr,2016,99.58369
ita,1971,94.29668
ita,1972,95.95765
ita,1973,96.74479
ita,1974,97.19646
ita,1975,97.99977
ita,1976,97.89369
ita,1977,98.72519
ita,1978,99.06099
ita,1979,99.3225
ita,1980,99.28311
ita,1981,99.27574
ita,1982,99.18871
ita,1983,99.34742
ita,1984,99.28792
ita,1985,99.48355
ita,1986,99.4532
ita,1987,97.59747
ita,1988,98.21497
ita,1989,97.564
ita,1990,98.11502
ita,1991,99.69248
ita,1994,97.60877
ita,1995,99.81947
ita,1996,99.63163
ita,1999,96.70295
ita,2000,99.77574
ita,2001,99.805
ita,2002,99.83511
ita,2003,99.59101
ita,2004,99.63237
ita,2005,99.35534
ita,2006,99.68376
ita,2007,99.9629
ita,2008,99.94487
ita,2009,99.94359
ita,2010,99.94311
ita,2011,99.81212
ita,2012,99.89623
ita,2013,99.88062
ita,2014,99.92509
ita,2015,99.92865
ita,2016,99.95024
jam,1983,96.5988
jam,1985,100
jam,1989,97.93399
jam,2000,97.97497
jam,2008,97.99689
jam,2009,99.34877
jam,2010,96.41755
jam,2012,90.29228
jam,2013,94.36547
jam,2014,90.66748
jam,2016,94.51774
jam,2017,97.05363
jor,1971,88.6082
jor,1972,92.38668
jor,1973,94.74163
jor,1974,93.87795
jor,1975,94.38577
jor,1976,94.00245
jor,1977,95.24339
jor,1978,95.35897
jor,1979,95.67215
jor,1980,94.27294
jor,1981,95.23341
jor,1982,95.04711
jor,1986,95.75269
jor,1987,97.85253
jor,1988,94.06545
jor,1991,97.8971
jor,1992,98.66743
jor,1993,98.91857
jor,1999,98.5205
jor,2002,98.45071
jor,2003,99.31215
jor,2004,98.5621
jor,2005,98.38649
jor,2006,99.66708
jor,2007,99.99325
jor,2010,99.12896
jor,2013,98.78959
jor,2016,99.29167
jor,2017,97.97957
jpn,2013,99.99912
jpn,2015,99.97189
jpn,2016,99.9955
kaz,1996,99.96398
kaz,2000,98.92651
kaz,2001,98.88929
kaz,2002,99.55339
kaz,2003,99.7172
kaz,2004,99.9207
kaz,2005,99.97696
kaz,2006,99.99497
kaz,2007,99.96703
kaz,2008,99.84237
kaz,2009,99.82524
kaz,2010,99.96379
kaz,2011,99.99645
kaz,2012,99.92183
kaz,2013,99.75252
kaz,2014,99.68696
kaz,2015,99.92889
kaz,2016,99.14873
kaz,2017,99.67997
kaz,2018,99.53347
ken,1970,94.18037
ken,1971,95.7546
ken,1972,94.78348
ken,1974,94.84579
ken,1975,94.10462
ken,1976,91.48249
ken,1977,87.50145
ken,1978,91.78159
ken,1979,87.29172
ken,1980,85.60879
ken,2014,98.76501
ken,2015,99.21874
kgz,2000,98.59183
kgz,2001,99.64538
kgz,2002,98.42303
kgz,2003,99.01503
kgz,2004,99.08121
kgz,2005,99.96268
kgz,2006,99.00539
kgz,2007,99.85397
kgz,2008,99.60064
kgz,2009,99.33378
kgz,2010,98.17665
kgz,2011,98.9042
kgz,2012,99.70495
kgz,2013,99.72082
kgz,2014,99.21263
kgz,2015,99.69497
kgz,2016,99.40581
kgz,2017,99.76481
khm,1998,79.75323
khm,2000,78.60518
khm,2001,84.96464
khm,2002,84.81348
khm,2003,84.76143
khm,2004,84.40308
khm,2005,83.46385
khm,2006,81.56887
khm,2007,81.44073
khm,2009,82.59911
khm,2010,81.86726
khm,2011,81.02214
khm,2012,80.20483
khm,2013,79.65697
khm,2014,81.69917
khm,2015,85.04363
khm,2016,87.23371
khm,2017,89.84526
kir,1978,21.89616
kir,1979,20.83333
kir,1980,21.05263
kir,1981,13.24921
kir,1982,15.0305
kir,1983,17.81485
kir,1985,22.85203
kir,1988,27.83951
kir,1989,32.87514
kir,1990,34.47653
kir,1991,34.98119
kir,2015,96.34146
kna,2000,91.48689
kna,2002,92.30769
kna,2003,90.42783
kna,2009,96.61661
kna,2012,99.52844
kna,2013,99.37244
kna,2014,99.77395
kna,2015,99.3793
kor,1971,70.10419
kor,1972,68.72418
kor,1975,75.39825
kor,1976,78.52083
kor,1977,84.58983
kor,1978,90.37367
kor,1979,94.13081
kor,1981,97.42432
kor,1982,96.99718
kor,1983,97.99083
kor,1984,98.45282
kor,1985,98.84162
kor,1986,98.96872
kor,1987,98.94397
kor,1994,99.39585
kor,1997,99.77383
kor,1998,99.89887
kor,1999,99.62402
kor,2000,99.34231
kor,2001,99.30961
kor,2002,99.37129
kor,2003,98.69438
kor,2004,98.92714
kor,2005,98.95133
kor,2006,98.86288
kor,2007,99.92188
kor,2008,99.99253
kor,2010,99.98333
kor,2012,99.79734
kor,2013,99.68585
kor,2014,99.639
kor,2015,99.65236
kor,2016,99.6427
kwt,1972,94.81463
kwt,1973,97.33511
kwt,1974,97.50499
kwt,1976,84.74591
kwt,1977,99.89846
kwt,1978,99.56575
kwt,1979,99.64034
kwt,1981,99.96485
kwt,1982,99.05678
kwt,1983,99.57972
kwt,1984,99.24644
kwt,1994,99.72109
kwt,1996,97.18101
kwt,1998,97.05168
kwt,1999,99.05356
kwt,2000,99.62126
kwt,2001,99.57514
kwt,2002,99.18004
kwt,2003,99.16808
kwt,2004,96.82238
kwt,2009,99.74267
kwt,2011,99.35773
kwt,2012,98.32508
kwt,2015,99.67938
kwt,2016,97.11416
kwt,2017,97.79018
lao,1992,78.2517
lao,1993,80.60694
lao,1996,74.73538
lao,1998,77.00089
lao,1999,76.23805
lao,2000,77.86138
lao,2001,81.18714
lao,2002,83.09583
lao,2003,82.21048
lao,2004,81.9837
lao,2005,80.55411
lao,2006,81.03862
lao,2007,81.72635
lao,2008,82.70944
lao,2009,82.64512
lao,2010,82.81291
lao,2011,84.47117
lao,2012,86.71986
lao,2013,90.17604
lao,2014,89.09914
lao,2015,88.37117
lao,2016,87.6931
lao,2017,86.18363
lbn,1998,97.75354
lbn,1999,93.30804
lbn,2000,96.47167
lbn,2001,95.38747
lbn,2002,95.03312
lbn,2003,96.13541
lbn,2004,95.75821
lbn,2005,96.3152
lbn,2006,96.91395
lbn,2007,94.80809
lbn,2008,95.06439
lbn,2009,97.05785
lbn,2010,95.15928
lbn,2011,96.34614
lbn,2012,98.32798
lbn,2013,99.15588
lbn,2014,89.36041
lbn,2015,95.35669
lbn,2016,97.59418
lbn,2017,96.2329
lbr,2008,80.72891
lbr,2014,79.3803
lbr,2016,79.62714
lby,1971,83.65121
lby,1972,72.45545
lby,1973,77.31059
lby,1974,82.04332
lby,1975,89.93251
lby,1976,90.09467
lby,1977,87.84911
lby,1978,90.46398
lby,1979,86.29174
lby,1980,87.2283
lca,1982,32.17893
lca,1983,35.63615
lca,2001,68.07537
lca,2002,69.22658
lca,2003,71.77137
lca,2004,71.02522
lca,2007,97.90036
lca,2008,97.60125
lca,2009,97.0512
lca,2010,97.76302
lca,2011,95.98043
lca,2012,94.01219
lca,2013,97.04142
lca,2016,96.81159
lca,2017,98.22616
lie,2004,98.70504
lie,2005,96.8245
lie,2006,97.31611
lie,2007,98.55349
lie,2008,98.32211
lie,2009,97.86497
lie,2010,99.76852
lie,2014,95.73388
lie,2015,96.73913
lie,2016,97.79227
lka,1971,91.65918
lka,1973,78.78353
lka,1974,80.91535
lka,1975,84.85474
lka,1976,84.99542
lka,1978,80.68276
lka,1979,82.62506
lka,1980,82.2032
lka,1981,78.55566
lka,1982,89.41969
lka,1983,86.79142
lka,1984,85.10467
lka,1985,87.87342
lka,1986,94.44427
lka,1988,96.0293
lka,1989,96.34832
lka,1990,97.4961
lka,1991,96.52219
lka,2001,98.41813
lka,2002,98.0333
lka,2005,99.2893
lka,2006,99.44529
lka,2008,97.34581
lka,2010,98.73962
lka,2011,98.45747
lka,2012,99.72288
lka,2013,99.73174
lka,2014,99.7243
lka,2017,99.43399
lso,1971,33.8977
lso,1972,45.49844
lso,1985,63.64812
lso,1986,67.67924
lso,1997,66.80381
lso,1998,67.2381
lso,1999,64.19799
lso,2000,68.50111
lso,2001,75.88154
lso,2002,78.36171
lso,2003,73.6773
lso,2004,74.30959
lso,2005,82.1585
lso,2006,76.25178
lso,2007,80.4239
lso,2008,84.72619
lso,2009,87.70262
lso,2010,85.01314
lso,2011,85.60718
lso,2012,84.71093
lso,2013,84.90076
lso,2014,86.5959
lso,2015,87.52957
ltu,1995,100
ltu,1996,99.58833
ltu,1998,99.96186
ltu,1999,99.83478
ltu,2000,99.77486
ltu,2001,99.67286
ltu,2002,99.31541
ltu,2003,99.39158
ltu,2004,99.26787
ltu,2005,98.71684
ltu,2006,99.22122
ltu,2007,99.05116
ltu,2008,99.33265
ltu,2009,99.23693
ltu,2010,98.80052
ltu,2011,99.39431
ltu,2012,99.30393
ltu,2013,99.26737
ltu,2014,99.51795
ltu,2015,99.7004
ltu,2016,99.21346
lux,1974,99.06466
lux,1976,99.69328
lux,1977,98.71492
lux,1978,96.44681
lva,1995,100
lva,1996,99.56562
lva,1999,99.31577
lva,2000,99.47344
lva,2001,99.70995
lva,2002,99.80016
lva,2003,99.71286
lva,2004,99.39943
lva,2005,99.14198
lva,2007,98.46685
lva,2008,99.23078
lva,2009,98.80247
lva,2010,98.76816
lva,2011,99.00232
lva,2012,97.89605
lva,2013,98.34138
lva,2014,98.37766
lva,2015,98.89527
lva,2016,98.9753
mac,1992,90.68047
mac,1999,92.36511
mac,2000,92.78954
mac,2001,93.54164
mac,2002,97.02662
mac,2003,98.68106
mac,2004,95.77691
mac,2005,96.78744
mac,2006,99.70042
mac,2007,98.22003
mac,2008,99.10714
mac,2009,99.74202
mac,2010,99.41051
mac,2011,99.88275
mac,2012,99.50956
mac,2013,99.45253
mac,2014,99.68535
mac,2016,99.76819
mac,2017,99.20049
mar,1971,54.10267
mar,1972,54.72698
mar,1974,62.97829
mar,1975,72.60478
mar,1976,71.04683
mar,1977,69.56912
mar,1978,70.75166
mar,1979,69.23226
mar,1980,71.24979
mar,1982,71.18536
mar,1984,51.05949
mar,1985,70.25876
mar,1986,74.54516
mar,1987,75.97028
mar,1988,74.99884
mar,1989,83.97633
mar,1990,67.61008
mar,1991,97.83254
mar,1992,91.97176
mar,1993,92.29408
mar,1994,91.27161
mar,1996,87.55424
mar,1998,84.58477
mar,1999,87.54521
mar,2000,87.85028
mar,2001,88.58268
mar,2002,87.45422
mar,2003,86.8894
mar,2005,85.13095
mar,2006,86.56635
mar,2007,85.37586
mar,2008,87.04564
mar,2009,88.5696
mar,2010,88.42962
mar,2011,88.61595
mar,2012,90.36503
mar,2013,88.67527
mar,2014,87.39631
mar,2015,88.72606
mar,2016,90.23321
mar,2017,90.51535
mda,1994,98.04792
mda,1999,99.84972
mda,2000,98.05275
mda,2001,98.27963
mda,2002,98.35642
mda,2003,98.4277
mda,2004,98.76293
mda,2005,98.63859
mda,2006,98.93325
mda,2007,98.38398
mda,2008,98.15463
mda,2009,98.2471
mda,2010,98.12576
mda,2011,98.42495
mda,2012,97.84004
mda,2013,98.29446
mda,2014,97.94245
mda,2015,98.22016
mda,2016,98.43494
mda,2017,98.26174
mdg,1971,59.23693
mdg,1974,63.69518
mdg,1988,59.85314
mdg,1989,62.97189
mdg,1990,63.67223
mdg,1993,55.44858
mdg,1995,62.74632
mdg,1998,63.16748
mdg,1999,66.04914
mdg,2000,62.60067
mdg,2001,70.92907
mdg,2002,64.7745
mdg,2003,76.60852
mdg,2004,73.43579
mdg,2005,70.35857
mdg,2006,75.00565
mdg,2007,75.08585
mdg,2008,73.29698
mdg,2009,72.84588
mdg,2010,79.81342
mdg,2011,78.50404
mdg,2012,72.8611
mdg,2013,75.86272
mdg,2014,76.03973
mdg,2015,73.22756
mdv,2004,92.17905
mdv,2005,94.99955
mdv,2007,98.52975
mdv,2008,96.24483
mdv,2011,99.15999
mdv,2012,96.50407
mdv,2015,99.54751
mdv,2016,98.8576
mex,1976,76.54336
mex,1977,74.71897
mex,1978,79.96343
mex,1979,80.78545
mex,1980,79.40563
mex,1981,85.81428
mex,1982,84.61148
mex,1984,79.93332
mex,1985,82.74668
mex,1986,82.03257
mex,1987,81.36485
mex,1988,81.58772
mex,1989,80.62197
mex,1990,80.71521
mex,1991,80.99297
mex,1992,82.11901
mex,1993,84.02887
mex,1994,85.94838
mex,1996,85.50552
mex,1999,90.08133
mex,2000,90.62801
mex,2001,92.74999
mex,2002,93.30758
mex,2003,94.10595
mex,2004,94.28875
mex,2005,94.33534
mex,2006,94.69763
mex,2007,94.24679
mex,2008,94.86564
mex,2009,95.30712
mex,2010,96.35422
mex,2011,96.85811
mex,2012,96.54607
mex,2013,96.77148
mex,2014,97.06493
mex,2015,96.22451
mex,2016,96.57231
mhl,2002,86.57498
mhl,2006,93.46518
mhl,2007,93.995
mhl,2008,90.87137
mkd,1993,97.37824
mkd,1994,98.24614
mkd,1995,98.799
mkd,1996,98.21007
mkd,1998,99.35669
mkd,1999,99.07096
mkd,2000,98.82478
mkd,2001,98.4608
mkd,2002,97.82532
mkd,2003,98.3912
mkd,2004,99.56138
mkd,2005,98.91402
mkd,2006,99.5174
mkd,2007,99.4039
mkd,2008,98.67555
mkd,2014,99.86219
mli,1971,58.9834
mli,1972,64.03885
mli,1973,70.48968
mli,1975,74.32097
mli,1977,84.51702
mli,1980,69.89566
mli,1982,69.79577
mli,1983,72.47913
mli,1984,59.16438
mli,1985,69.77554
mli,1986,66.22531
mli,1987,68.00547
mli,1999,76.43003
mli,2000,77.94121
mli,2001,71.62414
mli,2002,77.36294
mli,2003,83.12708
mli,2004,81.33119
mli,2005,79.67677
mli,2006,86.3267
mli,2007,83.16274
mli,2008,84.79774
mli,2009,86.32853
mli,2010,92.88982
mli,2012,79.87108
mli,2013,85.06289
mli,2014,77.9405
mli,2015,78.93006
mli,2016,78.305
mlt,1971,96.86313
mlt,1972,97.78332
mlt,1973,98.20958
mlt,1974,98.19556
mlt,1975,99.26621
mlt,1976,99.30773
mlt,1977,98.01433
mlt,1978,99.04065
mlt,1980,95.4575
mlt,1982,98.65429
mlt,1983,97.91044
mlt,1984,92.39789
mlt,1985,88.19036
mlt,1986,89.39526
mlt,1987,88.18898
mlt,1988,98.79804
mlt,1989,94.04162
mlt,1990,96.13354
mlt,1991,99.93502
mlt,1992,99.03849
mlt,1993,94.72991
mlt,1994,99.96362
mlt,1995,99.00544
mlt,1996,99.97973
mlt,1997,98.04887
mlt,1998,99.79889
mlt,1999,97.97195
mlt,2000,98.46756
mlt,2001,98.71409
mlt,2002,99.66991
mlt,2004,99.28263
mlt,2005,93.89873
mlt,2006,97.57981
mlt,2007,99.79025
mlt,2010,97.49609
mlt,2011,99.39555
mlt,2012,98.95627
mlt,2013,97.79729
mlt,2014,96.78849
mlt,2015,98.58775
mlt,2016,98.89143
mmr,1971,74.39999
mmr,1972,74.40855
mmr,1973,52.96201
mmr,1999,68.33045
mmr,2000,66.12965
mmr,2001,69.9386
mmr,2002,70.07929
mmr,2003,73.20818
mmr,2005,73.97398
mmr,2006,72.84466
mne,2015,96.62906
mne,2016,99.83714
mne,2017,99.83167
mng,1978,96.21149
mng,1979,97.98553
mng,1995,95.7374
mng,1996,82.63923
mng,1998,95.03939
mng,1999,94.92002
mng,2000,97.21262
mng,2001,97.47874
mng,2002,99.24505
mng,2003,99.27826
mng,2016,99.07912
mng,2017,99.27289
moz,1982,32.06366
moz,1984,47.80583
moz,1985,45.28922
moz,1989,53.81872
moz,1991,48.99379
moz,1992,48.75638
moz,1993,50.62825
moz,1994,54.03451
moz,1998,50.91156
moz,1999,60.39225
moz,2001,61.84567
moz,2004,59.486
moz,2005,60.05943
moz,2006,65.68993
moz,2007,64.04881
moz,2008,60.24307
moz,2009,62.24687
moz,2010,59.40572
moz,2011,57.41808
moz,2012,60.51934
moz,2013,61.48243
moz,2014,63.57427
moz,2015,73.91133
mrt,1977,84.53858
mrt,1978,85.02948
mrt,1980,55.65227
mrt,1985,51.269
mrt,1986,47.67249
mrt,1987,45.26459
mrt,1988,38.88801
mrt,1990,45.23842
mrt,1991,49.62107
mrt,1992,50.9585
mrt,1993,50.59548
mrt,1994,53.73392
mrt,1998,54.60742
mrt,2001,51.67192
mrt,2004,54.30838
mrt,2005,58.70544
mrt,2006,60.79059
mrt,2008,39.30534
mrt,2011,57.504
mrt,2013,58.19251
mrt,2014,59.21408
mrt,2016,58.3211
mrt,2017,65.559
mus,1983,65.82307
mus,1984,66.15596
mus,1985,64.17211
mus,1986,67.19113
mus,1987,63.05025
mus,1988,71.02542
mus,1989,66.6985
mus,1990,74.77594
mus,1991,67.32437
mus,1992,71.9708
mus,1993,69.94721
mus,1994,74.01227
mus,1995,77.60988
mus,1996,77.56301
mus,1997,78.97355
mus,1998,81.34819
mus,1999,77.99549
mus,2000,80.76002
mus,2001,80.91838
mus,2002,81.65054
mus,2003,80.68959
mus,2004,82.09752
mus,2005,83.47745
mus,2006,86.32062
mus,2007,85.49036
mus,2008,84.74182
mus,2009,85.45101
mus,2010,85.83628
mus,2011,87.68455
mus,2012,78.11437
mus,2013,90.2434
mus,2014,85.84674
mus,2015,85.85682
mus,2016,87.53936
mus,2017,99.41551
mwi,1973,84.70978
mwi,1974,93.13036
mwi,1975,85.64279
mwi,1976,92.46624
mwi,1977,81.94124
mwi,1978,82.84999
mwi,1979,89.85294
mwi,1980,83.94708
mwi,1981,82.42197
mwi,1982,81.09666
mwi,1983,83.50305
mwi,1984,84.84018
mwi,1985,82.00033
mwi,1986,85.92725
mwi,1987,80.3088
mwi,1988,89.34662
mwi,1989,90.70069
mwi,1990,91.02161
mwi,1991,88.7684
mwi,1992,83.85969
mwi,1993,81.60682
mwi,1995,86.66155
mwi,1998,87.92336
mwi,1999,83.91416
mwi,2000,87.61909
mwi,2001,85.68674
mwi,2004,82.14564
mwi,2005,83.63632
mwi,2006,84.89327
mwi,2007,89.23697
mwi,2008,84.13884
mwi,2009,89.68796
mwi,2010,89.04605
mwi,2011,86.39633
mys,1998,99.04906
mys,1999,99.18099
mys,2000,99.24596
mys,2004,99.69299
mys,2005,98.84324
mys,2006,97.71466
mys,2007,97.83526
mys,2008,96.316
mys,2009,95.54515
mys,2010,94.76481
mys,2011,92.97222
mys,2012,90.74882
mys,2013,89.0528
mys,2014,87.5275
mys,2015,87.18627
mys,2016,91.04953
nam,1991,89.85189
nam,1993,91.76034
nam,1994,89.18296
nam,1995,89.97648
nam,1997,91.79484
nam,1998,88.71671
nam,1999,98.05557
nam,2004,91.58591
nam,2005,89.80429
nam,2007,92.38582
nam,2008,93.90286
nam,2009,94.08223
nam,2012,95.9698
ncl,1982,83.26157
ncl,1983,81.93514
ncl,1985,82.90155
ncl,1986,83.98597
ncl,1987,84.33554
ncl,1988,88.61103
ncl,1989,97.04312
ner,1971,40.74334
ner,1972,35.23862
ner,1973,42.40216
ner,1974,39.29916
ner,1975,43.15553
ner,1976,54.42742
ner,1977,52.95625
ner,1978,53.89208
ner,1980,60.49542
ner,1985,31.58651
ner,1988,49.71466
ner,1989,42.93619
ner,1990,68.40839
ner,1991,44.65345
ner,1996,47.37138
ner,1998,49.025
ner,1999,47.99867
ner,2000,49.91059
ner,2001,58.71742
ner,2002,58.41112
ner,2003,63.23199
ner,2004,74.48514
ner,2005,72.35167
ner,2006,52.62454
ner,2007,59.59459
ner,2008,58.725
ner,2009,71.90899
ner,2010,72.24763
ner,2011,64.00553
ner,2012,69.67891
ner,2013,64.82125
ner,2015,58.26901
nga,1999,33.73396
nga,2009,60.36624
nic,1987,93.77341
nic,1988,97.58558
nic,1994,97.80462
nic,1999,98.82625
nld,1971,63.06111
nld,1972,64.2484
nld,1973,65.77738
nld,1974,66.92066
nld,1975,67.66037
nld,1976,69.00963
nld,1977,69.45685
nld,1978,69.78698
nld,1979,70.17897
nld,1980,70.04355
nld,1981,70.41452
nld,1982,70.70591
nld,1983,71.33936
nld,1984,72.7781
nor,1998,99.69616
nor,1999,99.87254
nor,2000,99.92314
nor,2001,99.88251
nor,2002,99.74968
nor,2003,99.7957
nor,2004,99.85666
nor,2005,99.67831
nor,2006,99.63624
nor,2007,99.94772
nor,2008,99.76839
nor,2009,99.93123
nor,2010,99.79966
nor,2011,99.71734
nor,2012,99.24731
nor,2013,99.97067
nor,2014,99.93242
nor,2015,99.95767
nor,2016,99.67424
npl,1991,88.87791
npl,1999,80.44303
npl,2000,79.65374
npl,2001,89.72346
npl,2002,87.89453
npl,2003,85.60561
npl,2007,87.92562
npl,2012,86.21871
npl,2013,87.51016
npl,2014,87.29895
npl,2015,87.46915
npl,2016,82.38135
omn,1974,89.74359
omn,1975,84.84848
omn,1976,73.79182
omn,1977,83.88225
omn,1978,84.07762
omn,1982,90.5654
omn,1983,89.97083
omn,1984,91.86953
omn,1985,93.3384
omn,1986,95.73607
omn,1987,94.24197
omn,1988,95.34862
omn,1989,96.82192
omn,1991,97.69748
omn,1993,97.65526
omn,1994,99.23323
omn,1995,99.26836
omn,1996,99.06667
omn,1999,99.50826
omn,2000,99.91031
omn,2001,99.51252
omn,2002,99.31701
omn,2011,99.63512
omn,2012,99.6824
omn,2013,99.90418
omn,2014,99.35751
omn,2015,98.51826
omn,2016,98.28044
omn,2017,98.32518
pak,2004,71.82525
pak,2005,73.26385
pak,2006,78.71569
pak,2007,74.9681
pak,2008,74.94988
pak,2009,76.71165
pak,2010,74.84759
pak,2011,80.14834
pak,2012,77.04941
pak,2013,81.32559
pak,2015,86.22358
pak,2017,87.50431
pan,1971,63.87023
pan,1972,57.16534
pan,1973,58.67446
pan,1974,62.62526
pan,1975,64.79271
pan,1976,58.61017
pan,1977,65.94229
pan,1978,66.38291
pan,1981,86.66005
pan,1982,88.23761
pan,1983,90.08004
pan,1984,83.5659
pan,1985,86.44083
pan,1986,85.46652
pan,1987,87.10852
pan,2004,65.30746
pan,2005,94.73877
pan,2006,98.88004
pan,2007,99.84275
pan,2008,98.05312
pan,2009,98.74785
pan,2010,98.8914
pan,2011,98.77133
pan,2016,99.19081
per,1973,58.29675
per,1974,63.15692
per,1975,67.9328
per,1976,68.81086
per,1977,72.7635
per,1978,80.15056
per,1979,84.17949
per,1980,86.1091
per,1998,95.86244
per,1999,97.04184
per,2000,97.5475
per,2001,97.79948
per,2003,97.79053
per,2004,98.36119
per,2005,98.05131
per,2006,97.96078
per,2007,96.39112
per,2008,97.62561
per,2009,96.65637
per,2010,94.37639
per,2011,90.85626
per,2012,99.14629
