geo,time,sp_dyn_imrt_fe_in
ecu,1989,38.7
ecu,1990,37
ecu,1991,35.4
ecu,1992,33.8
ecu,1993,32.1
ecu,1994,30.4
ecu,1995,28.7
ecu,1996,27
ecu,1997,25.4
ecu,1998,23.9
ecu,1999,22.6
ecu,2000,21.4
ecu,2001,20.3
ecu,2002,19.4
ecu,2003,18.6
ecu,2004,17.9
ecu,2005,17.3
ecu,2006,16.6
ecu,2007,16
ecu,2008,15.4
ecu,2009,14.8
ecu,2010,14.1
ecu,2011,13.5
ecu,2012,13
ecu,2013,12.5
ecu,2014,12
ecu,2015,11.6
ecu,2016,11.2
ecu,2017,10.8
ecu,2018,10.5
ecu,2019,10.1
ecu,2020,9.8
egy,1960,208.5
egy,1961,201.8
egy,1962,195.2
egy,1963,188.8
egy,1964,183
egy,1965,177.7
egy,1966,173.3
egy,1967,169.7
egy,1968,166.8
egy,1969,164.5
egy,1970,162.5
egy,1971,160.2
egy,1972,157.3
egy,1973,153.6
egy,1974,148.7
egy,1975,143
egy,1976,136.8
egy,1977,130.4
egy,1978,124
egy,1979,117.9
egy,1980,112
egy,1981,106.1
egy,1982,100.2
egy,1983,93.9
egy,1984,87.5
egy,1985,81.2
egy,1986,75.7
egy,1987,71
egy,1988,66.9
egy,1989,63.7
egy,1990,60.9
egy,1991,58.4
egy,1992,55.9
egy,1993,53.3
egy,1994,50.4
egy,1995,47.5
egy,1996,44.6
egy,1997,41.9
egy,1998,39.4
egy,1999,37.1
egy,2000,35
egy,2001,33.2
egy,2002,31.5
egy,2003,30.1
egy,2004,28.8
egy,2005,27.6
egy,2006,26.5
egy,2007,25.4
egy,2008,24.4
egy,2009,23.4
egy,2010,22.4
egy,2011,21.5
egy,2012,20.6
egy,2013,19.8
egy,2014,19.1
egy,2015,18.4
egy,2016,17.7
egy,2017,17.1
egy,2018,16.5
egy,2019,16
egy,2020,15.4
eri,1974,113.1
eri,1975,110.5
eri,1976,108.1
eri,1977,105.9
eri,1978,103.8
eri,1979,102.1
eri,1980,100.6
eri,1981,99.2
eri,1982,97.8
eri,1983,96.4
eri,1984,94.9
eri,1985,93.1
eri,1986,91.1
eri,1987,89
eri,1988,86.6
eri,1989,83.9
eri,1990,81
eri,1991,77.6
eri,1992,73.9
eri,1993,70
eri,1994,66.2
eri,1995,62.3
eri,1996,58.7
eri,1997,55.5
eri,1998,52.7
eri,1999,50.2
eri,2000,48
eri,2001,45.9
eri,2002,44.1
eri,2003,42.4
eri,2004,40.8
eri,2005,39.3
eri,2006,38
eri,2007,36.8
eri,2008,35.5
eri,2009,34.4
eri,2010,33.4
eri,2011,32.4
eri,2012,31.5
eri,2013,30.6
eri,2014,29.8
eri,2015,29
eri,2016,28.3
eri,2017,27.5
eri,2018,26.8
eri,2019,26.1
eri,2020,25.4
esp,1974,17.6
esp,1975,16.2
esp,1976,15
esp,1977,13.9
esp,1978,12.8
esp,1979,11.7
esp,1980,10.8
esp,1981,10
esp,1982,9.5
esp,1983,9
esp,1984,8.5
esp,1985,8.1
esp,1986,7.7
esp,1987,7.5
esp,1988,7.2
esp,1989,6.9
esp,1990,6.7
esp,1991,6.4
esp,1992,6
esp,1993,5.7
esp,1994,5.3
esp,1995,5
esp,1996,4.7
esp,1997,4.5
esp,1998,4.3
esp,1999,4.1
esp,2000,4
esp,2001,3.9
esp,2002,3.8
esp,2003,3.7
esp,2004,3.6
esp,2005,3.5
esp,2006,3.3
esp,2007,3.2
esp,2008,3.1
esp,2009,3
esp,2010,2.9
esp,2011,2.8
esp,2012,2.7
esp,2013,2.6
esp,2014,2.5
esp,2015,2.5
esp,2016,2.5
esp,2017,2.5
esp,2018,2.5
esp,2019,2.5
esp,2020,2.5
est,1980,15.3
est,1981,14.7
est,1982,14.2
est,1983,13.7
est,1984,13.3
est,1985,13
est,1986,12.7
est,1987,12.5
est,1988,12.3
est,1989,12.2
est,1990,12.1
est,1991,12
est,1992,11.9
est,1993,11.6
est,1994,11.3
est,1995,10.8
est,1996,10.2
est,1997,9.5
est,1998,8.9
est,1999,8.2
est,2000,7.6
est,2001,7
est,2002,6.5
est,2003,5.9
est,2004,5.5
est,2005,5
est,2006,4.6
est,2007,4.2
est,2008,3.9
est,2009,3.5
est,2010,3.2
est,2011,3
est,2012,2.7
est,2013,2.5
est,2014,2.3
est,2015,2.1
est,2016,2
est,2017,1.8
est,2018,1.7
est,2019,1.6
est,2020,1.5
eth,1966,133.5
eth,1967,133.3
eth,1968,132.9
eth,1969,132.6
eth,1970,132.3
eth,1971,132
eth,1972,131.8
eth,1973,131.6
eth,1974,131.4
eth,1975,131.1
eth,1976,130.9
eth,1977,130.5
eth,1978,130
eth,1979,129.1
eth,1980,128
eth,1981,126.4
eth,1982,124.5
eth,1983,122.3
eth,1984,120.1
eth,1985,118.1
eth,1986,116.1
eth,1987,114.3
eth,1988,112.1
eth,1989,109.8
eth,1990,107.4
eth,1991,104.8
eth,1992,102
eth,1993,98.9
eth,1994,95.6
eth,1995,92.2
eth,1996,88.9
eth,1997,85.7
eth,1998,82.7
eth,1999,79.7
eth,2000,76.7
eth,2001,73.5
eth,2002,70.3
eth,2003,67
eth,2004,63.6
eth,2005,60.3
eth,2006,57.1
eth,2007,54.2
eth,2008,51.4
eth,2009,48.9
eth,2010,46.6
eth,2011,44.5
eth,2012,42.4
eth,2013,40.4
eth,2014,38.6
eth,2015,36.9
eth,2016,35.3
eth,2017,33.8
eth,2018,32.5
eth,2019,31.3
eth,2020,30.3
fin,1960,19.1
fin,1961,18
fin,1962,17
fin,1963,16
fin,1964,15.2
fin,1965,14.4
fin,1966,13.7
fin,1967,13.1
fin,1968,12.6
fin,1969,12
fin,1970,11.5
fin,1971,10.9
fin,1972,10.4
fin,1973,9.9
fin,1974,9.4
fin,1975,8.8
fin,1976,8.2
fin,1977,7.7
fin,1978,7.2
fin,1979,6.7
fin,1980,6.3
fin,1981,6
fin,1982,5.8
fin,1983,5.6
fin,1984,5.5
fin,1985,5.4
fin,1986,5.3
fin,1987,5.3
fin,1988,5.2
fin,1989,5.1
fin,1990,5
fin,1991,4.8
fin,1992,4.5
fin,1993,4.3
fin,1994,4
fin,1995,3.8
fin,1996,3.6
fin,1997,3.5
fin,1998,3.4
fin,1999,3.3
fin,2000,3.2
fin,2001,3.1
fin,2002,3
fin,2003,2.9
fin,2004,2.8
fin,2005,2.8
fin,2006,2.7
fin,2007,2.6
fin,2008,2.4
fin,2009,2.3
fin,2010,2.2
fin,2011,2.1
fin,2012,2
fin,2013,2
fin,2014,1.9
fin,2015,1.8
fin,2016,1.8
fin,2017,1.8
fin,2018,1.7
fin,2019,1.7
fin,2020,1.7
fji,1960,53.7
fji,1961,51.5
fji,1962,49.5
fji,1963,47.7
fji,1964,45.9
fji,1965,44.4
fji,1966,43
fji,1967,42
fji,1968,41.2
fji,1969,40.7
fji,1970,40.4
fji,1971,40.2
fji,1972,40
fji,1973,39.8
fji,1974,39.5
fji,1975,38.9
fji,1976,38
fji,1977,37
fji,1978,35.7
fji,1979,34.3
fji,1980,32.9
fji,1981,31.5
fji,1982,30.1
fji,1983,28.8
fji,1984,27.7
fji,1985,26.7
fji,1986,25.8
fji,1987,24.9
fji,1988,24
fji,1989,23.2
fji,1990,22.3
fji,1991,21.6
fji,1992,20.9
fji,1993,20.3
fji,1994,19.7
fji,1995,19.2
fji,1996,18.8
fji,1997,18.4
fji,1998,18.1
fji,1999,17.9
fji,2000,17.8
fji,2001,17.7
fji,2002,17.8
fji,2003,17.9
fji,2004,18.1
fji,2005,18.3
fji,2006,18.5
fji,2007,18.6
fji,2008,18.7
fji,2009,18.6
fji,2010,18.5
fji,2011,18.4
fji,2012,18.4
fji,2013,18.5
fji,2014,18.6
fji,2015,18.9
fji,2016,19.3
fji,2017,19.7
fji,2018,20.2
fji,2019,20.7
fji,2020,21.1
fra,1960,20.4
fra,1961,19.4
fra,1962,18.4
fra,1963,17.6
fra,1964,16.8
fra,1965,16.1
fra,1966,15.4
fra,1967,14.9
fra,1968,14.4
fra,1969,13.7
fra,1970,13.1
fra,1971,12.5
fra,1972,11.9
fra,1973,11.4
fra,1974,11
fra,1975,10.6
fra,1976,10.2
fra,1977,9.8
fra,1978,9.4
fra,1979,9
fra,1980,8.6
fra,1981,8.3
fra,1982,8.1
fra,1983,7.8
fra,1984,7.6
fra,1985,7.3
fra,1986,7.1
fra,1987,6.9
fra,1988,6.7
fra,1989,6.6
fra,1990,6.3
fra,1991,6.1
fra,1992,5.7
fra,1993,5.3
fra,1994,4.9
fra,1995,4.6
fra,1996,4.3
fra,1997,4.1
fra,1998,3.9
fra,1999,3.7
fra,2000,3.6
fra,2001,3.4
fra,2002,3.3
fra,2003,3.2
fra,2004,3
fra,2005,2.9
fra,2006,2.9
fra,2007,2.9
fra,2008,2.8
fra,2009,2.8
fra,2010,2.8
fra,2011,2.8
fra,2012,2.8
fra,2013,2.8
fra,2014,2.8
fra,2015,2.9
fra,2016,2.9
fra,2017,3
fra,2018,3
fra,2019,3.1
fra,2020,3.1
fsm,1960,78.9
fsm,1961,75.9
fsm,1962,72.9
fsm,1963,70.1
fsm,1964,67.5
fsm,1965,64.9
fsm,1966,62.5
fsm,1967,60.1
fsm,1968,57.8
fsm,1969,55.8
fsm,1970,53.8
fsm,1971,51.9
fsm,1972,50.3
fsm,1973,48.7
fsm,1974,47.2
fsm,1975,45.9
fsm,1976,44.8
fsm,1977,43.6
fsm,1978,42.7
fsm,1979,41.8
fsm,1980,41.1
fsm,1981,40.6
fsm,1982,40.1
fsm,1983,39.6
fsm,1984,39
fsm,1985,38.3
fsm,1986,37.4
fsm,1987,36.5
fsm,1988,35.5
fsm,1989,34.5
fsm,1990,33.6
fsm,1991,32.8
fsm,1992,32.1
fsm,1993,31.5
fsm,1994,30.9
fsm,1995,30.2
fsm,1996,29.5
fsm,1997,28.7
fsm,1998,27.8
fsm,1999,27
fsm,2000,26.3
fsm,2001,25.6
fsm,2002,25
fsm,2003,24.6
fsm,2004,24.4
fsm,2005,24.3
fsm,2006,24.2
fsm,2007,24.1
fsm,2008,24
fsm,2009,23.7
fsm,2010,23.4
fsm,2011,22.9
fsm,2012,22.3
fsm,2013,21.8
fsm,2014,21.3
fsm,2015,20.7
fsm,2016,20
fsm,2017,19.5
fsm,2018,18.9
fsm,2019,18.4
fsm,2020,17.9
gab,1967,98.1
gab,1968,95.3
gab,1969,92.6
gab,1970,90
gab,1971,87.5
gab,1972,84.9
gab,1973,82.5
gab,1974,80.1
gab,1975,77.8
gab,1976,75.6
gab,1977,73.3
gab,1978,71.2
gab,1979,69.2
gab,1980,67.2
gab,1981,65.3
gab,1982,63.4
gab,1983,61.7
gab,1984,60.1
gab,1985,58.6
gab,1986,57.3
gab,1987,56.1
gab,1988,54.9
gab,1989,53.9
gab,1990,53.1
gab,1991,52.3
gab,1992,51.7
gab,1993,51.1
gab,1994,50.6
gab,1995,50.1
gab,1996,49.6
gab,1997,49.1
gab,1998,48.4
gab,1999,47.7
gab,2000,46.9
gab,2001,46
gab,2002,45.1
gab,2003,44.2
gab,2004,43.2
gab,2005,42.1
gab,2006,41.1
gab,2007,39.8
gab,2008,38.7
gab,2009,37.8
gab,2010,36.7
gab,2011,35.5
gab,2012,34.4
gab,2013,33.3
gab,2014,32.6
gab,2015,31.7
gab,2016,30.3
gab,2017,29.6
gab,2018,28.5
gab,2019,27.6
gab,2020,26.9
gbr,1960,20
gbr,1961,19.6
gbr,1962,19.1
gbr,1963,18.7
gbr,1964,18.1
gbr,1965,17.6
gbr,1966,17.1
gbr,1967,16.7
gbr,1968,16.3
gbr,1969,15.9
gbr,1970,15.6
gbr,1971,15.3
gbr,1972,15
gbr,1973,14.5
gbr,1974,13.9
gbr,1975,13.4
gbr,1976,12.8
gbr,1977,12.3
gbr,1978,11.7
gbr,1979,11.2
gbr,1980,10.6
gbr,1981,10
gbr,1982,9.4
gbr,1983,9
gbr,1984,8.7
gbr,1985,8.4
gbr,1986,8.2
gbr,1987,7.9
gbr,1988,7.6
gbr,1989,7.3
gbr,1990,6.9
gbr,1991,6.4
gbr,1992,6.1
gbr,1993,5.8
gbr,1994,5.5
gbr,1995,5.4
gbr,1996,5.3
gbr,1997,5.2
gbr,1998,5.1
gbr,1999,5
gbr,2000,5
gbr,2001,4.9
gbr,2002,4.8
gbr,2003,4.8
gbr,2004,4.7
gbr,2005,4.6
gbr,2006,4.5
gbr,2007,4.4
gbr,2008,4.3
gbr,2009,4.1
gbr,2010,4
gbr,2011,3.8
gbr,2012,3.7
gbr,2013,3.6
gbr,2014,3.5
gbr,2015,3.4
gbr,2016,3.4
gbr,2017,3.4
gbr,2018,3.4
gbr,2019,3.3
gbr,2020,3.3
geo,1975,52.3
geo,1976,50.6
geo,1977,48.9
geo,1978,47.1
geo,1979,45.6
geo,1980,44
geo,1981,42.6
geo,1982,41.2
geo,1983,39.9
geo,1984,38.8
geo,1985,37.9
geo,1986,37.3
geo,1987,36.8
geo,1988,36.4
geo,1989,36.2
geo,1990,36
geo,1991,35.7
geo,1992,35.5
geo,1993,35.1
geo,1994,34.7
geo,1995,34
geo,1996,33.2
geo,1997,32.1
geo,1998,30.9
geo,1999,29.5
geo,2000,27.8
geo,2001,26.1
geo,2002,24.2
geo,2003,22.2
geo,2004,20.2
geo,2005,18.3
geo,2006,16.5
geo,2007,14.8
geo,2008,13.4
geo,2009,12.1
geo,2010,11
geo,2011,10.2
geo,2012,9.5
geo,2013,8.9
geo,2014,8.5
geo,2015,8.2
geo,2016,8
geo,2017,7.8
geo,2018,7.6
geo,2019,7.5
geo,2020,7.3
gha,1960,114.4
gha,1961,113.3
gha,1962,112.4
gha,1963,111.8
gha,1964,111.4
gha,1965,111.3
gha,1966,111.3
gha,1967,111.5
gha,1968,111.7
gha,1969,111.7
gha,1970,111.5
gha,1971,110.9
gha,1972,109.9
gha,1973,108.2
gha,1974,106.1
gha,1975,103.5
gha,1976,100.8
gha,1977,98.2
gha,1978,96.1
gha,1979,94.5
gha,1980,93.4
gha,1981,92.6
gha,1982,91.7
gha,1983,90.6
gha,1984,89.1
gha,1985,87.1
gha,1986,84.4
gha,1987,81.5
gha,1988,78.4
gha,1989,75.4
gha,1990,72.7
gha,1991,70.4
gha,1992,68.6
gha,1993,67.3
gha,1994,66.3
gha,1995,65.5
gha,1996,64.6
gha,1997,63.4
gha,1998,61.8
gha,1999,59.9
gha,2000,57.8
gha,2001,55.7
gha,2002,53.7
gha,2003,51.9
gha,2004,50.2
gha,2005,48.8
gha,2006,47.6
gha,2007,46.3
gha,2008,44.9
gha,2009,43.3
gha,2010,41.7
gha,2011,40.2
gha,2012,38.6
gha,2013,37.1
gha,2014,35.7
gha,2015,34.4
gha,2016,33.2
gha,2017,32.1
gha,2018,31.1
gha,2019,30.1
gha,2020,29.2
gin,1960,194.6
gin,1961,193.2
gin,1962,192.1
gin,1963,190.5
gin,1964,188.9
gin,1965,187.3
gin,1966,185.7
gin,1967,184
gin,1968,182.3
gin,1969,180.6
gin,1970,179
gin,1971,177.1
gin,1972,175.2
gin,1973,173.2
gin,1974,171.1
gin,1975,168.9
gin,1976,166.4
gin,1977,163.6
gin,1978,160.8
gin,1979,157.9
gin,1980,155
gin,1981,152.3
gin,1982,149.6
gin,1983,147.1
gin,1984,144.6
gin,1985,142.2
gin,1986,139.5
gin,1987,136.9
gin,1988,134
gin,1989,130.9
gin,1990,127.7
gin,1991,124.2
gin,1992,120.8
gin,1993,117.2
gin,1994,113.4
gin,1995,109.7
gin,1996,106
gin,1997,102.4
gin,1998,98.8
gin,1999,95.2
gin,2000,91.7
gin,2001,88.1
gin,2002,84.7
gin,2003,81.6
gin,2004,78.7
gin,2005,76.2
gin,2006,74
gin,2007,72
gin,2008,70.3
gin,2009,68.8
gin,2010,67.2
gin,2011,66
gin,2012,64.8
gin,2013,63.7
gin,2014,62.8
gin,2015,61.8
gin,2016,60.6
gin,2017,59.5
gin,2018,58.4
gin,2019,57.2
gin,2020,55.9
gmb,1960,140.3
gmb,1961,137.8
gmb,1962,135.4
gmb,1963,133
gmb,1964,130.7
gmb,1965,128.3
gmb,1966,126.1
gmb,1967,123.9
gmb,1968,121.8
gmb,1969,119.5
gmb,1970,117.3
gmb,1971,114.9
gmb,1972,112.6
gmb,1973,110.3
gmb,1974,108
gmb,1975,105.7
gmb,1976,103.3
gmb,1977,101.1
gmb,1978,98.9
gmb,1979,96.7
gmb,1980,94.5
gmb,1981,92.3
gmb,1982,90.1
gmb,1983,87.8
gmb,1984,85.6
gmb,1985,83.3
gmb,1986,81.1
gmb,1987,78.9
gmb,1988,76.7
gmb,1989,74.7
gmb,1990,72.7
gmb,1991,70.8
gmb,1992,69
gmb,1993,67.2
gmb,1994,65.4
gmb,1995,63.5
gmb,1996,61.7
gmb,1997,59.9
gmb,1998,58.1
gmb,1999,56.4
gmb,2000,54.8
gmb,2001,53.1
gmb,2002,51.5
gmb,2003,49.9
gmb,2004,48.4
gmb,2005,46.9
gmb,2006,45.4
gmb,2007,44
gmb,2008,42.7
gmb,2009,41.5
gmb,2010,40.2
gmb,2011,39
gmb,2012,37.9
gmb,2013,36.8
gmb,2014,35.8
gmb,2015,34.8
gmb,2016,33.8
gmb,2017,32.9
gmb,2018,32
gmb,2019,31.2
gmb,2020,30.4
gnb,1985,133.6
gnb,1986,130.9
gnb,1987,128.4
gnb,1988,125.9
gnb,1989,123.4
gnb,1990,121
gnb,1991,118.5
gnb,1992,116.1
gnb,1993,113.8
gnb,1994,111.2
gnb,1995,108.8
gnb,1996,106.2
gnb,1997,103.6
gnb,1998,100.9
gnb,1999,98.2
gnb,2000,95.5
gnb,2001,92.7
gnb,2002,89.7
gnb,2003,86.6
gnb,2004,83.5
gnb,2005,80.3
gnb,2006,77.1
gnb,2007,74
gnb,2008,71
gnb,2009,68
gnb,2010,65.1
gnb,2011,62.4
gnb,2012,59.8
gnb,2013,57.4
gnb,2014,55.3
gnb,2015,53.5
gnb,2016,51.8
gnb,2017,50.2
gnb,2018,48.7
gnb,2019,47.2
gnb,2020,45.8
gnq,1982,124.7
gnq,1983,122.4
gnq,1984,120
gnq,1985,117.7
gnq,1986,115.9
gnq,1987,114.5
gnq,1988,113.4
gnq,1989,112.3
gnq,1990,111.5
gnq,1991,110.6
gnq,1992,109.8
gnq,1993,109
gnq,1994,108.2
gnq,1995,107.3
gnq,1996,106.2
gnq,1997,104.8
gnq,1998,103
gnq,1999,100.8
gnq,2000,98.5
gnq,2001,96
gnq,2002,93.4
gnq,2003,90.7
gnq,2004,88
gnq,2005,85.2
gnq,2006,82.5
gnq,2007,79.7
gnq,2008,77
gnq,2009,74.4
gnq,2010,72
gnq,2011,69.8
gnq,2012,67.5
gnq,2013,65.4
gnq,2014,63.3
gnq,2015,61.3
gnq,2016,59.4
gnq,2017,57.7
gnq,2018,55.8
gnq,2019,54.1
gnq,2020,52.6
grc,1960,38
grc,1961,37.1
grc,1962,36.1
grc,1963,34.8
grc,1964,33.2
grc,1965,31.9
grc,1966,31
grc,1967,30.3
grc,1968,28.9
grc,1969,26.6
grc,1970,24.4
grc,1971,23
grc,1972,22.2
grc,1973,21.7
grc,1974,21.2
grc,1975,20.5
grc,1976,19.6
grc,1977,18.5
grc,1978,17.3
grc,1979,16.2
grc,1980,15.2
grc,1981,14.2
grc,1982,13.3
grc,1983,12.6
grc,1984,12
grc,1985,11.5
grc,1986,10.8
grc,1987,10.1
grc,1988,9.4
grc,1989,8.8
grc,1990,8.3
grc,1991,7.9
grc,1992,7.6
grc,1993,7.3
grc,1994,7.1
grc,1995,6.8
grc,1996,6.5
grc,1997,6.2
grc,1998,5.9
grc,1999,5.5
grc,2000,5.1
grc,2001,4.8
grc,2002,4.5
grc,2003,4.2
grc,2004,4
grc,2005,3.7
grc,2006,3.5
grc,2007,3.3
grc,2008,3.2
grc,2009,3.2
grc,2010,3.2
grc,2011,3.2
grc,2012,3.2
grc,2013,3.3
grc,2014,3.4
grc,2015,3.5
grc,2016,3.5
grc,2017,3.5
grc,2018,3.4
grc,2019,3.4
grc,2020,3.3
grd,1960,64.5
grd,1961,59.7
grd,1962,54.9
grd,1963,50.6
grd,1964,47
grd,1965,44.1
grd,1966,41.9
grd,1967,40.3
grd,1968,39.1
grd,1969,38.1
grd,1970,37.3
grd,1971,36.5
grd,1972,35.6
grd,1973,34.7
grd,1974,33.7
grd,1975,32.7
grd,1976,31.6
grd,1977,30.4
grd,1978,29.2
grd,1979,28
grd,1980,26.7
grd,1981,25.5
grd,1982,24.3
grd,1983,23.1
grd,1984,22
grd,1985,20.9
grd,1986,20
grd,1987,19
grd,1988,18.2
grd,1989,17.4
grd,1990,16.6
grd,1991,15.8
grd,1992,15.1
grd,1993,14.4
grd,1994,13.9
grd,1995,13.4
grd,1996,13
grd,1997,12.6
grd,1998,12.4
grd,1999,12.2
grd,2000,12
grd,2001,11.8
grd,2002,11.7
grd,2003,11.6
grd,2004,11.6
grd,2005,11.5
grd,2006,11.5
grd,2007,11.6
grd,2008,11.7
grd,2009,11.9
grd,2010,12.1
grd,2011,12.3
grd,2012,12.5
grd,2013,12.7
grd,2014,12.9
grd,2015,13.1
grd,2016,13.3
grd,2017,13.4
grd,2018,13.5
grd,2019,13.5
grd,2020,13.3
gtm,1960,138
gtm,1961,134.8
gtm,1962,131.9
gtm,1963,129
gtm,1964,125.9
gtm,1965,123
gtm,1966,120
gtm,1967,117
gtm,1968,114
gtm,1969,111
gtm,1970,107.9
gtm,1971,104.8
gtm,1972,101.8
gtm,1973,98.6
gtm,1974,95.5
gtm,1975,92.4
gtm,1976,96.5
gtm,1977,86.4
gtm,1978,83.5
gtm,1979,80.6
gtm,1980,78
gtm,1981,75.3
gtm,1982,81.2
gtm,1983,70.1
gtm,1984,67.5
gtm,1985,65
gtm,1986,62.4
gtm,1987,60
gtm,1988,57.6
gtm,1989,55.3
gtm,1990,53.1
gtm,1991,51
gtm,1992,49.1
gtm,1993,47.3
gtm,1994,45.5
gtm,1995,43.8
gtm,1996,42.2
gtm,1997,40.7
gtm,1998,39.3
gtm,1999,37.9
gtm,2000,36.6
gtm,2001,35.3
gtm,2002,34
gtm,2003,32.8
gtm,2004,31.7
gtm,2005,30.5
gtm,2006,29.5
gtm,2007,28.4
gtm,2008,27.4
gtm,2009,26.4
gtm,2010,25.4
gtm,2011,24.4
gtm,2012,23.5
gtm,2013,22.6
gtm,2014,21.8
gtm,2015,21
gtm,2016,20.3
gtm,2017,19.6
gtm,2018,19
gtm,2019,18.3
gtm,2020,17.7
guy,1960,58.3
guy,1961,56.1
guy,1962,54.3
guy,1963,52.8
guy,1964,51.5
guy,1965,50.5
guy,1966,49.6
guy,1967,48.9
guy,1968,48.5
guy,1969,48.2
guy,1970,48
guy,1971,47.8
guy,1972,47.8
guy,1973,47.7
guy,1974,47.5
guy,1975,47.4
guy,1976,47.2
guy,1977,47
guy,1978,46.7
guy,1979,46.3
guy,1980,46
guy,1981,45.6
guy,1982,45.2
guy,1983,44.8
guy,1984,44.4
guy,1985,44
guy,1986,43.4
guy,1987,42.8
guy,1988,42.1
guy,1989,41.3
guy,1990,40.4
guy,1991,39.4
guy,1992,38.4
guy,1993,37.5
guy,1994,36.6
guy,1995,35.7
guy,1996,34.9
guy,1997,34.1
guy,1998,33.4
guy,1999,32.7
guy,2000,32
guy,2001,31.4
guy,2002,30.8
guy,2003,30.1
guy,2004,29.5
guy,2005,29
guy,2006,28.5
guy,2007,27.9
guy,2008,27.5
guy,2009,27
guy,2010,26.5
guy,2011,26.1
guy,2012,25.5
guy,2013,25
guy,2014,24.4
guy,2015,23.7
guy,2016,23.1
guy,2017,22.5
guy,2018,21.8
guy,2019,21.2
guy,2020,20.6
hnd,1960,127.9
hnd,1961,123.9
hnd,1962,119.8
hnd,1963,116
hnd,1964,112.2
hnd,1965,108.4
hnd,1966,104.9
hnd,1967,101.4
hnd,1968,97.9
hnd,1969,94.4
hnd,1970,91
hnd,1971,87.7
hnd,1972,84.4
hnd,1973,81.3
hnd,1974,87.4
hnd,1975,75.2
hnd,1976,72.3
hnd,1977,69.4
hnd,1978,66.6
hnd,1979,63.9
hnd,1980,61.3
hnd,1981,58.8
hnd,1982,56.3
hnd,1983,54
hnd,1984,51.8
hnd,1985,49.7
hnd,1986,47.6
hnd,1987,45.7
hnd,1988,43.8
hnd,1989,42
hnd,1990,40.3
hnd,1991,38.6
hnd,1992,37.1
hnd,1993,35.6
hnd,1994,34.2
hnd,1995,32.9
hnd,1996,31.7
hnd,1997,30.5
hnd,1998,38
hnd,1999,28.1
hnd,2000,26.9
hnd,2001,25.8
hnd,2002,24.7
hnd,2003,23.7
hnd,2004,22.6
hnd,2005,21.7
hnd,2006,20.7
hnd,2007,19.9
hnd,2008,19.1
hnd,2009,18.3
hnd,2010,17.5
hnd,2011,16.9
hnd,2012,16.2
hnd,2013,15.6
hnd,2014,15.1
hnd,2015,14.6
hnd,2016,14.1
hnd,2017,13.6
hnd,2018,13.2
hnd,2019,12.8
hnd,2020,12.3
hrv,1981,17.8
hrv,1982,16.6
hrv,1983,15.6
hrv,1984,14.6
hrv,1985,13.6
hrv,1986,12.7
hrv,1987,11.8
hrv,1988,11.1
hrv,1989,10.3
hrv,1990,9.7
hrv,1991,9.9
hrv,1992,8.7
hrv,1993,8.2
hrv,1994,7.9
hrv,1995,7.6
hrv,1996,7.3
hrv,1997,7.1
hrv,1998,6.9
hrv,1999,6.7
hrv,2000,6.4
hrv,2001,6.2
hrv,2002,6
hrv,2003,5.8
hrv,2004,5.5
hrv,2005,5.3
hrv,2006,5
hrv,2007,4.8
hrv,2008,4.6
hrv,2009,4.5
hrv,2010,4.3
hrv,2011,4.2
hrv,2012,4
hrv,2013,3.9
hrv,2014,3.9
hrv,2015,3.8
hrv,2016,3.7
hrv,2017,3.7
hrv,2018,3.6
hrv,2019,3.6
hrv,2020,3.5
hti,1960,179.3
hti,1961,176.3
hti,1962,173.3
hti,1963,170.5
hti,1964,167.8
hti,1965,165
hti,1966,162.1
hti,1967,159.1
hti,1968,156.2
hti,1969,153
hti,1970,149.9
hti,1971,146.7
hti,1972,143.4
hti,1973,140.2
hti,1974,136.9
hti,1975,133.7
hti,1976,130.6
hti,1977,127.4
hti,1978,124.3
hti,1979,121.4
hti,1980,118.4
hti,1981,115.5
hti,1982,112.6
hti,1983,109.7
hti,1984,106.9
hti,1985,104.2
hti,1986,101.5
hti,1987,99
hti,1988,96.6
hti,1989,94.2
hti,1990,91.7
hti,1991,89.3
hti,1992,86.7
hti,1993,84.3
hti,1994,81.9
hti,1995,79.4
hti,1996,77
hti,1997,74.5
hti,1998,72
hti,1999,69.6
hti,2000,67.4
hti,2001,65.2
hti,2002,63.3
hti,2003,61.6
hti,2004,60.1
hti,2005,58.7
hti,2006,57.4
hti,2007,56.2
hti,2008,55.1
hti,2009,54
hti,2010,96.7
hti,2011,51.8
hti,2012,50.7
hti,2013,49.6
hti,2014,48.6
hti,2015,47.4
hti,2016,46.3
hti,2017,45.1
hti,2018,43.9
hti,2019,42.8
hti,2020,41.8
hun,1960,42.4
hun,1961,40.3
hun,1962,38.9
hun,1963,37.8
hun,1964,36.7
hun,1965,35.6
hun,1966,34.6
hun,1967,33.6
hun,1968,32.8
hun,1969,32
hun,1970,31
hun,1971,30.5
hun,1972,30.7
hun,1973,31
hun,1974,30.5
hun,1975,28.4
hun,1976,25.8
hun,1977,23.4
hun,1978,21.5
hun,1979,19.9
hun,1980,18.7
hun,1981,17.8
hun,1982,17.4
hun,1983,17.3
hun,1984,17.3
hun,1985,17
hun,1986,16.4
hun,1987,15.5
hun,1988,14.5
hun,1989,13.8
hun,1990,13.5
hun,1991,13.1
hun,1992,12.3
hun,1993,11.2
hun,1994,10.3
