geo,time,ne_con_prvt_cn
caf,1979,130099998200
caf,1980,157806944100
caf,1981,162268841400
caf,1982,220023108600
caf,1983,210193193400
caf,1984,238444105400
caf,1985,307397000000
caf,1986,318960000000
caf,1987,290962000000
caf,1988,303914000000
caf,1989,309406000000
caf,1990,316629000000
caf,1991,307970000000
caf,1992,298861000000
caf,1993,288541000000
caf,1994,347010000000
caf,1995,428703000000
caf,1996,432856040500
caf,1997,438498000000
caf,1998,475166000000
caf,1999,460424315200
caf,2000,504984836700
caf,2001,554414090400
caf,2002,557825047400
caf,2003,549790900900
caf,2004,590471035800
caf,2005,631697800000
caf,2006,692471100000
caf,2007,750909300000
caf,2008,823708900000
caf,2009,844394000000
caf,2010,872393000000
caf,2011,958893000000
caf,2012,1130405000000
caf,2013,698262000000
caf,2014,769249000000
caf,2015,826412000000
caf,2016,908640000000
caf,2017,998226000000
caf,2018,1085501000000
caf,2019,1190545509500
caf,2020,1253731224000
can,1961,26299000000
can,1962,28053000000
can,1963,29903000000
can,1964,32099000000
can,1965,34787000000
can,1966,38002000000
can,1967,41106000000
can,1968,44897000000
can,1969,49008000000
can,1970,51802000000
can,1971,56403000000
can,1972,63123000000
can,1973,72146000000
can,1974,84090000000
can,1975,97192000000
can,1976,110518000000
can,1977,123126000000
can,1978,137528000000
can,1979,153557000000
can,1980,172238000000
can,1981,194258000000
can,1982,208186000000
can,1983,228440000000
can,1984,248271000000
can,1985,270616000000
can,1986,292148000000
can,1987,315856000000
can,1988,341459000000
can,1989,368416000000
can,1990,388379000000
can,1991,401980000000
can,1992,414555000000
can,1993,430668000000
can,1994,448151000000
can,1995,464265000000
can,1996,485155000000
can,1997,515810000000
can,1998,536891000000
can,1999,566932000000
can,2000,603187000000
can,2001,630572000000
can,2002,668603000000
can,2003,698585000000
can,2004,730886000000
can,2005,772000000000
can,2006,814421000000
can,2007,863424000000
can,2008,902446000000
can,2009,904663000000
can,2010,949619000000
can,2011,991750000000
can,2012,1023606000000
can,2013,1064515000000
can,2014,1113079000000
can,2015,1150654000000
can,2016,1184619000000
can,2017,1241063000000
can,2018,1292802000000
can,2019,1334707000000
can,2020,1261278000000
che,1970,59431066000
che,1971,66585475000
che,1972,75552111000
che,1973,84652163000
che,1974,92662655000
che,1975,95914659000
che,1976,99111073000
che,1977,103285867000
che,1978,106221009000
che,1979,112291417000
che,1980,120446442000
che,1981,128854291000
che,1982,136672548000
che,1983,142893981000
che,1984,149707422000
che,1985,156979140000
che,1986,163422900000
che,1987,169591432000
che,1988,176251939000
che,1989,186384639000
che,1990,199336366000
che,1991,213670807000
che,1992,222864671000
che,1993,227736161000
che,1994,230184417000
che,1995,235043102000
che,1996,240403141000
che,1997,247109460000
che,1998,252880677000
che,1999,258738526000
che,2000,267212908000
che,2001,274582994000
che,2002,274324777000
che,2003,278793679000
che,2004,285564854000
che,2005,292279600000
che,2006,301033585000
che,2007,312295698000
che,2008,322791259000
che,2009,325831713000
che,2010,332955178000
che,2011,336172445000
che,2012,340217310000
che,2013,346804373000
che,2014,349355363000
che,2015,353060668000
che,2016,358152569000
che,2017,365272315000
che,2018,372225358000
che,2019,375926266000
che,2020,360019629000
chl,1960,3553198.5932
chl,1961,3977393.15383
chl,1962,4641068.09414
chl,1963,7076098.47487
chl,1964,10623975.41508
chl,1965,14180066.46378
chl,1966,19663072.38204
chl,1967,25522616.19388
chl,1968,35495904.49586
chl,1969,51451184.37049
chl,1970,72303431.59515
chl,1971,94631565.8227
chl,1972,185520725.89566
chl,1973,973915340.38399
chl,1974,5998781725.39556
chl,1975,27389082296.2134
chl,1976,93000994384.16528
chl,1977,218964732653.54095
chl,1978,359948123376.03699
chl,1979,574581514405.52795
chl,1980,800530716915.47693
chl,1981,1012129973868.22998
chl,1982,969205004062.88
chl,1983,1149210732182.37012
chl,1984,1347315042594.63989
chl,1985,1924732388225.45996
chl,1986,2386354773195.50977
chl,1987,3125393451730.5
chl,1988,3822276911792.9502
chl,1989,4797338136350.94043
chl,1990,6245961791912.2998
chl,1991,8364996349000
chl,1992,10858186862000
chl,1993,13131779938700
chl,1994,15482863597800
chl,1995,18230163233400
chl,1996,20151973119244.80078
chl,1997,22479122149791.5
chl,1998,24386172141041.80078
chl,1999,24768854460123.39844
chl,2000,26905632903223.69531
chl,2001,28779303264153.60156
chl,2002,30379992389522.30078
chl,2003,32550112309950.19922
chl,2004,35913096494594.5
chl,2005,40528368498884.20312
chl,2006,44953127640882.20312
chl,2007,50041901216505.60156
chl,2008,56361662103513.79688
chl,2009,56832629424411.39844
chl,2010,65037133950973.89844
chl,2011,73356769445399.09375
chl,2012,80117515141372.1875
chl,2013,86376886549387.01562
chl,2014,93779395596356.98438
chl,2015,101220569538124
chl,2016,107485068563227
chl,2017,113983745391753
chl,2018,121614167071382
chl,2019,124127586557792
chl,2020,118427996837769
chn,1960,74170000000
chn,1961,81670000000
chn,1962,83870000000
chn,1963,84420000000
chn,1964,88960000000
chn,1965,95150000000
chn,1966,102110000000
chn,1967,108150000000
chn,1968,107660000000
chn,1969,112770000000
chn,1970,120680000000
chn,1971,126200000000
chn,1972,133420000000
chn,1973,143250000000
chn,1974,146700000000
chn,1975,152850000000
chn,1976,158850000000
chn,1977,164780000000
chn,1978,175910000000
chn,1979,201396422440
chn,1980,233688298020
chn,1981,262753101890
chn,1982,286711923420
chn,1983,322093733130
chn,1984,368954715800
chn,1985,462744290500
chn,1986,529351961000
chn,1987,604760008340
chn,1988,753214335640
chn,1989,877797015920
chn,1990,943503816260
chn,1991,1054447173600
chn,1992,1231222047400
chn,1993,1569485191400
chn,1994,2144319042300
chn,1995,2806555552100
chn,1996,3364414127200
chn,1997,3658582374100
chn,1998,3876849158200
chn,1999,4184582828000
chn,2000,4686327410300
chn,2001,5046468259700
chn,2002,5466696990100
chn,2003,5868990720900
chn,2004,6572475497000
chn,2005,7415370631500
chn,2006,8284236807900
chn,2007,9823129740600
chn,2008,11265465634800
chn,2009,12312189461300
chn,2010,14146546143800
chn,2011,17039080110100
chn,2012,19058478326400
chn,2013,21247729153700
chn,2014,23623849029100
chn,2015,26020243988200
chn,2016,28866815453000
chn,2017,32068950408700
chn,2018,35412437816800
chn,2019,38718809952500
chn,2020,38717610000000
civ,1960,84335444000
civ,1961,96892248100
civ,1962,104818180100
civ,1963,114168995800
civ,1964,127883518000
civ,1965,136700002300
civ,1966,150300000300
civ,1967,164699996200
civ,1968,184800002000
civ,1969,207300001800
civ,1970,230400000000
civ,1971,255099994100
civ,1972,275100008400
civ,1973,327299989500
civ,1974,402499993600
civ,1975,504200036400
civ,1976,616400027600
civ,1977,811900010500
civ,1978,978100027400
civ,1979,1106699878400
civ,1980,1349800034300
civ,1981,1456299966500
civ,1982,1549700038700
civ,1983,1654399959000
civ,1984,1783699996700
civ,1985,1836499992600
civ,1986,2013759012900
civ,1987,2048786038800
civ,1988,2066325962800
civ,1989,2174642028500
civ,1990,2114354020400
civ,1991,2168382947300
civ,1992,2166199943200
civ,1993,2226834636800
civ,1994,2909847158800
civ,1995,3650059763700
civ,2015,17816561000000
civ,2016,19062604000000
civ,2017,20493222000000
civ,2018,22340572780100
civ,2019,23555277632900
civ,2020,23352062098200
cmr,1965,149500002300
cmr,1966,155599994900
cmr,1967,171200004100
cmr,1968,196600004600
cmr,1969,215200006100
cmr,1970,224199999500
cmr,1971,256500006900
cmr,1972,284200992800
cmr,1973,304500015100
cmr,1974,359599996900
cmr,1975,440799985700
cmr,1976,528899997700
cmr,1977,537399984100
cmr,1978,667600027600
cmr,1979,873900015600
cmr,1980,966770032600
cmr,1981,1284750049300
cmr,1982,1338249969700
cmr,1983,1658430029800
cmr,1984,1974990012400
cmr,1985,2469700042800
cmr,1986,2572580028400
cmr,1987,2621869916200
cmr,1988,2489249955800
cmr,1989,2429700014100
cmr,1990,2231900045300
cmr,1991,2160900046800
cmr,1992,2257499979800
cmr,1993,3021804221900
cmr,1994,3260220003300
cmr,1995,3529891907300
cmr,1996,3841804930900
cmr,1997,4196316884800
cmr,1998,4620774799900
cmr,1999,4957797656500
cmr,2000,5270379133400
cmr,2001,5664118502200
cmr,2002,6194099626100
cmr,2003,6675470743100
cmr,2004,7036744792000
cmr,2005,7318566878500
cmr,2006,7761548464600
cmr,2007,8109704860300
cmr,2008,8913798283300
cmr,2009,9614866254900
cmr,2010,9916554873000
cmr,2011,10432806714800
cmr,2012,11088693314900
cmr,2013,11907595191000
cmr,2014,12904288489700
cmr,2015,13912503847100
cmr,2016,14186558000000
cmr,2017,14960034000000
cmr,2018,15910250000000
cmr,2019,16885901000000
cmr,2020,17170311000000
cod,1994,59078500
cod,1995,320929800
cod,1996,1919100000
cod,1997,6875899900
cod,1998,9280512000
cod,1999,44011538200
cod,2000,1154075195100
cod,2001,2020856730100
cod,2002,2561705347400
cod,2003,3317466448400
cod,2004,3511594421900
cod,2005,5060334936300
cod,2006,5682284696400
cod,2007,7035189932100
cod,2008,9585378103400
cod,2009,13238596726100
cod,2010,14154096474500
cod,2011,17394356983600
cod,2012,22802531433000
cod,2013,22402180361300
cod,2014,24413219170200
cod,2015,24937872319500
cod,2016,29448408068900
cod,2017,40787405541600
cod,2018,58465871739300
cod,2019,62641413297500
cod,2020,62318936639700
cog,1960,31289354800
cog,1961,31971935800
cog,1962,33622774800
cog,1963,35183360500
cog,1964,37959574500
cog,1965,39100010200
cog,1966,40800006100
cog,1967,45400005100
cog,1968,49300026100
cog,1969,55399966100
cog,1970,62200006100
cog,1971,67700024900
cog,1972,79700005100
cog,1973,75199982300
cog,1974,75199968200
cog,1975,116299991800
cog,1976,139699993900
cog,1977,138600226400
cog,1978,133000393100
cog,1979,139900104100
cog,1980,168500010000
cog,1981,305899990000
cog,1982,284100390000
cog,1983,318399999000
cog,1984,372100000000
cog,1985,509499990000
cog,1986,380607000000
cog,1987,390723000000
cog,1988,396300000000
cog,1989,401599987700
cog,1990,242356520000
cog,1991,293234918000
cog,1992,211375559500
cog,1993,238262747300
cog,1994,387070190000
cog,1995,492182784000
cog,1996,595998600000
cog,1997,561025360000
cog,1998,522945980000
cog,1999,535023386400
cog,2000,538840982700
cog,2001,691504338900
cog,2002,625865804400
cog,2003,510944486200
cog,2004,872576288700
cog,2005,1090411000000
cog,2006,1249952000000
cog,2007,1419218000000
cog,2008,1667354000000
cog,2009,1778164000000
cog,2010,1902713000000
cog,2011,2042956000000
cog,2012,2141453000000
cog,2013,2305855068561.85986
cog,2014,2441426518780.64014
cog,2015,2646369986442.5498
cog,2016,2663202682043.70947
cog,2017,2610906121299.79004
cog,2018,2900187324758.89014
cog,2019,3140438785176.68018
cog,2020,3369565000000
col,1960,19533322200
col,1961,22537245400
col,1962,25594344500
col,1963,32733798700
col,1964,41242869800
col,1965,45086000000
col,1966,56141000000
col,1967,62149000000
col,1968,71356000000
col,1969,82441000000
col,1970,95327000000
col,1971,114839000000
col,1972,136233000000
col,1973,170228000000
col,1974,228521000000
col,1975,292779000000
col,1976,378334000000
col,1977,500287000000
col,1978,639659000000
col,1979,841255000000
col,1980,1108836000000
col,1981,1437696000000
col,1982,1819744000000
col,1983,2196935000000
col,1984,2721889000000
col,1985,3425385000000
col,1986,4435673000000
col,1987,5835407000000
col,1988,7684268000000
col,1989,9875660000000
col,1990,15377695000000
col,1991,20071793000000
col,1992,26574768000000
col,1993,34925212000000
col,1994,44510175000000
col,1995,55461823000000
col,1996,65965669000000
col,1997,79193752000000
col,1998,92521201000000
col,1999,97631196000000
col,2000,144863000000000
col,2001,159289000000000
col,2002,171871000000000
col,2003,188118000000000
col,2004,206814000000000
col,2005,229366000000000
col,2006,257066000000000
col,2007,287306000000000
col,2008,314924000000000
col,2009,333624000000000
col,2010,358720000000000
col,2011,399719000000000
col,2012,437446000000000
col,2013,467973000000000
col,2014,503294000000000
col,2015,551013000000000
col,2016,596525000000000
col,2017,630636000000000
col,2018,672867000000000
col,2019,727394000000000
col,2020,700870420579578
com,1980,39903000000
com,1981,47484000000
com,1982,53813000000
com,1983,64986000000
com,1984,71824000000
com,1985,78657000000
com,1986,86049000000
com,1987,90277000000
com,1988,94500000000
com,1989,96948000000
com,1990,104100000000
com,1991,106480000000
com,1992,107746000000
com,1993,114129000000
com,1994,118287000000
com,1995,132755000000
com,1996,135232000000
com,1997,141982000000
com,1998,145739000000
com,1999,157176000000
com,2000,166456000000
com,2001,185040000000
com,2002,197239000000
com,2003,211683000000
com,2004,223057000000
com,2005,230111000000
com,2006,243550000000
com,2007,250192000000
com,2008,274412000000
com,2009,286778000000
com,2010,306482000000
com,2011,337755000000
com,2012,376239000000
com,2013,394720000000
com,2014,401893000000
com,2015,399658000000
com,2016,416899000000
com,2017,432170000000
com,2018,456014000000
com,2019,493288000000
com,2020,530533230600
cpv,2007,76770164100
cpv,2008,81863730500
cpv,2009,86838660000
cpv,2010,87328197500
cpv,2011,92864263900
cpv,2012,97655998700
cpv,2013,100330054300
cpv,2014,100179600300
cpv,2015,103491463500
cpv,2016,104749933400
cpv,2017,112947046200
cpv,2018,113173414900
cpv,2019,120198734700
cpv,2020,104792165700
cri,1960,2203700000
cri,1961,2158800000
cri,1962,2307100000
cri,1963,2523100000
cri,1964,2723800000
cri,1965,3084900000
cri,1966,3191200000
cri,1967,3445100000
cri,1968,3806900000
cri,1969,4119800000
cri,1970,4804800000
cri,1971,5146000000
cri,1972,5748100000
cri,1973,6924200000
cri,1974,9772400000
cri,1975,12036000000
cri,1976,13717800000
cri,1977,17171400000
cri,1978,20411700000
cri,1979,23138500000
cri,1980,27139600000
cri,1981,34343700000
cri,1982,56396800000
cri,1983,79480700000
cri,1984,99836600000
cri,1985,118974400000
cri,1986,144381000000
cri,1987,176475000000
cri,1988,215793600000
cri,1989,256922900000
cri,1990,321143300000
cri,1991,643447165828.23999
cri,1992,840775431940.07983
cri,1993,1001063932245.43994
cri,1994,1188554571292.65991
cri,1995,1477688866227.73999
cri,1996,1776110680145.97998
cri,1997,2104278709125.42969
cri,1998,2418579788107.62012
cri,1999,2771463992553.52002
cri,2000,3065409991796.14941
cri,2001,3437422346967.3999
cri,2002,4020046764009.58008
cri,2003,4718107287340.5293
cri,2004,5536779191980.67969
cri,2005,6686350557702.78027
cri,2006,8005735254474.73926
cri,2007,9611264044875.98047
cri,2008,11443597177074.80078
cri,2009,11685019507219.69922
cri,2010,12950245189482.40039
cri,2011,14419471969858.30078
cri,2012,15938569443021.69922
cri,2013,16846917830735.09961
cri,2014,18545546680801.30078
cri,2015,19596141697371.69531
cri,2016,20535471569260.30078
cri,2017,22365798520190.89453
cri,2018,23374534204704.30078
cri,2019,24298846617687.5
cri,2020,23153093324555.19922
cub,1970,3107849900
cub,1971,3774218800
cub,1972,4231909000
cub,1973,4520690800
cub,1974,5109096000
cub,1975,5828371000
cub,1976,6175042200
cub,1977,6437834800
cub,1978,7511329800
cub,1979,7828913900
cub,1980,7775269100
cub,1981,9108713700
cub,1982,9773516700
cub,1983,10490786000
cub,1984,11664514700
cub,1985,10829020200
cub,1986,11229916400
cub,1987,11288252400
cub,1988,11578068800
cub,1989,11892447700
cub,1990,11611074700
cub,1991,10582188400
cub,1992,9978322200
cub,1993,10252348300
cub,1994,14306487100
cub,1995,16806385900
cub,1996,14897000000
cub,1997,15503100000
cub,1998,16245600000
cub,1999,17589500000
cub,2000,18558100000
cub,2001,19180000000
cub,2002,19608200000
cub,2003,20982900000
cub,2004,21006900000
cub,2005,22559500000
cub,2006,29429900000
cub,2007,30299400000
cub,2008,29829500000
cub,2009,29858000000
cub,2010,32369000000
cub,2011,36469000000
cub,2012,39755000000
cub,2013,41878000000
cub,2014,44432000000
cub,2015,48554000000
cub,2016,51029000000
cub,2017,54221000000
cub,2018,55987000000
cub,2019,56540000000
cub,2020,54345000000
cyp,1975,356585100
cyp,1976,431763600
cyp,1977,547435900
cyp,1978,643459300
cyp,1979,734186000
cyp,1980,868653000
cyp,1981,980395500
cyp,1982,1158431800
cyp,1983,1308447000
cyp,1984,1454874200
cyp,1985,1615995200
cyp,1986,1673062500
cyp,1987,1810775800
cyp,1988,2067749600
cyp,1989,2295164300
cyp,1990,2673448900
cyp,1991,3002867200
cyp,1992,3363723600
cyp,1993,3327672200
cyp,1994,3631803200
cyp,1995,4749695000
cyp,1996,5028957000
cyp,1997,5234633000
cyp,1998,5650568000
cyp,1999,5970739000
cyp,2000,6558683000
cyp,2001,7032860000
cyp,2002,7335291000
cyp,2003,7821876000
cyp,2004,8518428000
cyp,2005,9126239000
cyp,2006,9829075000
cyp,2007,11195397000
cyp,2008,12689769000
cyp,2009,11895441000
cyp,2010,12771030000
cyp,2011,13032847000
cyp,2012,13005133000
cyp,2013,12064185000
cyp,2014,11976191000
cyp,2015,12045037000
cyp,2016,12421141000
cyp,2017,13149229000
cyp,2018,14000731000
cyp,2019,14571940000
cyp,2020,13725144000
cze,1990,360266985000
cze,1991,416873114000
cze,1992,504761332000
cze,1993,594796269000
cze,1994,678109829000
cze,1995,777384000000
cze,1996,901291000000
cze,1997,1007365000000
cze,1998,1086305000000
cze,1999,1143829000000
cze,2000,1202495000000
cze,2001,1281927000000
cze,2002,1338828000000
cze,2003,1409028000000
cze,2004,1499509000000
cze,2005,1570631000000
cze,2006,1658302000000
cze,2007,1777777000000
cze,2008,1915425000000
cze,2009,1923150000000
cze,2010,1958476000000
cze,2011,1999939000000
cze,2012,2020907000000
cze,2013,2053564000000
cze,2014,2100050000000
cze,2015,2181310000000
cze,2016,2273044000000
cze,2017,2419859000000
cze,2018,2567905000000
cze,2019,2711342000000
cze,2020,2597784000000
deu,1970,224435920000
deu,1971,250031204000
deu,1972,275683980000
deu,1973,304590784000
deu,1974,328369332000
deu,1975,359184859000
deu,1976,388701074000
deu,1977,416216580000
deu,1978,439535195000
deu,1979,479836845000
deu,1980,519839538000
deu,1981,549700703000
deu,1982,571639518000
deu,1983,597970696000
deu,1984,624911285000
deu,1985,646194695000
deu,1986,663821637000
deu,1987,686749308000
deu,1988,718070762000
deu,1989,768444949000
deu,1990,824671787000
deu,1991,888655000000
deu,1992,953499000000
deu,1993,992046000000
deu,1994,1028060000000
deu,1995,1057993000000
deu,1996,1081943000000
deu,1997,1102004000000
deu,1998,1121076000000
deu,1999,1157371000000
deu,2000,1187402000000
deu,2001,1226704000000
deu,2002,1225271000000
deu,2003,1248729000000
deu,2004,1270247000000
deu,2005,1293777000000
deu,2006,1328142000000
deu,2007,1349605000000
deu,2008,1380826000000
deu,2009,1380388000000
deu,2010,1413207000000
deu,2011,1464938000000
deu,2012,1507366000000
deu,2013,1533784000000
deu,2014,1563899000000
deu,2015,1602969000000
deu,2016,1653716000000
deu,2017,1702465000000
deu,2018,1752057000000
deu,2019,1802913000000
deu,2020,1707978000000
dji,2013,211930000000
dji,2014,238799000000
dji,2015,265286000000
dji,2016,284214000000
dji,2017,306218000000
dji,2018,340465000000
dji,2019,357488250000
dji,2020,311372265800
dma,2009,1156710000
dma,2010,1105170000
dma,2011,1100140000
dma,2012,1120990000
dma,2013,1029510000
dma,2014,1082530000
dma,2015,1145910000
dma,2016,1217140000
dma,2017,1121490000
dma,2018,1314110000
dnk,1966,47808292000
dnk,1967,52943417000
dnk,1968,57591453000
dnk,1969,63899229000
dnk,1970,70595627000
dnk,1971,76177345000
dnk,1972,82771819000
dnk,1973,97407049000
dnk,1974,109860597000
dnk,1975,125338909000
dnk,1976,148265614000
dnk,1977,165451454000
dnk,1978,181811579000
dnk,1979,201213512000
dnk,1980,216702358000
dnk,1981,239374491000
dnk,1982,267443288000
dnk,1983,290850490000
dnk,1984,321918146000
dnk,1985,348811132000
dnk,1986,376867477000
dnk,1987,386375280000
dnk,1988,394877116000
dnk,1989,415150044000
dnk,1990,425544607000
dnk,1991,444579181000
dnk,1992,461420283000
dnk,1993,462316618000
dnk,1994,505961133000
dnk,1995,523964689000
dnk,1996,545833151000
dnk,1997,572395089000
dnk,1998,594674638000
dnk,1999,605198857000
dnk,2000,624498745000
dnk,2001,640632580000
dnk,2002,661923510000
dnk,2003,678795092000
dnk,2004,718748941000
dnk,2005,757947692000
dnk,2006,797472307000
dnk,2007,825725227000
dnk,2008,853746382000
dnk,2009,834887010000
dnk,2010,862222073000
dnk,2011,884899282000
dnk,2012,910399478000
dnk,2013,920344134000
dnk,2014,934336473000
dnk,2015,959357262000
dnk,2016,983776496000
dnk,2017,1016645105000
dnk,2018,1058624835000
dnk,2019,1079899361000
dnk,2020,1070712500000
dom,1960,471500100
dom,1961,483100200
dom,1962,620500000
dom,1963,706700100
dom,1964,782100300
dom,1965,689800000
dom,1966,787700000
dom,1967,831100000
dom,1968,876500000
dom,1969,970200000
dom,1970,1177336895.9
dom,1971,1361405507
dom,1972,1484931244
dom,1973,1736547483.4
dom,1974,2224775490.6
dom,1975,2615760853.1
dom,1976,3189755694
dom,1977,3728679026.8
dom,1978,3845300030
dom,1979,4220633640
dom,1980,5519883259
dom,1981,5710238062.4
dom,1982,6575024940.5
dom,1983,7293007093.5629
dom,1984,9610092007.24761
dom,1985,12595440256.5986
dom,1986,13634061157.6625
dom,1987,17957523550.5233
dom,1988,24844007668.605
dom,1989,33674312423.2286
dom,1990,49270133843.3126
dom,1991,102636300000
dom,1992,122179700000
dom,1993,132417800000
dom,1994,145669800000
dom,1995,168209400000
dom,1996,182630000000
dom,1997,209196100000
dom,1998,229109700000
dom,1999,250074100000
dom,2000,281965700000
dom,2001,300954300000
dom,2002,335857300000
dom,2003,453212600000
dom,2004,663061200000
dom,2005,781476100000
dom,2006,903196900000
dom,2007,1033940421000
dom,2008,1221278080200
dom,2009,1289381597700
dom,2010,1474338990200
dom,2011,1685670841700
dom,2012,1790476784700
dom,2013,1917027941300
dom,2014,2095051591300
dom,2015,2273355157800
dom,2016,2458273796700
dom,2017,2640954584400
dom,2018,2892980659600
dom,2019,3093208910400
dom,2020,3106022092400
dza,1960,7539433500
dza,1961,5864003600
dza,1962,4712145900
dza,1963,8481862700
dza,1964,9319577600
dza,1965,9947863000
dza,1966,9561538600
dza,1967,9464956900
dza,1968,10720513000
dza,1969,11589743600
dza,1970,12941880300
dza,1971,13811110900
dza,1972,16225640400
dza,1973,17191452700
dza,1974,24821366800
dza,1975,30423076900
dza,1976,34672648200
dza,1977,43075215400
dza,1978,49159827500
dza,1979,56500002800
dza,1980,67799998500
dza,1981,84599996400
dza,1982,92600000500
dza,1983,102999998500
dza,1984,135299997700
dza,1985,151099998200
dza,1986,172999999500
dza,1987,185000001500
dza,1988,207399993300
dza,1989,261600002000
dza,1990,315900002300
dza,1991,404700004400
dza,1992,542700011500
dza,1993,640599982100
dza,1994,828799975400
dza,1995,1097399992300
dza,1996,1355199938600
dza,1997,1430300000300
dza,1998,1556699938800
dza,1999,1670714800000
dza,2000,1714188000000
dza,2001,1847731200000
dza,2002,1989324100000
dza,2003,2126300200000
dza,2004,2371024500000
dza,2005,2553030100000
dza,2006,2695579600000
dza,2007,2963819600000
dza,2008,3333285800000
dza,2009,3743918600000
dza,2010,4115566700000
dza,2011,4548233700000
dza,2012,5210992100000
dza,2013,5769782600000
dza,2014,6264724700000
dza,2015,6853952300000
dza,2016,7446015200000
dza,2017,8034221300000
dza,2018,8568252200000
dza,2019,8886400000000
dza,2020,8859200000000
ecu,1960,1139723559.1343
ecu,1961,1060960177.79466
ecu,1962,1008802546.9012
ecu,1963,1220828670.40012
ecu,1964,1513560278.40434
ecu,1965,1610779000
ecu,1966,1677717000
ecu,1967,1825922000
ecu,1968,1995608000
ecu,1969,2267041000
ecu,1970,2126266000
ecu,1971,2070135000
ecu,1972,2250184000
ecu,1973,2623702000
ecu,1974,3655505000
ecu,1975,4771985000
ecu,1976,5515786000
ecu,1977,6219623000
ecu,1978,6846123000
ecu,1979,8308475000
ecu,1980,10198753000
ecu,1981,12857904000
ecu,1982,12749220000
ecu,1983,10921448000
ecu,1984,10704639000
ecu,1985,10737210000
ecu,1986,9592569000
ecu,1987,9242790000
ecu,1988,8122867000
ecu,1989,8854776000
ecu,1990,9549257000
ecu,1991,10945917000
ecu,1992,11561893000
ecu,1993,13518920000
ecu,1994,16109433000
ecu,1995,17655899000
ecu,1996,17714164000
ecu,1997,19807468000
ecu,1998,20283039000
ecu,1999,12772894000
ecu,2000,11830246000
ecu,2001,17739886000
ecu,2002,20799900000
ecu,2003,23267775000
ecu,2004,25787308000
ecu,2005,28435896000
ecu,2006,30880890000
ecu,2007,33201278000
ecu,2008,37991263000
ecu,2009,38913285000
ecu,2010,44012105000
ecu,2011,48657155000
ecu,2012,53008272000
ecu,2013,56941887000
ecu,2014,60012296000
ecu,2015,60991910000
ecu,2016,59889692000
ecu,2017,62477987000
ecu,2018,64202300000
ecu,2019,64496521000
ecu,2020,59721968000
egy,1960,1039300000
egy,1961,1090600000
egy,1962,1166500000
egy,1963,1272200000
egy,1964,1381000000
egy,1965,1519800000
egy,1966,1664000000
egy,1967,1747800000
egy,1968,1790000000
egy,1969,1843200000
egy,1970,2133100000
egy,1971,2273300000
egy,1972,2434000000
egy,1973,2679900000
egy,1974,2971100000
egy,1975,3507900000
egy,1976,4403900000
egy,1977,5346300000
egy,1978,6506000000
egy,1979,8588800000
egy,1980,10792157827.0752
egy,1981,10336000000
egy,1982,14485000000
egy,1983,17200000000
egy,1984,20700000000
egy,1985,24100000000
egy,1986,28300000000
egy,1987,35899998200
egy,1988,43600000000
egy,1989,54100000800
egy,1990,68900000000
egy,1991,82200000000
egy,1992,101000000000
egy,1993,115000000000
egy,1994,130500000000
egy,1995,151900000000
egy,1996,176500000000
egy,1997,205200000000
egy,1998,220400000000
egy,1999,230800000000
egy,2000,258000000000
egy,2001,270000000000
egy,2002,279500000000
egy,2003,304900000000
egy,2004,347800000000
egy,2005,385300000000
egy,2006,436100000000
egy,2007,539200000000
egy,2008,647600000000
egy,2009,793100000000
egy,2010,899800000000
egy,2011,1036100000000
egy,2012,1351700000000
egy,2013,1502700000000
egy,2014,1766600000000
egy,2015,2014500000000
egy,2016,2251200000000
egy,2017,3057900000000
egy,2018,3791600000000
egy,2019,4383600000000
egy,2020,5025300000000
eri,1992,2273100000
eri,1993,2281300000
eri,1994,3268900000
eri,1995,3489900000
eri,1996,4048300000
eri,1997,4694600000
eri,1998,4425879300
eri,1999,3905873000
eri,2000,4877921400
eri,2001,6172223000
eri,2002,8533111400
eri,2003,10625303000
eri,2004,14854710200
eri,2005,15732813200
eri,2006,17105969200
eri,2007,17165034500
eri,2008,17534218000
eri,2009,25560528200
eri,2010,27789548400
eri,2011,31168921100
esp,1970,11035281000
esp,1971,12491645000
esp,1972,14565585000
esp,1973,17478961000
esp,1974,21621003000
esp,1975,25426361000
esp,1976,31249222000
esp,1977,39249168000
esp,1978,47177107000
esp,1979,55668778000
esp,1980,65712175000
esp,1981,74238071000
esp,1982,84945609000
esp,1983,95758312000
esp,1984,105695353000
esp,1985,116921206000
esp,1986,132194846000
esp,1987,147810811000
esp,1988,162502823000
esp,1989,182871612000
esp,1990,201799208000
esp,1991,220989717000
esp,1992,240612691000
esp,1993,248550520000
esp,1994,263453937000
esp,1995,280906000000
esp,1996,295805000000
esp,1997,312646000000
esp,1998,331776000000
esp,1999,355082000000
esp,2000,386232000000
esp,2001,415480000000
esp,2002,439857000000
esp,2003,464719000000
esp,2004,500587000000
esp,2005,538655000000
esp,2006,579897000000
esp,2007,619836000000
esp,2008,637518000000
esp,2009,608749000000
esp,2010,623125000000
esp,2011,622085000000
esp,2012,613733000000
esp,2013,601748000000
esp,2014,612711000000
esp,2015,630215000000
esp,2016,648265000000
esp,2017,678102000000
esp,2018,699474000000
esp,2019,713638000000
esp,2020,628017000000
est,1993,883596000
est,1994,1221156000
est,1995,1599971000
est,1996,2132230000
est,1997,2651510000
est,1998,2926722000
est,1999,3037613000
