geo,time,ne_con_govt_kn
cmr,1987,904438469271.59802
cmr,1988,784148160634.95691
cmr,1989,764544456715.755
cmr,1990,863935274607.71899
cmr,1991,943417335545.552
cmr,1992,784923186926.31812
cmr,1993,745850976300
cmr,1994,730620956600
cmr,1995,763538603200
cmr,1996,834199911700
cmr,1997,844689855600
cmr,1998,900894056500
cmr,1999,936270173000
cmr,2000,968563599400
cmr,2001,1059498609600
cmr,2002,1057513873700
cmr,2003,1141337478900
cmr,2004,1190166994800
cmr,2005,1226970432000
cmr,2006,1277557325500
cmr,2007,1441646899800
cmr,2008,1586461898000
cmr,2009,1692877159000
cmr,2010,1809604292300
cmr,2011,1911777812500
cmr,2012,2025981549400
cmr,2013,2142508393400
cmr,2014,2240469100500
cmr,2015,2357890204700
cmr,2016,2429545000000
cmr,2017,2430970000000
cmr,2018,2542199240800
cmr,2019,2638208855600
cmr,2020,2663252573700
cod,1993,1608592576200
cod,1994,510922249900
cod,1995,561472827800
cod,1996,478425403700
cod,1997,553281095000
cod,1998,306742118900
cod,1999,249938020600
cod,2000,220400000000
cod,2001,144400000000
cod,2002,235800000000
cod,2003,208000000000
cod,2004,319000000000
cod,2005,393869000000
cod,2006,491915000000
cod,2007,530056563900
cod,2008,635986642700
cod,2009,526395324400
cod,2010,861087249100
cod,2011,910846903500
cod,2012,1197005069800
cod,2013,1251500068300
cod,2014,1312213202800
cod,2015,1346200000000
cod,2016,947726379100
cod,2017,636494010200
cod,2018,701166771200
cod,2019,747175567900
cod,2020,777963888900
cog,1960,41263496035.6917
cog,1961,42495242695.382
cog,1962,46190482966.1444
cog,1963,48038098142.77489
cog,1964,51733338413.53729
cog,1965,53580957819.6904
cog,1966,59296161208.8112
cog,1967,62510918522.8972
cog,1968,67511811110.5036
cog,1969,69655221159.4106
cog,1970,80014042506.5966
cog,1971,84657922840.9091
cog,1972,89658552906.4225
cog,1973,94659445494.02879
cog,1974,100374887632.409
cog,1975,105732816391.98801
cog,1976,103232370025.26199
cog,1977,102875333853.289
cog,1978,108590537388.255
cog,1979,115377565395.228
cog,1980,130737279184.174
cog,1981,136809757494.52699
cog,1982,171596604956.245
cog,1983,199758904438.93399
cog,1984,224579383872.694
cog,1985,239853824360.32401
cog,1986,234841977309.16
cog,1987,202622759118.05801
cog,1988,195940360020.47198
cog,1989,205009391219.05496
cog,1990,217309954747.61896
cog,1991,299923594400
cog,1992,277258274800
cog,1993,275423656200
cog,1994,205994963800
cog,1995,142796036200
cog,1996,40748863800
cog,1997,203276163900
cog,1998,339494833400
cog,1999,138197138800
cog,2000,160385744800
cog,2001,165440718600
cog,2002,438695975000
cog,2003,393780013400
cog,2004,395992599400
cog,2005,438488000000
cog,2006,488953000000
cog,2007,628495622869.04602
cog,2008,557195841349.56201
cog,2009,517281501845.91602
cog,2010,576025018031.54102
cog,2011,782180220639.73499
cog,2012,874552637035.14502
cog,2013,903109964902.11902
cog,2014,977674627558.50891
cog,2015,874331705250.27185
cog,2016,753916876528.01599
cog,2017,626899557490.11096
cog,2018,597566221546.18799
cog,2019,486042682613.45801
cog,2020,479406929320
col,1960,5551116210894.38965
col,1961,5856057599182.62988
col,1962,6344925752878
col,1963,6710559439903.33984
col,1964,6800857452299.12988
col,1965,7243862536811.36914
col,1966,7546602177952.80957
col,1967,7743938584748
col,1968,8002227021628.40039
col,1969,8404308369262.30078
col,1970,9196684760369.96875
col,1971,11609172846173.40039
col,1972,11060941326953.90039
col,1973,12187375253114.19922
col,1974,11907534717198.19922
col,1975,12182323979902.69922
col,1976,12644347102979.59961
col,1977,13243764857408.69922
col,1978,14457417434353.80078
col,1979,16248935666692.5
col,1980,18307161124597.30078
col,1981,18988409505052.39844
col,1982,19870361807777
col,1983,19751151759986.10156
col,1984,20565417001676.80078
col,1985,21490810254020.19922
col,1986,21791529385877
col,1987,23010233236033.69531
col,1988,25276907901799
col,1989,26697999431962.30078
col,1990,27522367220076.10156
col,1991,28416779330100
col,1992,31418582623900
col,1993,32497871333400
col,1994,37446772074400
col,1995,40164270115500
col,1996,49779356072700
col,1997,57622919262700
col,1998,58807233044900
col,1999,60946341365200
col,2000,60775365638300
col,2001,62121651210700
col,2002,61766949135300
col,2003,62891710734900
col,2004,66910788525900
col,2005,70375000000000
col,2006,74044000000000
col,2007,77427000000000
col,2008,81064000000000
col,2009,84925000000000
col,2010,89363000000000
col,2011,95151000000000
col,2012,99725000000000
col,2013,108596000000000
col,2014,113674000000000
col,2015,119188000000000
col,2016,121362000000000
col,2017,125783000000000
col,2018,135030000000000
col,2019,142152000000000
col,2020,147364695167909
com,1980,17271469881.7972
com,1981,17938999008.0129
com,1982,19084156733.1588
com,1983,20004209555.1945
com,1984,20826434832.8709
com,1985,21301355402.8916
com,1986,21699097148.9886
com,1987,22054525943.37329
com,1988,22647245770.9614
com,1989,21926910081.0085
com,1990,23043294998.98989
com,1991,21799971200
com,1992,23659710100
com,1993,24370906200
com,1994,23084930900
com,1995,23918326800
com,1996,23609381400
com,1997,24560918400
com,1998,24875953600
com,1999,25354597700
com,2000,28105085100
com,2001,28760756400
com,2002,29429382300
com,2003,30048607000
com,2004,30625420500
com,2005,31494386400
com,2006,32328012500
com,2007,30631000000
com,2008,33479683000
com,2009,37497245000
com,2010,37722228400
com,2011,38853895300
com,2012,39358995900
com,2013,38729252000
com,2014,42408530900
com,2015,42904913500
com,2016,45007131300
com,2017,47680206800
com,2018,47680206800
com,2019,48434077500
com,2020,49638905300
cpv,2007,21296349100
cpv,2008,22114223100
cpv,2009,23717829100
cpv,2010,24190128400
cpv,2011,25651355900
cpv,2012,24130410600
cpv,2013,24597919200
cpv,2014,25867176000
cpv,2015,26842379400
cpv,2016,25358097700
cpv,2017,27305927600
cpv,2018,27896364200
cpv,2019,29238578700
cpv,2020,29472408100
cri,1960,648203235778.78101
cri,1961,762317548883.81702
cri,1962,828071149371.84705
cri,1963,988212982818.50305
cri,1964,951094014801.06592
cri,1965,1089176575825.93005
cri,1966,1138809938774.95996
cri,1967,1160869211196.75
cri,1968,1182080050063.86011
cri,1969,1251863709936.63989
cri,1970,1399066931674.36011
cri,1971,1567056775501.8501
cri,1972,1677353137610.80005
cri,1973,1778953055784.23999
cri,1974,1929125794963.3501
cri,1975,2038361615128.94971
cri,1976,2197442906632.26001
cri,1977,2389825215156.91992
cri,1978,2477425979678.06982
cri,1979,2668535637870.7002
cri,1980,2707351472997.5
cri,1981,2555481866709.02002
cri,1982,2490364591387.00977
cri,1983,2417187197295.47998
cri,1984,2511151213476.77002
cri,1985,2537664762060.64941
cri,1986,2598539869609.24023
cri,1987,2655809134550.43018
cri,1988,2735561888690.75977
cri,1989,2831222771981.41016
cri,1990,2887855711756.58008
cri,1991,2861766379980.22949
cri,1992,2955009503852.66016
cri,1993,3115485454222.27002
cri,1994,3179432355043.58984
cri,1995,3166686584531.83984
cri,1996,3193253849373.93018
cri,1997,3324221657644.41016
cri,1998,3389060351556.29004
cri,1999,3453092851459.95996
cri,2000,3529731456341.45996
cri,2001,3684865423926.60938
cri,2002,3764213785367.91016
cri,2003,3836271854975.62939
cri,2004,3877919040315.85986
cri,2005,3920525389266.87061
cri,2006,4045908126164.68945
cri,2007,4146530606016.47998
cri,2008,4363727089902.20947
cri,2009,4634872400723.36035
cri,2010,4835320645146.83984
cri,2011,4886690377954.03027
cri,2012,4941540768752.01953
cri,2013,5107966533916.60938
cri,2014,5258268990514.91992
cri,2015,5383672020710.68945
cri,2016,5509811843306.54004
cri,2017,5617993838057.79004
cri,2018,5649560980305.59961
cri,2019,5949955667323.98047
cri,2020,5991675313212.03027
cub,1970,3347622383.95047
cub,1971,3635056019.58646
cub,1972,3810460557.42213
cub,1973,3941154189.02578
cub,1974,3979610224.48957
cub,1975,4357823454.04784
cub,1976,4594373608.93521
cub,1977,4993602470.22343
cub,1978,5321889544.22805
cub,1979,5378211405.96756
cub,1980,5127286080.421
cub,1981,6129183906.84246
cub,1982,6668367751.02419
cub,1983,7027041417.83578
cub,1984,7578584138.94747
cub,1985,7800384202.22293
cub,1986,7675943378.64653
cub,1987,7487815712.278
cub,1988,7794238941.24187
cub,1989,7824127062.0252
cub,1990,7787255780.65485
cub,1991,6973711900
cub,1992,6609048700
cub,1993,6538658000
cub,1994,6413379200
cub,1995,6374412900
cub,1996,6629286500
cub,1997,6806900000
cub,1998,6815096300
cub,1999,7163050600
cub,2000,7380901400
cub,2001,7622654400
cub,2002,7937550500
cub,2003,8515764400
cub,2004,9244926300
cub,2005,10206415700
cub,2006,11011630700
cub,2007,12164300000
cub,2008,12474900000
cub,2009,12690000000
cub,2010,12976000000
cub,2011,12825000000
cub,2012,12743000000
cub,2013,12840000000
cub,2014,12714000000
cub,2015,12720000000
cub,2016,12693000000
cub,2017,12969000000
cub,2018,13137000000
cub,2019,13653000000
cub,2020,12277000000
cyp,1975,614972380.2353
cyp,1976,713169487.05882
cyp,1977,721104581.64706
cyp,1978,714161359.05882
cyp,1979,745406038.58824
cyp,1980,808886913.88235
cyp,1981,868896355.76471
cyp,1982,903116532.70588
cyp,1983,959158486.58824
cyp,1984,995858343.52941
cyp,1985,1034046245.64706
cyp,1986,1071242038.58823
cyp,1987,1370793074.82353
cyp,1988,1487340288
cyp,1989,1533463284.70589
cyp,1990,1797306217.41176
cyp,1991,1849876300
cyp,1992,2106776100
cyp,1993,1803257500
cyp,1994,1883104700
cyp,1995,1701504000
cyp,1996,1824322000
cyp,1997,2025278000
cyp,1998,2323055000
cyp,1999,2405357000
cyp,2000,2328827000
cyp,2001,2506881000
cyp,2002,2632204000
cyp,2003,2837855000
cyp,2004,2787385000
cyp,2005,2852279000
cyp,2006,3056887000
cyp,2007,3160105000
cyp,2008,3360963000
cyp,2009,3571414000
cyp,2010,3594700000
cyp,2011,3651675000
cyp,2012,3563783000
cyp,2013,3392477000
cyp,2014,3138926000
cyp,2015,3183215000
cyp,2016,3190824000
cyp,2017,3249297000
cyp,2018,3366285000
cyp,2019,3794349000
cyp,2020,4364219000
cze,1990,792881809000
cze,1991,695434180000
cze,1992,648717432000
cze,1993,672237496000
cze,1994,699256515000
cze,1995,685897000000
cze,1996,684951000000
cze,1997,706496000000
cze,1998,687920000000
cze,1999,708995000000
cze,2000,704457000000
cze,2001,723156000000
cze,2002,782862000000
cze,2003,830769000000
cze,2004,816095000000
cze,2005,825055000000
cze,2006,830805000000
cze,2007,836164000000
cze,2008,847032000000
cze,2009,871572000000
cze,2010,878294000000
cze,2011,847465000000
cze,2012,831091000000
cze,2013,851166000000
cze,2014,859692000000
cze,2015,874902000000
cze,2016,897091000000
cze,2017,913266000000
cze,2018,948108000000
cze,2019,972019000000
cze,2020,1004916000000
deu,1970,228255641000
deu,1971,242817663000
deu,1972,254756948000
deu,1973,270493311000
deu,1974,285564212000
deu,1975,298364685000
deu,1976,304706217000
deu,1977,311126032000
deu,1978,324043947000
deu,1979,336922704000
deu,1980,348627121000
deu,1981,364598368000
deu,1982,360801275000
deu,1983,359118040000
deu,1984,363463154000
deu,1985,366438186000
deu,1986,371683646000
deu,1987,373993215000
deu,1988,379473543000
deu,1989,371409635000
deu,1990,378886365000
deu,1991,391451970000
deu,1992,413381380000
deu,1993,416480100000
deu,1994,430483940000
deu,1995,440018470000
deu,1996,451757850000
deu,1997,455810030000
deu,1998,466655550000
deu,1999,472435860000
deu,2000,480063480000
deu,2001,482685480000
deu,2002,488525380000
deu,2003,492100830000
deu,2004,489180880000
deu,2005,492100830000
deu,2006,497583180000
deu,2007,506045070000
deu,2008,524875770000
deu,2009,541442010000
deu,2010,549129220000
deu,2011,554432800000
deu,2012,561524110000
deu,2013,569449680000
deu,2014,579103390000
deu,2015,595908000000
deu,2016,619982680000
deu,2017,630291890000
deu,2018,636429740000
deu,2019,655260440000
deu,2020,678500850000
dji,2013,71418000000
dji,2014,78462000000
dji,2015,82269000000
dji,2016,102871000000
dji,2017,106467000000
dji,2018,108447000000
dji,2019,107890981400
dji,2020,105587174500
dnk,1966,172921656000
dnk,1967,186726031500
dnk,1968,197507779900
dnk,1969,211347925400
dnk,1970,224445292000
dnk,1971,238189330000
dnk,1972,248734367000
dnk,1973,253283736000
dnk,1974,257428400000
dnk,1975,255196624000
dnk,1976,266231235000
dnk,1977,270533786000
dnk,1978,288085973000
dnk,1979,303271191000
dnk,1980,313160464000
dnk,1981,321344117000
dnk,1982,331854993000
dnk,1983,331657317000
dnk,1984,326136417000
dnk,1985,333375739000
dnk,1986,335967152000
dnk,1987,338049355000
dnk,1988,337786242000
dnk,1989,334776131000
dnk,1990,329617742000
dnk,1991,335089403000
dnk,1992,337284809000
dnk,1993,351649119000
dnk,1994,358856840000
dnk,1995,366591654000
dnk,1996,377768999000
dnk,1997,379696059000
dnk,1998,391417780000
dnk,1999,404220403000
dnk,2000,416072495000
dnk,2001,423992459000
dnk,2002,433026564000
dnk,2003,434077691000
dnk,2004,440695820000
dnk,2005,446011048000
dnk,2006,457335425000
dnk,2007,462825072000
dnk,2008,477882981000
dnk,2009,492348686000
dnk,2010,500245764000
dnk,2011,497105265000
dnk,2012,500871854000
dnk,2013,500372762000
dnk,2014,510060770000
dnk,2015,518643627000
dnk,2016,519436194000
dnk,2017,524005000000
dnk,2018,524126952000
dnk,2019,531891663000
dnk,2020,522831716000
dom,1960,12124772212.9025
dom,1961,12317687753.5098
dom,1962,17323859093.9639
dom,1963,19561686223.1374
dom,1964,20506973579.8871
dom,1965,21664470117.4597
dom,1966,18745894449.10049
dom,1967,16555273207.8555
dom,1968,17167347212.2306
dom,1969,18138076876.6902
dom,1970,19752912484.9185
dom,1971,18341405709.3492
dom,1972,18251387105.74089
dom,1973,18681783526.2502
dom,1974,25629719433.0456
dom,1975,20597639398.3168
dom,1976,15471842691.2129
dom,1977,17395933554.7358
dom,1978,20127917941.7364
dom,1979,24452631365.8307
dom,1980,29941167613.7794
dom,1981,38141395534.5048
dom,1982,38750096048.81049
dom,1983,39898586731.0777
dom,1984,39724214490.5486
dom,1985,41460535183.96449
dom,1986,44423642492.1908
dom,1987,34255819942.8473
dom,1988,34028418570.1902
dom,1989,38083970274.0379
dom,1990,40151370107.2059
dom,1991,40552883500
dom,1992,48247009700
dom,1993,56522549200
dom,1994,63764443000
dom,1995,58830000300
dom,1996,63907995300
dom,1997,72437902400
dom,1998,78124164100
dom,1999,82431040400
dom,2000,86297083400
dom,2001,94725148200
dom,2002,102788011100
dom,2003,94500629900
dom,2004,100450303400
dom,2005,110151878600
dom,2006,122043426700
dom,2007,133839873300
dom,2008,137496835700
dom,2009,144022252600
dom,2010,151052613200
dom,2011,147091990400
dom,2012,156748233900
dom,2013,166592641400
dom,2014,173781052000
dom,2015,185775530600
dom,2016,189396644000
dom,2017,190962386600
dom,2018,196342478900
dom,2019,208799548600
dom,2020,219099392800
dza,1960,500182002897.01501
dza,1961,369699753839.97296
dza,1962,250090999273.79001
dza,1963,326205669482.67102
dza,1964,315332148560.63202
dza,1965,315332148560.63202
dza,1966,330347947330.854
dza,1967,365384841574.08307
dza,1968,375395411894.19
dza,1969,370390115525.97803
dza,1970,395416484616.30707
dza,1971,440463931112.76001
dza,1972,500527172030.00098
dza,1973,515543016302.00201
dza,1974,675711738933.70996
dza,1975,795838270619.40491
dza,1976,835880461565.41797
dza,1977,855901466034.86682
dza,1978,885933154578.86902
dza,1979,1151212609791.47998
dza,1980,1121180921247.46997
dza,1981,1198542426513.55005
dza,1982,1265660745994.84009
dza,1983,1332740768368.72998
dza,1984,1411372517015.15991
dza,1985,1411372517015.15991
dza,1986,1337981167743.71997
dza,1987,1267068109654.59009
dza,1988,1351961730787.37012
dza,1989,1239748884520.63989
dza,1990,1258345140639.70996
dza,1991,1377887913600
dza,1992,1506031497000
dza,1993,1500007328500
dza,1994,1560007683300
dza,1995,1623967872200
dza,1996,1688926669900
dza,1997,1722705222500
dza,1998,1774386342500
dza,1999,1818732862200
dza,2000,1820710482000
dza,2001,1874568369500
dza,2002,2056640322100
dza,2003,2125629493900
dza,2004,2141287331300
dza,2005,2100455460900
dza,2006,2231246237400
dza,2007,2269334942100
dza,2008,2543696821100
dza,2009,2759274127800
dza,2010,2919149167400
dza,2011,3203766211200
dza,2012,3293471700000
dza,2013,3319819473600
dza,2014,3356337487800
dza,2015,3460383949900
dza,2016,3505368941300
dza,2017,3603519271600
dza,2018,3686400214900
dza,2019,3756441819000
dza,2020,3745172493500
ecu,1960,891999187.5
ecu,1961,974337574.03846
ecu,1962,1006508036.53846
ecu,1963,981086622.11538
ecu,1964,1101219677.88462
ecu,1965,1169835000
ecu,1966,1183997000
ecu,1967,1255248000
ecu,1968,1336105000
ecu,1969,1448806000
ecu,1970,1498394000
ecu,1971,1514325000
ecu,1972,1536926000
ecu,1973,1744447000
ecu,1974,2921326000
ecu,1975,3064627000
ecu,1976,3373336000
ecu,1977,3519386000
ecu,1978,3791026000
ecu,1979,3830511000
ecu,1980,3974096000
ecu,1981,4009047000
ecu,1982,4034891000
ecu,1983,4178815000
ecu,1984,4208420000
ecu,1985,4218102000
ecu,1986,4238352000
ecu,1987,4178721000
ecu,1988,4161491000
ecu,1989,4494532000
ecu,1990,4459229000
ecu,1991,4540935000
ecu,1992,4576551000
ecu,1993,4665966000
ecu,1994,4661051000
ecu,1995,4645067000
ecu,1996,4440096000
ecu,1997,4754688000
ecu,1998,4644324000
ecu,1999,4511268000
ecu,2000,4691907000
ecu,2001,4535972000
ecu,2002,4643172000
ecu,2003,4696702000
ecu,2004,4907145000
ecu,2005,5081390000
ecu,2006,5274232000
ecu,2007,5574209000
ecu,2008,6191348000
ecu,2009,6910254000
ecu,2010,7213505000
ecu,2011,7840882000
ecu,2012,8712092000
ecu,2013,9609763000
ecu,2014,10252323000
ecu,2015,10471797000
ecu,2016,10453897000
ecu,2017,10790007000
ecu,2018,11167188000
ecu,2019,10945324000
ecu,2020,10274928000
egy,1960,18095737501.1105
egy,1961,20126648855.90409
egy,1962,19063593693.6293
egy,1963,24164671823.0524
egy,1964,29789344286.1332
egy,1965,30550936044.1808
egy,1966,33121308227.5915
egy,1967,32922977040.6
egy,1968,37746391508.23489
egy,1969,43450396446.1123
egy,1970,43450396446.1123
egy,1971,49281112203.9741
egy,1972,55044878198.4367
egy,1973,58739287869.6498
egy,1974,54655352302.2956
egy,1975,71115269155.1275
egy,1976,68057116817.3801
egy,1977,72083507698.04761
egy,1978,69448629040.2652
egy,1979,70062375876.21449
egy,1980,74716157246.84901
egy,1981,80623054191.3425
egy,1982,78770342759.7516
egy,1983,83559287735.43588
egy,1984,87800987507.382
egy,1985,90921823609.0211
egy,1986,94658035843.37779
egy,1987,99493134029.01581
egy,1988,104907726357.12601
egy,1989,110999142726.24899
egy,1990,117767383136.386
egy,1991,124535623500
egy,1992,131980688000
egy,1993,138352169500
egy,1994,144723651000
egy,1995,152005344100
egy,1996,159833164200
egy,1997,168389153700
egy,1998,175163429900
egy,1999,183421595300
egy,2000,191486210000
egy,2001,200855565800
egy,2002,206447376200
egy,2003,212073824600
egy,2004,216401861800
egy,2005,222461114000
egy,2006,229385973500
egy,2007,229818777300
egy,2008,234720125600
egy,2009,247790387800
egy,2010,258954570100
egy,2011,268757266800
egy,2012,277198477800
egy,2013,283269598300
egy,2014,307109852000
egy,2015,328728964100
egy,2016,341611585600
egy,2017,350200000000
egy,2018,356000000000
egy,2019,366000000000
egy,2020,390600000000
eri,1992,737427400
eri,1993,1120084100
eri,1994,1364860500
eri,1995,2129089400
eri,1996,2144736500
eri,1997,1730011000
eri,1998,3296424600
eri,1999,4299387900
eri,2000,3725533100
eri,2001,3136742300
eri,2002,2976561100
eri,2003,3609757400
eri,2004,2955795200
eri,2005,2773146900
eri,2006,1971708200
eri,2007,1959516800
eri,2008,1981131600
eri,2009,1885472900
eri,2010,2453376100
eri,2011,8450736000
esp,1970,37396259000
esp,1971,39004905000
esp,1972,41033501000
esp,1973,43659048000
esp,1974,47719709000
esp,1975,50201224000
esp,1976,53664933000
esp,1977,55757735000
esp,1978,58768524000
esp,1979,61236157000
esp,1980,63374078000
esp,1981,65950161000
esp,1982,69103930000
esp,1983,71347958000
esp,1984,72673147000
esp,1985,75823884000
esp,1986,79349130000
esp,1987,86622510000
esp,1988,89782344000
esp,1989,97257383000
esp,1990,103358713000
esp,1991,109596504000
esp,1992,113426514000
esp,1993,116442305000
esp,1994,117065478000
esp,1995,119916000000
esp,1996,121234000000
esp,1997,124407000000
esp,1998,128783000000
esp,1999,133662000000
esp,2000,139698000000
esp,2001,145061000000
esp,2002,150565000000
esp,2003,157782000000
esp,2004,167685000000
esp,2005,177018000000
esp,2006,185668000000
esp,2007,197206000000
esp,2008,209006000000
esp,2009,217754000000
esp,2010,221063000000
esp,2011,221162000000
esp,2012,211856000000
esp,2013,207313000000
esp,2014,205888000000
esp,2015,209910000000
esp,2016,211974000000
esp,2017,214114000000
esp,2018,218986000000
esp,2019,223373000000
esp,2020,230767000000
est,1993,2356540000
est,1994,2454664000
est,1995,2787032000
est,1996,2711801000
est,1997,2699045000
est,1998,2816991000
est,1999,2847701000
est,2000,2752814000
est,2001,2820125000
est,2002,2908140000
est,2003,3019558000
est,2004,3093249000
est,2005,3184211000
est,2006,3336431000
est,2007,3539905000
est,2008,3701711000
est,2009,3584347000
est,2010,3559940000
est,2011,3644911000
est,2012,3760440000
est,2013,3864888000
est,2014,3918013000
est,2015,4038978000
est,2016,4141723000
est,2017,4220638000
est,2018,4264216000
est,2019,4391220000
est,2020,4523311000
eth,2011,111940408600
eth,2012,111650872200
eth,2013,125422355600
eth,2014,148028970400
eth,2015,153643359800
eth,2016,174599000000
eth,2017,189090749600
eth,2018,195979487000
eth,2019,219682060400
eth,2020,260821186440.67801
fin,1970,16772060000
fin,1971,17739121000
fin,1972,19114099000
fin,1973,20183210000
fin,1974,21091713000
fin,1975,22546285000
fin,1976,23957306000
fin,1977,24979189000
fin,1978,25762211000
fin,1979,26720820000
fin,1980,27961000000
fin,1981,29228000000
fin,1982,29986000000
fin,1983,30935000000
fin,1984,31963000000
fin,1985,33345000000
fin,1986,34713000000
fin,1987,36216000000
fin,1988,37090000000
fin,1989,38286000000
fin,1990,40024000000
fin,1991,40724000000
fin,1992,39419000000
fin,1993,37917000000
fin,1994,37993000000
fin,1995,39143000000
fin,1996,39954000000
fin,1997,41277000000
fin,1998,42114000000
fin,1999,42829000000
fin,2000,43377000000
fin,2001,44411000000
fin,2002,45490000000
fin,2003,46059000000
fin,2004,46725000000
fin,2005,47652000000
fin,2006,48202000000
fin,2007,48810000000
fin,2008,49676000000
fin,2009,50385000000
fin,2010,50256000000
fin,2011,50192000000
fin,2012,50474000000
fin,2013,51064000000
fin,2014,50898000000
fin,2015,51545000000
fin,2016,51986000000
fin,2017,52095000000
fin,2018,53115000000
fin,2019,54185000000
fin,2020,54320000000
fra,1960,97765209300
fra,1961,103856739300
fra,1962,111146193500
fra,1963,117280684900
fra,1964,124479220800
fra,1965,130389913100
fra,1966,136526402700
fra,1967,143885794200
fra,1968,150196127700
fra,1969,159315938300
fra,1970,167779338000
fra,1971,178349846000
fra,1972,186641401000
fra,1973,198771508000
fra,1974,208475794000
fra,1975,220112345000
fra,1976,229037330000
fra,1977,236221879000
fra,1978,251409241000
fra,1979,259893622000
fra,1980,268062287000
fra,1981,275814326000
fra,1982,287864505000
fra,1983,295357776000
fra,1984,301685094000
fra,1985,310444229000
fra,1986,318652858000
fra,1987,327557861000
fra,1988,339005582000
fra,1989,343693372000
fra,1990,354733458000
fra,1991,367177284000
fra,1992,379166518000
fra,1993,392518528000
fra,1994,393886300000
fra,1995,393889297000
fra,1996,403066057000
fra,1997,407174368000
fra,1998,404405854000
fra,1999,410743163000
fra,2000,418146515000
fra,2001,422472630000
fra,2002,430073805000
fra,2003,438382344000
fra,2004,447945756000
fra,2005,453601677000
fra,2006,459694206000
fra,2007,468050702000
fra,2008,473370925000
fra,2009,484771687000
fra,2010,490980112000
fra,2011,496146473000
fra,2012,504079349000
fra,2013,511508678000
fra,2014,518184683000
fra,2015,523400000000
fra,2016,530767384000
fra,2017,537974912000
fra,2018,542275051000
fra,2019,547740143000
fra,2020,530300803000
gab,1960,55410940600
gab,1961,67532082300
gab,1962,70129473700
gab,1963,76190040600
gab,1964,84847998900
gab,1965,85713798600
gab,1966,94871251600
gab,1967,116482855700
gab,1968,123076220600
gab,1969,132233681400
gab,1970,140658540000
gab,1971,154577879800
gab,1972,205493335800
gab,1973,173721418700
gab,1974,208539495100
gab,1975,321055698700
gab,1976,360270491900
gab,1977,403518362100
gab,1978,290635860100
gab,1979,285503888300
gab,1980,377496000700
gab,1981,448288362900
gab,1982,470114426300
gab,1983,569375566700
gab,1984,621947910700
gab,1985,608282897100
gab,1986,575638698000
gab,1987,463281919500
gab,1988,457208580100
gab,1989,412227910300
gab,1990,400271023400
gab,1991,412810571300
gab,1992,436141902000
gab,1993,427325876200
gab,1994,430830908100
gab,1995,432371118600
gab,1996,509765548900
gab,1997,517921797700
gab,1998,648438090600
gab,1999,538852053400
gab,2000,504638224900
gab,2001,588577000000
gab,2002,604915000000
gab,2003,611719000000
gab,2004,615182000000
gab,2005,630813240000
gab,2006,700024773400
gab,2007,745235917600
gab,2008,781566746300
gab,2009,831062956400
gab,2010,898929246300
gab,2011,990791946300
gab,2012,1048419502400
gab,2013,1172639616800
gab,2014,1191480163100
gab,2015,1104844199000
gab,2016,1072273728900
gab,2017,1057951228400
gab,2018,830829251800
gab,2019,881847983600
gab,2020,930521588700
gbr,1970,170328548000
gbr,1971,175630487000
gbr,1972,183642621000
gbr,1973,190441973000
gbr,1974,194250034000
gbr,1975,205320639000
gbr,1976,209017322000
gbr,1977,206091444000
gbr,1978,209800503000
gbr,1979,213193108000
gbr,1980,216516764000
gbr,1981,216999386000
gbr,1982,218571067000
gbr,1983,222411832000
gbr,1984,225149640000
gbr,1985,224410545000
gbr,1986,227660034000
gbr,1987,227466732000
gbr,1988,227821750000
gbr,1989,230004921000
gbr,1990,235047188000
gbr,1991,242124170000
gbr,1992,243913527000
gbr,1993,242245867000
gbr,1994,244797376000
gbr,1995,247992434000
gbr,1996,249676141000
gbr,1997,248819781000
gbr,1998,257891579000
gbr,1999,266557191000
gbr,2000,274834400000
gbr,2001,286226325000
gbr,2002,297433875000
gbr,2003,309027021000
gbr,2004,321409141000
gbr,2005,333702350000
gbr,2006,340052515000
gbr,2007,344099400000
gbr,2008,350707877000
gbr,2009,355347194000
gbr,2010,355554031000
gbr,2011,359774996000
gbr,2012,363945421000
gbr,2013,363475593000
gbr,2014,370590398000
gbr,2015,375357000000
gbr,2016,377327095000
gbr,2017,379406693000
gbr,2018,380825536000
gbr,2019,396832444000
gbr,2020,375481476000
geo,2010,4110200000
geo,2011,3975100000
geo,2012,4106200000
geo,2013,4262500000
geo,2014,4647400000
geo,2015,4849500000
geo,2016,5376900000
geo,2017,5434800000
geo,2018,5522500000
geo,2019,5838474700
geo,2020,6254002333.11515
gha,2006,6833863615.72951
gha,2007,6845908137.70446
gha,2008,7717421946.53715
gha,2009,6892945127.30107
gha,2010,8093880738.64751
gha,2011,14571017347.0644
gha,2012,13032635834.7978
gha,2013,10933080900
gha,2014,11769337200
gha,2015,10768632800
gha,2016,11428149300
gha,2017,10191325300
gha,2018,10377959500
gha,2019,10936612600
gha,2020,12041545400
gin,2006,1363299000000
gin,2007,1787437000000
gin,2008,1912860000000
gin,2009,3213457000000
gin,2010,4932194000000
gin,2011,6910872000000
gin,2012,7909306094700
gin,2013,11182545114600
gin,2014,11223612313400
gin,2015,13159975582800
gin,2016,13354718887300
gin,2017,13605896642300
gin,2018,14787168462500
gin,2019,15497482402200
gin,2020,15037513328700
gmb,2004,2781000000
gmb,2005,2908000000
gmb,2006,3087000000
gmb,2007,3079000000
