geo,time,ne_con_govt_kn
bfa,1973,106768536439.153
bfa,1974,113173487099.617
bfa,1975,154813686496.83499
bfa,1976,153748021913.19
bfa,1977,143069458373.26801
bfa,1978,145206269119.854
bfa,1979,158826463683.57199
bfa,1980,141894351390.31699
bfa,1981,155915544966.49899
bfa,1982,238640694537.82199
bfa,1983,228966069698.15799
bfa,1984,235415836783.68301
bfa,1985,241677732752.30701
bfa,1986,261410521128.177
bfa,1987,280360622063.09198
bfa,1988,291729770473.61603
bfa,1989,289014966724.15002
bfa,1990,300581607036.17603
bfa,1991,318682639000
bfa,1992,313339291300
bfa,1993,307094898600
bfa,1994,353916708900
bfa,1995,362045596000
bfa,1996,378396927200
bfa,1997,382235515800
bfa,1998,407367603700
bfa,1999,347718888000
bfa,2000,404438549200
bfa,2001,458695088700
bfa,2002,487998394200
bfa,2003,488948409900
bfa,2004,535119914400
bfa,2005,583912015000
bfa,2006,665792747700
bfa,2007,711125651600
bfa,2008,692694638200
bfa,2009,737357770000
bfa,2010,769050197800
bfa,2011,828782909500
bfa,2012,886067131800
bfa,2013,939602796700
bfa,2014,997474310400
bfa,2015,1115338000000
bfa,2016,1233831000000
bfa,2017,1398385372200
bfa,2018,1509334762600
bfa,2019,1729611896600
bgd,1965,15519255400
bgd,1966,15805067700
bgd,1967,15339270800
bgd,1968,15559238800
bgd,1969,16326894700
bgd,1970,17948084200
bgd,1971,17677210200
bgd,1972,16927631800
bgd,1973,14851174200
bgd,1974,22606132200
bgd,1975,22958247500
bgd,1976,62934272800
bgd,1977,74484998800
bgd,1978,68216000700
bgd,1979,75911992000
bgd,1980,73742019000
bgd,1981,86534255700
bgd,1982,86802765000
bgd,1983,88958456500
bgd,1984,92271975300
bgd,1985,93791623500
bgd,1986,101222284500
bgd,1987,103292281500
bgd,1988,104101618000
bgd,1989,104771939100
bgd,1990,105208311000
bgd,1991,107394689600
bgd,1992,119100647400
bgd,1993,133036858400
bgd,1994,137468700200
bgd,1995,140631385800
bgd,1996,139482000000
bgd,1997,146236000000
bgd,1998,150697000000
bgd,1999,154896000000
bgd,2000,160605000000
bgd,2001,169758000000
bgd,2002,185499000000
bgd,2003,201348000000
bgd,2004,221000000000
bgd,2005,242629000000
bgd,2006,262395000000
bgd,2007,270418000000
bgd,2008,279035000000
bgd,2009,296064000000
bgd,2010,316273000000
bgd,2011,337578000000
bgd,2012,347983000000
bgd,2013,368135000000
bgd,2014,397163000000
bgd,2015,431921000000
bgd,2016,468066000000
bgd,2017,504370000000
bgd,2018,582107000000
bgd,2019,634566000000
bgd,2020,672774000000
bgr,1980,14036240073.9169
bgr,1981,15838173072.8686
bgr,1982,16511144358.2712
bgr,1983,18180928694.14849
bgr,1984,17798715859.791
bgr,1985,20021751661.9381
bgr,1986,21333279441.1304
bgr,1987,22524695742.9249
bgr,1988,22360932828.2792
bgr,1989,22378034169.0811
bgr,1990,23674266294.2444
bgr,1991,20958393822.4686
bgr,1992,17844009756.7874
bgr,1993,15609739574.4804
bgr,1994,13759891264.0218
bgr,1995,16171974000
bgr,1996,12377601000
bgr,1997,8690434000
bgr,1998,12402996000
bgr,1999,11631958000
bgr,2000,11773381000
bgr,2001,11993990000
bgr,2002,12074290000
bgr,2003,13046417000
bgr,2004,13599716000
bgr,2005,13637019000
bgr,2006,14412706000
bgr,2007,14273425000
bgr,2008,14697081000
bgr,2009,13781806000
bgr,2010,14009704000
bgr,2011,14341208000
bgr,2012,14072440000
bgr,2013,14162345000
bgr,2014,14155671000
bgr,2015,14411369000
bgr,2016,14727448000
bgr,2017,15358958000
bgr,2018,16181005000
bgr,2019,16503935000
bgr,2020,17880718000
bhr,2000,608080000
bhr,2001,634680000
bhr,2002,686790000
bhr,2003,773060000
bhr,2004,801990000
bhr,2005,863310000
bhr,2006,895120000
bhr,2007,975810000
bhr,2008,1080320000
bhr,2009,1205580000
bhr,2010,1249860000
bhr,2011,1475850000
bhr,2012,1698310000
bhr,2013,1767600000
bhr,2014,1876490000
bhr,2015,1905550000
bhr,2016,1882550000
bhr,2017,2089330000
bhr,2018,2127860000
bhr,2019,2095740000
bhs,1989,901460599.59109
bhs,1990,880247407.37431
bhs,1991,928435000
bhs,1992,880340700
bhs,1993,857820300
bhs,1994,975918100
bhs,1995,916786000
bhs,1996,976740300
bhs,1997,1309880000
bhs,1998,1292740000
bhs,1999,1338960000
bhs,2000,1376640000
bhs,2001,1358690000
bhs,2002,1358690000
bhs,2003,1218570000
bhs,2004,1179700000
bhs,2005,1216670000
bhs,2006,1237970000
bhs,2007,1235900000
bhs,2008,1324890000
bhs,2009,1376380000
bhs,2010,1372350000
bhs,2011,1471730000
bhs,2012,1403090000
bhs,2013,1329550000
bhs,2014,1258480000
bhs,2015,1390640000
bhs,2016,1350270000
bhs,2017,1579660000
bhs,2018,1622810000
bhs,2019,1849010000
bhs,2020,1536320000
bih,2000,5309307087.88601
bih,2001,5100092624.92972
bih,2002,5126954642.35199
bih,2003,5379961531.64871
bih,2004,5378071181.71442
bih,2005,5463747745.69502
bih,2006,5627556200.27961
bih,2007,5832691789.83143
bih,2008,6016477399.24939
bih,2009,6084233242.31572
bih,2010,6186151079.23983
bih,2011,6130571044.60515
bih,2012,6205397608.53214
bih,2013,6192630252.15674
bih,2014,6285062454.5789
bih,2015,6289042592
bih,2016,6290377406.53492
bih,2017,6380655881.52364
bih,2018,6444509715.8476
bih,2019,6500543202.23385
bih,2020,6585932000
blr,1990,14243540000.5336
blr,1991,13203764300
blr,1992,10549803300
blr,1993,9399876300
blr,1994,9193081700
blr,1995,8981640300
blr,1996,8864874500
blr,1997,9494283600
blr,1998,10139895800
blr,1999,10728007300
blr,2000,11371689300
blr,2001,11747528400
blr,2002,11618413600
blr,2003,11638228200
blr,2004,11619052800
blr,2005,11661238800
blr,2006,11643475900
blr,2007,11584070300
blr,2008,11621142900
blr,2009,11611830000
blr,2010,11974130000
blr,2011,11611730000
blr,2012,11537840000
blr,2013,11306790000
blr,2014,11083090000
blr,2015,11020120000
blr,2016,11056400000
blr,2017,10954200000
blr,2018,10905300000
blr,2019,10959826500
blr,2020,10828308600
blz,1980,122702699.56257
blz,1981,120415018.07338
blz,1982,118784784.6042
blz,1983,116124400.96888
blz,1984,118741242.28108
blz,1985,122223840.96689
blz,1986,127468792.54667
blz,1987,132312280.87382
blz,1988,135715820.22758
blz,1989,140403869.85502
blz,1990,143661832.96504
blz,1991,149200000
blz,1992,170076800
blz,1993,192225000
blz,1994,198197700
blz,1995,189584700
blz,1996,193564000
blz,1997,201406500
blz,1998,205680800
blz,1999,200723400
blz,2000,214811300
blz,2001,227917900
blz,2002,257848900
blz,2003,271498900
blz,2004,269034400
blz,2005,279660400
blz,2006,278965000
blz,2007,306893200
blz,2008,317617000
blz,2009,327331200
blz,2010,339911600
blz,2011,335045800
blz,2012,348633400
blz,2013,351024900
blz,2014,368944800
blz,2015,389540900
blz,2016,421821700
blz,2017,423444400
blz,2018,471431900
blz,2019,504699400
blz,2020,536989545.19
bmu,2014,822824985.93134
bmu,2015,813670230.72594
bmu,2016,878635903.20765
bmu,2017,833523916.71356
bmu,2018,797390264.49072
bmu,2019,821300000
bmu,2020,818700000
bol,1960,552809146.91938
bol,1961,614584381.10235
bol,1962,671607674.19432
bol,1963,723577315.64983
bol,1964,758556882.01412
bol,1965,928457632.92637
bol,1966,960438950.74515
bol,1967,991420852.38209
bol,1968,1077370644.02005
bol,1969,1119346123.6572
bol,1970,1179311094.5674
bol,1971,1284395290.99598
bol,1972,1425148911.84608
bol,1973,1593579637.95272
bol,1974,1737885400.65392
bol,1975,1929405048.79276
bol,1976,2046181712.14789
bol,1977,2109380235.91549
bol,1978,2169914653.29477
bol,1979,2514768424.67304
bol,1980,2353886000
bol,1981,2551142000
bol,1982,2476904000
bol,1983,2185867000
bol,1984,2269149000
bol,1985,2101232000
bol,1986,1804538000
bol,1987,1735759000
bol,1988,1801118000
bol,1989,1816974000
bol,1990,1815415000
bol,1991,1876065000
bol,1992,1945335000
bol,1993,1994606000
bol,1994,2057084000
bol,1995,2193477000
bol,1996,2250628000
bol,1997,2326252000
bol,1998,2414668000
bol,1999,2492184000
bol,2000,2543985000
bol,2001,2616812000
bol,2002,2707278000
bol,2003,2804003000
bol,2004,2892281000
bol,2005,2989344000
bol,2006,3087197000
bol,2007,3203527000
bol,2008,3328817000
bol,2009,3455979000
bol,2010,3562033425.19324
bol,2011,3820034078.77852
bol,2012,4006652633.863
bol,2013,4378879875.51063
bol,2014,4673102798.56389
bol,2015,5101507088.87544
bol,2016,5181453638.76846
bol,2017,5437311078.43081
bol,2018,5717179380.92441
bol,2019,5932045781.6307
bol,2020,5768128687.34372
bra,1960,112652371132.52299
bra,1961,121631617793.082
bra,1962,124080161415.47
bra,1963,133060135671.47701
bra,1964,129795158170.52
bra,1965,121631622659.94099
bra,1966,127345886222.655
bra,1967,139590114764.34399
bra,1968,147753659278.612
bra,1969,159182175453.60699
bra,1970,169813989457.215
bra,1971,184931046617.83896
bra,1972,200714095252.73001
bra,1973,225351500857.98401
bra,1974,225761174326.55096
bra,1975,259981770235.57101
bra,1976,280001752925.24701
bra,1977,264646637241.203
bra,1978,279117420520.85303
bra,1979,301901436842.586
bra,1980,302459362142.13599
bra,1981,293058766661.17603
bra,1982,315869073026.18298
bra,1983,289925213095.55103
bra,1984,258749811706.98401
bra,1985,329067004722.99402
bra,1986,394604681401.58307
bra,1987,476658548678.89801
bra,1988,470551402311.79694
bra,1989,557650625455.53699
bra,1990,503220205280.71295
bra,1991,488670300700
bra,1992,502553068100
bra,1993,514148621500
bra,1994,515860142300
bra,1995,522799581000
bra,1996,516085404900
bra,1997,522518063000
bra,1998,539352376100
bra,1999,548457756900
bra,2000,547628121100
bra,2001,561953651700
bra,2002,583399621600
bra,2003,592713961600
bra,2004,615687775300
bra,2005,628068900500
bra,2006,650433170700
bra,2007,676900250500
bra,2008,690743131700
bra,2009,711086676400
bra,2010,738965999999.99902
bra,2011,755254999999.99902
bra,2012,772452197706.83691
bra,2013,784117162691.15002
bra,2014,790492700218.08093
bra,2015,779136733390.62891
bra,2016,780780720203.43701
bra,2017,775544124755.23083
bra,2018,781646806882.125
bra,2019,778165944863.97583
bra,2020,741747404852.59485
brn,1989,2109216000
brn,1990,2158220100
brn,1991,2153115500
brn,1992,2284813800
brn,1993,2381801000
brn,1994,2444077000
brn,1995,2500227500
brn,1996,2541064200
brn,1997,2581900900
brn,1998,2481851000
brn,1999,2531875900
brn,2000,2726617500
brn,2001,2979844300
brn,2002,2921010200
brn,2003,2845503700
brn,2004,2963260200
brn,2005,2932255800
brn,2006,3308488000
brn,2007,3830177000
brn,2008,3800366200
brn,2009,3991788300
brn,2010,4140148700
brn,2011,4357966400
brn,2012,4377430800
brn,2013,4535889900
brn,2014,4620022500
brn,2015,4454463300
brn,2016,4166743600
brn,2017,4476057600
brn,2018,4547318900
brn,2019,4629073400
brn,2020,4186884395.91395
btn,1990,2092849785.40773
btn,1991,1682821700
btn,1992,1791943600
btn,1993,1178500000
btn,1994,1263000000
btn,1995,1773000000
btn,1996,2333000000
btn,1997,2913000000
btn,1998,3039000000
btn,1999,4330959500
btn,2000,4330959500
btn,2001,4681469700
btn,2002,5086733700
btn,2003,5471674100
btn,2004,5869195700
btn,2005,6031454500
btn,2006,6871529100
btn,2007,7185944400
btn,2008,7277490000
btn,2009,8794944453.19287
btn,2010,9458899331.7588
btn,2011,9797606728.7127
btn,2012,9723624457.33618
btn,2013,8740743194.05779
btn,2014,8947756365.05156
btn,2015,9914243203.01344
btn,2016,10331984721.5325
btn,2017,10784466870.5425
btn,2018,11112870700.3713
btn,2019,12313218415.9399
btn,2020,12818472516.9311
bwa,1975,2332865915.86647
bwa,1976,2810171356.71411
bwa,1977,3189254235.26701
bwa,1978,3256409709.32951
bwa,1979,3473252704.92281
bwa,1980,4056939906.89907
bwa,1981,4629643698.06447
bwa,1982,5175045932.91301
bwa,1983,5752143138.83511
bwa,1984,6561459913.7563
bwa,1985,7375797734.11372
bwa,1986,8525598731.20122
bwa,1987,10965160349.617
bwa,1988,12864340274.2968
bwa,1989,13996881805.94
bwa,1990,14997403531.4244
bwa,1991,15453344312.9897
bwa,1992,17144126392.3728
bwa,1993,18845415044.6339
bwa,1994,19794447855.5128
bwa,1995,20628346874.0759
bwa,1996,20871935157.0913
bwa,1997,22940922592.0202
bwa,1998,24461710309.2726
bwa,1999,24946365257.4668
bwa,2000,25100183945.49929
bwa,2001,24738331785.9474
bwa,2002,26025113367.9635
bwa,2003,26342626660.2856
bwa,2004,28229637005.1242
bwa,2005,26444962233.4336
bwa,2006,25394069678.6924
bwa,2007,26288205104.1361
bwa,2008,27598942055.5999
bwa,2009,28416700954.8762
bwa,2010,29477717553.0696
bwa,2011,30948059044.69189
bwa,2012,35661475930.5239
bwa,2013,40792877449.7592
bwa,2014,45194200000
bwa,2015,44956900000
bwa,2016,46819300000
bwa,2017,45255000000
bwa,2018,46272500000
bwa,2019,51052300000
bwa,2020,52928000000
caf,2009,118010000000
caf,2010,122492000000
caf,2011,117679000000
caf,2012,122892000000
caf,2013,110534000000
caf,2014,96372000000
caf,2015,98167000000
caf,2016,100942000000
caf,2017,103552000000
caf,2018,107008000000
caf,2019,141039351100
caf,2020,73068186500
can,1961,99627596700
can,1962,104691379200
can,1963,109802157300
can,1964,116366596600
can,1965,121585251100
can,1966,131928568900
can,1967,142954391700
can,1968,152116409400
can,1969,159459481400
can,1970,172089565000
can,1971,177953342000
can,1972,183919655000
can,1973,192476069000
can,1974,203647152000
can,1975,216601933000
can,1976,219833952000
can,1977,228134027000
can,1978,230404772000
can,1979,232324117000
can,1980,238511523000
can,1981,242762762000
can,1982,245636439000
can,1983,248301841000
can,1984,253908210000
can,1985,264009874000
can,1986,268321725000
can,1987,272156144000
can,1988,280106421000
can,1989,286999830000
can,1990,296402701000
can,1991,303383693000
can,1992,305852033000
can,1993,305240822000
can,1994,301774091000
can,1995,298776249000
can,1996,293075889000
can,1997,291332777000
can,1998,296935941000
can,1999,303362331000
can,2000,313788425000
can,2001,324474598000
can,2002,331813664000
can,2003,341370606000
can,2004,347771628000
can,2005,351470668000
can,2006,361141360000
can,2007,369718335000
can,2008,383623977000
can,2009,393968897000
can,2010,402836391000
can,2011,408119130000
can,2012,410966373000
can,2013,407718866000
can,2014,409973056000
can,2015,415561000000
can,2016,422949199000
can,2017,431897867000
can,2018,444601114000
can,2019,453373281000
can,2020,453576751000
che,1970,31850656000
che,1971,33710426000
che,1972,34682198000
che,1973,35519932000
che,1974,36123101000
che,1975,36357666000
che,1976,37362947000
che,1977,37513739000
che,1978,38267700000
che,1979,38669813000
che,1980,39038416000
che,1981,39927719000
che,1982,40181039000
che,1983,41228539000
che,1984,41874874000
che,1985,44018701000
che,1986,45431763000
che,1987,46479936000
che,1988,48602484000
che,1989,52862936000
che,1990,55318831000
che,1991,57186055000
che,1992,57380185000
che,1993,57666060000
che,1994,59084993000
che,1995,59635236000
che,1996,59912589000
che,1997,60077362000
che,1998,60649116000
che,1999,61984648000
che,2000,62903723000
che,2001,62986976000
che,2002,64096493000
che,2003,65246485000
che,2004,66129056000
che,2005,66387629000
che,2006,66603338000
che,2007,67691751000
che,2008,69346317000
che,2009,71725676000
che,2010,72323962000
che,2011,73405286000
che,2012,73440481000
che,2013,74879705000
che,2014,76529478000
che,2015,76975700000
che,2016,77245920000
che,2017,77698284000
che,2018,78462249000
che,2019,79031730000
che,2020,81769231000
chl,1960,3402574255393.27979
chl,1961,3380497025205.81006
chl,1962,3562634174252.4502
chl,1963,3552068642662.72949
chl,1964,3685478190795.58984
chl,1965,4034613816760.31055
chl,1966,4459600497869.12012
chl,1967,4535293858511.87988
chl,1968,4736038958716.51953
chl,1969,5064989688509.83984
chl,1970,5363820768547.38965
chl,1971,6030395425707.66992
chl,1972,6373065577117.48926
chl,1973,6484240200561.54004
chl,1974,7106660397346.87988
chl,1975,6375273300136.24023
chl,1976,6368492436578.66016
chl,1977,6613549691659.58008
chl,1978,7060928991958.5498
chl,1979,7707161058446.08984
chl,1980,7083006222146.01953
chl,1981,6860026197252.55957
chl,1982,6733555207178.62012
chl,1983,6652027149986.32031
chl,1984,6598568714032.36914
chl,1985,6771401887500
chl,1986,6844884049265.75977
chl,1987,6668593692052.25977
chl,1988,6908086982639.88965
chl,1989,7167836399658.86035
chl,1990,7227236336790.17969
chl,1991,7485744608600
chl,1992,7904408349800
chl,1993,8245245921000
chl,1994,8405067235900
chl,1995,8755945353700
chl,1996,9104484390082.71289
chl,1997,9578023902657.71289
chl,1998,9746627238057.78906
chl,1999,9955204590253.57031
chl,2000,10185941849744.90039
chl,2001,10432543577912.09961
chl,2002,10670047888643.59961
chl,2003,10758157791987.09961
chl,2004,11404204528907.09961
chl,2005,12072510016895.09961
chl,2006,12844619137458.80078
chl,2007,13754066031542.80078
chl,2008,13797436572735
chl,2009,14959115837220.80078
chl,2010,15519936881416.30078
chl,2011,15900361001053.69922
chl,2012,16490375073299.5
chl,2013,16959905558930.90039
chl,2014,17603024089041.30078
chl,2015,18452958649396.39844
chl,2016,19776335637980.19922
chl,2017,20683812038343.80078
chl,2018,21375643759967.89453
chl,2019,21334684634549.80078
chl,2020,20507445041140.89453
civ,2008,1862800767400
civ,2009,1950717277300
civ,2010,2030822509300
civ,2011,1816558687800
civ,2012,2463369345700
civ,2013,2040166956400
civ,2014,2247660549000
civ,2015,2367985000000
civ,2016,2553486000000
civ,2017,2969297572100
cmr,1960,161248399743.521
cmr,1961,166483732187.76901
cmr,1962,175383770831.55801
cmr,1963,185330931585.616
cmr,1964,189519192498.582
cmr,1965,223951964987.83801
cmr,1966,239686390032.40799
cmr,1967,237735989826.436
cmr,1968,249806377489.65302
cmr,1969,284968197688.47699
cmr,1970,273947510735.90302
cmr,1971,267649692078.83701
cmr,1972,307009791851.97498
cmr,1973,334824588419.05103
cmr,1974,385205320080.17603
cmr,1975,366314039933.54895
cmr,1976,410397063066.78302
cmr,1977,356866706005.47803
cmr,1978,411449380118.69397
cmr,1979,435417330598.04895
cmr,1980,459926587778.48297
cmr,1981,492121439701.20496
cmr,1982,529522656383.10999
cmr,1983,601008230411.36597
cmr,1984,647285839363.76892
cmr,1985,695184999559.427
cmr,1986,888446431980.43701
