geo,time,sh_hiv_incd_yg_p3
pan,2012,0.33
pan,2013,0.33
pan,2014,0.33
pan,2015,0.33
pan,2016,0.33
pan,2017,0.33
pan,2018,0.33
pan,2019,0.32
pan,2020,0.32
per,1990,0.2
per,1991,0.17
per,1992,0.15
per,1993,0.14
per,1994,0.13
per,1995,0.13
per,1996,0.12
per,1997,0.12
per,1998,0.12
per,1999,0.12
per,2000,0.12
per,2001,0.12
per,2002,0.12
per,2003,0.11
per,2004,0.11
per,2005,0.11
per,2006,0.11
per,2007,0.11
per,2008,0.1
per,2009,0.1
per,2010,0.1
per,2011,0.08
per,2012,0.08
per,2013,0.08
per,2014,0.08
per,2015,0.08
per,2016,0.08
per,2017,0.08
per,2018,0.08
per,2019,0.09
per,2020,0.08
phl,1990,0.01
phl,1991,0.01
phl,1992,0.01
phl,1993,0.01
phl,1994,0.01
phl,1995,0.01
phl,1996,0.01
phl,1997,0.01
phl,1998,0.01
phl,1999,0.01
phl,2000,0.01
phl,2001,0.01
phl,2002,0.01
phl,2003,0.02
phl,2004,0.02
phl,2005,0.03
phl,2006,0.04
phl,2007,0.05
phl,2008,0.06
phl,2009,0.1
phl,2010,0.13
phl,2011,0.14
phl,2012,0.15
phl,2013,0.19
phl,2014,0.22
phl,2015,0.25
phl,2016,0.26
phl,2017,0.3
phl,2018,0.33
phl,2019,0.36
phl,2020,0.39
png,1990,0.02
png,1991,0.03
png,1992,0.04
png,1993,0.06
png,1994,0.09
png,1995,0.15
png,1996,0.23
png,1997,0.35
png,1998,0.49
png,1999,0.65
png,2000,0.81
png,2001,0.91
png,2002,0.95
png,2003,0.91
png,2004,0.81
png,2005,0.69
png,2006,0.58
png,2007,0.5
png,2008,0.46
png,2009,0.44
png,2010,0.44
png,2011,0.45
png,2012,0.46
png,2013,0.48
png,2014,0.5
png,2015,0.51
png,2016,0.52
png,2017,0.53
png,2018,0.54
png,2019,0.53
png,2020,0.52
prt,1990,0.38
prt,1991,0.41
prt,1992,0.41
prt,1993,0.39
prt,1994,0.37
prt,1995,0.35
prt,1996,0.33
prt,1997,0.31
prt,1998,0.29
prt,1999,0.28
prt,2000,0.27
prt,2001,0.26
prt,2002,0.25
prt,2003,0.24
prt,2004,0.24
prt,2005,0.23
prt,2006,0.23
prt,2007,0.22
prt,2008,0.21
prt,2009,0.21
prt,2010,0.2
prt,2011,0.19
prt,2012,0.18
prt,2013,0.17
prt,2014,0.16
prt,2015,0.15
prt,2016,0.14
prt,2017,0.13
prt,2018,0.12
prt,2019,0.1
prt,2020,0.09
pry,1990,0.08
pry,1991,0.07
pry,1992,0.07
pry,1993,0.09
pry,1994,0.14
pry,1995,0.19
pry,1996,0.23
pry,1997,0.27
pry,1998,0.3
pry,1999,0.3
pry,2000,0.29
pry,2001,0.27
pry,2002,0.25
pry,2003,0.23
pry,2004,0.22
pry,2005,0.19
pry,2006,0.16
pry,2007,0.16
pry,2008,0.15
pry,2009,0.14
pry,2010,0.13
pry,2011,0.13
pry,2012,0.13
pry,2013,0.13
pry,2014,0.12
pry,2015,0.12
pry,2016,0.11
pry,2017,0.11
pry,2018,0.1
pry,2019,0.1
pry,2020,0.1
qat,1990,0.02
qat,1991,0.01
qat,1992,0.01
qat,1993,0.01
qat,1994,0.01
qat,1995,0.01
qat,1996,0.01
qat,1997,0.01
qat,1998,0.01
qat,1999,0.01
qat,2000,0.02
qat,2001,0.03
qat,2002,0.04
qat,2003,0.04
qat,2004,0.05
qat,2005,0.05
qat,2006,0.04
qat,2007,0.04
qat,2008,0.03
qat,2009,0.03
qat,2010,0.03
qat,2011,0.03
qat,2012,0.03
qat,2013,0.03
qat,2014,0.03
qat,2015,0.03
qat,2016,0.04
qat,2017,0.04
qat,2018,0.05
qat,2019,0.06
qat,2020,0.08
rou,1990,0.01
rou,1991,0.01
rou,1992,0.02
rou,1993,0.02
rou,1994,0.02
rou,1995,0.02
rou,1996,0.03
rou,1997,0.03
rou,1998,0.03
rou,1999,0.03
rou,2000,0.03
rou,2001,0.03
rou,2002,0.03
rou,2003,0.03
rou,2004,0.03
rou,2005,0.03
rou,2006,0.03
rou,2007,0.03
rou,2008,0.03
rou,2009,0.03
rou,2010,0.03
rou,2011,0.03
rou,2012,0.03
rou,2013,0.03
rou,2014,0.03
rou,2015,0.03
rou,2016,0.03
rou,2017,0.03
rou,2018,0.03
rou,2019,0.03
rou,2020,0.03
rwa,1990,4.83
rwa,1991,5.15
rwa,1992,5.43
rwa,1993,5.52
rwa,1994,5.63
rwa,1995,5.81
rwa,1996,5.84
rwa,1997,5.54
rwa,1998,4.92
rwa,1999,4.63
rwa,2000,4.2
rwa,2001,3.72
rwa,2002,3.38
rwa,2003,2.55
rwa,2004,2.21
rwa,2005,1.93
rwa,2006,1.79
rwa,2007,1.64
rwa,2008,1.63
rwa,2009,1.5
rwa,2010,1.41
rwa,2011,1.29
rwa,2012,1.17
rwa,2013,1.03
rwa,2014,0.93
rwa,2015,0.85
rwa,2016,0.78
rwa,2017,0.7
rwa,2018,0.66
rwa,2019,0.62
rwa,2020,0.58
sau,1990,0.01
sau,1991,0.01
sau,1992,0.01
sau,1993,0.01
sau,1994,0.01
sau,1995,0.02
sau,1996,0.02
sau,1997,0.02
sau,1998,0.02
sau,1999,0.02
sau,2000,0.02
sau,2001,0.02
sau,2002,0.02
sau,2003,0.03
sau,2004,0.03
sau,2005,0.03
sau,2006,0.02
sau,2007,0.02
sau,2008,0.02
sau,2009,0.02
sau,2010,0.03
sau,2011,0.03
sau,2012,0.03
sau,2013,0.03
sau,2014,0.04
sau,2015,0.04
sau,2016,0.04
sau,2017,0.05
sau,2018,0.05
sau,2019,0.05
sau,2020,0.05
sdn,1990,0.04
sdn,1991,0.05
sdn,1992,0.07
sdn,1993,0.12
sdn,1994,0.19
sdn,1995,0.22
sdn,1996,0.24
sdn,1997,0.24
sdn,1998,0.23
sdn,1999,0.23
sdn,2000,0.22
sdn,2001,0.21
sdn,2002,0.21
sdn,2003,0.19
sdn,2004,0.14
sdn,2005,0.13
sdn,2006,0.14
sdn,2007,0.15
sdn,2008,0.15
sdn,2009,0.13
sdn,2010,0.12
sdn,2011,0.12
sdn,2012,0.12
sdn,2013,0.12
sdn,2014,0.11
sdn,2015,0.11
sdn,2016,0.11
sdn,2017,0.11
sdn,2018,0.1
sdn,2019,0.1
sdn,2020,0.1
sen,1990,0.2
sen,1991,0.23
sen,1992,0.27
sen,1993,0.31
sen,1994,0.36
sen,1995,0.4
sen,1996,0.44
sen,1997,0.48
sen,1998,0.51
sen,1999,0.52
sen,2000,0.52
sen,2001,0.51
sen,2002,0.49
sen,2003,0.44
sen,2004,0.39
sen,2005,0.36
sen,2006,0.3
sen,2007,0.24
sen,2008,0.16
sen,2009,0.13
sen,2010,0.1
sen,2011,0.08
sen,2012,0.06
sen,2013,0.06
sen,2014,0.05
sen,2015,0.06
sen,2016,0.06
sen,2017,0.06
sen,2018,0.06
sen,2019,0.06
sen,2020,0.05
sgp,1990,0.03
sgp,1991,0.04
sgp,1992,0.05
sgp,1993,0.05
sgp,1994,0.06
sgp,1995,0.06
sgp,1996,0.06
sgp,1997,0.06
sgp,1998,0.06
sgp,1999,0.06
sgp,2000,0.06
sgp,2001,0.07
sgp,2002,0.07
sgp,2003,0.07
sgp,2004,0.08
sgp,2005,0.08
sgp,2006,0.08
sgp,2007,0.08
sgp,2008,0.08
sgp,2009,0.07
sgp,2010,0.07
sgp,2011,0.06
sgp,2012,0.06
sgp,2013,0.05
sgp,2014,0.04
sgp,2015,0.04
sgp,2016,0.03
sgp,2017,0.03
sgp,2018,0.02
sgp,2019,0.01
sgp,2020,0.01
sle,1990,1.98
sle,1991,2.2
sle,1992,2.35
sle,1993,2.5
sle,1994,2.56
sle,1995,2.62
sle,1996,2.58
sle,1997,2.54
sle,1998,2.53
sle,1999,2.45
sle,2000,2.35
sle,2001,2.26
sle,2002,2.18
sle,2003,2.09
sle,2004,2.01
sle,2005,1.95
sle,2006,1.86
sle,2007,1.81
sle,2008,1.84
sle,2009,1.77
sle,2010,1.66
sle,2011,1.61
sle,2012,1.55
sle,2013,1.52
sle,2014,1.51
sle,2015,1.49
sle,2016,1.43
sle,2017,1.36
sle,2018,1.26
sle,2019,1.16
sle,2020,1.07
slv,1990,0.06
slv,1991,0.08
slv,1992,0.11
slv,1993,0.14
slv,1994,0.18
slv,1995,0.2
slv,1996,0.23
slv,1997,0.25
slv,1998,0.26
slv,1999,0.27
slv,2000,0.28
slv,2001,0.28
slv,2002,0.28
slv,2003,0.28
slv,2004,0.27
slv,2005,0.27
slv,2006,0.26
slv,2007,0.25
slv,2008,0.24
slv,2009,0.23
slv,2010,0.22
slv,2011,0.2
slv,2012,0.19
slv,2013,0.18
slv,2014,0.17
slv,2015,0.16
slv,2016,0.15
slv,2017,0.14
slv,2018,0.12
slv,2019,0.11
slv,2020,0.1
som,1990,0.08
som,1991,0.1
som,1992,0.12
som,1993,0.14
som,1994,0.16
som,1995,0.19
som,1996,0.21
som,1997,0.23
som,1998,0.25
som,1999,0.26
som,2000,0.26
som,2001,0.25
som,2002,0.24
som,2003,0.23
som,2004,0.21
som,2005,0.19
som,2006,0.16
som,2007,0.13
som,2008,0.1
som,2009,0.08
som,2010,0.06
som,2011,0.04
som,2012,0.03
som,2013,0.03
som,2014,0.02
som,2015,0.02
som,2016,0.02
som,2017,0.02
som,2018,0.02
som,2019,0.02
som,2020,0.02
srb,1990,0.01
srb,1991,0.01
srb,1992,0.01
srb,1993,0.01
srb,1994,0.01
srb,1995,0.01
srb,1996,0.01
srb,1997,0.01
srb,1998,0.01
srb,1999,0.01
srb,2000,0.01
srb,2001,0.01
srb,2002,0.01
srb,2003,0.01
srb,2004,0.01
srb,2005,0.01
srb,2006,0.01
srb,2007,0.01
srb,2008,0.01
srb,2009,0.01
srb,2010,0.01
srb,2011,0.01
srb,2012,0.01
srb,2013,0.01
srb,2014,0.01
srb,2015,0.01
srb,2016,0.01
srb,2017,0.01
srb,2018,0.01
srb,2019,0.01
srb,2020,0.01
ssd,1990,1.45
ssd,1991,1.63
ssd,1992,1.87
ssd,1993,2.02
ssd,1994,2.14
ssd,1995,2.39
ssd,1996,2.42
ssd,1997,2.42
ssd,1998,2.44
ssd,1999,2.47
ssd,2000,2.33
ssd,2001,2.23
ssd,2002,2.21
ssd,2003,2.11
ssd,2004,2.03
ssd,2005,1.97
ssd,2006,1.91
ssd,2007,1.9
ssd,2008,1.9
ssd,2009,1.93
ssd,2010,1.89
ssd,2011,1.89
ssd,2012,1.9
ssd,2013,1.9
ssd,2014,1.9
ssd,2015,1.9
ssd,2016,1.88
ssd,2017,1.91
ssd,2018,1.92
ssd,2019,1.9
ssd,2020,1.89
sur,1990,0.25
sur,1991,0.3
sur,1992,0.36
sur,1993,0.42
sur,1994,0.49
sur,1995,0.55
sur,1996,0.61
sur,1997,0.64
sur,1998,0.67
sur,1999,0.69
sur,2000,0.71
sur,2001,0.69
sur,2002,0.68
sur,2003,0.64
sur,2004,0.58
sur,2005,0.55
sur,2006,0.52
sur,2007,0.48
sur,2008,0.44
sur,2009,0.44
sur,2010,0.43
sur,2011,0.4
sur,2012,0.37
sur,2013,0.33
sur,2014,0.31
sur,2015,0.3
sur,2016,0.28
sur,2017,0.26
sur,2018,0.25
sur,2019,0.24
sur,2020,0.24
svn,1990,0.01
svn,1991,0.01
svn,1992,0.01
svn,1993,0.01
svn,1994,0.01
svn,1995,0.01
svn,1996,0.01
svn,1997,0.01
svn,1998,0.01
svn,1999,0.01
svn,2000,0.01
svn,2001,0.01
svn,2002,0.01
svn,2003,0.02
svn,2004,0.02
svn,2005,0.02
svn,2006,0.02
svn,2007,0.02
svn,2008,0.02
svn,2009,0.02
svn,2010,0.01
svn,2011,0.01
svn,2012,0.01
svn,2013,0.01
svn,2014,0.01
svn,2015,0.01
svn,2016,0.01
svn,2017,0.01
svn,2018,0.01
svn,2019,0.01
svn,2020,0.01
swz,1990,6.38
swz,1991,11.84
swz,1992,19.97
swz,1993,30.07
swz,1994,39.15
swz,1995,45.09
swz,1996,47.11
swz,1997,45.91
swz,1998,43.6
swz,1999,40.45
swz,2000,37.71
swz,2001,35.95
swz,2002,34.54
swz,2003,33.42
swz,2004,33.04
swz,2005,32.69
swz,2006,32.28
swz,2007,31.62
swz,2008,28.69
swz,2009,25.7
swz,2010,22.46
swz,2011,18.57
swz,2012,19.79
swz,2013,20.91
swz,2014,21.25
swz,2015,20
swz,2016,18.21
swz,2017,15.79
swz,2018,12.69
swz,2019,11.3
swz,2020,9.71
syr,1990,0.01
syr,1991,0.01
syr,1992,0.01
syr,1993,0.01
syr,1994,0.01
syr,1995,0.01
syr,1996,0.01
syr,1997,0.01
syr,1998,0.01
syr,1999,0.01
syr,2000,0.01
syr,2001,0.01
syr,2002,0.01
syr,2003,0.01
syr,2004,0.01
syr,2005,0.01
syr,2006,0.01
syr,2007,0.01
syr,2008,0.01
syr,2009,0.01
syr,2010,0.01
syr,2011,0.01
syr,2012,0.01
syr,2013,0.01
syr,2014,0.01
syr,2015,0.01
syr,2016,0.01
syr,2017,0.01
syr,2018,0.01
syr,2019,0.01
syr,2020,0.01
tcd,1990,2.77
tcd,1991,3.23
tcd,1992,3.55
tcd,1993,3.52
tcd,1994,3.47
tcd,1995,3.25
tcd,1996,3.14
tcd,1997,2.87
tcd,1998,2.51
tcd,1999,2.37
tcd,2000,2.11
tcd,2001,1.97
tcd,2002,1.81
tcd,2003,1.67
tcd,2004,1.58
tcd,2005,1.48
tcd,2006,1.35
tcd,2007,1.24
tcd,2008,1.2
tcd,2009,1.04
tcd,2010,0.94
tcd,2011,0.85
tcd,2012,0.81
tcd,2013,0.75
tcd,2014,0.7
tcd,2015,0.61
tcd,2016,0.52
tcd,2017,0.51
tcd,2018,0.49
tcd,2019,0.43
tcd,2020,0.37
tgo,1990,2.77
tgo,1991,3.1
tgo,1992,3.49
tgo,1993,3.93
tgo,1994,4.38
tgo,1995,4.64
tgo,1996,4.82
tgo,1997,4.82
tgo,1998,4.37
tgo,1999,3.91
tgo,2000,3.47
tgo,2001,3.02
tgo,2002,2.67
tgo,2003,2.4
tgo,2004,2.26
tgo,2005,2.15
tgo,2006,1.97
tgo,2007,1.9
tgo,2008,1.83
tgo,2009,1.71
tgo,2010,1.53
tgo,2011,1.36
tgo,2012,1.23
tgo,2013,1.12
tgo,2014,1.06
tgo,2015,1.02
tgo,2016,0.94
tgo,2017,0.84
tgo,2018,0.73
tgo,2019,0.66
tgo,2020,0.55
tha,1990,6.84
tha,1991,7.44
tha,1992,7
tha,1993,5.45
tha,1994,4.31
tha,1995,3.43
tha,1996,2.79
tha,1997,2.31
tha,1998,2.03
tha,1999,1.84
tha,2000,1.66
tha,2001,1.49
tha,2002,1.34
tha,2003,1.22
tha,2004,1.1
tha,2005,1.01
tha,2006,0.91
tha,2007,0.84
tha,2008,0.78
tha,2009,0.75
tha,2010,0.72
tha,2011,0.7
tha,2012,0.67
tha,2013,0.63
tha,2014,0.6
tha,2015,0.56
tha,2016,0.5
tha,2017,0.46
tha,2018,0.42
tha,2019,0.38
tha,2020,0.35
tjk,1990,0.01
tjk,1991,0.01
tjk,1992,0.01
tjk,1993,0.01
tjk,1994,0.01
tjk,1995,0.01
tjk,1996,0.01
tjk,1997,0.01
tjk,1998,0.01
tjk,1999,0.01
tjk,2000,0.01
tjk,2001,0.01
tjk,2002,0.01
tjk,2003,0.02
tjk,2004,0.04
tjk,2005,0.06
tjk,2006,0.1
tjk,2007,0.13
tjk,2008,0.17
tjk,2009,0.19
tjk,2010,0.21
tjk,2011,0.21
tjk,2012,0.21
tjk,2013,0.2
tjk,2014,0.18
tjk,2015,0.16
tjk,2016,0.15
tjk,2017,0.13
tjk,2018,0.11
tjk,2019,0.1
tjk,2020,0.09
tls,1990,0.01
tls,1991,0.01
tls,1992,0.01
tls,1993,0.02
tls,1994,0.02
tls,1995,0.02
tls,1996,0.02
tls,1997,0.02
tls,1998,0.02
tls,1999,0.02
tls,2000,0.03
tls,2001,0.03
tls,2002,0.03
tls,2003,0.03
tls,2004,0.04
tls,2005,0.04
tls,2006,0.05
tls,2007,0.05
tls,2008,0.05
tls,2009,0.06
tls,2010,0.06
tls,2011,0.06
tls,2012,0.07
tls,2013,0.07
tls,2014,0.07
tls,2015,0.08
tls,2016,0.08
tls,2017,0.08
tls,2018,0.08
tls,2019,0.08
tls,2020,0.08
tto,1990,0.24
tto,1991,0.29
tto,1992,0.34
tto,1993,0.4
tto,1994,0.45
tto,1995,0.5
tto,1996,0.55
tto,1997,0.59
tto,1998,0.63
tto,1999,0.66
tto,2000,0.67
tto,2001,0.68
tto,2002,0.67
tto,2003,0.64
tto,2004,0.6
tto,2005,0.55
tto,2006,0.5
tto,2007,0.44
tto,2008,0.38
tto,2009,0.32
tto,2010,0.26
tto,2011,0.2
tto,2012,0.17
tto,2013,0.13
tto,2014,0.11
tto,2015,0.09
tto,2016,0.08
tto,2017,0.07
tto,2018,0.06
tto,2019,0.06
tto,2020,0.06
tun,1990,0.01
tun,1991,0.01
tun,1992,0.01
tun,1993,0.01
tun,1994,0.01
tun,1995,0.01
tun,1996,0.01
tun,1997,0.01
tun,1998,0.01
tun,1999,0.01
tun,2000,0.01
tun,2001,0.01
tun,2002,0.02
tun,2003,0.02
tun,2004,0.02
tun,2005,0.02
tun,2006,0.02
tun,2007,0.01
tun,2008,0.01
tun,2009,0.01
tun,2010,0.02
tun,2011,0.02
tun,2012,0.02
tun,2013,0.02
tun,2014,0.02
tun,2015,0.02
tun,2016,0.02
tun,2017,0.02
tun,2018,0.02
tun,2019,0.02
tun,2020,0.02
tza,1990,7.44
tza,1991,7.78
tza,1992,7.98
tza,1993,7.94
tza,1994,7.76
tza,1995,7.4
tza,1996,6.97
tza,1997,6.58
tza,1998,6.23
tza,1999,5.83
tza,2000,5.56
tza,2001,5.23
tza,2002,4.97
tza,2003,4.69
tza,2004,4.49
tza,2005,4.32
tza,2006,4.14
tza,2007,3.96
tza,2008,3.76
tza,2009,3.72
tza,2010,3.64
tza,2011,3.61
tza,2012,3.59
tza,2013,3.34
tza,2014,3.2
tza,2015,3
tza,2016,2.86
tza,2017,2.69
tza,2018,2.48
tza,2019,2.2
tza,2020,1.86
uga,1990,10.97
uga,1991,9.79
uga,1992,9.17
uga,1993,8.7
uga,1994,8.42
uga,1995,8.09
uga,1996,7.74
uga,1997,7.42
uga,1998,7.2
uga,1999,7
uga,2000,6.78
uga,2001,6.61
uga,2002,6.38
uga,2003,6.22
uga,2004,5.95
uga,2005,5.84
uga,2006,5.66
uga,2007,5.69
uga,2008,5.71
uga,2009,5.5
uga,2010,5.21
uga,2011,4.96
uga,2012,4.71
uga,2013,4.28
uga,2014,3.81
uga,2015,3.39
uga,2016,3.14
uga,2017,2.8
uga,2018,2.37
uga,2019,2.15
uga,2020,1.63
ukr,1990,0.04
ukr,1991,0.09
ukr,1992,0.19
ukr,1993,0.37
ukr,1994,0.65
ukr,1995,1.02
ukr,1996,1.44
ukr,1997,1.6
ukr,1998,1.73
ukr,1999,1.71
ukr,2000,1.61
ukr,2001,1.42
ukr,2002,1.22
ukr,2003,1.03
ukr,2004,0.9
ukr,2005,0.73
ukr,2006,0.63
ukr,2007,0.56
ukr,2008,0.5
ukr,2009,0.46
ukr,2010,0.44
ukr,2011,0.41
ukr,2012,0.4
ukr,2013,0.37
ukr,2014,0.36
ukr,2015,0.33
ukr,2016,0.31
ukr,2017,0.3
ukr,2018,0.25
ukr,2019,0.24
ukr,2020,0.23
ury,1990,0.06
ury,1991,0.09
ury,1992,0.11
ury,1993,0.11
ury,1994,0.12
ury,1995,0.12
ury,1996,0.13
ury,1997,0.13
ury,1998,0.14
ury,1999,0.14
ury,2000,0.15
ury,2001,0.15
ury,2002,0.16
ury,2003,0.16
ury,2004,0.12
ury,2005,0.12
ury,2006,0.13
ury,2007,0.13
ury,2008,0.13
ury,2009,0.14
ury,2010,0.15
ury,2011,0.15
ury,2012,0.15
ury,2013,0.15
ury,2014,0.14
ury,2015,0.15
ury,2016,0.15
ury,2017,0.15
ury,2018,0.16
ury,2019,0.16
ury,2020,0.16
usa,2010,0.23
usa,2011,0.22
usa,2012,0.2
usa,2013,0.19
usa,2014,0.18
usa,2015,0.17
usa,2016,0.16
usa,2017,0.16
usa,2018,0.15
usa,2019,0.15
uzb,1990,0.01
uzb,1991,0.01
uzb,1992,0.01
uzb,1993,0.01
uzb,1994,0.02
uzb,1995,0.02
uzb,1996,0.02
uzb,1997,0.01
uzb,1998,0.01
uzb,1999,0.01
uzb,2000,0.01
uzb,2001,0.01
uzb,2002,0.02
uzb,2003,0.05
uzb,2004,0.07
uzb,2005,0.1
uzb,2006,0.12
uzb,2007,0.14
uzb,2008,0.15
uzb,2009,0.16
uzb,2010,0.16
uzb,2011,0.17
uzb,2012,0.17
uzb,2013,0.17
uzb,2014,0.16
uzb,2015,0.15
uzb,2016,0.14
uzb,2017,0.13
uzb,2018,0.12
uzb,2019,0.1
uzb,2020,0.09
ven,1990,0.08
ven,1991,0.09
ven,1992,0.11
ven,1993,0.15
ven,1994,0.21
ven,1995,0.3
ven,1996,0.42
ven,1997,0.59
ven,1998,0.76
ven,1999,0.89
ven,2000,0.96
ven,2001,0.98
ven,2002,0.94
ven,2003,0.85
ven,2004,0.72
ven,2005,0.63
ven,2006,0.56
ven,2007,0.51
ven,2008,0.48
ven,2009,0.47
ven,2010,0.45
ven,2011,0.43
ven,2012,0.41
ven,2013,0.38
ven,2014,0.35
ven,2015,0.32
ven,2016,0.29
ven,2017,0.26
ven,2018,0.22
ven,2019,0.19
ven,2020,0.15
vnm,1990,0.02
vnm,1991,0.04
vnm,1992,0.08
vnm,1993,0.14
vnm,1994,0.2
vnm,1995,0.25
vnm,1996,0.27
vnm,1997,0.27
vnm,1998,0.28
vnm,1999,0.28
vnm,2000,0.28
vnm,2001,0.28
vnm,2002,0.28
vnm,2003,0.28
vnm,2004,0.27
vnm,2005,0.26
vnm,2006,0.24
vnm,2007,0.22
vnm,2008,0.2
vnm,2009,0.19
vnm,2010,0.18
vnm,2011,0.17
vnm,2012,0.15
vnm,2013,0.14
vnm,2014,0.14
vnm,2015,0.13
vnm,2016,0.11
vnm,2017,0.1
vnm,2018,0.09
vnm,2019,0.08
vnm,2020,0.07
yem,1990,0.01
yem,1991,0.01
yem,1992,0.01
yem,1993,0.01
yem,1994,0.01
yem,1995,0.01
yem,1996,0.01
yem,1997,0.02
yem,1998,0.02
yem,1999,0.02
yem,2000,0.02
yem,2001,0.02
yem,2002,0.02
yem,2003,0.02
yem,2004,0.02
yem,2005,0.02
yem,2006,0.02
yem,2007,0.02
yem,2008,0.02
yem,2009,0.02
yem,2010,0.02
yem,2011,0.02
yem,2012,0.02
yem,2013,0.02
yem,2014,0.02
yem,2015,0.02
yem,2016,0.02
yem,2017,0.03
yem,2018,0.03
yem,2019,0.03
yem,2020,0.03
zaf,1990,2.96
zaf,1991,5.41
zaf,1992,8.92
zaf,1993,13.19
zaf,1994,17.48
zaf,1995,21.29
zaf,1996,24.08
zaf,1997,26.05
zaf,1998,27.45
zaf,1999,28.01
zaf,2000,27.76
zaf,2001,26.9
zaf,2002,25.56
zaf,2003,23.95
zaf,2004,22.66
zaf,2005,21.58
zaf,2006,20.65
zaf,2007,19.91
zaf,2008,19.03
zaf,2009,18.36
zaf,2010,17.56
zaf,2011,16.84
zaf,2012,15.99
zaf,2013,14.76
zaf,2014,13.92
zaf,2015,12.93
zaf,2016,12.19
zaf,2017,11.45
zaf,2018,10.42
zaf,2019,9.66
zaf,2020,8.97
zmb,1990,20.33
zmb,1991,21.23
zmb,1992,21.14
zmb,1993,20.87
zmb,1994,19.63
zmb,1995,18.62
zmb,1996,17.08
zmb,1997,16.04
zmb,1998,15.14
zmb,1999,14.27
zmb,2000,13.43
zmb,2001,12.69
zmb,2002,12.18
zmb,2003,11.68
zmb,2004,11.12
zmb,2005,10.71
zmb,2006,10.18
zmb,2007,9.78
zmb,2008,9.19
zmb,2009,8.86
zmb,2010,8.59
zmb,2011,8.45
zmb,2012,8.3
zmb,2013,8.19
zmb,2014,7.97
zmb,2015,7.7
zmb,2016,7.44
zmb,2017,7.55
zmb,2018,7.6
zmb,2019,6.95
zmb,2020,6.35
zwe,1990,42.71
zwe,1991,44.68
zwe,1992,44.58
zwe,1993,42.32
zwe,1994,38.83
zwe,1995,34.5
zwe,1996,30.44
zwe,1997,26.71
zwe,1998,23.46
zwe,1999,20.57
zwe,2000,18.47
zwe,2001,16.63
zwe,2002,15.27
zwe,2003,14.15
zwe,2004,13.26
zwe,2005,12.41
zwe,2006,11.56
zwe,2007,10.9
zwe,2008,10.31
zwe,2009,9.76
zwe,2010,9.36
zwe,2011,8.42
zwe,2012,7.54
zwe,2013,6.96
zwe,2014,6.28
zwe,2015,5.64
zwe,2016,5.05
zwe,2017,4.4
zwe,2018,3.56
zwe,2019,3.48
zwe,2020,2.7
