geo,time,dt_dod_dstc_ir_zs
arm,2005,44.48973
arm,2006,28.62719
arm,2007,30.17539
arm,2008,37.01889
arm,2009,26.41055
arm,2010,35.14495
arm,2011,46.76347
arm,2012,46.79588
arm,2013,51.06901
arm,2014,60.97721
arm,2015,37.38266
arm,2016,48.61904
arm,2017,38.40204
arm,2018,50.17984
arm,2019,55.9583
arm,2020,61.28282
aze,1993,6.77879
aze,1994,472.66077
aze,1995,11.60787
aze,1996,7.24558
aze,1997,0.85595
aze,1998,0.32996
aze,1999,4.31169
aze,2000,22.98539
aze,2001,14.18799
aze,2002,11.43417
aze,2003,12.82946
aze,2004,12.8362
aze,2005,15.79291
aze,2006,20.7969
aze,2007,26.49121
aze,2008,17.56546
aze,2009,11.09278
aze,2010,15.58731
aze,2011,0.88574
aze,2012,14.46364
aze,2013,10.57538
aze,2014,12.7762
aze,2015,21.14269
aze,2016,21.23535
aze,2017,10.09967
aze,2018,8.5467
aze,2019,8.75842
aze,2020,5.92323
bdi,1977,5.21345
bdi,1978,5.99812
bdi,1979,13.44015
bdi,1980,11.46634
bdi,1981,14.67441
bdi,1982,42.82935
bdi,1983,29.84272
bdi,1984,48.03377
bdi,1985,89.98203
bdi,1986,31.74849
bdi,1987,54.03275
bdi,1988,16.57937
bdi,1989,15.43446
bdi,1990,11.96608
bdi,1991,9.0629
bdi,1992,7.20412
bdi,1993,3.0577
bdi,1994,2.66013
bdi,1995,6.89392
bdi,1996,5.62715
bdi,1997,13.39239
bdi,1998,28.50832
bdi,1999,131.54119
bdi,2000,172.66395
bdi,2001,491.76302
bdi,2002,162.99813
bdi,2003,70.59248
bdi,2004,34.09424
bdi,2005,33.86639
bdi,2006,28.68414
bdi,2007,7.79146
bdi,2008,6.74894
bdi,2009,2.16659
bdi,2010,4.73955
bdi,2011,0.14301
bdi,2012,2.35298
bdi,2013,9.49415
bdi,2014,15.21887
bdi,2015,0.19466
bdi,2016,0.27848
bdi,2017,0.27207
bdi,2018,0.38898
bdi,2019,0.23918
bdi,2020,0.2934
bgd,1972,0
bgd,1973,0.37053
bgd,1974,0.03329
bgd,1975,1.36569
bgd,1976,1.112
bgd,1977,11.19907
bgd,1978,22.53645
bgd,1979,26.87078
bgd,1980,64.02559
bgd,1981,142.81069
bgd,1982,100.24681
bgd,1983,31.15054
bgd,1984,32.6011
bgd,1985,37.91522
bgd,1986,28.75887
bgd,1987,8.44887
bgd,1988,4.62552
bgd,1989,12.69169
bgd,1990,23.64199
bgd,1991,16.71115
bgd,1992,12.55438
bgd,1993,6.24703
bgd,1994,6.12752
bgd,1995,8.38314
bgd,1996,8.72251
bgd,1997,10.86432
bgd,1998,7.73438
bgd,1999,15.55884
bgd,2000,22.03473
bgd,2001,27.62979
bgd,2002,33.22777
bgd,2003,23.50813
bgd,2004,22.09972
bgd,2005,24.36909
bgd,2006,30.38304
bgd,2007,25.95311
bgd,2008,32.7185
bgd,2009,18.69471
bgd,2010,26.37487
bgd,2011,22.92527
bgd,2012,15.34524
bgd,2013,20.63713
bgd,2014,18.59794
bgd,2015,24.11815
bgd,2016,24.26793
bgd,2017,32.20001
bgd,2018,28.19188
bgd,2019,29.78056
bgd,2020,25.44826
bgr,1991,233.78733
bgr,1992,128.44365
bgr,1993,176.0274
bgr,1994,31.20497
bgr,1995,31.32813
bgr,1996,132.69156
bgr,1997,80.35251
bgr,1998,57.65924
bgr,1999,39.46186
bgr,2000,41.36555
bgr,2001,33.70654
bgr,2002,38.0303
bgr,2003,39.00687
bgr,2004,34.9945
bgr,2005,51.0799
bgr,2006,68.39162
bgr,2007,80.0047
bgr,2008,102.25216
bgr,2009,96.08527
bgr,2010,87.92358
bgr,2011,74.62725
bgr,2012,67.1959
bgr,2013,67.00958
bgr,2014,55.38435
bgr,2015,39.60079
bgr,2016,34.19646
bgr,2017,33.60606
bgr,2018,33.24876
bgr,2019,35.46309
bgr,2020,31.36726
bih,1999,8.75928
bih,2000,7.69241
bih,2001,3.24377
bih,2002,25.64536
bih,2003,5.7347
bih,2004,10.38205
bih,2005,32.22622
bih,2006,31.62617
bih,2007,27.51012
bih,2008,25.93851
bih,2009,31.84622
bih,2010,26.04756
bih,2011,31.26515
bih,2012,25.78604
bih,2013,20.46507
bih,2014,16.0677
bih,2015,13.4953
bih,2016,12.59995
bih,2017,4.411
bih,2018,11.25163
bih,2019,4.98356
bih,2020,5.44149
blr,1994,69.27434
blr,1995,29.15645
blr,1996,203.89467
blr,1997,290.65488
blr,1998,191.75039
blr,1999,445.20926
blr,2000,353.39357
blr,2001,334.97931
blr,2002,236.99472
blr,2003,310.25932
blr,2004,350.79916
blr,2005,261.06777
blr,2006,316.07189
blr,2007,176.16437
blr,2008,246.73792
blr,2009,160.91791
blr,2010,236.07361
blr,2011,170.99086
blr,2012,143.73464
blr,2013,211.32586
blr,2014,253.12008
blr,2015,274.98271
blr,2016,216.43852
blr,2017,132.93618
blr,2018,133.08977
blr,2019,108.56617
blr,2020,136.38522
blz,1977,87.27635
blz,1978,78.69509
blz,1979,363.18456
blz,1980,126.22776
blz,1981,40.32737
blz,1982,75.26123
blz,1983,234.18385
blz,1984,295.68811
blz,1985,89.5336
blz,1986,44.26107
blz,1987,40.54879
blz,1988,10.61041
blz,1989,8.48917
blz,1990,8.73441
blz,1991,20.2986
blz,1992,20.76699
blz,1993,48.86998
blz,1994,46.97727
blz,1995,94.97639
blz,1996,53.23527
blz,1997,306.34092
blz,1998,114.59686
blz,1999,71.52323
blz,2000,40.68382
blz,2001,45.37961
blz,2002,40.08498
blz,2003,95.62979
blz,2004,2.71039
blz,2005,9.60704
blz,2006,6.79292
blz,2007,6.70382
blz,2008,4.50418
blz,2009,4.45085
blz,2010,3.17074
blz,2011,3.29749
blz,2012,2.12443
blz,2013,1.4207
blz,2014,1.11611
blz,2015,1.62232
blz,2016,1.0877
blz,2017,1.53891
blz,2018,1.23397
blz,2019,1.51633
blz,2020,2.29533
bol,1970,196.2744
bol,1971,178.1425
bol,1972,167.70983
bol,1973,122.6799
bol,1974,54.40867
bol,1975,79.33348
bol,1976,96.33871
bol,1977,91.91057
bol,1978,115.49818
bol,1979,101.12394
bol,1980,54.66694
bol,1981,70.54419
bol,1982,42.01879
bol,1983,61.19097
bol,1984,95.47652
bol,1985,133.21111
bol,1986,147.52838
bol,1987,156.36994
bol,1988,74.61437
bol,1989,45.25076
bol,1990,30.20028
bol,1991,34.31829
bol,1992,36.69069
bol,1993,36.1977
bol,1994,37.8255
bol,1995,30.49914
bol,1996,28.74347
bol,1997,31.60139
bol,1998,33.88847
bol,1999,33.0445
bol,2000,33.98645
bol,2001,33.15813
bol,2002,41.44594
bol,2003,30.2678
bol,2004,21.42481
bol,2005,10.12543
bol,2006,19.2487
bol,2007,4.19675
bol,2008,3.4979
bol,2009,3.55003
bol,2010,3.45649
bol,2011,2.69903
bol,2012,2.36824
bol,2013,1.73539
bol,2014,1.90954
bol,2015,3.26446
bol,2016,4.72466
bol,2017,2.63518
bol,2018,7.87268
bol,2019,9.87274
bol,2020,11.0046
bra,1970,60.00656
bra,1971,52.62789
bra,1972,33.5414
bra,1973,27.67079
bra,1974,49.45897
bra,1975,79.34995
bra,1976,60.66644
bra,1977,80.63747
bra,1978,58.0609
bra,1979,87.84507
bra,1980,196.93189
bra,1981,205.25649
bra,1982,437.37454
bra,1983,312.66529
bra,1984,92.116
bra,1985,80.72375
bra,1986,115.2152
bra,1987,164.39818
bra,1988,115.11556
bra,1989,186.12515
bra,1990,237.20869
bra,1991,280.16399
bra,1992,101.42508
bra,1993,97.13158
bra,1994,82.90334
bra,1995,60.23762
bra,1996,59.71764
bra,1997,66.7497
bra,1998,67.16663
bra,1999,80.43083
bra,2000,93.81461
bra,2001,78.8293
bra,2002,61.83897
bra,2003,49.88965
bra,2004,47.73229
bra,2005,44.59725
bra,2006,23.67467
bra,2007,21.76305
bra,2008,18.90983
bra,2009,16.67903
bra,2010,22.69511
bra,2011,11.97134
bra,2012,8.73163
bra,2013,9.33807
bra,2014,16.00157
bra,2015,14.68347
bra,2016,15.6724
bra,2017,14.01461
bra,2018,17.83885
bra,2019,22.18616
bra,2020,19.39829
btn,1985,0
btn,1986,0
btn,1987,0
btn,1988,0
btn,1989,2.2282
btn,1990,3.67337
btn,1991,1.47334
btn,1992,1.04716
btn,1993,1.74568
btn,1994,0.57912
btn,1995,0.44105
btn,1996,0.05472
btn,1997,1.05979
btn,1998,0
btn,1999,0.68768
btn,2000,0.48169
btn,2001,0.00928
btn,2002,0.28821
btn,2003,1.2005
btn,2004,0
btn,2005,2.669
btn,2006,2.93403
btn,2007,2.57493
btn,2008,1.04602
btn,2009,0.56123
btn,2010,0.59872
btn,2011,1.01312
btn,2012,7.85605
btn,2013,0
btn,2014,0.27412
btn,2015,0
btn,2016,0.00772
btn,2017,0.2492
btn,2018,0.43687
btn,2019,2.24295
btn,2020,0.09627
bwa,1976,0
bwa,1977,3.10259
bwa,1978,2.04172
bwa,1979,6.55738
bwa,1980,1.19748
bwa,1981,3.37984
bwa,1982,1.08675
bwa,1983,1.06317
bwa,1984,1.10174
bwa,1985,0.26373
bwa,1986,0.26795
bwa,1987,0.21142
bwa,1988,0.16939
bwa,1989,0.12751
bwa,1990,0.17339
bwa,1991,0.17841
bwa,1992,0.16619
bwa,1993,0.18936
bwa,1994,0.25512
bwa,1995,0.21709
bwa,1996,0.11958
bwa,1997,0.70485
bwa,1998,0.12507
bwa,1999,0.31643
bwa,2000,0.14245
bwa,2001,0.27131
bwa,2002,0.23749
bwa,2003,0.43073
bwa,2004,0.37093
bwa,2005,0.66571
bwa,2006,0
bwa,2007,0.22473
bwa,2008,0.49351
bwa,2009,1.81527
bwa,2010,4.56551
bwa,2011,5.03595
bwa,2012,5.45361
bwa,2013,5.14171
bwa,2014,5.03979
bwa,2015,5.09667
bwa,2016,5.27034
bwa,2017,1.43915
bwa,2018,3.76845
bwa,2019,2.25608
bwa,2020,4.4074
caf,1970,6.17106
caf,1971,126.71205
caf,1972,31.17241
caf,1973,50.08761
caf,1974,82.36841
caf,1975,56.99671
caf,1976,22.30438
caf,1977,61.20916
caf,1978,62.22019
caf,1979,48.18605
caf,1980,39.84247
caf,1981,26.35654
caf,1982,37.6952
caf,1983,29.21232
caf,1984,23.71464
caf,1985,33.94282
caf,1986,40.57148
caf,1987,28.77312
caf,1988,33.98166
caf,1989,31.2981
caf,1990,30.7081
caf,1991,41.11491
caf,1992,51.90874
caf,1993,62.86913
caf,1994,20.65742
caf,1995,24.01219
caf,1996,23.16196
caf,1997,34.56634
caf,1998,40.38236
caf,1999,43.17987
caf,2000,27.91907
caf,2001,27.84248
caf,2002,41.92327
caf,2003,73.80488
caf,2004,73.06418
caf,2005,75.17942
caf,2006,86.29905
caf,2007,107.26887
caf,2008,67.88358
caf,2009,40.60027
caf,2010,47.42668
caf,2011,71.94011
caf,2012,54.11871
caf,2013,45.70551
caf,2014,34.16727
caf,2015,42.24335
caf,2016,36.97491
caf,2017,24.47394
caf,2018,24.432
caf,2019,37.75678
chn,1982,13.40991
chn,1983,20.08905
chn,1984,26.314
chn,1985,38.02489
chn,1986,37.00945
chn,1987,36.61423
chn,1988,37.07553
chn,1989,29.96196
chn,1990,27.02486
chn,1991,22.38139
chn,1992,55.38648
chn,1993,55.93075
chn,1994,30.25717
chn,1995,27.80656
chn,1996,22.73994
chn,1997,21.48476
chn,1998,11.34498
chn,1999,9.40439
chn,2000,7.61514
chn,2001,25.58431
chn,2002,22.05955
chn,2003,21.16606
chn,2004,18.5842
chn,2005,17.83321
chn,2006,16.0422
chn,2007,13.1727
chn,2008,9.52108
chn,2009,9.80509
chn,2010,17.58317
chn,2011,23.7001
chn,2012,23.38317
chn,2013,27.7559
chn,2014,31.7805
chn,2015,24.14634
chn,2016,25.87103
chn,2017,31.85212
chn,2018,38.47279
chn,2019,37.39843
chn,2020,36.82286
cmr,1970,0
cmr,1971,0
cmr,1972,0.02791
cmr,1973,0.09981
cmr,1974,1.51783
cmr,1975,2.26482
cmr,1976,0
cmr,1977,248.35192
cmr,1978,294.82897
cmr,1979,172.23348
cmr,1980,134.83198
cmr,1981,260.64836
cmr,1982,500.17004
cmr,1983,196.61729
cmr,1984,622.07417
cmr,1985,384.00537
cmr,1986,1129.02971
cmr,1987,979.11602
cmr,1988,434.60102
cmr,1989,652.23681
cmr,1990,2524.55127
cmr,1991,1800.24403
cmr,1992,2619.52418
cmr,1993,6334.35735
cmr,1994,5126.40825
cmr,1995,6444.43281
cmr,1996,8763.13003
cmr,1997,13391.98733
cmr,1998,13164.83497
cmr,1999,9127.00933
cmr,2000,555.81673
cmr,2001,271.7642
cmr,2002,114.95721
cmr,2003,55.29188
cmr,2004,65.04154
cmr,2005,34.60163
cmr,2006,28.41322
cmr,2007,8.1007
cmr,2008,1.29603
cmr,2009,0.06909
cmr,2010,0.23825
cmr,2011,2.12595
cmr,2012,4.64961
cmr,2013,12.74545
cmr,2014,5.58455
cmr,2015,8.45109
cmr,2016,11.79281
cmr,2017,16.50442
cmr,2018,12.52549
cod,1970,17.96544
cod,1971,26.03261
cod,1972,30.33803
cod,1973,30.29326
cod,1974,73.00632
cod,1975,268.40045
cod,1976,384.83393
cod,1977,220.07107
cod,1978,247.1751
cod,1979,163.99315
cod,1980,85.76689
cod,1981,133.46325
cod,1982,204.66902
cod,1983,104.07888
cod,1984,117.67991
cod,1985,120.95964
cod,1986,92.53212
cod,1987,139.96382
cod,1988,224.55625
cod,1989,229.10342
cod,1990,285.25258
cod,1991,560.49598
cod,1992,937.20348
cod,1993,3717.17185
cod,1994,1938.69692
cod,1995,1979.40149
cod,1996,3780.62593
cod,1997,3356.63719
cod,1998,4317.7021
cod,1999,4086.07535
cod,2000,4156.04197
cod,2001,4300.62474
cod,2002,711.77527
cod,2003,477.31854
cod,2004,196.24331
cod,2005,285.08935
cod,2006,328.14305
cod,2007,341.44049
cod,2008,840.91618
cod,2009,59.77774
cod,2010,33.47104
cod,2011,17.66639
cod,2012,15.83373
cod,2013,26.32246
cod,2014,11.74269
cod,2015,13.5698
cod,2016,30.34566
cod,2017,18.12108
cod,2018,14.07403
cod,2019,17.49335
cod,2020,17.53697
cog,1970,3.61193
cog,1971,6.07126
cog,1972,14.38138
cog,1973,38.58481
cog,1974,15.84468
cog,1975,32.52971
cog,1976,57.32535
cog,1977,888.23836
cog,1978,1072.95747
cog,1979,399.23892
cog,1980,266.55822
cog,1981,91.0707
cog,1982,441.18439
cog,1983,1470.01486
cog,1984,2576.51578
cog,1985,8941.97056
cog,1986,6284.28193
cog,1987,10222.51317
cog,1988,6320.36909
cog,1989,7176.72777
cog,1990,7180.0357
cog,1991,8919.21153
cog,1992,11361.57038
cog,1993,16674.09653
cog,1994,1101.62702
cog,1995,1588.41132
cog,1996,542.19787
cog,1997,1159.18263
cog,1998,20444.76944
cog,1999,2499.0179
cog,2000,388.30664
cog,2001,1558.13045
cog,2002,2745.87014
cog,2003,2657.81998
cog,2004,763.28841
cog,2005,106.79603
cog,2006,44.05055
cog,2007,14.90925
cog,2008,6.88086
cog,2009,6.7191
cog,2010,4.43013
cog,2011,2.63735
cog,2012,3.48428
cog,2013,4.37399
cog,2014,4.26205
cog,2015,20.16559
cog,2016,26.21812
cog,2017,72.26387
cog,2018,64.62878
cog,2019,23.46978
col,1970,290.50995
col,1971,329.44676
col,1972,225.89272
col,1973,151.51231
col,1974,176.28729
col,1975,159.9779
col,1976,82.24714
col,1977,96.61639
col,1978,68.58561
col,1979,39.99946
col,1980,36.09956
col,1981,45.63627
col,1982,55.73206
col,1983,92.82459
col,1984,160.62599
col,1985,141.26567
col,1986,45.87611
col,1987,48.47136
col,1988,43.52665
col,1989,41.86348
col,1990,29.54427
col,1991,25.60783
col,1992,32.25965
col,1993,45.38171
col,1994,55.43262
col,1995,65.60497
col,1996,59.20442
col,1997,58.13339
col,1998,71.19543
col,1999,48.93337
col,2000,31.8787
col,2001,32.08682
col,2002,33.74071
col,2003,32.56344
col,2004,37.81949
col,2005,37.69335
col,2006,30.85101
col,2007,24.63154
col,2008,23.79709
col,2009,16.05888
col,2010,28.18144
col,2011,33.22123
col,2012,27.93137
col,2013,25.23419
col,2014,26.10864
col,2015,25.82025
col,2016,24.42984
col,2017,27.64356
col,2018,31.15107
col,2019,29.69539
col,2020,24.05355
com,1980,15.72351
com,1981,24.47674
com,1982,10.23829
com,1983,19.72072
com,1984,88.12742
com,1985,38.25868
com,1986,43.36292
com,1987,48.99229
com,1988,46.2693
com,1989,41.22422
com,1990,41.43285
com,1991,42.63087
com,1992,43.21541
com,1993,35.8707
com,1994,22.16114
com,1995,22.25914
com,1996,18.38706
com,1997,33.98861
com,1998,32.53243
com,1999,53.17354
com,2000,64.8694
com,2001,38.25009
com,2002,36.67812
com,2003,29.0543
com,2004,32.68383
com,2005,39.18818
com,2006,38.69538
com,2007,9.88017
com,2008,4.9692
com,2009,3.14417
com,2010,3.02798
com,2011,2.99486
com,2012,2.11541
com,2013,0.92233
com,2014,0.93456
com,2015,0.73447
com,2016,0.95111
com,2017,0.53013
com,2018,0.62019
com,2019,0.93858
com,2020,0.40125
cpv,1981,0.01586
cpv,1982,0.02808
cpv,1983,0.0042
cpv,1984,0
cpv,1985,1.84786
cpv,1986,12.19165
cpv,1987,12.89207
cpv,1988,5.55254
cpv,1989,3.25814
cpv,1990,6.04252
cpv,1991,7.23384
cpv,1992,7.92756
cpv,1993,12.05927
cpv,1994,23.23563
cpv,1995,79.19911
cpv,1996,21.50428
cpv,1997,35.99809
cpv,1998,66.23909
cpv,1999,44.24116
cpv,2000,13.86113
cpv,2001,7.92694
cpv,2002,4.04843
cpv,2003,1.926
cpv,2004,0.75103
cpv,2005,0.53891
cpv,2006,0.28327
cpv,2007,0.35312
cpv,2008,0.3988
cpv,2009,0.3667
cpv,2010,0
cpv,2011,0
cpv,2012,0
cpv,2013,0
cpv,2014,0
cpv,2015,0
cpv,2016,0
cpv,2017,0
cpv,2018,0
cpv,2019,0.0075
cpv,2020,0
cri,1970,250.21103
cri,1971,157.79606
cri,1972,128.14123
cri,1973,121.58171
cri,1974,159.65524
cri,1975,201.13671
cri,1976,137.28048
cri,1977,110.09697
cri,1978,134.11048
cri,1979,216.37141
cri,1980,292.39644
cri,1981,435.17178
cri,1982,311.63943
cri,1983,145.98427
cri,1984,82.20596
cri,1985,72.37396
cri,1986,86.30076
cri,1987,112.5573
cri,1988,88.9532
cri,1989,95.47884
cri,1990,73.3582
cri,1991,37.92277
cri,1992,34.40691
cri,1993,37.07255
cri,1994,44.99706
cri,1995,41.80531
cri,1996,38.50693
cri,1997,43.28663
cri,1998,65.45261
cri,1999,53.67982
cri,2000,72.98899
cri,2001,87.74951
cri,2002,100.1321
cri,2003,88.71301
cri,2004,86.98513
cri,2005,90.62616
cri,2006,75.56699
cri,2007,78.57664
cri,2008,104.94964
cri,2009,55.1727
cri,2010,52.53593
cri,2011,59.08853
cri,2012,42.34561
cri,2013,32.88736
cri,2014,32.54204
cri,2015,33.24044
cri,2016,33.73239
cri,2017,35.50317
cri,2018,44.92184
cri,2019,30.82806
cri,2020,54.50573
dji,1984,0.72718
dji,1985,0
dji,1986,0.10533
dji,1987,0
dji,1988,0
dji,1989,0.0009
dji,1990,0.07839
dji,1991,0.15996
dji,1992,0.77992
dji,1993,2.06463
dji,1994,3.73628
dji,1995,4.90389
dji,1996,5.50143
dji,1997,6.38821
dji,1998,9.4834
dji,1999,9.27664
dji,2000,65.58318
dji,2001,65.4461
dji,2002,47.73339
dji,2003,11.23511
dji,2004,50.16332
dji,2005,97.74063
dji,2006,87.40209
dji,2007,106.62605
dji,2008,83.60391
dji,2009,49.72654
dji,2010,48.79738
dji,2011,36.31119
dji,2012,45.16639
dji,2013,23.04211
dji,2014,19.59872
dji,2015,1.11748
dji,2016,13.17285
dji,2017,50.01458
dji,2018,52.7607
dji,2019,74.80258
dji,2020,36.84238
dma,1981,3.43279
dma,1982,4.62415
dma,1983,0
dma,1984,0
dma,1985,0
dma,1986,0
dma,1987,0.04675
dma,1988,18.71499
dma,1989,16.00524
dma,1990,13.96669
dma,1991,17.15948
dma,1992,15.24283
dma,1993,4.61459
dma,1994,45.48613
dma,1995,30.58423
dma,1996,68.15788
dma,1997,50.22974
dma,1998,64.5971
dma,1999,59.64746
dma,2000,64.69584
dma,2001,70.49802
dma,2002,57.90136
dma,2003,154.64545
dma,2004,165.75027
dma,2005,82.49334
dma,2006,34.89904
dma,2007,32.22253
dma,2008,41.06543
dma,2009,29.20862
dma,2010,7.27992
dma,2011,6.84164
dma,2012,5.86915
dma,2013,6.40647
dma,2014,5.42583
dma,2015,4.39529
dma,2016,3.98573
dma,2017,5.10004
dma,2018,6.86742
dma,2019,7.42207
dma,2020,10.62209
dom,1970,0.63092
dom,1971,1.46767
dom,1972,1.78177
dom,1973,0.59262
dom,1974,0.28009
dom,1975,0.49392
dom,1976,1.5192
dom,1977,84.79403
dom,1978,145.37234
dom,1979,107.70815
dom,1980,172.16626
dom,1981,226.49115
dom,1982,311.26062
dom,1983,148.41788
dom,1984,143.23548
dom,1985,105.14666
dom,1986,80.1032
dom,1987,150.09932
dom,1988,142.82588
dom,1989,287.2265
dom,1990,1141.40995
dom,1991,125.38077
dom,1992,135.83755
dom,1993,126.33622
dom,1994,166.25655
dom,1995,165.27113
dom,1996,197.95854
dom,1997,189.31545
dom,1998,170.58416
dom,1999,149.74207
dom,2000,180.93995
dom,2001,113.72387
dom,2002,413.54677
dom,2003,368.98308
dom,2004,110.77426
dom,2005,45.96864
dom,2006,61.32477
dom,2007,81.45132
dom,2008,71.99007
dom,2009,49.01626
dom,2010,45.27807
dom,2011,43.74847
dom,2012,49.26832
dom,2013,37.29375
dom,2014,51.13829
dom,2015,60.37529
dom,2016,49.76428
dom,2017,29.12113
dom,2018,28.34301
dom,2019,28.35049
dom,2020,20.0247
dza,1977,65.07916
dza,1978,61.46198
dza,1979,35.03553
dza,1980,32.91431
dza,1981,39.00525
dza,1982,55.32113
dza,1983,48.80017
dza,1984,55.2218
dza,1985,40.09014
dza,1986,82.03192
dza,1987,30.28713
dza,1988,50.79105
dza,1989,59.62013
dza,1990,29.26165
dza,1991,35.81006
dza,1992,23.93216
dza,1993,19.1995
dza,1994,13.2246
dza,1995,6.26174
dza,1996,5.20672
dza,1997,1.67748
dza,1998,2.20071
dza,1999,3.17887
dza,2000,1.6387
dza,2001,1.0123
dza,2002,0.4276
dza,2003,0.41046
dza,2004,0.94288
dza,2005,0.87213
dza,2006,0.66389
dza,2007,0.65206
dza,2008,0.88032
dza,2009,0.96218
dza,2010,1.04318
dza,2011,0.59656
dza,2012,0.60074
dza,2013,0.65926
dza,2014,1.05979
dza,2015,1.21058
dza,2016,1.64413
dza,2017,1.99929
dza,2018,2.65405
dza,2019,3.1539
dza,2020,3.00086
ecu,1970,140.1972
ecu,1971,197.05149
ecu,1972,90.42239
ecu,1973,54.78757
ecu,1974,43.51946
ecu,1975,64.39182
ecu,1976,45.3351
ecu,1977,124.2263
ecu,1978,164.60956
ecu,1979,123.00626
ecu,1980,125.28471
ecu,1981,253.56381
ecu,1982,444.01663
ecu,1983,145.29383
ecu,1984,173.91564
ecu,1985,115.89415
ecu,1986,62.43039
ecu,1987,129.34176
ecu,1988,210.25901
ecu,1989,199.17413
ecu,1990,179.7675
ecu,1991,202.80283
ecu,1992,221.34721
ecu,1993,250.61759
ecu,1994,204.71653
ecu,1995,73.39088
ecu,1996,78.86725
ecu,1997,93.48665
ecu,1998,130.62485
ecu,1999,59.88782
ecu,2000,67.60826
ecu,2001,128.88983
ecu,2002,230.42992
ecu,2003,147.13454
ecu,2004,119.73565
ecu,2005,70.78068
ecu,2006,87.44548
ecu,2007,53.80949
ecu,2008,36.9744
ecu,2009,35.48198
ecu,2010,40.56905
ecu,2011,28.56803
ecu,2012,31.49641
ecu,2013,19.69484
ecu,2014,25.65064
ecu,2015,42.68929
ecu,2016,20.66235
ecu,2017,50.42789
ecu,2018,49.90165
ecu,2019,30.93995
ecu,2020,14.33946
egy,1970,243.09561
egy,1971,293.2321
egy,1972,227.46249
egy,1973,98.73243
egy,1974,84.33143
egy,1975,210.11882
egy,1976,268.17286
egy,1977,522.69047
egy,1978,322.34642
egy,1979,211.23804
egy,1980,162.40361
egy,1981,216.29764
egy,1982,280.14859
egy,1983,306.29201
egy,1984,389.1678
egy,1985,390.37278
egy,1986,400.27878
egy,1987,248.9259
egy,1988,303.91991
egy,1989,316.01278
egy,1990,122.9369
egy,1991,50.13139
egy,1992,21.6664
egy,1993,14.4693
egy,1994,13.40906
egy,1995,13.85469
egy,1996,12.83291
egy,1997,15.44895
egy,1998,22.63994
egy,1999,28.2686
egy,2000,29.77123
egy,2001,16.23064
egy,2002,15.27464
egy,2003,12.76966
egy,2004,11.20621
egy,2005,7.57464
egy,2006,6.61208
