global,time,sh_sta_bass_ru_zs
world,2000,33.96373
world,2001,34.97868
world,2002,36.61051
world,2003,38.16133
world,2004,39.72117
world,2005,41.30223
world,2006,42.89606
world,2007,44.51094
world,2008,46.14295
world,2009,47.78037
world,2010,49.42153
world,2011,50.96319
world,2012,52.62973
world,2013,54.3016
world,2014,55.97424
world,2015,57.64521
world,2016,59.31576
world,2017,60.99121
world,2018,62.63762
world,2019,64.18734
world,2020,65.76421
