geo,time,se_sec_enrr
col,1974,35.45674
col,1975,36.51604
col,1976,37.61072
col,1977,40.15009
col,1978,40.15605
col,1979,41.30356
col,1980,42.19347
col,1981,43.0984
col,1982,44.30271
col,1983,44.35264
col,1984,46.24051
col,1985,47.41115
col,1986,52.172
col,1987,52.96125
col,1988,53.37992
col,1989,53.5248
col,1991,53.65937
col,1992,59.65872
col,1993,61.92027
col,1994,63.39956
col,1995,64.54894
col,1996,68.84364
col,1998,73.8698
col,1999,74.12106
col,2000,73.0866
col,2002,74.63544
col,2004,79.10735
col,2005,82.8622
col,2006,86.28616
col,2007,89.21082
col,2008,90.78519
col,2009,95.26943
col,2010,97.54612
col,2011,99.15143
col,2012,95.40426
col,2013,96.1404
col,2014,94.98767
col,2015,94.71927
col,2016,95.01463
col,2017,95.73023
col,2018,97.50623
col,2019,100.80631
com,1971,3.59859
com,1973,6.99915
com,1974,8.29937
com,1981,28.34196
com,1986,38.26138
com,1987,37.52992
com,1992,25.05009
com,1994,25.92152
com,1999,33.58752
com,2002,36.27776
com,2003,40.06658
com,2004,44.00775
com,2013,59.98247
com,2014,61.09057
com,2017,55.51029
com,2018,59.46886
cpv,1972,12.44796
cpv,1980,7.50252
cpv,1981,7.85305
cpv,1982,8.83479
cpv,1984,11.07748
cpv,1987,14.99577
cpv,1988,17.20548
cpv,1989,18.55612
cpv,1990,21.04841
cpv,1994,29.70416
cpv,2000,68.67609
cpv,2001,66.16003
cpv,2002,68.89408
cpv,2003,69.25476
cpv,2004,68.24381
cpv,2005,71.01006
cpv,2006,81.88128
cpv,2007,81.73713
cpv,2008,84.2763
cpv,2009,83.99077
cpv,2010,86.94371
cpv,2011,89.976
cpv,2012,93.03401
cpv,2013,96.65943
cpv,2014,95.14744
cpv,2015,94.72112
cpv,2016,93.68711
cpv,2017,92.64199
cpv,2018,88.15511
cpv,2019,88.99069
cri,1970,27.71346
cri,1971,29.08235
cri,1972,31.86551
cri,1973,37.05359
cri,1974,40.15888
cri,1975,40.63137
cri,1976,41.13474
cri,1977,42.22081
cri,1979,46.29741
cri,1980,46.97643
cri,1981,46.73195
cri,1982,45.89101
cri,1983,43.65717
cri,1984,42.22755
cri,1985,40.96162
cri,1986,41.85344
cri,1987,42.36399
cri,1988,42.12638
cri,1989,42.54204
cri,1990,43.48998
cri,1991,44.58823
cri,1992,46.68978
cri,1993,47.64312
cri,1994,48.81385
cri,1995,50.0523
cri,1996,49.48251
cri,1997,50.49148
cri,1998,57.91545
cri,1999,63.20633
cri,2000,62.0568
cri,2001,66.85674
cri,2002,68.09944
cri,2004,79.50946
cri,2005,81.59254
cri,2006,88.41922
cri,2007,89.83688
cri,2008,91.26713
cri,2009,98.09202
cri,2010,101.07974
cri,2011,103.8047
cri,2012,107.4917
cri,2013,114.39269
cri,2014,120.12722
cri,2015,122.78658
cri,2016,125.81616
cri,2017,128.92963
cri,2018,132.81693
cri,2019,141.36398
cri,2020,142.01749
cub,1971,24.51135
cub,1972,22.68142
cub,1973,25.1945
cub,1974,29.78947
cub,1975,36.2957
cub,1976,47.33683
cub,1977,56.59371
cub,1978,60.33647
cub,1979,66.26238
cub,1980,78.18104
cub,1981,79.50078
cub,1982,80.89878
cub,1983,79.01366
cub,1984,81.64558
cub,1985,82.46424
cub,1986,83.44017
cub,1987,84.29711
cub,1988,85.53258
cub,1989,87.54411
cub,1990,88.02869
cub,1991,88.44411
cub,1992,87.18981
cub,1993,84.02838
cub,1994,78.47589
cub,1995,75.55302
cub,1996,80.08996
cub,1997,80.32651
cub,1999,79.95445
cub,2000,82.75083
cub,2001,84.52782
cub,2002,88.32049
cub,2003,91.39071
cub,2004,90.94703
cub,2005,93.05298
cub,2006,95.41871
cub,2007,95.56482
cub,2008,94.94477
cub,2009,92.77958
cub,2010,92.24871
cub,2011,91.52573
cub,2012,90.18882
cub,2013,90.97797
cub,2014,97.00201
cub,2015,97.89115
cub,2016,100.11455
cub,2017,101.30917
cub,2018,101.13724
cub,2019,100.33962
cub,2020,99.94853
cym,1972,80.98214
cym,1973,100.42301
cym,1974,105.67823
cym,1975,113.32848
cym,1976,100.13396
cym,1977,96.29172
cym,1980,74.00205
cym,1981,101.76557
cym,1999,93.97117
cym,2000,95.16457
cym,2001,89.13043
cym,2002,81.25651
cym,2004,81.57656
cym,2005,80.80114
cym,2006,79.38116
cym,2007,78.18182
cym,2008,80.25094
cym,2011,81.15
cym,2012,82.15974
cym,2013,83.62963
cym,2018,77.03901
cym,2020,74.21875
cyp,1971,55.80325
cyp,1972,58.5389
cyp,1973,62.72379
cyp,1974,65.88753
cyp,1975,63.41721
cyp,1976,68.12888
cyp,1977,68.73693
cyp,1978,67.05886
cyp,1979,67.24902
cyp,1980,68.36516
cyp,1981,67.93355
cyp,1982,69.53497
cyp,1983,69.73773
cyp,1984,72.03906
cyp,1985,72.37637
cyp,1986,68.92798
cyp,1987,65.61912
cyp,1988,62.46354
cyp,1989,63.26628
cyp,1990,64.16503
cyp,1991,65.56736
cyp,1992,67.50077
cyp,1993,93.23836
cyp,1994,93.74486
cyp,1995,94.84617
cyp,1996,94.21145
cyp,1997,93.35914
cyp,1999,93.22234
cyp,2000,93.37214
cyp,2001,93.44506
cyp,2002,96.91521
cyp,2003,98.42426
cyp,2004,97.71512
cyp,2005,96.54328
cyp,2006,96.59815
cyp,2007,97.77915
cyp,2008,98.32904
cyp,2009,98.38756
cyp,2010,91.4408
cyp,2011,92.82562
cyp,2012,95.29985
cyp,2013,98.31169
cyp,2014,99.41673
cyp,2015,99.77831
cyp,2016,99.11931
cyp,2017,100.33255
cyp,2018,100.25352
cyp,2019,100.85043
cze,1971,84.23638
cze,1972,84.5631
cze,1973,84.56289
cze,1974,84.75847
cze,1975,86.44399
cze,1976,89.26086
cze,1977,92.02535
cze,1978,93.59577
cze,1979,94.76738
cze,1980,94.64949
cze,1982,103.89637
cze,1983,100.30265
cze,1984,95.47585
cze,1985,93.8351
cze,1986,92.0568
cze,1987,93.58699
cze,1988,91.34813
cze,1989,92.54631
cze,1990,91.24365
cze,1991,89.58054
cze,1992,86.02833
cze,1993,87.95214
cze,1994,90.04773
cze,1995,93.96192
cze,1996,97.95691
cze,1997,87.74717
cze,1998,82.15886
cze,1999,82.96239
cze,2000,88.31745
cze,2001,94.80554
cze,2002,95.50163
cze,2003,96.48942
cze,2004,95.4421
cze,2005,95.67085
cze,2006,96.03756
cze,2007,94.95881
cze,2008,94.14958
cze,2009,93.85027
cze,2010,94.65642
cze,2011,95.79879
cze,2012,96.79181
cze,2013,103.99895
cze,2014,104.69722
cze,2015,105.0893
cze,2016,104.63481
cze,2017,103.49158
cze,2018,102.29793
cze,2019,101.30155
deu,1991,99.30014
deu,1992,100.85226
deu,1993,105.60277
deu,1994,105.699
deu,1995,104.96017
deu,1996,104.50681
deu,1997,104.2955
deu,1998,99.13724
deu,1999,99.27565
deu,2000,99.93066
deu,2001,100.50151
deu,2002,101.47367
deu,2003,101.82067
deu,2004,102.1402
deu,2005,102.27959
deu,2006,103.05829
deu,2007,102.24229
deu,2008,103.30832
deu,2009,103.15825
deu,2010,103.97484
deu,2011,103.76242
deu,2012,102.16761
deu,2013,100.81089
deu,2014,99.71072
deu,2015,98.82264
deu,2016,98.812
deu,2017,98.40928
deu,2018,97.5935
deu,2019,97.5406
dji,1971,6.19742
dji,1972,7.72556
dji,1973,6.56188
dji,1974,6.97953
dji,1975,7.19261
dji,1976,6.01999
dji,1979,7.4557
dji,1980,7.94344
dji,1981,8.42055
dji,1982,8.82995
dji,1983,9.29868
dji,1984,9.78834
dji,1985,10.01726
dji,1986,10.31059
dji,1987,11.02904
dji,1988,10.44403
dji,1989,10.63065
dji,1990,10.21919
dji,1991,10.02867
dji,1992,10.26507
dji,1993,9.80323
dji,1994,10.36203
dji,1995,11.3286
dji,1996,11.78083
dji,1997,13.01109
dji,1999,14.33814
dji,2000,14.04512
dji,2001,15.99782
dji,2002,16.80469
dji,2004,20.51653
dji,2005,22.93004
dji,2006,22.84099
dji,2007,26.74171
dji,2008,31.9612
dji,2009,34.9941
dji,2011,40.86059
dji,2012,43.86173
dji,2013,45.2548
dji,2014,46.17198
dji,2015,46.76042
dji,2016,48.11305
dji,2017,47.84858
dji,2018,51.45778
dji,2019,51.97055
dji,2020,54.27223
dji,2021,55.21247
dma,1973,71.41016
dma,1974,70.77719
dma,1975,69.72347
dma,1976,71.9818
dma,1977,71.02681
dma,1978,66.67368
dma,1979,68.31603
dma,1984,77.13965
dma,1986,83.57904
dma,1987,74.71278
dma,1990,69.75362
dma,1999,107.12568
dma,2000,111.51306
dma,2001,111.46659
dma,2002,112.62952
dma,2003,114.37879
dma,2004,107.70671
dma,2005,103.23115
dma,2006,98.49783
dma,2007,95.71392
dma,2008,92.69499
dma,2009,92.27424
dma,2010,88.90933
dma,2011,89.13699
dma,2014,90.72413
dma,2015,94.25424
dma,2019,101.05985
dma,2020,101.58255
dnk,1971,92.95204
dnk,1978,96.22028
dnk,1979,98.66431
dnk,1980,102.2387
dnk,1981,104.75657
dnk,1982,104.66372
dnk,1983,104.54346
dnk,1984,103.22156
dnk,1985,103.50368
dnk,1986,105.37366
dnk,1987,106.79638
dnk,1988,107.6892
dnk,1989,109.11261
dnk,1990,109.43614
dnk,1991,109.54703
dnk,1992,110.18228
dnk,1993,111.57023
dnk,1994,114.33606
dnk,1995,117.87118
dnk,1996,120.49135
dnk,1998,123.47572
dnk,1999,125.09521
dnk,2000,126.98766
dnk,2001,130.96404
dnk,2002,126.25839
dnk,2003,126.40031
dnk,2004,123.58519
dnk,2005,124.09972
dnk,2006,119.99984
dnk,2007,118.75887
dnk,2008,117.84123
dnk,2009,117.97562
dnk,2010,119.49685
dnk,2011,122.69902
dnk,2012,123.40579
dnk,2013,129.33804
dnk,2014,129.32817
dnk,2015,130.25186
dnk,2016,129.11949
dnk,2017,129.07748
dnk,2018,129.74554
dnk,2019,129.88503
dom,1971,19.97769
dom,1972,22.32085
dom,1973,23.64634
dom,1974,24.92775
dom,1975,26.07471
dom,1976,34.43878
dom,1977,35.97381
dom,1978,37.45635
dom,1979,39.12618
dom,1980,40.54581
dom,1981,41.97543
dom,1982,43.99497
dom,1984,54.25374
dom,1986,51.1055
dom,1994,42.64322
dom,1995,44.15957
dom,1998,54.94679
dom,1999,56.67905
dom,2000,60.05714
dom,2002,68.3963
dom,2004,69.46889
dom,2005,71.14798
dom,2007,80.12113
dom,2008,78.95232
dom,2009,80.90466
dom,2010,78.15454
dom,2011,77.46867
dom,2012,78.02393
dom,2013,79.20436
dom,2014,80.14461
dom,2015,79.97902
dom,2016,79.88293
dom,2017,79.73947
dom,2018,79.93869
dom,2019,81.59329
dom,2020,79.77344
dza,1971,11.56367
dza,1972,12.14916
dza,1973,13.61504
dza,1974,14.84966
dza,1975,16.13894
dza,1976,18.51935
dza,1977,21.65029
dza,1978,25.48592
dza,1979,28.15845
dza,1980,30.23278
dza,1981,32.35521
dza,1982,35.41365
dza,1983,38.71697
dza,1984,42.09112
dza,1985,45.29893
dza,1986,49.65709
dza,1987,52.16117
dza,1988,53.22945
dza,1989,59.94152
dza,1990,59.41419
dza,1991,57.86551
dza,1992,57.57251
dza,1993,57.70078
dza,1994,58.72354
dza,1995,58.66543
dza,1996,58.98059
dza,1997,59.51635
dza,1999,65.6775
dza,2000,65.11698
dza,2001,68.81998
dza,2002,71.94891
dza,2003,74.10386
dza,2004,77.50799
dza,2005,78.98921
dza,2006,79.88453
dza,2007,70.31386
dza,2008,76.70108
dza,2009,92.87783
dza,2010,96.93728
dza,2011,99.61435
ecu,1971,25.50903
ecu,1972,27.5099
ecu,1973,29.94114
ecu,1974,32.62617
ecu,1975,35.66029
ecu,1976,39.46205
ecu,1977,42.55739
ecu,1978,44.76128
ecu,1979,46.96325
ecu,1980,49.49615
ecu,1981,52.64474
ecu,1982,54.94054
ecu,1983,56.70585
ecu,1984,53.90171
ecu,1985,57.46386
ecu,1986,57.40003
ecu,1987,57.83378
ecu,1988,58.45991
ecu,1990,58.06028
ecu,1991,56.7473
ecu,1992,57.8106
ecu,1993,57.17087
ecu,1996,54.03868
ecu,1998,56.25138
ecu,1999,57.73585
ecu,2000,57.70923
ecu,2001,58.03422
ecu,2002,59.09058
ecu,2003,58.69922
ecu,2004,59.36859
ecu,2005,62.00888
ecu,2006,64.27048
ecu,2007,65.84909
ecu,2009,88.64426
ecu,2010,92.31843
ecu,2011,96.46614
ecu,2012,99.54315
ecu,2013,102.11206
ecu,2014,104.8615
ecu,2015,104.03106
ecu,2016,103.75013
ecu,2017,102.19831
ecu,2018,101.43565
ecu,2019,100.56808
ecu,2020,100.56034
egy,1971,31.86711
egy,1972,33.33267
egy,1973,34.61235
egy,1974,35.76523
egy,1975,38.82822
egy,1976,41.52756
egy,1977,44.99527
egy,1978,47.16306
egy,1979,48.3459
egy,1980,49.25862
egy,1981,50.00868
egy,1982,51.74034
egy,1983,53.46637
egy,1984,55.19811
egy,1985,56.96723
egy,1986,59.58399
egy,1987,62.19229
egy,1988,62.51599
egy,1989,61.91324
egy,1990,73.76138
egy,1991,74.38531
egy,1992,69.10591
egy,1993,69.71463
egy,1994,74.89701
egy,1995,72.57483
egy,1996,70.21562
egy,1997,74.35726
egy,1999,80.30729
egy,2000,81.98578
egy,2001,83.27793
egy,2002,82.71075
egy,2003,82.43296
egy,2004,81.85593
egy,2009,67.15641
egy,2010,68.90625
egy,2011,77.60144
egy,2012,78.68851
egy,2013,80.31903
egy,2014,80.79742
egy,2016,85.14645
egy,2017,86.71445
egy,2018,87.91114
egy,2019,89.48068
eri,1993,20.12659
eri,1994,21.62749
eri,1995,22.98837
eri,1996,24.06596
eri,1997,25.82224
eri,1999,30.90729
eri,2000,34.55468
eri,2001,34.5148
eri,2002,35.42397
eri,2003,36.0588
eri,2004,36.67492
eri,2005,40.36205
eri,2006,42.51174
eri,2007,41.60852
eri,2008,44.91023
eri,2009,49.0293
eri,2010,51.99333
eri,2011,55.62369
eri,2012,59.33432
eri,2013,59.88955
eri,2014,58.95071
eri,2015,51.82042
eri,2017,47.49213
eri,2018,47.69711
esp,1971,57.17035
esp,1972,53.95922
esp,1973,58.8641
esp,1974,61.77271
esp,1975,66.12088
esp,1976,71.1814
esp,1977,74.71399
esp,1978,76.73753
esp,1979,82.19495
esp,1980,84.88784
esp,1981,86.16172
esp,1982,88.2469
esp,1983,90.43953
esp,1984,89.08952
esp,1985,91.28086
esp,1986,98.2199
esp,1987,100.57964
esp,1988,102.98464
esp,1989,103.93395
esp,1990,101.01541
esp,1991,103.07847
esp,1992,105.25885
esp,1993,109.62343
esp,1994,112.29966
esp,1995,114.1104
esp,1996,117.57322
esp,1997,115.18431
esp,1998,106.09796
esp,1999,107.8069
esp,2000,110.266
esp,2001,111.7833
esp,2002,111.85524
esp,2003,112.15225
esp,2004,113.83044
esp,2005,117.34223
esp,2006,117.33755
esp,2007,116.35605
esp,2008,115.52629
esp,2009,115.02879
esp,2010,119.11595
esp,2011,120.93325
esp,2012,122.83753
esp,2013,123.1873
esp,2014,123.37487
esp,2015,124.96066
esp,2016,126.19046
esp,2017,126.0045
esp,2018,126.17915
esp,2019,125.94529
est,1986,99.11732
est,1989,86.17292
est,1990,104.70417
est,1991,102.0964
est,1992,101.79502
est,1993,97.34485
est,1994,99.03698
est,1995,102.44538
est,1996,92.8376
est,1998,94.37927
est,1999,93.7179
est,2000,93.82781
est,2001,94.95307
est,2002,97.68678
est,2003,97.67468
est,2004,100.0869
est,2005,102.78908
est,2006,103.1119
est,2007,103.24273
est,2008,102.26793
est,2009,102.73762
est,2010,105.28926
est,2011,107.36883
est,2012,107.81157
est,2013,108.16742
est,2014,108.4099
est,2015,111.04143
est,2016,115.01412
est,2017,116.87475
est,2018,116.65174
est,2019,115.60512
eth,1971,3.80718
eth,1972,4.10382
eth,1973,4.53367
eth,1974,4.97418
eth,1984,12.50146
eth,1986,13.0085
eth,1987,14.08752
eth,1988,15.32512
eth,1989,15.26744
eth,1991,13.92994
eth,1992,12.17512
eth,1993,10.83308
eth,1994,10.45979
eth,1995,10.49329
eth,1996,10.8604
eth,1999,12.41506
eth,2000,13.53887
eth,2001,16.44326
eth,2002,18.74282
eth,2003,19.70784
eth,2004,22.19964
eth,2005,25.10319
eth,2006,29.22884
eth,2007,32.29912
eth,2008,33.40739
eth,2009,33.59593
eth,2010,34.83549
eth,2011,36.00415
eth,2012,37.57714
eth,2015,34.93947
fin,1971,101.62965
fin,1972,105.66002
fin,1973,106.03119
fin,1974,106.9898
fin,1975,106.13541
fin,1976,88.46202
fin,1977,91.69903
fin,1978,94.00216
fin,1979,96.80108
fin,1980,98.18283
fin,1981,99.54627
fin,1982,100.6018
fin,1983,100.9974
fin,1984,103.87678
fin,1985,104.81869
fin,1986,105.60214
fin,1987,105.87373
fin,1988,108.13609
fin,1989,111.08205
fin,1990,114.41888
fin,1991,116.24742
fin,1992,119.49999
fin,1993,116.37928
fin,1994,117.16418
fin,1995,115.37917
fin,1996,115.73713
fin,1997,117.57525
fin,1998,117.4786
fin,1999,120.41423
fin,2000,124.57893
fin,2001,127.12463
fin,2002,128.79507
fin,2003,131.54449
fin,2004,110.73313
fin,2005,111.78969
fin,2006,111.45566
fin,2007,110.11398
fin,2008,108.60678
fin,2009,107.47555
fin,2010,107.58606
fin,2011,108.09777
fin,2012,108.24276
fin,2013,144.28612
fin,2014,146.42757
fin,2015,150.01987
fin,2016,152.16286
fin,2017,153.96358
fin,2018,154.82024
fin,2019,145.31898
fji,1970,52.05128
fji,1971,55.01246
fji,1972,58.85145
fji,1973,61.46776
fji,1974,64.36343
fji,1975,66.62926
fji,1976,69.80974
fji,1977,72.72025
fji,1978,74.04051
fji,1979,74.34761
fji,1980,71.81299
fji,1981,70.41153
fji,1983,71.24436
fji,1984,71.6829
fji,1985,69.73009
fji,1986,71.44844
fji,1987,73.50129
fji,1991,76.69987
fji,1992,80.75202
fji,1998,78.76907
fji,1999,78.34744
fji,2000,78.35098
fji,2001,79.08329
fji,2002,82.38062
fji,2003,86.09513
fji,2004,90.89961
fji,2006,90.94645
fji,2007,88.97928
fji,2008,87.60511
fji,2009,86.66224
fji,2011,91.31902
fji,2012,89.88189
fra,1971,74.23161
fra,1972,77.99948
fra,1973,81.18748
fra,1974,85.48602
fra,1975,83.59794
fra,1976,81.79748
fra,1977,82.56356
fra,1978,81.97938
fra,1979,82.21822
fra,1980,82.69277
fra,1981,82.92544
fra,1982,83.65178
fra,1983,85.09662
fra,1984,86.95552
fra,1985,88.63301
fra,1986,89.68893
fra,1987,90.9649
fra,1988,92.09316
fra,1989,93.8346
fra,1990,96.06482
fra,1991,100.63763
fra,1992,104.52207
fra,1993,105.30613
fra,1994,113.7701
fra,1995,113.96344
fra,1996,112.58374
fra,1997,111.53984
fra,1998,110.55317
fra,1999,105.76618
fra,2000,105.59022
fra,2001,104.57111
fra,2002,103.18634
fra,2003,102.7721
fra,2004,102.22002
fra,2005,106.78168
fra,2006,106.92752
fra,2007,106.69353
fra,2008,106.43284
fra,2009,106.23923
fra,2010,106.42494
fra,2011,106.61064
fra,2012,105.81358
fra,2013,104.3766
fra,2014,103.42583
fra,2015,103.39604
fra,2016,103.3081
fra,2017,103.75608
fra,2018,103.77333
fra,2019,104.29299
fsm,1971,133.83794
fsm,1972,142.77905
fsm,1973,154.27943
fsm,1974,162.48344
fsm,1976,166.13589
fsm,1977,162.94736
fsm,2004,82.35868
fsm,2005,83.08349
gab,1971,14.52601
gab,1972,16.3297
gab,1973,20.12779
gab,1974,23.78686
gab,1975,27.63681
gab,1976,28.70349
gab,1977,28.82418
gab,1978,31.13896
gab,1979,29.62379
gab,1980,29.09633
gab,1981,30.62934
gab,1982,30.20297
gab,1983,31.38151
gab,1984,33.38319
gab,1985,34.97724
gab,1986,37.84934
gab,1987,37.28369
gab,1988,38.70218
gab,1989,37.0708
gab,1994,38.77267
gab,1995,41.40029
gab,1996,49.02321
gab,1997,49.53499
gab,1999,47.74786
gab,2001,52.33083
gab,2002,53.08601
gbr,1971,76.49269
gbr,1972,76.99472
gbr,1973,77.37212
gbr,1974,81.98472
gbr,1975,82.16853
gbr,1976,82.43763
gbr,1977,82.39516
gbr,1978,81.77166
gbr,1979,81.3805
gbr,1980,80.77228
gbr,1981,80.95739
gbr,1982,81.96795
gbr,1983,83.2228
gbr,1984,83.45689
gbr,1985,83.59244
gbr,1986,83.98618
gbr,1987,83.69093
gbr,1988,83.31585
gbr,1989,83.39276
gbr,1990,84.36568
gbr,1991,87.55687
gbr,1992,91.07829
gbr,1993,101.00895
gbr,1994,102.69764
gbr,1995,103.10129
gbr,1996,102.00179
gbr,1997,99.82121
gbr,1998,98.94206
gbr,1999,101.16221
gbr,2000,101.89601
gbr,2001,101.78683
gbr,2002,102.74328
gbr,2003,102.0994
gbr,2004,104.68904
gbr,2005,105.42197
gbr,2006,98.24422
gbr,2007,97.1942
gbr,2008,98.33966
gbr,2009,100.16977
gbr,2010,102.90468
gbr,2011,93.76583
gbr,2012,91.55276
gbr,2013,123.77629
gbr,2014,126.3899
gbr,2015,124.524
gbr,2017,125.85187
gbr,2018,120.78358
gbr,2019,118.73629
geo,1981,109.04271
geo,1986,115.27037
geo,1991,96.09299
geo,1992,89.35909
geo,1993,78.17537
geo,1994,75.99085
geo,1995,73.75427
geo,1996,75.84466
geo,1997,79.65166
geo,1999,85.10201
geo,2000,87.20838
geo,2001,89.27215
geo,2002,92.67044
geo,2003,95.47134
geo,2004,91.52776
geo,2005,94.39135
geo,2006,95.30055
geo,2007,100.61811
geo,2008,99.31737
geo,2009,95.13452
geo,2013,97.43554
geo,2014,97.45315
geo,2015,99.35391
geo,2016,100.90735
geo,2017,103.38106
geo,2018,105.97872
geo,2019,106.29635
geo,2020,102.55075
gha,1971,41.98027
gha,1973,38.72684
gha,1974,36.08569
gha,1975,34.63679
gha,1976,34.42662
gha,1977,34.51874
gha,1978,34.28494
gha,1979,34.37541
gha,1980,35.72012
gha,1981,36.21316
gha,1982,35.37541
gha,1983,36.12386
gha,1984,36.31826
gha,1985,35.24478
gha,1986,35.68615
gha,1987,35.75778
gha,1988,37.93792
gha,1989,34.20327
gha,1990,35.04952
gha,1995,35.66099
gha,1999,35.02909
gha,2000,35.1286
gha,2001,33.29822
gha,2002,34.55869
gha,2003,35.75916
gha,2004,38.17577
gha,2005,40.03387
gha,2006,41.57842
gha,2007,45.33241
gha,2008,47.35398
gha,2009,48.80281
gha,2011,55.57076
gha,2012,56.44244
gha,2013,67.76491
gha,2014,64.06382
gha,2015,67.90667
gha,2016,68.90294
gha,2017,69.00922
gha,2018,71.31969
gha,2019,74.67949
gha,2020,77.67258
gib,1971,72.33871
gib,1972,58.41744
gib,1973,60.89049
gib,1974,62.93069
gib,1975,62.23342
gib,1976,61.37905
gib,1977,65.69316
gib,1978,64.37409
gib,1979,64.94957
gib,1980,65.05203
gib,1981,65.19078
gib,1982,67.49725
gib,1983,68.02822
gib,1984,68.02087
gib,1985,66.93847
gib,1999,83.53659
gib,2000,92.45757
gib,2001,99.42271
gib,2008,84.88844
gib,2009,84.23996
gib,2016,110.58452
gib,2017,117.47212
gib,2019,92.89406
gib,2020,95.71243
gin,1971,11.59116
gin,1977,14.15361
gin,1978,15.34867
gin,1979,15.35616
gin,1980,15.84218
gin,1981,15.6725
gin,1982,14.74396
gin,1983,14.68244
gin,1984,14.80752
gin,1985,14.92803
gin,1986,13.28312
gin,1987,11.44342
gin,1989,10.6747
gin,1990,9.99645
gin,1991,10.56651
gin,1993,12.42591
gin,1994,13.12248
gin,1996,13.96041
gin,1999,14.01684
gin,2001,18.35311
gin,2002,20.94878
gin,2003,22.52856
gin,2004,24.62867
gin,2005,29.06084
gin,2006,32.28936
gin,2008,33.88421
gin,2011,37.60303
gin,2012,37.80608
gin,2014,39.33397
gmb,1971,7.60758
gmb,1972,8.0671
gmb,1973,8.29787
gmb,1974,9.63188
gmb,1975,9.6158
gmb,1976,10.02044
gmb,1977,11.19704
gmb,1978,11.29167
gmb,1979,11.65729
gmb,1980,12.45837
gmb,1981,13.03397
gmb,1982,13.74919
gmb,1983,15.5697
gmb,1984,17.43533
gmb,1985,18.54619
gmb,1986,17.87856
gmb,1987,16.72319
gmb,1988,15.93506
gmb,1989,16.34083
gmb,1990,16.87483
gmb,1991,17.71495
gmb,1992,18.20278
gmb,1993,20.85129
gmb,1994,21.04985
gmb,1995,23.69984
gmb,1996,23.32088
gmb,2008,50.11358
gmb,2009,51.03165
gmb,2010,50.12895
gnb,1971,5.46941
gnb,1972,5.21269
gnb,1976,2.72863
gnb,1977,4.00237
gnb,1978,4.69326
gnb,1979,5.40411
gnb,1980,5.36304
gnb,1981,5.97568
gnb,1982,7.86898
gnb,1983,10.39102
gnb,1984,11.59466
gnb,1985,10.95328
gnb,1987,7.01896
gnb,1988,5.74104
gnb,1989,6.41285
gnb,2000,18.0878
gnb,2005,32.01468
gnb,2006,34.16217
gnq,1971,13.39928
gnq,1976,12.04175
gnq,1980,7.3093
gnq,1983,10.1546
gnq,1993,27.18858
gnq,1994,24.2184
gnq,1999,23.36603
gnq,2000,23.48837
gnq,2001,22.02762
gnq,2002,22.74466
gnq,2005,26.07249
grc,1971,60.99525
grc,1972,65.36556
grc,1973,66.95694
grc,1974,68.94857
grc,1975,70.41463
grc,1976,73.44467
grc,1977,75.64825
grc,1978,77.03649
grc,1979,77.48445
grc,1980,79.78436
grc,1981,80.34014
grc,1982,83.57285
grc,1983,80.43474
grc,1984,84.43697
grc,1985,86.32886
grc,1986,88.54638
grc,1987,91.32024
grc,1988,91.76384
grc,1989,92.24566
grc,1990,91.35342
grc,1991,91.68115
grc,1992,92.96071
grc,1993,89.62618
grc,1994,90.37763
grc,1995,89.73269
grc,1996,89.69777
grc,1997,89.10859
grc,1998,88.96726
grc,1999,88.35295
grc,2000,87.81149
grc,2001,92.35897
grc,2002,97.81795
grc,2003,95.5515
grc,2004,95.86619
grc,2005,100.81749
grc,2006,100.76952
grc,2007,98.19933
grc,2010,106.31763
grc,2011,103.18358
grc,2012,104.5624
grc,2013,105.76723
grc,2014,102.28946
grc,2015,102.2004
grc,2016,102.95685
grc,2017,104.49627
grc,2018,104.8779
grc,2019,108.07686
grd,1971,29.33228
grd,1972,35.46575
grd,1973,32.13492
grd,1974,32.91225
grd,1975,67.77459
grd,1976,70.80758
grd,1977,72.94288
grd,1978,76.21965
grd,1979,77.3366
grd,1980,77.08623
grd,1981,72.20827
grd,1982,72.89822
grd,1983,72.19931
grd,1984,83.71587
grd,1985,80.89119
grd,1986,80.04516
grd,1987,83.41817
grd,1988,85.57675
grd,1989,86.1833
grd,1990,91.17875
grd,1991,99.93866
grd,1992,106.48875
grd,1993,110.91442
grd,2002,114.44506
grd,2003,120.62667
grd,2004,114.86714
grd,2005,109.95356
grd,2007,123.03344
grd,2008,120.77683
grd,2009,109.48883
grd,2010,116.72757
grd,2013,111.54316
grd,2014,112.11423
grd,2015,111.7527
grd,2016,115.18686
grd,2017,114.4597
grd,2018,120.11834
gtm,1970,9.59555
gtm,1971,8.1733
gtm,1972,8.96416
gtm,1973,8.98247
gtm,1974,10.58207
gtm,1975,11.35776
gtm,1976,12.5503
gtm,1977,13.19919
gtm,1978,17.24439
gtm,1979,17.76746
gtm,1980,17.68669
gtm,1981,18.30625
gtm,1982,17.47736
gtm,1983,17.74191
gtm,1984,17.97941
gtm,1985,18.25362
gtm,1986,19.47715
gtm,1991,21.97772
gtm,1993,23.5381
gtm,1994,24.46594
gtm,1995,24.69177
gtm,1996,24.44195
gtm,1997,24.5366
gtm,1998,24.97923
gtm,1999,26.66779
gtm,2000,30.38552
gtm,2001,32.67149
gtm,2002,35.80544
gtm,2004,39.48091
