geo,time,sp_pop_1014_ma_5y
abw,1960,12.46002
abw,1961,12.58553
abw,1962,12.69312
abw,1963,12.80677
abw,1964,12.89688
abw,1965,12.94009
abw,1966,12.93406
abw,1967,12.90686
abw,1968,12.87354
abw,1969,12.84531
abw,1970,12.83232
abw,1971,12.81336
abw,1972,12.78329
abw,1973,12.72188
abw,1974,12.58528
abw,1975,12.29961
abw,1976,11.97964
abw,1977,11.60091
abw,1978,11.1859
abw,1979,10.75523
abw,1980,10.30009
abw,1981,9.63513
abw,1982,8.97745
abw,1983,8.32151
abw,1984,7.73102
abw,1985,7.26841
abw,1986,7.14636
abw,1987,7.18676
abw,1988,7.28346
abw,1989,7.38706
abw,1990,7.50188
abw,1991,7.46343
abw,1992,7.48926
abw,1993,7.53896
abw,1994,7.56389
abw,1995,7.52979
abw,1996,7.59453
abw,1997,7.63457
abw,1998,7.64328
abw,1999,7.66842
abw,2000,7.74283
abw,2001,7.81757
abw,2002,7.91892
abw,2003,8.04146
abw,2004,8.13983
abw,2005,8.17043
abw,2006,8.17148
abw,2007,8.13253
abw,2008,8.03888
abw,2009,7.92098
abw,2010,7.84277
abw,2011,7.72488
abw,2012,7.62636
abw,2013,7.53334
abw,2014,7.44004
abw,2015,7.3452
abw,2016,7.25999
abw,2017,7.17526
abw,2018,7.08343
abw,2019,6.97223
abw,2020,6.8066
afg,1960,11.25097
afg,1961,11.1814
afg,1962,11.17152
afg,1963,11.21762
afg,1964,11.29779
afg,1965,11.37739
afg,1966,11.39996
afg,1967,11.46689
afg,1968,11.57536
afg,1969,11.70259
afg,1970,11.81117
afg,1971,11.8487
afg,1972,11.90949
afg,1973,11.99612
afg,1974,12.09896
afg,1975,12.19553
afg,1976,12.20616
afg,1977,12.23188
afg,1978,12.28257
afg,1979,12.36001
afg,1980,12.45364
afg,1981,12.44633
afg,1982,12.47299
afg,1983,12.54071
afg,1984,12.64211
afg,1985,12.75219
afg,1986,12.81632
afg,1987,12.9333
afg,1988,13.08071
afg,1989,13.20429
afg,1990,13.23418
afg,1991,13.20969
afg,1992,13.16514
afg,1993,13.10096
afg,1994,13.04129
afg,1995,13.01164
afg,1996,12.98623
afg,1997,12.98781
afg,1998,13.02878
afg,1999,13.09285
afg,2000,13.14481
afg,2001,13.08337
afg,2002,13.00002
afg,2003,12.90249
afg,2004,12.81902
afg,2005,12.77897
afg,2006,12.85484
afg,2007,13.0233
afg,2008,13.25882
afg,2009,13.51512
afg,2010,13.74633
afg,2011,13.82313
afg,2012,13.84266
afg,2013,13.81391
afg,2014,13.74964
afg,2015,13.6586
afg,2016,13.60327
afg,2017,13.54231
afg,2018,13.47435
afg,2019,13.38952
afg,2020,13.27407
ago,1960,10.2268
ago,1961,10.66793
ago,1962,11.18153
ago,1963,11.74186
ago,1964,12.25541
ago,1965,12.59857
ago,1966,12.43447
ago,1967,12.25725
ago,1968,12.1745
ago,1969,12.23362
ago,1970,12.4301
ago,1971,12.7916
ago,1972,13.08833
ago,1973,13.32787
ago,1974,13.45596
ago,1975,13.37636
ago,1976,12.99902
ago,1977,12.53901
ago,1978,12.04942
ago,1979,11.66012
ago,1980,11.4905
ago,1981,11.55119
ago,1982,11.79056
ago,1983,12.13843
ago,1984,12.4627
ago,1985,12.64968
ago,1986,12.69109
ago,1987,12.66695
ago,1988,12.60936
ago,1989,12.56343
ago,1990,12.55122
ago,1991,12.54795
ago,1992,12.59017
ago,1993,12.66523
ago,1994,12.74881
ago,1995,12.8154
ago,1996,12.85946
ago,1997,12.91574
ago,1998,12.97892
ago,1999,13.03066
ago,2000,13.04543
ago,2001,13.01389
ago,2002,12.97655
ago,2003,12.93768
ago,2004,12.89687
ago,2005,12.84477
ago,2006,12.7676
ago,2007,12.70432
ago,2008,12.65645
ago,2009,12.62787
ago,2010,12.61843
ago,2011,12.60985
ago,2012,12.63295
ago,2013,12.68003
ago,2014,12.74584
ago,2015,12.82699
ago,2016,12.91673
ago,2017,13.02544
ago,2018,13.14112
ago,2019,13.24566
ago,2020,13.32398
alb,1960,10.5304
alb,1961,10.52561
alb,1962,10.60002
alb,1963,10.73454
alb,1964,10.90509
alb,1965,11.09474
alb,1966,11.29885
alb,1967,11.52786
alb,1968,11.76482
alb,1969,11.98312
alb,1970,12.16084
alb,1971,12.31888
alb,1972,12.42957
alb,1973,12.49709
alb,1974,12.5111
alb,1975,12.45043
alb,1976,12.29795
alb,1977,12.09044
alb,1978,11.84702
alb,1979,11.60622
alb,1980,11.40321
alb,1981,11.24744
alb,1982,11.12658
alb,1983,11.02925
alb,1984,10.93188
alb,1985,10.81482
alb,1986,10.68922
alb,1987,10.55381
alb,1988,10.41768
alb,1989,10.29823
alb,1990,10.20985
alb,1991,10.24679
alb,1992,10.36325
alb,1993,10.54034
alb,1994,10.76396
alb,1995,11.02545
alb,1996,10.87447
alb,1997,10.82087
alb,1998,10.84865
alb,1999,10.91503
alb,2000,10.96958
alb,2001,10.99662
alb,2002,10.9681
alb,2003,10.89119
alb,2004,10.78662
alb,2005,10.66654
alb,2006,10.42821
alb,2007,10.21207
alb,2008,10.01896
alb,2009,9.83519
alb,2010,9.63727
alb,2011,9.08746
alb,2012,8.55556
alb,2013,8.09421
alb,2014,7.71268
alb,2015,7.38099
alb,2016,7.07036
alb,2017,6.74345
alb,2018,6.41348
alb,2019,6.12782
alb,2020,5.93679
are,1960,11.66681
are,1961,11.81388
are,1962,11.62548
are,1963,11.24315
are,1964,10.75167
are,1965,10.19345
are,1966,9.79643
are,1967,9.36201
are,1968,8.96424
are,1969,8.57694
are,1970,8.14591
are,1971,7.32411
are,1972,6.53867
are,1973,6.01766
are,1974,5.70056
are,1975,5.46898
are,1976,5.17337
are,1977,4.74716
are,1978,4.44809
are,1979,4.31151
are,1980,4.28856
are,1981,4.52839
are,1982,4.72018
are,1983,4.98344
are,1984,5.31673
are,1985,5.66127
are,1986,6.28808
are,1987,6.53915
are,1988,6.52477
are,1989,6.37372
are,1990,6.19693
are,1991,6.10074
are,1992,6.09464
are,1993,6.21504
are,1994,6.37586
are,1995,6.46617
are,1996,6.37746
are,1997,6.25405
are,1998,6.27597
are,1999,6.42865
are,2000,6.59419
are,2001,6.08651
are,2002,5.49115
are,2003,5.01469
are,2004,4.67006
are,2005,4.37393
are,2006,3.71028
are,2007,3.13638
are,2008,2.83336
are,2009,2.72463
are,2010,2.6581
are,2011,2.68208
are,2012,2.62288
are,2013,2.59841
are,2014,2.66344
are,2015,2.79707
are,2016,2.91324
are,2017,2.96934
are,2018,3.06808
are,2019,3.2219
are,2020,3.37963
arg,1960,9.73919
arg,1961,9.77428
arg,1962,9.78112
arg,1963,9.76576
arg,1964,9.73884
arg,1965,9.70709
arg,1966,9.68188
arg,1967,9.65264
arg,1968,9.61851
arg,1969,9.57562
arg,1970,9.5199
arg,1971,9.45389
arg,1972,9.3828
arg,1973,9.31189
arg,1974,9.24158
arg,1975,9.16919
arg,1976,9.1184
arg,1977,9.06487
arg,1978,9.01164
arg,1979,8.9768
arg,1980,8.97853
arg,1981,8.99988
arg,1982,9.06803
arg,1983,9.16931
arg,1984,9.29743
arg,1985,9.45857
arg,1986,9.67787
arg,1987,9.9138
arg,1988,10.14872
arg,1989,10.33331
arg,1990,10.41386
arg,1991,10.37971
arg,1992,10.26187
arg,1993,10.08899
arg,1994,9.91975
arg,1995,9.80443
arg,1996,9.71994
arg,1997,9.68422
arg,1998,9.68244
arg,1999,9.68809
arg,2000,9.68265
arg,2001,9.66749
arg,2002,9.64882
arg,2003,9.62793
arg,2004,9.59619
arg,2005,9.53862
arg,2006,9.44545
arg,2007,9.32513
arg,2008,9.18436
arg,2009,9.04497
arg,2010,8.92887
arg,2011,8.83499
arg,2012,8.7627
arg,2013,8.70607
arg,2014,8.65308
arg,2015,8.59425
arg,2016,8.53147
arg,2017,8.46842
arg,2018,8.40604
arg,2019,8.3497
arg,2020,8.30518
arm,1960,8.56588
arm,1961,9.20967
arm,1962,9.87892
arm,1963,10.5552
arm,1964,11.22458
arm,1965,11.8724
arm,1966,12.4851
arm,1967,13.05933
arm,1968,13.57164
arm,1969,13.97908
arm,1970,14.24355
arm,1971,14.36554
arm,1972,14.33147
arm,1973,14.17958
arm,1974,13.91937
arm,1975,13.5256
arm,1976,12.94267
arm,1977,12.26212
arm,1978,11.54891
arm,1979,10.89777
arm,1980,10.38843
arm,1981,10.03584
arm,1982,9.81955
arm,1983,9.70275
arm,1984,9.6293
arm,1985,9.55647
arm,1986,9.3857
arm,1987,9.26037
arm,1988,9.19109
arm,1989,9.19419
arm,1990,9.27816
arm,1991,9.31014
arm,1992,9.41471
arm,1993,9.58491
arm,1994,9.80931
arm,1995,10.08035
arm,1996,10.42459
arm,1997,10.76927
arm,1998,11.09207
arm,1999,11.3349
arm,2000,11.42742
arm,2001,11.21786
arm,2002,10.87537
arm,2003,10.44517
arm,2004,9.98174
arm,2005,9.51322
arm,2006,8.97673
arm,2007,8.45581
arm,2008,7.96911
arm,2009,7.55492
arm,2010,7.2513
arm,2011,7.01358
arm,2012,6.86895
arm,2013,6.78936
arm,2014,6.75905
arm,2015,6.78279
arm,2016,6.86039
arm,2017,7.00561
arm,2018,7.1997
arm,2019,7.40763
arm,2020,7.59736
atg,1960,13.95137
atg,1961,13.85793
atg,1962,13.85526
atg,1963,14.04115
atg,1964,14.36625
atg,1965,14.72085
atg,1966,14.54622
atg,1967,14.4922
atg,1968,14.64694
atg,1969,14.9835
atg,1970,15.37934
atg,1971,14.89223
atg,1972,14.44405
atg,1973,14.17783
atg,1974,14.11029
atg,1975,14.16575
atg,1976,13.74347
atg,1977,13.32864
atg,1978,13.05721
atg,1979,12.93283
atg,1980,12.9003
atg,1981,12.52397
atg,1982,12.14271
atg,1983,11.85939
atg,1984,11.69638
atg,1985,11.5996
atg,1986,11.27676
atg,1987,10.93447
atg,1988,10.65976
atg,1989,10.47242
atg,1990,10.31207
atg,1991,10.14445
atg,1992,9.991
atg,1993,9.91185
atg,1994,9.91089
atg,1995,9.95517
atg,1996,9.78841
atg,1997,9.63685
atg,1998,9.54311
atg,1999,9.51066
atg,2000,9.53794
atg,2001,9.53483
atg,2002,9.50236
atg,2003,9.46426
atg,2004,9.42145
atg,2005,9.33989
atg,2006,9.26388
atg,2007,9.19609
atg,2008,9.16746
atg,2009,9.1497
atg,2010,9.08638
atg,2011,8.86514
atg,2012,8.60904
atg,2013,8.34566
atg,2014,8.11424
atg,2015,7.92618
atg,2016,7.7376
atg,2017,7.58057
atg,2018,7.45169
atg,2019,7.35096
atg,2020,7.28807
aus,1960,9.66138
aus,1961,9.75648
aus,1962,9.74998
aus,1963,9.67594
aus,1964,9.59173
aus,1965,9.54191
aus,1966,9.49122
aus,1967,9.51027
aus,1968,9.61335
aus,1969,9.75101
aus,1970,9.85681
aus,1971,9.81641
aus,1972,9.73911
aus,1973,9.66562
aus,1974,9.611
aus,1975,9.55657
aus,1976,9.43029
aus,1977,9.28663
aus,1978,9.1363
aus,1979,9.00465
aus,1980,8.91816
aus,1981,8.88039
aus,1982,8.86905
aus,1983,8.87375
aus,1984,8.84778
aus,1985,8.7379
aus,1986,8.53096
aus,1987,8.26216
aus,1988,7.95844
aus,1989,7.68388
aus,1990,7.4978
aus,1991,7.39833
aus,1992,7.36723
aus,1993,7.38272
aus,1994,7.40442
aus,1995,7.40061
aus,1996,7.35589
aus,1997,7.31453
aus,1998,7.27634
aus,1999,7.25344
aus,2000,7.2581
aus,2001,7.27466
aus,2002,7.28874
aus,2003,7.30176
aus,2004,7.29505
aus,2005,7.24551
aus,2006,7.14047
aus,2007,6.98625
aus,2008,6.81977
aus,2009,6.66205
aus,2010,6.5165
aus,2011,6.40803
aus,2012,6.30338
aus,2013,6.21787
aus,2014,6.16284
aus,2015,6.14465
aus,2016,6.19624
aus,2017,6.27266
aus,2018,6.36319
aus,2019,6.44668
aus,2020,6.50343
aut,1960,7.84073
aut,1961,7.62513
aut,1962,7.44295
aut,1963,7.29762
aut,1964,7.21347
aut,1965,7.22541
aut,1966,7.34415
aut,1967,7.55284
aut,1968,7.82321
aut,1969,8.10629
aut,1970,8.36303
aut,1971,8.59402
