geo,time,ne_dab_totl_cd
arm,1991,2392207792.20779
arm,1992,1455108740.25441
arm,1993,1447082443.40026
arm,1994,1759323835.61027
arm,1995,2030081254.86915
arm,1996,2119969085.11255
arm,1997,2262521402.36445
arm,1998,2534495540.13875
arm,1999,2381484319.51557
arm,2000,2578452567.62417
arm,2001,2789135949.26675
arm,2002,3048548181.7389
arm,2003,3518496639.42499
arm,2004,4479438372.85594
arm,2005,6120665677.78103
arm,2006,8140207537.53722
arm,2007,11885954447.3778
arm,2008,15467472237.4198
arm,2009,11932092116.5382
arm,2010,12697271988.8776
arm,2011,13371075345.0529
arm,2012,12899367290.25
arm,2013,13443189721.7387
arm,2014,13805577661.8473
arm,2015,11794196455.754
arm,2016,11365920536.6542
arm,2017,12768998733.0035
arm,2018,14163100152.1984
arm,2019,15445985816.0693
arm,2020,13900734526.5086
atg,1993,494592592.59259
atg,1994,574962962.96296
atg,1995,614740740.74074
atg,1996,698740740.74074
atg,1997,715777777.77778
atg,1998,751814814.81482
atg,1999,822518518.51852
atg,2000,861851851.85185
atg,2001,842000000
atg,2002,861333333.33333
atg,2003,927629629.62963
atg,2004,978000000
atg,2005,1159555555.55556
atg,2006,1427259259.25926
atg,2007,1662666666.66667
atg,2008,1695111111.11111
atg,2009,1369111111.11111
atg,2010,1307555555.55556
atg,2011,1245629629.62963
atg,2012,1370296296.2963
atg,2013,1368222222.22222
atg,2014,1427138259.25926
atg,2015,1427415444.44444
atg,2016,1532270333.33333
atg,2017,1583537888.88889
atg,2018,1693002629.62963
atg,2019,1789126148.14815
atg,2020,1878440296.2963
aus,1960,18679583379.9978
aus,1961,20176951506.3277
aus,1962,19825288386.1575
aus,1963,21737036622.2421
aus,1964,23674543621.9061
aus,1965,26615522454.9222
aus,1966,28186807033.2624
aus,1967,30981072908.5004
aus,1968,33838055773.3229
aus,1969,37362526598.7233
aus,1970,41470489416.508
aus,1971,45466457610.0347
aus,1972,51803738317.757
aus,1973,62265214606.0218
aus,1974,87761238025.0553
aus,1975,96934316536.9384
aus,1976,105319551241.649
aus,1977,111750401468.22701
aus,1978,120435371080.532
aus,1979,137609905713.961
aus,1980,150524791086.35101
aus,1981,181574364332.98495
aus,1982,201401301997.13101
aus,1983,182900327562.00296
aus,1984,197243253033.871
aus,1985,184688195136.918
aus,1986,189553721320.64896
aus,1987,195485044997.35297
aus,1988,239567811408.61496
aus,1989,304381565019.13501
aus,1990,315647556752.59698
aus,1991,324777489992.93597
aus,1992,326662308697.99298
aus,1993,314652192242.83301
aus,1994,323968868903.49402
aus,1995,375141817641.81799
aus,1996,402906676783.00494
aus,1997,434123493504.46094
aus,1998,402911890388.65894
aus,1999,398607594936.70898
aus,2000,424543741757.20697
aus,2001,378757647311.36603
aus,2002,395325973210.54797
aus,2003,477152591729.76099
aus,2004,630667235737.65796
aus,2005,713942264321.15503
aus,2006,761418837975.44189
aus,2007,867986181989.479
aus,2008,1082048343777.97998
aus,2009,925438079811.51501
aus,2010,1158174931736.1001
aus,2011,1383470373656.70996
aus,2012,1549107032377.81006
aus,2013,1596882117574.63989
aus,2014,1471599192141.73999
aus,2015,1370617355853.22998
aus,2016,1234173096520.6001
aus,2017,1320102571838
aus,2018,1423425315866.98999
aus,2019,1357230725218.13989
aus,2020,1275676364123.87988
aut,1970,15422975390.3149
aut,1971,17964666813.5257
aut,1972,22231142925.1741
aut,1973,29813447185.3257
aut,1974,35807057567.72669
aut,1975,40290000790.0766
aut,1976,44167234793.2807
aut,1977,53968405628.1742
aut,1978,62245385198.5218
aut,1979,75886329387.545
aut,1980,84331050840.2467
aut,1981,72703135476.067
aut,1982,71686111155.9248
aut,1983,72306823195.95529
aut,1984,67943778282.09889
aut,1985,69884046953.9771
aut,1986,98456995944.119
aut,1987,123664176099.25999
aut,1988,133859940933.91299
aut,1989,133909603744.14999
aut,1990,167370387268.547
aut,1991,174565414260.45999
aut,1992,196594978712.74701
aut,1993,191465421743.76001
aut,1994,206021647994.21799
aut,1995,244151003139.07501
aut,1996,240599623082.922
aut,1997,214017668282.78296
aut,1998,218178690529.12399
aut,1999,216375085486.44101
aut,2000,195343158213.47501
aut,2001,194048598098.55096
aut,2002,205864656982.84695
aut,2003,255642735026.41901
aut,2004,291854151032.46802
aut,2005,306550225295.93799
aut,2006,323110891855.65802
aut,2007,371068345199.71503
aut,2008,412889859744.578
aut,2009,389469335798.71893
aut,2010,378946815892.83398
aut,2011,420533846249.80603
aut,2012,398338192447.73401
aut,2013,418585273344.99695
aut,2014,428116006964.01001
aut,2015,367647414778.47601
aut,2016,380673942633.85297
aut,2017,404062420148.37695
aut,2018,441365061151.992
aut,2019,429110744819.76398
aut,2020,421238041513.77502
aze,1992,360907407.40741
aze,1993,1846780000
aze,1994,1388997452.2293
aze,1995,2923076923.07692
aze,1996,4087992560.73463
aze,1997,4806799648.72663
aze,1998,5714784181.95916
aze,1999,5400728155.33981
aze,2000,5285203397.40724
aze,2001,5469129174.27252
aze,2002,6852088047.7268
aze,2003,9133998574.48325
aze,2004,10998270072.2499
aze,2005,12461286228.0516
aze,2006,15842623684.7996
aze,2007,21346113506.5843
aze,2008,29616480038.9484
aze,2009,32256904702.6624
aze,2010,36138923498.6295
aze,2011,44618969228.8211
aze,2012,50391038696.5377
aze,2013,57732695984.7036
aze,2014,63079943899.0182
aze,2015,51488483310.5602
aze,2016,36815504167.45
aze,2017,38130316058.5638
aze,2018,39921882352.9412
aze,2019,42845176470.5882
aze,2020,42936235294.1176
bdi,1960,197749996
bdi,1961,206499998
bdi,1962,220500008
bdi,1963,248499994
bdi,1964,255499996
bdi,1965,162471111.11111
bdi,1966,169110857.14286
bdi,1967,180232000
bdi,1968,188826285.71429
bdi,1969,194838857.14286
bdi,1970,244995428.57143
bdi,1971,267345142.85714
bdi,1972,255049142.85714
bdi,1973,311390048.23432
bdi,1974,365221587.30159
bdi,1975,466142222.22222
bdi,1976,461535072.46377
bdi,1977,545869888.88889
bdi,1978,662208888.88889
bdi,1979,849474444.44444
bdi,1980,1052927777.77778
bdi,1981,1093998888.88889
bdi,1982,1182384444.44444
bdi,1983,1252969338.35395
bdi,1984,1106078021.88623
bdi,1985,1262218864.03182
bdi,1986,1329019720.5921
bdi,1987,1312430176.4325
bdi,1988,1227039834.75195
bdi,1989,1260936587.31809
bdi,1990,1357414382.06184
bdi,1991,1384391681.03662
bdi,1992,1307527231.96497
bdi,1993,1105512807.24876
bdi,1994,1093478600.34908
bdi,1995,1144009283.78671
bdi,1996,955355686.54005
bdi,1997,1017692635.1639
bdi,1998,996022920.91089
bdi,1999,875860600.46845
bdi,2000,956801577.83729
bdi,2001,969784426.20582
bdi,2002,926936344.82845
bdi,2003,899319772.49635
bdi,2004,1076988981.75146
bdi,2005,1370697707.01527
bdi,2006,1627373470.32654
bdi,2007,1697961708.32772
bdi,2008,2034136504.22184
bdi,2009,2184064199.75236
bdi,2010,2440594498.48519
bdi,2011,2803719030.44811
bdi,2012,2900301912.17282
bdi,2013,3147886477.11118
bdi,2014,3398464407.82092
bdi,2015,3415244217.13542
bdi,2016,3012314750.37485
bdi,2017,3028141187.32295
bdi,2018,3074864734.82774
bdi,2019,3090198875.7644
bdi,2020,3324155193.05957
bel,1970,26072271077.0472
bel,1971,29205450209.6867
bel,1972,35872510310.6956
bel,1973,46841672531.567
bel,1974,56343860811.9304
bel,1975,65916417681.2548
bel,1976,71603134796.2383
bel,1977,84296885762.5211
bel,1978,103349369796.33701
bel,1979,119902899009.356
bel,1980,132061907849.35899
bel,1981,107808208387.658
bel,1982,94337728235.9174
bel,1983,86991786982.24849
bel,1984,83069902261.938
bel,1985,85478243766.5602
bel,1986,117219580097.526
bel,1987,146769245813.07401
bel,1988,158737601755.34799
bel,1989,161253774570.02499
bel,1990,202783309995.17096
bel,1991,207336777318.37
bel,1992,229373420326.22296
bel,1993,217727139692.164
bel,1994,236141763925.729
bel,1995,276936097427.47699
bel,1996,270345146579.80496
bel,1997,242892309427.15399
bel,1998,249119026450.32199
bel,1999,248029200192.12399
bel,2000,230009172668.70599
bel,2001,228111825143.93701
bel,2002,243972393897.09799
bel,2003,301041370966.66602
bel,2004,351144792270.38702
bel,2005,370144972471.284
bel,2006,391755998812.58801
bel,2007,451448759754.62897
bel,2008,513847545103.28094
bel,2009,472323121779.336
bel,2010,473224904756.66803
bel,2011,523848439883.26898
bel,2012,495840547798.59399
bel,2013,517627896441.33502
bel,2014,531006413242.93903
bel,2015,455779574122.07001
bel,2016,470377592279.06702
bel,2017,497541074796.354
bel,2018,544585598841.88202
bel,2019,531780953810.97998
bel,2020,514523253684.67102
ben,1960,239749110.81013
ben,1961,248023260.20417
ben,1962,253685538.24905
ben,1963,276270319.45617
ben,1964,290389690.20582
ben,1965,312052361.67826
ben,1966,331247330.24963
ben,1967,343294607.05225
ben,1968,358113313.81251
ben,1969,362682898.87006
ben,1970,364604244.3084
ben,1971,368737128.05036
ben,1972,461277660.0658
ben,1973,556267193.29604
ben,1974,638839692.78539
ben,1975,804695289.45761
ben,1976,824381982.04231
ben,1977,889573060.37088
ben,1978,1096223415.82915
ben,1979,1417610508.75887
ben,1980,1707459218.022
ben,1981,1652999876.71654
ben,1982,1550686601.86978
ben,1983,1290467466.00326
ben,1984,1170464452.42744
ben,1985,1181613312.02436
ben,1986,1549070990.9938
ben,1987,1807446370.25906
ben,1988,1916416707.23543
ben,1989,1672196590.49623
ben,1990,2104171178.57321
ben,1991,2171966084.84231
ben,1992,1869296186.30158
ben,1993,2512318205.15845
ben,1994,1721869741.7367
ben,1995,2366244405.07072
ben,1996,2444231866.37381
ben,1997,2367184976.97498
ben,1998,2587857758.04057
ben,1999,3985292864.69454
ben,2000,3736031728.59219
ben,2001,3978584911.03945
ben,2002,4375337831.10946
ben,2003,5580754656.94449
ben,2004,6368295727.78749
ben,2005,6707456902.72549
ben,2006,7291478851.15125
ben,2007,8579795309.02233
ben,2008,10129710770.4036
ben,2009,10210628968.6396
ben,2010,10039454866.5981
ben,2011,11283349119.1274
ben,2012,11469279216.0238
ben,2013,13025953073.8636
ben,2014,13604232724.863
ben,2015,12221251710.6816
ben,2016,12267116611.7904
ben,2017,13599078396.7397
ben,2018,15295965603.0018
ben,2019,15027839180.524
ben,2020,16447941742.155
bfa,1960,343940284.2879
bfa,1961,362178694.37385
bfa,1962,391773098.17933
bfa,1963,406387839.34463
bfa,1964,418234045.03663
bfa,1965,422920467.11654
bfa,1966,433565067.58429
bfa,1967,461327553.67968
bfa,1968,470613250.59671
bfa,1969,496401080.00982
bfa,1970,475217687.8624
bfa,1971,516506683.88072
bfa,1972,620871816.42011
bfa,1973,733811499.61505
bfa,1974,809853576.60237
bfa,1975,1075060686.0343
bfa,1976,1079319710.98617
bfa,1977,1294542747.73211
bfa,1978,1657930320.9001
bfa,1979,1978123000.67318
bfa,1980,2209312603.29914
bfa,1981,2032201658.62257
bfa,1982,2021510008.17696
bfa,1983,1816680467.42559
bfa,1984,1601669243.88618
bfa,1985,1880140903.21259
bfa,1986,2443169031.19467
bfa,1987,2766125920.10424
bfa,1988,3038067917.4828
bfa,1989,3005232815.57251
bfa,1990,3519643234.82139
bfa,1991,3539502215.64946
bfa,1992,3715222743.96109
bfa,1993,3574585781.10245
bfa,1994,2100474288.31204
bfa,1995,2676157385.05823
bfa,1996,3027637409.38367
bfa,1997,2834189126.75566
bfa,1998,3234713785.60079
bfa,1999,4018223353.312
bfa,2000,3485860981.5716
bfa,2001,3623304570.454
bfa,2002,4114330259.24835
bfa,2003,5306217484.16185
bfa,2004,6199538953.95363
bfa,2005,7036865510.72491
bfa,2006,7411209182.13043
bfa,2007,8623368482.4115
bfa,2008,10877342699.3274
bfa,2009,10652640987.3071
bfa,2010,10922588100.7522
bfa,2011,12697147040.649
bfa,2012,13571227915.511
bfa,2013,14772850897.8343
bfa,2014,14634528403.5294
bfa,2015,12645488917.0833
bfa,2016,13611224733.6171
bfa,2017,15004724822.7739
bfa,2018,16595236444.9141
bfa,2019,16733387673.5545
bgd,1960,4245421497.99961
bgd,1961,4861788473.51186
bgd,1962,5084530402.16251
bgd,1963,5408441889.29378
bgd,1964,5606529714.75725
bgd,1965,6125411339.97585
bgd,1966,6592149863.09938
bgd,1967,7492187264.84164
bgd,1968,7728815276.27394
bgd,1969,8769129297.44313
bgd,1970,9369909940.24129
bgd,1971,9140083095.20545
bgd,1972,6794941950
bgd,1973,8516602955.91826
bgd,1974,13344222596.0331
bgd,1975,20460725675.9802
bgd,1976,11421220511.7845
bgd,1977,10166587679.3794
bgd,1978,14599741951.0582
bgd,1979,17073561274.6386
bgd,1980,20385110968.9922
bgd,1981,20718849449.2044
bgd,1982,19003792415.1697
bgd,1983,18403914141.4141
bgd,1984,20757520000
bgd,1985,22571730769.2308
bgd,1986,21984200000
bgd,1987,24632129032.25809
bgd,1988,27099230106.6025
bgd,1989,29022805117.9408
bgd,1990,31772886064.3694
bgd,1991,31676554621.8487
bgd,1992,32799856026.5252
bgd,1993,35039614656.0847
bgd,1994,35557962628.4289
bgd,1995,40213480111.94029
bgd,1996,48439779951.1002
bgd,1997,50500304449.6487
bgd,1998,51726872246.696
bgd,1999,53318136439.2679
bgd,2000,55392387199.3639
bgd,2001,55904095626.3899
bgd,2002,56640780080.0975
bgd,2003,62862210708.1174
bgd,2004,67585221674.8768
bgd,2005,72758650406.50409
bgd,2006,75199990397.55809
bgd,2007,83935700037.64841
bgd,2008,98057250906.57341
bgd,2009,108496971546.05099
bgd,2010,121546377054.867
bgd,2011,137383890279.138
bgd,2012,142742090428.04599
bgd,2013,159520133895.38501
bgd,2014,184102148081.90897
bgd,2015,208203999634.50101
bgd,2016,231765940781.79901
bgd,2017,262648952721.10501
bgd,2018,297058592884.29694
bgd,2019,322380267811.66498
bgd,2020,344683403680.20898
bgr,1980,20440307692.3077
bgr,1981,19648285714.2857
bgr,1982,19135733333.3333
bgr,1983,16449000000
bgr,1984,17263277777.7778
bgr,1985,17225210526.3158
bgr,1986,20945117647.0588
bgr,1987,28617230769.2308
bgr,1988,22630470588.23529
bgr,1989,22370555555.5556
bgr,1990,21376772727.2727
bgr,1991,10477338709.6774
bgr,1992,10955000000
bgr,1993,11655797101.4493
bgr,1994,9757140221.40221
bgr,1995,17195773809.5238
bgr,1996,10920556492.4115
bgr,1997,9880142695.76075
bgr,1998,14002973755.9646
bgr,1999,14250826576.6991
bgr,2000,13948921490.1333
bgr,2001,15505220396.3931
bgr,2002,17710974000.9629
bgr,2003,23297541409.3611
bgr,2004,29074661291.3466
bgr,2005,34246650784.57529
bgr,2006,40255904572.5646
bgr,2007,52768462561.2316
bgr,2008,65190010470.4211
bgr,2009,56318016634.6769
bgr,2010,52302017733.8568
bgr,2011,57591949520.0853
bgr,2012,56085228646.51769
bgr,2013,56127847448.4256
bgr,2014,57701645638.3123
bgr,2015,50325348560.4171
bgr,2016,51306305995.4751
bgr,2017,56646415442.23569
bgr,2018,64677757392.8787
bgr,2019,66690649685.1746
bgr,2020,67750127017.4212
bhr,1980,2800213053.86044
bhr,1981,3082181382.97872
bhr,1982,3200797340.42553
bhr,1983,3595744414.89362
bhr,1984,3802393882.97872
bhr,1985,3216223404.25532
bhr,1986,2628191489.3617
bhr,1987,2884308510.6383
bhr,1988,3041755319.14894
bhr,1989,3438031914.89362
bhr,1990,3343617021.2766
bhr,1991,5107180851.06383
bhr,1992,5338297872.34043
bhr,1993,5036702127.65957
bhr,1994,5166223404.25532
bhr,1995,5175797872.34043
bhr,1996,5387234042.55319
bhr,1997,5741489361.70213
bhr,1998,6139361702.12766
bhr,1999,5567553191.48936
bhr,2000,7019015957.44681
bhr,2001,7163430851.06383
bhr,2002,8261595744.68085
bhr,2003,9299015957.44681
bhr,2004,10983936170.2128
bhr,2005,12858882978.7234
bhr,2006,14401595744.6809
bhr,2007,17041994680.8511
bhr,2008,20755824468.08509
bhr,2009,18587420212.766
bhr,2010,20930026595.7447
bhr,2011,21673962765.9574
bhr,2012,25089494680.8511
bhr,2013,26768031914.8936
bhr,2014,27867473404.25529
bhr,2015,27547180851.0638
bhr,2016,29404388297.8723
bhr,2017,32468218085.1064
bhr,2018,34743643617.0213
bhr,2019,34117047872.3404
bhs,1977,595300000
bhs,1978,706300000
bhs,1979,1041000000
bhs,1980,1235100000
bhs,1981,1355000100
bhs,1982,1479900000
bhs,1983,1584600000
bhs,1984,1933300000
bhs,1985,2192600000
bhs,1986,2326300000
bhs,1987,2564200000
bhs,1989,3294310000
bhs,1990,3327450000
bhs,1991,3405010000
bhs,1992,3301810000
bhs,1993,3181490000
bhs,1994,3456540000
bhs,1995,3758400000
bhs,1996,4130630000
bhs,1997,6235500000
bhs,1998,6981500000
bhs,1999,7372500000
bhs,2000,7812400000
bhs,2001,8073400000
bhs,2002,8036400000
bhs,2003,8151800000
bhs,2004,8303600000
bhs,2005,9493700000
bhs,2006,10704800000
bhs,2007,10727000000
bhs,2008,10725500000
bhs,2009,10113500000
bhs,2010,10316400000
bhs,2011,10766500000
bhs,2012,11577700000
bhs,2013,11127500000
bhs,2014,11981300000
bhs,2015,11857800000
bhs,2016,12122300000
bhs,2017,13251500000
bhs,2018,13384700000
bhs,2019,13331400000
bhs,2020,10244200000
bih,2000,8640461728.84143
bih,2001,9018180980.3256
bih,2002,10218346587.0702
bih,2003,12771184672.5325
bih,2004,14821639663.1621
bih,2005,16067778933.8767
bih,2006,17347504697.5299
bih,2007,21603920336.0244
bih,2008,26564391968.3976
bih,2009,23167267466.3861
bih,2010,21745668788.5245
bih,2011,23962110954.31829
bih,2012,22489222920.6584
bih,2013,23208049645.5551
bih,2014,23810091783.5174
bih,2015,20130836543.968
bih,2016,20646797799.0416
bih,2017,22001180477.142
bih,2018,24029885354.391
bih,2019,23866389092.11029
bih,2020,23428346149.365
blr,1990,21140000000
blr,1991,18000000000
blr,1992,16666666666.6667
blr,1993,18842975206.6116
blr,1994,16848774756.6297
blr,1995,14585779066.8232
blr,1996,15358230769.2308
blr,1997,14724464643.3523
blr,1998,15895334720.777
blr,1999,12363497061.714
blr,2000,12964566247.8175
blr,2001,12717805755.3957
blr,2002,14987912897.8224
blr,2003,18445343734.7635
blr,2004,23837962962.963
blr,2005,30580222841.2256
blr,2006,38013799533.7995
blr,2007,47281453867.6608
blr,2008,64484550561.7978
blr,2009,55541031149.3018
blr,2010,64273917421.9537
blr,2011,61369628140.7035
blr,2012,63525764663.548
blr,2013,78159527027.02699
blr,2014,79934956964.0063
blr,2015,54667267361.5472
blr,2016,46119420989.1435
blr,2017,53708223360.7618
blr,2018,58453425598.7436
blr,2019,64381728654.7471
blr,2020,57029840957.534
blz,1980,173225127.52352
blz,1981,184687285.39371
blz,1982,169348468.47492
blz,1983,171144732.69093
blz,1984,181558264.59232
blz,1985,187493378.48734
blz,1986,186331028.25978
blz,1987,222946843.09242
blz,1988,263939712.8722
blz,1989,323512274.71908
blz,1990,324759547.37401
blz,1991,373800000
blz,1992,575080950
blz,1993,624074750
blz,1994,620280850
blz,1995,668869150
blz,1996,699747800
blz,1997,724298750
blz,1998,763685950
blz,1999,860188600
blz,2000,987708350
blz,2001,1009882550
blz,2002,1084235350
blz,2003,1112958650
blz,2004,1147292550
blz,2005,1190411800
blz,2006,1211998950
blz,2007,1294877200
blz,2008,1445622050
blz,2009,1399780600
blz,2010,1376621450
blz,2011,1512172000
blz,2012,1523700350
blz,2013,1650732600
blz,2014,1735990100
blz,2015,1839752700
blz,2016,1979622100
blz,2017,1916055650
blz,2018,1946323650
blz,2019,1953157850
blz,2020,1769001272.26522
bmu,2010,4954339000
bmu,2011,4805010000
bmu,2012,4712275000
bmu,2013,4722829000
bmu,2014,4741651000
bmu,2015,4861152000
bmu,2016,5088853000
bmu,2017,5326429000
bmu,2018,5337329000
bmu,2019,5582003000
bmu,2020,4949700000
bol,1970,1014730639.73064
bol,1971,1128451178.45118
bol,1972,1294170740.88003
bol,1973,1270664667.66617
bol,1974,1921839080.45977
bol,1975,2555672163.91804
bol,1976,2792453773.11344
bol,1977,3320089955.02249
bol,1978,4040579710.14493
bol,1979,4563771546.75959
bol,1980,4445350734.09462
bol,1981,5872756933.11582
bol,1982,5603097779.51888
bol,1983,5189310538.35859
bol,1984,6303114566.4257
bol,1985,5581234418.64059
bol,1986,4132932527.2118
bol,1987,4537601284.76531
bol,1988,4798593760.63721
bol,1989,4747021934.25667
bol,1990,4923526074.41728
bol,1991,5636421270.17818
bol,1992,6152935008.33226
bol,1993,6268322196.4315
bol,1994,6312260577.85954
bol,1995,7026480636.62688
bol,1996,7744072833.32676
bol,1997,8579419332.737
bol,1998,9592351681.45769
bol,1999,9147258791.5491
bol,2000,9157779574.67454
bol,2001,8571698073.22647
bol,2002,8386245327.75453
bol,2003,8144305541.04867
bol,2004,8351228074.59677
bol,2005,9219219821.22711
bol,2006,10420561935.194
bol,2007,12132311875.8916
bol,2008,15516110827.1279
bol,2009,16851320797.7208
bol,2010,18301021135.2915
bol,2011,22596419778.002
bol,2012,24542987843.7048
bol,2013,28527272503.6179
bol,2014,32560075253.2561
bol,2015,35044973950.7959
bol,2016,36461262952.2431
bol,2017,40095374819.1028
bol,2018,42355360926.1939
bol,2019,43538298697.5398
bol,2020,38378586107.0912
bra,1960,15174402198.9132
bra,1961,15246004762.2081
bra,1962,20189362805.6987
bra,1963,23038637394.8545
bra,1964,21061752961.1038
bra,1965,21315047824.5444
bra,1966,26837266079.75249
bra,1967,30591833640.89709
bra,1968,34082476626.42789
bra,1969,37433916372.4014
bra,1970,42505510195.524
bra,1971,50053072540.5315
bra,1972,59466790031.2971
bra,1973,80254117599.5042
bra,1974,111308134180.48801
bra,1975,128616937413.036
bra,1976,156337566438.181
bra,1977,177343497129.785
bra,1978,203188046260.00696
bra,1979,229585111842.19296
bra,1980,240319952743.57599
bra,1981,264560247650.45001
bra,1982,283554930548.67999
bra,1983,198397804271.18497
bra,1984,197270082161.866
bra,1985,211455344730.86496
bra,1986,261535638385.944
bra,1987,284475570020.862
bra,1988,313231009806.36902
bra,1989,334992018050.79901
bra,1990,385885031324.36401
bra,1991,339994829444.51599
bra,1992,320038203143.15894
bra,1993,363113035267.08899
bra,1994,523523738167.58698
bra,1995,784156151969.72705
bra,1996,868924671581.98706
bra,1997,906248515223.35388
bra,1998,884246464278.25403
bra,1999,610749664637.90002
bra,2000,670285339952.95203
bra,2001,572263384623.06299
bra,2002,505498598465.28302
bra,2003,545834333495.04401
bra,2004,646444668203.30396
bra,2005,861310578851.323
bra,2006,1077644003272.45996
bra,2007,1378075229944.51001
bra,2008,1699070196783.41992
bra,2009,1673718181228.42993
bra,2010,2231832302421.60938
bra,2011,2636284787685.33984
bra,2012,2498735565286.35986
bra,2013,2529731201843.56006
bra,2014,2521411866368.93994
bra,2015,1822995885110.3501
bra,2016,1788516310614.81006
bra,2017,2048694498122.17993
bra,2018,1909384907530.42969
bra,2019,1882428944043.36011
