geo,time,ne_gdi_ftot_zs
chl,1975,18.58029
chl,1976,14.05491
chl,1977,14.20208
chl,1978,15.78911
chl,1979,15.8462
chl,1980,17.72593
chl,1981,19.78469
chl,1982,14.72773
chl,1983,13.48471
chl,1984,15.62293
chl,1985,16.70842
chl,1986,17.12314
chl,1987,19.52749
chl,1988,20.68284
chl,1989,24.22497
chl,1990,23.97954
chl,1991,20.96092
chl,1992,23.7998
chl,1993,26.56336
chl,1994,24.91168
chl,1995,25.75048
chl,1996,26.94581
chl,1997,27.665
chl,1998,26.5083
chl,1999,21.36032
chl,2000,21.02764
chl,2001,21.63387
chl,2002,21.34575
chl,2003,21.20415
chl,2004,20.26897
chl,2005,22.15268
chl,2006,19.85708
chl,2007,20.72409
chl,2008,25.5445
chl,2009,22.4612
chl,2010,21.55482
chl,2011,23.1197
chl,2012,24.87574
chl,2013,24.80432
chl,2014,23.8525
chl,2015,23.7753
chl,2016,22.7352
chl,2017,21.0189
chl,2018,21.47074
chl,2019,22.90936
chl,2020,20.89719
chn,1960,32.64634
chn,1961,18.99126
chn,1962,15.47919
chn,1963,17.75642
chn,1964,20.26553
chn,1965,20.64238
chn,1966,21.82418
chn,1967,18.17761
chn,1968,17.36701
chn,1969,20.98264
chn,1970,24.14026
chn,1971,24.84626
chn,1972,24.6271
chn,1973,24.28466
chn,1974,26.55768
chn,1975,29.04789
chn,1976,29.0372
chn,1977,28.12511
chn,1978,29.34003
chn,1979,28.35144
chn,1980,28.56061
chn,1981,27.25771
chn,1982,28.23942
chn,1983,28.17727
chn,1984,29.32105
chn,1985,30.43124
chn,1986,30.95956
chn,1987,30.55844
chn,1988,31.05282
chn,1989,25.60607
chn,1990,23.98875
chn,1991,25.7038
chn,1992,30.34732
chn,1993,37.09223
chn,1994,34.44062
chn,1995,32.34097
chn,1996,31.642
chn,1997,31.0031
chn,1998,32.88259
chn,1999,32.53713
chn,2000,32.57742
chn,2001,33.45353
chn,2002,35.05837
chn,2003,38.25769
chn,2004,39.52966
chn,2005,39.42582
chn,2006,38.72549
chn,2007,37.89247
chn,2008,39.06118
chn,2009,43.81157
chn,2010,43.9293
chn,2011,43.86136
chn,2012,44.24983
chn,2013,44.51877
chn,2014,43.85609
chn,2015,42.09433
chn,2016,41.55236
chn,2017,41.86119
chn,2018,42.84303
chn,2019,42.82258
chn,2020,42.88273
civ,1965,21.29548
civ,1966,19.63434
civ,1967,19.18168
civ,1968,17.33922
civ,1969,17.32128
civ,1970,20.65623
civ,1971,20.9766
civ,1972,20.21025
civ,1973,21.8029
civ,1974,19.43166
civ,1975,22.03715
civ,1976,22.1903
civ,1977,25.8316
civ,1978,29.66121
civ,1979,27.10165
civ,1980,24.35462
civ,1981,24.36938
civ,1982,21.66412
civ,1983,17.72201
civ,1984,12.96538
civ,1985,11.77109
civ,1986,11.81748
civ,1987,11.7697
civ,1988,11.48485
civ,1989,10.31752
civ,1990,8.50214
civ,1991,8.5742
civ,1992,8.50242
civ,1993,9.34546
civ,1994,11.54921
civ,1995,13.68612
civ,1996,19.19351
civ,1997,18.02766
civ,1998,18.20579
civ,1999,19.26633
civ,2000,16.36207
civ,2001,15.34077
civ,2002,15.45886
civ,2003,12.84385
civ,2004,13.49333
civ,2005,13.73747
civ,2006,14.24364
civ,2007,16.69715
civ,2008,16.11778
civ,2009,16.10816
civ,2010,20.70317
civ,2011,17.84706
civ,2012,17.11227
civ,2013,20.7312
civ,2014,22.47607
civ,2015,23.65876
civ,2016,21.52208
civ,2017,20.12193
civ,2018,19.76138
civ,2019,21.10748
civ,2020,22.43697
cmr,1975,16.38086
cmr,1976,17.15523
cmr,1977,39.67626
cmr,1978,45.115
cmr,1979,40.60043
cmr,1980,20.02553
cmr,1981,24.57137
cmr,1982,20.59378
cmr,1983,21.11154
cmr,1984,19.38028
cmr,1985,17.18997
cmr,1986,24.79572
cmr,1987,24.53658
cmr,1988,20.78481
cmr,1989,18.16655
cmr,1990,17.33476
cmr,1991,16.64571
cmr,1992,14.30539
cmr,1993,14.78107
cmr,1994,17.17194
cmr,1995,17.33357
cmr,1996,17.51499
cmr,1997,18.16001
cmr,1998,18.56513
cmr,1999,17.50945
cmr,2000,17.49022
cmr,2001,19.23159
cmr,2002,19.5149
cmr,2003,18.36332
cmr,2004,18.89102
cmr,2005,18.58028
cmr,2006,17.85568
cmr,2007,18.58305
cmr,2008,19.89581
cmr,2009,18.59924
cmr,2010,18.52584
cmr,2011,18.93489
cmr,2012,18.19666
cmr,2013,18.39354
cmr,2014,19.43691
cmr,2015,18.61178
cmr,2016,19.45761
cmr,2017,19.29614
cmr,2018,19.55004
cmr,2019,19.08851
cmr,2020,17.84801
cod,1991,0
cod,1994,7.54464
cod,1995,9.65361
cod,1996,27.09571
cod,1997,2.5
cod,1998,2.1
cod,1999,3.06901
cod,2000,14.41831
cod,2001,6.66279
cod,2002,7.42893
cod,2003,9.42478
cod,2004,12.14211
cod,2005,11.67611
cod,2006,14.58487
cod,2007,13.61244
cod,2008,10.74621
cod,2009,14.49307
cod,2010,28.72191
cod,2011,24.81535
cod,2012,14.24797
cod,2013,21.7392
cod,2014,23.11103
cod,2015,21.58564
cod,2016,19.93174
cod,2017,24.77374
cod,2018,20.57509
cod,2019,20.89468
cod,2020,24.27666
cog,1974,33.56991
cog,1975,37.40876
cog,1976,29.72823
cog,1977,26.01063
cog,1978,23.39889
cog,1979,25.96074
cog,1980,35.76582
cog,1981,48.16319
cog,1982,59.73239
cog,1983,38.43844
cog,1984,30.39124
cog,1985,30.2843
cog,1986,29.45063
cog,1987,19.72836
cog,1988,18.61912
cog,1989,14.50872
cog,1990,17.23097
cog,1991,19.65656
cog,1992,20.58217
cog,1993,28.94356
cog,1994,52.93884
cog,1995,34.30035
cog,1996,31.72094
cog,1997,21.59903
cog,1998,24.33675
cog,1999,26.58525
cog,2000,20.91167
cog,2001,26.26876
cog,2002,22.54295
cog,2003,25.48003
cog,2004,21.90547
cog,2005,23.42333
cog,2006,25.35508
cog,2007,58.68633
cog,2008,39.54562
cog,2009,52.82921
cog,2010,38.77981
cog,2011,33.86872
cog,2012,38.15148
cog,2013,47.06191
cog,2014,55.568
cog,2015,80.67549
cog,2016,81.02102
cog,2017,36.73261
cog,2018,24.90419
cog,2019,24.80114
cog,2020,27.67501
col,1960,18.98504
col,1961,19.24582
col,1962,18.82347
col,1963,17.27629
col,1964,16.87771
col,1965,13.33818
col,1966,14.97169
col,1967,15.43122
col,1968,16.7288
col,1969,17.45042
col,1970,18.01564
col,1971,17.51408
col,1972,16.07793
col,1973,15.79865
col,1974,16.39132
col,1975,15.3364
col,1976,15.88874
col,1977,14.53028
col,1978,15.38197
col,1979,15.42079
col,1980,16.77468
col,1981,17.65447
col,1982,17.46251
col,1983,17.18479
col,1984,16.96991
col,1985,17.52893
col,1986,17.73898
col,1987,17.42026
col,1988,19.50061
col,1989,18.07052
col,1990,19.05249
col,1991,17.51472
col,1992,19.10498
col,1993,22.85074
col,1994,23.2883
col,1995,22.39616
col,1996,21.59582
col,1997,20.20562
col,1998,18.93646
col,1999,13.24785
col,2000,14.12931
col,2001,15.39953
col,2002,16.7253
col,2003,18.10975
col,2004,18.83176
col,2005,20.95615
col,2006,22.57759
col,2007,24.07738
col,2008,21.91378
col,2009,22.64671
col,2010,22.04297
col,2011,21.91583
col,2012,21.12521
col,2013,21.3384
col,2014,22.67051
col,2015,23.37478
col,2016,22.12966
col,2017,21.72279
col,2018,21.22787
col,2019,21.39798
col,2020,18.82361
com,1980,17.11631
com,1981,17.11648
com,1982,17.11646
com,1983,17.11639
com,1984,17.11642
com,1985,17.11647
com,1986,17.11649
com,1987,17.1165
com,1988,17.11652
com,1989,17.11651
com,1990,17.11641
com,1991,17.1165
com,1992,17.11647
com,1993,17.11647
com,1994,17.11647
com,1995,17.11642
com,1996,17.11649
com,1997,17.11643
com,1998,17.11641
com,1999,17.11641
com,2000,17.11643
com,2001,17.11647
com,2002,17.11644
com,2003,17.11645
com,2004,17.11646
com,2005,17.11644
com,2006,17.11646
com,2007,16.01074
com,2008,18.6945
com,2009,16.64412
com,2010,17.86245
com,2011,16.72723
com,2012,16.69606
com,2013,16.21638
com,2014,15.2375
com,2015,13.49633
com,2016,12.47559
com,2017,13.32326
com,2018,14.75946
com,2019,12.6546
com,2020,12.58835
cpv,2007,44.22577
cpv,2008,42.52847
cpv,2009,38.51714
cpv,2010,45.19421
cpv,2011,46.73224
cpv,2012,35.14732
cpv,2013,30.14304
cpv,2014,34.52374
cri,1960,16.09509
cri,1961,17.21571
cri,1962,18.54013
cri,1963,18.23629
cri,1964,16.37658
cri,1965,18.57197
cri,1966,17.16025
cri,1967,17.9978
cri,1968,17.206
cri,1969,18.09807
cri,1970,19.46203
cri,1971,22.11714
cri,1972,21.91144
cri,1973,22.15618
cri,1974,24.02294
cri,1975,21.98684
cri,1976,23.43826
cri,1977,22.36477
cri,1978,23.02584
cri,1979,26.16758
cri,1980,23.89658
cri,1981,24.05753
cri,1982,20.31535
cri,1983,17.99457
cri,1984,20.04688
cri,1985,19.32086
cri,1986,18.66462
cri,1987,19.79138
cri,1988,18.93131
cri,1989,20.47939
cri,1990,22.39097
cri,1991,17.0051
cri,1992,19.37131
cri,1993,20.39289
cri,1994,19.98614
cri,1995,19.79152
cri,1996,17.95232
cri,1997,19.26964
cri,1998,22.11805
cri,1999,21.08701
cri,2000,19.68958
cri,2001,19.83482
cri,2002,19.784
cri,2003,19.79018
cri,2004,19.87816
cri,2005,19.9518
cri,2006,20.29307
cri,2007,22.365
cri,2008,23.74497
cri,2009,21.00356
cri,2010,19.45641
cri,2011,19.43252
cri,2012,20.02886
cri,2013,19.81561
cri,2014,19.83995
cri,2015,18.98893
cri,2016,18.82454
cri,2017,18.17776
cri,2018,18.20287
cri,2019,16.59465
cri,2020,17.33529
cub,1970,25.42308
cub,1971,25.42728
cub,1972,25.42954
cub,1973,25.42592
cub,1974,25.42003
cub,1975,25.41261
cub,1976,25.44827
cub,1977,25.44086
cub,1978,25.40782
cub,1979,25.3906
cub,1980,25.37551
cub,1981,25.62657
cub,1982,25.40382
cub,1983,25.24261
cub,1984,25.30447
cub,1985,25.30008
cub,1986,26.88184
cub,1987,24.29011
cub,1988,24.43655
cub,1989,25.61376
cub,1990,24.5159
cub,1991,22.62295
cub,1992,15.6086
cub,1993,13.6818
cub,1994,8.19395
cub,1995,7.75402
cub,1996,11.66789
cub,1997,11.74411
cub,1998,12.13071
cub,1999,11.60248
cub,2000,11.87683
cub,2001,10.78611
cub,2002,9.15169
cub,2003,8.20279
cub,2004,8.47447
cub,2005,8.96144
cub,2006,10.40142
cub,2007,9.68843
cub,2008,10.827
cub,2009,8.6759
cub,2010,8.64631
cub,2011,7.71126
cub,2012,7.76172
cub,2013,8.24389
cub,2014,7.30386
cub,2015,8.64311
cub,2016,8.81143
cub,2017,9.87496
cub,2018,11.44728
cub,2019,11.21166
cub,2020,9.81444
cyp,1975,19.64981
cyp,1976,21.05421
cyp,1977,29.4493
cyp,1978,33.64265
cyp,1979,34.85233
cyp,1980,34.19703
cyp,1981,31.49543
cyp,1982,29.72973
cyp,1983,27.79977
cyp,1984,30.84343
cyp,1985,27.18931
cyp,1986,23.98651
cyp,1987,23.47489
cyp,1988,24.59041
cyp,1989,27.53334
cyp,1990,24.60774
cyp,1991,24.30927
cyp,1992,25.6502
cyp,1993,22.63413
cyp,1994,20.58509
cyp,1995,25.20228
cyp,1996,24.06902
cyp,1997,24.55466
cyp,1998,19.68162
cyp,1999,21.33787
cyp,2000,20.08392
cyp,2001,19.02242
cyp,2002,20.94726
cyp,2003,20.28626
cyp,2004,20.64566
cyp,2005,21.52649
cyp,2006,25.07775
cyp,2007,25.54801
cyp,2008,27.18297
cyp,2009,23.4393
cyp,2010,22.45221
cyp,2011,19.03631
cyp,2012,15.5052
cyp,2013,14.11506
cyp,2014,13.34453
cyp,2015,12.8762
cyp,2016,18.11503
cyp,2017,20.86376
cyp,2018,18.83563
cyp,2019,18.81694
cyp,2020,19.99378
cze,1990,24.88367
cze,1991,23.69569
cze,1992,27.45888
cze,1993,27.92321
cze,1994,29.42177
cze,1995,33.79177
cze,1996,34.42992
cze,1997,32.59083
cze,1998,31.02497
cze,1999,30.06712
cze,2000,31.19312
cze,2001,31.10907
cze,2002,29.76891
cze,2003,29.3909
cze,2004,28.76965
cze,2005,28.78846
cze,2006,28.44369
cze,2007,29.93323
cze,2008,29.2484
cze,2009,27.61481
cze,2010,27.14882
cze,2011,26.75486
cze,2012,26.15537
cze,2013,25.35988
cze,2014,25.40362
cze,2015,26.53805
cze,2016,24.94264
cze,2017,24.91628
cze,2018,26.30521
cze,2019,27.07302
cze,2020,26.17476
deu,1970,29.3126
deu,1971,30.00997
deu,1972,29.34761
deu,1973,27.7446
deu,1974,24.97943
deu,1975,23.68386
deu,1976,23.50483
deu,1977,23.78907
deu,1978,24.33456
deu,1979,25.24893
deu,1980,25.94872
deu,1981,24.78176
deu,1982,23.38136
deu,1983,23.61244
deu,1984,23.15431
deu,1985,22.64358
deu,1986,22.52081
deu,1987,22.67754
deu,1988,22.93053
deu,1989,23.6112
deu,1990,24.42268
deu,1991,24.89097
deu,1992,25.20117
deu,1993,24.05622
deu,1994,24.1414
deu,1995,23.53904
deu,1996,23.0273
deu,1997,22.65064
deu,1998,22.79822
deu,1999,23.03868
deu,2000,23.11433
deu,2001,21.7782
deu,2002,20.12179
deu,2003,19.52333
deu,2004,19.09101
deu,2005,19.0767
deu,2006,19.8029
deu,2007,20.05653
deu,2008,20.30297
deu,2009,19.26754
deu,2010,19.54251
deu,2011,20.37085
deu,2012,20.32109
deu,2013,19.90147
deu,2014,20.04027
deu,2015,20.01983
deu,2016,20.2983
deu,2017,20.41149
deu,2018,21.0572
deu,2019,21.36894
deu,2020,21.8517
dji,2013,25.04562
dji,2014,28.11647
dji,2015,30.26227
dji,2016,27.73805
dji,2017,26.21773
dji,2018,27.79946
dji,2019,32.08878
dji,2020,17.1702
dnk,1966,24.56169
dnk,1967,24.71644
dnk,1968,24.05775
dnk,1969,25.30173
dnk,1970,25.2325
dnk,1971,24.68517
dnk,1972,25.81882
dnk,1973,25.7023
dnk,1974,24.83337
dnk,1975,22.32777
dnk,1976,24.19394
dnk,1977,23.43631
dnk,1978,23.00023
dnk,1979,22.33583
dnk,1980,20.45269
dnk,1981,17.22149
dnk,1982,17.88183
dnk,1983,18.12786
dnk,1984,19.0103
dnk,1985,20.66834
dnk,1986,22.58433
dnk,1987,22.3788
dnk,1988,20.84509
dnk,1989,20.76821
dnk,1990,20.41649
dnk,1991,19.57569
dnk,1992,18.68484
dnk,1993,18.05921
dnk,1994,18.30104
dnk,1995,19.47485
dnk,1996,19.60491
dnk,1997,20.81507
dnk,1998,21.56618
dnk,1999,20.91996
dnk,2000,21.50761
dnk,2001,21.30338
dnk,2002,20.63893
dnk,2003,20.6994
dnk,2004,20.6627
dnk,2005,21.17338
dnk,2006,23.27272
dnk,2007,23.5134
dnk,2008,22.94394
dnk,2009,20.1689
dnk,2010,18.11369
dnk,2011,18.15823
dnk,2012,18.7777
dnk,2013,19.05239
dnk,2014,19.16366
dnk,2015,19.85063
dnk,2016,21.02477
dnk,2017,21.22571
dnk,2018,21.7273
dnk,2019,21.3015
dnk,2020,22.36533
dom,1960,11.25818
dom,1961,8.4085
dom,1962,11.07875
dom,1963,14.14754
dom,1964,16.70242
dom,1965,10.03265
dom,1966,14.35105
dom,1967,14.84345
dom,1968,15.84654
dom,1969,15.60341
dom,1970,16.55624
dom,1971,17.62562
dom,1972,21.4676
dom,1973,21.23021
dom,1974,21.99815
dom,1975,22.3031
dom,1976,19.74637
dom,1977,20.47564
dom,1978,21.79461
dom,1979,24.27302
dom,1980,23.42005
dom,1981,21.89438
dom,1982,18.03711
dom,1983,19.0855
dom,1984,17.58923
dom,1985,17.08343
dom,1986,19.28353
dom,1987,22.5546
dom,1988,22.93095
dom,1989,25.47552
dom,1990,23.06135
dom,1991,14.54053
dom,1992,16.01533
dom,1993,16.96018
dom,1994,17.97938
dom,1995,17.88776
dom,1996,19.1902
dom,1997,20.14012
dom,1998,25.28227
dom,1999,23.15008
dom,2000,25.04436
dom,2001,23.57826
dom,2002,24.75225
dom,2003,20.05372
dom,2004,20.43936
dom,2005,22.61262
dom,2006,25.88014
dom,2007,27.03743
dom,2008,28.11153
dom,2009,23.16172
dom,2010,25.1969
dom,2011,24.74107
dom,2012,24.08005
dom,2013,22.31368
dom,2014,22.78037
dom,2015,23.25577
dom,2016,22.94515
dom,2017,23.73026
dom,2018,25.78096
dom,2019,26.77386
dom,2020,27.34567
dza,1969,29.49808
dza,1970,34.15027
dza,1971,33.27672
dza,1972,32.3235
dza,1973,35.93698
dza,1974,30.78195
dza,1975,39.05964
dza,1976,42.53746
dza,1977,44.15504
dza,1978,48.58504
dza,1979,39.34522
dza,1980,33.78461
dza,1981,32.91536
dza,1982,34.44123
dza,1983,34.36029
dza,1984,33.48281
dza,1985,32.44078
dza,1986,34.45743
dza,1987,29.68798
dza,1988,26.23748
dza,1989,27.12025
dza,1990,26.97013
dza,1991,25.86146
dza,1992,27.07499
dza,1993,27.00686
dza,1994,28.40094
dza,1995,29.13694
dza,1996,24.87938
dza,1997,22.95159
dza,1998,25.7481
dza,1999,24.39008
dza,2000,20.67724
dza,2001,22.83977
dza,2002,24.57141
dza,2003,24.08773
dza,2004,24.01813
dza,2005,22.37032
dza,2006,23.16564
dza,2007,26.32475
dza,2008,29.23243
dza,2009,38.23645
dza,2010,36.28319
dza,2011,31.67082
dza,2012,30.79911
dza,2013,34.18382
dza,2014,36.81533
dza,2015,42.25688
dza,2016,43.07444
dza,2017,40.78134
dza,2018,40.2641
dza,2019,38.55708
dza,2020,41.01818
ecu,1960,11.99899
ecu,1961,12.1729
ecu,1962,10.90931
ecu,1963,10.97966
ecu,1964,10.75041
ecu,1965,10.66346
ecu,1966,11.2735
ecu,1967,13.40134
ecu,1968,14.89122
ecu,1969,14.23575
ecu,1970,15.74747
ecu,1971,18.61056
ecu,1972,19.87929
ecu,1973,23.52964
ecu,1974,14.64527
ecu,1975,18.5139
ecu,1976,18.92343
ecu,1977,19.78252
ecu,1978,21.92301
ecu,1979,20.15705
ecu,1980,18.8558
ecu,1981,19.05248
ecu,1982,20.23715
ecu,1983,15.61817
ecu,1984,15.99
ecu,1985,16.78676
ecu,1986,19.30169
ecu,1987,21.7882
ecu,1988,20.60045
ecu,1989,20.61572
ecu,1990,18.30659
ecu,1991,18.30399
ecu,1992,17.61625
ecu,1993,18.36349
ecu,1994,17.82089
ecu,1995,17.33278
ecu,1996,16.75348
ecu,1997,17.06703
ecu,1998,18.89616
ecu,1999,16.65744
ecu,2000,19.01478
ecu,2001,19.05148
ecu,2002,20.6894
ecu,2003,19.24185
ecu,2004,19.70155
ecu,2005,20.42242
ecu,2006,20.85317
ecu,2007,20.76928
ecu,2008,22.37358
ecu,2009,22.80512
ecu,2010,24.62483
ecu,2011,25.82196
ecu,2012,26.96385
ecu,2013,27.55362
ecu,2014,27.21442
ecu,2015,26.57907
ecu,2016,25.09642
ecu,2017,25.4049
ecu,2018,25.58309
ecu,2019,24.88993
ecu,2020,23.53309
egy,1960,11.52376
egy,1961,14.18349
egy,1962,15.13202
egy,1963,16.20434
egy,1964,17.87546
egy,1965,15.81991
egy,1966,15.43369
egy,1967,14.15496
egy,1968,11.50847
egy,1969,12.36547
egy,1970,10.95702
egy,1971,10.53115
egy,1972,10.14706
egy,1973,11.5962
egy,1974,15.31102
egy,1975,23.84389
egy,1976,21.62843
egy,1977,22.39126
egy,1978,26.99953
egy,1979,29.38705
egy,1980,24.62266
egy,1981,32.09875
egy,1982,27.38689
egy,1983,31.48835
egy,1984,29.28861
egy,1985,28.78847
egy,1986,29.75283
egy,1987,28.58874
egy,1988,34.12711
egy,1989,31.16597
egy,1990,27.29875
egy,1991,27.06604
egy,1992,23.29497
egy,1993,21.09034
egy,1994,22.8656
egy,1995,22.55941
egy,1996,23.9269
egy,1997,25.75434
egy,1998,21.34607
egy,1999,20.81401
egy,2000,18.94996
egy,2001,17.72562
egy,2002,17.81776
egy,2003,16.31212
egy,2004,16.39316
egy,2005,17.91205
egy,2006,18.7374
egy,2007,20.85686
egy,2008,22.28193
egy,2009,20.6921
egy,2010,19.21326
egy,2011,16.70676
egy,2012,14.69327
egy,2013,12.98711
egy,2014,12.4456
egy,2015,13.65479
egy,2016,14.46958
egy,2017,14.82133
egy,2018,16.25051
egy,2019,17.99666
egy,2020,13.6567
eri,1992,7.81086
eri,1993,16.99501
eri,1994,25.1374
eri,1995,22.5367
eri,1996,27.58926
eri,1997,31.28073
eri,1998,32.28686
eri,1999,45.51418
eri,2000,21.99676
eri,2001,35.26062
eri,2002,29.54893
eri,2003,26.54396
eri,2004,20.26292
eri,2005,20.33944
eri,2006,13.68112
eri,2007,12.67358
eri,2008,12.71354
eri,2009,9.2638
eri,2010,12.3854
eri,2011,12.62632
esp,1970,26.89113
esp,1971,24.58969
esp,1972,25.74784
esp,1973,27.27435
esp,1974,28.86325
esp,1975,27.26321
esp,1976,25.71267
esp,1977,24.68312
esp,1978,23.37276
esp,1979,22.25806
esp,1980,22.76523
esp,1981,22.64417
esp,1982,22.41541
esp,1983,21.80286
esp,1984,19.98237
esp,1985,20.52047
esp,1986,21.06546
esp,1987,22.2982
esp,1988,24.11948
esp,1989,25.50276
esp,1990,25.75307
esp,1991,25.01845
esp,1992,23.03059
esp,1993,21.17268
esp,1994,21.02188
esp,1995,21.89679
esp,1996,21.68691
esp,1997,22.13135
esp,1998,23.27673
esp,1999,24.73163
esp,2000,25.94084
esp,2001,25.87729
esp,2002,26.15576
esp,2003,27.09862
esp,2004,27.80762
esp,2005,29.01159
esp,2006,30.02731
esp,2007,29.86224
esp,2008,27.83647
esp,2009,23.11322
esp,2010,21.78895
esp,2011,20.02175
esp,2012,18.52761
esp,2013,17.37054
esp,2014,17.77974
esp,2015,18.01446
esp,2016,17.96021
esp,2017,18.67098
esp,2018,19.44685
esp,2019,20.08133
esp,2020,20.28606
est,1995,26.50461
est,1996,27.03014
est,1997,28.59618
est,1998,31.3368
est,1999,25.90499
est,2000,26.6872
est,2001,27.43089
est,2002,30.56171
est,2003,32.75952
est,2004,31.7215
est,2005,32.86273
est,2006,36.80029
est,2007,36.39241
est,2008,31.13062
est,2009,22.67825
est,2010,21.23422
est,2011,26.45773
est,2012,28.71008
est,2013,27.90031
est,2014,25.74393
est,2015,24.49419
est,2016,24.43051
est,2017,25.91824
est,2018,24.69508
est,2019,25.42746
est,2020,30.68108
eth,2011,32.10767
eth,2012,37.09796
eth,2013,34.08112
eth,2014,37.99373
eth,2015,40.67127
eth,2016,37.34877
eth,2017,38.44399
eth,2018,34.72882
eth,2019,35.26398
eth,2020,30.75215
fin,1970,27.91214
fin,1971,29.22514
fin,1972,29.68246
fin,1973,30.6496
fin,1974,31.78469
fin,1975,33.47664
fin,1976,29.90843
fin,1977,29.19418
fin,1978,25.89054
fin,1979,25.21613
fin,1980,27.31973
fin,1981,27.12323
fin,1982,27.4163
fin,1983,27.7936
fin,1984,26.32248
fin,1985,26.65293
fin,1986,26.1337
fin,1987,26.91831
fin,1988,28.17408
fin,1989,30.55733
fin,1990,29.67931
fin,1991,25.87487
fin,1992,22.22642
fin,1993,19.1499
fin,1994,18.65255
fin,1995,19.27873
fin,1996,20.50292
fin,1997,21.36147
fin,1998,22.20977
fin,1999,22.44398
fin,2000,23.05742
fin,2001,22.87524
fin,2002,21.60204
fin,2003,21.78334
fin,2004,22.25778
fin,2005,22.91802
fin,2006,22.76384
fin,2007,24.1955
fin,2008,24.49386
fin,2009,22.95499
fin,2010,22.29634
fin,2011,22.61639
fin,2012,23.07784
fin,2013,22.00802
fin,2014,21.47204
fin,2015,21.22998
fin,2016,22.74478
fin,2017,23.34899
fin,2018,24.06454
fin,2019,23.81552
fin,2020,24.23104
fji,1980,25.39463
fji,1981,26.56174
fji,1982,23.5882
fji,1983,20.93854
fji,1984,17.0901
fji,1985,18.16682
fji,1986,14.73476
fji,1987,15.6924
fji,1988,12.06223
fji,1989,12.03469
fji,1990,12.51707
fji,1991,14.44378
fji,1992,11.45758
fji,1993,14.46652
fji,1994,11.98889
fji,1995,12.63272
fji,1996,16.52886
fji,1997,18.6423
fji,1998,26.78155
fji,1999,21.29464
fji,2000,15.42704
fji,2001,15.35619
fji,2002,19.25895
fji,2003,21.56517
fji,2004,18.60604
fji,2005,19.62819
fji,2006,17.13053
fji,2007,13.36202
fji,2008,20.86056
fji,2009,16.19731
fji,2010,15.88295
fji,2011,18.07698
fji,2012,14.9265
fji,2013,25.97339
fji,2014,16.60297
fji,2015,18.59275
fji,2016,18.63701
fji,2017,18.17089
fji,2018,17.15455
fji,2019,15.84706
fji,2020,16.26595
fra,1960,22.57548
fra,1961,23.91925
fra,1962,23.70225
fra,1963,24.54149
fra,1964,25.45544
fra,1965,25.83026
fra,1966,26.14517
fra,1967,26.56206
fra,1968,26.26864
fra,1969,25.99541
fra,1970,25.67503
fra,1971,25.89092
fra,1972,26.00791
fra,1973,26.25588
fra,1974,26.85189
fra,1975,25.42989
fra,1976,24.99596
fra,1977,24.1018
fra,1978,23.6579
fra,1979,23.5868
fra,1980,24.42814
fra,1981,23.91855
fra,1982,23.24515
fra,1983,21.94072
fra,1984,21.29443
fra,1985,21.18099
fra,1986,21.22623
fra,1987,21.85534
fra,1988,22.61928
fra,1989,23.16489
fra,1990,23.38265
fra,1991,23.17842
fra,1992,22.08088
fra,1993,20.70634
fra,1994,20.42366
fra,1995,20.07415
fra,1996,19.86008
fra,1997,19.51938
fra,1998,19.90109
fra,1999,20.80929
fra,2000,21.51435
fra,2001,21.51339
fra,2002,20.95339
fra,2003,21.03484
fra,2004,21.36461
fra,2005,21.79744
fra,2006,22.45071
fra,2007,23.18267
fra,2008,23.59605
fra,2009,22.0675
fra,2010,22.10542
fra,2011,22.42387
fra,2012,22.45811
fra,2013,22.04187
fra,2014,21.81973
fra,2015,21.49928
fra,2016,21.8153
fra,2017,22.49585
fra,2018,22.89263
fra,2019,23.47739
fra,2020,22.96475
fsm,1983,35.49296
gab,1970,30.39105
gab,1971,30.63748
gab,1972,47.46544
gab,1973,32.46431
gab,1974,42.05004
gab,1975,55.8391
gab,1976,60.56181
gab,1977,48.97131
gab,1978,41.54303
gab,1979,31.50791
gab,1980,26.67551
gab,1981,33.07289
gab,1982,32.34082
gab,1983,36.32284
gab,1984,31.3006
gab,1985,40.87304
gab,1986,46.10164
gab,1987,27.62851
gab,1988,37.93888
gab,1989,26.0277
gab,1990,21.44885
gab,1991,26.1186
gab,1992,22.06369
gab,1993,22.88939
gab,1994,21.0722
gab,1995,22.67695
gab,1996,23.46196
gab,1997,30.1502
gab,1998,38.4121
gab,1999,26.16858
gab,2000,21.90206
gab,2001,22.74519
gab,2002,25.10644
gab,2003,22.63881
gab,2004,21.49601
gab,2005,20.9815
gab,2006,23.16962
gab,2007,23.64493
gab,2008,25.02588
gab,2009,29.52852
gab,2010,31.40719
gab,2011,28.68022
gab,2012,27.73728
gab,2013,29.94538
gab,2014,35.69514
gab,2015,29.23096
gab,2016,26.98226
gab,2017,21.29647
gab,2018,19.25823
gab,2019,21.8988
gab,2020,19.89642
gbr,1970,23.46437
gbr,1971,23.53546
gbr,1972,23.10454
gbr,1973,24.68259
gbr,1974,26.1954
gbr,1975,25.47625
gbr,1976,25.13799
gbr,1977,23.85809
gbr,1978,23.46621
gbr,1979,23.60108
gbr,1980,22.76885
gbr,1981,20.63305
gbr,1982,20.6357
gbr,1983,20.47105
gbr,1984,21.68434
gbr,1985,21.69825
gbr,1986,21.52247
gbr,1987,22.36334
