geo,time,se_prm_nenr_fe
grc,1974,95.5177
grc,1975,96.08029
grc,1976,96.53888
grc,1977,96.06916
grc,1978,95.32508
grc,1979,94.10983
grc,1980,92.08873
grc,1981,93.80454
grc,1982,93.81826
grc,1983,94.70051
grc,1984,94.60031
grc,1985,94.44021
grc,1986,93.52119
grc,1987,91.10829
grc,1988,91.91613
grc,1989,91.30045
grc,1990,90.75441
grc,1991,90.53294
grc,1992,89.09158
grc,1993,87.31849
grc,1994,86.95302
grc,1995,89.6269
grc,1996,88.84115
grc,1997,89.91082
grc,1998,93.66773
grc,1999,94.80674
grc,2000,95.48793
grc,2001,94.41306
grc,2002,94.79961
grc,2003,95.18473
grc,2004,95.69192
grc,2005,94.85977
grc,2006,94.42389
grc,2007,94.53896
grc,2010,95.86262
grc,2011,96.08884
grc,2012,96.93929
grc,2013,96.83712
grc,2014,96.15159
grc,2015,97.09805
grc,2016,97.9252
grc,2017,98.45671
grd,1972,84.14351
grd,1977,97.63477
grd,1980,94.10824
grd,1981,90.68865
grd,1982,87.68407
grd,1983,87.88986
grd,1984,90.67041
grd,2005,93.08349
gtm,1970,42.23365
gtm,1971,43.20046
gtm,1972,43.93483
gtm,1974,45.4893
gtm,1975,46.36627
gtm,1978,48.62257
gtm,1981,53.59903
gtm,1982,51.52807
gtm,1983,54.53427
gtm,1997,67.43367
gtm,1999,76.32648
gtm,2000,79.59488
gtm,2001,80.22159
gtm,2002,82.68057
gtm,2004,87.61804
gtm,2005,89.37557
gtm,2006,91.07532
gtm,2007,92.37835
gtm,2008,92.9733
gtm,2009,96.04796
gtm,2010,95.36747
gtm,2011,92.97539
gtm,2012,90.05156
gtm,2013,87.49849
gtm,2014,85.60512
gtm,2015,85.24638
gtm,2016,84.57024
gtm,2017,85.59574
gtm,2018,87.03699
guy,1971,87.22309
guy,1972,88.33775
guy,1974,91.39207
guy,1976,87.5927
guy,1977,92.16822
guy,1979,89.32676
guy,1982,89.34636
guy,1991,91.24584
guy,1992,88.83853
guy,1993,87.52443
guy,1995,89.20844
guy,1996,87.83213
guy,2003,90.678
guy,2008,92.42376
guy,2009,87.11118
guy,2010,90.35653
hkg,1971,87.50555
hkg,1972,88.76435
hkg,1973,88.82329
hkg,1974,90.21617
hkg,1975,91.99724
hkg,1976,93.85934
hkg,1977,95.28625
hkg,1978,94.97205
hkg,1979,95.46696
hkg,1980,99.33509
hkg,1981,98.88392
hkg,1982,98.72351
hkg,1983,98.51133
hkg,1984,97.75575
hkg,1985,96.53091
hkg,1995,95.01585
hkg,1996,94.16782
hnd,1979,75.34568
hnd,1980,75.71297
hnd,1982,85.63146
hnd,1983,87.75465
hnd,1984,89.0043
hnd,1986,89.97715
hnd,1991,86.79371
hnd,1993,88.09414
hnd,2000,86.34144
hnd,2003,86.52539
hnd,2004,86.02025
hnd,2005,83.78781
hnd,2006,87.67662
hnd,2007,82.27979
hnd,2008,85.8893
hnd,2009,85.05423
hnd,2010,85.78627
hnd,2011,86.65916
hnd,2012,83.6711
hnd,2013,80.13631
hnd,2014,79.52522
hnd,2015,78.78149
hnd,2016,80.43124
hnd,2017,80.92844
hrv,1998,83.75056
hrv,1999,85.56233
hrv,2000,87.18583
hrv,2001,89.26959
hrv,2008,88.00199
hrv,2009,85.76269
hrv,2010,85.6045
hrv,2011,87.35711
hti,1981,37.31501
hti,1982,41.75019
hti,1983,46.5816
hti,1984,43.08697
hti,1985,47.45512
hti,1986,50.27726
hti,1987,42.63961
hti,1997,57.36856
hun,1996,77.3119
hun,1997,86.25359
hun,1998,86.41044
hun,1999,86.70612
hun,2000,87.47911
hun,2001,88.04041
hun,2002,88.33657
hun,2003,87.93972
hun,2004,87.93755
hun,2005,88.40706
hun,2006,89.81524
hun,2007,88.91933
hun,2008,90.47364
hun,2009,91.42381
hun,2010,91.68665
hun,2011,91.12286
hun,2012,90.39292
hun,2013,90.22841
hun,2014,90.54055
hun,2015,90.67436
hun,2016,90.82401
hun,2017,90.10324
idn,1971,64.97287
idn,1972,66.09758
idn,1974,63.63501
idn,1975,68.58822
idn,1976,71.81099
idn,1978,80.85473
idn,1981,85.4964
idn,1987,96.5612
idn,1989,96.20638
idn,1990,94.69707
idn,1991,93.84556
idn,1992,92.80349
idn,1993,91.71061
idn,1994,92.04318
idn,1995,91.711
idn,1996,91.25248
idn,1997,91.17466
idn,2001,91.27721
idn,2002,90.86566
idn,2003,89.80657
idn,2004,88.88332
idn,2005,87.51888
idn,2006,90.35039
idn,2007,91.99975
idn,2008,92.23255
idn,2009,92.68116
idn,2010,94.47534
idn,2011,95.58735
idn,2012,93.29728
idn,2013,90.99734
idn,2014,89.41192
idn,2016,90.33389
idn,2017,91.77869
idn,2018,90.9674
ind,1971,47.9378
ind,1990,65.57641
ind,2000,73.18593
ind,2001,73.51308
ind,2002,73.865
ind,2003,82.96788
ind,2007,90.92672
ind,2008,91.95885
ind,2009,92.31843
ind,2010,92.35823
ind,2011,92.04912
ind,2012,92.43548
ind,2013,93.02689
irl,1971,98.4323
irl,1972,97.47802
irl,1973,97.73443
irl,1974,96.59154
irl,1975,96.5388
irl,1976,96.39257
irl,1977,96.18351
irl,1978,96.26221
irl,1979,95.53647
irl,1980,94.41132
irl,1981,92.6679
irl,1982,90.53265
irl,1983,89.00605
irl,1986,87.90104
irl,1987,88.46551
irl,1988,89.36452
irl,1989,89.96046
irl,1990,90.40896
irl,1991,89.65726
irl,1992,88.60121
irl,1993,88.2076
irl,1994,88.29621
irl,1995,88.63355
irl,1996,89.54941
irl,1999,94.2584
irl,2001,94.27043
irl,2011,97.31237
irn,1984,74.43465
irn,1985,75.84309
irn,1986,77.71379
irn,1987,78.3658
irn,1988,80.23005
irn,1989,81.50243
irn,1990,86.91748
irn,1992,91.58669
irn,1997,89.40619
irn,1999,83.59534
irn,2000,84.52041
irn,2002,94.65108
irn,2003,93.88835
irn,2004,95.66397
irn,2005,93.66697
irn,2006,94.24863
irn,2007,94.74009
irn,2009,97.27738
irn,2010,96.26721
irn,2011,96.3948
irn,2012,97.51399
irq,1971,34.97415
irq,1972,36.45213
irq,1973,38.63533
irq,1974,41.14137
irq,1975,44.23178
irq,1976,51.15588
irq,1977,55.19624
irq,1978,58.82989
irq,1979,81.22215
irq,1980,88.0661
irq,1981,88.81897
irq,1983,84.58905
irq,1985,82.05387
irq,1986,82.82528
irq,1987,84.27801
irq,1988,86.30407
irq,1989,83.71721
irq,1993,74.17802
irq,1996,71.44136
irq,1999,83.37762
irq,2000,82.40181
irq,2004,86.77866
irq,2007,86.91796
isl,1994,97.32543
isl,1996,98.44095
isl,1997,98.86128
isl,1998,99.05044
isl,2003,97.19316
isl,2004,95.40354
isl,2005,95.59117
isl,2006,96.76469
isl,2007,98.35124
isl,2008,99.51226
isl,2010,99.52137
isl,2011,98.90912
isl,2012,98.35787
isl,2013,97.70874
isl,2014,97.6539
isl,2015,98.52406
isl,2016,99.37185
ita,1976,99.16588
ita,1979,99.54315
ita,1985,99.19013
ita,1996,97.85218
ita,1997,99.08162
ita,2013,97.58391
ita,2014,96.86586
ita,2015,96.35694
ita,2016,95.76382
ita,2017,95.36984
jam,1975,96.26805
jam,1976,93.67281
jam,1977,94.38466
jam,1979,98.10229
jam,1980,98.46277
jam,1981,97.67997
jam,1983,98.99577
jam,1984,97.77829
jam,1985,96.86706
jam,1986,97.00761
jam,1987,97.49165
jam,1988,95.03253
jam,1989,98.8042
jam,1990,97.65581
jam,1991,96.04081
jam,1993,91.73084
jam,1999,90.21696
jam,2000,91.46757
jam,2001,91.50813
jam,2002,91.44173
jam,2003,90.29403
jam,2004,91.99367
jam,2015,88.5697
jam,2016,84.4568
jam,2017,82.74604
jam,2018,81.26045
jor,1972,80.61804
jor,1973,86.26344
jor,1978,94.86776
jor,1979,95.13012
jor,1980,91.44087
jor,1981,90.05813
jor,1982,89.54815
jor,1983,87.63735
jor,1984,87.42596
jor,1985,89.42158
jor,1999,87.86538
jor,2000,88.42867
jor,2002,90.15669
jor,2003,91.72847
jor,2004,91.97269
jor,2005,90.79131
jor,2006,89.04175
jor,2007,86.07493
jor,2008,83.33206
jor,2010,79.98633
jor,2011,77.41865
jor,2012,74.35083
jor,2013,74.04019
jor,2016,76.24419
jor,2017,79.54806
jor,2018,80.17565
kaz,2000,87.21614
kaz,2002,91.27662
kaz,2006,89.70847
kaz,2007,89.03375
ken,1999,61.17905
ken,2000,64.41405
ken,2001,65.35426
ken,2002,59.61142
ken,2003,70.49688
ken,2004,68.90299
ken,2005,69.72363
ken,2006,69.1752
ken,2007,78.46248
ken,2008,75.20878
ken,2009,76.39434
ken,2012,81.68963
kgz,1996,90.45844
kgz,1999,86.56954
kgz,2000,85.59688
kgz,2001,85.77534
kgz,2002,85.59525
kgz,2003,84.72572
kgz,2004,89.74189
kgz,2005,87.13952
kgz,2006,88.07169
kgz,2007,86.9696
kgz,2008,86.94104
kgz,2009,86.50296
kgz,2010,86.74847
kgz,2011,86.75932
kgz,2012,88.83152
khm,1997,76.28283
khm,1998,78.27238
khm,1999,81.32934
khm,2000,87.05899
khm,2006,93.97854
khm,2007,93.97246
khm,2008,92.68506
khm,2010,92.67004
khm,2014,93.98912
khm,2015,96.56381
khm,2016,92.7302
khm,2017,90.32308
khm,2018,90.19264
kir,1985,98.8621
kir,1986,98.5166
kir,1987,94.71342
kir,1989,98.35192
kna,1985,81.31102
kna,1986,86.89907
kna,2008,90.90598
kor,1971,94.11856
kor,1972,96.13713
kor,1973,95.48572
kor,1974,95.26903
kor,1975,95.98621
kor,1976,97.06411
kor,1977,96.34436
kor,1978,96.84821
kor,1979,98.61157
kor,1984,99.33982
kor,1985,98.85845
kor,1986,98.5464
kor,1987,99.69455
kor,2000,99.76611
kor,2001,98.40986
kor,2002,97.85967
kor,2003,98.45525
kor,2004,98.03165
kor,2009,99.57721
kor,2012,98.13176
kor,2013,95.56108
kor,2014,95.92161
kor,2015,97.95807
kor,2016,96.81279
kor,2017,97.15902
kwt,1971,55.31763
kwt,1972,60.81075
kwt,1973,63.88534
kwt,1974,63.57231
kwt,1975,64.35845
kwt,1976,66.56629
kwt,1977,71.74721
kwt,1978,77.34045
kwt,1979,75.54382
kwt,1980,77.24723
kwt,1981,78.84504
kwt,1982,80.24472
kwt,1983,83.54158
kwt,1984,84.92807
kwt,1985,84.7819
kwt,1986,84.34625
kwt,1987,79.66392
kwt,1988,78.52063
kwt,1992,46.58486
kwt,1994,67.70678
kwt,1996,85.53804
kwt,1997,84.24244
kwt,1999,85.45721
kwt,2000,86.1538
kwt,2001,88.79821
kwt,2002,93.91602
kwt,2005,94.93018
kwt,2016,92.12699
kwt,2017,87.05552
kwt,2018,86.86493
lao,1992,53.71143
lao,1993,58.07887
lao,1994,61.56897
lao,1996,64.4573
lao,1997,67.14497
lao,1998,70.40174
lao,1999,71.39967
lao,2000,72.28151
lao,2001,71.90024
lao,2002,72.98971
lao,2003,75.57097
lao,2004,76.76117
lao,2005,78.19326
lao,2006,79.59958
lao,2007,82.37669
lao,2008,85.11859
lao,2009,87.95014
lao,2010,92.50821
lao,2011,92.8464
lao,2012,92.82731
lao,2013,94.89142
lao,2014,95.39933
lao,2015,94.01312
lao,2016,92.92997
lao,2017,91.72209
lao,2018,90.64573
lbr,1999,42.04987
lbr,2006,36.13472
lbr,2008,42.36552
lbr,2014,37.33524
lbr,2017,44.40058
lby,1971,63.9801
lby,1972,74.03252
lby,1978,90.31429
lby,1981,94.12282
lca,1981,97.10455
lca,1982,97.81398
lca,1990,95.91662
lca,2000,87.15985
lca,2001,87.40533
lca,2004,92.37668
lca,2005,90.16768
lca,2006,92.50739
lca,2007,91.79998
lca,2016,93.97092
lca,2017,95.17437
lca,2018,96.08382
lie,2014,90.11815
lka,2003,99.71701
lka,2005,97.17991
lka,2006,96.26747
lka,2007,95.79887
lka,2008,94.98211
lka,2009,92.43697
lka,2010,93.91508
lka,2011,93.88634
lka,2012,94.26084
lka,2013,95.38639
lka,2014,96.37613
lso,1970,71.68709
lso,1972,67.64357
lso,1973,67.35416
lso,1974,75.91386
lso,1976,76.2132
lso,1977,77.10061
lso,1978,69.30247
lso,1979,70.56809
lso,1980,69.89138
lso,1981,69.22746
lso,1982,72.95377
lso,1983,71.92524
lso,1984,72.56995
lso,1985,74.38011
lso,1986,73.46455
lso,1987,74.38533
lso,1988,74.74069
lso,1989,73.46434
lso,1990,72.06665
lso,1991,73.04501
lso,1992,72.78837
lso,1993,70.06669
lso,1994,70.50432
lso,1995,68.49246
lso,1996,69.12575
lso,1998,61.06526
lso,1999,57.42405
lso,2000,77.21418
lso,2001,78.93215
lso,2002,81.04996
lso,2003,83.95102
lso,2004,83.911
lso,2005,85.70542
lso,2006,87.808
lso,2007,85.82598
lso,2008,87.48321
lso,2009,88.34962
lso,2010,89.475
lso,2011,89.52064
lso,2012,89.94278
lso,2013,87.38045
lso,2014,88.14449
lso,2015,89.06836
lso,2016,91.07911
lso,2017,93.38934
ltu,1998,94.5456
ltu,2003,95.18639
lux,1972,91.80701
lux,1973,90.96042
lux,1974,92.56489
lux,1975,91.6181
lux,1976,91.29715
lux,1977,91.4723
lux,1978,90.96099
lux,1981,79.01427
lux,1982,85.05187
lux,1983,83.21852
lux,1984,82.16016
lux,1986,82.38878
lux,1987,79.43545
lux,1988,86.13674
lux,1999,97.13656
lux,2000,96.74894
lux,2001,96.25154
lux,2002,96.2528
lux,2003,95.19081
lux,2004,95.92661
lux,2005,96.7155
lux,2006,96.99142
lux,2007,97.01571
lux,2008,96.4472
lux,2010,93.74643
lux,2011,93.12443
lux,2012,93.1884
lux,2013,93.35035
lux,2014,93.47321
lux,2015,95.07074
lva,2009,96.83931
lva,2010,97.3804
lva,2011,97.45443
lva,2012,96.73979
lva,2013,96.51725
lva,2014,96.29491
lva,2015,96.35845
lva,2016,96.49604
lva,2017,96.82776
mac,1990,90.59976
mac,1992,85.30534
mac,1999,87.72635
mac,2000,86.58564
mac,2001,84.29258
mac,2002,84.30564
mac,2003,84.51812
mac,2004,84.48357
mac,2005,84.73282
mac,2006,85.29845
mac,2007,86.02394
mac,2008,85.93676
mac,2009,84.96542
mac,2010,84.70891
mac,2011,85.41529
mac,2012,86.41172
mac,2013,88.04406
mac,2014,91.62031
mac,2015,94.16858
mac,2016,97.01576
mac,2017,96.92808
mac,2018,96.39243
mar,1975,30.47711
mar,1976,33.41204
mar,1977,35.63422
mar,1978,38.23697
mar,1979,40.36682
mar,1980,42.68273
mar,1981,45.23527
mar,1982,46.07397
mar,1983,48.46205
mar,1984,50.58358
mar,1985,49.72355
mar,1986,48.40702
mar,1987,46.99889
mar,1988,45.92193
mar,1989,44.54752
mar,1990,45.7915
mar,1991,45.73745
mar,1992,46.64296
mar,1993,48.87817
mar,1994,51.81853
mar,1995,54.90639
mar,1996,57.56251
mar,1997,59.51682
mar,1998,60.48058
mar,1999,66.43787
mar,2000,72.11288
mar,2001,77.04938
mar,2002,81.80179
mar,2003,83.52307
mar,2004,83.60875
mar,2005,84.64945
mar,2006,85.97781
mar,2007,87.54116
mar,2008,88.37824
mar,2009,88.64363
mar,2010,91.65842
mar,2011,92.88851
mar,2012,92.25834
mar,2013,93.01111
mar,2014,93.17198
mar,2016,94.65637
mar,2017,96.96158
mda,2000,88.51682
mda,2001,91.24836
mda,2002,90.93192
mda,2003,92.23459
mda,2004,92.07622
mda,2005,90.62146
mda,2006,87.74714
mda,2007,87.03107
mda,2008,86.94637
mda,2009,86.81535
mda,2010,87.4003
mda,2011,87.08558
mda,2012,87.60779
mda,2013,87.6292
mda,2014,86.77036
mda,2015,86.17302
mda,2016,86.22262
mda,2017,85.95203
mda,2018,86.19406
mdg,1972,63.03419
mdg,1989,64.85995
mdg,1990,63.84127
mdg,1995,57.54389
mdg,1996,56.99923
mdg,1999,64.84195
mdg,2000,66.44846
mdg,2001,67.5996
mdg,2002,68.30172
mdg,2003,77.78632
mdv,1997,93.36998
mdv,1999,95.4277
mdv,2000,97.00695
mdv,2002,97.56088
mdv,2016,96.95139
mdv,2017,96.40703
mex,1971,80.16526
mex,1997,95.78253
mex,1998,96.42918
mhl,2011,92.63302
mhl,2015,73.64425
mhl,2016,74.82014
mkd,1998,90.07971
mkd,1999,89.78352
mkd,2000,89.27671
mkd,2001,88.59585
mkd,2002,88.3765
mkd,2003,86.88503
mkd,2004,86.67899
mkd,2005,86.58433
mkd,2006,85.81162
mkd,2007,84.90015
mkd,2008,84.46588
mkd,2009,84.36045
mkd,2010,84.71133
mkd,2012,83.88717
mkd,2013,88.23059
mkd,2014,88.93431
mkd,2015,91.91605
mkd,2017,94.86301
mli,1971,12.79987
mli,1999,36.90825
mli,2002,44.84803
mli,2003,44.79815
mli,2004,47.07999
mli,2005,50.07308
mli,2006,51.84314
mli,2007,54.17564
mli,2009,58.19424
mli,2010,59.1629
mli,2011,60.17874
mli,2012,58.45638
mli,2014,55.71957
mli,2015,52.04927
mli,2016,53.35294
mli,2017,57.72537
mli,2018,55.75683
mlt,1971,82.16498
mlt,1972,80.39836
mlt,1973,79.40518
mlt,1974,80.63446
mlt,1975,82.87579
mlt,1976,87.26523
mlt,1977,92.93306
mlt,1978,95.28983
mlt,1979,96.48813
mlt,1980,93.75257
mlt,1981,91.76213
mlt,1982,93.3501
mlt,1983,90.31465
mlt,1984,92.14277
mlt,1985,95.7693
mlt,1986,96.0488
mlt,1987,94.90281
mlt,1988,95.2509
mlt,1989,95.97148
mlt,1990,96.42476
mlt,1991,95.87488
mlt,1992,95.23583
mlt,1993,95.31147
mlt,1994,94.3003
mlt,1995,94.78934
mlt,1996,97.65207
mlt,1997,99.13231
mmr,1971,57.38282
mmr,1973,63.22935
mmr,1974,56.11856
mmr,1978,61.466
mmr,2000,88.66937
mmr,2001,89.82453
mmr,2002,88.2775
mmr,2003,90.16079
mmr,2004,88.7163
mmr,2005,88.7964
mmr,2006,88.03024
mmr,2008,89.43049
mmr,2009,88.05623
mmr,2010,88.4284
mne,2003,98.17193
mne,2005,98.7813
mne,2006,98.85845
mne,2007,96.79964
mne,2008,96.58631
mne,2012,97.80255
mne,2015,94.49693
mne,2016,93.13705
mne,2017,96.08448
mng,1995,81.91029
mng,1996,85.23354
mng,1997,86.27843
mng,1998,87.53176
mng,1999,88.71997
mng,2000,90.55959
mng,2001,91.91056
mng,2002,90.01151
mng,2003,82.8347
mng,2004,86.88546
mng,2005,88.05074
mng,2006,91.58423
mng,2007,88.482
mng,2012,96.4668
mng,2013,93.73568
mng,2014,93.84402
mng,2015,95.22082
moz,1973,23.92941
moz,1979,34.82921
moz,1981,33.67767
moz,1982,33.60308
moz,1983,44.84728
moz,1985,48.04056
moz,1986,47.21884
moz,1987,43.84901
moz,1989,40.05235
moz,1991,38.90162
moz,1992,37.32364
moz,1993,35.89831
moz,1994,36.62206
moz,1995,38.63597
moz,1998,43.11135
moz,1999,46.9813
moz,2000,50.97578
moz,2001,55.67854
moz,2002,52.89554
moz,2004,66.02418
moz,2005,71.27924
moz,2006,75.39822
moz,2007,80.40001
moz,2008,83.94941
moz,2009,85.455
moz,2010,86.69391
moz,2011,84.73091
moz,2012,85.02275
moz,2013,86.15052
moz,2014,87.33514
moz,2015,88.76509
moz,2016,88.72956
moz,2017,88.22894
moz,2018,92.4766
mrt,1994,42.46063
mrt,1995,48.47334
mrt,1996,52.71616
mrt,1998,58.15936
mrt,1999,58.52841
mrt,2000,59.06248
mrt,2001,62.5021
mrt,2002,63.03139
mrt,2003,66.72922
mrt,2004,74.57676
mrt,2005,73.601
mrt,2006,76.13907
mrt,2007,77.32357
mrt,2008,74.34639
mrt,2009,73.4148
mrt,2010,73.81261
mrt,2011,74.38832
mrt,2012,73.69015
mrt,2013,76.30237
mrt,2014,78.07788
mrt,2016,74.95664
mrt,2017,79.92064
mrt,2018,80.85963
mus,1972,78.16315
mus,1973,78.51883
mus,1974,78.78632
mus,1975,79.46034
mus,1976,79.30351
mus,1977,82.55524
mus,1978,80.3445
mus,1979,77.7245
mus,1980,78.5737
mus,1981,82.27869
mus,1982,88.10684
mus,1983,91.24489
mus,1984,94.83329
mus,1986,98.66192
mus,1990,97.79685
mus,1991,93.33278
mus,1993,93.37677
mus,1994,94.10458
mus,1995,95.03595
mus,1996,97.05766
mus,1997,97.95839
mus,2004,95.10045
mus,2005,96.5796
mus,2009,97.32628
mus,2012,94.64999
mus,2013,97.22058
mwi,2007,97.08693
mys,1970,83.21911
mys,1971,84.0625
mys,1972,85.03559
mys,1994,97.49636
mys,1998,95.5427
mys,1999,94.89175
mys,2000,98.51642
mys,2001,97.85567
mys,2002,96.5787
mys,2003,97.08177
mys,2004,99.439
mys,2005,99.71313
mys,2006,96.7945
mys,2007,96.08308
mys,2008,95.26292
mys,2009,97.34764
mys,2010,96.37475
mys,2011,97.61091
mys,2012,98.90222
mys,2014,99.8099
nam,1989,79.9079
nam,1990,79.8983
nam,1992,82.11097
nam,1998,87.34418
nam,1999,88.34648
nam,2000,89.49441
nam,2001,90.93894
nam,2002,93.28179
nam,2003,93.59262
nam,2004,91.48843
nam,2005,92.03243
nam,2006,90.55628
nam,2007,92.10783
nam,2008,91.5079
nam,2009,92.12613
nam,2010,92.83527
nam,2012,96.14792
ner,1973,7.59073
ner,1974,8.18867
ner,1986,16.53225
ner,1989,16.47078
ner,1990,16.88337
ner,1991,17.39823
ner,1992,16.02055
ner,1997,18.56885
ner,1998,19.14915
ner,1999,20.65364
ner,2000,21.61453
ner,2001,24.43304
ner,2002,27.18772
ner,2003,30.5263
ner,2004,33.4259
ner,2005,34.26441
ner,2006,35.20626
ner,2007,36.6388
ner,2008,41.02578
ner,2009,44.77694
ner,2010,47.99076
ner,2011,52.61018
ner,2012,54.68609
ner,2013,55.31584
ner,2014,55.0955
ner,2015,56.39829
ner,2016,58.33642
ner,2017,60.19768
nga,1999,56.30118
nga,2000,59.17909
nga,2004,61.49874
nga,2005,62.13848
nga,2006,63.2655
nga,2007,62.70804
nga,2008,56.74462
nga,2009,57.87079
nga,2010,58.10557
nic,1971,55.85945
nic,1973,56.13542
nic,1980,65.29528
nic,1982,63.78167
nic,1983,64.39848
nic,1984,62.46133
nic,1985,67.88859
nic,1986,66.60693
nic,1987,67.98531
nic,1988,68.44308
nic,1989,66.4416
nic,1990,68.23713
nic,1991,70.45706
nic,1992,74.32614
nic,1993,75.00464
nic,1994,75.95502
nic,1995,74.50483
nic,1999,79.206
nic,2000,81.96585
nic,2001,84.84078
nic,2002,90.52104
nic,2006,96.58327
nic,2007,96.45125
nic,2008,97.19175
nic,2010,95.96627
nld,1971,93.77312
nld,1972,93.07326
nld,1973,92.58249
nld,1974,91.77905
nld,1975,91.64944
nld,1976,92.64697
nld,1977,93.13348
nld,1978,93.67655
nld,1979,94.35818
nld,1980,94.52062
nld,1981,94.00625
nld,1982,92.03202
nld,1983,90.12835
nld,1984,88.82093
nld,1985,88.2721
nld,1986,93.52438
nld,1987,95.50692
nld,1988,97.17586
nld,1989,97.83011
nld,1990,97.77392
nld,1991,97.02954
nld,1992,95.61267
nld,1993,95.42382
nld,1994,98.78624
nld,1995,99.04296
nld,1996,99.12867
nld,1997,99.40025
nld,2003,98.21078
nld,2004,97.50917
nld,2005,97.53802
nld,2006,97.96358
nld,2007,98.9655
nld,2012,99.05858
nld,2015,96.8866
nld,2016,97.8187
nld,2017,99.08544
nor,1976,99.98991
nor,1978,99.28419
nor,1979,99.06592
nor,1981,98.5843
nor,1982,98.36482
nor,1984,97.60669
nor,1985,96.51469
nor,1986,96.42194
nor,1987,97.23586
nor,1988,97.59952
nor,1989,98.65199
nor,1990,99.78498
nor,1992,99.70465
nor,1993,98.85083
nor,1994,98.4674
nor,1995,98.15304
nor,1996,98.30724
nor,1997,84.34029
nor,2003,99.89115
nor,2004,99.43913
nor,2005,98.66178
nor,2006,98.9296
nor,2007,99.1521
nor,2008,99.39836
nor,2009,99.31741
nor,2010,99.23571
nor,2011,99.50677
nor,2014,99.79021
npl,1983,34.35866
npl,1984,36.41195
npl,1988,43.01383
npl,1999,57.01923
npl,2000,64.11549
npl,2003,73.99543
npl,2004,74.78198
nru,2012,82.61538
nzl,1973,99.45933
nzl,1974,99.14273
nzl,1983,98.01424
nzl,1991,98.81623
nzl,1992,97.34669
nzl,1994,97.17952
nzl,1995,98.63502
nzl,1996,98.88263
nzl,2013,98.05794
nzl,2014,97.61935
nzl,2015,97.96567
nzl,2016,98.86377
omn,1973,4.90081
omn,1974,9.40158
omn,1975,14.566
omn,1976,16.67843
omn,1978,22.56069
omn,1979,25.96712
omn,1981,31.59413
omn,1982,34.7856
omn,1983,39.89616
omn,1984,46.75114
omn,1985,51.55054
omn,1986,60.53199
omn,1987,61.70437
omn,1988,61.7355
omn,1989,63.09117
omn,1990,64.80003
omn,1991,66.56478
omn,1992,68.20155
omn,1993,72.6001
omn,1994,74.53744
omn,1995,75.82932
omn,1996,77.89322
omn,1997,79.31814
omn,1998,80.14487
omn,1999,81.57312
omn,2000,82.31775
omn,2001,83.77984
omn,2002,83.10216
omn,2003,81.26801
omn,2011,96.17882
pak,2002,44.56638
pak,2003,47.51588
pak,2004,51.92799
pak,2005,54.86775
pak,2006,53.48415
pak,2007,58.72754
pak,2008,59.20603
pak,2009,60.11687
pak,2010,60.55766
pak,2011,58.12014
pak,2012,58.22598
pak,2013,57.63688
pak,2014,60.37147
pak,2015,55.94829
pak,2016,59.97299
pak,2017,59.84739
pak,2018,61.56655
pan,1970,74.65225
pan,1971,82.85382
pan,1972,85.37972
pan,1973,87.3349
pan,1975,88.78248
pan,1976,88.80246
pan,1978,90.76377
pan,1979,89.59459
pan,1980,88.25426
pan,1981,86.96386
pan,1982,85.98761
pan,1983,84.72215
pan,1984,84.36712
pan,1985,85.05903
pan,1986,84.56442
pan,1987,85.64312
pan,1988,85.05094
pan,1989,86.71608
pan,1990,86.82492
pan,1999,92.78902
pan,2000,94.67437
pan,2001,95.81135
pan,2002,97.73026
pan,2005,96.96014
pan,2006,97.61528
pan,2008,96.30659
pan,2009,93.44757
pan,2010,94.89117
pan,2011,94.18456
pan,2012,93.5648
pan,2013,92.73396
pan,2014,90.46746
pan,2015,87.08955
pan,2017,85.90651
per,1970,71.56228
per,1981,86.28305
per,1993,89.88694
per,1995,84.76956
per,1998,94.98761
per,1999,96.3395
per,2000,97.12096
per,2003,98.52722
per,2009,96.29702
per,2011,96.86038
per,2012,91.82595
per,2013,93.9215
per,2014,92.92047
per,2015,93.05232
phl,1981,92.68579
phl,1982,94.29359
phl,1983,92.58319
phl,1984,88.40193
phl,1986,93.91955
phl,1987,93.31287
phl,1988,96.81855
phl,1989,98.31281
phl,1998,90.24974
phl,1999,89.29798
phl,2001,90.34012
phl,2002,90.81896
phl,2003,90.82528
phl,2004,90.39647
phl,2005,89.64806
phl,2006,87.86851
phl,2007,88.2367
phl,2008,89.40371
phl,2009,91.14398
phl,2014,96.1798
phl,2015,95.64566
phl,2016,94.72036
phl,2017,93.69001
png,1989,52.33169
png,2016,71.00542
pol,1999,96.99737
pol,2000,96.53343
pol,2001,96.365
pol,2002,95.50207
pol,2003,94.64122
pol,2004,93.85139
pol,2005,93.25894
pol,2006,93.28241
pol,2007,93.32975
pol,2008,93.38685
pol,2009,94.03242
pol,2010,94.52642
pol,2011,94.67097
pol,2012,95.43669
pol,2013,96.00264
pol,2014,96.01392
pol,2017,95.61223
pri,2010,92.4733
pri,2011,84.77971
pri,2012,85.71094
pri,2013,84.37307
pri,2014,84.23228
pri,2015,81.99353
pri,2016,76.84272
prk,2009,94.05251
prt,1973,88.11646
prt,1974,87.95267
prt,1976,92.25904
prt,1977,93.15603
prt,1978,95.65292
prt,1980,95.2927
prt,1981,95.90621
prt,1991,99.0123
prt,1994,98.11182
prt,2014,98.26434
