geo,time,ne_con_govt_zs
asm,2003,42.17557
asm,2004,44.59725
asm,2005,44.8
asm,2006,45.43611
asm,2007,42.47104
asm,2008,43.03571
asm,2009,40.74074
asm,2010,52.87958
asm,2011,59.12281
asm,2012,51.40625
asm,2013,49.05956
asm,2014,53.3437
asm,2015,55.1263
asm,2016,47.69001
asm,2017,51.14379
asm,2018,52.26917
asm,2019,48.14815
asm,2020,49.3653
atg,1993,15.93113
atg,1994,16.2241
atg,1995,18.27211
atg,1996,17.9829
atg,1997,17.30996
atg,1998,18.5679
atg,1999,19.16142
atg,2000,17.29563
atg,2001,19.47439
atg,2002,22.00261
atg,2003,18.52292
atg,2004,18.32261
atg,2005,16.46271
atg,2006,15.01748
atg,2007,15.31408
atg,2008,17.76335
atg,2009,19.52968
atg,2010,17.86238
atg,2011,17.54449
atg,2012,17.58409
atg,2013,17.1729
atg,2014,16.71705
atg,2015,16.26094
atg,2016,15.7415
atg,2017,16.02723
atg,2018,15.2422
atg,2019,15.09129
atg,2020,19.33611
aus,1960,11.18936
aus,1961,11.42532
aus,1962,12.07488
aus,1963,11.78703
aus,1964,11.47186
aus,1965,11.99828
aus,1966,12.91778
aus,1967,12.88994
aus,1968,13.72677
aus,1969,13.1697
aus,1970,13.28637
aus,1971,14.02957
aus,1972,14.53901
aus,1973,14.73982
aus,1974,14.57747
aus,1975,16.94095
aus,1976,18.03495
aus,1977,17.61087
aus,1978,17.99056
aus,1979,17.51593
aus,1980,17.36748
aus,1981,17.96732
aus,1982,17.89651
aus,1983,18.81666
aus,1984,18.47815
aus,1985,19.05537
aus,1986,19.14205
aus,1987,19.09113
aus,1988,18.1967
aus,1989,17.52326
aus,1990,17.36589
aus,1991,18.33308
aus,1992,19.18402
aus,1993,19.06992
aus,1994,18.50636
aus,1995,18.15527
aus,1996,18.09676
aus,1997,17.77236
aus,1998,17.74517
aus,1999,18.1391
aus,2000,17.91598
aus,2001,17.89676
aus,2002,17.68776
aus,2003,17.73012
aus,2004,17.607
aus,2005,17.67488
aus,2006,17.59221
aus,2007,17.46456
aus,2008,17.38054
aus,2009,17.72008
aus,2010,18.10765
aus,2011,17.92548
aus,2012,18.14877
aus,2013,18.07389
aus,2014,17.97494
aus,2015,18.34874
aus,2016,19.08889
aus,2017,19.03952
aus,2018,19.10637
aus,2019,19.4729
aus,2020,20.86189
aut,1970,14.3154
aut,1971,14.39301
aut,1972,14.24457
aut,1973,14.68675
aut,1974,15.34854
aut,1975,16.78998
aut,1976,17.18177
aut,1977,17.01091
aut,1978,17.65621
aut,1979,17.52209
aut,1980,17.53414
aut,1981,17.9647
aut,1982,18.34668
aut,1983,18.34632
aut,1984,18.38873
aut,1985,18.57784
aut,1986,18.78544
aut,1987,18.75208
aut,1988,18.51351
aut,1989,18.18599
aut,1990,17.97567
aut,1991,18.1578
aut,1992,18.48991
aut,1993,19.30042
aut,1994,19.44437
aut,1995,19.58966
aut,1996,19.56574
aut,1997,19.60079
aut,1998,19.55305
aut,1999,19.84367
aut,2000,19.21972
aut,2001,18.97617
aut,2002,18.8387
aut,2003,18.97964
aut,2004,18.89136
aut,2005,19.34627
aut,2006,19.25829
aut,2007,18.74479
aut,2008,19.27213
aut,2009,20.68421
aut,2010,20.49255
aut,2011,19.89657
aut,2012,19.86069
aut,2013,19.91594
aut,2014,19.80284
aut,2015,19.76169
aut,2016,19.6511
aut,2017,19.48926
aut,2018,19.33186
aut,2019,19.46769
aut,2020,21.19954
aze,1990,17.59891
aze,1991,19.42365
aze,1992,17.71955
aze,1993,30.14013
aze,1994,23.51118
aze,1995,12.79408
aze,1996,12.01786
aze,1997,12.61121
aze,1998,15.15724
aze,1999,15.61283
aze,2000,15.15017
aze,2001,13.64663
aze,2002,12.40412
aze,2003,12.38928
aze,2004,12.90005
aze,2005,10.42204
aze,2006,8.53986
aze,2007,9.66027
aze,2008,8.49511
aze,2009,11.12341
aze,2010,10.88143
aze,2011,10.12768
aze,2012,10.52596
aze,2013,10.28325
aze,2014,10.88587
aze,2015,12.40824
aze,2016,12.83206
aze,2017,11.34141
aze,2018,10.46646
aze,2019,11.12347
aze,2020,15.9309
bdi,1960,2.67857
bdi,1961,2.58621
bdi,1962,3.27869
bdi,1963,4.51128
bdi,1964,5.36913
bdi,1965,6.94511
bdi,1966,7.09914
bdi,1967,7.26556
bdi,1968,7.79975
bdi,1969,8.28577
bdi,1970,9.7716
bdi,1971,10.58458
bdi,1972,12.92359
bdi,1973,11.58279
bdi,1974,12.5828
bdi,1975,11.54597
bdi,1976,8.70704
bdi,1977,11.15098
bdi,1978,13.79453
bdi,1979,12.8489
bdi,1980,9.21771
bdi,1981,9.06962
bdi,1982,10.65906
bdi,1983,8.31529
bdi,1984,7.81918
bdi,1985,7.83192
bdi,1986,9.83958
bdi,1987,9.69214
bdi,1988,10.70648
bdi,1989,10.18428
bdi,1990,10.81608
bdi,1991,10.76839
bdi,1992,19.23759
bdi,1993,20.49144
bdi,1994,17.41392
bdi,1995,19.05029
bdi,1996,19.9924
bdi,1997,16.77363
bdi,1998,17.14143
bdi,1999,18.15986
bdi,2000,14.8567
bdi,2001,15.53307
bdi,2002,14.73299
bdi,2003,17.46134
bdi,2004,19.22727
bdi,2005,14.1
bdi,2006,15.2
bdi,2007,19
bdi,2008,20.2
bdi,2009,19.7
bdi,2010,21.9
bdi,2011,22.9
bdi,2012,23.3
bdi,2013,24.7
bdi,2014,25.90001
bdi,2015,22.42111
bdi,2016,23.4732
bdi,2017,25.08629
bdi,2018,26.21026
bdi,2019,27.63867
bdi,2020,31.15769
bel,1970,16.78873
bel,1971,17.77209
bel,1972,18.28771
bel,1973,18.56831
bel,1974,18.93093
bel,1975,21.1482
bel,1976,21.30525
bel,1977,21.83602
bel,1978,22.63149
bel,1979,22.96591
bel,1980,22.87076
bel,1981,24.1031
bel,1982,23.76188
bel,1983,23.41868
bel,1984,23.34822
bel,1985,22.83369
bel,1986,22.68751
bel,1987,22.52164
bel,1988,21.1432
bel,1989,20.45583
bel,1990,20.21729
bel,1991,20.86293
bel,1992,20.96093
bel,1993,21.29464
bel,1994,21.10193
bel,1995,21.29897
bel,1996,21.71839
bel,1997,21.1514
bel,1998,21.09492
bel,1999,21.28204
bel,2000,21.0402
bel,2001,21.31361
bel,2002,22.13888
bel,2003,22.48437
bel,2004,22.19721
bel,2005,22.094
bel,2006,21.93879
bel,2007,21.61589
bel,2008,22.66614
bel,2009,24.19191
bel,2010,23.73269
bel,2011,24.04943
bel,2012,24.30335
bel,2013,24.31277
bel,2014,24.2339
bel,2015,23.61509
bel,2016,23.26204
bel,2017,23.03246
bel,2018,23.09133
bel,2019,22.97495
bel,2020,24.75792
ben,1960,10.15444
ben,1961,10.1673
ben,1962,10.84899
ben,1963,10.62617
ben,1964,9.13582
ben,1965,8.8483
ben,1966,8.22738
ben,1967,9.21189
ben,1968,8.99412
ben,1969,8.92541
ben,1970,9.73846
ben,1971,10.0472
ben,1972,10.1436
ben,1973,9.96264
ben,1974,8.61372
ben,1975,9.25122
ben,1976,8.59274
ben,1977,8.30837
ben,1978,8.31588
ben,1979,8.02498
ben,1980,8.64261
ben,1981,9.15807
ben,1982,10.48968
ben,1983,14.42262
ben,1984,13.62944
ben,1985,15.36825
ben,1986,15.25827
ben,1987,15.5464
ben,1988,13.19015
ben,1989,11.08432
ben,1990,17.56947
ben,1991,16.18161
ben,1992,15.75275
ben,1993,15.25465
ben,1994,15.63296
ben,1995,14.44765
ben,1996,13.5121
ben,1997,13.21297
ben,1998,13.11551
ben,1999,8.14594
ben,2000,8.08059
ben,2001,8.08339
ben,2002,7.78633
ben,2003,8.82882
ben,2004,8.80947
ben,2005,8.99107
ben,2006,9.66673
ben,2007,9.56849
ben,2008,10.23359
ben,2009,11.28862
ben,2010,11.21187
ben,2011,11.02354
ben,2012,11.1283
ben,2013,11.04223
ben,2014,10.1802
ben,2015,11.41138
ben,2016,10.28082
ben,2017,10.47898
ben,2018,10.41051
ben,2019,10.34206
ben,2020,11.39936
bfa,1960,7.42652
bfa,1961,7.65369
bfa,1962,7.5484
bfa,1963,7.3864
bfa,1964,6.98225
bfa,1965,5.05105
bfa,1966,4.59711
bfa,1967,4.31957
bfa,1968,6.05851
bfa,1969,5.91215
bfa,1970,6.945
bfa,1971,7.13597
bfa,1972,7.26554
bfa,1973,8.08219
bfa,1974,8.26566
bfa,1975,12.89245
bfa,1976,10.13237
bfa,1977,10.03237
bfa,1978,10.04805
bfa,1979,10.7947
bfa,1980,9.22919
bfa,1981,9.25422
bfa,1982,13.78601
bfa,1983,14.37706
bfa,1984,13.04355
bfa,1985,17.30245
bfa,1986,18.99233
bfa,1987,19.93958
bfa,1988,20.01995
bfa,1989,20.13822
bfa,1990,21.057
bfa,1991,21.6911
bfa,1992,21.73353
bfa,1993,21.34021
bfa,1994,26.06492
bfa,1995,25.19869
bfa,1996,24.38959
bfa,1997,23.73326
bfa,1998,22.29736
bfa,1999,12.05836
bfa,2000,14.10919
bfa,2001,14.6256
bfa,2002,14.58985
bfa,2003,13.58686
bfa,2004,14.23605
bfa,2005,13.79283
bfa,2006,15.10212
bfa,2007,16.69011
bfa,2008,14.67009
bfa,2009,15.21962
bfa,2010,14.45753
bfa,2011,14.28663
bfa,2012,14.25458
bfa,2013,14.65559
bfa,2014,15.47478
bfa,2015,15.94408
bfa,2016,16.5071
bfa,2017,17.73932
bfa,2018,18.41941
bfa,2019,20.24348
bgd,1960,6.19158
bgd,1961,6.35294
bgd,1962,6.31309
bgd,1963,6.94156
bgd,1964,8.36052
bgd,1965,9.0582
bgd,1966,12.95107
bgd,1967,11.20488
bgd,1968,11.97743
bgd,1969,13.25438
bgd,1970,13.37724
bgd,1973,3.93878
bgd,1974,4.64272
bgd,1975,3.16378
bgd,1976,4.06794
bgd,1977,5.08924
bgd,1978,4.87557
bgd,1979,6.28377
bgd,1980,6.14104
bgd,1981,4.39132
bgd,1982,4.43234
bgd,1983,4.30913
bgd,1984,4.34463
bgd,1985,4.03063
bgd,1986,4.20118
bgd,1987,4.14317
bgd,1988,4.16538
bgd,1989,4.15394
bgd,1990,4.05325
bgd,1991,4.13633
bgd,1992,4.45122
bgd,1993,4.95384
bgd,1994,4.88316
bgd,1995,4.62989
bgd,1996,4.7275
bgd,1997,4.90298
bgd,1998,5.12568
bgd,1999,5.03962
bgd,2000,4.97312
bgd,2001,4.84566
bgd,2002,5.02265
bgd,2003,5.1283
bgd,2004,5.17438
bgd,2005,5.18023
bgd,2006,5.44008
bgd,2007,5.35946
bgd,2008,5.17828
bgd,2009,5.09375
bgd,2010,5.07533
bgd,2011,5.09745
bgd,2012,5.03934
bgd,2013,5.11613
bgd,2014,5.33752
bgd,2015,5.40424
bgd,2016,5.89249
bgd,2017,5.99584
bgd,2018,6.35669
bgd,2019,6.27109
bgd,2020,6.27211
bgr,1980,13.69858
bgr,1981,14.73506
bgr,1982,15.01051
bgr,1983,15.4961
bgr,1984,15.13029
bgr,1985,16.5754
bgr,1986,16.94787
bgr,1987,16.87293
bgr,1988,16.32386
bgr,1989,16.53469
bgr,1990,18.18658
bgr,1991,19.03316
bgr,1992,20.33616
bgr,1993,18.8558
bgr,1994,17.18931
bgr,1995,15.34815
bgr,1996,13.84899
bgr,1997,12.14317
bgr,1998,18.34526
bgr,1999,19.60651
bgr,2000,19.78511
bgr,2001,19.36846
bgr,2002,19.17815
bgr,2003,20.11059
bgr,2004,19.36191
bgr,2005,18.15357
bgr,2006,18.14694
bgr,2007,16.69874
bgr,2008,17.16319
bgr,2009,16.73936
bgr,2010,16.50447
bgr,2011,15.85033
bgr,2012,15.79052
bgr,2013,17.08487
bgr,2014,16.83265
bgr,2015,16.08416
bgr,2016,15.58277
bgr,2017,15.57641
bgr,2018,16.41437
bgr,2019,16.7033
bgr,2020,19.48899
bhr,1980,13.02996
bhr,1981,14.4643
bhr,1982,17.01926
bhr,1983,18.12162
bhr,1984,20.57883
bhr,1985,22.78057
bhr,1986,27.21965
bhr,1987,24.37667
bhr,1988,24.36607
bhr,1989,24.55427
bhr,1990,24.21403
bhr,1991,23.39114
bhr,1992,23.85804
bhr,1993,22.2728
bhr,1994,21.01844
bhr,1995,20.8466
bhr,1996,20.23711
bhr,1997,19.48226
bhr,1998,20.7647
bhr,1999,20.81543
bhr,2000,16.20882
bhr,2001,17.26049
bhr,2002,17.66902
bhr,2003,17.31598
bhr,2004,15.43849
bhr,2005,14.05673
bhr,2006,12.71122
bhr,2007,12.09978
bhr,2008,11.29302
bhr,2009,13.97823
bhr,2010,12.92755
bhr,2011,13.83595
bhr,2012,15.44231
bhr,2013,15.55223
bhr,2014,16.12526
bhr,2015,17.68525
bhr,2016,17.11114
bhr,2017,16.62646
bhr,2018,16.29159
bhr,2019,15.69024
bhs,1977,15.32959
bhs,1978,15.42528
bhs,1979,12.61625
bhs,1980,12.50655
bhs,1981,13.83106
bhs,1982,13.23576
bhs,1983,13.735
bhs,1984,12.9342
bhs,1985,12.45745
bhs,1986,12.13751
bhs,1987,12.02653
bhs,1989,13.56205
bhs,1990,12.85913
bhs,1991,14.16128
bhs,1992,13.743
bhs,1993,12.8716
bhs,1994,14.81068
bhs,1995,13.88743
bhs,1996,14.3217
bhs,1997,10.03575
bhs,1998,9.52406
bhs,1999,9.18157
bhs,2000,9.25404
bhs,2001,9.64675
bhs,2002,9.52916
bhs,2003,9.72143
bhs,2004,10.02397
bhs,2005,9.75173
bhs,2006,10.23876
bhs,2007,10.09762
bhs,2008,11.18469
bhs,2009,12.67286
bhs,2010,12.51714
bhs,2011,13.75907
bhs,2012,13.08801
bhs,2013,12.80849
bhs,2014,12.01842
bhs,2015,12.23151
bhs,2016,11.52711
bhs,2017,12.76487
bhs,2018,12.29962
bhs,2019,13.66488
bhs,2020,15.92834
bih,2000,24.6018
bih,2001,23.40543
bih,2002,23.4374
bih,2003,22.79862
bih,2004,21.90623
bih,2005,21.65631
bih,2006,20.97481
bih,2007,21.08047
bih,2008,22.08141
bih,2009,23.46153
bih,2010,23.1271
bih,2011,23.08999
bih,2012,23.36543
bih,2013,22.82578
bih,2014,22.86104
bih,2015,21.99808
bih,2016,20.96309
bih,2017,20.27789
bih,2018,19.76955
bih,2019,19.44193
bih,2020,20.82044
blr,1990,23.78753
blr,1991,22.22222
blr,1992,15.21739
blr,1993,18.47716
blr,1994,20.51369
blr,1995,20.54974
blr,1996,20.55161
blr,1997,20.32195
blr,1998,19.86467
blr,1999,19.50365
blr,2000,19.47853
blr,2001,21.55277
blr,2002,21.02929
blr,2003,21.3793
blr,2004,20.60318
blr,2005,20.78531
blr,2006,19.20736
blr,2007,18.52318
blr,2008,16.52498
blr,2009,16.10007
blr,2010,16.0214
blr,2011,13.44836
blr,2012,13.5667
blr,2013,13.42981
blr,2014,13.75427
blr,2015,14.92176
blr,2016,15.65314
blr,2017,15.65284
blr,2018,15.73949
blr,2019,16.84298
blr,2020,16.90904
blz,1980,15.45878
blz,1981,16.50067
blz,1982,18.7778
blz,1983,18.83325
blz,1984,17.84528
blz,1985,19.02438
blz,1986,18.46734
blz,1987,16.09283
blz,1988,14.94312
blz,1989,13.70206
blz,1990,12.97875
blz,1991,13.08686
blz,1992,13.51504
blz,1993,14.83107
blz,1994,15.27593
blz,1995,14.27474
blz,1996,14.13476
blz,1997,14.52484
blz,1998,14.32941
blz,1999,13.50369
blz,2000,12.90821
blz,2001,13.1448
blz,2002,14.42113
blz,2003,14.72215
blz,2004,14.04461
blz,2005,14.60251
blz,2006,14.25614
blz,2007,15.26111
blz,2008,15.57339
blz,2009,16.14107
blz,2010,16.17764
blz,2011,15.70118
blz,2012,15.44279
blz,2013,15.52806
blz,2014,15.32375
blz,2015,15.79229
blz,2016,16.85115
blz,2017,16.63622
blz,2018,17.75294
blz,2019,18.44042
blz,2020,20.03472
bmu,2010,13.81634
bmu,2011,14.04464
bmu,2012,14.10601
bmu,2013,13.65584
bmu,2014,12.83492
bmu,2015,12.50315
bmu,2016,12.13059
bmu,2017,11.62693
bmu,2018,11.69201
bmu,2019,11.99469
bmu,2020,13.11617
bol,1960,8.64032
bol,1961,9.23645
bol,1962,9.23597
bol,1963,9.64086
bol,1964,9.50023
bol,1965,11.51811
bol,1966,11.62264
bol,1967,10.88094
bol,1968,10.57692
bol,1969,10.44911
bol,1970,9.70038
bol,1971,10.33344
bol,1972,10.16148
bol,1973,9.8528
bol,1974,9.39418
bol,1975,10.48049
bol,1976,10.84567
bol,1977,11.72791
bol,1978,12.68716
bol,1979,15.06707
bol,1980,13.51351
bol,1981,13.19444
bol,1982,11.73184
bol,1983,8.99682
bol,1984,13.30956
bol,1985,10.5613
bol,1986,9.44996
bol,1987,11.18832
bol,1988,11.38652
bol,1989,11.94066
bol,1990,11.75548
bol,1991,12.07473
bol,1992,12.8705
bol,1993,13.37044
bol,1994,13.56791
bol,1995,13.57262
bol,1996,13.32727
bol,1997,13.90353
bol,1998,14.21887
bol,1999,14.79789
bol,2000,14.5393
bol,2001,15.72413
bol,2002,15.96789
bol,2003,16.52114
bol,2004,16.25854
bol,2005,15.97456
bol,2006,14.35423
bol,2007,14.05865
bol,2008,13.27737
bol,2009,14.70877
bol,2010,13.83122
bol,2011,13.7771
bol,2012,13.43963
bol,2013,13.84151
bol,2014,14.70705
bol,2015,17.49526
bol,2016,17.45825
bol,2017,17.02164
bol,2018,17.52564
bol,2019,18.14309
bol,2020,19.76944
bra,1960,12.5597
bra,1961,12.91622
bra,1962,12.09641
bra,1963,12.73685
bra,1964,11.85197
bra,1965,10.54568
bra,1966,10.66907
bra,1967,11.35438
bra,1968,11.11499
bra,1969,10.89828
bra,1970,11.32464
bra,1971,11.09812
bra,1972,10.77209
bra,1973,9.90643
bra,1974,9.32984
bra,1975,10.18518
bra,1976,10.48709
bra,1977,9.42631
bra,1978,9.68053
bra,1979,9.90044
bra,1980,9.10632
bra,1981,9.51874
bra,1982,10.3881
bra,1983,10.35595
bra,1984,9.19465
bra,1985,10.43389
bra,1986,11.1592
bra,1987,12.63746
bra,1988,13.49295
bra,1989,15.49914
bra,1990,19.29092
bra,1991,17.89984
bra,1992,17.06302
bra,1993,17.66402
bra,1994,17.86572
bra,1995,20.92792
bra,1996,19.75083
bra,1997,19.53529
bra,1998,20.07053
bra,1999,19.78269
bra,2000,18.76785
bra,2001,19.3433
bra,2002,19.80966
bra,2003,19.07748
bra,2004,18.46758
bra,2005,18.89
bra,2006,19.03892
bra,2007,18.94299
bra,2008,18.83939
bra,2009,19.65064
bra,2010,19.01686
bra,2011,18.66926
bra,2012,18.5301
bra,2013,18.89248
bra,2014,19.15354
bra,2015,19.77682
bra,2016,20.3793
bra,2017,20.1619
bra,2018,19.89509
bra,2019,20.07776
bra,2020,20.49292
brb,1975,16.58594
brb,1976,17.32875
brb,1977,17.3186
brb,1978,17.05651
brb,1979,15.59742
brb,1980,12.68173
brb,1981,14.33289
brb,1982,14.05382
brb,1983,13.92196
brb,1984,14.30786
brb,1985,16.09524
brb,1986,15.05943
brb,1987,14.51284
brb,1988,14.7367
brb,1989,15.21933
brb,1990,14.19323
brb,1991,13.35138
brb,1992,12.18191
brb,1993,12.49398
brb,1994,12.12156
brb,1995,12.33236
brb,1996,13.29617
brb,1997,12.99303
brb,1998,13.42393
brb,1999,12.99646
brb,2000,13.53979
brb,2001,13.77148
brb,2002,14.63866
brb,2003,19.33946
brb,2004,17.6702
brb,2005,16.69721
brb,2006,14.50741
brb,2007,13.01408
brb,2008,13.32206
brb,2009,15.85753
brb,2010,15.42587
brb,2011,15.46811
brb,2012,15.21505
brb,2013,14.79091
brb,2014,14.3475
brb,2015,13.63574
brb,2016,13.42812
brb,2017,12.1556
brb,2018,11.81675
brb,2019,11.32602
brn,1974,17.27697
brn,1975,17.28992
brn,1976,9.27164
brn,1977,7.49976
brn,1978,4.25802
brn,1979,3.85429
brn,1980,8.30049
brn,1981,4.37964
brn,1982,5.52299
brn,1983,9.45359
brn,1989,24.30203
brn,1990,22.01849
brn,1991,22.58014
brn,1992,23.33089
brn,1993,25.8366
brn,1994,27.02226
brn,1995,26.75112
brn,1996,25.21836
brn,1997,25.16522
brn,1998,29.86726
brn,1999,28.61357
brn,2000,25.81437
brn,2001,29.39856
brn,2002,27.16979
brn,2003,24.06779
brn,2004,22.05289
brn,2005,18.4087
brn,2006,18.06176
brn,2007,22.62047
brn,2008,17.14098
brn,2009,23.28762
brn,2010,22.15088
brn,2011,18.7272
brn,2012,18.43939
brn,2013,20.16432
brn,2014,21.41842
brn,2015,25.06168
brn,2016,26.22272
brn,2017,26.47721
brn,2018,24.14128
brn,2019,25.0404
brn,2020,25.43099
btn,1980,24.1238
btn,1981,20.26774
btn,1982,20.8726
btn,1983,21.59281
btn,1984,24.84659
btn,1985,25.03393
btn,1986,19.56814
btn,1987,14.62729
btn,1988,13.15286
btn,1989,20.45856
btn,1990,16.95489
btn,1991,14.1833
btn,1992,15.01993
btn,1993,17.10281
btn,1994,15.54581
btn,1995,18.82211
btn,1996,21.69994
btn,1997,22.78158
btn,1998,20.26599
btn,1999,19.03852
btn,2000,22.7044
btn,2001,22.23192
btn,2002,21.29046
btn,2003,21.03882
btn,2004,21.49788
btn,2005,22.51106
btn,2006,21.80514
btn,2007,19.57194
btn,2008,19.41845
btn,2009,21.90097
btn,2010,20.46794
btn,2011,20.55486
btn,2012,19.6363
btn,2013,17.7572
btn,2014,17.3505
btn,2015,18.2562
btn,2016,17.27504
btn,2017,16.80426
btn,2018,17.1169
btn,2019,18.25845
btn,2020,20.91163
bwa,1960,18.13572
bwa,1961,19.44351
bwa,1962,20.9111
bwa,1963,22.24424
bwa,1964,23.51012
bwa,1965,25.60976
bwa,1966,26.28726
bwa,1967,25.80292
bwa,1968,23.68421
bwa,1969,20.70207
bwa,1970,18.78173
bwa,1971,16.35463
bwa,1972,13.33596
bwa,1973,14.51756
bwa,1974,17.21568
bwa,1975,18.97963
bwa,1976,21.39104
bwa,1977,23.15582
bwa,1978,21.1269
bwa,1979,19.41036
bwa,1980,21.33891
bwa,1981,24.80801
bwa,1982,26.05139
bwa,1983,25.84672
bwa,1984,25.01164
bwa,1985,22.98263
bwa,1986,23.96729
bwa,1987,26.8965
bwa,1988,23.88953
bwa,1989,22.66418
bwa,1990,24.13664
bwa,1991,24.22859
bwa,1992,26.35775
bwa,1993,27.99667
bwa,1994,28.62365
bwa,1995,30.05444
bwa,1996,26.19377
bwa,1997,28.18232
bwa,1998,30.06916
bwa,1999,27.41095
bwa,2000,24.90273
bwa,2001,23.48663
bwa,2002,22.37913
bwa,2003,22.00872
bwa,2004,20.53234
bwa,2005,19.40075
bwa,2006,17.03785
bwa,2007,17.59478
bwa,2008,20.35126
bwa,2009,21.08954
bwa,2010,19.75651
bwa,2011,18.48671
bwa,2012,19.29143
bwa,2013,18.54831
bwa,2014,28.90879
bwa,2015,31.52752
bwa,2016,28.47556
bwa,2017,28.9079
bwa,2018,28.97077
bwa,2019,31.55697
bwa,2020,35.35077
caf,1960,19.27272
caf,1961,19.2053
caf,1962,20.32787
caf,1963,19.55836
caf,1964,22.41379
caf,1965,22.22222
caf,1966,21.39175
caf,1967,22.08436
caf,1968,20.0106
caf,1969,20.04796
caf,1970,20.08815
caf,1971,18.92889
caf,1972,18.95034
caf,1973,19.52227
caf,1974,19.93091
caf,1975,17.12841
caf,1976,13.54321
caf,1977,12.35629
caf,1978,14.08035
caf,1979,15.63047
caf,1980,15.14252
caf,1981,14.98941
caf,1982,15.90077
caf,1983,16.89241
caf,1984,14.24471
caf,1985,15.12849
caf,1986,15.58741
caf,1987,17.46319
caf,1988,16.132
