geo,time,sh_sta_pois_p5_ma
rwa,2002,5.9
rwa,2003,5.4
rwa,2004,4.9
rwa,2005,4.5
rwa,2006,4.1
rwa,2007,3.8
rwa,2008,3.6
rwa,2009,3.1
rwa,2010,3.1
rwa,2011,2.9
rwa,2012,2.8
rwa,2013,2.7
rwa,2014,2.6
rwa,2015,2.5
rwa,2016,2.4
rwa,2017,2.3
rwa,2018,2.3
rwa,2019,2.2
sau,2000,0.9
sau,2001,0.9
sau,2002,0.9
sau,2003,1
sau,2004,0.9
sau,2005,1
sau,2006,1
sau,2007,1
sau,2008,1.1
sau,2009,1.1
sau,2010,1.1
sau,2011,1.2
sau,2012,1.2
sau,2013,1.1
sau,2014,1.1
sau,2015,1.1
sau,2016,1.1
sau,2017,1
sau,2018,1
sau,2019,0.9
sdn,2000,3.5
sdn,2001,3.4
sdn,2002,3.1
sdn,2003,2.9
sdn,2004,2.6
sdn,2005,3.1
sdn,2006,3
sdn,2007,2.9
sdn,2008,2.9
sdn,2009,2.9
sdn,2010,2.8
sdn,2011,2.7
sdn,2012,2.6
sdn,2013,2.6
sdn,2014,2.7
sdn,2015,2.5
sdn,2016,2.4
sdn,2017,2.4
sdn,2018,2.2
sdn,2019,2
sen,2000,4.5
sen,2001,4
sen,2002,3.3
sen,2003,4
sen,2004,4.1
sen,2005,4
sen,2006,3.8
sen,2007,3.7
sen,2008,3.6
sen,2009,3.4
sen,2010,3.3
sen,2011,3.2
sen,2012,3.1
sen,2013,3.1
sen,2014,3.1
sen,2015,3
sen,2016,2.9
sen,2017,2.7
sen,2018,2.6
sen,2019,2.6
sgp,2000,0
sgp,2001,0
sgp,2002,0.1
sgp,2003,0
sgp,2004,0
sgp,2005,0.2
sgp,2006,0.2
sgp,2007,0.1
sgp,2008,0.1
sgp,2009,0
sgp,2010,0.1
sgp,2011,0.1
sgp,2012,0
sgp,2013,0.1
sgp,2014,0
sgp,2015,0
sgp,2016,0
sgp,2017,0.1
sgp,2018,0.1
sgp,2019,0
slb,2000,2.7
slb,2001,3.1
slb,2002,3.4
slb,2003,3.6
slb,2004,3.7
slb,2005,3.8
slb,2006,3.8
slb,2007,3.9
slb,2008,4.1
slb,2009,4.1
slb,2010,4.1
slb,2011,4.1
slb,2012,4
slb,2013,3.9
slb,2014,3.7
slb,2015,3.7
slb,2016,3.5
slb,2017,4
slb,2018,4.7
slb,2019,4.4
sle,2000,3.8
sle,2001,4.2
sle,2002,4.2
sle,2003,4.1
sle,2004,4.3
sle,2005,4
sle,2006,4
sle,2007,3.9
sle,2008,3.8
sle,2009,3.6
sle,2010,3.7
sle,2011,3.6
sle,2012,3.7
sle,2013,3.7
sle,2014,3.7
sle,2015,3.7
sle,2016,3.5
sle,2017,3.2
sle,2018,3.4
sle,2019,3.3
slv,2000,0.9
slv,2001,0.7
slv,2002,0.7
slv,2003,0.1
slv,2004,0.6
slv,2005,0.6
slv,2006,0.1
slv,2007,0.1
slv,2008,0.1
slv,2009,0.2
slv,2010,0.5
slv,2011,0.2
slv,2012,0.3
slv,2013,0.3
slv,2014,0.3
slv,2015,1.1
slv,2016,0.4
slv,2017,0.4
slv,2018,0.4
slv,2019,0.4
som,2000,8.2
som,2001,8.1
som,2002,7.3
som,2003,7.6
som,2004,7.1
som,2005,8.1
som,2006,8.6
som,2007,8.3
som,2008,8.3
som,2009,8.2
som,2010,7.8
som,2011,6.9
som,2012,7.1
som,2013,7.4
som,2014,6.5
som,2015,6.6
som,2016,6.7
som,2017,5.9
som,2018,6.1
som,2019,6.8
srb,2000,0.7
srb,2001,0.7
srb,2002,0.5
srb,2003,0.7
srb,2004,0.6
srb,2005,0.9
srb,2006,0.3
srb,2007,0.8
srb,2008,0.9
srb,2009,0.7
srb,2010,0.8
srb,2011,0.5
srb,2012,0.4
srb,2013,0.5
srb,2014,0.3
srb,2015,0.4
srb,2016,0.3
srb,2017,0
srb,2018,0.3
srb,2019,0.3
ssd,2000,3.3
ssd,2001,3.4
ssd,2002,3.2
ssd,2003,3.1
ssd,2004,3.2
ssd,2005,3.2
ssd,2006,3
ssd,2007,3
ssd,2008,2.9
ssd,2009,2.4
ssd,2010,2.6
ssd,2011,2.4
ssd,2012,2.4
ssd,2013,2
ssd,2014,2
ssd,2015,2.3
ssd,2016,2.3
ssd,2017,2.3
ssd,2018,2.5
ssd,2019,2.6
stp,2000,2
stp,2001,1.9
stp,2002,1.8
stp,2003,1.6
stp,2004,1.6
stp,2005,1.6
stp,2006,1.7
stp,2007,1.7
stp,2008,1.6
stp,2009,1.6
stp,2010,1.5
stp,2011,1.4
stp,2012,1.4
stp,2013,1.4
stp,2014,1.4
stp,2015,1.3
stp,2016,1.3
stp,2017,1.3
stp,2018,1.2
stp,2019,1.2
sur,2000,0.5
sur,2001,0.5
sur,2002,0.5
sur,2003,0.4
sur,2004,0.4
sur,2005,0.4
sur,2006,0.4
sur,2007,0.4
sur,2008,0.3
sur,2009,0.3
sur,2010,0.3
sur,2011,0.3
sur,2012,0.3
sur,2013,0.3
sur,2014,0.3
sur,2015,0.3
sur,2016,0.3
sur,2017,0.3
sur,2018,0.3
sur,2019,0.3
svk,2000,1.9
svk,2001,1.4
svk,2002,1.5
svk,2003,1.2
svk,2004,1.5
svk,2005,1
svk,2006,1.3
svk,2007,1.2
svk,2008,1.1
svk,2009,1.2
svk,2010,0.9
svk,2011,0.9
svk,2012,0.8
svk,2013,0.8
svk,2014,0.9
svk,2015,0.8
svk,2016,0.8
svk,2017,0.8
svk,2018,0.8
svk,2019,0.8
svn,2000,0.9
svn,2001,1.4
svn,2002,0.3
svn,2003,1.1
svn,2004,0.9
svn,2005,0.9
svn,2006,1
svn,2007,0.6
svn,2008,0.6
svn,2009,0.5
svn,2010,0.7
svn,2011,0.5
svn,2012,0.3
svn,2013,0.8
svn,2014,0.7
svn,2015,0.6
svn,2016,0.5
svn,2017,0.4
svn,2018,0.5
svn,2019,0.3
swe,2000,0.3
swe,2001,0.3
swe,2002,0.2
swe,2003,0.3
swe,2004,0.2
swe,2005,0.3
swe,2006,0.4
swe,2007,0.5
swe,2008,0.4
swe,2009,0.5
swe,2010,0.4
swe,2011,0.2
swe,2012,0.2
swe,2013,0.2
swe,2014,0.2
swe,2015,0.3
swe,2016,0.1
swe,2017,0.3
swe,2018,0.2
swe,2019,0.2
swz,2000,4.3
swz,2001,4.6
swz,2002,5
swz,2003,5.2
swz,2004,5.3
swz,2005,5.4
swz,2006,5.4
swz,2007,6.1
swz,2008,6.2
swz,2009,6.1
swz,2010,5.8
swz,2011,5.4
swz,2012,5.5
swz,2013,5.2
swz,2014,4.9
swz,2015,4.7
swz,2016,4.6
swz,2017,4.4
swz,2018,4.3
swz,2019,4.3
syc,2000,0.7
syc,2001,0.7
syc,2002,0.7
syc,2003,0.7
syc,2004,0.8
syc,2005,0.7
syc,2006,0.7
syc,2007,0.6
syc,2008,0.6
syc,2009,0.6
syc,2010,0.6
syc,2011,0.6
syc,2012,0.6
syc,2013,0.6
syc,2014,0.6
syc,2015,0.6
syc,2016,0.6
syc,2017,0.6
syc,2018,0.6
syc,2019,0.6
syr,2000,0.5
syr,2001,0.5
syr,2002,0.4
syr,2003,0.4
syr,2004,0.4
syr,2005,0.4
syr,2006,0.4
syr,2007,0.4
syr,2008,0.4
syr,2009,0.4
syr,2010,0.4
syr,2011,0.3
syr,2012,0.5
syr,2013,0.8
syr,2014,0.9
syr,2015,0.7
syr,2016,0.4
syr,2017,0.5
syr,2018,0.7
syr,2019,0.6
tcd,2000,5.4
tcd,2001,5
tcd,2002,5.2
tcd,2003,5.1
tcd,2004,5
tcd,2005,5.1
tcd,2006,5
tcd,2007,5.2
tcd,2008,5
tcd,2009,5.1
tcd,2010,5.1
tcd,2011,4.9
tcd,2012,5
tcd,2013,5.1
tcd,2014,4.9
tcd,2015,4.8
tcd,2016,4.6
tcd,2017,4.6
tcd,2018,4.4
tcd,2019,4.3
tgo,2000,3.4
tgo,2001,3.3
tgo,2002,3.4
tgo,2003,3.4
tgo,2004,3.4
tgo,2005,3.3
tgo,2006,3.4
tgo,2007,3.3
tgo,2008,3.3
tgo,2009,3.3
tgo,2010,3.2
tgo,2011,3.2
tgo,2012,3.2
tgo,2013,3.1
tgo,2014,3.1
tgo,2015,3
tgo,2016,2.9
tgo,2017,2.8
tgo,2018,2.6
tgo,2019,2.6
tha,2000,0.5
tha,2001,0.5
tha,2002,0.5
tha,2003,0.5
tha,2004,0.5
tha,2005,0.4
tha,2006,0.4
tha,2007,0.4
tha,2008,0.3
tha,2009,0.3
tha,2010,0.3
tha,2011,0.3
tha,2012,0.3
tha,2013,0.3
tha,2014,0.3
tha,2015,0.3
tha,2016,0.3
tha,2017,0.3
tha,2018,0.3
tha,2019,0.3
tjk,2000,2.6
tjk,2001,2.3
tjk,2002,2.1
tjk,2003,1.9
tjk,2004,1.8
tjk,2005,1.8
tjk,2006,1.7
tjk,2007,1.7
tjk,2008,1.6
tjk,2009,1.4
tjk,2010,1.3
tjk,2011,1.1
tjk,2012,1
tjk,2013,0.8
tjk,2014,0.7
tjk,2015,0.6
tjk,2016,0.5
tjk,2017,0.6
tjk,2018,0.6
tjk,2019,0.6
tkm,2000,1.9
tkm,2001,1.9
tkm,2002,2
tkm,2003,2
tkm,2004,2
tkm,2005,2.1
tkm,2006,2
tkm,2007,1.8
tkm,2008,1.5
tkm,2009,1.2
tkm,2010,1.1
tkm,2011,1
tkm,2012,0.9
tkm,2013,0.9
tkm,2014,0.9
tkm,2015,0.8
tkm,2016,0.8
tkm,2017,0.8
tkm,2018,0.8
tkm,2019,0.8
tls,2000,1
tls,2001,1
tls,2002,0.9
tls,2003,0.9
tls,2004,0.8
tls,2005,0.8
tls,2006,0.7
tls,2007,0.6
tls,2008,0.5
tls,2009,0.6
tls,2010,0.6
tls,2011,0.6
tls,2012,0.5
tls,2013,0.5
tls,2014,0.5
tls,2015,0.5
tls,2016,0.5
tls,2017,0.5
tls,2018,0.5
tls,2019,0.5
ton,2000,1.8
ton,2001,1.8
ton,2002,1.8
ton,2003,1.9
ton,2004,1.8
ton,2005,1.7
ton,2006,1.7
ton,2007,1.7
ton,2008,1.7
ton,2009,1.5
ton,2010,1.8
ton,2011,1.8
ton,2012,1.8
ton,2013,1.7
ton,2014,1.7
ton,2015,1.7
ton,2016,1.5
ton,2017,1.5
ton,2018,1.4
ton,2019,1.3
tto,2000,0.3
tto,2001,0.3
tto,2002,0.3
tto,2003,0.2
tto,2004,0.2
tto,2005,0.2
tto,2006,0.2
tto,2007,0.2
tto,2008,0.2
tto,2009,0.2
tto,2010,0.2
tto,2011,0.2
tto,2012,0.1
tto,2013,0.2
tto,2014,0.2
tto,2015,0.2
tto,2016,0.2
tto,2017,0.2
tto,2018,0.1
tto,2019,0.1
tun,2000,1.2
tun,2001,1.1
tun,2002,1.1
tun,2003,1.1
tun,2004,1.1
tun,2005,1
tun,2006,1
tun,2007,1
tun,2008,1
tun,2009,1
tun,2010,1
tun,2011,0.9
tun,2012,0.9
tun,2013,0.9
tun,2014,0.9
tun,2015,0.9
tun,2016,0.8
tun,2017,0.9
tun,2018,0.9
tun,2019,0.9
tur,2000,1
tur,2001,0.9
tur,2002,0.8
tur,2003,0.7
tur,2004,0.6
tur,2005,0.5
tur,2006,0.5
tur,2007,0.5
tur,2008,0.4
tur,2009,0.4
tur,2010,0.4
tur,2011,0.4
tur,2012,0.4
tur,2013,0.5
tur,2014,0.6
tur,2015,0.6
tur,2016,0.6
tur,2017,0.6
tur,2018,0.5
tur,2019,0.5
tza,2000,4.4
tza,2001,4
tza,2002,3.6
tza,2003,3.5
tza,2004,3.3
tza,2005,3.1
tza,2006,3.1
tza,2007,3
tza,2008,3.1
tza,2009,3
tza,2010,2.9
tza,2011,2.7
tza,2012,2.5
tza,2013,2.7
tza,2014,2.6
tza,2015,2.5
tza,2016,2.5
tza,2017,2.4
tza,2018,2.4
tza,2019,2.3
uga,2000,4.3
uga,2001,4.3
uga,2002,3.9
uga,2003,3.8
uga,2004,4
uga,2005,4
uga,2006,3.8
uga,2007,3.5
uga,2008,3.3
uga,2009,3.2
uga,2010,3.1
uga,2011,3.1
uga,2012,3
uga,2013,2.8
uga,2014,2.6
uga,2015,2.5
uga,2016,2.4
uga,2017,2.2
uga,2018,2.2
uga,2019,2.2
ukr,2000,14.7
ukr,2001,14.2
ukr,2002,14.3
ukr,2003,13.6
ukr,2004,13.3
ukr,2005,12.3
ukr,2006,10.4
ukr,2007,10
ukr,2008,9.1
ukr,2009,7.1
ukr,2010,6
ukr,2011,5.3
ukr,2012,5
ukr,2013,4.5
ukr,2014,4.6
ukr,2015,3.9
ukr,2016,3.8
ukr,2017,3.9
ukr,2018,4.3
ukr,2019,4.3
ury,2000,0.8
ury,2001,0.6
ury,2002,0.4
ury,2003,0.6
ury,2004,0.6
ury,2005,0.7
ury,2006,0.5
ury,2007,0.6
ury,2008,0.5
ury,2009,0.3
ury,2010,0.6
ury,2011,0.6
ury,2012,1.2
ury,2013,0.6
ury,2014,0.5
ury,2015,0.4
ury,2016,0.9
ury,2017,0.3
ury,2018,0.6
ury,2019,0.6
usa,2000,0.5
usa,2001,0.5
usa,2002,0.5
usa,2003,0.5
usa,2004,0.5
usa,2005,0.5
usa,2006,0.5
usa,2007,0.5
usa,2008,0.6
usa,2009,0.5
usa,2010,0.5
usa,2011,0.6
usa,2012,0.5
usa,2013,0.5
usa,2014,0.6
usa,2015,0.6
usa,2016,0.7
usa,2017,0.7
usa,2018,0.7
usa,2019,0.7
uzb,2000,2.2
uzb,2001,2.1
uzb,2002,2
uzb,2003,1.7
uzb,2004,1.6
uzb,2005,1.7
uzb,2006,1.5
uzb,2007,1.5
uzb,2008,1.4
uzb,2009,1.4
uzb,2010,1.4
uzb,2011,1.4
uzb,2012,1.4
uzb,2013,1.4
uzb,2014,1.4
uzb,2015,1.3
uzb,2016,1.3
uzb,2017,1.2
uzb,2018,1.2
uzb,2019,1.2
vct,2000,0.1
vct,2001,0.1
vct,2002,0
vct,2003,0.1
vct,2004,0
vct,2005,0
vct,2006,0
vct,2007,0
vct,2008,0
vct,2009,0
vct,2010,0
vct,2011,0
vct,2012,0.5
vct,2013,0.5
vct,2014,0.7
vct,2015,0
vct,2016,0
vct,2017,0
vct,2018,0
vct,2019,0
ven,2000,0.4
ven,2001,0.5
ven,2002,0.6
ven,2003,0.4
ven,2004,0.4
ven,2005,0.3
ven,2006,0.3
ven,2007,0.4
ven,2008,0.9
ven,2009,1.1
ven,2010,0.4
ven,2011,0.4
ven,2012,0.5
ven,2013,0.4
ven,2014,0.2
ven,2015,0.3
ven,2016,0.3
ven,2017,0.3
ven,2018,0.3
ven,2019,0.3
vnm,2000,2.1
vnm,2001,2
vnm,2002,1.9
vnm,2003,1.9
vnm,2004,1.9
vnm,2005,1.8
vnm,2006,1.8
vnm,2007,1.9
vnm,2008,1.9
vnm,2009,1.9
vnm,2010,1.8
vnm,2011,1.9
vnm,2012,1.9
vnm,2013,1.9
vnm,2014,1.6
vnm,2015,1.6
vnm,2016,1.6
vnm,2017,1.6
vnm,2018,1.5
vnm,2019,1.5
vut,2000,1.4
vut,2001,1.4
vut,2002,1.4
vut,2003,1.4
vut,2004,1.4
vut,2005,1.3
vut,2006,1.4
vut,2007,1.4
vut,2008,1.3
vut,2009,1.3
vut,2010,1.3
vut,2011,1.3
vut,2012,1.3
vut,2013,1.3
vut,2014,1.2
vut,2015,1.2
vut,2016,1.2
vut,2017,1.2
vut,2018,1.2
vut,2019,1.2
wsm,2000,0.9
wsm,2001,0.9
wsm,2002,0.9
wsm,2003,0.9
wsm,2004,0.8
wsm,2005,0.8
wsm,2006,0.8
wsm,2007,0.8
wsm,2008,0.8
wsm,2009,0.7
wsm,2010,0.8
wsm,2011,0.7
wsm,2012,0.7
wsm,2013,0.7
wsm,2014,0.7
wsm,2015,0.7
wsm,2016,0.7
wsm,2017,0.7
wsm,2018,0.7
wsm,2019,0.6
yem,2000,3.5
yem,2001,3.6
yem,2002,3.4
yem,2003,3.1
yem,2004,2.9
yem,2005,2.9
yem,2006,2.7
yem,2007,2.7
yem,2008,2.6
yem,2009,2.5
yem,2010,2.3
yem,2011,2.2
yem,2012,2.2
yem,2013,2.3
yem,2014,2.3
yem,2015,2.7
yem,2016,2.1
yem,2017,1.9
yem,2018,1.9
yem,2019,2.2
zaf,2000,2.3
zaf,2001,2.3
zaf,2002,2.4
zaf,2003,2.4
zaf,2004,2.3
zaf,2005,2.3
zaf,2006,2.3
zaf,2007,2.3
zaf,2008,2.4
zaf,2009,2.4
zaf,2010,2.2
zaf,2011,2
zaf,2012,2.1
zaf,2013,2.1
zaf,2014,2.1
zaf,2015,2.1
zaf,2016,2
zaf,2017,2
zaf,2018,1.9
zaf,2019,1.8
zmb,2000,5.5
zmb,2001,5.2
zmb,2002,5
zmb,2003,5
zmb,2004,5.1
zmb,2005,5
zmb,2006,4.9
zmb,2007,4.6
zmb,2008,4.5
zmb,2009,4.4
zmb,2010,4.1
zmb,2011,4.1
zmb,2012,3.8
zmb,2013,3.7
zmb,2014,3.7
zmb,2015,3.6
zmb,2016,3.6
zmb,2017,3.6
zmb,2018,3.5
zmb,2019,3.3
zwe,2000,2.8
zwe,2001,2.8
zwe,2002,2.7
zwe,2003,2.8
zwe,2004,3.1
zwe,2005,3.3
zwe,2006,3.4
zwe,2007,3.8
zwe,2008,4.6
zwe,2009,5.2
zwe,2010,5.5
zwe,2011,5.6
zwe,2012,5.5
zwe,2013,5.3
zwe,2014,5.1
zwe,2015,5.1
zwe,2016,5
zwe,2017,4.5
zwe,2018,4.6
zwe,2019,4.3
