geo,time,bx_grt_exta_cd_wd
civ,1998,513330000
civ,1999,366800000
civ,2000,238030000
civ,2001,214880000
civ,2002,672580000
civ,2003,285980000
civ,2004,223410000
civ,2005,158310000
civ,2006,199480000
civ,2007,239000000
civ,2008,736080000
civ,2009,1328770000
civ,2010,642270000
civ,2011,717100000
civ,2012,2734580000
civ,2013,1817300000
civ,2014,860110000
civ,2015,586290000
civ,2016,719340000
civ,2017,882390000
civ,2018,727080000
civ,2019,688300000
cmr,1960,20000
cmr,1961,4230000
cmr,1962,3770000
cmr,1963,3240000
cmr,1964,21740000
cmr,1965,19070000
cmr,1966,6640000
cmr,1967,18480000
cmr,1968,21770000
cmr,1969,8140000
cmr,1970,21040000
cmr,1971,15020000
cmr,1972,50480000
cmr,1973,11230000
cmr,1974,14720000
cmr,1975,30720000
cmr,1976,35090000
cmr,1977,37080000
cmr,1978,23700000
cmr,1979,31830000
cmr,1980,28780000
cmr,1981,27760000
cmr,1982,33080000
cmr,1983,31500000
cmr,1984,39700000
cmr,1985,43410000
cmr,1986,59270000
cmr,1987,49630000
cmr,1988,61410000
cmr,1989,225820000
cmr,1990,312710000
cmr,1991,259210000
cmr,1992,203770000
cmr,1993,109620000
cmr,1994,334560000
cmr,1995,206450000
cmr,1996,240200000
cmr,1997,140440000
cmr,1998,277780000
cmr,1999,190000000
cmr,2000,233650000
cmr,2001,309090000
cmr,2002,406830000
cmr,2003,802160000
cmr,2004,607640000
cmr,2005,338460000
cmr,2006,3118090000
cmr,2007,1823370000
cmr,2008,872770000
cmr,2009,376380000
cmr,2010,360180000
cmr,2011,446460000
cmr,2012,319210000
cmr,2013,355380000
cmr,2014,339580000
cmr,2015,310390000
cmr,2016,329940000
cmr,2017,428660000
cmr,2018,470870000
cmr,2019,571440000
cod,1960,71200000
cod,1961,60220000
cod,1962,111750000
cod,1963,104390000
cod,1964,107300000
cod,1965,130750000
cod,1966,37780000
cod,1967,30610000
cod,1968,33880000
cod,1969,34630000
cod,1970,38290000
cod,1971,47140000
cod,1972,42860000
cod,1973,42400000
cod,1974,51760000
cod,1975,57050000
cod,1976,56230000
cod,1977,66920000
cod,1978,70330000
cod,1979,106380000
cod,1980,101330000
cod,1981,96040000
cod,1982,76370000
cod,1983,77160000
cod,1984,91890000
cod,1985,91230000
cod,1986,98560000
cod,1987,96950000
cod,1988,128190000
cod,1989,214490000
cod,1990,373880000
cod,1991,474180000
cod,1992,109310000
cod,1993,74730000
cod,1994,220980000
cod,1995,161060000
cod,1996,123790000
cod,1997,113080000
cod,1998,98220000
cod,1999,96850000
cod,2000,138550000
cod,2001,198290000
cod,2002,493480000
cod,2003,4846990000
cod,2004,1558010000
cod,2005,1115330000
cod,2006,1907480000
cod,2007,1211290000
cod,2008,1639380000
cod,2009,1962630000
cod,2010,3908670000
cod,2011,6976790000
cod,2012,2512540000
cod,2013,2250470000
cod,2014,2167280000
cod,2015,2478930000
cod,2016,1958230000
cod,2017,2143660000
cod,2018,2244980000
cod,2019,2643590000
cog,1960,0
cog,1961,0
cog,1962,20000
cog,1963,1010000
cog,1964,10830000
cog,1965,10880000
cog,1966,4080000
cog,1967,10620000
cog,1968,7320000
cog,1969,4770000
cog,1970,5140000
cog,1971,5550000
cog,1972,20000000
cog,1973,8370000
cog,1974,14150000
cog,1975,17870000
cog,1976,20780000
cog,1977,11670000
cog,1978,24590000
cog,1979,27570000
cog,1980,19900000
cog,1981,9250000
cog,1982,22700000
cog,1983,20810000
cog,1984,20270000
cog,1985,23820000
cog,1986,6380000
cog,1987,5870000
cog,1988,19010000
cog,1989,27150000
cog,1990,49870000
cog,1991,28030000
cog,1992,38630000
cog,1993,71830000
cog,1994,182630000
cog,1995,88290000
cog,1996,300920000
cog,1997,233910000
cog,1998,53470000
cog,1999,128890000
cog,2000,31280000
cog,2001,34670000
cog,2002,60930000
cog,2003,33250000
cog,2004,77510000
cog,2005,1289030000
cog,2006,254450000
cog,2007,91650000
cog,2008,464370000
cog,2009,286920000
cog,2010,1365540000
cog,2011,303370000
cog,2012,123230000
cog,2013,131190000
cog,2014,96690000
cog,2015,90570000
cog,2016,75030000
cog,2017,87810000
cog,2018,83530000
cog,2019,95910000
col,1960,13010000
col,1961,16010000
col,1962,21130000
col,1963,24220000
col,1964,20480000
col,1965,20760000
col,1966,8070000
col,1967,16180000
col,1968,43770000
col,1969,12600000
col,1970,22850000
col,1971,24780000
col,1972,29020000
col,1973,16550000
col,1974,25620000
col,1975,17620000
col,1976,16750000
col,1977,15230000
col,1978,9030000
col,1979,9650000
col,1980,8120000
col,1981,6850000
col,1982,11620000
col,1983,10400000
col,1984,14890000
col,1985,19570000
col,1986,25960000
col,1987,17280000
col,1988,34580000
col,1989,36360000
col,1990,34110000
col,1991,64260000
col,1992,96530000
col,1993,77560000
col,1994,46310000
col,1995,75110000
col,1996,81810000
col,1997,88510000
col,1998,58490000
col,1999,103950000
col,2000,79530000
col,2001,92710000
col,2002,100670000
col,2003,105890000
col,2004,142960000
col,2005,190420000
col,2006,247770000
col,2007,524680000
col,2008,736990000
col,2009,798760000
col,2010,421510000
col,2011,771280000
col,2012,575240000
col,2013,561750000
col,2014,570660000
col,2015,656740000
col,2016,595730000
col,2017,664060000
col,2018,759570000
col,2019,924450000
com,1966,3300000
com,1967,6600000
com,1968,3750000
com,1969,2020000
com,1970,3080000
com,1971,2160000
com,1972,7100000
com,1973,8430000
com,1974,12590000
com,1975,14120000
com,1976,11170000
com,1977,6320000
com,1978,8170000
com,1979,11350000
com,1980,17790000
com,1981,32130000
com,1982,14340000
com,1983,15280000
com,1984,13290000
com,1985,14310000
com,1986,15860000
com,1987,20580000
com,1988,26120000
com,1989,19500000
com,1990,27740000
com,1991,32790000
com,1992,22810000
com,1993,27830000
com,1994,16510000
com,1995,17750000
com,1996,15990000
com,1997,14750000
com,1998,29760000
com,1999,15920000
com,2000,11330000
com,2001,11150000
com,2002,8170000
com,2003,7430000
com,2004,14180000
com,2005,12590000
com,2006,20130000
com,2007,29330000
com,2008,32350000
com,2009,41520000
com,2010,60390000
com,2011,48860000
com,2012,93450000
com,2013,157720000
com,2014,59030000
com,2015,46250000
com,2016,38970000
com,2017,50520000
com,2018,56200000
com,2019,80150000
cpv,1961,220000
cpv,1966,50000
cpv,1967,420000
cpv,1969,0
cpv,1975,7770000
cpv,1976,11410000
cpv,1977,22080000
cpv,1978,29570000
cpv,1979,26010000
cpv,1980,40020000
cpv,1981,33680000
cpv,1982,32120000
cpv,1983,41140000
cpv,1984,39980000
cpv,1985,37000000
cpv,1986,75870000
cpv,1987,55530000
cpv,1988,58690000
cpv,1989,63990000
cpv,1990,77460000
cpv,1991,68880000
cpv,1992,63350000
cpv,1993,57790000
cpv,1994,63260000
cpv,1995,61370000
cpv,1996,59800000
cpv,1997,63400000
cpv,1998,61860000
cpv,1999,47030000
cpv,2000,44310000
cpv,2001,24340000
cpv,2002,42420000
cpv,2003,59280000
cpv,2004,71560000
cpv,2005,74980000
cpv,2006,59270000
cpv,2007,80780000
cpv,2008,113570000
cpv,2009,119440000
cpv,2010,138970000
cpv,2011,88570000
cpv,2012,66180000
cpv,2013,70840000
cpv,2014,63670000
cpv,2015,61570000
cpv,2016,54310000
cpv,2017,76370000
cpv,2018,43630000
cpv,2019,53900000
cri,1960,4010000
cri,1961,6000000
cri,1962,9000000
cri,1963,7030000
cri,1964,7120000
cri,1965,5660000
cri,1966,3310000
cri,1967,4100000
cri,1968,3170000
cri,1969,4130000
cri,1970,3080000
cri,1971,3220000
cri,1972,4450000
cri,1973,3260000
cri,1974,2440000
cri,1975,-3190000
cri,1976,1450000
cri,1977,4600000
cri,1978,2130000
cri,1979,1330000
cri,1980,-180000
cri,1981,2720000
cri,1982,4950000
cri,1983,45700000
cri,1984,106210000
cri,1985,165390000
cri,1986,97140000
cri,1987,148610000
cri,1988,112650000
cri,1989,139860000
cri,1990,109860000
cri,1991,50980000
cri,1992,42020000
cri,1993,35410000
cri,1994,40410000
cri,1995,32440000
cri,1996,36340000
cri,1997,30870000
cri,1998,25140000
cri,1999,24360000
cri,2000,26850000
cri,2001,22070000
cri,2002,20400000
cri,2003,24500000
cri,2004,31770000
cri,2005,23850000
cri,2006,20840000
cri,2007,59290000
cri,2008,42200000
cri,2009,33140000
cri,2010,49230000
cri,2011,26260000
cri,2012,23430000
cri,2013,25990000
cri,2014,28060000
cri,2015,30920000
cri,2016,27640000
cri,2017,35880000
cri,2018,31280000
cri,2019,29480000
cub,1960,20000
cub,1961,0
cub,1962,0
cub,1963,0
cub,1964,20000
cub,1965,0
cub,1966,0
cub,1967,0
cub,1968,620000
cub,1969,0
cub,1970,30000
cub,1971,190000
cub,1972,830000
cub,1973,1930000
cub,1974,10700000
cub,1975,11000000
cub,1976,15240000
cub,1977,25500000
cub,1978,33380000
cub,1979,25190000
cub,1980,16060000
cub,1981,6740000
cub,1982,9500000
cub,1983,2320000
cub,1984,610000
cub,1985,14750000
cub,1986,23960000
cub,1987,28820000
cub,1988,22120000
cub,1989,13810000
cub,1990,14710000
cub,1991,14660000
cub,1992,10110000
cub,1993,30470000
cub,1994,35120000
cub,1995,41390000
cub,1996,39540000
cub,1997,47320000
cub,1998,52070000
cub,1999,43040000
cub,2000,30020000
cub,2001,33350000
cub,2002,33810000
cub,2003,26700000
cub,2004,49380000
cub,2005,43140000
cub,2006,41370000
cub,2007,61400000
cub,2008,70110000
cub,2009,75700000
cub,2010,99420000
cub,2011,55640000
cub,2012,63180000
cub,2013,74890000
cub,2014,249940000
cub,2015,531800000
cub,2016,2595660000
cub,2017,680870000
cub,2018,513440000
cub,2019,462660000
cym,1974,1210000
cym,1975,100000
cym,1976,0
cym,1977,0
cym,1978,2860000
cym,1979,10000
cym,1980,20000
cym,1981,40000
cym,1982,80000
cym,1983,150000
cym,1984,0
cym,1985,0
cym,1986,30000
cym,1987,30000
cym,1988,30000
cym,1989,520000
cym,1990,70000
cym,1991,450000
cym,1992,540000
cym,1993,580000
cym,1994,250000
cym,1995,230000
cym,1996,-10000
cym,1997,10000
cym,1998,290000
cym,1999,430000
cym,2000,20000
cym,2001,-470000
cym,2002,10000
cym,2003,0
cym,2004,0
cyp,1960,23700000
cyp,1961,20240000
cyp,1962,15950000
cyp,1963,9120000
cyp,1964,3940000
cyp,1965,5630000
cyp,1966,270000
cyp,1967,120000
cyp,1968,1100000
cyp,1969,2400000
cyp,1970,960000
cyp,1971,3290000
cyp,1972,3160000
cyp,1973,4350000
cyp,1974,8910000
cyp,1975,8840000
cyp,1976,22070000
cyp,1977,47530000
cyp,1978,28100000
cyp,1979,15710000
cyp,1980,24090000
cyp,1981,2680000
cyp,1982,5020000
cyp,1983,2640000
cyp,1984,3580000
cyp,1985,21570000
cyp,1986,27610000
cyp,1987,22520000
cyp,1988,15890000
cyp,1989,21900000
cyp,1990,17840000
cyp,1991,19360000
cyp,1992,16850000
cyp,1993,9540000
cyp,1994,13880000
cyp,1995,9170000
cyp,1996,3880000
cyp,1997,5780000
cyp,1998,20800000
cyp,1999,12110000
cyp,2000,5200000
cyp,2001,-1450000
cyp,2002,20940000
cyp,2003,13650000
cyp,2004,34230000
cze,1990,10500000
cze,1991,54410000
cze,1992,46020000
cze,1993,49960000
cze,1994,102990000
cze,1995,46210000
cze,1996,70470000
cze,1997,76280000
cze,1998,55360000
cze,1999,116220000
cze,2000,93770000
cze,2001,92070000
cze,2002,127640000
cze,2003,225180000
cze,2004,242960000
dji,1966,3470000
dji,1967,6140000
dji,1968,3210000
dji,1969,3620000
dji,1970,4330000
dji,1971,2850000
dji,1972,6320000
dji,1973,9000000
dji,1974,13610000
dji,1975,14770000
dji,1976,12310000
dji,1977,28050000
dji,1978,90120000
dji,1979,5250000
dji,1980,29780000
dji,1981,34560000
dji,1982,24020000
dji,1983,23730000
dji,1984,41770000
dji,1985,32640000
dji,1986,51160000
dji,1987,46630000
dji,1988,39500000
dji,1989,31920000
dji,1990,144070000
dji,1991,51580000
dji,1992,56620000
dji,1993,53670000
dji,1994,54340000
dji,1995,49640000
dji,1996,42560000
dji,1997,38600000
dji,1998,47800000
dji,1999,42620000
dji,2000,28740000
dji,2001,21880000
dji,2002,25180000
dji,2003,26470000
dji,2004,30770000
dji,2005,41540000
dji,2006,65420000
dji,2007,83010000
dji,2008,92300000
dji,2009,103910000
dji,2010,105760000
dji,2011,108620000
dji,2012,115390000
dji,2013,108880000
dji,2014,113920000
dji,2015,106940000
dji,2016,115070000
dji,2017,101320000
dji,2018,122260000
dji,2019,184610000
dma,1974,1770000
dma,1975,3250000
dma,1976,1620000
dma,1977,2840000
dma,1978,5470000
dma,1979,8210000
dma,1980,13610000
dma,1981,8300000
dma,1982,6170000
dma,1983,2300000
dma,1984,7210000
dma,1985,9420000
dma,1986,3870000
dma,1987,4420000
dma,1988,9540000
dma,1989,7780000
dma,1990,3480000
dma,1991,3940000
dma,1992,6250000
dma,1993,6130000
dma,1994,12790000
dma,1995,24600000
dma,1996,22640000
dma,1997,7210000
dma,1998,24160000
dma,1999,4960000
dma,2000,5040000
dma,2001,8630000
dma,2002,21130000
dma,2003,2930000
dma,2004,17690000
dma,2005,6170000
dma,2006,16710000
dma,2007,19780000
dma,2008,20890000
dma,2009,24650000
dma,2010,26560000
dma,2011,22610000
dma,2012,10710000
dma,2013,12610000
dma,2014,9510000
dma,2015,5750000
dma,2016,14590000
dma,2017,18570000
dma,2018,28660000
dma,2019,38080000
dom,1961,0
dom,1962,7000000
dom,1963,30000000
dom,1964,13030000
dom,1965,65080000
dom,1966,30470000
dom,1967,7990000
dom,1968,29050000
dom,1969,8800000
dom,1970,9280000
dom,1971,8280000
dom,1972,6250000
dom,1973,5300000
dom,1974,6380000
dom,1975,9180000
dom,1976,12200000
dom,1977,10540000
dom,1978,7000000
dom,1979,20550000
dom,1980,14390000
dom,1981,13000000
dom,1982,7700000
dom,1983,8750000
dom,1984,63390000
dom,1985,96180000
dom,1986,20060000
dom,1987,48940000
dom,1988,57520000
dom,1989,34020000
dom,1990,30270000
dom,1991,18700000
dom,1992,38480000
dom,1993,46290000
dom,1994,41080000
dom,1995,42010000
dom,1996,54420000
dom,1997,51310000
dom,1998,58340000
dom,1999,84480000
dom,2000,44550000
dom,2001,46540000
dom,2002,51100000
dom,2003,44360000
dom,2004,63570000
dom,2005,71010000
dom,2006,83930000
dom,2007,193400000
dom,2008,170440000
dom,2009,152680000
dom,2010,191670000
dom,2011,135590000
dom,2012,162730000
dom,2013,136750000
dom,2014,128850000
dom,2015,88620000
dom,2016,104890000
dom,2017,108120000
dom,2018,107750000
dom,2019,111800000
dza,1960,334700000
dza,1961,400900000
dza,1962,353310000
dza,1963,248660000
dza,1964,203020000
dza,1965,134910000
dza,1966,78050000
dza,1967,65510000
dza,1968,76130000
dza,1969,63120000
dza,1970,55620000
dza,1971,42080000
dza,1972,35960000
dza,1973,48770000
dza,1974,53110000
dza,1975,83400000
dza,1976,21060000
dza,1977,23350000
dza,1978,70500000
dza,1979,20720000
dza,1980,100630000
dza,1981,36670000
dza,1982,21570000
dza,1983,17690000
dza,1984,17100000
dza,1985,40580000
dza,1986,54800000
dza,1987,84480000
dza,1988,55800000
dza,1989,68460000
dza,1990,45310000
dza,1991,73200000
dza,1992,74280000
dza,1993,98820000
dza,1994,72740000
dza,1995,73450000
dza,1996,90000000
dza,1997,33860000
dza,1998,107500000
dza,1999,48290000
dza,2000,61180000
dza,2001,42560000
dza,2002,93340000
dza,2003,72570000
dza,2004,101410000
dza,2005,125320000
dza,2006,149690000
dza,2007,162300000
dza,2008,142270000
dza,2009,118650000
dza,2010,74560000
dza,2011,217380000
dza,2012,81960000
dza,2013,99280000
dza,2014,80490000
dza,2015,66860000
dza,2016,70030000
dza,2017,110130000
dza,2018,80060000
dza,2019,97870000
ecu,1960,5020000
ecu,1961,9000000
ecu,1962,6080000
ecu,1963,9160000
ecu,1964,13080000
ecu,1965,14040000
ecu,1966,8840000
ecu,1967,4870000
ecu,1968,4250000
ecu,1969,2490000
ecu,1970,3180000
ecu,1971,3500000
ecu,1972,1800000
ecu,1973,3920000
ecu,1974,4660000
ecu,1975,2750000
ecu,1976,3270000
ecu,1977,4630000
ecu,1978,9740000
ecu,1979,12680000
ecu,1980,7430000
ecu,1981,8000000
ecu,1982,12030000
ecu,1983,20840000
ecu,1984,24310000
ecu,1985,23870000
ecu,1986,33950000
ecu,1987,37240000
ecu,1988,30700000
ecu,1989,40230000
ecu,1990,52820000
ecu,1991,47590000
ecu,1992,65300000
ecu,1993,34310000
ecu,1994,47970000
ecu,1995,72770000
ecu,1996,56650000
ecu,1997,52300000
ecu,1998,63870000
ecu,1999,54820000
ecu,2000,69010000
ecu,2001,80250000
ecu,2002,111980000
ecu,2003,88270000
ecu,2004,111890000
ecu,2005,185620000
ecu,2006,114810000
ecu,2007,168400000
ecu,2008,178520000
ecu,2009,176380000
ecu,2010,151760000
ecu,2011,163670000
ecu,2012,134060000
ecu,2013,118560000
ecu,2014,119770000
ecu,2015,94540000
ecu,2016,130490000
ecu,2017,115420000
ecu,2018,128200000
ecu,2019,176500000
egy,1960,110660000
egy,1961,103320000
egy,1962,170870000
egy,1963,142090000
egy,1964,173990000
egy,1965,76650000
egy,1966,40080000
egy,1967,-210000
egy,1968,3750000
egy,1969,12900000
egy,1970,153400000
egy,1971,127580000
egy,1972,130700000
egy,1973,642550000
egy,1974,1049560000
egy,1975,1428250000
egy,1976,1293490000
egy,1977,999040000
egy,1978,956240000
egy,1979,379370000
egy,1980,166990000
egy,1981,205510000
egy,1982,312450000
egy,1983,382950000
egy,1984,550280000
egy,1985,749110000
egy,1986,775520000
egy,1987,559930000
egy,1988,443730000
egy,1989,560310000
egy,1990,4840610000
egy,1991,3726610000
egy,1992,2576700000
egy,1993,986270000
egy,1994,1206360000
egy,1995,1025750000
egy,1996,1227950000
egy,1997,1052890000
egy,1998,1394610000
egy,1999,803200000
egy,2000,1007480000
egy,2001,698640000
egy,2002,729730000
egy,2003,588050000
egy,2004,1437320000
egy,2005,878120000
egy,2006,677270000
egy,2007,1277910000
egy,2008,1612940000
egy,2009,901580000
egy,2010,647800000
egy,2011,419980000
egy,2012,564410000
egy,2013,3189570000
egy,2014,3546390000
egy,2015,747560000
egy,2016,769050000
egy,2017,301920000
egy,2018,362290000
egy,2019,498350000
eri,1971,30000
eri,1973,620000
eri,1974,2150000
eri,1975,1620000
eri,1977,2120000
eri,1978,4930000
eri,1979,4140000
eri,1980,4680000
eri,1981,5610000
eri,1982,4500000
eri,1983,4500000
eri,1984,4500000
eri,1986,1000000
eri,1987,2000000
eri,1988,2000000
eri,1990,4500000
eri,1992,1000000
eri,1993,60400000
eri,1994,113940000
eri,1995,103230000
eri,1996,92250000
eri,1997,60200000
eri,1998,75360000
eri,1999,65370000
eri,2000,106520000
eri,2001,151410000
eri,2002,120810000
eri,2003,205950000
eri,2004,191680000
eri,2005,238660000
eri,2006,88850000
eri,2007,117680000
eri,2008,110510000
eri,2009,127880000
eri,2010,147410000
eri,2011,108610000
eri,2012,74980000
eri,2013,84330000
eri,2014,82710000
eri,2015,91070000
eri,2016,55170000
eri,2017,72770000
eri,2018,82520000
eri,2019,349650000
est,1991,6830000
est,1992,71010000
est,1993,25080000
est,1994,17940000
est,1995,19750000
est,1996,35660000
est,1997,47320000
est,1998,64060000
est,1999,48680000
est,2000,50150000
est,2001,45370000
est,2002,49250000
est,2003,73140000
est,2004,120250000
eth,1960,14710000
eth,1961,20660000
eth,1962,24520000
eth,1963,21460000
eth,1964,12320000
eth,1965,15730000
eth,1966,4170000
eth,1967,2730000
eth,1968,3140000
eth,1969,1980000
eth,1970,6050000
eth,1971,-3910000
eth,1972,2600000
eth,1973,11650000
eth,1974,49540000
eth,1975,35190000
eth,1976,46360000
eth,1977,44650000
eth,1978,68170000
eth,1979,80290000
eth,1980,124490000
eth,1981,135940000
eth,1982,106710000
eth,1983,149460000
eth,1984,205260000
eth,1985,524740000
eth,1986,451730000
eth,1987,345670000
eth,1988,583350000
eth,1989,383190000
eth,1990,604010000
eth,1991,781600000
eth,1992,886660000
eth,1993,561920000
eth,1994,638750000
eth,1995,476020000
eth,1996,393610000
eth,1997,357960000
eth,1998,430370000
eth,1999,356790000
eth,2000,426640000
eth,2001,449920000
eth,2002,566340000
eth,2003,1294370000
eth,2004,1491310000
eth,2005,1494820000
eth,2006,5611410000
eth,2007,2073730000
eth,2008,2868220000
eth,2009,2729760000
eth,2010,2643330000
eth,2011,2685390000
eth,2012,2412200000
eth,2013,2496980000
eth,2014,2323580000
eth,2015,2205880000
eth,2016,2442990000
eth,2017,2530600000
eth,2018,2376600000
eth,2019,2720940000
fji,1960,1080000
fji,1961,970000
fji,1962,4980000
fji,1963,4200000
fji,1964,3390000
fji,1965,4410000
fji,1966,2970000
fji,1967,1640000
fji,1968,2950000
fji,1969,5380000
fji,1970,4190000
fji,1971,5090000
fji,1972,2230000
fji,1973,6860000
fji,1974,4840000
fji,1975,6470000
fji,1976,7580000
fji,1977,8170000
fji,1978,9230000
fji,1979,16380000
fji,1980,15280000
fji,1981,16900000
fji,1982,14240000
fji,1983,13890000
fji,1984,11320000
fji,1985,16490000
fji,1986,17970000
fji,1987,16810000
fji,1988,17960000
fji,1989,12360000
fji,1990,14340000
fji,1991,11480000
fji,1992,25600000
fji,1993,23090000
fji,1994,10340000
fji,1995,19810000
fji,1996,18760000
fji,1997,14470000
fji,1998,13830000
fji,1999,14880000
fji,2000,9590000
fji,2001,5300000
fji,2002,6100000
fji,2003,16960000
fji,2004,28290000
fji,2005,38130000
fji,2006,22500000
fji,2007,21920000
fji,2008,19770000
fji,2009,44590000
fji,2010,38240000
fji,2011,39050000
fji,2012,50730000
fji,2013,46670000
fji,2014,51150000
fji,2015,69590000
fji,2016,67940000
fji,2017,110170000
fji,2018,75770000
fji,2019,94350000
fsm,1991,0
fsm,1992,7410000
fsm,1993,54460000
fsm,1994,92220000
fsm,1995,64050000
fsm,1996,105750000
fsm,1997,75870000
fsm,1998,68630000
fsm,1999,95790000
fsm,2000,90950000
fsm,2001,129380000
fsm,2002,103100000
fsm,2003,104110000
fsm,2004,78880000
fsm,2005,97900000
fsm,2006,98810000
fsm,2007,106480000
fsm,2008,86270000
fsm,2009,115480000
fsm,2010,58080000
fsm,2011,125170000
fsm,2012,133960000
fsm,2013,118000000
fsm,2014,112190000
fsm,2015,76320000
fsm,2016,39410000
fsm,2017,88890000
fsm,2018,73670000
fsm,2019,78220000
gab,1960,0
gab,1961,0
gab,1962,20000
gab,1963,1010000
gab,1964,8730000
gab,1965,7770000
gab,1966,2210000
gab,1967,6770000
gab,1968,4430000
gab,1969,7760000
gab,1970,9700000
gab,1971,8680000
gab,1972,18620000
gab,1973,21600000
gab,1974,6420000
gab,1975,25500000
gab,1976,6830000
gab,1977,3140000
gab,1978,4370000
gab,1979,3340000
gab,1980,3630000
gab,1981,6460000
gab,1982,22110000
gab,1983,31290000
gab,1984,33500000
gab,1985,15700000
gab,1986,6200000
gab,1987,9220000
gab,1988,23170000
gab,1989,35110000
gab,1990,29770000
gab,1991,27970000
gab,1992,29650000
gab,1993,64590000
gab,1994,146820000
gab,1995,87160000
gab,1996,77830000
gab,1997,58380000
gab,1998,52000000
gab,1999,38470000
gab,2000,39170000
gab,2001,35890000
gab,2002,55910000
gab,2003,85510000
gab,2004,33490000
gab,2005,47200000
gab,2006,22690000
gab,2007,31130000
gab,2008,28470000
gab,2009,56340000
gab,2010,57770000
gab,2011,59720000
gab,2012,25660000
gab,2013,26230000
gab,2014,25670000
gab,2015,28230000
gab,2016,24880000
gab,2017,25930000
gab,2018,20810000
gab,2019,14640000
geo,1991,170000
geo,1992,19510000
geo,1993,97330000
geo,1994,172430000
geo,1995,84600000
geo,1996,82700000
geo,1997,53570000
geo,1998,62460000
geo,1999,68110000
geo,2000,59750000
geo,2001,77160000
geo,2002,72100000
geo,2003,84760000
geo,2004,138950000
geo,2005,109850000
geo,2006,144030000
geo,2007,237010000
geo,2008,626040000
geo,2009,528950000
geo,2010,372580000
geo,2011,352140000
geo,2012,310370000
geo,2013,324590000
geo,2014,288340000
geo,2015,252850000
geo,2016,248640000
geo,2017,319020000
geo,2018,315050000
geo,2019,258100000
gha,1960,2530000
gha,1961,2610000
gha,1962,3100000
gha,1963,3900000
gha,1964,6390000
gha,1965,6960000
gha,1966,9890000
gha,1967,9600000
gha,1968,3570000
gha,1969,3920000
gha,1970,5460000
gha,1971,8400000
gha,1972,7750000
gha,1973,5540000
gha,1974,12040000
gha,1975,7820000
gha,1976,19960000
gha,1977,25650000
gha,1978,30380000
gha,1979,31700000
gha,1980,22480000
gha,1981,33690000
gha,1982,29830000
gha,1983,46150000
gha,1984,105830000
gha,1985,74590000
gha,1986,133450000
gha,1987,100460000
gha,1988,170660000
gha,1989,208380000
gha,1990,448730000
gha,1991,470100000
gha,1992,219380000
gha,1993,223900000
gha,1994,219920000
gha,1995,239840000
gha,1996,217850000
gha,1997,163600000
gha,1998,242170000
gha,1999,258060000
gha,2000,227700000
gha,2001,312010000
gha,2002,424040000
gha,2003,543730000
gha,2004,1931070000
gha,2005,1029520000
gha,2006,5341110000
gha,2007,748620000
gha,2008,780050000
gha,2009,983410000
gha,2010,932880000
gha,2011,904110000
gha,2012,1061040000
gha,2013,768880000
gha,2014,582960000
gha,2015,772750000
gha,2016,635120000
gha,2017,638290000
gha,2018,713900000
gha,2019,641880000
gib,1960,510000
gib,1961,910000
gib,1962,430000
gib,1963,30000
gib,1964,130000
gib,1965,680000
gib,1966,1080000
gib,1967,1670000
gib,1968,730000
gib,1969,920000
gib,1970,2370000
gib,1971,3090000
gib,1972,3630000
gib,1973,5170000
gib,1974,5070000
gib,1975,2030000
gib,1976,2540000
gib,1977,3670000
gib,1978,3100000
gib,1979,5920000
gib,1980,10400000
gib,1981,7180000
gib,1982,2450000
gib,1983,1700000
gib,1984,9380000
gib,1985,28600000
gib,1986,20610000
gib,1987,14500000
gib,1988,16030000
gib,1989,340000
gib,1990,520000
gib,1991,2550000
gib,1992,3220000
gib,1993,0
gib,1994,130000
gib,1995,70000
gib,1996,0
gib,1997,0
gib,1998,0
gib,1999,0
gib,2000,0
gib,2001,690000
gib,2002,10000
gib,2003,10000
gib,2004,0
gin,1960,60000
gin,1961,1020000
gin,1962,6410000
gin,1963,14560000
gin,1964,12560000
gin,1965,21460000
gin,1966,7540000
gin,1967,1090000
gin,1968,1810000
gin,1969,690000
gin,1970,1520000
gin,1971,660000
gin,1972,3410000
gin,1973,1280000
gin,1974,14260000
gin,1975,3030000
gin,1976,1890000
gin,1977,2600000
gin,1978,18800000
gin,1979,19170000
gin,1980,25180000
gin,1981,22050000
gin,1982,19610000
gin,1983,17710000
gin,1984,59800000
gin,1985,44800000
gin,1986,48860000
gin,1987,65650000
gin,1988,65530000
gin,1989,130170000
gin,1990,93510000
gin,1991,154430000
gin,1992,221540000
gin,1993,165990000
gin,1994,162280000
gin,1995,235200000
gin,1996,149500000
gin,1997,125090000
gin,1998,172730000
gin,1999,158660000
gin,2000,112190000
gin,2001,178370000
gin,2002,195660000
gin,2003,193510000
gin,2004,212010000
gin,2005,137140000
gin,2006,137830000
gin,2007,180860000
gin,2008,300460000
gin,2009,213530000
gin,2010,174050000
gin,2011,313560000
gin,2012,604620000
gin,2013,551090000
gin,2014,388670000
gin,2015,397010000
gin,2016,416550000
gin,2017,357100000
gin,2018,371090000
gin,2019,348370000
gmb,1960,630000
gmb,1961,1430000
gmb,1962,2490000
gmb,1963,4970000
gmb,1964,2370000
gmb,1965,4000000
gmb,1966,2280000
gmb,1967,1870000
gmb,1968,2680000
gmb,1969,730000
gmb,1970,120000
gmb,1971,1420000
gmb,1972,2430000
gmb,1973,1860000
