geo,time,dc_dac_usal_cd
col,1994,-33000000
col,1995,21000000
col,1996,17000000
col,1997,23000000
col,1998,47990001.67847
col,1999,183820007.32422
col,2000,105139999.38965
col,2001,274739990.23438
col,2002,306260009.76562
col,2003,670849975.58594
col,2004,375559997.55859
col,2005,448940002.44141
col,2006,719750000
col,2007,403500000
col,2008,636090026.85547
col,2009,652340026.85547
col,2010,197600006.10352
col,2011,495739990.23438
col,2012,323470001.2207
col,2013,293480010.98633
col,2014,322160003.66211
col,2015,381489990.23438
col,2016,293429992.67578
col,2017,304529998.7793
col,2018,339209991.45508
col,2019,433250000
com,1985,1000000
com,1987,1000000
com,1989,1000000
com,1990,1000000
com,1991,1000000
com,1992,1000000
com,1993,1000000
com,1994,1000000
com,1995,1000000
com,1998,29999.99933
com,1999,70000.0003
com,2000,39999.99911
com,2001,29999.99933
com,2002,9999.99978
com,2003,19999.99955
com,2005,29999.99933
com,2006,9999.99978
com,2007,29999.99933
com,2008,39999.99911
com,2009,379999.99523
com,2010,400000.00596
com,2011,419999.98689
com,2012,219999.99881
com,2013,289999.99166
com,2014,330000.01311
com,2015,1059999.94278
com,2016,1029999.97139
com,2017,1429999.94755
com,2018,1259999.99046
com,2019,1620000.00477
cpv,1976,3000000
cpv,1977,4000000
cpv,1978,6000000
cpv,1979,4000000
cpv,1980,6000000
cpv,1981,8000000
cpv,1982,11000000
cpv,1983,10000000
cpv,1984,4000000
cpv,1985,4000000
cpv,1986,8000000
cpv,1987,6000000
cpv,1988,4000000
cpv,1989,3000000
cpv,1990,5000000
cpv,1991,5000000
cpv,1992,5000000
cpv,1993,4000000
cpv,1994,5000000
cpv,1995,6000000
cpv,1996,7000000
cpv,1997,8000000
cpv,1998,5239999.77112
cpv,1999,3000000
cpv,2000,2900000.09537
cpv,2001,4280000.20981
cpv,2002,5010000.22888
cpv,2003,5650000.09537
cpv,2004,6690000.05722
cpv,2005,12149999.61853
cpv,2006,7090000.15259
cpv,2007,7099999.90463
cpv,2008,23799999.23706
cpv,2009,36409999.84741
cpv,2010,36729999.54224
cpv,2011,8819999.69482
cpv,2012,3240000.00954
cpv,2013,5139999.86649
cpv,2014,6579999.92371
cpv,2015,11760000.22888
cpv,2016,18930000.30518
cpv,2017,24879999.16077
cpv,2018,3910000.08583
cpv,2019,1049999.95232
cri,1960,4000000
cri,1961,7000000
cri,1962,9000000
cri,1963,7000000
cri,1964,10000000
cri,1965,13229999.54224
cri,1966,10939999.58038
cri,1967,10590000.15259
cri,1968,10850000.38147
cri,1969,12000000
cri,1970,10000000
cri,1971,11000000
cri,1972,12000000
cri,1973,11000000
cri,1974,8000000
cri,1975,8000000
cri,1976,5000000
cri,1977,6000000
cri,1978,4000000
cri,1979,5000000
cri,1980,3000000
cri,1981,5000000
cri,1982,42000000
cri,1983,200000000
cri,1984,166000000
cri,1985,199000000
cri,1986,128000000
cri,1987,160000000
cri,1988,107000000
cri,1989,144000000
cri,1990,93000000
cri,1991,61000000
cri,1992,15000000
cri,1993,21000000
cri,1994,-4000000
cri,1995,-19000000
cri,1996,-44000000
cri,1997,-32000000
cri,1998,-25510000.22888
cri,1999,-34869998.93188
cri,2000,-30559999.46594
cri,2001,-29629999.16077
cri,2002,-23729999.54224
cri,2003,-21020000.45776
cri,2004,-15050000.19073
cri,2005,-12010000.22888
cri,2006,-9600000.38147
cri,2007,-2890000.1049
cri,2008,-119999.99732
cri,2009,-550000.01192
cri,2010,-389999.98569
cri,2011,5369999.88556
cri,2012,5679999.82834
cri,2013,5949999.80927
cri,2014,9069999.69482
cri,2015,8520000.45776
cri,2016,8510000.22888
cri,2017,9539999.96185
cri,2018,10300000.19073
cri,2019,11090000.15259
cub,2000,1389999.98569
cub,2001,3619999.88556
cub,2002,4550000.19073
cub,2003,10170000.07629
cub,2004,10550000.19073
cub,2005,9840000.15259
cub,2006,13949999.80927
cub,2007,12390000.34332
cub,2008,11989999.77112
cub,2009,20010000.22888
cub,2010,16379999.16077
cub,2011,12720000.26703
cub,2012,12670000.07629
cub,2013,10310000.41962
cub,2014,15260000.22888
cub,2015,7900000.09537
cub,2016,9920000.07629
cub,2017,9439999.58038
cub,2018,10420000.07629
cub,2019,13630000.11444
cym,2004,239999.99464
cyp,1960,2000000
cyp,1961,6000000
cyp,1962,7000000
cyp,1963,2000000
cyp,1964,2000000
cyp,1965,289999.99166
cyp,1966,-100000.00149
cyp,1967,239999.99464
cyp,1968,250000
cyp,1969,1000000
cyp,1971,1000000
cyp,1972,2000000
cyp,1973,1000000
cyp,1976,17000000
cyp,1977,44000000
cyp,1978,19000000
cyp,1979,11000000
cyp,1980,20000000
cyp,1981,1000000
cyp,1983,1000000
cyp,1984,2000000
cyp,1985,18000000
cyp,1986,22000000
cyp,1987,17000000
cyp,1988,15000000
cyp,1989,19000000
cyp,1990,16000000
cyp,1991,18000000
cyp,1992,10000000
cyp,1993,14000000
cyp,1994,22000000
cyp,1995,6000000
cyp,1996,10000000
cyp,1998,13779999.73297
cyp,1999,1070000.05245
cyp,2000,8800000.19073
cyp,2001,18520000.45776
cyp,2002,13079999.92371
cyp,2003,4340000.15259
cyp,2004,15060000.41962
cze,1991,699999.98808
cze,1992,30000000
cze,1993,1000000
cze,1994,2000000
cze,1995,2000000
cze,1996,7000000
cze,1997,1000000
cze,1998,9999.99978
cze,1999,449999.98808
cze,2001,500000
cze,2002,2490000.00954
cze,2003,1570000.05245
cze,2004,660000.02623
dji,1966,70000.0003
dji,1967,39999.99911
dji,1968,9999.99978
dji,1978,1000000
dji,1979,1000000
dji,1980,3000000
dji,1981,3000000
dji,1982,3000000
dji,1983,3000000
dji,1984,5000000
dji,1985,4000000
dji,1986,4000000
dji,1987,3000000
dji,1988,4000000
dji,1989,4000000
dji,1990,6000000
dji,1991,1000000
dji,1992,4000000
dji,1993,2000000
dji,1994,2000000
dji,1995,1000000
dji,1998,19999.99955
dji,1999,1389999.98569
dji,2000,1139999.98569
dji,2001,939999.99762
dji,2002,2869999.88556
dji,2003,4119999.88556
dji,2004,6150000.09537
dji,2005,7570000.17166
dji,2006,10199999.80927
dji,2007,10210000.03815
dji,2008,8539999.96185
dji,2009,6349999.90463
dji,2010,12039999.96185
dji,2011,15310000.41962
dji,2012,8720000.26703
dji,2013,9229999.54224
dji,2014,8149999.61853
dji,2015,5650000.09537
dji,2016,6750000
dji,2017,11609999.65668
dji,2018,9619999.88556
dji,2019,24879999.16077
dma,1979,1000000
dma,1998,59999.99866
dma,1999,109999.9994
dma,2000,189999.99762
dma,2001,319999.99285
dma,2002,29999.99933
dma,2006,59999.99866
dma,2007,29999.99933
dma,2008,29999.99933
dma,2010,70000.0003
dma,2015,19999.99955
dma,2016,150000.00596
dma,2017,509999.99046
dma,2018,4760000.22888
dma,2019,3750000
dom,1962,22000000
dom,1963,47000000
dom,1964,23000000
dom,1965,78629997.25342
dom,1966,50979999.54224
dom,1967,57349998.47412
dom,1968,42069999.69482
dom,1969,32000000
dom,1970,32000000
dom,1971,22000000
dom,1972,22000000
dom,1973,15000000
dom,1974,7000000
dom,1975,13000000
dom,1976,16000000
dom,1977,8000000
dom,1978,6000000
dom,1979,31000000
dom,1980,36000000
dom,1981,27000000
dom,1982,77000000
dom,1983,37000000
dom,1984,127000000
dom,1985,139000000
dom,1986,28000000
dom,1987,59000000
dom,1988,50000000
dom,1989,54000000
dom,1990,25000000
dom,1991,18000000
dom,1992,3000000
dom,1993,-77000000
dom,1994,6000000
dom,1995,-15000000
dom,1996,3000000
dom,1997,-18000000
dom,1998,-2430000.06676
dom,1999,22500000
dom,2000,-18799999.23706
dom,2001,29709999.08447
dom,2002,15710000.03815
dom,2003,-6260000.22888
dom,2004,-4099999.90463
dom,2005,18920000.07629
dom,2006,30260000.22888
dom,2007,4519999.98093
dom,2008,24780000.68665
dom,2009,14119999.88556
dom,2010,35419998.16895
dom,2011,27790000.91553
dom,2012,49459999.08447
dom,2013,36430000.30518
dom,2014,26569999.69482
dom,2015,20600000.38147
dom,2016,45610000.61035
dom,2017,60139999.38965
dom,2018,58599998.47412
dom,2019,50900001.52588
dza,1960,1000000
dza,1961,2000000
dza,1962,38000000
dza,1963,39000000
dza,1964,43000000
dza,1965,7360000.13351
dza,1966,27139999.38965
dza,1967,11180000.30518
dza,1968,180000.00715
dza,1969,2000000
dza,1971,-1000000
dza,1972,-1000000
dza,1973,-1000000
dza,1974,-1000000
dza,1975,-1000000
dza,1976,-1000000
dza,1977,-1000000
dza,1978,-1000000
dza,1979,-1000000
dza,1980,-1000000
dza,1981,-1000000
dza,1982,-1000000
dza,1983,-1000000
dza,1984,-1000000
dza,1993,2000000
dza,1994,1000000
dza,1999,59999.99866
dza,2001,230000.00417
dza,2002,5159999.84741
dza,2003,3220000.02861
dza,2004,3789999.96185
dza,2005,1049999.95232
dza,2006,759999.99046
dza,2007,1690000.05722
dza,2008,9109999.65668
dza,2009,8079999.92371
dza,2010,8619999.88556
dza,2011,9170000.07629
dza,2012,10739999.77112
dza,2013,12510000.22888
dza,2014,430000.00715
dza,2015,4880000.11444
dza,2016,3859999.8951
dza,2017,13869999.88556
dza,2018,2519999.98093
dza,2019,2049999.95232
ecu,1960,6000000
ecu,1961,11000000
ecu,1962,12000000
ecu,1963,14000000
ecu,1964,17000000
ecu,1965,17319999.69482
ecu,1966,22049999.23706
ecu,1967,22899999.61853
ecu,1968,12649999.61853
ecu,1969,10000000
ecu,1970,9000000
ecu,1971,10000000
ecu,1972,8000000
ecu,1973,13000000
ecu,1974,8000000
ecu,1975,6000000
ecu,1976,11000000
ecu,1977,5000000
ecu,1978,1000000
ecu,1979,2000000
ecu,1981,1000000
ecu,1982,3000000
ecu,1983,9000000
ecu,1984,28000000
ecu,1985,44000000
ecu,1986,50000000
ecu,1987,43000000
ecu,1988,30000000
ecu,1989,15000000
ecu,1990,27000000
ecu,1991,22000000
ecu,1992,21000000
ecu,1993,19000000
ecu,1994,21000000
ecu,1995,13000000
ecu,1996,12000000
ecu,1997,13000000
ecu,1998,4409999.84741
ecu,1999,14000000
ecu,2000,47060001.37329
ecu,2001,55200000.76294
ecu,2002,65029998.7793
ecu,2003,72589996.33789
ecu,2004,74480003.35693
ecu,2005,71330001.83105
ecu,2006,70139999.38965
ecu,2007,42659999.84741
ecu,2008,46360000.61035
ecu,2009,52069999.69482
ecu,2010,23139999.38965
ecu,2011,31079999.92371
ecu,2012,25590000.15259
ecu,2013,24940000.53406
ecu,2014,32220001.2207
ecu,2015,14670000.07629
ecu,2016,18120000.83923
ecu,2017,16620000.83923
ecu,2018,17309999.46594
ecu,2019,29940000.53406
egy,1960,113000000
egy,1961,115000000
egy,1962,177000000
egy,1963,174000000
egy,1964,185000000
egy,1965,85669998.16895
egy,1966,57090000.15259
egy,1967,1629999.99523
egy,1968,-3789999.96185
egy,1969,-2000000
egy,1970,-2000000
egy,1971,3000000
egy,1972,-2000000
egy,1973,-9000000
egy,1974,40000000
egy,1975,84000000
egy,1976,245000000
egy,1977,418000000
egy,1978,625000000
egy,1979,621000000
egy,1980,834000000
egy,1981,870000000
egy,1982,901000000
egy,1983,993000000
egy,1984,1252000000
egy,1985,1354000000
egy,1986,1147000000
egy,1987,1035000000
egy,1988,799000000
egy,1989,905000000
egy,1990,2346000000
egy,1991,2963000000
egy,1992,1662000000
egy,1993,939000000
egy,1994,685000000
egy,1995,626000000
egy,1996,725000000
egy,1997,542000000
egy,1998,810000000
egy,1999,666830017.08984
egy,2000,634820007.32422
egy,2001,630080017.08984
egy,2002,845849975.58594
egy,2003,441760009.76562
egy,2004,704469970.70312
egy,2005,401760009.76562
egy,2006,195600006.10352
egy,2007,462410003.66211
egy,2008,470779998.7793
egy,2009,185070007.32422
egy,2010,49389999.38965
egy,2011,-98330001.83105
egy,2012,-14850000.38147
egy,2013,58459999.08447
egy,2014,-173179992.67578
egy,2015,-154500000
egy,2016,-129940002.44141
egy,2017,-177110000.61035
egy,2018,-68160003.66211
egy,2019,-73760002.13623
eri,1993,4000000
eri,1994,9000000
eri,1995,5000000
eri,1996,15000000
eri,1997,12000000
eri,1998,20200000.76294
eri,1999,11470000.26703
eri,2000,39490001.67847
eri,2001,28930000.30518
eri,2002,44939998.62671
eri,2003,91739997.86377
eri,2004,95010002.13623
eri,2005,141500000
eri,2006,6559999.94278
eri,2007,1610000.01431
eri,2008,3410000.08583
eri,2009,3619999.88556
eri,2010,949999.98808
eri,2011,79999.99821
eri,2012,170000.00179
eri,2013,189999.99762
eri,2014,150000.00596
eri,2015,79999.99821
eri,2016,140000.0006
eri,2017,129999.99523
eri,2018,750000
eri,2019,59999.99866
est,1992,24000000
est,1996,1000000
est,1999,879999.99523
est,2000,1799999.95232
est,2001,490000.00954
est,2002,-7719999.79019
est,2003,639999.98569
est,2004,2859999.8951
eth,1960,8000000
eth,1961,14000000
eth,1962,23000000
eth,1963,19000000
eth,1964,9000000
eth,1965,11310000.41962
eth,1966,17290000.91553
eth,1967,13380000.11444
eth,1968,13890000.34332
eth,1969,15000000
eth,1970,10000000
eth,1971,23000000
eth,1972,17000000
eth,1973,19000000
eth,1974,27000000
eth,1975,25000000
eth,1976,30000000
eth,1977,10000000
eth,1978,11000000
eth,1979,12000000
eth,1980,19000000
eth,1981,2000000
eth,1982,1000000
eth,1983,6000000
eth,1984,19000000
eth,1985,143000000
eth,1986,91000000
eth,1987,5000000
eth,1988,66000000
eth,1989,23000000
eth,1990,50000000
eth,1991,88000000
eth,1992,65000000
eth,1993,125000000
eth,1994,122000000
eth,1995,70000000
eth,1996,56000000
eth,1997,60000000
eth,1998,53229999.54224
eth,1999,77349998.47412
eth,2000,129820007.32422
eth,2001,94419998.16895
eth,2002,156429992.67578
eth,2003,567799987.79297
eth,2004,402299987.79297
eth,2005,608609985.35156
eth,2006,315779998.7793
eth,2007,371730010.98633
eth,2008,811369995.11719
eth,2009,726039978.02734
eth,2010,802630004.88281
eth,2011,659280029.29688
eth,2012,693400024.41406
eth,2013,678780029.29688
eth,2014,664840026.85547
eth,2015,746429992.67578
eth,2016,874890014.64844
eth,2017,1026680053.71094
eth,2018,821320007.32422
eth,2019,865979980.46875
fji,1965,9999.99978
fji,1966,9999.99978
fji,1967,90000.00358
fji,1968,509999.99046
fji,1971,1000000
fji,1972,1000000
fji,1973,1000000
fji,1974,1000000
fji,1975,1000000
fji,1976,1000000
fji,1977,1000000
fji,1978,1000000
fji,1979,1000000
fji,1980,2000000
fji,1981,3000000
fji,1982,2000000
fji,1983,2000000
fji,1984,2000000
fji,1985,1000000
fji,1986,1000000
fji,1987,1000000
fji,1988,3000000
fji,1989,1000000
fji,1990,1000000
fji,1991,1000000
fji,1992,1000000
fji,1993,2000000
fji,1994,1000000
fji,1995,2000000
fji,1996,1000000
fji,1997,1000000
fji,1998,209999.99344
fji,2001,9999.99978
fji,2002,100000.00149
fji,2003,930000.00715
fji,2004,1620000.00477
fji,2005,939999.99762
fji,2006,1340000.03338
fji,2007,1210000.03815
fji,2008,1269999.98093
fji,2009,1940000.05722
fji,2010,1809999.94278
fji,2011,1860000.01431
fji,2012,1710000.03815
fji,2013,1919999.95708
fji,2014,2029999.97139
fji,2015,1840000.03338
fji,2016,3519999.98093
fji,2017,2490000.00954
fji,2018,2289999.96185
fji,2019,2829999.92371
fsm,1992,1000000
fsm,1993,45000000
fsm,1994,83000000
fsm,1995,52000000
fsm,1996,102000000
fsm,1997,70000000
fsm,1998,64680000.30518
fsm,1999,94589996.33789
fsm,2000,85430000.30518
fsm,2001,124040000.91553
fsm,2002,98930000.30518
fsm,2003,99860000.61035
fsm,2004,77550003.05176
fsm,2005,94080001.83105
fsm,2006,98580001.83105
fsm,2007,99580001.83105
fsm,2008,79839996.33789
fsm,2009,107559997.55859
fsm,2010,45310001.37329
fsm,2011,97989997.86377
fsm,2012,126529998.7793
fsm,2013,114080001.83106
fsm,2014,104339996.33789
fsm,2015,60369998.93188
fsm,2016,29540000.91553
fsm,2017,69730003.35693
fsm,2018,55400001.52588
fsm,2019,57779998.7793
gab,1963,1000000
gab,1964,2000000
gab,1965,1240000.00954
gab,1966,959999.97854
gab,1967,1110000.01431
gab,1968,560000.00238
gab,1980,1000000
gab,1981,1000000
gab,1982,1000000
gab,1983,1000000
gab,1984,2000000
gab,1985,2000000
gab,1986,1000000
gab,1987,1000000
gab,1988,1000000
gab,1989,1000000
gab,1990,2000000
gab,1991,2000000
gab,1992,2000000
gab,1993,1000000
gab,1994,2000000
gab,1995,2000000
gab,1996,2000000
gab,1997,2000000
gab,1998,1860000.01431
gab,1999,1700000.04768
gab,2000,1340000.03338
gab,2001,2250000
gab,2002,2259999.99046
gab,2003,3480000.01907
gab,2004,2880000.11444
gab,2005,1789999.96185
gab,2006,1129999.99523
gab,2007,1049999.95232
gab,2008,479999.98927
gab,2009,1159999.96662
gab,2010,1450000.04768
gab,2011,1279999.97139
gab,2012,2119999.88556
gab,2013,5900000.09537
gab,2014,6940000.05722
gab,2015,8640000.34332
gab,2016,3210000.03815
gab,2017,4849999.90463
gab,2018,-1320000.05245
gab,2019,-7309999.94278
geo,1993,72000000
geo,1994,53000000
geo,1995,52000000
geo,1996,55000000
geo,1997,32000000
geo,1998,22030000.68665
geo,1999,30209999.08447
geo,2000,74580001.83105
geo,2001,94339996.33789
geo,2002,133309997.55859
geo,2003,74949996.94824
geo,2004,92260002.13623
geo,2005,72050003.05176
geo,2006,103239997.86377
geo,2007,86779998.7793
geo,2008,402100006.10352
geo,2009,279119995.11719
geo,2010,204419998.16895
geo,2011,164699996.94824
geo,2012,137059997.55859
geo,2013,175360000.61035
geo,2014,150169998.16895
geo,2015,90650001.52588
geo,2016,80889999.38965
geo,2017,93769996.64307
geo,2018,98250000
geo,2019,93019996.64307
gha,1960,2000000
gha,1961,2000000
gha,1962,2000000
gha,1963,13000000
gha,1964,8000000
gha,1965,33159999.84741
gha,1966,39279998.7793
gha,1967,23479999.54224
gha,1968,23389999.38965
gha,1969,31000000
gha,1970,23000000
gha,1971,17000000
gha,1972,20000000
gha,1973,12000000
gha,1974,1000000
gha,1975,4000000
gha,1976,12000000
gha,1977,14000000
gha,1978,8000000
gha,1979,22000000
gha,1980,19000000
gha,1981,22000000
gha,1982,11000000
gha,1983,7000000
gha,1984,18000000
gha,1985,11000000
gha,1986,8000000
gha,1987,5000000
gha,1988,6000000
gha,1989,23000000
gha,1990,13000000
gha,1991,25000000
gha,1992,27000000
gha,1993,46000000
gha,1994,53000000
gha,1995,54000000
gha,1996,30000000
gha,1997,44000000
gha,1998,34310001.37329
gha,1999,40880001.06812
gha,2000,63340000.15259
gha,2001,53520000.45776
gha,2002,68870002.74658
gha,2003,83930000.30518
gha,2004,80410003.66211
gha,2005,66900001.52588
gha,2006,68419998.16895
gha,2007,70660003.66211
gha,2008,79529998.7793
gha,2009,150539993.28613
gha,2010,205710006.71387
gha,2011,303899993.89648
gha,2012,211250000
gha,2013,113680000.30518
gha,2014,139160003.66211
gha,2015,184979995.72754
gha,2016,227149993.89648
gha,2017,231910003.66211
gha,2018,217979995.72754
gha,2019,197770004.27246
gin,1961,1000000
gin,1962,6000000
gin,1963,15000000
gin,1964,12000000
gin,1965,22370000.83923
gin,1966,11909999.84741
gin,1967,6570000.17166
gin,1968,4500000
gin,1969,8000000
gin,1970,4000000
gin,1971,5000000
gin,1972,1000000
gin,1973,4000000
gin,1974,5000000
gin,1975,7000000
gin,1976,5000000
gin,1977,3000000
gin,1978,11000000
gin,1979,5000000
gin,1980,8000000
gin,1981,10000000
gin,1982,5000000
gin,1983,5000000
gin,1984,4000000
gin,1985,6000000
gin,1986,12000000
gin,1987,9000000
gin,1988,13000000
gin,1989,4000000
gin,1991,15000000
gin,1992,14000000
gin,1993,14000000
gin,1994,33000000
gin,1995,28000000
gin,1996,24000000
gin,1997,22000000
gin,1998,13840000.15259
gin,1999,21790000.91553
gin,2000,25680000.30518
gin,2001,34909999.84741
gin,2002,47650001.52588
gin,2003,44369998.93188
gin,2004,47650001.52588
gin,2005,43599998.47412
gin,2006,34849998.47412
gin,2007,24739999.77112
gin,2008,43310001.37329
gin,2009,34860000.61035
gin,2010,21829999.92371
gin,2011,16239999.77112
gin,2012,19930000.30518
gin,2013,27110000.61035
gin,2014,41500000
gin,2015,76720001.2207
gin,2016,125430000.30518
gin,2017,74040000.91553
gin,2018,78580001.83105
gin,2019,60549999.23706
gmb,1965,119999.99732
gmb,1966,259999.99046
gmb,1967,259999.99046
gmb,1968,419999.98689
gmb,1969,1000000
gmb,1971,1000000
gmb,1972,1000000
gmb,1973,1000000
gmb,1974,1000000
gmb,1976,1000000
gmb,1977,1000000
gmb,1978,1000000
gmb,1979,2000000
gmb,1980,4000000
gmb,1981,5000000
gmb,1982,6000000
gmb,1983,6000000
gmb,1984,10000000
gmb,1985,10000000
gmb,1986,9000000
gmb,1987,10000000
gmb,1988,11000000
gmb,1989,10000000
gmb,1990,12000000
gmb,1991,6000000
gmb,1992,9000000
gmb,1993,12000000
gmb,1994,8000000
gmb,1995,6000000
gmb,1996,4000000
gmb,1997,5000000
gmb,1998,4139999.86649
gmb,1999,2430000.06676
gmb,2000,3240000.00954
gmb,2001,1570000.05245
gmb,2002,2809999.94278
gmb,2003,3779999.97139
gmb,2004,3220000.02861
gmb,2005,1990000.00954
gmb,2006,4650000.09537
gmb,2007,1659999.96662
gmb,2008,12039999.96185
gmb,2009,4949999.80927
gmb,2010,6260000.22888
gmb,2011,2539999.96185
gmb,2012,2250000
gmb,2013,2819999.93324
gmb,2014,2000000
gmb,2015,2329999.92371
gmb,2016,2420000.07629
gmb,2017,18690000.53406
gmb,2018,2599999.90463
gmb,2019,5559999.94278
gnb,1976,1000000
gnb,1977,2000000
gnb,1978,5000000
gnb,1979,1000000
gnb,1980,2000000
gnb,1981,8000000
gnb,1982,4000000
gnb,1983,2000000
gnb,1984,3000000
gnb,1985,2000000
gnb,1986,3000000
gnb,1987,4000000
gnb,1988,2000000
gnb,1989,3000000
gnb,1990,7000000
gnb,1991,4000000
gnb,1992,4000000
gnb,1993,4000000
gnb,1994,6000000
gnb,1995,6000000
gnb,1996,6000000
gnb,1997,11000000
gnb,1998,10279999.73297
gnb,1999,3859999.8951
gnb,2000,560000.00238
gnb,2001,100000.00149
gnb,2002,3750000
gnb,2003,2369999.88556
gnb,2004,109999.9994
gnb,2005,1379999.99523
gnb,2006,5539999.96185
gnb,2007,6300000.19073
gnb,2008,670000.01669
gnb,2009,1139999.98569
gnb,2010,6519999.98093
gnb,2011,1730000.01907
gnb,2012,11939999.58038
gnb,2013,8119999.88556
gnb,2014,2750000
gnb,2015,3400000.09537
gnb,2016,8689999.58038
gnb,2017,10340000.15259
gnb,2018,3450000.04768
gnb,2019,750000
gnq,1981,1000000
gnq,1984,1000000
gnq,1985,1000000
gnq,1986,1000000
gnq,1987,2000000
gnq,1988,1000000
gnq,1989,1000000
gnq,1990,1000000
gnq,1991,2000000
gnq,1997,1000000
gnq,1998,959999.97854
gnq,1999,939999.99762
gnq,2000,29999.99933
gnq,2001,860000.01431
gnq,2002,79999.99821
gnq,2003,230000.00417
gnq,2004,29999.99933
gnq,2005,189999.99762
gnq,2006,59999.99866
gnq,2007,29999.99933
gnq,2008,9999.99978
gnq,2009,170000.00179
gnq,2010,129999.99523
gnq,2011,50000.00075
gnq,2012,379999.99523
gnq,2013,230000.00417
gnq,2014,180000.00715
gnq,2015,189999.99762
gnq,2016,2039999.96185
gnq,2017,2059999.94278
gnq,2018,1169999.95708
gnq,2019,340000.00358
grd,1984,20000000
grd,1985,24000000
grd,1986,11000000
grd,1987,3000000
grd,1998,140000.0006
grd,1999,109999.9994
grd,2000,340000.00358
grd,2001,189999.99762
grd,2002,19999.99955
grd,2003,9999.99978
grd,2004,370000.00477
grd,2005,7110000.13351
grd,2006,1750000
grd,2007,129999.99523
grd,2008,50000.00075
grd,2009,79999.99821
grd,2010,19999.99955
grd,2011,19999.99955
grd,2013,500000
grd,2015,0
grd,2016,500000
grd,2017,-39999.99911
grd,2018,0
grd,2019,9999.99978
gtm,1960,16000000
gtm,1961,15000000
gtm,1962,9000000
gtm,1963,10000000
gtm,1964,11000000
gtm,1965,10939999.58038
gtm,1966,8010000.22888
gtm,1967,12390000.34332
gtm,1968,14079999.92371
gtm,1969,11000000
gtm,1970,12000000
gtm,1971,10000000
gtm,1972,16000000
gtm,1973,15000000
gtm,1974,18000000
gtm,1975,23000000
gtm,1976,29000000
gtm,1977,26000000
gtm,1978,13000000
gtm,1979,19000000
gtm,1980,17000000
gtm,1981,18000000
gtm,1982,20000000
gtm,1983,36000000
gtm,1984,29000000
gtm,1985,50000000
gtm,1986,86000000
gtm,1987,155000000
gtm,1988,134000000
gtm,1989,146000000
gtm,1990,88000000
gtm,1991,75000000
gtm,1992,106000000
gtm,1993,72000000
gtm,1994,54000000
gtm,1995,37000000
gtm,1996,-1000000
gtm,1997,35000000
gtm,1998,33049999.23706
gtm,1999,51750000
gtm,2000,57959999.08447
gtm,2001,63599998.47412
gtm,2002,64730003.35693
gtm,2003,67940002.44141
gtm,2004,53540000.91553
gtm,2005,38360000.61035
gtm,2006,67250000
gtm,2007,45709999.08447
gtm,2008,70349998.47412
gtm,2009,83889999.38965
gtm,2010,100500000
gtm,2011,93080001.83105
gtm,2012,95489997.86377
gtm,2013,102669998.16894
gtm,2014,126040000.91553
gtm,2015,123500000
gtm,2016,133419998.16894
gtm,2017,209679992.67578
gtm,2018,199710006.71387
gtm,2019,183479995.72754
guy,1961,1000000
guy,1962,1000000
guy,1963,1000000
guy,1964,1000000
guy,1965,3220000.02861
guy,1966,2920000.07629
guy,1967,6530000.20981
guy,1968,8380000.11444
guy,1969,10000000
guy,1970,5000000
guy,1971,9000000
guy,1972,6000000
guy,1973,3000000
guy,1974,2000000
guy,1975,4000000
guy,1976,5000000
guy,1977,6000000
guy,1978,5000000
guy,1979,5000000
guy,1980,5000000
guy,1981,6000000
guy,1982,6000000
guy,1983,4000000
guy,1984,1000000
guy,1985,1000000
guy,1986,4000000
guy,1987,8000000
guy,1988,6000000
guy,1989,5000000
guy,1990,-17000000
guy,1991,2000000
guy,1992,9000000
guy,1993,7000000
guy,1994,6000000
guy,1995,8000000
guy,1996,11000000
guy,1997,21000000
guy,1998,11789999.96185
guy,1999,15199999.80927
guy,2000,7579999.92371
guy,2001,15750000
guy,2002,11510000.22888
guy,2003,8390000.34332
guy,2004,19709999.08447
guy,2005,17600000.38147
guy,2006,23549999.23706
guy,2007,21139999.38965
guy,2008,25569999.69482
guy,2009,26079999.92371
guy,2010,21639999.38965
guy,2011,17920000.07629
guy,2012,17040000.91553
guy,2013,9720000.26703
guy,2014,9489999.77112
guy,2015,6449999.80927
guy,2016,7690000.05722
guy,2017,6010000.22888
guy,2018,5150000.09537
guy,2019,3730000.01907
hkg,1960,5000000
hkg,1961,5000000
hkg,1962,2000000
hkg,1963,4000000
hkg,1965,1899999.97616
hkg,1966,1710000.03815
hkg,1967,1429999.94755
hkg,1968,870000.00477
hkg,1969,1000000
hkg,1975,-1000000
hkg,2001,9999.99978
hkg,2003,500000
hkg,2004,189999.99762
hnd,1960,5000000
hnd,1961,7000000
hnd,1962,4000000
hnd,1963,5000000
hnd,1964,4000000
hnd,1965,9909999.84741
hnd,1966,7389999.86649
hnd,1967,6219999.79019
hnd,1968,7900000.09537
hnd,1969,10000000
hnd,1970,10000000
hnd,1971,8000000
hnd,1972,9000000
hnd,1973,9000000
hnd,1974,11000000
hnd,1975,23000000
hnd,1976,17000000
hnd,1977,15000000
hnd,1978,16000000
hnd,1979,27000000
hnd,1980,19000000
hnd,1981,35000000
hnd,1982,68000000
hnd,1983,64000000
hnd,1984,123000000
hnd,1985,161000000
hnd,1986,175000000
hnd,1987,153000000
