geo,time,ne_imp_gnfs_cn
bwa,2013,76385300000
bwa,2014,80837400000
bwa,2015,81971300000
bwa,2016,75391200000
bwa,2017,64998800000
bwa,2018,75096200000
bwa,2019,82764000000
bwa,2020,79478000000
caf,1960,9399999500
caf,1961,10800000000
caf,1962,11499998200
caf,1963,12200000500
caf,1964,14199999500
caf,1965,13900000000
caf,1966,16500000000
caf,1967,18899990000
caf,1968,18814864000
caf,1969,18379172000
caf,1970,21724489800
caf,1971,20759085900
caf,1972,19627303300
caf,1973,22054049900
caf,1974,29353275100
caf,1975,32395744800
caf,1976,31614996600
caf,1977,42780108800
caf,1978,46688019500
caf,1979,52371910200
caf,1980,69180033700
caf,1981,64304795800
caf,1982,84158106500
caf,1983,91906933400
caf,1984,98943172600
caf,1985,122920000000
caf,1986,111241000000
caf,1987,103050000000
caf,1988,94390000000
caf,1989,104168000000
caf,1990,101498000000
caf,1991,101504000000
caf,1992,98526000000
caf,1993,82882000000
caf,1994,118232000000
caf,1995,157308000000
caf,1996,132050000000
caf,1997,158366000000
caf,1998,162032000000
caf,1999,147621000000
caf,2000,164648000000
caf,2001,154191000000
caf,2002,139205000000
caf,2003,119205000000
caf,2004,129134000000
caf,2005,153133000000
caf,2006,168626800000
caf,2007,190912840000
caf,2008,208341050000
caf,2009,210523000000
caf,2010,241762000000
caf,2011,245264000000
caf,2012,275655000000
caf,2013,195716000000
caf,2014,340731000000
caf,2015,361710000000
caf,2016,386196000000
caf,2017,479931000000
caf,2018,579562000000
caf,2019,465572844600
caf,2020,490282150200
can,1961,7578000000
can,1962,8117000000
can,1963,8471000000
can,1964,9620000000
can,1965,10959000000
can,1966,12699000000
can,1967,13629000000
can,1968,15452000000
can,1969,17991000000
can,1970,18106000000
can,1971,19806000000
can,1972,23177000000
can,1973,28463000000
can,1974,37921000000
can,1975,42396000000
can,1976,46152000000
can,1977,52063000000
can,1978,60841000000
can,1979,74022000000
can,1980,82921000000
can,1981,94734000000
can,1982,83161000000
can,1983,91779000000
can,1984,113372000000
can,1985,126482000000
can,1986,137332000000
can,1987,142797000000
can,1988,158685000000
can,1989,168031000000
can,1990,173320000000
can,1991,174532000000
can,1992,190665000000
can,1993,217449000000
can,1994,250342000000
can,1995,274133000000
can,1996,285135000000
can,1997,328329000000
can,1998,357894000000
can,1999,385567000000
can,2000,426455000000
can,2001,415515000000
can,2002,425530000000
can,2003,413740000000
can,2004,438981000000
can,2005,467732000000
can,2006,488627000000
can,2007,505701000000
can,2008,540669000000
can,2009,470749000000
can,2010,517153000000
can,2011,564513000000
can,2012,589137000000
can,2013,606801000000
can,2014,651176000000
can,2015,683019000000
can,2016,685868000000
can,2017,720254000000
can,2018,763874000000
can,2019,774372000000
can,2020,693345000000
che,1970,45287522000
che,1971,48758358000
che,1972,53352324000
che,1973,60380947000
che,1974,70503614000
che,1975,58011504000
che,1976,62330122000
che,1977,72003537000
che,1978,71771665000
che,1979,82358076000
che,1980,99400677000
che,1981,104861509000
che,1982,101973142000
che,1983,105742482000
che,1984,113988043000
che,1985,122830362000
che,1986,122962187000
che,1987,118068788000
che,1988,129133593000
che,1989,147866248000
che,1990,151306226000
che,1991,147449104000
che,1992,149471698000
che,1993,147527566000
che,1994,148003876000
che,1995,150415854000
che,1996,157742103000
che,1997,178477687000
che,1998,184239380000
che,1999,190393990000
che,2000,216622374000
che,2001,218505674000
che,2002,204385531000
che,2003,203297569000
che,2004,216189287000
che,2005,245618932000
che,2006,268496625000
che,2007,298046408000
che,2008,322872685000
che,2009,304316501000
che,2010,336594346000
che,2011,366734859000
che,2012,367736574000
che,2013,393152724000
che,2014,353102098000
che,2015,342770181000
che,2016,370511514000
che,2017,375914610000
che,2018,387119036000
che,2019,390395348000
che,2020,378173993000
chl,1960,715823.91766
chl,1961,787209.9524
chl,1962,762488.81777
chl,1963,1339448.01303
chl,1964,1819930.27772
chl,1965,2440336.95089
chl,1966,3697429.58276
chl,1967,4616295.54392
chl,1968,6477580.19749
chl,1969,10132219.25485
chl,1970,14406170.61284
chl,1971,15990913.97016
chl,1972,32451141.75416
chl,1973,185498297.05209
chl,1974,1855003877.82149
chl,1975,9944452475.53955
chl,1976,27406619554.8656
chl,1977,66231798438.3149
chl,1978,119763502008.78999
chl,1979,207498278539.45801
chl,1980,299513989177.23901
chl,1981,352844589887.88098
chl,1982,274011946108.49399
chl,1983,343175908646.17902
chl,1984,472687746643.82294
chl,1985,692921013377.23596
chl,1986,901450885794.55701
chl,1987,1262226505177.37988
chl,1988,1657622379325.12012
chl,1989,2335387251208.41016
chl,1990,2953316579498.18018
chl,1991,3540106389400
chl,1992,4548458468700
chl,1993,5524792026600
chl,1994,6168531837800
chl,1995,7676157795900
chl,1996,9047935390217.18164
chl,1997,10143600977076.90039
chl,1998,10814203166421.90039
chl,1999,10166466673564.19922
chl,2000,12090826361101.09961
chl,2001,13855927324475.59961
chl,2002,14696706089387.19922
chl,2003,16033702804650.09961
chl,2004,18099964907714.60156
chl,2005,21652351305922.10156
chl,2006,24052413585362.5
chl,2007,28424849170339.10156
chl,2008,36946238228821.89844
chl,2009,28325650185721.30078
chl,2010,34922939595456.30078
chl,2011,42023422083165.10156
chl,2012,44377001385808.79688
chl,2013,45187555397980
chl,2014,47792315797198
chl,2015,47221292006425
chl,2016,46689602427342
chl,2017,48922723933375
chl,2018,54985390799110
chl,2019,56658091372961
chl,2020,52728691122977
chn,1960,6510000000
chn,1961,4300000000
chn,1962,3380000000
chn,1963,3570000000
chn,1964,4210000000
chn,1965,5530000000
chn,1966,6110000000
chn,1967,5340000000
chn,1968,5090000000
chn,1969,4720000000
chn,1970,5610000000
chn,1971,5240000000
chn,1972,6400000000
chn,1973,10360000000
chn,1974,15280000000
chn,1975,14740000000
chn,1976,12930000000
chn,1977,13280000000
chn,1978,18740000000
chn,1979,24290000000
chn,1980,29880000000
chn,1981,36770000000
chn,1982,46604886963.3978
chn,1983,50595644612.8557
chn,1984,69188854226.492
chn,1985,112609065625.41299
chn,1986,115894403382.121
chn,1987,150667068438.60001
chn,1988,238065648463.79999
chn,1989,227826839840.60001
chn,1990,201154999151.60001
chn,1991,252225123600
chn,1992,393980678800
chn,1993,690411970600
chn,1994,838172412000
chn,1995,1001255827700
chn,1996,1141222697800
chn,1997,1198902543000
chn,1998,1199755052500
chn,1999,1391238219200
chn,2000,1856896762000
chn,2001,2019395459000
chn,2002,2446843757500
chn,2003,3411258981300
chn,2004,4603411743000
chn,2005,5315742445000
chn,2006,6241676894600
chn,2007,7227282986100
chn,2008,7984308188900
chn,2009,7121965125700
chn,2010,9697885213200
chn,2011,11794839038600
chn,2012,12266158517200
chn,2013,13131242550200
chn,2014,13769132404200
chn,2015,12475283948900
chn,2016,12920124576000
chn,2017,14926838283900
chn,2018,16964120305900
chn,2019,17244388056200
chn,2020,16265915296400
civ,1960,30675208200
civ,1961,42613669900
civ,1962,40706830300
civ,1963,43857260500
civ,1964,55795720200
civ,1965,67899990000
civ,1966,72200028200
civ,1967,76699992100
civ,1968,88800026600
civ,1969,95800000500
civ,1970,117100003300
civ,1971,124000002000
civ,1972,135199998000
civ,1973,185799999500
civ,1974,283599994900
civ,1975,305300013100
civ,1976,403799998500
civ,1977,559200010200
civ,1978,667400011800
civ,1979,732500000800
civ,1980,885300002800
civ,1981,968900018200
civ,1982,977900011500
civ,1983,930800009200
civ,1984,950399991800
civ,1985,1015599988700
civ,1986,957227008000
civ,1987,898000027600
civ,1988,851899973600
civ,1989,904400011300
civ,1990,796899999700
civ,1991,798800019500
civ,1992,830000005100
civ,1993,810276028400
civ,1994,1352835006500
civ,1995,1891166191600
civ,1996,2287927119152.54004
civ,1997,2722392787230.66943
civ,1998,3063738136613.43018
civ,1999,3155222834079.27002
civ,2000,3199322142424.04004
civ,2001,3157324623640.18945
civ,2002,3073626674034.39014
civ,2003,3021687576950.5498
civ,2004,3468595176225.43994
civ,2005,3921480259784.22021
civ,2006,4074489470490.7002
civ,2007,4259059513653.20947
civ,2008,4700555480395.25
civ,2009,4981852499382.78027
civ,2010,5872732688952.56934
civ,2011,5089777385140.41992
civ,2012,6546080091729.70996
civ,2013,6165194028313.44922
civ,2014,6155388432715.83984
civ,2015,6869095000000
civ,2016,6514904000000
civ,2017,7075570000000
civ,2018,7548647000000
civ,2019,7760000000000
civ,2020,7226043495400
cmr,1965,48399990800
cmr,1966,49300000800
cmr,1967,51999998000
cmr,1968,63800000500
cmr,1969,65399988200
cmr,1970,78500003800
cmr,1971,92500000800
cmr,1972,98500018200
cmr,1973,101700001800
cmr,1974,118400000000
cmr,1975,156399992800
cmr,1976,189499998200
cmr,1977,231900004400
cmr,1978,295899988000
cmr,1979,355600007200
cmr,1980,382606868500
cmr,1981,510431330300
cmr,1982,628092698600
cmr,1983,767167889400
cmr,1984,990239981600
cmr,1985,1212153593900
cmr,1986,933103665200
cmr,1987,808932606000
cmr,1988,581719818200
cmr,1989,624258449400
cmr,1990,580488069100
cmr,1991,489001910300
cmr,1992,585237397500
cmr,1993,447583763600
cmr,1994,765131825600
cmr,1995,816929241300
cmr,1996,1183399293300
cmr,1997,1374045118400
cmr,1998,1354099273700
cmr,1999,1267781648700
cmr,2000,1731365890500
cmr,2001,2110753466800
cmr,2002,2196190844200
cmr,2003,1926899777500
cmr,2004,2113640838200
cmr,2005,2340460572300
cmr,2006,2504407211000
cmr,2007,3004894456400
cmr,2008,3697909532100
cmr,2009,2968063790100
cmr,2010,3384903296700
cmr,2011,3939582098100
cmr,2012,4027447021300
cmr,2013,4337125601600
cmr,2014,4890812386500
cmr,2015,4675262736900
cmr,2016,4346095000000
cmr,2017,4369905000000
cmr,2018,4851727000000
cmr,2019,5468867000000
cmr,2020,4280668000000
cod,1994,13825000
cod,1995,94056000
cod,1996,878000000
cod,1997,1200000000
cod,1998,3285600000
cod,1999,9090935700
cod,2000,205000000000
cod,2001,291300000000
cod,2002,412900000000
cod,2003,1088100000000
cod,2004,1094500000000
cod,2005,1665322013500
cod,2006,1777364560300
cod,2007,3552106623400
cod,2008,4952127351300
cod,2009,5456526050100
cod,2010,9697314073400
cod,2011,10853905675200
cod,2012,10121086360400
cod,2013,12327018982300
cod,2014,13906884224400
cod,2015,11822308213600
cod,2016,14579174523500
cod,2017,19148700536400
cod,2018,28839268022700
cod,2019,25048387971600
cod,2020,26952190217600
cog,1960,27651121200
cog,1961,31121973200
cog,1962,25684305900
cog,1963,24411658200
cog,1964,25684305900
cog,1965,25800000000
cog,1966,27700000000
cog,1967,32600010000
cog,1968,35600010000
cog,1969,39200000000
cog,1970,43899990000
cog,1971,46700000000
cog,1972,53600010000
cog,1973,52399990000
cog,1974,83799900000
cog,1975,104800000000
cog,1976,120000000000
cog,1977,122700000000
cog,1978,121100000000
cog,1979,124000000000
cog,1980,216700000000
cog,1981,412200000000
cog,1982,486400000000
cog,1983,413700000000
cog,1984,437300000000
cog,1985,543700000000
cog,1986,343700000000
cog,1987,266700000000
cog,1988,266400000000
cog,1989,265500000300
cog,1990,145100000000
cog,1991,215620000000
cog,1992,127707000000
cog,1993,238214000000
cog,1994,729100000000
cog,1995,671827000000
cog,1996,779163000000
cog,1997,815610000000
cog,1998,835249000000
cog,1999,856596000000
cog,2000,999822000000
cog,2001,1091999000000
cog,2002,1135375600000
cog,2003,1545171947700
cog,2004,1248489571700
cog,2005,1561966000000
cog,2006,2030008000000
cog,2007,3367214000000
cog,2008,3102204000000
cog,2009,3250004000000
cog,2010,3613077000000
cog,2011,3761090000000
cog,2012,3555696000000
cog,2013,3554000000000
cog,2014,4518037000000
cog,2015,5621300000000
cog,2016,5194765000000
cog,2017,3553678000000
cog,2018,3721027621309.00977
cog,2019,3971600000000
cog,2020,3273869000000
col,1960,3947126300
col,1961,4207162600
col,1962,4181642800
col,1963,5375570900
col,1964,6801549300
col,1965,5873000000
col,1966,10514000000
col,1967,8739000000
col,1968,12440000000
col,1969,14535000000
col,1970,19324000000
col,1971,24968000000
col,1972,24267000000
col,1973,30794000000
col,1974,50390000000
col,1975,56762000000
col,1976,73959000000
col,1977,94507000000
col,1978,125496000000
col,1979,159838000000
col,1980,246297000000
col,1981,305707000000
col,1982,379363000000
col,1983,404377000000
col,1984,480683000000
col,1985,621993000000
col,1986,814106000000
col,1987,1139750000000
col,1988,1625570000000
col,1989,2090370000000
col,1990,3824436000000
col,1991,4493819000000
col,1992,6791192000000
col,1993,10973383000000
col,1994,14127318000000
col,1995,17701382000000
col,1996,20992932000000
col,1997,25261030000000
col,1998,29363223000000
col,1999,26982664000000
col,2000,34933000000000
col,2001,41814000000000
col,2002,44568000000000
col,2003,54308000000000
col,2004,58760000000000
col,2005,69118000000000
col,2006,83620000000000
col,2007,88554000000000
col,2008,100353000000000
col,2009,93953000000000
col,2010,97516000000000
col,2011,125005000000000
col,2012,133461000000000
col,2013,142106000000000
col,2014,159086000000000
col,2015,182750000000000
col,2016,185588000000000
col,2017,185361000000000
col,2018,203831000000000
col,2019,229934000000000
col,2020,201910965760855
com,1980,12070000000
com,1981,14363000000
com,1982,16278000000
com,1983,19658000000
com,1984,21726000000
com,1985,23793000000
com,1986,26029000000
com,1987,27308000000
com,1988,28585000000
com,1989,29326000000
com,1990,31489000000
com,1991,32209000000
com,1992,32592000000
com,1993,34523000000
com,1994,35781000000
com,1995,40157000000
com,1996,40907000000
com,1997,42948000000
com,1998,44085000000
com,1999,47545000000
com,2000,50352000000
com,2001,55973000000
com,2002,59663000000
com,2003,64032000000
com,2004,67473000000
com,2005,69607000000
com,2006,73672000000
com,2007,69067000000
com,2008,85752000000
com,2009,91281000000
com,2010,100785000000
com,2011,108640000000
com,2012,123948000000
com,2013,124849000000
com,2014,125838000000
com,2015,118518000000
com,2016,119112000000
com,2017,132615000000
com,2018,149002000000
com,2019,154627000000
com,2020,148076785400
cpv,1980,3827503000
cpv,1981,4801167500
cpv,1982,6491738700
cpv,1983,7723910500
cpv,1984,8706719000
cpv,1985,9993080000
cpv,1986,11527429000
cpv,1987,11206135000
cpv,1988,11332426000
cpv,1989,12974464000
cpv,1990,14790700000
cpv,1991,14705500000
cpv,1992,16193207000
cpv,1993,18556102000
cpv,1994,18817550000
cpv,1995,22605060000
cpv,1996,22923130000
cpv,1997,26742330000
cpv,1998,30269200000
cpv,1999,36785541600
cpv,2000,39054463800
cpv,2001,43261579700
cpv,2002,49871861800
cpv,2003,53604205900
cpv,2004,57101834200
cpv,2005,57370653100
cpv,2006,70783356400
cpv,2007,80754935000
cpv,2008,84979055600
cpv,2009,77396431900
cpv,2010,85591040600
cpv,2011,95159376400
cpv,2012,89978231600
cpv,2013,84312004200
cpv,2014,93719794100
cpv,2015,93884248300
cpv,2016,99406594900
cpv,2017,116633640900
cpv,2018,124911707900
cpv,2019,127384845800
cpv,2020,98685459900
cri,1960,745900000
cri,1961,734000000
cri,1962,830100000
cri,1963,923500000
cri,1964,1030800000
cri,1965,1303800000
cri,1966,1319700000
cri,1967,1446700000
cri,1968,1663900000
cri,1969,1807000000
cri,1970,2256100000
cri,1971,2648200000
cri,1972,3007400000
cri,1973,3747200000
cri,1974,6359500000
cri,1975,6477800000
cri,1976,7218000000
cri,1977,9567200000
cri,1978,10879300000
cri,1979,12863100000
cri,1980,15245100000
cri,1981,27509900000
cri,1982,41112900000
cri,1983,47565400000
cri,1984,55377300000
cri,1985,64276700000
cri,1986,75194900000
cri,1987,101767600000
cri,1988,125247000000
cri,1989,164962900000
cri,1990,214863800000
cri,1991,335090989907.45001
cri,1992,470149327561.57001
cri,1993,590130464380.31995
cri,1994,693647841716.56995
cri,1995,866162227959.16992
cri,1996,1068414968120.69995
cri,1997,1349833170771.16992
cri,1998,1691983749818.52002
cri,1999,1831764585543.8501
cri,2000,2017144230496.73999
cri,2001,2119717616136.16968
cri,2002,2457109412138.24023
cri,2003,2937104121555.2002
cri,2004,3508538455987.18945
cri,2005,4382267385079.39062
cri,2006,5400254127512.7998
cri,2007,6371527790863.5293
cri,2008,7714669946156.42871
cri,2009,6191539156650.34961
cri,2010,6867867638161.42969
cri,2011,7820509986197.90039
cri,2012,8407855609165.71875
cri,2013,8523663266765.09082
cri,2014,9472380607315.86914
cri,2015,9280249861637.75
cri,2016,9911285604753.96875
cri,2017,11096182002464.80078
cri,2018,11959346863078.5
cri,2019,12091207334129.5
cri,2020,10785980408701.40039
cub,1970,2515236800
cub,1971,3055095900
cub,1972,3425434000
cub,1973,3657829100
cub,1974,4131351200
cub,1975,4720607400
cub,1976,5003021900
cub,1977,5209867800
cub,1978,6066418400
cub,1979,6311001200
cub,1980,6348742200
cub,1981,7391950100
cub,1982,7863506000
cub,1983,8388273400
cub,1984,9315124800
cub,1985,9440906400
cub,1986,8839342900
cub,1987,8706880500
cub,1988,8972792200
cub,1989,9439261600
cub,1990,8805130800
cub,1991,5178424400
cub,1992,2979197700
cub,1993,2602206200
cub,1994,3060122600
cub,1995,3791516800
cub,1996,4331000000
cub,1997,4522800000
cub,1998,4697400000
cub,1999,4916000000
cub,2000,5179600000
cub,2001,5109300000
cub,2002,4434700000
cub,2003,4895200000
cub,2004,5841100000
cub,2005,7822300000
cub,2006,9744000000
cub,2007,10332600000
cub,2008,14806100000
cub,2009,9594000000
cub,2010,11400000000
cub,2011,15079000000
cub,2012,14888000000
cub,2013,15602000000
cub,2014,13865000000
cub,2015,12605000000
cub,2016,11226000000
cub,2017,11304000000
cub,2018,12567000000
cub,2019,10971000000
cub,2020,8067000000
cym,2017,1869100000
cym,2018,2098200000
cym,2019,2246400000
cym,2020,2160300000
cyp,1975,248943200
cyp,1976,357268600
cyp,1977,489856000
cyp,1978,544531300
cyp,1979,686174300
cyp,1980,819274400
cyp,1981,947761300
cyp,1982,1124943200
cyp,1983,1242495000
cyp,1984,1533298900
cyp,1985,1489900500
cyp,1986,1324507800
cyp,1987,1529027400
cyp,1988,1824615500
cyp,1989,2308833100
cyp,1990,2493703900
cyp,1991,2609205300
cyp,1992,3214904500
cyp,1993,2681479100
cyp,1994,2999449800
cyp,1995,5192631000
cyp,1996,5636821000
cyp,1997,5909750000
cyp,1998,5998684000
cyp,1999,6255726000
cyp,2000,7155013000
cyp,2001,7265735000
cyp,2002,7273026000
cyp,2003,7224514000
cyp,2004,7900085000
cyp,2005,8333836000
cyp,2006,9019306000
cyp,2007,10159527000
cyp,2008,11946400000
cyp,2009,10097600000
cyp,2010,11397795000
cyp,2011,11351472000
cyp,2012,11125051000
cyp,2013,10757364000
cyp,2014,11345053000
cyp,2015,12069080000
cyp,2016,13031698000
cyp,2017,15067135000
cyp,2018,15944343000
cyp,2019,17345001000
cyp,2020,16927885000
cze,1990,223562054000
cze,1991,289085508000
cze,1992,380326993000
cze,1993,462408022000
cze,1994,526626785000
cze,1995,690823000000
cze,1996,785927000000
cze,1997,874945000000
cze,1998,913639000000
cze,1999,974165000000
cze,2000,1192079000000
cze,2001,1293585000000
cze,2002,1246746000000
cze,2003,1362188000000
cze,2004,1737631000000
cze,2005,1954431000000
cze,2006,2194547000000
cze,2007,2457683000000
cze,2008,2457689000000
cze,2009,2153199000000
cze,2010,2494981000000
cze,2011,2723420000000
cze,2012,2898330000000
cze,2013,2915049000000
cze,2014,3286299000000
cze,2015,3451313000000
cze,2016,3428766000000
cze,2017,3654463000000
cze,2018,3841908000000
cze,2019,3931920000000
cze,2020,3653535000000
deu,1970,66975259000
deu,1971,72998978000
deu,1972,79080617000
deu,1973,88994655000
deu,1974,110270739000
deu,1975,116004856000
deu,1976,135823277000
deu,1977,143478420000
deu,1978,148623680000
deu,1979,176744021000
deu,1980,205192578000
deu,1981,222433543000
deu,1982,226594156000
deu,1983,234268606000
deu,1984,258682043000
deu,1985,275392071000
deu,1986,251586798000
deu,1987,250611805000
deu,1988,269706221000
deu,1989,308184656000
deu,1990,337029002000
deu,1991,383010000000
deu,1992,386302000000
deu,1993,354788000000
deu,1994,383239000000
deu,1995,408997000000
deu,1996,425501000000
deu,1997,476214000000
deu,1998,507192000000
deu,1999,543839000000
deu,2000,647034000000
deu,2001,656501000000
deu,2002,622998000000
deu,2003,642187000000
deu,2004,690359000000
deu,2005,751919000000
deu,2006,859030000000
deu,2007,913627000000
deu,2008,960679000000
deu,2009,809752000000
deu,2010,956602000000
deu,2011,1081437000000
deu,2012,1103805000000
deu,2013,1114987000000
deu,2014,1141722000000
deu,2015,1190060000000
deu,2016,1213031000000
deu,2017,1309287000000
deu,2018,1385314000000
deu,2019,1423220000000
deu,2020,1269289000000
dji,2013,695092000000
dji,2014,554944000000
dji,2015,529715000000
dji,2016,506047000000
dji,2017,765271000000
dji,2018,744464000000
dji,2019,848304450000
dji,2020,844062974600
dma,2009,714060000
dma,2010,714200000
dma,2011,714980000
dma,2012,674670000
dma,2013,657890000
dma,2014,914400000
dma,2015,882760000
dma,2016,889170000
dma,2017,869590000
dma,2018,1164860000
dnk,1966,24406164000
dnk,1967,26171630000
dnk,1968,28722403000
dnk,1969,33288449000
dnk,1970,38398910000
dnk,1971,40890721000
dnk,1972,43292082000
dnk,1973,55523767000
dnk,1974,70799684000
dnk,1975,70539639000
dnk,1976,88301268000
dnk,1977,95412595000
dnk,1978,98646786000
dnk,1979,117037292000
dnk,1980,132098296000
dnk,1981,152813971000
dnk,1982,176008381000
dnk,1983,186964099000
dnk,1984,211893965000
dnk,1985,236740871000
dnk,1986,231596625000
dnk,1987,221901762000
dnk,1988,234438806000
dnk,1989,259872646000
dnk,1990,264085170000
dnk,1991,280203324000
dnk,1992,277343484000
dnk,1993,269614638000
dnk,1994,307209546000
dnk,1995,330665357000
dnk,1996,341681679000
dnk,1997,382871415000
dnk,1998,404570696000
dnk,1999,414031790000
dnk,2000,506040067000
dnk,2001,526859205000
dnk,2002,547925489000
dnk,2003,532220051000
dnk,2004,576487020000
dnk,2005,665282539000
dnk,2006,784550464000
dnk,2007,844823484000
dnk,2008,912488331000
dnk,2009,734131540000
dnk,2010,789147941000
dnk,2011,875882267000
dnk,2012,921169622000
dnk,2013,930515778000
dnk,2014,944040510000
dnk,2015,990281130000
dnk,2016,985249597000
dnk,2017,1050471988000
dnk,2018,1136013712000
dnk,2019,1196282735000
dnk,2020,1128223073000
dom,1960,126500000
dom,1961,106900000
dom,1962,199300000
dom,1963,244400000
dom,1964,287500000
dom,1965,180000000
dom,1966,249300000
dom,1967,258800000
dom,1968,287500000
dom,1969,321300000
dom,1970,414895190
dom,1971,461715440
dom,1972,489759560
dom,1973,632490400
dom,1974,1023192000
dom,1975,1160205950
dom,1976,1152879210
dom,1977,1297114920
dom,1978,1395042000
dom,1979,1746830300
dom,1980,2303519820
dom,1981,2192903500
dom,1982,2036678800
dom,1983,2246418800
dom,1984,3479368010
dom,1985,4841508000
dom,1986,4709493000
dom,1987,7288110000
dom,1988,12112244500
dom,1989,16448910000
dom,1990,23270395500
dom,1991,53143500000
dom,1992,63337900000
dom,1993,68043600000
dom,1994,75661900000
dom,1995,82804000000
dom,1996,88820600000
dom,1997,109372200000
dom,1998,132562500000
dom,1999,144840700000
dom,2000,172276800000
dom,2001,165030400000
dom,2002,181420000000
dom,2003,265880500000
dom,2004,376302800000
dom,2005,361030100000
dom,2006,448321200000
dom,2007,513146895100
dom,2008,622872019500
dom,2009,513544461400
dom,2010,660885775000
dom,2011,769213917000
dom,2012,806604627400
dom,2013,825609872400
dom,2014,887794031600
dom,2015,910710449000
dom,2016,965163711300
dom,2017,1009336643200
dom,2018,1207408427700
dom,2019,1274773469100
dom,2020,1158639975100
dza,1960,9028571100
dza,1961,8114285600
dza,1962,2057142900
dza,1963,4914285600
dza,1964,4228571400
dza,1965,4000000000
dza,1966,3700000000
dza,1967,3600000000
dza,1968,4600000000
dza,1969,5900000300
dza,1970,7000000000
dza,1971,6899999700
dza,1972,7800000000
dza,1973,10899999700
dza,1974,19599999000
dza,1975,26400000000
dza,1976,27399999500
dza,1977,36300001300
dza,1978,41999999000
dza,1979,42099998700
dza,1980,49300000800
dza,1981,59100000300
dza,1982,60200001500
dza,1983,60300001300
dza,1984,73500000300
dza,1985,77899997200
dza,1986,69400002600
dza,1987,59599999000
dza,1988,79000002600
dza,1989,120700002300
dza,1990,138600005600
dza,1991,199300005900
dza,1992,250199998500
dza,1993,269799997400
dza,1994,388591124500
dza,1995,577198948400
dza,1996,615378780200
dza,1997,593227939800
dza,1998,637318135800
dza,1999,737629000000
dza,2000,857221900000
dza,2001,930677500000
dza,2002,1159170200000
dza,2003,1254041200000
dza,2004,1577137700000
dza,2005,1820427100000
dza,2006,1863501300000
dza,2007,2326059400000
dza,2008,3170777200000
dza,2009,3583772000000
dza,2010,3768002900000
dza,2011,4184893000000
dza,2012,4622074700000
dza,2013,5061121500000
dza,2014,5500515700000
dza,2015,6104032900000
dza,2016,6139437000000
dza,2017,6170465400000
dza,2018,6567600000000
dza,2019,5971600000000
dza,2020,5118200000000
ecu,1960,178648380.55465
ecu,1961,163129709.50697
ecu,1962,163802755.7582
ecu,1963,181562461.0629
ecu,1964,227547414.77995
ecu,1965,245521000
ecu,1966,269873000
ecu,1967,307091000
ecu,1968,359221000
ecu,1969,376465000
ecu,1970,372234000
ecu,1971,459462000
ecu,1972,495186000
ecu,1973,648040000
ecu,1974,1236921000
ecu,1975,1494138000
ecu,1976,1633787000
ecu,1977,1999147000
ecu,1978,2212214000
ecu,1979,2574606000
ecu,1980,3195143000
ecu,1981,3334887000
ecu,1982,3537139000
ecu,1983,2625884000
ecu,1984,2650929000
ecu,1985,2748700000
ecu,1986,2675813000
ecu,1987,3117350000
ecu,1988,3086133000
ecu,1989,3447430000
ecu,1990,3325222000
ecu,1991,3654454000
ecu,1992,3738716000
ecu,1993,4379353000
ecu,1994,5333400000
ecu,1995,6013435000
ecu,1996,5532513000
ecu,1997,6609780000
ecu,1998,7132699000
ecu,1999,4481538000
ecu,2000,5007786000
ecu,2001,6734248000
ecu,2002,7960638000
ecu,2003,7992504000
ecu,2004,9554409000
ecu,2005,11821905000
ecu,2006,13748900000
ecu,2007,15636623000
ecu,2008,20933400000
ecu,2009,16790125000
ecu,2010,22541700000
ecu,2011,26453861000
ecu,2012,27772113000
ecu,2013,29459627000
ecu,2014,30168281000
ecu,2015,23815449000
ecu,2016,19004701000
ecu,2017,22516333000
ecu,2018,25553987000
ecu,2019,24895603000
ecu,2020,20506058000
egy,1960,319700000
egy,1961,309000000
egy,1962,318600000
egy,1963,429400000
egy,1964,509300000
egy,1965,456100000
egy,1966,500900000
egy,1967,484500000
egy,1968,443400000
egy,1969,445500000
egy,1970,547300000
egy,1971,600300000
egy,1972,625000000
egy,1973,725900000
egy,1974,1390200000
egy,1975,1886300000
egy,1976,1871800000
egy,1977,2575100000
egy,1978,3315500000
egy,1979,5420600000
egy,1980,6688470787.22951
egy,1981,7125300000
egy,1982,8503800000
egy,1983,9100000000
egy,1984,10100000000
egy,1985,10400000000
egy,1986,9800000000
egy,1987,11700000000
egy,1988,21700000000
egy,1989,24900000000
egy,1990,31200000000
egy,1991,39800000000
egy,1992,43000000000
egy,1993,46700000000
egy,1994,49100000000
egy,1995,56500000000
egy,1996,60100000000
egy,1997,66200000000
egy,1998,73900000000
egy,1999,71700000000
egy,2000,77600000000
egy,2001,80100000000
egy,2002,85900000000
egy,2003,101800000000
egy,2004,143600000000
egy,2005,175600000000
egy,2006,195000000000
egy,2007,259400000000
egy,2008,346000000000
egy,2009,329300000000
egy,2010,320800000000
egy,2011,338500000000
egy,2012,407200000000
egy,2013,434500000000
egy,2014,483000000000
egy,2015,529400000000
egy,2016,539200000000
egy,2017,1017000000000
egy,2018,1303100000000
egy,2019,1369900000000
egy,2020,1209200000000
eri,1992,983000000
eri,1993,1749400000
eri,1994,2713900000
eri,1995,3068000000
eri,1996,3852400000
eri,1997,4240800000
eri,1998,4395900000
