geo,time,ny_gsr_nfcy_cd
alb,2009,-191468664.8817
alb,2010,-119157140.83668
alb,2011,3339484.89432
alb,2012,-91764971.225
alb,2013,220318787.30983
alb,2014,121272184.30034
alb,2015,134958245.24439
alb,2016,192633143.36347
alb,2017,31791351.80521
alb,2018,-18439158.73069
alb,2019,-201581599.76987
alb,2020,-250229603.31339
are,2000,5091899251.19129
are,2001,5064669843.43091
are,2002,921170864.5337
are,2003,-54458815.52076
are,2004,707964601.76991
are,2005,2886317222.60041
are,2006,4737916950.30633
are,2007,8373042886.31722
are,2008,3803948264.12526
are,2009,2614111640.57182
are,2010,-83866575.90197
are,2011,135330156.56909
are,2012,299523485.36419
are,2013,462899931.92648
are,2014,658951667.80122
are,2015,1742682096.6644
are,2016,2096664397.54935
are,2017,2777399591.55888
are,2018,1424098025.86794
are,2019,2069434989.78897
are,2020,-462899931.92648
arg,1962,632802749.32755
arg,1963,472828283.29687
arg,1964,662611831.45702
arg,1965,733528054.8065
arg,1966,1165716399.63184
arg,1967,87575485.62083
arg,1968,-392285420.71397
arg,1969,-219712940.74322
arg,1970,-1187892368.7027
arg,1971,341401095.44181
arg,1972,-533500315.88176
arg,1973,178220536.77234
arg,1974,243112774.18402
arg,1975,709461515.87055
arg,1976,15502930.13845
arg,1977,-441796877.68501
arg,1978,-366396040.48139
arg,1979,-626163812.54188
arg,1980,-675349739.12906
arg,1981,-1834734840.21823
arg,1982,-5063657543.67694
arg,1983,-5906932543.23323
arg,1984,-4095200103.45346
arg,1985,-4744166786.5144
arg,1986,-5012222146.23763
arg,1987,-5163333374.32201
arg,1988,-5490909048.02283
arg,1989,-6417435494.28933
arg,1990,-6202341664.54415
arg,1991,-5862619611.95595
arg,1992,-4258037149.2025
arg,1993,-2998052152.15215
arg,1994,-3696736900
arg,1995,-4668859300
arg,1996,-5502049300
arg,1997,-6217795600
arg,1998,-7406048600
arg,1999,-7463719900
arg,2000,-7547781100
arg,2001,-7726781900
arg,2002,-4960215219.15838
arg,2003,-5135021620.33737
arg,2004,-18296342135.6323
arg,2005,-22583727006.0044
arg,2006,-7659784201.35785
arg,2007,-7536296702.23404
arg,2008,-8942556250.76724
arg,2009,-10232156777.504
arg,2010,-14434953229.0495
arg,2011,-15153730549.098
arg,2012,-12908767209.4814
arg,2013,-11839391688.1672
arg,2014,-10787432524.481
arg,2015,-11133833329.086
arg,2016,-12280658734.6128
arg,2017,-16427936289.1597
arg,2018,-18725841967.25529
arg,2019,-17774560589.5177
arg,2020,-10164299264.0584
arm,1990,-82988508.97592
arm,1991,-2337662.33766
arm,1992,-209314731.22692
arm,1993,-1300014.23893
arm,1994,-4020000.33746
arm,1995,39521299.98794
arm,1996,44730000
arm,1997,97204737.87199
arm,1998,58815383.54807
arm,1999,54956292.93911
arm,2000,58972266.95284
arm,2001,63602627.4637
arm,2002,82371299.55525
arm,2003,92875458.81784
arm,2004,148352246.88349
arm,2005,206006397.82349
arm,2006,302026880.3222
arm,2007,497420826.35273
arm,2008,691280287.8327
arm,2009,358781501.37923
arm,2010,458281199.91276
arm,2011,360073574.58734
arm,2012,423036136.88633
arm,2013,682547056.73985
arm,2014,522216009.19216
arm,2015,428407523.83828
arm,2016,245150182.46026
arm,2017,405357817.01398
arm,2018,200370601.77854
arm,2019,179013295.21895
arm,2020,-196117711.58099
atg,1977,-200000
atg,1978,-400000
atg,1979,-1800000
atg,1980,-1200000
atg,1981,-2000000
atg,1982,-3700000
atg,1983,-1000000
atg,1984,-400000
atg,1985,-2700000
atg,1986,-36033333.33333
atg,1987,-39959259.25926
atg,1988,-31625925.92593
atg,1989,-45481481.48148
atg,1990,-45325925.92593
atg,1991,-32200000
atg,1992,-29666666.66667
atg,1993,-22937037.03704
atg,1994,-26559259.25926
atg,1995,-26859259.25926
atg,1996,-26218518.51852
atg,1997,-22155555.55556
atg,1998,-21037037.03704
atg,1999,-23445185.18519
atg,2000,-44518888.88889
atg,2001,-24788148.14815
atg,2002,-41446703.7037
atg,2003,-38696296.2963
atg,2004,-45085333.33333
atg,2005,-42040222.22222
atg,2006,-46743333.33333
atg,2007,-52667407.40741
atg,2008,-61084037.03704
atg,2009,-50820296.2963
atg,2010,-27720333.33333
atg,2011,-35065111.11111
atg,2012,-39626333.33333
atg,2013,-38660037.03704
atg,2014,-60754851.85185
atg,2015,-84214037.03704
atg,2016,-97102185.18519
atg,2017,-78749740.74074
atg,2018,-77951185.18519
atg,2019,-106055481.48148
atg,2020,-24688185.18519
aus,1960,31358494.79225
aus,1961,-22398924.85161
aus,1962,57117258.3716
aus,1963,-62716989.5845
aus,1964,-4479784.97032
aus,1965,73916452.0103
aus,1966,-61597043.34192
aus,1967,-217269571.06059
aus,1968,-307985216.7096
aus,1969,-538694142.68115
aus,1970,-471497368.12633
aus,1971,-505095755.40374
aus,1972,-232476635.51402
aus,1973,25624599.61563
aus,1974,-324244657.33235
aus,1975,178888433.70204
aus,1976,-37816714.98802
aus,1977,-813259922.00046
aus,1978,-1468531468.53147
aus,1979,-1684652959.21845
aus,1980,-1613370473.5376
aus,1981,-649018924.88099
aus,1982,-3761447644.2679
aus,1983,-1422554983.6219
aus,1984,-2394493751.13204
aus,1985,-2591853954.13055
aus,1986,-3291130386.12199
aus,1987,-3493250397.03547
aus,1988,-4449941792.7823
aus,1989,-8257470889.99267
aus,1990,-10936514043.863
aus,1991,-13220312377.3644
aus,1992,-12716296239.3294
aus,1993,-8482293423.2715
aus,1994,-7265997924.59357
aus,1995,-12678942678.9427
aus,1996,-14183611532.6252
aus,1997,-14623571763.9693
aus,1998,-12591738452.1468
aus,1999,-12151272089.2342
aus,2000,-11990202851.2215
aus,2001,-10620908017.6022
aus,2002,-10727814985.3495
aus,2003,-13150262085.032
aus,2004,-17482572200.8821
aus,2005,-25761539618.1025
aus,2006,-29059598682.2402
aus,2007,-38051346470.9115
aus,2008,-43091316025.0671
aus,2009,-32539390369.6068
aus,2010,-44524795208.315
aus,2011,-56062308981.5636
aus,2012,-47024128686.3271
aus,2013,-39200779727.0955
aus,2014,-38309923804.278
aus,2015,-27438222813.878
aus,2016,-28386955888.7757
aus,2017,-36005731955.6528
aus,2018,-44699635687.156
aus,2019,-44547990273.2084
aus,2020,-27149081646.3333
aut,1970,-50233924.3186
aut,1971,-42743694.23945
aut,1972,-84797309.36365
aut,1973,-124640522.87582
aut,1974,-43998085.98351
aut,1975,-80826420.16276
aut,1976,-154393648.84559
aut,1977,-218887686.28757
aut,1978,-258344546.57443
aut,1979,-214649511.06536
aut,1980,-120580727.50479
aut,1981,-39795230.68948
aut,1982,45881261.59555
aut,1983,56993258.77126
aut,1984,85212846.43422
aut,1985,143300744.87896
aut,1986,-191731410.54529
aut,1987,-288996517.19634
aut,1988,360995207.84576
aut,1989,798636505.46022
aut,1990,1255878010.40784
aut,1991,486306423.09959
aut,1992,168946907.0874
aut,1993,298005441.85496
aut,1994,-82385254.78858
aut,1995,-926982393.88563
aut,1996,-133480634.26046
aut,1997,-984665689.48021
aut,1998,-1326700755.89151
aut,1999,-3442351348.99615
aut,2000,-1718104063.68628
aut,2001,-2700681277.40158
aut,2002,-1244280465.37255
aut,2003,-659353392.58823
aut,2004,-415338983.51351
aut,2005,-669196157.50973
aut,2006,785377064.11765
aut,2007,-392230814.82353
aut,2008,3603939200.625
aut,2009,-173929368.00781
aut,2010,3281413893.33334
aut,2011,1455567607.97666
aut,2012,413444994.60938
aut,2013,1160642354.47059
aut,2014,583211844.31372
aut,2015,-3760915845.35156
aut,2016,-29886384.04669
aut,2017,-3912424818.47059
aut,2018,-4455505174.58823
aut,2019,-1608796818.03921
aut,2020,-487489299.29961
aze,1993,5000000
aze,1994,955414.01274
aze,1995,-3851818.28481
aze,1996,-9182843.19423
aze,1997,-9158198.46945
aze,1998,15120186.0946
aze,1999,186771844.66019
aze,2000,-94546267.32231
aze,2001,-144743906.36744
aze,2002,-193993005.55441
aze,2003,-251807351.59352
aze,2004,-513585020.86089
aze,2005,-1510789083.98561
aze,2006,-2511976718.15536
aze,2007,-4830206269.66555
aze,2008,-5020326192.79453
aze,2009,-3269470017.41727
aze,2010,-3168203339.14778
aze,2011,-4511713308.85145
aze,2012,-3944755600.81468
aze,2013,-3688463989.80241
aze,2014,-2156955246.7168
aze,2015,-1697052508.29592
aze,2016,-2275615717.24008
aze,2017,-1544968626.53962
aze,2018,-2259411764.70588
aze,2019,-1855705882.35294
aze,2020,-250941176.47058
bdi,1960,-2107986
bdi,1961,-2179994
bdi,1962,-2288006
bdi,1963,-2471998
bdi,1964,-2764002
bdi,1965,-1515851.85185
bdi,1966,-9396571.42857
bdi,1967,-11325714.28571
bdi,1968,-13520000
bdi,1969,-12034285.71429
bdi,1970,-7449142.85714
bdi,1971,-9075428.57143
bdi,1972,-11397714.28571
bdi,1973,-8357283.88274
bdi,1974,-8990476.19048
bdi,1975,-8645079.36508
bdi,1976,-11262608.69565
bdi,1977,-10348888.88889
bdi,1978,-14460000
bdi,1979,-10160000
bdi,1980,2086666.66667
bdi,1981,-2900000
bdi,1982,-7666666.66667
bdi,1983,-9330823.02313
bdi,1984,-13025645.3095
bdi,1985,-18375176.07093
bdi,1986,-20644652.71087
bdi,1987,-28415344.77177
bdi,1988,-22935289.71829
bdi,1989,-17623702.47121
bdi,1990,-14889492.2776
bdi,1991,-11244924.60595
bdi,1992,-13657987.643
bdi,1993,-9814032.94893
bdi,1994,-11375600.30555
bdi,1995,-12410125.001
bdi,1996,-13908363.9967
bdi,1997,-12500000
bdi,1998,-8299999.91067
bdi,1999,-11304510.07878
bdi,2000,14300000
bdi,2001,-12317565.12314
bdi,2002,-13685412.03151
bdi,2003,-17896392.82481
bdi,2004,-27301126.34094
bdi,2005,-17700045.82197
bdi,2006,-8799999.6306
bdi,2007,-5899999.87984
bdi,2008,-4300000.13494
bdi,2009,-16999999.51227
bdi,2010,-10806433.77691
bdi,2011,-17445456.97701
bdi,2012,-6516439.17362
bdi,2013,1800537.9493
bdi,2014,-6788705.17216
bdi,2015,-1654051.02862
bdi,2016,-781264.6665
bdi,2017,-4158544.23898
bdi,2018,5361402.04266
bdi,2019,6293580.99688
bdi,2020,14544561.96708
bel,1970,314951996.77289
bel,1971,316223994.73728
bel,1972,403236183.66786
bel,1973,450348789.07059
bel,1974,528123446.56172
bel,1975,610705275.85829
bel,1976,676506792.05852
bel,1977,595778277.99662
bel,1978,631215575.76534
bel,1979,273408090.25867
bel,1980,60198648.08939
bel,1981,229518687.52716
bel,1982,-186955677.2029
bel,1983,-238743984.22091
bel,1984,-42368053.61631
bel,1985,227955024.11849
bel,1986,372747877.91223
bel,1987,876034575.90492
bel,1988,915296763.57652
bel,1989,525063472.56347
bel,1990,947346692.41912
bel,1991,1714611931.48258
bel,1992,1852431618.56964
bel,1993,3855944496.26866
bel,1994,5947083433.80757
bel,1995,6324849480.02189
bel,1996,6493680781.75896
bel,1997,6149300857.01398
bel,1998,6278728606.35697
bel,1999,6015775160.03862
bel,2000,6102585195.13727
bel,2001,4428529761.96851
bel,2002,4465282803.88236
bel,2003,6073539493.60783
bel,2004,5126743397.87646
bel,2005,4818734851.98443
bel,2006,5871305658.70587
bel,2007,6550610931.84316
bel,2008,12582754261.7969
bel,2009,8986722622.38281
bel,2010,7389146985.00001
bel,2011,837261084.63035
bel,2012,11513119767.5391
bel,2013,12854323254.353
bel,2014,11233935482.2353
bel,2015,6543241321.17187
bel,2016,4566307411.40079
bel,2017,4608986231.88236
bel,2018,4808492477.56862
bel,2019,5143201740.39215
bel,2020,5523660382.87939
ben,1960,-713322.98239
ben,1961,-726043.49423
ben,1962,-727508.52095
ben,1963,-751189.71628
ben,1964,-772704.01
ben,1965,-800008.89575
ben,1966,-99999.83719
ben,1967,-400007.88615
ben,1968,-1399985.94307
ben,1969,-2500010.00152
ben,1970,-2499984.26212
ben,1971,-3102652.37973
ben,1972,-2100010.07826
ben,1974,2299977.52433
ben,1975,-1299938.08119
ben,1977,-199998.61608
ben,1978,300008.55285
ben,1979,1199984.86284
ben,1980,-2899930.23463
ben,1981,-3199966.14305
ben,1982,-6000038.95239
ben,1983,-13299955.91315
ben,1984,-29600010.25273
ben,1985,-21299998.21931
ben,1986,-26000000.28876
ben,1987,-28599996.47298
ben,1988,-24800001.47726
ben,1989,-38156443.8919
ben,1990,-38932654.16609
ben,1991,-30839582.79645
ben,1992,-60448076.26655
ben,1993,-39832601.12741
ben,1994,-35133285.79531
ben,1995,-44255662.24393
ben,1996,-46021231.25607
ben,1997,-29820057.55313
ben,1998,-13389829.4742
ben,1999,-12343346.16953
ben,2000,-12297805.71326
ben,2001,-14589068.20707
ben,2002,-28272490.70653
ben,2003,-38179167.55619
ben,2004,-37067307.87465
ben,2005,-17765482.73105
ben,2006,-30239712.60214
ben,2007,-48523536.89262
ben,2008,-11354260.08969
ben,2009,-33128255.68039
ben,2010,-53535378.23698
ben,2011,-15521658.84419
ben,2012,-66734657.86241
ben,2013,-69016638.19934
ben,2014,-61234537.69696
ben,2015,-92518466.73535
ben,2016,-102758900.69213
ben,2017,-140238085.38882
ben,2018,-145018957.36133
ben,2019,-143484432.27726
ben,2020,-162707975.35034
bfa,1960,4451866.28933
bfa,1961,3190155.67555
bfa,1962,8493786.2709
bfa,1963,3424695.65303
bfa,1964,3436547.04457
bfa,1965,-3627782.3186
bfa,1966,-1704099.74992
bfa,1967,-1719527.04238
bfa,1968,-1595400.31353
bfa,1969,-1598457.61242
bfa,1970,0
bfa,1971,-504727.87096
bfa,1972,-1303798.07608
bfa,1973,-238219.70737
bfa,1974,-2253972.60627
bfa,1975,-12071599.98302
bfa,1976,-9522024.01753
bfa,1977,-20188162.88037
bfa,1978,-11100237.13096
bfa,1979,-9209176.68916
bfa,1980,-4080301.17437
bfa,1981,-9807489.3783
bfa,1982,-10261938.06996
bfa,1983,-10085025.95351
bfa,1984,-4950147.46312
bfa,1985,-5699962.16025
bfa,1986,-5399908.00041
bfa,1987,-8800099.22252
bfa,1988,-13100079.16784
bfa,1989,-11900063.10181
bfa,1990,-7345789.83401
bfa,1991,-9216364.4349
bfa,1992,-11976192.31121
bfa,1993,-18676484.11196
bfa,1994,-14263805.40366
bfa,1995,-10038101.09378
bfa,1996,6899888.06621
bfa,1997,-2192909.54777
bfa,1998,-2796601.68848
bfa,1999,3915765.15179
bfa,2000,-3750587.15193
bfa,2001,-12079155.21854
bfa,2002,-34289885.35896
bfa,2003,-54644356.74311
bfa,2004,-45408604.159
bfa,2005,-64044627.64368
bfa,2006,-18588213.70928
bfa,2007,-22466337.82786
bfa,2008,-36737974.88789
bfa,2009,-117493029.03252
bfa,2010,-302076935.40528
bfa,2011,-487651229.52089
bfa,2012,-317520092.88692
bfa,2013,-363592887.09689
bfa,2014,-605515220.73699
bfa,2015,-539033649.02961
bfa,2016,-571634827.61553
bfa,2017,-529621030.80874
bfa,2018,-502129367.99494
bfa,2019,-851689542.09769
bfa,2020,-1268777979.13778
bgd,1973,21327785.63167
bgd,1974,10399158.92543
bgd,1975,-8428819.28797
bgd,1976,-11816383.83838
bgd,1977,-42293736.26374
bgd,1978,-43542652.1164
bgd,1979,-29761228.64652
bgd,1980,18892474.16021
bgd,1981,341064871.48103
bgd,1982,321756487.02595
bgd,1983,513930976.43098
bgd,1984,532080000
bgd,1985,376923076.92308
bgd,1986,428133333.33333
bgd,1987,568903225.80645
bgd,1988,605288446.738
bgd,1989,636853612.82788
bgd,1990,635714256.2299
bgd,1991,661064425.77031
bgd,1992,769761273.20955
bgd,1993,902698412.69841
bgd,1994,1055810473.81546
bgd,1995,1157014925.37313
bgd,1996,1211149144.25428
bgd,1997,1369039812.64637
bgd,1998,1431101321.5859
bgd,1999,1570840266.22296
bgd,2000,1731961836.613
bgd,2001,1638491475.16679
bgd,2002,2183963085.49539
bgd,2003,2425181347.15026
bgd,2004,2816901647.69832
bgd,2005,3077723577.23577
bgd,2006,4051146515.7832
bgd,2007,5107949609.03562
bgd,2008,7052834863.72249
bgd,2009,8124890992.17469
bgd,2010,9338019435.32615
bgd,2011,10185295732.9449
bgd,2012,11285907465.2141
bgd,2013,12063695606.2117
bgd,2014,11521979400.5443
bgd,2015,12664020663.5342
bgd,2016,12753289864.5722
bgd,2017,10730106250.8136
bgd,2018,12496961859.4638
bgd,2019,13520252483.6604
bgd,2020,15790886394.2185
bgr,1980,-313923076.92308
bgr,1981,-197714285.71429
bgr,1982,-154466666.66667
bgr,1983,-79166666.66667
bgr,1984,-38611111.11111
bgr,1985,-62842105.26316
bgr,1986,-131470588.23529
bgr,1987,-314153846.15385
bgr,1988,-421000000
bgr,1989,-636777777.77778
bgr,1990,-1636181818.18182
bgr,1991,-1110967741.93548
bgr,1992,-169742268.04124
bgr,1993,-192681159.42029
bgr,1994,-192452029.52029
bgr,1995,-431812500
bgr,1996,-396066891.51208
bgr,1997,-356893691.65824
bgr,1998,-283493581.00432
bgr,1999,-184697339.06514
bgr,2000,-323406584.0908
bgr,2001,24900169.35964
bgr,2002,343500000
bgr,2003,343800023.08536
bgr,2004,305506063.1071
bgr,2005,83504732.86322
bgr,2006,-851067145.51401
bgr,2007,-3246102449.26522
bgr,2008,-2592165731.80764
bgr,2009,-1666255065.04585
bgr,2010,-1054326519.56139
bgr,2011,-1804393885.53146
bgr,2012,-722151773.9816
bgr,2013,-1227592969.59826
bgr,2014,-491644281.64428
bgr,2015,-1580502153.70664
bgr,2016,-1677229072.39819
bgr,2017,-2543284613.87348
bgr,2018,-3173872752.35839
bgr,2019,-2923934405.59994
bgr,2020,-2404163988.48658
bhr,1980,-208278057.84028
bhr,1981,-26861702.12766
bhr,1982,-11436170.21277
bhr,1983,11170212.76596
bhr,1984,-111702127.65957
bhr,1985,-370212765.95745
bhr,1986,-397074468.08511
bhr,1987,-396276595.74468
bhr,1988,-431117021.2766
bhr,1989,-360372340.42553
bhr,1990,221542553.19149
bhr,1991,191223404.25532
bhr,1992,32180851.06383
bhr,1993,-193882978.7234
bhr,1994,-242553191.48936
bhr,1995,-58894414.89362
bhr,1996,-25213829.78723
bhr,1997,-236117021.2766
bhr,1998,-161987500
bhr,1999,-270387500
bhr,2000,-223623670.21277
bhr,2001,-321571010.6383
bhr,2002,-524944414.89362
bhr,2003,-492977393.61702
bhr,2004,-574772340.42553
bhr,2005,-412351329.78723
bhr,2006,-384927393.61702
bhr,2007,-298686170.21277
bhr,2008,-923677393.61702
bhr,2009,-2399864893.61702
bhr,2010,-2373013297.87234
bhr,2011,-3764361702.12766
bhr,2012,-1007396010.6383
bhr,2013,-1195864095.74468
bhr,2014,-1632600000
bhr,2015,-1735900000
bhr,2016,-1795478723.40426
bhr,2017,-1989654255.31915
bhr,2018,-2076063829.78723
bhr,2019,-2260638297.87234
bhr,2020,-2459042553.19149
bhs,1960,-20196274.5098
bhs,1961,-22647254.90196
bhs,1962,-25196372.54902
bhs,1963,-28235588.23529
bhs,1964,-31666960.78431
bhs,1965,-35686274.5098
bhs,1966,-40490196.07843
bhs,1967,-46372549.01961
bhs,1968,-52941176.47059
bhs,1969,-62745098.03922
bhs,1976,-75600000
bhs,1977,-83600000
bhs,1978,-127800000
bhs,1979,-133600000
bhs,1980,-134500000
bhs,1981,-151900000
bhs,1982,-131600000
bhs,1983,-138500000
bhs,1984,-165100000
bhs,1985,-180600000
bhs,1986,-183600000
bhs,1987,-183300000
bhs,1988,-166900000
bhs,1989,-131600000
bhs,1990,-172800000
bhs,1991,-179000000
bhs,1992,-82600000
bhs,1993,-128400000
bhs,1994,-137600000
bhs,1995,453158500
bhs,1996,812275600
bhs,1997,-152600000
bhs,1998,-197500000
bhs,1999,-126800000
bhs,2000,-140200000
bhs,2001,-198900000
bhs,2002,-184345100
bhs,2003,-152420000
bhs,2004,-141320000
bhs,2005,-182064700
bhs,2006,-218000000
bhs,2007,-231600000
bhs,2008,-59340000
bhs,2009,-140320000
bhs,2010,-207500000
bhs,2011,-188120000
bhs,2012,-279370000
bhs,2013,-297600000
bhs,2014,-436210000
bhs,2015,-494850000
bhs,2016,-556000000
bhs,2017,-545530000
bhs,2018,-835110000
bhs,2019,-622180000
bhs,2020,-532580000
bih,1994,-165000000
bih,1995,-242000000
bih,1996,-222000000
bih,1997,-228000000
bih,1998,809063590.38472
bih,1999,727973529.41176
bih,2000,590318794.15921
bih,2001,532411099.92679
bih,2002,508083301.2512
bih,2003,533274321.985
bih,2004,504534412.69841
bih,2005,467984993.95943
bih,2006,391892758.64281
bih,2007,468859342.19734
bih,2008,706261234.27202
bih,2009,678315221.25151
bih,2010,279677659.64651
bih,2011,149975122.60999
bih,2012,134635056.15026
bih,2013,242010586.31922
bih,2014,151818928.08684
bih,2015,110590150.91342
bih,2016,22951357.46606
bih,2017,-151732872.37108
bih,2018,-117538944.19306
bih,2019,-66071543.04029
bih,2020,-172275486.42666
blr,1990,0
blr,1991,0
blr,1992,0
blr,1993,0
blr,1994,-88116817.72407
blr,1995,-67674884.33119
blr,1996,-31307692.30769
blr,1997,-84771221.69157
blr,1998,-92893687.13146
blr,1999,-41998435.58836
blr,2000,-57095389.20986
blr,2001,-48900000
blr,2002,-51197654.94137
blr,2003,14201852.75475
blr,2004,-900000
blr,2005,-47695914.57753
blr,2006,-99679720.27972
blr,2007,-372513513.51351
blr,2008,-482689606.74157
blr,2009,-809514142.4991
blr,2010,-1114816717.01913
blr,2011,-1381998190.95477
blr,2012,-1502381672.06429
blr,2013,-2725116103.6036
blr,2014,-2459124608.76369
blr,2015,-2497598141.40399
blr,2016,-2214558655.00603
blr,2017,-2081961134.39942
blr,2018,-2145246662.74048
blr,2019,-1870100009.56114
blr,2020,-2605300008.19807
blz,1960,-141257.17486
blz,1961,-208945.82108
blz,1962,-155466.89066
blz,1963,-161626.76746
blz,1964,-169886.60227
blz,1965,-209790.20979
blz,1966,-209790.20979
blz,1967,-206896.55172
blz,1968,-1556886.22754
blz,1969,-1676646.70659
blz,1970,-1736526.94611
blz,1971,-2256097.56098
blz,1972,-2937500
blz,1973,-4110429.44785
blz,1974,-10818713.45029
blz,1975,-12265193.37017
blz,1976,-8385650.22422
blz,1977,-5600000
blz,1978,-6800000
blz,1979,-5300000
blz,1980,-1950000
blz,1981,-1900000
blz,1982,-4900000
blz,1983,-5500000
blz,1984,-7700000
blz,1985,-9900000
blz,1986,-6200000
blz,1987,-6100000
blz,1988,-6200000
blz,1989,-9700000
blz,1990,-8100000
blz,1991,-9400000
blz,1992,-14950000
blz,1993,-18550000
blz,1994,-25616600
blz,1995,-22571300
blz,1996,-26403750
blz,1997,-23341450
blz,1998,-32152050
blz,1999,-40140750
blz,2000,-52899100
blz,2001,-67049500
blz,2002,-67481150
blz,2003,-89477850
blz,2004,-116744150
blz,2005,-114426250
blz,2006,-125282550
blz,2007,-158952800
blz,2008,-165177250
blz,2009,-90644800
blz,2010,-138499250
blz,2011,-97200000
blz,2012,-120200000
blz,2013,-119200000
blz,2014,-137800000
blz,2015,-95450000
blz,2016,-110800000
blz,2017,-125200000
blz,2018,-156250000
blz,2019,-163450000
blz,2020,-58650000
bmu,2010,146174000
bmu,2011,161578000
bmu,2012,283429000
bmu,2013,298596000
bmu,2014,243841000
bmu,2015,239188000
bmu,2016,195872000
bmu,2017,292963000
bmu,2018,234911000
bmu,2019,103865000
bmu,2020,199379501.36272
bol,1976,-31500000
bol,1977,-67100000
bol,1978,-113900000
bol,1979,-182300297.82764
bol,1980,-263100000
bol,1981,-362200000
bol,1982,-410699786.33312
bol,1983,-361800000
bol,1984,-414899889.74492
bol,1985,-372900007.06203
bol,1986,-308499732.47796
bol,1987,-277700000
bol,1988,-264800187.78224
bol,1989,-259100320.86528
bol,1990,-248600000
bol,1991,-247000586.49388
bol,1992,-197700833.22651
bol,1993,-205899205.1769
bol,1994,-182500660.10172
bol,1995,-206601795.7211
bol,1996,-208200508.41446
bol,1997,-196498448.88948
bol,1998,-162200976.38881
bol,1999,-196200278.71447
bol,2000,-225531527.45209
bol,2001,-211160529.14377
bol,2002,-204700000
bol,2003,-301846106.64299
bol,2004,-384719934.47581
bol,2005,-376351557.75406
bol,2006,-397244532.92726
bol,2007,-489440429.48849
bol,2008,-536377339.98314
bol,2009,-673808091.16809
bol,2010,-888934085.82382
bol,2011,-985755903.12815
bol,2012,-1629277945.00724
bol,2013,-1907771099.41554
bol,2014,-1697959702.11495
