geo,time,sh_hiv_incd_zs
pak,2012,0.15
pak,2013,0.16
pak,2014,0.17
pak,2015,0.17
pak,2016,0.18
pak,2017,0.18
pak,2018,0.19
pak,2019,0.19
pak,2020,0.2
pan,1990,0.57
pan,1991,0.62
pan,1992,0.66
pan,1993,0.69
pan,1994,0.71
pan,1995,0.72
pan,1996,0.72
pan,1997,0.7
pan,1998,0.69
pan,1999,0.68
pan,2000,0.67
pan,2001,0.67
pan,2002,0.67
pan,2003,0.68
pan,2004,0.69
pan,2005,0.7
pan,2006,0.72
pan,2007,0.74
pan,2008,0.76
pan,2009,0.78
pan,2010,0.8
pan,2011,0.81
pan,2012,0.82
pan,2013,0.83
pan,2014,0.83
pan,2015,0.83
pan,2016,0.82
pan,2017,0.82
pan,2018,0.81
pan,2019,0.8
pan,2020,0.78
per,1990,0.55
per,1991,0.47
per,1992,0.42
per,1993,0.37
per,1994,0.36
per,1995,0.34
per,1996,0.33
per,1997,0.33
per,1998,0.33
per,1999,0.33
per,2000,0.33
per,2001,0.33
per,2002,0.33
per,2003,0.32
per,2004,0.32
per,2005,0.31
per,2006,0.31
per,2007,0.3
per,2008,0.27
per,2009,0.27
per,2010,0.25
per,2011,0.22
per,2012,0.22
per,2013,0.21
per,2014,0.2
per,2015,0.21
per,2016,0.23
per,2017,0.23
per,2018,0.24
per,2019,0.25
per,2020,0.22
phl,1990,0.01
phl,1991,0.01
phl,1992,0.01
phl,1993,0.01
phl,1994,0.01
phl,1995,0.01
phl,1996,0.01
phl,1997,0.01
phl,1998,0.01
phl,1999,0.01
phl,2000,0.01
phl,2001,0.01
phl,2002,0.01
phl,2003,0.01
phl,2004,0.02
phl,2005,0.02
phl,2006,0.03
phl,2007,0.04
phl,2008,0.05
phl,2009,0.08
phl,2010,0.1
phl,2011,0.1
phl,2012,0.12
phl,2013,0.14
phl,2014,0.17
phl,2015,0.18
phl,2016,0.2
phl,2017,0.22
phl,2018,0.25
phl,2019,0.27
phl,2020,0.29
png,1990,0.02
png,1991,0.03
png,1992,0.05
png,1993,0.07
png,1994,0.12
png,1995,0.18
png,1996,0.28
png,1997,0.42
png,1998,0.59
png,1999,0.78
png,2000,0.97
png,2001,1.09
png,2002,1.13
png,2003,1.08
png,2004,0.97
png,2005,0.83
png,2006,0.7
png,2007,0.6
png,2008,0.55
png,2009,0.53
png,2010,0.53
png,2011,0.53
png,2012,0.55
png,2013,0.57
png,2014,0.59
png,2015,0.6
png,2016,0.61
png,2017,0.62
png,2018,0.63
png,2019,0.61
png,2020,0.61
prt,1990,0.56
prt,1991,0.6
prt,1992,0.6
prt,1993,0.58
prt,1994,0.54
prt,1995,0.51
prt,1996,0.48
prt,1997,0.45
prt,1998,0.43
prt,1999,0.41
prt,2000,0.39
prt,2001,0.37
prt,2002,0.36
prt,2003,0.35
prt,2004,0.34
prt,2005,0.33
prt,2006,0.33
prt,2007,0.32
prt,2008,0.31
prt,2009,0.3
prt,2010,0.28
prt,2011,0.27
prt,2012,0.26
prt,2013,0.24
prt,2014,0.23
prt,2015,0.21
prt,2016,0.19
prt,2017,0.18
prt,2018,0.16
prt,2019,0.14
prt,2020,0.13
pry,1990,0.19
pry,1991,0.16
pry,1992,0.17
pry,1993,0.22
pry,1994,0.32
pry,1995,0.45
pry,1996,0.52
pry,1997,0.6
pry,1998,0.67
pry,1999,0.67
pry,2000,0.64
pry,2001,0.6
pry,2002,0.55
pry,2003,0.51
pry,2004,0.47
pry,2005,0.42
pry,2006,0.34
pry,2007,0.33
pry,2008,0.32
pry,2009,0.31
pry,2010,0.29
pry,2011,0.28
pry,2012,0.28
pry,2013,0.27
pry,2014,0.27
pry,2015,0.26
pry,2016,0.25
pry,2017,0.23
pry,2018,0.22
pry,2019,0.22
pry,2020,0.22
qat,1990,0.03
qat,1991,0.02
qat,1992,0.01
qat,1993,0.01
qat,1994,0.01
qat,1995,0.01
qat,1996,0.01
qat,1997,0.01
qat,1998,0.01
qat,1999,0.02
qat,2000,0.03
qat,2001,0.04
qat,2002,0.06
qat,2003,0.06
qat,2004,0.07
qat,2005,0.07
qat,2006,0.07
qat,2007,0.06
qat,2008,0.05
qat,2009,0.05
qat,2010,0.04
qat,2011,0.04
qat,2012,0.04
qat,2013,0.04
qat,2014,0.04
qat,2015,0.05
qat,2016,0.05
qat,2017,0.06
qat,2018,0.08
qat,2019,0.09
qat,2020,0.11
rou,1990,0.02
rou,1991,0.03
rou,1992,0.03
rou,1993,0.04
rou,1994,0.04
rou,1995,0.05
rou,1996,0.05
rou,1997,0.06
rou,1998,0.06
rou,1999,0.06
rou,2000,0.06
rou,2001,0.07
rou,2002,0.07
rou,2003,0.07
rou,2004,0.07
rou,2005,0.07
rou,2006,0.07
rou,2007,0.08
rou,2008,0.08
rou,2009,0.08
rou,2010,0.08
rou,2011,0.08
rou,2012,0.08
rou,2013,0.08
rou,2014,0.08
rou,2015,0.08
rou,2016,0.08
rou,2017,0.08
rou,2018,0.08
rou,2019,0.08
rou,2020,0.08
rwa,1990,5.62
rwa,1991,6.04
rwa,1992,6.37
rwa,1993,6.45
rwa,1994,6.52
rwa,1995,6.63
rwa,1996,6.65
rwa,1997,6.27
rwa,1998,5.54
rwa,1999,5.2
rwa,2000,4.72
rwa,2001,4.18
rwa,2002,3.81
rwa,2003,2.87
rwa,2004,2.5
rwa,2005,2.2
rwa,2006,2.01
rwa,2007,1.81
rwa,2008,1.77
rwa,2009,1.6
rwa,2010,1.48
rwa,2011,1.37
rwa,2012,1.25
rwa,2013,1.11
rwa,2014,1.01
rwa,2015,0.92
rwa,2016,0.83
rwa,2017,0.73
rwa,2018,0.67
rwa,2019,0.62
rwa,2020,0.58
sau,1990,0.01
sau,1991,0.01
sau,1992,0.02
sau,1993,0.02
sau,1994,0.02
sau,1995,0.02
sau,1996,0.02
sau,1997,0.03
sau,1998,0.03
sau,1999,0.03
sau,2000,0.03
sau,2001,0.03
sau,2002,0.04
sau,2003,0.04
sau,2004,0.04
sau,2005,0.04
sau,2006,0.03
sau,2007,0.03
sau,2008,0.03
sau,2009,0.04
sau,2010,0.04
sau,2011,0.04
sau,2012,0.05
sau,2013,0.05
sau,2014,0.05
sau,2015,0.06
sau,2016,0.07
sau,2017,0.07
sau,2018,0.07
sau,2019,0.08
sau,2020,0.07
sdn,1990,0.05
sdn,1991,0.07
sdn,1992,0.11
sdn,1993,0.18
sdn,1994,0.28
sdn,1995,0.33
sdn,1996,0.34
sdn,1997,0.34
sdn,1998,0.33
sdn,1999,0.33
sdn,2000,0.31
sdn,2001,0.31
sdn,2002,0.3
sdn,2003,0.27
sdn,2004,0.2
sdn,2005,0.18
sdn,2006,0.2
sdn,2007,0.21
sdn,2008,0.22
sdn,2009,0.19
sdn,2010,0.18
sdn,2011,0.17
sdn,2012,0.17
sdn,2013,0.17
sdn,2014,0.16
sdn,2015,0.16
sdn,2016,0.15
sdn,2017,0.15
sdn,2018,0.15
sdn,2019,0.15
sdn,2020,0.15
sen,1990,0.42
sen,1991,0.49
sen,1992,0.58
sen,1993,0.67
sen,1994,0.77
sen,1995,0.85
sen,1996,0.93
sen,1997,1.01
sen,1998,1.07
sen,1999,1.09
sen,2000,1.1
sen,2001,1.07
sen,2002,1.02
sen,2003,0.93
sen,2004,0.82
sen,2005,0.75
sen,2006,0.62
sen,2007,0.5
sen,2008,0.34
sen,2009,0.28
sen,2010,0.21
sen,2011,0.16
sen,2012,0.13
sen,2013,0.12
sen,2014,0.12
sen,2015,0.12
sen,2016,0.12
sen,2017,0.12
sen,2018,0.13
sen,2019,0.12
sen,2020,0.12
sgp,1990,0.09
sgp,1991,0.12
sgp,1992,0.14
sgp,1993,0.16
sgp,1994,0.17
sgp,1995,0.18
sgp,1996,0.18
sgp,1997,0.19
sgp,1998,0.19
sgp,1999,0.19
sgp,2000,0.2
sgp,2001,0.2
sgp,2002,0.21
sgp,2003,0.22
sgp,2004,0.23
sgp,2005,0.24
sgp,2006,0.24
sgp,2007,0.24
sgp,2008,0.23
sgp,2009,0.22
sgp,2010,0.2
sgp,2011,0.19
sgp,2012,0.17
sgp,2013,0.15
sgp,2014,0.13
sgp,2015,0.11
sgp,2016,0.09
sgp,2017,0.08
sgp,2018,0.06
sgp,2019,0.04
sgp,2020,0.01
sle,1990,1.58
sle,1991,1.75
sle,1992,1.87
sle,1993,1.98
sle,1994,2.04
sle,1995,2.08
sle,1996,2.06
sle,1997,2.03
sle,1998,2.02
sle,1999,1.97
sle,2000,1.89
sle,2001,1.82
sle,2002,1.76
sle,2003,1.69
sle,2004,1.62
sle,2005,1.58
sle,2006,1.5
sle,2007,1.46
sle,2008,1.48
sle,2009,1.43
sle,2010,1.34
sle,2011,1.29
sle,2012,1.24
sle,2013,1.22
sle,2014,1.2
sle,2015,1.18
sle,2016,1.13
sle,2017,1.07
sle,2018,0.98
sle,2019,0.91
sle,2020,0.83
slv,1990,0.13
slv,1991,0.18
slv,1992,0.25
slv,1993,0.31
slv,1994,0.38
slv,1995,0.44
slv,1996,0.49
slv,1997,0.53
slv,1998,0.56
slv,1999,0.57
slv,2000,0.58
slv,2001,0.59
slv,2002,0.59
slv,2003,0.58
slv,2004,0.58
slv,2005,0.56
slv,2006,0.55
slv,2007,0.52
slv,2008,0.5
slv,2009,0.48
slv,2010,0.45
slv,2011,0.43
slv,2012,0.4
slv,2013,0.38
slv,2014,0.35
slv,2015,0.33
slv,2016,0.31
slv,2017,0.28
slv,2018,0.26
slv,2019,0.24
slv,2020,0.22
som,1990,0.11
som,1991,0.14
som,1992,0.17
som,1993,0.2
som,1994,0.24
som,1995,0.27
som,1996,0.31
som,1997,0.33
som,1998,0.36
som,1999,0.37
som,2000,0.38
som,2001,0.37
som,2002,0.36
som,2003,0.33
som,2004,0.3
som,2005,0.27
som,2006,0.23
som,2007,0.19
som,2008,0.15
som,2009,0.11
som,2010,0.08
som,2011,0.06
som,2012,0.05
som,2013,0.04
som,2014,0.03
som,2015,0.03
som,2016,0.02
som,2017,0.02
som,2018,0.02
som,2019,0.03
som,2020,0.03
srb,1990,0.04
srb,1991,0.03
srb,1992,0.03
srb,1993,0.02
srb,1994,0.02
srb,1995,0.01
srb,1996,0.01
srb,1997,0.01
srb,1998,0.01
srb,1999,0.01
srb,2000,0.01
srb,2001,0.01
srb,2002,0.02
srb,2003,0.02
srb,2004,0.02
srb,2005,0.02
srb,2006,0.03
srb,2007,0.03
srb,2008,0.03
srb,2009,0.03
srb,2010,0.04
srb,2011,0.04
srb,2012,0.04
srb,2013,0.04
srb,2014,0.04
srb,2015,0.04
srb,2016,0.04
srb,2017,0.05
srb,2018,0.05
srb,2019,0.05
srb,2020,0.05
ssd,1990,1.73
ssd,1991,1.96
ssd,1992,2.25
ssd,1993,2.42
ssd,1994,2.56
ssd,1995,2.84
ssd,1996,2.9
ssd,1997,2.9
ssd,1998,2.92
ssd,1999,2.96
ssd,2000,2.79
ssd,2001,2.68
ssd,2002,2.65
ssd,2003,2.55
ssd,2004,2.45
ssd,2005,2.37
ssd,2006,2.3
ssd,2007,2.28
ssd,2008,2.27
ssd,2009,2.31
ssd,2010,2.26
ssd,2011,2.26
ssd,2012,2.26
ssd,2013,2.26
ssd,2014,2.26
ssd,2015,2.26
ssd,2016,2.23
ssd,2017,2.26
ssd,2018,2.27
ssd,2019,2.24
ssd,2020,2.23
sur,1990,0.51
sur,1991,0.61
sur,1992,0.76
sur,1993,0.9
sur,1994,1.07
sur,1995,1.21
sur,1996,1.38
sur,1997,1.49
sur,1998,1.59
sur,1999,1.67
sur,2000,1.72
sur,2001,1.66
sur,2002,1.64
sur,2003,1.51
sur,2004,1.37
sur,2005,1.28
sur,2006,1.2
sur,2007,1.1
sur,2008,1.02
sur,2009,1
sur,2010,0.97
sur,2011,0.9
sur,2012,0.83
sur,2013,0.74
sur,2014,0.69
sur,2015,0.65
sur,2016,0.61
sur,2017,0.56
sur,2018,0.54
sur,2019,0.51
sur,2020,0.51
svn,1990,0.01
svn,1991,0.01
svn,1992,0.01
svn,1993,0.01
svn,1994,0.01
svn,1995,0.01
svn,1996,0.01
svn,1997,0.01
svn,1998,0.02
svn,1999,0.02
svn,2000,0.03
svn,2001,0.03
svn,2002,0.04
svn,2003,0.04
svn,2004,0.05
svn,2005,0.05
svn,2006,0.05
svn,2007,0.05
svn,2008,0.05
svn,2009,0.05
svn,2010,0.04
svn,2011,0.04
svn,2012,0.04
svn,2013,0.03
svn,2014,0.03
svn,2015,0.03
svn,2016,0.02
svn,2017,0.02
svn,2018,0.02
svn,2019,0.02
svn,2020,0.01
swz,1990,6.28
swz,1991,11.6
swz,1992,19.34
swz,1993,28.72
swz,1994,36.85
swz,1995,41.92
swz,1996,43.95
swz,1997,42.8
swz,1998,40.69
swz,1999,37.85
swz,2000,35.4
swz,2001,33.79
swz,2002,32.47
swz,2003,31.41
swz,2004,31.07
swz,2005,30.74
swz,2006,30.35
swz,2007,29.78
swz,2008,29.5
swz,2009,29.28
swz,2010,28.97
swz,2011,27.7
swz,2012,27.46
swz,2013,27.17
swz,2014,26.05
swz,2015,23.3
swz,2016,20.23
swz,2017,16.8
swz,2018,13.48
swz,2019,11.96
swz,2020,10.21
syr,1990,0.01
syr,1991,0.01
syr,1992,0.01
syr,1993,0.01
syr,1994,0.01
syr,1995,0.01
syr,1996,0.01
syr,1997,0.01
syr,1998,0.01
syr,1999,0.01
syr,2000,0.01
syr,2001,0.01
syr,2002,0.01
syr,2003,0.01
syr,2004,0.01
syr,2005,0.01
syr,2006,0.01
syr,2007,0.01
syr,2008,0.01
syr,2009,0.01
syr,2010,0.01
syr,2011,0.01
syr,2012,0.01
syr,2013,0.01
syr,2014,0.01
syr,2015,0.01
syr,2016,0.01
syr,2017,0.01
syr,2018,0.01
syr,2019,0.01
syr,2020,0.01
tcd,1990,2.56
tcd,1991,3
tcd,1992,3.29
tcd,1993,3.25
tcd,1994,3.2
tcd,1995,2.98
tcd,1996,2.9
tcd,1997,2.65
tcd,1998,2.33
tcd,1999,2.19
tcd,2000,1.96
tcd,2001,1.83
tcd,2002,1.68
tcd,2003,1.55
tcd,2004,1.48
tcd,2005,1.38
tcd,2006,1.27
tcd,2007,1.17
tcd,2008,1.13
tcd,2009,0.97
tcd,2010,0.88
tcd,2011,0.8
tcd,2012,0.76
tcd,2013,0.71
tcd,2014,0.66
tcd,2015,0.57
tcd,2016,0.49
tcd,2017,0.47
tcd,2018,0.45
tcd,2019,0.4
tcd,2020,0.34
tgo,1990,3.12
tgo,1991,3.48
tgo,1992,3.91
tgo,1993,4.39
tgo,1994,4.89
tgo,1995,5.16
tgo,1996,5.39
tgo,1997,5.4
tgo,1998,4.91
tgo,1999,4.4
tgo,2000,3.91
tgo,2001,3.41
tgo,2002,3.01
tgo,2003,2.71
tgo,2004,2.55
tgo,2005,2.42
tgo,2006,2.22
tgo,2007,2.14
tgo,2008,2.06
tgo,2009,1.93
tgo,2010,1.72
tgo,2011,1.51
tgo,2012,1.37
tgo,2013,1.24
tgo,2014,1.17
tgo,2015,1.12
tgo,2016,1.03
tgo,2017,0.91
tgo,2018,0.79
tgo,2019,0.7
tgo,2020,0.59
tha,1990,4.58
tha,1991,4.97
tha,1992,4.67
tha,1993,3.63
tha,1994,2.87
tha,1995,2.28
tha,1996,1.83
tha,1997,1.49
tha,1998,1.28
tha,1999,1.13
tha,2000,1
tha,2001,0.9
tha,2002,0.8
tha,2003,0.72
tha,2004,0.65
tha,2005,0.59
tha,2006,0.52
tha,2007,0.48
tha,2008,0.44
tha,2009,0.41
tha,2010,0.39
tha,2011,0.37
tha,2012,0.36
tha,2013,0.33
tha,2014,0.31
tha,2015,0.3
tha,2016,0.27
tha,2017,0.25
tha,2018,0.22
tha,2019,0.21
tha,2020,0.19
tjk,1990,0.01
tjk,1991,0.01
tjk,1992,0.01
tjk,1993,0.01
tjk,1994,0.01
tjk,1995,0.01
tjk,1996,0.01
tjk,1997,0.01
tjk,1998,0.01
tjk,1999,0.01
tjk,2000,0.01
tjk,2001,0.01
tjk,2002,0.01
tjk,2003,0.03
tjk,2004,0.06
tjk,2005,0.09
tjk,2006,0.14
tjk,2007,0.19
tjk,2008,0.24
tjk,2009,0.27
tjk,2010,0.3
tjk,2011,0.3
tjk,2012,0.3
tjk,2013,0.28
tjk,2014,0.26
tjk,2015,0.24
tjk,2016,0.21
tjk,2017,0.19
tjk,2018,0.17
tjk,2019,0.15
tjk,2020,0.13
tls,1990,0.02
tls,1991,0.03
tls,1992,0.03
tls,1993,0.03
tls,1994,0.04
tls,1995,0.04
tls,1996,0.04
tls,1997,0.05
tls,1998,0.05
tls,1999,0.05
tls,2000,0.06
tls,2001,0.07
tls,2002,0.07
tls,2003,0.08
tls,2004,0.09
tls,2005,0.1
tls,2006,0.1
tls,2007,0.11
tls,2008,0.12
tls,2009,0.12
tls,2010,0.14
tls,2011,0.14
tls,2012,0.15
tls,2013,0.16
tls,2014,0.16
tls,2015,0.17
tls,2016,0.18
tls,2017,0.18
tls,2018,0.19
tls,2019,0.19
tls,2020,0.18
tto,1990,0.53
tto,1991,0.64
tto,1992,0.75
tto,1993,0.87
tto,1994,0.98
tto,1995,1.09
tto,1996,1.2
tto,1997,1.29
tto,1998,1.36
tto,1999,1.4
tto,2000,1.43
tto,2001,1.42
tto,2002,1.38
tto,2003,1.3
tto,2004,1.21
tto,2005,1.09
tto,2006,0.98
tto,2007,0.86
tto,2008,0.75
tto,2009,0.64
tto,2010,0.52
tto,2011,0.42
tto,2012,0.34
tto,2013,0.27
tto,2014,0.22
tto,2015,0.19
tto,2016,0.16
tto,2017,0.15
tto,2018,0.14
tto,2019,0.13
tto,2020,0.12
tun,1990,0.01
tun,1991,0.01
tun,1992,0.01
tun,1993,0.01
tun,1994,0.02
tun,1995,0.02
tun,1996,0.02
tun,1997,0.02
tun,1998,0.03
tun,1999,0.03
tun,2000,0.03
tun,2001,0.04
tun,2002,0.04
tun,2003,0.04
tun,2004,0.05
tun,2005,0.05
tun,2006,0.04
tun,2007,0.03
tun,2008,0.03
tun,2009,0.03
tun,2010,0.04
tun,2011,0.04
tun,2012,0.04
tun,2013,0.04
tun,2014,0.05
tun,2015,0.05
tun,2016,0.05
tun,2017,0.05
tun,2018,0.05
tun,2019,0.06
tun,2020,0.06
tza,1990,8.59
tza,1991,9.02
tza,1992,9.23
tza,1993,9.15
tza,1994,8.91
tza,1995,8.46
tza,1996,8
tza,1997,7.55
tza,1998,7.15
tza,1999,6.69
tza,2000,6.39
tza,2001,6.01
tza,2002,5.72
tza,2003,5.4
tza,2004,5.17
tza,2005,4.98
tza,2006,4.77
tza,2007,4.56
tza,2008,4.32
tza,2009,4.29
tza,2010,4.2
tza,2011,4.15
tza,2012,4.11
tza,2013,3.82
tza,2014,3.65
tza,2015,3.41
tza,2016,3.24
tza,2017,3.03
tza,2018,2.79
tza,2019,2.47
tza,2020,2.08
uga,1990,11.92
uga,1991,10.7
uga,1992,10.01
uga,1993,9.47
uga,1994,9.14
uga,1995,8.75
uga,1996,8.42
uga,1997,8.08
uga,1998,7.84
uga,1999,7.62
uga,2000,7.39
uga,2001,7.21
uga,2002,6.96
uga,2003,6.79
uga,2004,6.5
uga,2005,6.38
uga,2006,6.18
uga,2007,6.22
uga,2008,6.24
uga,2009,5.99
uga,2010,5.67
uga,2011,5.37
uga,2012,5.08
uga,2013,4.59
uga,2014,4.08
uga,2015,3.62
uga,2016,3.34
uga,2017,2.97
uga,2018,2.5
uga,2019,2.26
uga,2020,1.72
ukr,1990,0.03
ukr,1991,0.06
ukr,1992,0.13
ukr,1993,0.24
ukr,1994,0.42
ukr,1995,0.65
ukr,1996,0.92
ukr,1997,1.05
ukr,1998,1.17
ukr,1999,1.2
ukr,2000,1.18
ukr,2001,1.08
ukr,2002,0.96
ukr,2003,0.84
ukr,2004,0.76
ukr,2005,0.64
ukr,2006,0.57
ukr,2007,0.52
ukr,2008,0.49
ukr,2009,0.47
ukr,2010,0.46
ukr,2011,0.45
ukr,2012,0.46
ukr,2013,0.46
ukr,2014,0.47
ukr,2015,0.48
ukr,2016,0.48
ukr,2017,0.47
ukr,2018,0.45
ukr,2019,0.43
ukr,2020,0.41
ury,1990,0.13
ury,1991,0.19
ury,1992,0.24
ury,1993,0.25
ury,1994,0.25
ury,1995,0.26
ury,1996,0.27
ury,1997,0.28
ury,1998,0.29
ury,1999,0.3
ury,2000,0.31
ury,2001,0.32
ury,2002,0.34
ury,2003,0.35
ury,2004,0.26
ury,2005,0.27
ury,2006,0.28
ury,2007,0.28
ury,2008,0.29
ury,2009,0.31
ury,2010,0.33
ury,2011,0.32
ury,2012,0.33
ury,2013,0.33
ury,2014,0.31
ury,2015,0.31
ury,2016,0.32
ury,2017,0.33
ury,2018,0.33
ury,2019,0.33
ury,2020,0.34
usa,2010,0.23
usa,2011,0.22
usa,2012,0.22
usa,2013,0.21
usa,2014,0.22
usa,2015,0.22
usa,2016,0.22
usa,2017,0.21
usa,2018,0.21
usa,2019,0.2
uzb,1990,0.01
uzb,1991,0.01
uzb,1992,0.01
uzb,1993,0.02
uzb,1994,0.03
uzb,1995,0.03
uzb,1996,0.03
uzb,1997,0.02
uzb,1998,0.01
uzb,1999,0.01
uzb,2000,0.01
uzb,2001,0.01
uzb,2002,0.03
uzb,2003,0.07
uzb,2004,0.11
uzb,2005,0.14
uzb,2006,0.18
uzb,2007,0.2
uzb,2008,0.22
uzb,2009,0.23
uzb,2010,0.24
uzb,2011,0.24
uzb,2012,0.24
uzb,2013,0.24
uzb,2014,0.23
uzb,2015,0.22
uzb,2016,0.21
uzb,2017,0.19
uzb,2018,0.18
uzb,2019,0.16
uzb,2020,0.13
ven,1990,0.07
ven,1991,0.08
ven,1992,0.1
ven,1993,0.13
ven,1994,0.18
ven,1995,0.26
ven,1996,0.36
ven,1997,0.51
ven,1998,0.65
ven,1999,0.76
ven,2000,0.82
ven,2001,0.84
ven,2002,0.8
ven,2003,0.72
ven,2004,0.61
ven,2005,0.53
ven,2006,0.47
ven,2007,0.43
ven,2008,0.41
ven,2009,0.39
ven,2010,0.38
ven,2011,0.36
ven,2012,0.34
ven,2013,0.32
ven,2014,0.3
ven,2015,0.27
ven,2016,0.24
ven,2017,0.21
ven,2018,0.18
ven,2019,0.15
ven,2020,0.13
vnm,1990,0.03
vnm,1991,0.06
vnm,1992,0.12
vnm,1993,0.22
vnm,1994,0.32
vnm,1995,0.39
vnm,1996,0.42
vnm,1997,0.42
vnm,1998,0.43
vnm,1999,0.43
vnm,2000,0.43
vnm,2001,0.42
vnm,2002,0.43
vnm,2003,0.42
vnm,2004,0.4
vnm,2005,0.38
vnm,2006,0.35
vnm,2007,0.32
vnm,2008,0.3
vnm,2009,0.27
vnm,2010,0.26
vnm,2011,0.24
vnm,2012,0.22
vnm,2013,0.21
vnm,2014,0.19
vnm,2015,0.18
vnm,2016,0.16
vnm,2017,0.14
vnm,2018,0.12
vnm,2019,0.11
vnm,2020,0.1
yem,1990,0.03
yem,1991,0.03
yem,1992,0.03
yem,1993,0.03
yem,1994,0.03
yem,1995,0.03
yem,1996,0.03
yem,1997,0.03
yem,1998,0.04
yem,1999,0.04
yem,2000,0.04
yem,2001,0.04
yem,2002,0.04
yem,2003,0.04
yem,2004,0.04
yem,2005,0.04
yem,2006,0.04
yem,2007,0.05
yem,2008,0.05
yem,2009,0.05
yem,2010,0.05
yem,2011,0.05
yem,2012,0.05
yem,2013,0.05
yem,2014,0.05
yem,2015,0.06
yem,2016,0.06
yem,2017,0.06
yem,2018,0.06
yem,2019,0.06
yem,2020,0.06
zaf,1990,3.1
zaf,1991,5.3
zaf,1992,8.1
zaf,1993,11.2
zaf,1994,14.1
zaf,1995,16.6
zaf,1996,18.59
zaf,1997,20.18
zaf,1998,21.39
zaf,1999,21.99
zaf,2000,21.99
zaf,2001,21.6
zaf,2002,20.91
zaf,2003,20
zaf,2004,19.31
zaf,2005,18.61
zaf,2006,17.91
zaf,2007,17.31
zaf,2008,16.59
zaf,2009,16.09
zaf,2010,15.49
zaf,2011,14.89
zaf,2012,14.09
zaf,2013,12.99
zaf,2014,12.19
zaf,2015,11.39
zaf,2016,10.79
zaf,2017,10.09
zaf,2018,9.19
zaf,2019,8.49
zaf,2020,7.79
zmb,1990,22.07
zmb,1991,23.03
zmb,1992,22.9
zmb,1993,22.55
zmb,1994,21.14
zmb,1995,19.92
zmb,1996,18.35
zmb,1997,17.25
zmb,1998,16.31
zmb,1999,15.4
zmb,2000,14.52
zmb,2001,13.75
zmb,2002,13.21
zmb,2003,12.68
zmb,2004,12.08
zmb,2005,11.63
zmb,2006,11.05
zmb,2007,10.61
zmb,2008,9.96
zmb,2009,9.6
zmb,2010,9.31
zmb,2011,9.11
zmb,2012,8.91
zmb,2013,8.76
zmb,2014,8.5
zmb,2015,8.18
zmb,2016,7.88
zmb,2017,7.96
zmb,2018,7.98
zmb,2019,7.28
zmb,2020,6.62
zwe,1990,44.94
zwe,1991,47.64
zwe,1992,47.44
zwe,1993,44.87
zwe,1994,41.01
zwe,1995,36.28
zwe,1996,32.12
zwe,1997,28.17
zwe,1998,24.74
zwe,1999,21.69
zwe,2000,19.48
zwe,2001,17.56
zwe,2002,16.15
zwe,2003,15.01
zwe,2004,14.09
zwe,2005,13.23
zwe,2006,12.36
zwe,2007,11.7
zwe,2008,11.1
zwe,2009,10.52
zwe,2010,10.09
zwe,2011,9.02
zwe,2012,8.05
zwe,2013,7.4
zwe,2014,6.65
zwe,2015,5.95
zwe,2016,5.29
zwe,2017,4.58
zwe,2018,3.68
zwe,2019,3.57
zwe,2020,2.75
