geo,time,sp_pop_dpnd_yg
dji,1993,83.03744
dji,1994,81.12558
dji,1995,79.88128
dji,1996,78.09827
dji,1997,76.98611
dji,1998,76.16614
dji,1999,74.97739
dji,2000,73.1492
dji,2001,72.00437
dji,2002,70.32926
dji,2003,68.33388
dji,2004,66.32398
dji,2005,64.38741
dji,2006,61.39154
dji,2007,58.54147
dji,2008,55.84048
dji,2009,53.35508
dji,2010,51.19138
dji,2011,50.07585
dji,2012,49.19438
dji,2013,48.47357
dji,2014,47.74663
dji,2015,46.92058
dji,2016,46.4659
dji,2017,45.73111
dji,2018,44.87842
dji,2019,44.12563
dji,2020,43.55491
dnk,1960,39.27082
dnk,1961,38.84458
dnk,1962,38.2626
dnk,1963,37.63118
dnk,1964,37.09398
dnk,1965,36.70871
dnk,1966,36.53574
dnk,1967,36.39536
dnk,1968,36.30102
dnk,1969,36.23098
dnk,1970,36.15875
dnk,1971,36.04981
dnk,1972,35.97045
dnk,1973,35.8636
dnk,1974,35.65055
dnk,1975,35.29309
dnk,1976,34.91269
dnk,1977,34.38349
dnk,1978,33.72791
dnk,1979,32.98694
dnk,1980,32.18312
dnk,1981,31.31375
dnk,1982,30.3844
dnk,1983,29.43021
dnk,1984,28.5142
dnk,1985,27.69054
dnk,1986,26.93128
dnk,1987,26.35444
dnk,1988,25.91952
dnk,1989,25.56617
dnk,1990,25.27692
dnk,1991,25.28524
dnk,1992,25.29332
dnk,1993,25.35263
dnk,1994,25.51252
dnk,1995,25.77316
dnk,1996,26.15919
dnk,1997,26.55291
dnk,1998,26.95645
dnk,1999,27.34836
dnk,2000,27.70001
dnk,2001,27.88148
dnk,2002,28.07255
dnk,2003,28.23081
dnk,2004,28.31706
dnk,2005,28.32448
dnk,2006,28.24344
dnk,2007,28.10835
dnk,2008,27.92988
dnk,2009,27.71167
dnk,2010,27.45338
dnk,2011,27.33459
dnk,2012,27.05244
dnk,2013,26.72006
dnk,2014,26.44937
dnk,2015,26.27252
dnk,2016,25.94122
dnk,2017,25.82929
dnk,2018,25.82548
dnk,2019,25.77398
dnk,2020,25.61863
dom,1960,97.95832
dom,1961,99.2393
dom,1962,100.29822
dom,1963,101.0739
dom,1964,101.44968
dom,1965,101.36186
dom,1966,101.06494
dom,1967,100.33658
dom,1968,99.26471
dom,1969,97.94964
dom,1970,96.44563
dom,1971,94.90928
dom,1972,93.218
dom,1973,91.42381
dom,1974,89.56685
dom,1975,87.67226
dom,1976,85.86033
dom,1977,84.02857
dom,1978,82.2196
dom,1979,80.47465
dom,1980,78.80972
dom,1981,77.2506
dom,1982,75.7964
dom,1983,74.4353
dom,1984,73.14537
dom,1985,71.90951
dom,1986,70.71922
dom,1987,69.57804
dom,1988,68.49327
dom,1989,67.48426
dom,1990,66.55484
dom,1991,65.60447
dom,1992,64.75846
dom,1993,63.97353
dom,1994,63.18776
dom,1995,62.36457
dom,1996,61.54968
dom,1997,60.65693
dom,1998,59.72231
dom,1999,58.80181
dom,2000,57.91571
dom,2001,56.98649
dom,2002,56.13038
dom,2003,55.29248
dom,2004,54.40696
dom,2005,53.44802
dom,2006,52.4337
dom,2007,51.36264
dom,2008,50.25925
dom,2009,49.18237
dom,2010,48.17656
dom,2011,47.31047
dom,2012,46.53015
dom,2013,45.82708
dom,2014,45.18306
dom,2015,44.58338
dom,2016,44.04878
dom,2017,43.54999
dom,2018,43.08147
dom,2019,42.63341
dom,2020,42.19297
dza,1960,85.43877
dza,1961,87.3389
dza,1962,89.81648
dza,1963,92.41463
dza,1964,94.43192
dza,1965,95.53782
dza,1966,96.61297
dza,1967,96.60741
dza,1968,95.92358
dza,1969,95.13813
dza,1970,94.52323
dza,1971,94.54007
dza,1972,94.6485
dza,1973,94.75058
dza,1974,94.65716
dza,1975,94.29687
dza,1976,94.29521
dza,1977,93.96961
dza,1978,93.4312
dza,1979,92.82226
dza,1980,92.21363
dza,1981,91.84418
dza,1982,91.2882
dza,1983,90.57378
dza,1984,89.68712
dza,1985,88.6117
dza,1986,87.57735
dza,1987,86.31703
dza,1988,84.85203
dza,1989,83.19185
dza,1990,81.34266
dza,1991,79.47373
dza,1992,77.44616
dza,1993,75.24428
dza,1994,72.82885
dza,1995,70.18908
dza,1996,67.56369
dza,1997,64.70975
dza,1998,61.73993
dza,1999,58.81437
dza,2000,56.02933
dza,2001,53.13996
dza,2002,50.55492
dza,2003,48.2296
dza,2004,46.13577
dza,2005,44.30676
dza,2006,42.91564
dza,2007,41.86972
dza,2008,41.14798
dza,2009,40.71919
dza,2010,40.56255
dza,2011,40.99353
dza,2012,41.44153
dza,2013,42.01409
dza,2014,42.82298
dza,2015,43.87594
dza,2016,44.92067
dza,2017,46.17967
dza,2018,47.48659
dza,2019,48.5722
dza,2020,49.27447
ecu,1960,83.62749
ecu,1961,84.50973
ecu,1962,85.70732
ecu,1963,86.93729
ecu,1964,87.75912
ecu,1965,87.99523
ecu,1966,88.36658
ecu,1967,88.18144
ecu,1968,87.60487
ecu,1969,86.88799
ecu,1970,86.15728
ecu,1971,85.80138
ecu,1972,85.27431
ecu,1973,84.61967
ecu,1974,83.84165
ecu,1975,82.93856
ecu,1976,82.20385
ecu,1977,81.31711
ecu,1978,80.29946
ecu,1979,79.1714
ecu,1980,77.95581
ecu,1981,76.86151
ecu,1982,75.70853
ecu,1983,74.50605
ecu,1984,73.26245
ecu,1985,71.99532
ecu,1986,70.94597
ecu,1987,69.8408
ecu,1988,68.71655
ecu,1989,67.61028
ecu,1990,66.5366
ecu,1991,65.62175
ecu,1992,64.6955
ecu,1993,63.7702
ecu,1994,62.85798
ecu,1995,61.96425
ecu,1996,61.20811
ecu,1997,60.49052
ecu,1998,59.77186
ecu,1999,58.99633
ecu,2000,58.13906
ecu,2001,57.43766
ecu,2002,56.604
ecu,2003,55.69183
ecu,2004,54.7793
ecu,2005,53.90248
ecu,2006,52.90545
ecu,2007,51.98898
ecu,2008,51.11071
ecu,2009,50.21591
ecu,2010,49.2913
ecu,2011,48.41233
ecu,2012,47.53144
ecu,2013,46.67156
ecu,2014,45.87457
ecu,2015,45.16535
ecu,2016,44.48667
ecu,2017,43.84419
ecu,2018,43.24457
ecu,2019,42.67809
ecu,2020,42.13042
egy,1960,77.84952
egy,1961,79.07782
egy,1962,79.09496
egy,1963,78.36797
egy,1964,77.58733
egy,1965,77.06864
egy,1966,77.24804
egy,1967,77.54058
egy,1968,77.82458
egy,1969,77.81839
egy,1970,77.38584
egy,1971,77.55703
egy,1972,77.26914
egy,1973,76.66418
egy,1974,75.98884
egy,1975,75.38367
egy,1976,75.13803
egy,1977,74.99481
egy,1978,74.89103
egy,1979,74.73551
egy,1980,74.50585
egy,1981,74.56505
egy,1982,74.50344
egy,1983,74.38914
egy,1984,74.31769
egy,1985,74.32352
egy,1986,74.52249
egy,1987,74.73263
egy,1988,74.89769
egy,1989,74.88451
egy,1990,74.59037
egy,1991,74.4576
egy,1992,73.85359
egy,1993,72.90421
egy,1994,71.80684
egy,1995,70.67061
egy,1996,69.15835
egy,1997,67.82332
egy,1998,66.51263
egy,1999,65.02208
egy,2000,63.30023
egy,2001,61.80533
egy,2002,60.05989
egy,2003,58.24722
egy,2004,56.60784
egy,2005,55.24732
egy,2006,54.1213
egy,2007,53.23478
egy,2008,52.57728
egy,2009,52.14681
egy,2010,51.96443
egy,2011,52.01518
egy,2012,52.43748
egy,2013,53.06829
egy,2014,53.66556
egy,2015,54.0941
egy,2016,54.9691
egy,2017,55.3366
egy,2018,55.43364
egy,2019,55.5682
egy,2020,55.83957
eri,1960,80.75226
eri,1961,81.16315
eri,1962,80.88348
eri,1963,80.27682
eri,1964,79.78705
eri,1965,79.58556
eri,1966,80.29377
eri,1967,81.06301
eri,1968,81.79259
eri,1969,82.27755
eri,1970,82.43706
eri,1971,83.1528
eri,1972,83.43182
eri,1973,83.41093
eri,1974,83.25948
eri,1975,83.06643
eri,1976,83.36103
eri,1977,83.51435
eri,1978,83.54702
eri,1979,83.47829
eri,1980,83.3409
eri,1981,83.68006
eri,1982,83.87334
eri,1983,83.9467
eri,1984,83.94495
eri,1985,83.89944
eri,1986,84.87697
eri,1987,85.75947
eri,1988,86.46491
eri,1989,86.83245
eri,1990,86.7382
eri,1991,89.85181
eri,1992,92.98774
eri,1993,96.11008
eri,1994,99.15247
eri,1995,101.93537
eri,1996,100.29017
eri,1997,98.09081
eri,1998,95.5151
eri,1999,92.91261
eri,2000,90.58717
eri,2001,84.30701
eri,2002,78.95073
eri,2003,74.37058
eri,2004,70.41893
eri,2005,67.07762
eri,2006,67.28902
eri,2007,67.64219
eri,2008,68.17887
eri,2009,68.93978
eri,2010,69.86148
eri,2011,72.0921
esp,1960,42.47523
esp,1961,42.84882
esp,1962,43.01478
esp,1963,43.09974
esp,1964,43.26603
esp,1965,43.56699
esp,1966,43.84142
esp,1967,44.21521
esp,1968,44.62073
esp,1969,44.9522
esp,1970,45.15856
esp,1971,45.0567
esp,1972,44.92794
esp,1973,44.73094
esp,1974,44.44122
esp,1975,44.05399
esp,1976,43.76547
esp,1977,43.31631
esp,1978,42.72779
esp,1979,42.02344
esp,1980,41.21014
esp,1981,40.40003
esp,1982,39.43125
esp,1983,38.36073
esp,1984,37.25713
esp,1985,36.15209
esp,1986,34.84226
esp,1987,33.65242
esp,1988,32.49985
esp,1989,31.29195
esp,1990,30.01496
esp,1991,28.8644
esp,1992,27.66144
esp,1993,26.47061
esp,1994,25.38374
esp,1995,24.44166
esp,1996,23.67516
esp,1997,22.97832
esp,1998,22.37156
esp,1999,21.86855
esp,2000,21.48337
esp,2001,21.10408
esp,2002,20.85475
esp,2003,20.71723
esp,2004,20.65092
esp,2005,20.62478
esp,2006,20.88591
esp,2007,21.15831
esp,2008,21.41443
esp,2009,21.609
esp,2010,21.70641
esp,2011,22.06681
esp,2012,22.22427
esp,2013,22.269
esp,2014,22.3221
esp,2015,22.43346
esp,2016,22.26249
esp,2017,22.22699
esp,2018,22.23806
esp,2019,22.16162
esp,2020,21.94274
est,1960,34.8132
est,1961,34.99431
est,1962,35.00691
est,1963,34.84518
est,1964,34.58323
est,1965,34.2871
est,1966,34.10791
est,1967,33.87215
est,1968,33.62328
est,1969,33.41139
est,1970,33.25784
est,1971,33.11677
est,1972,33.05456
est,1973,33.02311
est,1974,32.93431
est,1975,32.75603
est,1976,32.8916
est,1977,32.87939
est,1978,32.80148
est,1979,32.77231
est,1980,32.83213
est,1981,32.77111
est,1982,32.84256
est,1983,32.98971
est,1984,33.11765
est,1985,33.19319
est,1986,33.36338
est,1987,33.51774
est,1988,33.64319
est,1989,33.68052
est,1990,33.53232
est,1991,33.48244
est,1992,33.15193
est,1993,32.59586
est,1994,31.95473
est,1995,31.34039
est,1996,30.08895
est,1997,29.01054
est,1998,28.05554
est,1999,27.09962
est,2000,26.08772
est,2001,25.22447
est,2002,24.36787
est,2003,23.53375
est,2004,22.80831
est,2005,22.26048
est,2006,22.06934
est,2007,21.97368
est,2008,22.0167
est,2009,22.19383
est,2010,22.47182
est,2011,22.925
est,2012,23.35609
est,2013,23.79022
est,2014,24.26418
est,2015,24.79796
est,2016,24.88875
est,2017,25.16394
est,2018,25.55135
est,2019,25.90811
est,2020,26.13424
eth,1960,80.63012
eth,1961,80.9248
eth,1962,80.93941
eth,1963,80.7944
eth,1964,80.601
eth,1965,80.40394
eth,1966,81.15734
eth,1967,81.64581
eth,1968,81.96553
eth,1969,82.22528
eth,1970,82.49157
eth,1971,83.4013
eth,1972,84.24281
eth,1973,84.98585
eth,1974,85.51321
eth,1975,85.72253
eth,1976,85.96365
eth,1977,86.13837
eth,1978,86.34238
eth,1979,86.70544
eth,1980,87.31303
eth,1981,88.56696
eth,1982,89.49547
eth,1983,90.1406
eth,1984,90.52845
eth,1985,90.70418
eth,1986,91.25428
eth,1987,91.53567
eth,1988,91.65477
eth,1989,91.67672
eth,1990,91.61157
eth,1991,92.22785
eth,1992,92.60865
eth,1993,92.7807
eth,1994,92.76446
eth,1995,92.55538
eth,1996,92.8164
eth,1997,92.88024
eth,1998,92.77752
eth,1999,92.51732
eth,2000,92.12286
eth,2001,92.47182
eth,2002,92.58381
eth,2003,92.5615
eth,2004,92.46599
eth,2005,92.25108
eth,2006,91.61338
eth,2007,90.76601
eth,2008,89.66984
eth,2009,88.32524
eth,2010,86.79673
eth,2011,84.9743
eth,2012,83.11452
eth,2013,81.24182
eth,2014,79.38332
eth,2015,77.56822
eth,2016,76.12415
eth,2017,74.64672
eth,2018,73.19812
eth,2019,71.84095
eth,2020,70.59387
fin,1960,48.83406
fin,1961,48.09388
fin,1962,46.75225
fin,1963,45.03785
fin,1964,43.36185
fin,1965,41.92277
fin,1966,40.8281
fin,1967,39.83405
fin,1968,38.93034
fin,1969,38.05527
fin,1970,37.18186
fin,1971,36.20469
fin,1972,35.23521
fin,1973,34.30014
fin,1974,33.43867
fin,1975,32.6701
fin,1976,31.90379
fin,1977,31.36527
fin,1978,30.94001
fin,1979,30.49399
fin,1980,29.98717
fin,1981,29.78345
fin,1982,29.38676
fin,1983,28.93975
fin,1984,28.62407
fin,1985,28.49962
fin,1986,28.35248
fin,1987,28.3759
fin,1988,28.50265
fin,1989,28.62752
fin,1990,28.70531
fin,1991,28.6854
fin,1992,28.71573
fin,1993,28.73783
fin,1994,28.68053
fin,1995,28.50563
fin,1996,28.46278
fin,1997,28.17952
fin,1998,27.76615
fin,1999,27.38744
fin,2000,27.12117
fin,2001,26.71937
fin,2002,26.50958
fin,2003,26.40102
fin,2004,26.25533
fin,2005,26.02183
fin,2006,25.8198
fin,2007,25.543
fin,2008,25.24704
fin,2009,25.0295
fin,2010,24.94058
fin,2011,25.06431
fin,2012,25.24368
fin,2013,25.47205
fin,2014,25.69931
fin,2015,25.875
fin,2016,25.97823
fin,2017,26.01432
fin,2018,25.98446
fin,2019,25.89837
fin,2020,25.76328
fji,1960,97.60189
fji,1961,97.45271
fji,1962,96.64908
fji,1963,95.40831
fji,1964,93.90476
fji,1965,92.14258
fji,1966,90.4241
fji,1967,88.48055
fji,1968,86.29101
fji,1969,83.82176
fji,1970,81.1121
fji,1971,79.11311
fji,1972,76.91432
fji,1973,74.59138
fji,1974,72.26347
fji,1975,70.02047
fji,1976,69.52136
fji,1977,69.0023
fji,1978,68.46594
fji,1979,67.95464
fji,1980,67.51712
fji,1981,67.17405
fji,1982,66.89345
fji,1983,66.85119
fji,1984,67.01545
fji,1985,67.16832
fji,1986,67.01955
fji,1987,66.78261
fji,1988,66.43587
fji,1989,66.01081
fji,1990,65.56667
fji,1991,64.75237
fji,1992,63.94518
fji,1993,63.02167
fji,1994,61.87469
fji,1995,60.52889
fji,1996,60.09128
fji,1997,59.33388
fji,1998,58.4515
fji,1999,57.64306
fji,2000,56.91303
fji,2001,54.37629
fji,2002,52.2413
fji,2003,50.32807
fji,2004,48.48051
fji,2005,46.70923
fji,2006,46.42249
fji,2007,45.90017
fji,2008,45.20424
fji,2009,44.4697
fji,2010,43.81988
fji,2011,43.96631
fji,2012,44.20795
fji,2013,44.61677
fji,2014,45.17636
fji,2015,45.79296
fji,2016,45.67961
fji,2017,45.57762
fji,2018,45.37767
fji,2019,45.01045
fji,2020,44.51546
fra,1960,42.52666
fra,1961,42.83281
fra,1962,42.65083
fra,1963,42.12365
fra,1964,41.53989
fra,1965,41.04519
fra,1966,40.82972
fra,1967,40.56783
fra,1968,40.30345
fra,1969,40.05152
fra,1970,39.81255
fra,1971,39.56297
fra,1972,39.38433
fra,1973,39.20638
fra,1974,38.90853
fra,1975,38.42746
fra,1976,38.04983
fra,1977,37.43844
fra,1978,36.67381
fra,1979,35.9044
fra,1980,35.21603
fra,1981,34.36
fra,1982,33.73517
fra,1983,33.24854
fra,1984,32.75639
fra,1985,32.20343
fra,1986,31.97294
fra,1987,31.56874
fra,1988,31.09713
fra,1989,30.7152
fra,1990,30.48019
fra,1991,30.23254
fra,1992,30.1307
fra,1993,30.11382
fra,1994,30.07436
fra,1995,29.96207
fra,1996,29.82229
fra,1997,29.66578
fra,1998,29.4799
fra,1999,29.27649
fra,2000,29.0718
fra,2001,28.98999
fra,2002,28.85831
fra,2003,28.7035
fra,2004,28.55818
fra,2005,28.43691
fra,2006,28.42763
fra,2007,28.43462
fra,2008,28.46089
fra,2009,28.50714
fra,2010,28.57246
fra,2011,28.71811
fra,2012,28.88751
fra,2013,29.05507
fra,2014,29.1821
fra,2015,29.2392
fra,2016,29.20671
fra,2017,29.10557
fra,2018,28.95788
fra,2019,28.80306
fra,2020,28.66184
fsm,1960,88.91576
fsm,1961,89.80483
fsm,1962,91.62512
fsm,1963,93.72691
fsm,1964,95.0918
fsm,1965,95.38593
fsm,1966,95.45183
fsm,1967,94.71745
fsm,1968,93.41623
fsm,1969,92.00937
fsm,1970,90.63372
fsm,1971,91.85005
fsm,1972,93.15923
fsm,1973,94.57266
fsm,1974,96.19069
fsm,1975,98.17896
fsm,1976,97.39508
fsm,1977,96.85262
fsm,1978,96.56919
fsm,1979,96.43766
fsm,1980,96.29609
fsm,1981,94.99183
fsm,1982,93.93986
fsm,1983,92.85325
fsm,1984,91.40936
fsm,1985,89.56881
fsm,1986,88.92403
fsm,1987,87.71998
fsm,1988,86.28282
fsm,1989,85.09371
fsm,1990,84.32014
fsm,1991,84.05996
fsm,1992,84.12244
fsm,1993,84.07101
fsm,1994,83.49556
fsm,1995,82.25948
fsm,1996,80.59939
fsm,1997,78.83566
fsm,1998,76.74856
fsm,1999,74.43283
fsm,2000,72.06085
fsm,2001,71.55709
fsm,2002,70.77888
fsm,2003,69.85394
fsm,2004,68.88223
fsm,2005,67.86026
fsm,2006,65.48719
fsm,2007,63.48853
fsm,2008,61.69442
fsm,2009,59.98682
fsm,2010,58.41087
fsm,2011,56.92231
fsm,2012,55.31696
fsm,2013,53.77479
fsm,2014,52.47206
fsm,2015,51.44112
fsm,2016,50.47811
fsm,2017,49.80021
fsm,2018,49.31444
fsm,2019,48.88106
fsm,2020,48.42293
gab,1960,50.44446
gab,1961,51.229
gab,1962,51.89448
gab,1963,52.48757
gab,1964,53.06508
gab,1965,53.67092
gab,1966,54.68482
gab,1967,55.60946
gab,1968,56.48417
gab,1969,57.32397
gab,1970,58.13649
gab,1971,59.91063
gab,1972,61.49959
gab,1973,62.96073
gab,1974,64.35075
gab,1975,65.69145
gab,1976,67.19752
gab,1977,68.61385
gab,1978,69.91718
gab,1979,71.06806
gab,1980,72.05671
gab,1981,73.28007
gab,1982,74.28841
gab,1983,75.12315
gab,1984,75.84487
gab,1985,76.48433
gab,1986,77.3477
gab,1987,78.04293
gab,1988,78.59855
gab,1989,79.03285
gab,1990,79.34783
gab,1991,79.80895
gab,1992,80.10408
gab,1993,80.22575
gab,1994,80.14341
gab,1995,79.84301
gab,1996,79.49922
gab,1997,78.92606
gab,1998,78.16772
gab,1999,77.27495
gab,2000,76.27816
gab,2001,75.14607
gab,2002,73.93911
gab,2003,72.70062
gab,2004,71.48206
gab,2005,70.32686
gab,2006,68.72442
gab,2007,67.27025
gab,2008,65.99765
gab,2009,64.91386
gab,2010,64.01554
gab,2011,63.02497
gab,2012,62.14167
gab,2013,61.43712
gab,2014,60.91199
gab,2015,60.51387
gab,2016,61.17932
gab,2017,61.78914
gab,2018,62.32239
gab,2019,62.7231
gab,2020,62.93803
gbr,1960,35.5819
gbr,1961,35.92298
gbr,1962,35.982
gbr,1963,35.9021
gbr,1964,35.9189
gbr,1965,36.12612
gbr,1966,36.68401
gbr,1967,37.21315
gbr,1968,37.72552
gbr,1969,38.16734
gbr,1970,38.48048
gbr,1971,38.60812
gbr,1972,38.6457
gbr,1973,38.53093
gbr,1974,38.19671
gbr,1975,37.62633
gbr,1976,36.90344
gbr,1977,36.0192
gbr,1978,34.99604
gbr,1979,33.90773
gbr,1980,32.83169
gbr,1981,31.9084
gbr,1982,31.05249
gbr,1983,30.29614
gbr,1984,29.65758
gbr,1985,29.14733
gbr,1986,28.99824
gbr,1987,28.88236
gbr,1988,28.8383
gbr,1989,28.89668
gbr,1990,29.05108
gbr,1991,29.20167
gbr,1992,29.44341
gbr,1993,29.72821
gbr,1994,29.96803
gbr,1995,30.10548
gbr,1996,30.08948
gbr,1997,29.97656
gbr,1998,29.78068
gbr,1999,29.53203
gbr,2000,29.24709
gbr,2001,28.89225
gbr,2002,28.47481
gbr,2003,28.0319
gbr,2004,27.60939
gbr,2005,27.24448
gbr,2006,26.98625
gbr,2007,26.8023
gbr,2008,26.68446
gbr,2009,26.60135
gbr,2010,26.53454
gbr,2011,26.73761
gbr,2012,26.8628
gbr,2013,26.96037
gbr,2014,27.08045
gbr,2015,27.23105
gbr,2016,27.37614
gbr,2017,27.52294
gbr,2018,27.65396
gbr,2019,27.73812
gbr,2020,27.76417
geo,1960,45.58436
geo,1961,47.01634
geo,1962,48.43658
geo,1963,49.72151
geo,1964,50.73849
geo,1965,51.40522
geo,1966,51.76878
geo,1967,51.74812
geo,1968,51.38707
geo,1969,50.79025
geo,1970,50.01608
geo,1971,48.81038
geo,1972,47.66209
geo,1973,46.52725
geo,1974,45.3566
geo,1975,44.14827
geo,1976,43.13416
geo,1977,42.05626
geo,1978,40.96862
geo,1979,39.96861
geo,1980,39.12519
geo,1981,38.50746
geo,1982,38.04039
geo,1983,37.72795
geo,1984,37.53933
geo,1985,37.45121
geo,1986,37.5403
geo,1987,37.63969
geo,1988,37.75597
geo,1989,37.84005
geo,1990,37.76433
geo,1991,37.62385
geo,1992,37.30732
geo,1993,36.61179
geo,1994,35.45673
geo,1995,33.94605
geo,1996,33.63211
geo,1997,33.12512
geo,1998,32.52721
geo,1999,31.94535
geo,2000,31.43104
geo,2001,30.90117
geo,2002,30.26308
geo,2003,29.62687
geo,2004,29.06958
geo,2005,28.61392
geo,2006,27.92616
geo,2007,27.35093
geo,2008,26.91624
geo,2009,26.62414
geo,2010,26.48068
geo,2011,26.7227
geo,2012,27.02136
geo,2013,27.39777
geo,2014,27.8737
geo,2015,28.44183
geo,2016,29.05683
geo,2017,29.68069
geo,2018,30.29607
geo,2019,30.86148
geo,2020,31.33673
gha,1960,82.43418
gha,1961,83.11285
gha,1962,83.17688
gha,1963,82.95691
gha,1964,82.88345
gha,1965,83.10643
gha,1966,84.81443
gha,1967,86.62194
gha,1968,88.40321
gha,1969,89.93408
gha,1970,91.09361
gha,1971,92.0794
gha,1972,92.67079
gha,1973,92.89135
gha,1974,92.78326
gha,1975,92.37325
gha,1976,93.09333
gha,1977,93.4479
gha,1978,93.47914
gha,1979,93.29177
gha,1980,92.98254
gha,1981,91.83887
gha,1982,90.62484
gha,1983,89.38436
gha,1984,88.1465
gha,1985,86.93764
gha,1986,86.30282
gha,1987,85.61754
gha,1988,84.90546
gha,1989,84.17442
gha,1990,83.42274
gha,1991,83.02651
gha,1992,82.46344
gha,1993,81.79803
gha,1994,81.09628
gha,1995,80.37938
gha,1996,79.96351
gha,1997,79.56234
gha,1998,79.09847
gha,1999,78.47162
gha,2000,77.65271
gha,2001,76.89791
gha,2002,75.8998
gha,2003,74.76338
gha,2004,73.63059
gha,2005,72.57434
gha,2006,71.55083
gha,2007,70.60091
gha,2008,69.69781
gha,2009,68.79478
gha,2010,67.88095
gha,2011,67.33685
gha,2012,66.76894
gha,2013,66.17991
gha,2014,65.5727
gha,2015,64.94694
gha,2016,64.50364
gha,2017,63.96064
gha,2018,63.36232
gha,2019,62.75823
gha,2020,62.16657
gin,1960,71.95188
gin,1961,72.85685
gin,1962,73.8726
gin,1963,74.80324
gin,1964,75.30757
gin,1965,75.24828
gin,1966,75.81402
gin,1967,75.77008
gin,1968,75.29341
gin,1969,74.65371
gin,1970,73.99888
gin,1971,74.59906
gin,1972,75.04391
gin,1973,75.37171
gin,1974,75.59732
gin,1975,75.74173
gin,1976,77.01326
gin,1977,78.14404
gin,1978,79.16434
gin,1979,80.10799
gin,1980,80.99281
gin,1981,82.1279
gin,1982,83.06277
gin,1983,83.8471
gin,1984,84.53503
gin,1985,85.15888
gin,1986,85.99245
gin,1987,86.59051
gin,1988,87.00098
gin,1989,87.24044
gin,1990,87.30995
gin,1991,88.5219
gin,1992,89.44692
gin,1993,90.11809
gin,1994,90.57335
gin,1995,90.82803
gin,1996,91.71199
gin,1997,92.31846
gin,1998,92.66875
gin,1999,92.76807
gin,2000,92.61014
gin,2001,93.37417
gin,2002,93.82553
gin,2003,93.98216
gin,2004,93.89784
gin,2005,93.62777
gin,2006,93.35036
gin,2007,92.93321
gin,2008,92.3861
gin,2009,91.7154
gin,2010,90.92756
gin,2011,90.19307
gin,2012,89.33431
gin,2013,88.3856
gin,2014,87.41139
gin,2015,86.45952
gin,2016,85.09236
gin,2017,83.73267
gin,2018,82.38829
gin,2019,81.05116
gin,2020,79.72218
gmb,1960,76.69509
gmb,1961,76.84141
gmb,1962,76.43036
gmb,1963,75.69436
gmb,1964,74.91206
gmb,1965,74.25251
gmb,1966,74.7754
gmb,1967,75.17831
gmb,1968,75.51733
gmb,1969,75.72129
gmb,1970,75.75281
gmb,1971,76.72599
gmb,1972,77.27492
gmb,1973,77.58101
gmb,1974,77.82543
gmb,1975,78.08254
gmb,1976,78.90904
gmb,1977,79.59352
gmb,1978,80.13335
gmb,1979,80.41972
gmb,1980,80.41637
gmb,1981,81.33581
gmb,1982,81.67546
gmb,1983,81.7168
gmb,1984,81.8079
gmb,1985,82.13003
gmb,1986,82.08504
gmb,1987,82.03015
gmb,1988,82.01043
gmb,1989,81.86337
gmb,1990,81.49241
gmb,1991,83.57062
gmb,1992,85.23313
gmb,1993,86.59081
gmb,1994,87.77093
gmb,1995,88.80555
gmb,1996,90.39156
gmb,1997,91.62021
gmb,1998,92.54299
gmb,1999,93.16073
gmb,2000,93.4664
gmb,2001,93.32303
gmb,2002,92.96455
gmb,2003,92.4065
gmb,2004,91.64527
gmb,2005,90.69575
gmb,2006,90.12836
gmb,2007,89.33614
gmb,2008,88.39397
gmb,2009,87.41625
gmb,2010,86.49105
gmb,2011,86.14886
gmb,2012,85.72367
gmb,2013,85.25032
gmb,2014,84.74731
gmb,2015,84.21944
gmb,2016,84.0209
gmb,2017,83.71638
gmb,2018,83.30387
gmb,2019,82.77153
gmb,2020,82.12104
gnb,1960,71.13213
gnb,1961,71.55333
gnb,1962,72.21638
gnb,1963,72.88214
gnb,1964,73.15841
gnb,1965,72.91538
gnb,1966,73.2586
gnb,1967,73.00081
gnb,1968,72.39662
gnb,1969,71.80136
gnb,1970,71.3813
gnb,1971,71.79764
gnb,1972,72.23279
gnb,1973,72.68558
gnb,1974,73.09678
gnb,1975,73.4325
gnb,1976,75.24516
gnb,1977,76.9959
gnb,1978,78.76347
gnb,1979,80.66582
gnb,1980,82.78178
gnb,1981,84.4664
gnb,1982,86.17813
gnb,1983,87.80655
gnb,1984,89.15644
gnb,1985,90.11326
gnb,1986,91.58069
gnb,1987,92.35047
gnb,1988,92.61578
gnb,1989,92.64235
gnb,1990,92.55519
gnb,1991,92.67689
gnb,1992,92.67213
gnb,1993,92.45196
gnb,1994,91.86201
gnb,1995,90.87561
gnb,1996,90.88292
gnb,1997,90.41084
gnb,1998,89.63194
gnb,1999,88.76407
gnb,2000,87.90596
gnb,2001,86.99655
gnb,2002,86.02928
gnb,2003,85.01068
gnb,2004,83.94318
gnb,2005,82.86718
gnb,2006,82.25941
gnb,2007,81.59521
gnb,2008,80.92152
gnb,2009,80.27732
gnb,2010,79.68158
gnb,2011,79.47425
gnb,2012,79.17845
gnb,2013,78.83833
gnb,2014,78.47689
gnb,2015,78.09076
gnb,2016,77.8995
gnb,2017,77.61086
gnb,2018,77.20884
gnb,2019,76.66664
gnb,2020,75.97302
gnq,1960,66.14668
gnq,1961,67.01794
gnq,1962,68.03393
gnq,1963,69.00172
