geo,time,iq_spi_pil4
dnk,2019,73.86667
dom,2016,26.48333
dom,2017,25.80833
dom,2018,25.80833
dom,2019,34.14167
dza,2016,49.89167
dza,2017,51.89167
dza,2018,52.41667
dza,2019,48.25
ecu,2016,45.84167
ecu,2017,42.54167
ecu,2018,55.59167
ecu,2019,55.59167
egy,2016,62.34167
egy,2017,56.75
egy,2018,56.75
egy,2019,60.91667
esp,2016,75.19167
esp,2017,76.69167
esp,2018,77.86667
esp,2019,77.86667
est,2016,79.46667
est,2017,70.44167
est,2018,68.94167
est,2019,68.94167
eth,2016,38.40833
eth,2017,37.70833
eth,2018,31.61667
eth,2019,31.61667
fin,2016,74.41667
fin,2017,70.44167
fin,2018,72.21667
fin,2019,72.21667
fji,2016,51.84167
fji,2017,50.56667
fji,2018,46.4
fji,2019,50.56667
fra,2016,70.14167
fra,2017,67.86667
fra,2018,66.64167
fra,2019,66.64167
fsm,2016,20.35833
fsm,2017,15.28333
fsm,2018,16.78333
fsm,2019,16.78333
gab,2016,15.03333
gab,2017,13.83333
gab,2018,13.28333
gab,2019,14.98333
gbr,2016,65.51667
gbr,2017,64.39167
gbr,2018,64.94167
gbr,2019,64.94167
geo,2016,54.30833
geo,2017,50.23333
geo,2018,51.78333
geo,2019,60.11667
gha,2016,32.75
gha,2017,32.525
gha,2018,33.6
gha,2019,33.6
gin,2016,21.40833
gin,2017,19.25833
gin,2018,20.90833
gin,2019,20.90833
gmb,2016,29.96667
gmb,2017,27.74167
gmb,2018,31.64167
gmb,2019,31.64167
gnb,2016,16.20833
gnb,2017,13.33333
gnb,2018,17.75833
gnb,2019,17.75833
grc,2016,71.34167
grc,2017,69.66667
grc,2018,69.11667
grc,2019,70.76667
gtm,2016,60.825
gtm,2017,56.8
gtm,2018,58.3
gtm,2019,54.13333
guy,2016,16.73333
guy,2017,15.53333
guy,2018,18.88333
guy,2019,18.88333
hnd,2016,45.38333
hnd,2017,42.43333
hnd,2018,45.00833
hnd,2019,46.65833
hrv,2016,67.31667
hrv,2017,63.86667
hrv,2018,63.86667
hrv,2019,63.86667
hti,2016,19.2
hti,2017,20.85
hti,2018,20.85
hti,2019,16.68333
hun,2016,72.26667
hun,2017,68.26667
hun,2018,68.26667
hun,2019,68.26667
idn,2016,43.34167
idn,2017,47.09167
idn,2018,43.79167
idn,2019,43.79167
ind,2016,57.35
ind,2017,66.8
ind,2018,67.225
ind,2019,68.875
irl,2016,67.41667
irl,2017,66.49167
irl,2018,66.34167
irl,2019,66.34167
irn,2016,58.74167
irn,2017,55.91667
irn,2018,57.01667
irn,2019,57.01667
irq,2016,28.275
irq,2017,26.225
irq,2018,22.05833
irq,2019,22.05833
isl,2016,62.89167
isl,2017,62.21667
isl,2018,61.66667
isl,2019,61.66667
isr,2016,44.30833
isr,2017,46.48333
isr,2018,46.48333
isr,2019,46.48333
ita,2016,86.9
ita,2017,84.125
ita,2018,81.825
ita,2019,81.825
jam,2016,60.19167
jam,2017,59.14167
jam,2018,56.6
jam,2019,56.6
jor,2016,48.8
jor,2017,50.59167
jor,2018,47.925
jor,2019,47.925
jpn,2016,74.875
jpn,2017,75.125
jpn,2018,78.3
jpn,2019,80
kaz,2016,67.74167
kaz,2017,63.05
kaz,2018,62.35
kaz,2019,62.35
ken,2016,35.94167
ken,2017,36.49167
ken,2018,35.79167
ken,2019,35.79167
kgz,2016,51.48333
kgz,2017,49.48333
kgz,2018,53.05833
kgz,2019,53.05833
khm,2016,50.375
khm,2017,50.35
khm,2018,46.375
khm,2019,46.375
kir,2016,16.20833
kir,2017,13.88333
kir,2018,13.88333
kir,2019,15.53333
kor,2016,75.79167
kor,2017,74.06667
kor,2018,74.06667
kor,2019,82.4
kwt,2016,60.3
kwt,2017,63.125
kwt,2018,63.125
kwt,2019,63.125
lao,2016,42.10833
lao,2017,40.63333
lao,2018,40.53333
lao,2019,40.53333
lbn,2016,48.65833
lbn,2017,48.25833
lbn,2018,47.70833
lbn,2019,49.35833
lbr,2016,35.09167
lbr,2017,33.84167
lbr,2018,34.81667
lbr,2019,26.48333
lby,2016,22.44167
lby,2017,18.7
lby,2018,19.125
lby,2019,10.79167
lca,2016,55.99167
lca,2017,51.66667
lca,2018,47.5
lca,2019,47.5
lka,2016,67.8
lka,2017,65.9
lka,2018,66.425
lka,2019,66.425
lso,2016,36.49167
lso,2017,36.49167
lso,2018,39.66667
lso,2019,39.66667
ltu,2016,79.76667
ltu,2017,72.41667
ltu,2018,71.86667
ltu,2019,71.86667
lux,2016,60.51667
lux,2017,59.29167
lux,2018,59.29167
lux,2019,59.29167
lva,2016,73.94167
lva,2017,65.56667
lva,2018,68.04167
lva,2019,68.04167
mar,2016,32.575
mar,2017,27.275
mar,2018,28.525
mar,2019,28.525
mda,2016,56.71667
mda,2017,56.34167
mda,2018,58.81667
mda,2019,58.81667
mdg,2016,13.35
mdg,2017,11.7
mdg,2018,12.675
mdg,2019,21.00833
mdv,2016,51.33333
mdv,2017,47.63333
mdv,2018,49.13333
mdv,2019,49.13333
mex,2016,76.225
mex,2017,82.8
mex,2018,80.28333
mex,2019,80.28333
mhl,2016,11.55833
mhl,2017,11.48333
mhl,2018,11.48333
mhl,2019,11.48333
mkd,2016,59.25
mkd,2017,58.975
mkd,2018,55.98333
mkd,2019,55.98333
mli,2016,37.53333
mli,2017,35.28333
mli,2018,35.70833
mli,2019,35.70833
mlt,2016,70.81667
mlt,2017,68.46667
mlt,2018,68.59167
mlt,2019,68.59167
mmr,2016,36.61667
mmr,2017,40.21667
mmr,2018,42.94167
mmr,2019,42.94167
mne,2016,60.06667
mne,2017,56.46667
mne,2018,58.71667
mne,2019,58.71667
mng,2016,66.19167
mng,2017,65.04167
mng,2018,63.94167
mng,2019,63.94167
moz,2016,29.56667
moz,2017,35.1
moz,2018,32.00833
moz,2019,36.175
mrt,2016,21.88333
mrt,2017,24.00833
mrt,2018,25.08333
mrt,2019,25.08333
mus,2016,65.55
mus,2017,64.325
mus,2018,66.375
mus,2019,66.375
mwi,2016,40.34167
mwi,2017,34.675
mwi,2018,34.675
mwi,2019,34.675
mys,2016,58.46667
mys,2017,67.55
mys,2018,68.2
mys,2019,68.2
nam,2016,33.44167
nam,2017,32.69167
nam,2018,32.54167
nam,2019,32.54167
ner,2016,32.9
ner,2017,36.45
ner,2018,37.275
ner,2019,37.275
nga,2016,39.16667
nga,2017,33.3
nga,2018,34.8
nga,2019,30.63333
nic,2016,26.275
nic,2017,27.325
nic,2018,27.875
nic,2019,27.875
nld,2016,65.79167
nld,2017,64.69167
nld,2018,69.91667
nld,2019,69.91667
nor,2016,75.41667
nor,2017,76.11667
nor,2018,80.66667
nor,2019,80.66667
npl,2016,41.575
npl,2017,42.625
npl,2018,38.45833
npl,2019,38.45833
nzl,2016,65.84167
nzl,2017,63.71667
nzl,2018,63.16667
nzl,2019,63.16667
omn,2016,49.25
omn,2017,61.05
omn,2018,64.225
omn,2019,64.225
pak,2016,38.45
pak,2017,35.2
pak,2018,34.95
pak,2019,39.11667
pan,2016,62.44167
pan,2017,59.91667
pan,2018,59.91667
pan,2019,59.91667
per,2016,54.4
per,2017,53.1
per,2018,51.13333
per,2019,51.13333
phl,2016,82.95
phl,2017,80.175
phl,2018,80.175
phl,2019,80.175
png,2016,20.30833
png,2017,18.83333
png,2018,18.28333
png,2019,18.28333
pol,2016,81.74167
pol,2017,79.19167
pol,2018,79.71667
pol,2019,79.71667
prt,2016,63.91667
prt,2017,67.31667
prt,2018,65.79167
prt,2019,65.79167
pry,2016,45.1
pry,2017,44.4
pry,2018,44.95
pry,2019,40.78333
pse,2017,62.11667
pse,2018,65.73333
pse,2019,69.9
qat,2016,60.56667
qat,2017,59.69167
qat,2018,60.76667
qat,2019,60.76667
rou,2017,66.51667
rou,2018,73.64167
rou,2019,73.64167
rus,2016,63.89167
rus,2017,58.9
rus,2018,61.2
rus,2019,65.36667
rwa,2016,48.35
rwa,2017,45.76667
rwa,2018,45.24167
rwa,2019,49.40833
sau,2016,69.675
sau,2017,71.725
sau,2018,78.975
sau,2019,78.975
sdn,2016,33.19167
sdn,2017,27.36667
sdn,2018,31.31667
sdn,2019,18.81667
sen,2016,36.81667
sen,2017,40.46667
sen,2018,39.91667
sen,2019,39.91667
sgp,2016,50.03333
sgp,2017,53.33333
sgp,2018,53.33333
sgp,2019,53.33333
slb,2016,22.48333
slb,2017,19.88333
slb,2018,20.43333
slb,2019,20.43333
sle,2016,20.34167
sle,2017,22.10833
sle,2018,26.60833
sle,2019,26.60833
slv,2016,52.61667
slv,2017,51.09167
slv,2018,44.93333
slv,2019,44.93333
som,2017,0
som,2018,0
som,2019,0
srb,2016,60.19167
srb,2017,56.66667
srb,2018,61.51667
srb,2019,63.16667
ssd,2016,20.18333
ssd,2017,17.80833
ssd,2018,19.05833
ssd,2019,14.89167
stp,2016,48.31667
stp,2017,46.66667
stp,2018,48.36667
stp,2019,41.68333
sur,2016,48.31667
sur,2017,52.36667
sur,2018,54.11667
sur,2019,49.95
svk,2016,75.19167
svk,2017,74.51667
svk,2018,73.09167
svk,2019,73.09167
svn,2016,72.96667
svn,2017,70.64167
svn,2018,71.44167
svn,2019,71.44167
swe,2016,72.24167
swe,2017,72.51667
swe,2018,72.51667
swe,2019,72.51667
swz,2016,18.33333
swz,2017,16.68333
swz,2018,15.64167
swz,2019,19.80833
syc,2017,53.86667
syc,2018,53.86667
syc,2019,53.86667
syr,2017,16.76667
syr,2018,17.74167
syr,2019,17.74167
tcd,2016,20.90833
tcd,2017,13.88333
tcd,2018,15.58333
tcd,2019,17.23333
tgo,2016,30.39167
tgo,2017,31.59167
tgo,2018,41.025
tgo,2019,41.025
tha,2016,60.775
tha,2017,56.35
tha,2018,57.85
tha,2019,57.85
tjk,2016,42.44167
tjk,2017,41.41667
tjk,2018,41.94167
tjk,2019,41.94167
tkm,2016,17.10833
tkm,2017,12.23333
tkm,2018,11.68333
tkm,2019,13.33333
tls,2017,32.70833
tls,2018,32.70833
tls,2019,32.70833
tto,2016,44.98333
tto,2017,41.68333
tto,2018,42.75833
tto,2019,42.75833
tun,2016,51.98333
tun,2017,48.30833
tun,2018,49.80833
tun,2019,49.80833
tur,2016,65.44167
tur,2017,61.44167
tur,2018,61.44167
tur,2019,53.10833
tza,2016,45.96667
tza,2017,43.44167
tza,2018,39.275
tza,2019,39.275
uga,2016,44.925
uga,2017,42.2
uga,2018,38.03333
uga,2019,33.86667
ukr,2016,53.19167
ukr,2017,53.29167
ukr,2018,49.01667
ukr,2019,49.01667
ury,2016,68.5
ury,2017,67.325
ury,2018,68.4
ury,2019,64.23333
usa,2016,92.6
usa,2017,80.14167
usa,2018,87.5
usa,2019,87.5
uzb,2016,31.225
uzb,2017,30
uzb,2018,31.775
uzb,2019,33.425
vct,2016,41.78333
vct,2017,39.78333
vct,2018,38.55833
vct,2019,40.20833
ven,2016,43.96667
ven,2017,39.91667
ven,2018,39.91667
ven,2019,35.75
vnm,2016,74.7
vnm,2017,66.31667
vnm,2018,75.725
vnm,2019,75.725
vut,2016,30.09167
vut,2017,29.81667
vut,2018,23.6
vut,2019,23.6
wsm,2016,27.84167
wsm,2017,33.11667
wsm,2018,34.61667
wsm,2019,36.31667
yem,2016,23.71667
yem,2017,20.41667
yem,2018,20.41667
yem,2019,20.41667
zaf,2016,68.74167
zaf,2017,68.14167
zaf,2018,65.2
zaf,2019,65.2
zmb,2016,34.88333
zmb,2017,35.15833
zmb,2018,36.80833
zmb,2019,36.80833
zwe,2016,39.74167
zwe,2017,40.36667
zwe,2018,41.44167
zwe,2019,43.09167
