geo,time,sh_xpd_pvtd_pp_cd
aut,2003,825.65731
aut,2004,918.93
aut,2005,924.82673
aut,2006,974.96798
aut,2007,1022.66815
aut,2008,1054.99744
aut,2009,1138.12283
aut,2010,1187.84571
aut,2011,1219.61508
aut,2012,1288.65291
aut,2013,1376.36507
aut,2014,1396.829
aut,2015,1433.56047
aut,2016,1513.77155
aut,2017,1596.44666
aut,2018,1616.86686
aut,2019,1655.74055
aze,2000,69.01442
aze,2001,73.3294
aze,2002,82.57936
aze,2003,87.47614
aze,2004,90.40533
aze,2005,89.07982
aze,2006,107.55221
aze,2007,123.39404
aze,2008,137.71883
aze,2009,207.36483
aze,2010,215.7997
aze,2011,217.46832
aze,2012,287.80431
aze,2013,336.25968
aze,2014,387.51441
aze,2015,414.91947
aze,2016,410.8707
aze,2017,382.9496
aze,2018,378.68468
aze,2019,411.80836
bdi,2000,24.60177
bdi,2001,18.4629
bdi,2002,21.76787
bdi,2003,20.71401
bdi,2004,19.66059
bdi,2005,22.59156
bdi,2006,29.01094
bdi,2007,32.84313
bdi,2008,31.58236
bdi,2009,29.09312
bdi,2010,29.52705
bdi,2011,26.66537
bdi,2012,23.52224
bdi,2013,24.33957
bdi,2014,28.13007
bdi,2015,28.4547
bdi,2016,26.49971
bdi,2017,26.20855
bdi,2018,25.4926
bdi,2019,25.31656
bel,2000,566.97862
bel,2001,580.31315
bel,2002,663.37662
bel,2003,747.92225
bel,2004,761.52377
bel,2005,786.5312
bel,2006,831.54314
bel,2007,881.76761
bel,2008,897.78973
bel,2009,940.45155
bel,2010,983.03966
bel,2011,1020.17562
bel,2012,1044.62183
bel,2013,1103.78308
bel,2014,1129.70123
bel,2015,1164.8428
bel,2016,1194.21581
bel,2017,1236.16868
bel,2018,1317.09282
bel,2019,1357.82737
ben,2000,31.25627
ben,2001,32.50414
ben,2002,33.29364
ben,2003,34.21502
ben,2004,34.75153
ben,2005,34.02093
ben,2006,35.4238
ben,2007,35.56493
ben,2008,33.67257
ben,2009,34.27268
ben,2010,35.48364
ben,2011,36.23653
ben,2012,35.73925
ben,2013,36.49197
ben,2014,37.66843
ben,2015,38.29774
ben,2016,39.88354
ben,2017,39.41461
ben,2018,40.82539
ben,2019,43.46327
bfa,2000,12.54432
bfa,2001,13.18545
bfa,2002,12.60521
bfa,2003,12.49645
bfa,2004,15.55147
bfa,2005,16.16661
bfa,2006,19.18093
bfa,2007,20.73741
bfa,2008,22.1819
bfa,2009,26.3256
bfa,2010,26.47949
bfa,2011,28.33378
bfa,2012,28.81671
bfa,2013,38.86555
bfa,2014,37.1146
bfa,2015,41.28982
bfa,2016,41.12481
bfa,2017,47.91765
bfa,2018,45.51047
bfa,2019,51.88633
bgd,2000,17.90159
bgd,2001,19.85734
bgd,2002,21.57237
bgd,2003,22.96426
bgd,2004,24.98841
bgd,2005,29.08059
bgd,2006,32.43191
bgd,2007,36.43165
bgd,2008,38.5195
bgd,2009,41.43439
bgd,2010,45.63436
bgd,2011,50.83956
bgd,2012,56.65001
bgd,2013,59.19357
bgd,2014,64.75093
bgd,2015,69.76834
bgd,2016,72.10687
bgd,2017,77.43877
bgd,2018,87.27363
bgd,2019,92.78243
bgr,2000,151.07073
bgr,2001,206.13709
bgr,2002,223.30599
bgr,2003,236.88627
bgr,2004,256.08613
bgr,2005,285.56691
bgr,2006,328.36633
bgr,2007,347.55144
bgr,2008,400.74334
bgr,2009,431.10746
bgr,2010,473.64062
bgr,2011,511.5626
bgr,2012,603.86703
bgr,2013,515.10774
bgr,2014,563.53562
bgr,2015,597.51509
bgr,2016,669.14779
bgr,2017,724.54401
bgr,2018,732.63581
bgr,2019,734.17585
bhr,2000,510.31901
bhr,2001,525.24905
bhr,2002,537.93413
bhr,2003,642.21812
bhr,2004,537.55746
bhr,2005,466.85633
bhr,2006,439.43288
bhr,2007,541.43231
bhr,2008,533.387
bhr,2009,680.92781
bhr,2010,667.03163
bhr,2011,634.85508
bhr,2012,721.09905
bhr,2013,772.51755
bhr,2014,786.7608
bhr,2015,798.11921
bhr,2016,840.71319
bhr,2017,950.84274
bhr,2018,807.82976
bhr,2019,767.18869
bhs,2000,630.3295
bhs,2001,668.31741
bhs,2002,670.04427
bhs,2003,687.75916
bhs,2004,712.4733
bhs,2005,749.21292
bhs,2006,840.17506
bhs,2007,873.19968
bhs,2008,879.84212
bhs,2009,842.73791
bhs,2010,878.29723
bhs,2011,909.68956
bhs,2012,958.37284
bhs,2013,959.1846
bhs,2014,1006.55169
bhs,2015,961.93496
bhs,2016,975.15792
bhs,2017,1059.7813
bhs,2018,1113.63559
bhs,2019,1058.73719
bih,2000,138.6951
bih,2001,134.90562
bih,2002,132.73051
bih,2003,132.40623
bih,2004,230.03638
bih,2005,258.32852
bih,2006,295.96678
bih,2007,335.42727
bih,2008,376.10966
bih,2009,252.61972
bih,2010,256.50116
bih,2011,272.0081
bih,2012,287.76887
bih,2013,304.8859
bih,2014,315.9913
bih,2015,326.71572
bih,2016,349.5943
bih,2017,363.66265
bih,2018,406.4703
bih,2019,439.11903
blr,2000,68.22529
blr,2001,94.10031
blr,2002,107.92632
blr,2003,106.32964
blr,2004,118.29483
blr,2005,155.5388
blr,2006,181.41148
blr,2007,216.94592
blr,2008,260.52753
blr,2009,268.48959
blr,2010,275.56695
blr,2011,294.92834
blr,2012,322.02672
blr,2013,400.42539
blr,2014,380.63772
blr,2015,427.10127
blr,2016,301.81888
blr,2017,322.90633
blr,2018,313.55913
blr,2019,353.34666
blz,2000,101.79153
blz,2001,111.53987
blz,2002,116.0904
blz,2003,124.37016
blz,2004,126.3875
blz,2005,124.08051
blz,2006,120.06054
blz,2007,121.06965
blz,2008,122.26837
blz,2009,130.10018
blz,2010,131.54073
blz,2011,134.13071
blz,2012,125.27567
blz,2013,126.64486
blz,2014,123.34626
blz,2015,125.09715
blz,2016,130.24756
blz,2017,122.23796
blz,2018,123.37074
blz,2019,120.9766
bol,2000,58.04268
bol,2001,66.67205
bol,2002,69.93528
bol,2003,72.75477
bol,2004,72.6215
bol,2005,79.03444
bol,2006,77.25225
bol,2007,78.07486
bol,2008,79.43058
bol,2009,90.21155
bol,2010,101.18404
bol,2011,104.38222
bol,2012,119.92785
bol,2013,140.1488
bol,2014,144.41372
bol,2015,145.7337
bol,2016,163.68843
bol,2017,159.4681
bol,2018,150.61733
bol,2019,174.3185
bra,2000,438.35273
bra,2001,464.18715
bra,2002,476.78258
bra,2003,453.91752
bra,2004,482.03958
bra,2005,514.80226
bra,2006,547.13249
bra,2007,591.16462
bra,2008,599.4174
bra,2009,620.31392
bra,2010,621.83207
bra,2011,646.13659
bra,2012,657.83989
bra,2013,689.02827
bra,2014,736.57056
bra,2015,744.32898
bra,2016,743.28289
bra,2017,800.57206
bra,2018,846.32262
bra,2019,885.40822
brb,2000,326.14984
brb,2001,325.98923
brb,2002,335.4357
brb,2003,374.65114
brb,2004,399.87879
brb,2005,417.39342
brb,2006,447.31781
brb,2007,443.88298
brb,2008,462.93442
brb,2009,491.10594
brb,2010,483.48542
brb,2011,545.54043
brb,2012,527.49593
brb,2013,545.15967
brb,2014,539.58707
brb,2015,536.3889
brb,2016,544.91625
brb,2017,550.35474
brb,2018,569.40311
brb,2019,558.41693
brn,2000,296.9545
brn,2001,324.144
brn,2002,325.91823
brn,2003,357.77357
brn,2004,352.89906
brn,2005,304.08855
brn,2006,247.62681
brn,2007,222.81556
brn,2008,168.18354
brn,2009,197.22268
brn,2010,151.09445
brn,2011,132.55342
brn,2012,144.58916
brn,2013,149.62891
brn,2014,114.25897
brn,2015,74.2518
brn,2016,71.43963
brn,2017,74.93556
brn,2018,72.51635
brn,2019,79.57341
btn,2000,14.16678
btn,2001,14.40547
btn,2002,25.81271
btn,2003,26.42174
btn,2004,27.09633
btn,2005,26.9163
btn,2006,27.51348
btn,2007,28.94813
btn,2008,28.66087
btn,2009,34.1926
btn,2010,37.18636
btn,2011,38.09325
btn,2012,58.17838
btn,2013,61.09018
btn,2014,64.89108
btn,2015,70.3304
btn,2016,75.12327
btn,2017,50.88243
btn,2018,53.01934
btn,2019,84.12519
bwa,2000,146.63367
bwa,2001,157.38039
bwa,2002,169.16185
bwa,2003,175.00177
bwa,2004,176.00984
bwa,2005,169.94701
bwa,2006,179.96132
bwa,2007,193.02095
bwa,2008,198.06742
bwa,2009,331.92808
bwa,2010,308.83797
bwa,2011,277.87084
bwa,2012,257.79839
bwa,2013,249.31188
bwa,2014,220.73671
bwa,2015,224.45741
bwa,2016,266.93227
bwa,2017,155.89328
bwa,2018,163.74822
bwa,2019,171.99489
caf,2000,13.12647
caf,2001,14.70855
caf,2002,15.39581
caf,2003,16.51611
caf,2004,18.17417
caf,2005,18.70494
caf,2006,19.95333
caf,2007,20.96438
caf,2008,21.28734
caf,2009,22.27817
caf,2010,23.33162
caf,2011,24.27388
caf,2012,25.77465
caf,2013,17.64542
caf,2014,18.1151
caf,2015,19.62901
caf,2016,26.0223
caf,2017,35.05071
caf,2018,45.67557
caf,2019,48.08987
can,2000,659.59818
can,2001,711.99917
can,2002,760.24246
can,2003,786.45833
can,2004,831.46103
can,2005,887.24382
can,2006,1089.23322
can,2007,1134.70893
can,2008,1170.12034
can,2009,1238.71969
can,2010,1285.84597
can,2011,1283.26487
can,2012,1305.40314
can,2013,1341.57936
can,2014,1371.48248
can,2015,1395.58891
can,2016,1542.87142
can,2017,1573.18573
can,2018,1619.12359
can,2019,1646.94984
che,2000,2401.7487
che,2001,2515.28709
che,2002,2635.23995
che,2003,2699.8788
che,2004,2846.86299
che,2005,2888.44421
che,2006,3082.42868
che,2007,3337.05589
che,2008,3532.8862
che,2009,3667.69935
che,2010,3710.17307
che,2011,3916.97007
che,2012,4091.42269
che,2013,4402.92742
che,2014,4648.92661
che,2015,4982.09842
che,2016,5340.00503
che,2017,5468.42507
che,2018,5810.16396
che,2019,5792.75631
chl,2000,431.53027
chl,2001,453.8185
chl,2002,468.9376
chl,2003,490.9477
chl,2004,493.47434
chl,2005,509.42362
chl,2006,557.4514
chl,2007,604.08963
chl,2008,628.03704
chl,2009,618.89924
chl,2010,650.72315
chl,2011,727.90812
chl,2012,786.16952
chl,2013,874.50182
chl,2014,929.74706
chl,2015,979.64511
chl,2016,1005.21636
chl,2017,1100.70267
chl,2018,1114.31038
chl,2019,1189.84068
chn,2000,99.99652
chn,2001,102.29585
chn,2002,112.63102
chn,2003,121.5739
chn,2004,129.22916
chn,2005,138.84913
chn,2006,146.15472
chn,2007,149.20257
chn,2008,159.33765
chn,2009,178.01756
chn,2010,181.93195
chn,2011,200.21807
chn,2012,220.73888
chn,2013,236.51205
chn,2014,244.02875
chn,2015,249.86226
chn,2016,275.92411
chn,2017,306.0426
chn,2018,341.77443
chn,2019,387.46276
civ,2000,161.60337
civ,2001,161.04207
civ,2002,152.23635
civ,2003,139.20659
civ,2004,138.05118
civ,2005,131.72868
civ,2006,124.98426
civ,2007,118.92353
civ,2008,116.88902
civ,2009,115.5264
civ,2010,117.20371
civ,2011,110.272
civ,2012,108.47455
civ,2013,104.23498
civ,2014,105.94891
civ,2015,92.78848
civ,2016,94.08533
civ,2017,92.98853
civ,2018,94.32814
civ,2019,99.97975
cmr,2000,68.12885
cmr,2001,64.18193
cmr,2002,66.44536
cmr,2003,69.61123
cmr,2004,71.82385
cmr,2005,75.22595
cmr,2006,76.80629
cmr,2007,80.63094
cmr,2008,79.25643
cmr,2009,80.26254
cmr,2010,81.28269
cmr,2011,81.30383
cmr,2012,88.22694
cmr,2013,90.30714
cmr,2014,93.018
cmr,2015,97.77726
cmr,2016,101.62683
cmr,2017,107.14236
cmr,2018,109.00799
cmr,2019,112.31377
cod,2000,4.87474
cod,2001,9.55849
cod,2002,9.41312
cod,2003,13.07796
cod,2004,16.76256
cod,2005,16.66512
cod,2006,17.88179
cod,2007,17.58668
cod,2008,16.78845
cod,2009,14.31577
cod,2010,10.99338
cod,2011,9.6252
cod,2012,10.2176
cod,2013,12.32963
cod,2014,15.53926
cod,2015,15.83147
cod,2016,18.57416
cod,2017,20.9584
cod,2018,18.38181
cod,2019,18.42052
cog,2000,31.14597
cog,2001,39.07107
cog,2002,42.6209
cog,2003,47.76132
cog,2004,44.6273
cog,2005,40.11842
cog,2006,40.31778
cog,2007,42.01301
cog,2008,40.21228
cog,2009,55.24342
cog,2010,43.12188
cog,2011,39.826
cog,2012,37.21509
cog,2013,37.69802
cog,2014,39.59546
cog,2015,40.51363
cog,2016,55.12188
cog,2017,58.09133
cog,2018,45.46393
cog,2019,44.1599
col,2000,95.10381
col,2001,100.37955
col,2002,91.40272
col,2003,86.98582
col,2004,113.16839
col,2005,136.16014
col,2006,154.17362
col,2007,181.54882
col,2008,210.84461
col,2009,207.1798
col,2010,208.20316
col,2011,205.24776
col,2012,237.69567
col,2013,266.53267
col,2014,280.17723
col,2015,288.21685
col,2016,308.63631
col,2017,315.1222
col,2018,321.77457
col,2019,338.5947
com,2000,107.58505
com,2001,101.22789
com,2002,98.69566
com,2003,95.65893
com,2004,94.96072
com,2005,97.60698
com,2006,97.43659
com,2007,96.59586
com,2008,95.56418
com,2009,95.22373
com,2010,94.74523
com,2011,83.83357
com,2012,91.11648
com,2013,94.8477
com,2014,97.13711
com,2015,98.58828
com,2016,99.93143
com,2017,107.61269
com,2018,109.72539
com,2019,111.91365
cpv,2000,35.7856
cpv,2001,36.41186
cpv,2002,38.65533
cpv,2003,39.31511
cpv,2004,42.5399
cpv,2005,47.20863
cpv,2006,52.40293
cpv,2007,52.86341
cpv,2008,51.95249
cpv,2009,55.12838
cpv,2010,78.2208
cpv,2011,73.81732
cpv,2012,80.96549
cpv,2013,82.60966
cpv,2014,85.14762
cpv,2015,86.79935
cpv,2016,96.01112
cpv,2017,104.68018
cpv,2018,109.85523
cpv,2019,101.26734
cri,2000,175.49841
cri,2001,175.58548
cri,2002,189.88558
cri,2003,204.77755
cri,2004,208.56794
cri,2005,235.30536
cri,2006,251.54386
cri,2007,277.26501
cri,2008,296.59186
cri,2009,276.10258
cri,2010,283.65673
cri,2011,326.51265
cri,2012,326.24473
cri,2013,333.8579
cri,2014,356.53294
cri,2015,354.06196
cri,2016,373.56723
cri,2017,380.63496
cri,2018,422.33791
cri,2019,449.34598
cub,2000,88.92286
cub,2001,119.5592
cub,2002,137.83168
cub,2003,153.85506
cub,2004,146.66191
cub,2005,158.74696
cub,2006,184.20102
cub,2007,180.2831
cub,2008,174.53906
cub,2009,177.57193
cub,2010,187.45455
cub,2011,234.77817
cub,2012,247.93424
cub,2013,273.50999
cub,2014,260.8749
cub,2015,306.00891
cub,2016,256.48048
cub,2017,263.92009
cub,2018,277.32431
cub,2019,275.17465
cyp,2000,663.47759
cyp,2001,708.39131
cyp,2002,732.05392
cyp,2003,763.05882
cyp,2004,820.80734
cyp,2005,881.7691
cyp,2006,935.18409
cyp,2007,1001.18024
cyp,2008,1229.48705
cyp,2009,1265.19493
cyp,2010,1177.71529
cyp,2011,1124.18649
cyp,2012,1111.32832
cyp,2013,1119.68287
cyp,2014,1171.63011
cyp,2015,1216.62282
cyp,2016,1367.65459
cyp,2017,1463.14207
cyp,2018,1620.77132
cyp,2019,1306.29556
cze,2000,104.36513
cze,2001,129.53588
cze,2002,134.41091
cze,2003,159.42639
cze,2004,164.69626
cze,2005,207.2368
cze,2006,213.80904
cze,2007,255.77666
cze,2008,337.89101
cze,2009,345.30478
cze,2010,324.06387
cze,2011,327.89961
cze,2012,336.12295
cze,2013,394.85537
cze,2014,430.89682
cze,2015,433.75294
cze,2016,465.4259
cze,2017,507.91724
cze,2018,553.29216
cze,2019,643.30479
deu,2000,586.77726
deu,2001,615.12636
deu,2002,659.33769
deu,2003,701.97569
deu,2004,765.51948
deu,2005,797.10862
deu,2006,859.11789
deu,2007,903.94732
deu,2008,956.40435
deu,2009,1006.59415
deu,2010,1050.88055
deu,2011,1128.15202
deu,2012,1156.99756
deu,2013,1168.13171
deu,2014,1193.52536
deu,2015,1233.84041
deu,2016,1294.14837
deu,2017,1343.01666
deu,2018,1458.1154
deu,2019,1500.96947
dji,2000,36.82496
dji,2001,38.1693
dji,2002,39.26786
dji,2003,38.84438
dji,2004,37.73539
dji,2005,38.70878
dji,2006,40.21924
dji,2007,39.87955
dji,2008,35.08388
dji,2009,34.0552
dji,2010,32.45243
dji,2011,32.95005
dji,2012,31.65352
dji,2013,29.98026
dji,2014,30.46266
dji,2015,30.80703
dji,2016,31.60616
dji,2017,33.55087
dji,2018,37.47134
dji,2019,26.63676
dma,2000,117.76707
dma,2001,130.83908
dma,2002,130.79487
dma,2003,141.23829
dma,2004,147.84009
dma,2005,157.93085
dma,2006,162.99845
dma,2007,191.71652
dma,2008,227.62154
dma,2009,213.08017
dma,2010,206.08787
dma,2011,205.83228
dma,2012,210.20173
dma,2013,197.2485
dma,2014,211.07414
dma,2015,201.28462
dma,2016,202.89876
dma,2017,181.91851
dma,2018,233.94722
dma,2019,235.16548
dnk,2000,393.21961
dnk,2001,413.6112
dnk,2002,432.42496
dnk,2003,441.65903
dnk,2004,488.30479
dnk,2005,505.40512
dnk,2006,552.39794
dnk,2007,593.43304
dnk,2008,629.44271
dnk,2009,670.97366
dnk,2010,718.53984
dnk,2011,740.05789
dnk,2012,736.54872
dnk,2013,749.53962
dnk,2014,772.58686
dnk,2015,796.69436
dnk,2016,840.22846
dnk,2017,890.38607
dnk,2018,934.82596
dnk,2019,1005.20482
dom,2000,204.72504
dom,2001,207.96672
dom,2002,217.93322
dom,2003,219.16458
dom,2004,224.58244
dom,2005,236.88902
dom,2006,232.0052
dom,2007,247.58399
dom,2008,264.71925
dom,2009,285.87632
dom,2010,345.722
dom,2011,345.80899
dom,2012,362.82826
dom,2013,368.99426
dom,2014,394.01876
dom,2015,440.41585
dom,2016,503.74714
dom,2017,519.67945
dom,2018,569.42208
dom,2019,618.65135
dza,2000,82.47089
dza,2001,79.90609
dza,2002,85.54623
dza,2003,83.90603
dza,2004,107.3498
dza,2005,113.0212
dza,2006,124.39667
dza,2007,141.82427
dza,2008,148.5797
dza,2009,198.17376
dza,2010,204.31614
dza,2011,208.80964
dza,2012,215.83995
dza,2013,228.00577
dza,2014,238.00512
dza,2015,247.47621
dza,2016,248.0302
dza,2017,250.72992
dza,2018,250.82006
dza,2019,262.32367
ecu,2000,132.97063
ecu,2001,147.76719
ecu,2002,190.80657
ecu,2003,243.71439
ecu,2004,268.20486
ecu,2005,294.66597
ecu,2006,307.97748
ecu,2007,271.09501
ecu,2008,287.8701
ecu,2009,290.29548
ecu,2010,288.98468
ecu,2011,334.97741
ecu,2012,341.43346
ecu,2013,330.74854
ecu,2014,304.08378
ecu,2015,349.69166
ecu,2016,314.43756
ecu,2017,333.88551
ecu,2018,346.5951
ecu,2019,356.28725
egy,2000,194.36982
egy,2001,224.67314
egy,2002,233.15872
egy,2003,233.90121
egy,2004,225.55067
egy,2005,242.03997
egy,2006,241.68722
egy,2007,240.5589
egy,2008,266.14825
egy,2009,266.31347
egy,2010,276.23646
egy,2011,291.01938
egy,2012,370.52237
egy,2013,389.41051
egy,2014,378.29656
egy,2015,421.17605
egy,2016,408.98152
egy,2017,426.33061
egy,2018,406.72205
egy,2019,414.29338
eri,2000,46.45502
eri,2001,44.86814
eri,2002,41.78733
eri,2003,36.6752
eri,2004,31.50408
eri,2005,31.49092
eri,2006,30.62893
eri,2007,30.36832
eri,2008,22.47924
eri,2009,28.91418
eri,2010,31.2748
eri,2011,31.44865
eri,2012,33.42288
eri,2013,37.04965
eri,2014,42.53344
eri,2015,29.82221
eri,2016,33.79626
eri,2017,23.46312
eri,2018,35.50729
eri,2019,35.35416
esp,2000,421.53806
esp,2001,452.27788
esp,2002,484.61015
esp,2003,551.52044
esp,2004,578.20446
esp,2005,612.16641
esp,2006,676.03116
esp,2007,718.28824
esp,2008,749.54909
esp,2009,731.08951
esp,2010,740.31604
esp,2011,775.95894
esp,2012,809.29582
esp,2013,850.66224
esp,2014,905.54353
esp,2015,913.61061
esp,2016,950.4167
esp,2017,1048.14109
esp,2018,1125.92772
esp,2019,1170.49766
est,2000,117.38942
est,2001,108.16466
est,2002,130.57345
est,2003,150.88547
est,2004,188.59033
est,2005,214.05158
est,2006,225.87393
est,2007,269.19696
est,2008,304.30828
est,2009,301.2044
est,2010,327.88448
est,2011,336.49192
est,2012,355.38353
est,2013,404.09427
est,2014,431.997
est,2015,456.67538
est,2016,495.66687
est,2017,593.32112
est,2018,641.72378
est,2019,668.92931
eth,2000,8.95749
eth,2001,9.87444
eth,2002,10.57807
eth,2003,9.71524
eth,2004,9.77554
eth,2005,9.36347
eth,2006,13.48738
eth,2007,15.84897
eth,2008,15.36109
eth,2009,20.23114
eth,2010,27.14893
eth,2011,27.35638
eth,2012,26.75258
eth,2013,26.01879
eth,2014,35.92924
eth,2015,35.79213
eth,2016,37.04655
eth,2017,27.71723
eth,2018,28.94027
eth,2019,32.44321
fin,2000,460.12369
fin,2001,478.19576
fin,2002,504.30489
fin,2003,521.11982
fin,2004,555.28429
fin,2005,588.04191
fin,2006,604.57014
fin,2007,651.95959
fin,2008,707.24862
fin,2009,729.53983
fin,2010,764.14897
fin,2011,785.73507
fin,2012,791.03927
fin,2013,835.56631
fin,2014,834.93441
fin,2015,878.38246
fin,2016,933.6175
fin,2017,953.93768
fin,2018,962.65718
fin,2019,933.87283
fji,2000,33.137
fji,2001,35.51133
fji,2002,35.67417
fji,2003,38.12477
fji,2004,45.42669
fji,2005,43.80021
fji,2006,58.74493
fji,2007,68.34737
fji,2008,64.78523
fji,2009,91.36823
fji,2010,87.26665
fji,2011,98.42202
fji,2012,108.36881
fji,2013,120.77709
fji,2014,132.23318
fji,2015,141.68415
fji,2016,136.75577
fji,2017,134.57289
fji,2018,145.46677
fji,2019,149.41595
fra,2000,686.38764
fra,2001,731.65208
fra,2002,776.58661
fra,2003,781.29796
fra,2004,812.67123
fra,2005,860.77456
fra,2006,973.38311
fra,2007,1022.0435
fra,2008,1088.72579
fra,2009,1154.91008
fra,2010,1198.93487
fra,2011,1254.71274
fra,2012,1272.05983
fra,2013,1342.05268
fra,2014,1370.28051
fra,2015,1293.94313
fra,2016,1226.16265
fra,2017,1221.7264
fra,2018,1256.40969
fra,2019,1356.01125
fsm,2000,9.02397
fsm,2001,10.20408
fsm,2002,10.88572
fsm,2003,12.29823
fsm,2004,13.64015
fsm,2005,15.53554
fsm,2006,15.35391
fsm,2007,14.86477
fsm,2008,14.38149
fsm,2009,14.15757
fsm,2010,13.27227
fsm,2011,13.06305
fsm,2012,11.64086
fsm,2013,10.56298
fsm,2014,8.96548
fsm,2015,9.45893
fsm,2016,9.54591
fsm,2017,9.95357
fsm,2018,10.22348
fsm,2019,10.42215
gab,2000,246.53684
gab,2001,260.83829
gab,2002,290.09141
gab,2003,290.14504
gab,2004,274.71711
gab,2005,257.00171
gab,2006,262.1869
gab,2007,279.81303
gab,2008,243.01962
gab,2009,319.97778
gab,2010,129.6885
gab,2011,147.67759
gab,2012,142.26706
gab,2013,152.25416
gab,2014,152.29854
gab,2015,157.30379
gab,2016,153.68763
gab,2017,150.67253
gab,2018,166.62946
gab,2019,169.0755
gbr,2000,443.27024
gbr,2001,494.06803
gbr,2002,520.07816
gbr,2003,526.9977
gbr,2004,532.23579
gbr,2005,516.51879
gbr,2006,537.13561
gbr,2007,614.00634
gbr,2008,616.73049
gbr,2009,599.62603
gbr,2010,642.66575
gbr,2011,664.96813
gbr,2012,715.00936
gbr,2013,803.25051
gbr,2014,823.9885
gbr,2015,845.53303
gbr,2016,861.8517
gbr,2017,917.86327
gbr,2018,995.21495
gbr,2019,1043.78248
geo,2000,174.77763
geo,2001,179.63441
geo,2002,213.1729
geo,2003,255.72334
geo,2004,282.92679
geo,2005,321.59305
geo,2006,335.34221
geo,2007,379.04428
