geo,time,sh_hiv_incd_tl
hti,2016,7000
hti,2017,6400
hti,2018,5700
hti,2019,5700
hti,2020,5000
idn,1990,100
idn,1991,200
idn,1992,500
idn,1993,650
idn,1994,1100
idn,1995,1900
idn,1996,3200
idn,1997,4700
idn,1998,6600
idn,1999,8700
idn,2000,13000
idn,2001,21000
idn,2002,35000
idn,2003,40000
idn,2004,41000
idn,2005,45000
idn,2006,48000
idn,2007,49000
idn,2008,48000
idn,2009,48000
idn,2010,48000
idn,2011,48000
idn,2012,46000
idn,2013,44000
idn,2014,41000
idn,2015,38000
idn,2016,35000
idn,2017,33000
idn,2018,32000
idn,2019,29000
idn,2020,28000
irl,1990,200
irl,1991,200
irl,1992,200
irl,1993,200
irl,1994,200
irl,1995,200
irl,1996,200
irl,1997,200
irl,1998,200
irl,1999,200
irl,2000,200
irl,2001,200
irl,2002,500
irl,2003,500
irl,2004,500
irl,2005,500
irl,2006,500
irl,2007,500
irl,2008,500
irl,2009,500
irl,2010,500
irl,2011,500
irl,2012,500
irl,2013,500
irl,2014,500
irl,2015,500
irl,2016,500
irl,2017,500
irl,2018,500
irl,2019,500
irl,2020,500
irn,1990,200
irn,1991,500
irn,1992,500
irn,1993,500
irn,1994,580
irn,1995,990
irn,1996,1500
irn,1997,2000
irn,1998,2700
irn,1999,3600
irn,2000,4900
irn,2001,6500
irn,2002,8400
irn,2003,9900
irn,2004,11000
irn,2005,11000
irn,2006,10000
irn,2007,8800
irn,2008,7300
irn,2009,5900
irn,2010,4900
irn,2011,4100
irn,2012,3500
irn,2013,3200
irn,2014,2900
irn,2015,2700
irn,2016,2600
irn,2017,2400
irn,2018,2400
irn,2019,2400
irn,2020,2400
isl,1990,100
isl,1991,100
isl,1992,100
isl,1993,100
isl,1994,100
isl,1995,100
isl,1996,100
isl,1997,100
isl,1998,100
isl,1999,100
isl,2000,100
isl,2001,100
isl,2002,100
isl,2003,100
isl,2004,100
isl,2005,100
isl,2006,100
isl,2007,100
isl,2008,100
isl,2009,100
isl,2010,100
isl,2011,100
isl,2012,100
isl,2013,100
isl,2014,100
isl,2015,100
isl,2016,100
isl,2017,100
isl,2018,100
isl,2019,100
isl,2020,100
ita,1990,5100
ita,1991,5000
ita,1992,5100
ita,1993,5100
ita,1994,5200
ita,1995,5300
ita,1996,5300
ita,1997,5300
ita,1998,5200
ita,1999,5100
ita,2000,5000
ita,2001,5000
ita,2002,5000
ita,2003,5000
ita,2004,5000
ita,2005,5000
ita,2006,5000
ita,2007,5000
ita,2008,4900
ita,2009,4800
ita,2010,4800
ita,2011,4600
ita,2012,4500
ita,2013,4400
ita,2014,4200
ita,2015,4100
ita,2016,4000
ita,2017,3800
ita,2018,3300
ita,2019,2800
ita,2020,2500
jam,1990,2300
jam,1991,2400
jam,1992,2500
jam,1993,2700
jam,1994,2700
jam,1995,2700
jam,1996,2600
jam,1997,2600
jam,1998,2600
jam,1999,2600
jam,2000,2600
jam,2001,2600
jam,2002,2700
jam,2003,2500
jam,2004,2200
jam,2005,2100
jam,2006,1900
jam,2007,2000
jam,2008,1900
jam,2009,2000
jam,2010,1900
jam,2011,1900
jam,2012,1900
jam,2013,1800
jam,2014,1800
jam,2015,1800
jam,2016,1700
jam,2017,1700
jam,2018,1700
jam,2019,1600
jam,2020,1500
jor,1990,100
jor,1991,100
jor,1992,100
jor,1993,100
jor,1994,100
jor,1995,100
jor,1996,100
jor,1997,100
jor,1998,100
jor,1999,100
jor,2000,100
jor,2001,100
jor,2002,100
jor,2003,100
jor,2004,100
jor,2005,100
jor,2006,100
jor,2007,100
jor,2008,100
jor,2009,100
jor,2010,100
jor,2011,100
jor,2012,100
jor,2013,100
jor,2014,100
jor,2015,100
jor,2016,100
jor,2017,100
jor,2018,100
jor,2019,100
jor,2020,100
jpn,1990,500
jpn,1991,540
jpn,1992,700
jpn,1993,860
jpn,1994,1000
jpn,1995,1100
jpn,1996,1300
jpn,1997,1300
jpn,1998,1400
jpn,1999,1400
jpn,2000,1400
jpn,2001,1400
jpn,2002,1400
jpn,2003,1400
jpn,2004,1300
jpn,2005,1300
jpn,2006,1300
jpn,2007,1300
jpn,2008,1300
jpn,2009,1300
jpn,2010,1300
jpn,2011,1300
jpn,2012,1300
jpn,2013,1200
jpn,2014,1200
jpn,2015,1200
jpn,2016,1000
jpn,2017,840
jpn,2018,770
jpn,2019,710
jpn,2020,600
kaz,1990,100
kaz,1991,200
kaz,1992,200
kaz,1993,500
kaz,1994,500
kaz,1995,500
kaz,1996,530
kaz,1997,670
kaz,1998,820
kaz,1999,920
kaz,2000,1000
kaz,2001,1100
kaz,2002,1100
kaz,2003,1200
kaz,2004,1300
kaz,2005,1300
kaz,2006,1500
kaz,2007,1600
kaz,2008,1800
kaz,2009,2000
kaz,2010,2100
kaz,2011,1700
kaz,2012,1600
kaz,2013,1800
kaz,2014,2100
kaz,2015,2400
kaz,2016,2800
kaz,2017,3100
kaz,2018,2900
kaz,2019,3300
kaz,2020,3700
ken,1990,170000
ken,1991,210000
ken,1992,230000
ken,1993,230000
ken,1994,220000
ken,1995,200000
ken,1996,180000
ken,1997,160000
ken,1998,140000
ken,1999,130000
ken,2000,120000
ken,2001,110000
ken,2002,110000
ken,2003,100000
ken,2004,98000
ken,2005,94000
ken,2006,90000
ken,2007,85000
ken,2008,77000
ken,2009,75000
ken,2010,71000
ken,2011,63000
ken,2012,61000
ken,2013,59000
ken,2014,54000
ken,2015,48000
ken,2016,43000
ken,2017,40000
ken,2018,35000
ken,2019,35000
ken,2020,33000
kgz,1990,100
kgz,1991,100
kgz,1992,100
kgz,1993,100
kgz,1994,100
kgz,1995,100
kgz,1996,100
kgz,1997,100
kgz,1998,100
kgz,1999,100
kgz,2000,100
kgz,2001,500
kgz,2002,200
kgz,2003,200
kgz,2004,500
kgz,2005,500
kgz,2006,530
kgz,2007,610
kgz,2008,670
kgz,2009,660
kgz,2010,640
kgz,2011,690
kgz,2012,740
kgz,2013,660
kgz,2014,670
kgz,2015,680
kgz,2016,690
kgz,2017,700
kgz,2018,690
kgz,2019,700
kgz,2020,710
khm,1990,500
khm,1991,760
khm,1992,2300
khm,1993,5300
khm,1994,9200
khm,1995,13000
khm,1996,14000
khm,1997,14000
khm,1998,13000
khm,1999,11000
khm,2000,8700
khm,2001,6600
khm,2002,5800
khm,2003,5200
khm,2004,4700
khm,2005,4200
khm,2006,3600
khm,2007,3100
khm,2008,2700
khm,2009,2300
khm,2010,2100
khm,2011,1800
khm,2012,1700
khm,2013,1600
khm,2014,1400
khm,2015,1400
khm,2016,1300
khm,2017,1200
khm,2018,1200
khm,2019,1200
khm,2020,1100
lao,1990,100
lao,1991,100
lao,1992,100
lao,1993,100
lao,1994,100
lao,1995,200
lao,1996,200
lao,1997,500
lao,1998,500
lao,1999,510
lao,2000,540
lao,2001,720
lao,2002,790
lao,2003,840
lao,2004,820
lao,2005,880
lao,2006,900
lao,2007,980
lao,2008,1000
lao,2009,1000
lao,2010,1000
lao,2011,1000
lao,2012,1000
lao,2013,1000
lao,2014,1000
lao,2015,990
lao,2016,970
lao,2017,960
lao,2018,940
lao,2019,920
lao,2020,890
lbn,1990,100
lbn,1991,100
lbn,1992,100
lbn,1993,100
lbn,1994,100
lbn,1995,100
lbn,1996,100
lbn,1997,100
lbn,1998,100
lbn,1999,100
lbn,2000,100
lbn,2001,100
lbn,2002,100
lbn,2003,100
lbn,2004,100
lbn,2005,100
lbn,2006,200
lbn,2007,200
lbn,2008,200
lbn,2009,200
lbn,2010,200
lbn,2011,200
lbn,2012,200
lbn,2013,200
lbn,2014,200
lbn,2015,200
lbn,2016,200
lbn,2017,200
lbn,2018,200
lbn,2019,200
lbn,2020,200
lbr,1990,5000
lbr,1991,5800
lbr,1992,4800
lbr,1993,4500
lbr,1994,4200
lbr,1995,4000
lbr,1996,3800
lbr,1997,3700
lbr,1998,4300
lbr,1999,4200
lbr,2000,4200
lbr,2001,4000
lbr,2002,3600
lbr,2003,3300
lbr,2004,3200
lbr,2005,3000
lbr,2006,3000
lbr,2007,2900
lbr,2008,2700
lbr,2009,2700
lbr,2010,2500
lbr,2011,2300
lbr,2012,2200
lbr,2013,2200
lbr,2014,2100
lbr,2015,1900
lbr,2016,1800
lbr,2017,1700
lbr,2018,1500
lbr,2019,1400
lbr,2020,1400
lby,1990,100
lby,1991,100
lby,1992,100
lby,1993,100
lby,1994,100
lby,1995,100
lby,1996,100
lby,1997,200
lby,1998,200
lby,1999,500
lby,2000,500
lby,2001,500
lby,2002,500
lby,2003,510
lby,2004,590
lby,2005,660
lby,2006,690
lby,2007,660
lby,2008,570
lby,2009,500
lby,2010,500
lby,2011,500
lby,2012,500
lby,2013,500
lby,2014,500
lby,2015,500
lby,2016,500
lby,2017,500
lby,2018,500
lby,2019,500
lby,2020,500
lka,1990,100
lka,1991,100
lka,1992,100
lka,1993,100
lka,1994,200
lka,1995,200
lka,1996,500
lka,1997,500
lka,1998,500
lka,1999,500
lka,2000,500
lka,2001,500
lka,2002,500
lka,2003,500
lka,2004,500
lka,2005,500
lka,2006,500
lka,2007,500
lka,2008,500
lka,2009,500
lka,2010,500
lka,2011,500
lka,2012,500
lka,2013,500
lka,2014,500
lka,2015,500
lka,2016,500
lka,2017,200
lka,2018,200
lka,2019,200
lka,2020,200
lso,1990,6400
lso,1991,10000
lso,1992,16000
lso,1993,22000
lso,1994,29000
lso,1995,33000
lso,1996,34000
lso,1997,33000
lso,1998,31000
lso,1999,29000
lso,2000,27000
lso,2001,25000
lso,2002,24000
lso,2003,24000
lso,2004,24000
lso,2005,24000
lso,2006,23000
lso,2007,22000
lso,2008,21000
lso,2009,20000
lso,2010,19000
lso,2011,17000
lso,2012,17000
lso,2013,16000
lso,2014,15000
lso,2015,14000
lso,2016,12000
lso,2017,11000
lso,2018,9100
lso,2019,8600
lso,2020,7700
mar,1990,660
mar,1991,760
mar,1992,860
mar,1993,980
mar,1994,1000
mar,1995,1100
mar,1996,1200
mar,1997,1200
mar,1998,1300
mar,1999,1400
mar,2000,1500
mar,2001,1600
mar,2002,1600
mar,2003,1700
mar,2004,1600
mar,2005,1700
mar,2006,1700
mar,2007,1700
mar,2008,1600
mar,2009,1600
mar,2010,1500
mar,2011,1500
mar,2012,1400
mar,2013,1300
mar,2014,1200
mar,2015,1100
mar,2016,1000
mar,2017,950
mar,2018,880
mar,2019,780
mar,2020,720
mda,1990,100
mda,1991,100
mda,1992,100
mda,1993,200
mda,1994,200
mda,1995,500
mda,1996,830
mda,1997,1300
mda,1998,1700
mda,1999,1700
mda,2000,1600
mda,2001,1400
mda,2002,1300
mda,2003,1300
mda,2004,1400
mda,2005,1500
mda,2006,1500
mda,2007,1600
mda,2008,1600
mda,2009,1500
mda,2010,1400
mda,2011,1400
mda,2012,1300
mda,2013,1200
mda,2014,1100
mda,2015,1000
mda,2016,940
mda,2017,880
mda,2018,820
mda,2019,770
mda,2020,740
mdg,1990,100
mdg,1991,100
mdg,1992,100
mdg,1993,100
mdg,1994,100
mdg,1995,100
mdg,1996,200
mdg,1997,500
mdg,1998,500
mdg,1999,500
mdg,2000,500
mdg,2001,540
mdg,2002,640
mdg,2003,770
mdg,2004,910
mdg,2005,1100
mdg,2006,1200
mdg,2007,1500
mdg,2008,1700
mdg,2009,2000
mdg,2010,2300
mdg,2011,2600
mdg,2012,3000
mdg,2013,3500
mdg,2014,3900
mdg,2015,4400
mdg,2016,4700
mdg,2017,5100
mdg,2018,4900
mdg,2019,5800
mdg,2020,6000
mex,1990,9500
mex,1991,10000
mex,1992,11000
mex,1993,12000
mex,1994,13000
mex,1995,14000
mex,1996,15000
mex,1997,15000
mex,1998,16000
mex,1999,16000
mex,2000,16000
mex,2001,16000
mex,2002,16000
mex,2003,16000
mex,2004,16000
mex,2005,15000
mex,2006,15000
mex,2007,15000
mex,2008,15000
mex,2009,15000
mex,2010,16000
mex,2011,17000
mex,2012,18000
mex,2013,20000
mex,2014,19000
mex,2015,19000
mex,2016,19000
mex,2017,19000
mex,2018,20000
mex,2019,20000
mex,2020,20000
mli,1990,13000
mli,1991,15000
mli,1992,16000
mli,1993,16000
mli,1994,16000
mli,1995,15000
mli,1996,15000
mli,1997,14000
mli,1998,13000
mli,1999,12000
mli,2000,12000
mli,2001,11000
mli,2002,11000
mli,2003,10000
mli,2004,9900
mli,2005,9700
mli,2006,9200
mli,2007,9000
mli,2008,9100
mli,2009,8300
mli,2010,7700
mli,2011,7100
mli,2012,6700
mli,2013,7000
mli,2014,6700
mli,2015,6400
mli,2016,6200
mli,2017,5900
mli,2018,5600
mli,2019,5400
mli,2020,5100
mne,1990,100
mne,1991,100
mne,1992,100
mne,1993,100
mne,1994,100
mne,1995,100
mne,1996,100
mne,1997,100
mne,1998,100
mne,1999,100
mne,2000,100
mne,2001,100
mne,2002,100
mne,2003,100
mne,2004,100
mne,2005,100
mne,2006,100
mne,2007,100
mne,2008,100
mne,2009,100
mne,2010,100
mne,2011,100
mne,2012,100
mne,2013,100
mne,2014,100
mne,2015,100
mne,2016,100
mne,2017,100
mne,2018,100
mne,2019,100
mne,2020,100
mng,1990,100
mng,1991,100
mng,1992,100
mng,1993,100
mng,1994,100
mng,1995,100
mng,1996,100
mng,1997,100
mng,1998,100
mng,1999,100
mng,2000,100
mng,2001,100
mng,2002,100
mng,2003,100
mng,2004,100
mng,2005,100
mng,2006,100
mng,2007,100
mng,2008,100
mng,2009,100
mng,2010,100
mng,2011,100
mng,2012,100
mng,2013,100
mng,2014,100
mng,2015,100
mng,2016,100
mng,2017,100
mng,2018,100
mng,2019,100
mng,2020,100
moz,1990,24000
moz,1991,33000
moz,1992,43000
moz,1993,56000
moz,1994,70000
moz,1995,84000
moz,1996,98000
moz,1997,110000
moz,1998,120000
moz,1999,140000
moz,2000,140000
moz,2001,150000
moz,2002,150000
moz,2003,150000
moz,2004,150000
moz,2005,150000
moz,2006,150000
moz,2007,140000
moz,2008,140000
moz,2009,140000
moz,2010,150000
moz,2011,140000
moz,2012,140000
moz,2013,130000
moz,2014,130000
moz,2015,120000
moz,2016,120000
moz,2017,110000
moz,2018,110000
moz,2019,100000
moz,2020,98000
mus,1990,100
mus,1991,100
mus,1992,100
mus,1993,100
mus,1994,200
mus,1995,500
mus,1996,500
mus,1997,610
mus,1998,860
mus,1999,1100
mus,2000,1300
mus,2001,1300
mus,2002,1300
mus,2003,1400
mus,2004,1300
mus,2005,1300
mus,2006,1400
mus,2007,1400
mus,2008,1300
mus,2009,1300
mus,2010,1300
mus,2011,1200
mus,2012,1100
mus,2013,1100
mus,2014,1000
mus,2015,990
mus,2016,970
mus,2017,970
mus,2018,960
mus,2019,960
mus,2020,980
mwi,1990,100000
mwi,1991,110000
mwi,1992,120000
mwi,1993,120000
mwi,1994,120000
mwi,1995,120000
mwi,1996,110000
mwi,1997,110000
mwi,1998,100000
mwi,1999,98000
mwi,2000,92000
mwi,2001,87000
mwi,2002,83000
mwi,2003,78000
mwi,2004,75000
mwi,2005,72000
mwi,2006,68000
mwi,2007,65000
mwi,2008,60000
mwi,2009,58000
mwi,2010,57000
mwi,2011,52000
mwi,2012,48000
mwi,2013,44000
mwi,2014,41000
mwi,2015,37000
mwi,2016,34000
mwi,2017,30000
mwi,2018,26000
mwi,2019,22000
mwi,2020,21000
mys,1990,4900
mys,1991,7600
mys,1992,8500
mys,1993,7700
mys,1994,6500
mys,1995,5800
mys,1996,5500
mys,1997,5500
mys,1998,5600
mys,1999,5800
mys,2000,6000
mys,2001,6200
mys,2002,6000
mys,2003,5800
mys,2004,5700
mys,2005,5500
mys,2006,5500
mys,2007,5400
mys,2008,5300
mys,2009,5200
mys,2010,5100
mys,2011,5000
mys,2012,5000
mys,2013,5100
mys,2014,5000
mys,2015,4800
mys,2016,4900
mys,2017,4800
mys,2018,5100
mys,2019,5600
mys,2020,6100
nam,1990,5300
nam,1991,7600
nam,1992,10000
nam,1993,14000
nam,1994,17000
nam,1995,20000
nam,1996,21000
nam,1997,22000
nam,1998,21000
nam,1999,20000
nam,2000,18000
nam,2001,17000
nam,2002,16000
nam,2003,16000
nam,2004,15000
nam,2005,14000
nam,2006,13000
nam,2007,12000
nam,2008,11000
nam,2009,11000
nam,2010,11000
nam,2011,10000
nam,2012,9700
nam,2013,8900
nam,2014,8300
nam,2015,8400
nam,2016,7900
nam,2017,7700
nam,2018,7000
nam,2019,6300
nam,2020,5500
ner,1990,1900
ner,1991,2500
ner,1992,3100
ner,1993,3700
ner,1994,4300
ner,1995,4700
ner,1996,5200
ner,1997,5400
ner,1998,5400
ner,1999,5600
ner,2000,5500
ner,2001,5000
ner,2002,4500
ner,2003,4200
ner,2004,3800
ner,2005,3400
ner,2006,3000
ner,2007,2400
ner,2008,2200
ner,2009,2000
ner,2010,1300
ner,2011,1300
ner,2012,1300
ner,2013,1300
ner,2014,1200
ner,2015,1300
ner,2016,1100
ner,2017,1200
ner,2018,1200
ner,2019,1200
ner,2020,1200
nga,1990,78000
nga,1991,90000
nga,1992,100000
nga,1993,110000
nga,1994,120000
nga,1995,130000
nga,1996,140000
nga,1997,140000
nga,1998,140000
nga,1999,140000
nga,2000,140000
nga,2001,130000
nga,2002,130000
nga,2003,130000
nga,2004,120000
nga,2005,120000
nga,2006,120000
nga,2007,120000
nga,2008,120000
nga,2009,120000
nga,2010,110000
nga,2011,110000
nga,2012,110000
nga,2013,100000
nga,2014,97000
nga,2015,95000
nga,2016,95000
nga,2017,93000
nga,2018,93000
nga,2019,92000
nga,2020,86000
nic,1990,100
nic,1991,200
nic,1992,200
nic,1993,200
nic,1994,500
nic,1995,500
nic,1996,500
nic,1997,590
nic,1998,730
nic,1999,820
nic,2000,800
nic,2001,740
nic,2002,730
nic,2003,720
nic,2004,720
nic,2005,620
nic,2006,660
nic,2007,650
nic,2008,680
nic,2009,700
nic,2010,710
nic,2011,720
nic,2012,730
nic,2013,740
nic,2014,760
nic,2015,760
nic,2016,760
nic,2017,770
nic,2018,770
nic,2019,750
nic,2020,740
nld,1990,680
nld,1991,800
nld,1992,900
nld,1993,960
nld,1994,1000
nld,1995,1000
nld,1996,980
nld,1997,960
nld,1998,930
nld,1999,920
nld,2000,910
nld,2001,930
nld,2002,970
nld,2003,1000
nld,2004,1000
nld,2005,1100
nld,2006,1100
nld,2007,1100
nld,2008,1100
nld,2009,1000
nld,2010,980
nld,2011,920
nld,2012,850
nld,2013,790
nld,2014,720
nld,2015,650
nld,2016,570
nld,2017,500
nld,2018,500
nld,2019,500
nld,2020,500
nor,1990,100
nor,1991,100
nor,1992,100
nor,1993,100
nor,1994,100
nor,1995,200
nor,1996,200
nor,1997,200
nor,1998,200
nor,1999,200
nor,2000,500
nor,2001,500
nor,2002,500
nor,2003,500
nor,2004,500
nor,2005,500
nor,2006,500
nor,2007,500
nor,2008,500
nor,2009,500
nor,2010,500
nor,2011,200
nor,2012,200
nor,2013,200
nor,2014,200
nor,2015,200
nor,2016,200
nor,2017,200
nor,2018,100
nor,2019,100
nor,2020,100
npl,1990,100
npl,1991,100
npl,1992,100
npl,1993,200
npl,1994,500
npl,1995,590
npl,1996,1200
npl,1997,2200
npl,1998,3600
npl,1999,4400
npl,2000,4400
npl,2001,4200
npl,2002,4100
npl,2003,4000
npl,2004,3800
npl,2005,3600
npl,2006,3200
npl,2007,2800
npl,2008,2500
npl,2009,2300
npl,2010,2100
npl,2011,1800
npl,2012,1600
npl,2013,1400
npl,2014,1300
npl,2015,1200
npl,2016,1100
npl,2017,970
npl,2018,870
npl,2019,810
npl,2020,750
nzl,1990,100
nzl,1991,100
nzl,1992,100
nzl,1993,100
nzl,1994,100
nzl,1995,100
nzl,1996,100
nzl,1997,100
nzl,1998,100
nzl,1999,100
nzl,2000,100
nzl,2001,100
nzl,2002,200
nzl,2003,200
nzl,2004,200
nzl,2005,200
nzl,2006,200
nzl,2007,200
nzl,2008,200
nzl,2009,200
nzl,2010,200
nzl,2011,200
nzl,2012,200
nzl,2013,200
nzl,2014,200
nzl,2015,200
nzl,2016,200
nzl,2017,200
nzl,2018,200
nzl,2019,200
nzl,2020,200
pak,1990,100
pak,1991,100
pak,1992,100
pak,1993,100
pak,1994,100
pak,1995,100
pak,1996,100
pak,1997,100
pak,1998,100
pak,1999,100
pak,2000,200
pak,2001,200
pak,2002,500
pak,2003,500
pak,2004,1100
pak,2005,8300
pak,2006,9600
pak,2007,11000
pak,2008,13000
pak,2009,14000
pak,2010,14000
pak,2011,14000
pak,2012,15000
pak,2013,16000
pak,2014,18000
pak,2015,19000
pak,2016,20000
pak,2017,21000
pak,2018,22000
pak,2019,24000
pak,2020,25000
pan,1990,760
pan,1991,840
pan,1992,920
pan,1993,990
pan,1994,1100
pan,1995,1100
pan,1996,1100
pan,1997,1100
pan,1998,1100
pan,1999,1100
pan,2000,1200
pan,2001,1200
pan,2002,1200
pan,2003,1200
pan,2004,1300
pan,2005,1300
pan,2006,1400
pan,2007,1400
pan,2008,1500
pan,2009,1600
pan,2010,1600
pan,2011,1700
pan,2012,1700
pan,2013,1700
pan,2014,1800
pan,2015,1800
pan,2016,1800
pan,2017,1800
pan,2018,1800
pan,2019,1800
pan,2020,1800
per,1990,6400
per,1991,5700
per,1992,5200
per,1993,4700
per,1994,4700
per,1995,4600
per,1996,4600
per,1997,4700
per,1998,4800
per,1999,4900
per,2000,4900
per,2001,5000
per,2002,5000
per,2003,4900
per,2004,5000
per,2005,5000
per,2006,5000
per,2007,4800
per,2008,4500
per,2009,4500
per,2010,4200
per,2011,3700
per,2012,3700
per,2013,3500
per,2014,3500
per,2015,3600
per,2016,4000
per,2017,4100
per,2018,4300
per,2019,4600
per,2020,4100
phl,1990,100
phl,1991,100
phl,1992,100
phl,1993,100
phl,1994,100
phl,1995,100
phl,1996,100
phl,1997,200
phl,1998,200
phl,1999,200
phl,2000,500
phl,2001,500
phl,2002,500
phl,2003,630
phl,2004,800
phl,2005,1000
phl,2006,1300
phl,2007,1800
phl,2008,2200
phl,2009,3600
phl,2010,5000
phl,2011,5100
phl,2012,5900
phl,2013,7200
phl,2014,8700
phl,2015,9800
phl,2016,11000
phl,2017,12000
phl,2018,14000
phl,2019,15000
phl,2020,17000
png,1990,100
png,1991,100
png,1992,200
png,1993,500
png,1994,500
png,1995,520
png,1996,840
png,1997,1300
png,1998,1900
png,1999,2600
png,2000,3300
png,2001,3800
png,2002,4100
png,2003,4000
png,2004,3700
png,2005,3300
png,2006,2900
png,2007,2600
png,2008,2500
png,2009,2400
png,2010,2500
png,2011,2600
png,2012,2600
png,2013,2800
png,2014,2900
png,2015,3100
png,2016,3200
png,2017,3300
png,2018,3400
png,2019,3300
png,2020,3400
prt,1990,3000
prt,1991,3200
prt,1992,3300
prt,1993,3200
prt,1994,3000
prt,1995,2900
prt,1996,2700
prt,1997,2600
prt,1998,2500
prt,1999,2400
prt,2000,2300
prt,2001,2200
prt,2002,2100
prt,2003,2000
prt,2004,2000
prt,2005,2000
prt,2006,1900
prt,2007,1900
prt,2008,1800
prt,2009,1700
prt,2010,1600
prt,2011,1600
prt,2012,1500
prt,2013,1400
prt,2014,1300
prt,2015,1200
prt,2016,1100
prt,2017,960
prt,2018,860
prt,2019,760
prt,2020,670
pry,1990,500
pry,1991,500
pry,1992,500
pry,1993,510
pry,1994,770
pry,1995,1100
pry,1996,1300
pry,1997,1600
pry,1998,1800
pry,1999,1900
pry,2000,1800
pry,2001,1800
pry,2002,1700
pry,2003,1600
pry,2004,1500
pry,2005,1400
pry,2006,1200
pry,2007,1100
pry,2008,1100
pry,2009,1100
pry,2010,1000
pry,2011,1000
pry,2012,1000
pry,2013,1000
pry,2014,1000
pry,2015,1000
pry,2016,1000
pry,2017,950
pry,2018,910
pry,2019,900
pry,2020,890
qat,1990,100
qat,1991,100
qat,1992,100
qat,1993,100
qat,1994,100
qat,1995,100
qat,1996,100
qat,1997,100
qat,1998,100
qat,1999,100
qat,2000,100
qat,2001,100
qat,2002,100
qat,2003,100
qat,2004,100
qat,2005,100
qat,2006,100
qat,2007,100
qat,2008,100
qat,2009,100
qat,2010,100
qat,2011,100
qat,2012,100
qat,2013,100
qat,2014,100
qat,2015,100
qat,2016,100
qat,2017,100
qat,2018,100
qat,2019,100
qat,2020,100
rou,1990,2100
rou,1991,1100
rou,1992,1100
rou,1993,1100
rou,1994,1300
rou,1995,1400
rou,1996,1400
rou,1997,1500
rou,1998,1400
rou,1999,1300
rou,2000,1300
rou,2001,1200
rou,2002,1100
rou,2003,1000
rou,2004,970
rou,2005,940
rou,2006,930
rou,2007,910
rou,2008,890
rou,2009,870
rou,2010,860
rou,2011,840
rou,2012,830
rou,2013,820
rou,2014,820
rou,2015,810
rou,2016,810
rou,2017,800
rou,2018,790
rou,2019,780
rou,2020,770
rwa,1990,20000
rwa,1991,23000
rwa,1992,24000
rwa,1993,24000
rwa,1994,23000
rwa,1995,23000
rwa,1996,24000
rwa,1997,23000
rwa,1998,23000
rwa,1999,23000
rwa,2000,23000
rwa,2001,22000
rwa,2002,21000
rwa,2003,18000
rwa,2004,16000
rwa,2005,15000
rwa,2006,14000
rwa,2007,12000
rwa,2008,11000
rwa,2009,10000
rwa,2010,9600
rwa,2011,8000
rwa,2012,7800
rwa,2013,7000
rwa,2014,6400
rwa,2015,5800
rwa,2016,5600
rwa,2017,5200
rwa,2018,4900
rwa,2019,4400
rwa,2020,4200
sau,1990,100
sau,1991,100
sau,1992,200
sau,1993,200
sau,1994,200
sau,1995,200
sau,1996,200
sau,1997,200
sau,1998,500
sau,1999,500
sau,2000,500
sau,2001,500
sau,2002,500
sau,2003,500
sau,2004,500
sau,2005,500
sau,2006,500
sau,2007,500
sau,2008,500
sau,2009,500
sau,2010,500
sau,2011,500
sau,2012,530
sau,2013,580
sau,2014,660
sau,2015,750
sau,2016,850
sau,2017,910
sau,2018,960
sau,2019,1000
sau,2020,1000
sdn,1990,550
sdn,1991,790
sdn,1992,1200
sdn,1993,2000
sdn,1994,3300
sdn,1995,4000
sdn,1996,4400
sdn,1997,4600
sdn,1998,4600
sdn,1999,4800
sdn,2000,4700
sdn,2001,4800
sdn,2002,4800
sdn,2003,4500
sdn,2004,3600
sdn,2005,3500
sdn,2006,3800
sdn,2007,4000
sdn,2008,4100
sdn,2009,3800
sdn,2010,3600
sdn,2011,3600
sdn,2012,3600
sdn,2013,3700
sdn,2014,3700
sdn,2015,3700
sdn,2016,3700
sdn,2017,3700
sdn,2018,3700
sdn,2019,3800
sdn,2020,3800
sen,1990,1600
sen,1991,2000
sen,1992,2400
sen,1993,2900
sen,1994,3400
sen,1995,3900
sen,1996,4400
sen,1997,5000
sen,1998,5400
sen,1999,5700
sen,2000,6000
sen,2001,6100
sen,2002,6100
sen,2003,5800
sen,2004,5400
sen,2005,5200
sen,2006,4600
sen,2007,3900
sen,2008,2900
sen,2009,2500
sen,2010,2100
sen,2011,1800
sen,2012,1600
sen,2013,1400
sen,2014,1400
sen,2015,1300
sen,2016,1300
sen,2017,1400
sen,2018,1300
sen,2019,1200
sen,2020,1200
sgp,1990,200
sgp,1991,500
sgp,1992,500
sgp,1993,500
sgp,1994,500
sgp,1995,500
sgp,1996,500
sgp,1997,500
sgp,1998,500
sgp,1999,500
sgp,2000,500
sgp,2001,500
sgp,2002,500
sgp,2003,500
sgp,2004,500
sgp,2005,500
sgp,2006,500
sgp,2007,500
sgp,2008,500
sgp,2009,500
sgp,2010,500
sgp,2011,500
sgp,2012,500
sgp,2013,500
sgp,2014,500
sgp,2015,500
sgp,2016,500
sgp,2017,200
sgp,2018,200
sgp,2019,100
sgp,2020,100
sle,1990,4100
sle,1991,4700
sle,1992,5100
sle,1993,5500
sle,1994,5800
sle,1995,6000
sle,1996,6100
sle,1997,6100
sle,1998,6300
sle,1999,6400
sle,2000,6400
