geo,time,sh_mmr_risk
kir,2004,220
kir,2005,220
kir,2006,230
kir,2007,230
kir,2008,230
kir,2009,230
kir,2010,240
kir,2011,240
kir,2012,250
kir,2013,260
kir,2014,270
kir,2015,280
kir,2016,290
kir,2017,290
kor,2000,4200
kor,2001,4700
kor,2002,5100
kor,2003,5100
kor,2004,5500
kor,2005,5400
kor,2006,6000
kor,2007,5500
kor,2008,5500
kor,2009,5300
kor,2010,5500
kor,2011,5800
kor,2012,6300
kor,2013,6700
kor,2014,7100
kor,2015,7400
kor,2016,8000
kor,2017,8300
kwt,2000,3100
kwt,2001,3200
kwt,2002,3200
kwt,2003,3200
kwt,2004,3200
kwt,2005,3200
kwt,2006,3400
kwt,2007,3500
kwt,2008,3700
kwt,2009,3800
kwt,2010,4000
kwt,2011,4000
kwt,2012,4100
kwt,2013,4100
kwt,2014,4200
kwt,2015,4200
kwt,2016,4200
kwt,2017,4200
lao,2000,41
lao,2001,45
lao,2002,49
lao,2003,53
lao,2004,58
lao,2005,63
lao,2006,69
lao,2007,75
lao,2008,83
lao,2009,91
lao,2010,100
lao,2011,110
lao,2012,120
lao,2013,130
lao,2014,140
lao,2015,150
lao,2016,170
lao,2017,180
lbn,2000,1300
lbn,2001,1400
lbn,2002,1600
lbn,2003,1700
lbn,2004,1900
lbn,2005,2000
lbn,2006,2000
lbn,2007,2100
lbn,2008,2100
lbn,2009,2000
lbn,2010,2000
lbn,2011,1900
lbn,2012,1800
lbn,2013,1700
lbn,2014,1600
lbn,2015,1600
lbn,2016,1600
lbn,2017,1600
lbr,2000,20
lbr,2001,20
lbr,2002,18
lbr,2003,21
lbr,2004,21
lbr,2005,22
lbr,2006,23
lbr,2007,24
lbr,2008,25
lbr,2009,26
lbr,2010,27
lbr,2011,28
lbr,2012,29
lbr,2013,30
lbr,2014,31
lbr,2015,30
lbr,2016,32
lbr,2017,32
lby,2000,510
lby,2001,540
lby,2002,560
lby,2003,590
lby,2004,630
lby,2005,670
lby,2006,700
lby,2007,730
lby,2008,740
lby,2009,730
lby,2010,730
lby,2011,700
lby,2012,700
lby,2013,680
lby,2014,620
lby,2015,570
lby,2016,560
lby,2017,590
lca,2000,480
lca,2001,520
lca,2002,530
lca,2003,550
lca,2004,610
lca,2005,680
lca,2006,710
lca,2007,690
lca,2008,660
lca,2009,630
lca,2010,580
lca,2011,560
lca,2012,560
lca,2013,610
lca,2014,630
lca,2015,580
lca,2016,580
lca,2017,580
lka,2000,770
lka,2001,820
lka,2002,860
lka,2003,870
lka,2004,900
lka,2005,950
lka,2006,900
lka,2007,1000
lka,2008,1000
lka,2009,1100
lka,2010,1100
lka,2011,1200
lka,2012,1200
lka,2013,1200
lka,2014,1200
lka,2015,1200
lka,2016,1300
lka,2017,1300
lso,2000,46
lso,2001,46
lso,2002,45
lso,2003,45
lso,2004,45
lso,2005,46
lso,2006,46
lso,2007,47
lso,2008,48
lso,2009,49
lso,2010,50
lso,2011,51
lso,2012,51
lso,2013,52
lso,2014,53
lso,2015,54
lso,2016,55
lso,2017,58
ltu,2000,4700
ltu,2001,4900
ltu,2002,5700
ltu,2003,5700
ltu,2004,6500
ltu,2005,6000
ltu,2006,5700
ltu,2007,5500
ltu,2008,5900
ltu,2009,6700
ltu,2010,7100
ltu,2011,6800
ltu,2012,6900
ltu,2013,6800
ltu,2014,7500
ltu,2015,7000
ltu,2016,7400
ltu,2017,7500
lux,2000,5800
lux,2001,6000
lux,2002,6500
lux,2003,7200
lux,2004,7400
lux,2005,6900
lux,2006,7200
lux,2007,8300
lux,2008,9900
lux,2009,9400
lux,2010,8400
lux,2011,8400
lux,2012,8900
lux,2013,10400
lux,2014,11100
lux,2015,13900
lux,2016,12100
lux,2017,14300
lva,2000,2600
lva,2001,2500
lva,2002,2600
lva,2003,2400
lva,2004,2500
lva,2005,2500
lva,2006,2300
lva,2007,2200
lva,2008,2400
lva,2009,2500
lva,2010,2700
lva,2011,2600
lva,2012,2900
lva,2013,2400
lva,2014,2700
lva,2015,2700
lva,2016,2300
lva,2017,3100
mar,2000,190
mar,2001,210
mar,2002,230
mar,2003,240
mar,2004,260
mar,2005,290
mar,2006,310
mar,2007,340
mar,2008,360
mar,2009,380
mar,2010,410
mar,2011,440
mar,2012,460
mar,2013,480
mar,2014,500
mar,2015,520
mar,2016,540
mar,2017,560
mda,2000,1600
mda,2001,1900
mda,2002,2100
mda,2003,2200
mda,2004,2500
mda,2005,2400
mda,2006,2500
mda,2007,2500
mda,2008,2600
mda,2009,2600
mda,2010,2500
mda,2011,3400
mda,2012,3200
mda,2013,3500
mda,2014,3200
mda,2015,3300
mda,2016,3700
mda,2017,3900
mdg,2000,31
mdg,2001,31
mdg,2002,32
mdg,2003,33
mdg,2004,34
mdg,2005,35
mdg,2006,37
mdg,2007,38
mdg,2008,40
mdg,2009,42
mdg,2010,45
mdg,2011,48
mdg,2012,51
mdg,2013,54
mdg,2014,57
mdg,2015,60
mdg,2016,63
mdg,2017,66
mdv,2000,270
mdv,2001,320
mdv,2002,360
mdv,2003,400
mdv,2004,450
mdv,2005,540
mdv,2006,570
mdv,2007,570
mdv,2008,550
mdv,2009,560
mdv,2010,590
mdv,2011,640
mdv,2012,670
mdv,2013,700
mdv,2014,740
mdv,2015,780
mdv,2016,800
mdv,2017,840
mex,2000,590
mex,2001,610
mex,2002,610
mex,2003,630
mex,2004,660
mex,2005,680
mex,2006,720
mex,2007,770
mex,2008,790
mex,2009,770
mex,2010,860
mex,2011,940
mex,2012,990
mex,2013,1100
mex,2014,1100
mex,2015,1200
mex,2016,1300
mex,2017,1300
mkd,2000,4400
mkd,2001,5100
mkd,2002,5000
mkd,2003,6100
mkd,2004,5800
mkd,2005,6400
mkd,2006,6600
mkd,2007,6800
mkd,2008,8000
mkd,2009,7900
mkd,2010,8100
mkd,2011,8700
mkd,2012,7800
mkd,2013,8200
mkd,2014,8100
mkd,2015,8100
mkd,2016,8200
mkd,2017,9000
mli,2000,17
mli,2001,18
mli,2002,19
mli,2003,19
mli,2004,20
mli,2005,21
mli,2006,21
mli,2007,22
mli,2008,22
mli,2009,22
mli,2010,22
mli,2011,23
mli,2012,23
mli,2013,23
mli,2014,24
mli,2015,25
mli,2016,27
mli,2017,29
mlt,2000,6700
mlt,2001,6700
mlt,2002,7300
mlt,2003,7300
mlt,2004,7700
mlt,2005,8500
mlt,2006,8700
mlt,2007,9300
mlt,2008,9400
mlt,2009,9800
mlt,2010,9200
mlt,2011,9400
mlt,2012,9800
mlt,2013,9600
mlt,2014,12200
mlt,2015,10200
mlt,2016,10500
mlt,2017,10200
mmr,2000,100
mmr,2001,110
mmr,2002,110
mmr,2003,110
mmr,2004,120
mmr,2005,120
mmr,2006,130
mmr,2007,140
mmr,2008,140
mmr,2009,150
mmr,2010,160
mmr,2011,160
mmr,2012,170
mmr,2013,180
mmr,2014,180
mmr,2015,190
mmr,2016,190
mmr,2017,190
mne,2000,4500
mne,2001,4700
mne,2002,4900
mne,2003,5000
mne,2004,5300
mne,2005,5700
mne,2006,6300
mne,2007,6700
mne,2008,7000
mne,2009,7300
mne,2010,7800
mne,2011,8100
mne,2012,8500
mne,2013,8800
mne,2014,9100
mne,2015,9400
mne,2016,9800
mne,2017,9900
mng,2000,270
mng,2001,310
mng,2002,350
mng,2003,390
mng,2004,420
mng,2005,440
mng,2006,460
mng,2007,470
mng,2008,480
mng,2009,500
mng,2010,540
mng,2011,570
mng,2012,610
mng,2013,630
mng,2014,650
mng,2015,670
mng,2016,690
mng,2017,710
moz,2000,22
moz,2001,23
moz,2002,25
moz,2003,27
moz,2004,29
moz,2005,31
moz,2006,34
moz,2007,36
moz,2008,39
moz,2009,42
moz,2010,45
moz,2011,48
moz,2012,51
moz,2013,53
moz,2014,56
moz,2015,60
moz,2016,64
moz,2017,67
mrt,2000,22
mrt,2001,22
mrt,2002,22
mrt,2003,23
mrt,2004,23
mrt,2005,23
mrt,2006,24
mrt,2007,24
mrt,2008,24
mrt,2009,24
mrt,2010,24
mrt,2011,24
mrt,2012,25
mrt,2013,25
mrt,2014,26
mrt,2015,26
mrt,2016,27
mrt,2017,28
mus,2000,820
mus,2001,910
mus,2002,940
mus,2003,890
mus,2004,980
mus,2005,1000
mus,2006,1000
mus,2007,1000
mus,2008,1100
mus,2009,1100
mus,2010,970
mus,2011,1200
mus,2012,1100
mus,2013,1100
mus,2014,990
mus,2015,950
mus,2016,1100
mus,2017,1200
mwi,2000,23
mwi,2001,24
mwi,2002,25
mwi,2003,26
mwi,2004,27
mwi,2005,29
mwi,2006,31
mwi,2007,33
mwi,2008,36
mwi,2009,38
mwi,2010,40
mwi,2011,43
mwi,2012,45
mwi,2013,48
mwi,2014,51
mwi,2015,54
mwi,2016,57
mwi,2017,60
mys,2000,930
mys,2001,1000
mys,2002,1100
mys,2003,1200
mys,2004,1300
mys,2005,1400
mys,2006,1400
mys,2007,1500
mys,2008,1500
mys,2009,1500
mys,2010,1500
mys,2011,1500
mys,2012,1500
mys,2013,1500
mys,2014,1500
mys,2015,1500
mys,2016,1600
mys,2017,1600
nam,2000,76
nam,2001,78
nam,2002,80
nam,2003,81
nam,2004,82
nam,2005,85
nam,2006,88
nam,2007,92
nam,2008,96
nam,2009,97
nam,2010,100
nam,2011,100
nam,2012,110
nam,2013,110
nam,2014,120
nam,2015,120
nam,2016,130
nam,2017,140
ner,2000,16
ner,2001,16
ner,2002,16
ner,2003,16
ner,2004,17
ner,2005,17
ner,2006,17
ner,2007,18
ner,2008,18
ner,2009,19
ner,2010,19
ner,2011,20
ner,2012,21
ner,2013,22
ner,2014,23
ner,2015,24
ner,2016,25
ner,2017,27
nga,2000,14
nga,2001,15
nga,2002,15
nga,2003,15
nga,2004,16
nga,2005,16
nga,2006,17
nga,2007,17
nga,2008,18
nga,2009,18
nga,2010,18
nga,2011,18
nga,2012,19
nga,2013,19
nga,2014,19
nga,2015,20
nga,2016,20
nga,2017,21
nic,2000,170
nic,2001,180
nic,2002,200
nic,2003,210
nic,2004,220
nic,2005,240
nic,2006,260
nic,2007,270
nic,2008,280
nic,2009,290
nic,2010,300
nic,2011,310
nic,2012,320
nic,2013,340
nic,2014,350
nic,2015,360
nic,2016,370
nic,2017,380
nld,2000,4300
nld,2001,4500
nld,2002,4500
nld,2003,4700
nld,2004,5100
nld,2005,5500
nld,2006,6200
nld,2007,6800
nld,2008,7200
nld,2009,7800
nld,2010,8600
nld,2011,8500
nld,2012,9100
nld,2013,9900
nld,2014,10300
nld,2015,11000
nld,2016,10900
nld,2017,11900
nor,2000,9500
nor,2001,9800
nor,2002,10800
nor,2003,10700
nor,2004,10400
nor,2005,11300
nor,2006,12000
nor,2007,12700
nor,2008,13600
nor,2009,14100
nor,2010,14700
nor,2011,15500
nor,2012,18200
nor,2013,19100
nor,2014,21700
nor,2015,22600
nor,2016,22600
nor,2017,25700
npl,2000,42
npl,2001,46
npl,2002,48
npl,2003,55
npl,2004,60
npl,2005,68
npl,2006,76
npl,2007,84
npl,2008,92
npl,2009,100
npl,2010,110
npl,2011,120
npl,2012,140
npl,2013,150
npl,2014,170
npl,2015,170
npl,2016,210
npl,2017,230
nzl,2000,4400
nzl,2001,4500
nzl,2002,4400
nzl,2003,4400
nzl,2004,4500
nzl,2005,4500
nzl,2006,4600
nzl,2007,4500
nzl,2008,4700
nzl,2009,4600
nzl,2010,4700
nzl,2011,4900
nzl,2012,5000
nzl,2013,5700
nzl,2014,5300
nzl,2015,5400
nzl,2016,5500
nzl,2017,6100
omn,2000,1300
omn,2001,1400
omn,2002,1400
omn,2003,1500
omn,2004,1600
omn,2005,1700
omn,2006,1800
omn,2007,1700
omn,2008,1800
omn,2009,1700
omn,2010,1700
omn,2011,1600
omn,2012,1600
omn,2013,1600
omn,2014,1600
omn,2015,1600
omn,2016,1600
omn,2017,1600
pak,2000,67
pak,2001,72
pak,2002,77
pak,2003,82
pak,2004,88
pak,2005,92
pak,2006,100
pak,2007,110
pak,2008,110
pak,2009,120
pak,2010,130
pak,2011,130
pak,2012,140
pak,2013,150
pak,2014,150
pak,2015,160
pak,2016,180
pak,2017,180
pan,2000,360
pan,2001,380
pan,2002,370
pan,2003,360
pan,2004,390
pan,2005,390
pan,2006,400
pan,2007,410
pan,2008,420
pan,2009,430
pan,2010,460
pan,2011,480
pan,2012,490
pan,2013,560
pan,2014,620
pan,2015,650
pan,2016,700
pan,2017,750
per,2000,230
per,2001,240
per,2002,260
per,2003,270
per,2004,280
per,2005,300
per,2006,310
per,2007,320
per,2008,330
per,2009,340
per,2010,360
per,2011,370
per,2012,390
per,2013,410
per,2014,420
per,2015,430
per,2016,460
per,2017,480
phl,2000,160
phl,2001,150
phl,2002,160
phl,2003,170
phl,2004,170
phl,2005,170
phl,2006,180
phl,2007,190
phl,2008,190
phl,2009,200
phl,2010,210
phl,2011,220
phl,2012,220
phl,2013,240
phl,2014,250
phl,2015,270
phl,2016,280
phl,2017,300
png,2000,87
png,2001,90
png,2002,94
png,2003,99
png,2004,110
png,2005,110
png,2006,120
png,2007,130
png,2008,140
png,2009,140
png,2010,140
png,2011,150
png,2012,150
png,2013,160
png,2014,170
png,2015,170
png,2016,180
png,2017,190
pol,2000,11100
pol,2001,12800
pol,2002,14500
pol,2003,15800
pol,2004,16400
pol,2005,17100
pol,2006,17800
pol,2007,18700
pol,2008,19900
pol,2009,21200
pol,2010,24100
pol,2011,24900
pol,2012,26100
pol,2013,27600
pol,2014,28100
pol,2015,28600
pol,2016,28800
pol,2017,30300
pri,2000,1900
pri,2001,2000
pri,2002,2200
pri,2003,2300
pri,2004,2200
pri,2005,2400
pri,2006,2500
pri,2007,2500
pri,2008,2500
pri,2009,2600
pri,2010,3000
pri,2011,2900
pri,2012,3600
pri,2013,3600
pri,2014,3600
pri,2015,3900
pri,2016,4000
pri,2017,4000
prk,2000,320
prk,2001,350
prk,2002,380
prk,2003,400
prk,2004,420
prk,2005,430
prk,2006,440
prk,2007,460
prk,2008,470
prk,2009,490
prk,2010,530
prk,2011,560
prk,2012,590
prk,2013,600
prk,2014,610
prk,2015,610
prk,2016,610
prk,2017,620
prt,2000,6600
prt,2001,6500
prt,2002,6800
prt,2003,6900
prt,2004,7200
prt,2005,7300
prt,2006,7500
prt,2007,7900
prt,2008,8100
prt,2009,8000
prt,2010,8100
prt,2011,9100
prt,2012,9300
prt,2013,9500
prt,2014,9600
prt,2015,9600
prt,2016,9600
prt,2017,10700
pry,2000,140
pry,2001,140
pry,2002,150
pry,2003,160
pry,2004,170
pry,2005,180
pry,2006,180
pry,2007,190
pry,2008,200
pry,2009,210
pry,2010,220
pry,2011,230
pry,2012,240
pry,2013,250
pry,2014,260
pry,2015,270
pry,2016,280
pry,2017,290
pse,2000,240
pse,2001,250
pse,2002,260
pse,2003,280
pse,2004,290
pse,2005,320
pse,2006,330
pse,2007,360
pse,2008,380
pse,2009,410
pse,2010,460
pse,2011,500
pse,2012,540
pse,2013,600
pse,2014,600
pse,2015,730
pse,2016,800
pse,2017,880
qat,2000,2000
qat,2001,2100
qat,2002,2300
qat,2003,2400
qat,2004,2500
qat,2005,2700
qat,2006,3100
qat,2007,3300
qat,2008,3600
qat,2009,3800
qat,2010,4000
qat,2011,4100
qat,2012,4300
qat,2013,4500
qat,2014,4700
qat,2015,4800
qat,2016,4900
qat,2017,5000
rou,2000,1400
rou,2001,1500
rou,2002,1600
rou,2003,1700
rou,2004,1900
rou,2005,2000
rou,2006,2200
rou,2007,2300
rou,2008,2300
rou,2009,2300
rou,2010,2400
rou,2011,2800
rou,2012,3000
rou,2013,3300
rou,2014,3300
rou,2015,3300
rou,2016,3300
rou,2017,3600
rus,2000,1600
rus,2001,1600
rus,2002,1600
rus,2003,1700
rus,2004,1800
rus,2005,1800
rus,2006,2100
rus,2007,2200
rus,2008,2300
rus,2009,2400
rus,2010,2500
rus,2011,2600
rus,2012,2700
rus,2013,2800
rus,2014,2900
rus,2015,2900
rus,2016,3000
rus,2017,3100
rwa,2000,18
rwa,2001,20
rwa,2002,22
rwa,2003,24
rwa,2004,28
rwa,2005,33
rwa,2006,39
rwa,2007,45
rwa,2008,50
rwa,2009,51
rwa,2010,59
rwa,2011,64
rwa,2012,68
rwa,2013,73
rwa,2014,78
rwa,2015,83
rwa,2016,88
rwa,2017,94
sau,2000,1000
sau,2001,1100
sau,2002,1100
sau,2003,1200
sau,2004,1200
sau,2005,1300
sau,2006,1400
sau,2007,1400
sau,2008,1500
sau,2009,1600
sau,2010,1700
sau,2011,1800
sau,2012,1900
sau,2013,2100
sau,2014,2200
sau,2015,2200
sau,2016,2300
sau,2017,2300
sdn,2000,27
sdn,2001,28
sdn,2002,30
sdn,2003,31
sdn,2004,32
sdn,2005,35
sdn,2006,37
sdn,2007,40
sdn,2008,43
sdn,2009,45
sdn,2010,49
sdn,2011,52
sdn,2012,56
sdn,2013,60
sdn,2014,64
sdn,2015,67
sdn,2016,71
sdn,2017,75
sen,2000,33
sen,2001,34
sen,2002,35
sen,2003,35
sen,2004,36
sen,2005,37
sen,2006,37
sen,2007,38
sen,2008,39
sen,2009,40
sen,2010,43
sen,2011,45
sen,2012,48
sen,2013,51
sen,2014,54
sen,2015,58
sen,2016,61
sen,2017,65
sgp,2000,5000
sgp,2001,5200
sgp,2002,5200
sgp,2003,5500
sgp,2004,5400
sgp,2005,5900
sgp,2006,5800
sgp,2007,6600
sgp,2008,6900
sgp,2009,8000
sgp,2010,8400
sgp,2011,7900
sgp,2012,8000
sgp,2013,9300
sgp,2014,9700
sgp,2015,9200
sgp,2016,9800
sgp,2017,9900
slb,2000,81
slb,2001,86
slb,2002,91
slb,2003,97
slb,2004,100
slb,2005,110
slb,2006,120
slb,2007,120
slb,2008,130
slb,2009,140
slb,2010,150
slb,2011,160
slb,2012,170
slb,2013,170
slb,2014,180
slb,2015,190
slb,2016,200
slb,2017,200
sle,2000,7
sle,2001,8
sle,2002,8
sle,2003,9
sle,2004,10
sle,2005,10
sle,2006,11
sle,2007,12
sle,2008,12
sle,2009,13
sle,2010,14
sle,2011,16
sle,2012,17
sle,2013,18
sle,2014,19
sle,2015,19
sle,2016,20
sle,2017,20
slv,2000,410
slv,2001,420
slv,2002,480
slv,2003,520
slv,2004,550
slv,2005,580
slv,2006,620
slv,2007,650
slv,2008,680
slv,2009,700
slv,2010,740
slv,2011,780
slv,2012,810
slv,2013,840
slv,2014,880
slv,2015,910
slv,2016,930
slv,2017,960
som,2000,12
som,2001,12
som,2002,12
som,2003,13
som,2004,13
som,2005,14
som,2006,14
som,2007,14
som,2008,15
som,2009,15
som,2010,15
som,2011,16
som,2012,16
som,2013,18
som,2014,18
som,2015,19
som,2016,19
som,2017,20
srb,2000,4300
srb,2001,4300
srb,2002,4400
srb,2003,4500
srb,2004,4700
srb,2005,4900
srb,2006,5100
srb,2007,5400
srb,2008,5200
srb,2009,5300
srb,2010,5400
srb,2011,5500
srb,2012,5600
srb,2013,5800
srb,2014,5600
srb,2015,5500
srb,2016,5700
srb,2017,5800
ssd,2000,10
ssd,2001,10
ssd,2002,10
ssd,2003,11
ssd,2004,11
ssd,2005,12
ssd,2006,13
ssd,2007,14
ssd,2008,15
ssd,2009,16
ssd,2010,18
ssd,2011,18
ssd,2012,19
ssd,2013,19
ssd,2014,18
ssd,2015,19
ssd,2016,18
ssd,2017,18
stp,2000,100
stp,2001,100
stp,2002,110
stp,2003,110
stp,2004,110
stp,2005,110
stp,2006,120
stp,2007,120
stp,2008,130
stp,2009,130
stp,2010,140
stp,2011,150
stp,2012,150
stp,2013,150
stp,2014,160
stp,2015,160
stp,2016,160
stp,2017,170
sur,2000,140
sur,2001,150
sur,2002,160
sur,2003,180
sur,2004,190
sur,2005,210
sur,2006,210
sur,2007,220
sur,2008,220
sur,2009,230
sur,2010,250
sur,2011,270
sur,2012,280
sur,2013,300
sur,2014,310
sur,2015,320
sur,2016,320
sur,2017,330
svk,2000,10100
svk,2001,10100
svk,2002,11000
svk,2003,11100
svk,2004,11400
svk,2005,11000
svk,2006,12100
svk,2007,10500
svk,2008,12100
svk,2009,11800
svk,2010,12400
svk,2011,12100
svk,2012,12600
svk,2013,12000
svk,2014,12400
svk,2015,12000
svk,2016,11800
svk,2017,12600
svn,2000,7400
svn,2001,8400
svn,2002,7900
svn,2003,8000
svn,2004,7400
svn,2005,8000
svn,2006,9700
svn,2007,8400
svn,2008,8900
svn,2009,8600
svn,2010,8300
svn,2011,8000
svn,2012,8700
svn,2013,8300
svn,2014,9000
svn,2015,8700
svn,2016,8700
svn,2017,9300
swe,2000,11500
swe,2001,11900
swe,2002,11400
swe,2003,11000
swe,2004,11100
swe,2005,11500
swe,2006,10900
swe,2007,11200
swe,2008,11300
swe,2009,11400
swe,2010,12300
swe,2011,11800
swe,2012,11600
swe,2013,11600
swe,2014,11700
swe,2015,12600
swe,2016,12200
swe,2017,12600
swz,2000,52
swz,2001,54
swz,2002,54
swz,2003,55
swz,2004,56
swz,2005,57
swz,2006,58
swz,2007,60
swz,2008,62
swz,2009,64
swz,2010,66
swz,2011,68
swz,2012,69
swz,2013,70
swz,2014,70
swz,2015,70
swz,2016,71
swz,2017,72
syc,2000,790
syc,2001,800
syc,2002,800
syc,2003,810
syc,2004,800
syc,2005,810
syc,2006,790
syc,2007,780
syc,2008,770
syc,2009,770
syc,2010,770
syc,2011,770
syc,2012,770
syc,2013,770
syc,2014,780
syc,2015,780
syc,2016,780
syc,2017,790
syr,2000,900
syr,2001,910
syr,2002,910
syr,2003,910
syr,2004,900
syr,2005,920
syr,2006,940
syr,2007,970
syr,2008,1000
syr,2009,1000
syr,2010,1100
syr,2011,1000
syr,2012,1100
syr,2013,1100
syr,2014,1100
syr,2015,1100
syr,2016,1100
syr,2017,1000
tcd,2000,10
tcd,2001,10
tcd,2002,10
tcd,2003,10
tcd,2004,10
tcd,2005,11
tcd,2006,11
tcd,2007,11
tcd,2008,11
tcd,2009,11
tcd,2010,12
tcd,2011,12
tcd,2012,13
tcd,2013,13
tcd,2014,13
tcd,2015,14
tcd,2016,14
tcd,2017,15
tgo,2000,39
tgo,2001,39
tgo,2002,39
tgo,2003,39
tgo,2004,39
tgo,2005,39
tgo,2006,40
tgo,2007,41
tgo,2008,42
tgo,2009,43
tgo,2010,46
tgo,2011,48
tgo,2012,50
tgo,2013,51
tgo,2014,53
tgo,2015,54
tgo,2016,55
tgo,2017,56
tha,2000,1400
tha,2001,1400
tha,2002,1400
tha,2003,1400
tha,2004,1400
tha,2005,1500
tha,2006,1600
tha,2007,1600
tha,2008,1600
tha,2009,1600
tha,2010,1700
tha,2011,1700
tha,2012,1800
tha,2013,1800
tha,2014,1800
tha,2015,1900
tha,2016,1900
tha,2017,1900
tjk,2000,440
tjk,2001,460
tjk,2002,570
tjk,2003,710
tjk,2004,780
tjk,2005,810
tjk,2006,870
tjk,2007,930
tjk,2008,970
tjk,2009,940
tjk,2010,1100
tjk,2011,1100
tjk,2012,1200
tjk,2013,1200
tjk,2014,1200
tjk,2015,1300
tjk,2016,1400
tjk,2017,1400
tkm,2000,1100
tkm,2001,1300
tkm,2002,1400
tkm,2003,1600
tkm,2004,1800
tkm,2005,1900
tkm,2006,2000
tkm,2007,2300
tkm,2008,2600
tkm,2009,2900
tkm,2010,3200
tkm,2011,3300
tkm,2012,3300
tkm,2013,3300
tkm,2014,3600
tkm,2015,3800
tkm,2016,4100
tkm,2017,4400
tls,2000,22
tls,2001,23
tls,2002,25
tls,2003,28
tls,2004,34
tls,2005,43
tls,2006,53
tls,2007,64
tls,2008,74
tls,2009,86
tls,2010,98
tls,2011,110
tls,2012,120
tls,2013,130
tls,2014,140
tls,2015,150
tls,2016,150
tls,2017,170
ton,2000,310
ton,2001,330
ton,2002,340
ton,2003,350
ton,2004,360
ton,2005,370
ton,2006,380
ton,2007,400
ton,2008,420
ton,2009,420
ton,2010,450
ton,2011,460
ton,2012,470
ton,2013,480
ton,2014,490
ton,2015,500
ton,2016,520
ton,2017,540
tto,2000,680
tto,2001,720
tto,2002,750
tto,2003,740
tto,2004,730
tto,2005,720
tto,2006,750
tto,2007,830
tto,2008,740
tto,2009,720
tto,2010,740
tto,2011,740
tto,2012,750
tto,2013,760
tto,2014,780
tto,2015,790
tto,2016,810
tto,2017,840
tun,2000,700
tun,2001,750
tun,2002,800
tun,2003,860
tun,2004,910
tun,2005,970
tun,2006,1000
tun,2007,1000
tun,2008,1000
tun,2009,1000
tun,2010,980
tun,2011,950
tun,2012,930
tun,2013,910
tun,2014,910
tun,2015,910
tun,2016,940
tun,2017,970
tur,2000,860
tur,2001,910
tur,2002,970
tur,2003,1000
tur,2004,1100
tur,2005,1200
tur,2006,1400
tur,2007,1500
tur,2008,1600
tur,2009,1700
tur,2010,1800
tur,2011,1900
tur,2012,2100
tur,2013,2200
tur,2014,2300
tur,2015,2500
tur,2016,2600
tur,2017,2800
tza,2000,21
tza,2001,22
tza,2002,23
tza,2003,24
tza,2004,25
tza,2005,25
tza,2006,26
tza,2007,26
tza,2008,27
tza,2009,27
tza,2010,28
tza,2011,29
tza,2012,30
tza,2013,31
tza,2014,32
tza,2015,34
tza,2016,35
tza,2017,36
uga,2000,26
uga,2001,28
uga,2002,28
uga,2003,29
uga,2004,30
uga,2005,31
uga,2006,32
uga,2007,33
uga,2008,34
uga,2009,36
uga,2010,37
uga,2011,39
uga,2012,40
uga,2013,42
uga,2014,43
uga,2015,45
uga,2016,47
uga,2017,49
ukr,2000,2600
ukr,2001,2800
ukr,2002,2800
ukr,2003,2800
ukr,2004,2600
ukr,2005,2500
ukr,2006,2600
ukr,2007,2300
ukr,2008,2200
ukr,2009,2500
ukr,2010,2700
ukr,2011,2900
ukr,2012,2800
ukr,2013,2800
ukr,2014,2800
ukr,2015,3200
ukr,2016,3500
ukr,2017,3700
ury,2000,1700
ury,2001,1800
ury,2002,1800
ury,2003,1900
ury,2004,2000
ury,2005,2100
ury,2006,2400
ury,2007,2300
ury,2008,2600
ury,2009,2600
ury,2010,2800
ury,2011,2800
ury,2012,2800
ury,2013,2700
ury,2014,2800
ury,2015,2700
ury,2016,2700
ury,2017,2900
usa,2000,4400
usa,2001,4100
usa,2002,4000
usa,2003,3900
usa,2004,3900
usa,2005,3800
usa,2006,3700
usa,2007,3700
usa,2008,3600
usa,2009,3500
usa,2010,3500
usa,2011,3400
usa,2012,3400
usa,2013,3400
usa,2014,3300
usa,2015,3100
usa,2016,2900
usa,2017,3000
uzb,2000,810
uzb,2001,850
uzb,2002,880
uzb,2003,940
uzb,2004,1000
uzb,2005,980
uzb,2006,1000
uzb,2007,1100
uzb,2008,1100
uzb,2009,1100
uzb,2010,1200
uzb,2011,1100
uzb,2012,1100
uzb,2013,1100
uzb,2014,1200
uzb,2015,1200
uzb,2016,1200
uzb,2017,1200
vct,2000,480
vct,2001,520
vct,2002,570
vct,2003,610
vct,2004,670
vct,2005,740
vct,2006,720
vct,2007,670
vct,2008,650
vct,2009,690
vct,2010,740
vct,2011,730
vct,2012,670
vct,2013,670
vct,2014,720
vct,2015,780
vct,2016,750
vct,2017,750
ven,2000,270
ven,2001,260
ven,2002,250
ven,2003,270
ven,2004,290
ven,2005,310
ven,2006,310
ven,2007,310
ven,2008,310
ven,2009,310
ven,2010,320
ven,2011,330
ven,2012,330
ven,2013,340
ven,2014,360
ven,2015,360
ven,2016,340
ven,2017,330
vnm,2000,670
vnm,2001,720
vnm,2002,770
vnm,2003,810
vnm,2004,860
vnm,2005,910
vnm,2006,950
vnm,2007,980
vnm,2008,1000
vnm,2009,1000
vnm,2010,1000
vnm,2011,1000
vnm,2012,1000
vnm,2013,1000
vnm,2014,1000
vnm,2015,1000
vnm,2016,1000
vnm,2017,1100
vut,2000,150
vut,2001,160
vut,2002,170
vut,2003,180
