geo,time,sh_mmr_risk
vut,2004,180
vut,2005,190
vut,2006,210
vut,2007,220
vut,2008,230
vut,2009,240
vut,2010,250
vut,2011,260
vut,2012,270
vut,2013,280
vut,2014,290
vut,2015,310
vut,2016,320
vut,2017,330
wsm,2000,240
wsm,2001,250
wsm,2002,260
wsm,2003,270
wsm,2004,300
wsm,2005,310
wsm,2006,340
wsm,2007,360
wsm,2008,380
wsm,2009,400
wsm,2010,400
wsm,2011,440
wsm,2012,470
wsm,2013,520
wsm,2014,540
wsm,2015,550
wsm,2016,570
wsm,2017,590
yem,2000,53
yem,2001,57
yem,2002,61
yem,2003,66
yem,2004,71
yem,2005,76
yem,2006,83
yem,2007,89
yem,2008,96
yem,2009,100
yem,2010,110
yem,2011,110
yem,2012,120
yem,2013,130
yem,2014,130
yem,2015,140
yem,2016,140
yem,2017,150
zaf,2000,230
zaf,2001,220
zaf,2002,220
zaf,2003,210
zaf,2004,200
zaf,2005,200
zaf,2006,200
zaf,2007,200
zaf,2008,200
zaf,2009,210
zaf,2010,220
zaf,2011,240
zaf,2012,260
zaf,2013,280
zaf,2014,300
zaf,2015,310
zaf,2016,320
zaf,2017,330
zmb,2000,34
zmb,2001,36
zmb,2002,39
zmb,2003,40
zmb,2004,41
zmb,2005,43
zmb,2006,44
zmb,2007,46
zmb,2008,50
zmb,2009,53
zmb,2010,58
zmb,2011,63
zmb,2012,67
zmb,2013,72
zmb,2014,77
zmb,2015,82
zmb,2016,88
zmb,2017,93
zwe,2000,50
zwe,2001,46
zwe,2002,44
zwe,2003,43
zwe,2004,42
zwe,2005,41
zwe,2006,40
zwe,2007,39
zwe,2008,39
zwe,2009,39
zwe,2010,40
zwe,2011,41
zwe,2012,43
zwe,2013,45
zwe,2014,47
zwe,2015,50
zwe,2016,52
zwe,2017,55
