geo,time,ny_gns_ictr_zs
cri,1995,15.89227
cri,1996,14.13879
cri,1997,15.72937
cri,1998,17.43923
cri,1999,15.74408
cri,2000,15.77078
cri,2001,16.57294
cri,2002,14.35721
cri,2003,13.41997
cri,2004,14.8808
cri,2005,14.17905
cri,2006,16.44709
cri,2007,17.11701
cri,2008,15.24236
cri,2009,15.7818
cri,2010,15.80171
cri,2011,13.79905
cri,2012,13.83799
cri,2013,13.83453
cri,2014,13.49578
cri,2015,14.62255
cri,2016,15.88074
cri,2017,14.24795
cri,2018,14.38419
cri,2019,13.48276
cri,2020,13.41785
cyp,1976,16.62787
cyp,1977,19.35908
cyp,1978,18.30397
cyp,1979,23.41422
cyp,1980,22.4748
cyp,1981,22.52038
cyp,1982,21.99852
cyp,1983,19.98392
cyp,1984,23.4177
cyp,1985,23.21727
cyp,1986,26.90602
cyp,1987,25.76365
cyp,1988,24.59944
cyp,1989,26.33699
cyp,1990,23.09606
cyp,1991,17.15717
cyp,1992,18.55623
cyp,1993,24.77693
cyp,1994,25.95735
cyp,1995,21.18505
cyp,1996,19.38128
cyp,1997,17.59907
cyp,1998,25.02442
cyp,1999,17.8277
cyp,2000,16.19968
cyp,2001,15.84577
cyp,2002,17.49526
cyp,2003,18.11422
cyp,2004,17.29051
cyp,2005,17.21594
cyp,2006,17.15452
cyp,2007,13.16197
cyp,2008,14.19256
cyp,2009,16.18285
cyp,2010,13.26788
cyp,2011,16.61652
cyp,2012,12.33316
cyp,2013,11.45863
cyp,2014,9.48733
cyp,2015,13.23106
cyp,2016,13.237
cyp,2017,15.65969
cyp,2018,15.37307
cyp,2019,14.62757
cyp,2020,8.773
cze,1993,29.46911
cze,1994,29.94825
cze,1995,31.27619
cze,1996,30.3552
cze,1997,27.92271
cze,1998,29.92666
cze,1999,28.39389
cze,2000,28.74025
cze,2001,28.69823
cze,2002,26.80384
cze,2003,25.36209
cze,2004,25.91548
cze,2005,26.78176
cze,2006,26.36636
cze,2007,27.8295
cze,2008,27.10745
cze,2009,23.28321
cze,2010,22.65664
cze,2011,22.46064
cze,2012,24.02351
cze,2013,24.11068
cze,2014,25.31045
cze,2015,27.09378
cze,2016,26.34937
cze,2017,27.27577
cze,2018,26.95316
cze,2019,26.95878
cze,2020,28.76648
deu,1971,26.14332
deu,1972,24.97912
deu,1973,24.70177
deu,1974,23.54198
deu,1975,20.0202
deu,1976,20.53817
deu,1977,20.24688
deu,1978,21.14467
deu,1979,20.59694
deu,1980,19.37506
deu,1981,18.00557
deu,1982,18.31691
deu,1983,18.88364
deu,1984,19.50103
deu,1985,20.29797
deu,1986,21.80802
deu,1987,20.97378
deu,1988,22.14742
deu,1989,23.15343
deu,1990,24.40256
deu,1991,23.71694
deu,1992,23.50982
deu,1993,22.51316
deu,1994,22.74806
deu,1995,23.03807
deu,1996,22.52154
deu,1997,22.78568
deu,1998,23.226
deu,1999,22.56342
deu,2000,22.66892
deu,2001,22.54065
deu,2002,22.63959
deu,2003,21.7964
deu,2004,24.32095
deu,2005,24.13096
deu,2006,26.33842
deu,2007,28.26744
deu,2008,27.1487
deu,2009,24.39684
deu,2010,25.77637
deu,2011,27.82259
deu,2012,26.80026
deu,2013,26.58239
deu,2014,27.58553
deu,2015,28.32917
deu,2016,28.52575
deu,2017,28.88298
deu,2018,29.84514
deu,2019,29.63651
deu,2020,28.11922
dji,2013,26.09798
dji,2014,24.12101
dji,2015,25.67935
dji,2016,20.87947
dji,2017,16.49574
dji,2018,17.57662
dji,2019,26.2331
dji,2020,33.11782
dma,2009,-3.33074
dma,2010,2.4629
dma,2011,2.49563
dma,2012,-2.37576
dma,2013,3.97646
dma,2014,18.20923
dma,2015,5.80691
dma,2016,6.1418
dma,2017,4.24061
dma,2018,-12.00904
dnk,1975,21.21544
dnk,1976,21.06017
dnk,1977,21.76286
dnk,1978,22.17316
dnk,1979,20.59369
dnk,1980,18.10846
dnk,1981,15.24985
dnk,1982,15.25959
dnk,1983,16.92585
dnk,1984,18.6061
dnk,1985,18.78998
dnk,1986,20.04043
dnk,1987,21.06519
dnk,1988,21.20709
dnk,1989,21.46257
dnk,1990,22.65146
dnk,1991,21.64725
dnk,1992,22.14733
dnk,1993,22.01488
dnk,1994,21.67027
dnk,1995,22.8397
dnk,1996,22.93433
dnk,1997,23.841
dnk,1998,23.47006
dnk,1999,24.29713
dnk,2000,24.94958
dnk,2001,25.92989
dnk,2002,25.25839
dnk,2003,25.20029
dnk,2004,25.80867
dnk,2005,26.40806
dnk,2006,27.64619
dnk,2007,26.74065
dnk,2008,26.88833
dnk,2009,22.56654
dnk,2010,24.62749
dnk,2011,25.71521
dnk,2012,25.74177
dnk,2013,27.45207
dnk,2014,29.00361
dnk,2015,28.87396
dnk,2016,29.54503
dnk,2017,30.06155
dnk,2018,29.87984
dnk,2019,30.77359
dnk,2020,31.06432
dom,1968,4.54082
dom,1969,7.26534
dom,1970,10.64107
dom,1971,9.07403
dom,1972,19.87361
dom,1973,19.24884
dom,1974,15.00875
dom,1975,22.19012
dom,1976,18.4597
dom,1977,15.894
dom,1978,16.99796
dom,1979,20.30962
dom,1980,8.89055
dom,1981,10.09961
dom,1982,6.77934
dom,1983,4.99526
dom,1984,-2.09717
dom,1985,13.43824
dom,1986,16.69944
dom,1987,16.37986
dom,1988,21.42931
dom,1989,18.70176
dom,1990,16.1622
dom,1991,13.94843
dom,1992,11.85354
dom,1993,16.0399
dom,1994,18.31691
dom,1995,17.94658
dom,1996,19.61307
dom,1997,21.09356
dom,1998,25.83107
dom,1999,24.71338
dom,2000,23.1299
dom,2001,23.69709
dom,2002,23.79838
dom,2003,23.63248
dom,2004,24.76589
dom,2005,21.99891
dom,2006,23.02034
dom,2007,22.69908
dom,2008,20.11221
dom,2009,18.16966
dom,2010,18.52135
dom,2011,17.13023
dom,2012,17.56132
dom,2013,18.24983
dom,2014,19.58572
dom,2015,21.34618
dom,2016,21.58772
dom,2017,22.00691
dom,2018,24.04613
dom,2019,24.31048
dom,2020,23.00573
dza,1977,31.52027
dza,1978,33.98084
dza,1979,36.66211
dza,1980,39.37476
dza,1981,36.88663
dza,1982,35.53709
dza,1983,36.52503
dza,1984,30.61771
dza,1985,29.39891
dza,1986,21.77997
dza,1987,21.34692
dza,1988,16.97598
dza,1989,17.49186
dza,1990,23.97769
dza,1991,32.25932
dza,2005,51.85687
dza,2006,54.5717
dza,2007,56.94187
dza,2008,57.41379
dza,2009,47.2056
dza,2010,49.82915
dza,2011,48.52707
dza,2012,47.77901
dza,2013,45.5565
dza,2014,43.29927
dza,2015,36.48792
dza,2016,37.38333
dza,2017,38.72607
dza,2018,40.20596
dza,2019,39.07356
dza,2020,31.22049
ecu,1976,17.87943
ecu,1977,21.2004
ecu,1978,20.8588
ecu,1979,19.87639
ecu,1980,21.38454
ecu,1981,21.76924
ecu,1982,13.7452
ecu,1983,15.85793
ecu,1984,14.06971
ecu,1985,16.88532
ecu,1986,15.20346
ecu,1987,11.75806
ecu,1988,12.75125
ecu,1989,13.4172
ecu,1990,17.76415
ecu,1991,18.26716
ecu,1992,21.57445
ecu,1993,14.7819
ecu,1994,15.3466
ecu,1995,14.51229
ecu,1996,16.76108
ecu,1997,16.91824
ecu,1998,14.94018
ecu,1999,22.07336
ecu,2000,26.76514
ecu,2001,19.71064
ecu,2002,18.70787
ecu,2003,18.39882
ecu,2004,19.16222
ecu,2005,22.81042
ecu,2006,26.14311
ecu,2007,26.66441
ecu,2008,29.48918
ecu,2009,26.34144
ecu,2010,25.67307
ecu,2011,27.80379
ecu,2012,27.67439
ecu,2013,27.09236
ecu,2014,27.22748
ecu,2015,24.3173
ecu,2016,25.89152
ecu,2017,25.70566
ecu,2018,25.0858
ecu,2019,25.52375
ecu,2020,25.06714
egy,1977,20.80631
egy,1978,24.40661
egy,1979,22.5631
egy,1980,21.31432
egy,1981,22.12025
egy,1982,22.05693
egy,1983,28.03387
egy,1984,27.64763
egy,1985,22.85561
egy,1986,20.2594
egy,1987,25.99051
egy,1988,27.36584
egy,1989,26.35765
egy,1990,31.68412
egy,1991,34.9279
egy,1992,35.47563
egy,1993,31.62503
egy,1994,23.92663
egy,1995,22.24344
egy,1996,18.75183
egy,1997,17.73694
egy,1998,18.95936
egy,1999,18.89514
egy,2000,17.58387
egy,2001,18.61067
egy,2002,18.40799
egy,2003,18.6481
egy,2004,21.11222
egy,2005,21.84229
egy,2006,22.97674
egy,2007,23.5553
egy,2008,23.6235
egy,2009,16.83984
egy,2010,17.95039
egy,2011,16.86872
egy,2012,12.87821
egy,2013,13.68322
egy,2014,11.88496
egy,2015,9.59346
egy,2016,9.71004
egy,2017,10.35531
egy,2018,13.8945
egy,2019,15.18327
egy,2020,11.12269
eri,1992,68.47543
eri,1993,41.2689
eri,1994,54.39377
eri,1995,19.1063
eri,1996,18.91165
eri,1997,35.10263
eri,1998,6.29314
eri,1999,17.3168
eri,2000,15.82072
esp,1975,25.09684
esp,1976,22.51582
esp,1977,22.93028
esp,1978,23.53548
esp,1979,22.57241
esp,1980,20.48046
esp,1981,18.48516
esp,1982,18.55963
esp,1983,18.39281
esp,1984,20.07594
esp,1985,20.87439
esp,1986,21.79122
esp,1987,21.68979
esp,1988,22.83531
esp,1989,22.29778
esp,1990,21.80508
esp,1991,21.19783
esp,1992,19.34373
esp,1993,19.18891
esp,1994,18.70503
esp,1995,21.31425
esp,1996,20.99963
esp,1997,22.06869
esp,1998,22.70105
esp,1999,22.28843
esp,2000,22.32915
esp,2001,22.08166
esp,2002,22.96417
esp,2003,23.62908
esp,2004,22.80788
esp,2005,22.12307
esp,2006,21.71575
esp,2007,21.01385
esp,2008,19.56054
esp,2009,19.22422
esp,2010,18.64332
esp,2011,17.85549
esp,2012,18.51707
esp,2013,19.25982
esp,2014,19.58646
esp,2015,21.01798
esp,2016,21.93141
esp,2017,22.18796
esp,2018,22.35752
esp,2019,22.99283
esp,2020,21.51214
est,2000,23.77096
est,2001,23.05751
est,2002,21.9848
est,2003,21.95507
est,2004,22.26895
est,2005,24.27382
est,2006,24.60895
est,2007,24.35478
est,2008,23.56398
est,2009,24.32239
est,2010,24.1885
est,2011,27.79581
est,2012,28.20074
est,2013,28.1766
est,2014,28.4975
est,2015,27.57829
est,2016,27.25602
est,2017,28.89247
est,2018,29.44394
est,2019,29.93172
eth,2011,32.55828
eth,2012,30.91226
eth,2013,28.33478
eth,2014,31.45033
eth,2015,29.52216
eth,2016,30.95322
eth,2017,30.59002
eth,2018,33.16306
eth,2019,29.03045
eth,2020,27.24345
fin,1975,30.64182
fin,1976,29.00498
fin,1977,27.76615
fin,1978,28.16157
fin,1979,29.7511
fin,1980,30.50353
fin,1981,29.3656
fin,1982,28.04105
fin,1983,27.68943
fin,1984,28.33256
fin,1985,27.41841
fin,1986,27.14692
fin,1987,26.67787
fin,1988,28.96851
fin,1989,28.39136
fin,1990,26.6808
fin,1991,19.39512
fin,1992,16.97431
fin,1993,17.67231
fin,1994,20.64484
fin,1995,23.77861
fin,1996,23.29075
fin,1997,26.42589
fin,1998,27.66543
fin,1999,29.1698
fin,2000,31.26585
fin,2001,31.96297
fin,2002,30.90105
fin,2003,28.01613
fin,2004,29.59492
fin,2005,28.60328
fin,2006,28.76012
fin,2007,30.0136
fin,2008,28.26956
fin,2009,23.86024
fin,2010,23.88541
fin,2011,22.89906
fin,2012,21.48013
fin,2013,20.36827
fin,2014,20.69072
fin,2015,20.89133
fin,2016,21.28329
fin,2017,23.20277
fin,2018,23.41282
fin,2019,23.86451
fin,2020,24.93232
fji,1980,27.65431
fji,1981,22.4934
fji,1982,19.22075
fji,1983,14.60863
fji,1984,17.9805
fji,1985,19.21661
fji,1986,24.10608
fji,1987,16.56587
fji,1988,16.81915
fji,1989,8.86769
fji,1990,5.98934
fji,1991,7.47507
fji,1992,10.55714
fji,1993,14.35744
fji,1994,15.777
fji,1995,17.92118
fji,1996,24.5849
fji,1997,23.67778
fji,1998,26.96908
fji,1999,32.15436
fji,2000,32.75994
fji,2001,31.71649
fji,2002,36.65943
fji,2003,37.00224
fji,2004,38.80114
fji,2005,13.2774
fji,2006,6.17604
fji,2007,12.47562
fji,2008,8.42779
fji,2009,13.42744
fji,2010,14.34363
fji,2011,15.80271
fji,2012,15.82987
fji,2013,17.958
fji,2014,22.38092
fji,2015,22.69131
fji,2016,19.98284
fji,2017,18.2133
fji,2018,18.47076
fji,2019,16.41062
fji,2020,20.24785
fra,1975,25.39724
fra,1976,25.16013
fra,1977,24.95332
fra,1978,25.03271
fra,1979,25.03988
fra,1980,24.35332
fra,1981,21.99502
fra,1982,20.79578
fra,1983,20.38837
fra,1984,20.17551
fra,1985,20.19366
fra,1986,21.47006
fra,1987,21.37974
fra,1988,22.68689
fra,1989,23.21577
fra,1990,23.3273
fra,1991,22.96077
fra,1992,22.37868
fra,1993,21.23721
fra,1994,21.35331
fra,1995,21.87522
fra,1996,21.76258
fra,1997,22.79881
fra,1998,23.85633
fra,1999,24.49388
fra,2000,23.8386
fra,2001,23.94048
fra,2002,22.75239
fra,2003,22.23835
fra,2004,22.55243
fra,2005,22.46407
fra,2006,23.30776
fra,2007,23.74872
fra,2008,23.44096
fra,2009,20.97193
fra,2010,21.08612
fra,2011,22.11534
fra,2012,21.45571
fra,2013,21.38977
fra,2014,21.48894
fra,2015,22.25487
fra,2016,22.00608
fra,2017,22.75294
fra,2018,23.15692
fra,2019,23.65846
fra,2020,21.47308
fro,1998,41.2229
fro,1999,38.2351
fro,2000,39.53172
fro,2001,38.94435
fro,2002,33.26783
fro,2003,27.91565
fro,2004,26.86133
fro,2005,21.17166
fro,2006,26.8758
fro,2007,27.73435
fro,2008,19.65932
fro,2009,14.43287
fro,2010,23.03584
fro,2011,26.12699
gab,1978,38.58494
gab,1979,38.18027
gab,1980,47.83123
gab,1981,48.84231
gab,1982,46.65153
gab,1983,41.6312
gab,1984,43.6814
gab,1985,37.12696
gab,1986,15.29227
gab,1987,12.67566
gab,1988,21.41056
gab,1989,22.29277
gab,1990,24.25213
gab,1991,28.78045
gab,1992,19.32582
gab,1993,17.4645
gab,1994,29.14043
gab,1995,32.68249
gab,1996,35.55973
gab,1997,41.44729
gab,1998,25.24562
gab,1999,32.31148
gab,2000,41.6571
gab,2001,33.84014
gab,2002,34.74738
gab,2003,32.72843
gab,2004,32.12161
gab,2005,44.62805
gab,2007,40.06154
gab,2008,44.3914
gab,2009,34.47758
gab,2010,41.15857
gab,2011,43.76118
gab,2012,43.8903
gab,2013,40.30591
gab,2014,42.38662
gab,2015,38.378
gbr,1970,23.79994
gbr,1971,22.79246
gbr,1972,21.4387
gbr,1973,22.25593
gbr,1974,19.36839
gbr,1975,18.60249
gbr,1976,19.92155
gbr,1977,21.08963
gbr,1978,21.45197
gbr,1979,20.57359
gbr,1980,18.96709
gbr,1981,17.71996
gbr,1982,17.5589
gbr,1983,18.20271
gbr,1984,18.50154
gbr,1985,18.02589
gbr,1986,16.81433
gbr,1987,17.06355
gbr,1988,17.24356
gbr,1989,16.96654
gbr,1990,15.68614
gbr,1991,14.9894
gbr,1992,13.96475
gbr,1993,13.81073
gbr,1994,15.96515
gbr,1995,14.86883
gbr,1996,15.09354
gbr,1997,15.78812
gbr,1998,16.87183
gbr,1999,15.40886
gbr,2000,16.03789
gbr,2001,16.06943
gbr,2002,16.00444
gbr,2003,15.95069
gbr,2004,15.19695
gbr,2005,15.80581
gbr,2006,15.23039
gbr,2007,15.01208
gbr,2008,13.54565
gbr,2009,11.70255
gbr,2010,12.99415
gbr,2011,13.93149
gbr,2012,12.44448
gbr,2013,11.67609
gbr,2014,12.45698
gbr,2015,12.52858
gbr,2016,12.48166
gbr,2017,14.59853
gbr,2018,14.1188
gbr,2019,15.19388
gbr,2020,14.02562
geo,1997,-2.97366
geo,1998,15.83173
geo,1999,20.44804
geo,2000,10.34175
geo,2001,18.60334
geo,2002,19.07478
geo,2003,16.35362
geo,2004,20.95745
geo,2005,19.05739
geo,2006,11.58856
geo,2007,11.01225
geo,2008,2.93414
geo,2009,0.65707
geo,2010,10.73129
geo,2011,10.00807
geo,2012,14.45744
geo,2013,15.43224
geo,2014,15.28187
geo,2015,14.47205
geo,2016,17.69742
geo,2017,19.24602
geo,2018,21.3433
geo,2019,19.75281
geo,2020,11.32178
gha,1975,14.4369
gha,1976,8.76812
gha,1977,11.48282
gha,1978,5.4084
gha,1979,8.25538
gha,1980,6.32405
gha,1981,5.70336
gha,1982,5.55492
gha,1983,4.25686
gha,1984,6.7457
gha,1985,8.03418
gha,1986,6.93332
gha,1987,7.57086
gha,1988,9.96399
gha,1989,11.40524
gha,1990,10.53332
gha,1991,11.86903
gha,1992,6.93506
gha,1993,12.84023
gha,1994,19.08017
gha,1995,17.62466
gha,1996,18.09331
gha,1997,10.41103
gha,1998,18.03308
gha,1999,9.3619
gha,2000,15.26542
gha,2001,21.09261
gha,2002,18.75404
gha,2003,21.15697
gha,2004,22.87179
gha,2005,19.20714
gha,2006,17.78991
gha,2007,6.74361
gha,2008,4.34116
gha,2009,11.03639
gha,2010,4.87095
gha,2011,3.88165
gha,2012,5.26762
gha,2013,15.19489
gha,2014,18.26555
gha,2015,21.22924
gha,2016,18.89211
gha,2017,16.8879
gha,2018,20.93786
gha,2019,18.60782
gha,2020,24.61194
gin,1986,11.33883
gin,1987,12.1805
gin,1988,11.01416
gin,1989,14.8886
gin,1990,19.2097
gin,1991,19.5441
gin,1992,19.75616
gin,1993,23.57023
gin,1994,21.87027
gin,1995,20.66546
gin,1996,15.9957
gin,1997,17.85805
gin,1998,13.60948
gin,1999,15.43798
gin,2000,16.10914
gin,2001,15.1344
gin,2002,12.49705
gin,2003,19.18548
gin,2004,12.62725
gin,2005,9.36236
gin,2006,1.37004
gin,2007,-3.68354
gin,2008,4.27018
gin,2009,-5.47927
gin,2010,6.5849
gin,2011,3.39275
gin,2012,5.75906
gin,2013,-7.77929
gin,2014,-3.61214
gin,2015,-7.38426
gin,2016,-1.21943
gin,2017,11.42342
gin,2018,8.33727
gin,2019,8.40421
gin,2020,24.00255
gmb,1978,3.80537
gmb,1979,11.3828
gmb,1980,16.35503
gmb,1981,24.29005
gmb,1982,19.86784
gmb,1983,10.0415
gmb,1984,12.13716
gmb,1985,22.8808
gmb,1986,29.35008
gmb,1987,42.29749
gmb,1988,30.11467
gmb,1989,17.45713
gmb,1990,21.85368
gmb,1991,8.75102
gmb,1992,11.70373
gmb,1993,-0.15819
gmb,1994,-2.3392
gmb,1995,9.45312
gmb,1996,-3.31157
gmb,1997,7.53892
gmb,2003,9.79337
gmb,2004,6.04997
gmb,2005,3.58179
gmb,2006,11.74692
gmb,2007,9.25175
gmb,2008,0.32129
gmb,2009,5.30786
gmb,2010,-0.3532
gmb,2011,6.28663
gmb,2012,15.72186
gmb,2013,5.58776
gmb,2014,11.40976
gmb,2015,18.89236
gmb,2016,19.9129
gmb,2017,18.68343
gmb,2018,15.67624
gmb,2019,17.89335
gmb,2020,32.47864
gnb,1982,-15.09363
gnb,1983,-10.50021
gnb,1984,-3.75403
gnb,1985,-13.96793
gnb,1986,13.83015
gnb,1987,12.86013
gnb,1988,14.60895
gnb,1989,6.9381
gnb,1990,14.47664
gnb,1991,3.91572
gnb,1992,7.46896
gnb,1993,7.40687
gnb,1994,7.45111
gnb,1995,9.67265
gnb,1996,6.57022
gnb,1997,14.44203
gnb,2001,0.91959
gnb,2002,5.78741
gnb,2003,6.45103
gnb,2004,7.87192
gnb,2005,2.69095
gnb,2006,4.0553
gnb,2007,9.01169
gnb,2008,9.56489
gnb,2009,4.99312
gnb,2010,-2.89312
gnb,2011,10.86075
gnb,2012,2.17783
gnb,2013,1.05439
gnb,2014,12.00462
gnb,2015,10.08903
gnb,2016,7.74705
gnb,2017,8.42086
gnb,2018,13.42581
gnb,2019,11.55271
gnb,2020,13.56556
grc,2006,15.3596
grc,2007,12.73613
grc,2008,10.10052
grc,2009,5.92892
grc,2010,7.36995
grc,2011,4.66128
grc,2012,7.85271
grc,2013,10.48015
grc,2014,10.81506
grc,2015,10.68422
grc,2016,10.56994
grc,2017,9.67381
grc,2018,9.72066
grc,2019,10.2881
grc,2020,7.31152
gtm,1977,19.50552
gtm,1978,17.44803
gtm,1979,16.11567
gtm,1980,13.96677
gtm,1981,10.58031
gtm,1982,9.66043
gtm,1983,8.60663
gtm,1984,7.54488
gtm,1985,8.91457
gtm,1986,9.86636
gtm,1987,7.66303
gtm,1988,8.47875
gtm,1989,9.18549
gtm,1990,10.19732
gtm,1991,12.3483
gtm,1992,11.4847
gtm,1993,11.0208
gtm,1994,10.80423
gtm,1995,11.14983
gtm,1996,9.78075
gtm,1997,10.11338
gtm,1998,12.00428
gtm,1999,11.7896
gtm,2000,12.47925
gtm,2001,9.97523
gtm,2002,13.72008
gtm,2003,14.33735
gtm,2004,15.668
gtm,2005,13.80203
gtm,2006,14.35798
gtm,2007,14.45507
gtm,2008,11.60469
gtm,2009,12.79921
gtm,2010,11.6472
gtm,2011,11.12882
gtm,2012,11.55854
gtm,2013,11.59969
gtm,2014,11.77097
gtm,2015,13.57517
gtm,2016,14.82389
gtm,2017,14.78428
gtm,2018,14.63716
gtm,2019,16.61802
gtm,2020,18.4315
guy,1977,6.6681
guy,1978,14.12192
guy,1979,15.83442
guy,1980,13.31163
guy,1981,-2.94241
guy,1982,-6.7435
guy,1983,-11.75067
guy,1984,3.97018
guy,1985,5.72045
guy,1992,12.93629
guy,1993,17.34848
guy,1994,10.35802
guy,1995,18.48488
guy,1996,24.18554
guy,1997,17.60567
guy,1998,15.24668
guy,1999,12.69077
guy,2000,9.59245
guy,2001,6.71541
guy,2002,6.67719
guy,2003,11.1781
guy,2004,19.2898
guy,2005,17.47545
hkg,1998,30.70301
hkg,1999,31.41612
hkg,2000,31.97805
hkg,2001,31.62559
hkg,2002,31.07341
hkg,2003,33.1658
hkg,2004,32.30579
hkg,2005,32.94089
hkg,2006,34.97762
hkg,2007,34.41675
hkg,2008,36.02296
hkg,2009,31.73093
hkg,2010,30.89186
hkg,2011,29.70111
hkg,2012,26.79841
hkg,2013,25.54917
hkg,2014,25.21423
hkg,2015,24.85857
hkg,2016,25.46327
hkg,2017,26.65245
hkg,2018,25.73389
hkg,2019,24.03923
hkg,2020,25.52427
hnd,1974,16.09957
hnd,1975,8.95907
hnd,1976,11.44288
hnd,1977,15.33992
hnd,1978,13.90042
hnd,1979,13.39128
hnd,1980,8.29076
hnd,1981,5.66799
hnd,1982,2.73106
hnd,1983,2.62985
hnd,1984,4.38438
hnd,1985,6.79652
hnd,1986,5.71912
hnd,1987,9.25065
hnd,1988,12.95931
hnd,1989,8.82241
hnd,1990,13.73513
hnd,1991,13.81983
hnd,1992,12.617
hnd,1993,20.05505
hnd,1994,23.76289
hnd,1995,21.92303
hnd,1996,20.43616
hnd,1997,23.52517
hnd,1998,23.91268
hnd,1999,26.69082
hnd,2000,20.30959
hnd,2001,18.89381
hnd,2002,18.80876
hnd,2003,18.94239
hnd,2004,20.34213
hnd,2005,24.05528
hnd,2006,25.23882
hnd,2007,24.13772
hnd,2008,21.59816
hnd,2009,18.98573
hnd,2010,17.67409
hnd,2011,18.82178
hnd,2012,16.13247
hnd,2013,12.82521
hnd,2014,14.84109
hnd,2015,19.80348
hnd,2016,20.54954
hnd,2017,23.29947
hnd,2018,19.73116
hnd,2019,20.56622
hnd,2020,21.88423
hrv,1995,12.17996
hrv,1996,17.31133
hrv,1997,16.19658
hrv,1998,17.40888
hrv,1999,15.74793
hrv,2000,18.46972
hrv,2001,18.95897
hrv,2002,18.11654
hrv,2003,18.75387
hrv,2004,20.57989
hrv,2005,19.44111
hrv,2006,21.10353
hrv,2007,20.98268
hrv,2008,19.76566
hrv,2009,18.32656
hrv,2010,18.70051
hrv,2011,17.93543
hrv,2012,16.4022
hrv,2013,18.03558
hrv,2014,18.40073
hrv,2015,22.58662
hrv,2016,21.95008
hrv,2017,24.12561
hrv,2018,24.1188
hrv,2019,24.39209
hrv,2020,21.89426
hti,1988,7.82784
hti,1989,9.73209
hti,1990,2.96781
hti,1991,11.40758
hti,1992,11.06548
hti,1993,-4.5566
hti,1994,-0.96853
hti,1995,26.43406
hti,1996,26.916
hti,1997,23.18303
hti,1998,25.78881
hti,1999,26.57277
hti,2000,6.90252
hti,2001,6.21283
hti,2002,6.83173
hti,2003,11.54321
hti,2004,9.83694
hti,2005,11.84471
hti,2006,11.84735
hti,2007,11.12665
hti,2008,11.09916
hti,2009,11.55344
hti,2010,24.12997
hti,2011,18.48422
hti,2012,14.23173
hti,2013,13.7405
hti,2014,11.56253
hti,2015,12.26354
hti,2016,12.94626
hti,2017,16.15773
hti,2018,13.56356
hti,2019,16.63575
hti,2020,19.08112
hun,1993,11.87829
hun,1994,15.69684
hun,1995,19.33484
hun,1996,20.75159
hun,1997,21.5033
hun,1998,21.34541
hun,1999,18.70965
hun,2000,19.25143
hun,2001,19.7736
hun,2002,18.54371
hun,2003,15.78258
hun,2004,16.69322
hun,2005,16.57011
hun,2006,18.0756
hun,2007,16.7598
hun,2008,17.69271
hun,2009,19.77225
hun,2010,20.74266
hun,2011,20.92737
hun,2012,21.05785
hun,2013,24.47464
hun,2014,24.53233
hun,2015,25.32451
hun,2016,25.7326
hun,2017,24.70853
hun,2018,26.73631
hun,2019,27.63335
hun,2020,25.80372
idn,1981,20.19757
idn,1982,15.53132
idn,1983,23.91524
idn,1984,23.05609
idn,1985,23.52707
idn,1986,21.02676
idn,1987,24.10224
idn,1988,23.31601
idn,1989,26.18622
idn,1990,22.45364
idn,1991,22.073
idn,1992,23.30042
idn,1993,28.99815
idn,1994,29.8717
idn,1995,28.13846
idn,1996,27.80808
idn,1997,29.03094
idn,1998,22.42249
idn,1999,13.2018
idn,2000,26.2869
idn,2001,27.19979
idn,2002,23.01741
idn,2003,20.68405
idn,2004,20.76429
idn,2005,24.33849
idn,2006,25.77714
idn,2007,25.17912
idn,2008,28.45241
idn,2009,29.05638
idn,2010,32.72742
idn,2011,33.22007
idn,2012,31.98537
idn,2013,31.12177
idn,2014,30.66891
idn,2015,30.12336
idn,2016,29.92277
idn,2017,30.87836
idn,2018,31.68052
idn,2019,30.90105
idn,2020,29.60976
ind,1975,13.09809
ind,1976,15.9656
ind,1977,15.40498
ind,1978,15.05826
ind,1979,15.76899
ind,1980,14.52576
ind,1981,15.80788
ind,1982,15.80599
ind,1983,15.35475
ind,1984,15.79556
ind,1985,16.79831
ind,1986,15.78851
ind,1987,16.98253
ind,1988,18.15681
ind,1989,20.14444
ind,1990,21.21356
ind,1991,21.75997
ind,1992,23.2468
ind,1993,24.08308
ind,1994,25.951
ind,1995,26.96739
ind,1996,27.04793
ind,1997,27.55043
ind,1998,25.8895
ind,1999,25.63754
ind,2000,26.11903
ind,2001,26.25988
ind,2002,28.11149
ind,2003,30.47097
ind,2004,33.33257
ind,2005,34.41802
ind,2006,36.36053
ind,2007,37.01139
ind,2008,36.25408
ind,2009,35.61744
ind,2010,36.30588
ind,2011,35.1318
ind,2012,35.26129
ind,2013,34.30466
ind,2014,33.46602
ind,2015,32.45392
ind,2016,30.83058
ind,2017,31.70675
ind,2018,31.31747
ind,2019,29.88493
ind,2020,30.73288
irl,2005,27.04717
irl,2006,27.3925
irl,2007,23.95091
irl,2008,18.84738
irl,2009,15.44661
irl,2010,16.91913
irl,2011,15.3244
irl,2012,15.78948
irl,2013,20.65964
irl,2014,23.85202
irl,2015,30.19375
irl,2016,33.56006
irl,2017,34.40653
irl,2018,33.93295
irl,2019,35.3903
irl,2020,37.38271
irn,1976,39.98265
irn,1977,36.28736
irn,1978,24.95722
irn,1979,28.70786
irn,1980,22.22326
irn,1981,15.34908
irn,1982,19.98318
irn,1983,21.61334
irn,1984,19.52795
