geo,time,sl_tlf_totl_in
kgz,2010,2454946
kgz,2011,2501377
kgz,2012,2507298
kgz,2013,2474606
kgz,2014,2505765
kgz,2015,2545405
kgz,2016,2546725
kgz,2017,2525510
kgz,2018,2515508
kgz,2019,2555254
kgz,2020,2477198
kgz,2021,2546885
khm,1990,3953233
khm,1991,4062193
khm,1992,4151538
khm,1993,4239321
khm,1994,4402816
khm,1995,4546376
khm,1996,4699510
khm,1997,4898652
khm,1998,5136459
khm,1999,5381484
khm,2000,5579681
khm,2001,6182973
khm,2002,6328794
khm,2003,6440569
khm,2004,6534313
khm,2005,6740643
khm,2006,6957261
khm,2007,7175247
khm,2008,7408126
khm,2009,7639032
khm,2010,8087213
khm,2011,8334043
khm,2012,8280172
khm,2013,8183449
khm,2014,8362550
khm,2015,8450593
khm,2016,8841029
khm,2017,8957446
khm,2018,9088032
khm,2019,9221528
khm,2020,9185555
khm,2021,9358533
kor,1990,19185010
kor,1991,19787665
kor,1992,20218468
kor,1993,20497421
kor,1994,21033262
kor,1995,21498442
kor,1996,21828771
kor,1997,22322162
kor,1998,21993990
kor,1999,22308894
kor,2000,22976420
kor,2001,23417394
kor,2002,23869030
kor,2003,23850605
kor,2004,24344407
kor,2005,24464988
kor,2006,24732517
kor,2007,24986726
kor,2008,25160289
kor,2009,25182792
kor,2010,25510485
kor,2011,25927886
kor,2012,26294967
kor,2013,26647943
kor,2014,27396653
kor,2015,27784825
kor,2016,28000418
kor,2017,28292428
kor,2018,28444054
kor,2019,28712438
kor,2020,28474612
kor,2021,28606253
kwt,1990,904466
kwt,1991,893587
kwt,1995,732361
kwt,1996,749553
kwt,1997,796759
kwt,1998,861226
kwt,1999,929487
kwt,2000,980471
kwt,2001,1017016
kwt,2002,1041035
kwt,2003,1049702
kwt,2004,1086076
kwt,2005,1135406
kwt,2006,1211001
kwt,2007,1299336
kwt,2008,1398238
kwt,2009,1505741
kwt,2010,1619888
kwt,2011,1735250
kwt,2012,1858654
kwt,2013,1984724
kwt,2014,2105450
kwt,2015,2215419
kwt,2016,2299499
kwt,2017,2366772
kwt,2018,2411589
kwt,2019,2453595
kwt,2020,2310675
kwt,2021,2405824
lao,1990,1940985
lao,1991,1989966
lao,1992,2039753
lao,1993,2090223
lao,1994,2140118
lao,1995,2191540
lao,1996,2233063
lao,1997,2277509
lao,1998,2324438
lao,1999,2373210
lao,2000,2423842
lao,2001,2479856
lao,2002,2535583
lao,2003,2593307
lao,2004,2655591
lao,2005,2723216
lao,2006,2797840
lao,2007,2875196
lao,2008,2953835
lao,2009,3031600
lao,2010,3107269
lao,2011,3182452
lao,2012,3257414
lao,2013,3331273
lao,2014,3403116
lao,2015,3472615
lao,2016,3543198
lao,2017,3611116
lao,2018,3678317
lao,2019,3748218
lao,2020,3787334
lao,2021,3856860
lbn,1990,787264
lbn,1991,836394
lbn,1992,886134
lbn,1993,944965
lbn,1994,1001711
lbn,1995,1050132
lbn,1996,1066824
lbn,1997,1086708
lbn,1998,1100477
lbn,1999,1127072
lbn,2000,1164071
lbn,2001,1205960
lbn,2002,1265188
lbn,2003,1332400
lbn,2004,1389988
lbn,2005,1433917
lbn,2006,1462991
lbn,2007,1478592
lbn,2008,1488004
lbn,2009,1510482
lbn,2010,1561529
lbn,2011,1646708
lbn,2012,1753471
lbn,2013,1865163
lbn,2014,1968675
lbn,2015,2056310
lbn,2016,2129127
lbn,2017,2179114
lbn,2018,2217197
lbn,2019,2252317
lbn,2020,2162976
lbn,2021,2171593
lbr,1990,887127
lbr,1991,874218
lbr,1992,862026
lbr,1993,856624
lbr,1994,865357
lbr,1995,891933
lbr,1996,945091
lbr,1997,1020077
lbr,1998,1105751
lbr,1999,1188257
lbr,2000,1258929
lbr,2001,1303033
lbr,2002,1333236
lbr,2003,1356764
lbr,2004,1383154
lbr,2005,1418648
lbr,2006,1465631
lbr,2007,1522273
lbr,2008,1584858
lbr,2009,1648794
lbr,2010,1711168
lbr,2011,1768375
lbr,2012,1823865
lbr,2013,1878950
lbr,2014,1935326
lbr,2015,1994122
lbr,2016,2053809
lbr,2017,2115393
lbr,2018,2178949
lbr,2019,2244310
lbr,2020,2230924
lbr,2021,2321145
lby,1990,1213473
lby,1991,1258953
lby,1992,1308116
lby,1993,1359398
lby,1994,1410388
lby,1995,1459646
lby,1996,1506946
lby,1997,1551340
lby,1998,1594497
lby,1999,1638969
lby,2000,1686229
lby,2001,1735599
lby,2002,1787325
lby,2003,1839822
lby,2004,1890725
lby,2005,1938331
lby,2006,1980895
lby,2007,2020092
lby,2008,2055340
lby,2009,2086174
lby,2010,2112536
lby,2011,2127174
lby,2012,2137675
lby,2013,2146672
lby,2014,2157704
lby,2015,2173488
lby,2016,2201903
lby,2017,2236944
lby,2018,2276671
lby,2019,2318129
lby,2020,2337057
lby,2021,2403691
lca,1990,55192
lca,1991,56367
lca,1992,57477
lca,1993,58479
lca,1994,59494
lca,1995,60580
lca,1996,61835
lca,1997,63249
lca,1998,64789
lca,1999,66373
lca,2000,67967
lca,2001,69494
lca,2002,71245
lca,2003,73067
lca,2004,75016
lca,2005,77120
lca,2006,79515
lca,2007,81991
lca,2008,84515
lca,2009,86977
lca,2010,89273
lca,2011,91341
lca,2012,95508
lca,2013,97118
lca,2014,98715
lca,2015,100273
lca,2016,101697
lca,2017,103128
lca,2018,104621
lca,2019,103907
lca,2020,102251
lca,2021,103488
lka,1990,7228761
lka,1991,7086921
lka,1992,6921495
lka,1993,7055971
lka,1994,7216434
lka,1995,7057992
lka,1996,7224898
lka,1997,7303482
lka,1998,7883239
lka,1999,7783047
lka,2000,7643112
lka,2001,7707166
lka,2002,7766012
lka,2003,7819540
lka,2004,7869647
lka,2005,7916840
lka,2006,7944962
lka,2007,7974200
lka,2008,8003756
lka,2009,8031766
lka,2010,8057266
lka,2011,8061100
lka,2012,8036731
lka,2013,8272535
lka,2014,8284275
lka,2015,8466535
lka,2016,8590445
lka,2017,8751857
lka,2018,8495791
lka,2019,8481217
lka,2020,8105653
lka,2021,8189249
lso,1990,690662
lso,1991,711563
lso,1992,733389
lso,1993,755941
lso,1994,778800
lso,1995,801464
lso,1996,821749
lso,1997,841535
lso,1998,859807
lso,1999,875325
lso,2000,882951
lso,2001,886237
lso,2002,885225
lso,2003,881725
lso,2004,877908
lso,2005,875036
lso,2006,870783
lso,2007,868853
lso,2008,868629
lso,2009,869248
lso,2010,870230
lso,2011,869501
lso,2012,869892
lso,2013,871599
lso,2014,881445
lso,2015,892175
lso,2016,900936
lso,2017,910583
lso,2018,920631
lso,2019,930607
lso,2020,917562
lso,2021,931154
ltu,1990,1726356
ltu,1991,1734280
ltu,1992,1752868
ltu,1993,1766302
ltu,1994,1770832
ltu,1995,1758150
ltu,1996,1743746
ltu,1997,1727734
ltu,1998,1714697
ltu,1999,1715349
ltu,2000,1686223
ltu,2001,1652805
ltu,2002,1636664
ltu,2003,1685289
ltu,2004,1594439
ltu,2005,1556277
ltu,2006,1512197
ltu,2007,1510642
ltu,2008,1510017
ltu,2009,1519394
ltu,2010,1500023
ltu,2011,1483347
ltu,2012,1473477
ltu,2013,1465982
ltu,2014,1476684
ltu,2015,1467729
ltu,2016,1477040
ltu,2017,1461582
ltu,2018,1467725
ltu,2019,1472298
ltu,2020,1479033
ltu,2021,1450936
lux,1990,157978
lux,1991,165513
lux,1992,172838
lux,1993,171994
lux,1994,173657
lux,1995,169317
lux,1996,171787
lux,1997,174463
lux,1998,177006
lux,1999,182796
lux,2000,188883
lux,2001,192612
lux,2002,198166
lux,2003,198587
lux,2004,204752
lux,2005,210313
lux,2006,214827
lux,2007,219328
lux,2008,224437
lux,2009,237941
lux,2010,240901
lux,2011,246570
lux,2012,258424
lux,2013,268168
lux,2014,278629
lux,2015,285694
lux,2016,287185
lux,2017,296867
lux,2018,306235
lux,2019,316967
lux,2020,323663
lux,2021,333818
lva,1990,1212112
lva,1991,1210678
lva,1992,1224785
lva,1993,1213418
lva,1994,1193209
lva,1995,1180445
lva,1996,1172162
lva,1997,1166888
lva,1998,1152335
lva,1999,1125014
lva,2000,1092582
lva,2001,1095832
lva,2002,1118712
lva,2003,1099514
lva,2004,1101202
lva,2005,1095660
lva,2006,1121427
lva,2007,1137096
lva,2008,1151575
lva,2009,1107285
lva,2010,1061033
lva,2011,1034352
lva,2012,1040792
lva,2013,1022021
lva,2014,1006764
lva,2015,1008595
lva,2016,1003653
lva,2017,997440
lva,2018,994656
lva,2019,980734
lva,2020,979421
lva,2021,941219
mac,1990,150203
mac,1991,155179
mac,1992,158465
mac,1993,165607
mac,1994,173146
mac,1995,181406
mac,1996,189980
mac,1997,198993
mac,1998,202595
mac,1999,209424
mac,2000,215323
mac,2001,220851
mac,2002,227288
mac,2003,225186
mac,2004,238933
mac,2005,254202
mac,2006,273737
mac,2007,297048
mac,2008,312568
mac,2009,328001
mac,2010,334829
mac,2011,348452
mac,2012,356780
mac,2013,367436
mac,2014,381235
mac,2015,387762
mac,2016,385786
mac,2017,382247
mac,2018,386682
mac,2019,387113
mac,2020,387247
mac,2021,387774
mar,1990,7656050
mar,1991,7842037
mar,1992,8078244
mar,1993,8303721
mar,1994,8462465
mar,1995,8748902
mar,1996,8895234
mar,1997,9161704
mar,1998,9371119
mar,1999,9621249
mar,2000,9849594
mar,2001,10038608
mar,2002,10121597
mar,2003,10303007
mar,2004,10486849
mar,2005,10679670
mar,2006,10870436
mar,2007,11074048
mar,2008,11284664
mar,2009,11384115
mar,2010,11470365
mar,2011,11567024
mar,2012,11577591
mar,2013,11733125
mar,2014,11852375
mar,2015,11890785
mar,2016,11831280
mar,2017,11745041
mar,2018,11921428
mar,2019,12102908
mar,2020,11665214
mar,2021,11958963
mda,1990,1218290
mda,1991,1238154
mda,1992,1254338
mda,1993,1263584
mda,1994,1271890
mda,1995,1273307
mda,1996,1292300
mda,1997,1292840
mda,1998,1316886
mda,1999,1333861
mda,2000,1339657
mda,2001,1308547
mda,2002,1293083
mda,2003,1192773
mda,2004,1160343
mda,2005,1147490
mda,2006,1093845
mda,2007,1063181
mda,2008,1053661
mda,2009,1019855
mda,2010,994010
mda,2011,1012274
mda,2012,977346
mda,2013,994362
mda,2014,1040713
mda,2015,1061694
mda,2016,1056262
mda,2017,978787
mda,2018,849951
mda,2019,947265
mda,2020,888710
mda,2021,849706
mdg,1990,5496530
mdg,1991,5662289
mdg,1992,5839443
mdg,1993,6027288
mdg,1994,6224218
mdg,1995,6429103
mdg,1996,6627978
mdg,1997,6837439
mdg,1998,7056482
mdg,1999,7285112
mdg,2000,7523460
mdg,2001,7756351
mdg,2002,8003786
mdg,2003,8263707
mdg,2004,8533950
mdg,2005,8813993
mdg,2006,9099004
mdg,2007,9392160
mdg,2008,9696253
mdg,2009,10015772
mdg,2010,10352622
mdg,2011,10695361
mdg,2012,11056747
mdg,2013,11433945
mdg,2014,11821415
mdg,2015,12216024
mdg,2016,12616845
mdg,2017,13024036
mdg,2018,13438780
mdg,2019,13864048
mdg,2020,13955337
mdg,2021,14461905
mdv,1990,58000
mdv,1991,60132
mdv,1992,62319
mdv,1993,64608
mdv,1994,67082
mdv,1995,69809
mdv,1996,73368
mdv,1997,77197
mdv,1998,81378
mdv,1999,86010
mdv,2000,91153
mdv,2001,95895
mdv,2002,101022
mdv,2003,106369
mdv,2004,111680
mdv,2005,116747
mdv,2006,121634
mdv,2007,126252
mdv,2008,130849
mdv,2009,135845
mdv,2010,144526
mdv,2011,154673
mdv,2012,165955
mdv,2013,178098
mdv,2014,190771
mdv,2015,203710
mdv,2016,217146
mdv,2017,227872
mdv,2018,236950
mdv,2019,243636
mdv,2020,242092
mdv,2021,244888
mex,1990,29482134
mex,1991,30338636
mex,1992,31577441
mex,1993,32835152
mex,1994,33642046
mex,1995,34427266
mex,1996,35215474
mex,1997,36798521
mex,1998,37624484
mex,1999,37909344
mex,2000,38540145
mex,2001,38812077
mex,2002,39371985
mex,2003,40417811
mex,2004,41651820
mex,2005,42869547
mex,2006,44352857
mex,2007,45304973
mex,2008,46199021
mex,2009,47176107
mex,2010,47982609
mex,2011,49035908
mex,2012,50512846
mex,2013,51318641
mex,2014,51780845
mex,2015,52732562
mex,2016,53507498
mex,2017,54096291
mex,2018,55190039
mex,2019,56596004
mex,2020,53080123
mex,2021,57297641
mkd,1990,838212
mkd,1991,843508
mkd,1992,837057
mkd,1993,830599
mkd,1994,825573
mkd,1995,822766
mkd,1996,822889
mkd,1997,812258
mkd,1998,817949
mkd,1999,823198
mkd,2000,828828
mkd,2001,836212
mkd,2002,833280
mkd,2003,870701
mkd,2004,875420
mkd,2005,879930
mkd,2006,884226
mkd,2007,899447
mkd,2008,916719
mkd,2009,929736
mkd,2010,939515
mkd,2011,941964
mkd,2012,940708
mkd,2013,955476
mkd,2014,959769
mkd,2015,953427
mkd,2016,946723
mkd,2017,953123
mkd,2018,956602
mkd,2019,963097
mkd,2020,908703
mkd,2021,917597
mli,1990,3165202
mli,1991,3230590
mli,1992,3309470
mli,1993,3398804
mli,1994,3494676
mli,1995,3594450
mli,1996,3684287
mli,1997,3780734
mli,1998,3883779
mli,1999,3993499
mli,2000,4110233
mli,2001,4227124
mli,2002,4351841
mli,2003,4484536
mli,2004,4625600
mli,2005,4775015
mli,2006,4918865
mli,2007,5073295
mli,2008,5235390
mli,2009,5401966
mli,2010,5571406
mli,2011,5723043
mli,2012,5880797
mli,2013,6046370
mli,2014,6221961
mli,2015,6404886
mli,2016,6545071
mli,2017,6693151
mli,2018,6916901
mli,2019,7153721
mli,2020,7340643
mli,2021,7616330
mlt,1990,133771
mlt,1991,137728
mlt,1992,140007
mlt,1993,142093
mlt,1994,143699
mlt,1995,145090
mlt,1996,147634
mlt,1997,149475
mlt,1998,151381
mlt,1999,153501
mlt,2000,155319
mlt,2001,159324
mlt,2002,161561
mlt,2003,163494
mlt,2004,161420
mlt,2005,163615
mlt,2006,165493
mlt,2007,169660
mlt,2008,172450
mlt,2009,175301
mlt,2010,178897
mlt,2011,182459
mlt,2012,188602
mlt,2013,197309
mlt,2014,205848
mlt,2015,212777
mlt,2016,221621
mlt,2017,232412
mlt,2018,249596
mlt,2019,265579
mlt,2020,275081
mlt,2021,275065
mmr,1990,18379725
mmr,1991,18795632
mmr,1992,19096652
mmr,1993,19422270
mmr,1994,19745580
mmr,1995,20093529
mmr,1996,20463905
mmr,1997,20853768
mmr,1998,21244540
mmr,1999,21571090
mmr,2000,21844721
mmr,2001,22071733
mmr,2002,22271762
mmr,2003,22430776
mmr,2004,22569290
mmr,2005,22689194
mmr,2006,22777514
mmr,2007,22870004
mmr,2008,22983307
mmr,2009,23106446
mmr,2010,23259169
mmr,2011,23527565
mmr,2012,23790840
mmr,2013,24053591
mmr,2014,24326007
mmr,2015,24606833
mmr,2016,24282179
mmr,2017,23914882
mmr,2018,24320096
mmr,2019,23819722
mmr,2020,23004175
mmr,2021,22466939
mne,1990,224918
mne,1991,227577
mne,1992,229747
mne,1993,231514
mne,1994,232521
mne,1995,233211
mne,1996,233218
mne,1997,233366
mne,1998,233208
mne,1999,235408
mne,2000,235698
mne,2001,237459
mne,2002,239017
mne,2003,240389
mne,2004,240867
mne,2005,241317
mne,2006,241031
mne,2007,241135
mne,2008,241471
mne,2009,243220
mne,2010,244101
mne,2011,244434
mne,2012,251647
mne,2013,252785
mne,2014,266742
mne,2015,272449
mne,2016,277078
mne,2017,278154
mne,2018,285047
mne,2019,292291
mne,2020,271654
mne,2021,278693
mng,1990,782193
mng,1991,800318
mng,1992,818547
mng,1993,833664
mng,1994,845951
mng,1995,856408
mng,1996,874252
mng,1997,889784
mng,1998,905453
mng,1999,923323
mng,2000,945162
mng,2001,968792
mng,2002,994913
mng,2003,1022012
mng,2004,1051123
mng,2005,1078227
mng,2006,1103947
mng,2007,1127243
mng,2008,1118441
mng,2009,1140298
mng,2010,1178257
mng,2011,1221213
mng,2012,1228802
mng,2013,1235621
mng,2014,1265410
mng,2015,1275978
mng,2016,1266670
mng,2017,1299132
mng,2018,1312007
mng,2019,1350058
mng,2020,1327599
mng,2021,1347635
moz,1990,5842867
moz,1991,6064085
moz,1992,6339305
moz,1993,6645004
moz,1994,6950695
moz,1995,7236326
moz,1996,7443720
moz,1997,7639779
moz,1998,7867010
moz,1999,8103615
moz,2000,8356479
moz,2001,8603680
moz,2002,8868073
moz,2003,9146318
moz,2004,9345690
moz,2005,9548881
moz,2006,9719525
moz,2007,9901978
moz,2008,10094062
moz,2009,10293739
moz,2010,10500833
moz,2011,10711945
moz,2012,10930022
moz,2013,11158852
moz,2014,11403911
moz,2015,11667371
moz,2016,12047984
moz,2017,12454016
moz,2018,12882281
moz,2019,13327075
moz,2020,13661543
moz,2021,14146459
mrt,1990,570524
mrt,1991,585648
mrt,1992,601518
mrt,1993,618056
mrt,1994,635125
mrt,1995,652678
mrt,1996,670476
mrt,1997,688762
mrt,1998,707785
mrt,1999,727907
mrt,2000,749317
mrt,2001,766489
mrt,2002,784986
mrt,2003,804484
mrt,2004,824512
mrt,2005,844816
mrt,2006,864809
mrt,2007,885271
mrt,2008,906182
mrt,2009,927616
mrt,2010,949616
mrt,2011,971314
mrt,2012,993590
mrt,2013,1025065
mrt,2014,1057555
mrt,2015,1091062
mrt,2016,1123727
mrt,2017,1157889
mrt,2018,1192786
mrt,2019,1228417
mrt,2020,1254313
mrt,2021,1292596
mus,1990,446919
mus,1991,454233
mus,1992,461500
mus,1993,467883
mus,1994,475670
mus,1995,481386
mus,1996,485898
mus,1997,492978
mus,1998,499689
mus,1999,507034
mus,2000,512062
mus,2001,515671
mus,2002,517528
mus,2003,524881
mus,2004,532487
mus,2005,542302
mus,2006,542498
mus,2007,540516
mus,2008,547340
mus,2009,554425
mus,2010,566754
mus,2011,563792
mus,2012,571357
mus,2013,586129
mus,2014,593005
mus,2015,601140
mus,2016,597302
mus,2017,603691
mus,2018,600941
mus,2019,609711
mus,2020,594823
mus,2021,599913
mwi,1990,4005516
mwi,1991,4076386
mwi,1992,4110302
mwi,1993,4124652
mwi,1994,4142275
mwi,1995,4179486
mwi,1996,4239219
mwi,1997,4323484
mwi,1998,4425649
mwi,1999,4536710
mwi,2000,4652909
mwi,2001,4754603
mwi,2002,4865483
mwi,2003,4985603
mwi,2004,5113549
mwi,2005,5248924
mwi,2006,5392614
mwi,2007,5543701
mwi,2008,5703194
mwi,2009,5873988
mwi,2010,6057862
mwi,2011,6248027
mwi,2012,6457457
mwi,2013,6681735
mwi,2014,6906457
mwi,2015,7136103
mwi,2016,7378221
mwi,2017,7622794
mwi,2018,7874053
mwi,2019,8137784
mwi,2020,8185630
mwi,2021,8543391
mys,1990,7089928
mys,1991,7297079
mys,1992,7660178
mys,1993,7961007
mys,1994,8091160
mys,1995,8225692
mys,1996,8692919
mys,1997,8880338
mys,1998,8993055
mys,1999,9272180
mys,2000,9685225
mys,2001,9940132
mys,2002,10143871
mys,2003,10587608
mys,2004,10756180
mys,2005,10880378
mys,2006,11202266
mys,2007,11444489
mys,2008,11635135
mys,2009,11983964
mys,2010,12267636
mys,2011,12808347
mys,2012,13338673
mys,2013,13944247
mys,2014,14286287
mys,2015,14617015
mys,2016,14858273
mys,2017,15154997
mys,2018,15523126
mys,2019,15885303
mys,2020,16085580
mys,2021,16277080
nam,1990,436884
nam,1991,451084
nam,1992,464685
nam,1993,477822
nam,1994,490715
nam,1995,501192
nam,1996,510283
nam,1997,519265
nam,1998,533421
nam,1999,548006
nam,2000,563204
nam,2001,579647
nam,2002,596783
nam,2003,614683
nam,2004,633179
nam,2005,652142
nam,2006,672831
nam,2007,693193
nam,2008,713537
nam,2009,734265
nam,2010,755447
nam,2011,773747
nam,2012,793137
nam,2013,867835
nam,2014,872276
nam,2015,885697
nam,2016,899851
nam,2017,904835
nam,2018,909476
nam,2019,926695
nam,2020,930694
nam,2021,953472
ncl,1990,78301
ncl,1991,80858
ncl,1992,83424
ncl,1993,86005
ncl,1994,88560
ncl,1995,90616
ncl,1996,92784
ncl,1997,94744
ncl,1998,96718
ncl,1999,98596
ncl,2000,100586
ncl,2001,102946
ncl,2002,105547
ncl,2003,108077
ncl,2004,110519
ncl,2005,112957
ncl,2006,115691
ncl,2007,118118
ncl,2008,120393
ncl,2009,122363
ncl,2010,123523
ncl,2011,124879
ncl,2012,126574
ncl,2013,128412
ncl,2014,130051
ncl,2015,131132
ncl,2016,132071
ncl,2017,132951
ncl,2018,133779
ncl,2019,134614
ncl,2020,133015
ncl,2021,134632
ner,1990,3277843
ner,1991,3381446
ner,1992,3497009
ner,1993,3622868
ner,1994,3757424
ner,1995,3899810
ner,1996,4032171
ner,1997,4173356
ner,1998,4321762
ner,1999,4476047
ner,2000,4636661
ner,2001,4786940
ner,2002,4948813
ner,2003,5120586
ner,2004,5300889
ner,2005,5489830
ner,2006,5670231
ner,2007,5865243
ner,2008,6074652
ner,2009,6298974
ner,2010,6538897
ner,2011,6780796
ner,2012,6875105
ner,2013,6964138
ner,2014,7044269
ner,2015,7331894
ner,2016,7621537
ner,2017,7928658
ner,2018,8252570
ner,2019,8592795
ner,2020,8868172
ner,2021,9248760
nga,1990,31787602
nga,1991,32625016
nga,1992,33503976
nga,1993,34424333
nga,1994,35384609
nga,1995,36383806
nga,1996,37336353
nga,1997,38335446
nga,1998,39374850
nga,1999,40447932
nga,2000,41549406
nga,2001,42586341
nga,2002,43663607
nga,2003,44782051
nga,2004,45940926
nga,2005,47143645
nga,2006,48313048
nga,2007,49544711
nga,2008,50833525
nga,2009,52173885
nga,2010,53563331
nga,2011,54954440
nga,2012,54004475
nga,2013,52957798
nga,2014,54348205
nga,2015,55815157
nga,2016,57266041
nga,2017,58814727
nga,2018,60448885
nga,2019,62151626
nga,2020,62259271
nga,2021,64479543
nic,1990,1390628
nic,1991,1445962
nic,1992,1466966
nic,1993,1487416
nic,1994,1507803
nic,1995,1528029
nic,1996,1589840
nic,1997,1653632
nic,1998,1719211
nic,1999,1780409
nic,2000,1840993
nic,2001,1903800
nic,2002,1964988
nic,2003,2025292
nic,2004,2085984
nic,2005,2147779
nic,2006,2211845
nic,2007,2276727
nic,2008,2342011
nic,2009,2406911
nic,2010,2471038
nic,2011,2535983
nic,2012,2600564
nic,2013,2664781
nic,2014,2728779
nic,2015,2784174
nic,2016,2840877
nic,2017,2897643
nic,2018,2939781
nic,2019,2981808
nic,2020,2948386
nic,2021,3018328
nld,1990,6985522
nld,1991,7112677
nld,1992,7208894
nld,1993,7271289
nld,1994,7400208
nld,1995,7470260
nld,1996,7563709
nld,1997,7756121
nld,1998,7899498
nld,1999,8054553
nld,2000,8248997
nld,2001,8400591
nld,2002,8547488
nld,2003,8570550
nld,2004,8623015
nld,2005,8455225
nld,2006,8496086
nld,2007,8659491
nld,2008,8818906
nld,2009,8903655
nld,2010,8885675
nld,2011,8906168
nld,2012,9017947
nld,2013,9050123
nld,2014,9019570
nld,2015,9078568
nld,2016,9105458
nld,2017,9172501
nld,2018,9292270
nld,2019,9451338
nld,2020,9490719
nld,2021,9865732
nor,1990,2149570
nor,1991,2136831
nor,1992,2144381
nor,1993,2146121
nor,1994,2171444
nor,1995,2216096
nor,1996,2268586
nor,1997,2329887
nor,1998,2375965
nor,1999,2380738
nor,2000,2405139
nor,2001,2416453
nor,2002,2438370
nor,2003,2408488
nor,2004,2422629
nor,2005,2431748
nor,2006,2466274
nor,2007,2523507
nor,2008,2599068
nor,2009,2598938
nor,2010,2607569
nor,2011,2626211
nor,2012,2671168
nor,2013,2697989
nor,2014,2728680
nor,2015,2765947
nor,2016,2776089
nor,2017,2768764
nor,2018,2808280
nor,2019,2834618
nor,2020,2841159
nor,2021,2974296
npl,1990,9344977
npl,1991,9603215
npl,1992,9891323
npl,1993,10200248
npl,1994,10518077
npl,1995,10835087
npl,1996,11102650
npl,1997,11362557
npl,1998,11616652
npl,1999,11871569
npl,2000,12096551
npl,2001,12314007
npl,2002,12530233
npl,2003,12745177
npl,2004,12956652
npl,2005,13166128
npl,2006,13425106
npl,2007,13667421
npl,2008,13886983
npl,2009,14115699
npl,2010,14315596
npl,2011,14430284
npl,2012,14531214
npl,2013,14641906
npl,2014,14788430
npl,2015,14990628
npl,2016,15374804
npl,2017,15816932
npl,2018,16299538
npl,2019,16795812
npl,2020,16045628
npl,2021,16994404
nzl,1990,1632162
nzl,1991,1713797
nzl,1992,1720281
nzl,1993,1738983
nzl,1994,1785783
nzl,1995,1830775
nzl,1996,1884292
nzl,1997,1905524
nzl,1998,1911252
nzl,1999,1926353
nzl,2000,1944777
nzl,2001,1979042
nzl,2002,2041461
nzl,2003,2081464
nzl,2004,2138307
nzl,2005,2194713
nzl,2006,2244972
nzl,2007,2278538
nzl,2008,2300485
nzl,2009,2316795
nzl,2010,2339265
nzl,2011,2365873
nzl,2012,2371489
nzl,2013,2400253
nzl,2014,2478687
nzl,2015,2537201
nzl,2016,2645036
nzl,2017,2740347
nzl,2018,2791662
nzl,2019,2825542
nzl,2020,2877711
nzl,2021,2896322
omn,1990,546165
omn,1991,581483
omn,1992,620007
omn,1993,661604
omn,1994,702035
omn,1995,735816
omn,1996,750384
omn,1997,757891
omn,1998,764309
omn,1999,773056
omn,2000,781472
omn,2001,798830
omn,2002,827541
omn,2003,864285
omn,2004,920324
omn,2005,981153
omn,2006,1059221
omn,2007,1140190
omn,2008,1227344
omn,2009,1327514
omn,2010,1446228
omn,2011,1601220
omn,2012,1777789
omn,2013,1965623
omn,2014,2150995
omn,2015,2324661
omn,2016,2476036
omn,2017,2582357
omn,2018,2668777
omn,2019,2748207
omn,2020,2651627
omn,2021,2749750
pak,1990,30278960
pak,1991,31283187
pak,1992,32121360
pak,1993,32685592
pak,1994,33580764
pak,1995,34018082
pak,1996,35716422
pak,1997,37533736
pak,1998,38647172
pak,1999,40120937
pak,2000,41644021
pak,2001,42951804
pak,2002,44294707
pak,2003,45788403
pak,2004,47338585
pak,2005,48478499
pak,2006,49620346
pak,2007,51168119
pak,2008,52768362
pak,2009,54866420
pak,2010,57013179
pak,2011,58344703
pak,2012,60352931
pak,2013,62399603
pak,2014,63499132
pak,2015,66473296
pak,2016,67672977
pak,2017,68865484
pak,2018,70047904
pak,2019,71659613
pak,2020,71809320
pak,2021,73780211
pan,1990,904720
pan,1991,934461
pan,1992,986302
pan,1993,1039804
pan,1994,1073778
pan,1995,1122321
pan,1996,1149701
pan,1997,1176772
pan,1998,1203980
pan,1999,1231569
pan,2000,1272092
pan,2001,1312304
pan,2002,1354097
pan,2003,1388887
pan,2004,1429580
pan,2005,1465868
pan,2006,1476460
pan,2007,1505542
pan,2008,1575326
pan,2009,1621058
pan,2010,1592299
pan,2011,1593844
pan,2012,1675626
pan,2013,1728666
pan,2014,1756843
pan,2015,1797766
pan,2016,1839592
pan,2017,1864998
pan,2018,1948244
pan,2019,2037201
pan,2020,1836789
pan,2021,1984674
per,1990,7954619
per,1991,8164299
per,1992,8346409
per,1993,8698406
per,1994,9061460
per,1995,9622536
per,1996,10097298
per,1997,10586747
per,1998,11054584
per,1999,11552669
per,2000,11411047
per,2001,12183757
per,2002,12735233
per,2003,13270136
per,2004,13792037
per,2005,14304497
per,2006,14791043
per,2007,15335516
per,2008,15563963
per,2009,15822843
per,2010,16182680
per,2011,16311051
per,2012,16382486
per,2013,16511392
per,2014,16606063
per,2015,16632754
per,2016,17321378
per,2017,17829194
per,2018,18321791
per,2019,18798564
per,2020,16201831
per,2021,18566813
phl,1990,22466327
phl,1991,23134412
phl,1992,23819247
phl,1993,24504569
phl,1994,25174657
phl,1995,25848426
phl,1996,26519769
phl,1997,27196805
phl,1998,27956695
phl,1999,28686220
phl,2000,29416903
phl,2001,30160646
phl,2002,30909458
phl,2003,31644414
phl,2004,32628179
phl,2005,33464924
phl,2006,34249911
