global,time,en_atm_ghgt_zg
world,1991,0.92941
world,1992,4.16452
world,1993,-0.39443
world,1994,1.51217
world,1995,2.11382
world,1996,2.68459
world,1997,13.45212
world,1998,15.21258
world,1999,6.957
world,2000,6.09766
world,2001,5.58039
world,2002,12.65532
world,2003,16.19091
world,2004,19.42534
world,2005,23.49824
world,2006,27.22267
world,2007,30.72077
world,2008,27.28663
world,2009,25.94268
world,2010,33.16302
world,2011,38.07881
world,2012,40.00331
