geo,time,en_atm_ghgt_zg
bdi,2006,98.40899
bdi,2007,95.70537
bdi,2008,104.54015
bdi,2009,111.71863
bdi,2010,115.83111
bdi,2011,119.79737
bdi,2012,123.45502
bel,1991,3.54006
bel,1992,2.3628
bel,1993,0.64229
bel,1994,4.73309
bel,1995,6.41158
bel,1996,11.20015
bel,1997,8.44052
bel,1998,10.37356
bel,1999,6.98274
bel,2000,6.65737
bel,2001,4.83235
bel,2002,0.12765
bel,2003,4.46721
bel,2004,2.40474
bel,2005,-0.85331
bel,2006,-2.22653
bel,2007,-4.38764
bel,2008,-0.47773
bel,2009,-4.9047
bel,2010,0.11379
bel,2011,-0.25723
bel,2012,-3.26304
ben,1991,-19.10364
ben,1992,-6.64407
ben,1993,-12.73974
ben,1994,-12.65361
ben,1995,-3.95293
ben,1996,-4.46727
ben,1997,-1.95777
ben,1998,4.9033
ben,1999,-7.83451
ben,2000,-14.69435
ben,2001,-30.03427
ben,2002,1.2066
ben,2003,-21.83275
ben,2004,-32.76034
ben,2005,2.93409
ben,2006,-22.89206
ben,2007,-15.47405
ben,2008,-20.23407
ben,2009,-19.32611
ben,2010,-30.00373
ben,2011,-29.45331
ben,2012,-28.93719
bfa,1991,-2.39756
bfa,1992,3.75979
bfa,1993,5.79635
bfa,1994,9.5481
bfa,1995,15.81129
bfa,1996,19.29016
bfa,1997,27.3381
bfa,1998,273.28352
bfa,1999,240.94367
bfa,2000,282.43817
bfa,2001,239.2966
bfa,2002,312.0026
bfa,2003,259.75024
bfa,2004,256.22068
bfa,2005,293.46274
bfa,2006,240.41752
bfa,2007,259.07995
bfa,2008,235.00341
bfa,2009,257.77353
bfa,2010,257.22059
bfa,2011,259.31293
bfa,2012,261.37245
bgd,1991,-0.00133
bgd,1992,1.51896
bgd,1993,1.73635
bgd,1994,3.62577
bgd,1995,7.73994
bgd,1996,9.71037
bgd,1997,10.58022
bgd,1998,1.91616
bgd,1999,9.17289
bgd,2000,7.34892
bgd,2001,12.669
bgd,2002,13.50485
bgd,2003,15.56613
bgd,2004,16.31113
bgd,2005,19.24994
bgd,2006,22.58755
bgd,2007,27.10308
bgd,2008,29.99076
bgd,2009,34.11653
bgd,2010,40.09637
bgd,2011,42.45937
bgd,2012,44.67096
bgr,1991,-20.72921
bgr,1992,-25.50627
bgr,1993,-27.07284
bgr,1994,-28.93582
bgr,1995,-24.34737
bgr,1996,-23.34562
bgr,1997,-27.34215
bgr,1998,-33.47681
bgr,1999,-39.063
bgr,2000,-38.75703
bgr,2001,-36.40835
bgr,2002,-41.05527
bgr,2003,-35.21454
bgr,2004,-36.28625
bgr,2005,-36.58498
bgr,2006,-35.32854
bgr,2007,-32.89908
bgr,2008,-33.64514
bgr,2009,-39.7398
bgr,2010,-37.13775
bgr,2011,-32.51059
bgr,2012,-37.14017
bhr,1991,-15.33594
bhr,1992,-10.95949
bhr,1993,-10.0912
bhr,1994,-10.7573
bhr,1995,-10.09127
bhr,1996,-6.24133
bhr,1999,5.84865
bhr,2001,11.73308
bhr,2002,17.10372
bhr,2003,20.46003
bhr,2004,25.80781
bhr,2005,37.42761
bhr,2006,47.31479
bhr,2009,71.54465
bhr,2010,81.35299
bhr,2011,87.32971
bhr,2012,92.65537
bhs,1991,-3.4747
bhs,1992,-14.34299
bhs,1993,-17.64679
bhs,1994,-11.42471
bhs,1995,-1.70991
bhs,1996,7.32061
bhs,1997,-1.609
bhs,1998,2.49564
bhs,1999,-0.36392
bhs,2000,-11.36341
bhs,2001,-12.29154
bhs,2002,-9.42164
bhs,2003,-1.04326
bhs,2004,3.85114
bhs,2005,7.25008
bhs,2006,11.69992
bhs,2007,14.89642
bhs,2008,20.76166
bhs,2009,20.65776
bhs,2010,27.18137
bhs,2011,31.52305
bhs,2012,35.38627
bih,1991,-9.98025
bih,1992,-31.10995
bih,1993,-40.94907
bih,1994,-79.21526
bih,1995,-79.00133
bih,1996,-77.32118
bih,1997,-61.74992
bih,1998,-52.60547
bih,1999,-50.92598
bih,2000,-28.18036
bih,2001,-42.26792
bih,2002,-45.36059
bih,2003,-40.46418
bih,2004,-36.13752
bih,2005,-33.64852
bih,2006,-27.28847
bih,2007,-21.21907
bih,2008,-22.61274
bih,2009,-21.86147
bih,2010,-18.19772
bih,2011,-15.68639
bih,2012,-13.44314
blr,1991,-2.06382
blr,1992,-8.22365
blr,1993,-17.29838
blr,1994,-24.5486
blr,1995,-29.69575
blr,1996,-29.60156
blr,1997,-29.18443
blr,1998,-52.91556
blr,1999,-52.79976
blr,2000,-55.02575
blr,2001,-56.41921
blr,2002,-51.60657
blr,2003,-55.75194
blr,2004,-53.81784
blr,2005,-51.46493
blr,2006,-49.04579
blr,2007,-48.37931
blr,2008,-45.60206
blr,2009,-45.11956
blr,2010,-41.64095
blr,2011,-41.2543
blr,2012,-40.86285
blz,1991,9.07317
blz,1992,-0.00489
blz,1993,-3.8763
blz,1994,-6.30019
blz,1995,-4.70779
blz,1996,-9.28586
blz,1997,4.73439
blz,1998,45.90043
blz,1999,80.75671
blz,2000,164.96419
blz,2001,60.17985
blz,2002,169.09154
blz,2003,469.65725
blz,2004,81.13776
blz,2005,219.60364
blz,2006,101.75829
blz,2007,184.82956
blz,2008,122.55616
blz,2009,142.50437
blz,2010,136.89583
blz,2011,142.80037
blz,2012,148.11414
bmu,1991,-10.937
bmu,1992,-28.68193
bmu,1993,-27.86325
bmu,1994,-24.75965
bmu,1995,-23.92059
bmu,1996,-22.79853
bmu,1998,-29.28868
bmu,1999,-24.64592
bmu,2000,-20.52048
bmu,2001,-21.87737
bmu,2002,-19.27616
bmu,2003,-16.83861
bmu,2004,-9.34125
bmu,2005,-10.44562
bmu,2006,-8.03217
bmu,2009,-14.04347
bmu,2010,-8.93019
bmu,2011,-5.83291
bmu,2012,-3.07604
bol,1991,-4.92293
bol,1992,1.1283
bol,1993,11.07938
bol,1994,-18.74684
bol,1995,-11.56202
bol,1996,-8.57761
bol,1997,-7.04655
bol,1998,-29.39636
bol,1999,17.24836
bol,2000,-52.55491
bol,2001,-67.70023
bol,2002,-42.53638
bol,2003,-35.32298
bol,2004,31.10664
bol,2005,60.63603
bol,2006,-14.75812
bol,2007,18.12457
bol,2008,-37.70779
bol,2009,-60.32823
bol,2010,-46.58561
bol,2011,222.34406
bol,2012,222.73066
bra,1991,-2.25669
bra,1992,2.67552
bra,1993,10.36174
bra,1994,-9.38583
bra,1995,-1.97756
bra,1996,0.47012
bra,1997,2.56532
bra,1998,40.9359
bra,1999,-0.64413
bra,2000,-23.881
bra,2001,-20.46791
bra,2002,-0.89542
bra,2003,1.14215
bra,2004,22.48885
bra,2005,48.57588
bra,2006,0.92578
bra,2007,68.31546
bra,2008,-4.56662
bra,2009,-24.54474
bra,2010,80.68894
bra,2011,83.85154
bra,2012,86.11634
brb,1991,3.74473
brb,1992,3.09293
brb,1993,-5.91341
brb,1994,-8.89453
brb,1995,-8.34497
brb,1996,-9.67142
brb,1997,-6.38725
brb,1998,0.74986
brb,1999,9.20984
brb,2000,9.52599
brb,2001,2.12136
brb,2002,5.34054
brb,2012,28.42027
brn,1991,-4.14947
brn,1992,25.65974
brn,1993,10.07904
brn,1994,3.60519
brn,1995,15.77796
brn,1996,-1.16281
brn,1997,1.44624
brn,1998,-3.14475
brn,1999,-48.38603
brn,2000,-47.46276
brn,2001,-46.2881
brn,2002,-46.42056
brn,2003,-41.40485
brn,2004,-43.81106
brn,2005,-40.27827
brn,2006,-28.15714
brn,2007,-29.22965
brn,2008,-25.20155
brn,2009,-26.22657
brn,2010,-23.10246
brn,2011,-21.08308
brn,2012,-19.26199
btn,1991,-0.25211
btn,1992,24.59369
btn,1993,24.38102
btn,1994,26.13199
btn,1995,28.72685
btn,1996,29.98025
btn,1997,24.75977
btn,1998,51.78663
btn,1999,201.33866
btn,2000,80.42995
btn,2001,26.0385
btn,2002,33.39135
btn,2003,14.6413
btn,2004,26.80159
btn,2005,26.38151
btn,2006,53.6042
btn,2007,81.74161
btn,2008,49.06817
btn,2009,71.14652
btn,2010,151.56562
btn,2011,154.62832
btn,2012,157.54646
bwa,1991,-18.01862
bwa,1992,15.86269
bwa,1993,-31.2437
bwa,1994,-17.12917
bwa,1995,-9.12347
bwa,1996,-23.67458
bwa,1997,-24.47101
bwa,1998,156.43946
bwa,1999,159.65746
bwa,2000,196.73405
bwa,2001,306.40533
bwa,2002,284.73024
bwa,2003,30.73264
bwa,2004,78.6178
bwa,2005,80.8742
bwa,2006,225.16553
bwa,2007,95.04013
bwa,2008,446.25489
bwa,2009,71.55328
bwa,2010,510.57157
bwa,2011,512.3571
bwa,2012,513.99652
caf,1991,-27.44549
caf,1992,-10.80021
caf,1993,-19.56523
caf,1994,-20.65737
caf,1995,-8.43878
caf,1996,-11.41353
caf,1997,-9.50892
caf,1998,275.38442
caf,1999,198.98335
caf,2000,241.67742
caf,2001,210.37495
caf,2002,140.01888
caf,2003,264.4353
caf,2004,136.2226
caf,2005,211.52389
caf,2006,307.20456
caf,2007,375.59843
caf,2008,312.69821
caf,2009,192.88423
caf,2010,249.76122
caf,2011,251.02421
caf,2012,252.28565
can,1991,2.86921
can,1992,1.64102
can,1993,7.70656
can,1994,32.6175
can,1995,37.34947
can,1996,14.79885
can,1997,13.37042
can,1998,85.49613
can,1999,34.97856
can,2000,24.96497
can,2001,18.04701
can,2002,49.28677
can,2003,56.29973
can,2004,70.8826
can,2005,39.61224
can,2006,47.02556
can,2007,46.5564
can,2008,49.32617
can,2009,23.19404
can,2010,25.5391
can,2011,69.7893
can,2012,68.73487
che,1991,2.58901
che,1992,1.97208
che,1993,-2.70661
che,1994,-2.76087
che,1995,-3.22048
che,1996,-2.61015
che,1997,-4.9319
che,1998,-3.58926
che,1999,-3.80038
che,2000,-5.90594
che,2001,-4.11114
che,2002,-6.02261
che,2003,-3.26463
che,2004,-2.0769
che,2005,-0.90604
che,2006,-1.12033
che,2007,-4.04533
che,2008,0.42751
che,2009,-2.03538
che,2010,1.34834
che,2011,-5.89947
che,2012,-4.05311
chl,1991,-3.27935
chl,1992,1.25065
chl,1993,6.78976
chl,1994,13.78833
chl,1995,21.38227
chl,1996,34.5268
chl,1997,50.54316
chl,1998,67.41719
chl,1999,77.39916
chl,2000,65.14549
chl,2001,66.01815
chl,2002,66.66122
chl,2003,72.18313
chl,2004,82.49223
chl,2005,85.6272
chl,2006,86.30458
chl,2007,106.69954
chl,2008,102.85124
chl,2009,101.72478
chl,2010,108.81494
chl,2011,114.98462
chl,2012,120.51394
chn,1991,3.66168
chn,1992,7.18832
chn,1993,12.9889
chn,1994,18.51719
chn,1995,29.53429
chn,1996,33.11875
chn,1997,31.36742
chn,1998,32.0789
chn,1999,30.48337
chn,2000,30.56126
chn,2001,32.18471
chn,2002,40.64659
chn,2003,59.96615
chn,2004,82.82138
chn,2005,100.46717
chn,2006,120.24431
chn,2007,134.39013
chn,2008,157.45854
chn,2009,172.74983
chn,2010,187.30398
chn,2011,209.92208
chn,2012,219.95248
civ,1991,-18.57226
civ,1992,-6.34762
civ,1993,-12.2805
civ,1994,-12.35263
civ,1995,-3.12269
civ,1996,-4.71744
civ,1997,-2.15089
civ,1998,-83.59865
civ,1999,-84.02295
civ,2000,-80.65531
civ,2001,-81.2194
civ,2002,-81.1624
civ,2003,-85.27789
civ,2004,-84.93322
civ,2005,-82.73152
civ,2006,-82.09681
civ,2007,-81.6955
civ,2008,-80.49795
civ,2009,-79.83895
civ,2010,-78.63001
civ,2011,-78.30003
civ,2012,-77.98816
cmr,1991,-17.07088
cmr,1992,-6.50681
cmr,1993,-11.13663
cmr,1994,-14.69966
cmr,1995,-6.95778
cmr,1996,-8.5657
cmr,1997,-6.94025
cmr,1998,61.68072
cmr,1999,38.12674
cmr,2000,67.18917
cmr,2001,21.92666
cmr,2002,31.45676
cmr,2003,71.19594
cmr,2004,0.03166
cmr,2005,64.75665
cmr,2006,26.99268
cmr,2007,23.34776
cmr,2008,23.94798
cmr,2009,19.66526
cmr,2010,2.32535
cmr,2011,2.90273
cmr,2012,3.45175
cod,1991,-16.59606
cod,1992,32.48279
cod,1993,-23.74644
cod,1994,-11.45362
cod,1995,-10.50327
cod,1996,-23.69381
cod,1997,-27.50299
cod,1998,-26.34206
cod,1999,-40.14769
cod,2000,-37.40946
cod,2001,-50.73653
cod,2002,-44.51976
cod,2003,-45.66981
cod,2004,-40.7149
cod,2005,-42.29678
cod,2006,-33.00355
cod,2007,-34.97176
cod,2008,-45.23393
cod,2009,-46.84632
cod,2010,-41.9554
cod,2011,-41.84441
cod,2012,-41.73443
cog,1991,-14.80398
cog,1992,28.47297
cog,1993,-21.02673
cog,1994,-10.55952
cog,1995,-8.80402
cog,1996,-18.86061
cog,1997,-21.65231
cog,1998,-49.0926
cog,1999,-56.14896
cog,2000,-55.25707
cog,2001,-44.40519
cog,2002,-60.89258
cog,2003,-45.12191
cog,2004,-46.03494
cog,2005,-38.76832
cog,2006,-40.23601
cog,2007,-46.24896
cog,2008,-51.14426
cog,2009,-45.53936
cog,2010,-44.5388
cog,2011,-44.13396
cog,2012,-43.75717
col,1991,-1.32427
col,1992,2.33768
col,1993,8.24655
col,1994,-2.34014
col,1995,2.69796
col,1996,5.18692
col,1997,7.83554
col,1998,-5.19805
col,1999,-14.24118
col,2000,-5.66324
col,2001,-11.8054
col,2002,-15.00223
col,2003,-6.5461
col,2004,0.12143
col,2005,-13.63507
col,2006,-13.10241
col,2007,1.51216
col,2008,-3.98336
col,2009,-1.42486
col,2010,-4.41583
col,2011,-2.40679
col,2012,-0.5649
com,1991,0.33696
com,1992,0.15811
com,1993,2.48466
com,1994,4.72071
com,1995,8.01096
com,1996,10.45594
com,1997,12.5749
com,1998,16.05496
com,1999,20.75457
com,2000,24.29961
com,2001,43.91143
com,2002,38.01207
com,2003,31.57918
com,2004,32.36145
com,2005,63.34551
com,2006,30.88314
com,2007,74.49137
com,2008,96.72157
com,2009,80.61167
com,2010,84.67191
com,2011,88.31134
com,2012,91.66934
cpv,1991,4.44839
cpv,1992,13.91841
cpv,1993,14.92778
cpv,1994,9.81055
cpv,1995,21.15207
cpv,1996,12.00722
cpv,1997,19.47641
cpv,1998,26.68693
cpv,1999,31.69493
cpv,2000,60.08364
cpv,2001,44.91219
cpv,2002,48.40585
cpv,2003,52.28087
cpv,2004,61.1569
cpv,2005,74.20297
cpv,2008,77.25704
cpv,2009,80.75489
cri,1991,3.69226
cri,1992,17.81145
cri,1993,16.9904
cri,1994,21.68437
cri,1995,17.00139
cri,1996,15.28431
cri,1997,15.48586
cri,1998,23.05795
cri,1999,20.30266
cri,2000,14.63248
cri,2001,27.03758
cri,2002,16.34187
cri,2003,21.202
cri,2004,23.01523
cri,2005,17.47137
cri,2006,24.68455
cri,2007,31.4674
cri,2008,25.74831
cri,2009,28.78782
cri,2010,35.9653
cri,2011,39.57395
cri,2012,42.82568
cub,1991,-10.64923
cub,1992,-18.79472
cub,1993,-23.40161
cub,1994,-20.25863
cub,1995,-18.33497
cub,1996,-14.84095
cub,1997,-12.982
cub,1998,-18.4582
cub,1999,-19.65454
cub,2000,-18.90898
cub,2001,-21.97606
cub,2002,-14.39755
cub,2003,-14.98973
cub,2004,-14.839
cub,2005,-19.77513
cub,2006,-20.22737
cub,2007,-22.84376
cub,2008,-14.87718
cub,2009,-11.39222
cub,2010,-12.72955
cub,2011,-10.29596
cub,2012,-8.10869
cym,1991,3.34567
cyp,1991,11.23173
cyp,1992,18.34496
cyp,1993,22.06945
cyp,1994,30.45377
cyp,1995,28.53392
cyp,1996,35.11042
cyp,1997,36.52708
cyp,1998,43.36506
cyp,1999,47.61066
cyp,2000,55.01352
cyp,2001,51.85831
cyp,2002,56.73003
cyp,2003,73.41193
cyp,2004,70.07194
cyp,2005,73.70474
cyp,2006,70.78467
cyp,2007,76.93261
cyp,2008,78.66113
cyp,2011,49.15784
cyp,2012,44.84747
cze,1991,-9.07978
cze,1992,-14.75764
cze,1993,-19.24555
cze,1994,-23.03448
cze,1995,-23.29085
cze,1996,-21.03124
cze,1997,-23.8281
cze,1998,-25.10962
cze,1999,-27.43144
cze,2000,-17.42325
cze,2001,-19.6398
cze,2002,-22.3409
cze,2003,-19.55623
cze,2004,-22.48999
cze,2005,-24.79799
cze,2006,-24.68747
cze,2007,-23.63212
cze,2008,-26.57105
cze,2009,-29.72858
cze,2010,-25.73808
cze,2011,-26.29549
cze,2012,-29.17807
deu,1991,-2.95024
deu,1992,-7.74457
deu,1993,-8.63346
deu,1994,-9.56443
deu,1995,-9.90031
deu,1996,-8.19507
deu,1997,-10.60102
deu,1998,-15.57836
deu,1999,-18.76345
deu,2000,-19.08952
deu,2001,-18.31823
deu,2002,-19.79733
deu,2003,-18.99474
deu,2004,-19.06299
deu,2005,-21.8766
deu,2006,-20.80992
deu,2007,-22.54467
deu,2008,-21.0145
deu,2009,-24.33062
deu,2010,-24.5262
deu,2011,-25.99638
deu,2012,-24.23084
dji,1991,5.41888
dji,1992,-2.99265
dji,1993,-1.72593
dji,1994,0.18918
dji,1995,5.09611
dji,1996,5.17409
dji,1997,10.79592
dji,1998,9.4968
dji,1999,8.25335
dji,2000,8.1015
dji,2001,24.83053
dji,2002,10.83756
dji,2003,14.99958
dji,2004,16.15644
dji,2005,18.57957
dji,2006,18.01903
dji,2007,33.53319
dji,2008,38.26178
dji,2009,38.51696
dji,2010,44.36992
dji,2011,48.31098
dji,2012,51.86179
dma,1991,-0.34954
dma,1992,-0.49237
dma,1993,-2.51066
dma,1994,5.81094
dma,1995,7.39202
dma,1996,7.85577
dma,1997,1.0779
dma,1998,4.7334
dma,1999,11.30643
dma,2000,7.80896
dma,2001,20.27679
dma,2002,21.75393
dma,2003,24.47598
dma,2004,33.96785
dma,2005,33.62557
dma,2006,46.29915
dma,2007,49.44838
dma,2008,55.20329
dma,2009,55.44004
dma,2010,61.72072
dma,2011,66.36507
dma,2012,70.53815
dnk,1991,14.57184
dnk,1992,5.93364
dnk,1993,9.39884
dnk,1994,14.4332
dnk,1995,9.66601
dnk,1996,28.14844
dnk,1997,14.77469
dnk,1998,5.18868
dnk,1999,0.64259
dnk,2000,-5.42256
dnk,2001,-3.31653
dnk,2002,-4.27169
dnk,2003,3.47455
dnk,2004,-5.00701
dnk,2005,-10.57798
dnk,2006,0.37429
dnk,2007,-6.19562
dnk,2008,-10.09464
dnk,2009,-13.06773
dnk,2010,-12.14743
dnk,2011,-19.4084
dnk,2012,-25.91027
dom,1991,4.9186
dom,1992,16.5536
dom,1993,15.46479
dom,1994,24.85372
dom,1995,29.66156
dom,1996,37.24703
dom,1997,47.1246
dom,1998,57.83076
dom,1999,59.14351
dom,2000,67.58984
dom,2001,67.14302
dom,2002,72.06672
dom,2003,66.85416
dom,2004,67.60039
dom,2005,72.03418
dom,2006,74.31597
dom,2007,78.77112
dom,2008,80.25883
dom,2009,79.39872
dom,2010,86.27391
dom,2011,91.62326
dom,2012,96.42838
dza,1991,4.88811
dza,1992,14.27061
dza,1993,15.07309
dza,1994,11.41996
dza,1995,16.30253
dza,1996,16.2364
dza,1997,16.46432
dza,1998,18.89734
dza,1999,24.75306
dza,2000,25.67727
dza,2001,21.50297
dza,2002,23.27648
dza,2003,31.13933
dza,2004,31.37828
dza,2005,37.38586
dza,2006,42.47189
dza,2007,47.80611
dza,2008,50.70134
dza,2009,51.10967
dza,2010,57.52111
dza,2011,61.86968
dza,2012,65.78503
ecu,1991,3.79222
ecu,1992,7.25504
ecu,1993,8.91276
ecu,1994,18.67444
ecu,1995,26.32978
ecu,1996,33.67302
ecu,1997,34.11877
ecu,1998,31.76829
ecu,1999,21.10995
ecu,2000,28.98826
ecu,2001,33.40097
ecu,2002,38.09777
ecu,2003,42.97838
ecu,2004,48.84181
ecu,2005,52.46309
ecu,2006,57.14967
ecu,2007,61.38273
ecu,2008,54.25824
ecu,2009,60.23702
ecu,2010,63.06393
ecu,2011,67.18896
ecu,2012,70.92496
egy,1991,1.97396
egy,1992,6.59013
egy,1993,8.53248
egy,1994,5.42808
egy,1995,11.80664
egy,1996,14.47818
egy,1997,18.84884
egy,1998,22.73152
egy,1999,27.94244
egy,2000,32.60787
egy,2001,34.6443
egy,2002,45.77758
egy,2003,52.32803
egy,2004,60.57424
egy,2005,75.25999
egy,2006,84.26855
egy,2007,91.40842
egy,2008,93.91332
egy,2009,91.46101
egy,2010,101.47538
egy,2011,107.24975
egy,2012,112.43439
eri,1991,-0.01746
eri,1992,10.59255
eri,1993,3.6741
eri,1994,8.04485
eri,1995,12.47519
eri,1996,25.51754
eri,1997,36.2125
eri,1998,40.04
eri,1999,48.09763
eri,2000,49.35227
eri,2001,41.68413
eri,2002,33.62005
eri,2003,34.37454
eri,2004,35.90448
eri,2005,34.21196
eri,2006,34.42575
eri,2007,45.98234
eri,2008,48.5577
eri,2009,42.45127
eri,2010,45.26043
eri,2011,47.3021
eri,2012,49.25122
esp,1991,2.46702
esp,1992,5.16623
esp,1993,0.19041
esp,1994,4.42191
esp,1995,8.90298
esp,1996,5.60543
esp,1997,12.4664
esp,1998,17.19566
esp,1999,23.94007
esp,2000,29.89268
esp,2001,28.73322
esp,2002,35.4787
esp,2003,39.04186
esp,2004,43.55459
esp,2005,48.97804
esp,2006,46.66048
esp,2007,49.96236
esp,2008,38.01909
esp,2009,27.09437
esp,2010,20.8885
esp,2011,20.6292
esp,2012,18.72014
est,1991,-7.63596
est,1992,-26.04128
est,1993,-37.48584
est,1994,-38.59641
est,1995,-42.75879
est,1996,-41.5561
est,1997,-42.43456
est,1998,-65.31966
est,1999,-67.55718
est,2000,-68.14902
est,2001,-67.84186
est,2002,-58.85201
est,2003,-65.13592
est,2004,-64.10577
est,2005,-64.05351
est,2006,-64.81568
est,2007,-57.86909
est,2008,-60.79411
est,2009,-66.2726
est,2010,-59.18942
est,2011,-56.30038
est,2012,-58.24718
eth,1991,-5.40737
eth,1992,2.40983
eth,1993,-2.88645
eth,1994,-2.10936
eth,1995,2.82542
eth,1996,6.25426
