geo,time,eg_use_crnw_zs
cyp,1973,1.16657
cyp,1974,0.69141
cyp,1975,1.10791
cyp,1976,1.2076
cyp,1977,1.10878
cyp,1978,1.07971
cyp,1979,1.02314
cyp,1980,0.72365
cyp,1981,0.70872
cyp,1982,0.69724
cyp,1983,0.64518
cyp,1984,0.71435
cyp,1985,0.73231
cyp,1986,0.64731
cyp,1987,0.54897
cyp,1988,0.49758
cyp,1989,0.47813
cyp,1990,0.30759
cyp,1991,0.25856
cyp,1992,0.22662
cyp,1993,0.20965
cyp,1994,0.41139
cyp,1995,0.43207
cyp,1996,0.44565
cyp,1997,0.36946
cyp,1998,0.37511
cyp,1999,0.36498
cyp,2000,0.30511
cyp,2001,0.34339
cyp,2002,0.42302
cyp,2003,0.5056
cyp,2004,0.47497
cyp,2005,0.43473
cyp,2006,0.46348
cyp,2007,0.66527
cyp,2008,1.30185
cyp,2009,1.42367
cyp,2010,1.37905
cyp,2011,1.48662
cyp,2012,1.30855
cyp,2013,1.42413
cyp,2014,1.2873
cze,1971,0
cze,1972,0
cze,1973,0
cze,1974,0
cze,1975,0
cze,1976,0
cze,1977,0
cze,1978,0
cze,1979,0
cze,1980,0
cze,1981,0
cze,1982,0
cze,1983,0
cze,1984,0
cze,1985,0
cze,1986,0
cze,1987,0
cze,1988,0
cze,1989,0
cze,1990,2.08042
cze,1991,2.32449
cze,1992,3.53698
cze,1993,3.45286
cze,1994,3.33516
cze,1995,2.79839
cze,1996,2.74462
cze,1997,2.9336
cze,1998,3.12993
cze,1999,3.47374
cze,2000,3.11475
cze,2001,3.25847
cze,2002,3.6366
cze,2003,3.45938
cze,2004,3.5483
cze,2005,3.73054
cze,2006,3.82151
cze,2007,4.00852
cze,2008,4.41985
cze,2009,5.17371
cze,2010,5.15141
cze,2011,5.60914
cze,2012,5.81026
cze,2013,6.2052
cze,2014,6.60177
cze,2015,6.81918
deu,1960,0
deu,1961,0
deu,1962,0
deu,1963,0
deu,1964,0
deu,1965,0
deu,1966,0
deu,1967,0
deu,1968,0
deu,1969,0
deu,1970,0.84051
deu,1971,0.83248
deu,1972,0.85391
deu,1973,0.74745
deu,1974,1.02386
deu,1975,1.06612
deu,1976,1.00821
deu,1977,1.01842
deu,1978,1.00145
deu,1979,0.9808
deu,1980,1.2184
deu,1981,1.33214
deu,1982,1.48869
deu,1983,1.44425
deu,1984,1.49726
deu,1985,1.45754
deu,1986,1.19258
deu,1987,1.11974
deu,1988,1.23817
deu,1989,1.20151
deu,1990,0.80915
deu,1991,0.78701
deu,1992,0.77374
deu,1993,0.78617
deu,1994,0.79768
deu,1995,0.78897
deu,1996,0.77142
deu,1997,1.17412
deu,1998,1.2578
deu,1999,1.2747
deu,2000,1.38336
deu,2001,1.38784
deu,2002,1.48142
deu,2003,1.97514
deu,2004,2.18791
deu,2005,2.59009
deu,2006,3.03316
deu,2007,3.37482
deu,2008,3.0692
deu,2009,3.52004
deu,2010,3.80614
deu,2011,3.75329
deu,2012,3.78193
deu,2013,3.66428
deu,2014,3.95476
deu,2015,4.06954
dnk,1960,0
dnk,1961,0
dnk,1962,0
dnk,1963,0
dnk,1964,0
dnk,1965,0
dnk,1966,0
dnk,1967,0
dnk,1968,0
dnk,1969,0
dnk,1970,1.62256
dnk,1971,1.76791
dnk,1972,1.83993
dnk,1973,1.866
dnk,1974,2.01282
dnk,1975,2.13492
dnk,1976,2.08437
dnk,1977,2.03779
dnk,1978,2.18076
dnk,1979,2.56438
dnk,1980,3.36188
dnk,1981,4.41838
dnk,1982,4.69118
dnk,1983,5.20194
dnk,1984,5.26885
dnk,1985,4.82114
dnk,1986,5.11645
dnk,1987,5.7782
dnk,1988,6.05605
dnk,1989,6.48397
dnk,1990,3.95294
dnk,1991,3.82982
dnk,1992,4.24116
dnk,1993,4.1858
dnk,1994,3.82661
dnk,1995,3.8864
dnk,1996,3.5218
dnk,1997,3.85582
dnk,1998,3.81659
dnk,1999,4.05117
dnk,2000,4.51018
dnk,2001,4.8193
dnk,2002,5.04755
dnk,2003,5.54397
dnk,2004,6.35535
dnk,2005,7.40383
dnk,2006,7.16456
dnk,2007,8.3977
dnk,2008,8.90373
dnk,2009,9.64545
dnk,2010,11.12834
dnk,2011,11.91346
dnk,2012,13.28861
dnk,2013,12.98839
dnk,2014,13.69435
dnk,2015,15.32376
dom,1971,49.81233
dom,1972,43.83455
dom,1973,40.5329
dom,1974,39.8366
dom,1975,39.5878
dom,1976,39.76735
dom,1977,38.95428
dom,1978,38.67568
dom,1979,38.23086
dom,1980,37.23427
dom,1981,40.46811
dom,1982,45.72976
dom,1983,39.19494
dom,1984,39.41791
dom,1985,29.44196
dom,1986,27.85037
dom,1987,24.29118
dom,1988,20.66478
dom,1989,20.37618
dom,1990,15.10825
dom,1991,14.69714
dom,1992,13.37031
dom,1993,14.68498
dom,1994,13.6573
dom,1995,12.41431
dom,1996,11.54162
dom,1997,10.46153
dom,1998,11.24165
dom,1999,10.80345
dom,2000,10.74409
dom,2001,10.93625
dom,2002,10.68366
dom,2003,10.96349
dom,2004,12.49402
dom,2005,11.14337
dom,2006,10.75056
dom,2007,10.74964
dom,2008,10.55162
dom,2009,10.57274
dom,2010,10.17093
dom,2011,9.73576
dom,2012,9.45285
dom,2013,10.66518
dom,2014,10.04958
dza,1971,0.17853
dza,1972,0.15918
dza,1973,0.13568
dza,1974,0.12662
dza,1975,0.12111
dza,1976,0.10915
dza,1977,0.10158
dza,1978,0.08526
dza,1979,0.06925
dza,1980,0.07012
dza,1981,0.06645
dza,1982,0.05282
dza,1983,0.05054
dza,1984,0.05269
dza,1985,0.05154
dza,1986,0.04718
dza,1987,0.0491
dza,1988,0.04777
dza,1989,0.04945
dza,1990,0.04736
dza,1991,0.0865
dza,1992,0.09325
dza,1993,0.15681
dza,1994,0.16269
dza,1995,0.15592
dza,1996,0.16103
dza,1997,0.20947
dza,1998,0.21506
dza,1999,0.20146
dza,2000,0.19833
dza,2001,0.19793
dza,2002,0.24917
dza,2003,0.1912
dza,2004,0.18885
dza,2005,0.22017
dza,2006,0.18566
dza,2007,0.19376
dza,2008,0.12487
dza,2009,0.13157
dza,2010,0.12921
dza,2011,0.03849
dza,2012,0.03387
dza,2013,0.04607
dza,2014,0.0116
ecu,1971,49.25078
ecu,1972,47.35833
ecu,1973,44.5093
ecu,1974,36.40661
ecu,1975,32.69215
ecu,1976,28.8341
ecu,1977,23.7266
ecu,1978,22.30006
ecu,1979,21.22222
ecu,1980,19.63736
ecu,1981,18.26373
ecu,1982,18.87555
ecu,1983,20.32084
ecu,1984,19.7506
ecu,1985,18.89591
ecu,1986,18.06494
ecu,1987,18.88019
ecu,1988,18.52827
ecu,1989,18.78638
ecu,1990,15.01567
ecu,1991,14.79769
ecu,1992,11.83891
ecu,1993,12.36172
ecu,1994,11.21074
ecu,1995,10.22597
ecu,1996,9.98914
ecu,1997,7.69777
ecu,1998,8.6912
ecu,1999,9.03573
ecu,2000,8.44684
ecu,2001,7.59463
ecu,2002,7.39591
ecu,2003,7.09474
ecu,2004,7.34979
ecu,2005,4.202
ecu,2006,5.19965
ecu,2007,3.98497
ecu,2008,4.7683
ecu,2009,4.47537
ecu,2010,4.26034
ecu,2011,4.12645
ecu,2012,4.08108
ecu,2013,4.26736
ecu,2014,4.11585
egy,1971,8.35845
egy,1972,7.66871
egy,1973,8.50169
egy,1974,7.3748
egy,1975,6.84281
egy,1976,6.16175
egy,1977,6.1018
egy,1978,5.68107
egy,1979,5.57644
egy,1980,5.2601
egy,1981,4.56413
egy,1982,4.40375
egy,1983,3.89188
egy,1984,3.66419
egy,1985,3.67823
egy,1986,3.70828
egy,1987,3.60811
egy,1988,3.61451
egy,1989,3.30379
egy,1990,3.27809
egy,1991,3.47355
egy,1992,3.4335
egy,1993,3.41226
egy,1994,3.7593
egy,1995,3.38961
egy,1996,3.25749
egy,1997,3.18713
egy,1998,3.02637
egy,1999,3.01355
egy,2000,3.21836
egy,2001,2.91892
egy,2002,2.88291
egy,2003,2.82954
egy,2004,2.66657
egy,2005,2.3305
egy,2006,2.2448
egy,2007,2.13228
egy,2008,2.08892
egy,2009,2.07948
egy,2010,2.16203
egy,2011,2.104
egy,2012,2.09246
egy,2013,2.23261
egy,2014,2.28871
eri,1992,63.02906
eri,1993,60.03605
eri,1994,58.4345
eri,1995,57.39097
eri,1996,56.15307
eri,1997,58.26335
eri,1998,56.55556
eri,1999,56.21168
eri,2000,57.25288
eri,2001,56.884
eri,2002,58.27151
eri,2003,55.8338
eri,2004,44.3817
eri,2005,45.1454
eri,2006,51.09413
eri,2007,50.83923
eri,2008,55.44651
eri,2009,53.55007
eri,2010,53.4138
eri,2011,53.46069
eri,2012,53.001
eri,2013,53.13557
eri,2014,53.22804
esp,1960,0
esp,1961,0
esp,1962,0
esp,1963,0
esp,1964,0
esp,1965,0
esp,1966,0
esp,1967,0
esp,1968,0
esp,1969,0
esp,1970,0.02867
esp,1971,0.02842
esp,1972,0.03142
esp,1973,0.02519
esp,1974,0.02128
esp,1975,0.04573
esp,1976,0.07046
esp,1977,0.11835
esp,1978,0.11312
esp,1979,0.07463
esp,1980,0.3933
esp,1981,0.45769
esp,1982,0.51388
esp,1983,0.50519
esp,1984,0.57954
esp,1985,0.62648
esp,1986,0.62122
esp,1987,0.64491
esp,1988,0.62976
esp,1989,4.0803
esp,1990,4.36547
esp,1991,3.94994
esp,1992,3.53382
esp,1993,3.69293
esp,1994,3.51044
esp,1995,3.22999
esp,1996,3.29745
esp,1997,3.13368
esp,1998,3.11113
esp,1999,2.98756
esp,2000,2.84709
esp,2001,2.79285
esp,2002,2.83735
esp,2003,2.79893
esp,2004,2.70326
esp,2005,2.6857
esp,2006,2.80048
esp,2007,2.9312
esp,2008,3.14846
esp,2009,3.88073
esp,2010,4.14088
esp,2011,4.57647
esp,2012,4.97285
esp,2013,4.24414
esp,2014,4.36466
esp,2015,4.37269
est,1990,1.92036
est,1991,2.05043
est,1992,3.09742
est,1993,3.59578
est,1994,4.78392
est,1995,5.95351
est,1996,10.10238
est,1997,10.13751
est,1998,9.14143
est,1999,9.98901
est,2000,10.07829
est,2001,10.13208
est,2002,10.67237
est,2003,10.33443
est,2004,10.42338
est,2005,10.08749
est,2006,9.42515
est,2007,9.78762
est,2008,10.92359
est,2009,13.18855
est,2010,12.54644
est,2011,12.10305
est,2012,12.33869
est,2013,10.95249
est,2014,11.03498
est,2015,12.80269
eth,1971,96.36806
eth,1972,96.73042
eth,1973,96.6391
eth,1974,96.72863
eth,1975,97.12954
eth,1976,97.14324
eth,1977,97.20894
eth,1978,96.94218
eth,1979,96.81585
eth,1980,96.74547
eth,1981,96.61367
eth,1982,96.87918
eth,1983,96.79976
eth,1984,97.06691
eth,1985,97.09774
eth,1986,96.77114
eth,1987,96.24497
eth,1988,96.3274
eth,1989,96.24503
eth,1990,77.24593
eth,1991,77.36867
eth,1992,78.28787
eth,1993,77.87425
eth,1994,77.61128
eth,1995,77.3658
eth,1996,77.21888
eth,1997,77.37941
eth,1998,77.31725
eth,1999,77.41557
eth,2000,77.29004
eth,2001,76.67027
eth,2002,76.63307
eth,2003,76.42548
eth,2004,76.3297
eth,2005,76.58937
eth,2006,76.40337
eth,2007,76.10735
eth,2008,75.93429
eth,2009,75.93753
eth,2010,75.91764
eth,2011,75.48555
eth,2012,75.33276
eth,2013,74.70028
eth,2014,74.35225
fin,1960,49.42273
fin,1961,47.58151
fin,1962,44.2502
fin,1963,41.4385
fin,1964,38.13609
fin,1965,35.02653
fin,1966,32.40363
fin,1967,30.57307
fin,1968,27.69092
fin,1969,25.11598
fin,1970,23.42487
fin,1971,22.28206
fin,1972,20.41071
fin,1973,18.73977
fin,1974,18.75861
fin,1975,16.10156
fin,1976,15.05409
fin,1977,14.44646
fin,1978,14.59131
fin,1979,14.43935
fin,1980,14.11876
fin,1981,15.14726
fin,1982,14.67909
fin,1983,15.99131
fin,1984,16.77383
fin,1985,14.41955
fin,1986,13.90113
fin,1987,13.52472
fin,1988,14.25728
fin,1989,14.91781
fin,1990,14.43516
fin,1991,13.04623
fin,1992,13.95163
fin,1993,14.56597
fin,1994,14.51463
fin,1995,16.09521
fin,1996,15.54018
fin,1997,16.59826
fin,1998,17.54512
fin,1999,18.00177
fin,2000,18.42968
fin,2001,17.24925
fin,2002,17.64241
fin,2003,16.70645
fin,2004,17.25124
fin,2005,17.74636
fin,2006,18.07896
fin,2007,17.96089
fin,2008,19.07428
fin,2009,18.38113
fin,2010,19.53304
fin,2011,20.05211
fin,2012,21.91615
fin,2013,22.69032
fin,2014,23.47199
fin,2015,24.09406
fra,1960,0
fra,1961,0
fra,1962,0
fra,1963,0
fra,1964,0
fra,1965,0
fra,1966,0
fra,1967,0
fra,1968,0
fra,1969,0
fra,1970,6.10686
fra,1971,5.94048
fra,1972,5.69488
fra,1973,5.43295
fra,1974,5.06996
fra,1975,5.56246
fra,1976,4.99604
fra,1977,5.17064
fra,1978,5.0006
fra,1979,4.94806
fra,1980,4.50632
fra,1981,4.45285
fra,1982,4.66212
fra,1983,5.02906
fra,1984,4.95035
fra,1985,5.29792
fra,1986,5.08702
fra,1987,5.21571
fra,1988,4.89755
fra,1989,4.86634
fra,1990,4.31896
fra,1991,4.73558
fra,1992,4.66812
fra,1993,4.41707
fra,1994,4.13619
fra,1995,4.0517
fra,1996,4.14675
fra,1997,3.91263
fra,1998,3.79605
fra,1999,3.60994
fra,2000,3.43633
fra,2001,3.36721
fra,2002,3.16976
fra,2003,3.30168
fra,2004,3.28756
fra,2005,3.36241
fra,2006,3.1028
fra,2007,3.41093
fra,2008,3.87111
fra,2009,4.2596
fra,2010,4.4805
fra,2011,4.04244
fra,2012,4.48076
fra,2013,4.87499
fra,2014,4.60875
fra,2015,4.81201
gab,1971,45.43716
gab,1972,47.44521
gab,1973,35.20849
gab,1974,33.02601
gab,1975,40.99135
gab,1976,43.72821
gab,1977,40.93867
gab,1978,36.8016
gab,1979,42.45619
gab,1980,43.02493
gab,1981,39.1709
gab,1982,38.90151
gab,1983,38.63847
gab,1984,42.46289
gab,1985,48.50802
gab,1986,49.46291
gab,1987,53.09189
gab,1988,51.16897
gab,1989,56.03233
gab,1990,62.70256
gab,1991,62.65771
gab,1992,60.37923
gab,1993,58.38516
gab,1994,65.89706
gab,1995,61.82172
gab,1996,60.37978
gab,1997,60.48335
gab,1998,58.25027
gab,1999,61.23228
gab,2000,62.54853
gab,2001,59.72461
gab,2002,67.49009
gab,2003,72.73078
gab,2004,75.87712
gab,2005,77.11221
gab,2006,78.71935
gab,2007,79.80127
gab,2008,80.92028
gab,2009,81.56154
gab,2010,79.36801
gab,2011,71.66869
gab,2012,66.49955
gab,2013,75.5479
gab,2014,73.66032
gbr,1960,0
gbr,1961,0
gbr,1962,0
gbr,1963,0
gbr,1964,0
gbr,1965,0
gbr,1966,0
gbr,1967,0
gbr,1968,0
gbr,1969,0
gbr,1970,0
gbr,1971,0
gbr,1972,0
gbr,1973,0
gbr,1974,0
gbr,1975,0
gbr,1976,0
gbr,1977,0
gbr,1978,0
gbr,1979,0
gbr,1980,0
gbr,1981,0
gbr,1982,0
gbr,1983,0
gbr,1984,0
gbr,1985,0
gbr,1986,0
gbr,1987,0
gbr,1988,0
gbr,1989,0.3124
gbr,1990,0.1471
gbr,1991,0.1423
gbr,1992,0.24171
gbr,1993,0.24367
gbr,1994,0.34506
gbr,1995,0.36469
gbr,1996,0.35264
gbr,1997,0.36345
gbr,1998,0.30987
gbr,1999,0.23992
gbr,2000,0.24164
gbr,2001,0.20287
gbr,2002,0.22052
gbr,2003,0.23489
gbr,2004,0.25153
gbr,2005,0.32098
gbr,2006,0.39711
gbr,2007,0.50578
gbr,2008,1.04297
gbr,2009,1.26534
gbr,2010,1.49206
gbr,2011,1.53114
gbr,2012,1.56699
gbr,2013,2.04173
gbr,2014,2.47481
gbr,2015,2.79409
geo,1990,3.69132
geo,1991,4.28811
geo,1992,7.77975
geo,1993,13.58407
geo,1994,6.19272
geo,1995,18.08257
geo,1996,25.5107
geo,1997,23.83078
geo,1998,23.11073
geo,1999,24.21444
geo,2000,22.48368
geo,2001,25.09695
geo,2002,25.35808
geo,2003,23.84567
geo,2004,23.20061
geo,2005,12.28414
geo,2006,12.30191
geo,2007,11.78945
geo,2008,12.57759
geo,2009,12.33837
geo,2010,11.49604
geo,2011,8.88534
geo,2012,8.27463
geo,2013,12.34323
geo,2014,10.59117
gha,1971,69.65336
gha,1972,69.01323
gha,1973,68.13132
gha,1974,68.27953
gha,1975,67.8627
gha,1976,69.83063
gha,1977,67.77328
gha,1978,69.76428
gha,1979,70.96503
gha,1980,70.86708
gha,1981,69.31017
gha,1982,69.14024
gha,1983,83.65293
gha,1984,80.99769
gha,1985,75.71893
gha,1986,75.50715
gha,1987,72.29924
gha,1988,76.6219
gha,1989,73.73971
gha,1990,57.41559
gha,1991,57.60312
gha,1992,57.44388
gha,1993,56.63202
gha,1994,56.24094
gha,1995,55.20887
gha,1996,54.64027
gha,1997,53.49493
gha,1998,51.94404
gha,1999,51.11122
gha,2000,52.77148
gha,2001,49.38751
gha,2002,46.86481
gha,2003,46.82276
gha,2004,44.39504
gha,2005,42.56053
gha,2006,38.1101
gha,2007,36.78225
gha,2008,35.79365
gha,2009,32.65362
gha,2010,29.79392
gha,2011,28.73473
gha,2012,26.61282
gha,2013,26.17141
gha,2014,26.8755
gib,1971,0
gib,1972,0
gib,1973,0
gib,1974,0
gib,1975,0
gib,1976,0
gib,1977,0
gib,1978,0
gib,1979,0
gib,1980,0
gib,1981,0
gib,1982,0
gib,1983,0
gib,1984,0
gib,1985,0
gib,1986,0
gib,1987,0
gib,1988,0
gib,1989,0
gib,1990,0
gib,1991,0
gib,1992,0
gib,1993,0
gib,1994,0
gib,1995,0
gib,1996,0
gib,1997,0
gib,1998,0
gib,1999,0
gib,2000,0
gib,2001,0
gib,2002,0
gib,2003,0
gib,2004,0
gib,2005,0
gib,2006,0
gib,2007,0
gib,2008,0
gib,2009,0
gib,2010,0
gib,2011,0
gib,2012,0
gib,2013,0
gib,2014,0
grc,1960,0
grc,1961,0
grc,1962,0
grc,1963,0
grc,1964,0
grc,1965,0
grc,1966,0
grc,1967,0
grc,1968,0
grc,1969,0
grc,1970,5.86247
grc,1971,5.17714
grc,1972,4.46032
grc,1973,3.80913
grc,1974,3.99575
grc,1975,3.8308
grc,1976,3.53258
grc,1977,3.28891
grc,1978,3.12758
grc,1979,2.94872
grc,1980,3.00286
grc,1981,3.07195
grc,1982,2.98952
grc,1983,2.85733
grc,1984,2.75082
grc,1985,2.5633
grc,1986,2.6967
grc,1987,2.78974
grc,1988,2.61736
grc,1989,2.19153
grc,1990,4.16374
grc,1991,4.14701
grc,1992,4.05031
grc,1993,4.10563
grc,1994,3.96964
grc,1995,3.95238
grc,1996,3.87808
grc,1997,3.74192
grc,1998,3.53822
grc,1999,3.53976
grc,2000,3.48657
grc,2001,3.34761
grc,2002,3.34497
grc,2003,3.1203
grc,2004,3.08552
grc,2005,3.16288
grc,2006,3.23323
grc,2007,3.76373
grc,2008,3.32284
grc,2009,3.14364
grc,2010,3.59713
grc,2011,4.42742
grc,2012,4.91924
grc,2013,4.76262
grc,2014,4.86037
grc,2015,5.16454
gtm,1971,69.89926
gtm,1972,69.63631
gtm,1973,68.61947
gtm,1974,68.58463
gtm,1975,72.62963
gtm,1976,71.93398
gtm,1977,69.24857
gtm,1978,68.02561
gtm,1979,65.08727
gtm,1980,62.02109
gtm,1981,66.04078
gtm,1982,69.79082
gtm,1983,70.89381
gtm,1984,68.59753
gtm,1985,68.65442
gtm,1986,73.33815
gtm,1987,71.80028
gtm,1988,70.28685
gtm,1989,70.45224
gtm,1990,65.05046
gtm,1991,64.09872
gtm,1992,62.26252
gtm,1993,61.45301
gtm,1994,57.51536
gtm,1995,55.8911
gtm,1996,55.17568
gtm,1997,54.52277
gtm,1998,50.1045
gtm,1999,52.70652
gtm,2000,51.05993
gtm,2001,50.06937
gtm,2002,49.68741
gtm,2003,43.60385
gtm,2004,42.56765
gtm,2005,43.61779
gtm,2006,44.35052
gtm,2007,43.74869
gtm,2008,46.54498
gtm,2009,41.39942
gtm,2010,51.38205
gtm,2011,48.33338
gtm,2012,47.97775
gtm,2013,47.65564
gtm,2014,44.56583
hkg,1971,1.61821
hkg,1972,1.47622
hkg,1973,1.46771
hkg,1974,1.29149
hkg,1975,1.09392
hkg,1976,1.11561
hkg,1977,0.98679
hkg,1978,0.95735
hkg,1979,1.13262
hkg,1980,1.15413
hkg,1981,1.02616
hkg,1982,0.97909
hkg,1983,0.92872
hkg,1984,0.89371
hkg,1985,0.85039
hkg,1986,0.73811
hkg,1987,0.67314
hkg,1988,0.59399
hkg,1989,0.59955
hkg,1990,0.63157
hkg,1991,0.61705
hkg,1992,0.51468
hkg,1993,0.53927
hkg,1994,0.52029
hkg,1995,0.53103
hkg,1996,0.54504
hkg,1997,0.56337
hkg,1998,0.42338
hkg,1999,0.34829
hkg,2000,0.39867
hkg,2001,0.38502
hkg,2002,0.42771
hkg,2003,0.41504
hkg,2004,0.44508
hkg,2005,0.44573
hkg,2006,0.42514
hkg,2007,0.38329
hkg,2008,0.40896
hkg,2009,0.38431
hkg,2010,0.43075
hkg,2011,0.56032
hkg,2012,0.43115
hkg,2013,0.48953
hkg,2014,0.46503
hnd,1971,71.36631
hnd,1972,71.28166
hnd,1973,69.69182
hnd,1974,70.45142
hnd,1975,69.87086
hnd,1976,68.57335
hnd,1977,66.65546
hnd,1978,66.4156
hnd,1979,65.76461
hnd,1980,66.68648
hnd,1981,67.89357
hnd,1982,64.33251
hnd,1983,66.75426
hnd,1984,65.86122
hnd,1985,67.74292
hnd,1986,65.98854
hnd,1987,65.18222
hnd,1988,63.29275
hnd,1989,61.79886
hnd,1990,62.39959
hnd,1991,62.01997
hnd,1992,59.60505
hnd,1993,58.45947
hnd,1994,56.47578
hnd,1995,53.24626
hnd,1996,53.26283
hnd,1997,55.17785
hnd,1998,51.70994
hnd,1999,44.22406
hnd,2000,44.42733
hnd,2001,41.21448
hnd,2002,41.01472
hnd,2003,40.11441
hnd,2004,39.26239
hnd,2005,40.56171
hnd,2006,44.07726
hnd,2007,40.14048
hnd,2008,40.25615
hnd,2009,42.83961
hnd,2010,42.03467
hnd,2011,39.1428
hnd,2012,39.29224
hnd,2013,39.41927
hnd,2014,39.3929
hrv,1990,9.11493
hrv,1991,14.64289
hrv,1992,13.96953
hrv,1993,14.26645
hrv,1994,13.16289
hrv,1995,13.47844
hrv,1996,15.3074
hrv,1997,13.56008
hrv,1998,13.14319
hrv,1999,12.85845
hrv,2000,11.93433
hrv,2001,12.55693
hrv,2002,11.69681
hrv,2003,12.60153
hrv,2004,12.37355
hrv,2005,12.75345
hrv,2006,11.93221
hrv,2007,11.12299
hrv,2008,11.37576
hrv,2009,12.27987
hrv,2010,13.24695
hrv,2011,13.23879
hrv,2012,14.54023
hrv,2013,14.68547
hrv,2014,13.60565
hti,1971,91.44516
hti,1972,91.87783
hti,1973,91.85364
hti,1974,91.14446
hti,1975,91.04488
hti,1976,88.50986
hti,1977,88.65566
hti,1978,88.06975
hti,1979,88.28073
hti,1980,89.19533
hti,1981,89.24803
hti,1982,87.19019
hti,1983,86.1295
hti,1984,85.70045
hti,1985,85.75684
hti,1986,81.63956
hti,1987,80.52962
hti,1988,79.30944
hti,1989,78.31542
hti,1990,62.17768
hti,1991,63.54113
hti,1992,68.92872
hti,1993,67.09651
hti,1994,74.76536
hti,1995,64.42684
hti,1996,66.05299
hti,1997,65.11661
hti,1998,66.24768
hti,1999,62.59199
hti,2000,63.65133
hti,2001,60.96438
hti,2002,65.35281
hti,2003,66.27214
hti,2004,62.96481
hti,2005,59.8967
hti,2006,59.88192
hti,2007,58.78115
hti,2008,58.5313
hti,2009,59.42894
hti,2010,60.43071
hti,2011,60.27949
hti,2012,59.96002
hti,2013,60.40924
hti,2014,58.97003
hun,1965,4.41992
hun,1966,3.85922
hun,1967,3.83674
hun,1968,3.17406
hun,1969,3.98109
hun,1970,2.75218
hun,1971,2.84665
hun,1972,2.81007
hun,1973,3.00717
hun,1974,2.82696
hun,1975,2.03083
hun,1976,2.208
hun,1977,1.95049
hun,1978,1.6445
hun,1979,1.93452
hun,1980,1.81832
hun,1981,2.00821
hun,1982,1.94305
hun,1983,1.97437
hun,1984,2.37994
hun,1985,2.04385
hun,1986,1.77053
hun,1987,1.73422
hun,1988,1.50709
hun,1989,1.63549
hun,1990,2.16374
hun,1991,2.40796
hun,1992,2.63705
hun,1993,2.67017
hun,1994,2.76375
hun,1995,2.86094
hun,1996,2.72404
hun,1997,2.70483
hun,1998,2.74243
hun,1999,2.78743
hun,2000,2.79075
hun,2001,2.851
hun,2002,2.89957
hun,2003,2.88679
hun,2004,2.59764
hun,2005,2.56051
hun,2006,2.94944
hun,2007,3.25748
hun,2008,3.62298
hun,2009,4.65898
hun,2010,8.09086
hun,2011,9.15647
hun,2012,10.24827
hun,2013,11.24835
hun,2014,9.73794
hun,2015,9.79651
idn,1971,75.13376
idn,1972,72.96152
idn,1973,70.53959
idn,1974,68.25104
idn,1975,67.12848
idn,1976,65.33496
idn,1977,59.95562
idn,1978,57.20015
idn,1979,55.61236
idn,1980,54.3129
idn,1981,52.6769
idn,1982,52.45799
idn,1983,52.49372
idn,1984,51.41807
idn,1985,50.45884
idn,1986,46.41391
idn,1987,45.65754
idn,1988,45.29829
idn,1989,43.56413
idn,1990,42.56671
idn,1991,41.35067
idn,1992,40.35503
idn,1993,37.36087
idn,1994,37.86658
idn,1995,34.73431
idn,1996,33.7627
idn,1997,33.46179
idn,1998,34.64934
idn,1999,33.44734
idn,2000,31.63565
idn,2001,30.87554
idn,2002,29.85685
idn,2003,29.90136
idn,2004,28.00621
idn,2005,27.35328
idn,2006,27.28139
idn,2007,27.31048
idn,2008,26.97554
idn,2009,25.04409
idn,2010,23.48863
idn,2011,25.07579
idn,2012,25.47617
idn,2013,25.32416
idn,2014,24.79861
ind,1971,63.08813
ind,1972,63.07745
ind,1973,62.73017
ind,1974,61.74261
ind,1975,61.00104
ind,1976,60.00115
ind,1977,59.6778
ind,1978,60.22185
ind,1979,58.90837
ind,1980,58.22543
ind,1981,56.18064
ind,1982,54.82991
ind,1983,53.83431
ind,1984,52.39937
ind,1985,50.47482
ind,1986,49.4204
ind,1987,48.25702
ind,1988,46.39404
ind,1989,44.91348
ind,1990,42.6258
ind,1991,41.47024
ind,1992,40.55394
ind,1993,39.81001
ind,1994,38.53505
ind,1995,36.79449
ind,1996,36.03641
ind,1997,35.01139
ind,1998,34.53209
ind,1999,33.10407
ind,2000,32.76628
ind,2001,32.6836
ind,2002,32.10878
ind,2003,31.72357
ind,2004,30.61039
ind,2005,29.92525
ind,2006,28.8849
ind,2007,27.76988
ind,2008,26.88641
ind,2009,24.77485
ind,2010,24.0518
ind,2011,23.42737
ind,2012,22.63288
ind,2013,22.42388
ind,2014,21.37392
irl,1960,0
irl,1961,0
irl,1962,0
irl,1963,0
irl,1964,0
irl,1965,0
irl,1966,0
irl,1967,0
irl,1968,0
irl,1969,0
irl,1970,0
irl,1971,0
irl,1972,0
irl,1973,0
irl,1974,0
irl,1975,0
irl,1976,0
irl,1977,0
irl,1978,0
irl,1979,0
irl,1980,0
irl,1981,0
irl,1982,0
irl,1983,0
irl,1984,0
irl,1985,0
irl,1986,0
irl,1987,0
irl,1988,0
irl,1989,0
irl,1990,1.06403
irl,1991,1.00688
irl,1992,0.89978
irl,1993,0.89183
irl,1994,0.85965
irl,1995,0.83501
irl,1996,0.8322
irl,1997,0.76863
irl,1998,0.88606
irl,1999,0.79077
irl,2000,0.8202
irl,2001,0.87355
irl,2002,0.87019
