geo,time,ip_pat_nres
sgp,2020,11487
slb,1983,4
slb,1984,12
slb,1985,4
slb,1986,8
slb,1987,6
slb,1988,2
slb,1989,2
sle,1995,5
slv,1980,79
slv,1982,61
slv,1983,84
slv,1984,65
slv,1985,40
slv,1989,34
slv,1990,44
slv,1991,26
slv,1992,97
slv,1993,75
slv,1994,76
slv,1995,64
slv,2012,217
slv,2013,183
slv,2014,187
slv,2015,196
slv,2016,171
slv,2017,178
slv,2018,136
slv,2019,147
slv,2020,143
smr,2013,155
smr,2014,191
smr,2015,296
smr,2016,467
smr,2017,604
smr,2018,681
smr,2019,741
smr,2020,709
som,1984,7
som,1985,7
srb,2004,694
srb,2005,609
srb,2006,273
srb,2007,121
srb,2008,237
srb,2009,40
srb,2010,39
srb,2011,49
srb,2012,32
srb,2013,20
srb,2014,10
srb,2015,13
srb,2016,21
srb,2017,13
srb,2018,11
srb,2019,9
srb,2020,8
stp,2009,1
stp,2010,1
stp,2011,2
stp,2013,8
stp,2014,3
stp,2016,238
stp,2017,379
stp,2018,408
svk,1993,681
svk,1994,620
svk,1995,1400
svk,1996,1498
svk,1997,1578
svk,1998,1612
svk,1999,1683
svk,2000,1804
svk,2001,1696
svk,2002,1599
svk,2003,1437
svk,2004,238
svk,2005,95
svk,2006,90
svk,2007,106
svk,2008,75
svk,2009,63
svk,2010,48
svk,2011,33
svk,2012,35
svk,2013,26
svk,2014,23
svk,2015,28
svk,2016,15
svk,2017,23
svk,2018,14
svk,2019,28
svk,2020,15
svn,1991,1
svn,1992,409
svn,1993,784
svn,1994,404
svn,1995,116
svn,1996,201
svn,1997,238
svn,1998,127
svn,1999,138
svn,2000,124
svn,2001,107
svn,2002,101
svn,2003,60
svn,2004,42
svn,2005,29
svn,2006,12
svn,2007,15
svn,2008,6
svn,2009,12
svn,2010,11
svn,2011,11
svn,2018,23
swe,1980,5086
swe,1981,3968
swe,1982,3442
swe,1983,2958
swe,1984,2705
swe,1985,2322
swe,1986,1939
swe,1987,1695
swe,1988,1462
swe,1989,1270
swe,1990,1073
swe,1991,702
swe,1992,657
swe,1993,614
swe,1994,636
swe,1995,924
swe,1996,857
swe,1997,940
swe,1998,753
swe,1999,853
swe,2000,844
swe,2001,574
swe,2002,597
swe,2003,703
swe,2004,462
swe,2005,438
swe,2006,413
swe,2007,398
swe,2008,306
swe,2009,463
swe,2010,353
swe,2011,337
swe,2012,148
swe,2013,163
swe,2014,441
swe,2015,390
swe,2016,352
swe,2017,305
swe,2018,442
swe,2019,388
swe,2020,432
swz,1984,35
swz,1985,30
swz,1989,27
swz,1992,47
swz,2011,6
swz,2012,3
swz,2014,2
swz,2015,2
syc,1980,3
syc,1981,7
syc,1983,3
syc,1984,1
syc,1985,2
syc,1988,5
syc,1995,1
syc,1996,6
syc,2016,14
syc,2017,46
syc,2018,17
syc,2019,12
syc,2020,9
syr,1980,98
syr,1981,76
syr,1982,81
syr,1992,33
syr,1993,40
syr,1994,42
syr,1995,68
syr,1996,59
syr,1997,46
syr,1998,9
syr,2000,48
syr,2001,39
syr,2002,47
syr,2003,36
syr,2004,40
syr,2005,34
syr,2006,133
syr,2017,16
syr,2018,45
syr,2019,32
syr,2020,16
tha,1980,202
tha,1981,306
tha,1982,331
tha,1983,512
tha,1984,619
tha,1985,652
tha,1986,634
tha,1987,814
tha,1988,1041
tha,1989,1381
tha,1990,1867
tha,1991,1907
tha,1992,1906
tha,1993,2353
tha,1994,2816
tha,1995,3387
tha,1996,4355
tha,1997,5148
tha,1998,4592
tha,1999,4438
tha,2000,4488
tha,2001,4798
tha,2002,3874
tha,2003,4329
tha,2004,4554
tha,2005,5449
tha,2006,5221
tha,2007,5873
tha,2008,5839
tha,2009,4832
tha,2010,723
tha,2011,2997
tha,2012,5726
tha,2013,5832
tha,2014,6924
tha,2015,7138
tha,2016,6722
tha,2017,6886
tha,2018,7245
tha,2019,7307
tha,2020,6662
tjk,1994,169
tjk,1995,30
tjk,1996,141
tjk,1997,51
tjk,1998,9
tjk,1999,5
tjk,2000,7
tjk,2001,1
tjk,2003,1
tjk,2004,2
tjk,2005,6
tjk,2009,1
tjk,2010,3
tjk,2011,1
tjk,2012,3
tjk,2013,2
tjk,2015,1
tjk,2019,1
tjk,2020,8
tkm,1996,170
tkm,1997,50
tkm,1998,16
tkm,1999,5
ton,2016,1
ton,2017,1
tto,1980,123
tto,1982,83
tto,1992,54
tto,1993,62
tto,1994,70
tto,1995,63
tto,1996,110
tto,1997,154
tto,1998,107
tto,1999,120
tto,2000,154
tto,2001,239
tto,2002,221
tto,2003,231
tto,2004,205
tto,2005,205
tto,2006,278
tto,2007,317
tto,2008,280
tto,2012,213
tto,2013,174
tto,2014,184
tto,2015,165
tto,2016,133
tto,2017,171
tto,2018,135
tto,2019,112
tto,2020,111
tun,1980,214
tun,1981,183
tun,1983,197
tun,1984,201
tun,1985,202
tun,1986,139
tun,1987,120
tun,1988,118
tun,1989,118
tun,1990,134
tun,1991,104
tun,1992,98
tun,1993,100
tun,1994,106
tun,1995,115
tun,1996,128
tun,1997,174
tun,1998,200
tun,1999,190
tun,2000,210
tun,2001,156
tun,2002,58
tun,2003,120
tun,2004,223
tun,2005,282
tun,2006,379
tun,2007,416
tun,2008,472
tun,2009,452
tun,2010,508
tun,2011,543
tun,2012,476
tun,2013,437
tun,2014,400
tun,2015,409
tun,2016,348
tun,2017,383
tun,2018,271
tur,1980,527
tur,1981,368
tur,1982,385
tur,1984,447
tur,1985,461
tur,1986,552
tur,1987,760
tur,1988,747
tur,1989,886
tur,1990,1090
tur,1991,1057
tur,1992,1063
tur,1993,1057
tur,1994,1216
tur,1995,1520
tur,1996,735
tur,1997,1327
tur,1998,2276
tur,1999,2744
tur,2000,3156
tur,2001,2875
tur,2002,1424
tur,2003,348
tur,2004,235
tur,2005,218
tur,2006,160
tur,2007,211
tur,2008,176
tur,2009,177
tur,2010,177
tur,2011,228
tur,2012,232
tur,2013,269
tur,2014,331
tur,2015,489
tur,2016,618
tur,2017,380
tur,2018,310
tur,2019,217
tur,2020,238
tuv,2018,7
tuv,2019,10
tuv,2020,10
tza,1980,88
tza,1982,30
tza,1983,57
tza,1985,30
tza,1988,37
tza,1989,23
tza,2001,3
tza,2002,2
tza,2003,1
tza,2004,3
tza,2005,3
tza,2006,1
tza,2007,4
tza,2008,5
tza,2009,3
tza,2010,1
tza,2011,2
tza,2013,3
tza,2014,4
tza,2015,1
uga,1980,28
uga,1981,55
uga,1982,17
uga,1983,16
uga,1984,28
uga,1985,26
uga,1987,21
uga,1988,21
uga,1989,14
uga,1990,13
uga,1991,4
uga,1992,11
uga,2004,1
uga,2007,1
uga,2013,4
uga,2014,3
uga,2017,6
uga,2018,1
uga,2019,1
uga,2020,6
ukr,1993,1909
ukr,1994,555
ukr,1995,1156
ukr,1996,1257
ukr,1997,1568
ukr,1998,1631
ukr,1999,1621
ukr,2000,1604
ukr,2001,1610
ukr,2002,1153
ukr,2003,1438
ukr,2004,1689
ukr,2005,2054
ukr,2006,2416
ukr,2007,2723
ukr,2008,2872
ukr,2009,2380
ukr,2010,2756
ukr,2011,2604
ukr,2012,2464
ukr,2013,2556
ukr,2014,2356
ukr,2015,2226
ukr,2016,1862
ukr,2017,1764
ukr,2018,1861
ukr,2019,1755
ukr,2020,1822
ury,1980,213
ury,1981,227
ury,1982,157
ury,1983,174
ury,1984,147
ury,1985,105
ury,1986,124
ury,1987,101
ury,1988,144
ury,1989,111
ury,1991,137
ury,1992,140
ury,1993,147
ury,1994,151
ury,1995,221
ury,1996,182
ury,1997,370
ury,1998,469
ury,1999,525
ury,2000,572
ury,2001,543
ury,2002,466
ury,2003,504
ury,2004,514
ury,2005,589
ury,2006,725
ury,2007,739
ury,2008,706
ury,2009,750
ury,2010,761
ury,2011,667
ury,2012,678
ury,2014,639
ury,2015,532
ury,2017,500
usa,1980,42231
usa,1981,44009
usa,1982,46309
usa,1983,44312
usa,1984,49443
usa,1985,51562
usa,1986,55721
usa,1987,63522
usa,1988,68644
usa,1989,76337
usa,1990,80520
usa,1991,84160
usa,1992,90922
usa,1993,84241
usa,1994,95522
usa,1995,104180
usa,1996,105054
usa,1997,101282
usa,1998,102246
usa,1999,116512
usa,2000,131100
usa,2001,148958
usa,2002,150200
usa,2003,153500
usa,2004,167407
usa,2005,182866
usa,2006,204182
usa,2007,214807
usa,2008,224733
usa,2009,231194
usa,2010,248249
usa,2011,255832
usa,2012,274033
usa,2013,283781
usa,2014,293706
usa,2015,301075
usa,2016,310244
usa,2017,313052
usa,2018,312046
usa,2019,336340
usa,2020,327586
uzb,1993,295
uzb,1994,64
uzb,1995,19
uzb,1996,53
uzb,1997,367
uzb,1999,361
uzb,2000,213
uzb,2001,443
uzb,2002,203
uzb,2003,171
uzb,2004,205
uzb,2005,180
uzb,2006,186
uzb,2007,198
uzb,2008,186
uzb,2009,174
uzb,2010,262
uzb,2011,274
uzb,2012,253
uzb,2013,258
uzb,2014,223
uzb,2015,219
uzb,2016,202
uzb,2017,196
uzb,2018,180
uzb,2019,169
uzb,2020,232
vct,1996,8
vct,2000,2
vct,2012,2
vct,2013,8
vct,2014,8
vct,2015,7
vct,2017,3
vct,2018,4
vct,2019,3
vct,2020,5
ven,1980,1831
ven,1981,1980
ven,1982,1893
ven,1983,1482
ven,1984,1359
ven,1985,1303
ven,1986,1292
ven,1987,1369
ven,1989,1184
ven,1990,1090
ven,1991,1128
ven,1992,1338
ven,1993,1489
ven,1994,1505
ven,1996,1822
ven,1997,2323
ven,2000,2292
ven,2002,2150
ven,2003,1984
ven,2004,1873
ven,2005,2232
ven,2006,2439
ven,2007,2479
ven,2008,2325
ven,2009,2051
ven,2010,1773
ven,2011,1564
ven,2012,1461
ven,2013,1389
ven,2014,1377
ven,2015,928
ven,2016,560
ven,2017,338
vnm,1985,3
vnm,1986,2
vnm,1988,2
vnm,1989,16
vnm,1990,17
vnm,1991,25
vnm,1992,49
vnm,1993,193
vnm,1994,270
vnm,1995,659
vnm,1996,929
vnm,1997,1234
vnm,1998,1080
vnm,1999,1107
vnm,2000,1205
vnm,2001,1234
vnm,2002,1142
vnm,2003,1072
vnm,2004,1328
vnm,2005,1767
vnm,2006,1970
vnm,2007,2641
vnm,2008,2995
vnm,2009,2632
vnm,2010,3276
vnm,2011,3260
vnm,2012,3423
vnm,2013,3552
vnm,2014,3960
vnm,2015,4451
vnm,2016,4668
vnm,2017,4790
vnm,2018,5425
vnm,2019,6800
vnm,2020,6674
wsm,1980,2
wsm,1985,4
wsm,1991,2
wsm,1995,2
wsm,1996,3
wsm,2003,7
wsm,2004,2
wsm,2007,11
wsm,2014,99
wsm,2015,3
wsm,2019,1
wsm,2020,2
yem,1998,16
yem,1999,30
yem,2000,22
yem,2001,18
yem,2002,19
yem,2003,13
yem,2004,27
yem,2005,23
yem,2006,34
yem,2007,24
yem,2010,55
yem,2011,37
yem,2012,49
yem,2013,37
yem,2014,24
yem,2015,25
yem,2016,16
yem,2017,13
yem,2019,15
yem,2020,8
zaf,1980,5024
zaf,1981,5694
zaf,1982,6585
zaf,1983,5479
zaf,1984,6275
zaf,1985,5849
zaf,1986,5046
zaf,1987,4844
zaf,1988,4905
zaf,1989,4842
zaf,1990,4943
zaf,1991,4654
zaf,1992,4423
zaf,1993,4282
zaf,1994,4968
zaf,1995,5482
zaf,1996,6115
zaf,1997,6917
zaf,1998,7190
zaf,1999,3002
zaf,2000,2400
zaf,2001,5427
zaf,2002,5617
zaf,2003,5303
zaf,2004,5833
zaf,2005,6001
zaf,2006,6739
zaf,2007,7402
zaf,2008,7081
zaf,2009,5913
zaf,2010,5562
zaf,2011,6589
zaf,2012,6836
zaf,2013,6657
zaf,2014,6750
zaf,2015,6608
zaf,2016,6506
zaf,2017,6816
zaf,2018,6258
zaf,2019,6347
zaf,2020,6146
zmb,1980,113
zmb,1981,107
zmb,1982,91
zmb,1983,91
zmb,1984,79
zmb,1985,105
zmb,1986,108
zmb,1987,99
zmb,1988,74
zmb,1989,50
zmb,1990,50
zmb,1991,47
zmb,1992,64
zmb,1993,60
zmb,1995,39
zmb,1996,36
zmb,1999,34
zmb,2001,25
zmb,2002,6
zmb,2003,10
zmb,2004,27
zmb,2005,22
zmb,2006,9
zmb,2007,20
zmb,2008,17
zmb,2009,9
zmb,2010,12
zmb,2011,21
zmb,2012,31
zmb,2013,26
zmb,2014,25
zmb,2015,12
zmb,2016,18
zmb,2017,10
zmb,2018,13
zmb,2019,21
zmb,2020,11
zwe,1980,281
zwe,1981,274
zwe,1982,230
zwe,1983,237
zwe,1984,191
zwe,1985,205
zwe,1986,206
zwe,1987,200
zwe,1988,144
zwe,1989,138
zwe,1990,159
zwe,1991,128
zwe,1992,161
zwe,1993,136
zwe,1995,125
zwe,1996,122
zwe,2015,19
zwe,2016,5
