geo,time,bm_gsr_royl_cd
cri,1997,27190000
cri,1998,31970000
cri,1999,30796000
cri,2000,49833730
cri,2001,49021813.48085
cri,2002,51154010
cri,2003,63871136
cri,2004,51358969
cri,2005,56875640
cri,2006,87482020
cri,2007,52944749.87514
cri,2008,86390876.09965
cri,2009,119400565.1051
cri,2010,158855730.1064
cri,2011,214778111.9779
cri,2012,310560930.38155
cri,2013,374402372.58932
cri,2014,454698564.82473
cri,2015,495827687.75337
cri,2016,503368674.56458
cri,2017,538240000
cri,2018,623646376.51476
cri,2019,654828695.34049
cri,2020,623796670.2352
cym,2016,81139539.09003
cym,2017,68007595.05493
cym,2018,74328319.8631
cym,2019,74938827.49202
cyp,1976,0
cyp,1977,0
cyp,1978,0
cyp,1979,282132.12351
cyp,1980,283244.64595
cyp,1981,237286.90386
cyp,1982,210355.42051
cyp,1983,189882.75401
cyp,1984,169956.49757
cyp,1985,163251.36215
cyp,1987,2702160.11719
cyp,1988,3000243.23401
cyp,1989,3436947.76126
cyp,1990,4366050.39259
cyp,1991,1507228.77687
cyp,1992,7340697.14008
cyp,1993,8041733.91846
cyp,1994,9955484.761
cyp,1995,12156840.93068
cyp,1996,16727025.13611
cyp,1997,14788946.17083
cyp,1998,18152830.41732
cyp,1999,21364855.08965
cyp,2000,20725917.49473
cyp,2001,20199182.87589
cyp,2002,14987397.97964
cyp,2003,38640483.76043
cyp,2004,53379644.46993
cyp,2005,44655062.13453
cyp,2006,60437219.97691
cyp,2007,55607286.92035
cyp,2008,70969541.63519
cyp,2012,127245097.47378
cyp,2017,232194731.55092
cyp,2019,249306249.18747
cyp,2020,235854547.5027
cze,1993,20381969.8619
cze,1994,26272616.52386
cze,1995,53328089.96948
cze,1996,97954964.06965
cze,1997,77861868.74197
cze,1998,112645152.73499
cze,1999,137439776.43919
cze,2000,81725597.71002
cze,2001,92705740.4784
cze,2002,119236203.23612
cze,2003,175866289.62782
cze,2004,173666458.16318
cze,2005,503693935.34048
cze,2006,551382615.5556
cze,2007,694050965.82156
cze,2008,859173450.84765
cze,2009,842489141.18865
cze,2010,945086547.38164
cze,2011,1179217303.25258
cze,2012,1042852405.55227
cze,2013,1160503560.34487
cze,2014,1343830327.29018
cze,2015,1227305475.24099
cze,2016,1193119442.95987
cze,2017,1243172654.75133
cze,2018,1492994403.79622
cze,2019,1511179525.27654
cze,2020,1390318822.91046
deu,1971,423474020.05674
deu,1972,493347292.34431
deu,1973,624130653.41572
deu,1974,669979669.5279
deu,1975,836978364.62009
deu,1976,805220102.91303
deu,1977,986661567.85827
deu,1978,1187406865.58809
deu,1979,1371790483.26139
deu,1980,1445858315.57344
deu,1981,1185984547.14565
deu,1982,1116646533.23345
deu,1983,1183812409.68742
deu,1984,1116476701.58056
deu,1985,1213984364.30151
deu,1986,1927426970.50483
deu,1987,2456301273.42609
deu,1988,2743678015.22176
deu,1989,3027419866.03765
deu,1990,3797381849.8829
deu,1991,3996032725.26158
deu,1992,4154722543.7932
deu,1993,4042917736.41225
deu,1994,4170740415.2716
deu,1995,5229593330.61565
deu,1996,4687826793.80665
deu,1997,4961800845.90428
deu,1998,4904364198.22468
deu,1999,4394913908.49817
deu,2000,4414303163.77605
deu,2001,4317017245.3959
deu,2002,3545971639.04598
deu,2003,4116085265.44564
deu,2004,4514202955.41126
deu,2005,7208115337.91223
deu,2006,7082602231.37776
deu,2007,7499376290.76768
deu,2008,8632835619.01576
deu,2009,7008622136.38986
deu,2010,7115326141.84704
deu,2011,7405166331.67613
deu,2012,6396891367.77917
deu,2013,8696432169.70548
deu,2014,10729008199.2893
deu,2015,10117945573.8249
deu,2016,11295106925.6023
deu,2017,14364977912.1092
deu,2018,16057350001.7216
deu,2019,16388871672.0238
deu,2020,16026253187.939
dma,1976,0
dma,1977,0
dma,1978,0
dma,1979,0
dma,1980,0
dma,1981,0
dma,1982,0
dma,1983,0
dma,1984,0
dma,1985,0
dma,1986,74074.07407
dma,1987,74074.07407
dma,1988,100000
dma,1989,100000
dma,1990,100000
dma,1991,81481.48148
dma,1992,103703.7037
dma,1993,92592.59259
dma,1994,92592.59259
dma,1995,207407.40741
dma,1996,103703.7037
dma,1997,207407.40741
dma,1998,400000
dma,1999,137037.03704
dma,2000,118518.51852
dma,2001,107037.03704
dma,2002,122962.96296
dma,2003,64481.48148
dma,2004,80211.11111
dma,2005,113200
dma,2006,235233.33333
dma,2007,612340.74074
dma,2008,619140.74074
dma,2009,435029.62963
dma,2010,1242888.88889
dma,2011,608970.37037
dma,2012,594080.74074
dma,2013,594080.74074
dma,2014,586672.20741
dma,2015,672686.28519
dma,2016,674278.87778
dma,2017,652481.84074
dma,2018,1098511.16963
dma,2019,1098511.16963
dma,2020,1042034.70763
dnk,1975,0
dnk,1976,0
dnk,1977,0
dnk,1978,0
dnk,1981,0
dnk,1982,0
dnk,1983,0
dnk,1984,0
dnk,1985,0
dnk,1986,0
dnk,1987,0
dnk,1988,0
dnk,1989,0
dnk,1990,0
dnk,1991,0
dnk,2005,887513470.9289
dnk,2006,948675334.25517
dnk,2007,885829978.05419
dnk,2008,1194906781.00425
dnk,2009,1379559872.12951
dnk,2010,1325847662.92862
dnk,2011,1412631899.88576
dnk,2012,1392512982.15561
dnk,2013,1735972102.31115
dnk,2014,1695330424.64732
dnk,2015,1530214735.28804
dnk,2016,1625778239.46017
dnk,2017,1488297357.09907
dnk,2018,1584730653.08989
dnk,2019,1528895648.0146
dnk,2020,1654793442.69625
dom,1968,0
dom,1969,0
dom,1970,0
dom,1971,0
dom,1972,0
dom,1973,0
dom,1974,0
dom,1975,0
dom,1976,0
dom,1977,0
dom,1978,0
dom,1979,0
dom,1980,0
dom,1981,0
dom,1982,0
dom,1983,0
dom,1984,0
dom,1985,0
dom,1986,0
dom,1987,0
dom,1988,0
dom,1989,0
dom,1990,0
dom,1991,0
dom,1992,0
dom,1993,4600000
dom,1994,5600000
dom,1995,10200000
dom,1996,28500000
dom,1997,16100000
dom,1998,25300000
dom,1999,29800000
dom,2000,29700000
dom,2001,22000000
dom,2002,29600000
dom,2003,30100000
dom,2004,30100000
dom,2005,30800000
dom,2006,31500000
dom,2007,31900000
dom,2008,50700000
dom,2009,53400000
dom,2010,67100000
dom,2011,71400000
dom,2012,59200000
dom,2013,63700000
dom,2014,81400000
dom,2015,88900000
dom,2016,98400000
dom,2017,134000000
dom,2018,34600000
dom,2019,41500000
dom,2020,49700000
dza,1977,964608.90156
dza,1978,1260747.87596
dza,1979,2335680.54871
dza,1980,260589.71459
dza,1981,1158531.52295
dza,1982,1306565.67426
dza,1983,1044102.907
dza,1984,602001.65555
dza,1985,1193364.8912
dza,1986,212661.13511
dza,1987,412393.09998
dza,1988,676273.50755
dza,1989,1182878.491
dza,1990,1339658.2569
dza,1991,0
dza,2005,2000000
dza,2006,15000000
dza,2007,10547283.0764
dza,2008,10163263.96121
dza,2009,17088438.14367
dza,2010,92466206.42464
dza,2011,90367205.15836
dza,2012,137274934.91671
dza,2013,162112437.28548
dza,2014,143997401.90037
dza,2015,250010594.14215
dza,2016,152897904.41888
dza,2017,147268735.11033
dza,2018,115089900.79619
dza,2019,143098650.4087
dza,2020,133392700.45166
ecu,1976,4300000
ecu,1977,11800000
ecu,1978,12200000
ecu,1979,13000000
ecu,1980,22000000
ecu,1981,28000000
ecu,1982,20000000
ecu,1983,25000000
ecu,1984,30000000
ecu,1985,42000000
ecu,1986,45000000
ecu,1987,45000000
ecu,1988,35000000
ecu,1989,36000000
ecu,1990,37000000
ecu,1991,38000000
ecu,1992,38000000
ecu,1993,45000000
ecu,1994,50000000
ecu,1995,53000000
ecu,1996,68000000
ecu,1997,64000000
ecu,1998,68000000
ecu,1999,70000000
ecu,2000,62000000
ecu,2001,52000000
ecu,2002,43857142.85714
ecu,2003,43073979.59184
ecu,2004,43455357.14286
ecu,2005,42857302.29592
ecu,2006,44243378.50765
ecu,2007,45289183.03571
ecu,2008,46993142.56696
ecu,2009,47457318.40045
ecu,2010,54051146.24376
ecu,2011,65761531.27128
ecu,2012,90468876.13988
ecu,2013,125980953.67965
ecu,2014,110557408.00808
ecu,2015,72456488.62859
ecu,2016,63080134.42091
ecu,2017,91245028.7427
ecu,2018,180748000
ecu,2019,138706508
ecu,2020,139640396
egy,1977,0
egy,1978,0
egy,1979,0
egy,1980,0
egy,1981,0
egy,1982,0
egy,1983,0
egy,1984,0
egy,1985,0
egy,1986,0
egy,1987,0
egy,1988,0
egy,1989,0
egy,1990,0
egy,1991,0
egy,1992,0
egy,1993,0
egy,1994,508000000
egy,1995,97000000
egy,1996,40000000
egy,1997,364900000
egy,1998,392000000
egy,1999,328900000
egy,2000,401000000
egy,2001,360900000
egy,2002,171100000
egy,2003,165000000
egy,2004,108100000
egy,2005,182000000
egy,2006,159200000
egy,2007,240600000
egy,2008,321600000
egy,2009,284500000
egy,2010,226000000
egy,2011,231600000
egy,2012,344700000
egy,2013,327500000
egy,2014,241500000
egy,2015,213800000
egy,2016,187700000
egy,2017,254500000
egy,2018,298000000
egy,2019,294000000
egy,2020,297000000
eri,1998,2807.01754
eri,1999,203086.98909
eri,2000,281121.13402
esp,1975,167699487.68491
esp,1976,159013888.75867
esp,1977,129207940.24965
esp,1978,134315808.66833
esp,1979,198207388.82266
esp,1980,169967223.18167
esp,1981,135228573.82191
esp,1982,149580577.35307
esp,1983,164889183.19471
esp,1984,184666817.1903
esp,1985,229216223.48782
esp,1986,306564953.10108
esp,1987,379394143.27189
esp,1988,647124946.48353
esp,1989,702369537.33964
esp,1990,1021669985.26452
esp,1991,1020687942.59006
esp,1992,1070002296.62247
esp,1993,982797210.56204
esp,1994,1061345631.82681
esp,1995,1266225753.15064
esp,1996,1447370353.35883
esp,1997,1643510670.85885
esp,1998,1878319067.35468
esp,2013,4514279640.20003
esp,2014,4474717117.51778
esp,2015,4520612370.80114
esp,2016,4987966184.8307
esp,2017,5065245408.98262
esp,2018,6644636046.1447
esp,2019,6838705334.55087
esp,2020,5122068572.40465
est,1992,0
est,1993,0
est,1994,777511.61606
est,1995,1092875.39465
est,1996,2909349.75012
est,1997,4559578.55235
est,1998,6954200.26062
est,1999,5626623.12095
est,2000,7909800.99617
est,2001,11232525.43899
est,2002,14113255.15114
est,2008,49797157.79463
est,2009,45861418.97409
est,2010,60041345.41126
est,2011,74447963.38339
est,2012,61274606.28722
est,2013,49014653.79147
est,2014,61551392.43539
est,2015,43591116.46303
est,2016,51669819.03151
est,2017,62014803.51674
est,2018,66881559.96175
est,2019,63213681.88317
est,2020,56938618.95889
est,2021,76699200.88131
eth,1977,96618.35753
eth,1978,0
eth,1979,0
eth,1980,0
eth,1981,0
eth,1982,0
eth,1983,0
eth,1984,0
eth,1985,0
eth,1986,0
eth,1987,0
eth,1988,0
eth,1989,0
eth,1990,0
eth,1991,0
eth,1992,0
eth,1993,0
eth,1994,0
eth,1996,31518.39887
eth,1999,52683.80061
eth,2000,316615.00327
eth,2001,101146.55826
eth,2002,396117.55843
eth,2003,88288.33945
eth,2004,450079.3329
eth,2005,575608.04381
eth,2006,844549.28127
eth,2007,2070545.55546
eth,2008,1728785.56313
eth,2009,2826017.04737
eth,2010,993167.19468
eth,2011,2983179.51374
eth,2012,2458491.29344
eth,2013,538887.95288
eth,2014,2190854.73233
eth,2015,3838616.2451
eth,2016,1115301.75198
eth,2017,9802537.58939
eth,2018,26729370.5673
eth,2019,3025656.1877
eth,2020,2325743.27665
fin,1975,49016903.239
fin,1976,54085821.68061
fin,1977,53530691.0235
fin,1978,57600186.31169
fin,1979,69019937.84777
fin,1980,87959823.25084
fin,1981,93673700.24452
fin,1982,89499618.33373
fin,1983,92217645.02579
fin,1984,102223867.43157
fin,1985,116074806.50994
fin,1986,153010354.21986
fin,1987,208153042.80673
fin,1988,244563866.57276
fin,1989,269655817.2104
fin,1990,316693261.71213
fin,1991,311622807.18639
fin,1992,270647259.29955
fin,1993,325487457.19304
fin,1994,324558642.67252
fin,1995,389212320.16141
fin,1996,465429923.84472
fin,1997,504312604.87224
fin,1998,411408467.6814
fin,1999,375327800.7326
fin,2000,565058183.77526
fin,2001,533700641.6856
fin,2002,605924790.11588
fin,2003,616276302.23909
fin,2004,800565236.13095
fin,2005,1122659918.41291
fin,2008,2253386654.98076
fin,2009,1477245035.76732
fin,2010,1508665557.86436
fin,2011,1576638925.29762
fin,2012,1774389256.05149
fin,2013,1917947813.86482
fin,2014,1178587921.9761
fin,2015,832316827.07551
fin,2016,876927845.02338
fin,2017,1022698642.46366
fin,2018,1066485644.78938
fin,2019,1000220940.55736
fin,2020,1180844240.50467
fin,2021,1145445088.45599
fji,1979,0
fji,1980,0
fji,1981,0
fji,1982,0
fji,1983,0
fji,1984,0
fji,1985,0
fji,1986,0
fji,1987,0
fji,1988,0
fji,2000,717136.31507
fji,2001,481480.61821
fji,2002,1460300.32672
fji,2003,1002151.58946
fji,2004,751638.77781
fji,2005,1182293.69542
fji,2006,981659.32728
fji,2007,1626870.29154
fji,2008,2448440.7047
fji,2009,1344026.50444
fji,2010,886338.04693
fji,2011,2358318.62692
fji,2012,2569654.10468
fji,2013,2337084.68041
fji,2014,3169561.27815
fji,2015,3916729.28013
fji,2016,5975266.75295
fji,2017,8092808.46307
fji,2018,6688794.48145
fji,2019,6344078.05048
fji,2020,6117035.76879
fra,1975,515801619.69576
fra,1976,583726698.81538
fra,1977,546609901.16394
fra,1978,680438885.27506
fra,1979,806667403.52286
fra,1980,1028041878.19102
fra,1981,945696301.09218
fra,1982,905672552.98664
fra,1983,911767138.48144
fra,1984,882858798.65515
fra,1985,981903449.68417
fra,1986,1234368095.24329
fra,1987,1593555979.37603
fra,1988,1720570808.17546
fra,1989,1416909594.09784
fra,1990,1628676371.49048
fra,1991,1748149931.04276
fra,1992,2072778757.70372
fra,1993,1798053452.46228
fra,1994,1908824535.23078
fra,1995,2320297933.42987
fra,1996,2652879847.92705
fra,1997,2476558275.60864
fra,1998,2717179166.91769
fra,1999,4500823922.96097
fra,2000,4416719402.19392
fra,2001,4095839453.42307
fra,2002,4547619885.08007
fra,2003,5154463498.89553
fra,2004,5800016169.16713
fra,2005,6182912478.86496
fra,2006,7028743114.6489
fra,2007,7672468332.61231
fra,2008,10435073227.3559
fra,2009,8387238481.47812
fra,2010,10014878125.61
fra,2011,10545784932.3541
fra,2012,8754182545.12409
fra,2013,11054534501.3487
fra,2014,12764952188.4495
fra,2015,15660393095.6186
fra,2016,14758389447.0552
fra,2017,15849154072.1435
fra,2018,14350603897.066
fra,2019,12191473891.1147
fra,2020,12273149217.3448
fro,1998,2800000
fro,1999,2870000
fro,2000,2640000
fro,2001,3090000
fro,2002,2990000
fro,2003,3150000
fro,2004,4244159.26517
fro,2005,3073552.78635
fro,2006,3695374.32173
fro,2007,8655537.6687
fro,2008,9562965.15407
fro,2009,8969394.35725
fro,2010,7676053.08073
fro,2011,9076741.9243
gab,1978,0
gab,1979,0
gab,1980,0
gab,1981,0
gab,1982,0
gab,1983,0
gab,1984,0
gab,1985,0
gab,1986,0
gab,1987,0
gab,1988,0
gab,1989,0
gab,1990,0
gab,1991,0
gab,1992,0
gab,1993,0
gab,1994,0
gbr,1970,283199773.83666
gbr,1971,299450940.2543
gbr,1972,344806903.42003
gbr,1973,392037160.3731
gbr,1974,465540514.67523
gbr,1975,529813643.9578
gbr,1976,532968474.50243
gbr,1977,573322721.2142
gbr,1978,698415871.67083
gbr,1979,753020243.44097
gbr,1980,924694770.43065
gbr,1981,900259104.15098
gbr,1982,810989857.85741
gbr,1983,827232728.5055
gbr,1984,903266514.75458
gbr,1985,807266041.75293
gbr,1986,1035088153.34853
gbr,1987,1938146288.73616
gbr,1988,2331718494.71769
gbr,1989,2600777859.11888
gbr,1990,3574748479.59435
gbr,1991,3370457080.53713
gbr,1992,3577319474.46994
gbr,1993,3603459888.28496
gbr,1994,4472337548.49041
gbr,1995,5198358488.48013
gbr,1996,6320330299.39602
gbr,1997,6137005611.39948
gbr,1998,6652282989.14554
gbr,1999,6876242875.88669
gbr,2000,6231366101.48823
gbr,2001,6337780662.27661
gbr,2002,8034673756.08014
gbr,2003,8315099546.30331
gbr,2004,9064530946.0901
gbr,2005,10255650199.2258
gbr,2006,10205648045.8463
gbr,2007,9160857689.88139
gbr,2008,10800615261.4203
gbr,2009,10159394286.3638
gbr,2010,10491597032.63
gbr,2011,11470409313.2943
gbr,2012,10205919877.3753
gbr,2013,10922676494.5507
gbr,2014,12490112662.1344
gbr,2015,13122889841.0828
gbr,2016,12155083351.0486
gbr,2017,12839465034.4063
gbr,2018,15126540254.6674
gbr,2019,17487847598.2028
gbr,2020,16043016246.8327
geo,2000,7144248.79
geo,2001,6753653.31
geo,2002,10685440
geo,2003,10601494.04
geo,2004,5671521.36
geo,2005,5320755.08
geo,2006,5023551.11
geo,2007,4871460.38
geo,2008,8403513.81
geo,2009,8559176.97
geo,2010,7404609.48
geo,2011,7956804.44
geo,2012,7590401.93
geo,2013,13438271.71
geo,2014,19348328.75
geo,2015,6985876.37
geo,2016,19491612.75
geo,2017,24691784.03
geo,2018,27053208.22
geo,2019,40652755.9
geo,2020,54890643.85
gha,1975,0
gha,1976,0
gha,1977,0
gha,1978,0
gha,1979,2836392
gha,1980,3500000
gha,1981,3700000
gha,1982,3500000
gha,1983,300000
gha,1984,100000
gha,1985,200000
gha,1986,100000
gha,1987,100000
gha,1988,100000
gha,1989,200000
gha,1990,200000
gha,1991,500000
gha,1992,900000
gha,1993,900000
gha,1994,700000
gha,1995,0
gha,1996,0
gha,1997,0
gha,1998,0
gha,1999,0
gha,2009,0
gha,2010,0
gha,2018,44881239.67822
gha,2019,189994769.05632
gha,2020,156694904.52492
gin,1998,10000
gin,1999,149600
gin,2000,0
gin,2001,1026510
gin,2002,760000
gin,2003,873050
gin,2004,210000
gin,2005,870000
gin,2006,210000
gin,2007,30000
gin,2008,420000
gin,2009,180000
gin,2010,1200000
gin,2011,770000
gin,2012,620000
gmb,1978,0
gmb,1979,0
gmb,1980,0
gmb,1981,0
gmb,1982,0
gmb,1983,0
gmb,1984,0
gmb,1985,0
gmb,1986,0
gmb,1987,0
gmb,1988,0
gmb,1989,0
gmb,1990,0
gmb,1991,0
gmb,1992,0
gmb,1993,0
gmb,1994,0
gnb,1982,0
gnb,1983,0
gnb,1984,0
gnb,1985,0
gnb,1986,0
gnb,1987,0
gnb,1988,0
gnb,1989,0
gnb,1990,0
gnb,1991,0
gnb,1992,0
gnb,1993,0
gnb,2001,0
gnb,2002,67432.99206
gnb,2003,0
gnb,2004,3785.83666
gnb,2005,0
gnb,2006,0
gnb,2015,2367.06597
gnb,2018,0
gnq,1987,0
gnq,1988,0
grc,1976,14000000
grc,1977,14000000
grc,1978,16000000
grc,1979,18000000
grc,1980,20000000
grc,1981,19000000
grc,1982,12000000
grc,1983,14000000
grc,1984,13000000
grc,1985,8000000
grc,1986,10000000
grc,1987,12000000
grc,1988,13000000
grc,1989,15000000
grc,1990,15000000
grc,1991,13000000
grc,1992,19000000
grc,1993,27000000
grc,1994,46000000
grc,1995,58000000
grc,1996,57000000
grc,1997,58000000
grc,1999,205078705.12991
grc,2000,202864432.7222
grc,2001,225068410.4631
grc,2002,287639249.74921
grc,2003,334838119.95499
grc,2004,466062588.72096
grc,2005,441508052.72755
grc,2006,406104697.16374
grc,2007,600153525.9705
grc,2008,713441167.63438
grc,2009,654722897.27106
grc,2010,626946377.35965
grc,2011,556622104.34375
grc,2012,370769831.00855
grc,2013,322272258.56022
grc,2014,445973221.32136
grc,2015,290739287.51501
grc,2016,246662484.02693
grc,2017,347582001.46338
grc,2018,382963979.59026
grc,2019,321456877.08241
grc,2020,320133707.81508
grd,1977,0
grd,1978,0
grd,1979,0
grd,1980,0
grd,1981,0
grd,1982,0
grd,1983,0
grd,1984,0
grd,1985,0
grd,1986,296296.2963
grd,1987,314814.81481
grd,1988,333333.33333
grd,1989,370370.37037
grd,1990,370370.37037
grd,1991,370370.37037
grd,1992,440740.74074
grd,1993,348148.14815
grd,1994,266666.66667
grd,1995,225925.92593
grd,1996,507407.40741
grd,1997,514814.81481
grd,1998,603703.7037
grd,1999,611111.11111
grd,2000,607407.40741
grd,2001,674074.07407
grd,2002,444444.44444
grd,2003,570370.37037
grd,2004,788888.88889
grd,2005,885203.7037
grd,2006,2366511.11111
grd,2007,2533894.07407
grd,2008,3024590.74074
grd,2009,3492194.81481
grd,2010,5502012.22222
grd,2011,5615735.92593
grd,2012,6213040.37037
grd,2013,6465571.11111
grd,2014,8207337.13111
grd,2015,9366087.70148
grd,2016,9945231.1093
grd,2017,8783540.50741
grd,2018,12214406.07037
grd,2019,13662922.35926
grd,2020,11166960.76202
gtm,1977,1200000
gtm,1978,300000
gtm,1979,600000
gtm,1980,1300000
gtm,1981,600000
gtm,1982,400000
gtm,1983,300000
gtm,1984,200000
gtm,1985,0
gtm,1986,100000
gtm,1987,0
gtm,1988,0
gtm,1989,0
gtm,1990,0
gtm,1991,100000
gtm,1992,0
gtm,1993,0
gtm,2001,0
gtm,2002,0
gtm,2003,0
gtm,2004,39900000
gtm,2005,49400000
gtm,2006,60200000
gtm,2007,72100000
gtm,2008,71710050
gtm,2009,85633650
gtm,2010,88639330
gtm,2011,89808790
gtm,2012,93742530
gtm,2013,104190630
gtm,2014,134841560
gtm,2015,153058570
gtm,2016,170383790
gtm,2017,194885240
gtm,2018,209674630
gtm,2019,241960110
gtm,2020,259562200
guy,1977,0
guy,1978,0
guy,1979,0
guy,1980,0
guy,1981,0
guy,1982,0
guy,1983,0
guy,1984,0
guy,1985,0
guy,1996,10000000
guy,1997,1200000
guy,1998,12300000
guy,1999,13600000
guy,2000,10800000
guy,2001,5400000
guy,2002,21600000
guy,2003,17600000
guy,2004,18522000
guy,2005,19448000
guy,2006,20421000
guy,2007,21442000
guy,2008,22513606.7625
guy,2009,22963878.89775
guy,2010,28015932.25525
guy,2011,34179437.35141
guy,2012,41698913.56872
guy,2013,65990000
guy,2014,23943000
guy,2015,18244000
guy,2016,13827630
guy,2017,9405354.44444
guy,2018,5260000
guy,2019,3677280
guy,2020,2426130
hkg,1998,536839387.15786
hkg,1999,280589055.96196
hkg,2000,461122758.53295
hkg,2001,491103104.20644
hkg,2002,695994666.47387
hkg,2003,864428601.82708
hkg,2004,1111347424.30166
hkg,2005,1288812729.4737
hkg,2006,1357493081.61264
hkg,2007,1504417241.6533
hkg,2008,1610465042.19863
hkg,2009,1699752586.11752
hkg,2010,1978131460.70925
hkg,2011,2009279637.38963
hkg,2012,2018574965.2955
hkg,2013,2027166770.1357
hkg,2014,1938286852.26083
hkg,2015,1860613528.32627
hkg,2016,1882822751.24051
hkg,2017,1924781217.84472
hkg,2018,1993170614.61373
hkg,2019,1979477323.40472
hkg,2020,1759723742.30594
hnd,1974,449999.99991
hnd,1975,550000
hnd,1976,650000
hnd,1977,750000
hnd,1978,950000
hnd,1979,1200000
hnd,1980,1400000
hnd,1981,1650000
hnd,1982,2000000
hnd,1983,2250000
hnd,1984,1950000
hnd,1985,2250000
hnd,1986,2000000
hnd,1987,2000000
hnd,1988,2200000
hnd,1989,2500000
hnd,1990,3000000
hnd,1991,4000000
hnd,1992,4500000
hnd,1993,4900000
hnd,1994,5400000
hnd,1995,8900000
hnd,1996,4000000
hnd,1997,4500000
hnd,1998,9200000
hnd,1999,9500000
hnd,2000,13800000
hnd,2001,15700000
hnd,2002,15400000
hnd,2003,19117000
hnd,2004,19444940
hnd,2005,20910350
hnd,2006,26751868.54661
hnd,2007,27747055.10837
hnd,2008,25381640
hnd,2009,25680000
hnd,2010,30380000
hnd,2011,35154664.83606
hnd,2012,38670131.31967
hnd,2013,85312365.82999
hnd,2014,75110955.92104
hnd,2015,59033072.64263
hnd,2016,66573650.26772
hnd,2017,109405527.87541
hnd,2018,115060498.63242
hnd,2019,84546357.75252
hnd,2020,62388066.00175
hrv,1993,11718000
hrv,1994,27172000
hrv,1995,45820000
hrv,1996,33302142.852
hrv,1997,31062059.58
hrv,1998,47156607.895
hrv,1999,50405741.8
hrv,2000,60522820.75187
hrv,2001,62512938.91622
hrv,2002,77182623.86306
hrv,2003,130643616.00895
hrv,2004,145414969.5114
hrv,2005,192496176.94193
hrv,2006,174577803.98985
hrv,2007,213320601.18483
hrv,2008,258616774.40675
hrv,2009,212636457.42167
hrv,2010,224741363.12547
hrv,2011,262289982.51094
hrv,2012,307359863.57662
hrv,2013,281192019.36466
hrv,2014,275975835.63462
hrv,2015,267800175.30779
hrv,2016,269102708.74598
hrv,2017,307566945.94262
hrv,2018,311309985.54467
hrv,2019,328648834.52922
hrv,2020,310919460.76391
hti,1971,0
hti,1972,0
hti,1973,0
hti,1974,0
hti,1975,0
hti,1976,0
hti,1977,0
hti,1978,0
hti,1979,0
hti,1980,0
hti,1981,0
hti,1982,0
hti,1983,0
hti,1984,0
hti,1985,0
hti,1986,0
hti,1987,0
hti,1988,0
hti,1989,0
hti,1990,0
hti,1991,0
hti,1992,0
hti,1993,0
hti,1994,0
hti,1998,0
hti,1999,0
hti,2000,0
hti,2001,0
hti,2002,900000
hti,2003,400000
hti,2004,370000
hti,2005,400000
hti,2006,500000
hti,2007,400000
hti,2008,400000
hti,2009,400000
hti,2010,480000
hti,2011,520000
hti,2012,1640000
hti,2013,1586440
hti,2014,2163920
hti,2015,1642260
hti,2016,0
hti,2017,0
hti,2018,0
hti,2019,0
hti,2020,0
hti,2021,0
hun,1982,0
hun,1983,0
hun,1984,0
hun,1985,0
hun,1986,0
hun,1987,0
hun,1988,0
hun,1989,0
hun,1990,35895240.6887
hun,1991,39068374.03441
hun,1992,29613158.13883
hun,1993,39244450.76519
hun,1994,74863051.92381
hun,1995,69995137.08707
hun,1996,131802698.78056
hun,1997,191932167.86026
hun,1998,214573381.6691
hun,1999,307004937.19255
hun,2000,258734878.18784
hun,2001,269492894.78831
hun,2002,416530257.1324
hun,2003,463929314.80104
hun,2004,1053803575.94129
hun,2005,1107702918.86082
hun,2006,1169130363.45588
hun,2007,1752222005.14622
hun,2008,2596029138.02298
hun,2009,1981316302.18137
hun,2010,1799363441.47378
hun,2011,2034865902.75293
hun,2012,1701009788.05818
hun,2013,1966063663.9774
hun,2014,1701540945.78151
hun,2015,2006472537.39728
hun,2016,1446684697.92787
hun,2017,1597954987.84853
hun,2018,1628927748.17578
hun,2019,1701673072.66388
hun,2020,1268741602.00149
idn,1981,0
idn,1982,0
idn,1983,0
idn,1984,0
idn,1985,0
idn,1986,0
idn,1987,0
idn,1988,0
idn,1989,0
idn,1990,0
idn,1991,0
idn,1992,0
idn,1993,0
idn,1994,0
idn,1995,0
idn,2004,990320000
idn,2005,960870000
idn,2006,872228636.99794
idn,2007,1085450000
idn,2008,1327681813.9019
idn,2009,1530107288.81507
idn,2010,1616459043.16398
idn,2011,1787966702.99021
idn,2012,1800089221.79769
idn,2013,1736373353.68153
idn,2014,1861866471.75298
idn,2015,1652686735.72605
idn,2016,1732362913.26963
idn,2017,1900641452.53213
idn,2018,1470072409.73796
idn,2019,1804721423.00401
idn,2020,1530064502.24281
idn,2021,1785430257.97701
ind,1975,0
ind,1976,17776013.30232
ind,1977,23026309.46665
ind,1978,13068415.51965
ind,1979,13496502.34649
ind,1980,12455736.62245
ind,1981,15153361.0803
ind,1982,38854328.11283
ind,1983,24571485.04582
ind,1984,22207099.12792
ind,1985,25143719.35366
ind,1986,24934650.13356
ind,1987,40558650.90563
ind,1988,108393928.24547
ind,1989,127039845.21734
ind,1990,72465533.69209
ind,1991,49565207.89665
ind,1992,68598351.54487
ind,1993,75336944.70812
ind,1994,93836422.84175
ind,1995,90293739.53246
ind,1996,118039538.68594
ind,1997,150485539.46468
ind,1998,200807738.73019
ind,1999,315298932.62638
ind,2000,282463092.34609
