geo,time,se_prm_gint_ma_zs
dom,2012,104.73557
dom,2013,101.55242
dom,2014,108.67248
dom,2015,115.69217
dom,2016,111.69574
dom,2017,107.63433
dom,2018,106.5707
dza,1972,92.72552
dza,1973,97.94664
dza,1974,96.15717
dza,1975,93.38353
dza,1976,99.73967
dza,1977,101.38219
dza,1978,97.62821
dza,1979,97.45501
dza,1980,96.13557
dza,1981,93.58158
dza,1982,92.5971
dza,1983,92.55343
dza,1984,96.70984
dza,1985,92.09692
dza,1986,96.4285
dza,1987,98.99946
dza,1988,98.33608
dza,1989,93.45639
dza,1990,95.53314
dza,1991,99.4192
dza,1992,101.26601
dza,1993,94.75952
dza,1994,95.21053
dza,1995,92.24296
dza,1996,98.15563
dza,1997,96.56895
dza,1999,99.34603
dza,2000,98.1214
dza,2001,85.47417
dza,2002,100.47923
dza,2003,97.60741
dza,2004,99.50586
dza,2005,99.63474
dza,2006,98.14474
dza,2007,102.47335
dza,2008,107.25741
dza,2009,107.3908
dza,2010,116.09212
dza,2011,113.20019
dza,2012,115.47437
dza,2013,114.68129
dza,2014,112.63183
dza,2015,108.98785
dza,2016,106.43325
dza,2017,102.63635
dza,2018,102.23707
ecu,1971,132.3763
ecu,1972,127.88445
ecu,1973,131.6761
ecu,1974,130.95741
ecu,1975,130.12819
ecu,1976,131.50938
ecu,1977,131.43227
ecu,1978,133.6239
ecu,1979,139.10343
ecu,1980,139.23943
ecu,1987,154.42954
ecu,1988,155.11942
ecu,1994,127.35779
ecu,1995,128.03481
ecu,1996,127.8871
ecu,1997,130.58796
ecu,1998,127.75986
ecu,1999,127.56249
ecu,2000,131.81098
ecu,2001,132.33551
ecu,2002,131.53506
ecu,2003,129.37897
ecu,2004,126.32207
ecu,2005,123.66727
ecu,2006,127.73653
ecu,2007,129.70158
ecu,2017,102.20051
ecu,2018,102.77287
egy,1986,93.90977
egy,1997,88.59453
egy,1999,87.1021
egy,2000,90.82533
egy,2001,92.09463
egy,2002,93.72161
egy,2003,93.33761
egy,2004,93.7294
egy,2005,98.82432
egy,2006,98.89444
egy,2007,99.49051
egy,2009,101.16359
egy,2010,100.94548
egy,2011,102.15718
egy,2012,100.45896
egy,2013,102.12858
egy,2014,103.13719
egy,2016,102.23186
egy,2017,104.96672
egy,2018,101.17963
eri,1994,67.78667
eri,1995,63.51781
eri,1996,67.90647
eri,1997,59.10935
eri,1999,85.89047
eri,2000,105.48816
eri,2001,103.16668
eri,2002,118.03514
eri,2003,116.48274
eri,2004,115.30501
eri,2005,116.2517
eri,2006,103.06193
eri,2007,87.45711
eri,2008,82.67227
eri,2009,83.40272
eri,2010,79.55745
eri,2011,100.87597
eri,2012,97.16691
eri,2013,84.6262
eri,2015,73.60173
eri,2016,69.26956
eri,2017,69.1329
eri,2018,77.84778
esp,1981,106.11143
esp,1982,107.03119
esp,1983,106.82791
esp,1984,104.49975
esp,1985,104.09546
esp,1986,100.41005
esp,1987,99.84479
esp,1988,100.36026
esp,1989,101.98575
esp,1990,102.03072
esp,1993,102.76961
esp,1994,99.92291
esp,1999,104.85738
esp,2000,101.79232
esp,2001,98.95123
esp,2002,98.53888
esp,2003,99.87372
esp,2004,102.54696
esp,2005,102.09065
esp,2006,104.63169
esp,2007,106.05685
esp,2008,104.07422
esp,2009,103.01598
esp,2010,102.93946
esp,2011,104.88286
esp,2012,102.49794
esp,2013,101.33187
esp,2014,98.25993
esp,2015,99.31234
esp,2016,93.93346
esp,2017,93.06605
est,1993,86.63746
est,1994,92.63735
est,1995,96.04373
est,1996,101.36793
est,1998,104.14468
est,1999,97.82922
est,2000,99.28579
est,2001,95.15835
est,2002,90.73541
est,2003,94.49747
est,2004,98.56524
est,2005,101.0397
est,2006,99.57335
est,2007,105.77575
est,2008,108.46141
est,2009,103.76273
est,2010,100.14198
est,2011,94.85283
est,2012,97.74513
est,2013,98.78644
est,2014,96.67112
est,2015,95.8194
est,2016,98.22854
est,2017,94.67077
eth,1982,80.23251
eth,1987,83.46739
eth,1988,78.21578
eth,1989,76.42008
eth,1994,64.17108
eth,1995,75.34413
eth,1996,91.91983
eth,1998,100.09705
eth,1999,96.16132
eth,2000,93.70702
eth,2001,94.51583
eth,2002,90.50914
eth,2003,88.16249
eth,2004,103.21248
eth,2005,139.81049
eth,2006,119.27021
eth,2007,136.14726
eth,2008,163.56165
eth,2009,139.7374
eth,2010,140.58716
eth,2011,160.50389
eth,2012,150.82145
eth,2014,159.07255
eth,2015,153.55911
fin,1987,97.96768
fin,1988,97.716
fin,1989,96.21176
fin,1990,101.19537
fin,1991,101.89168
fin,1992,100.48127
fin,1993,97.29893
fin,1994,95.98598
fin,1995,95.38424
fin,1996,101.55978
fin,1998,104.73582
fin,1999,101.69543
fin,2000,102.82617
fin,2001,98.16792
fin,2002,98.26268
fin,2003,97.90318
fin,2004,96.94519
fin,2005,96.92238
fin,2006,96.63301
fin,2007,99.46502
fin,2008,101.26118
fin,2009,99.47359
fin,2010,99.28567
fin,2011,99.87019
fin,2012,102.30435
fin,2013,99.95983
fin,2014,101.03289
fin,2015,99.48302
fin,2016,98.67027
fin,2017,98.72194
fji,1980,109.39431
fji,1981,108.10487
fji,1983,106.79093
fji,1984,103.86423
fji,1985,108.40353
fji,1986,106.19105
fji,1992,114.27707
fji,1994,112.25907
fji,1995,119.23804
fji,1996,111.3653
fji,1997,112.92917
fji,1998,115.45095
fji,1999,108.73175
fji,2000,106.18106
fji,2001,110.73181
fji,2002,108.74497
fji,2004,112.71604
fji,2006,107.18492
fji,2008,102.25784
fji,2009,102.24325
fji,2011,103.92521
fji,2012,103.53801
fji,2013,105.97899
fji,2015,104.23765
fji,2016,113.15649
fra,1971,104.6859
fra,1972,103.01955
fsm,2014,106.57785
fsm,2015,96.28406
gab,1972,147.23011
gab,1973,130.33677
gab,1975,130.4125
gab,1976,137.21155
gab,1977,134.18694
gab,1978,138.47366
gab,1979,128.25802
gab,1980,128.66836
gab,1981,131.15666
gab,1982,134.71905
gab,1983,138.90382
gab,1984,141.83655
gab,1987,132.12106
gab,1988,150.13707
gab,1989,138.57888
gab,1992,126.80755
gab,1995,115.92828
gab,1996,127.02308
gab,1997,121.88429
gab,2001,96.49868
gab,2002,100.8831
gab,2003,99.03152
gbr,2015,98.91083
gbr,2016,97.35402
gbr,2017,98.23234
geo,1998,120.15115
geo,1999,115.45346
geo,2000,110.17962
geo,2001,103.44721
geo,2002,105.07817
geo,2003,105.50297
geo,2004,109.53354
geo,2005,103.87401
geo,2006,96.06739
geo,2007,108.24424
geo,2008,105.19697
geo,2009,102.43761
geo,2010,102.08832
geo,2011,115.39791
geo,2012,115.54854
geo,2013,97.36726
geo,2014,92.49942
geo,2015,94.53889
geo,2016,90.41724
geo,2018,101.47393
gha,1971,76.57023
gha,1972,75.44475
gha,1974,71.68918
gha,1975,73.29304
gha,1976,87.61804
gha,1977,86.29531
gha,1978,85.79661
gha,1979,88.66742
gha,1980,86.14084
gha,1981,90.50843
gha,1991,94.17185
gha,1992,90.22788
gha,1999,89.21427
gha,2000,89.41901
gha,2001,84.0501
gha,2002,83.25597
gha,2003,84.24508
gha,2004,83.45154
gha,2005,89.50241
gha,2006,102.21849
gha,2007,105.45119
gha,2008,108.20623
gha,2009,107.6767
gha,2011,107.20216
gha,2012,108.29383
gha,2013,106.15057
gha,2014,102.35135
gha,2015,107.16632
gha,2017,101.85673
gha,2018,99.92681
gha,2019,103.34971
gib,1999,85.71429
gib,2000,139.23077
gib,2001,149.62406
gib,2016,118.26087
gib,2017,100.87336
gin,1984,44.41956
gin,1985,80.5256
gin,1986,31.73548
gin,1987,35.66385
gin,1988,52.08479
gin,1989,46.28532
gin,1990,42.81002
gin,1991,54.42603
gin,1992,47.84658
gin,1993,65.57008
gin,1994,59.07866
gin,1995,59.37023
gin,1998,44.54717
gin,1999,55.58648
gin,2000,63.25529
gin,2001,67.44983
gin,2002,70.67133
gin,2003,78.79031
gin,2004,84.81034
gin,2005,84.96564
gin,2006,86.13592
gin,2007,88.86003
gin,2008,89.94678
gin,2009,98.29035
gin,2010,102.00848
gin,2011,104.94924
gin,2012,106.17457
gin,2013,108.96775
gin,2014,112.35186
gin,2016,123.3816
gmb,1971,27.5835
gmb,1972,28.9363
gmb,1973,34.89141
gmb,1974,35.75172
gmb,1975,37.50166
gmb,1976,39.73186
gmb,1977,29.98569
gmb,1978,39.27072
gmb,1979,54.23277
gmb,1980,60.37968
gmb,1981,89.98439
gmb,1982,90.70924
gmb,1983,84.67778
gmb,1984,81.67021
gmb,1985,79.72533
gmb,1986,85.57655
gmb,1987,65.07598
gmb,1989,59.84178
gmb,1992,73.61311
gmb,1993,80.97342
gmb,1994,84.58025
gmb,1995,78.77992
gmb,1996,90.12065
gmb,1997,83.94096
gmb,1998,78.05681
gmb,1999,96.19349
gmb,2000,94.87887
gmb,2001,91.73664
gmb,2002,89.43525
gmb,2003,93.80236
gmb,2004,90.59897
gmb,2005,86.4047
gmb,2006,86.35457
gmb,2007,83.04064
gmb,2008,85.0633
gmb,2010,90.32133
gmb,2011,88.63636
gmb,2012,92.85977
gmb,2013,97.45557
gmb,2014,105.06207
gmb,2015,103.75955
gmb,2016,100.06828
gnb,1979,123.34138
gnb,1980,100.00945
gnb,1981,96.76766
gnb,1982,102.09078
gnb,1983,95.02423
gnb,1984,91.84956
gnb,1987,77.32815
gnb,1988,66.96743
gnb,2000,118.93135
gnb,2010,162.4128
gnq,1994,215.32106
gnq,2003,91.16055
gnq,2005,83.19482
gnq,2008,81.65294
gnq,2009,71.73597
gnq,2010,70.52219
gnq,2011,71.01377
gnq,2012,71.29416
gnq,2015,63.10817
grc,1971,100.95338
grc,1972,102.26772
grc,1973,104.96655
grc,1974,106.29128
grc,1975,101.62871
grc,1976,97.56067
grc,1977,96.04144
grc,1978,96.17686
grc,1979,98.32944
grc,1980,98.52909
grc,1981,103.93809
grc,1982,99.41568
grc,1983,98.89814
grc,1984,95.99129
grc,1985,96.01832
grc,1986,96.83233
grc,1987,95.75383
grc,1988,93.31568
grc,1989,94.41615
grc,1992,89.14578
grc,1998,97.94141
grc,1999,107.32613
grc,2000,103.12085
grc,2001,103.96658
grc,2002,102.68839
grc,2003,101.24601
grc,2004,101.05103
grc,2005,97.03742
grc,2006,96.65444
grc,2007,98.93801
grc,2010,102.5724
grc,2011,101.82625
grc,2012,102.33052
grc,2013,101.22958
grc,2014,99.15379
grc,2015,103.26313
grc,2016,101.1141
grc,2017,99.243
grd,1978,137.99314
grd,1979,115.70248
grd,1983,104.5302
grd,1984,92.13863
grd,1994,93.05842
grd,1995,94.02778
grd,1996,82.19081
grd,1997,94.76015
grd,1998,95.91195
grd,1999,107.63359
grd,2002,128.00397
grd,2003,106.26896
grd,2005,104.34783
grd,2007,106.7033
grd,2008,106.95553
grd,2009,117.61905
grd,2010,112.8269
grd,2013,117.2043
grd,2014,103.38983
grd,2015,107.01944
grd,2016,103.71945
grd,2017,104.52156
grd,2018,98.21053
gtm,1976,93.52656
gtm,1977,98.69634
gtm,1978,100.06414
gtm,1996,115.04112
gtm,1998,126.57795
gtm,1999,130.12164
gtm,2000,125.76778
gtm,2001,122.52374
gtm,2002,121.43093
gtm,2004,123.83467
gtm,2005,121.0135
gtm,2006,122.61506
gtm,2007,122.54474
gtm,2008,121.81776
gtm,2009,132.541
gtm,2010,112.6485
gtm,2011,110.24989
gtm,2012,98.2804
gtm,2013,100.46127
gtm,2014,101.40239
gtm,2015,104.73265
gtm,2016,120.71577
gtm,2017,105.23463
gtm,2018,105.9145
guy,1971,89.93565
guy,1972,91.04194
guy,1973,99.77534
guy,1974,90.42188
guy,1976,82.53087
guy,1977,100.85681
guy,1978,91.24886
guy,1979,96.34269
guy,1980,83.5094
guy,1982,96.85359
guy,1987,91.5874
guy,1992,82.58795
guy,1993,85.3954
guy,1995,99.59968
guy,1996,97.99748
guy,1997,96.89498
guy,1999,96.96192
guy,2000,102.01542
guy,2001,123.43875
guy,2003,107.77392
guy,2005,91.58221
guy,2006,89.74332
guy,2007,92.31445
guy,2008,95.82714
guy,2009,87.10756
guy,2010,97.99127
guy,2011,99.41437
guy,2012,95.73898
hkg,1980,108.87964
hkg,1981,110.65061
hkg,1982,105.16421
hkg,1983,102.77497
hkg,1984,104.07752
hkg,1985,102.33639
hkg,1998,99.09996
hkg,2012,110.3744
hkg,2013,114.15575
hkg,2014,116.45967
hkg,2015,112.29427
hkg,2016,104.50549
hkg,2017,104.92398
hkg,2018,110.50432
hnd,1980,139.9714
hnd,1982,144.7682
hnd,1984,141.75653
hnd,1991,134.51586
hnd,1992,141.10438
hnd,1993,131.21545
hnd,1994,126.98282
hnd,1995,121.1499
hnd,1996,128.78307
hnd,1997,129.63455
hnd,1998,117.39605
hnd,1999,123.80341
hnd,2000,135.27853
hnd,2003,122.58139
hnd,2004,117.06619
hnd,2005,112.06153
hnd,2006,119.77212
hnd,2008,109.63797
hnd,2009,106.67548
hnd,2010,110.56025
hnd,2011,107.75206
hnd,2012,104.29036
hnd,2013,99.2877
hnd,2014,100.55918
hnd,2015,100.675
hnd,2016,94.62677
hnd,2017,90.74058
hrv,1995,86.48912
hrv,1996,86.28005
hrv,1997,86.97301
hrv,1998,93.44524
hrv,1999,97.89354
hrv,2000,95.81886
hrv,2001,98.53806
hrv,2002,103.30853
hrv,2003,105.74529
hrv,2005,101.24858
hrv,2006,95.39508
hrv,2007,91.48996
hrv,2008,91.24376
hrv,2009,90.41686
hrv,2010,91.55638
hrv,2011,95.17839
hrv,2012,101.84633
hrv,2013,102.42472
hrv,2014,99.68808
hrv,2015,98.03564
hrv,2016,97.02223
hti,1979,93.60919
hti,1980,107.15571
hti,1982,161.67658
hti,1983,170.40062
hti,1985,193.09405
hti,1986,179.4547
hti,1997,169.76081
hun,1976,103.12086
hun,1977,100.87887
hun,1978,95.3303
hun,1979,94.03211
hun,1980,96.13219
hun,1981,105.29858
hun,1982,118.35174
hun,1983,108.38973
hun,1984,101.45055
hun,1985,92.7338
hun,1986,87.1259
hun,1987,82.62353
hun,1988,73.72048
hun,1989,81.9819
hun,1990,88.83379
hun,1997,102.11102
hun,1998,104.37066
hun,1999,104.35436
hun,2000,102.39516
hun,2001,98.3171
hun,2002,96.2127
hun,2003,99.20374
hun,2004,96.67787
hun,2005,98.50044
hun,2006,99.56893
hun,2007,100.35951
hun,2008,103.74469
hun,2009,102.15082
hun,2010,100.27286
hun,2011,98.3111
hun,2012,99.21072
hun,2013,100.6593
hun,2014,107.00151
hun,2015,100.02012
hun,2016,96.88425
hun,2017,97.65857
idn,1995,109.59628
idn,1996,109.38718
idn,1997,112.68767
idn,1999,113.77658
idn,2000,111.52299
idn,2001,113.91842
idn,2002,117.54551
idn,2003,112.64874
idn,2004,111.57071
idn,2005,114.23815
idn,2006,114.59352
idn,2007,117.87028
idn,2008,112.24142
idn,2009,112.09505
idn,2010,111.80126
idn,2011,112.16668
idn,2012,102.76898
idn,2013,103.91812
idn,2014,105.05587
idn,2015,107.12722
idn,2016,106.12483
idn,2017,105.69306
idn,2018,104.42266
ind,1971,117.51336
ind,1974,124.25044
ind,1987,118.61232
ind,1988,119.72651
ind,1995,126.65297
ind,1998,128.53983
ind,1999,129.33342
ind,2000,129.77999
ind,2001,127.26009
ind,2002,123.30226
ind,2003,124.74376
ind,2004,127.48621
ind,2005,129.29882
ind,2006,130.03336
ind,2007,127.99848
ind,2008,124.33013
ind,2009,110.8334
ind,2010,115.64717
ind,2011,107.59492
ind,2013,103.53445
ind,2014,98.81806
ind,2015,100.47492
ind,2016,102.89682
ind,2017,99.94738
ind,2018,101.22126
irl,1992,95.19239
irl,1993,98.63901
irl,1994,101.80842
irl,1995,103.91038
irl,1998,104.5391
irl,1999,99.63147
irl,2000,100.197
irl,2001,98.51287
irl,2002,100.36826
irl,2003,100.66302
irl,2004,98.43234
irl,2005,96.20624
irl,2006,98.38905
irl,2007,100.89029
irl,2008,99.71258
irl,2009,102.23013
irl,2010,101.5399
irl,2011,100.7192
irl,2013,98.89281
irl,2014,98.66961
irl,2015,95.93483
irl,2016,97.61698
irl,2017,94.13985
irn,1971,102.40014
irn,1987,107.15911
irn,1988,109.72303
irn,1989,106.0133
irn,1990,106.00323
irn,1991,109.75173
irn,1992,108.31237
irn,1993,103.63439
irn,1994,98.22287
irn,1995,96.24492
irn,1997,100.22519
irn,1999,100.77445
irn,2000,98.86059
irn,2001,101.45434
irn,2002,101.25885
irn,2003,105.83935
irn,2004,102.51416
irn,2005,100.53878
irn,2006,104.76601
irn,2007,105.0858
irn,2008,101.1279
irn,2009,103.30866
irn,2010,101.08804
irn,2011,103.47201
irn,2012,105.05441
irn,2013,107.51626
irn,2014,105.61083
irn,2015,103.21832
irn,2016,104.92531
irn,2017,105.378
irq,1971,103.1457
irq,1972,104.65093
irq,1973,101.12393
irq,1974,99.11449
irq,1975,99.48169
irq,1976,117.82008
irq,1977,103.95983
irq,1978,97.90058
irq,1980,95.22147
irq,1983,91.00209
irq,1985,104.34448
irq,1986,100.56966
irq,1987,99.45844
irq,1988,95.23875
irq,1989,103.60349
irq,1992,86.39831
irq,1993,88.76147
irq,1999,115.30954
irq,2000,112.3349
irq,2004,113.32937
irq,2007,111.12659
isl,1998,101.81657
isl,1999,100.9974
isl,2000,97.06757
isl,2001,96.47503
isl,2002,93.64211
isl,2003,97.75959
isl,2004,96.65775
isl,2005,99.67697
isl,2006,97.63928
isl,2007,103.53391
isl,2008,101.38293
isl,2009,97.54485
isl,2010,98.51232
isl,2011,100.36647
isl,2012,98.83408
isl,2013,98.34061
isl,2014,98.21504
isl,2015,99.04525
isl,2016,101.35246
isl,2017,100.9009
isr,2001,101.44059
isr,2002,103.39884
isr,2003,100.04396
isr,2004,102.87356
isr,2005,98.58688
isr,2006,97.39087
isr,2007,102.54399
isr,2008,98.7593
isr,2009,99.44316
isr,2010,105.87888
isr,2011,101.2859
isr,2012,102.97878
isr,2013,99.8471
isr,2014,99.16013
isr,2015,103.66692
isr,2017,102.8337
ita,1971,104.21047
ita,1972,98.69667
ita,1973,97.82706
ita,1974,95.62954
ita,1975,95.19239
ita,1976,97.24898
ita,1977,94.42363
ita,1978,96.02662
ita,1979,94.99083
ita,1980,95.17933
ita,1981,97.50707
ita,1982,95.81357
ita,1983,94.04445
ita,1984,93.34157
ita,1985,94.24851
ita,1986,92.65949
ita,1987,92.39106
ita,1988,92.61465
ita,1989,93.67245
ita,1990,94.266
ita,1991,95.66031
ita,1992,96.10768
ita,1994,91.80003
ita,1995,98.59175
ita,1996,98.53633
ita,1997,100.72557
ita,1999,103.15354
ita,2000,103.76754
ita,2001,99.17029
ita,2002,96.71533
ita,2003,100.14586
ita,2004,104.32315
ita,2005,103.22966
ita,2006,104.15986
ita,2007,105.83762
ita,2008,102.28558
ita,2009,101.47222
ita,2010,101.80443
ita,2011,102.33638
ita,2012,100.71456
ita,2013,101.07765
ita,2014,99.07642
ita,2015,98.58318
ita,2016,97.89499
ita,2017,96.90225
jam,1976,98.29538
jam,1977,95.68072
jam,1979,102.16941
jam,1980,97.86896
jam,1981,96.34781
jam,1984,99.6314
jam,1987,99.79933
jam,1988,97.10124
jam,1989,97.20246
jam,1990,98.93149
jam,1991,94.30045
jam,1993,92.08891
jam,2000,96.46473
jam,2001,95.86102
jam,2002,93.57035
jam,2003,91.68773
jam,2004,91.98297
jam,2015,84.82881
jam,2016,86.33927
jam,2017,81.51242
jam,2018,79.40949
jor,1972,118.75644
jor,1973,112.40067
jor,1974,114.93694
jor,1975,112.08236
jor,1976,110.6077
jor,1977,107.77403
jor,1978,103.98911
jor,1979,104.47505
jor,1980,100.90877
jor,1981,89.7159
jor,1982,90.43801
jor,1983,90.99784
jor,1984,94.97962
jor,1985,97.19437
jor,1987,98.44449
jor,1988,97.22032
jor,1989,94.23414
jor,1990,90.67352
jor,1991,90.26534
jor,1992,90.14555
jor,1993,93.75172
jor,1994,93.63914
jor,1996,94.59318
jor,1998,93.93455
jor,1999,94.65087
jor,2000,97.40033
jor,2002,100.02803
jor,2003,98.11775
jor,2004,92.93339
jor,2005,91.0109
jor,2006,88.37399
jor,2007,86.98533
jor,2008,88.0762
jor,2010,83.67208
jor,2011,80.36205
jor,2012,76.37013
jor,2013,75.41065
jor,2016,80.51313
jor,2017,85.86211
jor,2018,82.23052
kaz,1994,100.82744
kaz,1995,100.41974
kaz,2000,101.51212
kaz,2001,106.00661
kaz,2002,106.33752
kaz,2003,101.64634
kaz,2004,99.33085
kaz,2005,102.77929
kaz,2006,103.38811
kaz,2007,107.46658
kaz,2008,115.08496
kaz,2009,106.80267
kaz,2010,106.42151
kaz,2011,111.33904
kaz,2012,112.53359
kaz,2013,110.52026
kaz,2014,111.01029
kaz,2015,111.53909
kaz,2016,107.78096
kaz,2017,106.61771
kaz,2018,98.34189
kaz,2019,102.56649
ken,1970,85.76587
ken,1971,85.10367
ken,1972,94.60942
ken,1973,95.12986
ken,1977,120.7221
ken,1978,114.4545
ken,1980,141.28047
ken,1981,126.09497
ken,1998,102.48958
ken,1999,98.45645
ken,2004,110.80748
ken,2005,101.80374
ken,2014,97.81846
ken,2015,96.93269
ken,2016,95.79838
kgz,1995,102.7353
kgz,1996,100.98271
kgz,1997,102.55285
kgz,1998,103.18174
kgz,1999,98.29907
kgz,2000,97.00117
kgz,2001,99.02788
kgz,2002,101.40914
kgz,2003,104.15766
kgz,2004,100.045
kgz,2005,98.77122
kgz,2006,102.94146
kgz,2007,101.31407
kgz,2008,101.90526
kgz,2009,100.45037
kgz,2010,104.91601
kgz,2011,105.49651
kgz,2012,113.54427
kgz,2013,107.08787
kgz,2014,106.22879
kgz,2015,106.53867
kgz,2016,108.9027
kgz,2017,111.54962
kgz,2018,106.51598
khm,1995,105.34365
khm,1997,118.57036
khm,1998,109.53473
khm,1999,115.5592
khm,2000,134.77985
khm,2001,158.51437
khm,2002,196.06617
khm,2003,160.95376
khm,2004,156.10541
khm,2005,141.48163
khm,2006,145.4704
khm,2007,152.43345
khm,2008,135.88682
khm,2009,144.58445
khm,2010,140.37076
khm,2011,137.08534
khm,2012,133.72505
khm,2013,154.49328
khm,2014,109.46877
khm,2015,120.53922
khm,2016,118.39729
khm,2017,108.49572
khm,2018,106.72996
kir,1977,115.83221
kir,1978,95.6044
kir,1979,101.66898
kir,1980,105.28512
kir,1981,85.90971
kir,1982,110.89239
kir,1983,106.84932
kir,1984,94.91726
kir,1985,103.06122
kir,1986,101.63934
kir,1987,100.42508
kir,1988,101.03842
kir,1989,108.84146
kir,1990,110.1291
kir,1991,111.91162
kir,1992,111.59555
kir,1993,104.5781
kir,1994,113.63636
kir,1995,107.73861
kir,1996,107.31915
kir,1997,104.99577
kir,1999,113.694
kir,2000,115.83825
kir,2001,111.78451
kir,2002,112.09611
kir,2003,122.15036
kir,2004,115.29968
kir,2005,124.88372
kir,2006,117.4355
kir,2007,110.13788
kir,2008,113.87234
kir,2014,109.94953
kir,2015,101.65517
kir,2016,102.01072
kir,2017,101.92053
kna,1991,119.23077
kna,1992,113.56674
kna,1994,117.38149
kna,1995,122.85068
kna,1998,104.3956
kna,2000,112.06897
kna,2001,109.54447
kna,2002,111.51242
kna,2003,112.67606
kna,2004,120.73171
kna,2005,116.45885
kna,2007,106.10687
kna,2008,95.84416
kna,2009,103.19149
kna,2010,97.55435
kna,2011,103.57143
kna,2012,110.02786
kna,2013,98.31461
kna,2014,106.49718
kna,2015,115.625
kna,2016,110.54131
kor,1971,114.03381
kor,1972,109.23999
kor,1973,106.2001
kor,1974,107.80433
kor,1975,104.62749
kor,1976,110.9421
kor,1977,105.98048
kor,1978,107.38403
kor,1979,112.71026
kor,1980,108.55982
kor,1981,104.96037
kor,1982,104.17216
kor,1983,99.27879
kor,1984,94.87091
kor,1985,99.57408
kor,1986,99.86885
kor,1987,111.27528
kor,1988,110.39369
kor,1989,110.9273
kor,1990,107.85262
kor,1991,100.4917
kor,1992,92.81801
kor,1993,97.84076
kor,1994,99.18357
kor,1995,101.36729
kor,1996,102.3647
kor,1997,102.26852
kor,1998,105.92646
kor,1999,102.92465
kor,2000,99.15201
kor,2001,98.08417
kor,2002,99.61001
kor,2003,99.90834
kor,2004,102.03756
kor,2005,102.64512
kor,2006,103.74721
kor,2007,109.95837
kor,2008,101.53496
kor,2009,93.92615
kor,2010,99.32233
kor,2011,98.90696
kor,2012,93.00723
kor,2013,96.75801
kor,2014,105.7613
kor,2015,100.41508
kor,2016,96.08182
kor,2017,101.36548
kwt,1971,58.81083
kwt,1972,69.7865
kwt,1973,73.88771
kwt,1974,73.55354
kwt,1975,77.7991
kwt,1976,99.59029
kwt,1977,88.69205
kwt,1978,83.92544
kwt,1979,66.81876
kwt,1980,77.54793
kwt,1981,95.2764
kwt,1982,97.59187
kwt,1983,101.73757
kwt,1984,108.80654
kwt,1985,109.37317
kwt,1986,103.49896
kwt,1987,102.71785
kwt,1992,49.48054
kwt,1994,82.36082
kwt,1995,100.51383
kwt,1996,112.24252
kwt,1997,117.52003
kwt,1999,99.73358
kwt,2000,94.83683
kwt,2001,90.48005
kwt,2002,93.43529
kwt,2003,93.59368
kwt,2004,96.87661
kwt,2005,96.55449
kwt,2006,100.19842
kwt,2007,103.19602
kwt,2008,103.45711
kwt,2010,105.65559
kwt,2011,112.88621
kwt,2012,107.05577
kwt,2013,102.74359
kwt,2016,93.56715
kwt,2017,90.61226
kwt,2018,86.22486
lao,1992,115.77842
lao,1993,128.50487
lao,1994,126.71741
lao,1996,121.0817
lao,1997,121.36022
lao,1998,125.73282
lao,1999,119.05961
lao,2000,122.08995
lao,2001,120.55427
lao,2002,125.53374
lao,2003,126.06317
lao,2004,122.3333
lao,2005,124.46252
lao,2006,127.49676
lao,2007,132.84512
lao,2008,133.48114
lao,2009,132.86712
lao,2010,131.70062
lao,2011,123.61829
lao,2012,124.63751
lao,2013,126.66517
lao,2014,121.8791
lao,2015,109.32082
lao,2016,106.64751
lao,2017,104.56596
lao,2018,104.263
lbr,1978,73.30261
lbr,2008,119.69125
lbr,2009,143.72662
lbr,2011,135.6036
lbr,2014,131.92716
lbr,2016,93.2191
lbr,2017,99.6747
lby,1971,115.59568
lby,1972,122.80922
lby,1973,116.47443
lby,1974,109.33988
lby,1975,102.98628
lby,1976,109.32123
lby,1977,104.1906
lby,1978,100.43449
lby,1979,106.51019
lby,1980,106.56419
lby,1981,106.07883
lby,1983,108.88942
lca,1983,108.97727
lca,1984,105.09626
lca,1990,113.37617
lca,1991,119.23077
lca,1993,119.12694
lca,2000,108.53868
lca,2002,96.36689
lca,2003,101.34804
lca,2004,96.32911
lca,2005,98.42313
lca,2006,99.04437
lca,2007,105.10638
lca,2016,101.28676
lca,2017,98.25207
lca,2018,98.63014
lie,2003,105.17241
lie,2004,95
lie,2005,88.88889
lie,2006,91.89189
lie,2007,107.02703
lie,2008,125.11848
lie,2009,117.07317
lie,2010,126.42487
lie,2011,117.83784
lie,2012,120.81218
lie,2013,116.23037
lie,2014,101.08108
lie,2015,100
lie,2016,104.08163
lie,2017,91.02564
lka,1970,90.01838
lka,1983,95.29203
lka,1985,100.75338
lka,1986,103.55048
lka,1987,103.777
lka,1989,104.68626
lka,1990,102.80302
lka,1991,103.78639
lka,1992,98.14503
lka,1998,103.27443
lka,2001,101.38415
lka,2002,100.27019
lka,2003,97.73074
lka,2005,97.49566
lka,2006,99.09027
lka,2007,99.26789
lka,2010,98.5482
lka,2011,99.3439
lka,2012,101.52329
lka,2013,102.7541
lka,2014,102.00132
lka,2015,98.22881
lka,2016,96.70085
lka,2017,99.09067
lso,1972,90.97735
lso,1973,99.42467
lso,1974,143.13782
lso,1975,122.18176
lso,1976,116.11871
lso,1977,115.81181
lso,1978,106.99616
lso,1979,110.63924
lso,1980,108.73939
