geo,time,sp_dyn_to65_ma_zs
dom,1982,59.8705
dom,1983,60.22124
dom,1984,60.57199
dom,1985,60.92274
dom,1986,61.27348
dom,1987,61.62423
dom,1988,61.97197
dom,1989,62.3197
dom,1990,62.66744
dom,1991,63.01518
dom,1992,63.36292
dom,1993,63.62771
dom,1994,63.89249
dom,1995,64.15728
dom,1996,64.42207
dom,1997,64.68685
dom,1998,64.95688
dom,1999,65.22691
dom,2000,65.49694
dom,2001,65.76697
dom,2002,66.03699
dom,2003,66.39725
dom,2004,66.7575
dom,2005,67.11776
dom,2006,67.47801
dom,2007,67.83827
dom,2008,68.1481
dom,2009,68.45794
dom,2010,68.76777
dom,2011,69.07761
dom,2012,69.38744
dom,2013,69.68581
dom,2014,69.98418
dom,2015,70.28256
dom,2016,70.58093
dom,2017,70.8793
dom,2018,71.123
dom,2019,71.36669
dom,2020,71.61039
dza,1960,38.45841
dza,1961,38.99565
dza,1962,39.53289
dza,1963,40.05494
dza,1964,40.577
dza,1965,41.09905
dza,1966,41.6211
dza,1967,42.14316
dza,1968,42.62988
dza,1969,43.11661
dza,1970,43.60334
dza,1971,44.09007
dza,1972,44.5768
dza,1973,45.50074
dza,1974,46.42467
dza,1975,47.34861
dza,1976,48.27255
dza,1977,49.19648
dza,1978,51.01877
dza,1979,52.84106
dza,1980,54.66335
dza,1981,56.48563
dza,1982,58.30792
dza,1983,59.64679
dza,1984,60.98566
dza,1985,62.32452
dza,1986,63.66339
dza,1987,65.00226
dza,1988,65.44697
dza,1989,65.89169
dza,1990,66.3364
dza,1991,66.78111
dza,1992,67.22583
dza,1993,67.91128
dza,1994,68.59673
dza,1995,69.28218
dza,1996,69.96763
dza,1997,70.65308
dza,1998,71.41685
dza,1999,72.18063
dza,2000,72.94441
dza,2001,73.70818
dza,2002,74.47196
dza,2003,75.26995
dza,2004,76.06794
dza,2005,76.86593
dza,2006,77.66393
dza,2007,78.46192
dza,2008,78.85821
dza,2009,79.2545
dza,2010,79.65079
dza,2011,80.04708
dza,2012,80.44336
dza,2013,80.7326
dza,2014,81.02183
dza,2015,81.31107
dza,2016,81.6003
dza,2017,81.88954
dza,2018,82.12441
dza,2019,82.35929
dza,2020,82.59416
ecu,1960,47.78055
ecu,1961,48.6541
ecu,1962,49.52766
ecu,1963,50.20469
ecu,1964,50.88172
ecu,1965,51.55874
ecu,1966,52.23577
ecu,1967,52.9128
ecu,1968,53.54431
ecu,1969,54.17583
ecu,1970,54.80735
ecu,1971,55.43887
ecu,1972,56.07038
ecu,1973,56.69934
ecu,1974,57.32829
ecu,1975,57.95724
ecu,1976,58.58619
ecu,1977,59.21514
ecu,1978,59.93289
ecu,1979,60.65063
ecu,1980,61.36838
ecu,1981,62.08613
ecu,1982,62.80387
ecu,1983,63.42564
ecu,1984,64.04741
ecu,1985,64.66918
ecu,1986,65.29095
ecu,1987,65.91271
ecu,1988,66.37471
ecu,1989,66.8367
ecu,1990,67.2987
ecu,1991,67.76069
ecu,1992,68.22268
ecu,1993,68.54491
ecu,1994,68.86714
ecu,1995,69.18937
ecu,1996,69.5116
ecu,1997,69.83382
ecu,1998,70.21035
ecu,1999,70.58687
ecu,2000,70.96339
ecu,2001,71.33991
ecu,2002,71.71644
ecu,2003,72.04739
ecu,2004,72.37834
ecu,2005,72.70929
ecu,2006,73.04025
ecu,2007,73.3712
ecu,2008,73.7412
ecu,2009,74.11119
ecu,2010,74.48119
ecu,2011,74.85118
ecu,2012,75.22118
ecu,2013,75.59772
ecu,2014,75.97426
ecu,2015,76.3508
ecu,2016,76.72734
ecu,2017,77.10388
ecu,2018,77.41203
ecu,2019,77.72019
ecu,2020,78.02834
egy,1960,43.16917
egy,1961,43.72789
egy,1962,44.2866
egy,1963,44.74577
egy,1964,45.20495
egy,1965,45.66413
egy,1966,46.1233
egy,1967,46.58248
egy,1968,46.89935
egy,1969,47.21622
egy,1970,47.53308
egy,1971,47.84995
egy,1972,48.16682
egy,1973,48.93944
egy,1974,49.71205
egy,1975,50.48467
egy,1976,51.25729
egy,1977,52.02991
egy,1978,52.71128
egy,1979,53.39265
egy,1980,54.07402
egy,1981,54.75539
egy,1982,55.43676
egy,1983,56.23968
egy,1984,57.04259
egy,1985,57.84551
egy,1986,58.64842
egy,1987,59.45133
egy,1988,59.89105
egy,1989,60.33077
egy,1990,60.77049
egy,1991,61.2102
egy,1992,61.64992
egy,1993,62.21853
egy,1994,62.78713
egy,1995,63.35574
egy,1996,63.92434
egy,1997,64.49295
egy,1998,64.7539
egy,1999,65.01485
egy,2000,65.2758
egy,2001,65.53675
egy,2002,65.7977
egy,2003,66.11147
egy,2004,66.42524
egy,2005,66.73901
egy,2006,67.05278
egy,2007,67.36655
egy,2008,67.74571
egy,2009,68.12487
egy,2010,68.50402
egy,2011,68.88318
egy,2012,69.26234
egy,2013,69.54417
egy,2014,69.826
egy,2015,70.10783
egy,2016,70.38966
egy,2017,70.6715
egy,2018,70.93782
egy,2019,71.20414
egy,2020,71.47047
eri,1960,26.10021
eri,1961,26.92491
eri,1962,27.7496
eri,1963,28.28739
eri,1964,28.82518
eri,1965,29.36297
eri,1966,29.90076
eri,1967,30.43856
eri,1968,30.86875
eri,1969,31.29894
eri,1970,31.72914
eri,1971,32.15933
eri,1972,32.58952
eri,1973,33.04582
eri,1974,33.50212
eri,1975,33.95841
eri,1976,34.41471
eri,1977,34.87101
eri,1978,35.2078
eri,1979,35.5446
eri,1980,35.8814
eri,1981,36.2182
eri,1982,36.555
eri,1983,36.90555
eri,1984,37.2561
eri,1985,37.60664
eri,1986,37.95719
eri,1987,38.30774
eri,1988,38.71257
eri,1989,39.11739
eri,1990,39.52222
eri,1991,39.92705
eri,1992,40.33187
eri,1993,40.97852
eri,1994,41.62516
eri,1995,42.2718
eri,1996,42.91844
eri,1997,43.56509
eri,1998,43.71197
eri,1999,43.85886
eri,2000,44.00575
eri,2001,44.15263
eri,2002,44.29952
eri,2003,45.5913
eri,2004,46.88308
eri,2005,48.17487
eri,2006,49.46665
eri,2007,50.75843
eri,2008,51.53323
eri,2009,52.30802
eri,2010,53.08282
eri,2011,53.85762
eri,2012,54.63242
eri,2013,55.39619
eri,2014,56.15996
eri,2015,56.92373
eri,2016,57.6875
eri,2017,58.45128
eri,2018,59.02738
eri,2019,59.60348
eri,2020,60.17958
esp,1960,68.25718
esp,1961,68.87628
esp,1962,69.49539
esp,1963,69.87673
esp,1964,70.25807
esp,1965,70.63941
esp,1966,71.02075
esp,1967,71.4021
esp,1968,71.74028
esp,1969,72.07847
esp,1970,72.41666
esp,1971,72.75485
esp,1972,73.09304
esp,1973,73.52684
esp,1974,73.96065
esp,1975,74.39446
esp,1976,74.82826
esp,1977,75.26207
esp,1978,75.71785
esp,1979,76.17363
esp,1980,76.62941
esp,1981,77.08519
esp,1982,77.54098
esp,1983,77.66755
esp,1984,77.79412
esp,1985,77.92069
esp,1986,78.04726
esp,1987,78.17383
esp,1988,78.29683
esp,1989,78.41983
esp,1990,78.54283
esp,1991,78.66582
esp,1992,78.78882
esp,1993,79.2143
esp,1994,79.63979
esp,1995,80.06527
esp,1996,80.49075
esp,1997,80.91624
esp,1998,81.28647
esp,1999,81.6567
esp,2000,82.02693
esp,2001,82.39716
esp,2002,82.76739
esp,2003,83.17955
esp,2004,83.59171
esp,2005,84.00386
esp,2006,84.41602
esp,2007,84.82818
esp,2008,85.23957
esp,2009,85.65096
esp,2010,86.06235
esp,2011,86.47375
esp,2012,86.88514
esp,2013,87.1195
esp,2014,87.35386
esp,2015,87.58822
esp,2016,87.82258
esp,2017,88.05695
esp,2018,88.20991
esp,2019,88.36288
esp,2020,88.51585
est,1960,61.44131
est,1961,62.22356
est,1962,63.0058
est,1963,63.11666
est,1964,63.22751
est,1965,63.33837
est,1966,63.44922
est,1967,63.56008
est,1968,63.32536
est,1969,63.09064
est,1970,62.85593
est,1971,62.62121
est,1972,62.38649
est,1973,61.70723
est,1974,61.02796
est,1975,60.34869
est,1976,59.66943
est,1977,58.99016
est,1978,58.70675
est,1979,58.42335
est,1980,58.13994
est,1981,57.85654
est,1982,57.57313
est,1983,58.16771
est,1984,58.76229
est,1985,59.35687
est,1986,59.95145
est,1987,60.54603
est,1988,59.01087
est,1989,57.47571
est,1990,55.94055
est,1991,54.40539
est,1992,52.87023
est,1993,52.93125
est,1994,52.99227
est,1995,53.0533
est,1996,53.11432
est,1997,53.17534
est,1998,54.25243
est,1999,55.32952
est,2000,56.4066
est,2001,57.48369
est,2002,58.56077
est,2003,59.60476
est,2004,60.64874
est,2005,61.69273
est,2006,62.73671
est,2007,63.78069
est,2008,65.42744
est,2009,67.07419
est,2010,68.72094
est,2011,70.36769
est,2012,72.01443
est,2013,72.90295
est,2014,73.79146
est,2015,74.67998
est,2016,75.56849
est,2017,76.457
est,2018,76.79584
est,2019,77.13468
est,2020,77.47351
eth,1960,26.09936
eth,1961,26.92401
eth,1962,27.74867
eth,1963,28.28663
eth,1964,28.82459
eth,1965,29.36256
eth,1966,29.90052
eth,1967,30.43848
eth,1968,30.8175
eth,1969,31.19652
eth,1970,31.57554
eth,1971,31.95456
eth,1972,32.33358
eth,1973,32.53819
eth,1974,32.74281
eth,1975,32.94743
eth,1976,33.15204
eth,1977,33.35666
eth,1978,33.16328
eth,1979,32.9699
eth,1980,32.77652
eth,1981,32.58314
eth,1982,32.38976
eth,1983,33.0894
eth,1984,33.78903
eth,1985,34.48867
eth,1986,35.1883
eth,1987,35.88794
eth,1988,36.28506
eth,1989,36.68218
eth,1990,37.0793
eth,1991,37.47642
eth,1992,37.87354
eth,1993,38.33208
eth,1994,38.79061
eth,1995,39.24915
eth,1996,39.70768
eth,1997,40.16622
eth,1998,40.84335
eth,1999,41.52049
eth,2000,42.19762
eth,2001,42.87476
eth,2002,43.55189
eth,2003,45.30935
eth,2004,47.06681
eth,2005,48.82426
eth,2006,50.58172
eth,2007,52.33918
eth,2008,53.84549
eth,2009,55.3518
eth,2010,56.85811
eth,2011,58.36442
eth,2012,59.87072
eth,2013,60.55436
eth,2014,61.23799
eth,2015,61.92162
eth,2016,62.60526
eth,2017,63.28889
eth,2018,63.83548
eth,2019,64.38208
eth,2020,64.92868
fin,1960,60.62642
fin,1961,60.72186
fin,1962,60.81731
fin,1963,60.88693
fin,1964,60.95655
fin,1965,61.02617
fin,1966,61.0958
fin,1967,61.16542
fin,1968,61.50032
fin,1969,61.83522
fin,1970,62.17012
fin,1971,62.50502
fin,1972,62.83993
fin,1973,63.52354
fin,1974,64.20715
fin,1975,64.89076
fin,1976,65.57437
fin,1977,66.25798
fin,1978,67.05676
fin,1979,67.85555
fin,1980,68.65434
fin,1981,69.45313
fin,1982,70.25192
fin,1983,70.57387
fin,1984,70.89581
fin,1985,71.21776
fin,1986,71.53971
fin,1987,71.86166
fin,1988,72.48937
fin,1989,73.11707
fin,1990,73.74478
fin,1991,74.37248
fin,1992,75.00019
fin,1993,75.57869
fin,1994,76.15719
fin,1995,76.73569
fin,1996,77.31419
fin,1997,77.89269
fin,1998,78.30229
fin,1999,78.71188
fin,2000,79.12148
fin,2001,79.53108
fin,2002,79.94067
fin,2003,80.14308
fin,2004,80.34548
fin,2005,80.54788
fin,2006,80.75029
fin,2007,80.95269
fin,2008,81.51692
fin,2009,82.08116
fin,2010,82.64539
fin,2011,83.20963
fin,2012,83.77387
fin,2013,84.03315
fin,2014,84.29244
fin,2015,84.55173
fin,2016,84.81102
fin,2017,85.07031
fin,2018,85.34152
fin,2019,85.61273
fin,2020,85.88394
fji,1960,55.81156
fji,1961,56.01951
fji,1962,56.22747
fji,1963,56.16488
fji,1964,56.1023
fji,1965,56.03972
fji,1966,55.97713
fji,1967,55.91455
fji,1968,55.51706
fji,1969,55.11958
fji,1970,54.72209
fji,1971,54.32461
fji,1972,53.92712
fji,1973,54.25944
fji,1974,54.59176
fji,1975,54.92408
fji,1976,55.2564
fji,1977,55.58872
fji,1978,55.84736
fji,1979,56.10601
fji,1980,56.36465
fji,1981,56.62329
fji,1982,56.88193
fji,1983,57.21467
fji,1984,57.5474
fji,1985,57.88013
fji,1986,58.21287
fji,1987,58.5456
fji,1988,58.61426
fji,1989,58.68292
fji,1990,58.75158
fji,1991,58.82025
fji,1992,58.88891
fji,1993,58.68135
fji,1994,58.4738
fji,1995,58.26624
fji,1996,58.05868
fji,1997,57.85113
fji,1998,58.2639
fji,1999,58.67666
fji,2000,59.08943
fji,2001,59.5022
fji,2002,59.91497
fji,2003,59.99584
fji,2004,60.07672
fji,2005,60.15759
fji,2006,60.23846
fji,2007,60.31934
fji,2008,60.59863
fji,2009,60.87793
fji,2010,61.15723
fji,2011,61.43653
fji,2012,61.71583
fji,2013,61.79299
fji,2014,61.87016
fji,2015,61.94732
fji,2016,62.02449
fji,2017,62.10166
fji,2018,62.25037
fji,2019,62.39909
fji,2020,62.54781
fra,1960,65.33074
fra,1961,65.64636
fra,1962,65.96197
fra,1963,66.12333
fra,1964,66.28469
fra,1965,66.44605
fra,1966,66.60741
fra,1967,66.76878
fra,1968,67.12971
fra,1969,67.49064
fra,1970,67.85158
fra,1971,68.21251
fra,1972,68.57345
fra,1973,68.88097
fra,1974,69.18849
fra,1975,69.49601
fra,1976,69.80353
fra,1977,70.11105
fra,1978,70.46685
fra,1979,70.82265
fra,1980,71.17845
fra,1981,71.53425
fra,1982,71.89005
fra,1983,72.31431
fra,1984,72.73857
fra,1985,73.16283
fra,1986,73.58708
fra,1987,74.01134
fra,1988,74.40965
fra,1989,74.80796
fra,1990,75.20626
fra,1991,75.60457
fra,1992,76.00288
fra,1993,76.50691
fra,1994,77.01095
fra,1995,77.51499
fra,1996,78.01902
fra,1997,78.52306
fra,1998,78.92785
fra,1999,79.33264
fra,2000,79.73743
fra,2001,80.14223
fra,2002,80.54702
fra,2003,80.90521
fra,2004,81.26341
fra,2005,81.62161
fra,2006,81.9798
fra,2007,82.338
fra,2008,82.63472
fra,2009,82.93144
fra,2010,83.22816
fra,2011,83.52489
fra,2012,83.82161
fra,2013,84.03545
fra,2014,84.24928
fra,2015,84.46312
fra,2016,84.67696
fra,2017,84.8908
fra,2018,85.10131
fra,2019,85.31183
fra,2020,85.52235
fsm,1960,46.68174
fsm,1961,47.37621
fsm,1962,48.07069
fsm,1963,48.80094
fsm,1964,49.53119
fsm,1965,50.26144
fsm,1966,50.99169
fsm,1967,51.72194
fsm,1968,52.41771
fsm,1969,53.11348
fsm,1970,53.80925
fsm,1971,54.50502
fsm,1972,55.20079
fsm,1973,55.88946
fsm,1974,56.57814
fsm,1975,57.26681
fsm,1976,57.95549
fsm,1977,58.64416
fsm,1978,59.02705
fsm,1979,59.40993
fsm,1980,59.79282
fsm,1981,60.1757
fsm,1982,60.55859
fsm,1983,60.8223
fsm,1984,61.08601
fsm,1985,61.34972
fsm,1986,61.61343
fsm,1987,61.87714
fsm,1988,62.09741
fsm,1989,62.31768
fsm,1990,62.53795
fsm,1991,62.75821
fsm,1992,62.97848
fsm,1993,63.09122
fsm,1994,63.20396
fsm,1995,63.3167
fsm,1996,63.42944
fsm,1997,63.54217
fsm,1998,63.75654
fsm,1999,63.9709
fsm,2000,64.18526
fsm,2001,64.39963
fsm,2002,64.61399
fsm,2003,64.95707
fsm,2004,65.30014
fsm,2005,65.64322
fsm,2006,65.98629
fsm,2007,66.32937
fsm,2008,66.52506
fsm,2009,66.72076
fsm,2010,66.91645
fsm,2011,67.11215
fsm,2012,67.30784
fsm,2013,67.55417
fsm,2014,67.80049
fsm,2015,68.04682
fsm,2016,68.29314
fsm,2017,68.53947
fsm,2018,68.71008
fsm,2019,68.8807
fsm,2020,69.05132
gab,1960,28.21323
gab,1961,28.59874
gab,1962,28.98424
gab,1963,30.0615
gab,1964,31.13876
gab,1965,32.21602
gab,1966,33.29327
gab,1967,34.37053
gab,1968,35.45493
gab,1969,36.53933
gab,1970,37.62373
gab,1971,38.70813
gab,1972,39.79253
gab,1973,40.90507
gab,1974,42.0176
gab,1975,43.13013
gab,1976,44.24266
gab,1977,45.35519
gab,1978,46.52102
gab,1979,47.68685
gab,1980,48.85268
gab,1981,50.0185
gab,1982,51.18433
gab,1983,52.22648
gab,1984,53.26862
gab,1985,54.31077
gab,1986,55.35291
gab,1987,56.39505
gab,1988,56.36369
gab,1989,56.33233
gab,1990,56.30097
gab,1991,56.26961
gab,1992,56.23825
gab,1993,55.65627
gab,1994,55.07429
gab,1995,54.49231
gab,1996,53.91033
gab,1997,53.32835
gab,1998,52.3547
gab,1999,51.38104
gab,2000,50.40739
gab,2001,49.43374
gab,2002,48.46009
gab,2003,49.21425
gab,2004,49.96842
gab,2005,50.72258
gab,2006,51.47674
gab,2007,52.2309
gab,2008,53.59073
gab,2009,54.95056
gab,2010,56.31038
gab,2011,57.67021
gab,2012,59.03004
gab,2013,59.83996
gab,2014,60.64989
gab,2015,61.45981
gab,2016,62.26973
gab,2017,63.07966
gab,2018,63.38229
gab,2019,63.68491
gab,2020,63.98754
gbr,1960,67.93234
gbr,1961,68.01097
gbr,1962,68.08961
gbr,1963,68.33595
gbr,1964,68.58229
gbr,1965,68.82864
gbr,1966,69.07498
gbr,1967,69.32132
gbr,1968,69.54525
gbr,1969,69.76918
gbr,1970,69.99311
gbr,1971,70.21704
gbr,1972,70.44097
gbr,1973,70.75439
gbr,1974,71.06781
gbr,1975,71.38122
gbr,1976,71.69464
gbr,1977,72.00806
gbr,1978,72.50136
gbr,1979,72.99466
gbr,1980,73.48796
gbr,1981,73.98126
gbr,1982,74.47456
gbr,1983,74.9452
gbr,1984,75.41584
gbr,1985,75.88648
gbr,1986,76.35713
gbr,1987,76.82777
gbr,1988,77.35631
gbr,1989,77.88485
gbr,1990,78.41339
gbr,1991,78.94193
gbr,1992,79.47047
gbr,1993,79.86551
gbr,1994,80.26056
gbr,1995,80.65561
gbr,1996,81.05066
gbr,1997,81.44571
gbr,1998,81.82446
gbr,1999,82.20322
gbr,2000,82.58198
gbr,2001,82.96074
gbr,2002,83.3395
gbr,2003,83.6521
gbr,2004,83.96471
gbr,2005,84.27731
gbr,2006,84.58991
gbr,2007,84.90252
gbr,2008,85.23173
gbr,2009,85.56095
gbr,2010,85.89016
gbr,2011,86.21938
gbr,2012,86.5486
gbr,2013,86.63243
gbr,2014,86.71627
gbr,2015,86.8001
gbr,2016,86.88394
gbr,2017,86.96778
gbr,2018,87.18763
gbr,2019,87.40749
gbr,2020,87.62735
geo,1960,54.66445
geo,1961,55.41092
geo,1962,56.1574
geo,1963,56.87557
geo,1964,57.59374
geo,1965,58.31191
geo,1966,59.03008
geo,1967,59.74825
geo,1968,60.25109
geo,1969,60.75393
geo,1970,61.25677
geo,1971,61.75961
geo,1972,62.26246
geo,1973,62.82812
geo,1974,63.39379
geo,1975,63.95947
geo,1976,64.52514
geo,1977,65.09081
geo,1978,65.07721
geo,1979,65.06362
geo,1980,65.05003
geo,1981,65.03644
geo,1982,65.02285
geo,1983,65.33464
geo,1984,65.64643
geo,1985,65.95821
geo,1986,66.27
geo,1987,66.58179
geo,1988,66.44261
geo,1989,66.30342
geo,1990,66.16424
geo,1991,66.02505
geo,1992,65.88587
geo,1993,65.21692
geo,1994,64.54797
geo,1995,63.87902
geo,1996,63.21007
geo,1997,62.54113
geo,1998,63.04092
geo,1999,63.54072
geo,2000,64.04052
geo,2001,64.54031
geo,2002,65.04011
geo,2003,64.713
geo,2004,64.38589
geo,2005,64.05878
geo,2006,63.73167
geo,2007,63.40456
geo,2008,63.71598
geo,2009,64.02739
geo,2010,64.33881
geo,2011,64.65022
geo,2012,64.96164
geo,2013,65.45068
geo,2014,65.93972
geo,2015,66.42876
geo,2016,66.91781
geo,2017,67.40685
geo,2018,67.71513
geo,2019,68.02341
geo,2020,68.3317
gha,1960,36.80408
gha,1961,37.35521
gha,1962,37.90635
gha,1963,38.33405
gha,1964,38.76175
gha,1965,39.18946
gha,1966,39.61716
gha,1967,40.04486
gha,1968,40.2543
gha,1969,40.46374
gha,1970,40.67318
gha,1971,40.88262
gha,1972,41.09206
gha,1973,41.52886
gha,1974,41.96567
gha,1975,42.40247
gha,1976,42.83928
gha,1977,43.27608
gha,1978,43.71102
gha,1979,44.14597
gha,1980,44.58091
gha,1981,45.01585
gha,1982,45.45079
gha,1983,46.16037
gha,1984,46.86996
gha,1985,47.57954
gha,1986,48.28913
gha,1987,48.99871
gha,1988,49.69798
gha,1989,50.39724
gha,1990,51.0965
gha,1991,51.79577
gha,1992,52.49503
gha,1993,52.16885
gha,1994,51.84267
gha,1995,51.51649
gha,1996,51.19031
gha,1997,50.86413
gha,1998,50.9272
gha,1999,50.99028
gha,2000,51.05335
gha,2001,51.11643
gha,2002,51.1795
gha,2003,52.06644
gha,2004,52.95338
gha,2005,53.84031
gha,2006,54.72725
gha,2007,55.61419
gha,2008,56.06173
gha,2009,56.50926
gha,2010,56.9568
gha,2011,57.40434
gha,2012,57.85187
gha,2013,58.35893
gha,2014,58.86599
gha,2015,59.37304
gha,2016,59.8801
gha,2017,60.38716
gha,2018,60.78481
gha,2019,61.18247
gha,2020,61.58012
gin,1960,21.85423
gin,1961,22.15224
gin,1962,22.45026
gin,1963,22.68171
gin,1964,22.91315
gin,1965,23.1446
gin,1966,23.37605
gin,1967,23.60749
gin,1968,23.92957
gin,1969,24.25166
gin,1970,24.57374
gin,1971,24.89582
gin,1972,25.2179
gin,1973,25.88584
gin,1974,26.55377
gin,1975,27.22171
gin,1976,27.88965
gin,1977,28.55758
gin,1978,29.47467
gin,1979,30.39175
gin,1980,31.30884
gin,1981,32.22592
gin,1982,33.14301
gin,1983,34.78819
gin,1984,36.43338
gin,1985,38.07856
gin,1986,39.72375
gin,1987,41.36893
gin,1988,42.53786
gin,1989,43.70679
gin,1990,44.87571
gin,1991,46.04464
gin,1992,47.21357
gin,1993,47.13155
gin,1994,47.04953
gin,1995,46.96751
gin,1996,46.88549
gin,1997,46.80347
gin,1998,46.38169
gin,1999,45.95991
gin,2000,45.53813
gin,2001,45.11635
gin,2002,44.69457
gin,2003,45.54064
gin,2004,46.38672
gin,2005,47.23279
gin,2006,48.07887
gin,2007,48.92494
gin,2008,49.81885
gin,2009,50.71277
gin,2010,51.60668
gin,2011,52.5006
gin,2012,53.39451
gin,2013,54.27352
gin,2014,55.15252
gin,2015,56.03153
gin,2016,56.91054
gin,2017,57.78955
gin,2018,58.26627
gin,2019,58.74299
gin,2020,59.21971
gmb,1960,18.21185
gmb,1961,18.49385
gmb,1962,18.77585
gmb,1963,19.35525
gmb,1964,19.93464
gmb,1965,20.51404
gmb,1966,21.09343
gmb,1967,21.67283
gmb,1968,22.81368
gmb,1969,23.95454
gmb,1970,25.09539
gmb,1971,26.23625
gmb,1972,27.3771
gmb,1973,28.54556
gmb,1974,29.71401
gmb,1975,30.88247
gmb,1976,32.05092
gmb,1977,33.21937
gmb,1978,34.36352
gmb,1979,35.50767
gmb,1980,36.65182
gmb,1981,37.79597
gmb,1982,38.94011
gmb,1983,39.85395
gmb,1984,40.76778
gmb,1985,41.68161
gmb,1986,42.59544
gmb,1987,43.50927
gmb,1988,43.84237
gmb,1989,44.17546
gmb,1990,44.50856
gmb,1991,44.84165
gmb,1992,45.17475
gmb,1993,45.65964
gmb,1994,46.14454
gmb,1995,46.62943
gmb,1996,47.11432
gmb,1997,47.59922
gmb,1998,48.16593
gmb,1999,48.73264
gmb,2000,49.29935
gmb,2001,49.86606
gmb,2002,50.43277
gmb,2003,50.88074
gmb,2004,51.32872
gmb,2005,51.7767
gmb,2006,52.22468
gmb,2007,52.67266
gmb,2008,53.08695
gmb,2009,53.50124
gmb,2010,53.91553
gmb,2011,54.32982
gmb,2012,54.7441
gmb,2013,55.09685
gmb,2014,55.4496
gmb,2015,55.80235
gmb,2016,56.15509
gmb,2017,56.50784
gmb,2018,57.05302
gmb,2019,57.5982
gmb,2020,58.14338
gnb,1960,25.09785
gnb,1961,25.3711
gnb,1962,25.64435
gnb,1963,25.97866
gnb,1964,26.31298
gnb,1965,26.6473
gnb,1966,26.98162
gnb,1967,27.31594
gnb,1968,27.64763
gnb,1969,27.97932
gnb,1970,28.31102
gnb,1971,28.64271
gnb,1972,28.97441
gnb,1973,29.30985
gnb,1974,29.64529
gnb,1975,29.98073
gnb,1976,30.31616
gnb,1977,30.6516
gnb,1978,30.97567
gnb,1979,31.29973
gnb,1980,31.62379
gnb,1981,31.94785
gnb,1982,32.27191
gnb,1983,32.571
gnb,1984,32.87009
gnb,1985,33.16918
gnb,1986,33.46827
gnb,1987,33.76736
gnb,1988,34.10638
gnb,1989,34.44539
gnb,1990,34.78441
gnb,1991,35.12342
gnb,1992,35.46244
gnb,1993,35.6735
gnb,1994,35.88457
gnb,1995,36.09563
gnb,1996,36.3067
gnb,1997,36.51777
gnb,1998,37.02292
gnb,1999,37.52807
gnb,2000,38.03322
gnb,2001,38.53838
gnb,2002,39.04353
gnb,2003,39.35909
gnb,2004,39.67466
gnb,2005,39.99022
gnb,2006,40.30578
gnb,2007,40.62134
gnb,2008,41.26452
gnb,2009,41.9077
gnb,2010,42.55088
gnb,2011,43.19406
gnb,2012,43.83723
gnb,2013,44.41092
gnb,2014,44.9846
gnb,2015,45.55829
gnb,2016,46.13197
gnb,2017,46.70566
gnb,2018,47.2148
gnb,2019,47.72394
gnb,2020,48.23308
gnq,1960,24.46084
gnq,1961,24.83244
gnq,1962,25.20403
gnq,1963,25.57869
gnq,1964,25.95335
gnq,1965,26.328
gnq,1966,26.70266
gnq,1967,27.07731
gnq,1968,27.46889
gnq,1969,27.86047
gnq,1970,28.25204
gnq,1971,28.64362
gnq,1972,29.0352
gnq,1973,29.42803
gnq,1974,29.82087
gnq,1975,30.2137
gnq,1976,30.60654
gnq,1977,30.99938
gnq,1978,31.92392
gnq,1979,32.84845
gnq,1980,33.77299
gnq,1981,34.69753
gnq,1982,35.62207
gnq,1983,36.0787
gnq,1984,36.53533
gnq,1985,36.99197
gnq,1986,37.4486
gnq,1987,37.90523
gnq,1988,38.46516
gnq,1989,39.02509
gnq,1990,39.58502
gnq,1991,40.14495
gnq,1992,40.70487
gnq,1993,41.36657
gnq,1994,42.02827
gnq,1995,42.68996
gnq,1996,43.35166
gnq,1997,44.01335
gnq,1998,44.43011
gnq,1999,44.84688
gnq,2000,45.26364
gnq,2001,45.6804
gnq,2002,46.09716
gnq,2003,46.233
gnq,2004,46.36885
gnq,2005,46.50469
gnq,2006,46.64053
gnq,2007,46.77637
gnq,2008,47.11145
gnq,2009,47.44653
gnq,2010,47.7816
gnq,2011,48.11668
gnq,2012,48.45176
gnq,2013,48.86118
gnq,2014,49.2706
gnq,2015,49.68002
gnq,2016,50.08944
gnq,2017,50.49886
gnq,2018,50.9852
gnq,2019,51.47153
gnq,2020,51.95786
grc,1960,65.681
grc,1961,66.50251
grc,1962,67.32402
grc,1963,67.55876
grc,1964,67.7935
grc,1965,68.02823
grc,1966,68.26297
grc,1967,68.49771
grc,1968,69.0117
grc,1969,69.52568
grc,1970,70.03967
grc,1971,70.55365
grc,1972,71.06764
grc,1973,71.3511
grc,1974,71.63457
grc,1975,71.91803
grc,1976,72.2015
grc,1977,72.48496
grc,1978,72.93689
grc,1979,73.38882
grc,1980,73.84075
grc,1981,74.29268
grc,1982,74.74461
grc,1983,75.19645
grc,1984,75.64829
grc,1985,76.10014
grc,1986,76.55198
grc,1987,77.00382
grc,1988,77.84997
grc,1989,78.69612
grc,1990,79.54227
grc,1991,80.38841
grc,1992,81.23456
grc,1993,81.35573
grc,1994,81.47689
grc,1995,81.59805
grc,1996,81.71922
grc,1997,81.84038
grc,1998,82.0654
grc,1999,82.29042
grc,2000,82.51544
grc,2001,82.74046
grc,2002,82.96548
grc,2003,83.06858
grc,2004,83.17167
grc,2005,83.27476
