geo,time,gc_tax_ypkg_zs
fra,1984,35.52617
fra,1985,34.18655
fra,1986,35.06901
fra,1987,35.4576
fra,1988,34.71337
fra,1989,35.08494
fra,1990,35.35956
fra,1991,37.01035
fra,1992,35.59854
fra,1993,36.21578
fra,1994,35.80907
fra,1995,35.32632
fra,1996,36.09965
fra,1997,37.63229
fra,1998,43.66321
fra,1999,44.79226
fra,2000,46.30192
fra,2001,47.51186
fra,2002,45.56483
fra,2003,44.99964
fra,2004,45.49424
fra,2005,46.0704
fra,2006,47.58048
fra,2007,47.86084
fra,2008,49.26328
fra,2009,46.14822
fra,2010,45.4252
fra,2011,47.69743
fra,2012,49.15144
fra,2013,49.52149
fra,2014,48.9446
fra,2015,48.66036
fra,2016,48.33747
fra,2017,48.46202
fra,2018,50.29877
fra,2019,49.72882
fsm,2008,32.40053
fsm,2009,28.48849
fsm,2010,31.11607
fsm,2011,38.00201
fsm,2012,40.40631
fsm,2013,47.62457
fsm,2014,79.1524
fsm,2015,48.6005
fsm,2016,51.48299
fsm,2017,71.23106
fsm,2018,87.92646
fsm,2019,84.89471
gab,2012,44.75839
gab,2013,45.60168
gab,2014,42.68417
gab,2015,42.7395
gab,2016,34.33983
gab,2017,38.80455
gab,2018,47.24812
gab,2019,49.71198
gbr,1972,53.54612
gbr,1973,57.44822
gbr,1974,60.29608
gbr,1975,63.04118
gbr,1976,62.25252
gbr,1977,59.86242
gbr,1978,57.99361
gbr,1979,55.33972
gbr,1980,52.89618
gbr,1981,54.24353
gbr,1982,53.66852
gbr,1983,54.95321
gbr,1984,54.44774
gbr,1985,54.99155
gbr,1986,53.63626
gbr,1987,55.41119
gbr,1988,54.53131
gbr,1989,56.38964
gbr,1990,53.18677
gbr,1991,51.01273
gbr,1992,49.01198
gbr,1993,47.62028
gbr,1994,47.94936
gbr,1995,48.03509
gbr,1996,47.3186
gbr,1997,47.71974
gbr,1998,49.59978
gbr,1999,48.82546
gbr,2000,50.08929
gbr,2001,50.0648
gbr,2002,48.46325
gbr,2003,47.97312
gbr,2004,49.02227
gbr,2005,51.22263
gbr,2006,51.49931
gbr,2007,51.57586
gbr,2008,49.19321
gbr,2009,51.18247
gbr,2010,49.13302
gbr,2011,47.60962
gbr,2012,46.21332
gbr,2013,45.49851
gbr,2014,45.06369
gbr,2015,45.14911
gbr,2016,45.85236
gbr,2017,46.06231
gbr,2018,45.92735
gbr,2019,45.78258
geo,1995,37.58542
geo,1996,25.30358
geo,1997,23.95123
geo,1998,27.7336
geo,1999,25.28373
geo,2000,27.35849
geo,2001,25.67767
geo,2002,25.98961
geo,2003,27.16485
geo,2004,29.00182
geo,2005,26.06117
geo,2006,28.39347
geo,2007,30.36983
geo,2008,40.86738
geo,2009,38.70495
geo,2010,38.02558
geo,2011,40.29656
geo,2012,40.61171
geo,2013,42.63448
geo,2014,39.56144
geo,2015,42.07391
geo,2016,41.197
geo,2017,38.63335
geo,2018,39.82107
geo,2019,38.19724
geo,2020,40.2638
gha,1990,25.10185
gha,1991,19.54716
gha,1992,20.57469
gha,1993,21.66328
gha,2001,32.44607
gha,2002,32.70429
gha,2003,29.18709
gha,2004,27.9533
gha,2005,29.37685
gha,2006,27.47459
gha,2007,26.68356
gha,2008,27.0592
gha,2009,33.32654
gha,2010,35.60781
gha,2011,35.90518
gha,2012,47.83073
gha,2013,47.43838
gha,2016,37.50244
gha,2017,44.0376
gha,2018,49.69389
gha,2019,52.84006
gin,1990,12.60288
gin,1991,8.391
gin,1992,16.23253
gmb,1990,13.72001
gnb,2017,24.56403
gnb,2019,29.89252
gnq,2006,91.55527
gnq,2007,89.69263
gnq,2008,93.90445
gnq,2009,93.42909
gnq,2010,88.88373
gnq,2011,88.80358
gnq,2012,86.62329
gnq,2013,89.63793
gnq,2014,86.9911
gnq,2015,86.08154
gnq,2016,73.41801
gnq,2017,62.53501
gnq,2018,70.31076
gnq,2019,79.98961
grc,1972,18.33767
grc,1973,19.53759
grc,1974,24.70331
grc,1975,20.58697
grc,1976,24.46868
grc,1977,21.61857
grc,1978,22.72297
grc,1979,24.72006
grc,1980,27.3493
grc,1981,25.9765
grc,1982,30.6173
grc,1983,28.74567
grc,1984,32.45127
grc,1985,32.15304
grc,1986,30.75892
grc,1987,29.56088
grc,1988,31.0918
grc,1989,33.81814
grc,1990,33.96649
grc,1995,31.55216
grc,1996,30.33017
grc,1997,32.71859
grc,1998,37.50875
grc,1999,37.58326
grc,2000,39.89414
grc,2001,37.21835
grc,2002,37.44786
grc,2003,36.80016
grc,2004,37.55901
grc,2005,39.75654
grc,2006,36.98854
grc,2007,36.46399
grc,2008,36.0462
grc,2009,38.03806
grc,2010,34.91574
grc,2011,32.71844
grc,2012,35.49883
grc,2013,32.29709
grc,2014,34.51155
grc,2015,33.23838
grc,2016,33.59477
grc,2017,33.33547
grc,2018,34.03675
grc,2019,32.5875
gtm,1990,21.52016
gtm,1991,30.03677
gtm,1992,22.25866
gtm,1993,23.53599
gtm,1994,16.75113
gtm,1995,20.77962
gtm,1996,24.60339
gtm,1997,24.50858
gtm,1998,20.5808
gtm,1999,20.89344
gtm,2000,24.47451
gtm,2001,25.92871
gtm,2002,28.04125
gtm,2003,27.56784
gtm,2004,26.08768
gtm,2005,27.66187
gtm,2006,28.06
gtm,2007,27.41474
gtm,2008,29.07543
gtm,2009,30.49267
gtm,2010,29.6877
gtm,2011,31.57539
gtm,2012,31.43099
gtm,2013,34.70039
gtm,2014,36.57318
gtm,2015,35.27192
gtm,2016,36.94381
gtm,2017,36.57876
gtm,2018,35.65969
gtm,2019,35.02993
hnd,1972,23.04551
hnd,1973,23.93725
hnd,1974,28.42243
hnd,1975,29.89567
hnd,1976,23.34606
hnd,1977,20.81427
hnd,1978,25.21455
hnd,1979,25.71082
hnd,1980,32.89492
hnd,1981,25.64726
hnd,2003,22.50667
hnd,2004,25.15857
hnd,2005,26.3835
hnd,2006,29.44498
hnd,2007,30.95261
hnd,2008,31.09792
hnd,2009,32.02976
hnd,2010,30.67071
hnd,2011,33.66251
hnd,2012,32.46552
hnd,2013,34.11955
hnd,2014,31.10191
hnd,2015,31.29381
hrv,1991,37.35728
hrv,1992,15.72621
hrv,1993,11.13331
hrv,1994,16.18571
hrv,1995,16.81726
hrv,1996,18.86085
hrv,1997,18.44113
hrv,1998,19.14561
hrv,1999,18.20363
hrv,2000,14.41034
hrv,2001,13.07454
hrv,2002,13.92629
hrv,2003,13.71519
hrv,2004,13.47161
hrv,2005,14.40619
hrv,2006,16.01486
hrv,2007,17.80707
hrv,2008,17.02502
hrv,2009,17.26614
hrv,2010,14.97297
hrv,2011,14.67964
hrv,2012,12.07924
hrv,2013,12.30639
hrv,2014,11.17126
hrv,2015,12.44053
hrv,2016,13.73821
hrv,2017,13.46522
hrv,2018,13.26282
hrv,2019,13.55774
hun,1981,27.0119
hun,1982,23.4
hun,1983,25.0219
hun,1984,26.6799
hun,1985,21.71482
hun,1986,25.3612
hun,1987,26.80861
hun,1988,24.54329
hun,1989,32.40062
hun,1990,32.4112
hun,1991,41.47077
hun,1992,30.63136
hun,1993,31.40039
hun,1994,31.85172
hun,1995,28.76567
hun,1996,32.21126
hun,1997,33.25398
hun,1998,32.55457
hun,1999,33.7382
hun,2000,33.86464
hun,2001,36.59631
hun,2002,37.21172
hun,2003,33.70064
hun,2004,31.29635
hun,2005,32.8104
hun,2006,35.12177
hun,2007,36.78557
hun,2008,43.04681
hun,2009,40.08317
hun,2010,33.24983
hun,2011,28.4119
hun,2012,28.36506
hun,2013,27.45199
hun,2014,28.07783
hun,2015,28.30673
hun,2016,30.38925
hun,2017,30.32954
hun,2018,28.36698
hun,2019,28.63694
idn,1972,50.88028
idn,1973,52.62594
idn,1974,70.17544
idn,1975,72.00191
idn,1976,71.3408
idn,1977,72.69219
idn,1978,71.74447
idn,1979,77.55542
idn,1980,82.01657
idn,1981,84.11909
idn,1982,82.38294
idn,1983,82.26644
idn,1984,82.45845
idn,1985,75.76713
idn,1986,57.41346
idn,1987,62.61221
idn,1988,62.8738
idn,1989,62.74833
idn,1990,65.36402
idn,1991,62.96742
idn,1992,61.31047
idn,1993,58.67903
idn,1994,53.96338
idn,1995,54.5099
idn,1996,59.84435
idn,1997,64.62051
idn,1998,67.75412
idn,1999,65.85523
idn,2001,49.55643
idn,2002,47.28022
idn,2003,46.11612
idn,2004,42.00849
idn,2008,49.6213
idn,2009,51.22951
idn,2010,49.363
idn,2011,49.33457
idn,2012,47.43105
idn,2013,47.00987
idn,2014,47.6895
idn,2015,48.59337
idn,2016,51.97105
idn,2017,48.18519
idn,2018,49.40473
idn,2019,50.01738
ind,1974,24.56113
ind,1975,27.75033
ind,1976,26.69039
ind,1977,26.15453
ind,1978,23.40426
ind,1979,22.81991
ind,1980,21.89995
ind,1981,23.11703
ind,1982,22.4418
ind,1983,20.95777
ind,1984,19.83383
ind,1985,18.94796
ind,1986,18.1914
ind,1987,17.60036
ind,1988,19.45444
ind,1989,18.92598
ind,1990,18.60041
ind,1991,22.10428
ind,1992,23.45084
ind,1993,26.61968
ind,1994,28.87295
ind,1995,29.90012
ind,1996,29.91022
ind,1997,27.52121
ind,1998,32.01427
ind,1999,33.51286
ind,2000,36.0028
ind,2001,36.78091
ind,2002,38.26908
ind,2003,41.26348
ind,2004,43.2958
ind,2005,44.26522
ind,2006,47.47271
ind,2007,52.5787
ind,2008,52.78161
ind,2009,58.77728
ind,2010,55.20634
ind,2011,54.81437
ind,2012,52.25416
ind,2013,53.43944
ind,2014,55.21131
ind,2015,50.39409
ind,2016,48.9906
ind,2017,51.24204
ind,2018,50.14851
irl,1972,35.26221
irl,1973,36.04136
irl,1974,37.41588
irl,1975,39.32092
irl,1976,39.43775
irl,1977,41.43152
irl,1978,42.27353
irl,1979,44.60834
irl,1980,45.39782
irl,1981,44.81698
irl,1982,43.03607
irl,1983,41.51271
irl,1984,42.42715
irl,1985,43.11038
irl,1986,45.84547
irl,1987,48.07662
irl,1988,48.39388
irl,1989,44.67907
irl,1990,47.19577
irl,1991,49.19273
irl,1992,49.82929
irl,1993,51.65159
irl,1994,51.04748
irl,1995,48.45052
irl,1996,48.97468
irl,1997,49.51253
irl,1998,49.35847
irl,1999,50.65695
irl,2000,50.85187
irl,2001,50.85587
irl,2002,49.91225
irl,2003,50.09022
irl,2004,50.03077
irl,2005,48.84919
irl,2006,49.57689
irl,2007,49.62327
irl,2008,49.70321
irl,2009,51.11596
irl,2010,50.92414
irl,2011,51.78331
irl,2012,52.80609
irl,2013,51.8048
irl,2014,51.02809
irl,2015,53.88747
irl,2016,54.20467
irl,2017,54.47868
irl,2018,56.31846
irl,2019,56.39339
irn,1972,23.64991
irn,1973,25
irn,1974,31.30538
irn,1975,43.18811
irn,1976,40.22039
irn,1977,37.27
irn,1978,43.19114
irn,1979,39.68046
irn,1980,15.89347
irn,1981,43.64867
irn,1982,31.22222
irn,1983,28.2017
irn,1984,29.5625
irn,1985,34.32295
irn,1986,39.74583
irn,1987,39.2557
irn,1988,40.5058
irn,1989,31.3342
irn,1990,31.00109
irn,1991,30.23354
irn,1992,32.4051
irn,1993,58.18892
irn,1994,58.08775
irn,1995,42.41733
irn,1996,39.3364
irn,1997,32.46487
irn,1998,39.1172
irn,1999,39.28103
irn,2000,49.63571
irn,2001,50.06577
irn,2002,45.35171
irn,2003,45.24389
irn,2004,44.88794
irn,2005,59.07534
irn,2006,60.61182
irn,2007,61.61629
irn,2008,66.2568
irn,2009,66.72192
irq,2014,54.27691
irq,2015,54.82217
irq,2016,63.79206
irq,2017,72.21165
irq,2018,59.00752
irq,2019,57.21582
isl,1972,19.81076
isl,1973,20.58824
isl,1974,14.11111
isl,1975,10.5093
isl,1976,10.79897
isl,1977,9.34928
isl,1978,11.69282
isl,1979,14.68773
isl,1980,12.73721
isl,1981,12.31307
isl,1982,13.09571
isl,1983,12.94644
isl,1984,11.43542
isl,1985,9.28213
isl,1986,12.42056
isl,1987,10.56118
isl,1988,14.3621
isl,1989,20.13685
isl,1990,23.63424
isl,1991,25.35183
isl,1992,26.08613
isl,1993,26.04343
isl,1994,27.76775
isl,1995,28.85914
isl,1996,30.25567
isl,1997,27.73519
isl,1998,28.64006
isl,1999,30.82944
isl,2000,32.36364
isl,2001,35.12749
isl,2002,34.4703
isl,2003,35.37242
isl,2004,34.76279
isl,2005,36.55533
isl,2006,38.85695
isl,2007,39.82306
isl,2008,43.46457
isl,2009,40.80029
isl,2010,39.07847
isl,2011,38.60389
isl,2012,37.3326
isl,2013,39.47803
isl,2014,39.9734
isl,2015,40.15416
isl,2016,25.48825
isl,2017,43.44203
isl,2018,42.99111
isl,2019,43.51637
isr,1972,44.44444
isr,1973,45.45455
isr,1974,35
isr,1975,46.42857
isr,1976,43.90244
isr,1977,45.90164
isr,1978,48.42105
isr,1979,49.26108
isr,1980,53.61991
isr,1981,57.48503
isr,1982,54.51442
isr,1983,51.39583
isr,1984,51.47868
isr,1985,50.15356
isr,1986,46.06321
isr,1987,49.65256
isr,1988,51.86533
isr,1989,49.34207
isr,1990,47.39706
isr,1991,43.41158
isr,1992,44.29286
isr,1993,47.9374
isr,1994,51.11254
isr,1995,50.9195
isr,1996,47.85637
isr,1997,49.70288
isr,1998,50.47922
isr,1999,50.08793
isr,2000,51.76469
isr,2001,51.85968
isr,2002,47.31906
isr,2003,45.58698
isr,2004,45.10581
isr,2005,46.09386
isr,2006,49.40086
isr,2007,49.00044
isr,2008,45.61254
isr,2009,41.82991
isr,2010,41.01034
isr,2011,41.95049
isr,2012,42.16046
isr,2013,42.90339
isr,2014,42.04562
isr,2015,43.30006
isr,2016,43.67965
isr,2017,48.49309
isr,2018,45.49775
isr,2019,45.6929
ita,1973,31.34491
ita,1974,35.50799
ita,1975,40.20951
ita,1976,43.79107
ita,1977,47.06681
ita,1978,50.23941
ita,1979,49.6067
ita,1980,51.14736
ita,1981,54.75854
ita,1982,56.80599
ita,1983,56.75098
ita,1984,56.343
ita,1985,57.21513
ita,1986,59.2619
ita,1987,58.68754
ita,1988,53.30792
ita,1989,53.43458
ita,1990,53.85827
ita,1991,51.44585
ita,1992,53.22391
ita,1993,56.80479
ita,1994,53.46418
ita,1995,53.86641
ita,1996,56.86029
ita,1997,56.28956
ita,1998,53.51809
ita,1999,54.46263
ita,2000,55.09657
ita,2001,56.43504
ita,2002,54.20278
ita,2003,51.76892
ita,2004,52.86057
ita,2005,54.0251
ita,2006,54.97366
ita,2007,56.42466
ita,2008,57.6805
ita,2009,54.60884
ita,2010,54.61171
ita,2011,53.19487
ita,2012,53.42179
ita,2013,53.94176
ita,2014,52.92642
ita,2015,53.39526
ita,2016,51.94254
ita,2017,52.09644
ita,2018,51.58457
ita,2019,52.23434
jam,1988,43.80433
jam,1989,45.16374
jam,1990,50.89658
jam,1991,45.93373
jam,1992,44.88773
jam,1993,41.27646
jam,1994,44.43661
jam,1995,41.65297
jam,1996,44.02803
jam,1997,44.60423
jam,1998,43.61447
jam,1999,43.35244
jam,2000,45.10796
jam,2001,43.89045
jam,2002,44.17606
jam,2003,45.75978
jam,2004,46.19512
jam,2005,45.42475
jam,2006,45.40948
jam,2007,46.86946
jam,2008,48.39987
jam,2009,49.11655
jam,2010,42.23869
jam,2011,41.88548
jam,2012,40.94128
jam,2013,38.02729
jam,2014,37.87715
jam,2015,36.90732
jam,2016,34.84211
jam,2017,31.7455
jam,2018,31.8071
jam,2019,33.19231
jor,1990,22.93133
jor,1991,17.47589
jor,1992,13.20247
jor,1993,14.62208
jor,1994,15.68663
jor,1995,15.61223
jor,1996,16.24504
jor,1997,15.29087
jor,1998,13.73477
jor,1999,14.59986
jor,2000,14.12464
jor,2001,16.438
jor,2002,16.52017
jor,2003,14.83689
jor,2004,12.82786
jor,2005,13.01854
jor,2006,15.69585
jor,2007,16.5231
jor,2008,21.87738
jor,2009,26.55301
jor,2010,20.91832
jor,2011,21.79805
jor,2012,20.53769
jor,2013,18.66718
jor,2014,18.98345
jor,2015,20.9614
jor,2016,22.20525
jor,2017,21.59418
jor,2018,21.27439
jor,2019,21.79542
jpn,1991,68.95116
jpn,1992,64.7765
jpn,1993,62.90935
kaz,1997,23.48271
kaz,1998,17.6893
kaz,1999,18.04113
kaz,2000,31.21883
kaz,2001,28.93182
kaz,2002,45.62232
kaz,2003,45.18298
kaz,2004,46.8872
kaz,2010,51.34656
kaz,2011,46.50253
kaz,2012,57.83171
kaz,2013,42.19822
kaz,2014,45.49009
kaz,2015,46.48236
kaz,2016,41.15887
kaz,2017,42.45653
kaz,2018,43.26636
kaz,2019,40.6055
ken,2014,49.30777
ken,2015,49.8396
ken,2017,49.13771
ken,2018,48.99652
ken,2019,44.38576
kgz,2014,19.76831
kgz,2015,21.56509
kgz,2016,19.2704
kgz,2017,19.10526
kgz,2018,18.48025
kgz,2019,18.61954
khm,2002,9.78316
khm,2003,10.76614
khm,2004,9.07482
khm,2005,10.93952
khm,2006,13.57398
khm,2007,14.13427
khm,2008,14.76069
khm,2009,17.90249
khm,2010,17.00716
khm,2011,18.14956
khm,2012,20.1492
khm,2013,21.07906
khm,2014,19.91969
khm,2015,23.08827
khm,2016,24.51498
khm,2017,26.78044
khm,2018,23.91343
khm,2019,23.24145
kir,2011,38.1065
kir,2012,42.19334
kir,2013,36.68668
kir,2014,38.47467
kir,2015,32.34604
kir,2016,29.70786
kir,2017,33.52285
kir,2018,36.74603
kir,2019,30.87814
kna,1990,23.80614
kna,1991,21.64652
kna,1992,21.13744
kna,1993,19.66183
kna,1994,21.47325
kna,2000,31.48936
kna,2001,29.65057
kna,2002,32.2044
kna,2003,28.25451
kna,2004,27.63399
kna,2005,29.41861
kna,2006,27.23428
kna,2007,25.72679
kna,2008,32.47483
kna,2009,37.88757
kna,2010,27.42418
kna,2011,21.28344
kna,2012,20.41459
kna,2013,19.48698
kna,2014,19.89092
kna,2015,25.03596
kna,2016,25.35776
kna,2017,26.99777
kor,1972,33.40336
kor,1973,30.05181
kor,1974,30.16393
kor,1975,24.6949
kor,1976,28.76254
kor,1977,27.98479
kor,1978,28.48948
kor,1979,28.90331
kor,1980,25.81974
kor,1981,26.903
kor,1982,27.9962
kor,1983,25.89064
kor,1984,26.25458
kor,1985,29.20064
kor,1986,29.11105
kor,1987,32.3339
kor,1988,35.0507
kor,1989,41.65022
kor,1990,39.54594
kor,1991,36.96088
kor,1992,39.82396
kor,1993,39.71622
kor,1994,39.46594
kor,1995,39.2944
kor,1996,37.15614
kor,1997,34.73859
kor,1998,41.2623
kor,1999,33.33427
kor,2000,38.07768
kor,2001,37.20322
kor,2002,36.93803
kor,2003,40.48341
kor,2004,40.84387
kor,2005,42.72208
kor,2006,43.7298
kor,2007,46.00131
kor,2008,45.13265
kor,2009,42.34471
kor,2010,42.04972
kor,2011,45.30614
kor,2012,46.52726
kor,2013,46.11519
kor,2014,47.9047
kor,2015,49.93922
kor,2016,50.67777
kor,2017,51.63672
kor,2018,54.36587
kor,2019,54.5152
kwt,1972,76.27737
kwt,1973,75.71189
kwt,1974,74.47833
kwt,1977,58.28877
kwt,1978,79.62963
kwt,1979,53.69128
kwt,1980,63.63636
kwt,1981,59.00383
kwt,1982,42.52336
kwt,1983,46.70051
kwt,1984,43.78109
kwt,1985,28
kwt,1986,26.6055
kwt,1987,21.51899
kwt,1988,19.71831
kwt,1989,19.04762
kwt,1990,19.5122
kwt,1991,25
kwt,1992,60
kwt,1993,18.98734
kwt,1994,32.38095
kwt,1995,24.73118
kwt,1996,15.38462
kwt,1997,18.51852
kwt,1998,24.57627
lbn,1997,11.75297
lbn,1998,12.22959
lbn,1999,15.14178
lbn,2000,16.11393
lbn,2001,19.80762
lbn,2002,17.43952
lbn,2003,16.82384
lbn,2004,17.24079
lbn,2005,21.30541
lbn,2006,23.40434
lbn,2007,23.38575
lbn,2008,21.70378
lbn,2009,20.44579
lbn,2010,20.99757
lbn,2011,24.57915
lbn,2012,24.95067
lbn,2013,25.16867
lbn,2014,27.32608
lbn,2015,28.4887
lbn,2016,28.91158
lbn,2017,27.97238
lbn,2018,28.618
lbn,2019,37.04672
lca,2000,31.33416
lca,2001,33.6543
lca,2002,26.57046
lca,2003,25.45503
lca,2004,23.49123
lca,2005,25.81912
lca,2006,24.58007
lca,2007,26.79752
lca,2008,31.11981
lca,2009,31.24923
lca,2010,30.61546
lca,2011,32.07719
lca,2012,30.54499
lca,2013,27.39267
lca,2014,25.57405
lca,2015,25.20145
lca,2016,26.04802
lca,2017,25.84348
lka,1990,11.98739
lka,1991,14.26413
lka,1992,14.36355
lka,1993,15.64956
lka,1994,15.36659
lka,1995,14.4766
lka,1996,15.93742
lka,1997,15.11943
lka,1998,13.86258
lka,1999,17.00135
lka,2000,15.05384
lka,2001,16.82674
lka,2002,16.96185
lka,2003,17.00727
lka,2004,14.69427
lka,2005,15.59693
lka,2006,18.78804
lka,2007,21.05681
lka,2008,21.608
lka,2009,22.54816
lka,2010,18.71309
lka,2011,19.35846
lka,2012,18.98888
lka,2013,20.44607
lka,2014,18.86154
lka,2015,19.36911
lka,2016,17.68523
lka,2017,16.43906
lka,2018,18.13035
lka,2019,24.65233
lso,1982,15.61811
lso,1983,11.18651
lso,1984,10.34378
lso,1985,12.45094
lso,1986,12.01017
lso,1987,13.97075
lso,1988,13.41997
lso,1989,13.36028
lso,1991,27.83639
lso,1992,25.98772
lso,1993,20.73718
lso,1994,24.97566
lso,1995,25.53578
lso,1996,27.5711
lso,1997,25.90065
lso,1998,30.42256
lso,1999,29.15356
lso,2000,30.13643
lso,2001,33.48193
lso,2002,33.70831
lso,2003,38.25003
lso,2004,31.73458
lso,2005,30.09814
lso,2006,23.47838
lso,2007,26.10819
lso,2008,27.54947
lso,2009,30.04659
lso,2010,39.80247
lso,2011,42.33038
lso,2012,30.30938
lso,2013,32.67942
lso,2014,31.7804
lso,2015,35.83779
lso,2016,40.9108
lso,2017,35.17831
lso,2018,38.09133
lso,2019,36.04852
ltu,1991,31.68285
ltu,1993,43.55764
ltu,1994,36.42483
ltu,1995,42.00667
ltu,1996,41.93875
ltu,1997,40.09586
ltu,1998,40.24777
ltu,1999,40.7763
ltu,2000,40.9803
ltu,2001,39.84366
ltu,2002,38.06513
ltu,2003,41.20032
ltu,2004,44.57096
ltu,2005,45.15025
ltu,2006,46.52186
ltu,2007,44.42087
ltu,2008,44.93423
ltu,2009,34.61196
ltu,2010,28.62697
ltu,2011,27.7513
ltu,2012,30.69529
ltu,2013,31.5825
ltu,2014,31.50554
ltu,2015,32.29256
ltu,2016,33.03261
ltu,2017,32.08217
ltu,2018,33.14497
ltu,2019,43.3749
lux,1972,55.25127
lux,1973,57.7807
lux,1974,64.07599
lux,1975,60.35892
lux,1976,61.06419
lux,1977,64.43577
lux,1978,65.57703
lux,1979,63.41856
lux,1980,60.16175
lux,1981,58.86052
lux,1982,57.81146
lux,1983,57.25228
lux,1984,55.78354
lux,1985,59.18259
lux,1986,55.98886
lux,1987,54.55819
lux,1988,53.00332
lux,1989,52.61079
lux,1990,52.12509
lux,1991,49.20649
lux,1992,45.26081
lux,1993,47.06781
lux,1994,48.31348
lux,1995,50.21638
lux,1996,50.43018
lux,1997,50.00232
lux,1998,48.43393
lux,1999,45.69881
lux,2000,45.19233
lux,2001,46.43957
lux,2002,47.09031
lux,2003,46.98519
lux,2004,43.34322
lux,2005,45.01599
lux,2006,45.79779
lux,2007,44.86496
lux,2008,47.36345
lux,2009,47.33823
lux,2010,48.16594
lux,2011,47.11189
lux,2012,46.97095
lux,2013,47.33884
lux,2014,46.20514
lux,2015,50.93967
lux,2016,50.36989
lux,2017,50.36046
lux,2018,52.16902
lux,2019,51.40768
lva,1994,26.45537
lva,1995,12.25858
lva,1996,13.27797
lva,1997,22.01203
lva,1998,21.78808
lva,1999,22.13855
lva,2000,21.05058
lva,2001,23.37166
lva,2002,24.89196
lva,2003,21.01713
lva,2004,22.76672
lva,2005,22.01829
lva,2006,22.30793
lva,2007,24.2315
lva,2008,28.55777
lva,2009,18.85993
lva,2010,15.88032
lva,2011,17.04489
lva,2012,18.53859
lva,2013,18.28139
lva,2014,17.50879
lva,2015,17.53532
lva,2016,18.49205
lva,2017,18.71234
lva,2018,13.90469
lva,2019,9.55022
mac,1996,11.35945
mac,1997,9.57189
mac,1998,12.08432
mac,1999,13.14152
mac,2000,10.33029
mac,2001,10.22267
mac,2002,8.55698
mac,2003,5.88833
mac,2004,5.3283
mac,2005,5.15217
mac,2006,5.74882
mac,2007,8.27541
mac,2008,5.76409
mac,2009,5.45352
mac,2010,4.13407
mac,2011,3.40249
mac,2012,3.4801
mac,2013,3.30749
mac,2014,4.10209
mac,2015,7.58714
mac,2016,7.70293
mac,2017,6.7926
mac,2018,5.97376
mac,2019,7.23695
mar,1990,28.61017
mar,1991,25.71429
mar,1992,27.9391
mar,1993,25.51592
mar,1994,24.23561
mar,1995,25.96619
mar,1997,27.33679
mar,1998,27.65974
mar,1999,30.35701
mar,2002,33.13142
mar,2003,35.21857
mar,2004,36.28747
mar,2005,36.82543
mar,2006,38.00169
mar,2007,37.95579
mar,2008,42.33207
mar,2009,39.86805
mar,2010,35.00127
mar,2011,35.83309
mar,2012,38.17886
mar,2013,37.72394
mar,2014,37.45655
mar,2015,37.67749
mar,2016,38.44274
mar,2017,39.79743
mar,2018,39.38161
mar,2019,39.61655
mda,1996,12.3263
mda,1997,9.07195
mda,1998,6.48154
mda,1999,7.28723
mda,2000,5.79483
mda,2001,5.15784
mda,2002,4.82533
mda,2003,5.2264
mda,2004,5.384
mda,2005,4.33758
mda,2006,4.82823
mda,2007,5.86603
mda,2008,2.35678
mda,2009,1.71326
mda,2010,1.64833
mda,2011,1.71657
mda,2012,4.68328
mda,2013,4.33177
mda,2014,11.82457
mda,2015,16.66193
mda,2016,17.84992
mda,2017,17.76004
mda,2018,20.15949
mda,2019,18.83835
mdg,1990,15.66099
mdg,1991,19.04195
mdg,1992,14.89362
mdg,1993,19.67711
mdg,1994,21.46112
mdg,1995,14.97145
mdg,2003,10.92235
mdg,2004,11.60638
mdg,2005,15.2564
mdg,2006,18.60723
mdg,2007,12.7067
mdg,2008,25.46474
mdg,2009,29.48162
mdg,2010,27.53293
mdg,2011,26.19063
mdg,2012,24.10032
mdg,2013,23.59187
mdg,2014,23.95042
mdg,2015,23.78492
mdg,2016,25.36537
mdg,2017,24.35623
mdg,2018,24.89666
mdg,2019,26.58159
mdv,1979,0
mdv,1980,0
mdv,1981,0
mdv,1982,0
mdv,1983,0
mdv,1984,0
mdv,1985,4.54545
mdv,1986,4.40613
mdv,1987,2.25
mdv,1988,2.83723
mdv,1989,2.05029
mdv,1990,2.40586
mdv,1991,2.89459
mdv,1992,2.7087
mdv,1993,2.8648
mdv,1994,3.05742
mdv,1995,3.00705
mdv,1996,3.33754
mdv,1997,3.15936
mdv,1998,3.92157
mdv,1999,4.30779
mdv,2000,4.62616
mdv,2001,5.00669
mdv,2002,4.66245
mdv,2003,3.64152
mdv,2004,2.95046
mdv,2005,3.81356
mdv,2006,3.85589
mdv,2007,5.81736
mdv,2008,7.15219
mdv,2009,8.99341
mex,1972,48.83721
mex,1973,55.10204
mex,1974,54.16667
mex,1975,48.51485
mex,1976,54.03226
mex,1977,50.54348
mex,1978,52.58964
mex,1979,50.28736
mex,1980,42.67161
mex,1981,44.57478
mex,1982,36.04452
mex,1983,28.3429
mex,1984,31.07866
mex,1985,30.75304
mex,1986,34.23774
mex,1987,30.06443
mex,1988,39.15646
mex,1989,39.16349
mex,1990,39.8199
mex,1991,40.3358
mex,1992,44.43499
mex,1993,48.91598
mex,1994,49.09801
mex,1995,38.85043
mex,1996,37.43527
mex,1997,40.60162
mex,1998,46.32968
mex,1999,46.86431
mex,2000,43.15823
mex,2008,50.80549
