geo,time,eg_elc_hyro_zs
are,2005,0
are,2006,0
are,2007,0
are,2008,0
are,2009,0
are,2010,0
are,2011,0
are,2012,0
are,2013,0
are,2014,0
are,2015,0
arg,1971,6.53573
arg,1972,5.94325
arg,1973,11.22989
arg,1974,17.98927
arg,1975,17.72484
arg,1976,16.59055
arg,1977,17.78916
arg,1978,23.18598
arg,1979,28.32018
arg,1980,38.14033
arg,1981,37.80993
arg,1982,44.10821
arg,1983,42.8319
arg,1984,44.21118
arg,1985,45.6114
arg,1986,42.87289
arg,1987,41.97045
arg,1988,28.77349
arg,1989,25.66768
arg,1990,35.23059
arg,1991,30.25008
arg,1992,34.688
arg,1993,38.76023
arg,1994,42.41555
arg,1995,40.0388
arg,1996,32.87891
arg,1997,38.74934
arg,1998,35.71718
arg,1999,26.58481
arg,2000,32.36306
arg,2001,41.08417
arg,2002,42.44965
arg,2003,36.74128
arg,2004,30.38986
arg,2005,32.23403
arg,2006,35.51077
arg,2007,28.27073
arg,2008,25.01316
arg,2009,27.77746
arg,2010,26.81319
arg,2011,30.64258
arg,2012,27.23204
arg,2013,29.36913
arg,2014,29.60794
arg,2015,26.24158
arm,1990,15.00676
arm,1991,16.24632
arm,1992,33.8072
arm,1993,68.19698
arm,1994,62.10675
arm,1995,34.50818
arm,1996,25.29771
arm,1997,23.05523
arm,1998,24.82636
arm,1999,20.99003
arm,2000,21.16482
arm,2001,16.84943
arm,2002,30.04167
arm,2003,36.02981
arm,2004,33.13433
arm,2005,28.06712
arm,2006,30.71873
arm,2007,31.41743
arm,2008,31.14385
arm,2009,35.60219
arm,2010,39.3776
arm,2011,33.49933
arm,2012,28.89497
arm,2013,28.18418
arm,2014,25.70323
arm,2015,28.28568
aus,1960,18.63956
aus,1961,20.04077
aus,1962,20.02933
aus,1963,24.09625
aus,1964,22.48077
aus,1965,24.78408
aus,1966,19.63531
aus,1967,19.58225
aus,1968,18.21512
aus,1969,18.35683
aus,1970,17.99883
aus,1971,21.83241
aus,1972,20.82111
aus,1973,17.71592
aus,1974,18.9647
aus,1975,19.95678
aus,1976,19.72065
aus,1977,15.93827
aus,1978,16.18062
aus,1979,16.95553
aus,1980,13.58968
aus,1981,13.77192
aus,1982,13.02137
aus,1983,11.49767
aus,1984,10.83907
aus,1985,11.41735
aus,1986,11.56699
aus,1987,10.33812
aus,1988,10.33884
aus,1989,9.82785
aus,1990,9.16992
aus,1991,10.10694
aus,1992,9.64582
aus,1993,10.13196
aus,1994,9.78351
