geo,time,ny_tax_nind_kn
aus,1992,66231000000
aus,1993,68165000000
aus,1994,71350000000
aus,1995,77754000000
aus,1996,79488000000
aus,1997,81416000000
aus,1998,87682000000
aus,1999,91408000000
aus,2000,94045000000
aus,2001,91896000000
aus,2002,95753000000
aus,2003,100647000000
aus,2004,104372000000
aus,2005,106514000000
aus,2006,108951000000
aus,2007,112333000000
aus,2008,113910000000
aus,2009,112618000000
aus,2010,112405000000
aus,2011,114445000000
aus,2012,116262000000
aus,2013,118023000000
aus,2014,118398000000
aus,2015,118768000000
aus,2016,125288000000
aus,2017,127552000000
aus,2018,129230000000
aus,2019,128406000000
aus,2020,123824000000
aut,1970,15190122000
aut,1971,16624154000
aut,1972,18180033000
aut,1973,18836126000
aut,1974,19129806000
aut,1975,19567201000
aut,1976,20288904000
aut,1977,22128070000
aut,1978,21670258000
aut,1979,22472719000
aut,1980,22754607000
aut,1981,22761440000
aut,1982,22934338000
aut,1983,23985550000
aut,1984,23383724000
aut,1985,23487939000
aut,1986,23663832000
aut,1987,24320340000
aut,1988,25534990000
aut,1989,26496334000
aut,1990,26812141000
aut,1991,27935608000
aut,1992,28180522000
aut,1993,28282969000
aut,1994,28901217000
aut,1995,28286270000
aut,1996,30075230000
aut,1997,30690410000
aut,1998,30966570000
aut,1999,32873860000
aut,2000,32712510000
aut,2001,32778880000
aut,2002,33476650000
aut,2003,33313670000
aut,2004,33701710000
aut,2005,34199010000
aut,2006,34523340000
aut,2007,35416930000
aut,2008,35424400000
aut,2009,35355370000
aut,2010,35777140000
aut,2011,35823340000
aut,2012,36512150000
aut,2013,36175240000
aut,2014,36353490000
aut,2015,37231550000
aut,2016,38085560000
aut,2017,38766520000
aut,2018,39084790000
aut,2019,39824660000
aut,2020,37288890000
aze,2000,536672599.11252
aze,2001,657118700.47544
aze,2002,736775689.38193
aze,2003,819211410.45959
aze,2004,902779207.60697
aze,2005,974100000
aze,2006,1080276900
aze,2007,1200183679.58494
aze,2008,1387429560.22121
aze,2009,1412390956.17128
aze,2010,1527783158.14811
aze,2011,1654569087.95285
aze,2012,1769500041.56466
aze,2013,1919250735.06758
aze,2014,2012579341.70991
aze,2015,2085747346.37506
aze,2016,1993974463.13456
aze,2017,2043823824.71292
aze,2018,2078568829.73304
aze,2019,2143004463.45476
aze,2020,2079785831.78285
bdi,1960,3110947.35318
bdi,1961,18536868132.449
bdi,1962,19196574421.83549
bdi,1963,18733290233.4803
bdi,1964,30957414714.331
bdi,1965,40428569147.09489
bdi,1966,43191514812.31889
bdi,1967,47581164255.6347
bdi,1968,55959118224.7972
bdi,1969,52723852410.0222
bdi,1970,88362700443.13631
bdi,1971,63169639311.0908
bdi,1972,63360604325.7326
bdi,1973,66595870140.5076
bdi,1974,70932367606.4017
bdi,1975,64920152011.992
bdi,1976,86400534792.658
bdi,1977,152269146444.056
bdi,1978,130141074047.07899
bdi,1979,129372439788.125
bdi,1980,98983538624.2977
bdi,1981,101493137383.43401
bdi,1982,114009303409.936
bdi,1983,114736561899.045
bdi,1984,121566744389.52699
bdi,1985,129835530023.65199
bdi,1986,131995026122.575
bdi,1987,152835676054.17801
bdi,1988,215551773430.48697
bdi,1989,243512236041.422
bdi,1990,181973756322.08801
bdi,1991,225306903500
bdi,1992,196858140100
bdi,1993,167572145800
bdi,1994,231251649700
bdi,1995,195823621900
bdi,1996,123356839900
bdi,1997,-12151229500
bdi,1998,8366262000
bdi,1999,-8881715200
bdi,2000,15149444300
bdi,2001,30733078100
bdi,2002,41997076500
bdi,2003,55148178100
bdi,2004,79460588700
bdi,2005,99127000000
bdi,2006,107086000000
bdi,2007,106544950300
bdi,2008,116157992400
bdi,2009,122741969800
bdi,2010,151616920900
bdi,2011,171053880000
bdi,2012,170669902600
bdi,2013,184361811600
bdi,2014,193999775300
bdi,2015,186848784100
bdi,2016,184872136100
bdi,2017,185796499100
bdi,2018,187039668500
bdi,2019,190485830700
bdi,2020,191149478300
bel,1970,3425187000
bel,1971,3782119000
bel,1972,4365285000
bel,1973,5527132000
bel,1974,5879714000
bel,1975,16215135000
bel,1976,17019059000
bel,1977,17321105000
bel,1978,17845292000
bel,1979,18153880000
bel,1980,18797470000
bel,1981,18732793000
bel,1982,18469959000
bel,1983,18271801000
bel,1984,17988326000
bel,1985,18306204000
bel,1986,19175896000
bel,1987,21871668000
bel,1988,23203729000
bel,1989,24894951000
bel,1990,25417867000
bel,1991,25797670000
bel,1992,27298990000
bel,1993,28547109000
bel,1994,30297503000
bel,1995,29897500000
bel,1996,31400700000
bel,1997,32993600000
bel,1998,33906500000
bel,1999,35730000000
bel,2000,37443800000
bel,2001,36557600000
bel,2002,37414300000
bel,2003,37559800000
bel,2004,40188700000
bel,2005,40708400000
bel,2006,42093800000
bel,2007,43459300000
bel,2008,42426100000
bel,2009,41571100000
bel,2010,42692300000
bel,2011,42380500000
bel,2012,42517700000
bel,2013,42879100000
bel,2014,43184400000
bel,2015,43399800000
bel,2016,45162100000
bel,2017,46106500000
bel,2018,46910800000
bel,2019,47549000000
bel,2020,43358500000
ben,1999,576667381100
ben,2000,510555117000
ben,2001,417526747800
ben,2002,509947231900
ben,2003,525290941200
ben,2004,569103593500
ben,2005,484462986800
ben,2006,445211577100
ben,2007,494523205300
ben,2008,502436175000
ben,2009,512117518400
ben,2010,548088777900
ben,2011,471763508900
ben,2012,472945277300
ben,2013,486974584600
ben,2014,553025968900
ben,2015,537408000000
ben,2016,531714000000
ben,2017,590202540000
ben,2018,672830895600
ben,2019,740757414200
ben,2020,760952724000
bfa,1985,40994582782.4264
bfa,1986,36755134863.0374
bfa,1987,37832409218.9101
bfa,1988,37441077770.094
bfa,1989,38910417228.5398
bfa,1990,35120904806.1263
bfa,1991,52617807700
bfa,1992,48900602500
bfa,1993,38343891400
bfa,1994,136286998100
bfa,1995,146056150100
bfa,1996,174992864300
bfa,1997,195736764700
bfa,1998,203294641100
bfa,1999,206143336800
bfa,2000,204570705700
bfa,2001,206033872100
bfa,2002,210699019900
bfa,2003,227144150800
bfa,2004,263297625100
bfa,2005,278099870600
bfa,2006,284478691800
bfa,2007,302471072300
bfa,2008,351582604400
bfa,2009,389507038900
bfa,2010,442661491800
bfa,2011,508497916600
bfa,2012,603187840300
bfa,2013,661829888400
bfa,2014,580097998400
bfa,2015,624982000000
bfa,2016,683035000000
bfa,2017,830505095100
bfa,2018,847515372900
bfa,2019,972938792700
bfa,2020,988360522000
bgd,1980,54581352200
bgd,1981,75036868900
bgd,1982,68198027400
bgd,1983,70047506400
bgd,1984,67116142600
bgd,1985,74529168700
bgd,1986,75278630800
bgd,1987,81044653600
bgd,1988,87070570500
bgd,1989,95489930800
bgd,1990,106746077900
bgd,1991,114073900500
bgd,1992,146444989300
bgd,1993,162508265100
bgd,1994,164675984800
bgd,1995,186531012000
bgd,1996,202113000000
bgd,1997,212885000000
bgd,1998,219586000000
bgd,1999,234673000000
bgd,2000,226641000000
bgd,2001,231047000000
bgd,2002,233033000000
bgd,2003,228840000000
bgd,2004,226817000000
bgd,2005,252198000000
bgd,2006,247249102000
bgd,2007,259589264400
bgd,2008,283194260700
bgd,2009,286461370500
bgd,2010,276719336000
bgd,2011,284217300900
bgd,2012,290624000800
bgd,2013,299601856600
bgd,2014,311560000000
bgd,2015,333240000000
bgd,2016,352655000000
bgd,2017,382521000000
bgd,2018,409087000000
bgd,2019,422314000000
bgd,2020,395468000000
bgr,1980,1934392590.32507
bgr,1981,5442940954.93074
bgr,1982,5760095837.98766
bgr,1983,6200118532.81502
bgr,1984,6580267320.59433
bgr,1985,6915471076.10372
bgr,1986,7274586368.15194
bgr,1987,7665508361.32377
bgr,1988,8425486294.16764
bgr,1989,8506810080.52904
bgr,1990,7439950642.2054
bgr,1991,6056747435.37941
bgr,1992,5617501779.92492
bgr,1993,5534343534.68793
bgr,1994,5634964726.7065
bgr,1995,5794770000
bgr,1996,5575047000
bgr,1997,5413242000
bgr,1998,6716574000
bgr,1999,6443219000
bgr,2000,7061629000
bgr,2001,7206835000
bgr,2002,6710631000
bgr,2003,7648010000
bgr,2004,9002077000
bgr,2005,9959949000
bgr,2006,10443916000
bgr,2007,11156604000
bgr,2008,11816724000
bgr,2009,9917020000
bgr,2010,9890744000
bgr,2011,10226189000
bgr,2012,10650776000
bgr,2013,11380416000
bgr,2014,11479915000
bgr,2015,12211010000
bgr,2016,12928487000
bgr,2017,12854671000
bgr,2018,12572750000
bgr,2019,13336041000
bgr,2020,12837213000
bhr,2006,96930000
bhr,2007,106510000
bhr,2008,110800000
bhr,2009,103710000
bhr,2010,101000000
bhr,2011,99360000
bhr,2012,114430000
bhr,2013,112830000
bhr,2014,85340000
bhr,2015,104200000
bhr,2016,86560000
bhr,2017,110120000
bhr,2018,142910000
bhr,2019,403850000
bhr,2020,351160000
bhs,1989,605477875.65124
bhs,1990,587490018.59035
bhs,1991,893113800
bhs,1992,549806000
bhs,1993,526869600
bhs,1994,566694100
bhs,1995,609287500
bhs,1996,659892900
bhs,1997,708000000
bhs,1998,771800000
bhs,1999,832500000
bhs,2000,897500000
bhs,2001,944700000
bhs,2002,882000000
bhs,2003,891800000
bhs,2004,868700000
bhs,2005,856000000
bhs,2006,984400000
bhs,2007,1000000000
bhs,2008,993800000
bhs,2009,889300000
bhs,2010,822500000
bhs,2011,872700000
bhs,2012,959900000
bhs,2013,959600000
bhs,2014,888000000
bhs,2015,853600000
bhs,2016,873500000
bhs,2017,807800000
bhs,2018,813500000
bhs,2019,858400000
bhs,2020,1043200000
bih,2000,3130591071.15382
bih,2001,3250021604.11242
bih,2002,3447085242.54178
bih,2003,3604639189.66769
bih,2004,3851494912.83454
bih,2005,4024851137.59519
bih,2006,4239137188.89263
bih,2007,4504944617.69635
bih,2008,4746451150.11818
bih,2009,4591024661.55498
bih,2010,4663084803.88074
bih,2011,4720402760.63485
bih,2012,4694027840.24738
bih,2013,4791085979.86996
bih,2014,4851728704.39166
bih,2015,5006770000
bih,2016,5179305242.33285
bih,2017,5329984340.82338
bih,2018,5546087061.21304
bih,2019,5716331315.23018
bih,2020,5462405000
blr,1990,4184668445.01436
blr,1991,4612265000
blr,1992,4989700800
blr,1993,4950609100
blr,1994,4123075600
blr,1995,4384620800
blr,1996,4903488300
blr,1997,6471387300
blr,1998,7734397900
blr,1999,6747945100
blr,2000,5419827900
blr,2001,5432896600
blr,2002,5888666900
blr,2003,6222735200
blr,2004,6696474900
blr,2005,7197965200
blr,2006,7683777200
blr,2007,9275375300
blr,2008,10166234800
blr,2009,10003823700
blr,2010,9547477600
blr,2011,8864920700
blr,2012,9304461300
blr,2013,9611881700
blr,2014,9400100000
blr,2015,9094900000
blr,2016,9067400000
blr,2017,9332400000
blr,2018,9598600000
blr,2019,9675388800
blr,2020,9536053500
blz,1970,-23273600
blz,1971,-26357100
blz,1972,-13148600
blz,1973,-11549500
blz,1974,13889900
blz,1975,12561500
blz,1976,23981200
blz,1977,-358600
blz,1978,10863300
blz,1979,28323800
blz,1980,40202883.51332
blz,1981,38104646.69398
blz,1982,39499196.0572
blz,1983,36965758.93415
blz,1984,38365378.00251
blz,1985,40511094.14605
blz,1986,46870728.14994
blz,1987,50160063.11844
blz,1988,64544713.48406
blz,1989,72433617.19856
blz,1990,85650457.90651
blz,1991,137040700
blz,1992,153484300
blz,1993,160731200
blz,1994,155585500
blz,1995,158895600
blz,1996,159228400
blz,1997,165498300
blz,1998,177454200
blz,1999,194115100
blz,2000,208575400
blz,2001,240015800
blz,2002,262360000
blz,2003,284958000
blz,2004,288982300
blz,2005,276392700
blz,2006,296971900
blz,2007,325358000
blz,2008,325425900
blz,2009,268661100
blz,2010,299038300
blz,2011,336792800
blz,2012,361283500
blz,2013,391454100
blz,2014,431317500
blz,2015,464582400
blz,2016,420269200
blz,2017,379195400
blz,2018,386660500
blz,2019,411750600
blz,2020,327800000
bmu,2010,275025000
bmu,2011,288993000
bmu,2012,270072000
bmu,2013,278188000
bmu,2014,258330000
bmu,2015,296647000
bmu,2016,293317000
bmu,2017,305825000
bmu,2018,292856000
bmu,2019,281318000
bol,1970,1074575552.0073
bol,1971,1034670889.59854
bol,1972,1065834530.71776
bol,1973,865361107.66423
bol,1974,649115841.84915
bol,1975,816525401.76399
bol,1976,642655086.98297
bol,1977,645885464.41606
bol,1978,681989682.78589
bol,1979,615291889.90268
bol,1980,624793000
bol,1981,695460000
bol,1982,764284000
bol,1983,789972000
bol,1984,815128000
bol,1985,784309000
bol,1986,1130511000
bol,1987,1180153000
bol,1988,1195351000
bol,1989,1221821000
bol,1990,1279718000
bol,1991,1369769000
bol,1992,1399103000
bol,1993,1441162000
bol,1994,1501099000
bol,1995,1625010000
bol,1996,1680869000
bol,1997,1778314000
bol,1998,1969767000
bol,1999,1764057000
bol,2000,1824177000
bol,2001,1873110000
bol,2002,2031941000
bol,2003,2090446000
bol,2004,2299014000
bol,2005,2496150000
bol,2006,2644781000
bol,2007,2810137000
bol,2008,3004101000
bol,2009,2945504000
bol,2010,3200263423.39001
bol,2011,3600022934.94135
bol,2012,4009018867.58035
bol,2013,4436533396.77962
bol,2014,4837660582.65973
bol,2015,5215139859.19639
bol,2016,5433105191.39676
bol,2017,5669230839.46868
bol,2018,5868773703.15042
bol,2019,5907235218.50124
bol,2020,5255315873.87714
bra,1995,337488495566.09998
bra,1996,349761288475.53998
bra,1997,371986269390.72998
bra,1998,366938425616.95001
bra,1999,357735993637.87
bra,2000,383706093515
bra,2001,386177066061.31
bra,2002,385562827925.45001
bra,2003,387863735029.78998
bra,2004,412758132992.75
bra,2005,430890310612.95001
bra,2006,455384126857.84998
bra,2007,490578333375.16998
bra,2008,527898131870.27002
bra,2009,526339055030.62
bra,2010,583007000000
bra,2011,613817000000
bra,2012,636205934761.85999
bra,2013,659816425856.46997
bra,2014,664680078213.979
bra,2015,626873990566.26001
bra,2016,593242573360.05005
bra,2017,603413731344.43005
bra,2018,615120368395.12
bra,2019,626938271555.80005
bra,2020,596743045818.68994
brb,2006,1171256100
brb,2007,1147416000
brb,2008,1121257600
brb,2009,1243724100
brb,2010,1217676500
brb,2011,1208758400
brb,2012,1186986000
brb,2013,1173963500
brb,2014,1161803400
brb,2015,1190651400
brb,2016,1208919600
brb,2017,1201602400
brb,2018,1180369300
brb,2019,1179369300
brn,2010,-353189100
brn,2011,-366414000
brn,2012,-369759800
brn,2013,-361903200
brn,2014,-352827100
brn,2015,-351442700
brn,2016,-342734200
brn,2017,-347288200
brn,2018,-347470100
brn,2019,-360913200
brn,2020,-365004373.43757
btn,1980,119387700
btn,1981,127257900
btn,1982,127498000
btn,1983,169205000
btn,1984,199545200
btn,1985,164624800
btn,1986,152415800
btn,1987,244680500
btn,1988,237726100
btn,1989,190439300
btn,1990,311627900
btn,1991,331250000
btn,1992,325925900
btn,1993,313559300
btn,1994,548437500
btn,1995,511428600
btn,1996,478666700
btn,1997,617073200
btn,1998,606666700
btn,1999,646875000
btn,2000,423850000
btn,2001,456140500
btn,2002,733967400
btn,2003,787158100
btn,2004,1009805900
btn,2005,1038921300
btn,2006,1014170400
btn,2007,1059246500
btn,2008,1128355000
btn,2009,1121111300
btn,2010,1760000000
btn,2011,2112660000
btn,2012,2903000000
btn,2013,2655000000
btn,2014,3024000000
btn,2015,2570564500
btn,2016,2955968600
btn,2017,3269583400
btn,2018,3992850000
btn,2019,3360870000
btn,2020,1697760000
bwa,1965,99657413.08295
bwa,1966,104556012.06447
bwa,1967,113801346.47508
bwa,1968,119228719.6294
bwa,1969,141497468.05113
bwa,1970,181576341.79967
bwa,1971,260683476.89129
bwa,1972,329481067.07369
bwa,1973,366995833.26978
bwa,1974,405232667.3387
bwa,1975,398413634.30158
bwa,1976,448420028.67778
bwa,1977,534551263.35231
bwa,1978,710755263.20687
bwa,1979,1010013336.19909
bwa,1980,1211149759.27368
bwa,1981,1150836375.33463
bwa,1982,1070718600.75569
bwa,1983,1149956423.5614
bwa,1984,1154151663.45599
bwa,1985,1026999727.3727
bwa,1986,1110411343.41601
bwa,1987,1243795404.23382
bwa,1988,1360813657.99521
bwa,1989,1558651311.43743
bwa,1990,1938966248.7977
bwa,1991,2604929842.76492
bwa,1992,2998791763.99718
bwa,1993,2712049365.23921
bwa,1994,2256763503.15078
bwa,1995,1838487796.5148
bwa,1996,2465394189.12395
bwa,1997,3149925527.72866
bwa,1998,3172574345.89485
bwa,1999,3881217398.90854
bwa,2000,3889171233.42844
bwa,2001,3304869576.90592
bwa,2002,2643192583.39065
bwa,2003,3428894454.28066
bwa,2004,4648672631.65319
bwa,2005,4916288970.50064
bwa,2006,5181537826.73082
bwa,2007,6500800411.88145
bwa,2008,7317869346.34667
bwa,2009,7565567370.66326
bwa,2010,7354939494.99319
bwa,2011,7780347693.91948
bwa,2012,8117647228.04011
bwa,2013,8739859607.70669
bwa,2014,9166600000
bwa,2015,9451800000
bwa,2016,9505500000
bwa,2017,9644000000
bwa,2018,9854000000
bwa,2019,9823800000
bwa,2020,10002000000
caf,1965,22924000000
caf,1966,25307000000
caf,1967,27465000000
caf,1968,28198000000
caf,1969,33020000000
caf,1970,28542000000
caf,1971,29797000000
caf,1972,31397000000
caf,1973,36475000000
caf,1974,34482000000
caf,1975,31405000000
caf,1976,38817000000
caf,1977,34787000000
caf,1978,37174000000
caf,1979,35335000000
caf,1980,20705000000
caf,1981,18055000000
caf,1982,34787000000
caf,1983,27721000000
caf,1984,30860000000
caf,1985,32368000000
caf,1986,35168000000
caf,1987,29476000000
caf,1988,29076000000
caf,1989,25559000000
caf,1990,30186000000
caf,1991,35673000000
caf,1992,33200000000
caf,1993,33258000000
caf,1994,35019000000
caf,1995,37579000000
caf,1996,35800000000
caf,1997,37635000000
caf,1998,39418000000
caf,1999,40828000000
caf,2000,41595000000
caf,2001,34420000000
caf,2002,40998000000
caf,2003,30415000000
caf,2004,32002000000
caf,2005,35309000000
caf,2006,40429000000
caf,2007,49105000000
caf,2008,49032000000
caf,2009,59587000000
caf,2010,66174000000
caf,2011,53313000000
caf,2012,59425000000
caf,2013,25752000000
caf,2014,32301000000
caf,2015,31619000000
caf,2016,37172000000
caf,2017,40300000000
caf,2018,43288000000
caf,2019,44586640000
caf,2020,-21234789000
che,1990,11428404000
che,1991,10346165000
che,1992,9964697000
che,1993,10387508000
che,1994,11353933000
che,1995,11557306000
che,1996,12003308000
che,1997,13419578000
che,1998,13988949000
che,1999,16232749000
che,2000,18006209000
che,2001,17521509000
che,2002,16540134000
che,2003,16617479000
che,2004,17527758000
che,2005,18020244000
che,2006,19128532000
che,2007,20261796000
che,2008,20356466000
che,2009,19857970000
che,2010,20999947000
che,2011,20635259000
che,2012,20062261000
che,2013,20209747000
che,2014,20516789000
che,2015,20980178000
che,2016,21354369000
che,2017,21603929000
che,2018,21290127000
che,2019,21063332000
che,2020,19086209000
chl,1960,664284066785.44995
chl,1961,856207266093.73792
chl,1962,774927152861.18091
chl,1963,761990422796.94214
chl,1964,841993885036.31702
chl,1965,832461557620.56189
chl,1966,1118090939828.37012
chl,1967,1082514932151.71997
chl,1968,1095621882348.38
chl,1969,1277672313976.06006
chl,1970,1316056953837.71997
chl,1971,1348994549461.80005
chl,1972,1311120569997.41992
chl,1973,1218861258223.5
chl,1974,951275210052.65503
chl,1975,691008627576.04895
chl,1976,735776522403.61499
chl,1977,1190689826307.30005
chl,1978,1391634692634.07007
chl,1979,1657773869679.31006
chl,1980,2029875079158.61011
chl,1981,2720032606072.54004
chl,1982,1600835235383.40991
chl,1983,1206009638225.46997
chl,1984,1462105827457.68994
chl,1985,1285672660200
chl,1986,1371995103646.95996
chl,1987,1541801397097.11011
chl,1988,1694412296861.06006
chl,1989,2031150674419.04004
chl,1990,2145267826262.41992
chl,1991,2365549082300
chl,1992,2827349401400
chl,1993,3154361055700
chl,1994,3427507106300
chl,1995,4049675485000
chl,1996,4479179236209.54004
chl,1997,4879520080892.36914
chl,1998,5141621836296.5498
chl,1999,4999452373662.75977
chl,2000,5294076311685.48047
chl,2001,5436178793354.11035
chl,2002,5580778613480.48047
chl,2003,5852666419860.87012
chl,2004,6444451074739.0498
chl,2005,7075334563281.24023
chl,2006,7632758655870.4209
chl,2007,8302385613924.2002
chl,2008,8764051637309.67871
chl,2009,8451656726596.78125
chl,2010,9557111796342.13086
chl,2011,10429627902451.69922
chl,2012,11194639062287
chl,2013,11688982513947
chl,2014,11853433941543.09961
chl,2015,12144869700292.40039
chl,2016,12417643813045.69922
chl,2017,12861026470312.90039
chl,2018,13391560260581
chl,2019,13444456303354.40039
chl,2020,12630939053530.40039
civ,2008,1045563617800
civ,2009,1104203468900
civ,2010,1183887644000
civ,2011,1099826786200
civ,2012,1488676718300
civ,2013,1476887267000
civ,2014,1600056561400
civ,2015,1999783000000
civ,2016,2038236000000
civ,2017,2451701000000
civ,2018,2479099000000
civ,2019,2604031000000
civ,2020,2667308953300
cmr,1965,0
cmr,1966,0
cmr,1967,0
cmr,1968,359264990311.03497
cmr,1969,408498280768.86401
cmr,1970,351877151510.52698
cmr,1971,356711128461.06299
cmr,1972,207077850215.88901
cmr,1973,272804042684.70901
cmr,1974,318446609440.70801
cmr,1975,348751288680.32898
cmr,1976,265027808654.763
cmr,1977,293207126200.14801
cmr,1978,281082079004.19702
cmr,1979,230515534380.20096
cmr,1980,286038312879.40997
cmr,1981,304866131276.49493
cmr,1982,250444806979.53601
cmr,1983,213242638500.68896
cmr,1984,376755069597.74597
cmr,1985,368944356932.422
cmr,1986,406085857467.07294
cmr,1987,437558004981.74298
cmr,1988,351489477064.263
cmr,1989,410180245588.33197
cmr,1990,370392739994.04694
cmr,1991,375578270832.47601
cmr,1992,485247085142.75598
cmr,1993,370883717200
cmr,1994,378017130500
cmr,1995,427784725000
cmr,1996,496073962000
cmr,1997,600179632100
cmr,1998,634421071100
cmr,1999,701427858800
cmr,2000,746537343500
cmr,2001,775693462800
cmr,2002,743917505200
cmr,2003,799609246600
cmr,2004,717524485400
cmr,2005,772903143200
cmr,2006,862705160100
cmr,2007,896309138700
cmr,2008,791985585100
cmr,2009,791004727900
cmr,2010,805191036700
cmr,2011,812921943600
cmr,2012,920970897500
cmr,2013,1037986370700
cmr,2014,1245426272600
cmr,2015,1511796063400
cmr,2016,1634893000000
cmr,2017,1708077000000
cmr,2018,1715285268000
cmr,2019,1781129380600
cmr,2020,1638366677800
cod,2000,93300000000
cod,2001,138100000000
cod,2002,156900000000
cod,2003,163800000000
cod,2004,193900000000
cod,2005,203182000000
cod,2006,235694000000
cod,2007,199727095600
cod,2008,205898662900
cod,2009,209316580700
cod,2010,213248503300
cod,2011,226757531200
cod,2012,252947227100
cod,2013,288570041500
cod,2014,303589018700
cod,2015,321120000000
cod,2016,311459703000
cod,2017,215515117500
cod,2018,216196129000
cod,2019,209604170200
cod,2020,132068513600
cog,2005,97622000000
cog,2006,82999000000
cog,2007,78819532548.8304
cog,2008,91998008906.7491
cog,2009,209974427296.862
cog,2010,227171925255.013
cog,2011,237135501952.84601
cog,2012,203148458132.93701
cog,2013,175082664080.72501
cog,2014,214702667952.71799
cog,2015,271895185337.29501
cog,2016,391759944552.604
cog,2017,228478161258.591
cog,2018,268423196380.73001
cog,2019,288138573132.41101
cog,2020,265419080760
col,1965,7366557078211.29004
col,1966,10511206903351.5
col,1967,7690322971851.70996
col,1968,9492816001537.10156
col,1969,10388764529029.30078
col,1970,11978160734173.19922
col,1971,11105758817127.59961
col,1972,10236888891648.90039
