geo,time,se_prm_uner_zs
lby,1972,13.57195
lby,1973,8.92815
lby,1974,6.65929
lby,1975,6.14209
lby,1976,4.6028
lby,1977,4.07086
lby,1978,6.68632
lby,1980,3.12618
lby,1981,3.23544
lby,1983,1.94022
lca,1981,7.72515
lca,1982,5.79108
lca,1983,0.94205
lca,1984,1.26098
lca,1985,0
lca,1986,0
lca,1990,2.69104
lca,2000,8.366
lca,2001,7.94381
lca,2002,1.17981
lca,2003,1.24856
lca,2004,4.82124
lca,2005,6.23445
lca,2006,4.27934
lca,2007,4.90756
lca,2015,1.41452
lca,2016,1.35713
lca,2017,1.44863
lca,2018,1.43485
lca,2019,1.69498
lca,2020,3.24603
lie,2003,0.72398
lie,2004,0.42529
lie,2005,4.7791
lie,2006,1.10048
lie,2007,1.09785
lie,2008,0.7824
lie,2009,1.4796
lie,2010,0.76421
lie,2011,1.25065
lie,2012,1.52071
lie,2014,2.34167
lie,2015,0.03349
lie,2016,0.32448
lie,2017,0.15869
lie,2018,0.14877
lie,2019,0.07966
lka,1977,21.52001
lka,1986,1.82035
lka,2001,0.11995
lka,2002,0.07698
lka,2003,0.38161
lka,2004,3.15444
lka,2005,2.80792
lka,2006,3.34198
lka,2007,3.7293
lka,2008,4.59092
lka,2009,6.79366
lka,2010,5.15018
lka,2011,5.01902
lka,2012,4.76393
lka,2013,3.49244
lka,2014,2.58048
lka,2015,0.93729
lka,2016,0.93993
lka,2017,0.71546
lka,2018,0.53962
lso,1970,40.93041
lso,1971,44.74668
lso,1972,44.11919
lso,1973,43.79201
lso,1974,36.17426
lso,1976,35.77023
lso,1977,35.13355
lso,1978,41.58838
lso,1979,40.63896
lso,1980,40.54596
lso,1981,40.44662
lso,1982,36.61046
lso,1983,37.20297
lso,1984,36.42395
lso,1985,34.34607
lso,1986,34.61563
lso,1987,33.48436
lso,1988,32.71034
lso,1989,33.64567
lso,1990,34.91204
lso,1991,33.7202
lso,1992,33.65254
lso,1993,35.99638
lso,1994,35.08118
lso,1995,36.10419
lso,1996,35.89528
lso,1998,42.73392
lso,1999,45.51387
lso,2000,25.29899
lso,2001,23.47253
lso,2002,20.82935
lso,2003,18.10343
lso,2004,17.80096
lso,2005,15.92164
lso,2006,13.56821
lso,2007,15.13722
lso,2008,13.41862
lso,2009,12.78764
lso,2010,10.77201
lso,2011,10.5777
lso,2012,10.3437
lso,2013,9.35521
lso,2014,9.11734
lso,2015,7.61659
lso,2016,5.33576
lso,2017,2.43418
lso,2018,6.81804
ltu,1998,3.76129
ltu,1999,0.03035
ltu,2000,0.11442
ltu,2001,0.31141
ltu,2002,0.25087
ltu,2003,0.11051
ltu,2004,0.15504
ltu,2005,0.1904
ltu,2006,0.21164
ltu,2007,0.19378
ltu,2008,0.1196
ltu,2009,0.11429
ltu,2010,0.03921
ltu,2011,0.08641
ltu,2012,0.12442
ltu,2013,0.1379
ltu,2014,0.06748
ltu,2015,0.08215
ltu,2016,0.10045
ltu,2017,0.22546
ltu,2018,0.1795
ltu,2019,0.10193
lux,1972,8.86003
lux,1973,10.02707
lux,1974,7.80667
lux,1975,8.74827
lux,1976,9.11155
lux,1977,9.69917
lux,1978,10.06584
lux,1981,21.11039
lux,1982,15.62359
lux,1983,16.88994
lux,1984,18.2733
lux,1986,18.22244
lux,1987,21.40688
lux,1988,15.09958
lux,1999,1.90443
lux,2000,2.24917
lux,2001,2.45613
lux,2002,2.23279
lux,2003,4.12158
lux,2004,3.47902
lux,2005,1.6957
lux,2006,1.16269
lux,2007,1.07022
lux,2008,1.84323
lux,2010,4.28948
lux,2011,4.71226
lux,2012,3.48927
lux,2013,3.60694
lux,2014,2.80446
lux,2015,1.05806
lux,2016,0.23874
lux,2017,0.56809
lux,2018,0.99739
lux,2019,0.62121
lva,1999,0.41238
lva,2008,0.00854
lva,2009,0.8757
lva,2010,0.86757
lva,2011,0.76668
lva,2012,1.46035
lva,2013,1.86098
lva,2014,1.96989
lva,2015,2.03865
lva,2016,1.7373
lva,2017,1.5162
lva,2018,1.13144
lva,2019,1.17626
mac,1990,9.73537
mac,1992,14.56191
mac,1999,9.43801
mac,2000,10.48552
mac,2001,13.09585
mac,2002,12.76971
mac,2003,12.85425
mac,2004,12.60759
mac,2005,12.67877
mac,2006,13.31518
mac,2007,12.1455
mac,2008,12.74376
mac,2009,14.43783
mac,2010,15.05997
mac,2011,14.342
mac,2012,13.33027
mac,2013,11.93116
mac,2014,8.04975
mac,2015,4.68622
mac,2016,2.21599
mac,2017,2.3362
mac,2018,3.00206
mac,2019,1.16203
mac,2020,3.52759
mar,1971,63.13954
mar,1972,62.04547
mar,1973,61.69228
mar,1975,58.79193
mar,1976,55.86124
mar,1977,52.27135
mar,1978,49.00541
mar,1979,46.56023
mar,1980,43.89777
mar,1981,41.2009
mar,1982,40.85034
mar,1983,38.49506
mar,1984,35.97903
mar,1985,37.26795
mar,1986,39.01946
mar,1987,41.01813
mar,1988,42.72132
mar,1989,44.82017
mar,1990,43.97709
mar,1991,44.32888
mar,1992,43.82938
mar,1993,41.69036
mar,1994,39.056
mar,1995,36.2256
mar,1996,33.89999
mar,1997,32.29585
mar,1998,33.01864
mar,1999,22.4272
mar,2000,19.40327
mar,2001,17.0258
mar,2002,14.59924
mar,2003,13.08625
mar,2004,13.24404
mar,2005,12.43114
mar,2006,11.06852
mar,2007,9.55374
mar,2008,9.10947
mar,2009,10.11971
mar,2010,6.73868
mar,2011,5.67864
mar,2012,6.28601
mar,2013,4.91006
mar,2014,5.55727
mar,2016,4.36659
mar,2017,2.40246
mar,2018,0.20559
mar,2019,0.41594
mar,2020,0.44712
mda,2014,0.20752
mda,2015,0.45387
mda,2016,0.61968
mda,2017,0.65215
mda,2018,0.64782
mda,2019,1.9354
mda,2020,0.79093
mdg,1972,32.87573
mdg,1989,34.29366
mdg,1990,35.74511
mdg,1995,45.28905
mdg,1996,43.08024
mdg,1999,35.07756
mdg,2000,33.22564
mdg,2001,32.01775
mdg,2002,31.58211
mdg,2003,21.91187
mdg,2016,1.77484
mdg,2018,1.95993
mdg,2019,2.32186
mdv,1997,6.3168
mdv,1999,2.36226
mdv,2000,2.12025
mdv,2001,0.55603
mdv,2002,0.77312
mdv,2004,0.30076
mdv,2005,0.72142
mdv,2006,0.23404
mdv,2007,0.37333
mdv,2008,0.42032
mdv,2010,2.24043
mdv,2011,0.81895
mdv,2012,2.70787
mdv,2013,3.4607
mdv,2014,1.75425
mdv,2015,0.46994
mdv,2016,2.70706
mdv,2017,4.12855
mdv,2018,3.41718
mdv,2019,2.00353
mex,1971,19.23146
mex,1977,11.57412
mex,1985,0.25715
mex,1986,0
mex,1987,0
mex,1988,0.89806
mex,1989,3.36459
mex,1990,1.62556
mex,1991,1.99093
mex,1992,1.75028
mex,1993,2.18711
mex,1994,2.98252
mex,1995,3.46829
mex,1996,3.93477
mex,1997,3.92462
mex,1998,3.26987
mex,1999,0.10089
mex,2000,0.01787
mex,2001,0.11059
mex,2002,0.19554
mex,2003,0.23317
mex,2004,0.26886
mex,2005,0.16223
mex,2006,0.08645
mex,2007,0.01462
mex,2008,0.06845
mex,2009,0.01717
mex,2010,0.13921
mex,2011,0.26297
mex,2012,0.3302
mex,2013,0.4037
mex,2014,0.49922
mex,2015,0.5745
mex,2016,0.65455
mex,2017,0.72876
mex,2018,0.69946
mex,2019,0.79265
mhl,2002,0.54415
mhl,2011,5.88627
mhl,2015,25.2683
mhl,2016,24.02092
mhl,2018,23.74837
mhl,2019,25.85505
mhl,2020,29.77184
mkd,1998,8.47933
mkd,1999,8.61822
mkd,2000,2.29803
mkd,2001,3.7406
mkd,2002,4.5289
mkd,2003,5.82859
mkd,2004,5.35034
mkd,2005,5.60236
mkd,2006,7.64237
mkd,2007,7.24119
mkd,2008,8.54897
mkd,2009,7.16885
mkd,2010,4.00716
mkd,2012,8.44217
mkd,2013,9.41189
mkd,2014,8.37527
mkd,2015,5.29826
mkd,2017,0.94526
mkd,2018,0.6982
mli,1971,82.9852
mli,1972,82.30217
mli,1973,81.93106
mli,1974,79.45759
mli,1977,79.32803
mli,1999,55.95909
mli,2002,48.37938
mli,2003,48.40285
mli,2004,48.39479
mli,2005,43.34901
mli,2006,42.03271
mli,2007,39.888
mli,2009,32.75252
mli,2010,31.68906
mli,2011,30.69678
mli,2012,32.94784
mli,2013,37.35743
mli,2014,36.49096
mli,2015,39.29094
mli,2016,37.86128
mli,2017,32.59488
mli,2018,40.98841
mlt,1971,18.25472
mlt,1972,19.34541
mlt,1973,20.95074
mlt,1974,20.19615
mlt,1975,17.45286
mlt,1976,12.15197
mlt,1977,7.00588
mlt,1978,3.40733
mlt,1979,2.4182
mlt,1980,4.76961
mlt,1981,6.48323
mlt,1982,6.54022
mlt,1983,8.12765
mlt,1984,6.9577
mlt,1985,3.6091
mlt,1986,4.03599
mlt,1987,5.21039
mlt,1988,5.39737
mlt,1989,4.83156
mlt,1990,4.20076
mlt,1991,4.07762
mlt,1992,4.15228
mlt,1993,3.83864
mlt,1994,5.02489
mlt,1995,4.08481
mlt,1996,2.54533
mlt,1997,1.65304
mlt,2011,0.7074
mlt,2012,0.10549
mlt,2013,0.33278
mlt,2014,0.74797
mlt,2015,0.69898
mlt,2016,1.2194
mlt,2017,0.23263
mmr,1971,39.24295
mmr,1973,31.99038
mmr,1974,41.22465
mmr,1978,35.70604
mmr,2000,10.27484
mmr,2001,9.1615
mmr,2002,11.27314
mmr,2003,9.46085
mmr,2004,10.91544
mmr,2005,11.17376
mmr,2006,11.38892
mmr,2007,11.04022
mmr,2008,10.16195
mmr,2009,11.0667
mmr,2010,10.99291
mmr,2014,3.8688
mmr,2017,2.33744
mmr,2018,1.9472
mne,2003,0
mne,2005,0
mne,2006,0
mne,2007,3.78716
mne,2008,3.92078
mne,2011,1.48782
mne,2012,2.60567
mne,2015,4.26439
mne,2016,5.42184
mne,2017,2.77827
mne,2018,1.99532
mne,2019,0.00589
mne,2020,0.06794
mng,1980,3.51627
mng,1983,6.26518
mng,1987,5.55462
mng,1995,18.9187
mng,1996,15.36872
mng,1997,14.89323
mng,1998,11.18844
mng,1999,9.29168
mng,2000,7.13951
mng,2001,5.78246
mng,2002,6.85556
mng,2003,14.02356
mng,2004,7.14756
mng,2005,7.55577
mng,2006,2.50928
mng,2007,0.81308
mng,2008,0.26076
mng,2009,0.31163
mng,2010,0.57693
mng,2011,0.61367
mng,2012,0.93313
mng,2013,3.9196
mng,2014,4.02986
mng,2015,2.55576
mng,2016,0.66065
mng,2017,0.5923
mng,2018,0.71944
mng,2019,0.61612
moz,1973,65.78066
moz,1979,61.48388
moz,1981,63.50267
moz,1982,63.81803
moz,1983,49.77803
moz,1985,47.27798
moz,1986,48.27179
moz,1987,51.82816
moz,1988,55.76779
moz,1989,55.37588
moz,1990,53.66698
moz,1991,55.45266
moz,1992,57.28365
moz,1993,58.44393
moz,1994,57.3863
moz,1995,55.14699
moz,1998,50.41316
moz,1999,46.75781
moz,2000,42.98482
moz,2001,38.49173
moz,2002,42.92972
moz,2004,29.75913
moz,2005,24.60723
moz,2006,20.72919
moz,2007,15.59837
moz,2008,12.32028
moz,2009,11.29001
moz,2010,10.02518
moz,2011,12.31121
moz,2012,12.06354
moz,2013,10.87527
moz,2014,10.08796
moz,2015,8.48541
moz,2016,9.23356
moz,2017,10.12646
moz,2018,6.07066
moz,2019,2.40344
moz,2020,0.86715
mrt,1985,68.47963
mrt,1994,53.49811
mrt,1995,47.19221
mrt,1996,43.81626
mrt,1998,40.14903
mrt,1999,40.46069
mrt,2000,39.92644
mrt,2001,36.16663
mrt,2002,36.3815
mrt,2003,32.99421
mrt,2004,25.76722
mrt,2005,27.0679
mrt,2006,24.4337
mrt,2007,23.46533
mrt,2008,26.97735
mrt,2009,27.68436
mrt,2010,27.29019
mrt,2011,26.7437
mrt,2012,27.9546
mrt,2013,25.18958
mrt,2014,23.05515
mrt,2016,26.51705
mrt,2017,21.68001
mrt,2018,19.69111
mrt,2019,23.1424
mus,1972,22.04796
mus,1973,21.51176
mus,1974,20.92198
mus,1975,19.94432
mus,1976,19.8876
mus,1977,16.40427
mus,1978,18.6961
mus,1979,21.3947
mus,1980,20.73943
mus,1981,17.42575
mus,1982,11.48862
mus,1983,8.36827
mus,1984,5.18311
mus,1985,0.09178
mus,1986,1.58719
mus,1987,0.35083
mus,1988,0.54505
mus,1989,0.67215
mus,1990,2.8227
mus,1991,7.37749
mus,1993,7.23706
mus,1994,6.26107
mus,1995,5.31682
mus,1996,3.01825
mus,1997,2.09636
mus,1998,0.11633
mus,1999,0.28393
mus,2000,0.22548
mus,2001,0.4562
mus,2002,0.63133
mus,2003,0.90036
mus,2004,1.7405
mus,2005,0.64745
mus,2006,0.61201
mus,2007,0.637
mus,2008,0.39632
mus,2009,0.95011
mus,2010,1.05789
mus,2011,1.18692
mus,2012,4.28911
mus,2013,2.1541
mus,2014,1.19387
mus,2015,1.07612
mus,2016,1.5011
mus,2017,1.10091
mus,2018,1.30398
mus,2019,1.40314
mus,2020,0.33244
mus,2021,0.33244
mwi,1999,1.9445
mwi,2004,1.53972
mwi,2005,1.53952
mwi,2006,2.09829
mwi,2007,4.88636
mwi,2008,2.16098
mwi,2009,1.77216
mys,1970,12.98431
mys,1971,13.26536
mys,1972,12.23759
mys,1994,2.74618
mys,1998,4.21649
mys,1999,3.02251
mys,2000,1.58512
mys,2001,2.18548
mys,2002,3.4094
mys,2003,2.90683
mys,2004,0.62475
mys,2005,0.40706
mys,2006,4.5893
mys,2007,4.88718
mys,2008,4.93227
mys,2009,4.13081
mys,2010,3.76694
mys,2011,2.93867
mys,2012,1.45644
mys,2013,0.33573
mys,2014,0.1076
mys,2015,0.48337
mys,2016,0.17936
mys,2017,0.35436
mys,2018,0.26282
mys,2019,1.40711
nam,1989,22.66482
nam,1990,22.51861
nam,1992,19.59112
nam,1994,17.59677
nam,1995,16.69654
nam,1996,17.14627
nam,1997,15.72541
nam,1998,13.40267
nam,1999,12.61014
nam,2000,10.67742
nam,2001,8.73129
nam,2002,6.53789
nam,2003,6.23019
nam,2004,8.46451
nam,2005,8.29287
nam,2006,11.01758
nam,2007,8.30596
nam,2008,8.60592
nam,2009,7.931
nam,2010,7.07052
nam,2012,3.64787
nam,2013,1.16569
nam,2015,1.41459
nam,2016,1.49828
nam,2017,1.41966
nam,2018,1.51896
nam,2019,1.60896
ner,1973,89.39145
ner,1974,88.86442
ner,1977,84.87502
ner,1978,83.85613
ner,1981,80.79587
ner,1986,76.66008
ner,1989,77.42982
ner,1990,77.0905
ner,1991,76.4937
ner,1992,78.57631
ner,1997,75.97109
ner,1998,75.62318
ner,1999,73.8682
ner,2000,73.10457
ner,2001,69.4751
ner,2002,65.88326
ner,2003,62.17476
ner,2004,58.68046
ner,2005,58.6801
ner,2006,57.35753
ner,2007,56.18751
ner,2008,52.76732
ner,2009,48.95156
ner,2010,44.85278
ner,2011,40.11674
ner,2012,38.8279
ner,2013,39.16838
ner,2014,39.13638
ner,2015,37.50665
ner,2016,36.42953
ner,2017,33.51196
ner,2019,41.02536
nga,1999,36.88728
nga,2000,33.82014
nga,2004,32.076
nga,2005,31.63383
nga,2006,31.17347
nga,2007,28.33118
nga,2008,35.10527
nga,2009,34.0132
nga,2010,34.01708
nic,1970,47.93265
nic,1971,45.469
nic,1972,45.90676
nic,1973,45.30738
nic,1974,45.36545
nic,1975,43.3425
nic,1976,41.93937
nic,1977,42.67578
nic,1978,44.56746
nic,1980,35.88264
nic,1982,37.26308
nic,1983,36.83503
nic,1984,38.38726
nic,1985,34.38186
nic,1986,35.58662
nic,1987,34.09056
nic,1988,33.97287
nic,1989,35.76059
nic,1990,33.3761
nic,1991,30.85628
nic,1992,27.49065
nic,1993,26.66389
nic,1994,25.61922
nic,1995,27.18936
nic,1996,27.66384
nic,1999,17.79969
nic,2000,14.84628
nic,2001,11.03999
nic,2002,4.18046
nic,2004,0.80688
nic,2005,0.61668
nic,2006,2.39181
nic,2007,2.63776
nic,2008,1.87536
nic,2010,3.68029
nld,1971,7.2572
nld,1972,7.89252
nld,1973,8.47524
nld,1974,9.22509
nld,1975,9.38168
nld,1976,8.46455
nld,1977,8.11792
nld,1978,7.64321
nld,1979,7.08643
nld,1980,6.98498
nld,1981,7.56966
nld,1982,9.59467
nld,1983,11.5706
nld,1984,12.89607
nld,1985,13.43764
nld,1986,7.94714
nld,1987,6.10364
nld,1988,4.55629
nld,1989,4.0025
nld,1990,4.17966
nld,1991,4.8831
nld,1992,5.84134
nld,1993,6.46687
nld,1994,1.0384
nld,1995,0.7929
nld,1996,0.61263
nld,1997,0.33459
nld,2017,0.97146
nld,2018,0.38073
nld,2019,0.4073
nld_curacao,2020,7.26966
nor,1971,2.42357
nor,1972,1.86717
nor,1976,0.31673
nor,1977,0.36271
nor,1978,1.01144
nor,1979,1.35968
nor,1980,0.82466
nor,1981,1.61439
nor,1982,1.86409
nor,1984,2.63966
nor,1985,3.63839
nor,1986,3.60575
nor,1987,2.99028
nor,1988,2.35454
nor,1989,1.34178
nor,1990,0.26933
nor,1991,0.04331
nor,1992,0.3521
nor,1993,1.33194
nor,1994,1.60379
nor,1995,1.80879
nor,1996,1.73519
nor,1997,15.80854
nor,1998,0.10049
nor,1999,0.08286
nor,2000,0.13548
nor,2001,0.09276
nor,2002,0.13417
nor,2003,0
nor,2004,0.51107
nor,2005,1.36331
nor,2006,1.27397
nor,2007,0.80688
nor,2008,0.60679
nor,2009,0.73675
nor,2010,0.79885
nor,2011,0.48535
nor,2012,0.21439
nor,2013,0.04675
nor,2014,0.08203
nor,2015,0.1335
nor,2016,0.11047
nor,2017,0.03999
nor,2018,0.00047
nor,2019,0.00896
npl,1983,41.06117
npl,1984,39.86744
npl,1988,33.92892
npl,1999,34.13564
npl,2000,27.88954
npl,2003,20.13195
npl,2004,19.48037
npl,2011,0.66771
npl,2012,0.08968
npl,2014,1.00447
npl,2015,1.65835
npl,2016,1.67128
npl,2017,3.52287
npl,2019,3.7016
nru,1985,6.01676
nru,2007,6.38205
nru,2012,17.9036
nru,2014,2.28782
nru,2016,2.80913
nru,2020,4.34501
nzl,1970,0.02929
nzl,1971,0.21777
nzl,1972,0.09961
nzl,1973,0.50267
nzl,1974,0.55913
nzl,1975,0.44016
nzl,1976,0.33509
nzl,1977,0.42226
nzl,1978,0.55623
nzl,1979,0.57841
nzl,1980,0.52652
nzl,1981,0.67914
nzl,1982,0.78811
nzl,1983,1.16888
nzl,1984,0.49009
nzl,1985,0.42042
nzl,1986,0.23994
nzl,1987,0.13979
nzl,1988,0.10794
nzl,1989,0.16967
nzl,1990,0.47918
nzl,1991,1.01982
nzl,1992,2.44975
nzl,1994,2.84479
nzl,1995,1.48793
nzl,1996,1.02116
nzl,1997,0.24183
nzl,2013,1.57055
nzl,2014,1.95991
nzl,2015,1.77056
nzl,2016,0.95791
nzl,2018,0.28868
nzl,2019,0.00005
omn,1973,86.68913
omn,1974,81.11833
omn,1975,73.71037
omn,1976,72.7526
omn,1978,65.22124
omn,1979,62.19248
omn,1981,57.1201
omn,1982,54.51255
omn,1983,51.4536
omn,1984,45.04465
omn,1985,42.63027
omn,1986,36.77041
omn,1987,34.5298
omn,1988,35.17606
omn,1989,34.0337
omn,1990,32.83699
omn,1991,31.7657
omn,1992,30.40259
omn,1993,27.04213
omn,1994,25.79842
omn,1995,24.34447
omn,1996,21.70547
omn,1997,20.9802
omn,1998,18.82378
omn,1999,16.99246
omn,2000,16.02997
omn,2001,14.93535
omn,2002,14.94105
omn,2003,16.28624
omn,2009,2.07054
omn,2011,1.15151
omn,2012,0.37024
omn,2013,0.25916
omn,2014,0.54132
omn,2015,0.50493
omn,2016,0.12104
omn,2017,1.1582
omn,2018,3.23914
omn,2019,2.81204
omn,2020,1.62877
pan,1970,25.69228
pan,1971,17.56564
pan,1972,14.98418
pan,1973,12.90554
pan,1975,11.19759
pan,1976,11.52232
pan,1978,9.40114
pan,1979,10.82879
pan,1980,11.88453
pan,1981,13.22168
pan,1982,14.19147
pan,1983,15.32643
pan,1984,15.55078
pan,1985,14.97638
pan,1986,15.00319
pan,1987,14.21838
pan,1988,15.04822
pan,1989,13.58504
pan,1990,13.39358
pan,1999,6.04763
pan,2000,4.69638
pan,2001,3.16179
pan,2002,1.07204
pan,2004,0.44932
pan,2005,1.2088
pan,2006,0.50753
pan,2007,0.54432
pan,2008,1.63573
pan,2009,4.05238
pan,2010,3.24215
pan,2011,4.09717
pan,2012,4.7609
pan,2013,6.39787
pan,2014,8.68347
pan,2015,10.21042
pan,2017,13.21826
pan,2020,11.30485
per,1970,24.66165
per,1973,20.68018
per,1980,16.56196
per,1981,11.73791
per,1982,10.93406
per,1985,5.32694
per,1988,9.4399
per,1993,9.97913
per,1995,15.09396
per,1996,15.4927
per,1997,15.96883
per,1998,3.0599
per,1999,1.66538
per,2000,0.85541
per,2001,0.55273
per,2002,0.47316
per,2003,1.96402
per,2004,0.60775
per,2005,0.59409
per,2006,0.59531
per,2007,0.5674
per,2008,0.56681
per,2009,1.14636
per,2010,0.51028
per,2011,0.62268
per,2016,0.31672
per,2017,0.9883
per,2018,1.41641
phl,1976,3.20774
phl,1979,3.82469
phl,1981,6.84642
phl,1982,6.83477
phl,1983,8.42624
phl,1984,9.10699
phl,1985,5.56153
phl,1986,6.16197
phl,1987,5.89303
phl,1988,3.85212
phl,1989,2.35473
phl,1990,1.4476
phl,1992,4.37241
phl,1993,5.32284
phl,1994,6.95087
phl,1996,4.24294
phl,1998,8.1411
phl,1999,11.01279
phl,2001,9.42877
phl,2002,8.98313
phl,2003,9.5948
phl,2004,10.20082
phl,2005,9.84128
phl,2006,11.39501
phl,2007,11.17726
phl,2008,10.05698
phl,2009,7.81322
phl,2014,2.60484
phl,2015,2.82812
phl,2016,3.31137
phl,2017,3.24851
phl,2018,3.80141
phl,2019,3.05395
plw,2013,3.2449
plw,2014,4.74898
plw,2020,3.93049
png,1989,42.48177
png,2016,7.33083
pol,1999,2.7684
pol,2000,3.03548
pol,2001,3.27887
pol,2002,4.18434
pol,2003,5.09584
pol,2004,5.89235
pol,2005,6.5105
pol,2006,6.43156
pol,2007,6.33901
pol,2008,5.8549
pol,2009,5.31795
pol,2010,4.83354
pol,2011,4.87079
pol,2012,4.07581
pol,2013,3.51952
pol,2014,3.60766
pol,2017,2.60404
pol,2018,2.15774
pol,2019,1.1425
pri,2010,9.96809
pri,2011,13.29925
pri,2012,12.34072
pri,2013,13.15559
pri,2014,17.30629
pri,2015,19.09509
pri,2016,19.97789
prk,2009,2.24752
prt,1973,11.42883
prt,1974,11.42357
prt,1976,7.23036
prt,1977,6.21805
prt,1978,3.76109
prt,1980,4.21643
prt,1981,3.69878
prt,1984,2.04584
prt,1985,0.55231
prt,1986,0.35554
prt,1987,0.48903
prt,1990,0.28944
prt,1991,1.16873
prt,1992,0.37554
prt,1993,0.2694
prt,1994,0.98807
prt,1995,0.52275
prt,1996,0.42416
prt,2000,2.4636
prt,2005,0.33229
prt,2006,0.46484
prt,2009,0.07009
prt,2010,0.02167
prt,2011,0.18324
prt,2012,0.14125
prt,2013,0.08301
prt,2014,0.48932
prt,2015,1.27073
prt,2016,1.84868
prt,2017,0.6174
prt,2018,0.41675
prt,2019,0.35709
pry,1970,20.23606
pry,1972,29.624
pry,1973,18.53901
pry,1975,21.03955
pry,1976,19.91712
pry,1977,18.96166
pry,1978,17.28148
pry,1979,16.01666
pry,1980,13.89019
pry,1981,12.01735
pry,1983,11.64914
pry,1984,12.09094
pry,1985,12.20977
pry,1986,13.28882
pry,1987,12.56178
pry,1988,10.98947
pry,1989,9.16114
pry,1990,7.43483
pry,1991,5.51639
pry,1992,14.2563
pry,1993,4.4008
pry,1994,9.00313
pry,1995,9.28401
pry,1996,6.10233
pry,1999,2.30413
pry,2000,0.89368
pry,2001,1.0946
pry,2002,2.80204
pry,2003,3.30347
pry,2004,3.79502
pry,2005,3.43936
pry,2006,4.96073
pry,2007,6.84777
pry,2008,8.5268
pry,2009,9.89667
pry,2010,9.96355
pry,2011,10.1591
pry,2012,10.72262
pry,2020,19.65574
pse,1999,9.06224
pse,2000,8.32096
pse,2001,10.27408
pse,2002,10.48596
pse,2003,11.34455
pse,2004,12.20511
pse,2005,14.51234
pse,2006,15.11115
pse,2007,15.75261
pse,2008,13.27034
pse,2009,11.33489
pse,2010,9.75448
pse,2011,8.59876
pse,2012,5.33555
pse,2013,4.92831
pse,2014,3.858
pse,2015,4.22205
pse,2016,3.9658
pse,2017,2.52762
pse,2018,2.62859
pse,2019,3.45283
pse,2020,4.7114
pyf,1983,5.15836
pyf,1984,5.40986
pyf,1985,6.69117
pyf,1989,1.34698
pyf,1990,0.37372
pyf,1993,0.65919
pyf,1995,0.41892
pyf,1996,0.61432
qat,1971,19.29711
qat,1972,14.65035
qat,1973,13.33211
qat,1974,14.16862
qat,1976,11.26928
qat,1977,9.70722
qat,1978,5.66427
qat,1979,4.14396
qat,1980,3.96721
qat,1981,5.10061
qat,1982,4.49181
qat,1983,6.20784
qat,1984,6.26243
qat,1985,8.35958
qat,1986,7.49986
qat,1987,10.69888
qat,1988,11.77062
qat,1989,12.56577
qat,1990,14.29252
qat,1991,18.84129
qat,1992,21.69032
qat,1993,22.81847
qat,1994,18.28504
qat,1998,2.6368
qat,1999,1.25374
qat,2000,3.73803
qat,2001,2.54744
qat,2002,1.74229
qat,2003,3.28218
qat,2004,4.43229
qat,2005,1.37276
qat,2006,5.31384
qat,2007,0.39891
qat,2009,2.11254
qat,2010,2.06847
qat,2011,0.63585
qat,2012,2.07334
qat,2013,6.09603
qat,2014,5.89986
qat,2015,3.42173
qat,2016,2.65291
qat,2017,2.0964
qat,2018,1.33929
qat,2019,1.91902
rou,1993,24.57905
rou,1994,16.64136
rou,1995,11.74603
rou,1996,10.391
rou,1997,10.37182
rou,1998,6.73981
rou,1999,9.35511
rou,2000,9.42569
rou,2001,9.11687
rou,2002,6.2125
rou,2003,2.5032
rou,2004,0.1291
rou,2005,0.35932
rou,2006,2.27733
rou,2007,2.2236
rou,2008,2.35984
rou,2009,2.18778
rou,2010,2.40864
rou,2011,2.95986
rou,2012,4.04287
rou,2015,7.76335
rou,2016,9.65598
rou,2017,11.60021
rou,2018,12.50106
rou,2019,12.68297
rus,1994,3.15612
rus,1995,6.69717
rus,2006,7.22504
rus,2007,6.45736
rus,2008,2.24308
rus,2009,0.89095
rus,2011,0.41207
rus,2012,0.45141
rus,2013,0.40546
rus,2014,2.55306
rus,2015,1.33646
rus,2016,0.59348
rus,2017,0.133
rus,2018,0.16377
rus,2019,0.07131
rwa,1973,44.88989
rwa,1974,46.97251
rwa,1975,49.3681
rwa,1977,45.92334
rwa,1978,43.69783
rwa,1999,14.30964
rwa,2002,18.82419
rwa,2003,14.49722
rwa,2016,0.7744
rwa,2017,2.3151
rwa,2018,4.32011
rwa,2019,6.34215
sau,1979,56.32163
sau,2009,8.14393
sau,2010,2.86327
sau,2011,2.87166
sau,2012,0.14801
sau,2013,2.1675
sau,2015,0.69715
sau,2016,1.84649
sau,2020,5.17592
sdn,2011,41.25198
sdn,2012,44.84514
sdn,2013,43.94469
sdn,2014,43.68361
sdn,2015,43.02522
sdn,2016,40.82458
sdn,2017,38.30117
sdn,2018,32.8676
sen,1978,69.20332
sen,1979,66.62727
sen,1980,65.44286
sen,1981,64.1042
sen,1982,62.31508
sen,1983,60.3134
sen,1984,59.4586
sen,1985,58.73517
sen,1986,54.09649
sen,1988,53.44763
sen,1989,54.26177
sen,1990,55.10349
sen,1992,55.64792
sen,1994,54.88806
sen,1996,50.43639
sen,1997,46.08153
sen,1998,43.39709
sen,1999,44.40209
sen,2000,41.15861
sen,2003,34.27501
sen,2004,36.31499
sen,2005,35.26618
