geo,time,ne_gdi_ftot_kd_zg
com,2005,2.8374
com,2006,2.6469
com,2007,-3.071
com,2008,14.1
com,2009,-3.8
com,2010,4.5
com,2011,9.9
com,2012,21.6
com,2013,4.1
com,2014,0.3
com,2015,3.24519
com,2016,2.59466
com,2017,6.90705
com,2018,19.157
com,2019,-8.42614
com,2020,0.09911
cpv,2008,2.49078
cpv,2009,-8.54333
cpv,2010,18.55953
cpv,2011,5.90605
cpv,2012,-23.89588
cpv,2013,-12.27353
cpv,2014,15.78757
cri,1961,3.94213
cri,1962,8.78566
cri,1963,8.09212
cri,1964,2.67791
cri,1965,29.26513
cri,1966,-17.96901
cri,1967,10.11007
cri,1968,1.48093
cri,1969,9.36398
cri,1970,19.85989
cri,1971,15.91057
cri,1972,5.10645
cri,1973,8.46786
cri,1974,9.74445
cri,1975,-1.23465
cri,1976,23.69324
cri,1977,12.43127
cri,1978,8.1319
cri,1979,15.28621
cri,1980,-9.41867
cri,1981,-24.90823
cri,1982,-27.80951
cri,1983,8.27817
cri,1984,26.14012
cri,1985,5.37575
cri,1986,12.02157
cri,1987,10.25012
cri,1988,-3.64695
cri,1989,15.40204
cri,1990,14.49744
cri,1991,-12.8131
cri,1992,28.73072
cri,1993,14.81611
cri,1994,3.68471
cri,1995,5.67428
cri,1996,-5.63466
cri,1997,18.34777
cri,1998,26.26755
cri,1999,-1.84737
cri,2000,-4.57715
cri,2001,2.82508
cri,2002,5.01884
cri,2003,5.4333
cri,2004,1.03584
cri,2005,4.58781
cri,2006,7.67505
cri,2007,18.98492
cri,2008,9.68851
cri,2009,-12.61896
cri,2010,4.27602
cri,2011,3.24306
cri,2012,8.58547
cri,2013,4.83793
cri,2014,3.89254
cri,2015,3.54065
cri,2016,5.99887
cri,2017,0.0785
cri,2018,1.61233
cri,2019,-6.48614
cri,2020,0.65897
cub,1971,8.61887
cub,1972,4.8118
cub,1973,3.3675
cub,1974,0.91115
cub,1975,9.73416
cub,1976,5.50971
cub,1977,8.44213
cub,1978,6.25723
cub,1979,0.97486
cub,1980,-3.15346
cub,1981,18.8495
cub,1982,6.89678
cub,1983,4.69209
cub,1984,8.94035
cub,1985,13.0966
cub,1986,-11.83367
cub,1987,-10.09765
cub,1988,9.84516
cub,1989,10.11992
cub,1990,-3.63202
cub,1991,-20.54561
cub,1992,-41.26659
cub,1993,-28.85547
cub,1994,-27.64242
cub,1995,4.80317
cub,1996,37.06591
cub,1997,5.71327
cub,1998,4.26318
cub,1999,5.73084
cub,2000,9.5676
cub,2001,-2.83753
cub,2002,-8.92995
cub,2003,-6.6428
cub,2004,7.21976
cub,2005,20.58676
cub,2006,44.11022
cub,2007,2.4141
cub,2008,7.61283
cub,2009,-6.32065
cub,2010,-2.99056
cub,2011,4.88552
cub,2012,6.01581
cub,2013,6.27432
cub,2014,-2.68497
cub,2015,15.62941
cub,2016,6.50759
cub,2017,3.34776
cub,2018,6.25693
cub,2019,-0.4057
cub,2020,-3.86406
cyp,1976,31.02283
cyp,1977,64.32257
cyp,1978,21.35847
cyp,1979,16.33775
cyp,1980,5.22803
cyp,1981,-6.4482
cyp,1982,3.75706
cyp,1983,-2.17805
cyp,1984,21.56972
cyp,1985,-7.73809
cyp,1986,-7.07197
cyp,1987,4.96662
cyp,1988,10.60799
cyp,1989,20.03219
cyp,1990,-2.77831
cyp,1991,-1.59637
cyp,1992,16.18265
cyp,1993,-12.27374
cyp,1994,-3.98899
cyp,1995,3.78321
cyp,1996,-4.1854
cyp,1997,4.1958
cyp,1998,-15.15359
cyp,1999,14.86556
cyp,2000,-1.04059
cyp,2001,0.01239
cyp,2002,11.40539
cyp,2003,1.91984
cyp,2004,5.7897
cyp,2005,6.47587
cyp,2006,20.86903
cyp,2007,7.52441
cyp,2008,8.42284
cyp,2009,-13.63157
cyp,2010,-1.42987
cyp,2011,-11.69852
cyp,2012,-19.6602
cyp,2013,-15.56011
cyp,2014,-7.3972
cyp,2015,-1.7562
cyp,2016,49.46898
cyp,2017,21.20556
cyp,2018,-4.86464
cyp,2019,2.8728
cyp,2020,-0.02306
cze,1991,-27.3377
cze,1992,16.47747
cze,1993,0.18912
cze,1994,11.7499
cze,1995,22.59396
cze,1996,9.7549
cze,1997,-4.86685
cze,1998,-1.29943
cze,1999,-2.36492
cze,2000,7.53407
cze,2001,5.77924
cze,2002,1.86949
cze,2003,2.37466
cze,2004,4.00487
cze,2005,6.04202
cze,2006,5.48058
cze,2007,13.28425
cze,2008,1.91639
cze,2009,-9.02354
cze,2010,0.34918
cze,2011,1.05741
cze,2012,-3.32839
cze,2013,-2.16564
cze,2014,3.25399
cze,2015,9.73728
cze,2016,-3.02741
cze,2017,4.87582
cze,2018,10.02818
cze,2019,5.94511
cze,2020,-7.4849
deu,1971,5.97484
deu,1972,2.68475
deu,1973,0.45411
deu,1974,-8.64384
deu,1975,-4.49843
deu,1976,3.50134
deu,1977,4.49029
deu,1978,4.8345
deu,1979,6.20412
deu,1980,2.25584
deu,1981,-4.66717
deu,1982,-4.56126
deu,1983,2.9993
deu,1984,0.14968
deu,1985,0.67935
deu,1986,3.18489
deu,1987,2.07952
deu,1988,5.04804
deu,1989,7.23259
deu,1990,7.99591
deu,1991,5.31859
deu,1992,4.46837
deu,1993,-4.52607
deu,1994,3.57409
deu,1995,-0.19171
deu,1996,-0.44418
deu,1997,0.51851
deu,1998,4.01871
deu,1999,4.30169
deu,2000,2.07873
deu,2001,-2.61049
deu,2002,-6.08386
deu,2003,-1.62245
deu,2004,-0.44541
deu,2005,0.8948
deu,2006,7.53835
deu,2007,3.61083
deu,2008,1.58116
deu,2009,-9.45574
deu,2010,5.27424
deu,2011,7.38725
deu,2012,-0.22758
deu,2013,-1.29601
deu,2014,3.2458
deu,2015,1.73975
deu,2016,3.81
deu,2017,2.62017
deu,2018,3.38872
deu,2019,1.83403
deu,2020,-2.22004
dji,2014,17.92607
dji,2015,17.45796
dji,2016,1.30291
dji,2017,10.55098
dji,2018,-30.81204
dji,2019,26.41596
dji,2020,-37.22675
dnk,1967,8.50875
dnk,1968,4.89573
dnk,1969,12.54117
dnk,1970,2.96173
dnk,1971,0.78572
dnk,1972,9.76736
dnk,1973,5.33358
dnk,1974,-7.1626
dnk,1975,-9.5971
dnk,1976,16.68212
dnk,1977,-0.59284
dnk,1978,2.05323
dnk,1979,0.59283
dnk,1980,-9.30133
dnk,1981,-16.74496
dnk,1982,8.29859
dnk,1983,4.40696
dnk,1984,10.34869
dnk,1985,13.8726
dnk,1986,18.26091
dnk,1987,3.13435
dnk,1988,-5.67977
dnk,1989,2.07088
dnk,1990,-0.24244
dnk,1991,-2.32544
dnk,1992,-0.51329
dnk,1993,-2.64327
dnk,1994,6.86022
dnk,1995,10.56556
dnk,1996,5.3179
dnk,1997,10.20765
dnk,1998,6.64592
dnk,1999,-0.26118
dnk,2000,8.16629
dnk,2001,-0.46696
dnk,2002,-2.29331
dnk,2003,1.63831
dnk,2004,3.51702
dnk,2005,5.94264
dnk,2006,13.66867
dnk,2007,0.69047
dnk,2008,-2.49659
dnk,2009,-12.96741
dnk,2010,-5.74675
dnk,2011,0.38845
dnk,2012,3.7333
dnk,2013,2.73277
dnk,2014,3.11121
dnk,2015,5.51839
dnk,2016,7.90588
dnk,2017,4.01137
dnk,2018,4.16644
dnk,2019,0.10655
dnk,2020,5.13437
dom,1961,-21.63588
dom,1962,73.06397
dom,1963,36.77042
dom,1964,27.45378
dom,1965,-47.37723
dom,1966,55.69248
dom,1967,4.56525
dom,1968,8.26374
dom,1969,9.96609
dom,1970,26.58192
dom,1971,33.92259
dom,1972,18.81707
dom,1973,18.5838
dom,1974,7.6007
dom,1975,14.49771
dom,1976,-7.96334
dom,1977,9.8146
dom,1978,-0.54751
dom,1979,13.71797
dom,1980,6.42711
dom,1981,-16.07874
dom,1982,-16.39156
dom,1983,15.60803
dom,1984,-8.63619
dom,1985,-4.92315
dom,1986,27.14996
dom,1987,28.11387
dom,1988,-5.5972
dom,1989,13.92524
dom,1990,-8.62468
dom,1991,-8.5
dom,1992,23.49277
dom,1993,16.34399
dom,1994,16.13942
dom,1995,5.59445
dom,1996,14.11213
dom,1997,20.96201
dom,1998,35.67689
dom,1999,-6.54343
dom,2000,15.606
dom,2001,-2.59299
dom,2002,6.59147
dom,2003,-15.27857
dom,2004,1.53316
dom,2005,13.80335
dom,2006,22.22973
dom,2007,13.19058
dom,2008,6.31221
dom,2009,-14.5996
dom,2010,17.28067
dom,2011,-2.2358
dom,2012,-0.4561
dom,2013,-2.46583
dom,2014,9.34914
dom,2015,18.87757
dom,2016,12.3171
dom,2017,-0.26219
dom,2018,13.33318
dom,2019,8.12668
dom,2020,-12.06516
dza,1970,0
dza,1971,0
dza,1972,0
dza,1973,0
dza,1974,0
dza,1975,8.51065
dza,1976,-3.70737
dza,1977,26.63815
dza,1978,17.45542
dza,1979,-7.17489
dza,1980,2.25443
dza,1981,7.97795
dza,1982,1.63852
dza,1983,4.30357
dza,1984,3.25812
dza,1985,4.96719
dza,1986,-13.73343
dza,1987,-20.00073
dza,1988,7.98695
dza,1989,5.30559
dza,1990,-4.46818
dza,1991,-9.21138
dza,1992,-8.29432
dza,1993,-6.06637
dza,1994,4.4048
dza,1995,0.8367
dza,1996,-3.60783
dza,1997,-3.87349
dza,1998,20.87487
dza,1999,-2.05913
dza,2000,6.33801
dza,2001,5.36918
dza,2002,8.4455
dza,2003,4.26239
dza,2004,8.23496
dza,2005,8.13628
dza,2006,6.1523
dza,2007,10.14854
dza,2008,12.43303
dza,2009,8.81727
dza,2010,6.95288
dza,2011,2.86051
dza,2012,7.18761
dza,2013,8.59999
dza,2014,6.40001
dza,2015,5.7
dza,2016,3.5
dza,2017,3.39999
dza,2018,3.10001
dza,2019,0.99999
dza,2020,-5
ecu,1961,3.28325
ecu,1962,-5.07543
ecu,1963,3.04234
ecu,1964,5.37623
ecu,1965,3.00052
ecu,1966,1.07726
ecu,1967,17.71179
ecu,1968,5.89404
ecu,1969,2.99708
ecu,1970,-0.24803
ecu,1971,25.05497
ecu,1972,-4.47456
ecu,1973,0.72796
ecu,1974,5.10752
ecu,1975,22.66602
ecu,1976,4.64557
ecu,1977,9.77911
ecu,1978,7.67385
ecu,1979,-1.28169
ecu,1980,3.83518
ecu,1981,-3.28647
ecu,1982,-2.01516
ecu,1983,-18.02068
ecu,1984,-0.1083
ecu,1985,7.79992
ecu,1986,3.33714
ecu,1987,-0.13355
ecu,1988,-5.28493
ecu,1989,-2.9362
ecu,1990,-4.51025
ecu,1991,7.15689
ecu,1992,1.25377
ecu,1993,0.2155
ecu,1994,5.79977
ecu,1995,-1.09386
ecu,1996,-3.02624
ecu,1997,7.85901
ecu,1998,4.48285
ecu,1999,-25.21775
ecu,2000,12.44689
ecu,2001,20.25629
ecu,2002,18.09228
ecu,2003,0.37697
ecu,2004,5.2804
ecu,2005,10.74385
ecu,2006,4.98331
ecu,2007,3.72171
ecu,2008,15.97391
ecu,2009,-3.60474
ecu,2010,10.18986
ecu,2011,14.33427
ecu,2012,10.55827
ecu,2013,10.41409
ecu,2014,2.26332
ecu,2015,-6.23342
ecu,2016,-8.86431
ecu,2017,5.30998
ecu,2018,1.97293
ecu,2019,-3.3011
ecu,2020,-11.91498
egy,1983,14.60184
egy,1984,9.43036
egy,1985,6.61513
egy,1986,5.55982
egy,1987,3.79806
egy,1988,1.45965
egy,1989,-11.05362
egy,1990,-1.74004
egy,1991,-3.74944
egy,1992,0.77018
egy,1993,-15.68686
egy,1994,15.16582
egy,1995,13.16024
egy,1996,28.2022
egy,1997,22.84209
egy,1998,-21.86894
egy,1999,13.07893
egy,2000,9.02347
egy,2001,-2.02695
egy,2002,7.62981
egy,2003,-8.56781
egy,2004,6.21821
egy,2005,13.46093
egy,2006,14.4433
egy,2007,24.14462
egy,2008,14.95631
egy,2009,-10.29913
egy,2010,7.95847
egy,2011,-2.98829
egy,2012,-1.50432
egy,2013,-8.74368
egy,2014,1.4589
egy,2015,14.20749
egy,2016,12.08997
egy,2017,12.51947
egy,2018,16.9162
egy,2019,14.06952
egy,2020,-20.89226
eri,1993,65.69086
eri,1994,67.98586
eri,1995,-8.32983
eri,1996,39.72005
eri,1997,20.23321
eri,1998,11.41921
eri,1999,4.64631
eri,2000,-17.1485
eri,2001,73.97632
eri,2002,-16.87951
eri,2003,-3.34841
eri,2004,-17.872
eri,2005,-11.35265
eri,2006,-40.03667
eri,2007,-12.10932
eri,2008,-5.65213
eri,2009,-13.02611
eri,2010,7.45051
eri,2011,466.88862
esp,1971,-3.00094
esp,1972,14.20153
esp,1973,12.99922
esp,1974,6.20074
esp,1975,-4.50014
esp,1976,-0.80027
esp,1977,-0.89999
esp,1978,-2.6994
esp,1979,-4.40081
esp,1980,0.69978
esp,1981,-1.65084
esp,1982,1.00885
esp,1983,-1.23398
esp,1984,-4.78187
esp,1985,6.69844
esp,1986,10.4649
esp,1987,12.19824
esp,1988,13.5527
esp,1989,12.0112
esp,1990,6.45203
esp,1991,1.66201
esp,1992,-4.13489
esp,1993,-8.90585
esp,1994,1.84814
esp,1995,7.74535
esp,1996,2.43828
esp,1997,5.54011
esp,1998,10.7921
esp,1999,9.90548
esp,2000,7.5251
esp,2001,4.181
esp,2002,4.05826
esp,2003,6.53298
esp,2004,4.57257
esp,2005,6.9676
esp,2006,7.2183
esp,2007,3.93372
esp,2008,-4.29292
esp,2009,-17.28566
esp,2010,-5.37817
esp,2011,-7.56135
esp,2012,-7.41551
esp,2013,-3.78265
esp,2014,4.08036
esp,2015,4.86902
esp,2016,2.35574
esp,2017,6.81698
esp,2018,6.32774
esp,2019,4.53095
esp,2020,-9.54577
est,1994,9.23508
est,1995,5.58449
est,1996,19.69757
est,1997,23.48553
est,1998,22.91805
est,1999,-14.27297
est,2000,14.17848
est,2001,13.0178
est,2002,23.5739
est,2003,17.7355
est,2004,5.508
est,2005,15.42627
est,2006,22.76115
est,2007,10.30739
est,2008,-13.10604
est,2009,-37.19628
est,2010,-2.20412
est,2011,35.60337
est,2012,11.94231
est,2013,1.4936
est,2014,-2.67095
est,2015,-3.16245
est,2016,5.11049
est,2017,13.8415
est,2018,-0.01022
est,2019,6.09057
est,2020,19.88769
eth,2012,46.51123
eth,2013,9.44074
eth,2014,24.39043
eth,2015,26.26627
eth,2016,10.57857
eth,2017,11.88551
eth,2018,4.15126
eth,2019,25.25477
eth,2020,7.42496
fin,1971,3.63822
fin,1972,6.5565
fin,1973,8.50701
fin,1974,3.18083
fin,1975,5.97591
fin,1976,-7.31681
fin,1977,-3.40555
fin,1978,-7.65973
fin,1979,4.05065
fin,1980,10.79722
fin,1981,2.64198
fin,1982,6.15085
fin,1983,4.0809
fin,1984,-0.61782
fin,1985,4.98715
fin,1986,1.91862
fin,1987,5.68322
fin,1988,10.81355
fin,1989,11.73161
fin,1990,-3.57683
fin,1991,-16.91405
fin,1992,-13.75008
fin,1993,-12.5175
fin,1994,0.8453
fin,1995,12.53662
fin,1996,10.0047
fin,1997,10.88286
fin,1998,10.67141
fin,1999,4.53462
fin,2000,6.21861
fin,2001,1.76336
fin,2002,-2.95359
fin,2003,2.79678
fin,2004,4.66199
fin,2005,3.25107
fin,2006,1.35667
fin,2007,10.29807
fin,2008,0.63332
fin,2009,-12.02971
fin,2010,2.30393
fin,2011,3.88516
fin,2012,-0.2843
fin,2013,-4.60797
fin,2014,-1.83289
fin,2015,0.4679
fin,2016,8.98456
fin,2017,4.75986
fin,2018,3.59506
fin,2019,-1.4827
fin,2020,-0.81848
fra,1961,11.62611
fra,1962,6.62513
fra,1963,8.48483
fra,1964,10.25952
fra,1965,5.70809
fra,1966,7.61908
fra,1967,7.56754
fra,1968,5.63186
fra,1969,7.77607
fra,1970,5.30577
fra,1971,6.87977
fra,1972,5.9881
fra,1973,6.93527
fra,1974,2.43201
fra,1975,-4.91315
fra,1976,2.22258
fra,1977,-0.66614
fra,1978,2.79963
fra,1979,2.98305
fra,1980,3.06731
fra,1981,-0.96031
fra,1982,-0.89092
fra,1983,-3.02809
fra,1984,-0.83689
fra,1985,2.30742
fra,1986,4.18405
fra,1987,5.15699
fra,1988,8.68754
fra,1989,7.36523
fra,1990,4.60886
fra,1991,-0.53423
fra,1992,-1.48704
fra,1993,-5.43792
fra,1994,1.55546
fra,1995,1.32941
fra,1996,0.75168
fra,1997,0.78876
fra,1998,6.40982
fra,1999,7.84103
fra,2000,6.64716
fra,2001,2.27469
fra,2002,-0.91737
fra,2003,1.91907
fra,2004,3.48013
fra,2005,2.89952
fra,2006,3.64548
fra,2007,5.53448
fra,2008,0.85311
fra,2009,-9.06976
fra,2010,2.08122
fra,2011,2.06605
fra,2012,0.23132
fra,2013,-0.80554
fra,2014,0.03284
fra,2015,1.02415
fra,2016,2.65997
fra,2017,4.74941
fra,2018,3.30405
fra,2019,4.0437
fra,2020,-8.61166
gab,1981,37.95207
gab,1982,-5.74858
gab,1983,6.71917
gab,1984,-3.37573
gab,1985,12.39844
gab,1986,-14.45713
gab,1987,-50.44786
gab,1988,87.68758
gab,1989,-36.83445
gab,1990,0
gab,1991,17.97468
gab,1992,-12.75948
gab,1993,4.97047
gab,1994,-6.84832
gab,1995,5.92104
gab,1996,10.8944
gab,1997,37.60836
gab,1998,12.77879
gab,1999,-35.85096
gab,2000,-8.27034
gab,2001,10.73022
gab,2002,19.94426
gab,2003,-16.41872
gab,2004,1.7306
gab,2005,1.30118
gab,2006,6.92545
gab,2007,9.81686
gab,2008,10.34141
gab,2009,-1.25546
gab,2010,32.73828
gab,2011,20.88932
gab,2012,12.42438
gab,2013,7.04254
gab,2014,7.75314
gab,2015,-15.58791
gab,2016,-1.30851
gab,2017,-11.49378
gab,2018,81.65164
gab,2019,21.51527
gab,2020,-16.66885
gbr,1971,1.99462
gbr,1972,-0.03935
gbr,1973,6.54228
gbr,1974,-1.95079
gbr,1975,-1.89163
gbr,1976,1.7271
gbr,1977,-1.53165
gbr,1978,2.51278
gbr,1979,2.6195
gbr,1980,-4.74929
gbr,1981,-8.73158
gbr,1982,6.01147
gbr,1983,5.04591
gbr,1984,9.09437
gbr,1985,4.16918
gbr,1986,2.19472
gbr,1987,9.47822
gbr,1988,14.84502
gbr,1989,6.09772
gbr,1990,-2.21066
gbr,1991,-6.32868
gbr,1992,0.89914
gbr,1993,1.55929
gbr,1994,6.39645
gbr,1995,4.7398
gbr,1996,4.66764
gbr,1997,-1.56833
gbr,1998,6.60281
gbr,1999,2.20618
gbr,2000,4.52087
gbr,2001,1.14524
gbr,2002,2.82654
gbr,2003,2.74347
gbr,2004,2.35235
gbr,2005,4.25731
gbr,2006,2.70814
gbr,2007,4.64131
gbr,2008,-3.51774
gbr,2009,-12.70966
gbr,2010,3.69504
gbr,2011,0.57185
gbr,2012,1.52274
gbr,2013,3.28158
gbr,2014,6.82151
gbr,2015,6.34019
gbr,2016,4.72209
gbr,2017,3.29719
gbr,2018,-0.06337
gbr,2019,0.54675
gbr,2020,-9.43097
geo,2011,14.89304
geo,2012,6.04161
geo,2013,-10.41061
geo,2014,26.96437
geo,2015,16.07579
geo,2016,7.26775
geo,2017,3.3606
geo,2018,1.92199
geo,2019,-0.07563
geo,2020,-16.53706
gha,2007,15.38106
gha,2008,8.36892
gha,2009,-25.15777
gha,2010,-25.25788
gha,2011,25.56394
gha,2012,42.35096
gha,2013,-26.14201
gha,2014,5.10743
gha,2015,-2.72449
gha,2016,12.23306
gha,2017,1.02867
gha,2018,13.15363
gha,2019,-10.02289
gha,2020,1.77058
gin,2007,29.54041
gin,2008,1.87508
gin,2009,-8.15192
gin,2010,5.21771
gin,2011,30.27766
gin,2012,11.07071
gin,2013,0.6059
gin,2014,3.44945
gin,2015,9.28264
gin,2016,135.72773
gin,2017,-43.4589
gin,2018,-16.14069
gin,2019,-3.83476
gmb,2005,-4.93177
gmb,2006,18.41296
gmb,2007,-15.41126
gmb,2008,-14.65711
gmb,2009,31.27848
gmb,2010,11.36488
gmb,2011,-5.26661
gmb,2012,68.63526
gmb,2013,-25.26596
gmb,2014,1.98908
gmb,2015,33.09662
gmb,2016,33.48559
gmb,2017,-1.24934
gmb,2018,1.99429
gmb,2019,28.64298
gmb,2020,44.03176
gnb,2001,-10.62205
gnb,2002,-32.8375
gnb,2003,21.29186
gnb,2004,-2.3201
gnb,2005,36.18669
gnb,2006,1.09177
gnb,2007,27.89176
gnb,2008,18.26626
gnb,2009,-13.22782
gnb,2010,3.68773
gnb,2011,9.83099
gnb,2012,-42.41758
gnb,2013,6.90145
gnb,2014,49.907
gnb,2015,20.89554
gnb,2016,-3.23205
gnb,2017,1.05512
gnb,2018,20.19535
gnb,2019,33.83398
gnb,2020,9.6295
gnq,2006,27.51956
gnq,2007,26.01101
gnq,2008,32.26644
gnq,2009,30.04573
gnq,2010,-15.15072
gnq,2011,9.74916
gnq,2012,31.44773
gnq,2013,-38.89361
gnq,2014,-9.61402
gnq,2015,-39.24028
gnq,2016,-43.6848
gnq,2017,-11.20768
gnq,2018,-10.10021
gnq,2019,-47.63173
gnq,2020,-45.11136
grc,1961,13.18798
grc,1962,4.88035
grc,1963,-6.58903
grc,1964,18.72525
grc,1965,15.31771
grc,1966,4.93016
grc,1967,-1.45167
grc,1968,23.38187
grc,1969,15.74552
grc,1970,-9.20251
grc,1971,12.02225
grc,1972,24.30024
grc,1973,5.82515
grc,1974,-33.51187
grc,1975,11.67253
grc,1976,6.81656
grc,1977,12.36002
grc,1978,12.27178
grc,1979,4.28476
grc,1980,-15.87482
grc,1981,-9.74744
grc,1982,-3.22499
grc,1983,6.35774
grc,1984,-16.23854
grc,1985,9.34931
grc,1986,0.10622
grc,1987,-5.63275
grc,1988,2.57319
grc,1989,6.10905
grc,1990,4.45911
grc,1991,4.24936
grc,1992,-3.48663
grc,1993,-3.99398
grc,1994,-3.08344
grc,1995,4.13069
grc,1996,9.05207
grc,1997,3.50272
grc,1998,22.58954
grc,1999,7.39835
grc,2000,2.8642
grc,2001,5.36751
grc,2002,-0.33358
grc,2003,15.10341
grc,2004,2.96223
grc,2005,-11.88023
grc,2006,19.38948
grc,2007,15.88713
grc,2008,-7.19344
grc,2009,-13.93135
grc,2010,-19.34606
grc,2011,-25.37117
grc,2012,-21.68486
grc,2013,-6.6212
grc,2014,-3.19366
grc,2015,0.16549
grc,2016,2.32911
grc,2017,8.45766
grc,2018,-4.34259
grc,2019,-3.29036
grc,2020,-0.29883
grl,2004,-5.92428
grl,2005,45.40117
grl,2006,2.04645
grl,2007,30.06087
grl,2008,34.61348
grl,2009,-14.49653
grl,2010,66.50025
grl,2011,22.2881
grl,2012,-38.96039
grl,2013,-20.73798
grl,2014,-21.92588
grl,2015,10.21589
grl,2016,10.88399
grl,2017,-4.13152
grl,2018,-2.95076
grl,2019,46.56816
gtm,1961,5.28757
gtm,1962,-4.22907
gtm,1963,18.49125
gtm,1964,22.51553
gtm,1965,5.7035
gtm,1966,-0.53957
gtm,1967,11.03074
gtm,1968,13.68078
gtm,1969,1.57593
gtm,1970,-1.45745
gtm,1971,8.54008
gtm,1972,-0.57143
gtm,1973,11.36163
gtm,1974,-1.86582
gtm,1975,9.46602
gtm,1976,37.25055
gtm,1977,9.26225
gtm,1978,7.36816
gtm,1979,-5.21001
gtm,1980,-9.68523
gtm,1981,7.7748
gtm,1982,-10.94527
gtm,1983,-27.93296
gtm,1984,-8.91473
gtm,1985,-6.38298
gtm,1986,3.90909
gtm,1987,16.44794
gtm,1988,12.62209
gtm,1989,6.37091
gtm,1990,-10.254
gtm,1991,5.17121
gtm,1992,24.91694
gtm,1993,9.52944
gtm,1994,-2.62083
gtm,1995,8.69338
gtm,1996,-1.98249
gtm,1997,22.50431
gtm,1998,17.42645
gtm,1999,5.80684
gtm,2000,-8.80889
gtm,2001,1.83299
gtm,2002,9.28165
gtm,2003,-3.12486
gtm,2004,-1.16263
gtm,2005,4.27545
gtm,2006,15.73175
gtm,2007,4.95261
gtm,2008,-5.8354
gtm,2009,-13.12862
gtm,2010,-2.0659
gtm,2011,7.10545
gtm,2012,3.60888
gtm,2013,1.48925
gtm,2014,4.33202
gtm,2015,-1.5428
gtm,2016,-1.72449
gtm,2017,4.08452
gtm,2018,4.45595
gtm,2019,8.68927
gtm,2020,-5.88226
hkg,1962,34.78667
hkg,1963,34.84199
hkg,1964,11.48515
hkg,1965,11.58948
hkg,1966,-13.07908
hkg,1967,-17.25643
hkg,1968,-9.09151
hkg,1969,4.11438
hkg,1970,14.12851
hkg,1971,23.76001
hkg,1972,9.2006
hkg,1973,11.7206
hkg,1974,-1.64116
hkg,1975,1.99868
hkg,1976,13.72605
hkg,1977,25.86417
hkg,1978,10.27417
hkg,1979,14.90709
hkg,1980,20.2122
hkg,1981,9.25302
hkg,1982,1.9073
hkg,1983,-8.15528
hkg,1984,2.70738
hkg,1985,0.10071
hkg,1986,6.14274
hkg,1987,14.17019
hkg,1988,8.13869
hkg,1989,3.93907
hkg,1990,8.18039
hkg,1991,9.42601
hkg,1992,8.96542
hkg,1993,2.94339
hkg,1994,14.97178
hkg,1995,7.29208
hkg,1996,10.67147
hkg,1997,13.68375
hkg,1998,-7.39387
hkg,1999,-16.33688
hkg,2000,7.87663
hkg,2001,2.7529
hkg,2002,-3.89083
hkg,2003,1.51442
hkg,2004,3.35635
hkg,2005,4.0235
hkg,2006,7.06804
hkg,2007,3.16144
hkg,2008,1.38978
hkg,2009,-3.46734
hkg,2010,7.69145
hkg,2011,10.22986
hkg,2012,6.78749
hkg,2013,2.56389
hkg,2014,-0.11355
hkg,2015,-3.18174
hkg,2016,-0.11365
hkg,2017,3.12503
hkg,2018,1.68922
hkg,2019,-14.93639
hkg,2020,-11.15826
hnd,1961,-11.15839
hnd,1962,37.25386
hnd,1963,16.7119
hnd,1964,-0.83057
hnd,1965,5.39371
hnd,1966,14.90782
hnd,1967,30.65007
hnd,1968,4.2346
hnd,1969,0.54845
hnd,1970,-2.0202
hnd,1971,-8.24742
hnd,1972,-6.29213
hnd,1973,23.74101
hnd,1974,13.37209
hnd,1975,8.88889
hnd,1976,2.35479
hnd,1977,17.33129
hnd,1978,1.53865
hnd,1979,6.45297
hnd,1980,-11.70093
hnd,1981,-19.67344
hnd,1982,-34.06119
hnd,1983,7.23789
hnd,1984,27.54794
hnd,1985,5.80193
hnd,1986,-14.34052
hnd,1987,31.11541
hnd,1988,24.42575
hnd,1989,-5.19706
hnd,1990,6.01876
hnd,1991,10.41044
hnd,1992,12.94481
hnd,1993,29.53687
hnd,1994,8.97189
hnd,1995,5.05888
hnd,1996,-7.27321
hnd,1997,7.47331
hnd,1998,2.62654
hnd,1999,9.36407
hnd,2000,6.57984
hnd,2001,-3.00974
hnd,2002,-7.28354
hnd,2003,6.18772
hnd,2004,23.37263
hnd,2005,-1.43379
hnd,2006,13.35441
hnd,2007,24.36956
hnd,2008,6.25829
hnd,2009,-35.38629
hnd,2010,1.39669
hnd,2011,16.88188
hnd,2012,3.72559
hnd,2013,-1.91425
hnd,2014,0.63944
hnd,2015,12.29221
hnd,2016,-7.36284
hnd,2017,11.17126
hnd,2018,7.27876
hnd,2019,-5.22247
hnd,2020,-23.78952
hrv,1996,33.47745
hrv,1997,27.89139
hrv,1998,2.61913
hrv,1999,-0.01218
hrv,2000,-1.69797
hrv,2001,4.17481
hrv,2002,10.53068
hrv,2003,20.98587
hrv,2004,2.84261
hrv,2005,3.4162
hrv,2006,8.35377
hrv,2007,4.29569
hrv,2008,9.8747
hrv,2009,-14.72549
hrv,2010,-14.03828
hrv,2011,-3.71115
hrv,2012,-4.60348
hrv,2013,0.96161
hrv,2014,-2.29659
hrv,2015,8.4015
hrv,2016,4.95225
hrv,2017,1.49905
hrv,2018,3.80496
hrv,2019,9.82134
hrv,2020,-6.0899
