geo,time,sl_tlf_cact_fm_ne_zs
fin,1996,84.65116
fin,1997,83.28526
fin,1998,83.72058
fin,1999,85.22211
fin,2000,85.11166
fin,2001,85.54516
fin,2002,86.24945
fin,2003,86.08773
fin,2004,86.63069
fin,2005,87.33846
fin,2006,87.42341
fin,2007,87.76197
fin,2008,87.15262
fin,2009,88.6537
fin,2010,87.34019
fin,2011,86.82123
fin,2012,87.82554
fin,2013,88.19886
fin,2014,88.6262
fin,2015,89.03298
fin,2016,88.1269
fin,2017,87.96813
fin,2018,88.47554
fin,2019,88.2632
fin,2020,87.74214
fji,1966,8.37691
fji,1976,20.35672
fji,1982,24.56564
fji,1986,27.29398
fji,1996,49.73471
fji,2005,44.64949
fji,2011,56.93888
fji,2014,54.39937
fji,2016,50.07144
fra,1962,48.41532
fra,1968,49.61633
fra,1975,55.70605
fra,1979,58.26523
fra,1980,58.74085
fra,1981,59.69048
fra,1982,60.84486
fra,1983,65.22976
fra,1984,67.02266
fra,1985,67.40139
fra,1986,68.5444
fra,1987,69.01325
fra,1988,69.70285
fra,1989,70.26134
fra,1990,70.82196
fra,1991,72.36802
fra,1992,73.18998
fra,1993,74.52815
fra,1994,75.25886
fra,1995,76.05678
fra,1996,76.34307
fra,1997,76.23184
fra,1998,77.12698
fra,1999,77.36834
fra,2000,77.97903
fra,2001,77.91421
fra,2002,77.96314
fra,2003,79.79702
fra,2004,79.66317
fra,2005,80.64568
fra,2006,81.08151
fra,2007,81.87229
fra,2008,82.2469
fra,2009,82.71704
fra,2010,82.94648
fra,2011,83.24684
fra,2012,83.33064
fra,2013,84.00454
fra,2014,84.66961
fra,2015,84.79619
fra,2016,85.15948
fra,2017,84.97847
fra,2018,85.41771
fra,2019,85.90582
fra,2020,86.0908
fro,1960,31.16434
fro,1966,31.26987
fro,1970,32.33448
fro,1977,41.6698
fsm,2014,68.07664
gab,1963,77.68881
gab,1993,76.5177
gab,2005,78.69022
gab,2010,68.62105
gbm,1966,38.88068
gbm,1971,47.75722
gbm,1976,43.6319
gbm,1981,54.60043
gbm,1991,66.7672
gbm,1996,72.36918
gbm,2001,77.98319
gbm,2006,80.5906
gbm,2011,82.93422
gbm,2016,91.20741
gbr,1961,43.23858
gbr,1966,50.02982
gbr,1971,52.34875
gbr,1978,59.53222
gbr,1979,60.95367
gbr,1980,61.14042
gbr,1981,58.60526
gbr,1983,62.24435
gbr,1984,64.18459
gbr,1985,65.47459
gbr,1986,66.53133
gbr,1987,67.66419
gbr,1988,68.28972
gbr,1989,69.93288
gbr,1990,70.52575
gbr,1991,70.83616
gbr,1992,71.72782
gbr,1993,72.96621
gbr,1994,73.37526
gbr,1995,73.67313
gbr,1996,74.53495
gbr,1997,75.19752
gbr,1998,75.50616
gbr,1999,76.65669
gbr,2000,77.17174
gbr,2001,77.73466
gbr,2002,78.68663
gbr,2003,78.27521
gbr,2004,79.26407
gbr,2005,79.59771
gbr,2006,79.95995
gbr,2007,79.79653
gbr,2008,79.99143
gbr,2009,80.96612
gbr,2010,81.26087
gbr,2011,81.69792
gbr,2012,81.90794
gbr,2013,82.53599
gbr,2014,83.10988
gbr,2015,83.43058
gbr,2016,83.78024
gbr,2017,84.67399
gbr,2018,84.90124
gbr,2019,85.7562
geo,1998,75.03303
geo,1999,77.28058
geo,2000,73.64196
geo,2001,76.73254
geo,2002,73.94747
geo,2003,75.61777
geo,2004,76.71344
geo,2005,75.97553
geo,2006,74.23823
geo,2007,75.0341
geo,2008,72.69922
geo,2009,71.5127
geo,2010,72.50877
geo,2011,71.87021
geo,2012,71.89731
geo,2013,70.81034
geo,2014,71.84916
geo,2015,73.52537
geo,2016,71.74048
geo,2017,78.02655
geo,2018,75.50605
geo,2019,75.09642
geo,2020,65.21529
gha,1960,63.68131
gha,1970,76.12888
gha,1984,101.98086
gha,1989,92.1922
gha,1991,97.24305
gha,1992,104.42953
gha,1998,96.68304
gha,1999,96.68304
gha,2000,94.73135
gha,2006,95.17662
gha,2010,95.81953
gha,2013,93.35106
gha,2015,88.46881
gha,2017,93.98368
gib,1961,25.9694
gib,1970,32.7325
gib,1981,42.78562
gib,1983,100.59995
gib,1985,44.02819
gib,1987,48.67257
gib,1989,54.93868
gib,1990,56.70847
gib,1991,55.82061
gib,1992,51.71948
gib,1993,56.49009
gib,1994,61.71156
gib,2001,73.00178
gin,1983,56.23906
gin,1996,87.8608
gin,2002,94.60762
gin,2019,65.76162
gmb,1983,81.1124
gmb,1993,63.82282
gmb,2012,73.51013
gmb,2018,52.09087
gnb,1979,2.9731
gnb,1988,3.20918
gnb,2018,76.63595
gnq,1983,47.59233
gnq,1994,105.15021
grc,1961,43.99355
grc,1971,35.56715
grc,1981,43.88816
grc,1982,43.15328
grc,1983,46.53191
grc,1984,47.6037
grc,1985,49.50806
grc,1986,50.12317
grc,1987,50.79481
grc,1988,52.66647
grc,1989,53.49499
grc,1990,53.86018
grc,1991,51.19765
grc,1992,53.19347
grc,1993,53.79579
grc,1994,54.19894
grc,1995,55.0862
grc,1996,56.97367
grc,1997,57.56082
grc,1998,60.28737
grc,1999,62.07904
grc,2000,62.23798
grc,2001,61.71839
grc,2002,62.57018
grc,2003,63.36233
grc,2004,65.2457
grc,2005,65.53654
grc,2006,65.95183
grc,2007,66.00685
grc,2008,66.10566
grc,2009,67.93691
grc,2010,69.35179
grc,2011,70.41982
grc,2012,71.76893
grc,2013,71.82729
grc,2014,73.35329
grc,2015,74.82857
grc,2016,75.25497
grc,2017,74.59153
grc,2018,73.82975
grc,2019,73.95937
grc,2020,73.67084
grd,1960,56.43761
grd,1970,57.03574
grd,1988,79.76725
grd,1998,72.67904
grd,2013,85.77348
grd,2014,94.4675
grd,2015,84.82491
grl,1960,37.95051
grl,1970,52.06885
grl,1976,62.05229
grl,2010,93.36143
grl,2011,94.24014
grl,2012,93.8508
grl,2013,94.45834
grl,2014,94.50245
grl,2015,93.67138
gtm,1964,14.11803
gtm,1973,16.20239
gtm,1978,16.29919
gtm,1979,16.36974
gtm,1980,16.00536
gtm,1981,16.36817
gtm,1985,16.50246
gtm,1987,30.45404
gtm,1989,31.59884
gtm,1994,21.86756
gtm,1999,31.59326
gtm,2000,51.87713
gtm,2002,52.79642
gtm,2003,54.31141
gtm,2004,49.464
gtm,2006,53.68504
gtm,2010,51.96139
gtm,2011,48.00334
gtm,2012,52.2842
gtm,2013,48.66626
gtm,2014,48.59265
gtm,2015,45.97729
gtm,2016,47.81675
gtm,2017,45.98241
gtm,2018,46.03791
gtm,2019,45.23069
gum,1960,28.65362
gum,1970,40.1827
gum,1980,59.8637
gum,1983,62.95532
gum,1986,66.37777
gum,1988,65.49474
gum,1990,71.02782
gum,2000,79.89418
gum,2001,79.78143
gum,2002,77.6204
gum,2004,74.68176
gum,2005,81.62963
gum,2006,78.97727
gum,2007,72.18935
gum,2009,76.49573
gum,2010,85.32527
gum,2011,81.52958
guy,1960,29.37888
guy,1980,31.87678
guy,1987,40.98645
guy,1993,48.39862
guy,2002,43.4539
guy,2018,63.71828
guy,2019,63.51439
hkg,1961,40.75468
hkg,1966,47.65335
hkg,1971,50.57865
hkg,1975,56.99891
hkg,1976,55.13599
hkg,1979,55.04805
hkg,1980,56.5298
hkg,1981,58.92121
hkg,1982,57.65699
hkg,1983,59.45879
hkg,1984,60.61898
hkg,1985,60.31608
hkg,1986,60.72583
hkg,1987,60.57584
hkg,1988,60.25994
hkg,1989,59.31242
hkg,1990,59.00912
hkg,1991,60.63681
hkg,1992,59.26686
hkg,1993,59.5034
hkg,1994,60.76308
hkg,1995,62.10994
hkg,1996,62.90301
hkg,1997,63.34698
hkg,1998,64.27437
hkg,1999,66.48649
hkg,2000,67.05368
hkg,2001,69.45853
hkg,2002,71.64529
hkg,2003,71.69444
hkg,2004,72.30748
hkg,2005,73.05852
hkg,2006,74.1931
hkg,2007,75.31933
hkg,2008,76.24444
hkg,2009,76.67051
hkg,2010,75.76996
hkg,2011,77.40096
hkg,2012,77.9217
hkg,2013,78.74278
hkg,2014,79.25323
hkg,2015,79.52928
hkg,2016,79.88338
hkg,2017,80.58239
hkg,2018,80.43193
hkg,2019,81.48258
hkg,2020,81.83741
hnd,1961,14.71147
hnd,1974,18.35414
hnd,1991,38.85835
hnd,1992,39.95968
hnd,1995,40.12731
hnd,1998,48.32552
hnd,1999,52.02181
hnd,2000,50.82137
hnd,2001,50.15914
hnd,2002,44.35294
hnd,2004,57.69576
hnd,2005,50.49612
hnd,2006,47.31286
hnd,2007,47.22222
hnd,2008,49.46567
hnd,2009,50.69875
hnd,2010,52.53908
hnd,2011,49.73571
hnd,2012,48.78232
hnd,2013,52.99258
hnd,2014,55.89671
hnd,2015,57.02628
hnd,2016,56.8675
hnd,2017,55.16631
hnd,2018,60.30426
hnd,2019,54.41704
hnd,2020,65.37831
hrv,1991,67.25973
hrv,1998,81.43851
hrv,2000,75.31245
hrv,2001,73.346
hrv,2002,74.16526
hrv,2003,72.93015
hrv,2004,73.14784
hrv,2005,74.09596
hrv,2006,75.91344
hrv,2007,73.36259
hrv,2008,74.67341
hrv,2009,77.62633
hrv,2010,77.33825
hrv,2011,74.63611
hrv,2012,75.67108
hrv,2013,77.27903
hrv,2014,78.88209
hrv,2015,79.26953
hrv,2016,78.65305
hrv,2017,78.28552
hrv,2018,79.28571
hrv,2019,78.47838
hrv,2020,77.10095
hti,1971,78.55946
hti,1980,69.23169
hti,1982,62.99527
hti,1985,71.34649
hti,1990,73.37553
hti,1995,77.77476
hti,2000,82.51666
hti,2003,80.10563
hti,2005,84.14161
hti,2007,73.77938
hti,2010,85.61344
hti,2012,73.33334
hun,1960,49.34467
hun,1970,63.63516
hun,1978,74.64763
hun,1979,75.57925
hun,1980,69.72898
hun,1981,87.16763
hun,1982,87.47126
hun,1983,88.35064
hun,1984,89.74359
hun,1985,90.73857
hun,1986,92.21697
hun,1987,92.02813
hun,1988,91.2426
hun,1989,92.23417
hun,1990,71.68759
hun,1991,77.2194
hun,1992,77.07987
hun,1993,76.40573
hun,1994,74.85437
hun,1995,71.02789
hun,1996,69.17488
hun,1997,68.35576
hun,1998,70.79476
hun,1999,71.2616
hun,2000,71.24294
hun,2001,71.2578
hun,2002,71.94507
hun,2003,72.82571
hun,2004,73.09689
hun,2005,73.88098
hun,2006,73.59675
hun,2007,73.1699
hun,2008,73.5203
hun,2009,73.99793
hun,2010,75.67427
hun,2011,75.3643
hun,2012,75.89874
hun,2013,75.00416
hun,2014,75.10507
hun,2015,75.03169
hun,2016,74.6619
hun,2017,74.22127
hun,2018,74.04197
hun,2019,73.37447
hun,2020,73.18546
idn,1961,35.03149
idn,1971,44.90589
idn,1976,59.03284
idn,1977,47.66408
idn,1978,52.36156
idn,1980,46.08404
idn,1982,53.18434
idn,1986,61.83491
idn,1988,63.60225
idn,1990,61.04602
idn,1991,59.81669
idn,1992,60.92523
idn,1993,60.08735
idn,1994,60.80661
idn,1996,60.73267
idn,1997,59.88965
idn,1998,61.48576
idn,1999,61.21814
idn,2000,61.41143
idn,2001,59.10864
idn,2002,57.06644
idn,2003,57.11554
idn,2004,55.98387
idn,2005,55.54077
idn,2006,55.6741
idn,2007,60.18384
idn,2008,61.04919
idn,2009,61.37611
idn,2010,61.90939
idn,2011,61.44941
idn,2012,61.68504
idn,2013,61.1654
idn,2014,61.22868
idn,2015,61.55712
idn,2016,62.31192
idn,2017,63.70997
idn,2018,64.59499
idn,2019,65.31008
idn,2020,65.14762
ind,1961,47.55043
ind,1971,21.81181
ind,1981,37.87303
ind,1991,41.93308
ind,1994,36.66944
ind,2000,37.06074
ind,2001,48.06883
ind,2005,38.96481
ind,2010,32.74934
ind,2012,29.5308
ind,2018,27.90729
ind,2019,28.91518
ind,2020,34.5692
irl,1961,34.94061
irl,1966,34.99941
irl,1971,34.36623
irl,1975,37.88014
irl,1977,36.72964
irl,1981,38.91142
irl,1983,45.2167
irl,1984,44.86081
irl,1985,45.2938
irl,1986,46.24214
irl,1987,48.13129
irl,1988,47.5841
irl,1989,48.60155
irl,1990,50.06368
irl,1991,51.04064
irl,1992,53.5943
irl,1993,56.33947
irl,1994,57.39181
irl,1995,58.38573
irl,1996,60.64498
irl,1997,62.2647
irl,1998,63.29971
irl,1999,65.24581
irl,2000,66.24526
irl,2001,66.86815
irl,2002,68.97088
irl,2003,69.63299
irl,2004,69.62953
irl,2005,71.64385
irl,2006,72.2086
irl,2007,74.58115
irl,2008,75.55172
irl,2009,77.65015
irl,2010,78.72613
irl,2011,79.42197
irl,2012,79.65387
irl,2013,80.21771
irl,2014,79.78214
irl,2015,79.40069
irl,2016,80.53021
irl,2017,81.18162
irl,2018,81.78635
irl,2019,81.92543
irl,2020,81.77501
irn,1966,14.04787
irn,1972,9.87189
irn,1976,16.13757
irn,1986,11.04666
irn,1991,12.41707
irn,1996,14.23221
irn,2005,26.13352
irn,2006,25.63958
irn,2007,24.42475
irn,2008,21.8976
irn,2009,22.97514
irn,2010,22.49411
irn,2011,20.81126
irn,2012,22.37436
irn,2013,19.74672
irn,2014,19.25915
irn,2015,21.00889
irn,2016,23.49711
irn,2017,24.87135
irn,2018,24.80894
irn,2019,24.12274
irn,2020,20.39677
irq,1977,19.66334
irq,1987,13.91177
irq,1997,11.32246
irq,2007,16.9018
irq,2012,16.65967
irq,2014,18.74139
irq,2016,20.18311
irq,2017,15.43773
isl,1960,37.67028
isl,1974,46.86953
isl,1975,46.36452
isl,1976,46.22093
isl,1977,46.09054
isl,1979,71.5235
isl,1980,109.45378
isl,1981,71.34933
isl,1982,72.45992
isl,1983,71.20028
isl,1985,70.68586
isl,1991,85.47309
isl,1992,86.59745
isl,1993,88.64557
isl,1994,89.45671
isl,1995,88.93612
isl,1996,87.58238
isl,1997,86.85501
isl,1998,87.69337
isl,1999,89.85191
isl,2000,90.8025
isl,2001,88.71679
isl,2002,89.71684
isl,2003,90.12134
isl,2004,88.38895
isl,2005,90.13097
isl,2006,89.46036
isl,2007,89.13218
isl,2008,89.04949
isl,2009,90.85504
isl,2010,91.48099
isl,2011,91.87109
isl,2012,93.2946
isl,2013,92.79312
isl,2014,91.88179
isl,2015,92.3389
isl,2016,90.88319
isl,2017,91.02446
isl,2018,91.11319
isl,2019,91.18445
isl,2020,90.67827
isr,1972,46.75912
isr,1974,47.35951
isr,1976,49.48135
isr,1978,53.38358
isr,1979,54.62514
isr,1980,56.02447
isr,1981,56.63897
isr,1982,57.04592
isr,1983,60.16199
isr,1986,60.93083
isr,1987,62.37973
isr,1988,63.327
isr,1989,65.59327
isr,1990,64.3971
isr,1991,64.92277
isr,1992,67.02083
isr,1993,66.97611
isr,1994,69.16359
isr,1995,70.60432
isr,1996,71.4802
isr,1997,72.1832
isr,1998,73.20308
isr,1999,75.42397
isr,2000,76.73218
isr,2001,77.44632
isr,2002,78.08379
isr,2003,79.71164
isr,2004,79.86852
isr,2005,80.48922
isr,2006,80.49168
isr,2007,80.52768
isr,2008,80.55038
isr,2009,82.90524
isr,2010,82.88146
isr,2011,82.51011
isr,2012,83.84305
isr,2013,83.9049
isr,2014,85.22678
isr,2015,85.31024
isr,2016,85.921
isr,2017,85.94634
isr,2018,87.6044
isr,2019,88.1213
isr,2020,88.8431
ita,1961,30.5194
ita,1971,34.99244
ita,1977,44.00794
ita,1978,44.22061
ita,1979,45.5969
ita,1980,46.74761
ita,1981,48.15298
ita,1982,47.77648
ita,1983,47.6584
ita,1984,47.84508
ita,1985,48.29247
ita,1986,50.13948
ita,1987,50.71259
ita,1988,51.94495
ita,1989,53.29387
ita,1990,53.21673
ita,1991,53.96373
ita,1992,52.62019
ita,1993,52.31272
ita,1994,53.12104
ita,1995,53.89433
ita,1996,54.72549
ita,1997,55.18799
ita,1998,55.92647
ita,1999,57.28846
ita,2000,57.86572
ita,2001,58.99023
ita,2002,59.54656
ita,2003,60.09012
ita,2004,62.11632
ita,2005,62.32809
ita,2006,62.7712
ita,2007,62.773
ita,2008,64.03378
ita,2009,64.1766
ita,2010,64.60731
ita,2011,65.3951
ita,2012,67.03241
ita,2013,67.65558
ita,2014,68.34753
ita,2015,67.54416
ita,2016,68.27004
ita,2017,68.969
ita,2018,69.20357
ita,2019,69.74307
ita,2020,68.92734
jam,1960,54.97845
jam,1970,45.23485
jam,1974,71.96904
jam,1975,76.09469
jam,1976,75.66699
jam,1978,80.29735
jam,1980,59.86969
jam,1981,81.76574
jam,1982,81.62288
jam,1985,61.90258
jam,1988,68.56768
jam,1990,81.13379
jam,1991,56.91659
jam,1994,84.27665
jam,1995,80.46875
jam,1996,80.2649
jam,1997,79.08847
jam,1998,78.26382
jam,1999,77.39726
jam,2001,73.42466
jam,2002,76.27586
jam,2003,74.25049
jam,2004,75.03392
jam,2007,77.55102
jam,2008,74.72735
jam,2009,74.53788
jam,2010,74.69241
jam,2011,74.80687
jam,2012,75.97515
jam,2013,76.37886
jam,2014,76.24928
jam,2015,80.07117
jam,2016,79.45012
jam,2017,80.25684
jam,2018,80.08824
jam,2019,80.56839
jam,2020,79.91052
jam,2021,81.78818
jor,1961,5.6161
jor,1975,14.09479
jor,1979,8.66121
jor,2000,18.60817
jor,2001,17.8626
jor,2002,19.15888
jor,2003,17.72152
jor,2005,18.1677
jor,2006,18.85895
jor,2007,22.82609
jor,2008,22.1875
jor,2009,22.99383
jor,2010,23.14961
jor,2011,23.40764
jor,2012,23.00163
jor,2013,21.8543
jor,2014,21.10553
jor,2017,26.95069
jor,2018,23.8243
jor,2019,21.86989
jor,2020,23.83117
jpn,1960,64.26887
jpn,1961,63.9576
jpn,1962,63.3452
jpn,1963,62.57521
jpn,1964,62.24117
jpn,1965,61.9339
jpn,1966,62.30111
jpn,1967,62.7451
jpn,1968,61.75396
jpn,1969,61.17216
jpn,1970,61.00244
jpn,1971,59.3674
jpn,1972,58.09988
jpn,1973,58.70889
jpn,1974,56.84596
jpn,1975,56.14251
jpn,1976,56.40394
jpn,1977,57.81638
jpn,1978,59.02864
jpn,1979,59.35162
jpn,1980,59.64912
jpn,1981,59.77443
jpn,1982,60.37736
jpn,1983,61.71285
jpn,1984,62.05584
jpn,1985,62.35596
jpn,1986,62.46786
jpn,1987,62.87192
jpn,1988,63.42413
jpn,1989,64.28571
jpn,1990,64.89637
jpn,1991,65.33505
jpn,1992,65.08344
jpn,1993,64.48718
jpn,1994,64.52442
jpn,1995,64.43299
jpn,1996,64.35007
jpn,1997,64.86487
jpn,1998,64.81241
jpn,1999,64.49935
jpn,2000,64.44357
jpn,2001,64.91877
jpn,2002,64.91909
jpn,2003,65.0708
jpn,2004,65.69095
jpn,2005,65.96209
jpn,2006,66.20237
jpn,2007,66.21566
jpn,2008,66.58415
jpn,2009,67.31436
jpn,2010,67.61665
jpn,2011,67.65491
jpn,2012,67.97173
jpn,2013,69.2395
jpn,2014,69.90912
jpn,2015,70.37564
jpn,2016,71.3515
jpn,2017,72.43972
jpn,2018,73.73596
jpn,2019,74.64986
jpn,2020,74.5098
jpn,2021,75.03506
kaz,2002,85.47729
kaz,2003,85.94659
kaz,2004,85.67081
kaz,2008,87.61004
kaz,2020,84.37086
ken,1986,66.95332
ken,1989,86.97789
ken,1999,94.62655
ken,2005,86.70748
ken,2006,80.6323
ken,2009,87.5107
ken,2016,92.20645
ken,2019,86.16439
kgz,1989,78.64912
kgz,2002,74.73641
kgz,2004,71.98763
kgz,2006,70.15524
kgz,2009,69.61173
kgz,2010,68.21141
kgz,2011,68.16306
kgz,2012,67.00311
kgz,2013,64.36797
kgz,2014,67.17354
kgz,2015,66.11472
kgz,2016,64.08488
kgz,2017,61.18965
kgz,2018,59.47184
kgz,2019,60.18261
kgz,2020,60.99932
khm,1962,67.18641
khm,1993,110.25829
khm,1996,98.93616
khm,1998,90.49378
khm,1999,94.89221
khm,2000,94.45679
khm,2001,95.84455
khm,2004,87.87244
khm,2007,84.34361
khm,2008,83.01452
khm,2009,88.77925
khm,2010,91.74851
khm,2011,91.55386
khm,2012,82.16961
khm,2013,85.92036
khm,2014,85.75548
khm,2015,85.01621
khm,2016,86.19281
khm,2017,87.98941
khm,2019,80.83203
kir,1978,70.64763
kir,1990,81.19842
kir,1995,85.2259
kir,2005,62.02802
kir,2010,78.31036
kir,2015,63.03042
kir,2019,66.50441
kna,1960,57.04132
kna,1970,54.619
kna,1980,60.95813
kna,1991,74.3136
kna,2001,88.18617
kor,1960,38.19948
kor,1966,43.30806
kor,1970,51.27657
kor,1975,61.21164
kor,1977,58.698
kor,1978,61.65268
kor,1979,62.11567
kor,1980,55.94662
kor,1981,55.79003
kor,1982,57.89333
kor,1983,58.14775
kor,1984,56.38431
kor,1985,57.94858
kor,1986,59.75322
kor,1987,61.97105
kor,1988,61.78973
kor,1989,63.39007
kor,1990,63.47791
kor,1991,62.80155
kor,1992,62.27861
kor,1993,62.19287
kor,1994,62.66702
kor,1995,63.33769
kor,1996,64.13386
kor,1997,65.42204
kor,1998,62.70486
kor,1999,63.97958
kor,2000,66.25972
kor,2001,67.12751
kor,2002,67.05225
kor,2003,66.02214
kor,2004,67.35696
kor,2005,67.80521
kor,2006,68.41823
kor,2007,68.38926
kor,2008,68.62214
kor,2009,68.02731
kor,2010,68.38869
kor,2011,68.51726
kor,2012,68.69553
kor,2013,69.09363
kor,2014,69.91924
kor,2015,70.56924
kor,2016,71.02388
kor,2017,71.67318
kor,2018,72.16202
kor,2019,73.15582
kor,2020,73.09966
kos,2002,47.98331
kos,2003,41.14366
kos,2004,37.16814
kos,2005,43.48463
kos,2006,43.96552
kos,2007,43.40491
kos,2008,39.66565
kos,2009,42.66667
kos,2012,31.8128
kos,2013,34.58578
kos,2014,34.30683
kos,2015,31.50335
kos,2016,31.40432
kos,2017,29.97385
kos,2018,27.84526
kos,2019,34.29123
kos,2020,36.97409
kwt,1965,10.00672
kwt,1970,11.41615
kwt,1975,18.03299
kwt,1980,23.57468
kwt,1983,30.49339
kwt,1985,37.36475
kwt,1988,42.86963
kwt,1995,52.02056
kwt,1996,47.30006
kwt,1997,48.102
kwt,2003,57.43376
kwt,2005,54.30299
kwt,2006,62.15005
kwt,2007,64.32616
kwt,2009,64.00869
kwt,2010,68.16827
kwt,2015,65.21739
kwt,2016,56.78998
lao,1995,97.17884
lao,2003,100.10604
lao,2005,99.2515
lao,2010,96.0411
lao,2017,80.84071
lbn,1975,20.92141
lbn,2004,29.57317
lbn,2007,31.55536
lbn,2009,31.2369
lbn,2019,41.5992
lbr,1962,52.33622
lbr,1974,35.45623
lbr,1984,68.72743
lbr,2007,89.87876
lbr,2010,90.02469
lbr,2014,87.54452
lbr,2016,87.66858
lbr,2017,63.35596
lby,1964,5.16467
lby,1973,8.38784
lby,2012,55.36241
lca,1991,61.52871
lca,1993,77.56654
lca,1994,78.11271
lca,1995,74.14013
lca,1996,74.77478
lca,1997,76.14796
lca,1998,77.27273
lca,1999,80.51948
lca,2000,82.66667
lca,2001,70.98782
lca,2003,82.80128
lca,2004,83.73983
lca,2005,79.79003
lca,2006,88.21839
lca,2007,81.01093
lca,2008,79.75955
lca,2009,81.98006
lca,2011,85.00894
lca,2012,87.53898
lca,2013,84.04664
lca,2017,84.99935
lca,2018,84.47375
lca,2019,87.81048
lie,1960,38.27874
lie,1970,50.23031
lie,1980,54.05095
lie,2000,67.40523
lie,2001,68.09474
lie,2002,68.09993
lie,2003,69.74679
lie,2004,71.16763
lie,2005,71.69043
lie,2006,71.38795
lie,2007,72.56566
lie,2008,73.25468
lie,2009,73.76245
lie,2010,74.21401
lie,2011,76.05398
lie,2012,76.01855
lie,2013,75.83959
lie,2014,76.3499
lie,2015,77.2531
lie,2016,77.47093
lie,2017,77.97357
lka,1963,28.68104
lka,1970,29.03011
lka,1971,37.80323
lka,1981,39.70981
lka,1985,46.65919
lka,1986,45.61028
lka,1990,58.16104
lka,1992,48.33682
lka,1993,49.65236
lka,1994,49.62828
lka,1995,47.8412
lka,1996,46.9242
lka,1997,46.64465
lka,1998,53.88621
lka,1999,48.59946
lka,2000,48.21618
lka,2001,48.18731
lka,2002,49.48453
lka,2003,46.31415
lka,2004,46.40567
lka,2005,45.56845
lka,2006,52.35286
lka,2007,48.52941
lka,2008,50.56826
lka,2009,49.13456
lka,2010,45.7722
lka,2011,46.22871
lka,2012,43.94505
lka,2013,47.23336
lka,2014,46.33754
lka,2015,47.92337
lka,2016,47.67427
lka,2017,49.05331
lka,2018,45.90703
lka,2019,47.16852
lso,1966,126.95848
lso,1976,45.1561
lso,1986,47.77487
lso,1996,46.97477
lso,1997,81.21388
lso,1999,85.29746
lso,2006,54.42972
lso,2008,78.77359
lso,2013,77.41587
lso,2019,82.17336
ltu,1989,80.54626
ltu,1997,77.24731
ltu,1998,76.29925
ltu,1999,80.58763
ltu,2000,82.62438
ltu,2001,81.67404
ltu,2002,80.40654
ltu,2003,82.88899
ltu,2004,80.50993
ltu,2005,80.72519
ltu,2006,81.87898
ltu,2007,81.00694
ltu,2008,81.23493
ltu,2009,83.96257
ltu,2010,84.7258
ltu,2011,83.5447
ltu,2012,84.13728
ltu,2013,82.56667
ltu,2014,82.82859
ltu,2015,83.90876
ltu,2016,84.27988
ltu,2017,84.09399
ltu,2018,83.61189
ltu,2019,84.41923
ltu,2020,83.3188
lux,1960,35.14212
lux,1966,35.34403
lux,1970,33.28409
lux,1981,46.54282
lux,1983,47.12939
lux,1984,47.25432
lux,1985,50.20126
lux,1986,49.70685
lux,1987,50.67597
lux,1988,49.77533
lux,1989,50.25469
lux,1990,49.61618
lux,1991,52.15116
lux,1992,56.86417
lux,1993,54.73623
lux,1994,56.67849
lux,1995,54.03736
lux,1996,56.62945
lux,1997,58.97634
lux,1998,59.64994
lux,1999,63.31831
lux,2000,62.60593
lux,2001,64.51515
lux,2002,65.46795
lux,2003,67.08666
lux,2004,69.9584
lux,2005,71.22003
lux,2006,81.81216
lux,2007,82.16966
lux,2008,74.92984
lux,2009,74.90991
lux,2010,75.61901
lux,2011,77.24827
lux,2012,78.98022
lux,2013,79.13463
lux,2014,80.05992
lux,2015,83.42508
lux,2016,83.24518
lux,2017,86.3765
lux,2018,87.26932
lux,2019,85.32559
lux,2020,88.31913
lva,1989,82.63674
lva,1996,73.7287
lva,1997,76.2571
lva,1998,75.71094
lva,1999,74.09442
lva,2000,75.45021
lva,2001,77.8967
lva,2002,77.67533
lva,2003,78.38754
lva,2004,77.30388
lva,2005,77.24778
lva,2006,77.28618
lva,2007,76.92976
lva,2008,79.03435
lva,2009,81.35163
lva,2010,82.90283
lva,2011,81.25862
lva,2012,81.80039
lva,2013,81.73019
lva,2014,80.34587
lva,2015,80.29673
lva,2016,81.9401
lva,2017,81.37443
lva,2018,81.61744
lva,2019,81.85828
lva,2020,81.71212
mac,1960,29.33355
mac,1990,67.32673
mac,1991,67.10964
mac,1992,65.09853
mac,1993,65.63202
mac,1994,67.86523
mac,1995,67.20659
mac,1996,69.54753
mac,1997,69.80507
mac,1998,70.56087
mac,1999,73.42932
mac,2000,75.66738
mac,2001,76.21805
mac,2002,77.70578
mac,2003,76.59942
mac,2004,78.16158
mac,2005,80.22304
mac,2006,80.01359
mac,2007,82.5
mac,2008,83.10916
mac,2009,85.16857
mac,2010,85.12311
mac,2011,86.39509
mac,2012,84.99045
mac,2013,86.12776
mac,2014,85.31696
mac,2015,85.54732
mac,2016,86.53895
mac,2017,87.23685
mac,2018,88.62434
mac,2019,89.41019
mac,2020,89.18558
mar,1960,10.05606
mar,1971,15.72036
mar,1982,21.54259
mar,1990,33.49793
mar,1994,24.37174
mar,1995,40.45346
mar,1998,29.62865
mar,1999,38.24123
mar,2000,36.89568
mar,2001,32.67454
mar,2002,32.1738
mar,2003,35.22492
mar,2004,36.60173
mar,2005,36.31634
mar,2006,36.91811
mar,2007,36.50814
mar,2008,34.99802
