geo,time,sp_pop_dpnd_ol
dnk,2019,31.37524
dnk,2020,31.7272
dom,1960,5.16929
dom,1961,5.20676
dom,1962,5.22982
dom,1963,5.23969
dom,1964,5.23748
dom,1965,5.2253
dom,1966,5.2491
dom,1967,5.25715
dom,1968,5.25405
dom,1969,5.2428
dom,1970,5.22728
dom,1971,5.24878
dom,1972,5.26035
dom,1973,5.26628
dom,1974,5.26956
dom,1975,5.27413
dom,1976,5.31655
dom,1977,5.35442
dom,1978,5.39007
dom,1979,5.42649
dom,1980,5.46628
dom,1981,5.54548
dom,1982,5.62228
dom,1983,5.69958
dom,1984,5.78003
dom,1985,5.8664
dom,1986,5.98347
dom,1987,6.09998
dom,1988,6.21671
dom,1989,6.33469
dom,1990,6.45574
dom,1991,6.6005
dom,1992,6.74194
dom,1993,6.88202
dom,1994,7.02398
dom,1995,7.16988
dom,1996,7.33758
dom,1997,7.50102
dom,1998,7.66077
dom,1999,7.81785
dom,2000,7.97359
dom,2001,8.14736
dom,2002,8.31727
dom,2003,8.47645
dom,2004,8.61542
dom,2005,8.73109
dom,2006,8.84399
dom,2007,8.93517
dom,2008,9.01673
dom,2009,9.10453
dom,2010,9.20989
dom,2011,9.3475
dom,2012,9.49773
dom,2013,9.66476
dom,2014,9.85337
dom,2015,10.06734
dom,2016,10.32645
dom,2017,10.6059
dom,2018,10.90669
dom,2019,11.22952
dom,2020,11.57521
dza,1960,6.2108
dza,1961,6.44661
dza,1962,6.72924
dza,1963,7.0088
dza,1964,7.21757
dza,1965,7.32336
dza,1966,7.38168
dza,1967,7.34479
dza,1968,7.25772
dza,1969,7.17544
dza,1970,7.12328
dza,1971,7.182
dza,1972,7.24888
dza,1973,7.3025
dza,1974,7.31479
dza,1975,7.27643
dza,1976,7.24331
dza,1977,7.16461
dza,1978,7.06068
dza,1979,6.95612
dza,1980,6.86345
dza,1981,6.82886
dza,1982,6.7974
dza,1983,6.75759
dza,1984,6.69403
dza,1985,6.60304
dza,1986,6.54816
dza,1987,6.4747
dza,1988,6.39856
dza,1989,6.33814
dza,1990,6.30347
dza,1991,6.30215
dza,1992,6.31046
dza,1993,6.32868
dza,1994,6.35762
dza,1995,6.39838
dza,1996,6.50227
dza,1997,6.62066
dza,1998,6.74979
dza,1999,6.88439
dza,2000,7.02334
dza,2001,7.1111
dza,2002,7.19798
dza,2003,7.28572
dza,2004,7.37437
dza,2005,7.46642
dza,2006,7.57484
dza,2007,7.68827
dza,2008,7.81179
dza,2009,7.95078
dza,2010,8.11199
dza,2011,8.21956
dza,2012,8.33669
dza,2013,8.48313
dza,2014,8.6862
dza,2015,8.96185
dza,2016,9.26335
dza,2017,9.62433
dza,2018,10.02144
dza,2019,10.41829
dza,2020,10.79325
ecu,1960,9.05417
ecu,1961,9.04153
ecu,1962,9.00635
ecu,1963,8.94863
ecu,1964,8.86604
ecu,1965,8.75803
ecu,1966,8.69308
ecu,1967,8.59974
ecu,1968,8.48549
ecu,1969,8.35927
ecu,1970,8.22725
ecu,1971,8.15328
ecu,1972,8.06401
ecu,1973,7.96897
ecu,1974,7.87815
ecu,1975,7.79645
ecu,1976,7.77759
ecu,1977,7.75866
ecu,1978,7.73274
ecu,1979,7.69058
ecu,1980,7.62938
ecu,1981,7.60086
ecu,1982,7.5531
ecu,1983,7.49487
ecu,1984,7.43566
ecu,1985,7.38131
ecu,1986,7.37149
ecu,1987,7.36001
ecu,1988,7.35088
ecu,1989,7.34768
ecu,1990,7.35304
ecu,1991,7.39861
ecu,1992,7.4472
ecu,1993,7.4997
ecu,1994,7.55599
ecu,1995,7.6166
ecu,1996,7.71832
ecu,1997,7.8198
ecu,1998,7.92184
ecu,1999,8.02474
ecu,2000,8.12958
ecu,2001,8.25194
ecu,2002,8.37182
ecu,2003,8.49484
ecu,2004,8.62801
ecu,2005,8.77554
ecu,2006,8.9127
ecu,2007,9.06422
ecu,2008,9.22263
ecu,2009,9.37636
ecu,2010,9.52196
ecu,2011,9.64325
ecu,2012,9.75478
ecu,2013,9.8783
ecu,2014,10.04228
ecu,2015,10.26202
ecu,2016,10.48176
ecu,2017,10.74577
ecu,2018,11.04279
ecu,2019,11.35568
ecu,2020,11.67555
egy,1960,7.02094
egy,1961,7.13859
egy,1962,7.22075
egy,1963,7.27948
egy,1964,7.33065
egy,1965,7.38391
egy,1966,7.46856
egy,1967,7.54455
egy,1968,7.61309
egy,1969,7.67318
egy,1970,7.7245
egy,1971,7.81358
egy,1972,7.88738
egy,1973,7.9469
egy,1974,7.99361
egy,1975,8.02916
egy,1976,8.08982
egy,1977,8.13502
egy,1978,8.16677
egy,1979,8.18688
egy,1980,8.19742
egy,1981,8.23003
egy,1982,8.24991
egy,1983,8.26344
egy,1984,8.27808
egy,1985,8.29825
egy,1986,8.32967
egy,1987,8.35772
egy,1988,8.38265
egy,1989,8.40365
egy,1990,8.42019
egy,1991,8.48096
egy,1992,8.52403
egy,1993,8.55154
egy,1994,8.5662
egy,1995,8.57029
egy,1996,8.58511
egy,1997,8.58125
egy,1998,8.55756
egy,1999,8.51109
egy,2000,8.44272
egy,2001,8.38624
egy,2002,8.31108
egy,2003,8.21951
egy,2004,8.11138
egy,2005,7.9906
egy,2006,7.90491
egy,2007,7.8
egy,2008,7.70285
egy,2009,7.64755
egy,2010,7.65027
egy,2011,7.74915
egy,2012,7.8875
egy,2013,8.04139
egy,2014,8.17864
egy,2015,8.28492
egy,2016,8.40839
egy,2017,8.49972
egy,2018,8.57742
egy,2019,8.66552
egy,2020,8.77682
eri,1960,5.13276
eri,1961,5.10909
eri,1962,5.06511
eri,1963,5.00758
eri,1964,4.94139
eri,1965,4.86942
eri,1966,4.88167
eri,1967,4.88301
eri,1968,4.87415
eri,1969,4.85275
eri,1970,4.81915
eri,1971,4.84329
eri,1972,4.84984
eri,1973,4.84283
eri,1974,4.82722
eri,1975,4.80755
eri,1976,4.84504
eri,1977,4.87004
eri,1978,4.88495
eri,1979,4.89132
eri,1980,4.89132
eri,1981,4.9374
eri,1982,4.96929
eri,1983,4.99119
eri,1984,5.00694
eri,1985,5.01873
eri,1986,5.10195
eri,1987,5.17402
eri,1988,5.23399
eri,1989,5.28314
eri,1990,5.32232
eri,1991,5.62667
eri,1992,5.94945
eri,1993,6.29093
eri,1994,6.64892
eri,1995,7.01819
eri,1996,7.17707
eri,1997,7.3114
eri,1998,7.42259
eri,1999,7.51459
eri,2000,7.58971
eri,2001,7.37418
eri,2002,7.15917
eri,2003,6.95587
eri,2004,6.77637
eri,2005,6.62798
eri,2006,6.7237
eri,2007,6.81361
eri,2008,6.90037
eri,2009,6.98766
eri,2010,7.07771
eri,2011,7.32723
esp,1960,12.74844
esp,1961,12.94969
esp,1962,13.12715
esp,1963,13.30208
esp,1964,13.50394
esp,1965,13.75034
esp,1966,14.0765
esp,1967,14.43334
esp,1968,14.80348
esp,1969,15.15793
esp,1970,15.47991
esp,1971,15.74356
esp,1972,15.95976
esp,1973,16.14296
esp,1974,16.31211
esp,1975,16.47814
esp,1976,16.75265
esp,1977,17.019
esp,1978,17.26378
esp,1979,17.46436
esp,1980,17.6128
esp,1981,17.76909
esp,1982,17.87505
esp,1983,17.96862
esp,1984,18.10056
esp,1985,18.3005
esp,1986,18.58758
esp,1987,18.92454
esp,1988,19.3004
esp,1989,19.69597
esp,1990,20.10121
esp,1991,20.482
esp,1992,20.85631
esp,1993,21.24099
esp,1994,21.66093
esp,1995,22.13023
esp,1996,22.56039
esp,1997,23.03339
esp,1998,23.51366
esp,1999,23.94484
esp,2000,24.29712
esp,2001,24.31952
esp,2002,24.26759
esp,2003,24.18646
esp,2004,24.13415
esp,2005,24.14468
esp,2006,24.23567
esp,2007,24.36036
esp,2008,24.53504
esp,2009,24.75908
esp,2010,25.0236
esp,2011,25.58702
esp,2012,26.18323
esp,2013,26.80478
esp,2014,27.43429
esp,2015,28.06279
esp,2016,28.51233
esp,2017,28.94272
esp,2018,29.38163
esp,2019,29.87112
esp,2020,30.44304
est,1960,15.89385
est,1961,16.08451
est,1962,16.24121
est,1963,16.37886
est,1964,16.51765
est,1965,16.67495
est,1966,16.91454
est,1967,17.15157
est,1968,17.38455
est,1969,17.60325
est,1970,17.80397
est,1971,18.07585
est,1972,18.28668
est,1973,18.45427
est,1974,18.60165
est,1975,18.74252
est,1976,18.92413
est,1977,19.09866
est,1978,19.21609
est,1979,19.19474
est,1980,18.9997
est,1981,18.78797
est,1982,18.40825
est,1983,17.95382
est,1984,17.54732
est,1985,17.25813
est,1986,17.19695
est,1987,17.21201
est,1988,17.29798
est,1989,17.4405
est,1990,17.62813
est,1991,18.24713
est,1992,18.90468
est,1993,19.56202
est,1994,20.16415
est,1995,20.67601
est,1996,21.11354
est,1997,21.44587
est,1998,21.71405
est,1999,21.98053
est,2000,22.28179
est,2001,22.82012
est,2002,23.37315
est,2003,23.89513
est,2004,24.31785
est,2005,24.60794
est,2006,24.99298
est,2007,25.26286
est,2008,25.47349
est,2009,25.7083
est,2010,26.02214
est,2011,26.50265
est,2012,27.05025
est,2013,27.65471
est,2014,28.29022
est,2015,28.9358
est,2016,29.40563
est,2017,29.95922
est,2018,30.65827
est,2019,31.46087
est,2020,32.27259
eth,1960,4.89853
eth,1961,4.89008
eth,1962,4.85546
eth,1963,4.81042
eth,1964,4.77331
eth,1965,4.75229
eth,1966,4.8278
eth,1967,4.90452
eth,1968,4.97537
eth,1969,5.03112
eth,1970,5.06817
eth,1971,5.15771
eth,1972,5.22485
eth,1973,5.27265
eth,1974,5.30432
eth,1975,5.32222
eth,1976,5.49025
eth,1977,5.66108
eth,1978,5.84098
eth,1979,6.02433
eth,1980,6.19955
eth,1981,6.19228
eth,1982,6.14681
eth,1983,6.07903
eth,1984,6.006
eth,1985,5.93494
eth,1986,6.02769
eth,1987,6.11567
eth,1988,6.18869
eth,1989,6.2348
eth,1990,6.25101
eth,1991,6.2605
eth,1992,6.23635
eth,1993,6.19448
eth,1994,6.15769
eth,1995,6.14048
eth,1996,6.1563
eth,1997,6.17813
eth,1998,6.19319
eth,1999,6.18541
eth,2000,6.14956
eth,2001,6.17743
eth,2002,6.18425
eth,2003,6.18041
eth,2004,6.17683
eth,2005,6.17796
eth,2006,6.23087
eth,2007,6.27648
eth,2008,6.31497
eth,2009,6.34784
eth,2010,6.3776
eth,2011,6.38233
eth,2012,6.38382
eth,2013,6.38061
eth,2014,6.36976
eth,2015,6.3515
eth,2016,6.33683
eth,2017,6.31152
eth,2018,6.2839
eth,2019,6.26338
eth,2020,6.25496
fin,1960,11.76909
fin,1961,11.92868
fin,1962,12.05952
fin,1963,12.17445
fin,1964,12.29167
fin,1965,12.4255
fin,1966,12.6913
fin,1967,12.96024
fin,1968,13.24012
fin,1969,13.54092
fin,1970,13.86845
fin,1971,14.2747
fin,1972,14.68596
fin,1973,15.09046
fin,1974,15.47159
fin,1975,15.81988
fin,1976,16.29944
fin,1977,16.75165
fin,1978,17.15996
fin,1979,17.49893
fin,1980,17.75808
fin,1981,17.95049
fin,1982,18.05741
fin,1983,18.12733
fin,1984,18.22675
fin,1985,18.39449
fin,1986,18.66026
fin,1987,18.97265
fin,1988,19.31436
fin,1989,19.65515
fin,1990,19.97595
fin,1991,20.32716
fin,1992,20.65641
fin,1993,20.95414
fin,1994,21.20689
fin,1995,21.40968
fin,1996,21.67283
fin,1997,21.88033
fin,1998,22.05512
fin,1999,22.22872
fin,2000,22.42246
fin,2001,22.72651
fin,2002,23.05745
fin,2003,23.4026
fin,2004,23.73682
fin,2005,24.05251
fin,2006,24.32185
fin,2007,24.55224
fin,2008,24.83223
fin,2009,25.29172
fin,2010,26.00773
fin,2011,26.95841
fin,2012,28.13566
fin,2013,29.45233
fin,2014,30.75772
fin,2015,31.95087
fin,2016,33.06703
fin,2017,34.0623
fin,2018,34.95794
fin,2019,35.80136
fin,2020,36.62609
fji,1960,4.36967
fji,1961,4.33154
fji,1962,4.31697
fji,1963,4.30926
fji,1964,4.28637
fji,1965,4.24427
fji,1966,4.23979
fji,1967,4.22353
fji,1968,4.20162
fji,1969,4.18537
fji,1970,4.17588
fji,1971,4.21683
fji,1972,4.2453
fji,1973,4.26597
fji,1974,4.2862
fji,1975,4.31371
fji,1976,4.37705
fji,1977,4.41619
fji,1978,4.42976
fji,1979,4.42411
fji,1980,4.40722
fji,1981,4.50999
fji,1982,4.61017
fji,1983,4.69676
fji,1984,4.75328
fji,1985,4.77217
fji,1986,4.8723
fji,1987,4.94084
fji,1988,4.98159
fji,1989,4.99882
fji,1990,4.99868
fji,1991,5.02904
fji,1992,5.044
fji,1993,5.04309
fji,1994,5.02931
fji,1995,5.00028
fji,1996,5.11767
fji,1997,5.23045
fji,1998,5.33793
fji,1999,5.44293
fji,2000,5.54846
fji,2001,5.66143
fji,2002,5.78303
fji,2003,5.92041
fji,2004,6.0787
fji,2005,6.26353
fji,2006,6.47941
fji,2007,6.68889
fji,2008,6.892
fji,2009,7.08789
fji,2010,7.28111
fji,2011,7.43292
fji,2012,7.54959
fji,2013,7.62731
fji,2014,7.65584
fji,2015,7.62933
fji,2016,7.89002
fji,2017,8.13459
fji,2018,8.37919
fji,2019,8.64173
fji,2020,8.92637
fra,1960,18.79579
fra,1961,18.96499
fra,1962,19.09013
fra,1963,19.19074
fra,1964,19.29577
fra,1965,19.42356
fra,1966,19.69943
fra,1967,19.96584
fra,1968,20.21638
fra,1969,20.43804
fra,1970,20.62371
fra,1971,20.90242
fra,1972,21.12435
fra,1973,21.29877
fra,1974,21.43795
fra,1975,21.54589
fra,1976,21.78425
fra,1977,22.00538
fra,1978,22.14583
fra,1979,22.11004
fra,1980,21.85891
fra,1981,21.49881
fra,1982,20.94084
fra,1983,20.32924
fra,1984,19.85899
fra,1985,19.63364
fra,1986,19.74364
fra,1987,20.05142
fra,1988,20.48221
fra,1989,20.92187
fra,1990,21.30454
fra,1991,21.75592
fra,1992,22.15989
fra,1993,22.5271
fra,1994,22.87787
fra,1995,23.22335
fra,1996,23.58396
fra,1997,23.91588
fra,1998,24.21438
fra,1999,24.47251
fra,2000,24.69012
fra,2001,24.87969
fra,2002,25.03947
fra,2003,25.16908
fra,2004,25.26305
fra,2005,25.328
fra,2006,25.40428
fra,2007,25.42835
fra,2008,25.47581
fra,2009,25.66178
fra,2010,26.05845
fra,2011,26.61713
fra,2012,27.37186
fra,2013,28.26928
fra,2014,29.19889
fra,2015,30.08153
fra,2016,30.86925
fra,2017,31.61142
fra,2018,32.30927
fra,2019,32.99229
fra,2020,33.69456
fsm,1960,6.78421
fsm,1961,6.81818
fsm,1962,6.84151
fsm,1963,6.84375
fsm,1964,6.82027
fsm,1965,6.77015
fsm,1966,6.74203
fsm,1967,6.66667
fsm,1968,6.58377
fsm,1969,6.50538
fsm,1970,6.43029
fsm,1971,6.74578
fsm,1972,7.12701
fsm,1973,7.55023
fsm,1974,8.02407
fsm,1975,8.56151
fsm,1976,8.31655
fsm,1977,8.05296
fsm,1978,7.76952
fsm,1979,7.45721
fsm,1980,7.12891
fsm,1981,7.11166
fsm,1982,7.07016
fsm,1983,7.02281
fsm,1984,6.94547
fsm,1985,6.8555
fsm,1986,6.85761
fsm,1987,6.82536
fsm,1988,6.79457
fsm,1989,6.74036
fsm,1990,6.70237
fsm,1991,6.74728
fsm,1992,6.74335
fsm,1993,6.66936
fsm,1994,6.57345
fsm,1995,6.5309
fsm,1996,6.60053
fsm,1997,6.68023
fsm,1998,6.72296
fsm,1999,6.67328
fsm,2000,6.51592
fsm,2001,6.64971
fsm,2002,6.73555
fsm,2003,6.77935
fsm,2004,6.79826
fsm,2005,6.79129
fsm,2006,6.49584
fsm,2007,6.18136
fsm,2008,5.85247
fsm,2009,5.54439
fsm,2010,5.26743
fsm,2011,5.21935
fsm,2012,5.20713
fsm,2013,5.23622
fsm,2014,5.29948
fsm,2015,5.39863
fsm,2016,5.6537
fsm,2017,5.92813
fsm,2018,6.21626
fsm,2019,6.51565
fsm,2020,6.81576
gab,1960,12.30246
gab,1961,12.37599
gab,1962,12.38963
gab,1963,12.35457
gab,1964,12.2745
gab,1965,12.15567
gab,1966,12.13461
gab,1967,12.06568
gab,1968,11.95432
gab,1969,11.80725
gab,1970,11.62701
gab,1971,11.68283
gab,1972,11.69424
gab,1973,11.66418
gab,1974,11.59176
gab,1975,11.47741
gab,1976,11.48095
gab,1977,11.43418
gab,1978,11.35187
gab,1979,11.24698
gab,1980,11.12854
gab,1981,11.1435
gab,1982,11.13153
gab,1983,11.09486
gab,1984,11.02833
gab,1985,10.93653
gab,1986,10.93642
gab,1987,10.89929
gab,1988,10.8402
gab,1989,10.77166
gab,1990,10.70509
gab,1991,10.69146
gab,1992,10.65691
gab,1993,10.60243
gab,1994,10.52559
gab,1995,10.42617
gab,1996,10.34147
gab,1997,10.22284
gab,1998,10.0736
gab,1999,9.89668
gab,2000,9.69567
gab,2001,9.49099
gab,2002,9.25281
gab,2003,8.9905
gab,2004,8.70923
gab,2005,8.41719
gab,2006,8.14183
gab,2007,7.85477
gab,2008,7.56502
gab,2009,7.27864
gab,2010,6.99742
gab,2011,6.79343
gab,2012,6.59135
gab,2013,6.39627
gab,2014,6.2121
gab,2015,6.04026
gab,2016,6.02928
gab,2017,6.01517
gab,2018,5.99881
gab,2019,5.98007
gab,2020,5.96012
gbr,1960,18.08224
gbr,1961,18.29277
gbr,1962,18.44906
gbr,1963,18.57955
gbr,1964,18.7244
gbr,1965,18.90929
gbr,1966,19.28381
gbr,1967,19.67002
gbr,1968,20.05535
gbr,1969,20.4191
gbr,1970,20.75091
gbr,1971,21.20519
gbr,1972,21.60786
gbr,1973,21.95773
gbr,1974,22.25305
gbr,1975,22.4935
gbr,1976,22.82896
gbr,1977,23.09783
gbr,1978,23.28565
gbr,1979,23.36918
gbr,1980,23.34399
gbr,1981,23.37724
gbr,1982,23.29201
gbr,1983,23.15451
gbr,1984,23.05231
gbr,1985,23.03402
gbr,1986,23.22741
gbr,1987,23.47605
gbr,1988,23.74251
gbr,1989,23.96859
gbr,1990,24.12309
gbr,1991,24.32996
gbr,1992,24.46709
gbr,1993,24.54578
gbr,1994,24.579
gbr,1995,24.57602
gbr,1996,24.60689
gbr,1997,24.59274
gbr,1998,24.5487
gbr,1999,24.48864
gbr,2000,24.42302
gbr,2001,24.42181
gbr,2002,24.39754
gbr,2003,24.36258
gbr,2004,24.32697
gbr,2005,24.30131
gbr,2006,24.38577
gbr,2007,24.46478
gbr,2008,24.58215
gbr,2009,24.79416
gbr,2010,25.13051
gbr,2011,25.60614
gbr,2012,26.17966
gbr,2013,26.80027
gbr,2014,27.3834
gbr,2015,27.87998
gbr,2016,28.26121
gbr,2017,28.54696
gbr,2018,28.77679
gbr,2019,29.01249
gbr,2020,29.2972
geo,1960,13.76997
geo,1961,13.56201
geo,1962,13.31505
geo,1963,13.05195
geo,1964,12.80157
geo,1965,12.58183
geo,1966,12.58425
geo,1967,12.59779
geo,1968,12.61154
geo,1969,12.60966
geo,1970,12.5859
geo,1971,12.76298
geo,1972,12.89309
geo,1973,12.99563
geo,1974,13.10319
geo,1975,13.23495
geo,1976,13.47039
geo,1977,13.72919
geo,1978,13.96836
geo,1979,14.12494
geo,1980,14.17444
geo,1981,14.09987
geo,1982,13.93181
geo,1983,13.72106
geo,1984,13.53132
geo,1985,13.4027
geo,1986,13.4136
geo,1987,13.44615
geo,1988,13.54252
geo,1989,13.76381
geo,1990,14.14231
geo,1991,14.85138
geo,1992,15.6188
geo,1993,16.36692
geo,1994,16.98738
geo,1995,17.4413
geo,1996,18.07265
geo,1997,18.55627
geo,1998,18.89947
geo,1999,19.17813
geo,2000,19.5226
geo,2001,20.03276
geo,2002,20.62341
geo,2003,21.20022
geo,2004,21.60978
geo,2005,21.78323
geo,2006,21.90443
geo,2007,21.77058
geo,2008,21.48232
geo,2009,21.19354
geo,2010,21.00294
geo,2011,20.95797
geo,2012,20.99312
geo,2013,21.1039
geo,2014,21.27968
geo,2015,21.51756
geo,2016,21.88346
geo,2017,22.3011
geo,2018,22.75124
geo,2019,23.20389
geo,2020,23.6389
gha,1960,4.38069
gha,1961,4.41964
gha,1962,4.44202
gha,1963,4.4532
gha,1964,4.45973
gha,1965,4.46552
gha,1966,4.56174
gha,1967,4.64744
gha,1968,4.72123
gha,1969,4.78044
gha,1970,4.82376
gha,1971,4.90151
gha,1972,4.95872
gha,1973,4.99767
gha,1974,5.0206
gha,1975,5.03052
gha,1976,5.12439
gha,1977,5.19597
gha,1978,5.24718
gha,1979,5.28032
gha,1980,5.29805
gha,1981,5.3126
gha,1982,5.31219
gha,1983,5.30128
gha,1984,5.28397
gha,1985,5.26362
gha,1986,5.2895
gha,1987,5.30466
gha,1988,5.31113
gha,1989,5.31022
gha,1990,5.30369
gha,1991,5.33065
gha,1992,5.34538
gha,1993,5.35145
gha,1994,5.35171
gha,1995,5.3484
gha,1996,5.35944
gha,1997,5.35704
gha,1998,5.34085
gha,1999,5.30967
gha,2000,5.26447
gha,2001,5.23891
gha,2002,5.19693
gha,2003,5.1427
gha,2004,5.07973
gha,2005,5.0116
gha,2006,4.99229
gha,2007,4.9628
gha,2008,4.93228
gha,2009,4.91087
gha,2010,4.90363
gha,2011,4.95089
gha,2012,5.00418
gha,2013,5.05485
gha,2014,5.09064
gha,2015,5.1081
gha,2016,5.14142
gha,2017,5.15778
gha,2018,5.17215
gha,2019,5.20228
gha,2020,5.25771
gin,1960,6.13198
gin,1961,6.11209
gin,1962,6.0587
gin,1963,5.97221
gin,1964,5.85259
gin,1965,5.70169
gin,1966,5.73186
gin,1967,5.7235
gin,1968,5.68126
gin,1969,5.612
gin,1970,5.52181
gin,1971,5.60481
gin,1972,5.65608
gin,1973,5.6803
gin,1974,5.68232
gin,1975,5.66581
gin,1976,5.81014
gin,1977,5.92943
gin,1978,6.02255
gin,1979,6.08809
gin,1980,6.12623
gin,1981,6.26105
gin,1982,6.36802
gin,1983,6.44935
gin,1984,6.50688
gin,1985,6.54265
gin,1986,6.64489
gin,1987,6.72235
gin,1988,6.77806
gin,1989,6.81354
gin,1990,6.83094
gin,1991,6.92766
gin,1992,6.99974
gin,1993,7.04878
gin,1994,7.07564
gin,1995,7.08124
gin,1996,7.08639
gin,1997,7.06007
gin,1998,7.00733
gin,1999,6.9327
gin,2000,6.83995
gin,2001,6.81017
gin,2002,6.74689
gin,2003,6.65279
gin,2004,6.53144
gin,2005,6.38604
gin,2006,6.35031
gin,2007,6.29736
gin,2008,6.22326
gin,2009,6.12156
gin,2010,5.99218
gin,2011,5.91499
gin,2012,5.81039
gin,2013,5.69775
gin,2014,5.60017
gin,2015,5.52873
gin,2016,5.50821
gin,2017,5.50067
gin,2018,5.49758
gin,2019,5.4878
gin,2020,5.46739
gmb,1960,3.93372
gmb,1961,3.96681
gmb,1962,3.97339
gmb,1963,3.95508
gmb,1964,3.91557
gmb,1965,3.86017
gmb,1966,3.90406
gmb,1967,3.92186
gmb,1968,3.9198
gmb,1969,3.89625
gmb,1970,3.85472
gmb,1971,3.92315
gmb,1972,3.96922
gmb,1973,3.99671
gmb,1974,4.00887
gmb,1975,4.00709
gmb,1976,4.08028
gmb,1977,4.13615
gmb,1978,4.17564
gmb,1979,4.19719
gmb,1980,4.20018
gmb,1981,4.24801
gmb,1982,4.27394
gmb,1983,4.29187
gmb,1984,4.31892
gmb,1985,4.35979
gmb,1986,4.38564
gmb,1987,4.40827
gmb,1988,4.42765
gmb,1989,4.43512
gmb,1990,4.43078
gmb,1991,4.53964
gmb,1992,4.62848
gmb,1993,4.7018
gmb,1994,4.76276
gmb,1995,4.81593
gmb,1996,4.90278
gmb,1997,4.97396
gmb,1998,5.02831
gmb,1999,5.06795
gmb,2000,5.09395
gmb,2001,5.1242
gmb,2002,5.1351
gmb,2003,5.13204
gmb,2004,5.12002
gmb,2005,5.10289
gmb,2006,5.1236
gmb,2007,5.12915
gmb,2008,5.12244
gmb,2009,5.1093
gmb,2010,5.0927
gmb,2011,5.10584
gmb,2012,5.10885
gmb,2013,5.0986
gmb,2014,5.06963
gmb,2015,5.02176
gmb,2016,4.98807
gmb,2017,4.93682
gmb,2018,4.87377
gmb,2019,4.80368
gmb,2020,4.72999
gnb,1960,6.24836
gnb,1961,6.35199
gnb,1962,6.45737
gnb,1963,6.54579
gnb,1964,6.58864
gnb,1965,6.57559
gnb,1966,6.61268
gnb,1967,6.60072
gnb,1968,6.56669
gnb,1969,6.54604
gnb,1970,6.55626
gnb,1971,6.68374
gnb,1972,6.81745
gnb,1973,6.9497
gnb,1974,7.07025
gnb,1975,7.17492
gnb,1976,7.37456
gnb,1977,7.51024
gnb,1978,7.56977
gnb,1979,7.5371
gnb,1980,7.39641
gnb,1981,7.44707
gnb,1982,7.45475
gnb,1983,7.41756
gnb,1984,7.33691
gnb,1985,7.21493
gnb,1986,7.17316
gnb,1987,7.0882
gnb,1988,6.96753
gnb,1989,6.82311
gnb,1990,6.66185
gnb,1991,6.59635
gnb,1992,6.50781
gnb,1993,6.39641
gnb,1994,6.25905
gnb,1995,6.09686
gnb,1996,6.05199
gnb,1997,5.98265
gnb,1998,5.89177
gnb,1999,5.7815
gnb,2000,5.65685
gnb,2001,5.58114
gnb,2002,5.48661
gnb,2003,5.38382
gnb,2004,5.28236
gnb,2005,5.18851
gnb,2006,5.16289
gnb,2007,5.13883
gnb,2008,5.10827
gnb,2009,5.06162
gnb,2010,4.99858
gnb,2011,4.98162
gnb,2012,4.94383
gnb,2013,4.90259
gnb,2014,4.88092
gnb,2015,4.88812
gnb,2016,4.97013
gnb,2017,5.0629
gnb,2018,5.14927
gnb,2019,5.20755
gnb,2020,5.22909
gnq,1960,10.02139
gnq,1961,10.06658
gnq,1962,10.0701
gnq,1963,10.0346
gnq,1964,9.944
gnq,1965,9.80158
gnq,1966,9.73971
gnq,1967,9.61838
gnq,1968,9.45629
gnq,1969,9.2714
gnq,1970,9.07158
gnq,1971,9.19433
gnq,1972,9.25381
gnq,1973,9.23962
gnq,1974,9.14269
gnq,1975,8.93701
gnq,1976,8.96904
gnq,1977,8.94643
gnq,1978,8.87712
gnq,1979,8.74622
gnq,1980,8.55788
gnq,1981,8.38998
gnq,1982,8.24922
gnq,1983,8.14905
gnq,1984,8.08631
gnq,1985,8.0727
gnq,1986,8.07323
gnq,1987,8.06561
gnq,1988,8.05145
gnq,1989,8.02523
gnq,1990,7.9944
gnq,1991,7.925
gnq,1992,7.8299
gnq,1993,7.71709
gnq,1994,7.58803
gnq,1995,7.44576
gnq,1996,7.27025
gnq,1997,7.07918
gnq,1998,6.88711
gnq,1999,6.70086
gnq,2000,6.52176
gnq,2001,6.35684
gnq,2002,6.18668
gnq,2003,6.02368
gnq,2004,5.86883
gnq,2005,5.72244
gnq,2006,5.55517
gnq,2007,5.39343
gnq,2008,5.23679
gnq,2009,5.08177
gnq,2010,4.92518
gnq,2011,4.77746
gnq,2012,4.61837
gnq,2013,4.46584
gnq,2014,4.33531
gnq,2015,4.23027
gnq,2016,4.17756
gnq,2017,4.12367
gnq,2018,4.06764
gnq,2019,3.99962
gnq,2020,3.91428
grc,1960,10.74184
grc,1961,10.95714
grc,1962,11.15641
grc,1963,11.35175
grc,1964,11.56195
grc,1965,11.79959
grc,1966,12.47126
grc,1967,13.21974
grc,1968,14.04947
grc,1969,14.96416
grc,1970,15.96644
grc,1971,16.46012
grc,1972,16.93459
grc,1973,17.38181
grc,1974,17.79735
grc,1975,18.18298
grc,1976,18.53416
grc,1977,18.86289
grc,1978,19.15208
grc,1979,19.37373
grc,1980,19.51696
grc,1981,19.58318
grc,1982,19.59797
grc,1983,19.5879
grc,1984,19.57944
grc,1985,19.58069
grc,1986,19.57484
grc,1987,19.6075
grc,1988,19.72416
grc,1989,19.9559
grc,1990,20.30653
