geo,time,ne_trd_gnfs_zs
bwa,2014,118.08853
bwa,2015,112.50167
bwa,2016,100.46467
bwa,2017,82.00927
bwa,2018,88.06343
bwa,2019,83.75463
bwa,2020,77.13947
caf,1960,57.45454
caf,1961,62.25165
caf,1962,62.29507
caf,1963,63.7224
caf,1964,69.25286
caf,1965,64.76964
caf,1966,70.87629
caf,1967,73.20097
caf,1968,73.94352
caf,1969,64.93312
caf,1970,73.50085
caf,1971,67.2227
caf,1972,58.74789
caf,1973,65.10493
caf,1974,71.07294
caf,1975,61.05032
caf,1976,51.51348
caf,1977,59.5293
caf,1978,57.30608
caf,1979,57.56551
caf,1980,66.30233
caf,1981,58.44319
caf,1982,56.40226
caf,1983,60.76526
caf,1984,58.89567
caf,1985,53.64449
caf,1986,46.80906
caf,1987,46.39443
caf,1988,42.79863
caf,1989,46.76705
caf,1990,42.94298
caf,1991,43.70932
caf,1992,43.22908
caf,1993,39.98862
caf,1994,48.41803
caf,1995,50.47589
caf,1996,47.08441
caf,1997,55.81851
caf,1998,51.04953
caf,1999,43.21234
caf,2000,45.65978
caf,2001,39.7305
caf,2002,36.10856
caf,2003,36.23123
caf,2004,33.24395
caf,2005,35.07094
caf,2006,36.39587
caf,2007,37.5809
caf,2008,34.43752
caf,2009,31.49425
caf,2010,34.43048
caf,2011,34.47562
caf,2012,33.05945
caf,2013,38.39929
caf,2014,53.09509
caf,2015,53.14515
caf,2016,50.53064
caf,2017,57.14355
caf,2018,65.86365
caf,2019,52.2016
caf,2020,52.2016
can,1961,35.90078
can,1962,35.60279
can,1963,35.41836
can,1964,37.09608
can,1965,36.9854
can,1966,38.40815
can,1967,39.23639
can,1968,40.85157
can,1969,42.02169
can,1970,41.63208
can,1971,40.82405
can,1972,41.9901
can,1973,44.43751
can,1974,48.24652
can,1975,46.01016
can,1976,44.41449
can,1977,45.91256
can,1978,49.0091
can,1979,52.41406
can,1980,53.49763
can,1981,52.27813
can,1982,46.78558
can,1983,46.88974
can,1984,52.67543
can,1985,53.04904
can,1986,53.28573
can,1987,51.08073
can,1988,51.57087
can,1989,50.25769
can,1990,50.17511
can,1991,49.40086
can,1992,52.91605
can,1993,58.44082
can,1994,64.59259
can,1995,69.28235
can,1996,70.49052
can,1997,74.33661
can,1998,78.08119
can,1999,80.11503
can,2000,82.76536
can,2001,78.34422
can,2002,75.70703
can,2003,69.84009
can,2004,70.19242
can,2005,69.75913
can,2006,68.05216
can,2007,66.28342
can,2008,67.02361
can,2009,58.47439
can,2010,60.20812
can,2011,62.49874
can,2012,62.59555
can,2013,62.23107
can,2014,64.37866
can,2015,66.1649
can,2016,65.36368
can,2017,65.10106
can,2018,66.44772
can,2019,65.41236
can,2020,60.78253
che,1980,94.65868
che,1981,95.74266
che,1982,87.93267
che,1983,86.92032
che,1984,91.50556
che,1985,92.7084
che,1986,86.8086
che,1987,80.8606
che,1988,83.24616
che,1989,88.20069
che,1990,82.31823
che,1991,78.01137
che,1992,78.63897
che,1993,77.38663
che,1994,75.90039
che,1995,76.01869
che,1996,78.47517
che,1997,88.12971
che,1998,87.74002
che,1999,89.11854
che,2000,97.13516
che,2001,95.13096
che,2002,90.65901
che,2003,89.12786
che,2004,93.94055
che,2005,100.46073
che,2006,104.607
che,2007,111.55456
che,2008,115.13675
che,2009,107.7253
che,2010,117.88349
che,2011,123.09434
che,2012,124.07018
che,2013,130.89164
che,2014,116.29075
che,2015,113.12225
che,2016,119.72817
che,2017,119.27004
che,2018,119.97664
che,2019,119.21554
che,2020,115.8894
chl,1960,28.88949
chl,1961,26.9292
chl,1962,24.14915
chl,1963,27.06722
chl,1964,25.47596
chl,1965,25.93151
chl,1966,27.74484
chl,1967,26.95417
chl,1968,26.79749
chl,1969,30.14407
chl,1970,28.32511
chl,1971,22.88063
chl,1972,22.72134
chl,1973,28.68984
chl,1974,38.83658
chl,1975,50.68444
chl,1976,44.24854
chl,1977,41.74891
chl,1978,43.47639
chl,1979,47.67603
chl,1980,48.12003
chl,1981,41.75941
chl,1982,39.86521
chl,1983,44.82004
chl,1984,47.2618
chl,1985,50.58383
chl,1986,52.05371
chl,1987,54.19304
chl,1988,58.45454
chl,1989,62.97292
chl,1990,61.74569
chl,1991,58.09429
chl,1992,56.25405
chl,1993,53.60906
chl,1994,53.21503
chl,1995,54.96715
chl,1996,54.76797
chl,1997,54.94661
chl,1998,54.32116
chl,1999,55.34727
chl,2000,59.31582
chl,2001,63.14313
chl,2002,63.39373
chl,2003,66.31629
chl,2004,69.73366
chl,2005,71.61676
chl,2006,73.09865
chl,2007,76.40742
chl,2008,80.78977
chl,2009,66.3372
chl,2010,69.06372
chl,2011,72.20567
chl,2012,68.27185
chl,2013,64.97348
chl,2014,65.27259
chl,2015,58.97228
chl,2016,55.68804
chl,2017,55.65402
chl,2018,57.32162
chl,2019,56.87446
chl,2020,57.84184
chn,1960,8.7341
chn,1961,7.36022
chn,1962,6.96094
chn,1963,6.86534
chn,1964,6.6331
chn,1965,6.82814
chn,1966,6.7295
chn,1967,6.25348
chn,1968,6.22097
chn,1969,5.45306
chn,1970,4.95241
chn,1971,4.92084
chn,1972,5.75537
chn,1973,8.00015
chn,1974,10.33349
chn,1975,9.5542
chn,1976,8.83691
chn,1977,8.38462
chn,1978,9.65014
chn,1979,11.08658
chn,1980,12.42485
chn,1981,14.89718
chn,1982,19.69297
chn,1983,17.9211
chn,1984,19.03261
chn,1985,20.71286
chn,1986,19.88148
chn,1987,24.85767
chn,1988,30.06477
chn,1989,25.1057
chn,1990,24.27313
chn,1991,25.94972
chn,1992,30.14572
chn,1993,36.05608
chn,1994,35.76981
chn,1995,34.2741
chn,1996,33.81475
chn,1997,34.53302
chn,1998,32.4247
chn,1999,33.52457
chn,2000,39.41054
chn,2001,38.52736
chn,2002,42.7474
chn,2003,51.80399
chn,2004,59.50552
chn,2005,62.20789
chn,2006,64.47888
chn,2007,62.19336
chn,2008,57.61272
chn,2009,45.18487
chn,2010,50.71708
chn,2011,50.7409
chn,2012,48.26752
chn,2013,46.74438
chn,2014,44.90522
chn,2015,39.46417
chn,2016,36.89442
chn,2017,37.63241
chn,2018,37.56578
chn,2019,35.8901
chn,2020,34.50689
civ,1960,57.14407
civ,1961,63.39606
civ,1962,60.13955
civ,1963,57.45532
civ,1964,60.6088
civ,1965,66.94763
civ,1966,65.10335
civ,1967,65.01501
civ,1968,68.69484
civ,1969,63.83159
civ,1970,64.87696
civ,1971,60.63732
civ,1972,62.51877
civ,1973,68.98587
civ,1974,84.07307
civ,1975,73.31337
civ,1976,77.98922
civ,1977,78.9566
civ,1978,73.9567
civ,1979,72.26593
civ,1980,76.18029
civ,1981,77.4592
civ,1982,75.75002
civ,1983,72.68018
civ,1984,77.1032
civ,1985,79.17251
civ,1986,69.67736
civ,1987,63.05025
civ,1988,58.37827
civ,1989,61.08854
civ,1990,58.8015
civ,1991,56.99782
civ,1992,60.02507
civ,1993,55.34852
civ,1994,69.83666
civ,1995,76.20234
civ,1996,52.80429
civ,1997,54.00629
civ,1998,53.65383
civ,1999,55.89356
civ,2000,54.96399
civ,2001,53.1141
civ,2002,55.90195
civ,2003,53.26006
civ,2004,58.1183
civ,2005,62.82094
civ,2006,63.69038
civ,2007,61.43094
civ,2008,61.94062
civ,2009,66.6729
civ,2010,67.47294
civ,2011,64.7159
civ,2012,70.30109
civ,2013,58.35268
civ,2014,53.68042
civ,2015,52.71578
civ,2016,47.5156
civ,2017,48.54078
civ,2018,46.06749
civ,2019,46.40091
civ,2020,42.01533
cmr,1965,48.02004
cmr,1966,44.57197
cmr,1967,43.20452
cmr,1968,46.75676
cmr,1969,46.24256
cmr,1970,50.87995
cmr,1971,50.17613
cmr,1972,46.47762
cmr,1973,44.69089
cmr,1974,48.23801
cmr,1975,48.22799
cmr,1976,50.00722
cmr,1977,52.86571
cmr,1978,51.77723
cmr,1979,49.32094
cmr,1980,55.01614
cmr,1981,50.28118
cmr,1982,62.12539
cmr,1983,59.70119
cmr,1984,64.47202
cmr,1985,65.02459
cmr,1986,46.00581
cmr,1987,37.3203
cmr,1988,31.99461
cmr,1989,38.47648
cmr,1990,37.49645
cmr,1991,34.63878
cmr,1992,38.86259
cmr,1993,26.15884
cmr,1994,36.96112
cmr,1995,36.68227
cmr,1996,45.11561
cmr,1997,48.46964
cmr,1998,42.29465
cmr,1999,37.23838
cmr,2000,47.92794
cmr,2001,51.57227
cmr,2002,48.48172
cmr,2003,40.24319
cmr,2004,41.83774
cmr,2005,44.99768
cmr,2006,47.10443
cmr,2007,53.21569
cmr,2008,56.92442
cmr,2009,42.17611
cmr,2010,47.23859
cmr,2011,51.52199
cmr,2012,50.03601
cmr,2013,49.67454
cmr,2014,50.83239
cmr,2015,45.54015
cmr,2016,40.63863
cmr,2017,39.19902
cmr,2018,40.5876
cmr,2019,43.37851
cmr,2020,33.26117
cod,1994,42.51672
cod,1995,52.20853
cod,1996,60.31626
cod,1997,33.75
cod,1998,62.67931
cod,1999,41.17766
cod,2000,27.0144
cod,2001,25.04194
cod,2002,29.31685
cod,2003,54.03136
cod,2004,49.33641
cod,2005,52.3146
cod,2006,47.96326
cod,2007,80.14206
cod,2008,83.77229
cod,2009,62.94688
cod,2010,90.74761
cod,2011,85.19814
cod,2012,68.35171
cod,2013,77.46595
cod,2014,78.69015
cod,2015,61.25435
cod,2016,71.64764
cod,2017,65.08319
cod,2018,71.81071
cod,2019,56.62016
cod,2020,58.49134
cog,1960,106.06049
cog,1961,103.12076
cog,1962,93.44131
cog,1963,94.32042
cog,1964,94.60161
cog,1965,89.09463
cog,1966,80.99631
cog,1967,86.3014
cog,1968,87.62058
cog,1969,88.96957
cog,1970,92.49997
cog,1971,85.23109
cog,1972,80.09663
cog,1973,74.99999
cog,1974,112.70392
cog,1975,99.63504
cog,1976,106.9329
cog,1977,110.85095
cog,1978,104.79052
cog,1979,96.03922
cog,1980,120.14428
cog,1981,134.11482
cog,1982,123.77465
cog,1983,109.70971
cog,1984,107.25091
cog,1985,112.79357
cog,1986,93.50223
cog,1987,80.35519
cog,1988,81.04704
cog,1989,83.35301
cog,1990,70.81935
cog,1991,69.68454
cog,1992,57.14071
cog,1993,74.17619
cog,1994,132.73625
cog,1995,128.3125
cog,1996,128.40766
cog,1997,135.75818
cog,1998,148.90166
cog,1999,131.39419
cog,2000,123.90988
cog,2001,130.73248
cog,2002,135.45607
cog,2003,156.86178
cog,2004,131.3682
cog,2005,119.55289
cog,2006,125.60076
cog,2007,148.58663
cog,2008,133.10849
cog,2009,135.55237
cog,2010,124.06475
cog,2011,124.59174
cog,2012,97.44444
cog,2013,93.00286
cog,2014,104.23493
cog,2015,122.69362
cog,2016,130.77773
cog,2017,113.22632
cog,2018,120.03576
cog,2019,126.95561
cog,2020,110.06698
col,1960,30.45201
col,1961,26.82115
col,1962,24.45082
col,1963,24.33325
col,1964,24.60912
col,1965,21.844
col,1966,24.32831
col,1967,21.55401
col,1968,24.58446
col,1969,25.54865
col,1970,27.82523
col,1971,27.98327
col,1972,26.05293
col,1973,27.58842
col,1974,30.17054
col,1975,29.82884
col,1976,30.94125
col,1977,30.06442
col,1978,30.42451
col,1979,28.6616
col,1980,31.81499
col,1981,27.26938
col,1982,26.10377
col,1983,23.69982
col,1984,24.34875
col,1985,26.3331
col,1986,30.83064
col,1987,29.86555
col,1988,30.1428
col,1989,31.82162
col,1990,34.77781
col,1991,33.52992
col,1992,33.61159
col,1993,36.17747
col,1994,35.91754
col,1995,35.49723
col,1996,36.04411
col,1997,35.59707
col,1998,35.90892
col,1999,36.14928
col,2000,32.66709
col,2001,33.90111
col,2002,32.98264
col,2003,36.51618
col,2004,35.86343
col,2005,37.4227
col,2006,39.64136
col,2007,37.0989
col,2008,39.16765
col,2009,35.15613
col,2010,34.2646
col,2011,39.47042
col,2012,38.83515
col,2013,37.98665
col,2014,37.48747
col,2015,38.36076
col,2016,36.20265
col,2017,35.28291
col,2018,36.53475
col,2019,37.52133
col,2020,33.65365
com,1980,35.75618
com,1981,35.75552
com,1982,35.75729
com,1983,35.75733
com,1984,35.75659
com,1985,35.75769
com,1986,35.75662
com,1987,35.75682
com,1988,35.75653
com,1989,35.75776
com,1990,35.75703
com,1991,35.75721
com,1992,35.75736
com,1993,35.75695
com,1994,35.75728
com,1995,35.75724
com,1996,35.75782
com,1997,35.75704
com,1998,35.75725
com,1999,35.75716
com,2000,35.75748
com,2001,35.75723
com,2002,35.75712
com,2003,35.75696
com,2004,35.75706
com,2005,35.75741
com,2006,35.75727
com,2007,33.15618
com,2008,36.21853
com,2009,37.89692
com,2010,39.55014
com,2011,40.001
com,2012,40.81042
com,2013,39.2433
com,2014,39.23582
com,2015,37.80495
com,2016,37.13288
com,2017,40.16436
com,2018,42.99615
com,2019,42.30355
com,2020,33.40288
cpv,1980,84.05058
cpv,1981,92.16439
cpv,1982,102.11592
cpv,1983,102.43677
cpv,1984,100.47345
cpv,1985,101.82129
cpv,1986,93.05252
cpv,1987,83.83262
cpv,1988,76.20162
cpv,1989,81.43779
cpv,1990,85.95158
cpv,1991,80.95397
cpv,1992,83.93989
cpv,1993,60.30643
cpv,1994,71.56344
cpv,1995,77.51555
cpv,1996,75.48997
cpv,1997,85.97935
cpv,1998,81.88141
cpv,1999,80.96902
cpv,2000,87.52061
cpv,2001,92.16372
cpv,2002,101.0897
cpv,2003,98.76838
cpv,2004,101.56717
cpv,2005,104.34384
cpv,2006,117.8167
cpv,2007,102.22424
cpv,2008,99.98437
cpv,2009,88.03724
cpv,2010,94.43835
cpv,2011,99.84915
cpv,2012,100.27714
cpv,2013,95.33909
cpv,2014,101.04644
cpv,2015,104.06609
cpv,2016,104.19186
cpv,2017,113.30317
cpv,2018,116.95107
cpv,2019,115.90716
cpv,2020,84.69274
cri,1960,47.26097
cri,1961,45.91881
cri,1962,48.77298
cri,1963,49.21567
cri,1964,52.98763
cri,1965,55.75156
cri,1966,55.55452
cri,1967,56.10177
cri,1968,60.22198
cri,1969,58.54862
cri,1970,62.41398
cri,1971,63.8994
cri,1972,66.8322
cri,1973,67.67299
cri,1974,81.26395
cri,1975,68.60979
cri,1976,63.81967
cri,1977,67.20368
cri,1978,64.21264
cri,1979,64.11619
cri,1980,63.2969
cri,1981,91.44454
cri,1982,87.24877
cri,1983,72.82011
cri,1984,68.35353
cri,1985,63.19934
cri,1986,61.83621
cri,1987,67.3988
cri,1988,69.83549
cri,1989,73.58296
cri,1990,75.28516
cri,1991,71.43968
cri,1992,76.09624
cri,1993,79.35234
cri,1994,77.99731
cri,1995,79.77437
cri,1996,84.05716
cri,1997,87.6132
cri,1998,92.03802
cri,1999,87.53861
cri,2000,86.52492
cri,2001,80.85276
cri,2002,80.41394
cri,2003,83.32771
cri,2004,85.25648
cri,2005,89.22266
cri,2006,89.81455
cri,2007,86.4566
cri,2008,86.40151
cri,2009,69.75932
cri,2010,67.51209
cri,2011,68.63915
cri,2012,67.04854
cri,2013,64.06641
cri,2014,65.19124
cri,2015,60.75356
cri,2016,62.17848
cri,2017,65.07195
cri,2018,66.94534
cri,2019,66.13693
cri,2020,61.32835
cub,1970,76.80654
cub,1971,76.80865
cub,1972,76.8095
cub,1973,76.8018
cub,1974,76.78569
cub,1975,76.82704
cub,1976,76.81922
cub,1977,76.81373
cub,1978,76.76333
cub,1979,76.70515
cub,1980,77.03379
cub,1981,76.78009
cub,1982,76.78628
cub,1983,76.51135
cub,1984,76.41423
cub,1985,78.67702
cub,1986,75.5116
cub,1987,76.81718
cub,1988,75.13671
cub,1989,75.92863
cub,1990,71.11449
cub,1991,50.99612
cub,1992,35.14687
cub,1993,28.91583
cub,1994,27.7759
cub,1995,29.30842
cub,1996,32.62533
cub,1997,32.7542
cub,1998,32.50463
cub,1999,31.86893
cub,2000,31.07599
cub,2001,29.3611
cub,2002,24.72931
cub,2003,26.58713
cub,2004,31.31142
cub,2005,39.36137
cub,2006,37.18801
cub,2007,37.96761
cub,2008,44.91722
cub,2009,32.91398
cub,2010,40.29194
cub,2011,46.96043
cub,2012,45.8662
cub,2013,44.3239
cub,2014,39.2742
cub,2015,31.61374
cub,2016,27.26934
cub,2017,26.22275
cub,2018,27.08346
cub,2019,22.82071
cub,2020,15.68299
cym,2017,117.43658
cym,2018,117.28152
cym,2019,114.96122
cym,2020,106.67883
cyp,1975,92.17899
cyp,1976,112.36898
cyp,1977,115.57551
cyp,1978,105.25173
cyp,1979,108.44712
cyp,1980,108.32566
cyp,1981,113.57306
cyp,1982,115.16246
cyp,1983,114.38374
cyp,1984,121.75863
cyp,1985,107.56982
cyp,1986,93.45993
cyp,1987,97.55646
cyp,1988,101.58324
cyp,1989,111.33413
cyp,1990,108.60821
cyp,1991,104.1799
cyp,1992,110.09701
cyp,1993,95.41638
cyp,1994,95.77615
cyp,1995,134.39057
cyp,1996,140.84893
cyp,1997,139.76294
cyp,1998,134.90975
cyp,1999,131.20932
cyp,2000,137.49494
cyp,2001,131.84909
cyp,2002,123.64134
cyp,2003,114.00467
cyp,2004,113.90361
cyp,2005,111.91707
cyp,2006,109.80633
cyp,2007,111.27495
cyp,2008,112.92572
cyp,2009,102.79086
cyp,2010,109.10108
cyp,2011,110.81705
cyp,2012,112.5376
cyp,2013,121.14016
cyp,2014,131.11578
cyp,2015,137.5872
cyp,2016,139.38285
cyp,2017,148.36276
cyp,2018,148.84718
cyp,2019,150.97432
cyp,2020,154.58274
cze,1990,63.49702
cze,1991,71.27154
cze,1992,78.51227
cze,1993,78.75055
cze,1994,75.33183
cze,1995,83.48706
cze,1996,81.0975
cze,1997,84.63991
cze,1998,84.41583
cze,1999,85.99923
cze,2000,98.04634
cze,2001,99.01246
cze,2002,91.33465
cze,2003,94.97353
cze,2004,113.48896
cze,2005,121.29796
cze,2006,127.02838
cze,2007,129.77902
cze,2008,123.7425
cze,2009,112.79724
cze,2010,128.02891
cze,2011,137.86282
cze,2012,146.52886
cze,2013,146.42242
cze,2014,157.57498
cze,2015,155.17566
cze,2016,150.58627
cze,2017,150.53265
cze,2018,147.9785
cze,2019,141.79918
cze,2020,135.15228
deu,1970,31.71071
deu,1971,30.84376
deu,1972,30.73271
deu,1973,31.70322
deu,1974,36.95292
deu,1975,35.90685
deu,1976,38.37014
deu,1977,38.10396
deu,1978,37.18059
deu,1979,39.22457
deu,1980,41.85407
deu,1981,44.18312
deu,1982,44.38786
deu,1983,43.57557
deu,1984,46.24266
deu,1985,47.91535
deu,1986,42.94463
deu,1987,41.68947
deu,1988,42.52652
deu,1989,45.21592
deu,1990,45.86359
deu,1991,47.81738
deu,1992,44.89084
deu,1993,40.57674
deu,1994,42.05788
deu,1995,43.58163
deu,1996,45.00562
deu,1997,49.64266
deu,1998,51.58497
deu,1999,53.36585
deu,2000,61.52606
deu,2001,62.06284
deu,2002,60.93489
deu,2003,61.84932
deu,2004,66.2262
deu,2005,70.91871
deu,2006,77.44973
deu,2007,79.87442
deu,2008,81.5248
deu,2009,71.22871
deu,2010,79.86862
deu,2011,85.20612
deu,2012,86.51405
deu,2013,85.07888
deu,2014,84.62009
deu,2015,86.24622
deu,2016,84.76965
deu,2017,87.2372
deu,2018,88.43441
deu,2019,87.59967
deu,2020,81.10855
dji,2013,347.99653
dji,2014,299.36789
dji,2015,264.10293
dji,2016,209.98726
dji,2017,304.32873
dji,2018,288.2167
dji,2019,296.13878
dji,2020,293.77512
dma,2009,84.32639
dma,2010,89.13322
dma,2011,90.43075
dma,2012,84.00079
dma,2013,87.72484
dma,2014,117.5393
dma,2015,107.78772
dma,2016,101.78234
dma,2017,102.96674
dma,2018,107.7663
dnk,1966,57.6554
dnk,1967,55.54583
dnk,1968,55.32777
dnk,1969,55.51081
dnk,1970,57.13474
dnk,1971,55.67438
dnk,1972,53.2211
dnk,1973,57.83992
dnk,1974,64.66119
dnk,1975,59.70021
dnk,1976,61.00741
dnk,1977,60.28256
dnk,1978,57.05268
dnk,1979,60.84788
dnk,1980,65.45595
dnk,1981,70.74465
dnk,1982,70.83869
dnk,1983,69.63306
dnk,1984,70.90859
dnk,1985,72.08728
dnk,1986,64.7973
dnk,1987,61.35286
dnk,1988,63.75528
dnk,1989,67.04487
dnk,1990,67.2902
dnk,1991,69.14653
dnk,1992,67.00197
dnk,1993,65.60493
dnk,1994,67.78046
dnk,1995,68.5146
dnk,1996,68.47127
dnk,1997,71.16846
dnk,1998,71.29912
dnk,1999,72.6972
dnk,2000,82.98395
dnk,2001,83.96858
dnk,2002,84.55697
dnk,2003,80.88171
dnk,2004,82.20777
dnk,2005,89.39974
dnk,2006,97.36674
dnk,2007,100.06785
dnk,2008,104.82823
dnk,2009,89.75504
dnk,2010,94.09998
dnk,2011,101.2458
dnk,2012,103.24097
dnk,2013,103.05014
dnk,2014,102.26392
dnk,2015,104.04823
dnk,2016,100.16883
dnk,2017,102.97939
dnk,2018,106.975
dnk,2019,110.6068
dnk,2020,103.31225
dom,1960,44.40811
dom,1961,39.59638
dom,1962,48.05242
dom,1963,46.70494
dom,1964,47.72816
dom,1965,36.57246
dom,1966,41.68107
dom,1967,43.09045
dom,1968,45.1302
dom,1969,44.59163
dom,1970,45.88269
dom,1971,45.71555
dom,1972,45.91966
dom,1973,49.53496
dom,1974,60.59158
dom,1975,61.11393
dom,1976,51.47062
dom,1977,49.35199
dom,1978,48.11278
dom,1979,53.79393
dom,1980,54.41493
dom,1981,50.61522
dom,1982,41.07498
dom,1983,41.34119
dom,1984,51.7435
dom,1985,56.99711
dom,1986,49.42608
dom,1987,58.05647
dom,1988,71.35253
dom,1989,69.47268
dom,1990,69.19841
dom,1991,83.09107
dom,1992,80.4648
dom,1993,78.0029
dom,1994,77.15791
dom,1995,73.89796
dom,1996,72.64249
dom,1997,74.23324
dom,1998,75.9113
dom,1999,76.30275
dom,2000,79.30039
dom,2001,70.51057
dom,2002,68.72328
dom,2003,84.4495
dom,2004,81.35142
dom,2005,61.65356
dom,2006,63.76648
dom,2007,61.94723
dom,2008,61.39205
dom,2009,50.61228
dom,2010,55.99994
dom,2011,58.98967
dom,2012,58.38867
dom,2013,56.68176
dom,2014,55.49642
dom,2015,52.17108
dom,2016,51.58597
dom,2017,50.22509
dom,2018,52.05597
dom,2019,51.01114
dom,2020,44.29366
dza,1960,106.1868
dza,1961,113.74833
dza,1962,40.61252
dza,1963,61.5102
dza,1964,54.52382
dza,1965,48.43702
dza,1966,50.63977
dza,1967,45.06619
dza,1968,47.32289
dza,1969,51.85953
dza,1970,51.2254
dza,1971,46.1063
dza,1972,46.17643
dza,1973,57.09343
dza,1974,74.23882
dza,1975,76.65454
dza,1976,70.17326
dza,1977,72.32688
dza,1978,65.70457
dza,1979,64.01405
dza,1980,64.67692
dza,1981,65.46499
dza,1982,59.92293
dza,1983,53.74412
dza,1984,53.17638
dza,1985,50.32612
dza,1986,36.02671
dza,1987,32.68458
dza,1988,38.11159
dza,1989,47.15332
dza,1990,48.38071
dza,1991,52.71759
dza,1992,49.18908
dza,1993,44.92281
dza,1994,48.58444
dza,1995,55.19101
dza,1996,53.70515
dza,1997,52.24391
dza,1998,45.09445
dza,1999,50.92911
dza,2000,62.85834
dza,2001,58.70616
dza,2002,61.13417
dza,2003,62.12477
dza,2004,65.70142
dza,2005,71.2786
dza,2006,70.73001
dza,2007,71.93813
dza,2008,76.68452
dza,2009,71.32433
dza,2010,69.86666
dza,2011,67.4743
dza,2012,65.40498
dza,2013,63.61082
dza,2014,62.41432
dza,2015,59.69513
dza,2016,55.92567
dza,2017,55.3214
dza,2018,58.06549
dza,2019,51.84171
dza,2020,45.84199
ecu,1960,19.91165
ecu,1961,19.10916
ecu,1962,21.03589
ecu,1963,19.1903
ecu,1964,19.04451
ecu,1965,19.27014
ecu,1966,21.60007
ecu,1967,22.13878
ecu,1968,24.96037
ecu,1969,20.6053
ecu,1970,22.45125
ecu,1971,27.27051
ecu,1972,27.95799
ecu,1973,34.53763
ecu,1974,41.40437
ecu,1975,35.40505
ecu,1976,34.0139
ecu,1977,34.44221
ecu,1978,33.29583
ecu,1979,36.07958
ecu,1980,35.02501
ecu,1981,29.91527
ecu,1982,32.41295
ecu,1983,30.87602
ecu,1984,33.0583
ecu,1985,35.71731
ecu,1986,33.1106
ecu,1987,37.73072
ecu,1988,42.6623
ecu,1989,45.11298
ecu,1990,44.59491
ecu,1991,45.19664
ecu,1992,44.80654
ecu,1993,43.17122
ecu,1994,43.77775
ecu,1995,45.91127
ecu,1996,44.2157
ecu,1997,45.01719
ecu,1998,43.39511
ecu,1999,49.20125
ecu,2000,59.4647
ecu,2001,50.74506
ecu,2002,49.37655
ecu,2003,47.24163
ecu,2004,50.66524
ecu,2005,56.09983
ecu,2006,59.70978
ecu,2007,62.58714
ecu,2008,68.05695
ecu,2009,52.10485
ecu,2010,60.30324
ecu,2011,64.49024
ecu,2012,61.75111
ecu,2013,59.60616
ecu,2014,57.70817
ecu,2015,45.24388
ecu,2016,38.52134
ecu,2017,42.42172
ecu,2018,46.36213
ecu,2019,46.07682
ecu,2020,43.28602
egy,1960,41.6917
egy,1961,37.38819
egy,1962,34.57085
egy,1963,41.34578
egy,1964,43.27228
egy,1965,37.2633
egy,1966,36.81757
egy,1967,35.93972
egy,1968,29.26349
egy,1969,29.9859
egy,1970,30.66279
egy,1971,31.02468
egy,1972,30.08535
egy,1973,31.69627
egy,1974,51.66483
egy,1975,53.71424
egy,1976,45.08546
egy,1977,52.95192
egy,1978,53.83938
egy,1979,69.46426
egy,1980,73.38304
egy,1981,74.45958
egy,1982,64.202
egy,1983,57.14286
egy,1984,52.53165
egy,1985,46.1126
egy,1986,36.05442
egy,1987,35.33981
egy,1988,52.5974
egy,1989,50.12987
egy,1990,52.92276
egy,1991,62.84444
egy,1992,59.30985
egy,1993,55.92784
egy,1994,50.62857
egy,1995,50.2451
egy,1996,46.94856
egy,1997,43.73825
egy,1998,41.92763
egy,1999,38.36151
egy,2000,39.01794
egy,2001,39.81043
egy,2002,40.98707
egy,2003,46.17964
egy,2004,57.81991
egy,2005,62.95265
egy,2006,61.51854
egy,2007,65.07787
egy,2008,71.68063
egy,2009,56.55344
egy,2010,47.93635
egy,2011,45.25563
egy,2012,40.71177
egy,2013,40.37304
egy,2014,36.92019
egy,2015,34.84594
egy,2016,30.24655
egy,2017,45.1268
egy,2018,48.27827
egy,2019,43.24045
egy,2020,33.75918
eri,1992,56.37719
eri,1993,102.06
eri,1994,110.88178
eri,1995,105.32263
eri,1996,116.61752
eri,1997,115.41478
eri,1998,94.92757
eri,1999,96.25924
eri,2000,67.88136
eri,2001,72.06271
eri,2002,76.59016
eri,2003,74.00782
eri,2004,65.57091
eri,2005,61.10603
eri,2006,45.26085
eri,2007,34.55956
eri,2008,30.56095
eri,2009,27.97214
eri,2010,37.47147
eri,2011,47.39379
esp,1970,25.82151
esp,1971,25.89432
esp,1972,27.18072
esp,1973,28.10709
esp,1974,31.69547
esp,1975,29.08596
esp,1976,30.0775
esp,1977,29.16358
esp,1978,27.72521
esp,1979,27.836
esp,1980,31.56061
esp,1981,35.38019
esp,1982,36.52843
esp,1983,39.76852
esp,1984,41.54143
esp,1985,40.86663
esp,1986,35.34734
esp,1987,36.31996
esp,1988,36.71348
esp,1989,37.38418
esp,1990,35.61073
esp,1991,35.47854
esp,1992,35.97784
esp,1993,36.94989
esp,1994,41.64448
esp,1995,44.77537
esp,1996,46.24522
esp,1997,51.16626
esp,1998,52.66145
esp,1999,54.63647
esp,2000,60.08233
esp,2001,57.99716
esp,2002,55.09918
esp,2003,53.46369
esp,2004,54.52418
esp,2005,54.7623
esp,2006,56.17713
esp,2007,57.7476
esp,2008,55.98333
esp,2009,46.99487
esp,2010,52.92824
esp,2011,58.79317
esp,2012,60.84537
esp,2013,61.9963
esp,2014,63.86561
esp,2015,64.21264
