geo,time,en_atm_co2e_kt
arg,2010,168140
arg,2011,177260
arg,2012,178530
arg,2013,184000
arg,2014,179910
arg,2015,186090
arg,2016,184280
arg,2017,180120
arg,2018,177410
arm,1990,19850
arm,1991,20690
arm,1992,10890
arm,1993,5040
arm,1994,2740
arm,1995,3510
arm,1996,2570
arm,1997,3340
arm,1998,3470
arm,1999,3110
arm,2000,3560
arm,2001,3600
arm,2002,3120
arm,2003,3500
arm,2004,3760
arm,2005,4460
arm,2006,4490
arm,2007,5200
arm,2008,5690
arm,2009,4510
arm,2010,4340
arm,2011,4940
arm,2012,5720
arm,2013,5500
arm,2014,5480
arm,2015,5340
arm,2016,5070
arm,2017,5320
arm,2018,5550
atg,1990,210
atg,1991,220
atg,1992,290
atg,1993,250
atg,1994,250
atg,1995,270
atg,1996,280
atg,1997,300
atg,1998,330
atg,1999,330
atg,2000,330
atg,2001,350
atg,2002,390
atg,2003,410
atg,2004,400
atg,2005,410
atg,2006,440
atg,2007,460
atg,2008,480
atg,2009,1390
atg,2010,490
atg,2011,510
atg,2012,720
atg,2013,470
atg,2014,480
atg,2015,490
atg,2016,500
atg,2017,500
atg,2018,530
aus,1990,263600
aus,1991,264710
aus,1992,268360
aus,1993,272360
aus,1994,278670
aus,1995,289010
aus,1996,299590
aus,1997,306770
aus,1998,327660
aus,1999,333040
aus,2000,338810
aus,2001,344960
aus,2002,352890
aus,2003,351990
aus,2004,365270
aus,2005,369510
aus,2006,375060
aus,2007,385370
aus,2008,388500
aus,2009,394950
aus,2010,387350
aus,2011,385770
aus,2012,385770
aus,2013,379270
aus,2014,369880
aus,2015,375970
aus,2016,383960
aus,2017,387200
aus,2018,386620
aut,1990,58270
aut,1991,62420
aut,1992,57670
aut,1993,57800
aut,1994,58290
aut,1995,61180
aut,1996,64900
aut,1997,64220
aut,1998,64670
aut,1999,63050
aut,2000,63530
aut,2001,67910
aut,2002,69370
aut,2003,74460
aut,2004,75800
aut,2005,76240
aut,2006,74100
aut,2007,71240
aut,2008,70730
aut,2009,64420
aut,2010,69960
aut,2011,68270
aut,2012,65110
aut,2013,65750
aut,2014,61990
aut,2015,63150
aut,2016,63390
aut,2017,65830
aut,2018,63180
aze,1990,57520
aze,1991,67030
aze,1992,44620
aze,1993,53520
aze,1994,47580
aze,1995,45770
aze,1996,40380
aze,1997,39470
aze,1998,39390
aze,1999,38780
aze,2000,40010
aze,2001,38720
aze,2002,38130
aze,2003,34340
aze,2004,34090
aze,2005,36650
aze,2006,34170
aze,2007,27510
aze,2008,29580
aze,2009,25140
aze,2010,24150
aze,2011,28560
aze,2012,30760
aze,2013,31390
aze,2014,32630
aze,2015,32170
aze,2016,32660
aze,2017,31970
aze,2018,32020
bdi,1990,190
bdi,1991,230
bdi,1992,200
bdi,1993,210
bdi,1994,210
bdi,1995,220
bdi,1996,220
bdi,1997,230
bdi,1998,230
bdi,1999,230
bdi,2000,260
bdi,2001,210
bdi,2002,220
bdi,2003,170
bdi,2004,160
bdi,2005,160
bdi,2006,190
bdi,2007,190
bdi,2008,200
bdi,2009,200
bdi,2010,320
bdi,2011,370
bdi,2012,390
bdi,2013,410
bdi,2014,390
bdi,2015,410
bdi,2016,460
bdi,2017,570
bdi,2018,590
bel,1990,109310
bel,1991,113960
bel,1992,112330
bel,1993,110110
bel,1994,114900
bel,1995,114570
bel,1996,119450
bel,1997,116640
bel,1998,119410
bel,1999,115510
bel,2000,117280
bel,2001,118340
bel,2002,110850
bel,2003,115500
bel,2004,114020
bel,2005,110610
bel,2006,108650
bel,2007,104590
bel,2008,106930
bel,2009,99670
bel,2010,106470
bel,2011,95570
bel,2012,94960
bel,2013,96610
bel,2014,90160
bel,2015,95200
bel,2016,94320
bel,2017,92770
bel,2018,93470
ben,1990,380
ben,1991,330
ben,1992,360
ben,1993,420
ben,1994,400
ben,1995,460
ben,1996,1050
ben,1997,1240
ben,1998,1300
ben,1999,1420
ben,2000,1530
ben,2001,1840
ben,2002,2120
ben,2003,2380
ben,2004,2530
ben,2005,2780
ben,2006,3830
ben,2007,4390
ben,2008,4350
ben,2009,4700
ben,2010,5080
ben,2011,4980
ben,2012,4740
ben,2013,5020
ben,2014,5510
ben,2015,5990
ben,2016,7230
ben,2017,7360
ben,2018,7910
bfa,1990,590
bfa,1991,600
bfa,1992,610
bfa,1993,620
bfa,1994,620
bfa,1995,640
bfa,1996,720
bfa,1997,820
bfa,1998,880
bfa,1999,930
bfa,2000,1050
bfa,2001,1020
bfa,2002,1020
bfa,2003,1100
bfa,2004,1130
bfa,2005,1150
bfa,2006,1400
bfa,2007,1680
bfa,2008,1910
bfa,2009,1930
bfa,2010,2090
bfa,2011,2200
bfa,2012,2710
bfa,2013,2970
bfa,2014,3020
bfa,2015,3400
bfa,2016,3500
bfa,2017,4070
bfa,2018,4270
bgd,1990,11520
bgd,1991,10830
bgd,1992,11820
bgd,1993,12570
bgd,1994,13540
bgd,1995,16550
bgd,1996,16820
bgd,1997,18970
bgd,1998,19250
bgd,1999,20110
bgd,2000,21650
bgd,2001,25780
bgd,2002,27430
bgd,2003,28630
bgd,2004,30530
bgd,2005,32710
bgd,2006,35900
bgd,2007,37990
bgd,2008,41580
bgd,2009,44750
bgd,2010,50580
bgd,2011,54420
bgd,2012,57990
bgd,2013,60580
bgd,2014,63800
bgd,2015,71690
bgd,2016,73740
bgd,2017,78710
bgd,2018,82760
bgr,1990,73560
bgr,1991,58610
bgr,1992,55130
bgr,1993,55670
bgr,1994,53520
bgr,1995,54690
bgr,1996,55060
bgr,1997,53370
bgr,1998,50590
bgr,1999,44300
bgr,2000,43330
bgr,2001,46180
bgr,2002,43630
bgr,2003,47890
bgr,2004,47180
bgr,2005,47880
bgr,2006,48970
bgr,2007,52620
bgr,2008,50030
bgr,2009,42970
bgr,2010,44850
bgr,2011,49670
bgr,2012,45120
bgr,2013,39820
bgr,2014,42230
bgr,2015,44690
bgr,2016,41740
bgr,2017,44040
bgr,2018,41130
bhr,1990,10740
bhr,1991,10350
bhr,1992,12270
bhr,1993,13070
bhr,1994,13370
bhr,1995,13540
bhr,1996,14170
bhr,1997,14420
bhr,1998,15510
bhr,1999,15450
bhr,2000,15880
bhr,2001,16390
bhr,2002,17220
bhr,2003,17960
bhr,2004,17930
bhr,2005,20700
bhr,2006,22500
bhr,2007,23010
bhr,2008,24770
bhr,2009,24730
bhr,2010,25980
bhr,2011,26030
bhr,2012,26570
bhr,2013,28760
bhr,2014,30220
bhr,2015,30600
bhr,2016,30200
bhr,2017,30380
bhr,2018,30750
bhs,1990,1780
bhs,1991,1880
bhs,1992,2530
bhs,1993,2100
bhs,1994,2040
bhs,1995,2080
bhs,1996,1970
bhs,1997,1770
bhs,1998,2270
bhs,1999,2230
bhs,2000,2140
bhs,2001,2130
bhs,2002,2280
bhs,2003,2250
bhs,2004,2160
bhs,2005,2020
bhs,2006,2020
bhs,2007,2070
bhs,2008,2110
bhs,2009,6020
bhs,2010,2080
bhs,2011,2420
bhs,2012,3640
bhs,2013,3110
bhs,2014,2620
bhs,2015,2370
bhs,2016,2190
bhs,2017,2150
bhs,2018,2260
bih,1990,23970
bih,1991,21440
bih,1992,15970
bih,1993,13400
bih,1994,3160
bih,1995,3370
bih,1996,4190
bih,1997,8490
bih,1998,10760
bih,1999,10520
bih,2000,13950
bih,2001,13760
bih,2002,14560
bih,2003,14860
bih,2004,15570
bih,2005,16230
bih,2006,17910
bih,2007,18890
bih,2008,20760
bih,2009,20590
bih,2010,20840
bih,2011,23740
bih,2012,21960
bih,2013,21850
bih,2014,19490
bih,2015,19610
bih,2016,22340
bih,2017,22650
bih,2018,22540
blr,1990,99850
blr,1991,96240
blr,1992,87780
blr,1993,76240
blr,1994,64670
blr,1995,57530
blr,1996,58480
blr,1997,59050
blr,1998,57230
blr,1999,54980
blr,2000,52990
blr,2001,51740
blr,2002,51770
blr,2003,52550
blr,2004,55770
blr,2005,56480
blr,2006,58810
blr,2007,57350
blr,2008,60270
blr,2009,57200
blr,2010,61470
blr,2011,58350
blr,2012,59790
blr,2013,59930
blr,2014,59470
blr,2015,54890
blr,2016,55210
blr,2017,56240
blr,2018,59310
blz,1990,330
blz,1991,430
blz,1992,500
blz,1993,460
blz,1994,450
blz,1995,460
blz,1996,360
blz,1997,460
blz,1998,450
blz,1999,410
blz,2000,450
blz,2001,530
blz,2002,520
blz,2003,510
blz,2004,440
blz,2005,470
blz,2006,510
blz,2007,530
blz,2008,500
blz,2009,1460
blz,2010,560
blz,2011,640
blz,2012,690
blz,2013,500
blz,2014,490
blz,2015,660
blz,2016,650
blz,2017,650
blz,2018,680
bol,1990,5680
bol,1991,5770
bol,1992,6820
bol,1993,7820
bol,1994,9040
bol,1995,8320
bol,1996,8120
bol,1997,8280
bol,1998,8610
bol,1999,7960
bol,2000,8000
bol,2001,7890
bol,2002,8230
bol,2003,9110
bol,2004,9420
bol,2005,10070
bol,2006,11160
bol,2007,12040
bol,2008,13020
bol,2009,13870
bol,2010,15040
bol,2011,16450
bol,2012,17250
bol,2013,18560
bol,2014,20170
bol,2015,20410
bol,2016,21610
bol,2017,22250
bol,2018,22710
bra,1990,198260
bra,1991,205180
bra,1992,208660
bra,1993,215180
bra,1994,222720
bra,1995,241500
bra,1996,262900
bra,1997,281510
bra,1998,290760
bra,1999,300620
bra,2000,312670
bra,2001,319560
bra,2002,317280
bra,2003,309350
bra,2004,326760
bra,2005,330510
bra,2006,333980
bra,2007,351520
bra,2008,372160
bra,2009,350830
bra,2010,397730
bra,2011,417120
bra,2012,451760
bra,2013,482860
bra,2014,506780
bra,2015,479970
bra,2016,441910
bra,2017,449840
bra,2018,427710
brb,1990,980
brb,1991,980
brb,1992,1180
brb,1993,990
brb,1994,1030
brb,1995,1070
brb,1996,1070
brb,1997,1170
brb,1998,1270
brb,1999,1300
brb,2000,1240
brb,2001,1320
brb,2002,1370
brb,2003,1380
brb,2004,1360
brb,2005,1420
brb,2006,1470
brb,2007,1480
brb,2008,1780
brb,2009,4620
brb,2010,1590
brb,2011,1670
brb,2012,2210
brb,2013,1480
brb,2014,1290
brb,2015,1290
brb,2016,1310
brb,2017,1200
brb,2018,1250
brn,1990,3920
brn,1991,3380
brn,1992,3590
brn,1993,3870
brn,1994,4140
brn,1995,4500
brn,1996,4710
brn,1997,5090
brn,1998,4310
brn,1999,4190
brn,2000,4430
brn,2001,4310
brn,2002,4360
brn,2003,5250
brn,2004,4920
brn,2005,4820
brn,2006,7220
brn,2007,6840
brn,2008,7220
brn,2009,7430
brn,2010,6860
brn,2011,7010
brn,2012,7130
brn,2013,7020
brn,2014,6970
brn,2015,5980
brn,2016,6410
brn,2017,6710
brn,2018,7140
btn,1990,130
btn,1991,170
btn,1992,200
btn,1993,170
btn,1994,190
btn,1995,230
btn,1996,280
btn,1997,370
btn,1998,360
btn,1999,360
btn,2000,370
btn,2001,360
btn,2002,400
btn,2003,360
btn,2004,310
btn,2005,410
btn,2006,400
btn,2007,390
btn,2008,400
btn,2009,370
btn,2010,470
btn,2011,670
btn,2012,760
btn,2013,850
btn,2014,940
btn,2015,960
btn,2016,1230
btn,2017,1330
btn,2018,1380
bwa,1990,2810
bwa,1991,2740
bwa,1992,3300
bwa,1993,3250
bwa,1994,3080
bwa,1995,3190
bwa,1996,2920
bwa,1997,3070
bwa,1998,3680
bwa,1999,3860
bwa,2000,4030
bwa,2001,3870
bwa,2002,4030
bwa,2003,3920
bwa,2004,3970
bwa,2005,4280
bwa,2006,4090
bwa,2007,4320
bwa,2008,4390
bwa,2009,4090
bwa,2010,3370
bwa,2011,4000
bwa,2012,5130
bwa,2013,5560
bwa,2014,7130
bwa,2015,7210
bwa,2016,7120
bwa,2017,7870
bwa,2018,8210
caf,1990,160
caf,1991,150
caf,1992,150
caf,1993,160
caf,1994,160
caf,1995,160
caf,1996,170
caf,1997,170
caf,1998,230
caf,1999,240
caf,2000,240
caf,2001,250
caf,2002,250
caf,2003,240
caf,2004,240
caf,2005,240
caf,2006,260
caf,2007,260
caf,2008,260
caf,2009,260
caf,2010,270
caf,2011,290
caf,2012,300
caf,2013,300
caf,2014,300
caf,2015,310
caf,2016,310
caf,2017,310
caf,2018,330
can,1990,419120
can,1991,412930
can,1992,426000
can,1993,422680
can,1994,438820
can,1995,449500
can,1996,463160
can,1997,478530
can,1998,486760
can,1999,495140
can,2000,515000
can,2001,506940
can,2002,525470
can,2003,545360
can,2004,537250
can,2005,549970
can,2006,541070
can,2007,571310
can,2008,550200
can,2009,520800
can,2010,535030
can,2011,547720
can,2012,547140
can,2013,556350
can,2014,561830
can,2015,558800
can,2016,550480
can,2017,562260
can,2018,574400
che,1990,43330
che,1991,45670
che,1992,45700
che,1993,43450
che,1994,42590
che,1995,43440
che,1996,44010
che,1997,42750
che,1998,44250
che,1999,44530
che,2000,43710
che,2001,45160
che,2002,43570
che,2003,44840
che,2004,45280
che,2005,45850
che,2006,45480
che,2007,43540
che,2008,44960
che,2009,43670
che,2010,45210
che,2011,41190
che,2012,42470
che,2013,43480
che,2014,39730
che,2015,39030
che,2016,39610
che,2017,38620
che,2018,37480
chl,1990,30410
chl,1991,29560
chl,1992,31490
chl,1993,32300
chl,1994,35380
chl,1995,38250
chl,1996,44060
chl,1997,50560
chl,1998,51410
chl,1999,53770
chl,2000,49820
chl,2001,47870
chl,2002,48690
chl,2003,49910
chl,2004,54730
chl,2005,55720
chl,2006,57050
chl,2007,64740
chl,2008,68250
chl,2009,65370
chl,2010,69720
chl,2011,76470
chl,2012,78490
chl,2013,82940
chl,2014,76390
chl,2015,81970
chl,2016,86160
chl,2017,87040
chl,2018,86620
chn,1990,2173360
chn,1991,2302190
chn,1992,2418180
chn,1993,2643530
chn,1994,2763900
chn,1995,3084870
chn,1996,3064880
chn,1997,3128650
chn,1998,3232120
chn,1999,3149200
chn,2000,3344090
chn,2001,3526750
chn,2002,3808330
chn,2003,4413300
chn,2004,5121830
chn,2005,5819120
chn,2006,6431910
chn,2007,6988210
chn,2008,7195010
chn,2009,7715110
chn,2010,8470570
chn,2011,9278250
chn,2012,9533210
chn,2013,9936680
chn,2014,9894940
chn,2015,9830430
chn,2016,9814310
chn,2017,10017770
chn,2018,10313460
civ,1990,2710
civ,1991,2790
civ,1992,2770
civ,1993,2960
civ,1994,3090
civ,1995,3260
civ,1996,3880
civ,1997,4790
civ,1998,4830
civ,1999,6690
civ,2000,6330
civ,2001,6260
civ,2002,6380
civ,2003,5150
civ,2004,5420
civ,2005,5810
civ,2006,5630
civ,2007,5550
civ,2008,6360
civ,2009,5930
civ,2010,6220
civ,2011,5990
civ,2012,7890
civ,2013,8460
civ,2014,8960
civ,2015,9560
civ,2016,9320
civ,2017,10380
civ,2018,9910
cmr,1990,2900
cmr,1991,2650
cmr,1992,2530
cmr,1993,6660
cmr,1994,7290
cmr,1995,7110
cmr,1996,6340
cmr,1997,6590
cmr,1998,6760
cmr,1999,6520
cmr,2000,6700
cmr,2001,6330
cmr,2002,6220
cmr,2003,6100
cmr,2004,6540
cmr,2005,6610
cmr,2006,6950
cmr,2007,8120
cmr,2008,8210
cmr,2009,8790
cmr,2010,8990
cmr,2011,7970
cmr,2012,7060
cmr,2013,7370
cmr,2014,7750
cmr,2015,8010
cmr,2016,8550
cmr,2017,8320
cmr,2018,8620
cod,1990,3180
cod,1991,1740
cod,1992,1480
cod,1993,1430
cod,1994,1280
cod,1995,1240
cod,1996,1250
cod,1997,1200
cod,1998,1330
cod,1999,1320
cod,2000,920
cod,2001,790
cod,2002,880
cod,2003,1070
cod,2004,1170
cod,2005,1490
cod,2006,1600
cod,2007,1750
cod,2008,1870
cod,2009,1920
cod,2010,2060
cod,2011,2520
cod,2012,2430
cod,2013,3650
cod,2014,4790
cod,2015,2890
cod,2016,2060
cod,2017,2280
cod,2018,2200
cog,1990,840
cog,1991,3080
cog,1992,3010
cog,1993,2990
cog,1994,2780
cog,1995,2930
cog,1996,2800
cog,1997,3340
cog,1998,3230
cog,1999,2950
cog,2000,2860
cog,2001,2990
cog,2002,2800
cog,2003,2940
cog,2004,2860
cog,2005,4820
cog,2006,4950
cog,2007,5130
cog,2008,5410
cog,2009,5440
cog,2010,4980
cog,2011,4860
cog,2012,4750
cog,2013,4000
cog,2014,4080
cog,2015,3440
cog,2016,3350
cog,2017,3220
cog,2018,3220
col,1990,48860
col,1991,50580
col,1992,53210
col,1993,55780
col,1994,56430
col,1995,59060
col,1996,58850
col,1997,63590
col,1998,64090
col,1999,55870
col,2000,58220
col,2001,58560
col,2002,56430
col,2003,56020
col,2004,56220
col,2005,57910
col,2006,57720
col,2007,59190
col,2008,60000
col,2009,62960
col,2010,64680
col,2011,69910
col,2012,70290
col,2013,77790
col,2014,79820
col,2015,81030
col,2016,83760
col,2017,76060
col,2018,79490
com,1990,70
com,1991,70
com,1992,70
com,1993,70
com,1994,70
com,1995,80
com,1996,80
com,1997,80
com,1998,90
com,1999,90
com,2000,100
com,2001,110
com,2002,110
com,2003,140
com,2004,150
com,2005,140
com,2006,150
com,2007,120
com,2008,120
com,2009,130
com,2010,160
com,2011,150
com,2012,150
com,2013,180
com,2014,160
com,2015,180
com,2016,200
com,2017,250
com,2018,260
cpv,1990,100
cpv,1991,100
cpv,1992,110
cpv,1993,110
cpv,1994,110
cpv,1995,120
cpv,1996,140
cpv,1997,150
cpv,1998,160
cpv,1999,190
cpv,2000,220
cpv,2001,250
cpv,2002,280
cpv,2003,310
cpv,2004,340
cpv,2005,440
cpv,2006,500
cpv,2007,460
cpv,2008,480
cpv,2009,510
cpv,2010,540
cpv,2011,570
cpv,2012,530
cpv,2013,510
cpv,2014,500
cpv,2015,500
cpv,2016,550
cpv,2017,590
cpv,2018,620
cri,1990,2870
cri,1991,3060
cri,1992,4150
cri,1993,4180
cri,1994,4850
cri,1995,4810
cri,1996,4530
cri,1997,4490
cri,1998,5020
cri,1999,5040
cri,2000,4950
cri,2001,5420
cri,2002,5520
cri,2003,5800
cri,2004,5940
cri,2005,6270
cri,2006,6560
cri,2007,7600
cri,2008,7520
cri,2009,7200
cri,2010,7110
cri,2011,7430
cri,2012,7450
cri,2013,7780
cri,2014,7830
cri,2015,7540
cri,2016,8080
cri,2017,8180
cri,2018,8260
cub,1990,35410
cub,1991,27430
cub,1992,22090
cub,1993,20090
cub,1994,21610
cub,1995,23080
cub,1996,25030
cub,1997,27400
cub,1998,26950
cub,1999,27830
cub,2000,28200
cub,2001,27190
cub,2002,25960
cub,2003,25230
cub,2004,24970
cub,2005,25860
cub,2006,26300
cub,2007,27200
cub,2008,26310
cub,2009,27100
cub,2010,30260
cub,2011,28540
cub,2012,28850
cub,2013,27350
cub,2014,26880
cub,2015,27490
cub,2016,28450
cub,2017,25650
cub,2018,24970
cyp,1990,4560
cyp,1991,5070
cyp,1992,5430
cyp,1993,5690
cyp,1994,5930
cyp,1995,5800
cyp,1996,6160
cyp,1997,6250
cyp,1998,6550
cyp,1999,6810
cyp,2000,7070
cyp,2001,6930
cyp,2002,7110
cyp,2003,7770
cyp,2004,7710
cyp,2005,7870
cyp,2006,7940
cyp,2007,8240
cyp,2008,8400
cyp,2009,8180
cyp,2010,7820
cyp,2011,7550
cyp,2012,7020
cyp,2013,6380
cyp,2014,6750
cyp,2015,6780
cyp,2016,7150
cyp,2017,7300
cyp,2018,7230
cze,1990,150200
cze,1991,136900
cze,1992,134140
cze,1993,130980
cze,1994,124710
cze,1995,125180
cze,1996,126740
cze,1997,124790
cze,1998,118920
cze,1999,111950
cze,2000,123170
cze,2001,122720
cze,2002,118530
cze,2003,122770
cze,2004,123440
cze,2005,120000
cze,2006,120600
cze,2007,123630
cze,2008,118310
cze,2009,111170
cze,2010,113930
cze,2011,110980
cze,2012,107170
cze,2013,102720
cze,2014,99750
cze,2015,100980
cze,2016,102860
cze,2017,103420
cze,2018,102480
deu,1990,955310
deu,1991,932370
deu,1992,892750
deu,1993,887010
deu,1994,875810
deu,1995,873090
deu,1996,902750
deu,1997,870900
deu,1998,863140
deu,1999,833350
deu,2000,830080
deu,2001,847500
deu,2002,833180
deu,2003,836550
deu,2004,820830
deu,2005,802170
deu,2006,814160
deu,2007,783600
deu,2008,789550
deu,2009,734660
deu,2010,772920
deu,2011,746380
deu,2012,760020
deu,2013,777630
deu,2014,737490
deu,2015,742310
deu,2016,747150
deu,2017,732200
deu,2018,709540
dji,1990,330
dji,1991,340
dji,1992,340
dji,1993,340
dji,1994,330
dji,1995,330
dji,1996,340
dji,1997,350
dji,1998,350
dji,1999,350
dji,2000,370
dji,2001,380
dji,2002,400
dji,2003,410
dji,2004,400
dji,2005,430
dji,2006,430
dji,2007,470
dji,2008,470
dji,2009,460
dji,2010,520
dji,2011,480
dji,2012,510
dji,2013,560
dji,2014,460
dji,2015,540
dji,2016,490
dji,2017,470
dji,2018,490
dma,1990,60
dma,1991,60
dma,1992,80
dma,1993,80
dma,1994,80
dma,1995,100
dma,1996,80
dma,1997,100
dma,1998,110
dma,1999,110
dma,2000,130
dma,2001,150
dma,2002,120
dma,2003,140
dma,2004,160
dma,2005,160
dma,2006,170
dma,2007,180
dma,2008,180
dma,2009,500
dma,2010,180
dma,2011,170
dma,2012,250
dma,2013,170
dma,2014,180
dma,2015,180
dma,2016,180
dma,2017,170
dma,2018,180
dnk,1990,52080
dnk,1991,62730
dnk,1992,57010
dnk,1993,59290
dnk,1994,63190
dnk,1995,59920
dnk,1996,73300
dnk,1997,63720
dnk,1998,59740
dnk,1999,56960
dnk,2000,52710
dnk,2001,53850
dnk,2002,53980
dnk,2003,59340
dnk,2004,53890
dnk,2005,50270
dnk,2006,58210
dnk,2007,53400
dnk,2008,50120
dnk,2009,47890
dnk,2010,48180
dnk,2011,43090
dnk,2012,38210
dnk,2013,39980
dnk,2014,35760
dnk,2015,33600
dnk,2016,35380
dnk,2017,33330
dnk,2018,33380
dom,1990,7860
dom,1991,8230
dom,1992,9620
dom,1993,9520
dom,1994,11140
dom,1995,11850
dom,1996,12730
dom,1997,14500
dom,1998,16610
dom,1999,17790
dom,2000,18660
dom,2001,18970
dom,2002,20870
dom,2003,18720
dom,2004,17250
dom,2005,18660
dom,2006,20320
dom,2007,20580
dom,2008,20540
dom,2009,19630
dom,2010,20640
dom,2011,20870
dom,2012,21640
dom,2013,21250
dom,2014,21320
dom,2015,23450
dom,2016,24460
dom,2017,23390
dom,2018,25120
dza,1990,67890
dza,1991,66940
dza,1992,66160
dza,1993,73470
dza,1994,71550
dza,1995,73050
dza,1996,71410
dza,1997,72830
dza,1998,74540
dza,1999,77540
dza,2000,78590
dza,2001,74770
dza,2002,80410
dza,2003,83840
dza,2004,84890
dza,2005,88990
dza,2006,93750
dza,2007,100520
dza,2008,103990
dza,2009,112770
dza,2010,113140
dza,2011,118140
dza,2012,126640
dza,2013,129910
dza,2014,138810
dza,2015,145970
dza,2016,143350
dza,2017,145100
dza,2018,151670
ecu,1990,15600
ecu,1991,16160
ecu,1992,17210
ecu,1993,16140
ecu,1994,17030
ecu,1995,19780
ecu,1996,22490
ecu,1997,23550
ecu,1998,23380
ecu,1999,20720
ecu,2000,21370
ecu,2001,23420
ecu,2002,23590
ecu,2003,23960
ecu,2004,25420
ecu,2005,27150
ecu,2006,29110
ecu,2007,29580
ecu,2008,30280
ecu,2009,32430
ecu,2010,34650
ecu,2011,35500
ecu,2012,36630
ecu,2013,39430
ecu,2014,41200
ecu,2015,40720
ecu,2016,39010
ecu,2017,37760
ecu,2018,39530
egy,1990,86820
egy,1991,89390
egy,1992,92300
egy,1993,91830
egy,1994,86430
egy,1995,91870
egy,1996,96770
egy,1997,103960
egy,1998,109270
egy,1999,114670
egy,2000,112860
egy,2001,125010
egy,2002,127740
egy,2003,131240
egy,2004,142690
egy,2005,160590
egy,2006,169130
egy,2007,182230
egy,2008,189120
egy,2009,195490
egy,2010,196500
egy,2011,201610
egy,2012,212410
egy,2013,210430
egy,2014,216650
egy,2015,225950
egy,2016,233960
egy,2017,238690
egy,2018,246260
eri,1990,0
eri,1991,0
eri,1992,440
eri,1993,630
eri,1994,730
eri,1995,800
eri,1996,870
eri,1997,830
eri,1998,610
eri,1999,650
eri,2000,640
eri,2001,700
eri,2002,680
eri,2003,690
eri,2004,680
eri,2005,600
eri,2006,520
eri,2007,510
eri,2008,450
eri,2009,470
eri,2010,500
eri,2011,580
eri,2012,630
eri,2013,650
eri,2014,680
eri,2015,650
eri,2016,660
eri,2017,720
eri,2018,800
esp,1990,215020
esp,1991,222210
esp,1992,232480
esp,1993,218110
esp,1994,228460
esp,1995,240580
esp,1996,230100
esp,1997,248610
esp,1998,256220
esp,1999,278310
esp,2000,293310
esp,2001,294790
esp,2002,312750
esp,2003,318660
esp,2004,335560
esp,2005,350500
esp,2006,341780
esp,2007,354680
esp,2008,324160
esp,2009,287490
esp,2010,273250
esp,2011,274400
esp,2012,269270
esp,2013,242800
esp,2014,240960
esp,2015,256280
esp,2016,247030
esp,2017,263440
esp,2018,258340
est,1990,35020
