geo,time,en_atm_co2e_kt
mar,2018,66680
mda,1990,30530
mda,1991,24600
mda,1992,20320
mda,1993,17410
mda,1994,14140
mda,1995,12140
mda,1996,10400
mda,1997,9580
mda,1998,8650
mda,1999,7350
mda,2000,6710
mda,2001,7020
mda,2002,7180
mda,2003,7770
mda,2004,7780
mda,2005,8180
mda,2006,7980
mda,2007,8140
mda,2008,8150
mda,2009,7640
mda,2010,8300
mda,2011,8350
mda,2012,8140
mda,2013,7180
mda,2014,7710
mda,2015,8020
mda,2016,8140
mda,2017,8160
mda,2018,8590
mdg,1990,890
mdg,1991,950
mdg,1992,960
mdg,1993,1000
mdg,1994,1210
mdg,1995,1370
mdg,1996,1310
mdg,1997,1420
mdg,1998,1630
mdg,1999,1670
mdg,2000,1650
mdg,2001,1670
mdg,2002,1120
mdg,2003,1550
mdg,2004,1650
mdg,2005,1710
mdg,2006,1640
mdg,2007,1720
mdg,2008,1780
mdg,2009,1690
mdg,2010,1870
mdg,2011,2190
mdg,2012,2740
mdg,2013,2930
mdg,2014,3050
mdg,2015,3320
mdg,2016,3220
mdg,2017,3500
mdg,2018,3370
mdv,1990,160
mdv,1991,160
mdv,1992,230
mdv,1993,200
mdv,1994,200
mdv,1995,260
mdv,1996,280
mdv,1997,340
mdv,1998,310
mdv,1999,430
mdv,2000,460
mdv,2001,480
mdv,2002,610
mdv,2003,530
mdv,2004,740
mdv,2005,710
mdv,2006,870
mdv,2007,870
mdv,2008,870
mdv,2009,910
mdv,2010,960
mdv,2011,1010
mdv,2012,1140
mdv,2013,1130
mdv,2014,1360
mdv,2015,1350
mdv,2016,1750
mdv,2017,1820
mdv,2018,1910
mex,1990,267700
mex,1991,286100
mex,1992,289760
mex,1993,300830
mex,1994,325980
mex,1995,306520
mex,1996,326080
mex,1997,349230
mex,1998,373120
mex,1999,360470
mex,2000,384480
mex,2001,382760
mex,2002,388740
mex,2003,407000
mex,2004,414190
mex,2005,432390
mex,2006,449710
mex,2007,462410
mex,2008,477410
mex,2009,461760
mex,2010,468940
mex,2011,480960
mex,2012,480710
mex,2013,469860
mex,2014,458320
mex,2015,472590
mex,2016,479250
mex,2017,471810
mex,2018,472140
mhl,1990,0
mhl,1991,0
mhl,1992,80
mhl,1993,90
mhl,1994,90
mhl,1995,90
mhl,1996,90
mhl,1997,90
mhl,1998,100
mhl,1999,100
mhl,2000,100
mhl,2001,110
mhl,2002,120
mhl,2003,110
mhl,2004,130
mhl,2005,140
mhl,2006,140
mhl,2007,140
mhl,2008,130
mhl,2009,140
mhl,2010,140
mhl,2011,140
mhl,2012,140
mhl,2013,140
mhl,2014,150
mhl,2015,150
mhl,2016,180
mhl,2017,180
mhl,2018,190
mkd,1990,8590
mkd,1991,8380
mkd,1992,8590
mkd,1993,8890
mkd,1994,8590
mkd,1995,8570
mkd,1996,10110
mkd,1997,9040
mkd,1998,9880
mkd,1999,9140
mkd,2000,8820
mkd,2001,8990
mkd,2002,8430
mkd,2003,9210
mkd,2004,8920
mkd,2005,9360
mkd,2006,9370
mkd,2007,9810
mkd,2008,9580
mkd,2009,8960
mkd,2010,8730
mkd,2011,9640
mkd,2012,9130
mkd,2013,8240
mkd,2014,7780
mkd,2015,7480
mkd,2016,7390
mkd,2017,7860
mkd,2018,7370
mli,1990,420
mli,1991,430
mli,1992,450
mli,1993,460
mli,1994,470
mli,1995,470
mli,1996,490
mli,1997,530
mli,1998,770
mli,1999,800
mli,2000,1410
mli,2001,1610
mli,2002,1400
mli,2003,1400
mli,2004,1480
mli,2005,1650
mli,2006,1890
mli,2007,2070
mli,2008,2090
mli,2009,2510
mli,2010,2780
mli,2011,3120
mli,2012,3110
mli,2013,3050
mli,2014,3120
mli,2015,3410
mli,2016,4420
mli,2017,5050
mli,2018,5620
mlt,1990,2320
mlt,1991,2210
mlt,1992,2170
mlt,1993,2810
mlt,1994,2510
mlt,1995,2380
mlt,1996,2320
mlt,1997,2470
mlt,1998,2370
mlt,1999,2410
mlt,2000,2130
mlt,2001,2490
mlt,2002,2320
mlt,2003,2610
mlt,2004,2600
mlt,2005,2620
mlt,2006,2650
mlt,2007,2710
mlt,2008,2720
mlt,2009,2510
mlt,2010,2580
mlt,2011,2570
mlt,2012,2710
mlt,2013,2370
mlt,2014,2350
mlt,2015,1650
mlt,2016,1350
mlt,2017,1520
mlt,2018,1550
mmr,1990,4190
mmr,1991,4120
mmr,1992,4290
mmr,1993,4810
mmr,1994,5650
mmr,1995,6940
mmr,1996,7310
mmr,1997,7250
mmr,1998,7910
mmr,1999,9040
mmr,2000,9600
mmr,2001,8510
mmr,2002,8430
mmr,2003,10870
mmr,2004,10510
mmr,2005,11080
mmr,2006,10210
mmr,2007,10520
mmr,2008,8030
mmr,2009,7630
mmr,2010,8280
mmr,2011,8580
mmr,2012,11790
mmr,2013,13590
mmr,2014,17040
mmr,2015,19010
mmr,2016,21890
mmr,2017,31400
mmr,2018,32520
mne,1990,0
mne,1991,0
mne,1992,0
mne,1993,0
mne,1994,0
mne,1995,0
mne,1996,0
mne,1997,0
mne,1998,0
mne,1999,0
mne,2000,0
mne,2001,0
mne,2002,0
mne,2003,0
mne,2004,0
mne,2005,2010
mne,2006,2180
mne,2007,2100
mne,2008,2690
mne,2009,1750
mne,2010,2580
mne,2011,2540
mne,2012,2330
mne,2013,2270
mne,2014,2220
mne,2015,2360
mne,2016,2110
mne,2017,2230
mne,2018,2520
mng,1990,12970
mng,1991,14760
mng,1992,12860
mng,1993,11850
mng,1994,10320
mng,1995,10280
mng,1996,8690
mng,1997,8520
mng,1998,8550
mng,1999,8610
mng,2000,9000
mng,2001,8970
mng,2002,9600
mng,2003,9310
mng,2004,9560
mng,2005,11060
mng,2006,12420
mng,2007,13020
mng,2008,12970
mng,2009,13640
mng,2010,14310
mng,2011,15730
mng,2012,17140
mng,2013,18380
mng,2014,18120
mng,2015,17300
mng,2016,18170
mng,2017,19470
mng,2018,21320
moz,1990,1120
moz,1991,940
moz,1992,1100
moz,1993,1290
moz,1994,1100
moz,1995,1170
moz,1996,1160
moz,1997,1290
moz,1998,1240
moz,1999,1230
moz,2000,1430
moz,2001,1410
moz,2002,1570
moz,2003,1910
moz,2004,1910
moz,2005,1710
moz,2006,1860
moz,2007,2230
moz,2008,2240
moz,2009,2510
moz,2010,2720
moz,2011,3200
moz,2012,3070
moz,2013,3460
moz,2014,4470
moz,2015,5640
moz,2016,5790
moz,2017,6020
moz,2018,6640
mrt,1990,840
mrt,1991,860
mrt,1992,890
mrt,1993,910
mrt,1994,950
mrt,1995,1000
mrt,1996,1060
mrt,1997,1050
mrt,1998,990
mrt,1999,1110
mrt,2000,1120
mrt,2001,1180
mrt,2002,1270
mrt,2003,1300
mrt,2004,1410
mrt,2005,1450
mrt,2006,1460
mrt,2007,1720
mrt,2008,1800
mrt,2009,1990
mrt,2010,2070
mrt,2011,2190
mrt,2012,2400
mrt,2013,2200
mrt,2014,2520
mrt,2015,2950
mrt,2016,2810
mrt,2017,3800
mrt,2018,4000
mus,1990,1160
mus,1991,1250
mus,1992,1320
mus,1993,1470
mus,1994,1510
mus,1995,1550
mus,1996,1610
mus,1997,1620
mus,1998,1790
mus,1999,2200
mus,2000,2430
mus,2001,2570
mus,2002,2610
mus,2003,2750
mus,2004,2770
mus,2005,2960
mus,2006,3300
mus,2007,3400
mus,2008,3470
mus,2009,3420
mus,2010,3660
mus,2011,3640
mus,2012,3730
mus,2013,3820
mus,2014,3950
mus,2015,3960
mus,2016,4040
mus,2017,4180
mus,2018,4130
mwi,1990,720
mwi,1991,790
mwi,1992,790
mwi,1993,880
mwi,1994,910
mwi,1995,910
mwi,1996,910
mwi,1997,950
mwi,1998,920
mwi,1999,960
mwi,2000,880
mwi,2001,880
mwi,2002,860
mwi,2003,880
mwi,2004,910
mwi,2005,910
mwi,2006,930
mwi,2007,980
mwi,2008,1100
mwi,2009,1120
mwi,2010,1040
mwi,2011,1140
mwi,2012,1120
mwi,2013,1210
mwi,2014,1100
mwi,2015,1200
mwi,2016,1360
mwi,2017,1500
mwi,2018,1570
mys,1990,56190
mys,1991,63330
mys,1992,68870
mys,1993,71190
mys,1994,77000
mys,1995,83880
mys,1996,95710
mys,1997,102500
mys,1998,103040
mys,1999,111820
mys,2000,121650
mys,2001,126770
mys,2002,136330
mys,2003,143810
mys,2004,157470
mys,2005,166410
mys,2006,172680
mys,2007,188340
mys,2008,201130
mys,2009,181020
mys,2010,199110
mys,2011,201670
mys,2012,203280
mys,2013,219820
mys,2014,231680
mys,2015,232550
mys,2016,228640
mys,2017,222890
mys,2018,239620
nam,1991,1120
nam,1992,1220
nam,1993,1420
nam,1994,1640
nam,1995,1770
nam,1996,1920
nam,1997,1970
nam,1998,2020
nam,1999,1980
nam,2000,1940
nam,2001,2460
nam,2002,2130
nam,2003,2270
nam,2004,2380
nam,2005,2530
nam,2006,2540
nam,2007,2620
nam,2008,2960
nam,2009,3030
nam,2010,3130
nam,2011,3320
nam,2012,3540
nam,2013,3820
nam,2014,4000
nam,2015,4270
nam,2016,4360
nam,2017,4330
nam,2018,4250
ner,1990,600
ner,1991,570
ner,1992,530
ner,1993,600
ner,1994,580
ner,1995,560
ner,1996,640
ner,1997,650
ner,1998,700
ner,1999,680
ner,2000,670
ner,2001,660
ner,2002,700
ner,2003,760
ner,2004,790
ner,2005,760
ner,2006,750
ner,2007,820
ner,2008,860
ner,2009,1080
ner,2010,1370
ner,2011,1410
ner,2012,1890
ner,2013,1790
ner,2014,1980
ner,2015,1970
ner,2016,1970
ner,2017,2070
ner,2018,2290
nga,1990,67850
nga,1991,75570
nga,1992,86400
nga,1993,84410
nga,1994,80530
nga,1995,81540
nga,1996,87180
nga,1997,83540
nga,1998,76640
nga,1999,74660
nga,2000,76070
nga,2001,85150
nga,2002,86110
nga,2003,88680
nga,2004,88630
nga,2005,98440
nga,2006,92200
nga,2007,90130
nga,2008,91530
nga,2009,74240
nga,2010,90730
nga,2011,102090
nga,2012,100680
nga,2013,110720
nga,2014,116200
nga,2015,108150
nga,2016,108420
nga,2017,112920
nga,2018,130670
nic,1990,1930
nic,1991,1920
nic,1992,2240
nic,1993,2200
nic,1994,2530
nic,1995,2650
nic,1996,2820
nic,1997,3020
nic,1998,3520
nic,1999,3540
nic,2000,3770
nic,2001,3930
nic,2002,4060
nic,2003,4530
nic,2004,4500
nic,2005,4300
nic,2006,4510
nic,2007,4670
nic,2008,4460
nic,2009,4390
nic,2010,4510
nic,2011,4770
nic,2012,4690
nic,2013,4490
nic,2014,4760
nic,2015,5270
nic,2016,5380
nic,2017,5400
nic,2018,5210
nld,1990,148350
nld,1991,154470
nld,1992,153260
nld,1993,158270
nld,1994,157420
nld,1995,164340
nld,1996,173920
nld,1997,166480
nld,1998,166920
nld,1999,161640
nld,2000,162300
nld,2001,167400
nld,2002,167500
nld,2003,170460
nld,2004,172160
nld,2005,167970
nld,2006,163710
nld,2007,164630
nld,2008,165390
nld,2009,160540
nld,2010,171160
nld,2011,158870
nld,2012,157520
nld,2013,157120
nld,2014,149890
nld,2015,158110
nld,2016,158270
nld,2017,155910
nld,2018,151170
nor,1990,29200
nor,1991,27260
nor,1992,30450
nor,1993,32030
nor,1994,33670
nor,1995,33100
nor,1996,34050
nor,1997,35810
nor,1998,37530
nor,1999,39370
nor,2000,34080
nor,2001,34780
nor,2002,34470
nor,2003,37120
nor,2004,37460
nor,2005,36370
nor,2006,37360
nor,2007,38000
nor,2008,37070
nor,2009,37450
nor,2010,41860
nor,2011,40160
nor,2012,39110
nor,2013,38210
nor,2014,38280
nor,2015,38640
nor,2016,37950
nor,2017,36900
nor,2018,37350
npl,1990,940
npl,1991,1180
npl,1992,1230
npl,1993,1410
npl,1994,1740
npl,1995,1890
npl,1996,1960
npl,1997,2190
npl,1998,2320
npl,1999,3120
npl,2000,3220
npl,2001,3470
npl,2002,2790
npl,2003,3020
npl,2004,2810
npl,2005,3190
npl,2006,2620
npl,2007,2690
npl,2008,2990
npl,2009,3880
npl,2010,4640
npl,2011,5200
npl,2012,6000
npl,2013,6090
npl,2014,7130
npl,2015,6460
npl,2016,9340
npl,2017,11030
npl,2018,12030
nru,1990,130
nru,1991,130
nru,1992,120
nru,1993,110
nru,1994,110
nru,1995,110
nru,1996,100
nru,1997,100
nru,1998,100
nru,1999,90
nru,2000,90
nru,2001,80
nru,2002,80
nru,2003,70
nru,2004,70
nru,2005,70
nru,2006,50
nru,2007,40
nru,2008,40
nru,2009,40
nru,2010,40
nru,2011,40
nru,2012,40
nru,2013,50
nru,2014,50
nru,2015,50
nru,2016,60
nru,2017,70
nru,2018,70
nzl,1990,22310
nzl,1991,22610
nzl,1992,24390
nzl,1993,23910
nzl,1994,24280
nzl,1995,24380
nzl,1996,25500
nzl,1997,27820
nzl,1998,27340
nzl,1999,28710
nzl,2000,29500
nzl,2001,31720
nzl,2002,31580
nzl,2003,33440
nzl,2004,32870
nzl,2005,34260
nzl,2006,34310
nzl,2007,33390
nzl,2008,34370
nzl,2009,31320
nzl,2010,31130
nzl,2011,30350
nzl,2012,32010
nzl,2013,31750
nzl,2014,31790
nzl,2015,32190
nzl,2016,31180
nzl,2017,32920
nzl,2018,32210
omn,1990,11890
omn,1991,16100
omn,1992,14900
omn,1993,14080
omn,1994,13810
omn,1995,15600
omn,1996,15820
omn,1997,17240
omn,1998,17280
omn,1999,20430
omn,2000,22540
omn,2001,25280
omn,2002,26940
omn,2003,27670
omn,2004,27520
omn,2005,27870
omn,2006,37520
omn,2007,41030
omn,2008,40080
omn,2009,42730
omn,2010,46470
omn,2011,52380
omn,2012,58650
omn,2013,60990
omn,2014,64470
omn,2015,68300
omn,2016,69540
omn,2017,69900
omn,2018,73370
pak,1990,61050
pak,1991,60310
pak,1992,66920
pak,1993,73740
pak,1994,76250
pak,1995,82730
pak,1996,85820
pak,1997,89320
pak,1998,90170
pak,1999,98750
pak,2000,98370
pak,2001,99810
pak,2002,102300
pak,2003,105660
pak,2004,118650
pak,2005,121670
pak,2006,132480
pak,2007,146260
pak,2008,142160
pak,2009,145140
pak,2010,140620
pak,2011,141640
pak,2012,143750
pak,2013,145100
pak,2014,153670
pak,2015,163590
pak,2016,180570
pak,2017,197700
pak,2018,208370
pan,1990,2690
pan,1991,3130
pan,1992,3640
pan,1993,3800
pan,1994,4040
pan,1995,4360
pan,1996,4410
pan,1997,4640
pan,1998,5720
pan,1999,5010
pan,2000,5280
pan,2001,6220
pan,2002,5410
pan,2003,5530
pan,2004,5610
pan,2005,7120
pan,2006,7490
pan,2007,7480
pan,2008,7300
pan,2009,8700
pan,2010,9190
pan,2011,9990
pan,2012,10460
pan,2013,10610
pan,2014,11280
pan,2015,10700
pan,2016,10770
pan,2017,10250
pan,2018,10140
per,1990,20630
per,1991,19750
per,1992,20690
per,1993,21540
per,1994,22360
per,1995,25400
per,1996,27740
per,1997,27950
per,1998,26640
per,1999,28840
per,2000,28430
per,2001,26360
per,2002,27550
per,2003,26940
per,2004,31300
per,2005,31350
per,2006,31080
per,2007,34110
per,2008,38560
per,2009,41680
per,2010,45570
per,2011,48580
per,2012,48370
per,2013,49520
per,2014,52810
per,2015,53820
per,2016,56530
per,2017,53990
per,2018,54280
phl,1990,40840
phl,1991,40360
phl,1992,43730
phl,1993,47460
phl,1994,51500
phl,1995,61800
phl,1996,67490
phl,1997,75330
phl,1998,74930
phl,1999,72430
phl,2000,73190
phl,2001,71670
phl,2002,72940
phl,2003,74770
phl,2004,76320
phl,2005,78100
phl,2006,70810
phl,2007,74560
phl,2008,76730
phl,2009,77520
phl,2010,83570
phl,2011,84470
phl,2012,88060
phl,2013,97800
phl,2014,104410
phl,2015,113670
phl,2016,124920
phl,2017,136590
phl,2018,142240
plw,1990,0
plw,1991,0
plw,1992,200
plw,1993,200
plw,1994,200
plw,1995,200
plw,1996,200
plw,1997,200
plw,1998,200
plw,1999,200
plw,2000,210
plw,2001,220
plw,2002,220
plw,2003,220
plw,2004,230
plw,2005,260
plw,2006,250
plw,2007,240
plw,2008,210
plw,2009,200
plw,2010,210
plw,2011,220
plw,2012,210
plw,2013,220
plw,2014,220
plw,2015,220
plw,2016,260
plw,2017,270
plw,2018,290
png,1990,2170
png,1991,2180
png,1992,2180
png,1993,2210
png,1994,2050
png,1995,2130
png,1996,2230
png,1997,2400
png,1998,2650
png,1999,2600
png,2000,2820
png,2001,3380
png,2002,3610
png,2003,4070
png,2004,4910
png,2005,4880
png,2006,4740
png,2007,5040
png,2008,4740
png,2009,5010
png,2010,5020
png,2011,5150
png,2012,4900
png,2013,5230
png,2014,5870
png,2015,6430
png,2016,7630
png,2017,7700
png,2018,7460
pol,1990,350220
pol,1991,351630
pol,1992,343370
pol,1993,344020
pol,1994,339750
pol,1995,340000
pol,1996,355320
pol,1997,344630
pol,1998,318410
pol,1999,308980
pol,2000,295710
pol,2001,293600
pol,2002,287280
pol,2003,297700
pol,2004,301820
pol,2005,301350
pol,2006,314090
pol,2007,313370
pol,2008,308320
pol,2009,297260
pol,2010,313740
pol,2011,310590
pol,2012,303350
pol,2013,298330
pol,2014,285740
pol,2015,289050
pol,2016,299740
pol,2017,312820
pol,2018,312740
prk,1990,123370
prk,1991,117350
prk,1992,104700
prk,1993,96710
prk,1994,88760
prk,1995,83420
prk,1996,74010
prk,1997,67520
prk,1998,60940
prk,1999,66580
prk,2000,71820
prk,2001,74390
prk,2002,71200
prk,2003,72740
prk,2004,74320
prk,2005,77590
prk,2006,78940
prk,2007,65640
prk,2008,72830
prk,2009,55360
prk,2010,51620
prk,2011,37040
prk,2012,38500
prk,2013,27820
prk,2014,31420
prk,2015,25300
prk,2016,30090
prk,2017,22380
prk,2018,18120
prt,1990,41070
prt,1991,42770
prt,1992,46770
prt,1993,45790
prt,1994,47300
prt,1995,50690
prt,1996,48740
prt,1997,50930
prt,1998,55600
prt,1999,62210
prt,2000,61660
prt,2001,61380
prt,2002,65610
prt,2003,60520
prt,2004,62130
prt,2005,65470
prt,2006,60450
prt,2007,58800
prt,2008,56840
prt,2009,56300
prt,2010,50940
prt,2011,49870
prt,2012,48220
prt,2013,46560
prt,2014,45930
prt,2015,49850
prt,2016,48760
prt,2017,53330
prt,2018,49780
pry,1990,2070
pry,1991,2020
pry,1992,2470
pry,1993,2820
pry,1994,3340
pry,1995,3780
pry,1996,3720
pry,1997,4110
pry,1998,4270
pry,1999,4270
pry,2000,3520
pry,2001,3620
pry,2002,3780
pry,2003,3940
pry,2004,3970
pry,2005,3700
pry,2006,3830
pry,2007,3950
pry,2008,4180
pry,2009,4370
pry,2010,5040
pry,2011,5220
pry,2012,5180
pry,2013,5300
pry,2014,5630
pry,2015,6370
pry,2016,7150
pry,2017,8000
pry,2018,8420
qat,1990,12540
qat,1991,14610
qat,1992,14680
qat,1993,15490
qat,1994,16250
qat,1995,17020
qat,1996,17910
qat,1997,19450
qat,1998,20810
qat,1999,22950
qat,2000,21730
qat,2001,23490
qat,2002,27600
qat,2003,28910
qat,2004,31910
qat,2005,41280
qat,2006,44980
qat,2007,51050
qat,2008,55230
qat,2009,57170
qat,2010,62270
qat,2011,65770
qat,2012,73290
qat,2013,74600
qat,2014,80400
qat,2015,83310
qat,2016,85280
qat,2017,87680
qat,2018,90170
rou,1990,172630
rou,1991,142380
rou,1992,125990
rou,1993,117640
rou,1994,115090
rou,1995,120730
rou,1996,123950
rou,1997,113420
rou,1998,99390
rou,1999,85500
rou,2000,88880
rou,2001,94110
rou,2002,93590
rou,2003,99620
rou,2004,96730
rou,2005,95810
rou,2006,98940
rou,2007,96440
rou,2008,95210
rou,2009,80520
rou,2010,77500
rou,2011,83950
rou,2012,81730
rou,2013,72010
rou,2014,71410
rou,2015,72900
rou,2016,71140
rou,2017,74100
rou,2018,74880
rus,1990,2164870
rus,1991,2141420
rus,1992,2005430
rus,1993,1821790
rus,1994,1612870
rus,1995,1564900
rus,1996,1534380
rus,1997,1427060
rus,1998,1418510
rus,1999,1456150
rus,2000,1489500
rus,2001,1490530
rus,2002,1491720
rus,2003,1522190
rus,2004,1534120
rus,2005,1530850
rus,2006,1590090
rus,2007,1591510
rus,2008,1613140
rus,2009,1495170
rus,2010,1583160
rus,2011,1661780
rus,2012,1666860
rus,2013,1624020
rus,2014,1606860
rus,2015,1557530
rus,2016,1530900
rus,2017,1557190
rus,2018,1607550
rwa,1990,520
rwa,1991,470
rwa,1992,480
rwa,1993,480
rwa,1994,460
rwa,1995,450
rwa,1996,460
rwa,1997,480
rwa,1998,480
rwa,1999,500
rwa,2000,520
rwa,2001,520
rwa,2002,520
rwa,2003,510
rwa,2004,520
rwa,2005,510
rwa,2006,510
rwa,2007,540
rwa,2008,530
rwa,2009,560
rwa,2010,570
rwa,2011,650
rwa,2012,720
rwa,2013,780
rwa,2014,810
rwa,2015,930
rwa,2016,1050
rwa,2017,1050
rwa,2018,1080
sau,1990,166390
sau,1991,186610
sau,1992,199350
sau,1993,206210
sau,1994,218790
sau,1995,222400
sau,1996,234090
sau,1997,214930
sau,1998,230410
sau,1999,234530
sau,2000,244340
sau,2001,248600
sau,2002,266910
sau,2003,278110
sau,2004,294210
sau,2005,308970
sau,2006,328350
sau,2007,347530
sau,2008,382240
sau,2009,399630
sau,2010,439230
sau,2011,456670
sau,2012,488750
sau,2013,499380
sau,2014,536810
sau,2015,561140
sau,2016,556740
sau,2017,540700
sau,2018,514600
sdn,1990,5370
sdn,1991,4800
sdn,1992,4530
sdn,1993,3190
sdn,1994,4660
sdn,1995,4470
sdn,1996,4260
sdn,1997,5190
sdn,1998,4710
sdn,1999,5180
sdn,2000,5550
sdn,2001,6090
sdn,2002,7540
sdn,2003,7750
sdn,2004,8510
sdn,2005,10060
sdn,2006,12440
sdn,2007,13420
sdn,2008,14510
sdn,2009,14980
sdn,2010,15870
sdn,2011,15350
sdn,2012,15210
sdn,2013,14500
sdn,2014,15330
sdn,2015,17800
sdn,2016,20480
sdn,2017,20340
sdn,2018,20200
sen,1990,2330
sen,1991,2330
sen,1992,2570
sen,1993,2500
sen,1994,2610
sen,1995,2760
sen,1996,2930
sen,1997,3210
sen,1998,3600
sen,1999,3960
sen,2000,4060
sen,2001,4450
sen,2002,4580
sen,2003,4490
sen,2004,5390
sen,2005,5670
sen,2006,5570
sen,2007,6200
sen,2008,6400
sen,2009,6650
sen,2010,7030
sen,2011,7570
sen,2012,7460
sen,2013,8010
sen,2014,8570
sen,2015,9280
sen,2016,9920
sen,2017,9570
sen,2018,9860
sgp,1990,29720
sgp,1991,31290
sgp,1992,32180
sgp,1993,37370
sgp,1994,39240
sgp,1995,38880
sgp,1996,39860
sgp,1997,39500
sgp,1998,37990
sgp,1999,38470
sgp,2000,42580
sgp,2001,42270
sgp,2002,41370
sgp,2003,38220
sgp,2004,39620
sgp,2005,36900
sgp,2006,37170
sgp,2007,38290
sgp,2008,38420
sgp,2009,38830
sgp,2010,42410
sgp,2011,44770
sgp,2012,43690
sgp,2013,43920
sgp,2014,44460
sgp,2015,45500
sgp,2016,46160
sgp,2017,47430
sgp,2018,47360
slb,1990,150
slb,1991,160
slb,1992,170
slb,1993,180
slb,1994,190
slb,1995,200
slb,1996,210
slb,1997,210
slb,1998,220
slb,1999,230
slb,2000,240
slb,2001,250
slb,2002,260
slb,2003,270
slb,2004,310
slb,2005,340
slb,2006,330
slb,2007,340
slb,2008,320
slb,2009,330
slb,2010,340
slb,2011,350
slb,2012,360
slb,2013,390
slb,2014,340
slb,2015,310
slb,2016,360
slb,2017,350
slb,2018,370
sle,1990,340
sle,1991,360
sle,1992,460
sle,1993,460
sle,1994,480
sle,1995,250
sle,1996,300
sle,1997,230
sle,1998,260
sle,1999,150
sle,2000,400
sle,2001,430
sle,2002,530
sle,2003,580
sle,2004,570
sle,2005,480
sle,2006,630
sle,2007,540
sle,2008,550
sle,2009,550
sle,2010,590
sle,2011,770
sle,2012,890
sle,2013,1070
sle,2014,1180
sle,2015,940
sle,2016,960
sle,2017,970
sle,2018,1020
slv,1990,2380
slv,1991,3060
slv,1992,3350
slv,1993,3920
slv,1994,4460
slv,1995,4960
slv,1996,4390
slv,1997,5320
slv,1998,5670
slv,1999,5610
slv,2000,5630
slv,2001,5870
slv,2002,5940
slv,2003,6510
slv,2004,6680
slv,2005,6840
slv,2006,7230
slv,2007,7630
slv,2008,6910
slv,2009,6680
slv,2010,6540
slv,2011,6780
slv,2012,6770
slv,2013,6460
slv,2014,6590
slv,2015,7000
slv,2016,7170
slv,2017,6380
slv,2018,6810
som,1990,730
som,1991,700
som,1992,680
som,1993,640
som,1994,630
som,1995,590
som,1996,570
som,1997,550
som,1998,520
som,1999,500
som,2000,490
som,2001,510
som,2002,570
som,2003,580
som,2004,580
som,2005,580
som,2006,580
som,2007,620
som,2008,620
som,2009,610
som,2010,630
som,2011,630
som,2012,630
som,2013,650
som,2014,650
som,2015,650
som,2016,660
som,2017,660
som,2018,690
srb,1990,61910
srb,1991,52200
srb,1992,48900
srb,1993,43210
srb,1994,39640
srb,1995,45340
srb,1996,52690
srb,1997,57270
srb,1998,57300
srb,1999,40780
srb,2000,43990
srb,2001,46170
srb,2002,49710
srb,2003,53100
srb,2004,57550
srb,2005,51510
srb,2006,53760
srb,2007,52580
srb,2008,51350
srb,2009,47070
srb,2010,46660
srb,2011,50810
srb,2012,45450
srb,2013,46150
srb,2014,38720
srb,2015,45160
srb,2016,46240
srb,2017,46900
srb,2018,45540
ssd,1990,0
ssd,1991,0
ssd,1992,0
ssd,1993,0
ssd,1994,0
ssd,1995,0
ssd,1996,0
ssd,1997,0
ssd,1998,0
ssd,1999,0
ssd,2000,0
ssd,2001,0
ssd,2002,0
ssd,2003,0
ssd,2004,0
ssd,2005,0
ssd,2006,0
ssd,2007,0
ssd,2008,0
ssd,2009,0
ssd,2010,0
ssd,2011,0
ssd,2012,1420
ssd,2013,1450
ssd,2014,1530
ssd,2015,1970
ssd,2016,1730
ssd,2017,1520
ssd,2018,1380
stp,1990,50
stp,1991,50
stp,1992,40
stp,1993,50
stp,1994,50
stp,1995,50
stp,1996,50
stp,1997,50
stp,1998,50
stp,1999,50
stp,2000,50
stp,2001,50
stp,2002,60
stp,2003,70
stp,2004,70
stp,2005,80
stp,2006,80
stp,2007,80
stp,2008,90
stp,2009,90
stp,2010,100
stp,2011,100
stp,2012,120
stp,2013,120
stp,2014,120
stp,2015,120
stp,2016,120
stp,2017,130
stp,2018,140
sur,1990,1740
sur,1991,2020
sur,1992,2030
sur,1993,2040
sur,1994,2040
sur,1995,2060
sur,1996,2080
sur,1997,2100
sur,1998,2100
sur,1999,2120
sur,2000,1480
sur,2001,1520
sur,2002,1120
sur,2003,1230
sur,2004,1390
sur,2005,1690
sur,2006,1530
sur,2007,1410
sur,2008,1460
sur,2009,1450
sur,2010,1740
sur,2011,1950
sur,2012,2440
sur,2013,2290
sur,2014,2640
sur,2015,2750
sur,2016,2310
sur,2017,2130
sur,2018,2080
svk,1990,54810
svk,1991,47940
svk,1992,46100
svk,1993,44320
svk,1994,41700
svk,1995,42370
svk,1996,42170
svk,1997,42270
svk,1998,41400
svk,1999,40660
svk,2000,38070
svk,2001,38580
svk,2002,38080
svk,2003,38340
svk,2004,37440
svk,2005,38520
svk,2006,37880
svk,2007,37220
svk,2008,37050
svk,2009,33840
svk,2010,35450
svk,2011,34130
svk,2012,32370
svk,2013,32940
svk,2014,30450
svk,2015,30750
svk,2016,31500
svk,2017,33580
svk,2018,33000
svn,1990,13530
svn,1991,12740
svn,1992,12830
svn,1993,13560
svn,1994,13610
svn,1995,14470
svn,1996,15290
svn,1997,15730
svn,1998,15500
svn,1999,14910
svn,2000,14540
svn,2001,15380
svn,2002,15520
svn,2003,15420
svn,2004,15710
svn,2005,15930
svn,2006,16310
svn,2007,16300
svn,2008,17390
