geo,time,sl_uem_totl_zs
vnm,1998,2.29
vnm,1999,2.33
vnm,2000,2.26
vnm,2001,2.76
vnm,2002,2.12
vnm,2003,2.25
vnm,2004,2.14
vnm,2005,2.095
vnm,2006,2.087
vnm,2007,2.03
vnm,2008,1.927
vnm,2009,1.74
vnm,2010,1.11
vnm,2011,1
vnm,2012,1.03
vnm,2013,1.32
vnm,2014,1.26
vnm,2015,1.85
vnm,2016,1.85
vnm,2017,1.87
vnm,2018,1.16
vnm,2019,2.04
vnm,2020,2.39
vnm,2021,2.166
vut,1991,1.676
vut,1992,1.692
vut,1993,1.734
vut,1994,1.592
vut,1995,1.742
vut,1996,1.724
vut,1997,1.684
vut,1998,1.76
vut,1999,1.784
vut,2000,1.687
vut,2001,1.875
vut,2002,1.921
vut,2003,1.738
vut,2004,1.751
vut,2005,1.734
vut,2006,1.684
vut,2007,1.795
vut,2008,1.751
vut,2009,1.808
vut,2010,1.85
vut,2011,1.811
vut,2012,1.852
vut,2013,1.862
vut,2014,1.808
vut,2015,1.862
vut,2016,1.776
vut,2017,1.745
vut,2018,1.809
vut,2019,1.801
vut,2020,2.119
vut,2021,2.18
wsm,1991,2.1
wsm,1992,2.384
wsm,1993,2.631
wsm,1994,3.035
wsm,1995,3.187
wsm,1996,3.474
wsm,1997,3.903
wsm,1998,4.175
wsm,1999,4.48
wsm,2000,4.664
wsm,2001,4.96
wsm,2002,5.096
wsm,2003,5.156
wsm,2004,5.217
wsm,2005,5.294
wsm,2006,5.422
wsm,2007,5.36
wsm,2008,5.581
wsm,2009,5.828
wsm,2010,5.728
wsm,2011,5.68
wsm,2012,8.75
wsm,2013,8.667
wsm,2014,8.72
wsm,2015,8.501
wsm,2016,8.307
wsm,2017,8.578
wsm,2018,8.686
wsm,2019,8.406
wsm,2020,9.149
wsm,2021,9.837
yem,1991,8.318
yem,1992,8.31
yem,1993,8.355
yem,1994,8.34
yem,1995,8.964
yem,1996,9.59
yem,1997,10.201
yem,1998,10.812
yem,1999,11.46
yem,2000,11.558
yem,2001,11.714
yem,2002,11.84
yem,2003,11.971
yem,2004,12.097
yem,2005,12.206
yem,2006,12.366
yem,2007,12.494
yem,2008,12.621
yem,2009,12.749
yem,2010,12.831
yem,2011,13.235
yem,2012,13.167
yem,2013,13.268
yem,2014,13.47
yem,2015,13.77
yem,2016,13.433
yem,2017,13.297
yem,2018,13.145
yem,2019,13.056
yem,2020,13.391
yem,2021,13.574
zaf,1991,29.955
zaf,1992,29.98
zaf,1993,29.922
zaf,1994,29.889
zaf,1995,29.894
zaf,1996,29.874
zaf,1997,29.907
zaf,1998,29.947
zaf,1999,29.913
zaf,2000,29.88
zaf,2001,30.69
zaf,2002,33.29
zaf,2003,32.31
zaf,2004,29.45
zaf,2005,29.12
zaf,2006,28.34
zaf,2007,26.54
zaf,2008,22.41
zaf,2009,23.52
zaf,2010,24.68
zaf,2011,24.64
zaf,2012,24.73
zaf,2013,24.56
zaf,2014,24.89
zaf,2015,25.15
zaf,2016,26.54
zaf,2017,27.04
zaf,2018,26.91
zaf,2019,28.47
zaf,2020,29.22
zaf,2021,33.559
zmb,1991,18.9
zmb,1992,19.37
zmb,1993,19.7
zmb,1994,18.426
zmb,1995,16.806
zmb,1996,15.3
zmb,1997,13.644
zmb,1998,12
zmb,1999,12.441
zmb,2000,12.93
zmb,2001,13.509
zmb,2002,14.118
zmb,2003,14.695
zmb,2004,15.298
zmb,2005,15.9
zmb,2006,13.245
zmb,2007,10.587
zmb,2008,7.93
zmb,2009,10.558
zmb,2010,13.19
zmb,2011,10.551
zmb,2012,7.85
zmb,2013,8.611
zmb,2014,9.362
zmb,2015,10.125
zmb,2016,10.872
zmb,2017,11.63
zmb,2018,12.01
zmb,2019,12.52
zmb,2020,12.848
zmb,2021,13.026
zwe,1991,4.941
zwe,1992,4.993
zwe,1993,4.974
zwe,1994,4.96
zwe,1995,5.633
zwe,1996,6.251
zwe,1997,6.93
zwe,1998,6.46
zwe,1999,6
zwe,2000,5.688
zwe,2001,5.355
zwe,2002,5.062
zwe,2003,4.75
zwe,2004,4.39
zwe,2005,4.538
zwe,2006,4.681
zwe,2007,4.829
zwe,2008,5.014
zwe,2009,5.083
zwe,2010,5.209
zwe,2011,5.37
zwe,2012,5.153
zwe,2013,4.982
zwe,2014,4.77
zwe,2015,4.778
zwe,2016,4.788
zwe,2017,4.785
zwe,2018,4.796
zwe,2019,4.833
zwe,2020,5.351
zwe,2021,5.174
