geo,time,sl_uem_totl_zs
prt,1992,3.98
prt,1993,5.3
prt,1994,6.71
prt,1995,7.06
prt,1996,7.3
prt,1997,6.57
prt,1998,4.65
prt,1999,4.58
prt,2000,3.81
prt,2001,3.83
prt,2002,4.5
prt,2003,6.13
prt,2004,6.32
prt,2005,7.58
prt,2006,7.65
prt,2007,7.96
prt,2008,7.55
prt,2009,9.43
prt,2010,10.77
prt,2011,12.68
prt,2012,15.53
prt,2013,16.18
prt,2014,13.89
prt,2015,12.44
prt,2016,11.07
prt,2017,8.87
prt,2018,6.99
prt,2019,6.46
prt,2020,6.79
prt,2021,6.647
pry,1991,5.1
pry,1992,4.98
pry,1993,5.06
pry,1994,4.41
pry,1995,3.4
pry,1996,8.15
pry,1997,5.36
pry,1998,4.42
pry,1999,5.34
pry,2000,7.61
pry,2001,6.21
pry,2002,9.39
pry,2003,6.81
pry,2004,6.51
pry,2005,4.82
pry,2006,5.28
pry,2007,4.71
pry,2008,4.42
pry,2009,5.46
pry,2010,4.57
pry,2011,4.67
pry,2012,4.09
pry,2013,4.38
pry,2014,5.03
pry,2015,4.56
pry,2016,5.25
pry,2017,4.61
pry,2018,6.22
pry,2019,6.59
pry,2020,7.55
pry,2021,7.206
pse,1991,11.603
pse,1992,11.307
pse,1993,11.293
pse,1994,11.151
pse,1995,11.102
pse,1996,11.032
pse,1997,10.834
pse,1998,10.721
pse,1999,10.642
pse,2000,10.63
pse,2001,21.49
pse,2002,27.46
pse,2003,23
pse,2004,23.21
pse,2005,20.02
pse,2006,19.01
pse,2007,18.28
pse,2008,22.91
pse,2009,20.45
pse,2010,21.42
pse,2011,17.6
pse,2012,19.2
pse,2013,19.89
pse,2014,20.53
pse,2015,23
pse,2016,23.94
pse,2017,25.68
pse,2018,26.26
pse,2019,25.34
pse,2020,25.89
pse,2021,24.903
pyf,1991,11.972
pyf,1992,12.201
pyf,1993,12.215
pyf,1994,12.126
pyf,1995,12.104
pyf,1996,12.075
pyf,1997,11.929
pyf,1998,11.611
pyf,1999,11.713
pyf,2000,11.672
pyf,2001,11.799
pyf,2002,11.71
pyf,2003,11.621
pyf,2004,11.703
pyf,2005,11.756
pyf,2006,11.791
pyf,2007,11.74
pyf,2008,11.911
pyf,2009,12.256
pyf,2010,12.198
pyf,2011,12.292
pyf,2012,12.214
pyf,2013,12.172
pyf,2014,12.204
pyf,2015,12.167
pyf,2016,12.177
pyf,2017,12.213
pyf,2018,12.248
pyf,2019,12.296
pyf,2020,14.096
pyf,2021,14.391
qat,1991,0.807
qat,1992,0.811
qat,1993,0.814
qat,1994,0.818
qat,1995,0.822
qat,1996,0.826
qat,1997,0.83
qat,1998,0.834
qat,1999,0.838
qat,2000,0.842
qat,2001,0.846
qat,2002,0.851
qat,2003,0.856
qat,2004,0.86
qat,2005,0.865
qat,2006,0.87
qat,2007,0.52
qat,2008,0.31
qat,2009,0.31
qat,2010,0.45
qat,2011,0.56
qat,2012,0.48
qat,2013,0.28
qat,2014,0.2
qat,2015,0.17
qat,2016,0.15
qat,2017,0.14
qat,2018,0.11
qat,2019,0.1
qat,2020,0.214
qat,2021,0.258
rou,1991,8.07
rou,1992,8.26
rou,1993,8.364
rou,1994,8.17
rou,1995,8.01
rou,1996,6.74
rou,1997,5.51
rou,1998,5.63
rou,1999,6.24
rou,2000,6.97
rou,2001,6.56
rou,2002,8.11
rou,2003,6.95
rou,2004,7.72
rou,2005,7.17
rou,2006,7.27
rou,2007,6.41
rou,2008,5.79
rou,2009,6.86
rou,2010,6.96
rou,2011,7.18
rou,2012,6.79
rou,2013,7.1
rou,2014,6.8
rou,2015,6.81
rou,2016,5.9
rou,2017,4.93
rou,2018,4.19
rou,2019,3.91
rou,2020,5.03
rou,2021,5.169
rus,1991,5.405
rus,1992,5.18
rus,1993,5.88
rus,1994,8.13
rus,1995,9.45
rus,1996,9.67
rus,1997,11.81
rus,1998,13.26
rus,1999,13.04
rus,2000,10.58
rus,2001,8.98
rus,2002,7.88
rus,2003,8.21
rus,2004,7.76
rus,2005,7.12
rus,2006,7.06
rus,2007,6
rus,2008,6.21
rus,2009,8.3
rus,2010,7.37
rus,2011,6.54
rus,2012,5.44
rus,2013,5.46
rus,2014,5.16
rus,2015,5.57
rus,2016,5.56
rus,2017,5.21
rus,2018,4.85
rus,2019,4.5
rus,2020,5.59
rus,2021,5.01
rwa,1991,0.3
rwa,1992,0.344
rwa,1993,0.406
rwa,1994,0.465
rwa,1995,0.5
rwa,1996,0.56
rwa,1997,0.612
rwa,1998,0.675
rwa,1999,0.739
rwa,2000,0.787
rwa,2001,0.843
rwa,2002,0.89
rwa,2003,0.94
rwa,2004,0.948
rwa,2005,0.964
rwa,2006,0.986
rwa,2007,1.012
rwa,2008,1.024
rwa,2009,1.06
rwa,2010,1.078
rwa,2011,1.099
rwa,2012,1.118
rwa,2013,1.152
rwa,2014,1.17
rwa,2015,1.148
rwa,2016,1.144
rwa,2017,1.137
rwa,2018,1.111
rwa,2019,1.098
rwa,2020,1.485
rwa,2021,1.607
sau,1991,7.066
sau,1992,7.2
sau,1993,6.853
sau,1994,6.414
sau,1995,6
sau,1996,5.558
sau,1997,5.154
sau,1998,4.72
sau,1999,4.35
sau,2000,4.57
sau,2001,4.62
sau,2002,5.27
sau,2003,5.56
sau,2004,5.82
sau,2005,6.05
sau,2006,6.25
sau,2007,5.73
sau,2008,5.08
sau,2009,5.38
sau,2010,5.55
sau,2011,5.77
sau,2012,5.52
sau,2013,5.57
sau,2014,5.72
sau,2015,5.59
sau,2016,5.65
sau,2017,5.89
sau,2018,6.04
sau,2019,5.673
sau,2020,7.45
sau,2021,7.358
sdn,1991,15.554
sdn,1992,15.557
sdn,1993,15.564
sdn,1994,15.558
sdn,1995,15.463
sdn,1996,15.42
sdn,1997,15.328
sdn,1998,15.345
sdn,1999,15.31
sdn,2000,15.23
sdn,2001,15.18
sdn,2002,15.131
sdn,2003,15.067
sdn,2004,15.054
sdn,2005,14.966
sdn,2006,14.888
sdn,2007,14.819
sdn,2008,14.8
sdn,2009,13
sdn,2010,15.198
sdn,2011,17.44
sdn,2012,17.455
sdn,2013,17.41
sdn,2014,17.431
sdn,2015,17.49
sdn,2016,17.52
sdn,2017,17.533
sdn,2018,17.58
sdn,2019,17.654
sdn,2020,19.649
sdn,2021,19.805
sen,1991,5.572
sen,1992,5.589
sen,1993,5.594
sen,1994,5.611
sen,1995,5.567
sen,1996,5.603
sen,1997,5.598
sen,1998,5.578
sen,1999,5.579
sen,2000,5.606
sen,2001,5.607
sen,2002,5.65
sen,2003,6.688
sen,2004,7.793
sen,2005,8.896
sen,2006,10.03
sen,2007,10.084
sen,2008,10.133
sen,2009,10.211
sen,2010,10.264
sen,2011,10.36
sen,2012,9.438
sen,2013,8.578
sen,2014,7.646
sen,2015,6.76
sen,2016,4.46
sen,2017,3.69
sen,2018,3.275
sen,2019,2.86
sen,2020,3.623
sen,2021,3.723
sgp,1991,2.18
sgp,1992,3.09
sgp,1993,3.07
sgp,1994,3.03
sgp,1995,3.3
sgp,1996,3.57
sgp,1997,2.5
sgp,1998,3.41
sgp,1999,4.85
sgp,2000,3.7
sgp,2001,3.76
sgp,2002,5.65
sgp,2003,5.93
sgp,2004,5.84
sgp,2005,5.59
sgp,2006,4.48
sgp,2007,3.9
sgp,2008,3.96
sgp,2009,5.86
sgp,2010,4.12
sgp,2011,3.89
sgp,2012,3.72
sgp,2013,3.86
sgp,2014,3.74
sgp,2015,3.79
sgp,2016,4.08
sgp,2017,4.2
sgp,2018,3.643
sgp,2019,3.1
sgp,2020,4.1
sgp,2021,3.624
slb,1991,1.324
slb,1992,1.246
slb,1993,1.405
slb,1994,1.362
slb,1995,1.355
slb,1996,1.528
slb,1997,1.607
slb,1998,1.593
slb,1999,1.662
slb,2000,2.026
slb,2001,1.907
slb,2002,1.825
slb,2003,1.664
slb,2004,1.701
slb,2005,1.765
slb,2006,1.822
slb,2007,1.877
slb,2008,1.893
slb,2009,2.02
slb,2010,1.578
slb,2011,1.297
slb,2012,1.055
slb,2013,0.69
slb,2014,0.733
slb,2015,0.734
slb,2016,0.698
slb,2017,0.707
slb,2018,0.724
slb,2019,0.755
slb,2020,0.916
slb,2021,1.029
sle,1991,3.465
sle,1992,3.507
sle,1993,3.463
sle,1994,3.468
sle,1995,3.477
sle,1996,3.455
sle,1997,3.468
sle,1998,3.45
sle,1999,3.454
sle,2000,3.434
sle,2001,3.457
sle,2002,3.388
sle,2003,3.418
sle,2004,3.42
sle,2005,3.547
sle,2006,3.672
sle,2007,3.788
sle,2008,3.919
sle,2009,4.049
sle,2010,4.17
sle,2011,4.294
sle,2012,4.398
sle,2013,4.51
sle,2014,4.68
sle,2015,4.742
sle,2016,4.663
sle,2017,4.663
sle,2018,4.66
sle,2019,4.649
sle,2020,5.195
sle,2021,5.333
slv,1991,7.53
slv,1992,7.88
slv,1993,9.94
slv,1994,7.68
slv,1995,7.65
slv,1996,7.68
slv,1997,7.98
slv,1998,7.1
slv,1999,6.68
slv,2000,6.96
slv,2001,6.96
slv,2002,5.73
slv,2003,6.26
slv,2004,6.05
slv,2005,7.22
slv,2006,6.57
slv,2007,6.41
slv,2008,5.88
slv,2009,7.33
slv,2010,4.89
slv,2011,4.3
slv,2012,3.84
slv,2013,3.69
slv,2014,4.15
slv,2015,4
slv,2016,4.42
slv,2017,4.39
slv,2018,4.01
slv,2019,4.17
slv,2020,6.248
slv,2021,5.94
som,1991,19.19
som,1992,19.272
som,1993,19.161
som,1994,19.326
som,1995,19.139
som,1996,19.096
som,1997,19.138
som,1998,19.083
som,1999,19.064
som,2000,19.052
som,2001,19.038
som,2002,19.019
som,2003,19.016
som,2004,19.017
som,2005,19.013
som,2006,19.014
som,2007,18.897
som,2008,18.917
som,2009,18.937
som,2010,18.958
som,2011,18.979
som,2012,18.974
som,2013,18.952
som,2014,18.93
som,2015,18.903
som,2016,18.889
som,2017,18.882
som,2018,18.85
som,2019,18.828
som,2020,19.723
som,2021,19.865
srb,1991,13.33
srb,1992,12.936
srb,1993,12.822
srb,1994,13.404
srb,1995,13.4
srb,1996,13.2
srb,1997,13.8
srb,1998,13.7
srb,1999,13.7
srb,2000,12.6
srb,2001,12.8
srb,2002,13.8
srb,2003,15.2
srb,2004,18.5
srb,2005,20.85
srb,2006,20.85
srb,2007,18.06
srb,2008,13.7
srb,2009,16.14
srb,2010,19.22
srb,2011,22.97
srb,2012,24
srb,2013,22.15
srb,2014,19.22
srb,2015,17.66
srb,2016,15.26
srb,2017,13.48
srb,2018,12.73
srb,2019,10.39
srb,2020,9.01
srb,2021,11.807
ssd,1991,11.911
ssd,1992,11.946
ssd,1993,11.985
ssd,1994,12.017
ssd,1995,12
ssd,1996,12.012
ssd,1997,11.996
ssd,1998,12.045
ssd,1999,12.064
ssd,2000,12.057
ssd,2001,12.068
ssd,2002,12.081
ssd,2003,12.086
ssd,2004,12.121
ssd,2005,12.113
ssd,2006,12.11
ssd,2007,12.115
ssd,2008,12.15
ssd,2009,12.178
ssd,2010,12.177
ssd,2011,12.2
ssd,2012,12.198
ssd,2013,12.128
ssd,2014,12.188
ssd,2015,12.275
ssd,2016,12.295
ssd,2017,12.254
ssd,2018,12.237
ssd,2019,12.226
ssd,2020,14.03
ssd,2021,13.915
stp,1991,14.38
stp,1992,14.391
stp,1993,14.388
stp,1994,14.373
stp,1995,14.377
stp,1996,14.386
stp,1997,14.394
stp,1998,14.371
stp,1999,14.37
stp,2000,14.4
stp,2001,15.73
stp,2002,17.63
stp,2003,16.36
stp,2004,16.12
stp,2005,16.47
stp,2006,16.65
stp,2007,16.234
stp,2008,15.631
stp,2009,15.199
stp,2010,14.605
stp,2011,14.108
stp,2012,13.59
stp,2013,13.649
stp,2014,13.705
stp,2015,13.821
stp,2016,13.894
stp,2017,13.974
stp,2018,14.061
stp,2019,14.144
stp,2020,15.746
stp,2021,15.909
sur,1991,17.074
sur,1992,17.28
sur,1993,15.64
sur,1994,12.7
sur,1995,8.39
sur,1996,10.88
sur,1997,10.56
sur,1998,10.63
sur,1999,13.6
sur,2000,12.738
sur,2001,11.912
sur,2002,11.153
sur,2003,10.307
sur,2004,9.49
sur,2005,9.383
sur,2006,9.192
sur,2007,9.032
sur,2008,8.875
sur,2009,8.72
sur,2010,7.15
sur,2011,7.54
sur,2012,8.1
sur,2013,6.6
sur,2014,6.94
sur,2015,7.22
sur,2016,7.92
sur,2017,7.904
sur,2018,7.926
sur,2019,8.04
sur,2020,9.778
sur,2021,10.065
svk,1991,11.583
svk,1992,11.874
svk,1993,12.2
svk,1994,13.65
svk,1995,13.11
svk,1996,11.34
svk,1997,11.89
svk,1998,12.19
svk,1999,15.95
svk,2000,19.06
svk,2001,19.38
svk,2002,18.72
svk,2003,17.12
svk,2004,18.6
svk,2005,16.26
svk,2006,13.37
svk,2007,11.14
svk,2008,9.51
svk,2009,12.03
svk,2010,14.38
svk,2011,13.62
svk,2012,13.96
svk,2013,14.22
svk,2014,13.18
svk,2015,11.48
svk,2016,9.67
svk,2017,8.13
svk,2018,6.54
svk,2019,5.75
svk,2020,6.69
svk,2021,6.74
svn,1991,7.08
svn,1992,7.677
svn,1993,8.51
svn,1994,8.24
svn,1995,7.15
svn,1996,6.91
svn,1997,6.65
svn,1998,7.39
svn,1999,7.32
svn,2000,6.92
svn,2001,5.68
svn,2002,5.92
svn,2003,6.48
svn,2004,6.01
svn,2005,6.51
svn,2006,5.95
svn,2007,4.82
svn,2008,4.37
svn,2009,5.86
svn,2010,7.24
svn,2011,8.17
svn,2012,8.84
svn,2013,10.1
svn,2014,9.67
svn,2015,8.96
svn,2016,8
svn,2017,6.56
svn,2018,5.11
svn,2019,4.45
svn,2020,4.97
svn,2021,4.423
swe,1991,3.24
swe,1992,5.72
swe,1993,9.33
swe,1994,9.58
swe,1995,8.9
swe,1996,9.55
swe,1997,10.36
swe,1998,8.94
swe,1999,7.61
swe,2000,5.47
swe,2001,4.73
swe,2002,4.97
swe,2003,5.55
swe,2004,6.69
swe,2005,7.49
swe,2006,7.07
swe,2007,6.16
swe,2008,6.23
swe,2009,8.35
swe,2010,8.61
swe,2011,7.8
swe,2012,7.98
swe,2013,8.05
swe,2014,7.95
swe,2015,7.43
swe,2016,6.99
swe,2017,6.72
swe,2018,6.36
swe,2019,6.83
swe,2020,8.29
swe,2021,8.661
swz,1991,21.808
swz,1992,21.762
swz,1993,21.733
swz,1994,21.71
swz,1995,21.65
swz,1996,22.077
swz,1997,22.5
swz,1998,23.082
swz,1999,23.653
swz,2000,24.244
swz,2001,24.829
swz,2002,25.361
swz,2003,25.944
swz,2004,26.523
swz,2005,27.065
swz,2006,27.64
swz,2007,28.24
swz,2008,27.679
swz,2009,27.052
swz,2010,26.406
swz,2011,25.811
swz,2012,25.149
swz,2013,24.55
swz,2014,23.966
swz,2015,23.329
swz,2016,22.72
swz,2017,22.753
swz,2018,22.792
swz,2019,22.837
swz,2020,25.509
swz,2021,25.756
syr,1991,6.75
syr,1992,7.031
syr,1993,7.4
syr,1994,7.5
syr,1995,7.2
syr,1996,7.293
syr,1997,7.395
syr,1998,7.45
syr,1999,7.6
syr,2000,9.604
syr,2001,11.63
syr,2002,10.928
syr,2003,10.28
syr,2004,9.536
syr,2005,8.853
syr,2006,8.17
syr,2007,8.42
syr,2008,10.94
syr,2009,8.14
syr,2010,8.61
syr,2011,8.697
syr,2012,8.808
syr,2013,8.826
syr,2014,8.721
syr,2015,8.712
syr,2016,8.725
syr,2017,8.752
syr,2018,8.755
syr,2019,8.773
syr,2020,10.257
syr,2021,10.573
tcd,1991,0.675
tcd,1992,0.677
tcd,1993,0.7
tcd,1994,0.692
tcd,1995,0.718
tcd,1996,0.734
tcd,1997,0.748
tcd,1998,0.764
tcd,1999,0.789
tcd,2000,0.807
tcd,2001,0.81
tcd,2002,0.831
tcd,2003,0.841
tcd,2004,0.836
tcd,2005,0.872
tcd,2006,0.91
tcd,2007,0.925
tcd,2008,0.942
tcd,2009,0.959
tcd,2010,0.964
tcd,2011,1
tcd,2012,1.006
tcd,2013,1.029
tcd,2014,1.046
tcd,2015,1.071
tcd,2016,1.104
tcd,2017,1.119
tcd,2018,1.13
tcd,2019,1.123
tcd,2020,1.742
tcd,2021,1.882
tgo,1991,3.664
tgo,1992,3.71
tgo,1993,3.789
tgo,1994,3.699
tgo,1995,3.762
tgo,1996,3.793
tgo,1997,3.806
tgo,1998,3.914
tgo,1999,3.932
tgo,2000,3.985
tgo,2001,4.019
tgo,2002,4.047
tgo,2003,4.076
tgo,2004,4.155
tgo,2005,4.218
tgo,2006,4.23
tgo,2007,3.803
tgo,2008,3.335
tgo,2009,2.883
tgo,2010,2.432
tgo,2011,1.98
tgo,2012,2.034
tgo,2013,2.089
tgo,2014,2.145
tgo,2015,2.2
tgo,2016,2.966
tgo,2017,3.74
tgo,2018,3.729
tgo,2019,3.719
tgo,2020,3.945
tgo,2021,4.004
tha,1991,2.63
tha,1992,1.35
tha,1993,1.49
tha,1994,1.35
tha,1995,1.1
tha,1996,1.07
tha,1997,0.87
tha,1998,3.4
tha,1999,2.97
tha,2000,2.39
tha,2001,2.6
tha,2002,1.82
tha,2003,1.54
tha,2004,1.51
tha,2005,1.35
tha,2006,1.22
tha,2007,1.18
tha,2008,1.18
tha,2009,0.949
tha,2010,0.62
tha,2011,0.66
tha,2012,0.58
tha,2013,0.25
tha,2014,0.58
tha,2015,0.6
tha,2016,0.69
tha,2017,0.83
tha,2018,0.77
tha,2019,0.72
tha,2020,1.1
tha,2021,1.418
tjk,1991,1.9
tjk,1992,2.1
tjk,1993,6.2
tjk,1994,8.8
tjk,1995,10.3
tjk,1996,13.4
tjk,1997,13.9
tjk,1998,16.5
tjk,1999,15.4
tjk,2000,15.131
tjk,2001,14.773
tjk,2002,14.412
tjk,2003,14.023
tjk,2004,13.61
tjk,2005,13.128
tjk,2006,12.743
tjk,2007,12.369
tjk,2008,11.979
tjk,2009,11.5
tjk,2010,10.89
tjk,2011,10.241
tjk,2012,9.576
tjk,2013,8.908
tjk,2014,8.23
tjk,2015,7.554
tjk,2016,6.9
tjk,2017,6.954
tjk,2018,7.012
tjk,2019,7.061
tjk,2020,7.583
tjk,2021,7.754
tkm,1991,1.4
tkm,1992,1.5
tkm,1993,1.5
tkm,1994,4.7
tkm,1995,8.3
tkm,1996,10.3
tkm,1997,11
tkm,1998,12.2
tkm,1999,12.7
tkm,2000,11.536
tkm,2001,10.675
tkm,2002,9.748
tkm,2003,8.988
tkm,2004,8.19
tkm,2005,7.499
tkm,2006,6.611
tkm,2007,5.76
tkm,2008,4.951
tkm,2009,4
tkm,2010,4
tkm,2011,4.089
tkm,2012,4.086
tkm,2013,4.11
tkm,2014,4.145
tkm,2015,4.139
tkm,2016,4.169
tkm,2017,4.204
tkm,2018,4.234
tkm,2019,4.268
tkm,2020,4.951
tkm,2021,5.081
tls,1991,3.537
tls,1992,3.53
tls,1993,3.522
tls,1994,3.54
tls,1995,3.533
tls,1996,3.509
tls,1997,3.559
tls,1998,3.606
tls,1999,3.93
tls,2000,3.413
tls,2001,3.372
tls,2002,3.573
tls,2003,3.516
tls,2004,3.477
tls,2005,3.438
tls,2006,3.489
tls,2007,3.342
tls,2008,3.316
tls,2009,3.312
tls,2010,3.3
tls,2011,3.547
tls,2012,3.76
tls,2013,4.017
tls,2014,4.21
tls,2015,4.446
tls,2016,4.66
tls,2017,4.76
tls,2018,4.731
tls,2019,4.505
tls,2020,4.905
tls,2021,5.074
ton,1991,1.306
ton,1992,1.375
ton,1993,1.3
ton,1994,1.656
ton,1995,1.978
ton,1996,2.487
ton,1997,2.893
ton,1998,3.239
ton,1999,3.576
ton,2000,4.08
ton,2001,4.337
ton,2002,4.664
ton,2003,5.18
ton,2004,4.009
ton,2005,2.495
ton,2006,1.09
ton,2007,1.25
ton,2008,1.352
ton,2009,1.674
ton,2010,1.737
ton,2011,1.789
ton,2012,2.066
ton,2013,2.242
ton,2014,2.365
ton,2015,2.55
ton,2016,2.569
ton,2017,2.815
ton,2018,3.07
ton,2019,3.062
ton,2020,3.628
ton,2021,3.968
tto,1991,18.52
tto,1992,19.66
tto,1993,19.81
tto,1994,18.44
tto,1995,17.22
tto,1996,16.25
tto,1997,15.01
tto,1998,14.21
tto,1999,13.12
tto,2000,12.1
tto,2001,10.88
tto,2002,10.39
tto,2003,10.48
tto,2004,8.33
tto,2005,7.95
tto,2006,6.27
tto,2007,5.54
tto,2008,4.63
tto,2009,5.28
tto,2010,4.03
tto,2011,3.43
tto,2012,3.72
tto,2013,2.68
tto,2014,2.48
tto,2015,2.43
tto,2016,3.21
tto,2017,3.275
tto,2018,3.337
tto,2019,3.422
tto,2020,4.568
tto,2021,4.805
tun,1991,15.648
tun,1992,15.584
tun,1993,15.83
tun,1994,15.858
tun,1995,15.937
tun,1996,15.831
tun,1997,15.94
tun,1998,15.606
tun,1999,15.21
tun,2000,14.94
tun,2001,14.4
tun,2002,14.55
tun,2003,14.51
tun,2004,14.23
tun,2005,12.87
tun,2006,12.51
tun,2007,12.36
tun,2008,12.44
tun,2009,13.29
tun,2010,13.05
tun,2011,18.33
tun,2012,17.63
tun,2013,15.93
tun,2014,15.057
tun,2015,15.16
tun,2016,15.56
tun,2017,15.33
tun,2018,15.46
tun,2019,15.13
tun,2020,16.592
tun,2021,16.824
tur,1991,8.21
tur,1992,8.51
tur,1993,8.96
tur,1994,8.58
tur,1995,7.64
tur,1996,6.63
tur,1997,6.84
tur,1998,6.89
tur,1999,7.69
tur,2000,6.5
tur,2001,8.38
tur,2002,10.36
tur,2003,10.54
tur,2004,10.84
tur,2005,10.64
tur,2006,8.72
tur,2007,8.87
tur,2008,9.71
tur,2009,12.55
tur,2010,10.66
tur,2011,8.8
tur,2012,8.15
tur,2013,8.73
tur,2014,9.88
tur,2015,10.24
tur,2016,10.84
tur,2017,10.82
tur,2018,10.89
tur,2019,13.67
tur,2020,13.11
tur,2021,13.386
tza,1991,3.6
tza,1992,3.561
tza,1993,3.497
tza,1994,3.436
tza,1995,3.358
tza,1996,3.291
tza,1997,3.245
tza,1998,3.186
tza,1999,3.117
tza,2000,3.063
tza,2001,2.99
tza,2002,3.04
tza,2003,3.106
tza,2004,3.162
tza,2005,3.226
tza,2006,3.3
tza,2007,3.03
tza,2008,2.769
tza,2009,2.5
tza,2010,2.986
tza,2011,3.47
tza,2012,3.228
tza,2013,2.93
tza,2014,2.12
tza,2015,2.143
tza,2016,2.158
tza,2017,2.177
tza,2018,2.206
tza,2019,2.222
tza,2020,2.528
tza,2021,2.649
uga,1991,0.94
uga,1992,0.92
uga,1993,1.157
uga,1994,1.421
uga,1995,1.649
uga,1996,1.92
uga,1997,2.209
uga,1998,2.474
uga,1999,2.71
uga,2000,3.026
uga,2001,3.274
uga,2002,3.5
uga,2003,3.6
uga,2004,2.749
uga,2005,1.9
uga,2006,2.287
uga,2007,2.727
uga,2008,3.149
uga,2009,3.6
uga,2010,3.586
uga,2011,3.513
uga,2012,3.55
uga,2013,1.91
uga,2014,1.906
uga,2015,1.911
uga,2016,1.92
uga,2017,1.932
uga,2018,1.923
uga,2019,1.925
uga,2020,2.768
uga,2021,2.936
ukr,1991,1.9
ukr,1992,1.9
ukr,1993,2
ukr,1994,2
ukr,1995,5.62
ukr,1996,7.65
ukr,1997,8.93
ukr,1998,11.32
ukr,1999,11.86
ukr,2000,11.71
ukr,2001,11.06
ukr,2002,10.14
ukr,2003,9.06
ukr,2004,8.59
ukr,2005,7.18
ukr,2006,6.81
ukr,2007,6.35
ukr,2008,6.36
ukr,2009,8.84
ukr,2010,8.1
ukr,2011,7.85
ukr,2012,7.53
ukr,2013,7.17
ukr,2014,9.27
ukr,2015,9.14
ukr,2016,9.35
ukr,2017,9.5
ukr,2018,8.8
ukr,2019,8.19
ukr,2020,9.132
ukr,2021,8.879
ury,1991,8.95
ury,1992,8.96
ury,1993,8.35
ury,1994,9.04
ury,1995,10.02
ury,1996,11.93
ury,1997,11.44
ury,1998,9.36
ury,1999,10.47
ury,2000,12.63
ury,2001,15.05
ury,2002,16.65
ury,2003,16.66
ury,2004,12.98
ury,2005,12.01
ury,2006,10.84
ury,2007,9.4
ury,2008,8.03
ury,2009,7.74
ury,2010,7.16
ury,2011,6.31
ury,2012,6.45
ury,2013,6.44
ury,2014,6.55
ury,2015,7.49
ury,2016,7.84
ury,2017,7.89
ury,2018,8.34
ury,2019,8.88
ury,2020,10.35
ury,2021,10.447
usa,1991,6.8
usa,1992,7.5
usa,1993,6.9
usa,1994,6.12
usa,1995,5.65
usa,1996,5.45
usa,1997,5
usa,1998,4.51
usa,1999,4.22
usa,2000,3.99
usa,2001,4.73
usa,2002,5.78
usa,2003,5.99
usa,2004,5.53
usa,2005,5.08
usa,2006,4.62
usa,2007,4.62
usa,2008,5.78
usa,2009,9.25
usa,2010,9.63
usa,2011,8.95
usa,2012,8.07
usa,2013,7.37
usa,2014,6.17
usa,2015,5.28
usa,2016,4.87
usa,2017,4.36
usa,2018,3.9
usa,2019,3.67
usa,2020,8.05
usa,2021,5.464
uzb,1991,1.9
uzb,1992,2.9
uzb,1993,4.9
uzb,1994,7.3
uzb,1995,7.8
uzb,1996,10.7
uzb,1997,10.9
uzb,1998,13.3
uzb,1999,13.3
uzb,2000,12.227
uzb,2001,11.205
uzb,2002,10.145
uzb,2003,9.107
uzb,2004,8.194
uzb,2005,7.093
uzb,2006,6.027
uzb,2007,4.99
uzb,2008,4.89
uzb,2009,5
uzb,2010,5.4
uzb,2011,5
uzb,2012,4.9
uzb,2013,4.9
uzb,2014,5.1
uzb,2015,5.2
uzb,2016,5.2
uzb,2017,5.8
uzb,2018,5.835
uzb,2019,5.85
uzb,2020,7.041
uzb,2021,7.161
vct,1991,19.77
vct,1992,19.688
vct,1993,19.739
vct,1994,20.187
vct,1995,19.991
vct,1996,20.382
vct,1997,20.443
vct,1998,20.566
vct,1999,20.766
vct,2000,20.955
vct,2001,21.1
vct,2002,20.592
vct,2003,20.213
vct,2004,20.019
vct,2005,19.751
vct,2006,19.233
vct,2007,19.059
vct,2008,18.79
vct,2009,18.963
vct,2010,19.05
vct,2011,18.988
vct,2012,18.965
vct,2013,18.99
vct,2014,19.053
vct,2015,19.09
vct,2016,19.11
vct,2017,19.182
vct,2018,19.18
vct,2019,19.28
vct,2020,21.002
vct,2021,21.618
ven,1991,9.45
ven,1992,7.69
ven,1993,6.6
ven,1994,8.56
ven,1995,10.24
ven,1996,11.77
ven,1997,11.16
ven,1998,11.15
ven,1999,14.53
ven,2000,13.99
ven,2001,13.04
ven,2002,16.17
ven,2003,16.78
ven,2004,15.07
ven,2005,10.66
ven,2006,8.61
ven,2007,7.28
ven,2008,6.25
ven,2009,6.1
ven,2010,7.11
ven,2011,6.9
ven,2012,6.6
ven,2013,7.54
ven,2014,6.864
ven,2015,6.08
ven,2016,5.32
ven,2017,5.05
ven,2018,5.022
ven,2019,5.096
ven,2020,6.627
ven,2021,6.413
vir,1991,12.351
vir,1992,12.511
vir,1993,12.703
vir,1994,12.469
vir,1995,12.133
vir,1996,12.21
vir,1997,12.121
vir,1998,11.862
vir,1999,11.497
vir,2000,11.109
vir,2001,11.083
vir,2002,11.195
vir,2003,11.364
vir,2004,11.048
vir,2005,10.964
vir,2006,10.411
vir,2007,10.191
vir,2008,10.308
vir,2009,11.584
vir,2010,11.734
vir,2011,12.08
vir,2012,12.231
vir,2013,12.755
vir,2014,12.791
vir,2015,12.617
vir,2016,12.677
vir,2017,12.325
vir,2018,12.426
vir,2019,12.468
vir,2020,13.545
vir,2021,13.265
vnm,1991,2.092
vnm,1992,1.912
vnm,1993,1.969
vnm,1994,1.931
vnm,1995,1.899
vnm,1996,1.93
vnm,1997,2.87
