geo,time,ne_gdi_stkb_kn
gab,2008,30388998600
gab,2009,-52385826000
gab,2010,-105312586700
gab,2011,-187051223700
gab,2012,-60175315300
gab,2013,-163030540500
gab,2014,-62534113800
gab,2015,-10000000000
gab,2016,161214600
gab,2017,-1237469900
geo,1995,0
geo,2010,504900000
geo,2011,541200000
geo,2012,1182600000
geo,2013,725300000
geo,2014,1200300000
geo,2015,659200000
geo,2016,1244300000
geo,2017,696300000
geo,2018,1197800000
geo,2019,536798300
geo,2020,592987973.53624
gha,2006,0
gha,2007,0
gha,2008,0
gha,2009,410346300
gha,2010,555076900
gha,2011,774338700
gha,2012,847762300
gha,2013,912180700
gha,2014,871819300
gha,2015,951811000
gha,2016,1431990200
gha,2017,3646747100
gha,2018,3393179100
gha,2019,4248754200
gha,2020,4377575500
gin,2006,2662996828900
gin,2007,-551566966200
gin,2008,1513744965000
gin,2009,163639180600
gin,2010,466295229500
gin,2011,530344082900
gin,2012,1139546490900
gin,2013,41913462500
gin,2014,68876629200
gin,2015,122032239800
gin,2016,161424095000
gin,2017,-3525330939800
gin,2018,45918888200
gin,2019,4368151747400
gin,2020,-38164906850700
gmb,2004,0
gmb,2012,0
gnb,2000,286000000
gnb,2001,291000000
gnb,2002,298000000
gnb,2003,306000000
gnb,2004,312000000
gnb,2005,1120000000
gnb,2006,-1984000000
gnb,2007,1763000000
gnb,2008,-783000000
gnb,2009,357000000
gnb,2010,461000000
gnb,2011,476000000
gnb,2012,3424000000
gnb,2013,2919676900
gnb,2014,7160096100
gnb,2015,-4751771700
gnb,2016,-251379000
gnb,2017,-240379000
gnq,2005,-45010219800
gnq,2006,-33705000000
gnq,2007,-34772000000
gnq,2008,-47555000000
gnq,2009,-723666000000
gnq,2010,-226333000000
gnq,2011,-379972000000
gnq,2012,-375472000000
gnq,2013,9343442900
gnq,2014,8715467200
gnq,2015,8696000000
gnq,2016,7500847200
gnq,2017,3400000000
gnq,2018,-5538328600
gnq,2019,-5166000000
gnq,2020,-3676000000
gtm,1960,732476224.34923
gtm,1961,-38236037.56674
gtm,1962,242799520.09633
gtm,1963,968218205.30501
gtm,1964,1046022033.36741
gtm,1965,897045719.20321
gtm,1966,26468683.4308
gtm,1967,695932288.05541
gtm,1968,1969140859.07722
gtm,1969,-528200146.15857
gtm,1970,1198956838.95457
gtm,1971,1957543874.47693
gtm,1972,305343746.66734
gtm,1973,987370634.10019
gtm,1974,4938145928.04049
gtm,1975,1697672738.66263
gtm,1976,2575399116.44836
gtm,1977,3159035188.37965
gtm,1978,3947127562.30987
gtm,1979,2057330325.26056
gtm,1980,979931265.76763
gtm,1981,2218729076.74913
gtm,1982,516340576.71025
gtm,1983,1929649379.35605
gtm,1984,3556108569.67669
gtm,1985,1710586443.02047
gtm,1986,1403793852.58163
gtm,1987,3280191164.25601
gtm,1988,1837048910.1786
gtm,1989,1149941097.37701
gtm,1990,2237683459.8621
gtm,1991,4862054200
gtm,1992,6209622800
gtm,1993,4012489200
gtm,1994,4737623300
gtm,1995,3142497800
gtm,1996,492770800
gtm,1997,183751900
gtm,1998,4067893900
gtm,1999,2141090300
gtm,2000,5491055400
gtm,2001,6883924600
gtm,2002,7108373300
gtm,2003,8302273200
gtm,2004,11156745000
gtm,2005,8119703500
gtm,2006,6499213000
gtm,2007,8683707800
gtm,2008,-1872233600
gtm,2009,-4599050600
gtm,2010,410507100
gtm,2011,5967675700
gtm,2012,4980737500
gtm,2013,3131447200
gtm,2014,-442610000
gtm,2015,1498800000
gtm,2016,-167500000
gtm,2017,-12600000
gtm,2018,696200000
gtm,2019,246800000
gtm,2020,-2860900000
hkg,1961,614000000
hkg,1962,713000000
hkg,1963,831000000
hkg,1964,911000000
hkg,1965,1060000000
hkg,1966,1071000000
hkg,1967,1089000000
hkg,1968,1129000000
hkg,1969,1257000000
hkg,1970,1377000000
hkg,1971,1475000000
hkg,1972,1633000000
hkg,1973,1841000000
hkg,1974,3118000000
hkg,1975,2504000000
hkg,1976,12008000000
hkg,1977,6604000000
hkg,1978,7584000000
hkg,1979,10354000000
hkg,1980,10414000000
hkg,1981,10563000000
hkg,1982,3296000000
hkg,1983,8961000000
hkg,1984,11139000000
hkg,1985,2861000000
hkg,1986,12266000000
hkg,1987,18090000000
hkg,1988,24743000000
hkg,1989,5836000000
hkg,1990,9898000000
hkg,1991,7053000000
hkg,1992,10525000000
hkg,1993,4023000000
hkg,1994,32700000000
hkg,1995,64253000000
hkg,1996,15085000000
hkg,1997,18093000000
hkg,1998,-24270000000
hkg,1999,-15538000000
hkg,2000,20625000000
hkg,2001,-6876000000
hkg,2002,9273000000
hkg,2003,13762000000
hkg,2004,11305000000
hkg,2005,-6722000000
hkg,2006,-1990000000
hkg,2007,18120000000
hkg,2008,10702000000
hkg,2009,30908000000
hkg,2010,48934000000
hkg,2011,13865000000
hkg,2012,-3399000000
hkg,2013,-1188000000
hkg,2014,7884000000
hkg,2015,-20133000000
hkg,2016,441000000
hkg,2017,11944000000
hkg,2018,11310000000
hkg,2019,-3067000000
hkg,2020,44480000000
hnd,1960,182999200
hnd,1961,191797200
hnd,1962,164523300
hnd,1963,152206100
hnd,1964,179480000
hnd,1965,278897600
hnd,1966,273618800
hnd,1967,337844500
hnd,1968,156605000
hnd,1969,182119300
hnd,1970,510285900
hnd,1971,-35192100
hnd,1972,131970500
hnd,1973,281537000
hnd,1974,1293310800
hnd,1975,-563074100
hnd,1976,-334325200
hnd,1977,545478000
hnd,1978,1202761931.46044
hnd,1979,1280375830.5449
hnd,1980,1130559982.31161
hnd,1981,908139903.51858
hnd,1982,598816659.55623
hnd,1983,642158354.77242
hnd,1984,819059760.45134
hnd,1985,866581025.17152
hnd,1986,742308781.39704
hnd,1987,973281218.8982
hnd,1988,1211012430.82226
hnd,1989,1148075370.25842
hnd,1990,1217175268.80868
hnd,1991,1343888500
hnd,1992,1517852400
hnd,1993,1966178500
hnd,1994,2142581800
hnd,1995,2250972300
hnd,1996,2087254300
hnd,1997,2243241300
hnd,1998,2302160900
hnd,1999,2517736800
hnd,2000,2683400000
hnd,2001,2333700000
hnd,2002,2952200000
hnd,2003,2769400000
hnd,2004,2999200000
hnd,2005,3056000000
hnd,2006,1317400000
hnd,2007,1747200000
hnd,2008,3093100000
hnd,2009,-2509700000
hnd,2010,467200000
hnd,2011,2848800000
hnd,2012,417800000
hnd,2013,-3249000000
hnd,2014,-298500000
hnd,2015,3434300000
hnd,2016,4174500000
hnd,2017,5239600000
hnd,2018,5906000000
hnd,2019,-252800000
hnd,2020,-1257500000
hrv,1995,1231660203.33829
hrv,1996,1012484035.4531
hrv,1997,1702544462.49057
hrv,1998,430798937.53021
hrv,1999,-104042800.76757
hrv,2000,44655711.54472
hrv,2001,387328456.54584
hrv,2002,1330989833.45343
hrv,2003,1534847202.77836
hrv,2004,1330413362.29336
hrv,2005,2104273132.396
hrv,2006,4647827539.15846
hrv,2007,5365218745.77565
hrv,2008,5857078582.30257
hrv,2009,-344636612.58824
hrv,2010,-3002784011.34726
hrv,2011,-6799732009.778
hrv,2012,-10327768808.702
hrv,2013,-2347313052.68896
hrv,2014,-3647287260.01307
hrv,2015,3626155248.65385
hrv,2016,4535110720.33875
hrv,2017,11790142574.5976
hrv,2018,20978091865.4406
hrv,2019,10219898412.7802
hrv,2020,15565581465.7611
hti,2010,999500
hti,2011,999500
hti,2012,999500
hti,2013,999500
hti,2014,999600
hti,2015,999500
hti,2016,999500
hti,2017,999500
hti,2018,999500
idn,1983,4460524190702049.5
idn,1984,7108735885808310
idn,1985,10604503063436400
idn,1986,10111905349875800
idn,1987,8062155966090461
idn,1988,1788201554024420
idn,1989,2262915655293700
idn,1990,5273749524628860
idn,1991,3176895983469100
idn,1992,3695201389698500
idn,1993,5434861710360700
idn,1994,7646067833190600
idn,1995,8170047151470701
idn,1996,3026834793145800
idn,1997,1722220603813200
idn,1998,-3291633232933700
idn,1999,-4958966655280600
idn,2000,-7109152662752600
idn,2001,-8938409317956301
idn,2002,-2794934999222300
idn,2003,-9824821297572100
idn,2004,-5361125981997400
idn,2005,-7157320942054400
idn,2006,-6200056533582500
idn,2007,51917225900700
idn,2008,-463601503753700
idn,2009,441125541440100
idn,2010,129094598000000
idn,2011,118207333587700
idn,2012,174183105447800
idn,2013,124453562882200
idn,2014,163582629787300
idn,2015,112847909600000
idn,2016,133400149829800
idn,2017,126883557259100
idn,2018,197369635046000
idn,2019,129953839667400
idn,2020,51334130893300
ind,1960,108827254885.69
ind,1961,92425630542.75
ind,1962,80065088975.55998
ind,1963,65356336565.79
ind,1964,110428770496
ind,1965,83372214507.13
ind,1966,117589338829.71001
ind,1967,99279728967
ind,1968,25484353033.29
ind,1969,128659247371.00999
ind,1970,153275645991.37
ind,1971,203438009560.20001
ind,1972,57584303378.77
ind,1973,209467564013.45001
ind,1974,263952949921.92999
ind,1975,38531136878.84
ind,1976,135093888162.64
ind,1977,199963766403.37
ind,1978,386353360689.47998
ind,1979,275775893549.65997
ind,1980,17822377573.12
ind,1981,418949654496.46002
ind,1982,317131241474.97998
ind,1983,132890587417.91
ind,1984,308549666321.89001
ind,1985,484402278079.94
ind,1986,376555425589.85999
ind,1987,106710556924.19
ind,1988,429263724923.96997
ind,1989,285212420721.81
ind,1990,267504528072.47
ind,1991,-31815133900
ind,1992,325548905700
ind,1993,-67765066800
ind,1994,382343461200
ind,1995,608700927500
ind,1996,-400565736900
ind,1997,300644403100
ind,1998,-92726642600
ind,1999,939290823100
ind,2000,307592612700
ind,2001,-61816174000
ind,2002,356055222000
ind,2003,384805031300
ind,2004,1423413106600
ind,2005,1802774729000
ind,2006,2371882658700
ind,2007,3115215005800
ind,2008,1514714293900
ind,2009,2540510603400
ind,2010,3675365217700
ind,2011,2079831878200
ind,2012,2015280000000
ind,2013,1297580000000
ind,2014,2747512112400
ind,2015,2395568424900
ind,2016,1226393339200
ind,2017,2064362663700
ind,2018,2626392370700
ind,2019,1583853593900
ind,2020,1542757655600
irn,1960,98692928732524.40625
irn,1961,100512024208053
irn,1962,109911220819920
irn,1963,103967661941458
irn,1964,138538221785892
irn,1965,151072654671656
irn,1966,190924183998496
irn,1967,202565248488705
irn,1968,275490602070814
irn,1969,300584998664911
irn,1970,310515083217459
irn,1971,256767299777111
irn,1972,413564601465460
irn,1973,382167632795403.0625
irn,1974,747099078721733
irn,1975,1001756982443820
irn,1976,1194303746864030
irn,1977,1430616096700210
irn,1978,1029930625746460
irn,1979,644822151788857
irn,1980,834767351893461
irn,1981,710177334888519
irn,1982,558256231990432.9375
irn,1983,677603332996334
irn,1984,395639741133663.0625
irn,1985,412433685614243.0625
irn,1986,411936861141370
irn,1987,429342350719776
irn,1988,208849879289572
irn,1989,315936007262606
irn,1990,496036358899544
irn,1991,522750813910900
irn,1992,460975170106900
irn,1993,225527644505000
irn,1994,24840026224100
irn,1995,251235290104900
irn,1996,338755784025700
irn,1997,255276926609400
irn,1998,256805623924400
irn,1999,255431496022700
irn,2000,232653042659200
irn,2001,178431670096900
irn,2002,342053289677700
irn,2003,543163246948700
irn,2004,541992251396500
irn,2005,434998313342000
irn,2006,539180545341500
irn,2007,588904261727000
irn,2008,615240923601900
irn,2009,663263762200500
irn,2010,829183617880500
irn,2011,646850928528300
irn,2012,745555549834400
irn,2013,734330306482500
irn,2014,735756138326900
irn,2015,606351628538300
irn,2016,758314710000000
irn,2017,913849290000000
irn,2018,804687706674600
irn,2019,973908602331500
irn,2020,1133085510000000
irq,2007,2881484599999.97998
irq,2008,462805153600
irq,2009,1228524816600
irq,2010,-439321776800
irq,2011,-546519557900
irq,2012,-2530198966400
irq,2013,264373530900
irq,2014,-4820515570800
irq,2015,-10388211055800
irq,2016,6897758180400
irq,2017,6702270268014.45996
irq,2018,29658445344979.80078
irq,2019,45453689180551.39844
jam,2007,3932000000
jam,2008,3352000000
jam,2009,1678000000
jam,2010,2582000000
jam,2011,4218000000
jam,2012,2507000000
jam,2013,2359000000
jam,2014,3962000000
jam,2015,1215000000
jam,2016,893000000
jam,2017,3704000000
jam,2018,290000000
jam,2019,1690000000
jam,2020,1517620000
jor,1976,132864362.59262
jor,1977,74773710.7546
jor,1978,-11982381.6743
jor,1979,-107378015.06005
jor,1980,116670780.45633
jor,1981,263369583.2678
jor,1982,165053177.27128
jor,1983,318650029.66921
jor,1984,296857857.2359
jor,1985,216741054.59723
jor,1986,253606717.63921
jor,1987,698717837.57989
jor,1988,119064567.2577
jor,1989,29532459.58179
jor,1990,369420650.62782
jor,1991,133795400
jor,1992,351601300
jor,1993,243243900
jor,1994,114830000
jor,1995,296536700
jor,1996,91761700
jor,1997,-5330200
jor,1998,59640300
jor,1999,-172145000
jor,2000,120754400
jor,2001,167500700
jor,2002,126257500
jor,2003,25728000
jor,2004,342416200
jor,2005,507833800
jor,2006,476625000
jor,2007,471731900
jor,2008,434246500
jor,2009,183156900
jor,2010,457947000
jor,2011,371266400
jor,2012,773472000
jor,2013,507084200
jor,2014,447596900
jor,2015,387319000
jor,2016,446000000
jor,2017,417363100
jor,2018,402919300
jor,2019,412343100
jor,2020,399433100
ken,1979,23999630200
ken,1980,49119443900
ken,1981,33179397200
ken,1982,21845824600
ken,1983,19637090800
ken,1984,22535230400
ken,1985,61365909000
ken,1986,17101218700
ken,1987,35699809600
ken,1988,40036041000
ken,1989,51084100300
ken,1990,37188399500
ken,1991,19746868800
ken,1992,5142002200
ken,1993,12855005200
ken,1994,12508106800
ken,1995,13502695600
ken,1996,20857822300
ken,1997,6806303700
ken,1998,-29962578800
ken,1999,-3534613200
ken,2000,-13135530100
ken,2001,-13818280800
ken,2002,44964011500
ken,2003,-16733753600
ken,2004,-19002521500
ken,2005,31501948400
ken,2006,-14132000000
ken,2007,9620000000
ken,2008,16457000000
ken,2009,24000000000
ken,2010,12000000000
ken,2011,25000000000
ken,2012,33000000000
ken,2013,86000000000
ken,2014,66000000000
ken,2015,-1298000000
ken,2016,-3288400000
ken,2017,54910400000
ken,2018,22633400000
ken,2019,35704100000
ken,2020,35258900000
kgz,1991,-6047469500
kgz,1992,13686378400
kgz,1993,-3663525500
kgz,1994,-4312189900
kgz,1995,-2492096000
kgz,1996,2629664000
kgz,1997,9597835200
kgz,1998,2516446700
kgz,1999,2464471300
kgz,2000,2176300200
kgz,2001,1204053400
kgz,2002,1299473300
kgz,2003,-2794302300
kgz,2004,-333364700
kgz,2005,234464300
kgz,2006,1003449800
kgz,2007,2404510400
kgz,2008,2911325600
kgz,2009,-3082719100
kgz,2010,-1565300000
kgz,2011,4994400000
kgz,2012,11966083300
kgz,2013,17051406300
kgz,2014,17515710700
kgz,2015,8037396700
kgz,2016,9019858900
kgz,2017,5777450100
kgz,2018,22916570100
kgz,2019,26289390000
kgz,2020,19719013500
khm,1993,250047073600
khm,1994,115683579700
khm,1995,50276556500
khm,1996,256080255000
khm,1997,199531729900
khm,1998,-132798489400
khm,1999,102445351000
khm,2000,-110054319500
khm,2001,466691892500
khm,2002,163503091800
khm,2003,623588690700
khm,2004,-123040532900
khm,2005,257560066000
khm,2006,682547956900
khm,2007,454273935000
khm,2008,532211745800
khm,2009,540522598700
khm,2010,631522598700
khm,2011,631522598700
khm,2012,662138099800
khm,2013,662138099800
khm,2014,692299604400
khm,2015,691309385000
khm,2016,744098477300
khm,2017,776475255200
khm,2018,829302439400
khm,2019,829302439400
khm,2020,829302439400
kir,2008,387000
kir,2009,-93000
kir,2010,353000
kir,2011,184000
kir,2012,4075000
kir,2013,2680000
kir,2014,1139000
kir,2015,-1664000
kir,2016,-1233000
kir,2017,562000
kor,1960,113200000000
kor,1961,334800000000
kor,1962,-734800000000
kor,1963,1183200000000
kor,1964,1299600000000
kor,1965,498400000000
kor,1966,78700000000
kor,1967,62500000000
kor,1968,94400000000
kor,1969,1053100000000
kor,1970,971500000000
kor,1971,2270300000000
kor,1972,-1758900000000
kor,1973,1009300000000
kor,1974,6063500000000
kor,1975,2609900000000
kor,1976,192700000000
kor,1977,1518000000000
kor,1978,117500000000
kor,1979,4737500000000
kor,1980,1347800000000
kor,1981,3744600000000
kor,1982,4005700000000
kor,1983,4084200000000
kor,1984,3599500000000
kor,1985,6392100000000
kor,1986,7384500000000
kor,1987,6568300000000
kor,1988,13372300000000
kor,1989,16960000000000
kor,1990,6575200000000
kor,1991,17868000000000
kor,1992,7436700000000
kor,1993,3304100000000
kor,1994,9334400000000
kor,1995,5370400000000
kor,1996,19846400000000
kor,1997,12187400000000
kor,1998,-10705900000000
kor,1999,9551500000000
kor,2000,10058300000000
kor,2001,8345900000000
kor,2002,9435500000000
kor,2003,7448600000000
kor,2004,13828400000000
kor,2005,17796500000000
kor,2006,26173900000000
kor,2007,26876900000000
kor,2008,30419500000000
kor,2009,-8059100000000
kor,2010,17170800000000
kor,2011,32599200000000
kor,2012,27990000000000
kor,2013,5279900000000
kor,2014,6203400000000
kor,2015,8599800000000
kor,2016,7661800000000
kor,2017,13945200000000
kor,2018,18509200000000
kos,2008,266000000
kos,2009,83140000
kos,2010,81396300
kos,2011,177232500
kos,2012,35419200
kos,2013,31976900
kos,2014,22638200
kos,2015,86193200
kos,2016,203422200
kos,2017,97446100
kos,2018,114068600
kos,2019,76927900
kos,2020,74821000
lao,2000,0
lao,2001,0
lao,2002,0
lao,2003,0
lao,2004,0
lao,2005,0
lao,2006,0
lao,2007,0
lao,2008,0
lao,2009,0
lao,2010,0
lao,2011,0
lao,2012,0
lao,2013,0
lao,2014,0
lao,2015,0
lao,2016,0
lbn,1994,0
lbn,1995,0
lbn,1996,0
lbn,2005,0
lbn,2006,0
lbn,2007,0
lbn,2008,0
lbn,2009,0
lbn,2010,0
lbn,2011,0
lbn,2012,0
lbn,2013,0
lbn,2014,0
lbn,2015,0
lbn,2017,0
lka,1960,19352816368.7849
lka,1961,35687587087.5042
lka,1962,24316929972.1574
lka,1963,38545388202.7599
lka,1964,28035549088.8384
lka,1965,23155360735.0637
lka,1966,31461506579.8974
lka,1967,34221198900.1879
lka,1968,52246764301.6449
lka,1969,44264111220.5326
lka,1970,72743972850.0686
lka,1971,71704949241.308
lka,1972,92431507652.90311
lka,1973,42098218678.0607
lka,1974,127705872979.16299
lka,1975,87806735117.8923
lka,1976,96740383206.56448
lka,1977,86321281109.54221
lka,1978,107034144712.437
lka,1979,153804207375.784
lka,1980,234377741636.922
lka,1981,161016178733.54999
lka,1982,164771101820.80301
lka,1983,176009805126.97
lka,1984,185373490572.84695
lka,1985,166658338097.77701
lka,1986,180022740446.53201
lka,1987,179118119421.29501
lka,1988,175060943251.323
lka,1989,160517260052.289
lka,1990,119055895797.83701
lka,1991,137820838300
lka,1992,119462514500
lka,1993,120652791900
lka,1994,133586342400
lka,1995,122089983200
lka,1996,135389475200
lka,1997,120631155200
lka,1998,138269865100
lka,1999,146517398200
lka,2000,160668004800
lka,2001,132612127300
lka,2002,203640278100
lka,2003,214524850900
lka,2004,156507735700
lka,2005,159267061500
lka,2006,193616085400
lka,2007,178220880400
lka,2008,152424748100
lka,2009,179819456500
lka,2010,377650895700
lka,2011,432379476800
lka,2012,721339744300
lka,2013,362375770500
lka,2014,723665754400
lka,2015,780139420900
lka,2016,755873194600
lka,2017,818532914400
lka,2018,892409434000
lka,2019,500749230900
lka,2020,433468153600
lso,1975,-793100
lso,1976,-1586200
lso,1977,-793100
lso,1978,4758600
lso,1979,4758600
lso,1980,3809100
lso,1981,4671600
lso,1982,-3424800
lso,1983,2759500
lso,1984,-878400
lso,1985,4598400
lso,1986,21047000
lso,1987,5641600
lso,1988,-16646000
lso,1989,-14455500
lso,1990,-10844600
lso,1991,-19526800
lso,1992,15375100
lso,1993,7232800
lso,1994,-36432100
lso,1995,55512600
lso,1996,40300
lso,1997,-33665800
lso,1998,-2379300
lso,1999,71378300
lso,2000,11896400
lso,2001,26321600
lso,2002,-59786000
lso,2003,-108620000
lso,2004,10583000
lso,2005,59427600
lso,2006,-67359400
lso,2007,201319800
lso,2008,237657200
lso,2009,354749600
lso,2010,322212800
lso,2011,-399251300
lso,2012,-46150600
lso,2013,242032600
lso,2014,804982500
lso,2015,18191800
lso,2016,593980800
lso,2017,-1100418600
lso,2018,-1248771100
lso,2019,147710100
mac,1982,377000000
mac,1983,1272000000
mac,1984,808000000
mac,1985,803000000
mac,1986,658000000
mac,1987,955000000
mac,1988,1056000000
mac,1989,711000000
mac,1990,230000000
mac,1991,620000000
mac,1992,543000000
mac,1993,608000000
mac,1994,840000000
mac,1995,363000000
mac,1996,739000000
mac,1997,146000000
mac,1998,-98000000
mac,1999,115000000
mac,2000,97000000
mac,2001,25000000
mac,2002,341000000
mac,2003,460000000
mac,2004,884000000
mac,2005,843000000
mac,2006,1268000000
mac,2007,1043000000
mac,2008,1357000000
mac,2009,239000000
mac,2010,1830000000
mac,2011,4182000000
mac,2012,3740000000
mac,2013,2878000000
mac,2014,3520000000
mac,2015,1895000000
mac,2016,-153000000
mac,2017,-984000000
mac,2018,2190000000
mac,2019,1318000000
mac,2020,-754000000
mar,1966,-974181500
mar,1967,908502500
mar,1968,476487200
mar,1969,3732574100
mar,1970,9285459400
mar,1971,8717378100
mar,1972,5408927400
mar,1973,8315918400
mar,1974,14278418500
mar,1975,5348231600
mar,1976,5894524800
mar,1977,7509543400
mar,1978,5370134500
mar,1979,5315587200
mar,1980,9310142000
mar,1981,765222800
mar,1982,3298213000
mar,1983,-1876030000
mar,1984,8027749000
mar,1985,7074381000
mar,1986,7237406000
mar,1987,4427229000
mar,1988,3017407000
mar,1989,5014220000
mar,1990,6462427400
mar,1991,4906382500
mar,1992,5553464500
mar,1993,2615494800
mar,1994,4227668100
mar,1995,2773591900
mar,1996,5270019400
mar,1997,6473652200
mar,1998,12663635700
mar,1999,-1674627300
mar,2000,-2677669700
mar,2001,8130732600
mar,2002,5942160200
mar,2003,23398660600
mar,2004,25923058900
mar,2005,13101920100
mar,2006,11391314000
mar,2007,11202000000
mar,2008,29729000000
mar,2009,28875000000
mar,2010,27582000000
mar,2011,36577000000
mar,2012,23995000000
mar,2013,43015000000
mar,2014,38863000000
mar,2015,42038000000
mar,2016,45495000000
mar,2017,72382332100
mar,2018,100226264400
mar,2019,91487071500
mar,2020,47503044500
mda,1995,5904019700
mda,1996,3297796800
mda,1997,3106269500
mda,1998,3026165400
mda,1999,3005123200
mda,2000,5936690200
mda,2001,4940878100
mda,2002,4402402600
mda,2003,4321040000
mda,2004,5172757100
mda,2005,6887636300
mda,2006,5257206900
mda,2007,5223781000
mda,2008,7637214200
mda,2009,725210400
mda,2010,1145312000
mda,2011,902982821.41961
mda,2012,821287121.87891
mda,2013,2106288195.02095
mda,2014,402029052.46985
mda,2015,-1094498473.59936
mda,2016,-787930240.71396
mda,2017,237770165.44789
mda,2018,1515172588.31048
mda,2019,-136169563.10614
mda,2020,-555844958.81913
mdg,2007,29802091600
mdg,2008,62915634100
mdg,2009,64040123500
mdg,2010,173031977100
mdg,2011,-13096120500
mdg,2012,-48621680000
mdg,2013,137178776500
mdg,2014,-186420805100
mdg,2015,480366534800
mdg,2016,656256555300
mdg,2017,315266052800
mdg,2018,2107434015200
mdg,2019,1832099216800
mdg,2020,1666262958100
mdv,2014,642000000
mdv,2015,129858700
mdv,2016,-361529100
mdv,2017,220661300
mdv,2018,-3695745100
mdv,2019,-3380778900
mdv,2020,-844747600
mex,1960,160546352080.465
mex,1961,173165630311.23599
mex,1962,156526594650.371
mex,1963,199698305878.17001
mex,1964,236356040116.13199
mex,1965,290299844321.646
mex,1966,308666886545.32599
mex,1967,275343601065.69897
mex,1968,364672441763.30493
mex,1969,220285224478.69696
mex,1970,217473887079.12296
mex,1971,206498158261.24496
mex,1972,215365672127.89801
mex,1973,239327557502.75101
mex,1974,381172125779.00494
mex,1975,302401197947.09399
mex,1976,312680497998.81201
mex,1977,313656855065.62299
mex,1978,329398604449.42401
mex,1979,319360225787.04602
mex,1980,279115528988.96399
mex,1981,300812340642.85999
mex,1982,46584227165.2138
mex,1983,52105368541.6332
mex,1984,40895017311.8501
mex,1985,93463520518.57489
mex,1986,-38410901814.8547
mex,1987,40059807727.0438
mex,1988,133194997112.659
mex,1989,109898143262.095
mex,1990,89702870372.77249
mex,1991,82575701400
mex,1992,158298288600
mex,1993,124719790000
mex,1994,137831383000
mex,1995,207521116000
mex,1996,182667438000
mex,1997,188068425000
mex,1998,203403472000
mex,1999,145428246000
mex,2000,156462201000
mex,2001,103429480000
mex,2002,143734554000
mex,2003,164009949000
mex,2004,214032359000
mex,2005,122909035000
mex,2006,175793785000
mex,2007,161377445000
mex,2008,124441391000
mex,2009,102785986000
mex,2010,172381689000
mex,2011,139543476000
mex,2012,161078575000
mex,2013,201986560000
mex,2014,157408190000
mex,2015,156267385000
mex,2016,146356991000
mex,2017,142977730000
mex,2018,130256335000
mex,2019,100805551000
mex,2020,86493382000
mhl,2004,881900
mhl,2005,-110200
mhl,2006,1536800
mhl,2007,1532800
mhl,2008,-572800
mhl,2009,2633800
mhl,2010,-2933700
mhl,2011,4446500
mhl,2012,-5105200
mhl,2013,-457400
mhl,2014,796500
mhl,2015,-1437888.62228
mhl,2016,1155892.96818
mhl,2017,-548179.74567
mhl,2018,4326334.95331
mhl,2019,7767241.00113
mhl,2020,2569546.46111
mkd,1990,-13310608098.1256
mkd,1991,-17677988300
mkd,1992,-16357888300
mkd,1993,-9990437100
mkd,1994,-7643348200
mkd,1995,850314200
mkd,1996,-2779711100
mkd,1997,2462979000
mkd,1998,5371436000
mkd,1999,1889705100
mli,1979,0
mli,1980,0
mli,1981,0
mli,1982,0
mli,1983,0
mli,1984,0
mli,1985,-37309840700
mli,1986,-64044345400
mli,1987,24907345100
mli,1988,12846106000
mli,1989,71544507600
mli,1990,53825835900
mli,1991,-48780229400
mli,1992,59398543900
mli,1993,-102781936300
mli,1994,-31216011800
mli,1995,-39757678900
mli,1996,-113127222500
mli,1997,-57633017400
mli,1998,162713636100
mli,1999,33299360000
mli,2000,-7093504300
mli,2001,74744752400
mli,2002,-23454298100
mli,2003,174431165100
mli,2004,92799509100
mli,2005,58673243300
mli,2006,77127443500
mli,2007,118801462400
mli,2008,83736055400
mli,2009,125227151400
mli,2010,217736331800
mli,2011,114933420600
mli,2012,240097884400
mli,2013,239963562200
mli,2014,242290649300
mli,2015,287763823000
mli,2016,448162690100
mli,2017,152997978000
mli,2018,26298458200
mli,2019,98048937500
mli,2020,-128208267000
mmr,2011,331598142526.284
mmr,2012,207096264013.72501
mmr,2013,780651728048.7489
mmr,2014,1135052964438.65991
mmr,2015,747134613008.18384
mmr,2016,594538600000
mmr,2017,1906470000000
mmr,2018,900743700000
mmr,2019,641836500000
mmr,2020,641836500000
mne,2006,86610000
mne,2007,-11751000
mne,2008,15733000
mne,2009,-42822000
mne,2010,3989000
mne,2011,-18853000
mne,2012,5541000
mne,2013,-41136000
mne,2014,-8163000
mne,2015,-35089000
mne,2016,-135902000
mne,2017,-88965000
mne,2018,-125892000
mne,2019,-61015000
mne,2020,-152798000
mng,2010,1243186544378.21997
mng,2011,1830985520445.28003
mng,2012,2407891482058.66943
mng,2013,3356398481754.02979
mng,2014,1509995287527.02002
mng,2015,1427935514600
mng,2016,1006727822200
mng,2017,1476419845800
mng,2018,3419250384400
mng,2019,2372436706400
mng,2020,-291137057500
moz,1991,-9737695200
moz,1992,-12485609300
moz,1993,-16942208200
moz,1994,-15199816300
moz,1995,-36376078100
moz,1996,-16515691800
moz,1997,-1495638700
moz,1998,-80397564000
moz,1999,-241102416700
moz,2000,-35091573000
moz,2001,-66766855600
moz,2002,3597572000
moz,2003,-3739576100
moz,2004,6480066700
moz,2005,-3083719600
moz,2006,10661419900
moz,2007,14569530800
moz,2008,7675011400
moz,2009,8320215800
moz,2010,245247200
moz,2011,48082226600
