geo,time,dt_nfl_imfn_cd
bgr,1992,196747953.6
bgr,1993,43288167.3
bgr,1994,264232722.7
bgr,1995,-246233988.6
bgr,1996,-108698048.7
bgr,1997,400127071.2
bgr,1998,127869494.5
bgr,1999,162007297.2
bgr,2000,137016920.4
bgr,2001,-167572073.4
bgr,2002,-144048829.9
bgr,2003,38332715.2
bgr,2004,-55133829
bgr,2005,-443379280.8
bgr,2006,-346075044
bgr,2007,-346950825
bgr,2014,0
bih,1999,18979408.1
bih,2000,15841250
bih,2001,10095623.5
bih,2002,18178644.8
bih,2003,-17174466.4
bih,2004,-29786969.2
bih,2005,-39405089.8
bih,2006,-43921513.9
bih,2007,-18370713.4
bih,2008,-2371133.3
bih,2009,281703576.2
bih,2010,237389322.9
bih,2011,0
bih,2012,120114501.8
bih,2013,-41273882.1
bih,2014,98934109.8
bih,2015,-53824324.5
bih,2016,-5875777.3
bih,2017,-218375252.1
bih,2018,-113739786.7
bih,2019,-65711475.4
bih,2020,369441410.3
blr,1993,97887113.9
blr,1995,182220221.9
blr,1998,-24331090.7
blr,1999,-58148366.5
blr,2000,-55552533.6
blr,2001,-29748352.4
blr,2002,-30257168.9
blr,2003,-32685759.6
blr,2004,-17314352
blr,2005,-8630620.3
blr,2009,2825192409
blr,2010,668250104.6
blr,2011,0
blr,2012,-463857884.2
blr,2013,-1647564099.2
blr,2014,-1262969042.8
blr,2015,-76589481.3
blz,1983,3720000
blz,1984,1230000
blz,1985,4810000
blz,1986,0
blz,1987,-1984384.9
blz,1988,-3008392.3
blz,1989,-4186783.4
blz,1990,-3019396.9
blz,1991,-405090.1
blz,2009,7249667.7
blz,2010,0
blz,2011,0
blz,2012,-2693109.2
blz,2013,-3584921
blz,2014,-893543.5
bol,1971,511542.8
bol,1972,1400553
bol,1973,12126962.3
bol,1974,-4485977.8
bol,1975,-740875.5
bol,1976,-23506536.2
bol,1977,-1109196.3
bol,1978,35650604.9
bol,1979,11227936.2
bol,1980,96420682.6
bol,1981,-2034823.8
bol,1982,18700000
bol,1983,7650000
bol,1984,-23955520.7
bol,1985,-23538245.2
bol,1986,96562689.1
bol,1987,-34511269.2
bol,1988,32819436.5
bol,1989,46512266.3
bol,1990,-45611357.5
bol,1991,-44093231.8
bol,1992,-31890987.4
bol,1993,-23710744.6
bol,2003,89970816
bol,2004,55605109
bol,2005,-3545616
bol,2007,-14788424.3
bol,2014,0
bol,2020,334475424.6
bra,1970,-75160000
bra,1982,550600000
bra,1983,2166830000
bra,1984,1787770000
bra,1985,-65460000
bra,1986,-616230000
bra,1987,-1148683779.4
bra,1988,-438309858.5
bra,1989,-812050095.9
bra,1990,-765275924.4
bra,1991,-567313574.7
bra,1992,-399685350.8
bra,1993,-503229134.4
bra,1994,-133927920.5
bra,1995,-48965805.3
bra,1996,-69992008
bra,1997,-32622966.1
bra,1998,4617752837.9
bra,1999,4107941089.9
bra,2000,-6692954526.2
bra,2001,6718342098.4
bra,2002,11246839708.8
bra,2003,5227090393.2
bra,2004,-4356811455.4
bra,2005,-23809823417.9
bra,2006,0
bra,2014,0
btn,2014,0
bwa,2014,0
caf,1970,0
caf,1971,1193599.8
caf,1972,-151998
caf,1973,-166939.5
caf,1974,3716265.8
caf,1975,2659864.5
caf,1976,5472543.3
caf,1977,0
caf,1978,5420354.7
caf,1979,-3075085
caf,1980,8958618.2
caf,1981,16357811.7
caf,1982,1900000
caf,1983,4259446.9
caf,1984,-2505238.4
caf,1985,-270194.3
caf,1986,-1589334.5
caf,1987,3206451.6
caf,1988,1010862.9
caf,1989,-13439754.1
caf,1990,-1513771.4
caf,1991,-3402209.1
caf,1992,-1673431.7
caf,1993,-1583509
caf,1994,10571485.7
caf,1995,-7378325.9
caf,1996,-6178797.1
caf,1997,-7463912.3
caf,1998,-1796373.4
caf,1999,6309149.1
caf,2000,-801955
caf,2001,10184740
caf,2004,5812453
caf,2005,-4869312.6
caf,2006,4218525.3
caf,2007,5007550.3
caf,2008,15268517.6
caf,2009,20260507.4
caf,2010,13229835
caf,2011,0
caf,2012,10636482.8
caf,2013,-2268416
caf,2014,7330703.9
caf,2015,5424406.2
caf,2016,15465791.1
caf,2017,38753793
caf,2018,50084985
caf,2019,18982946.7
caf,2020,45055971
chn,1981,896123240.4
chn,1982,0
chn,1983,-481106000
chn,1984,0
chn,1985,0
chn,1986,664902011.5
chn,1987,-81086026.5
chn,1988,-83214712.9
chn,1989,-79357876.7
chn,1990,-489792611.8
chn,1991,-451368861.9
civ,1970,0
civ,1971,0
civ,1972,0
civ,1973,0
civ,1974,26362636
civ,1975,0
civ,1976,14062358.1
civ,1977,-11629047
civ,1978,13028639.2
civ,1979,-2920038.7
civ,1980,37834472.8
civ,1981,231246.7
civ,1984,-4419928.2
civ,1985,-7080777.1
civ,1986,-11883206.3
civ,1987,-147830779
civ,1988,-64442506
civ,1989,-123856230.8
civ,1990,29701145
civ,1991,-59416858.2
civ,1992,-91919010
civ,1993,-49330357.7
civ,1994,93969079.5
civ,1995,94595205.4
civ,1996,90700269.7
civ,1997,-22145416.7
civ,1998,168055886.9
civ,1999,-8142822.4
civ,2000,-39273373.9
civ,2001,-66715139.4
civ,2002,-10560939.3
civ,2003,-104956160.4
civ,2004,-126732816.9
civ,2005,-91143014
civ,2006,-57480534
civ,2007,15344138.4
civ,2008,19768928.7
civ,2009,157505971.5
civ,2010,44416844
civ,2011,237921775.1
civ,2012,172510216.2
civ,2013,148827614.3
civ,2014,165913401.9
civ,2015,81899159.3
civ,2016,32677495.7
civ,2017,150280846.8
civ,2018,118918208.8
civ,2019,111087336.3
civ,2020,1018510405
cmr,1970,0
cmr,1971,0
cmr,1972,0
cmr,1973,0
cmr,1974,13854816
cmr,1975,9121270.5
cmr,1976,25145990.1
cmr,1977,0
cmr,1978,12419976.4
cmr,1979,-1014261.2
cmr,1980,-5037798.4
cmr,1981,-9844262.4
cmr,1982,-3300000
cmr,1983,-1246820.6
cmr,1984,-2976351.6
cmr,1985,-5841031.4
cmr,1986,-7997251.1
cmr,1987,-8927767.2
cmr,1988,85110080.8
cmr,1989,14789626.4
cmr,1990,-1444531.6
cmr,1991,-1126314.6
cmr,1992,-54407658.6
cmr,1993,-47192480.7
cmr,1994,25844432.6
cmr,1995,6827568.7
cmr,1996,22793025
cmr,1997,25875996.7
cmr,1998,57014503.6
cmr,1999,43368220.8
cmr,2000,51136504.9
cmr,2001,18301977.8
cmr,2002,41228581.2
cmr,2003,10928824.4
cmr,2004,-28030784.4
cmr,2005,-34738172.8
cmr,2006,-272241287
cmr,2007,8113731.8
cmr,2008,8378004.3
cmr,2009,147337926.9
cmr,2011,-1253531.1
cmr,2012,-2428839.2
cmr,2013,-3638313.4
cmr,2014,-5238170.9
cmr,2015,-31178093.2
cmr,2016,-29870967.6
cmr,2017,258357695.4
cmr,2018,128152141.2
cmr,2019,50242149.3
cmr,2020,461383842.7
cod,1970,0
cod,1971,0
cod,1972,30671025
cod,1973,0
cod,1974,0
cod,1975,88990078.5
cod,1976,123986587.6
cod,1977,46342219.3
cod,1978,31416265.8
cod,1979,29418743.3
cod,1980,54352250.9
cod,1981,103403787.4
cod,1982,92938546.8
cod,1983,107917288.5
cod,1984,96995294.1
cod,1985,47333509.3
cod,1986,-41580300
cod,1987,-24119117.6
cod,1988,-130643268.2
cod,1989,-135732030.3
cod,1990,-151941918
cod,1991,-49221179.4
cod,1994,-4347741.9
cod,1995,-1367031
cod,1996,-36451418.5
cod,1998,-743514.1
cod,1999,-938031.3
cod,2000,-13190.1
cod,2001,0
cod,2002,155359497.5
cod,2003,74649759.6
cod,2004,79139467.5
cod,2005,39444978
cod,2007,-64297497.1
cod,2008,-136999339.5
cod,2009,131728004.2
cod,2010,18863577.8
cod,2011,156078021.6
cod,2014,0
cod,2015,-38417164.1
cod,2016,-78324237.6
cod,2017,-91863102.5
cod,2018,-93803498.7
cod,2019,295101298.1
cod,2020,322989585.9
cog,1971,-90272.3
cog,1972,-97713
cog,1973,-107318.3
cog,1974,-108240.8
cog,1975,-109309.5
cog,1977,13276495.3
cog,1978,9076088.4
cog,1979,6200559.9
cog,1980,-2568325.1
cog,1981,-7942188.3
cog,1982,-76194.1
cog,1983,-389161.5
cog,1984,-1104213.1
cog,1985,-2170571.2
cog,1986,8175970.9
cog,1987,-3227408.8
cog,1988,-2914296.1
cog,1989,-3384295.2
cog,1990,-1554500.7
cog,1991,-4941825
cog,1993,-698196.2
cog,1994,15036656.6
cog,1995,-2275856.2
cog,1996,20174004.7
cog,1997,-2150828.7
cog,1998,-777433.5
cog,1999,-4273101.6
cog,2000,13948477.9
cog,2001,-1152148.7
cog,2002,-8285857.2
cog,2003,-7685007.2
cog,2004,-306776.5
cog,2005,-305809.4
cog,2006,7476221.6
cog,2008,1911133.4
cog,2009,3728180.2
cog,2010,1844852.4
cog,2011,5717363.1
cog,2012,-2514383.3
cog,2013,-4796166.7
cog,2014,-5329348.8
cog,2015,-5413213.2
cog,2016,-3697555.7
cog,2017,-2346361.5
cog,2018,-2395922.9
cog,2019,42930281.4
cog,2020,-1347095.9
col,2014,0
com,1977,0
com,1991,1231692.7
com,1994,1933284.4
com,1997,-247696.2
com,1998,-244219.9
com,1999,-430728.6
com,2000,-593552.3
com,2001,-572891.6
com,2002,-349614.2
com,2003,-377676
com,2004,-200071.7
com,2008,5276562
com,2009,4804832.9
com,2010,2377402.9
com,2011,2456605.6
com,2012,224553.1
com,2013,4751927.2
com,2014,0
com,2015,-360974.2
com,2016,-1825146.8
com,2017,-2037118.8
com,2018,-3181819.7
com,2019,8547092.8
com,2020,9577336.7
cpv,2014,0
cri,1970,-2250000
cri,1971,5767393.7
cri,1974,22995146
cri,1975,13505796
cri,1976,2690089.9
cri,1977,-3502725
cri,1978,-16293626.4
cri,1979,25182103.3
cri,1980,7800000
cri,1981,51300000
cri,1982,-4400000
cri,1983,105950000
cri,1984,-24910000
cri,1985,12850000
cri,1986,-36000000
cri,1987,-62452456
cri,1988,-54085194.6
cri,1989,-33451963.4
cri,1990,-25795207.5
cri,1991,68553281.4
cri,1992,1760765.7
cri,1993,0
cri,1994,-19791104.3
cri,1995,-44212300.3
cri,1996,-22967239.1
cri,1997,-688045
cri,2014,0
cri,2020,514599008.2
dji,1996,4173882
dji,1997,1513699
dji,1998,3151794.1
dji,1999,4076197.1
dji,2000,1336152
dji,2001,2583104.6
dji,2002,3549231.9
dji,2003,-1833826.8
dji,2004,-180805.5
dji,2005,-805150.3
dji,2006,-1603834.2
dji,2007,-2781632.2
dji,2008,1798899.8
dji,2009,-1928103.2
dji,2010,-3328058.8
dji,2011,4402338.1
dji,2012,17693864.7
dji,2014,-1398061.3
dji,2015,-1494265.1
dji,2016,-1894649.8
dji,2017,-4441723.3
dji,2018,-6304166.1
dji,2019,-4880105.4
dji,2020,38098993.7
dma,1983,1790000
dma,1984,-340000
dma,1985,-1510000
dma,1986,-1580000
dma,1987,-4378745
dma,1988,-2222016.3
dma,1989,-2024167.5
dma,1990,-1354927.2
dma,1991,-921032.5
dma,1992,-535272.8
dma,1993,-198287.7
dma,1994,-2864.1
dma,2002,2654478.4
dma,2003,1291092.4
dma,2004,0
dma,2005,-378199
dma,2006,-1621491.1
dma,2007,-2470861
dma,2008,3240548.8
dma,2009,0
dma,2010,0
dma,2011,-1212535.1
dma,2012,-1565761.1
dma,2013,-390527.6
dma,2014,0
dom,1970,-5300000
dom,1971,4212705
dom,1972,-7599900
dom,1973,-17290162.5
dom,1974,12928756.2
dom,1975,0
dom,1976,24822717.5
dom,1977,17513625
dom,1978,0
dom,1979,74305939.3
dom,1980,-64800000
dom,1981,-25400000
dom,1982,40600000
dom,1983,182890000
dom,1984,-9700000
dom,1985,45430000
dom,1986,-25340000
dom,1987,-64100215.9
dom,1988,-51256929.5
dom,1989,-87828870.1
dom,1990,-58122033.1
dom,1991,16333614.4
dom,1992,38126915.1
dom,1993,64291306.9
dom,1994,-8026710.5
dom,1995,-34016464.4
dom,1996,-59527541.5
dom,1997,-62364399.7
dom,1998,25191287.6
dom,1999,0
dom,2000,0
dom,2001,0
dom,2002,-25703119.9
dom,2003,94712748
dom,2004,64882507.3
dom,2005,219916832.4
dom,2006,37045626.6
dom,2007,62987052.9
dom,2008,-42577650.2
dom,2009,261222493.7
dom,2010,382905300.3
dom,2011,170513338.6
dom,2012,-110341097.2
dom,2013,-197474229.6
dom,2014,-457390941.5
dom,2015,-368330751.5
dom,2016,-114107124.1
dom,2020,665050261.2
dza,1989,603660837
dza,1991,307923187.3
dza,1992,-165828908.9
dza,1993,-328780612.8
dza,1994,645924646.7
dza,1995,303902668.1
dza,1996,607528480.6
dza,1997,114181069.4
dza,1998,-91555344.9
dza,1999,-53722117
dza,2000,-92637678.2
dza,2001,-140634709.2
dza,2002,-297363731.6
dza,2003,-438751804.4
dza,2004,-371622044.4
dza,2005,-611589213.2
dza,2006,0
dza,2014,0
ecu,1970,3500000
ecu,1971,-8274956.3
ecu,1972,2985675
ecu,1973,-16515086.3
ecu,1974,-3163035.3
ecu,1975,0
ecu,1976,20273810.2
ecu,1977,0
ecu,1978,-10369809.9
ecu,1979,0
ecu,1980,0
ecu,1981,0
ecu,1982,0
ecu,1983,217570000
ecu,1984,40360000
ecu,1985,85690000
ecu,1986,82570000
ecu,1987,-68771051.8
ecu,1988,-59811625.1
ecu,1989,-68526850.1
ecu,1990,-83118946.8
ecu,1991,-80023077.9
ecu,1992,-77362408.2
ecu,1993,-29102216
ecu,1994,120234538.5
ecu,1995,-28889718.9
ecu,1996,-22971594.5
ecu,1997,-2701264.7
ecu,1998,-67092646.8
ecu,1999,-67617559.6
ecu,2000,149503940.7
ecu,2001,48122896.5
ecu,2002,97871265.1
ecu,2003,49807071.6
ecu,2004,-111997166.6
ecu,2005,-195035472.1
ecu,2006,-58338364.6
ecu,2007,-23116481.1
ecu,2014,0
ecu,2016,363681011.6
ecu,2017,0
ecu,2018,0
ecu,2019,1352593326.6
ecu,2020,4428400292.4
egy,1970,8500000
egy,1971,20563000
egy,1972,-49334000
egy,1973,45049000
egy,1974,37019000
egy,1975,-30022000
egy,1976,126626000
egy,1977,113758938.7
egy,1978,122460548.5
egy,1979,7424478.6
egy,1980,-40057317.1
egy,1981,-91062320.7
egy,1982,-48500000
egy,1983,-8527874
egy,1984,-18444562.3
egy,1985,-43375889.9
egy,1986,-57620284.6
egy,1987,87623363
egy,1988,-58931152.8
egy,1989,-23859281.2
egy,1990,-46817834.7
egy,1991,2386144.5
egy,1992,80027619.1
egy,1994,-21480938
egy,1995,-94466719.6
egy,1996,-86124874.5
egy,1997,-15452385.2
egy,2014,0
egy,2016,2738484794.7
egy,2017,3228659950.5
egy,2018,2028831303.5
egy,2019,3959241091.2
egy,2020,6467592894.3
eri,2014,0
eth,1970,0
eth,1971,0
eth,1972,0
eth,1973,0
eth,1974,0
eth,1975,0
eth,1976,0
eth,1977,0
eth,1978,9192561
eth,1979,46513890
eth,1980,0
eth,1981,73100000
eth,1982,23400000
eth,1983,-19200000
eth,1984,-25800000
eth,1985,-31500000
eth,1986,10850000
eth,1987,-13273766.6
eth,1988,-9772570.3
eth,1989,-19049479.8
eth,1990,-23935237.3
eth,1991,-6039400.1
eth,1992,19889608.8
eth,1993,29575593
eth,1994,20220723
eth,1996,21406570.2
eth,1998,16174144.5
eth,1999,-9653791.1
eth,2000,-13037045.4
eth,2001,32367103.7
eth,2002,32982865
eth,2003,6168708
eth,2004,21895252.7
eth,2005,-3990295.3
eth,2009,164983926.5
eth,2010,122410307.1
eth,2014,-5080129.2
eth,2015,-35541962.9
eth,2016,-52038230.9
eth,2017,-51913941
eth,2018,-53010503.3
eth,2019,77534539.3
eth,2020,588302012.3
fji,1970,0
fji,1971,0
fji,1972,0
fji,1973,0
fji,1974,3175000
fji,1975,-4360000
fji,1976,0
fji,1977,9823000
fji,1978,0
fji,1979,0
fji,1980,-8500000
fji,1981,0
fji,1982,14900000
fji,1983,0
fji,1984,0
fji,1985,-320000
fji,1986,-7920000
fji,1987,-2210984.6
fji,1988,-2394078.1
fji,1989,-3044583.8
fji,1990,-806439.6
fji,2014,0
gab,1970,0
gab,1971,-30090.8
gab,1972,-32571
gab,1973,-35772.8
gab,1974,-36080.3
gab,1975,-36436.5
gab,1976,0
gab,1977,0
gab,1978,12561496.8
gab,1979,9690393.8
gab,1980,-100000
gab,1982,-2194000
gab,1983,-8018000
gab,1984,-1896000
gab,1986,32160000
gab,1987,19761329.8
gab,1988,75525703
gab,1989,5127720
gab,1990,-5699383.3
gab,1991,-19359472.9
gab,1992,-36326708.3
gab,1993,-35834224.2
gab,1994,40859608.3
gab,1995,5357365.6
gab,1996,26582183.8
gab,1997,19185447
gab,1998,-22633762.1
gab,1999,-24507776
gab,2000,7617253.9
gab,2001,-11116643.7
gab,2002,-13093700.2
gab,2003,-14144665.6
gab,2004,36964355.8
gab,2005,-24704079.5
gab,2006,-14427150.5
gab,2007,-34002659.7
gab,2008,-24697724.4
gab,2014,0
gab,2017,198109456.3
gab,2018,202294061.8
gab,2019,123439584.8
gab,2020,300902506.1
geo,1994,39739735.4
geo,1995,75786012.3
geo,1996,80574069.1
geo,1997,76372996.1
geo,1998,36708971.7
geo,1999,24031923.4
geo,2000,-25926362.3
geo,2001,19064560.2
geo,2002,-809292.2
geo,2003,-47227684.4
geo,2004,-34086287.5
geo,2005,-12886836.8
geo,2006,-7997099.8
geo,2007,3161293.6
geo,2008,220657664.4
geo,2009,312877147.2
geo,2010,275430820.7
geo,2011,-60095383.5
geo,2012,-244258738.2
geo,2013,-383072455
geo,2014,-131828060.2
geo,2015,-73069283.7
geo,2016,-13622573.5
geo,2017,70446313.8
geo,2018,28320602.2
geo,2019,34542082.2
geo,2020,314833177.7
gha,1970,-22900000
gha,1971,-28185002.5
gha,1972,-18174618
gha,1973,-9145899.8
gha,1974,-5616492.2
gha,1975,59768005.5
gha,1976,0
gha,1977,0
gha,1978,-6036531.9
gha,1979,28037539.3
gha,1980,-28900000
gha,1981,-11400000
gha,1982,-5300000
gha,1983,265300000
gha,1984,214800000
gha,1985,121800000
gha,1986,16450000
gha,1987,-81852274
gha,1988,-162859144.3
gha,1989,-172349078.9
gha,1990,-47688550.5
gha,1991,82197699.9
gha,1992,-63794652.4
gha,1993,-740088.1
gha,1994,-82488234.2
gha,1995,-65936106.6
gha,1996,-85502879.2
gha,1997,-165633075.2
gha,1998,-27242735.2
gha,1999,-15137035.1
gha,2000,-1763509.7
gha,2001,1483152.7
gha,2002,63400597.4
gha,2003,71548620
gha,2004,15455908.4
gha,2005,7376358.6
gha,2006,116388333.3
gha,2007,0
gha,2008,0
gha,2009,104348940.1
gha,2010,124363500.8
gha,2011,171268610.7
gha,2012,149778419.6
gha,2013,-32172759.2
gha,2014,-32049035
gha,2015,172484084.2
gha,2016,166406686
gha,2017,17692009.3
gha,2018,78377266.7
gha,2019,76476169.9
gha,2020,938771241
gin,1970,4200000
gin,1971,-501512.5
gin,1973,-2289456
gin,1974,10210710.7
gin,1975,-2914920
gin,1977,10157902.5
gin,1978,-7238828.7
gin,1979,-1847635.1
gin,1980,-1400000
gin,1981,-5900000
gin,1982,7700000
gin,1986,10850000
gin,1987,327456.2
gin,1988,15566212.4
gin,1989,16979162.8
gin,1990,-13237014.4
gin,1991,3161344.7
gin,1992,11177340.3
gin,1993,-3234045
gin,1994,6633313.6
gin,1995,21962012.6
gin,1996,-8405835.3
gin,1997,22117894.9
gin,1998,22593058.7
gin,1999,3635896.7
gin,2000,-8019550.4
gin,2001,17673070.1
gin,2002,6615478
gin,2003,-12552831.2
gin,2004,-19086839
gin,2005,-25713102.7
gin,2006,-19437293.1
gin,2007,-10668791.9
gin,2008,7870581.8
gin,2009,-12785637.3
gin,2010,-10246636.9
gin,2011,-6080019.9
gin,2012,15541516
gin,2013,28008148.8
gin,2014,96489022.3
gin,2015,33180240.6
gin,2016,51042949
gin,2017,23865768.9
gin,2018,48748252.6
gin,2019,19702803.7
gin,2020,161560963.7
gmb,1972,-173712
gmb,1973,-95394
gmb,1974,-96214
gmb,1975,-1408878
gmb,1977,6118093
gmb,1978,6612632.4
gmb,1979,-4548024.8
gmb,1980,2100000
gmb,1981,10600000
gmb,1982,16200000
gmb,1983,-2800000
gmb,1984,700000
gmb,1985,-2800000
gmb,1986,-4946117
gmb,1987,5072952.3
gmb,1988,286321.5
gmb,1989,4814929.1
gmb,1990,4248063.4
gmb,1991,-4717383.2
gmb,1992,-3128528.4
