global,time,sh_xpd_oopc_ch_zs
world,2000,19.27806
world,2001,18.94212
world,2002,18.66886
world,2003,18.55728
world,2004,18.53862
world,2005,18.68056
world,2006,18.80412
world,2007,18.91926
world,2008,18.92562
world,2009,18.30479
world,2010,18.5145
world,2011,18.5801
world,2012,18.78498
world,2013,18.99077
world,2014,18.69393
world,2015,18.3952
world,2016,18.26489
world,2017,18.17781
world,2018,18.13635
world,2019,18.00532
