geo,time,nv_agr_totl_kd
dma,2008,69352704.93408
dma,2009,70558160.97799
dma,2010,64710799.57097
dma,2011,69442664.34034
dma,2012,74870215.18481
dma,2013,78300667.21025
dma,2014,78180721.33524
dma,2015,76003703.7037
dma,2016,83080510.32963
dma,2017,67253652.12131
dma,2018,48841960.3064
dma,2019,59409191.89528
dma,2020,61328325.89553
dnk,1966,1068333239.48024
dnk,1967,1109688107.64009
dnk,1968,1136311722.45692
dnk,1969,1165999990.29542
dnk,1970,939162083.90516
dnk,1971,1115384054.53129
dnk,1972,1150388849.61918
dnk,1973,1083774074.58764
dnk,1974,1264108765.66216
dnk,1975,1198352504.30282
dnk,1976,1059871097.92156
dnk,1977,1224090078.3124
dnk,1978,1267233214.39891
dnk,1979,1281591617.75114
dnk,1980,1290123840.54189
dnk,1981,1416290867.12012
dnk,1982,1540776984.5711
dnk,1983,1440546702.41809
dnk,1984,1747719356.82921
dnk,1985,1724646058.71546
dnk,1986,1711667133.44352
dnk,1987,1547528564.39214
dnk,1988,1568106435.55943
dnk,1989,1791579357.7774
dnk,1990,1893982529.71123
dnk,1991,1869229511.54734
dnk,1992,1920214313.89394
dnk,1993,2387449381.02913
dnk,1994,2466763202.30825
dnk,1995,2596578168.82016
dnk,1996,2667248142.69499
dnk,1997,2756955686.97793
dnk,1998,2798562684.07513
dnk,1999,2764512569.27058
dnk,2000,2960259631.91922
dnk,2001,3088540391.69213
dnk,2002,2939983043.16424
dnk,2003,2943866271.73074
dnk,2004,3019099626.27802
dnk,2005,2832896839.67394
dnk,2006,2956701615.94185
dnk,2007,3146446663.25162
dnk,2008,2371026591.18221
dnk,2009,2290016254.1388
dnk,2010,2981988826.99665
dnk,2011,2661943075.17622
dnk,2012,2966738467.17854
dnk,2013,2829386386.7809
dnk,2014,3313157800.62685
dnk,2015,2898337401.06102
dnk,2016,2455211615.4702
dnk,2017,2799939040.82801
dnk,2018,2761253606.18595
dnk,2019,3316610731.91477
dnk,2020,3517525523.67617
dom,1968,671509363.26575
dom,1969,786020932.12859
dom,1970,1023180448.70599
dom,1971,1078039690.69773
dom,1972,1119439815.76743
dom,1973,1215734757.58725
dom,1974,1216063824.1023
dom,1975,1185528823.1558
dom,1976,1272390524.8774
dom,1977,1294921205.18744
dom,1978,1353916012.84135
dom,1979,1368738828.8348
dom,1980,1435441500.8053
dom,1981,1514298881.89043
dom,1982,1583966117.05963
dom,1983,1632881409.838
dom,1984,1633177866.15787
dom,1985,1575072427.46357
dom,1986,1566771650.50723
dom,1987,1612129467.44718
dom,1988,1590784612.41662
dom,1989,1626655827.12076
dom,1990,1487024900.46249
dom,1991,1550170096.96558
dom,1992,1768498267.29303
dom,1993,1800753501.7755
dom,1994,1698832337.94958
dom,1995,1848170457.3022
dom,1996,1914940966.57426
dom,1997,1913867376.96678
dom,1998,1991881921.73955
dom,1999,1948042989.51336
dom,2000,1975000662.83169
dom,2001,2218207630.92342
dom,2002,2272895559.4227
dom,2003,2452690174.47042
dom,2004,2341362625.46843
dom,2005,2515739340.21497
dom,2006,2718965670.64491
dom,2007,2838365443.30963
dom,2008,2762925309.63386
dom,2009,3044576063.58969
dom,2010,3282828244.12909
dom,2011,3522420016.88028
dom,2012,3619835114.70124
dom,2013,3723759381.34191
dom,2014,3813685046.8553
dom,2015,3903174274.89982
dom,2016,4123482623.73979
dom,2017,4363437553.90217
dom,2018,4603388736.07563
dom,2019,4791610644.43171
dom,2020,4927481495.37964
dza,1999,7366397467.80798
dza,2000,7027543184.2888
dza,2001,7927068711.87778
dza,2002,7831943887.33524
dza,2003,9359172945.36562
dza,2004,9864568284.41537
dza,2005,10091453354.9569
dza,2006,10908861076.7084
dza,2007,11181582603.6261
dza,2008,10756682464.6883
dza,2009,13026342464.7375
dza,2010,13664633245.5097
dza,2011,15249730701.9889
dza,2012,16347711312.532
dza,2013,17688223640.1597
dza,2014,18130429231.1637
dza,2015,19218254985.0335
dza,2016,19564183574.7641
dza,2017,19759825410.5117
dza,2018,20451419299.8796
dza,2019,21003607620.9763
dza,2020,21276654520.0491
ecu,1960,1689730937.81513
ecu,1961,1780468632.04449
ecu,1962,1933570018.39892
ecu,1963,1945096956.75378
ecu,1964,1954850519.97713
ecu,1965,1931796643.2674
ecu,1966,1942323797.01772
ecu,1967,2005871769.67776
ecu,1968,1945962667.97762
ecu,1969,2014075395.56555
ecu,1970,2096630443.39702
ecu,1971,2080067407.96967
ecu,1972,2142760040.20214
ecu,1973,2132510651.64221
ecu,1974,2303117264.82939
ecu,1975,2461002526.22783
ecu,1976,2484271606.96618
ecu,1977,2402438160.76691
ecu,1978,2105404296.23653
ecu,1979,2145393665.71108
ecu,1980,2182220333.12356
ecu,1981,2484048219.08819
ecu,1982,2494494541.69845
ecu,1983,2066121831.82325
ecu,1984,2372884826.30297
ecu,1985,2560881891.86032
ecu,1986,2888566924.7024
ecu,1987,3045805536.98033
ecu,1988,3217157266.31318
ecu,1989,3437738099.25826
ecu,1990,3590185629.41613
ecu,1991,3896357821.74485
ecu,1992,4053127613.41042
ecu,1993,4032930115.99444
ecu,1994,4246227328.39135
ecu,1995,4388287322.22264
ecu,1996,4648443081.34233
ecu,1997,4891164298.37908
ecu,1998,4745431631.47477
ecu,1999,5165356752.38489
ecu,2000,5208452976.95203
ecu,2001,5467059717.4967
ecu,2002,5563645581.58592
ecu,2003,5931249440.36213
ecu,2004,6072712753.41405
ecu,2005,6501347062.25163
ecu,2006,6781473991.59512
ecu,2007,7013368244.83478
ecu,2008,7130288284.44954
ecu,2009,7252587269.02118
ecu,2010,7306203299.05318
ecu,2011,7886407752.76468
ecu,2012,7947558714.7076
ecu,2013,8479539310.25781
ecu,2014,9122383488.54646
ecu,2015,9387758000
ecu,2016,9468477446.1235
ecu,2017,9992103041.10543
ecu,2018,10003592820.251
ecu,2019,10165400596.4281
ecu,2020,10206974256.2479
egy,1961,8671304664.99159
egy,1962,8622060218.74597
egy,1963,7986164543.31326
egy,1964,9129492121.364
egy,1965,9696873784.62887
egy,1966,10212869938.7679
egy,1967,10392719220.7084
egy,1968,9923826449.93483
egy,1969,10073700851.552
egy,1970,10277101825.1752
egy,1971,10524128536.3115
egy,1972,10382334344.3467
egy,1973,10792719457.6294
egy,1974,11117210012.3182
egy,1975,11144478126.1576
egy,1976,11829302803.4812
egy,1977,12069418070.5228
egy,1978,11660899814.1802
egy,1979,12311950605.3534
egy,1980,12827634400.3419
egy,1981,13276178623.4462
egy,1982,13294972839.5504
egy,1983,13830462273.3954
egy,1984,14007907138.487
egy,1985,14570953345.028
egy,1986,14878069457.6867
egy,1987,15492301683.004
egy,1988,16021223877.0272
egy,1989,16601163999.6123
egy,1990,17086031441.0441
egy,1991,17559807136.2333
egy,1992,17989215889.4471
egy,1993,18340982470.4953
egy,1994,18797815061.4248
egy,1995,19518595358.8626
egy,1996,20084560184.5248
egy,1997,20701284180.2751
egy,1998,21411912641.6907
egy,1999,22446158843.44189
egy,2000,23276930001.4244
egy,2001,24161381780.0665
egy,2002,25031311959.9597
egy,2003,25902426844.62289
egy,2004,26617184463.5073
egy,2005,27483882208.0774
egy,2006,28376739575.4078
egy,2007,29421108236.6082
egy,2008,30406000432.6453
egy,2009,31370023274.6935
egy,2010,32459968671.5842
egy,2011,33343516471.6362
egy,2012,34316929042.6246
egy,2013,35347264000.7419
egy,2014,36409937243.6617
egy,2015,37528234501.34769
egy,2016,38690431103.4313
egy,2017,39944461869.4764
egy,2018,41188711579.7591
egy,2019,42567287218.553
egy,2020,43972219546.6981
esp,1995,20335152259.375
esp,1996,24593462733.5937
esp,1997,26301003072.2656
esp,1998,27080990634.375
esp,1999,26904578084.7656
esp,2000,28987133780.4687
esp,2001,28734164841.4062
esp,2002,29002666960.9375
esp,2003,28932767648.82809
esp,2004,28346944842.57809
esp,2005,26210023015.2344
esp,2006,27850992580.4687
esp,2007,30033404436.32809
esp,2008,29438705526.95309
esp,2009,28517809827.7344
esp,2010,29272278593.3594
esp,2011,30693564606.25
esp,2012,27799954987.5
esp,2013,31656621795.3125
esp,2014,31239444948.4375
esp,2015,32704001964.0625
esp,2016,34265086601.1719
esp,2017,33012446547.6562
esp,2018,35489988832.4219
esp,2019,34596830955.4687
esp,2020,36079140177.3437
est,1995,257712106.66992
est,1996,264236042.4668
est,1997,324846512.65586
est,1998,426067373.66758
est,1999,367472888.40078
est,2000,419101851.74023
est,2001,337653619.95234
est,2002,390868077.2125
est,2003,429242799.56055
est,2004,436271563.72266
est,2005,436866262.63203
est,2006,470028493.41992
est,2007,597343988.10625
est,2008,609742794.65898
est,2009,495845748.87187
est,2010,541908286.03906
est,2011,586856872.26406
est,2012,596592847.8793
est,2013,566998810.54766
est,2014,636505355.09375
est,2015,654228714.00859
est,2016,498589574.25039
est,2017,532636086.81211
est,2018,442393855.85312
est,2019,586520689.8582
est,2020,550963020.73945
eth,1981,6595500252.958
eth,1982,6388362622.19547
eth,1983,7286239960.47679
eth,1984,6383498174.77253
eth,1985,5073078893.61341
eth,1986,5911070404.81599
eth,1987,6938494476.48065
eth,1988,6838406759.81821
eth,1989,6902436798.00299
eth,1990,7276910828.78805
eth,1991,7456812169.80893
eth,1992,7340005231.74496
eth,1993,7823486547.65609
eth,1994,7621654613.17282
eth,1995,7908739231.97354
eth,1996,9250218626.5716
eth,1997,9435421614.99111
eth,1998,8525816079.81406
eth,1999,8815503380.60721
eth,2000,9084655042.92824
eth,2001,9958990104.07898
eth,2002,9772204531.1139
eth,2003,8747600135.9064
eth,2004,10229865355.181
eth,2005,11615289678.2328
eth,2006,12882376243.5626
eth,2007,14099543973.3461
eth,2008,15157217461.1213
eth,2009,16121362050.9996
eth,2010,16948436710.8879
eth,2011,18476335707.0293
eth,2012,19385759190.9039
eth,2013,20761849095.1232
eth,2014,21892690810.8544
eth,2015,23288960618.2448
eth,2016,24267058610.6398
eth,2017,25887454627.887
eth,2018,26795284889.6788
eth,2019,27822713896.6803
eth,2020,28933737131.2752
fin,1975,3514567369.70742
fin,1976,3654981773.58046
fin,1977,3583726636.71875
fin,1978,3706327811.13281
fin,1979,4088801313.81484
fin,1980,4394780559.76562
fin,1981,3902156836.32812
fin,1982,4021984228.51562
fin,1983,4292705373.82812
fin,1984,4464679871.875
fin,1985,4345961992.57812
fin,1986,4130716491.79687
fin,1987,3440599473.82812
fin,1988,3845571678.90625
fin,1989,3848900217.57812
fin,1990,4222806061.71875
fin,1991,4039736434.76562
fin,1992,3889952194.53125
fin,1993,4218368010.15625
fin,1994,4271624628.90625
fin,1995,4201725316.79687
fin,1996,3986479816.01562
fin,1997,4283829270.70312
fin,1998,3852228756.25
fin,1999,3859995346.48437
fin,2000,4186192136.32812
fin,2001,4106307208.20312
fin,2002,4102978669.53125
fin,2003,3964289558.20312
fin,2004,3929894658.59375
fin,2005,4106307208.20312
fin,2006,4190630187.89062
fin,2007,4479103539.45312
fin,2008,4485760616.79687
fin,2009,4807519355.07812
fin,2010,4846352306.25
fin,2011,4806409842.1875
fin,2012,4695458553.125
fin,2013,4775343481.25
fin,2014,5102649783.98437
fin,2015,5285719410.9375
fin,2016,5403327777.34375
fin,2017,5523155169.53125
fin,2018,5477665141.01562
fin,2019,5761700441.01562
fin,2020,5828271214.45312
fji,1965,182244534.75059
fji,1966,184305807.08883
fji,1967,185336416.33925
fji,1968,198218897.37604
fji,1969,191520018.00439
fji,1970,208009604.49896
fji,1971,196673010.41911
fji,1972,195127069.62478
fji,1973,207494326.79245
fji,1974,200280115.87689
fji,1975,201310671.28992
fji,1976,209040159.91199
fji,1977,242706513.40954
fji,1978,239614685.65828
fji,1979,280666991.36109
fji,1980,262459722.78248
fji,1981,296469505.02205
fji,1982,301622551.27416
fji,1983,247000691.70094
fji,1984,310726131.72607
fji,1985,268127992.90371
fji,1986,319486283.43596
fji,1987,298530723.52289
fji,1988,292003585.44095
fji,1989,344590014.62548
fji,1990,328928070.40259
fji,1991,323501154.93817
fji,1992,335198003.63668
fji,1993,337798032.30442
fji,1994,374797861.39079
fji,1995,362797873.79755
fji,1996,378958736.98371
fji,1997,339850732.21665
fji,1998,312787674.53518
fji,1999,355402374.98563
fji,2000,350904640.87873
fji,2001,330931289.92552
fji,2002,346483077.4139
fji,2003,331541233.93968
fji,2004,348693859.14631
fji,2005,351666974.41683
fji,2006,369233014.69791
fji,2007,351146901.14756
fji,2008,347075413.90154
fji,2009,318994689.42771
fji,2010,310546598.20921
fji,2011,329327943.73773
fji,2012,351533253.69496
fji,2013,358129467.28302
fji,2014,358129467.28302
fji,2015,368592486.65141
fji,2016,328387171.18442
fji,2017,363804541.91582
fji,2018,377207053.41506
fji,2019,393948241.379
fji,2020,404969252.59044
fra,1960,15065052903.7656
fra,1961,14279537970.3377
fra,1962,15545479308.1913
fra,1963,14750613178.2186
fra,1964,14903741823.1592
fra,1965,15427418371.4769
fra,1966,15351438484.9218
fra,1967,16561271644.9452
fra,1968,17269637709.0364
fra,1969,16909610095.9368
fra,1970,17296522648.743
fra,1971,17266130871.643
fra,1972,18620910462.8437
fra,1973,19992054259.6684
fra,1974,19148093293.7984
fra,1975,17980342071.5445
fra,1976,17460171362.0586
fra,1977,17858773853.6316
fra,1978,20470143364.2387
fra,1979,22201315217.968
fra,1980,21819078041.5316
fra,1981,21565422313.9898
fra,1982,25155178043.7562
fra,1983,23487128597.4004
fra,1984,24589420778.1332
fra,1985,26007321667.1945
fra,1986,26044726675.2762
fra,1987,26845437719.1566
fra,1988,26430471021.9597
fra,1989,27456783759.9426
fra,1990,29318874806.22689
fra,1991,26576586103.0648
fra,1992,30460910848.2148
fra,1993,28643238040.99369
fra,1994,28801042949.9144
fra,1995,30038929810.5234
fra,1996,32024926818.3812
fra,1997,31999210528.60229
fra,1998,32996299806.559
fra,1999,34671363593.4093
fra,2000,34354585458.49409
fra,2001,33368016581.7664
fra,2002,35268682062.7191
fra,2003,29890476985.7578
fra,2004,36258758109.6941
fra,2005,34150024566.8496
fra,2006,34221328522.2785
fra,2007,33953646332.7734
fra,2008,35473242954.3636
fra,2009,37787706815.4394
fra,2010,36504231179.6675
fra,2011,37960706503.3972
fra,2012,34766046094.9566
fra,2013,34096254243.6312
fra,2014,39109755776.3668
fra,2015,39164695526.1719
fra,2016,34323025364.3203
fra,2017,37149476167.8008
fra,2018,38603613747.8699
fra,2019,37711727372.6894
fra,2020,37656787622.8844
fro,2015,399500587.10742
fsm,1995,70881741.71049
fsm,1996,67746721.79446
fsm,1997,61943853.60492
fsm,1998,71409422.02055
fsm,1999,65111177.94304
fsm,2000,69659143.58217
fsm,2001,67403425.18586
fsm,2002,68689638.17615
fsm,2003,70745193.40327
fsm,2004,65545920.9157
fsm,2005,68294778.73999
fsm,2006,68364481.74304
fsm,2007,72283629.38141
fsm,2008,72196034.69844
fsm,2009,71989783.38817
fsm,2010,69745371.5396
fsm,2011,77087172.69838
fsm,2012,75968694.20741
fsm,2013,71689973.50162
fsm,2014,75703673.6985
fsm,2015,82925700
fsm,2016,78947286.17187
fsm,2017,78252865.34471
fsm,2018,78361830.64538
fsm,2019,80471060.91229
fsm,2020,74927622.08168
gab,1980,346352764.96905
gab,1981,346994158.81918
gab,1982,337373248.75133
gab,1983,352766704.9441
gab,1984,364311797.19396
gab,1985,380667344.37246
gab,1986,375215495.38314
gab,1987,367839464.21181
gab,1988,406643801.61881
gab,1989,372008525.29034
gab,1990,369442949.25821
gab,1991,372649919.14046
gab,1992,395098709.5795
gab,1993,412095650.81868
gab,1994,418188893.86866
gab,1995,412737044.87934
gab,1996,416585408.82226
gab,1997,434544441.04717
gab,1998,438392805.20064
gab,1999,439034199.2613
gab,2000,462124383.55046
gab,2001,475914354.69684
gab,2002,458710550.92919
gab,2003,464016337.91909
gab,2004,461645577.54186
gab,2005,520139053.14229
gab,2006,536126888.01714
gab,2007,567946469.51438
gab,2008,529374940.77643
gab,2009,492355300.62242
gab,2010,466736154.65285
gab,2011,477242516.56101
gab,2012,499643998.96098
gab,2013,522294735.86419
gab,2014,572894838.90121
gab,2015,620146249.64289
gab,2016,692429591.95834
gab,2017,776750024.15042
gab,2018,850470435.71388
gab,2019,917398234.33755
gab,2020,971107114.82559
gbm,2012,41734148.20474
gbm,2013,40346829.64095
gbm,2014,31731092.43697
gbm,2015,33465240.64171
gbm,2016,44719633.30787
gbm,2017,31775401.06952
gbm,2018,33324675.32468
gbm,2019,25744843.3919
gbr,1990,10832434457.5342
gbr,1991,11290911384.8975
gbr,1992,11750602895.5488
gbr,1993,10856692512.186
gbr,1994,10770576265.3944
gbr,1995,10593493077.5474
gbr,1996,10131027122.555
gbr,1997,10197841425.6213
gbr,1998,11713630674.704
gbr,1999,13263483255.8511
gbr,2000,14468777655.3907
gbr,2001,14678393342.0256
gbr,2002,18244493903.6102
gbr,2003,17499045320.2717
gbr,2004,15643939694.9418
gbr,2005,17323491437.9234
gbr,2006,17007757838.5753
gbr,2007,14691495563.7597
gbr,2008,18383365842.8808
gbr,2009,17145317416.7837
gbr,2010,14510701403.8287
gbr,2011,18299518346.0046
gbr,2012,15558782892.5588
gbr,2013,15328204567.816
gbr,2014,21642900999.2202
gbr,2015,18758054856.699
gbr,2016,16532189661.8488
gbr,2017,17505596431.1388
gbr,2018,15604637613.0727
gbr,2019,18082042242.9959
gbr,2020,16405109111.0278
geo,2003,1030598202.50922
geo,2004,950958350.67787
geo,2005,1062212667.60344
geo,2006,937895415.8716
geo,2007,967314407.51866
geo,2008,925052028.41004
geo,2009,865006534.71998
geo,2010,1012156445.89363
geo,2011,1100468946.65864
geo,2012,1042783785.2308
geo,2013,1181466140.47406
geo,2014,1170008430.79397
geo,2015,1168466046.79857
geo,2016,1136472595.92262
geo,2017,1048912558.20679
geo,2018,1193654455.41871
geo,2019,1201450060.74448
geo,2020,1298286216.1492
gha,2006,7360504111.08324
gha,2007,7234075919.6399
gha,2008,7769704252.91168
gha,2009,8331107548.44658
gha,2010,8770704558.1838
gha,2011,8844914698.91254
gha,2012,9048520199.52709
gha,2013,9587397849.38039
gha,2014,9673729205.74721
gha,2015,9872741991.0623
gha,2016,10142567417.9252
gha,2017,10772810246.4121
gha,2018,11298062772.8166
gha,2019,11823999797.7151
gha,2020,12698233651.3921
gin,1986,471641234.50544
gin,1987,536737076.14929
gin,1988,506228258.37282
gin,1989,533269022.45754
gin,1990,551348603.10153
gin,1991,571000321.22603
gin,1992,593518063.74715
gin,1993,618571987.04321
gin,1994,645514175.5964
gin,1995,665227171.04749
gin,1996,693944575.31134
gin,1997,738899338.12523
gin,1998,773116964.08172
gin,1999,824183317.1918
gin,2000,848468731.48437
gin,2001,898750124.8271
gin,2002,936597113.87309
gin,2003,969623968.07714
gin,2004,1000722173.91891
gin,2005,1014129603.09168
gin,2006,1044549736.37985
gin,2007,1061870156.56655
gin,2008,1107639295.55019
gin,2009,1034688989.25168
gin,2010,1232807180.97109
gin,2011,1311326614.86958
gin,2012,1373172473.06174
gin,2013,1461642472.29278
gin,2014,1510179797.31048
gin,2015,1625014014.28976
gin,2016,1703481562.72681
gin,2017,2018590282.6137
gin,2018,2132319225.0278
gin,2019,2321746606.18669
gin,2020,2465469608.74903
gmb,1967,118689928.30418
gmb,1968,130063607.4608
gmb,1969,133273930.22267
gmb,1970,141620739.94494
gmb,1971,141529020.64583
gmb,1972,141804185.90781
gmb,1973,154828893.45957
gmb,1974,163909509.12727
gmb,1975,184272069.92319
gmb,1976,194636799.96634
gmb,1977,189775463.53863
gmb,1978,190784427.38139
gmb,1979,218576575.44987
gmb,1980,209936240.40357
gmb,1981,167303263.12272
gmb,1982,195636587.46041
gmb,1983,253651548.1289
gmb,1984,248194021.52766
gmb,1985,226519809.94555
gmb,1986,220814617.66984
gmb,1987,214724195.50028
gmb,1988,210860967.42738
gmb,1989,219216342.23275
gmb,1990,214454678.92164
gmb,1991,216880431.31357
gmb,1992,210860967.30238
gmb,1993,200978259.54833
gmb,1994,213376568.84323
gmb,1995,207746459.15874
gmb,1996,202625738.52441
gmb,1997,223302549.41695
gmb,1998,216688435.86798
gmb,1999,281885404.60484
gmb,2000,303017027.05676
gmb,2001,329176999.86453
gmb,2002,269651395.21817
gmb,2003,322130588.23023
gmb,2004,343676573.64638
gmb,2005,333774497.93071
gmb,2006,278093559.33024
gmb,2007,266417655.57089
gmb,2008,348935720.14685
gmb,2009,400992012.74537
gmb,2010,448339392.91659
gmb,2011,323979670.19728
gmb,2012,345060549.88528
gmb,2013,336067296.6596
gmb,2014,294446637.97017
gmb,2015,306077729.83706
gmb,2016,305359783.46698
gmb,2017,291987603.8324
gmb,2018,302765595.93605
gmb,2019,302426492.07725
gmb,2020,337688134.64822
gnb,2000,349834823.0513
gnb,2001,355534669.80455
gnb,2002,354422212.83067
gnb,2003,369921848.57155
gnb,2004,363462420.98129
gnb,2005,410580356.68132
gnb,2006,408501976.04464
gnb,2007,417437517.5445
gnb,2008,429845001.37411
gnb,2009,445461265.6687
gnb,2010,448679017.56088
gnb,2011,491538515.81252
gnb,2012,491281004.75068
gnb,2013,509597998.78361
gnb,2014,476586137.13137
gnb,2015,490446992.16879
gnb,2016,516583750.10344
gnb,2017,515001788.43897
gnb,2018,553879244.26119
gnb,2019,586050212.54591
gnb,2020,581465834.7737
gnq,2006,175425670.50759
gnq,2007,187078360.37871
gnq,2008,147550350.72565
gnq,2009,134786941.96665
gnq,2010,159720061.61756
gnq,2011,178317482.99675
gnq,2012,192833505.38555
gnq,2013,207885027.0388
gnq,2014,222811961.52325
gnq,2015,248993720.01995
gnq,2016,262497728.31066
gnq,2017,255292357.52386
gnq,2018,249037633.72614
gnq,2019,234571998.97919
gnq,2020,235809782.35524
grc,1995,8471954178.48672
grc,1996,8319448303.13164
grc,1997,8408538859.71015
grc,1998,8534625014.11367
grc,1999,8800660686.48906
grc,2000,8519776403.09844
grc,2001,8472212694.99023
grc,2002,8278840131.33476
grc,2003,8266639927.58945
grc,2004,8402485357.3789
grc,2005,8703424086.26758
grc,2006,7507511207.82383
grc,2007,6544732506.49687
grc,2008,6621073650.44922
grc,2009,6949688068.88164
grc,2010,7274758703.1414
grc,2011,7480050763.78086
grc,2012,7928429332.16601
grc,2013,7371875475.9707
grc,2014,7750202728.98046
grc,2015,7562587427.71445
grc,2016,7000143167.58281
grc,2017,7912052921.90039
grc,2018,7752227590.00585
grc,2019,8161145222.92304
grc,2020,7817189569.75195
grd,1977,51515681.94855
grd,1978,44444089.70274
grd,1979,47433966.53715
grd,1980,50255747.13312
grd,1981,54346728.12377
grd,1982,47173588.29741
grd,1983,45258671.60839
grd,1984,51411152.00052
grd,1985,46405953.64154
grd,1986,43817759.42564
grd,1987,46817169.19218
grd,1988,47385786.44697
grd,1989,49488388.63015
grd,1990,48570524.28356
grd,1991,47432465.92482
grd,1992,46147914.94903
grd,1993,44229008.50016
grd,1994,41514329.13323
grd,1995,44357991.59873
grd,1996,40868366.01939
grd,1997,40474041.47178
grd,1998,39951949.06598
grd,1999,43887358.33687
grd,2000,42928198.44632
grd,2001,41805944.91716
grd,2002,43090537.79779
grd,2003,45618950.14941
grd,2004,41902954.62255
grd,2005,23563929.82019
grd,2006,30756057.56781
grd,2007,31262812.80205
grd,2008,34282685.12117
grd,2009,38439351.94906
grd,2010,35924726.28991
grd,2011,35361986.18898
grd,2012,36825219.40399
grd,2013,39919514.71956
grd,2014,55327254.03527
grd,2015,74061148.14815
grd,2016,66264124.03022
grd,2017,56068424.94637
grd,2018,57655864.10814
grd,2019,56387153.16199
grd,2020,48246844.592
grl,2003,421263236.15145
grl,2004,429613689.24425
grl,2005,472893797.86086
grl,2006,537853473.97075
grl,2007,468362952.64962
grl,2008,500790106.45793
grl,2009,444734068.03057
grl,2010,496865130.08308
grl,2011,476133879.02936
grl,2012,466808767.37368
grl,2013,448395623.17221
grl,2014,533954839.71923
grl,2015,425794081.36268
grl,2016,498050525.63253
grl,2017,511300613.66306
grl,2018,516621722.57393
grl,2019,498076867.75585
gtm,1960,1086986438.26571
gtm,1961,1105780608.05654
gtm,1962,1144394084.17223
gtm,1963,1310466202.68752
gtm,1964,1314908461.00172
gtm,1965,1330627221.19041
gtm,1966,1393160549.76715
gtm,1967,1394527398.47921
gtm,1968,1545222468.98383
gtm,1969,1581785672.03144
gtm,1970,1673364535.73945
gtm,1971,1791596949.33265
gtm,1972,1963819887.0522
gtm,1973,2067700389.16876
gtm,1974,2199943002.06056
gtm,1975,2254958662.72098
gtm,1976,2356447179.59142
gtm,1977,2448367755.47747
gtm,1978,2525594707.70886
gtm,1979,2597354265.09202
gtm,1980,2638018014.27579
gtm,1981,2670138959.00921
gtm,1982,2589836597.17569
gtm,1983,2545414014.03374
gtm,1984,2585052626.68348
gtm,1985,2594620567.66789
gtm,1986,2573092700.45295
gtm,1987,2673556080.78936
gtm,1988,2793838767.45065
gtm,1989,2879608524.1324
gtm,1990,2997499225.54758
gtm,1991,3090444933.55191
gtm,1992,3182707225.3555
gtm,1993,3252758218.05087
gtm,1994,3332377171.51887
gtm,1995,3449242731.94708
gtm,1996,3537404478.9799
gtm,1997,3641284969.48025
gtm,1998,3776944706.07695
gtm,1999,3856563631.97596
gtm,2000,3956685323.08232
gtm,2001,4002474737.39184
gtm,2002,4216808761.74115
gtm,2003,4322655418.48715
gtm,2004,4502075807.72356
gtm,2005,4597842175.1063
gtm,2006,4655399556.72821
gtm,2007,4929084064.52086
gtm,2008,4972725880.96771
gtm,2009,5161899687.66839
gtm,2010,5149000660.60282
gtm,2011,5407709864.48125
gtm,2012,5674821135.94226
gtm,2013,5944093321.09499
gtm,2014,6039517364.15186
gtm,2015,6198099101.21754
gtm,2016,6346153062.62735
gtm,2017,6556048298.09266
gtm,2018,6720779439.40302
gtm,2019,6860087547.74716
gtm,2020,7060759710.6831
guy,1960,408598667.22765
guy,1961,431278568.7975
guy,1962,427419989.81348
guy,1963,394708068.75876
guy,1964,390768849.59531
guy,1965,424673101.81105
guy,1966,395641326.96521
guy,1967,408377710.75376
guy,1968,381171000.6481
guy,1969,418252380.64185
guy,1970,410511995.44338
guy,1971,455912654.68581
guy,1972,423170359.56055
guy,1973,405532196.35759
guy,1974,734696117.8648
guy,1975,827575499.23027
guy,1976,608172986.60617
guy,1977,534576732.81266
guy,1978,567254587.26278
guy,1979,546986625.12145
guy,1980,578277992.58712
guy,1981,532902823.74115
guy,1982,497297861.80343
guy,1983,455009532.32188
guy,1984,454864451.46733
guy,1985,502543761.56992
guy,1986,499517670.34657
guy,1987,577440382.92436
guy,1988,486232051.62054
guy,1989,474132267.84749
guy,1990,402429845.4887
guy,1991,460688064.11378
guy,1992,586167303.04058
guy,1993,617537112.77228
guy,1994,686550693.82554
guy,1995,741223790.67192
guy,1996,798137588.69086
guy,1997,824577856.82327
guy,1998,771697320.11284
guy,1999,884628636.30556
guy,2000,794552467.97335
guy,2001,824129716.67788
guy,2002,873873271.92496
guy,2003,858636506.9817
guy,2004,885973056.74173
guy,2005,764527078.67782
guy,2006,795020896.03111
guy,2007,799476005.37015
guy,2008,818191791.68393
guy,2009,844567681.96756
guy,2010,858791679.56603
guy,2011,898504795.66802
guy,2012,941292648.09299
guy,2013,979472852.17309
guy,2014,1054639014.9209
guy,2015,1088920096.8523
guy,2016,967967099.72972
guy,2017,1090568868.50375
guy,2018,1162887558.0481
guy,2019,1157125769.54722
guy,2020,1205140673.72125
hkg,2000,332917987.61419
hkg,2001,333844303.66208
hkg,2002,325044301.20706
hkg,2003,307814822.71618
hkg,2004,309019033.57845
hkg,2005,308277980.74013
hkg,2006,297995872.60847
hkg,2007,285027447.93791
hkg,2008,236673750.23769
hkg,2009,225835852.47729
hkg,2010,234543223.32752
hkg,2011,236488487.02811
hkg,2012,228892695.43535
hkg,2013,240101119.61491
hkg,2014,225650589.26771
