geo,time,bx_gsr_nfsv_cd
chl,1996,3588258163.34284
chl,1997,3892137934.79738
chl,1998,3952290069.87113
chl,1999,3869315979.94565
chl,2000,4083266402.75766
chl,2001,4138778254.65743
chl,2002,4387210813.26963
chl,2003,5077223345.16453
chl,2004,6027201172.49166
chl,2005,6991749587.59723
chl,2006,7736883554.86644
chl,2007,9022274929.26337
chl,2008,10613886831.4719
chl,2009,8441610952.93896
chl,2010,10846976459.5663
chl,2011,12911821776.0057
chl,2012,12269369465.853
chl,2013,12116748074.3862
chl,2014,10681025117.7922
chl,2015,9520154992.28699
chl,2016,9525830793.25105
chl,2017,9789181764.99965
chl,2018,9940336348.38522
chl,2019,9259367121.981
chl,2020,6317870796.75315
chn,1982,2512000000
chn,1983,2479000000
chn,1984,2811000000
chn,1985,3055000000
chn,1986,3827000000
chn,1987,4437000000
chn,1988,4858000000
chn,1989,4603000000
chn,1990,5855000000
chn,1991,6979000000
chn,1992,9249000000
chn,1993,11193000000
chn,1994,16620000000
chn,1995,19130300000
chn,1996,20601000000
chn,1997,57550000000
chn,1998,62379000000
chn,1999,66090000000
chn,2000,78707697000
chn,2001,90109000000
chn,2002,102166250960.02
chn,2003,57678564819.12009
chn,2004,79159444758.9691
chn,2005,78468732509.12129
chn,2006,94070982714.43219
chn,2007,135319698453.864
chn,2008,163313577392.979
chn,2009,143573497965.20001
chn,2010,178338897361.24399
chn,2011,201047004998.82001
chn,2012,201575599551.87799
chn,2013,207005802688.677
chn,2014,219140751663.90601
chn,2015,217399035856.79901
chn,2016,208403830207.57501
chn,2017,213063558170.73999
chn,2018,233566796563.14096
chn,2019,244359155290.70401
chn,2020,235209037949.80301
civ,2005,934814950.15667
civ,2006,954183669.8765
civ,2007,1047886641.60702
civ,2008,1159872031.04879
civ,2009,1176507525.27097
civ,2010,1184201887.25678
civ,2011,1018045881.81194
civ,2012,984708568.74527
civ,2013,935278117.27931
civ,2014,904122545.9238
civ,2015,766164717.21147
civ,2016,913950351.18322
civ,2017,973389804.56384
civ,2018,1166751841.89099
civ,2019,1162206699.95733
civ,2020,731741417.12031
cmr,1977,161796038.39257
cmr,1978,206464835.22163
cmr,1979,351492205.97306
cmr,1980,400985319.34957
cmr,1981,389539006.27457
cmr,1982,427319927.25844
cmr,1983,440763500.6053
cmr,1984,414663544.89236
cmr,1985,498683440.64636
cmr,1986,467188108.37292
cmr,1987,411397531.84118
cmr,1988,458925020.74317
cmr,1989,475724300.10008
cmr,1990,382164733.02243
cmr,1991,405980840.68056
cmr,1992,407455008.78445
cmr,1993,390941487.37967
cmr,1994,330832936.81995
cmr,1995,304378401.52588
cmr,1996,495380307.08798
cmr,1997,458530655.67051
cmr,1998,529217494.47906
cmr,1999,440074781.95379
cmr,2000,694258887.46139
cmr,2001,948464074.08493
cmr,2002,1027157581.52512
cmr,2003,646050634.28679
cmr,2004,1110805146.09293
cmr,2005,970315572.48144
cmr,2006,1017434778.59964
cmr,2007,1371777571.56368
cmr,2008,1489656812.28557
cmr,2009,1253932057.58676
cmr,2010,1295766844.82876
cmr,2011,1860521075.60505
cmr,2012,1628104358.70141
cmr,2013,1946390978.14459
cmr,2014,2031078708.75203
cmr,2015,1516546446.99938
cmr,2016,1656915977.51155
cmr,2017,1945173994.5223
cmr,2018,2116751592.92327
cmr,2019,2205210167.27697
cmr,2020,1708683308.5074
cod,2005,343200000
cod,2006,432900000
cod,2007,392400000
cod,2008,828200000
cod,2009,649900000
cod,2010,388600000
cod,2011,739400000
cod,2012,287691990.8522
cod,2013,296088831.51051
cod,2014,314797429.56693
cod,2015,173348834.72372
cod,2016,127808325.86267
cod,2017,108135751.21119
cod,2018,114794702.30987
cod,2019,141891753.48402
cod,2020,143625534.2725
cog,1978,68777296.4722
cog,1979,69734323.70475
cog,1980,110621209.67703
cog,1981,84016773.86158
cog,1982,77600471.05177
cog,1983,87756443.34212
cog,1984,80300869.05007
cog,1985,74693448.57066
cog,1986,103111150.09445
cog,1987,97162886.82703
cog,1988,92275186.7006
cog,1989,95295326.32474
cog,1990,99168167.14662
cog,1991,99253152.35358
cog,1992,66114628.22186
cog,1993,56151487.34721
cog,1994,67002315.16606
cog,1995,87420890.73246
cog,1996,91871325.82864
cog,1997,99676294.07283
cog,1998,117626563.71513
cog,1999,146030740.22821
cog,2000,136511571.369
cog,2001,143846467.79535
cog,2002,164797624.12736
cog,2003,194081106.4778
cog,2004,196674214.68486
cog,2005,220487249.47409
cog,2006,266021478.40113
cog,2007,155485426.29573
cog,2008,179609325.70852
cog,2009,488427988.09616
cog,2010,470740595.35371
cog,2011,591790746.6984
cog,2012,304843737.10134
cog,2013,580424617.97596
cog,2014,641693780.01532
cog,2015,400098397.24056
cog,2016,240710005.55981
col,1968,157999999.99923
col,1969,177999999.9992
col,1970,191999999.9989
col,1971,217646659.99781
col,1972,225827680
col,1973,281342679.9996
col,1974,365602559.99624
col,1975,431195150
col,1976,567778559.99966
col,1977,729950239.99829
col,1978,779627999.9985
col,1979,1104980000
col,1980,1341992779.99951
col,1981,1148369480
col,1982,1335097739.99924
col,1983,844000000
col,1984,927000000
col,1985,855000000
col,1986,1108000000
col,1987,1166000000
col,1988,1408000000
col,1989,1291000000
col,1990,1600000000
col,1991,1593000000
col,1992,1982900000
col,1993,2519900000
col,1994,1550740017.96806
col,1995,1676976106.3446
col,1996,2168281980.44462
col,1997,2126765659.30735
col,1998,1921092214.5058
col,1999,1913507341.75618
col,2000,2061970319.69547
col,2001,2202653333.29747
col,2002,1890269315.37118
col,2003,1929641221.78969
col,2004,2437296675.44342
col,2005,2956157545.78681
col,2006,3695485531.98548
col,2007,4571964064.16268
col,2008,5465043510.43893
col,2009,5372183796.21781
col,2010,6023536246.4612
col,2011,6525697418.63797
col,2012,7547834052.10905
col,2013,8284493339.25779
col,2014,8527732712.15665
col,2015,8434422179.39661
col,2016,8705602437.74661
col,2017,9536024797.35554
col,2018,10730969445.7418
col,2019,10668419359.9064
col,2020,5837361676.17626
col,2021,7640803929.50811
com,1980,2238759.0095
com,1981,1104040.54955
com,1982,2556272.47282
com,1983,2642608.99197
com,1984,2647882.26161
com,1985,4218055.38302
com,1986,6757089.05096
com,1987,14440961.00168
com,1988,16847649.92885
com,1989,17545146.75022
com,1990,16862404.20104
com,1991,24703610.00667
com,1992,26593417.81129
com,1993,31056626.67717
com,1994,28837737.75476
com,1995,34509830.94187
com,2003,30071984.94011
com,2004,36209538.27982
com,2005,42734267.66864
com,2006,46853112.67336
com,2007,55063957.36298
com,2008,64576021.94851
com,2009,59063388.67322
com,2010,64920289.21676
com,2011,73946083.2897
com,2012,70035455.42434
com,2014,99219875.88588
com,2015,80042465.3943
com,2016,77317431.83132
com,2017,88727770.70742
com,2018,105787458.0655
com,2019,101650489.4856
com,2020,46691528.29225
cpv,1977,957514.22261
cpv,1978,4681591.23412
cpv,1979,8193305.37248
cpv,1980,10078427.87502
cpv,1981,17389994.79787
cpv,1982,27454254.34627
cpv,1983,33483603.22278
cpv,1984,23734088.66671
cpv,1985,24814565.56149
cpv,1986,32252825.35074
cpv,1987,25959820.14513
cpv,1988,28008880.56336
cpv,1989,29223852.42862
cpv,1990,38742086.8754
cpv,1991,35431578.94737
cpv,1992,39938496.29569
cpv,1993,41902307.32764
cpv,1994,49001821.5307
cpv,1995,68997787.99445
cpv,1996,82459366.26221
cpv,1997,94368797.62458
cpv,1998,91963307.81671
cpv,1999,109382810.35467
cpv,2000,110083008.42201
cpv,2001,131893076.40238
cpv,2002,154681879.61678
cpv,2003,204401225.62437
cpv,2004,242711488.31093
cpv,2005,276727035.36239
cpv,2006,386354183.75897
cpv,2007,496065365.05793
cpv,2008,607266059.85
cpv,2009,482739425.73131
cpv,2010,506888083.04128
cpv,2011,585704652.60837
cpv,2012,591731446.06834
cpv,2013,646282384.90078
cpv,2014,628935055.59276
cpv,2015,501423239.18627
cpv,2016,559988333.37264
cpv,2017,605956569.66355
cpv,2018,689985774.63352
cpv,2019,738024306.31593
cpv,2020,289770792.67906
cri,1977,129900000
cri,1978,141900000
cri,1979,154800000
cri,1980,194200000
cri,1981,170800000
cri,1982,242200000
cri,1983,275200000
cri,1984,272500000
cri,1985,274700000
cri,1986,303000000
cri,1987,337100000
cri,1988,430300000
cri,1989,497900000
cri,1990,609000000
cri,1991,691400000
cri,1992,841300000
cri,1993,1039300000
cri,1994,1195000000
cri,1995,1124600000
cri,1996,1315750000
cri,1997,1411404000
cri,1998,2095060000
cri,1999,3592570079
cri,2000,2303318558.14663
cri,2001,2312224495.46964
cri,2002,2266628091.83672
cri,2003,2455809454.58372
cri,2004,2780754636.01856
cri,2005,3197093709.36777
cri,2006,3588342113.4159
cri,2007,4119711819.28944
cri,2008,4604258794.56892
cri,2009,4153504972.89591
cri,2010,5021461778.00589
cri,2011,5782232665.66572
cri,2012,6208551333.16457
cri,2013,6949171455.74567
cri,2014,7106117782.20063
cri,2015,7693596629.89759
cri,2016,8537126906.51826
cri,2017,8597672350.99612
cri,2018,9750807594.38973
cri,2019,10359996296.6501
cri,2020,8004752339.33627
cym,2016,3076389141.25343
cym,2017,3453719357.96774
cym,2018,3649604729.7305
cym,2019,3770897182.63661
cyp,1976,175884915.26793
cyp,1977,206556096.75141
cyp,1978,258625825.01416
cyp,1979,371285874.53623
cyp,1980,481799142.76215
cyp,1981,526539639.65615
cyp,1982,577215273.87062
cyp,1983,627372619.23708
cyp,1984,701580421.96134
cyp,1985,738385910.99065
cyp,1986,938543841.73484
cyp,1987,1187911159.2111
cyp,1988,1411614441.59937
cyp,1989,1618600222.15487
cyp,1990,2003580525.15946
cyp,1991,1857121171.50433
cyp,1992,2521418244.932
cyp,1993,2335118486.57248
cyp,1994,2646736734.31656
cyp,1995,3377612477.48682
cyp,1996,3309806486.54734
cyp,1997,3305134877.78363
cyp,1998,3594743210.67245
cyp,1999,3946972798.02707
cyp,2000,4068063805.942
cyp,2001,4340039936.34214
cyp,2002,4374284106.55589
cyp,2003,5114255740.74753
cyp,2004,5835784613.34811
cyp,2005,6001174405.52023
cyp,2006,6576686936.33344
cyp,2007,8297853926.92419
cyp,2008,10653315666.3432
cyp,2009,9303029860.88795
cyp,2010,9375717979.40474
cyp,2011,10552687684.2852
cyp,2012,9885624219.88626
cyp,2013,11067736869.2158
cyp,2014,11717460507.1845
cyp,2015,10709385695.9306
cyp,2016,11907298089.181
cyp,2017,13851292007.6613
cyp,2018,14757426173.5028
cyp,2019,16008385920.9093
cyp,2020,15350487258.0188
cze,1993,5558928243.34285
cze,1994,6461409237.56915
cze,1995,8222863356.53926
cze,1996,8848114101.09815
cze,1997,8132533654.44667
cze,1998,9111193425.38902
cze,1999,9701999841.0528
cze,2000,9767261922.95207
cze,2001,10044123650.6387
cze,2002,10228868846.443
cze,2003,11472808798.3795
cze,2004,12753210736.0364
cze,2005,12847146804.4571
cze,2006,15527769014.4564
cze,2007,18953945846.6876
cze,2008,23745968518.7534
cze,2009,20607052386.2924
cze,2010,21956477923.4081
cze,2011,24928711132.5596
cze,2012,24235793375.2672
cze,2013,23982989400.1424
cze,2014,25071891760.8513
cze,2015,23277379645.1376
cze,2016,24359437709.4602
cze,2017,27388972023.5938
cze,2018,30604621639.4393
cze,2019,30440388645.161
cze,2020,26064823897.8138
cze,2021,29657932964.7015
deu,1971,5526248183.7171
deu,1972,6447050309.46255
deu,1973,8084222376.36401
deu,1974,9028328399.38978
deu,1975,11343063972.9113
deu,1976,16349314011.6799
deu,1977,18605047062.28749
deu,1978,23143346007.49509
deu,1979,26847732617.2284
deu,1980,31465144530.628
deu,1981,29497073667.2549
deu,1982,30677717690.1007
deu,1983,29253321330.8506
deu,1984,28327890127.153
deu,1985,30038546006.2268
deu,1986,38393586092.8403
deu,1987,46131470394.91689
deu,1988,47331790490.4491
deu,1989,50137247467.2848
deu,1990,61330285662.3251
deu,1991,60034223995.3305
deu,1992,64918557912.2974
deu,1993,60673502335.42071
deu,1994,61922712088.20149
deu,1995,74365219803.1647
deu,1996,75038830529.45419
deu,1997,76874402496.8446
deu,1998,81705790829.74979
deu,1999,80232535646.88649
deu,2000,81342926057.41748
deu,2001,82875272450.06828
deu,2002,99176552764.77768
deu,2003,120193431021.705
deu,2004,151919691893.97601
deu,2005,162683447471.59
deu,2006,184644939841.92599
deu,2007,214440290365.173
deu,2008,244341721902.19
deu,2009,226697922596.10101
deu,2010,230931418912.698
deu,2011,255812056953.26001
deu,2012,255914126666.42401
deu,2013,276805669944.57294
deu,2014,303309330444.37097
deu,2015,280879598864.914
deu,2016,293160244289.19293
deu,2017,321567923441.52002
deu,2018,356847582036.66693
deu,2019,356155940367.966
deu,2020,318690183354.44098
deu,2021,386709010694.58801
dji,1991,146516168.60135
dji,1992,146516168.60135
dji,1993,159637859.34133
dji,1994,158518126.72672
dji,1995,162822626.47633
dji,1996,161252750.09706
dji,1997,163993000.26446
dji,1998,180006864.69241
dji,1999,172551358.59015
dji,2000,161612865.10879
dji,2001,181869334.51871
dji,2002,192380191.42364
dji,2003,215748279.6068
dji,2004,212749196.77472
dji,2005,248366822.15383
dji,2006,251455933.73884
dji,2007,248473731.29793
dji,2008,296886693.18764
dji,2009,322038476.03829
dji,2010,335739726.87527
dji,2011,326967550.26136
dji,2012,339442159.33964
dji,2013,796512511.18326
dji,2014,863296965.46835
dji,2015,943343780.41987
dji,2016,970886952.0203
dji,2017,984588202.85729
dji,2018,1041109379.30802
dji,2019,1153499023.75071
dji,2020,910235575.23684
dma,1976,2501270.87428
dma,1977,3000000
dma,1978,3100000
dma,1979,9500000
dma,1980,5600000
dma,1981,3700000
dma,1982,6600000
dma,1983,8200000
dma,1984,11800000
dma,1985,10200000
dma,1986,14629629.62963
dma,1987,17000000
dma,1988,20892592.59259
dma,1989,24948148.14815
dma,1990,33377777.77778
dma,1991,37451851.85185
dma,1992,42366666.66667
dma,1993,48548148.14815
dma,1994,52077777.77778
dma,1995,61366666.66667
dma,1996,68940740.74074
dma,1997,83392592.59259
dma,1998,88418518.51852
dma,1999,100803703.7037
dma,2000,89770370.37037
dma,2001,76868518.51852
dma,2002,79561244.44444
dma,2003,77400740.74074
dma,2004,87558668.88889
dma,2005,86448513.7037
dma,2006,100171045.18519
dma,2007,108825872.59259
dma,2008,112848581.85185
dma,2009,111133874.81481
dma,2010,136821225.55556
dma,2011,154786041.48148
dma,2012,121671237.03704
dma,2013,128615036.2963
dma,2014,241642065.78813
dma,2015,233349506.2418
dma,2016,244224537.84158
dma,2017,204528619.83355
dma,2018,144979932.87334
dma,2019,189991758.53956
dma,2020,79335134.22441
dnk,1975,3223067569.99614
dnk,1976,3586404385.32245
dnk,1977,4113411990.65569
dnk,1978,4785115522.20761
dnk,1979,5298742808.52024
dnk,1980,5862318386.43425
dnk,1981,5852704902.68358
dnk,1982,5410436526.74153
dnk,1983,5131091831.07025
dnk,1984,5049074736.7877
dnk,1985,5486873884.16838
dnk,1986,6372297744.76032
dnk,1987,7848408664.51047
dnk,1988,9622580037.50365
dnk,1989,9569868134.99733
dnk,1990,12829671204.792
dnk,1991,14264353445.9788
dnk,1992,14082839597.4049
dnk,1993,12563534125.6082
dnk,1994,13661113317.74
dnk,1995,15306760081.6357
dnk,1996,16501968024.6531
dnk,1997,14043575941.8725
dnk,1998,15211581442.603
dnk,1999,19981531485.72029
dnk,2000,23721283806.3464
dnk,2001,25134384298.977
dnk,2002,26666607077.5048
dnk,2003,31672415257.9208
dnk,2004,36304296013.8576
dnk,2005,43860605587.7676
dnk,2006,53281438460.1922
dnk,2007,63306239930.8003
dnk,2008,74183217449.2776
dnk,2009,57183625615.0231
dnk,2010,61574179059.7195
dnk,2011,67393811943.7636
dnk,2012,67417638028.807
dnk,2013,71522289006.41229
dnk,2014,73423074306.92841
dnk,2015,64413326745.0509
dnk,2016,63465820322.837
dnk,2017,72098654717.41299
dnk,2018,82432919361.4879
dnk,2019,83613979154.37628
dnk,2020,76274174249.0674
dnk,2021,91977514267.65901
dom,1968,36000000
dom,1969,43600000
dom,1970,43000000
dom,1971,49500000
dom,1972,63500000
dom,1973,71500000
dom,1974,93400000
dom,1975,116200000
dom,1976,127800000
dom,1977,146700000
dom,1978,152500000
dom,1979,266300000
dom,1980,309400000
dom,1981,324600000
dom,1982,374100000
dom,1983,456600000
dom,1984,501500000
dom,1985,584300000
dom,1986,692900000
dom,1987,852000000
dom,1988,1013400000
dom,1989,1041100000
dom,1990,1097200000
dom,1991,1198700000
dom,1992,1348600000
dom,1993,2287200000
dom,1994,2592500000
dom,1995,2852500000
dom,1996,3101000000
dom,1997,3626300000
dom,1998,3901000000
dom,1999,4347500000
dom,2000,4935700000
dom,2001,4765500000
dom,2002,4787700000
dom,2003,5344700000
dom,2004,5669170000
dom,2005,6181500000
dom,2006,6630900000
dom,2007,6850300000
dom,2008,6876400000
dom,2009,6292800000
dom,2010,5454500000
dom,2011,5822700000
dom,2012,6140000000
dom,2013,6411900000
dom,2014,7053700000
dom,2015,7541800000
dom,2016,8309200000
dom,2017,8856800000
dom,2018,9413600000
dom,2019,9316500000
dom,2020,4147200000
dza,1977,287694604.89122
dza,1978,325777251.14748
dza,1979,468174189.98638
dza,1980,476357998.27395
dza,1981,473839392.8848
dza,1982,528070293.34825
dza,1983,679293351.29454
dza,1984,598790980.05859
dza,1985,531445164.88325
dza,1986,549303712.00011
dza,1987,565390940.06725
dza,1988,470348224.50026
dza,1989,495757518.67141
dza,1990,497906318.81448
dza,1991,392846267.83865
dza,2005,2506999999.99988
dza,2006,2564000000.00012
dza,2007,2839210802.60417
dza,2008,3481857647.4335
dza,2009,2934754181.70251
dza,2010,3489359713.66077
dza,2011,3607795207.68928
dza,2012,3748971943.61447
dza,2013,3772725254.29011
dza,2014,3553345532.93488
dza,2015,3456144197.67704
dza,2016,3429915247.32347
dza,2017,3111226275.93928
dza,2018,3263800801.46628
dza,2019,3238634545.85534
dza,2020,2988020978.33443
ecu,1976,111400000
ecu,1977,201900000
ecu,1978,174300000
ecu,1979,260200000
ecu,1980,367000000
ecu,1981,398600000
ecu,1982,381000000
ecu,1983,315000000
ecu,1984,291000000
ecu,1985,397000000
ecu,1986,441000000
ecu,1987,421000000
ecu,1988,440000000
ecu,1989,516000000
ecu,1990,538000000
ecu,1991,556000000
ecu,1992,617000000
ecu,1993,635700000
ecu,1994,675830000
ecu,1995,735820000
ecu,1996,693030000
ecu,1997,690060000
ecu,1998,682310000
ecu,1999,733510000
ecu,2000,854313050
ecu,2001,870166930
ecu,2002,890422210.26028
ecu,2003,886552003.35182
ecu,2004,1019549884.18638
ecu,2005,1018121359.13527
ecu,2006,1042530820.85876
ecu,2007,1206089926.8713
ecu,2008,1447616205.51972
ecu,2009,1342524061.95505
ecu,2010,1478221639.5348
ecu,2011,1593470094.18259
ecu,2012,1810012633.21654
ecu,2013,2047368026.36018
ecu,2014,2352288006.7943
ecu,2015,2397312737.37685
ecu,2016,2675520584.15927
ecu,2017,2979122561.84392
ecu,2018,3248950844.5151
ecu,2019,3346087132.93489
ecu,2020,1799819564.46968
egy,1977,1600797336.09537
egy,1978,1633252837.64136
egy,1979,1787857145.41123
egy,1980,2392714289.13245
egy,1981,2537000003.62428
egy,1982,2800142861.14306
egy,1983,3133000004.47572
egy,1984,2989714287.49388
egy,1985,3023571428.57143
egy,1986,3358000000
egy,1987,3626857142.85714
egy,1988,4407571428.57143
egy,1989,4202909090.90909
egy,1990,5971000000
egy,1991,6783000000
egy,1992,7716000000
egy,1993,7895000000
egy,1994,8070000000
egy,1995,8590000000
egy,1996,9271000000
egy,1997,9379900000
egy,1998,8141000000
egy,1999,9493700000
egy,2000,9803000000
egy,2001,9042300000
egy,2002,9320200000
egy,2003,11073000000
egy,2004,14196600000
egy,2005,14642600000
egy,2006,16134500000
egy,2007,19943400000
egy,2008,24911900000
egy,2009,21519800000
egy,2010,23807000000
egy,2011,19139600000
egy,2012,21766800000
egy,2013,18261500000
egy,2014,21897600000
egy,2015,18538500000
egy,2016,13606000000
egy,2017,19535300000
egy,2018,23573700000
egy,2019,25050500000
egy,2020,15052700000
eri,1992,72635958.68133
eri,1993,107605127.23493
eri,1994,89820807.22767
eri,1995,48554560.06984
eri,1996,104812956.50424
eri,1997,158026477.71175
eri,1998,81753588.18244
eri,1999,47556741.42763
eri,2000,60910083.76289
esp,1975,5434092162.01586
esp,1976,5105474372.63073
esp,1977,6151894275.996
esp,1978,8195300861.29035
esp,1979,10285107409.6294
esp,1980,11593348447.5048
esp,1981,11330920901.9377
esp,1982,11541515968.9387
esp,1983,11365066188.3115
esp,1984,12338801111.8165
esp,1985,12723146517.332
esp,1986,17835669125.0581
esp,1987,21705339605.8585
esp,1988,24456612401.8389
esp,1989,24617674457.06
esp,1990,27936975048.684
esp,1991,29170874541.9182
esp,1992,33490003618.7196
esp,1993,30449125666.4456
esp,1994,33815815244.86769
esp,1995,40419916876.5791
esp,1996,44082589444.7571
esp,1997,43309671637.7383
esp,1998,48602301861.58929
esp,1999,52316042649.3774
esp,2000,52724545554.03449
esp,2001,55874369948.5181
esp,2002,60516796373.1734
esp,2003,74368262645.278
esp,2004,84868222717.244
esp,2005,92856757565.91789
esp,2006,104875196337.86
esp,2007,121064390265.995
esp,2008,134139426020.26199
esp,2009,114474248411.28799
esp,2010,113968891496.248
esp,2011,133463679492.938
esp,2012,124867480626.319
esp,2013,130021690631.726
esp,2014,137530674680.07199
esp,2015,121449668222.70799
esp,2016,130643572624.58099
esp,2017,144413171652.634
esp,2018,155361484628.20499
esp,2019,156906465618.77701
esp,2020,90235479877.51848
est,1992,203105465.57742
est,1993,343644203.41084
est,1994,560522711.49667
est,1995,917282280.12691
est,1996,1165707739.88914
est,1997,1394389286.01666
est,1998,1597932185.28476
est,1999,1562234303.31274
est,2000,1603814399.58726
est,2001,1848943174.40194
est,2002,1885264675.08971
est,2003,2364693352.28891
est,2004,3046545153.70347
est,2005,3471278332.16677
est,2006,3828632842.83702
est,2007,4707185933.37695
est,2008,5696230896.4348
est,2009,4617334415.84589
est,2010,4736170724.51284
est,2011,5657084894.37164
est,2012,6024273756.95597
est,2013,6673128592.07304
est,2014,7149607840.88706
est,2015,5858993209.35766
est,2016,6102204858.53276
est,2017,6917045449.90743
est,2018,7818623737.07335
est,2019,8048438082.75672
est,2020,6529033753.37415
est,2021,9910832030.38873
eth,1977,83913043.5188
eth,1978,79468599.07221
eth,1979,86328502.45716
eth,1980,125410628.07991
eth,1981,132367149.8224
eth,1982,135120773.01214
eth,1983,138937198.13475
eth,1984,186473429.98779
eth,1985,288840579.71014
eth,1986,243913043.47826
eth,1987,296859903.38164
eth,1988,271739130.43478
eth,1989,289178743.96135
eth,1990,304637681.15942
eth,1991,268260869.56522
eth,1992,267601739.13043
eth,1993,277240000
eth,1994,294606672.04896
eth,1995,344540720.17825
eth,1996,377174484.08483
eth,1997,390725026.77951
eth,1998,391545132.63261
eth,1999,473621263.69971
eth,2000,506201908.11479
eth,2001,467364938.13874
eth,2002,513034269.65955
eth,2003,761738027.53923
eth,2004,1005460767.28133
eth,2005,1012133942.40993
eth,2006,1142944753.65835
eth,2007,1298848905.94891
eth,2008,1776704854.24358
eth,2009,1735246082.82943
eth,2010,2164718234.29641
eth,2011,2802162978.01277
eth,2012,2736954646.41238
eth,2013,3102019297.03051
eth,2014,2967393371.94985
eth,2015,3087170087.22819
eth,2016,3094746061.5942
eth,2017,3607741789.41918
eth,2018,4919331156.94806
eth,2019,4842257161.32189
eth,2020,4461774238.1743
fin,1975,1099882413.07759
fin,1976,1252979574.4663
fin,1977,1455386248.74775
fin,1978,1861299571.09221
fin,1979,2249253106.85659
fin,1980,2732767838.68669
fin,1981,2914881291.55496
fin,1982,2722980214.01993
fin,1983,2532190375.84323
fin,1984,2437835580.81819
fin,1985,2429280376.0959
fin,1986,2692512754.81147
fin,1987,3473252409.64799
fin,1988,3909942523.52664
fin,1989,4086711530.41145
fin,1990,4706455526.66905
fin,1991,4026603116.28854
fin,1992,4502167273.39535
fin,1993,4398782921.39392
fin,1994,5394941329.10899
fin,1995,7386271735.38731
fin,1996,7110706436.00508
fin,1997,6640256019.54744
fin,1998,6084310945.53019
fin,1999,6521059466.37364
fin,2000,7728149472.71576
fin,2001,9208012897.08747
fin,2002,6525241363.8892
fin,2003,7701405327.1656
fin,2004,9597429848.7024
fin,2005,12259607580.9468
fin,2006,11777098339.1236
fin,2007,13985414284.8193
fin,2008,23168550957.7575
fin,2009,19889490569.1132
fin,2010,20787946575.3247
fin,2011,24211995085.1258
fin,2012,24565270390.48389
fin,2013,25377596831.833
fin,2014,25772643421.789
fin,2015,24217417809.4648
fin,2016,25429132016.3955
fin,2017,28879562903.7646
fin,2018,31707385914.7894
fin,2019,34393886571.7804
fin,2020,29546016004.8858
fin,2021,32817908995.0216
fji,1979,191278840.94939
fji,1980,200534334.65407
fji,1981,219651487.42212
fji,1982,236195308.23451
fji,1983,251155254.10782
fji,1984,248984694.34161
fji,1985,272895724.5444
fji,1986,263137956.19098
fji,1987,201791468.74979
fji,1988,244711037.05042
fji,1989,365056179.77528
fji,1990,416973816.74535
fji,1991,427634978.64366
fji,1992,453229643.78248
fji,1993,481133758.16834
fji,1994,534653803.46623
fji,1995,564091016.82863
fji,1996,612556117.72251
fji,1997,667948118.51698
fji,1998,503217038.98195
fji,1999,525125341.11823
fji,2000,438171115.01685
fji,2001,417988065.56533
fji,2002,517295718.4823
fji,2003,639491883.11774
fji,2004,767900897.98533
fji,2005,930104466.08404
fji,2006,882983640.78737
fji,2007,925225198.14894
fji,2008,1114567610.81617
fji,2009,804640316.71646
fji,2010,987382558.03752
fji,2011,1172686232.055
fji,2012,1222570273.00272
fji,2013,1234288293.52461
fji,2014,1334677634.04766
fji,2015,1311677735.40307
fji,2016,1382532590.66294
fji,2017,1480057307.71207
fji,2018,1656731155.42088
fji,2019,1610134130.18108
fji,2020,411996387.06461
fra,1975,17970392378.2604
fra,1976,18924354507.8078
fra,1977,22550188450.7424
fra,1978,29738059494.30429
fra,1979,35524734285.0074
fra,1980,43731255853.2645
fra,1981,42281496239.9172
fra,1982,36681211087.11369
fra,1983,35328977528.7195
fra,1984,34749401646.4753
fra,1985,36539648673.8854
fra,1986,44847023603.134
fra,1987,52321945162.15009
fra,1988,55449421826.6264
fra,1989,60472611153.109
fra,1990,77669037038.12701
fra,1991,80654843522.38062
fra,1992,92337232506.9671
fra,1993,86181288172.47749
fra,1994,81821906803.57249
fra,1995,92121393151.80222
fra,1996,91049750466.28168
fra,1997,84780430292.4778
fra,1998,90045569036.9465
fra,1999,106289799098.67
fra,2000,96662707582.57587
fra,2001,100368469818.065
fra,2002,112976590987.66
fra,2003,126072423661.543
fra,2004,142859251267.02301
fra,2005,153205010586.64801
fra,2006,165492602564.67499
fra,2007,196787484663.95801
fra,2008,224346403996.97601
fra,2009,194161149697.07401
fra,2010,201658281670.92001
fra,2011,236833911049.478
fra,2012,234313852176.01199
fra,2013,254218958544.22198
fra,2014,272955539310.91901
fra,2015,255580689346.55801
fra,2016,259215220848.45901
fra,2017,274990259254.85199
fra,2018,302378483365.28601
fra,2019,296165370535.54401
fra,2020,254908782625.35101
fra,2021,302382362145.32397
fro,1998,51020000
fro,1999,55550000
fro,2000,53970000
fro,2001,56840000
fro,2002,71280000
fro,2003,77530000
fro,2004,86300434.48644
fro,2005,132511417.44148
fro,2006,174523433.87735
fro,2007,214443478.79588
fro,2008,251881064.65878
fro,2009,169966538.89529
fro,2010,190680829.83482
fro,2011,206807177.13533
fsm,2009,31975600
fsm,2010,35286100
fsm,2011,32368300
fsm,2012,33936900
fsm,2013,34093400
fsm,2014,38100400
gab,1978,169860423.56826
gab,1979,208817490.82952
gab,1980,324593640.23835
gab,1981,307583090.64174
gab,1982,170294994.51205
