geo,time,sl_fam_work_zs
dza,1998,9.15
dza,1999,8.96
dza,2000,8.74
dza,2001,8.48
dza,2002,7.87
dza,2003,7.25
dza,2004,6.22
dza,2005,5.27
dza,2006,4.55
dza,2007,3.9
dza,2008,3.35
dza,2009,2.89
dza,2010,2.47
dza,2011,2.1
dza,2012,2.12
dza,2013,2.14
dza,2014,2.09
dza,2015,2.03
dza,2016,1.98
dza,2017,1.93
dza,2018,1.89
dza,2019,1.86
ecu,1991,10.9
ecu,1992,11.29
ecu,1993,10.88
ecu,1994,11.05
ecu,1995,11.74
ecu,1996,11.32
ecu,1997,9.84
ecu,1998,12.18
ecu,1999,12.6
ecu,2000,12.56
ecu,2001,12.59
ecu,2002,10.5
ecu,2003,8.73
ecu,2004,11.52
ecu,2005,9.77
ecu,2006,11.7
ecu,2007,10.47
ecu,2008,10.48
ecu,2009,10.61
ecu,2010,9.34
ecu,2011,9.09
ecu,2012,9.79
ecu,2013,9.44
ecu,2014,8.19
ecu,2015,9.99
ecu,2016,11.9
ecu,2017,12.61
ecu,2018,12.59
ecu,2019,13.06
egy,1991,14.57
egy,1992,14.36
egy,1993,14.23
egy,1994,13.81
egy,1995,13.24
egy,1996,13.07
egy,1997,12.84
egy,1998,12.14
egy,1999,11.36
egy,2000,11.52
egy,2001,9.3
egy,2002,10.44
egy,2003,12.18
egy,2004,13.97
egy,2005,12.98
egy,2006,13.13
egy,2007,14.07
egy,2008,14.13
egy,2009,13.22
egy,2010,10.89
egy,2011,10.93
egy,2012,9.78
egy,2013,11.42
egy,2014,11.83
egy,2015,12.64
egy,2016,7.74
egy,2017,8.73
egy,2018,7.3
egy,2019,6.45
eri,1991,47.45
eri,1992,47.54
eri,1993,46.63
eri,1994,46.7
eri,1995,46.02
eri,1996,44.28
eri,1997,42.83
eri,1998,44.01
eri,1999,43.68
eri,2000,42.35
eri,2001,41.57
eri,2002,39.58
eri,2003,41.34
eri,2004,40.47
eri,2005,39.52
eri,2006,40.14
eri,2007,39.09
eri,2008,34.68
eri,2009,36.35
eri,2010,35.88
eri,2011,34.36
eri,2012,33.96
eri,2013,33.16
eri,2014,32.16
eri,2015,31.77
eri,2016,30.98
eri,2017,30.6
eri,2018,29.82
eri,2019,29.9
esp,1991,5
esp,1992,4.49
esp,1993,4.46
esp,1994,4.12
esp,1995,3.65
esp,1996,3.41
esp,1997,2.97
esp,1998,2.74
esp,1999,2.37
esp,2000,2.09
esp,2001,1.88
esp,2002,1.75
esp,2003,1.62
esp,2004,1.43
esp,2005,1.6
esp,2006,1.34
esp,2007,1.08
esp,2008,1.03
esp,2009,0.91
esp,2010,0.82
esp,2011,0.75
esp,2012,0.7
esp,2013,0.67
esp,2014,0.59
esp,2015,0.56
esp,2016,0.48
esp,2017,0.46
esp,2018,0.38
esp,2019,0.38
est,1991,1.48
est,1992,1.51
est,1993,1.57
est,1994,1.63
est,1995,1.62
est,1996,1.64
est,1997,1.54
est,1998,0.89
est,1999,0.78
est,2000,0.67
est,2001,0.59
est,2002,0.51
est,2003,0.44
est,2004,0.38
est,2005,0.32
est,2006,0.27
est,2007,0.22
est,2008,0.22
est,2009,0.24
est,2010,0.25
est,2011,0.26
est,2012,0.3
est,2013,0.26
est,2014,0.21
est,2015,0.21
est,2016,0.21
est,2017,0.21
est,2018,0.19
est,2019,0.18
eth,1991,43.1
eth,1992,43.2
eth,1993,42.39
eth,1994,41.86
eth,1995,41.04
eth,1996,40.35
eth,1997,39.76
eth,1998,38.98
eth,1999,38.25
eth,2000,39.73
eth,2001,39.96
eth,2002,40.33
eth,2003,41.19
eth,2004,41.9
eth,2005,42.75
eth,2006,42.43
eth,2007,41.79
eth,2008,42.19
eth,2009,42.1
eth,2010,41.54
eth,2011,40.97
eth,2012,40.49
eth,2013,40.01
eth,2014,38.93
eth,2015,37.79
eth,2016,36.4
eth,2017,35.47
eth,2018,34.27
eth,2019,33.65
fin,1991,1.31
fin,1992,1.28
fin,1993,1.32
fin,1994,1.28
fin,1995,1.51
fin,1996,1.51
fin,1997,1.02
fin,1998,0.57
fin,1999,0.81
fin,2000,0.67
fin,2001,0.64
fin,2002,0.52
fin,2003,0.41
fin,2004,0.42
fin,2005,0.53
fin,2006,0.55
fin,2007,0.56
fin,2008,0.51
fin,2009,0.54
fin,2010,0.56
fin,2011,0.47
fin,2012,0.5
fin,2013,0.46
fin,2014,0.49
fin,2015,0.47
fin,2016,0.53
fin,2017,0.42
fin,2018,0.43
fin,2019,0.39
fji,1991,15.88
fji,1992,15.65
fji,1993,15.53
fji,1994,15.29
fji,1995,15.12
fji,1996,14.81
fji,1997,14.84
fji,1998,14.69
fji,1999,14.05
fji,2000,14.02
fji,2001,13.71
fji,2002,13.3
fji,2003,13.15
fji,2004,12.62
fji,2005,12.48
fji,2006,13.71
fji,2007,15.29
fji,2008,16.85
fji,2009,18.77
fji,2010,20.37
fji,2011,22.23
fji,2012,22.05
fji,2013,21.39
fji,2014,20.69
fji,2015,19.95
fji,2016,19.43
fji,2017,18.67
fji,2018,18.08
fji,2019,17.75
fra,1991,2.66
fra,1992,2.53
fra,1993,2.35
fra,1994,2.29
fra,1995,2.05
fra,1996,1.88
fra,1997,1.75
fra,1998,1.55
fra,1999,1.51
fra,2000,1.27
fra,2001,1.11
fra,2002,1.12
fra,2003,1.22
fra,2004,1.14
fra,2005,0.97
fra,2006,0.93
fra,2007,0.67
fra,2008,0.61
fra,2009,0.62
fra,2010,0.55
fra,2011,0.52
fra,2012,0.47
fra,2013,0.44
fra,2014,0.43
fra,2015,0.38
fra,2016,0.4
fra,2017,0.34
fra,2018,0.28
fra,2019,0.29
gab,1991,3.6
gab,1992,3.72
gab,1993,3.62
gab,1994,2.38
gab,1995,2.22
gab,1996,1.82
gab,1997,1.79
gab,1998,2.46
gab,1999,2.06
gab,2000,1.49
gab,2001,1.71
gab,2002,1.74
gab,2003,1.67
gab,2004,1.42
gab,2005,1.1
gab,2006,1.12
gab,2007,1.1
gab,2008,0.95
gab,2009,1.32
gab,2010,1.23
gab,2011,0.93
gab,2012,0.93
gab,2013,0.93
gab,2014,0.99
gab,2015,1.08
gab,2016,1.14
gab,2017,1.1
gab,2018,0.99
gab,2019,0.93
gbr,1991,0.73
gbr,1992,0.7
gbr,1993,0.59
gbr,1994,0.57
gbr,1995,0.54
gbr,1996,0.48
gbr,1997,0.44
gbr,1998,0.38
gbr,1999,0.37
gbr,2000,0.4
gbr,2001,0.35
gbr,2002,0.34
gbr,2003,0.3
gbr,2004,0.35
gbr,2005,0.34
gbr,2006,0.33
gbr,2007,0.34
gbr,2008,0.34
gbr,2009,0.3
gbr,2010,0.32
gbr,2011,0.35
gbr,2012,0.36
gbr,2013,0.37
gbr,2014,0.38
gbr,2015,0.33
gbr,2016,0.37
gbr,2017,0.36
gbr,2018,0.36
gbr,2019,0.39
geo,1991,31.81
geo,1992,32.19
geo,1993,32.32
geo,1994,32.37
geo,1995,32.35
geo,1996,32.23
geo,1997,31.86
geo,1998,31.56
geo,1999,30.82
geo,2000,29.62
geo,2001,31.61
geo,2002,28.32
geo,2003,28.8
geo,2004,27.89
geo,2005,28.55
geo,2006,28.74
geo,2007,28.38
geo,2008,25.7
geo,2009,23.92
geo,2010,22.58
geo,2011,23.44
geo,2012,22.81
geo,2013,21.86
geo,2014,21.44
geo,2015,20.57
geo,2016,20.79
geo,2017,19.96
geo,2018,17.71
geo,2019,17.79
gha,1991,21.44
gha,1992,21.38
gha,1993,19.66
gha,1994,19.72
gha,1995,19.88
gha,1996,19.93
gha,1997,19.39
gha,1998,19.29
gha,1999,18.97
gha,2000,18.6
gha,2001,18.27
gha,2002,17.79
gha,2003,17.47
gha,2004,17.28
gha,2005,16.75
gha,2006,15.88
gha,2007,15.84
gha,2008,16
gha,2009,16.39
gha,2010,15.55
gha,2011,11.95
gha,2012,10.81
gha,2013,10.51
gha,2014,9.62
gha,2015,10.02
gha,2016,10.4
gha,2017,8.94
gha,2018,7.88
gha,2019,7.08
gin,1991,41.73
gin,1992,42.58
gin,1993,41.22
gin,1994,41.94
gin,1995,41.78
gin,1996,40.64
gin,1997,39.59
gin,1998,39.62
gin,1999,37.23
gin,2000,36.02
gin,2001,36.09
gin,2002,33.74
gin,2003,32.85
gin,2004,32.57
gin,2005,30.8
gin,2006,29.65
gin,2007,30.7
gin,2008,28.42
gin,2009,28.38
gin,2010,27.81
gin,2011,27.03
gin,2012,26.49
gin,2013,27.16
gin,2014,26.29
gin,2015,27.62
gin,2016,24.88
gin,2017,23.52
gin,2018,23.61
gin,2019,22.69
gmb,1991,21.59
gmb,1992,21.38
gmb,1993,21.07
gmb,1994,20.76
gmb,1995,20.33
gmb,1996,18.63
gmb,1997,19.59
gmb,1998,18.94
gmb,1999,18.66
gmb,2000,18.38
gmb,2001,17.85
gmb,2002,17.1
gmb,2003,16.81
gmb,2004,16.41
gmb,2005,16
gmb,2006,15.22
gmb,2007,14.82
gmb,2008,14.77
gmb,2009,14.65
gmb,2010,14.42
gmb,2011,13.32
gmb,2012,12.7
gmb,2013,12.31
gmb,2014,11.45
gmb,2015,9.74
gmb,2016,8.31
gmb,2017,8.91
gmb,2018,9.25
gmb,2019,8.81
gnb,1991,38.02
gnb,1992,39.19
gnb,1993,39.08
gnb,1994,38.4
gnb,1995,37.88
gnb,1996,37.72
gnb,1997,35.25
gnb,1998,34.96
gnb,1999,34.87
gnb,2000,35.82
gnb,2001,34.97
gnb,2002,33.4
gnb,2003,32.33
gnb,2004,32.68
gnb,2005,32.91
gnb,2006,32.41
gnb,2007,32.31
gnb,2008,31.3
gnb,2009,30.96
gnb,2010,30.45
gnb,2011,30.26
gnb,2012,29.15
gnb,2013,27.93
gnb,2014,27.58
gnb,2015,27.95
gnb,2016,27.05
gnb,2017,26.31
gnb,2018,25.76
gnb,2019,24.9
gnq,1991,7.63
gnq,1992,6.99
gnq,1993,6.66
gnq,1994,5.87
gnq,1995,5.88
gnq,1996,4.02
gnq,1997,2.61
gnq,1998,2.64
gnq,1999,2.37
gnq,2000,2.24
gnq,2001,1.74
gnq,2002,1.68
gnq,2003,1.53
gnq,2004,1.08
gnq,2005,0.83
gnq,2006,0.74
gnq,2007,0.69
gnq,2008,0.54
gnq,2009,0.7
gnq,2010,0.74
gnq,2011,0.62
gnq,2012,0.57
gnq,2013,0.67
gnq,2014,0.69
gnq,2015,1.02
gnq,2016,1.31
gnq,2017,1.14
gnq,2018,1.08
gnq,2019,1.32
grc,1991,11.6
grc,1992,12.03
grc,1993,12.05
grc,1994,12.29
grc,1995,12.34
grc,1996,12
grc,1997,11.92
grc,1998,11.26
grc,1999,10.04
grc,2000,9.62
grc,2001,8.33
grc,2002,7.82
grc,2003,7.86
grc,2004,6.29
grc,2005,6.32
grc,2006,6.54
grc,2007,6.36
grc,2008,5.88
grc,2009,5.84
grc,2010,5.67
grc,2011,5.47
grc,2012,5.02
grc,2013,4.89
grc,2014,4.7
grc,2015,4.37
grc,2016,3.91
grc,2017,3.93
grc,2018,3.66
grc,2019,3.16
gtm,1991,11.94
gtm,1992,11.93
gtm,1993,11.91
gtm,1994,11.87
gtm,1995,11.8
gtm,1996,11.81
gtm,1997,11.73
gtm,1998,11.56
gtm,1999,13.26
gtm,2000,15.1
gtm,2001,15.07
gtm,2002,14.87
gtm,2003,14.67
gtm,2004,12.4
gtm,2005,12.95
gtm,2006,13.46
gtm,2007,13.22
gtm,2008,13.02
gtm,2009,12.82
gtm,2010,12.56
gtm,2011,11.65
gtm,2012,13.66
gtm,2013,9.84
gtm,2014,10.07
gtm,2015,9.7
gtm,2016,8.42
gtm,2017,9.64
gtm,2018,9.23
gtm,2019,8.52
gum,1991,1.72
gum,1992,1.7
gum,1993,1.67
gum,1994,1.63
gum,1995,1.59
gum,1996,1.55
gum,1997,1.5
gum,1998,1.45
gum,1999,1.4
gum,2000,1.34
gum,2001,1.29
gum,2002,1.24
gum,2003,1.21
gum,2004,1.15
gum,2005,1.09
gum,2006,1.09
gum,2007,1.06
gum,2008,1.03
gum,2009,1.01
gum,2010,0.98
gum,2011,0.96
gum,2012,0.92
gum,2013,0.9
gum,2014,0.88
gum,2015,0.86
gum,2016,0.85
gum,2017,0.83
gum,2018,0.83
gum,2019,0.81
guy,1991,10.05
guy,1992,9.82
guy,1993,9.73
guy,1994,9.49
guy,1995,9.23
guy,1996,8.96
guy,1997,8.65
guy,1998,8.48
guy,1999,8.19
guy,2000,8.04
guy,2001,7.78
guy,2002,7.55
guy,2003,7.34
guy,2004,7.13
guy,2005,7.02
guy,2006,6.78
guy,2007,6.51
guy,2008,6.33
guy,2009,6.07
guy,2010,5.85
guy,2011,5.6
guy,2012,5.34
guy,2013,5.08
guy,2014,4.83
guy,2015,4.64
guy,2016,4.57
guy,2017,4.37
guy,2018,4.18
guy,2019,3.98
hkg,1991,0.94
hkg,1992,0.9
hkg,1993,0.87
hkg,1994,0.76
hkg,1995,0.63
hkg,1996,0.61
hkg,1997,0.59
hkg,1998,0.55
hkg,1999,0.68
hkg,2000,0.58
hkg,2001,0.6
hkg,2002,0.66
hkg,2003,0.7
hkg,2004,0.74
hkg,2005,0.73
hkg,2006,0.62
hkg,2007,0.57
hkg,2008,0.54
hkg,2009,0.48
hkg,2010,0.38
hkg,2011,0.42
hkg,2012,0.41
hkg,2013,0.36
hkg,2014,0.4
hkg,2015,0.34
hkg,2016,0.3
hkg,2017,0.29
hkg,2018,0.27
hkg,2019,0.26
hnd,1991,11.25
hnd,1992,11.23
hnd,1993,11.21
hnd,1994,11.2
hnd,1995,11.15
hnd,1996,11.11
hnd,1997,11.01
hnd,1998,10.91
hnd,1999,10.85
hnd,2000,10.62
hnd,2001,10.4
hnd,2002,10.17
hnd,2003,9.91
hnd,2004,9.55
hnd,2005,9.3
hnd,2006,8.84
hnd,2007,7.91
hnd,2008,8
hnd,2009,8.56
hnd,2010,10.12
hnd,2011,10.92
hnd,2012,10.45
hnd,2013,9.26
hnd,2014,8.29
hnd,2015,9.63
hnd,2016,8.61
hnd,2017,8.9
hnd,2018,9.55
hnd,2019,9.3
hrv,1991,7.15
hrv,1992,7.55
hrv,1993,8.09
hrv,1994,8.27
hrv,1995,8.07
hrv,1996,7.9
hrv,1997,7.48
hrv,1998,6.2
hrv,1999,5.66
hrv,2000,4.92
hrv,2001,4.78
hrv,2002,4.75
hrv,2003,4.06
hrv,2004,3.2
hrv,2005,2.41
hrv,2006,2.23
hrv,2007,2.3
hrv,2008,2.17
hrv,2009,2.37
hrv,2010,2.62
hrv,2011,2.79
hrv,2012,2.35
hrv,2013,1.61
hrv,2014,1.49
hrv,2015,1.93
hrv,2016,1.42
hrv,2017,1.32
hrv,2018,1.28
hrv,2019,1.21
hti,1991,26.62
hti,1992,26.67
hti,1993,26.56
hti,1994,26.59
hti,1995,26.6
hti,1996,26.35
hti,1997,26.34
hti,1998,26.01
hti,1999,25.82
hti,2000,25.57
hti,2001,25.47
hti,2002,25.39
hti,2003,24.98
hti,2004,24.96
hti,2005,24.23
hti,2006,23.99
hti,2007,23.67
hti,2008,23.43
hti,2009,23.09
hti,2010,23.53
hti,2011,23.43
hti,2012,23.13
hti,2013,22.76
hti,2014,22.47
hti,2015,22.3
hti,2016,22.15
hti,2017,21.83
hti,2018,21.52
hti,2019,21.26
hun,1991,1.2
hun,1992,1.24
hun,1993,1.14
hun,1994,1.12
hun,1995,1.1
hun,1996,1.08
hun,1997,1.19
hun,1998,0.79
hun,1999,0.77
hun,2000,0.69
hun,2001,0.68
hun,2002,0.63
hun,2003,0.51
hun,2004,0.4
hun,2005,0.44
hun,2006,0.5
hun,2007,0.45
hun,2008,0.34
hun,2009,0.41
hun,2010,0.33
hun,2011,0.42
hun,2012,0.39
hun,2013,0.34
hun,2014,0.32
hun,2015,0.27
hun,2016,0.3
hun,2017,0.28
hun,2018,0.23
hun,2019,0.2
idn,1991,18.77
idn,1992,18.61
idn,1993,18.41
idn,1994,18.19
idn,1995,17.89
idn,1996,17.48
idn,1997,18.52
idn,1998,19.54
idn,1999,18.31
idn,2000,20.13
idn,2001,19.37
idn,2002,17.55
idn,2003,20.33
idn,2004,18.45
idn,2005,18.03
idn,2006,16.94
idn,2007,17.29
idn,2008,17.26
idn,2009,17.6
idn,2010,17.83
idn,2011,17.04
idn,2012,16.65
idn,2013,16.05
idn,2014,15.44
idn,2015,14.32
idn,2016,13.79
idn,2017,13.44
idn,2018,13.4
idn,2019,13.13
ind,1991,18.63
ind,1992,18.65
ind,1993,18.62
ind,1994,18.56
ind,1995,18.58
ind,1996,18.52
ind,1997,18.5
ind,1998,18.39
ind,1999,18.19
ind,2000,18.02
ind,2001,18.47
ind,2002,18.95
ind,2003,19.3
ind,2004,19.66
ind,2005,19.99
ind,2006,19.19
ind,2007,18.35
ind,2008,17.58
ind,2009,16.7
ind,2010,15.85
ind,2011,15.45
ind,2012,15.01
ind,2013,14.64
ind,2014,14.23
ind,2015,13.81
ind,2016,13.35
ind,2017,12.91
ind,2018,12.45
ind,2019,11.73
irl,1991,1.94
irl,1992,1.57
irl,1993,1.67
irl,1994,1.54
irl,1995,1.34
irl,1996,1.08
irl,1997,1.27
irl,1998,1.34
irl,1999,1.28
irl,2000,1.29
irl,2001,1.05
irl,2002,0.9
irl,2003,0.99
irl,2004,0.74
irl,2005,0.72
irl,2006,0.58
irl,2007,0.76
irl,2008,0.77
irl,2009,0.91
irl,2010,0.87
irl,2011,0.69
irl,2012,0.88
irl,2013,0.86
irl,2014,0.78
irl,2015,0.78
irl,2016,0.81
irl,2017,0.63
irl,2018,0.56
irl,2019,0.5
irn,1991,6.01
irn,1992,5.89
irn,1993,5.8
irn,1994,5.84
irn,1995,5.76
irn,1996,5.55
irn,1997,6.03
irn,1998,6.51
irn,1999,7.12
irn,2000,7.54
irn,2001,8.27
irn,2002,8.7
irn,2003,8.94
irn,2004,9.33
irn,2005,9.81
irn,2006,10.19
irn,2007,10.39
irn,2008,8.91
irn,2009,9.13
irn,2010,7.88
irn,2011,6.73
irn,2012,6.26
irn,2013,5.62
irn,2014,4.95
irn,2015,5.14
irn,2016,5.32
irn,2017,5.38
irn,2018,5.14
irn,2019,4.67
irq,1991,4.8
irq,1992,4.68
irq,1993,4.51
irq,1994,4.48
irq,1995,4.48
irq,1996,4.36
irq,1997,4.13
irq,1998,3.76
irq,1999,3.45
irq,2000,3.36
irq,2001,3.25
irq,2002,3.36
irq,2003,3.83
irq,2004,3.36
irq,2005,3.26
irq,2006,3.04
irq,2007,2.97
irq,2008,2.74
irq,2009,2.6
irq,2010,2.43
irq,2011,2.27
irq,2012,2.06
irq,2013,1.87
irq,2014,1.78
irq,2015,1.68
irq,2016,1.46
irq,2017,1.38
irq,2018,1.36
irq,2019,1.3
isl,1991,1.08
isl,1992,1.06
isl,1993,1.04
isl,1994,1.01
isl,1995,0.98
isl,1996,0.95
isl,1997,0.92
isl,1998,0.88
isl,1999,0.84
isl,2000,0.8
isl,2001,0.76
isl,2002,0.73
isl,2003,0.7
isl,2004,0.66
isl,2005,0.62
isl,2006,0.59
isl,2007,0.56
isl,2008,0.54
isl,2009,0.54
isl,2010,0.52
isl,2011,0.5
isl,2012,0.49
isl,2013,0.46
isl,2014,0.45
isl,2015,0.43
isl,2016,0.4
isl,2017,0.39
isl,2018,0.38
isl,2019,0.36
isr,1991,0.62
isr,1992,0.63
isr,1993,0.63
isr,1994,0.62
isr,1995,0.61
isr,1996,0.57
isr,1997,0.52
isr,1998,0.5
isr,1999,0.47
isr,2000,0.46
isr,2001,0.47
isr,2002,0.4
isr,2003,0.44
isr,2004,0.36
isr,2005,0.35
isr,2006,0.28
isr,2007,0.21
isr,2008,0.21
isr,2009,0.2
isr,2010,0.2
isr,2011,0.16
isr,2012,0.17
isr,2013,0.16
isr,2014,0.12
isr,2015,0.12
isr,2016,0.11
isr,2017,0.09
isr,2018,0.04
isr,2019,0.04
ita,1991,3.79
ita,1992,3.72
ita,1993,3.66
ita,1994,3.57
ita,1995,3.48
ita,1996,3.39
ita,1997,3.29
ita,1998,3.18
ita,1999,3.06
ita,2000,2.93
ita,2001,2.81
ita,2002,2.66
ita,2003,2.61
ita,2004,2.49
ita,2005,1.85
ita,2006,1.84
ita,2007,1.83
ita,2008,1.71
ita,2009,1.57
ita,2010,1.62
ita,2011,1.58
ita,2012,1.45
ita,2013,1.42
ita,2014,1.39
ita,2015,1.37
ita,2016,1.36
ita,2017,1.28
ita,2018,1.21
ita,2019,1.28
jam,1991,3.13
jam,1992,3.02
jam,1993,2.22
jam,1994,2.41
jam,1995,2.83
jam,1996,2.46
jam,1997,2.1
jam,1998,2.2
jam,1999,2.17
jam,2000,2.01
jam,2001,2.1
jam,2002,1.44
jam,2003,1.33
jam,2004,1.3
jam,2005,1.28
jam,2006,1.21
jam,2007,1.22
jam,2008,1.16
jam,2009,1.1
jam,2010,1.05
jam,2011,1
jam,2012,1
jam,2013,0.98
jam,2014,0.95
jam,2015,0.93
jam,2016,0.92
jam,2017,0.9
jam,2018,0.89
jam,2019,0.89
jor,1991,0.65
jor,1992,0.65
jor,1993,0.67
jor,1994,0.68
jor,1995,0.68
jor,1996,0.7
jor,1997,0.7
jor,1998,0.71
jor,1999,0.71
jor,2000,0.71
jor,2001,0.69
jor,2002,0.68
jor,2003,0.67
jor,2004,0.65
jor,2005,0.56
jor,2006,0.49
jor,2007,0.42
jor,2008,0.35
jor,2009,0.3
jor,2010,0.27
jor,2011,0.24
jor,2012,0.21
jor,2013,0.19
jor,2014,0.16
jor,2015,0.14
jor,2016,0.12
jor,2017,0.11
jor,2018,0.09
jor,2019,0.08
jpn,1991,7.68
jpn,1992,7.09
jpn,1993,6.48
jpn,1994,6.31
jpn,1995,6.15
jpn,1996,5.89
jpn,1997,5.73
jpn,1998,5.63
jpn,1999,5.51
jpn,2000,5.28
jpn,2001,5.07
jpn,2002,4.82
jpn,2003,4.69
jpn,2004,4.58
jpn,2005,4.44
jpn,2006,3.87
jpn,2007,3.68
jpn,2008,3.51
jpn,2009,3.22
jpn,2010,3.04
jpn,2011,2.92
jpn,2012,2.87
jpn,2013,2.76
jpn,2014,2.65
jpn,2015,2.54
jpn,2016,2.38
jpn,2017,2.31
jpn,2018,2.27
jpn,2019,2.14
kaz,1991,1.25
kaz,1992,1.25
kaz,1993,1.26
kaz,1994,1.27
kaz,1995,1.27
kaz,1996,1.25
kaz,1997,1.22
kaz,1998,1.2
kaz,1999,1.17
kaz,2000,1.11
kaz,2001,1.05
kaz,2002,1.01
kaz,2003,0.97
kaz,2004,1.17
kaz,2005,0.98
kaz,2006,1.14
kaz,2007,1
kaz,2008,0.77
kaz,2009,0.82
kaz,2010,0.83
kaz,2011,0.8
kaz,2012,0.46
kaz,2013,0.39
kaz,2014,0.21
kaz,2015,0.12
kaz,2016,0.12
kaz,2017,0.11
kaz,2018,0.11
kaz,2019,0.1
ken,1991,41.6
ken,1992,41.56
ken,1993,41.77
ken,1994,41.42
ken,1995,42.16
ken,1996,41.38
ken,1997,41.4
ken,1998,41.12
ken,1999,40.96
ken,2000,39.51
ken,2001,38.58
ken,2002,37.02
ken,2003,35.43
ken,2004,33.01
ken,2005,30.54
ken,2006,28.56
ken,2007,25.77
ken,2008,23.75
ken,2009,21.08
ken,2010,18.55
ken,2011,16.05
ken,2012,14.01
ken,2013,12.19
ken,2014,10.57
ken,2015,8.98
ken,2016,7.58
ken,2017,7.09
ken,2018,6.51
ken,2019,5.88
kgz,1991,11.76
kgz,1992,11.89
kgz,1993,11.96
kgz,1994,12.01
kgz,1995,11.93
kgz,1996,11.74
kgz,1997,11.58
kgz,1998,11.43
kgz,1999,11.25
kgz,2000,11.18
kgz,2001,10.87
kgz,2002,10.57
kgz,2003,13.06
kgz,2004,14.81
kgz,2005,14.73
kgz,2006,13.19
kgz,2007,11.9
kgz,2008,10.75
kgz,2009,9.66
kgz,2010,9.08
kgz,2011,9.26
kgz,2012,9.56
kgz,2013,12.91
kgz,2014,12.53
kgz,2015,9.94
kgz,2016,8.86
kgz,2017,6.9
kgz,2018,6.34
kgz,2019,5.93
khm,1991,45.88
khm,1992,45.76
khm,1993,45.77
khm,1994,46.8
khm,1995,45.9
khm,1996,45.24
khm,1997,44.01
khm,1998,42.68
khm,1999,40.85
khm,2000,39.22
khm,2001,37.7
khm,2002,36.22
khm,2003,34.49
khm,2004,32.59
khm,2005,30.46
khm,2006,28.53
khm,2007,26.6
khm,2008,24.88
khm,2009,23.13
khm,2010,18.99
khm,2011,14.65
khm,2012,8.43
khm,2013,4.56
khm,2014,5.54
khm,2015,3.63
khm,2016,5.04
khm,2017,4.24
khm,2018,3.7
khm,2019,3.52
kor,1991,10.58
kor,1992,10.14
kor,1993,10.56
kor,1994,10.05
kor,1995,9.53
kor,1996,9.32
kor,1997,8.99
kor,1998,10.16
kor,1999,9.49
kor,2000,9.17
kor,2001,8.72
kor,2002,8.16
kor,2003,7.68
kor,2004,6.99
kor,2005,6.59
kor,2006,6.34
kor,2007,6.02
kor,2008,5.94
kor,2009,5.71
kor,2010,5.32
kor,2011,5.19
kor,2012,5.07
kor,2013,4.87
kor,2014,4.71
kor,2015,4.39
kor,2016,4.25
kor,2017,4.14
kor,2018,4.09
kor,2019,3.96
kwt,1991,0.04
kwt,1992,0.04
kwt,1993,0.04
kwt,1994,0.03
kwt,1995,0.03
kwt,1996,0.03
kwt,1997,0.03
kwt,1998,0.03
kwt,1999,0.03
kwt,2000,0.03
kwt,2001,0.03
kwt,2002,0.03
kwt,2003,0.03
kwt,2004,0.03
kwt,2005,0.03
kwt,2006,0.04
kwt,2007,0.06
kwt,2008,0.1
kwt,2009,0.16
kwt,2010,0.27
kwt,2011,0.44
kwt,2012,0.09
kwt,2013,0.02
kwt,2014,0
kwt,2015,0
kwt,2016,0.01
kwt,2017,0.02
kwt,2018,0.01
kwt,2019,0.02
lao,1991,34.23
lao,1992,34.13
lao,1993,34.01
lao,1994,33.76
lao,1995,33.47
lao,1996,33.88
lao,1997,34.23
lao,1998,34.76
lao,1999,34.99
lao,2000,35.26
lao,2001,35.46
lao,2002,35.62
lao,2003,35.72
lao,2004,35.74
lao,2005,35.72
lao,2006,35.64
lao,2007,35.48
lao,2008,35.26
lao,2009,35.01
lao,2010,34.82
lao,2011,33.88
lao,2012,32.86
lao,2013,31.71
lao,2014,30.54
lao,2015,29.36
lao,2016,28.23
lao,2017,27.09
lao,2018,25.92
lao,2019,24.78
lbn,1991,4.12
lbn,1992,4.06
lbn,1993,4.02
lbn,1994,3.99
lbn,1995,3.96
lbn,1996,3.79
lbn,1997,3.73
lbn,1998,3.59
lbn,1999,3.54
lbn,2000,3.49
lbn,2001,3.39
lbn,2002,3.34
lbn,2003,3.35
lbn,2004,3.27
lbn,2005,3.67
lbn,2006,4.14
lbn,2007,4.44
lbn,2008,3.82
lbn,2009,3.17
lbn,2010,2.64
lbn,2011,2.35
lbn,2012,2.11
lbn,2013,1.89
lbn,2014,1.7
lbn,2015,1.54
lbn,2016,1.35
lbn,2017,1.17
lbn,2018,1.01
lbn,2019,0.91
lbr,1991,24.26
lbr,1992,24.77
lbr,1993,25.11
lbr,1994,25.52
lbr,1995,28.05
lbr,1996,28.64
lbr,1997,28.37
lbr,1998,28
lbr,1999,28.2
lbr,2000,26.76
lbr,2001,22.79
lbr,2002,22.03
lbr,2003,22.44
lbr,2004,20.63
lbr,2005,19.72
lbr,2006,18.46
lbr,2007,18.06
lbr,2008,17.39
lbr,2009,16.75
lbr,2010,16.17
lbr,2011,14.38
lbr,2012,12.8
lbr,2013,11.44
lbr,2014,10.07
lbr,2015,9.46
lbr,2016,8.57
lbr,2017,7.89
lbr,2018,7.31
lbr,2019,7.21
lby,1991,2.52
lby,1992,2.52
lby,1993,2.53
lby,1994,2.5
