geo,time,sh_xpd_ghed_ge_zs
gha,2000,6.01489
gha,2001,7.19382
gha,2002,6.10158
gha,2003,6.3322
gha,2004,4.90573
gha,2005,10.60201
gha,2006,9.55575
gha,2007,9.13428
gha,2008,9.89629
gha,2009,12.357
gha,2010,11.91591
gha,2011,12.0742
gha,2012,8.97275
gha,2013,8.6167
gha,2014,6.71954
gha,2015,8.55786
gha,2016,6.53768
gha,2017,6.03948
gha,2018,6.41696
gha,2019,6.52632
gin,2000,2.38009
gin,2001,2.47332
gin,2002,4.39566
gin,2003,2.85788
gin,2004,1.85609
gin,2005,2.37354
gin,2006,1.87932
gin,2007,2.77464
gin,2008,2.67317
gin,2009,1.60156
gin,2010,1.76971
gin,2011,3.18155
gin,2012,2.56631
gin,2013,2.62132
gin,2014,3.02619
gin,2015,1.97823
gin,2016,4.11338
gin,2017,3.46282
gin,2018,3.85051
gin,2019,6.14853
gmb,2000,6.13216
gmb,2001,6.13216
gmb,2002,6.13216
gmb,2003,6.13216
gmb,2004,6.13216
gmb,2005,6.13216
gmb,2006,6.13216
gmb,2007,6.13216
gmb,2008,6.13216
gmb,2009,6.13216
gmb,2010,6.13216
gmb,2011,6.13216
gmb,2012,6.13216
gmb,2013,6.13216
gmb,2014,5.75402
gmb,2015,5.09904
gmb,2016,6.59898
gmb,2017,4.37554
gmb,2018,5.0666
gmb,2019,4.41711
gnb,2000,13.39057
gnb,2001,15.13985
gnb,2002,12.33967
gnb,2003,13.18841
gnb,2004,14.02776
gnb,2005,13.33391
gnb,2006,12.55969
gnb,2007,10.67789
gnb,2008,10.17725
gnb,2009,12.9433
gnb,2010,5.59589
gnb,2011,2.52351
gnb,2012,3.88817
gnb,2013,4.44278
gnb,2014,2.59811
gnb,2015,2.50102
gnb,2016,2.36231
gnb,2017,2.75228
gnb,2018,2.75228
gnb,2019,2.75228
gnq,2000,1.40894
gnq,2001,1.40894
gnq,2002,1.40894
gnq,2003,1.44882
gnq,2004,1.49023
gnq,2005,1.46382
gnq,2006,1.44399
gnq,2007,1.47166
gnq,2008,1.49703
gnq,2009,1.47566
gnq,2010,1.45523
gnq,2011,1.47297
gnq,2012,1.48931
gnq,2013,1.45939
gnq,2014,1.49042
gnq,2015,1.33363
gnq,2016,2.49652
gnq,2017,2.94385
gnq,2018,3.22603
gnq,2019,3.84797
grc,2000,9.61494
grc,2001,10.97902
grc,2002,10.86962
grc,2003,10.85598
grc,2004,9.96563
grc,2005,11.43559
grc,2006,11.27762
grc,2007,11.30031
grc,2008,11.34337
grc,2009,11.88302
grc,2010,12.48648
grc,2011,10.95836
grc,2012,10.02417
grc,2013,8.13985
grc,2014,8.89509
grc,2015,8.51172
grc,2016,8.72299
grc,2017,8.72743
grc,2018,8.48062
grc,2019,7.88287
grd,2000,7.13661
grd,2001,7.17329
grd,2002,7.46468
grd,2003,7.32375
grd,2004,10.31521
grd,2005,8.98504
grd,2006,6.23823
grd,2007,7.14205
grd,2008,6.9261
grd,2009,7.7498
grd,2010,7.28242
grd,2011,8.39449
grd,2012,8.95105
grd,2013,8.09837
grd,2014,7.17441
grd,2015,7.53813
grd,2016,7.37687
grd,2017,8.35156
grd,2018,8.33407
grd,2019,9.4322
gtm,2000,14.08276
gtm,2001,14.4004
gtm,2002,14.7913
gtm,2003,14.20887
gtm,2004,15.73237
gtm,2005,14.20313
gtm,2006,14.5871
gtm,2007,14.23033
gtm,2008,15.49127
gtm,2009,16.02617
gtm,2010,14.24817
gtm,2011,13.75957
gtm,2012,14.31886
gtm,2013,15.82707
gtm,2014,16.4603
gtm,2015,18.1075
gtm,2016,18.20531
gtm,2017,17.21218
gtm,2018,16.67445
gtm,2019,17.6514
guy,2000,7.8165
guy,2001,6.79539
guy,2002,7.50901
guy,2003,7.35758
guy,2004,7.35293
guy,2005,6.2753
guy,2006,5.69658
guy,2007,6.60878
guy,2008,7.0215
guy,2009,7.34317
guy,2010,7.52438
guy,2011,8.5461
guy,2012,8.16763
guy,2013,8.7508
guy,2014,9.3461
guy,2015,10.77008
guy,2016,10.00289
guy,2017,10.55469
guy,2018,10.61481
guy,2019,10.33625
hnd,2000,13.67899
hnd,2001,9.93868
hnd,2002,9.47499
hnd,2003,9.88269
hnd,2004,9.59641
hnd,2005,12.36688
hnd,2006,13.42183
hnd,2007,13.63652
hnd,2008,12.56671
hnd,2009,13.99324
hnd,2010,13.96672
hnd,2011,15.02672
hnd,2012,12.83598
hnd,2013,11.81287
hnd,2014,11.5532
hnd,2015,11.3288
hnd,2016,11.22851
hnd,2017,10.56405
hnd,2018,10.80652
hnd,2019,11.0917
hrv,2000,13.79889
hrv,2001,11.92594
hrv,2002,9.66148
hrv,2003,10.32886
hrv,2004,10.70842
hrv,2005,12.51797
hrv,2006,12.68355
hrv,2007,14.01425
hrv,2008,14.02024
hrv,2009,13.73979
hrv,2010,13.81009
hrv,2011,12.88628
hrv,2012,13.17172
hrv,2013,11.35399
hrv,2014,11.44139
hrv,2015,11.54898
hrv,2016,11.90946
hrv,2017,12.36115
hrv,2018,12.24676
hrv,2019,12.06827
hti,2000,13.94368
hti,2001,11.9092
hti,2002,7.36204
hti,2003,6.60617
hti,2004,7.94925
hti,2005,6.66875
hti,2006,2.99428
hti,2007,7.11358
hti,2008,7.42597
hti,2009,6.77165
hti,2010,6.43094
hti,2011,2.9843
hti,2012,2.78391
hti,2013,2.9985
hti,2014,3.20149
hti,2015,4.40004
hti,2016,4.97462
hti,2017,5.38252
hti,2018,4.85502
hti,2019,5.39926
hun,2000,9.85581
hun,2001,9.66479
hun,2002,9.66883
hun,2003,11.56949
hun,2004,11.08648
hun,2005,11.3583
hun,2006,10.65501
hun,2007,9.79407
hun,2008,9.85157
hun,2009,9.71099
hun,2010,10.16668
hun,2011,10.09751
hun,2012,9.78316
hun,2013,9.56794
hun,2014,9.39469
hun,2015,9.222
hun,2016,10.11064
hun,2017,9.93025
hun,2018,9.92317
hun,2019,9.4434
idn,2000,3.59236
idn,2001,3.9583
idn,2002,3.98284
idn,2003,4.49962
idn,2004,4.2015
idn,2005,4.19895
idn,2006,4.49225
idn,2007,5.43904
idn,2008,4.62985
idn,2009,5.41303
idn,2010,3.91495
idn,2011,3.96188
idn,2012,4.07335
idn,2013,4.28101
idn,2014,5.33428
idn,2015,6.6254
idn,2016,8.17642
idn,2017,8.15007
idn,2018,8.39313
idn,2019,8.67723
ind,2000,3.29074
ind,2001,3.1751
ind,2002,2.86857
ind,2003,2.74544
ind,2004,2.81008
ind,2005,3.03289
ind,2006,2.95241
ind,2007,2.95841
ind,2008,2.97089
ind,2009,3.19392
ind,2010,3.11163
ind,2011,3.3813
ind,2012,3.43849
ind,2013,3.23883
ind,2014,3.25071
ind,2015,3.37624
ind,2016,3.39333
ind,2017,3.40305
ind,2018,3.1277
ind,2019,3.39089
irl,2000,14.81059
irl,2001,15.43461
irl,2002,15.86837
irl,2003,16.71681
irl,2004,17.17823
irl,2005,18.07163
irl,2006,17.2587
irl,2007,17.19941
irl,2008,17.25262
irl,2009,17.17832
irl,2010,12.29299
irl,2011,16.3651
irl,2012,17.98215
irl,2013,17.82418
irl,2014,17.85513
irl,2015,17.97016
irl,2016,19.11401
irl,2017,19.61961
irl,2018,19.84542
irl,2019,20.31961
irn,2000,10.9524
irn,2001,11.87063
irn,2002,9.56565
irn,2003,10.2123
irn,2004,10.16241
irn,2005,9.00718
irn,2006,9.61407
irn,2007,11.53579
irn,2008,9.47557
irn,2009,12.37777
irn,2010,12.52405
irn,2011,12.03966
irn,2012,15.95858
irn,2013,16.04641
irn,2014,22.59989
irn,2015,22.59989
irn,2016,23.23732
irn,2017,23.23717
irn,2018,22.54266
irn,2019,21.39813
irq,2003,1.34353
irq,2004,2.98065
irq,2005,3.19642
irq,2006,3.19676
irq,2007,4.41794
irq,2008,4.15909
irq,2009,4.96088
irq,2010,4.81416
irq,2011,4.8165
irq,2012,2.35235
irq,2013,2.37591
irq,2014,2.3696
irq,2015,1.68126
irq,2016,1.68121
irq,2017,5.0037
irq,2018,6.1852
irq,2019,5.9946
isl,2000,16.05014
isl,2001,14.91932
isl,2002,16.95677
isl,2003,16.54576
isl,2004,16.17472
isl,2005,16.10536
isl,2006,15.56948
isl,2007,15.2983
isl,2008,10.81176
isl,2009,13.3485
isl,2010,13.65487
isl,2011,12.95604
isl,2012,13.66425
isl,2013,14.23487
isl,2014,14.41926
isl,2015,14.96709
isl,2016,14.1857
isl,2017,15.30706
isl,2018,15.80361
isl,2019,16.34682
isr,2000,9.42567
isr,2001,9.36429
isr,2002,8.72843
isr,2003,9.27264
isr,2004,9.58669
isr,2005,9.5984
isr,2006,9.85831
isr,2007,9.91463
isr,2008,9.97859
isr,2009,10.10498
isr,2010,10.73316
isr,2011,10.77111
isr,2012,10.81707
isr,2013,10.90432
isr,2014,11.38409
isr,2015,11.68872
isr,2016,11.73296
isr,2017,11.77398
isr,2018,12.03448
isr,2019,12.10481
ita,2000,11.8109
ita,2001,12.19702
ita,2002,12.62735
ita,2003,12.50861
ita,2004,13.28017
ita,2005,13.67861
ita,2006,13.72484
ita,2007,13.47592
ita,2008,13.85614
ita,2009,13.71445
ita,2010,14.01011
ita,2011,13.7412
ita,2012,13.17386
ita,2013,13.04798
ita,2014,13.15221
ita,2015,13.10223
ita,2016,13.22728
ita,2017,13.12188
ita,2018,13.2396
ita,2019,13.1819
jam,2000,11.84149
jam,2001,8.20096
jam,2002,8.66761
jam,2003,6.1376
jam,2004,7.64527
jam,2005,7.4342
jam,2006,6.25745
jam,2007,8.2275
jam,2008,8.35764
jam,2009,7.45104
jam,2010,9.03293
jam,2011,9.52877
jam,2012,9.15779
jam,2013,10.76929
jam,2014,11.25196
jam,2015,12.82022
jam,2016,12.68387
jam,2017,13.95479
jam,2018,13.0394
jam,2019,13.32045
jor,2000,12.68912
jor,2001,13.6148
jor,2002,13.3821
jor,2003,11.37037
jor,2004,9.40059
jor,2005,11.78674
jor,2006,11.36012
jor,2007,12.51918
jor,2008,15.12544
jor,2009,17.9159
jor,2010,17.02059
jor,2011,15.41756
jor,2012,13.67098
jor,2013,13.12652
jor,2014,13.06403
jor,2015,12.21974
jor,2016,12.21974
jor,2017,12.40077
jor,2018,12.40517
jor,2019,12.80226
jpn,2000,15.30841
jpn,2001,16.0829
jpn,2002,16.12407
jpn,2003,16.40011
jpn,2004,17.2234
jpn,2005,17.78338
jpn,2006,17.90118
jpn,2007,18.27383
jpn,2008,18.13296
jpn,2009,18.08228
jpn,2010,18.93996
jpn,2011,21.7334
jpn,2012,22.25695
jpn,2013,22.27056
jpn,2014,22.61698
jpn,2015,23.20665
jpn,2016,23.21046
jpn,2017,24.31744
jpn,2018,24.34107
jpn,2019,24.20769
kaz,2000,9.24614
kaz,2001,8.40947
kaz,2002,9.4206
kaz,2003,9.55557
kaz,2004,10.91135
kaz,2005,11.50815
kaz,2006,11.68664
kaz,2007,7.55758
kaz,2008,8.37238
kaz,2009,11.3168
kaz,2010,8.20523
kaz,2011,8.67686
kaz,2012,9.44637
kaz,2013,9.32419
kaz,2014,10.03429
kaz,2015,8.39476
kaz,2016,9.48439
kaz,2017,7.85734
kaz,2018,9.09604
kaz,2019,8.25125
ken,2000,7.10532
ken,2001,7.10532
ken,2002,7.10532
ken,2003,7.05261
ken,2004,7.02064
ken,2005,6.91328
ken,2006,6.82458
ken,2007,7.044
ken,2008,7.17626
ken,2009,7.26462
ken,2010,7.31673
ken,2011,7.60989
ken,2012,7.52513
ken,2013,7.32044
ken,2014,7.52171
ken,2015,7.75011
ken,2016,7.95949
ken,2017,6.82219
ken,2018,7.25077
ken,2019,8.30742
kgz,2000,7.06401
kgz,2001,7.1315
kgz,2002,7.56329
kgz,2003,8.07253
kgz,2004,8.2126
kgz,2005,13.06987
kgz,2006,14.45896
kgz,2007,10.42505
kgz,2008,10.38535
kgz,2009,10.69623
kgz,2010,9.20364
kgz,2011,9.88331
kgz,2012,10.40071
kgz,2013,10.34641
kgz,2014,7.13891
kgz,2015,7.12019
kgz,2016,6.41581
kgz,2017,6.34161
kgz,2018,7.33438
kgz,2019,7.09394
khm,2000,8.59173
khm,2001,7.83032
khm,2002,8.29782
khm,2003,9.43044
khm,2004,9.90102
khm,2005,9.89737
khm,2006,7.4111
khm,2007,6.74828
khm,2008,6.65904
khm,2009,5.96768
khm,2010,6.51964
khm,2011,6.21461
khm,2012,6.48859
khm,2013,6.64392
khm,2014,5.7084
khm,2015,6.63315
khm,2016,6.31596
khm,2017,6.78741
khm,2018,7.16891
khm,2019,7.03825
kir,2000,11.40624
kir,2001,11.40622
kir,2002,11.40624
kir,2003,11.40624
kir,2004,11.40626
kir,2005,11.40622
kir,2006,11.40626
kir,2007,11.375
kir,2008,12.69065
kir,2009,10.90299
kir,2010,10.44526
kir,2011,9.29221
kir,2012,8.31361
kir,2013,9.10366
kir,2014,7.28
kir,2015,6.68965
kir,2016,6.47017
kir,2017,7.36292
kir,2018,6.46117
kir,2019,7.4274
kna,2000,5.80614
kna,2001,6.16706
kna,2002,5.44581
kna,2003,6.79344
kna,2004,6.41686
kna,2005,6.40822
kna,2006,6.85759
kna,2007,6.4829
kna,2008,5.94624
kna,2009,6.2893
kna,2010,5.8709
kna,2011,6.31165
kna,2012,7.06141
kna,2013,6.45395
kna,2014,6.69782
kna,2015,6.56787
kna,2016,8.1198
kna,2017,8.12306
kna,2018,6.28642
kna,2019,6.64497
kor,2000,8.32332
kor,2001,9.83668
kor,2002,9.47305
kor,2003,7.96493
kor,2004,8.84578
kor,2005,9.44329
kor,2006,10.21691
kor,2007,10.75295
kor,2008,10.36716
kor,2009,10.60057
kor,2010,11.86439
kor,2011,11.58099
kor,2012,11.48107
kor,2013,11.99333
kor,2014,12.20016
kor,2015,12.5524
kor,2016,13.12797
kor,2017,13.59692
kor,2018,14.15828
kor,2019,14.30782
kwt,2000,4.37258
kwt,2001,5.85612
kwt,2002,5.73207
kwt,2003,5.73433
kwt,2004,5.25588
kwt,2005,5.45592
kwt,2006,4.36725
kwt,2007,4.89541
kwt,2008,3.7194
kwt,2009,5.23348
kwt,2010,5.04135
kwt,2011,5.04589
kwt,2012,5.01687
kwt,2013,5.47646
kwt,2014,5.57021
kwt,2015,6.57441
kwt,2016,7.50834
kwt,2017,7.7618
kwt,2018,9.10712
kwt,2019,8.93265
lao,2000,6.19914
lao,2001,7.05503
lao,2002,6.12984
lao,2003,6.83481
lao,2004,5.85301
lao,2005,5.91355
lao,2006,4.36347
lao,2007,3.77503
lao,2008,3.19746
lao,2009,5.70377
lao,2010,2.69455
lao,2011,1.81749
lao,2012,1.76666
lao,2013,2.94007
lao,2014,2.73635
lao,2015,3.3508
lao,2016,3.62799
lao,2017,4.12218
lao,2018,4.15753
lao,2019,4.70541
lbn,2000,7.53722
lbn,2001,8.86974
lbn,2002,8.29187
lbn,2003,8.07041
lbn,2004,8.91796
lbn,2005,9.22798
lbn,2006,9.82934
lbn,2007,9.98218
lbn,2008,8.95982
lbn,2009,8.34203
lbn,2010,10.28586
lbn,2011,12.40328
lbn,2012,10.07938
lbn,2013,10.78391
lbn,2014,12.38698
lbn,2015,12.45771
lbn,2016,12.98379
lbn,2017,11.86106
lbn,2018,13.43265
lbn,2019,13.43353
lbr,2000,4.96491
lbr,2001,6.37945
lbr,2002,3.69107
lbr,2003,5.4175
lbr,2004,5.68962
lbr,2005,4.48662
lbr,2006,6.33025
lbr,2007,4.76646
lbr,2008,6.33931
lbr,2009,4.06426
lbr,2010,3.1661
lbr,2011,5.0466
lbr,2012,2.83633
lbr,2013,1.03217
lbr,2014,2.51452
lbr,2015,3.25213
lbr,2016,3.90037
lbr,2017,4.24677
lbr,2018,5.28522
lbr,2019,4.05175
lby,2000,6.03982
lby,2001,5.78299
lby,2002,7.75643
lby,2003,6.3086
lby,2004,5.4212
lby,2005,5.78062
lby,2006,5.27549
lby,2007,4.81298
lby,2008,3.70079
lby,2009,4.08904
lby,2010,4.33413
lby,2011,6.41958
lca,2000,8.08553
lca,2001,8.09102
lca,2002,7.76685
lca,2003,7.16253
lca,2004,6.86469
lca,2005,6.16301
lca,2006,6.31068
lca,2007,6.90207
lca,2008,7.21547
lca,2009,7.39783
lca,2010,6.98113
lca,2011,6.73029
lca,2012,7.28394
lca,2013,8.15996
lca,2014,8.11746
lca,2015,8.40323
lca,2016,8.51581
lca,2017,8.74641
lca,2018,8.52164
lca,2019,8.23472
lka,2000,10.13795
lka,2001,9.51723
lka,2002,10.37384
lka,2003,10.38293
lka,2004,11.04907
lka,2005,10.13589
lka,2006,9.56102
lka,2007,9.3269
lka,2008,8.72878
lka,2009,7.8387
lka,2010,7.8348
lka,2011,7.96513
lka,2012,8.06338
lka,2013,10.10016
lka,2014,9.03347
lka,2015,8.40128
lka,2016,8.56484
lka,2017,7.63721
lka,2018,9.48533
lka,2019,9.24872
lso,2000,7.69231
lso,2001,9.02613
lso,2002,7.87051
lso,2003,8.04518
lso,2004,8.22627
lso,2005,5.84768
lso,2006,7.29103
lso,2007,9.83253
lso,2008,8.29806
lso,2009,7.52672
lso,2010,8.63879
lso,2011,8.96161
lso,2012,8.34821
lso,2013,7.86049
lso,2014,9.84515
lso,2015,10.28698
lso,2016,9.4388
lso,2017,10.75208
lso,2018,9.35873
lso,2019,8.75897
ltu,2000,10.57113
ltu,2001,11.36793
ltu,2002,12.71296
ltu,2003,13.67605
ltu,2004,10.13163
ltu,2005,10.05033
ltu,2006,10.62263
ltu,2007,10.75255
ltu,2008,11.67388
ltu,2009,11.77774
ltu,2010,11.43047
ltu,2011,10.73339
ltu,2012,11.57038
ltu,2013,11.32062
ltu,2014,11.88283
ltu,2015,12.22395
ltu,2016,12.76769
ltu,2017,12.72582
ltu,2018,12.74357
ltu,2019,13.17
lux,2000,12.99019
lux,2001,14.05792
lux,2002,13.58943
lux,2003,13.4678
lux,2004,14.08576
lux,2005,13.79714
lux,2006,14.11386
lux,2007,14.05976
lux,2008,14.40014
lux,2009,14.11565
lux,2010,13.64445
lux,2011,12.09311
lux,2012,10.58882
lux,2013,10.64664
lux,2014,10.85205
lux,2015,10.63731
lux,2016,10.69251
lux,2017,10.54859
lux,2018,10.60109
lux,2019,10.89887
lva,2000,7.42889
lva,2001,8.11077
lva,2002,8.16237
lva,2003,8.08214
lva,2004,9.94007
lva,2005,9.33693
lva,2006,9.62258
lva,2007,9.71496
lva,2008,8.80107
lva,2009,8.0697
lva,2010,8.00768
lva,2011,8.60137
lva,2012,8.42067
lva,2013,8.42539
lva,2014,8.37602
lva,2015,8.58464
lva,2016,9.16744
lva,2017,8.81489
lva,2018,9.39246
lva,2019,10.37232
mar,2000,3.98126
mar,2001,4.23062
mar,2002,4.37923
mar,2003,4.78732
mar,2004,4.8575
mar,2005,3.98538
mar,2006,6.48042
mar,2007,7.70352
mar,2008,6.96128
mar,2009,8.28154
mar,2010,7.5316
mar,2011,6.96032
mar,2012,6.93883
mar,2013,7.64632
mar,2014,6.55426
mar,2015,6.85437
mar,2016,7.29336
mar,2017,7.48915
mar,2018,7.17442
mar,2019,7.11937
mco,2000,6.89635
mco,2001,6.6974
mco,2002,7.07496
mco,2003,8.62695
mco,2004,8.09647
mco,2005,7.90484
mco,2006,7.55752
mco,2007,7.29066
mco,2008,7.67809
mco,2009,9.02082
mco,2010,9.16928
mco,2011,8.98184
mco,2012,9.05982
mco,2013,9.22585
mco,2014,8.28536
mco,2015,8.09375
mco,2016,6.69802
mco,2017,6.74991
mco,2018,6.64793
mco,2019,5.65383
mda,2000,8.52794
mda,2001,9.71185
mda,2002,11.53735
mda,2003,9.59354
mda,2004,15.25032
mda,2005,13.57666
mda,2006,12.89051
mda,2007,13.18111
mda,2008,12.72159
mda,2009,12.87592
mda,2010,13.62692
mda,2011,13.03699
mda,2012,13.17397
mda,2013,12.49917
mda,2014,12.75728
mda,2015,12.21474
mda,2016,12.20803
mda,2017,11.64592
mda,2018,12.0257
mda,2019,12.12332
mdg,2000,11.51959
mdg,2001,12.27483
mdg,2002,14.3824
mdg,2003,12.90714
mdg,2004,10.09868
mdg,2005,10.56579
mdg,2006,10.18491
mdg,2007,11.7065
mdg,2008,8.87357
mdg,2009,9.88201
mdg,2010,15.20973
mdg,2011,13.93677
mdg,2012,12.93701
mdg,2013,10.26805
mdg,2014,13.92415
mdg,2015,15.27427
mdg,2016,17.51088
mdg,2017,15.03208
mdg,2018,10.47736
mdg,2019,7.95232
mdv,2000,8.84137
mdv,2001,9.08149
mdv,2002,8.63302
mdv,2003,8.20942
mdv,2004,9.65673
mdv,2005,7.69861
mdv,2006,8.50506
mdv,2007,11.29439
mdv,2008,18.06003
mdv,2009,15.76473
mdv,2010,13.60365
mdv,2011,12.28131
mdv,2012,14.36432
mdv,2013,15.743
mdv,2014,14.62486
mdv,2015,18.49827
mdv,2016,20.45786
mdv,2017,21.50794
mdv,2018,17.82521
mdv,2019,19.14988
mex,2000,9.89959
mex,2001,10.25745
mex,2002,10.4317
mex,2003,10.69285
mex,2004,12.07247
mex,2005,11.14233
mex,2006,10.73126
mex,2007,10.71415
mex,2008,9.43476
mex,2009,10.29212
mex,2010,10.41033
mex,2011,10.51421
mex,2012,10.65863
mex,2013,11.24127
mex,2014,10.34577
mex,2015,10.86458
mex,2016,10.41155
mex,2017,10.72954
mex,2018,10.41116
mex,2019,10.31757
mhl,2000,17.08905
mhl,2001,13.46495
mhl,2002,11.44648
mhl,2003,11.40578
mhl,2004,12.13918
mhl,2005,6.55076
mhl,2006,6.81856
mhl,2007,10.59443
mhl,2008,8.97922
mhl,2009,8.69495
mhl,2010,7.67357
mhl,2011,10.53082
mhl,2012,11.39545
mhl,2013,11.92396
mhl,2014,11.63657
mhl,2015,11.5724
mhl,2016,12.14958
mhl,2017,9.67058
mhl,2018,12.26474
mhl,2019,10.50816
mkd,2000,14.71432
mkd,2001,12.1993
mkd,2002,12.38786
mkd,2003,13.76113
mkd,2004,13.83371
mkd,2005,13.46778
mkd,2006,13.40145
mkd,2007,12.84653
mkd,2008,12.53623
mkd,2009,12.19207
mkd,2010,12.50853
mkd,2011,12.73551
mkd,2012,12.4334
mkd,2013,13.92705
mkd,2014,12.67159
mkd,2015,12.784
mkd,2016,13.05398
mkd,2017,11.82732
mkd,2018,12.41411
mkd,2019,13.55631
mli,2000,6.67116
mli,2001,5.74883
mli,2002,5.56783
mli,2003,6.78685
mli,2004,7.30066
mli,2005,6.45838
mli,2006,5.54596
mli,2007,4.63778
mli,2008,3.79391
mli,2009,2.92631
mli,2010,3.30179
mli,2011,2.94118
mli,2012,2.66272
mli,2013,4.12891
mli,2014,4.45473
mli,2015,4.39032
mli,2016,5.43062
mli,2017,5.13725
mli,2018,5.66878
mli,2019,5.66878
mlt,2000,11.78309
mlt,2001,11.58345
mlt,2002,13.11423
mlt,2003,12.27622
mlt,2004,13.36585
mlt,2005,14.13024
mlt,2006,14.30389
mlt,2007,13.3384
mlt,2008,12.08829
mlt,2009,12.50534
mlt,2010,12.90798
mlt,2011,13.3456
mlt,2012,13.19691
mlt,2013,14.18219
mlt,2014,14.00572
mlt,2015,14.1378
mlt,2016,15.67605
mlt,2017,16.09846
mlt,2018,15.37823
mlt,2019,14.07208
mmr,2000,1.3578
mmr,2001,1.40706
mmr,2002,2.59696
mmr,2003,1.87835
mmr,2004,1.92118
mmr,2005,1.28611
mmr,2006,1.91135
mmr,2007,1.43303
mmr,2008,1.31609
mmr,2009,1.43538
mmr,2010,1.3522
mmr,2011,1.64683
mmr,2012,2.31627
mmr,2013,2.70771
mmr,2014,4.46882
mmr,2015,4.97642
mmr,2016,3.05185
mmr,2017,3.6196
mmr,2018,3.45481
mmr,2019,3.63955
mne,2011,10.73072
mne,2012,11.60592
mne,2013,10.68527
mne,2014,10.98365
mne,2015,11.63481
mne,2016,10.92124
mne,2017,9.72642
mne,2018,10.53136
mne,2019,11.32175
mng,2000,12.25229
mng,2001,9.94835
mng,2002,10.04986
mng,2003,8.27775
mng,2004,8.3474
mng,2005,9.04945
mng,2006,9.51164
mng,2007,8.16388
mng,2008,8.55252
mng,2009,8.74871
mng,2010,7.74285
mng,2011,5.62043
mng,2012,6.49488
mng,2013,7.03435
mng,2014,7.38135
mng,2015,7.74911
mng,2016,6.61871
mng,2017,7.64149
mng,2018,7.76842
mng,2019,6.79894
moz,2000,6.31665
moz,2001,6.31665
moz,2002,6.31665
moz,2003,6.31665
moz,2004,6.31665
moz,2005,8.397
moz,2006,5.67257
moz,2007,5.6029
moz,2008,5.66887
moz,2009,4.96521
moz,2010,4.67241
moz,2011,4.34422
moz,2012,4.38005
moz,2013,4.71255
moz,2014,4.27636
moz,2015,5.55444
moz,2016,5.55444
moz,2017,5.55444
moz,2018,5.55444
moz,2019,5.55444
mrt,2000,2.51425
mrt,2001,2.42193
mrt,2002,3.5824
mrt,2003,2.60668
mrt,2004,2.96116
mrt,2005,3.84421
mrt,2006,3.55968
mrt,2007,3.88567
mrt,2008,4.48035
mrt,2009,4.47624
mrt,2010,4.22305
mrt,2011,4.40093
mrt,2012,4.16699
mrt,2013,5.385
mrt,2014,5.2407
mrt,2015,5.53021
mrt,2016,5.75633
mrt,2017,6.0656
mrt,2018,6.97639
mrt,2019,6.97639
mus,2000,6.87927
mus,2001,7.01589
mus,2002,7.24555
mus,2003,7.11917
mus,2004,7.99442
mus,2005,7.36271
mus,2006,7.30248
mus,2007,6.84287
mus,2008,6.12254
mus,2009,6.28174
mus,2010,8.29588
mus,2011,7.3622
mus,2012,8.31904
mus,2013,8.00718
mus,2014,10.52839
mus,2015,9.45842
mus,2016,10.20227
mus,2017,10.20227
mus,2018,10.20227
mus,2019,10.20227
mwi,2000,7.0426
mwi,2001,7.0426
mwi,2002,7.0426
mwi,2003,7.63351
mwi,2004,4.99515
mwi,2005,6.03783
mwi,2006,5.29272
mwi,2007,3.5446
mwi,2008,6.62497
mwi,2009,5.23244
mwi,2010,5.77464
mwi,2011,6.78
mwi,2012,5.09624
mwi,2013,7.15567
mwi,2014,8.5809
mwi,2015,9.72892
mwi,2016,9.67792
mwi,2017,8.18962
mwi,2018,8.66776
mwi,2019,8.66776
mys,2000,4.57727
mys,2001,4.78832
mys,2002,5.03528
mys,2003,5.41108
mys,2004,5.62838
mys,2005,5.5539
mys,2006,6.54907
mys,2007,6.27601
mys,2008,5.93352
mys,2009,5.86504
mys,2010,6.31136
mys,2011,6.51519
mys,2012,6.54218
mys,2013,6.81632
mys,2014,7.82403
mys,2015,8.23051
mys,2016,8.32183
mys,2017,8.7637
mys,2018,8.4362
mys,2019,8.4813
nam,2000,15.98192
nam,2001,15.98192
nam,2002,17.1802
nam,2003,16.82405
nam,2004,17.3926
nam,2005,16.26777
nam,2006,15.75332
nam,2007,17.97895
nam,2008,14.54984
nam,2009,10.81813
nam,2010,11.91451
nam,2011,10.63667
nam,2012,11.04577
nam,2013,10.91461
nam,2014,9.29264
nam,2015,9.6458
nam,2016,10.46828
nam,2017,10.65234
nam,2018,10.65234
nam,2019,10.65234
ner,2000,8.36826
ner,2001,8.34352
ner,2002,8.356
ner,2003,7.62989
ner,2004,7.34863
ner,2005,12.34742
ner,2006,13.54462
ner,2007,8.63178
ner,2008,9.18833
ner,2009,8.69414
ner,2010,9.17789
ner,2011,8.29974
ner,2012,6.24912
ner,2013,6.55535
ner,2014,5.40267
ner,2015,4.58633
ner,2016,5.68583
ner,2017,9.66281
ner,2018,8.34929
ner,2019,9.37942
nga,2000,2.36682
nga,2001,2.77955
nga,2002,2.7415
nga,2003,4.00685
nga,2004,6.55428
nga,2005,6.4077
nga,2006,7.32235
nga,2007,4.29353
nga,2008,4.59399
nga,2009,3.69391
nga,2010,2.7029
nga,2011,2.7714
nga,2012,3.66843
nga,2013,3.45877
nga,2014,3.33509
