geo,time,sl_uem_totl_ma_zs
gin,2016,5.048
gin,2017,5.011
gin,2018,5.012
gin,2019,4.977
gin,2020,6.056
gin,2021,6.18
gmb,1991,7.1
gmb,1992,7.114
gmb,1993,7.129
gmb,1994,7.144
gmb,1995,7.133
gmb,1996,7.114
gmb,1997,7.085
gmb,1998,7.082
gmb,1999,7.05
gmb,2000,7.043
gmb,2001,7.028
gmb,2002,7.076
gmb,2003,6.993
gmb,2004,6.974
gmb,2005,7.019
gmb,2006,6.989
gmb,2007,6.946
gmb,2008,6.905
gmb,2009,6.881
gmb,2010,6.865
gmb,2011,6.938
gmb,2012,6.824
gmb,2013,6.883
gmb,2014,6.954
gmb,2015,6.958
gmb,2016,7.016
gmb,2017,7.038
gmb,2018,7.062
gmb,2019,7.109
gmb,2020,8.525
gmb,2021,8.43
gnb,1991,5.64
gnb,1992,5.745
gnb,1993,5.802
gnb,1994,5.797
gnb,1995,5.758
gnb,1996,5.782
gnb,1997,5.784
gnb,1998,5.717
gnb,1999,5.679
gnb,2000,5.622
gnb,2001,5.546
gnb,2002,5.56
gnb,2003,5.507
gnb,2004,5.378
gnb,2005,5.294
gnb,2006,5.221
gnb,2007,5.156
gnb,2008,5.035
gnb,2009,4.99
gnb,2010,5.08
gnb,2011,5.015
gnb,2012,4.935
gnb,2013,4.925
gnb,2014,4.967
gnb,2015,5.038
gnb,2016,5.131
gnb,2017,5.212
gnb,2018,5.267
gnb,2019,5.348
gnb,2020,6.013
gnb,2021,5.932
gnq,1991,7.541
gnq,1992,7.677
gnq,1993,7.789
gnq,1994,7.829
gnq,1995,7.856
gnq,1996,7.89
gnq,1997,7.899
gnq,1998,7.839
gnq,1999,7.826
gnq,2000,7.804
gnq,2001,7.785
gnq,2002,7.868
gnq,2003,7.883
gnq,2004,7.815
gnq,2005,7.811
gnq,2006,7.767
gnq,2007,7.728
gnq,2008,7.623
gnq,2009,7.627
gnq,2010,7.802
gnq,2011,7.747
gnq,2012,7.664
gnq,2013,7.62
gnq,2014,7.644
gnq,2015,7.711
gnq,2016,7.811
gnq,2017,7.88
gnq,2018,7.917
gnq,2019,7.998
gnq,2020,9.183
gnq,2021,8.419
grc,1991,4.82
grc,1992,4.975
grc,1993,5.735
grc,1994,6.084
grc,1995,6.287
grc,1996,6.127
grc,1997,6.335
grc,1998,7.156
grc,1999,7.74
grc,2000,7.489
grc,2001,6.954
grc,2002,6.467
grc,2003,6.067
grc,2004,6.45
grc,2005,6.255
grc,2006,5.719
grc,2007,5.264
grc,2008,5.146
grc,2009,6.989
grc,2010,10.05
grc,2011,15.138
grc,2012,21.566
grc,2013,24.503
grc,2014,23.623
grc,2015,21.752
grc,2016,19.89
grc,2017,17.852
grc,2018,15.404
grc,2019,14.009
grc,2020,13.564
grc,2021,11.618
gtm,1991,2.23
gtm,1992,2.211
gtm,1993,2.253
gtm,1994,2.266
gtm,1995,2.255
gtm,1996,2.333
gtm,1997,2.307
gtm,1998,2.305
gtm,1999,2.358
gtm,2000,2.385
gtm,2001,2.447
gtm,2002,2.418
gtm,2003,2.481
gtm,2004,2.748
gtm,2005,2.835
gtm,2006,2.848
gtm,2007,2.9
gtm,2008,3.112
gtm,2009,3.328
gtm,2010,3.317
gtm,2011,2.809
gtm,2012,2.389
gtm,2013,2.684
gtm,2014,2.371
gtm,2015,1.998
gtm,2016,2.127
gtm,2017,1.939
gtm,2018,2.017
gtm,2019,1.825
gtm,2020,3.095
gtm,2021,3.045
gum,1991,3.587
gum,1992,3.928
gum,1993,5.771
gum,1994,8.049
gum,1995,8.465
gum,1996,8.958
gum,1997,10.546
gum,1998,8.502
gum,1999,15.418
gum,2000,17.024
gum,2001,14.737
gum,2002,12.724
gum,2003,10.403
gum,2004,7.658
gum,2005,6.422
gum,2006,7.268
gum,2007,7.136
gum,2008,7.917
gum,2009,8.868
gum,2010,7.29
gum,2011,11.283
gum,2012,12.725
gum,2013,11.982
gum,2014,7.911
gum,2015,7.175
gum,2016,5.609
gum,2017,5.64
gum,2018,5.763
gum,2019,5.711
gum,2020,7.023
gum,2021,7.126
guy,1991,10.342
guy,1992,10.283
guy,1993,10.243
guy,1994,10.233
guy,1995,10.253
guy,1996,10.232
guy,1997,10.247
guy,1998,10.308
guy,1999,10.277
guy,2000,10.311
guy,2001,10.282
guy,2002,10.289
guy,2003,10.078
guy,2004,9.837
guy,2005,9.633
guy,2006,9.355
guy,2007,9.584
guy,2008,9.864
guy,2009,10.091
guy,2010,10.337
guy,2011,10.573
guy,2012,10.829
guy,2013,11.101
guy,2014,11.377
guy,2015,11.645
guy,2016,11.879
guy,2017,12.139
guy,2018,12.393
guy,2019,12.363
guy,2020,14.699
guy,2021,14.474
hkg,1991,1.926
hkg,1992,2.001
hkg,1993,1.971
hkg,1994,2.021
hkg,1995,3.398
hkg,1996,3.114
hkg,1997,2.315
hkg,1998,4.951
hkg,1999,7.056
hkg,2000,5.563
hkg,2001,6.001
hkg,2002,8.347
hkg,2003,9.165
hkg,2004,7.687
hkg,2005,6.527
hkg,2006,5.638
hkg,2007,4.551
hkg,2008,4.064
hkg,2009,6.082
hkg,2010,5.06
hkg,2011,3.984
hkg,2012,3.773
hkg,2013,3.8
hkg,2014,3.572
hkg,2015,3.437
hkg,2016,3.688
hkg,2017,3.391
hkg,2018,3.206
hkg,2019,3.552
hkg,2020,6.917
hkg,2021,6.226
hnd,1991,4.16
hnd,1992,3.126
hnd,1993,3.133
hnd,1994,3.225
hnd,1995,3.16
hnd,1996,4.345
hnd,1997,3.32
hnd,1998,3.84
hnd,1999,3.881
hnd,2000,3.828
hnd,2001,3.958
hnd,2002,3.614
hnd,2003,4.645
hnd,2004,4.78
hnd,2005,4.108
hnd,2006,3.152
hnd,2007,2.661
hnd,2008,2.794
hnd,2009,2.763
hnd,2010,3.4
hnd,2011,3.489
hnd,2012,3.038
hnd,2013,4.618
hnd,2014,5.76
hnd,2015,4.508
hnd,2016,5.389
hnd,2017,4.126
hnd,2018,4.667
hnd,2019,4.301
hnd,2020,6.708
hnd,2021,6.656
hrv,1991,11.119
hrv,1992,10.929
hrv,1993,10.542
hrv,1994,10.422
hrv,1995,9.904
hrv,1996,9.346
hrv,1997,9.364
hrv,1998,10.837
hrv,1999,12.775
hrv,2000,15.02
hrv,2001,14.141
hrv,2002,13.2
hrv,2003,12.531
hrv,2004,12.345
hrv,2005,11.574
hrv,2006,9.826
hrv,2007,8.752
hrv,2008,7.037
hrv,2009,7.915
hrv,2010,11.036
hrv,2011,13.644
hrv,2012,15.889
hrv,2013,17.669
hrv,2014,16.443
hrv,2015,15.55
hrv,2016,12.505
hrv,2017,10.608
hrv,2018,7.638
hrv,2019,6.152
hrv,2020,7.45
hrv,2021,8.751
hti,1991,6.515
hti,1992,6.588
hti,1993,6.553
hti,1994,6.607
hti,1995,6.276
hti,1996,6.315
hti,1997,6.296
hti,1998,6.264
hti,1999,6.218
hti,2000,7.289
hti,2001,8.387
hti,2002,9.452
hti,2003,10.495
hti,2004,11.685
hti,2005,12.653
hti,2006,13.794
hti,2007,14.777
hti,2008,14.169
hti,2009,13.359
hti,2010,12.915
hti,2011,11.941
hti,2012,11.349
hti,2013,11.269
hti,2014,11.243
hti,2015,11.269
hti,2016,11.254
hti,2017,11.228
hti,2018,11.229
hti,2019,11.298
hti,2020,12.717
hti,2021,12.716
hun,1991,9.229
hun,1992,10.962
hun,1993,13.52
hun,1994,12.056
hun,1995,11.31
hun,1996,10.795
hun,1997,9.865
hun,1998,9.598
hun,1999,7.502
hun,2000,7.185
hun,2001,6.313
hun,2002,6.046
hun,2003,6.125
hun,2004,5.807
hun,2005,6.989
hun,2006,7.139
hun,2007,7.137
hun,2008,7.665
hun,2009,10.277
hun,2010,11.61
hun,2011,11.072
hun,2012,11.338
hun,2013,10.212
hun,2014,7.574
hun,2015,6.617
hun,2016,5.115
hun,2017,3.813
hun,2018,3.478
hun,2019,3.357
hun,2020,4.06
hun,2021,3.925
idn,1991,2.397
idn,1992,2.585
idn,1993,2.629
idn,1994,3.888
idn,1995,4.04
idn,1996,4.223
idn,1997,4.093
idn,1998,5.045
idn,1999,6.034
idn,2000,5.685
idn,2001,5.305
idn,2002,5.884
idn,2003,5.71
idn,2004,6.24
idn,2005,6.766
idn,2006,6.582
idn,2007,6.946
idn,2008,6.663
idn,2009,5.744
idn,2010,5.128
idn,2011,4.895
idn,2012,4.275
idn,2013,4.382
idn,2014,4.153
idn,2015,4.563
idn,2016,4.569
idn,2017,4.059
idn,2018,4.541
idn,2019,3.798
idn,2020,4.607
idn,2021,4.707
ind,1991,5.37
ind,1992,5.506
ind,1993,5.476
ind,1994,5.532
ind,1995,5.556
ind,1996,5.548
ind,1997,5.427
ind,1998,5.489
ind,1999,5.57
ind,2000,5.399
ind,2001,5.423
ind,2002,5.383
ind,2003,5.507
ind,2004,5.502
ind,2005,5.494
ind,2006,5.495
ind,2007,5.477
ind,2008,5.326
ind,2009,5.471
ind,2010,5.484
ind,2011,5.373
ind,2012,5.371
ind,2013,5.39
ind,2014,5.412
ind,2015,5.42
ind,2016,5.417
ind,2017,5.359
ind,2018,5.338
ind,2019,5.361
ind,2020,8.619
ind,2021,6.348
irl,1991,15.341
irl,1992,14.876
irl,1993,15.442
irl,1994,14.488
irl,1995,11.927
irl,1996,11.681
irl,1997,10.227
irl,1998,7.939
irl,1999,5.925
irl,2000,4.353
irl,2001,3.774
irl,2002,4.552
irl,2003,4.817
irl,2004,4.96
irl,2005,4.585
irl,2006,4.558
irl,2007,5.019
irl,2008,7.598
irl,2009,15.081
irl,2010,17.062
irl,2011,17.687
irl,2012,17.677
irl,2013,14.824
irl,2014,12.676
irl,2015,10.733
irl,2016,9.016
irl,2017,7.066
irl,2018,5.781
irl,2019,5.17
irl,2020,5.597
irl,2021,6.622
irn,1991,9.507
irn,1992,9.408
irn,1993,9.205
irn,1994,9.016
irn,1995,8.751
irn,1996,8.509
irn,1997,9.016
irn,1998,9.427
irn,1999,9.862
irn,2000,10.192
irn,2001,10.654
irn,2002,10.924
irn,2003,9.871
irn,2004,8.909
irn,2005,10.334
irn,2006,10.27
irn,2007,9.493
irn,2008,9.274
irn,2009,10.99
irn,2010,12.103
irn,2011,10.721
irn,2012,10.597
irn,2013,8.779
irn,2014,8.943
irn,2015,9.43
irn,2016,10.716
irn,2017,10.339
irn,2018,10.524
irn,2019,9.11
irn,2020,10.634
irn,2021,9.894
irq,1991,9.099
irq,1992,8.886
irq,1993,8.872
irq,1994,8.966
irq,1995,8.963
irq,1996,8.882
irq,1997,8.793
irq,1998,8.796
irq,1999,8.798
irq,2000,8.794
irq,2001,8.894
irq,2002,8.959
irq,2003,8.944
irq,2004,8.743
irq,2005,8.867
irq,2006,8.833
irq,2007,8.856
irq,2008,8.495
irq,2009,8.213
irq,2010,7.879
irq,2011,7.56
irq,2012,7.21
irq,2013,7.852
irq,2014,8.458
irq,2015,8.504
irq,2016,8.512
irq,2017,10.259
irq,2018,10.244
irq,2019,10.179
irq,2020,11.316
irq,2021,11.335
isl,1991,2.263
isl,1992,3.805
isl,1993,4.962
isl,1994,5.143
isl,1995,5.452
isl,1996,3.73
isl,1997,3.637
isl,1998,2.434
isl,1999,1.64
isl,2000,1.32
isl,2001,1.554
isl,2002,3.29
isl,2003,4.023
isl,2004,5.157
isl,2005,2.602
isl,2006,2.634
isl,2007,2.236
isl,2008,3.263
isl,2009,8.573
isl,2010,8.296
isl,2011,7.764
isl,2012,6.309
isl,2013,5.651
isl,2014,4.999
isl,2015,3.913
isl,2016,2.919
isl,2017,2.759
isl,2018,2.846
isl,2019,3.856
isl,2020,5.645
isl,2021,4.62
isr,1991,11.348
isr,1992,11.969
isr,1993,11.248
isr,1994,8.175
isr,1995,7.324
isr,1996,7.529
isr,1997,8.875
isr,1998,10.391
isr,1999,10.895
isr,2000,11.046
isr,2001,11.648
isr,2002,13.012
isr,2003,13.253
isr,2004,12.407
isr,2005,11.096
isr,2006,10.425
isr,2007,9.012
isr,2008,7.567
isr,2009,9.838
isr,2010,8.942
isr,2011,7.303
isr,2012,6.752
isr,2013,6.182
isr,2014,5.866
isr,2015,5.128
isr,2016,4.672
isr,2017,4.125
isr,2018,4.043
isr,2019,3.686
isr,2020,4.522
isr,2021,5.145
ita,1991,6.805
ita,1992,6.733
ita,1993,7.632
ita,1994,8.658
ita,1995,9.073
ita,1996,9.283
ita,1997,9.363
ita,1998,9.432
ita,1999,8.838
ita,2000,8.315
ita,2001,7.401
ita,2002,7.017
ita,2003,6.869
ita,2004,6.281
ita,2005,6.173
ita,2006,5.425
ita,2007,4.882
ita,2008,5.492
ita,2009,6.722
ita,2010,7.494
ita,2011,7.52
ita,2012,9.795
ita,2013,11.477
ita,2014,11.855
ita,2015,11.322
ita,2016,10.892
ita,2017,10.336
ita,2018,9.748
ita,2019,9.089
ita,2020,8.4
ita,2021,8.781
jam,1991,9.577
jam,1992,9.584
jam,1993,10.993
jam,1994,9.733
jam,1995,10.902
jam,1996,10.059
jam,1997,10.48
jam,1998,10.071
jam,1999,10.035
jam,2000,10.215
jam,2001,10.283
jam,2002,9.936
jam,2003,8.11
jam,2004,8.173
jam,2005,7.645
jam,2006,7.007
jam,2007,6.091
jam,2008,7.326
jam,2009,8.541
jam,2010,9.242
jam,2011,9.386
jam,2012,10.522
jam,2013,11.243
jam,2014,10.104
jam,2015,9.91
jam,2016,9.607
jam,2017,8.426
jam,2018,6.722
jam,2019,5.806
jam,2020,7.407
jam,2021,7.582
jor,1991,17.61
jor,1992,17.331
jor,1993,17.712
jor,1994,14.676
jor,1995,11.598
jor,1996,11.598
jor,1997,11.712
jor,1998,11.856
jor,1999,11.991
jor,2000,12.121
jor,2001,13.458
jor,2002,13.834
jor,2003,13.129
jor,2004,12.678
jor,2005,12.357
jor,2006,11.526
jor,2007,10.135
jor,2008,9.912
jor,2009,10.173
jor,2010,10.261
jor,2011,10.869
jor,2012,10.297
jor,2013,10.308
jor,2014,9.799
jor,2015,10.75
jor,2016,13.081
jor,2017,15.762
jor,2018,16.931
jor,2019,15.294
jor,2020,17.434
jor,2021,17.56
jpn,1991,2.018
jpn,1992,2.158
jpn,1993,2.419
jpn,1994,2.819
jpn,1995,3.159
jpn,1996,3.441
jpn,1997,3.4
jpn,1998,4.181
jpn,1999,4.822
jpn,2000,4.912
jpn,2001,5.215
jpn,2002,5.573
jpn,2003,5.498
jpn,2004,4.951
jpn,2005,4.61
jpn,2006,4.379
jpn,2007,3.972
jpn,2008,4.103
jpn,2009,5.274
jpn,2010,5.455
jpn,2011,4.838
jpn,2012,4.582
jpn,2013,4.252
jpn,2014,3.729
jpn,2015,3.615
jpn,2016,3.317
jpn,2017,2.927
jpn,2018,2.574
jpn,2019,2.535
jpn,2020,3.023
jpn,2021,3.006
kaz,1991,0.786
kaz,1992,0.871
kaz,1993,0.965
kaz,1994,6.534
kaz,1995,9.49
kaz,1996,11.176
kaz,1997,11.188
kaz,1998,11.256
kaz,1999,11.508
kaz,2000,10.874
kaz,2001,8.874
kaz,2002,7.527
kaz,2003,7.218
kaz,2004,7.025
kaz,2005,6.745
kaz,2006,6.406
kaz,2007,5.911
kaz,2008,5.336
kaz,2009,5.595
kaz,2010,4.938
kaz,2011,4.603
kaz,2012,4.144
kaz,2013,4.566
kaz,2014,4.468
kaz,2015,4.377
kaz,2016,4.43
kaz,2017,4.404
kaz,2018,4.367
kaz,2019,4.329
kaz,2020,4.434
kaz,2021,4.373
ken,1991,2.834
ken,1992,2.84
ken,1993,2.825
ken,1994,2.803
ken,1995,2.784
ken,1996,2.778
ken,1997,2.792
ken,1998,2.766
ken,1999,2.764
ken,2000,2.766
ken,2001,2.739
ken,2002,2.751
ken,2003,2.728
ken,2004,2.707
ken,2005,2.693
ken,2006,2.681
ken,2007,2.67
ken,2008,2.699
ken,2009,2.672
ken,2010,2.633
ken,2011,2.636
ken,2012,2.634
ken,2013,2.617
ken,2014,2.609
ken,2015,2.596
ken,2016,2.584
ken,2017,3.316
ken,2018,4.033
ken,2019,4.773
ken,2020,5.477
ken,2021,5.402
kgz,1991,0.911
kgz,1992,1
kgz,1993,3.082
kgz,1994,4.247
kgz,1995,5.053
kgz,1996,6.582
kgz,1997,6.755
kgz,1998,8
kgz,1999,7.539
kgz,2000,6.758
kgz,2001,7.017
kgz,2002,11.21
kgz,2003,9.032
kgz,2004,7.976
kgz,2005,7.412
kgz,2006,7.712
kgz,2007,7.404
kgz,2008,7.356
kgz,2009,7.417
kgz,2010,7.709
kgz,2011,7.582
kgz,2012,7.694
kgz,2013,7.43
kgz,2014,7.031
kgz,2015,6.542
kgz,2016,6.179
kgz,2017,5.589
kgz,2018,5.626
kgz,2019,5.677
kgz,2020,7.325
kgz,2021,7.522
khm,1991,0.254
khm,1992,0.257
khm,1993,0.267
khm,1994,0.447
khm,1995,0.246
khm,1996,0.259
khm,1997,0.37
khm,1998,0.471
khm,1999,0.518
khm,2000,0.634
khm,2001,0.748
khm,2002,0.87
khm,2003,0.95
khm,2004,1.027
khm,2005,1.084
khm,2006,1.217
khm,2007,1.323
khm,2008,0.82
khm,2009,0.6
khm,2010,0.75
khm,2011,0.68
khm,2012,0.52
khm,2013,0.362
khm,2014,0.69
khm,2015,0.328
khm,2016,0.593
khm,2017,0.11
khm,2018,0.113
khm,2019,0.117
khm,2020,0.286
khm,2021,0.513
kor,1991,2.683
kor,1992,2.75
kor,1993,3.279
kor,1994,2.835
kor,1995,2.306
kor,1996,2.354
kor,1997,2.814
kor,1998,7.801
kor,1999,7.163
kor,2000,4.623
kor,2001,4.178
kor,2002,3.431
kor,2003,3.563
kor,2004,3.656
kor,2005,3.749
kor,2006,3.63
kor,2007,3.439
kor,2008,3.353
kor,2009,3.828
kor,2010,3.658
kor,2011,3.235
kor,2012,2.986
kor,2013,2.955
kor,2014,3.167
kor,2015,3.596
kor,2016,3.729
kor,2017,3.775
kor,2018,3.917
kor,2019,3.873
kor,2020,3.888
kor,2021,3.516
kwt,1991,0.522
kwt,1992,0.471
kwt,1993,0.465
kwt,1994,0.41
kwt,1995,0.414
kwt,1996,0.416
kwt,1997,0.415
kwt,1998,0.414
kwt,1999,0.414
kwt,2000,0.471
kwt,2001,0.473
kwt,2002,0.65
kwt,2003,0.763
kwt,2004,1.005
kwt,2005,0.883
kwt,2006,0.766
kwt,2007,0.959
kwt,2008,1.061
kwt,2009,1.012
kwt,2010,1.431
kwt,2011,1.495
kwt,2012,1.604
kwt,2013,1.714
kwt,2014,1.788
kwt,2015,1.281
kwt,2016,0.909
kwt,2017,0.946
kwt,2018,0.945
kwt,2019,0.962
kwt,2020,2.017
kwt,2021,2.007
lao,1991,2.522
lao,1992,2.502
lao,1993,2.541
lao,1994,2.465
lao,1995,2.6
lao,1996,2.491
lao,1997,2.376
lao,1998,2.423
lao,1999,2.112
lao,2000,2.063
lao,2001,1.935
lao,2002,1.795
lao,2003,1.655
lao,2004,1.508
lao,2005,1.345
lao,2006,1.195
lao,2007,1.112
lao,2008,0.996
lao,2009,0.891
lao,2010,0.76
lao,2011,0.777
lao,2012,0.785
lao,2013,0.793
lao,2014,0.809
lao,2015,0.824
lao,2016,0.838
lao,2017,0.849
lao,2018,0.871
lao,2019,0.896
lao,2020,1.083
lao,2021,1.301
lbn,1991,7.637
lbn,1992,7.636
lbn,1993,7.723
lbn,1994,7.78
lbn,1995,7.825
lbn,1996,7.801
lbn,1997,7.947
lbn,1998,7.841
lbn,1999,7.809
lbn,2000,7.711
lbn,2001,7.616
lbn,2002,7.551
lbn,2003,7.481
lbn,2004,7.369
lbn,2005,7.844
lbn,2006,8.288
lbn,2007,8.624
lbn,2008,6.856
lbn,2009,5.058
lbn,2010,5.554
lbn,2011,6.107
lbn,2012,6.588
lbn,2013,7.074
lbn,2014,7.59
lbn,2015,8.118
lbn,2016,8.603
lbn,2017,9.113
lbn,2018,9.654
lbn,2019,10.23
lbn,2020,12.108
lbn,2021,13.139
lbr,1991,2.09
lbr,1992,2.063
lbr,1993,2.036
lbr,1994,2.02
lbr,1995,1.97
lbr,1996,1.925
lbr,1997,1.932
lbr,1998,1.94
lbr,1999,1.97
lbr,2000,1.981
lbr,2001,2.037
lbr,2002,2.058
lbr,2003,2.106
lbr,2004,2.104
lbr,2005,2.123
lbr,2006,2.143
lbr,2007,2.165
lbr,2008,2.193
lbr,2009,2.221
lbr,2010,2.246
lbr,2011,2.265
lbr,2012,2.287
lbr,2013,2.307
lbr,2014,2.341
lbr,2015,2.341
lbr,2016,3.745
lbr,2017,3.686
lbr,2018,3.642
lbr,2019,3.604
lbr,2020,4.65
lbr,2021,4.739
lby,1991,17.101
lby,1992,17.233
lby,1993,17.182
lby,1994,17.059
lby,1995,17.146
lby,1996,16.924
lby,1997,16.894
lby,1998,16.829
lby,1999,16.758
lby,2000,16.661
lby,2001,16.655
lby,2002,16.585
lby,2003,16.382
lby,2004,16.408
lby,2005,16.275
lby,2006,16.272
lby,2007,16.218
lby,2008,16.201
lby,2009,16.181
lby,2010,16.07
lby,2011,16.166
lby,2012,15.83
lby,2013,16.207
lby,2014,16.208
lby,2015,16.264
lby,2016,16.255
lby,2017,16.107
lby,2018,16.177
lby,2019,16.353
lby,2020,16.728
lby,2021,15.548
lca,1991,12.952
lca,1992,12.732
lca,1993,12.714
lca,1994,12.909
lca,1995,12.23
lca,1996,14.026
lca,1997,17.918
lca,1998,18.205
lca,1999,16.233
lca,2000,12.941
lca,2001,15.303
lca,2002,17.505
lca,2003,17.35
lca,2004,17.612
lca,2005,15.134
lca,2006,12.426
lca,2007,10.094
lca,2008,11.02
lca,2009,14.411
lca,2010,16.015
lca,2011,17.631
lca,2012,17.101
lca,2013,20.68
lca,2014,19.705
lca,2015,18.905
lca,2016,17.931
lca,2017,17.078
lca,2018,17.512
lca,2019,13.834
lca,2020,15.348
lca,2021,15.133
lka,1991,10.386
lka,1992,10.204
lka,1993,9.825
lka,1994,9.313
lka,1995,8.89
lka,1996,8.308
lka,1997,7.844
lka,1998,6.678
lka,1999,6.661
lka,2000,5.9
lka,2001,6.163
lka,2002,6.655
lka,2003,5.918
lka,2004,6.126
lka,2005,5.569
lka,2006,4.804
lka,2007,4.389
lka,2008,3.727
lka,2009,4.401
lka,2010,3.452
lka,2011,2.686
lka,2012,2.787
lka,2013,3.082
lka,2014,3.104
lka,2015,2.979
lka,2016,2.879
lka,2017,2.819
lka,2018,2.977
lka,2019,3.009
lka,2020,4.337
lka,2021,3.876
lso,1991,28.192
lso,1992,28.424
lso,1993,28.72
lso,1994,28.899
lso,1995,29.135
lso,1996,29.197
lso,1997,29.293
lso,1998,28.869
lso,1999,28.428
lso,2000,27.966
lso,2001,27.589
lso,2002,27.255
lso,2003,26.816
lso,2004,26.477
lso,2005,26.057
lso,2006,25.644
lso,2007,25.232
lso,2008,24.793
lso,2009,24.461
lso,2010,23.935
lso,2011,23.5
lso,2012,23.021
lso,2013,22.613
lso,2014,22.584
lso,2015,22.542
lso,2016,22.519
lso,2017,22.596
lso,2018,22.571
lso,2019,22.572
lso,2020,24.699
lso,2021,24.461
ltu,1991,1.109
ltu,1992,1.211
ltu,1993,13.931
ltu,1994,13.941
ltu,1995,17.734
ltu,1996,16.592
ltu,1997,14.305
ltu,1998,15.379
ltu,1999,14.655
ltu,2000,18.208
ltu,2001,19.505
ltu,2002,13.225
ltu,2003,12.547
ltu,2004,10.312
ltu,2005,8.118
ltu,2006,5.949
ltu,2007,4.171
ltu,2008,6.023
ltu,2009,17.106
ltu,2010,21.196
ltu,2011,17.911
ltu,2012,15.196
ltu,2013,13.063
ltu,2014,12.186
ltu,2015,10.099
ltu,2016,9.098
ltu,2017,8.49
ltu,2018,6.894
ltu,2019,7.033
ltu,2020,9.283
ltu,2021,8.346
lux,1991,1.128
lux,1992,1.579
lux,1993,1.868
lux,1994,2.997
lux,1995,2.088
lux,1996,2.476
lux,1997,1.845
lux,1998,1.898
lux,1999,1.773
lux,2000,1.825
lux,2001,1.563
lux,2002,1.928
lux,2003,2.958
lux,2004,3.671
lux,2005,3.499
lux,2006,3.563
lux,2007,3.564
lux,2008,4.313
lux,2009,4.35
lux,2010,3.791
lux,2011,3.834
lux,2012,4.526
lux,2013,5.423
lux,2014,5.917
lux,2015,6.105
lux,2016,6.009
lux,2017,5.538
lux,2018,5.335
lux,2019,5.645
lux,2020,6.598
lux,2021,4.748
lva,1991,2.71
lva,1992,6.626
lva,1993,16.779
lva,1994,18.802
lva,1995,19.112
lva,1996,20.833
lva,1997,15.007
lva,1998,15.358
lva,1999,14.182
lva,2000,14.99
lva,2001,15.121
lva,2002,14.855
lva,2003,12.099
lva,2004,11.175
lva,2005,10.088
lva,2006,7.307
lva,2007,6.506
lva,2008,8.38
lva,2009,20.883
lva,2010,22.729
lva,2011,18.625
lva,2012,16.157
lva,2013,12.601
lva,2014,11.848
lva,2015,11.086
lva,2016,10.893
lva,2017,9.759
lva,2018,8.405
lva,2019,7.196
lva,2020,9.13
lva,2021,8.313
mac,1991,2.508
mac,1992,2.078
mac,1993,2.141
mac,1994,2.396
mac,1995,4.045
mac,1996,4.73
mac,1997,3.748
mac,1998,5.633
mac,1999,7.978
mac,2000,8.752
mac,2001,8.115
mac,2002,7.856
mac,2003,7.121
mac,2004,5.662
mac,2005,4.45
mac,2006,3.82
mac,2007,3.564
mac,2008,3.192
mac,2009,4.279
mac,2010,3.556
mac,2011,2.947
mac,2012,2.27
mac,2013,2.224
mac,2014,1.949
mac,2015,2.008
mac,2016,2.338
mac,2017,2.38
mac,2018,2.332
mac,2019,2.159
mac,2020,2.92
mac,2021,3.451
mar,1991,12.448
mar,1992,12.892
mar,1993,13.038
mar,1994,12.897
mar,1995,13.557
mar,1996,13.21
mar,1997,13.825
mar,1998,13.754
mar,1999,14.154
mar,2000,13.769
mar,2001,12.445
mar,2002,11.268
mar,2003,11.551
mar,2004,10.643
mar,2005,10.816
mar,2006,9.67
mar,2007,9.608
mar,2008,9.491
mar,2009,8.841
mar,2010,8.945
mar,2011,8.433
mar,2012,8.652
mar,2013,9.108
mar,2014,9.489
mar,2015,9.119
mar,2016,8.821
mar,2017,8.737
mar,2018,8.736
mar,2019,8.729
mar,2020,10.852
mar,2021,10.755
mda,1991,2.217
mda,1992,4.33
mda,1993,4.348
mda,1994,6.832
mda,1995,6.269
mda,1996,9.376
mda,1997,9.408
mda,1998,11.95
mda,1999,13.361
mda,2000,9.726
mda,2001,8.698
mda,2002,8.1
mda,2003,9.566
mda,2004,10.09
mda,2005,8.672
mda,2006,8.928
mda,2007,6.243
mda,2008,4.572
mda,2009,7.836
mda,2010,9.078
mda,2011,7.724
mda,2012,6.827
mda,2013,6.025
mda,2014,4.501
mda,2015,5.894
mda,2016,5.231
mda,2017,4.833
mda,2018,5.038
mda,2019,5.788
mda,2020,4.335
mda,2021,4.154
mdg,1991,4.757
mdg,1992,4.802
mdg,1993,4.905
mdg,1994,5.03
mdg,1995,5.126
mdg,1996,5.237
mdg,1997,5.343
mdg,1998,5.466
mdg,1999,5.589
mdg,2000,5.727
mdg,2001,5.301
mdg,2002,4.734
mdg,2003,3.83
mdg,2004,2.811
mdg,2005,1.761
mdg,2006,2.05
mdg,2007,2.343
mdg,2008,2.634
mdg,2009,2.986
mdg,2010,3.266
mdg,2011,1.922
mdg,2012,0.571
mdg,2013,0.97
mdg,2014,1.37
mdg,2015,1.775
mdg,2016,1.785
mdg,2017,1.797
mdg,2018,1.812
mdg,2019,1.82
mdg,2020,2.432
mdg,2021,2.506
mdv,1991,0.714
mdv,1992,0.681
mdv,1993,0.648
mdv,1994,0.621
mdv,1995,0.592
mdv,1996,0.794
mdv,1997,0.996
mdv,1998,1.193
mdv,1999,1.386
mdv,2000,1.575
mdv,2001,2.52
