geo,time,nv_ind_manf_cn
civ,2002,1227034315000
civ,2003,1095583154800
civ,2004,1090146161500
civ,2005,1303140000000
civ,2006,1324580000000
civ,2007,1419312000000
civ,2008,1550899000000
civ,2009,1534341000000
civ,2010,1556096000000
civ,2011,1594544000000
civ,2012,1912423000000
civ,2013,2502672000000
civ,2014,2942393000000
civ,2015,2936689000000
civ,2016,2563294000000
civ,2017,3029024000000
civ,2018,3853985000000
civ,2019,4042000000000
civ,2020,3953395280100
cmr,1965,19000000500
cmr,1966,20199999500
cmr,1967,22499999700
cmr,1968,24000000000
cmr,1969,28100010000
cmr,1970,32600010800
cmr,1971,35200000000
cmr,1972,39199998000
cmr,1973,43399999500
cmr,1974,51000000500
cmr,1975,62999998500
cmr,1976,73000026100
cmr,1977,74699956200
cmr,1978,86699933700
cmr,1979,101900001300
cmr,1980,124100001800
cmr,1981,173700005900
cmr,1982,247000006700
cmr,1983,290899984400
cmr,1984,358500007900
cmr,1985,422446006300
cmr,1986,492004999200
cmr,1987,500509999100
cmr,1988,480192004100
cmr,1989,493593002000
cmr,1990,475300003800
cmr,1991,473200001000
cmr,1992,445099999200
cmr,1993,774857359400
cmr,1994,837862394700
cmr,1995,903991194800
cmr,1996,908735657900
cmr,1997,991129112800
cmr,1998,1024072539300
cmr,1999,1098573788600
cmr,2000,1106178929000
cmr,2001,1165596885400
cmr,2002,1337815854200
cmr,2003,1442936992200
cmr,2004,1529949157700
cmr,2005,1545699289600
cmr,2006,1651144794500
cmr,2007,1741977437500
cmr,2008,1768320418800
cmr,2009,1954647739400
cmr,2010,1976248882600
cmr,2011,2192510340300
cmr,2012,2391403252900
cmr,2013,2536887064300
cmr,2014,2607606930500
cmr,2015,2732691131200
cmr,2016,2773645000000
cmr,2017,2874352000000
cmr,2018,3038529000000
cmr,2019,2981181000000
cmr,2020,3121505000000
cod,1991,0
cod,1996,256000000
cod,1997,500000000
cod,1998,593700000
cod,1999,2598757600
cod,2000,130500000000
cod,2001,442000000000
cod,2002,642000000000
cod,2003,663000000000
cod,2004,725700000000
cod,2005,930091000000
cod,2006,1047111000000
cod,2007,1470830934600
cod,2008,1650952731600
cod,2009,2850452203200
cod,2010,3169171069000
cod,2011,3649184479600
cod,2012,4140583475800
cod,2013,4623444026000
cod,2014,5167796537800
cod,2015,6014081569200
cod,2016,6852323750600
cod,2017,10849621470500
cod,2018,14057288727300
cod,2019,16617421031500
cod,2020,17126489893100
cog,1978,18600009000
cog,1979,21500021000
cog,1980,26999990000
cog,1981,34299990000
cog,1982,33900008000
cog,1983,44100009000
cog,1984,46500180000
cog,1985,54600010000
cog,1986,61765001000
cog,1987,59757000000
cog,1988,56917010000
cog,1989,52300001300
cog,1990,63600000000
cog,1991,68700000000
cog,1992,61300000000
cog,1993,60700000000
cog,1994,76200000000
cog,1995,85900000000
cog,1996,87100000000
cog,1997,74000000000
cog,1998,80000000000
cog,1999,79200000000
cog,2000,79700000000
cog,2001,92400000000
cog,2002,112000000000
cog,2003,122400000000
cog,2004,122300000000
cog,2005,224877000000
cog,2006,261266000000
cog,2007,271919000000.00101
cog,2008,290773000000
cog,2009,309885000000
cog,2010,345597000000
cog,2011,386733000000
cog,2012,384570000000
cog,2013,525168418406.40698
cog,2014,529900548881.25403
cog,2015,555604891196.23999
cog,2016,642724933019.23096
cog,2017,710206450852.724
cog,2018,574016572819.37598
cog,2019,602058290971.58704
col,1965,11471000000
col,1966,13740000000
col,1967,17012000000
col,1968,19346000000
col,1969,22357000000
col,1970,27433000000
col,1971,31762000000
col,1972,40521000000
col,1973,55255000000
col,1974,74741000000
col,1975,94086000000
col,1976,128678000000
col,1977,170706000000
col,1978,211355000000
col,1979,267099000000
col,1980,367460000000
col,1981,422615000000
col,1982,529922000000
col,1983,640794000000
col,1984,852716000000
col,1985,1062045000000
col,1986,1525714000000
col,1987,1792906000000
col,1988,2482111000000
col,1989,3159468000000
col,1990,4333435000000
col,1991,5574906000000
col,1992,6691537000000
col,1993,8275730000000
col,1994,10127887000000
col,1995,12464483000000
col,1996,14511709000000
col,1997,16782008000000
col,1998,19739755000000
col,1999,20990807000000
col,2000,29054000000000
col,2001,31929000000000
col,2002,34426000000000
col,2003,38775000000000
col,2004,44359000000000
col,2005,54043000000000.60156
col,2006,60975000000000.49219
col,2007,69222000000000.70312
col,2008,73264000000000.5
col,2009,74133000000000.40625
col,2010,75989000000000.59375
col,2011,81820000000000.59375
col,2012,87241000000000.59375
col,2013,90421000000000.70312
col,2014,93603000000000.60938
col,2015,99789000000000.60938
col,2016,106226000000000
col,2017,105022000000000
col,2018,110157000000001
col,2019,115833000000001
col,2020,110474125501543
cpv,1986,1128160000
cpv,1987,1438580000
cpv,1988,1386780000
cpv,1989,1814460000
cpv,1990,2709709000
cpv,1991,2872563000
cpv,1992,3280589000
cpv,1993,3773908500
cpv,1994,4409258800
cpv,1995,4765685900
cpv,1996,5412920400
cpv,1997,5360948400
cpv,1998,6240165600
cpv,1999,6190603700
cpv,2000,5978157700
cpv,2001,4993200400
cpv,2002,5489001400
cpv,2003,5570591700
cpv,2004,5260263200
cpv,2005,5561947300
cpv,2006,5655705900
cpv,2007,5540526800
cpv,2008,6526638300
cpv,2009,6688901000
cpv,2010,7527868100
cpv,2011,8053921400
cpv,2012,8546549200
cpv,2013,8916352400
cpv,2014,9862359700
cpv,2015,10389226300
cpv,2016,9834566200
cpv,2017,10615975700
cpv,2018,12390028500
cpv,2019,12956573900
cpv,2020,12116167200
cri,1970,1185000000
cri,1971,1336000000
cri,1972,1573100000
cri,1973,2045900000
cri,1974,2745900000
cri,1975,3427300000
cri,1976,4072100000
cri,1977,5000300000
cri,1978,5657800000
cri,1979,6331500000
cri,1980,7701100000
cri,1981,10817800000
cri,1982,19828100000
cri,1983,28262800000
cri,1984,36666700000
cri,1985,43714500000
cri,1986,52572900000
cri,1987,60698300000
cri,1988,74396900000
cri,1989,86687500000
cri,1990,101327600000
cri,1991,181212016136.10001
cri,1992,238457827727.98999
cri,1993,268631120523.13
cri,1994,314132638036.35999
cri,1995,395318200409.90002
cri,1996,464371293411.52002
cri,1997,570928605328.66003
cri,1998,666911892282.67004
cri,1999,760609235602.37012
cri,2000,847561979056.92004
cri,2001,915651597193.35999
cri,2002,1037575551462.41003
cri,2003,1177584255649.11011
cri,2004,1376440224406.6001
cri,2005,1615403206827.08008
cri,2006,1914569515091.44971
cri,2007,2240459875333.6001
cri,2008,2453107565142.25977
cri,2009,2494628459897.22949
cri,2010,2886271907961.54004
cri,2011,3091329664360.29004
cri,2012,3296396554285.87012
cri,2013,3270113940512.83008
cri,2014,3440775688026.72949
cri,2015,3502079275725.58008
cri,2016,3720185080954.91992
cri,2017,4029884150181.22949
cri,2018,4294514137928.31055
cri,2019,4423462861110.66016
cri,2020,4521072213939.76953
cub,1970,447364700
cub,1971,543431100
cub,1972,609312400
cub,1973,650657900
cub,1974,734679500
cub,1975,839523300
cub,1976,890299000
cub,1977,926777000
cub,1978,1079160900
cub,1979,1120689800
cub,1980,1129451700
cub,1981,1319479600
cub,1982,1396331400
cub,1983,1492289700
cub,1984,1639526200
cub,1985,1694586400
cub,1986,1604690400
cub,1987,1505295100
cub,1988,1611475600
cub,1989,1573511400
cub,1990,1537003600
cub,1991,1393752500
cub,1992,1458460400
cub,1993,1482159100
cub,1994,2259614100
cub,1995,2728589300
cub,1996,4416100000
cub,1997,4644700000
cub,1998,4349300000
cub,1999,4712700000
cub,2000,5019700000
cub,2001,5091200000
cub,2002,5158000000
cub,2003,5110200000
cub,2004,5262900000
cub,2005,5923026700
cub,2006,7079100000
cub,2007,8503600000
cub,2008,8915600000
cub,2009,9300000000
cub,2010,10055000000
cub,2011,10583000000
cub,2012,11778000000
cub,2013,12138000000
cub,2014,12169000000
cub,2015,12990000000
cub,2016,12655000000
cub,2017,13075000000
cub,2018,12820000000
cub,2019,12907000000
cub,2020,12020000000
cym,2006,27375800
cym,2007,30689400
cym,2008,31675100
cym,2009,29356800
cym,2010,26263600
cym,2011,26324900
cym,2012,27975500
cym,2013,29146500
cym,2014,31424700
cym,2015,32607700
cym,2016,35170400
cym,2017,36556800
cym,2018,41056200
cym,2019,44878130.30597
cyp,1975,62876500
cyp,1976,98415400
cyp,1977,128486800
cyp,1978,158216500
cyp,1979,189313000
cyp,1980,227927400
cyp,1981,263466300
cyp,1982,298151000
cyp,1983,321046200
cyp,1984,367691000
cyp,1985,396224700
cyp,1986,410918600
cyp,1987,467644200
cyp,1988,527274400
cyp,1989,566743100
cyp,1990,618172000
cyp,1991,648926800
cyp,1992,712315900
cyp,1993,714708000
cyp,1994,757764700
cyp,1995,732294000
cyp,1996,750733000
cyp,1997,778832000
cyp,1998,809379000
cyp,1999,839842000
cyp,2000,863426000
cyp,2001,884335000
cyp,2002,918528000
cyp,2003,942903000
cyp,2004,998934000
cyp,2005,1008300000
cyp,2006,980993000
cyp,2007,1005653000
cyp,2008,1040849000
cyp,2009,1004418000
cyp,2010,981244000
cyp,2011,911466000
cyp,2012,815128000
cyp,2013,699459000
cyp,2014,710995000
cyp,2015,761891000
cyp,2016,866058000
cyp,2017,990413000
cyp,2018,1152476000
cyp,2019,1257444000
cyp,2020,1194572000
cze,1993,250364248000
cze,1994,291856517000
cze,1995,344159000000
cze,1996,409433000000
cze,1997,458139000000
cze,1998,493078000000
cze,1999,509184000000
cze,2000,557855000000
cze,2001,609889000000
cze,2002,601325000000
cze,2003,611498000000
cze,2004,700092000000
cze,2005,743330000000
cze,2006,821118000000
cze,2007,895355000000
cze,2008,888059000000
cze,2009,805216000000
cze,2010,836892000000
cze,2011,898056000000
cze,2012,897263000000
cze,2013,909902000000
cze,2014,1030576000000
cze,2015,1106468000000
cze,2016,1152741000000
cze,2017,1202728000000
cze,2018,1226882000000
cze,2019,1309868000000
cze,2020,1247491000000
deu,1991,394020000000
deu,1992,397887000000
deu,1993,373318000000
deu,1994,380633000000
deu,1995,389128000000
deu,1996,385417000000
deu,1997,396719000000
deu,1998,411140000000
deu,1999,411785000000
deu,2000,433333000000
deu,2001,441920000000
deu,2002,435006000000
deu,2003,438766000000
deu,2004,453270000000
deu,2005,459258000000
deu,2006,492752000000
deu,2007,521260000000
deu,2008,510560000000
deu,2009,432487000000
deu,2010,505064000000
deu,2011,544988000000
deu,2012,553357000000
deu,2013,560167000000
deu,2014,592055000000
deu,2015,615764000000
deu,2016,647696000000
deu,2017,666185000000
deu,2018,674858000000
deu,2019,675190000000
deu,2020,611888000000
dji,2013,7249000000
dji,2014,10951000000
dji,2015,11786571400
dji,2016,13127434700
dji,2017,15227527800
dji,2018,16776807000
dji,2019,16340000000
dma,1977,4814276
dma,1978,6789946
dma,1979,5699921
dma,1980,7868616
dma,1981,11615576
dma,1982,15203574
dma,1983,16032447
dma,1984,14034069
dma,1985,16316308
dma,1986,19166268
dma,1987,20721825
dma,1988,23832937
dma,1989,27852403
dma,1990,30010000
dma,1991,34870000
dma,1992,40360000
dma,1993,42610000
dma,1994,40050000
dma,1995,42200000
dma,1996,44770000
dma,1997,48020000
dma,1998,57690000
dma,1999,55980000
dma,2000,61810000
dma,2001,65280000
dma,2002,78030000
dma,2003,48660000
dma,2004,45810000
dma,2005,39300000
dma,2006,43620000
dma,2007,39540000
dma,2008,29140000
dma,2009,30620000
dma,2010,31490000
dma,2011,35940000
dma,2012,40390000
dma,2013,41630000
dma,2014,42670000
dma,2015,58230000
dma,2016,40720000
dma,2017,26990000
dma,2018,32150000
dma,2019,37210000
dma,2020,39300000
dnk,1966,14940572000
dnk,1967,16060664000
dnk,1968,17787835000
dnk,1969,19914742000
dnk,1970,21616890000
dnk,1971,23591146000
dnk,1972,26128330000
dnk,1973,30404264000
dnk,1974,34596156000
dnk,1975,38718939000
dnk,1976,43089079000
dnk,1977,47702092000
dnk,1978,51088117000
dnk,1979,56433768000
dnk,1980,64177569000
dnk,1981,68431933000
dnk,1982,76773328000
dnk,1983,86155766000
dnk,1984,97905999000
dnk,1985,105624716000
dnk,1986,111427929000
dnk,1987,112785305000
dnk,1988,114743103000
dnk,1989,121505638000
dnk,1990,127180582000
dnk,1991,130441423000
dnk,1992,136394037000
dnk,1993,132951022000
dnk,1994,143521424000
dnk,1995,152540397000
dnk,1996,154247404000
dnk,1997,167634277000
dnk,1998,172288688000
dnk,1999,176981705000
dnk,2000,187689639000
dnk,2001,192514941000
dnk,2002,196497188000
dnk,2003,190189663000
dnk,2004,192002230000
dnk,2005,190875565000
dnk,2006,202983450000
dnk,2007,207818955000
dnk,2008,211182510000
dnk,2009,191245168000
dnk,2010,198004505000
dnk,2011,203953888000
dnk,2012,216675399000
dnk,2013,227309942000
dnk,2014,234970143000
dnk,2015,252578320000
dnk,2016,272627829000
dnk,2017,285290016000
dnk,2018,294923508000
dnk,2019,317773350000
dnk,2020,325125772000
dom,1965,138100000
dom,1966,178700000
dom,1967,199000000
dom,1968,189000000
dom,1969,229700000
dom,1970,275400000
dom,1971,306200000
dom,1972,347300000
dom,1973,398900000
dom,1974,544800000
dom,1975,752100000
dom,1976,814800000
dom,1977,870600000
dom,1978,873700000
dom,1979,928600000
dom,1980,1015000000
dom,1981,1132999900
dom,1982,1455000100
dom,1983,1527000100
dom,1984,1708000000
dom,1985,1924999900
dom,1986,2254000100
dom,1987,2865999900
dom,1988,3979000100
dom,1989,7490167300
dom,1990,10830294000
dom,1991,32389603600
dom,1992,35530045700
dom,1993,38407855200
dom,1994,42476225200
dom,1995,46490965700
dom,1996,53413201000
dom,1997,60948452500
dom,1998,68981226200
dom,1999,75968705700
dom,2000,82494748700
dom,2001,84029291200
dom,2002,97239189300
dom,2003,136755657000
dom,2004,201953711300
dom,2005,199155380200
dom,2006,221296772900
dom,2007,236690324800
dom,2008,269247475100
dom,2009,266879878700
dom,2010,302817390100
dom,2011,333131781200
dom,2012,357736487700
dom,2013,382268015600
dom,2014,425582669300
dom,2015,471309776200
dom,2016,502825659000
dom,2017,536017241000
dom,2018,598759573300
dom,2019,627708932200
dom,2020,643766806300
dza,1999,1116500000000
dza,2000,1854773000000
dza,2001,1700728000000
dza,2002,1753648000000
dza,2003,2156868000000
dza,2004,2634596000000
dza,2005,3690046000000
dza,2006,4240567000000
dza,2007,4470784000000
dza,2008,5406421000000
dza,2009,3575485000000
dza,2010,4680936000000
dza,2011,5776111000000
dza,2012,6120592000000
dza,2013,5585193000000
dza,2014,5329845000000
dza,2015,3872847000000
dza,2016,3797993000000
dza,2017,4514978000000
dza,2018,5414471000000
dza,2019,4891945000000
dza,2020,3460735000000
ecu,1960,339785362.76006
ecu,1961,310189920.10173
ecu,1962,295467880.97635
ecu,1963,363129585.97337
ecu,1964,482328784.26212
ecu,1965,486793000
ecu,1966,532187000
ecu,1967,552414000
ecu,1968,547384000
ecu,1969,675820000
ecu,1970,663527000
ecu,1971,635741000
ecu,1972,692674000
ecu,1973,725637000
ecu,1974,1244452000
ecu,1975,1456115000
ecu,1976,1755597000
ecu,1977,2284083000
ecu,1978,2346035000
ecu,1979,2908246000
ecu,1980,3277812000
ecu,1981,4031627000
ecu,1982,3928774000
ecu,1983,3305429000
ecu,1984,3742892000
ecu,1985,3705202000
ecu,1986,3141468000
ecu,1987,2957889000
ecu,1988,2804548000
ecu,1989,2968255000
ecu,1990,3401442000
ecu,1991,4013892000
ecu,1992,4668222000
ecu,1993,4238828000
ecu,1994,5184625000
ecu,1995,5412736000
ecu,1996,5527951000
ecu,1997,5747921000
ecu,1998,5572889000
ecu,1999,4176055000
ecu,2000,4099591000
ecu,2001,4633641000
ecu,2002,5016198000
ecu,2003,5260762000
ecu,2004,5524927000
ecu,2005,5864209000
ecu,2006,6386841000
ecu,2007,7003937000
ecu,2008,8464608000
ecu,2009,8677243000
ecu,2010,9321734000
ecu,2011,10338482000
ecu,2012,11390409000
ecu,2013,12407628000
ecu,2014,14002443000
ecu,2015,14321156000
ecu,2016,14541423000
ecu,2017,14983046000
ecu,2018,15000385000
ecu,2019,15858208000
ecu,2020,15384844000
egy,1974,746000000
egy,1975,887600000
egy,1976,993000000
egy,1977,1120000000
egy,1978,1319000100
egy,1979,1650000000
egy,1980,1928000000
egy,1981,2086800000
egy,1982,2736000000
egy,1983,3266000000
egy,1984,4050000000
egy,1985,5266000000
egy,1986,6351000000
egy,1987,8136999900
egy,1988,10403000300
egy,1989,13244999700
egy,1990,16261999600
egy,1991,18019999700
egy,1992,21730000000
egy,1993,24420000000
egy,1994,28030000000
egy,1995,33330000000
egy,1996,37936000000
egy,1997,43383000000
egy,1998,48798000000
egy,1999,55225000000
egy,2000,61211100000
egy,2001,63483000000
egy,2002,67881700000
egy,2003,72243500000
egy,2004,83651000000
egy,2005,89980900000
egy,2006,98693400000
egy,2007,114475200000
egy,2008,139002800000
egy,2009,164523300000
egy,2010,194290000000
egy,2011,216184000000
egy,2012,270723100000
egy,2013,308982300000
egy,2014,357295700000
egy,2015,408068900000
egy,2016,456298900000
egy,2017,570589700000
egy,2018,718569909300
egy,2019,846889784600
egy,2020,958907974500
eri,1992,161400000
eri,1993,191600000
eri,1994,228100000
eri,1995,300500000
eri,1996,380000000
eri,1997,474200000
eri,1998,471300000
eri,1999,515100000
eri,2000,632800000
eri,2001,760000000
eri,2002,927800000
eri,2003,1099000000
eri,2004,1312000000
eri,2005,1152613800
eri,2006,1114462300
eri,2007,1107084500
eri,2008,1384400000
eri,2009,1568000000
esp,1995,74925000000
esp,1996,79974000000
esp,1997,86504000000
esp,1998,92031000000
esp,1999,97101000000
esp,2000,105163000000
esp,2001,110985000000
esp,2002,114239000000
esp,2003,117972000000
esp,2004,121788000000
esp,2005,127133000000
esp,2006,133862000000
esp,2007,138735000000
esp,2008,140862000000
esp,2009,123932000000
esp,2010,122263000000
esp,2011,122318000000
esp,2012,114709000000
esp,2013,114204000000
esp,2014,116741000000
esp,2015,121772000000
esp,2016,125589000000
esp,2017,131720000000
esp,2018,132776000000
esp,2019,136261000000
esp,2020,123716000000
est,1995,485918000
est,1996,600454000
est,1997,756128000
est,1998,757086000
est,1999,783327000
est,2000,954579000
est,2001,1121445000
est,2002,1225940000
est,2003,1376972000
est,2004,1458817000
est,2005,1663719000
est,2006,1963180000
est,2007,2274866000
est,2008,2284144000
est,2009,1736815000
est,2010,2026751000
est,2011,2436370000
est,2012,2509885000
est,2013,2597385000
est,2014,2843258000
est,2015,2868983000
est,2016,3020023000
est,2017,3243987000
est,2018,3489542000
est,2019,3636385000
est,2020,3451002000
eth,1981,666431100
eth,1982,681116700
eth,1983,732399700
eth,1984,829436800
eth,1985,796776400
eth,1986,896410100
eth,1987,1121409900
eth,1988,1100095900
eth,1989,1148252600
eth,1990,1165665300
eth,1991,897702700
eth,1992,915577600
eth,1993,1488601500
eth,1994,1712285600
eth,1995,2341650800
eth,1996,2815117600
eth,1997,4075185100
eth,1998,2828462500
eth,1999,3316426000
eth,2000,3764473400
eth,2001,3959537200
eth,2002,3867418600
eth,2003,4269572900
eth,2004,4672544800
eth,2005,5195998500
eth,2006,6152035700
eth,2007,7936991900
eth,2008,10278823300
eth,2009,13113912600
eth,2010,15334369500
eth,2011,18968032000
eth,2012,25559020000
eth,2013,32095057000
eth,2014,42340552000
eth,2015,57170258000
eth,2016,89246654000
eth,2017,113386928000
eth,2018,128214622000
eth,2019,150530537000
eth,2020,178972312000
fin,1975,4220266000
fin,1976,4770199000
fin,1977,5074000000
fin,1978,5783557000
fin,1979,6995674000
fin,1980,8146000000
fin,1981,8901000000
fin,1982,9698000000
fin,1983,10640000000
fin,1984,11919000000
fin,1985,12645000000
fin,1986,13014000000
fin,1987,14317000000
fin,1988,15887000000
fin,1989,17569000000
fin,1990,17746000000
fin,1991,14911000000
fin,1992,15350000000
fin,1993,16999000000
fin,1994,19049000000
fin,1995,21910000000
fin,1996,21839000000
fin,1997,23999000000
fin,1998,27601000000
fin,1999,28971000000
fin,2000,32951000000
fin,2001,34135000000
fin,2002,33955000000
fin,2003,33305000000
fin,2004,34201000000
fin,2005,34939000000
fin,2006,37710000000
fin,2007,41399000000
fin,2008,40386000000
fin,2009,30295000000
fin,2010,31926000000
fin,2011,32196000000
fin,2012,29071000000
fin,2013,29636000000
fin,2014,29907000000
fin,2015,31041000000
fin,2016,31683000000
fin,2017,34400000000
fin,2018,34072000000
fin,2019,34569000000
fin,2020,34141000000
fji,1963,16400000
fji,1964,18200000
fji,1965,18200000
fji,1966,18300000
fji,1967,20000000
fji,1968,21200000
fji,1969,20100000
fji,1970,23700000
fji,1971,21100000
fji,1972,27000000
fji,1973,31600000
fji,1974,48000000
fji,1975,60000000
fji,1976,67000000
fji,1977,69400000
fji,1978,70800000
fji,1979,98500000
fji,1980,107600000
fji,1981,100100000
fji,1982,108859000
fji,1983,94443000
fji,1984,112470000
fji,1985,111329000
fji,1986,136629000
fji,1987,157331000
fji,1988,137220000
fji,1989,197771000
fji,1990,236006300
fji,1991,251682200
fji,1992,269068300
fji,1993,317213800
fji,1994,341594700
fji,1995,330612000
fji,1996,342300000
fji,1997,381100000
fji,1998,424000000
fji,1999,440300000
fji,2000,438436000
fji,2001,515059000
fji,2002,519230000
fji,2003,511326000
fji,2004,598691000
fji,2005,615645700
fji,2006,679451300
fji,2007,658781700
fji,2008,682529200
fji,2009,690695300
fji,2010,741634600
fji,2011,807119900
fji,2012,822020300
fji,2013,892435300
fji,2014,976666100
fji,2015,1030944400
fji,2016,1128960700
fji,2017,1155859400
fji,2018,1210210800
fji,2019,1225117000
fji,2020,1157193940.90558
fra,1960,10547000000
fra,1961,11529000000
fra,1962,12474000000
fra,1963,13926000000
fra,1964,15445000000
fra,1965,16506000000
fra,1966,17764000000
fra,1967,18812000000
fra,1968,20102000000
fra,1969,22614000000
fra,1970,25265000000
fra,1971,28528000000
fra,1972,30817000000
fra,1973,36066000000
fra,1974,42505000000
fra,1975,46447000000
fra,1976,53447000000
fra,1977,59978000000
fra,1978,67412000000
fra,1979,75110000000
fra,1980,83554000000
fra,1981,92042000000
fra,1982,102364000000
fra,1983,113756000000
fra,1984,122058000000
fra,1985,131206000000
fra,1986,137945000000
fra,1987,141299000000
fra,1988,151505000000
fra,1989,161289000000
fra,1990,170751000000
fra,1991,173773000000
fra,1992,176354000000
fra,1993,172055000000
fra,1994,173380000000
fra,1995,181315000000
fra,1996,181285000000
fra,1997,189704000000
fra,1998,198280000000
fra,1999,202352000000
fra,2000,214063000000
fra,2001,215816000000
fra,2002,215708000000
fra,2003,213518000000
fra,2004,216150000000
fra,2005,216311000000
fra,2006,216736000000
fra,2007,225774000000
fra,2008,221245000000
fra,2009,205065000000
fra,2010,206056000000
fra,2011,213988000000
fra,2012,216433000000
fra,2013,219221000000
fra,2014,221005000000
fra,2015,229377000000
fra,2016,229736000000
fra,2017,232855000000
fra,2018,235663000000
fra,2019,243954000000
fra,2020,216272000000
fro,1998,513000000
fro,1999,565300000
fro,2000,561000000
fro,2001,730600000
fro,2002,724100000
fro,2003,669200000
fro,2004,662200000
fro,2005,614300000
fro,2006,675800000
fro,2007,668200000
fro,2008,657200000
fro,2009,689000000
fro,2010,715600000
fro,2011,736100000
fro,2012,801100000
fro,2013,797500000
fro,2014,1020500000
fro,2015,1083000000
fro,2016,865600000
fro,2017,1112000000
fro,2018,998700000
fro,2019,1318700000
fsm,1983,400000
fsm,1995,3014400
fsm,1996,2524400
fsm,1997,2900100
fsm,1998,3288000
fsm,1999,3138200
fsm,2000,3709900
fsm,2001,4463400
fsm,2002,4237800
fsm,2003,3945800
fsm,2004,3292500
fsm,2005,1330100
fsm,2006,904100
fsm,2007,948100
fsm,2008,1050400
fsm,2009,1149700
fsm,2010,1249500
fsm,2011,1336200
fsm,2012,1296800
fsm,2013,1152600
fsm,2014,1170500
fsm,2015,1325600
fsm,2016,1851200
fsm,2017,1936400
fsm,2018,1979000
fsm,2019,2011200
fsm,2020,2020200
gab,1965,4000000000
gab,1966,4000000000
gab,1967,6100001000
gab,1968,5800002000
gab,1969,5900001000
gab,1970,6100001000
gab,1971,7500001000
gab,1972,8399999000
gab,1973,10700000000
gab,1974,13600000000
gab,1975,19700000000
gab,1976,27800000000
gab,1977,32600010000
gab,1978,32200000000
gab,1979,32300000000
gab,1980,41200000000
gab,1981,42300000000
gab,1982,51000010000
gab,1983,57899980000
gab,1984,83600000000
gab,1985,108780000000
gab,1986,109890000000
gab,1987,83620000000
gab,1988,86830000000
gab,1989,85500000000
gab,1990,90500000000
gab,1991,94080000000
gab,1992,91700000000
gab,1993,96320000000
gab,1994,110080000000
gab,1995,112000000000
gab,1996,118300000000
gab,1997,136700000000
gab,1998,148400000000
gab,1999,135700000000
gab,2000,134400000000
gab,2001,93490000000
gab,2002,98992000000
gab,2003,100725000000
gab,2004,113982000000
gab,2005,653291000000
gab,2006,618736000000
gab,2007,761987000000
gab,2008,987747000000
gab,2009,1083817202200
gab,2010,1214672987600
gab,2011,1643613398100
gab,2012,1446593948500
gab,2013,1491505032500
gab,2014,1563378820400
gab,2015,1418975440700
gab,2016,1450705203100
gab,2017,1527671205800
gab,2018,1774614967300
gab,2019,1858991177700
gab,2020,1610606110600
gbm,2012,152075000
gbm,2013,143244000
gbm,2014,124362000
gbm,2015,124274000
gbm,2016,122214000
gbm,2017,112843000
gbm,2018,121278000
gbm,2019,122803000
gbr,1990,102620299000
gbr,1991,105384770000
gbr,1992,107856617000
gbr,1993,110985838000
gbr,1994,122240522000
gbr,1995,132097000000
gbr,1996,139063000000
gbr,1997,143448000000
gbr,1998,144214000000
gbr,1999,144303000000
gbr,2000,146541000000
gbr,2001,142187000000
gbr,2002,144569000000
gbr,2003,146241000000
gbr,2004,145245000000
gbr,2005,147199000000
gbr,2006,150559000000
gbr,2007,149750000000
gbr,2008,151985000000
gbr,2009,141804000000
gbr,2010,153118000000
gbr,2011,155909000000
gbr,2012,159998000000
gbr,2013,170452000000
gbr,2014,174971000000
gbr,2015,178298000000
gbr,2016,181400000000
gbr,2017,187644000000
gbr,2018,192367000000
gbr,2019,200263000000
gbr,2020,186181000000
geo,1996,653600000
geo,1997,690100000
geo,1998,665900000
geo,1999,723700000
geo,2000,740000000
geo,2001,816300000
geo,2002,954700000
geo,2003,1116100000
geo,2004,1200700000
geo,2005,1405500000
geo,2006,1533200000
geo,2007,1860500000
geo,2008,1992000000
geo,2009,1785700000
geo,2010,1994200000
geo,2011,2499600000
geo,2012,2584300000
geo,2013,2719700000
geo,2014,2989700000
geo,2015,3008200000
geo,2016,2791700000
geo,2017,3504300000
geo,2018,3940100000
geo,2019,4367775000
geo,2020,4604127100
gha,1965,14300
gha,1966,15500
gha,1967,17900
gha,1968,21400
gha,1969,24800
gha,1970,25800
gha,1971,27500
gha,1972,30600
gha,1973,40900
gha,1974,50200
gha,1975,73700
gha,1976,85800
gha,1977,120400
gha,1978,181300
gha,1979,244700
gha,1980,334600
gha,1981,433800
gha,1982,311700
gha,1983,710100
gha,1984,1730600
gha,1985,3956200
gha,1986,5702000
gha,1987,7372000
gha,1988,10053000
gha,1989,14181500
gha,1990,18752400
gha,1991,22507800
gha,1992,26153800
gha,1993,36330000
gha,1994,47400000
gha,1995,72300000
gha,1996,97900000
gha,1997,127750000
gha,1998,155450000
gha,1999,185720000
gha,2000,244830000
gha,2001,342750000
gha,2002,441090000
gha,2003,593800000
gha,2004,698380000
gha,2005,841830000
gha,2006,1823483300
gha,2007,1990450100
gha,2008,2276709100
gha,2009,2478422100
gha,2010,2941472600
gha,2011,3842460400
gha,2012,4263291400
gha,2013,14425143300
gha,2014,17486895000
gha,2015,20368225300
gha,2016,23761067600
gha,2017,26679835800
gha,2018,31229455900
gha,2019,36229242700
gha,2020,40165590400
gin,1988,50744429200
gin,1989,63989955500
gin,1990,83266502600
gin,1991,88960000000
gin,1992,133302000000
